Ali Muhammad Buhar	id=g:1184661
Ābād Khel	id=g:1334584
Aimal Kalla	id=g:1334585
Sherai Kalla	id=g:1334586
Ādam Kalla	id=g:1334587
Zaki Khel	id=g:1334588
Akhundān	id=g:1334589
Manzai Shaikhān	id=g:1334590
Umardīn Kalla	id=g:1334591
Teri	id=g:1334592
Bokal Khelān	id=g:1334593
Bokal Khelān	id=g:1334594
Kotka Awal Khān	id=g:1334595
Kotka Akhūndān	id=g:1334596
Karab Kalla	id=g:1334597
Shewa Dīn	id=g:1334598
Sandu Kalla	id=g:1334599
Kotka Sāhib Dīn	id=g:1334600
Kati Khel	id=g:1334601
Geni	id=g:1334602
Kotka Muhabbat Khān	id=g:1334603
Mandat Khān	id=g:1334604
Sharāfatābād	id=g:1334605
Khalaqdād Kalla	id=g:1334606
Agri Kalla	id=g:1334607
Kamar Kalla	id=g:1334608
Bali Gul	id=g:1334609
Shāh Hussain Kalla	id=g:1334610
Sheri Khel	id=g:1334611
Mādi Khel	id=g:1334612
Laparāi Kalla	id=g:1334613
Bagar Khel	id=g:1334614
Nandar Kalla	id=g:1334615
Khamedān Bānda	id=g:1334616
Mashi Khel	id=g:1334617
Laghraī Bānda	id=g:1334618
Jahāngīri	id=g:1334619
Lakki Bānda	id=g:1334620
Bānda Zargar	id=g:1334621
Hāji Naurang	id=g:1334622
Kundi	id=g:1334623
Kotka Mitha Khān	id=g:1334624
Nikrab	id=g:1334625
Shādi Bahrām	id=g:1334626
Pāinda Khel	id=g:1334627
Jar Nala	id=g:1334628
Baik Khelān	id=g:1334629
Kotka Samandar Khān	id=g:1334630
Shāh Salīm Kalla	id=g:1334631
Kotka Hāji Mīr Sardār	id=g:1334632
Kotka Juma Khān	id=g:1334633
Teli Kalla	id=g:1334634
Kotka Ālam Gul	id=g:1334635
Abu Samand Kalla	id=g:1334636
Aimal Kalla	id=g:1334637
Miāngul Khel	id=g:1334638
Hāji Bānda	id=g:1334639
Ālam Sheri	id=g:1334640
Ōtāsh Sūli Khel	id=g:1334641
Ghari Khel	id=g:1334642
Khojki Kalla	id=g:1334643
Jābar Korūna	id=g:1334644
Bangi	id=g:1334645
Kashmir	id=g:1334646
Yāghi Mīr Ādam Kalla	id=g:1334647
Yāghi Moskān	id=g:1334648
Mīrdil Bānda	id=g:1334649
Inzar	id=g:1334650
Ālam Gul Khel	id=g:1334651
Kotka Manandi Khel	id=g:1334652
Nazar Dād	id=g:1334653
Bodīn Khel	id=g:1334654
Nūr Muhammad	id=g:1334655
Sirik	id=g:1334656
Din	id=g:1334657
Bāik Khel	id=g:1334658
Chaki Azīm	id=g:1334659
Mīri Khel	id=g:1334660
Sanzar Khel	id=g:1334661
Otin Khel	id=g:1334662
Gulāp Khel	id=g:1334663
Kotka Malik Umar Darāz Khān	id=g:1334664
Alīm Shāh	id=g:1334665
Miryān Kalla	id=g:1334666
Shaikhān Bānda	id=g:1334667
Titar Khel Khatak	id=g:1334668
Masti Khān	id=g:1334669
Fateh Sheri Bānda	id=g:1334670
Lāl Bāz	id=g:1334671
Kesar	id=g:1334672
Samandi	id=g:1334673
Kamriānwāla	id=g:1334675
Abbāsa Algad	id=g:1334676
Poya Abbāsa	id=g:1334677
Bānda Miānāwāla	id=g:1334678
Bānda Helurwāla	id=g:1334679
Shākanariwāla Nāla	id=g:1334680
Bānda Tarakai	id=g:1334681
Bānda Sikandar	id=g:1334682
Shaikh Mansūr Bānda	id=g:1334683
Hardowagai Algad	id=g:1334684
Bānda Faqīran	id=g:1334685
Bargai Algad	id=g:1334686
Shāhind Algad	id=g:1334687
Dakas Bānda	id=g:1334688
Karam Khel Wāl	id=g:1334689
Ziārat Sharif Miān Ghafoor	id=g:1334690
Bānda Rallānwāla	id=g:1334691
Bānda Girdhāri	id=g:1334692
Mitha Toba	id=g:1334693
Qādiriwāl	id=g:1334694
Bānda Ahmad Khān	id=g:1334695
Bānda Nūr Khān	id=g:1334696
Bānda Kāmilwāla	id=g:1334697
Mitha Nāla	id=g:1334698
Bānda Sulaimān	id=g:1334699
Jarasi Bānda	id=g:1334700
Darsha Khel	id=g:1334701
Poya Pukiwāla	id=g:1334702
Poya Tangi	id=g:1334703
Khasarān Wāl	id=g:1334704
Toba Umrān	id=g:1334705
Fateh Khānwāla	id=g:1334706
Bānda Lohārān	id=g:1334707
Kasīriānwāla	id=g:1334708
Banjakh Bānda	id=g:1334709
Chalgazai Ziārat	id=g:1334710
Atako Bānda	id=g:1334711
Warasta Algad	id=g:1334712
Hakami Bānda	id=g:1334713
Bānda Gulistān	id=g:1334714
Mīna Khel Bānda	id=g:1334715
Karīm Khel Bānda	id=g:1334716
Daksai Bānda	id=g:1334717
Painda Bānda	id=g:1334718
Teran Bānda	id=g:1334719
Shanāwāh Algad	id=g:1334720
Maidān	id=g:1334721
Makarwāl Railway Station	id=g:1334722
Bānda Miān Tor	id=g:1334723
Bānda Khāgo Khel	id=g:1334724
Bānda Zangi Khel	id=g:1334725
Bānda Porānwāla	id=g:1334726
Mīr Afzal Bānda	id=g:1334727
Aurang Bānda	id=g:1334728
Suslem Bānda	id=g:1334729
Bānda Kamran	id=g:1334731
Baroch Nāla	id=g:1334732
Bānda Shāhbāz	id=g:1334733
Bānda Jattān	id=g:1334734
Khurāsanwāla	id=g:1334735
Wazīr Shāh Bānda	id=g:1334736
Muhammad Khān Bānda	id=g:1334737
Wagai Algad	id=g:1334738
Āmil Bānda	id=g:1334739
Muzaffar Khel	id=g:1334740
Fateh Khān Bānda	id=g:1334741
Nasri Khel	id=g:1334742
Kurdi	id=g:1334743
Bānda Salīm Khān	id=g:1334744
Bānda Sultān Khān	id=g:1334745
Bānda Zattu Khel	id=g:1334746
Bānda Pel	id=g:1334747
Bānda Sābūwāl	id=g:1334748
Sābūwāl Nāla	id=g:1334749
Bānda Shāh Niwāz	id=g:1334750
Pakka Bānda	id=g:1334751
Chilli Tangi	id=g:1334752
Chapri	id=g:1334753
Khanzod Mela	id=g:1334754
Paronglā Nāla	id=g:1334755
Adwāla Nāla	id=g:1334756
Vanjāri	id=g:1334757
Hakīm Khān Kor	id=g:1334758
Mahrāb Kili	id=g:1334759
Pīr Dost Kor	id=g:1334760
Muchkai Bānda	id=g:1334761
Dibkai Bānda	id=g:1334762
Mansūri Bānda	id=g:1334763
Gangu Nāla	id=g:1334764
Chipai	id=g:1334765
Shahīdān Bānda	id=g:1334766
Shavah	id=g:1334767
Maidān Baroch	id=g:1334768
Khurma	id=g:1334769
Ziārat Khāsa Bāba	id=g:1334770
Chashmia Nāla	id=g:1334771
Karki Bānda	id=g:1334772
Zarīfwāla	id=g:1334773
Hashamwāla	id=g:1334774
Bānda Girdhāri	id=g:1334775
Toba Girdhāri	id=g:1334776
Jattān Bānda	id=g:1334777
Miānki Bānda	id=g:1334778
Surdagi Bānda	id=g:1334779
Ghar Khān Bānda	id=g:1334780
Gulāb Din Bānda	id=g:1334781
Miānki Bānda Payān	id=g:1334782
Jamāl Khel	id=g:1334783
Bangi Kili	id=g:1334784
Shahīdān	id=g:1334785
Lamshiwāl Coal Mines	id=g:1334786
Kerāi Coal Mines	id=g:1334787
Rāshiddin	id=g:1334788
Spīnzāo	id=g:1334789
Bānda Karak	id=g:1334790
Gula Khel	id=g:1334791
Bhattīānwāla	id=g:1334792
Mastūwāla	id=g:1334793
Mir Ash Kor	id=g:1334795
Sharbat Bānda	id=g:1334796
Quli Beg Bānda	id=g:1334797
Īsa Khān Bānda	id=g:1334798
Hassan Bānda	id=g:1334799
Haibat Khān Bānda	id=g:1334800
Sati Khora	id=g:1334801
Janāb Kaur	id=g:1334802
Lowar Bānda	id=g:1334803
Zhīra	id=g:1334804
Balanni Mela	id=g:1334805
Nola Mela	id=g:1334806
Ghalbeli	id=g:1334807
Doya	id=g:1334808
Tānda Wāhan	id=g:1334809
Lashtai Bānda	id=g:1334810
Bang Bānda	id=g:1334812
Khairān Kor	id=g:1334813
Wagai Bānda	id=g:1334814
Bānda Qureshiān	id=g:1334815
Maidān Baroch	id=g:1334816
Narmia	id=g:1334817
Topi Bānda	id=g:1334818
Gīdran Bānda	id=g:1334819
Landi Yagai	id=g:1334820
Saiyid Ali Bānda	id=g:1334821
Quli Beg Bānda	id=g:1334822
Ganderi Khattak	id=g:1334823
Zarkai	id=g:1334824
Spalmai Tangi	id=g:1334825
Bagrai	id=g:1334826
Sarkai	id=g:1334827
Babri	id=g:1334828
Mīr Ālam	id=g:1334829
Samālola	id=g:1334830
Oramzai	id=g:1334831
Pastakai Kandao	id=g:1334832
Gandehri	id=g:1334833
Sheikhāno Kili	id=g:1334834
Sarwakee Kandao	id=g:1334835
Sarweki	id=g:1334836
Zarīf Khel Kili	id=g:1334837
Mīr Kalān Kili	id=g:1334838
Algadi	id=g:1334839
Taud Kamar	id=g:1334840
Sarmano Kili	id=g:1334841
Zir	id=g:1334842
Wucha Walāi	id=g:1334843
Sarwakai Khwār	id=g:1334844
Khukian	id=g:1334845
Spīngīri Nikka Talao	id=g:1334846
Charwāzgāi	id=g:1334847
Landikhāna	id=g:1334848
Uch Largai Khwār	id=g:1334849
Tughiāna Kandao	id=g:1334850
Owa Batak Ziārat	id=g:1334851
Ziārat Kandao	id=g:1334852
Karamna	id=g:1334853
Ilācha	id=g:1334854
Kuki Khel	id=g:1334855
Ghalanai Khwār	id=g:1334856
Panr Peri Sar	id=g:1334857
Mohibullāh Talao	id=g:1334858
Zir Sar	id=g:1334859
Zakha Khel	id=g:1334860
Katakāni Talao	id=g:1334861
Bori Kandao	id=g:1334862
Dand Kandao	id=g:1334863
Shakri Sar	id=g:1334864
Zerai Kandao	id=g:1334865
Sawai Kandao	id=g:1334866
Kagga Kandao	id=g:1334867
Asūrag	id=g:1334868
Tsatsobi Kandao	id=g:1334869
Erak Sar	id=g:1334870
Shahīd Ghund	id=g:1334871
Damano Kandao	id=g:1334872
Bāzār Kandao	id=g:1334873
Ghutti Kandao	id=g:1334874
Landi Khāna Jai Sar	id=g:1334875
Kamkai Ucha	id=g:1334876
Kagga	id=g:1334877
Chingai Khwār	id=g:1334878
Kata Kushta	id=g:1334879
Toro Sar	id=g:1334880
Spera Wuni Chīna	id=g:1334881
Sara Sar	id=g:1334882
Shīn Kandao	id=g:1334883
Shīn Kandao Sar	id=g:1334884
Pitao Kandao	id=g:1334885
Landao Sar	id=g:1334886
Ghutti Sar	id=g:1334887
Ālam Khān Kandao	id=g:1334888
Sawai Khwār	id=g:1334889
Bori Khwār	id=g:1334890
Chingāi	id=g:1334891
Shahīd Sar	id=g:1334892
Kunastar	id=g:1334893
Shaikhwāl	id=g:1334894
Dand Khwār	id=g:1334895
Lakka Khwār	id=g:1334896
Prang Sam Khwār	id=g:1334897
Tandi Chīna Kandao	id=g:1334898
Inzari Kandao	id=g:1334899
Spera Wuni Sar	id=g:1334900
Tor Ghund	id=g:1334901
Spera Sar	id=g:1334902
Wuch Tangi	id=g:1334903
Flat Ridge	id=g:1334904
Dalkhād Khwār	id=g:1334905
Lāla Beg	id=g:1334906
Sandan Sar	id=g:1334907
Waza Kandao Sar	id=g:1334908
Lund Khwār	id=g:1334909
Spera	id=g:1334910
Shaz Khān Tsappar	id=g:1334911
Gāgra Sar	id=g:1334912
Charwāzgai	id=g:1334913
Shpola	id=g:1334914
Shpola	id=g:1334915
Shpola Sar	id=g:1334916
Lakka Sar	id=g:1334917
Made Kandao	id=g:1334918
Khargali	id=g:1334919
Morgai Kili	id=g:1334920
Chārbāgh Fort	id=g:1334921
Brights Hill	id=g:1334922
Pizgah	id=g:1334923
Kando Khel	id=g:1334924
Khungai Hill	id=g:1334925
Mirza Hill	id=g:1334926
Āshaq Khel	id=g:1334927
Fātmi Khel	id=g:1334928
Kidney Hill	id=g:1334929
Bādshāh Gul Kili	id=g:1334930
Karigar Kili	id=g:1334931
Wara Ghosai	id=g:1334932
Amir Khān Kili	id=g:1334933
Malkāna	id=g:1334934
Miān Khel	id=g:1334935
Loe Nāla Sar	id=g:1334936
Tālib Khel	id=g:1334937
Pasaid Khel	id=g:1334938
Ghawal Karappa Kandao	id=g:1334939
Amluk Kandao	id=g:1334940
Tor Ghund	id=g:1334941
Tor Ghund	id=g:1334942
Dargai Kandao	id=g:1334943
End Point	id=g:1334944
Centre Point	id=g:1334945
Ash Khel	id=g:1334946
Mīr Dād Khel	id=g:1334947
Pinnacle Hill	id=g:1334948
Sor Wut	id=g:1334949
Mukhtār Khel	id=g:1334950
Ghani Khel	id=g:1334951
Haidari Kandao	id=g:1334952
Johar Kandao Sar	id=g:1334953
Arkhandai Kandao	id=g:1334954
Haidari Oba	id=g:1334955
Khkār Kandao	id=g:1334956
Shahīd Kandao	id=g:1334957
Bargholi Sar	id=g:1334958
Giāni	id=g:1334959
Zaman Tsapparai	id=g:1334960
Nālo Kandao	id=g:1334961
Pīro Khel	id=g:1334962
Pīro Khel Bānda Kandao	id=g:1334963
Dargai Smatze	id=g:1334964
Gorāpari	id=g:1334965
Sarwakai Obo	id=g:1334966
Spīnatsuka	id=g:1334967
Zanko Kandao	id=g:1334968
Mulla Saiyid Kili	id=g:1334969
Ahmad Khān Kili	id=g:1334970
Bar Kili	id=g:1334971
Bāgh Kili	id=g:1334972
Tarkhe Kandao	id=g:1334973
Yakha Chīna	id=g:1334974
Tor Tsappar	id=g:1334975
Gharai Sar	id=g:1334976
Khanakai Kandao	id=g:1334977
Izrāīl Kandao	id=g:1334978
Chingai Chīna	id=g:1334979
Khanakai	id=g:1334980
Jawāz Kili	id=g:1334981
Kunastar Kili	id=g:1334982
Qala Kili	id=g:1334983
Prāngdarra	id=g:1334984
Shilmān Ghakhai	id=g:1334985
Kauntaro Dāūd	id=g:1334986
Sare Lakke Kili	id=g:1334987
Karkanro Dag	id=g:1334988
Tāro Kili	id=g:1334989
Chīno Berāi Kili	id=g:1334990
Lāli Garhi	id=g:1334991
Azād Khel	id=g:1334992
Multān Kili	id=g:1334993
Shilmān Khula Bānda	id=g:1334994
Smatzai Kandao	id=g:1334995
Marta Dāg	id=g:1334996
Durbāba Kandao	id=g:1334997
Shanelo Kili	id=g:1334998
Kurumb Kandao	id=g:1334999
Kurumb Bānda	id=g:1335000
Zankhai Kandao	id=g:1335001
Khunāno Sar	id=g:1335002
Khun Kandao	id=g:1335003
Sāpo Tangi Sar	id=g:1335004
Sate Sar	id=g:1335005
Utke Kandao Kuz	id=g:1335006
Sāhib Chīna Kili	id=g:1335007
Utke Kandao Bar	id=g:1335008
Spīnkai Sar	id=g:1335009
Dand	id=g:1335010
Khān Khelān	id=g:1335011
Lande Narai	id=g:1335012
Tarato Nāo Sar	id=g:1335013
Hissār Tangi Sar	id=g:1335014
Prang Dara	id=g:1335015
Spīn Sale Sar	id=g:1335016
Tango Kili	id=g:1335017
Marogai Sar	id=g:1335018
Halki Gandao Khwār	id=g:1335019
Kūchi Tangi Sar	id=g:1335020
Chingai	id=g:1335021
Asmo nāo Khwār	id=g:1335022
Jāle Sar	id=g:1335023
Kārghajāla	id=g:1335024
Ghalanai	id=g:1335025
Gandāo	id=g:1335026
Tor Dand	id=g:1335027
Burhān Khel	id=g:1335028
Chamchana Sar	id=g:1335029
Dre Khāngi Sar	id=g:1335030
Fazl Tangi Sar	id=g:1335031
Jārān	id=g:1335032
Ziārat Fateh Bāba	id=g:1335033
Shagai Khwār	id=g:1335034
Tekai Nāo Sar	id=g:1335035
Sato Nāo Kandao	id=g:1335036
Mulla Mundai	id=g:1335037
Spīnkai	id=g:1335038
Dāgai	id=g:1335039
Dāwat Kor	id=g:1335040
Momin Lakka Sar	id=g:1335041
Sālīgo	id=g:1335042
Garang Khwār	id=g:1335043
Beramena	id=g:1335044
Pir Jowar	id=g:1335045
Shakar Ghund	id=g:1335046
Burjīna Kandao	id=g:1335047
Ghāre Kamar Sar	id=g:1335048
Sāmi Khel	id=g:1335049
Nāsapai	id=g:1335050
Khuram Chīna	id=g:1335051
Narai Khwār	id=g:1335052
Katsai	id=g:1335053
Durba Khel	id=g:1335054
Sāngar	id=g:1335055
Khwājas Kor	id=g:1335056
Jamāt Sar	id=g:1335057
Katasar	id=g:1335058
Katar	id=g:1335059
Rāmi Khel	id=g:1335060
Wahāb Khel	id=g:1335061
Tangi Khwār	id=g:1335062
Khairuddīn Kandao	id=g:1335063
Pindīā	id=g:1335064
Halki Pindiali	id=g:1335065
Shahīd Khwār	id=g:1335066
Nandan Shahīd Ziārat	id=g:1335067
Ghawai Garai Khwār	id=g:1335068
Palosin Khwār	id=g:1335069
Khapakh Khwār	id=g:1335070
Ramalai	id=g:1335071
Ahad Korūna	id=g:1335072
Khapakh Kandao	id=g:1335073
Parata	id=g:1335074
Badsdiah	id=g:1335075
Surdāg	id=g:1335076
Wucha Jawar	id=g:1335077
Ghund Sar	id=g:1335078
Nare Tangi Sar	id=g:1335079
Bāhn Nāo Sar	id=g:1335080
Zor Gudai Tangi	id=g:1335081
Tor Kui Oba	id=g:1335082
Darre Khwār	id=g:1335083
Anmar Kandāo	id=g:1335084
Sūr Kamar	id=g:1335085
Kūi	id=g:1335086
Nawo Kili	id=g:1335087
Tor Khel	id=g:1335088
Sara Shāh	id=g:1335089
Bādo Shāh	id=g:1335090
Ahmadi Kor	id=g:1335091
Chapūr	id=g:1335092
Prekare Sar	id=g:1335093
Mahāban	id=g:1335094
Nawe Kili	id=g:1335095
Banr	id=g:1335096
Nāsāpai	id=g:1335097
Turkho Shāh	id=g:1335098
Ato Khel	id=g:1335099
Khwaezai	id=g:1335100
Zahāwar Chīna	id=g:1335101
Zanāwar Chīna Kandao	id=g:1335102
Gulo Sar	id=g:1335103
Darre Kili	id=g:1335104
Nahakki Kandao	id=g:1335105
Sar Kui Oba	id=g:1335106
Kharot Ghundai Burj	id=g:1335107
Khazāna Sar	id=g:1335108
Chino Nao Khwār	id=g:1335109
Inzari Kandao	id=g:1335110
Tor Kamar	id=g:1335111
Dāg	id=g:1335112
Shāo Ghundai	id=g:1335113
Ato Khel	id=g:1335114
Mozi Kor Kili	id=g:1335115
Kasai	id=g:1335116
Sāra Ghundai	id=g:1335117
Kamalai	id=g:1335119
Sāra Tangi	id=g:1335120
Sāra Tangi	id=g:1335121
Gumbatai	id=g:1335122
Lāchi	id=g:1335123
Mundi Khel	id=g:1335124
Mundi Khel Kandao	id=g:1335125
Garang Parachagano Kandao	id=g:1335126
Garang	id=g:1335127
Nao Khwār	id=g:1335128
Ghuta Kari Ziārat	id=g:1335129
Gardai	id=g:1335130
Laman Utman Khel	id=g:1335131
Safi	id=g:1335133
Amrui	id=g:1335134
Band Kili	id=g:1335135
Darwāzgai	id=g:1335136
Darwāzgai Kandao	id=g:1335137
Darwāzgai Jor	id=g:1335138
Haidar Khān Kili	id=g:1335139
Lakai Sar	id=g:1335143
Kājak Shāh	id=g:1335144
Khwājūkai	id=g:1335145
Chingai Shah	id=g:1335146
Lāchi Kandao	id=g:1335147
Alāchai	id=g:1335148
Sundara	id=g:1335149
Shinsari	id=g:1335150
Chinār Ghakhai	id=g:1335151
Yārāna Sar	id=g:1335152
Shergasho Ghundai	id=g:1335153
Kākar	id=g:1335154
Baota Ghundai	id=g:1335155
Regān	id=g:1335156
Nawe Kili	id=g:1335157
Palosai	id=g:1335158
Dresara	id=g:1335159
Amān Khān Ghundai	id=g:1335160
Pasogai Khwār	id=g:1335161
Ālam Beg Jor	id=g:1335162
Kandhāri	id=g:1335163
Lahor	id=g:1335164
Mishtāla	id=g:1335165
Malkāna	id=g:1335166
Landai Jawar Khwār	id=g:1335167
Jowar	id=g:1335168
Jangzai Ghundai	id=g:1335169
Landai Jawara	id=g:1335170
Ghundai	id=g:1335171
Hāsham Kor	id=g:1335172
Drāb Shāh	id=g:1335173
Dāg	id=g:1335174
Hazāra	id=g:1335177
Tora Garhi	id=g:1335178
Mundi Khel	id=g:1335179
Landai	id=g:1335180
Ingar Kasai	id=g:1335181
Danglakai	id=g:1335182
Ganjayāp	id=g:1335183
Sundarai Khwār	id=g:1335184
Lakka	id=g:1335185
Khatki	id=g:1335186
Gardai	id=g:1335187
Bāghi Tangi	id=g:1335188
Morzād Wali Sahib Ziārat	id=g:1335189
Dānish Kol Khwār	id=g:1335190
Saidi Mela Khwār	id=g:1335191
Dānish Kol	id=g:1335192
Umar Khel	id=g:1335193
Jambolāi Kalāi	id=g:1335197
Dhok Mahāngān	id=g:1335199
Shāhi Ziārat	id=g:1335201
Chakki Shāhji	id=g:1335202
Lahri Dhok	id=g:1335203
Khushhāl Garh	id=g:1335204
Kharmār Dhok	id=g:1335205
Saiyid Shāh Muhammad	id=g:1335206
Karkāni Ziārat	id=g:1335208
Rakh Trāp	id=g:1335209
Chhatiānwāli Dhok	id=g:1335210
Pir Bagar Shāh	id=g:1335211
Milarwāli Dhok	id=g:1335212
Munjala Kas	id=g:1335213
Shekha Shahīd	id=g:1335217
Dhok Hajīwāli	id=g:1335218
Sheriwāli Ziārat	id=g:1335219
Taliwāli Dhok	id=g:1335220
Kirri Ziārat	id=g:1335221
Bhāta	id=g:1335222
Rakh Nārian	id=g:1335223
Marori Wāhan	id=g:1335224
Jhakkawāli Dhok	id=g:1335225
Dhok Mulān	id=g:1335226
Sobhāgiwāli Dhok	id=g:1335227
Mulān Wāhān	id=g:1335228
Saruli Kas	id=g:1335229
Rakh Kairi	id=g:1335230
Rājawāli Dhok	id=g:1335231
Talagang	id=g:1335232
Dhok Astalwāli	id=g:1335233
Dhok Roshnālwāli	id=g:1335234
Khānwāla Kas	id=g:1335235
Bhāta Wāhān	id=g:1335236
Rākh Banni	id=g:1335237
Dhok Lūnwāli	id=g:1335238
Chāndiwāla Shāhid	id=g:1335239
Dhok Doba	id=g:1335240
Dhok Dibba	id=g:1335241
Dhok Chhuai	id=g:1335242
Dhok Amānpūr	id=g:1335243
Kanj Kmari Ziārat	id=g:1335244
Kiri Dhok	id=g:1335245
Rāhurawāla Ziārat	id=g:1335246
Makhad Wāhan	id=g:1335247
Kundaryāli	id=g:1335248
Bandiwān	id=g:1335249
Lunda	id=g:1335250
Pirmāni Ziārat	id=g:1335251
Injra Afgha	id=g:1335252
Jān Khel Dhok	id=g:1335253
Niāz Gul Dhok	id=g:1335254
Tānl Algad	id=g:1335255
Stār Gigawāla	id=g:1335256
Rakh Amānpur	id=g:1335257
Pahar Khailan Dhok	id=g:1335258
Dhok Ghaghi	id=g:1335259
Injra Railway Station	id=g:1335260
Dhok Nawāb Khel	id=g:1335261
Banko Algad	id=g:1335262
Chhui	id=g:1335263
Mehdi Khān	id=g:1335264
Rakh Phaiur	id=g:1335265
Rakh Sukhwahan	id=g:1335266
Dan Pat	id=g:1335267
Ghazan Dhok	id=g:1335268
Subedār Dhok	id=g:1335269
Nakka Afghān	id=g:1335270
Pindi Gheb	id=g:1335271
Mānja Ghundāl	id=g:1335272
Dhok Allāhyār	id=g:1335273
Sre Ghundai	id=g:1335274
Dhok Habīb	id=g:1335275
Sukhwāhan Kas	id=g:1335276
Paranga Bānda	id=g:1335277
Zara Mela	id=g:1335278
Paranga Algad	id=g:1335279
Pāela	id=g:1335280
Barbunga	id=g:1335281
Gul Khan Dhok	id=g:1335282
Khanjar Dhok	id=g:1335283
Kotewāli	id=g:1335284
Pāel Gai	id=g:1335285
Zamīn Milgāi	id=g:1335286
Azam Pāel	id=g:1335287
Shāhibeg Dhok	id=g:1335288
Rawāli Mela	id=g:1335289
Barwāla Kas	id=g:1335290
Dhok Muhāmmad	id=g:1335291
Dhok Sarfarāzwāli	id=g:1335292
Dhok Chakki	id=g:1335293
Rakh Makhad	id=g:1335294
Pasta Kandao	id=g:1335295
Molgin Kandao	id=g:1335296
Khūni Ghāt	id=g:1335297
Sukhwahān	id=g:1335298
Dhok Kāndi	id=g:1335299
Jāgīr Mansūr Khān	id=g:1335300
Solakhan Singh	id=g:1335301
Rakh Maira Nalhad	id=g:1335302
Goah Khwula	id=g:1335303
Rakh Gokhi	id=g:1335304
Goah	id=g:1335305
Gouh Algad	id=g:1335306
Touda Mela	id=g:1335307
Hir	id=g:1335308
Hir Ziārat	id=g:1335309
Zangora Dhok	id=g:1335310
Nirāwāla	id=g:1335311
Turakhel Mela	id=g:1335312
Niaz Gul Dhok	id=g:1335313
Wāli Mela	id=g:1335314
Mochi Kirri	id=g:1335315
Mochiān Ki Dhok	id=g:1335316
Mirza Dhok	id=g:1335317
Dhok Miān Dhaki	id=g:1335318
Chhab Railway Station	id=g:1335319
Dhok Azīz	id=g:1335320
Dhok Nandrakhābād	id=g:1335321
Habīb Dhok	id=g:1335322
Jāgīr Azīz Khān	id=g:1335323
Dhok Dulhāl	id=g:1335324
Dhok Akmāl	id=g:1335325
Larānwāli	id=g:1335326
Chohewāli	id=g:1335327
Jhor	id=g:1335328
Mathad	id=g:1335329
Balochwāli	id=g:1335330
Kassewāli	id=g:1335331
Dhok Gadūwāli	id=g:1335332
Dhok Kalla	id=g:1335333
Miān Shāhbāzwāla	id=g:1335334
Chhappar Saiyidān	id=g:1335335
Shāh Amīnwāla	id=g:1335336
Dhok Hayāt	id=g:1335337
Balkakīwāli	id=g:1335338
Kutwan Nāla	id=g:1335339
Dherīwāli	id=g:1335340
Dhok Chirāghi Khel	id=g:1335341
Dhok Dhibbīwāli	id=g:1335342
Dhok Nūr Muhammad	id=g:1335343
Dhok Mughal Gul Khel	id=g:1335344
Dhok Gul Muhammad	id=g:1335345
Dhok Gulohi Budyāl	id=g:1335346
Kaswāla	id=g:1335347
Darhālānwāli	id=g:1335348
Muhammad Khān	id=g:1335349
Basra	id=g:1335350
Perewāli	id=g:1335351
Nāwan Pīra	id=g:1335352
Dhok Amjīr	id=g:1335353
Muhammad Khānwāli	id=g:1335354
Zamah	id=g:1335355
Tarkhānwāla Nāla	id=g:1335356
Dhok Panga	id=g:1335357
Dhok Khuwāwar	id=g:1335358
Dhok Jadyāl	id=g:1335359
Rozīwāli	id=g:1335360
Nikki Nāla	id=g:1335361
Sherdastwāli	id=g:1335362
Sanni Nāla	id=g:1335363
Jhamra	id=g:1335364
Ghazan	id=g:1335365
Chak Ditta	id=g:1335366
Jalliwāli	id=g:1335367
Shīānwāla	id=g:1335368
Lalu Khelwāli	id=g:1335370
Dhok Maiwāl	id=g:1335371
Dhok Wāli	id=g:1335372
Dhok Fateh Muhammad	id=g:1335373
Dagrakka	id=g:1335374
Dhok Nūri	id=g:1335375
Dhok Nūrni Khal	id=g:1335376
Khānewāli	id=g:1335377
Dhok Agrāl	id=g:1335378
Kallanwāli	id=g:1335383
Budhowāl	id=g:1335384
Karmullāhwāli	id=g:1335385
Dhok Sigwāl	id=g:1335386
Dhok Jahār Allāhyār	id=g:1335387
Dhok Sarjār	id=g:1335388
Dhok Mullāyān	id=g:1335389
Lurīala Wāhan	id=g:1335390
Dhok Siāl	id=g:1335391
Dhok Ali Khel	id=g:1335392
Māri	id=g:1335393
Murādwand	id=g:1335394
Phailwāli	id=g:1335395
Nūr Shāhwāli	id=g:1335396
Dhadhumbar	id=g:1335397
Bānīwāli Ban	id=g:1335398
Khannālwāli Ban	id=g:1335399
Bhalāwāli Dheri	id=g:1335400
Shakarpari	id=g:1335401
Khairewāli	id=g:1335402
Tullūwāli Dheri	id=g:1335403
Muhammad Khānwāli	id=g:1335404
Kanala Nāla	id=g:1335405
Kandrāla Nāla	id=g:1335406
Ramnewāli	id=g:1335407
Dādwāli	id=g:1335408
Sarjālānwāli	id=g:1335409
Kot Miān Hasti	id=g:1335410
Umarwāli	id=g:1335411
Bāhir Wāhan	id=g:1335412
Sunārwāli Ban	id=g:1335413
Dhok Fateh Sher	id=g:1335414
Gargālwāli Ban	id=g:1335415
Dhok Ghulām Rasūl	id=g:1335416
Dhok Mond	id=g:1335417
Dhok Nūra	id=g:1335418
