Kalalella	id=g:1242308
Ethaheraliyagoda	id=g:1246854
Etagama	id=g:1246855
Etagahawela	id=g:1246856
Etagahawela	id=g:1246857
Etadombeagra	id=g:1246858
Ettabendi Wewa	id=g:1246859
Etabendiwewa	id=g:1246860
Eswatta Oya	id=g:1246861
Eswatta South	id=g:1246862
Essella	id=g:1246863
Esperanza	id=g:1246864
Esnephyll	id=g:1246865
Eskdale	id=g:1246866
Eruwewa	id=g:1246867
Eru Wewa	id=g:1246868
Eruwewa	id=g:1246869
Eruvili Kulam	id=g:1246870
Eruvilal Kottaly Vette	id=g:1246871
Eruviddan	id=g:1246872
Erupotana Wewa	id=g:1246873
Erunwila	id=g:1246874
Erunwila	id=g:1246875
Erunwala	id=g:1246876
Erunukuliya	id=g:1246877
Erunkutta	id=g:1246878
Erunkade	id=g:1246879
Erunkada	id=g:1246880
Erumbukkudal	id=g:1246881
Erumativu	id=g:1246882
Erumanpanahela	id=g:1246883
Erumaitivu	id=g:1246884
Erukkiliyadi	id=g:1246885
Erukkilampiddi	id=g:1246886
Erukkalampiddi Villu	id=g:1246887
Erthalankatta Kulam	id=g:1246888
Errol	id=g:1246889
Erracht	id=g:1246890
Ernest Wood	id=g:1246891
Ernestwood	id=g:1246892
Ernest Valley	id=g:1246893
Eriyawa	id=g:1246894
Eriyawa	id=g:1246895
Eriyativumalai	id=g:1246896
Eriyanari Villu	id=g:1246897
Eriyagoda	id=g:1246898
Eriyagastenna	id=g:1246899
Eriyagama	id=g:1246900
Eriyagama	id=g:1246901
Eriminnagama Wewa	id=g:1246902
Erige Oya	id=g:1246903
Erige Ara	id=g:1246904
Erewwala	id=g:1246905
Erevupola	id=g:1246906
Erawula Pahalagama	id=g:1246907
Ereula Ihalagama	id=g:1246908
Araporuwa	id=g:1246909
Ereporuwa	id=g:1246910
Erepolakanda	id=g:1246911
Erepolagodella	id=g:1246912
Erepola	id=g:1246913
Erapola	id=g:1246914
Ereminia Gala Point	id=g:1246915
Eregoda	id=g:1246916
Eregama	id=g:1246917
Erbisse Wewa	id=g:1246918
Erawula Wewa	id=g:1246919
Erawawila	id=g:1246920
Erawanaduwa	id=g:1246921
Erawalgala	id=g:1246922
Erawak Oya	id=g:1246923
Eravur Town	id=g:1246924
Erattiya Wewa	id=g:1246925
Eratnagoda	id=g:1246926
Eraporu Ganga	id=g:1246927
Eranmadu Wewa	id=g:1246928
Eranduyaya	id=g:1246929
Eranawila	id=g:1246930
Erana Villu	id=g:1246931
Eranapala Moddai	id=g:1246932
Eramulla	id=g:1246933
Eramuduwewa	id=g:1246934
Eramuduwagama	id=g:1246935
Eramuduliyadda	id=g:1246936
Eramudugolla	id=g:1246937
Eramudugolla	id=g:1246938
Eramudugola	id=g:1246939
Eramudugoda	id=g:1246940
Eramudugaha	id=g:1246941
Eraminiyaya	id=g:1246942
Eraminiyan Wewa	id=g:1246943
Eraminigammana	id=g:1246944
Eramadu	id=g:1246945
Erallikeray Kulam	id=g:1246946
Eralkali Vettai	id=g:1246947
Iralakkulam	id=g:1246948
Erakkalan Villu	id=g:1246949
Erakala Moddai	id=g:1246950
Erahandaketu Wewa	id=g:1246951
Erahandaketuwewa	id=g:1246952
Erabuduwala	id=g:1246953
Erabudupitiya	id=g:1246954
Erabadupela	id=g:1246955
Erabaddegama	id=g:1246956
Erabedda	id=g:1246957
Erabadda	id=g:1246958
Eppawala	id=g:1246959
Eppawala	id=g:1246960
Eppandiyan Kulam	id=g:1246961
Eppaladeniya	id=g:1246962
Eppala	id=g:1246963
Eppadikulama	id=g:1246964
Eplawatte	id=g:1246965
Epitawala	id=g:1246966
Epitamulla	id=g:1246967
Epitakanda	id=g:1246968
Epamulla	id=g:1246969
Epambula	id=g:1246970
Epalawa	id=g:1246971
Epalawa	id=g:1246972
Epalatotuwa	id=g:1246973
Epalapitiya	id=g:1246974
Epalantuduwa	id=g:1246975
Epaladeniya	id=g:1246976
Epaladeniya	id=g:1246977
Epaladeniya	id=g:1246978
Epakanda	id=g:1246979
Epagala	id=g:1246980
Enselwatte	id=g:1246981
Ensalwela	id=g:1246982
Ensalwalagawakan	id=g:1246983
Ennoruwa Maha Wewa	id=g:1246984
Ennaruwa	id=g:1246985
Ennorugama	id=g:1246986
Ennapitigoda	id=g:1246987
Ennakandanchvette Kulam	id=g:1246988
Enkendagolla	id=g:1246989
Engineerthoddam	id=g:1246990
Engineer Ridge	id=g:1246991
Endiriyanwala	id=g:1246992
Endirikele	id=g:1246993
Enderamulla	id=g:1246994
Endarutenna	id=g:1246995
Endaragalla	id=g:1246996
Endaragala	id=g:1246997
Endana	id=g:1246998
Endana	id=g:1246999
Enatiyan Kulam	id=g:1247000
Enasalmada	id=g:1247001
Empuvan Kulam	id=g:1247002
Emitiyagoda	id=g:1247003
Emelina	id=g:1247004
Embulpura	id=g:1247005
Embilmeewala	id=g:1247006
Embulgaswewa	id=g:1247007
Embuldeniya	id=g:1247008
Ambuldeniya	id=g:1247009
Embulambe	id=g:1247010
Embogedara	id=g:1247011
Embogama	id=g:1247012
Embitiyawa	id=g:1247013
Embilipitiya Udagama	id=g:1247014
Embilipitiya Tank	id=g:1247015
Embilipitiya Pallegama	id=g:1247016
Embilipitiya	id=g:1247017
Embilipitiya	id=g:1247018
Embilimigama	id=g:1247019
Embilikala Kalapuwa	id=g:1247020
Embekke	id=g:1247021
Embawa	id=g:1247022
Embaraluwa	id=g:1247023
Emballegoda Wewa	id=g:1247024
Embalennewala	id=g:1247025
Embalegoda	id=g:1247026
Embalegama	id=g:1247027
Embalawatta	id=g:1247028
Embalawa	id=g:1247029
Embalawa	id=g:1247030
Embalawa	id=g:1247031
Embalapola	id=g:1247032
Embalagodayagama	id=g:1247033
Embalagoda	id=g:1247034
Embalagedara	id=g:1247035
Embalagama	id=g:1247036
Embalagama	id=g:1247037
Elwatta	id=g:1247038
Elwatta	id=g:1247039
Elwatta	id=g:1247040
Elawalapitiya	id=g:1247041
Elwalapitiya	id=g:1247042
Elwala	id=g:1247043
Eluwapola	id=g:1247044
Eluwapitiya	id=g:1247045
Eluwana	id=g:1247046
Eluwana	id=g:1247047
Eluvaraikondan Kulam	id=g:1247048
Eluvaly Kulam	id=g:1247049
Eluvaitivu	id=g:1247050
Eluvaitivu	id=g:1247051
Eluthumadduval South	id=g:1247052
Eluthumadduval North	id=g:1247053
Elunekanda	id=g:1247054
Elumarippu Kulam	id=g:1247055
Elumurippu Kulam	id=g:1247056
Eluketigoda	id=g:1247057
Elugalla	id=g:1247058
Elugala	id=g:1247059
Eltofts	id=g:1247060
Elstree	id=g:1247061
Elston	id=g:1247062
Elston	id=g:1247063
Elsmore	id=g:1247064
Elsmere	id=g:1247065
Elpittiyahela	id=g:1247066
Elpitiya Ela	id=g:1247067
Elpitiya	id=g:1247068
Elpitiya	id=g:1247069
Elpitiya	id=g:1247070
Elpitikanda	id=g:1247071
Elotuwa	id=g:1247072
Elmshurst	id=g:1247073
Elluk Wewa	id=g:1247074
Ellukkalai	id=g:1247075
Elluchchenaimundal	id=g:1247076
Elluchchenaimundal	id=g:1247077
Elliyadda	id=g:1247078
Ellikuttuwa	id=g:1247079
Elle Wewa	id=g:1247080
Ellewewa	id=g:1247081
Ellewewa	id=g:1247082
Ellewewa	id=g:1247083
Ellewewa	id=g:1247084
Ellewewa	id=g:1247085
Ellewewa	id=g:1247086
Ellewela Tank	id=g:1247087
Ellewela	id=g:1247088
Ellewatte	id=g:1247089
Ellewatta	id=g:1247090
Ellewatta	id=g:1247091
Elletota	id=g:1247092
Ellepotana	id=g:1247093
Ellepola	id=g:1247094
Ellepola	id=g:1247095
Elle Oya	id=g:1247096
Elleola Oya	id=g:1247097
Ellakumbura	id=g:1247098
Ellekotaliya	id=g:1247099
Ellekona	id=g:1247100
Ellekanda	id=g:1247101
Elle Ihala	id=g:1247102
Ellahena	id=g:1247103
Ellegoda	id=g:1247104
Ellegedera Wewa	id=g:1247105
Ellegedara	id=g:1247106
Ellededara	id=g:1247107
Ellegama	id=g:1247108
Ellearawa	id=g:1247109
Ellealutwela	id=g:1247110
Ellawatte	id=g:1247111
Ellawala Pahalagama	id=g:1247112
Ellawala Oya	id=g:1247113
Ellawala Ihalagama	id=g:1247114
Ellauda	id=g:1247115
Ellatotakanda Oya	id=g:1247116
Ellatanabaddegama	id=g:1247117
Ellariyagala	id=g:1247118
Ellare	id=g:1247119
Ella Oya	id=g:1247120
Ellangala	id=g:1247121
Ellanda	id=g:1247122
Ellanda	id=g:1247123
Ellancowan Group	id=g:1247124
Ellamulle	id=g:1247125
Ellalawatta	id=g:1247126
Ellalamulla	id=g:1247127
Ellalagoda	id=g:1247128
Ella Kulam	id=g:1247129
Ellakanda	id=g:1247130
Ellakkala	id=g:1247131
Ellakande	id=g:1247132
Ellakande	id=g:1247133
Ellakande	id=g:1247134
Ellaikai Kulam	id=g:1247135
Ella Ihala	id=g:1247136
Ellagonna	id=g:1247137
Ellagolla	id=g:1247138
Ellagama	id=g:1247139
Ellegalla	id=g:1247140
Ellagalla	id=g:1247141
Ellagala	id=g:1247142
Ella Falls	id=g:1247143
Elladallua	id=g:1247144
Ellabodagama	id=g:1247145
Ella Aru	id=g:1247146
Ella Ara	id=g:1247147
Ella	id=g:1247148
Ella	id=g:1247149
Ella	id=g:1247150
Elk Plains	id=g:1247151
Elakaduwa	id=g:1247152
Elizabeth Point	id=g:1247153
Eliyewala	id=g:1247154
Eliyawa	id=g:1247155
Eliya Para Patti Wewa	id=g:1247156
Eliyankulam	id=g:1247157
Eliya Diwulwewa	id=g:1247158
Eliwitiya Wewa	id=g:1247159
Eliwitiya	id=g:1247160
Eliwitiya	id=g:1247161
Eliwila	id=g:1247162
Eluwila	id=g:1247163
Eliwalatenna	id=g:1247164
Elikewela	id=g:1247165
Alibodakanda	id=g:1247166
Elibichchiya	id=g:1247167
Elibank	id=g:1247168
Elhenepitiya	id=g:1247169
Elhena	id=g:1247170
Elhena	id=g:1247171
Elhanyaya	id=g:1247172
Elgiriya	id=g:1247173
Elgin Falls	id=g:1247174
Elgin	id=g:1247175
Elgama	id=g:1247176
Elfindale	id=g:1247177
Elewala	id=g:1247178
Elephant Rock	id=g:1247179
Elephant Rock	id=g:1247180
Elephant Point	id=g:1247181
Elephant Point	id=g:1247182
Elephant Pass	id=g:1247183
Elephant Pass	id=g:1247184
Elephant Island	id=g:1247185
Ellemane	id=g:1247186
Elekaka	id=g:1247187
Elekadi Kulam	id=g:1247188
Eldorado	id=g:1247189
El Chico	id=g:1247190
Elbedde	id=g:1247191
Elayapattuwa Pahala Wewa	id=g:1247192
Elayapattuwa	id=g:1247193
Elawiligama	id=g:1247194
Elawissagoda	id=g:1247195
Elawewa	id=g:1247196
Elawa Kumbura	id=g:1247197
Elathalawa Pahala	id=g:1247198
Elathalawla Ihala	id=g:1247199
Elatalawa	id=g:1247200
Elappankulama	id=g:1247201
Elapitiwela	id=g:1247202
Elapita Falls	id=g:1247203
Elapiliyawa	id=g:1247204
Elapat Wewa	id=g:1247205
Elapat Wewa	id=g:1247206
Elapat Wewa	id=g:1247207
Elapat Wewa	id=g:1247208
Elapat Wewa	id=g:1247209
Elapat Wewa	id=g:1247210
Elapat Wewa	id=g:1247211
Elapal Wewa	id=g:1247212
Elapatwewa	id=g:1247213
Elapatwewa	id=g:1247214
Elapatwewa	id=g:1247215
Elapatwewa	id=g:1247216
Elapathwewa	id=g:1247217
Elapattewa	id=g:1247218
Elapath Wewa	id=g:1247219
Elapath Wewa	id=g:1247220
Elapath Wewa	id=g:1247221
Elapath Wewa	id=g:1247222
Elapath Wewa	id=g:1247223
Elapatgama Wewa	id=g:1247224
Elapatgama	id=g:1247225
Elapatgama	id=g:1247226
Elapatgama	id=g:1247227
Elapatgama	id=g:1247228
Elapatgama	id=g:1247229
Elapatgama	id=g:1247230
Elapat Aru	id=g:1247231
Elapatha South	id=g:1247232
Elapahala	id=g:1247233
Elapahala	id=g:1247234
Elantaitidal Kulam	id=g:1247235
Elangipitiya	id=g:1247236
Elandagoda	id=g:1247237
Elamba Kulam	id=g:1247238
Helambagaha Wewa	id=g:1247239
Elamalwewa	id=g:1247240
Elamalpota	id=g:1247241
Elamalpota	id=g:1247242
Elamalpe	id=g:1247243
Elamaldeniya	id=g:1247244
Elamaldeniya	id=g:1247245
Elamaldeniya	id=g:1247246
Elamaldeniya	id=g:1247247
Elamalawala	id=g:1247248
Ilamaruthan Kulam	id=g:1247249
Elalla	id=g:1247250
Elalai	id=g:1247251
Elakotaliya Oya	id=g:1247252
Elakake	id=g:1247253
Elaiyankiliyan Kulam	id=g:1247254
Ela-Ihala	id=g:1247255
Elahera Minneriya Yoda Ela	id=g:1247256
Elahera	id=g:1247257
Elagomuwa	id=g:1247258
Elagawagoda	id=g:1247259
Olagankanda	id=g:1247260
Elagamuwa	id=g:1247261
Elagamuwa	id=g:1247262
Elagammillewa	id=g:1247263
Elagalla	id=g:1247264
Eladuwa	id=g:1247265
Eladuwa	id=g:1247266
Eladuwa	id=g:1247267
Eladetta	id=g:1247268
Elabodagedara	id=g:1247269
Elabadagama	id=g:1247270
Elabodagama	id=g:1247271
Elabatu Wewa	id=g:1247272
Ekveni Gala	id=g:1247273
Ekolsund	id=g:1247274
Ekneligoda	id=g:1247275
Ekki Oya	id=g:1247276
Ekkeriyangala	id=g:1247277
Ekkeralle	id=g:1247278
Ekkassa	id=g:1247279
Ekiriyankumbura	id=g:1247280
Ekiriyagala	id=g:1247281
Ekiriya	id=g:1247282
Ekiriyagama	id=g:1247283
Ekiri Wewa	id=g:1247284
Ekgal Aru Reservoir	id=g:1247285
Ekgal Aru	id=g:1247286
Ekgalara	id=g:1247287
Ekiriyawatta	id=g:1247288
Ekamuthugama	id=g:1247289
Ekambara	id=g:1247290
Ekalakurunduwatta	id=g:1247291
Ekala	id=g:1247292
Ekala	id=g:1247293
Eildon Hall	id=g:1247294
Eila and Morton	id=g:1247295
Ehimurippu Kulam	id=g:1247296
Ehetu Wewa	id=g:1247297
Ehetuwewa	id=g:1247298
Ehetuwewa	id=g:1247299
Ehetuwewa	id=g:1247300
Ehetuwewa	id=g:1247301
Ehetuwewa	id=g:1247302
Ehetuwagama	id=g:1247303
Ehetuwagama	id=g:1247304
Ehetumulla	id=g:1247305
Ehetumulla	id=g:1247306
Ehetugasyaya	id=g:1247307
Ehetugahadalupota	id=g:1247308
Ehetuate Wala	id=g:1247309
Eheta Wewa	id=g:1247310
Eheliyagoda	id=g:1247311
Eheliyagoda	id=g:1247312
Ehelepola	id=g:1247313
Ehelekumbura	id=g:1247314
Ehelapokuna	id=g:1247315
Ehelape	id=g:1247316
Ehelakanda	id=g:1247317
Ehelagastenna	id=g:1247318
Ehelagaha Wewa	id=g:1247319
Ehelagaha Dumbuluwawa	id=g:1247320
Ehela Atta Patana	id=g:1247321
Eheangalahela	id=g:1247322
Ehatuwewa	id=g:1247323
Ehamvattavan Kulam	id=g:1247324
Ehalapola	id=g:1247325
Ehalamalpe	id=g:1247326
Ehelagasthenna	id=g:1247327
Ehalagahawadiya	id=g:1247328
Ehalagaha-arawa	id=g:1247329
Ehakulawewa	id=g:1247330
Egodayagama	id=g:1247331
Egodayagama	id=g:1247332
Egodayagama	id=g:1247333
Egoda Wewa	id=g:1247334
Egoda Wewa	id=g:1247335
Egoda Wewa	id=g:1247336
Egodawela Ganga	id=g:1247337
Egodawela	id=g:1247338
Egodawela	id=g:1247339
Egodawatugoda	id=g:1247340
Egodawatta Wewa	id=g:1247341
Egodawatta	id=g:1247342
Egodawatta	id=g:1247343
Egodawatta	id=g:1247344
Egoda Uyana	id=g:1247345
Egodapolayagama	id=g:1247346
Egodapitiya	id=g:1247347
Egodapitiya	id=g:1247348
Egodapitiya	id=g:1247349
Egoda Nembilikumbura	id=g:1247350
Egodamulla	id=g:1247351
Egodamulla	id=g:1247352
Egodamulla	id=g:1247353
Egodamulla	id=g:1247354
Egodamulla	id=g:1247355
Egoda Kulipitiya	id=g:1247356
Egodakotagama	id=g:1247357
Egodakanda	id=g:1247358
Egodagoda	id=g:1247359
Egodagoda	id=g:1247360
Egodagedara	id=g:1247361
Egodagama Wewa	id=g:1247362
Egodagama	id=g:1247363
Egodagama	id=g:1247364
Egodagama	id=g:1247365
Egodagama	id=g:1247366
Egodagama	id=g:1247367
Egodaduwa	id=g:1247368
Egodabedda	id=g:1247369
Eggodakanda	id=g:1247370
Egerton	id=g:1247371
Egaloya	id=g:1247372
Egalle Wewa	id=g:1247373
Egallekanda	id=g:1247374
Egalla	id=g:1247375
Egolla	id=g:1247376
Egalla	id=g:1247377
Eechchan Kulam	id=g:1247378
Edward Hill	id=g:1247379
Edurapota	id=g:1247380
Edurapola	id=g:1247381
Edurugala	id=g:1247382
Edinburgh	id=g:1247383
Ederapolla	id=g:1247384
Eden’s Grove	id=g:1247385
Eddunkele	id=g:1247386
Eddimurinchan Kulam	id=g:1247387
Eddennewe Wewa	id=g:1247388
Edanduwawa	id=g:1247389
Edanduwa	id=g:1247390
Edandupola	id=g:1247391
Edandupitiya	id=g:1247392
Edandukote Wewa	id=g:1247393
Edandu Ela	id=g:1247394
Edandewela	id=g:1247395
Edandewela	id=g:1247396
Edahena Wewa	id=g:1247397
Echan Kulam	id=g:1247398
Echabendawewa	id=g:1247399
Ebidigala	id=g:1247400
Ebethota	id=g:1247401
Ebbogama Wewa	id=g:1247402
Ebbehera	id=g:1247403
Ebba Ela	id=g:1247404
Ebbawala	id=g:1247405
Ebawalayaya	id=g:1247406
Ebawalapitiya	id=g:1247407
East Lynne	id=g:1247408
Eastland	id=g:1247409
East Lake	id=g:1247410
East Holyrood	id=g:1247411
East Gourakelle	id=g:1247412
Easter Seaton	id=g:1247413
Eastern Plateau	id=g:1247414
Eastern Channel	id=g:1247415
East Channel	id=g:1247416
Easdale	id=g:1247417
Eagles Land	id=g:1247418
Eagle Point	id=g:1247419
Eadella	id=g:1247420
Eachchantheevu	id=g:1247421
Eachchamunai	id=g:1247422
Dyraaba	id=g:1247423
Dynevor	id=g:1247424
Duwe Pituwala	id=g:1247425
Duwemodera	id=g:1247426
Duwemodera	id=g:1247427
Duwegoda	id=g:1247428
Duwegoda	id=g:1247429
Duwegoda	id=g:1247430
Duwegama	id=g:1247431
Duwa	id=g:1247432
Duwa	id=g:1247433
Dutuwewa Colony	id=g:1247434
Dutu Wewa	id=g:1247435
Dutu Wewa	id=g:1247436
Dutu Wewa	id=g:1247437
Dutu Wewa	id=g:1247438
Dutuwewa	id=g:1247439
Dutuwewa	id=g:1247440
Dutuwewa	id=g:1247441
Dutuwewa	id=g:1247442
Dutch Point	id=g:1247443
Dutch Bay	id=g:1247444
Dutch Bay	id=g:1247445
Dutch Bay	id=g:1247446
Durayagoda	id=g:1247447
Durampitiya	id=g:1247448
Dura Midiyala	id=g:1247449
Durakanda	id=g:1247450
Duragekanda	id=g:1247451
Dura Dachchidamana	id=g:1247452
Dura Bulankulama	id=g:1247453
Dunwattegama	id=g:1247454
Dunwattegama	id=g:1247455
Dunuwila Oya	id=g:1247456
Dunuwila South	id=g:1247457
Dunuwila	id=g:1247458
Dunwattegama	id=g:1247459
Dunupothagama	id=g:1247460
Dunupotagama	id=g:1247461
Dunupotagama	id=g:1247462
Dunupota	id=g:1247463
Dunupatange	id=g:1247464
Dunuwewa	id=g:1247465
Dunuma Oya	id=g:1247466
Dunumandalawewa	id=g:1247467
Dunumadalawa	id=g:1247468
Dunumale	id=g:1247469
Dunumale	id=g:1247470
Dunumadalewa	id=g:1247471
Dunumadalewa	id=g:1247472
Dunumadalawa	id=g:1247473
Dunumadalawa	id=g:1247474
Dunumadala Ela	id=g:1247475
Dunukeyiyaulpota	id=g:1247476
Dunukeyawa Wewa	id=g:1247477
Dunukeyewatta	id=g:1247478
Dunuke Wewa	id=g:1247479
Dunukewela	id=g:1247480
Dunukewatta	id=g:1247481
Dunukewatta	id=g:1247482
Dunukewela	id=g:1247483
Dunukeula	id=g:1247484
Dunukepotahela	id=g:1247485
Dunukeiyawa	id=g:1247486
Dunukedeniya	id=g:1247487
Dunukedeniya	id=g:1247488
Dunukedeniya	id=g:1247489
Dunukebedda	id=g:1247490
Dunukadeniya	id=g:1247491
Dunugane Ara	id=g:1247492
Dunugama	id=g:1247493
Dunugaha Ela	id=g:1247494
Dunudambuwewa	id=g:1247495
Dunsinane	id=g:1247496
Dunnottar	id=g:1247497
Dunkumbura	id=g:1247498
Dunkolahena	id=g:1247499
Dunkeld	id=g:1247500
Dunkannawa	id=g:1247501
Dunkannawa	id=g:1247502
Dunkannamulla	id=g:1247503
Dunukeyana	id=g:1247504
Dunhinda Falls	id=g:1247505
Dunhinda	id=g:1247506
Dunhinda	id=g:1247507
Dunhenara	id=g:1247508
Dungas Ara	id=g:1247509
Dungalpitiya	id=g:1247510
Dunedin	id=g:1247511
Dunedin	id=g:1247512
Dundonnell	id=g:1247513
Dundeniya	id=g:1247514
Dunally	id=g:1247515
Dunake Ange	id=g:1247516
Dunagaha	id=g:1247517
Dunabedichchi Wewa	id=g:1247518
Dumunnegama	id=g:1247519
Dumunegedara	id=g:1247520
Dampunduru Ela	id=g:1247521
Dumpandurawa	id=g:1247522
Dummullakada	id=g:1247523
Dummalatenna	id=g:1247524
Dummalasuriya	id=g:1247525
Dummalasuriya	id=g:1247526
Dummalapitiya	id=g:1247527
Dummalamodera Ela	id=g:1247528
Dummalakotuwa	id=g:1247529
Dummalahena	id=g:1247530
Dummaladeniya Wewa	id=g:1247531
Dummaladeniya West	id=g:1247532
Dummaladeniya East	id=g:1247533
Dummaladeniya	id=g:1247534
Dumbutulugala	id=g:1247535
Dumbuluwawewa	id=g:1247536
Dumbuluwawaka	id=g:1247537
Dumbuluwawa	id=g:1247538
Danibuluwawa	id=g:1247539
Dumbuluwawa	id=g:1247540
Dumbuluwawa	id=g:1247541
Dumbuluwagama	id=g:1247542
Dambukkola	id=g:1247543
Dumbara Valley	id=g:1247544
Dumbara Oya	id=g:1247545
Dumbara Maha Oya	id=g:1247546
Dumbara	id=g:1247547
Dumbara	id=g:1247548
Dumbana	id=g:1247549
Dumane Ela	id=g:1247550
Dumademugala	id=g:1247551
Dulwela	id=g:1247552
Dulwala	id=g:1247553
Dultota	id=g:1247554
Dulmure	id=g:1247555
Dullewa	id=g:1247556
Duliyadda	id=g:1247557
Dulgahapatana	id=g:1247558
Kottalabedda	id=g:1247559
Duldeniya	id=g:1247560
Dulanmahara	id=g:1247561
Dulalinda	id=g:1247562
Dahallow	id=g:1247563
Duckwari	id=g:1247564
Dryburgh	id=g:1247565
Drumlanrig	id=g:1247566
Dromoland	id=g:1247567
Dri Aru Kulam	id=g:1247568
Dri Aru	id=g:1247569
Drayton	id=g:1247570
Downside	id=g:1247571
Downside	id=g:1247572
Dowita	id=g:1247573
Dovewa Ela	id=g:1247574
Dover	id=g:1247575
Dotuwewahinna	id=g:1247576
Dotulu Ella Falls	id=g:1247577
Dotlands	id=g:1247578
Doteloya	id=g:1247579
Dotella	id=g:1247580
Dotala	id=g:1247581
Dostarawatta	id=g:1247582
Dostarawatta	id=g:1247583
Dorset	id=g:1247584
Dorpet	id=g:1247585
Doris Hill	id=g:1247586
Doremure	id=g:1247587
Doraweruwa Wewa	id=g:1247588
Doraweruwa	id=g:1247589
Dorawe Oya	id=g:1247590
Dorawela	id=g:1247591
Dorawe Ara	id=g:1247592
Dorawaka	id=g:1247593
Doratiyawa	id=g:1247594
Doratiyaralage Wewa	id=g:1247595
Doratiyagedara	id=g:1247596
Dorapode	id=g:1247597
Dorape	id=g:1247598
Dorapane	id=g:1247599
Doranuwa	id=g:1247600
Doranewa	id=g:1247601
Doranepola	id=g:1247602
Doranegama	id=g:1247603
Doranediwala	id=g:1247604
Doranakande	id=g:1247605
Doranagoda	id=g:1247606
Doraliyadda	id=g:1247607
Doraliyadda	id=g:1247608
Dorakumbura	id=g:1247609
Dorakumbura	id=g:1247610
Dorakumbura	id=g:1247611
Dorakoda Wewa	id=g:1247612
Dorakadawela	id=g:1247613
Doragamuwa	id=g:1247614
Doragoda-arawa	id=g:1247615
Doragalla	id=g:1247616
Doraeba	id=g:1247617
Doradeniya	id=g:1247618
Dorabawila	id=g:1247619
Dora	id=g:1247620
Dope	id=g:1247621
Dooviligal Oya	id=g:1247622
Doone Vale	id=g:1247623
Doomoo	id=g:1247624
Doombarastalawa	id=g:1247625
Doolgalla	id=g:1247626
Doolgala	id=g:1247627
Donside	id=g:1247628
Donpalugama	id=g:1247629
Donduwawa	id=g:1247630
Dondra West	id=g:1247631
Dondra North	id=g:1247632
Dondra Kalapuwa	id=g:1247633
Dondra Head	id=g:1247634
Dondra East	id=g:1247635
Dondigoda	id=g:1247636
Donachie	id=g:1247637
Dompitiya	id=g:1247638
Dompemulla	id=g:1247639
Dompegama	id=g:1247640
Dompe	id=g:1247641
Dommanegegoda	id=g:1247642
Dombepola	id=g:1247643
Dombemadayaya	id=g:1247644
Dombemada	id=g:1247645
Dombawalagama	id=g:1247646
Dombawala	id=g:1247647
Dombawala	id=g:1247648
Dombagomuwa	id=g:1247649
Dombagomuwa	id=g:1247650
Dombagolla	id=g:1247651
Dombagoda	id=g:1247652
Dombagoda	id=g:1247653
Dombagoda	id=g:1247654
Dombagaswinna	id=g:1247655
Dombagasdeniya	id=g:1247656
Dombagamuwa Wewa	id=g:1247657
Dombagammana	id=g:1247658
Dombagammana	id=g:1247659
Dombagahawela	id=g:1247660
Dombagahawela	id=g:1247661
Dombagahawatta	id=g:1247662
Dombagahawatta	id=g:1247663
Dombagahagedara	id=g:1247664
Domanwila	id=g:1247665
Doluwa	id=g:1247666
Doluwa	id=g:1247667
Doluwa	id=g:1247668
Dolutenne	id=g:1247669
Dolupotagama Wewa	id=g:1247670
Doloswalkanda	id=g:1247671
Doloswala	id=g:1247672
Dolosbage	id=g:1247673
Dolohomune	id=g:1247674
Dollgolle Oya	id=g:1247675
Dolekanda	id=g:1247676
Dolapihilla	id=g:1247677
Dolakanda	id=g:1247678
Dolahena	id=g:1247679
Dolahena	id=g:1247680
Dolagalwela	id=g:1247681
Dodawatta	id=g:1247682
Dodanwatawana	id=g:1247683
Dodanwala	id=g:1247684
Dodantella	id=g:1247685
Dodantale	id=g:1247686
Dodantalawa	id=g:1247687
Dodampotta	id=g:1247688
Dodanpawula	id=g:1247689
Dodankumbura	id=g:1247690
Dodamkumbura	id=g:1247691
Dodangollewa	id=g:1247692
Dodangollegama	id=g:1247693
Dodangolla	id=g:1247694
Dodangolla	id=g:1247695
Dodangoliegama Maha Wewa	id=g:1247696
Dodangola Oya	id=g:1247697
Dodangoda West	id=g:1247698
Dodangoda East	id=g:1247699
Dodangoda	id=g:1247700
Dodangoda	id=g:1247701
Dodangaslanda	id=g:1247702
Dodangaslanda	id=g:1247703
Dodangalla	id=g:1247704
Dodamgahakumbura	id=g:1247705
Dodangahakotuwa	id=g:1247706
Dodangaha Ela	id=g:1247707
Dodamathulpatha	id=g:1247708
Dodanduwa	id=g:1247709
Dodandeniya	id=g:1247710
Dodandapuwala	id=g:1247711
Dodampitiya	id=g:1247712
Dodampegoda	id=g:1247713
Dodampe	id=g:1247714
Dodampe	id=g:1247715
Dodampara Rocks	id=g:1247716
Dodampapitiya	id=g:1247717
Dodampahala West	id=g:1247718
Dodampahala East	id=g:1247719
Dodammuluwa	id=g:1247720
Dodammitiyawa	id=g:1247721
Dodamana Wewa	id=g:1247722
Doatila Ela	id=g:1247723
Diyawini Oya	id=g:1247724
Diyawela	id=g:1247725
Diyawala Ela	id=g:1247726
Diyawala	id=g:1247727
Diyawa	id=g:1247728
Diyature Egoda	id=g:1247729
Diyatitta Wewa	id=g:1247730
Diyatittawewa	id=g:1247731
Diyatalwa Camp	id=g:1247732
