Quebrada La Julia	id=g:3781369
Vega del Río	id=g:3787885
Vélez	id=g:3787886
Venecia	id=g:3787887
Venturosa	id=g:3787888
Vereda Chocó	id=g:3787889
Vereda Cruces Abajo	id=g:3787890
Vereda Cusuti	id=g:3787891
Vereda El Laurel	id=g:3787892
Vereda La Isleta	id=g:3787893
Vereda Los Naranjos	id=g:3787894
Vereda Machado	id=g:3787895
Quebrada Vesus	id=g:3787896
Cuchilla del Viento	id=g:3787897
Quebrada Vieta	id=g:3787898
Villamil	id=g:3787899
Quebrada Vita	id=g:3787900
Quebrada Volador	id=g:3787901
Yarumal	id=g:3787902
Alto Yarumal	id=g:3787903
Quebrada Yarumal	id=g:3787904
Yarumalito	id=g:3787905
Yarumalito	id=g:3787906
Filo Yarumito	id=g:3787907
Quebrada Yarumo	id=g:3787908
Yerbabuena	id=g:3787909
Yerbabuena	id=g:3787910
Yerbabuena Pérez	id=g:3787911
Quebrada Yerbabuena	id=g:3787912
Yerbalito	id=g:3787913
Quebrada Yolanda	id=g:3787914
Cañada Yolombó	id=g:3787915
Quebrada Yuma	id=g:3787916
Zancudo Arriba	id=g:3787917
Loma Zarzal	id=g:3787918
Zatra Tobón	id=g:3787919
La Cordillera	id=g:3787920
San Diego	id=g:3787921
Río Tonusco Arriba	id=g:3787922
Aguilar	id=g:3787923
Boquerón de Peñitas	id=g:3787924
Quebrada Boquerón	id=g:3787925
Cañada Bramadora	id=g:3787926
Peregrino	id=g:3791317
La Sonora	id=g:3791318
La Base	id=g:3791319
La Cabaña	id=g:3791320
Quebrada La Barrialosa	id=g:3791321
Las Palmas	id=g:3791322
Vereda La Quebrada	id=g:3791323
Crucero La Unión	id=g:3791324
La Palma	id=g:3791325
Quebrada Las Pavas	id=g:3791326
Quebrada El Silencio	id=g:3791327
Cuchilla Carbonal	id=g:3791328
Quebrada La Esmeralda	id=g:3791329
Quebrada La Borrascosa	id=g:3791330
Palmichal	id=g:3791331
Quebrada Marmaja	id=g:3791332
Alto Centinela	id=g:3791333
Cuchilla de El Retiro	id=g:3791334
Marmaja	id=g:3791335
Laguna El Encanto	id=g:3791336
La Uribe	id=g:3791337
La Soledad	id=g:3791338
Loma Larga	id=g:3791339
Vereda Chele	id=g:3791340
Quebrada Guanabito	id=g:3791341
Quebrada La Estación	id=g:3791342
Loma Las Palmas	id=g:3791343
Río La Oro	id=g:3791344
Quebrada El Pital	id=g:3791345
Río Jabón	id=g:3791346
San Isidro	id=g:3791347
El Quebradón	id=g:3791348
Alto Bonito	id=g:3791349
Chele	id=g:3791350
El Mesón	id=g:3791351
Patio Bonito	id=g:3791352
Vereda San Mateo	id=g:3791353
El Recreo	id=g:3791354
La Palma	id=g:3791355
Quebrada La Pedragoso	id=g:3791356
La Esperanza	id=g:3791357
Quebrada El Encanto	id=g:3791358
Quebrada Tolima	id=g:3791359
Buenos Aires	id=g:3791360
Laguna El Silencio	id=g:3791361
Los Mayos	id=g:3791362
Cañón del Hoyo	id=g:3791363
El Encanto	id=g:3791364
Cerro Mameyal	id=g:3791365
El Hoyo	id=g:3791366
La Mitaca	id=g:3791367
Quebrada La Mitaca	id=g:3791368
Quebrada El Silencio	id=g:3791369
Quebrada El Pital	id=g:3791370
Cruz Verede	id=g:3791371
Laguna La Línea	id=g:3791372
El Placer	id=g:3791373
Quebrada Guanabano	id=g:3791374
Quebrada Chele	id=g:3791375
Buenvista	id=g:3791376
Quebrada Cruz Verde	id=g:3791377
Cuchilla Mulicú	id=g:3791378
Dos Quebradas	id=g:3791379
Quebrada La Tigrera	id=g:3791380
Quebrada El Hoyo	id=g:3791381
Quebrada Valle Bonito	id=g:3791382
Quebrada El Duda	id=g:3791383
Quebrada San Mateo	id=g:3791384
Boquerón	id=g:3791385
Quebrada El Aserradero	id=g:3791386
Tolima	id=g:3791387
Juntas	id=g:3791388
Quebrada El Bosque	id=g:3791389
Laguna El Hoyo	id=g:3791390
Quebrada El Salto	id=g:3791391
Filo de Perro	id=g:3791392
El Diamante	id=g:3791393
Quebrada Yarumal	id=g:3791394
Quebrada Michimba	id=g:3791395
Vereda El Duda	id=g:3791396
Quebrada La Ilusíon	id=g:3791397
Quebrada El Nevado	id=g:3791398
Alto El Rocio	id=g:3791399
Vereda BuenaVista	id=g:3791400
Quebrada La Lejía	id=g:3791401
El Diamante	id=g:3791402
La Cabaña	id=g:3791403
Alto El Morro	id=g:3791404
El Quebradón	id=g:3791405
Laguna La Florida	id=g:3791406
La Violeta	id=g:3791407
Vereda La Ilusíon	id=g:3791408
Iguaje	id=g:3791409
Quebrada Mulicú	id=g:3791410
La Argelia	id=g:3791411
Las Vegas	id=g:3791412
La Union	id=g:3791413
Betania	id=g:3791414
Hacienda San Rafael	id=g:3791415
Los Andes	id=g:3791416
La Lindosa	id=g:3791417
Quebrada Bardana	id=g:3791418
Cerro Tres Letras	id=g:3791419
La Soledad	id=g:3791420
Puerto Gaitán	id=g:3791421
Hacienda El Quebradón	id=g:3791422
El Diamante	id=g:3791423
Quebrada El Quebradón	id=g:3791424
Quebrada El Grillo	id=g:3791425
Loma La Sierra	id=g:3791426
Alto Cellán	id=g:3791427
Loma El Almirante	id=g:3791428
Quebrada Piedra Amarilla	id=g:3791429
El Retiro	id=g:3791430
Reflejo	id=g:3791431
Quebrada El Vergel	id=g:3791432
Quebrada El Totumo	id=g:3791433
La Catalina	id=g:3791434
Los Alpes	id=g:3791435
Filo El Paraíso	id=g:3791436
Quebrada Barbacoas	id=g:3791437
Las Juntas	id=g:3791438
Santa Rita	id=g:3791439
Cuchilla Mundo Nuevo	id=g:3791440
Quebrada Maraveles	id=g:3791441
Loma Muchimba	id=g:3791442
Vereda Gaitan	id=g:3791443
Cuchilla Sincerín	id=g:3791444
Quebrada Borrascosa	id=g:3791445
El Vergel	id=g:3791446
La Mariela	id=g:3791447
Quebrada Rica	id=g:3791448
La Aldea	id=g:3791449
Quebrada Aposentos	id=g:3791450
Quebrada La Gallera	id=g:3791451
Quebrada Guadualito	id=g:3791452
Río Sincerín	id=g:3791453
Vereda Río Negro	id=g:3791454
Quebrada León	id=g:3791455
La Argentina	id=g:3791456
El Triunfo	id=g:3791457
Cañón de Mundo	id=g:3791458
Haciendo Honda	id=g:3791459
Balsora	id=g:3791460
Cuchilla Mulicu	id=g:3791461
Río Verde	id=g:3791462
Alto El Brillante	id=g:3791463
Icarco	id=g:3791464
Vereda Santa Cruz	id=g:3791465
El Prodigio	id=g:3791466
Quebrada El Pradera	id=g:3791467
Albania	id=g:3791468
Loma Santa Maria	id=g:3791469
Morro Tres Letras	id=g:3791470
Río San José	id=g:3791471
Santa Cruz	id=g:3791472
Quebrada Mendareo	id=g:3791473
Cuchilla La Pradera	id=g:3791474
La Alsacia	id=g:3791475
Quebrada Icarco	id=g:3791476
Quebrada Barrialosa	id=g:3791477
Morro Gacho	id=g:3791478
Cuchilla Los Carpatos	id=g:3791479
Berlin	id=g:3791480
Quebrada La Cristalina	id=g:3791481
Río Negro	id=g:3791482
Calibio	id=g:3791483
Quebrada Tuluní	id=g:3791484
El Tesoro	id=g:3791485
Loma San Andrés	id=g:3791486
Hacienda Mundo Nuevo	id=g:3791487
Las Mirlas	id=g:3791488
Cuchilla La Sierra	id=g:3791489
Vereda Calibio	id=g:3791490
Laguna Los Carpatos	id=g:3791491
La Tribuna	id=g:3791492
Loma Tequedama	id=g:3791493
El Viento	id=g:3791494
Quebrada Catalina	id=g:3791495
Irco	id=g:3791496
Laguna Hoyo Frío	id=g:3791497
Las Margaritas	id=g:3791498
Quebrada El Infierno	id=g:3791499
La Playa	id=g:3791500
La Victoria	id=g:3791501
Laguna Lejía	id=g:3791502
San Antonio	id=g:3791503
Quebrada La Dolores	id=g:3791504
Quebrada La Lejía	id=g:3791505
La Germania	id=g:3791506
Laguna de La Dolores	id=g:3791507
El Recuerdo	id=g:3791508
Quebrada Pelarco	id=g:3791509
Quebrada Las Dantas	id=g:3791510
Quebrada Tasajo	id=g:3791511
Quebrada Negra	id=g:3791512
El Jardin	id=g:3791513
Quebrada La Miranda	id=g:3791514
Quebrada Florian	id=g:3791515
Hacienda Providencia	id=g:3791516
Quebrada Los Angeles	id=g:3791517
Quebrada La Horqueta	id=g:3791518
Providencia	id=g:3791519
Quebrada El Cajucho	id=g:3791520
Laguna Las Colonias	id=g:3791521
Quebrada La Arenosa	id=g:3791522
Jamaica	id=g:3791523
Quebrada Paujil	id=g:3791524
Quebrada Irco	id=g:3791525
Quebrada Guacamayas	id=g:3791526
Loma El Mesato	id=g:3791527
Cuchilla Las Brisas	id=g:3791528
Loma Los Angeles	id=g:3791529
Laguna Las Colonias	id=g:3791530
Vereda El Ahogado	id=g:3791531
Laguna Las Brisas	id=g:3791532
Quebrada Carbonal	id=g:3791533
Laguna Catalina	id=g:3791534
Quebrada Betania	id=g:3791535
Cuchilla de San Vicente	id=g:3791536
Quebrada Helechales	id=g:3791537
Laguna San Vicente	id=g:3791538
Quebrada Gudalejo	id=g:3791539
Laguna La Estrella	id=g:3791540
Buenos Aires	id=g:3791541
Quebrada La Palmera	id=g:3791542
Quebrada Las Auras	id=g:3791543
Laguna Miramar	id=g:3791544
Loma El Porvenir	id=g:3791545
Quebrada Las Damas	id=g:3791546
El Pasaje	id=g:3791547
Las Cruces	id=g:3791548
Hacienda La Camelia	id=g:3791549
Laguna La Catalina	id=g:3791550
Mesón	id=g:3791551
Páramo La Estrella	id=g:3791552
Loma Buenos Aires	id=g:3791553
Quebrada Linday	id=g:3791554
Quebrada Aguadulce	id=g:3791555
Jazminia	id=g:3791556
Quebrada La Arenosa	id=g:3791557
Los Curas	id=g:3791558
Quebrada La Profunda	id=g:3791559
Quebrada La Chele	id=g:3791560
Río Amoyá	id=g:3791561
El Guamal	id=g:3791562
Hacienda Jazminía	id=g:3791563
Laguna La Leona	id=g:3791564
Quebrada Los Saltos	id=g:3791565
Quebrada Pedregosa	id=g:3791566
Laguna Oca	id=g:3791567
Quebrada Pedregosa	id=g:3791568
Quebrada La Leona	id=g:3791569
Quebrada Las Tapias	id=g:3791570
Quebrada La Cristalina	id=g:3791571
Laguna La Leona	id=g:3791572
Quebrada Mesoncito	id=g:3791573
Quebrada San Francisco	id=g:3791574
Laguna La Negra	id=g:3791575
Aguayo	id=g:3791576
Quebrada Crete	id=g:3791577
Río Ambeima	id=g:3791578
Páramo de Las Hermosas	id=g:3791579
Cuchilla San Pedro	id=g:3791580
Cuchilla Espíritu Santo	id=g:3791581
Quebrada El Encanto	id=g:3791582
Quebrada San Pedro	id=g:3791583
Quebrada El Ahogado	id=g:3791584
Laguna Diamante	id=g:3791585
Florencia	id=g:3791586
Quebrada Las Mirlas	id=g:3791587
Granja Agrícola	id=g:3791588
Quebrada Cambrín	id=g:3791589
Balcones	id=g:3791590
Quebrada Las Molinas	id=g:3791591
San Pedro	id=g:3791592
Buenos Aires	id=g:3791593
Albania	id=g:3791594
Quebrada El Lindero	id=g:3791595
Cuchilla Cambrín	id=g:3791596
El Recreo	id=g:3791597
Laguna Tres Americas	id=g:3791598
La Aurora	id=g:3791599
La Lindoza Quebrada	id=g:3791600
Quebrada El Cural	id=g:3791601
Hacienda Portugal	id=g:3791602
Los Pozos	id=g:3791603
Quebrada El Chocho	id=g:3791604
Puente Verde	id=g:3791605
Cañón del Cofre	id=g:3791606
Río Cofrecito	id=g:3791607
California	id=g:3791608
Alto El Rosario	id=g:3791609
Laguna El Espejo Alto	id=g:3791610
El Canelo	id=g:3791611
Laguna La Azarosa	id=g:3791612
Laguna de Los Patos	id=g:3791613
La Tarima	id=g:3791614
Quebrada La Mesta	id=g:3791615
Crucero de Malta	id=g:3791616
El Vergel	id=g:3791617
Filo Rabo de Zorro	id=g:3791618
Filo de Cafuche	id=g:3791619
La Soledad	id=g:3791620
Quebrada Tinaja	id=g:3791621
El Parasal	id=g:3791622
Quebrada Talani	id=g:3791623
Hacienda El Cofre	id=g:3791624
La Estrella	id=g:3791625
Quebrada El Chupadero	id=g:3791626
La Libia	id=g:3791627
Vallecito	id=g:3791628
El Tesoro	id=g:3791629
Quebrada El Saludo	id=g:3791630
El Guadual	id=g:3791631
Río Cofre	id=g:3791632
Cuchilla Suiza	id=g:3791633
Cuchilla Rosario	id=g:3791634
Cuchilla El Guadual	id=g:3791635
Quebrada Costarrica	id=g:3791636
Cuchilla Hoyo Frío	id=g:3791637
Río Rosario	id=g:3791638
Filo Astillero	id=g:3791639
La Tolda	id=g:3791640
Laguna La Leonera	id=g:3791641
Quebrada Cafuche	id=g:3791642
Quebrada La Guasanera	id=g:3791643
La Victoria	id=g:3791644
Quebrada Pencil	id=g:3791645
Matte	id=g:3791646
Laguna El Encanto	id=g:3791647
Hacienda La Torre	id=g:3791648
Páramo La Leonera	id=g:3791649
Laguna Tres Estrellas	id=g:3791650
Quebrada La Suiza	id=g:3791651
Quebrada La Palma	id=g:3791652
Las Brisas	id=g:3791653
Quebrada Grande	id=g:3791654
Agua Bonita	id=g:3791655
Mataredonda	id=g:3791656
Quebrada Honda	id=g:3791657
Quebrada Mellizas	id=g:3791658
Quebrada Empedrada	id=g:3791659
Corazón	id=g:3791660
Laguna El Brillante	id=g:3791661
Quebrada La Despensa	id=g:3791662
Barcelona	id=g:3791663
Cuchilla Ventanas	id=g:3791664
Quebrada La Cumbre	id=g:3791665
Santo Domingo	id=g:3791666
El Moral	id=g:3791667
Laguna La Rusia	id=g:3791668
Quebrada El Brillante	id=g:3791669
Quebrada Aguas Claras	id=g:3791670
Quebrada Pedregal	id=g:3791671
Quebrada El Cedral	id=g:3791672
Hacienda La Suiza	id=g:3791673
Laguna Las Nieves	id=g:3791674
Vega Chiquita	id=g:3791675
El Cedral	id=g:3791676
Quebrada Arenosa	id=g:3791677
Quebrada Las Nieves	id=g:3791678
Quebrada Guayabal	id=g:3791679
Agua Bonita	id=g:3791680
Cuchilla Bosconia	id=g:3791681
Laguna Las Nieves	id=g:3791682
Quebrada Chichato	id=g:3791683
Loma Las Aguilas	id=g:3791684
Cañada de Balcones	id=g:3791685
Quebrada Zanjahonda	id=g:3791686
La Floresta	id=g:3791687
Quebrada El Roblar	id=g:3791688
Filobonito	id=g:3791689
Quebrada La Sirena	id=g:3791690
Cañón de las Hermosas	id=g:3791691
Quebrada Santa Barbara	id=g:3791692
El Brillante	id=g:3791693
Hacienda Bosconia	id=g:3791694
Pedregal	id=g:3791695
La Esperanza	id=g:3791696
Luxemburgo	id=g:3791697
Quebrada Morales	id=g:3791698
Barcelona	id=g:3791699
La Esperanza	id=g:3791700
Quebrada Bosconia	id=g:3791701
Balcones	id=g:3791702
Quebrada San Jorge	id=g:3791703
Filo Babilonia	id=g:3791704
Cañada Yarumal	id=g:3791705
Morro La Corona	id=g:3791706
Miramax	id=g:3791707
Quebrada Chinchina	id=g:3791708
Filo Santa Barbara	id=g:3791709
Río de Janeiro	id=g:3791710
Quebrada El Saludo	id=g:3791711
Quebrada Bellavista	id=g:3791712
Potrerito	id=g:3791713
Cañada Las Nieves	id=g:3791714
Calle Larga	id=g:3791715
Quebrada Las Nieves	id=g:3791716
Alto La Bandera	id=g:3791717
Filo Sombrero	id=g:3791718
Hacienda Las Nieves	id=g:3791719
Laguna El Salto	id=g:3791720
El Retiro	id=g:3791721
Cerro El Escobal	id=g:3791722
Lugo	id=g:3791723
Pantanito	id=g:3791724
El Oriente	id=g:3791725
Quebrada La Cañada	id=g:3791726
Alto Babilonia	id=g:3791727
Cuchilla Bellavista	id=g:3791728
Quebrada El Tibet	id=g:3791729
Quebrada El Quebradón	id=g:3791730
La Aurora	id=g:3791731
Páramo Las Nieves	id=g:3791732
Lorena	id=g:3791733
El Placer	id=g:3791734
Quebrada El Salto	id=g:3791735
Hacienda Perales	id=g:3791736
El Encanto	id=g:3791737
Hacienda La Selva	id=g:3791738
Quebrada Aguabonita	id=g:3791739
Betulia	id=g:3791740
Quebrada Tequendama	id=g:3791741
Alejandría	id=g:3791742
Alto El Chinal	id=g:3791743
Quebrada Alejandría	id=g:3791744
Quebrada La Ventura	id=g:3791745
Quebrada La Sonora	id=g:3791746
Palmeras	id=g:3791747
Hacienda Germania	id=g:3791748
Ford	id=g:3791749
Cuchilla El Salado	id=g:3791750
Loma La Armenia	id=g:3791751
Caimesas	id=g:3792221
Cristales	id=g:3792222
El Cayman	id=g:3792223
El Hotel	id=g:3792224
Quebrada El Recreo	id=g:3792225
Esmeralda	id=g:3792226
Finlandia	id=g:3792227
Hotel	id=g:3792228
Isla Grande	id=g:3792229
La Bocana	id=g:3792230
La Chipa	id=g:3792231
Quebrada La Luz	id=g:3792232
Quebrada La Nutria	id=g:3792233
La Perra	id=g:3792234
Quebrada La Toche	id=g:3792235
La Tortuga	id=g:3792236
Las Ánimas	id=g:3792237
Las Palmas	id=g:3792238
Las Rosas	id=g:3792239
Lusitania	id=g:3792240
Río Nutria	id=g:3792241
Quebrada Palmichal	id=g:3792242
Panama	id=g:3792243
Peñas Coloradas	id=g:3792244
Quebrada El Plumero	id=g:3792245
Pueblo de Cartón	id=g:3792246
Puerto Berrío	id=g:3792247
Recreo	id=g:3792248
Río Negro	id=g:3792249
Santa Rosa del Caguán	id=g:3792250
Toro Viejo	id=g:3792251
Triunfo	id=g:3792252
Yarumal	id=g:3792253
Bolivia	id=g:3792254
Río Cairbaya	id=g:3792255
Quebrada Camicaya	id=g:3792256
Candilejas	id=g:3792257
Cayali	id=g:3792258
Chicorero	id=g:3792259
Isla Chicotero	id=g:3792260
Coropoya	id=g:3792261
Laguna Coropoya	id=g:3792262
Cuba	id=g:3792263
Laguna Cuba	id=g:3792264
Cubita	id=g:3792265
Caserío Cúcuta	id=g:3792266
El Guamo	id=g:3792267
El Salado	id=g:3792268
Caño El Tigre	id=g:3792269
Laguna ”Guicaba	id=g:3792270
Isla Huitora	id=g:3792271
Isla del Hotel	id=g:3792272
Quebrada Huitoto	id=g:3792273
La Floresta	id=g:3792274
Isla La Maná	id=g:3792275
La Tigrera	id=g:3792276
La Tolda	id=g:3792277
La Tunia	id=g:3792278
Los Lobos	id=g:3792279
Laguna Los Patos	id=g:3792280
Matapalo	id=g:3792281
Laguna Ñasera	id=g:3792282
Numal	id=g:3792283
Peña Blanca	id=g:3792284
Caño Peña Negra	id=g:3792285
Peneyita	id=g:3792286
Puerto Nápoles	id=g:3792287
Quebrada Sabaleta	id=g:3792288
Sabanas del Yarí	id=g:3792289
Santa Rita	id=g:3792290
Laguna Sinorá	id=g:3792291
Tina	id=g:3792292
Tres Esquinas del Caguán	id=g:3792293
Isla Tres Troncas	id=g:3792294
Tudos	id=g:3792295
Urella	id=g:3792296
Yaguará	id=g:3792297
Arroyo Achoujuri	id=g:3792298
Quebrada Aguacatal	id=g:3792299
Quebrada Alumacaco	id=g:3792300
Quebrada Ana Incua	id=g:3792301
Jagüey Kasipoch	id=g:3792302
Jagüey Aruehechon	id=g:3792303
Cerro Carrejon	id=g:3792304
Casutuchon	id=g:3792305
Chalua	id=g:3792306
Arroyo Chemerrian	id=g:3792307
Cerro Chivilangue	id=g:3792308
Arroyo Cochirrama	id=g:3792309
Laguna El Buy	id=g:3792310
El Horno	id=g:3792311
El Olivo	id=g:3792312
Loma El Toro	id=g:3792313
Arroyo Erruretuhu	id=g:3792314
Guararatchon	id=g:3792315
Guayabal	id=g:3792316
Arroyo Jucepia	id=g:3792317
Arroyo Kerrahay	id=g:3792318
Arroyo Koisimahana	id=g:3792319
Arroyo Kutirramahana	id=g:3792320
Loma La Cuesta	id=g:3792321
La Negrita	id=g:3792322
Cuchilla de La Playa	id=g:3792323
Arroyo Limon	id=g:3792324
Loma Los Banaderos	id=g:3792325
Arroyo Macheteado	id=g:3792326
Maguasira	id=g:3792327
Arroyo Malichon	id=g:3792328
Arroyo Malirainquiru	id=g:3792329
Arroyo Mamon	id=g:3792330
Ciénaga Mamavita	id=g:3792331
Ciénaga Manazanillo	id=g:3792332
Marrirahu	id=g:3792333
Mojan	id=g:3792334
Molino	id=g:3792335
Molino	id=g:3792336
Molino	id=g:3792337
Molino 20 de Julio	id=g:3792338
Molino Kariehe	id=g:3792339
Molino Maranamahana	id=g:3792340
Molino Paraiso	id=g:3792341
Molino Unutahu	id=g:3792342
Cuchilla de Monte Bello	id=g:3792343
Arroyo Moroncira	id=g:3792344
Musichi	id=g:3792345
Arroyo Orocho	id=g:3792346
Orotu	id=g:3792347
Ouruchom	id=g:3792348
Arroyo Pajara	id=g:3792349
Papayal	id=g:3792350
Arroyo Pararo	id=g:3792351
Pesuapa	id=g:3792352
Arroyo Pomusharihi	id=g:3792353
Arroyo Pupurema	id=g:3792354
Arroyo Purachon	id=g:3792355
Ranchería Cucurumana	id=g:3792356
Rancheria	id=g:3792357
Ranchería Atachoncot	id=g:3792358
Ranchería Guarriomana	id=g:3792359
Rancho Mana	id=g:3792360
Ritachor	id=g:3792361
San Antonio	id=g:3792362
San Judas Tadao	id=g:3792363
Santa Cruz	id=g:3792364
Shiruri	id=g:3792365
Terigoganas	id=g:3792366
Tucupao	id=g:3792367
Arroyo Cancamo	id=g:3792368
Arroyo Cavicongile	id=g:3792369
Cerro Compagion	id=g:3792370
Arroyo Kasutarain	id=g:3792371
Arroyo Kaurachon	id=g:3792372
Arroyo Kaurachon	id=g:3792373
Buriticá	id=g:3792374
Carepa	id=g:3792375
Ciudad Bolívar	id=g:3792376
Vegachí	id=g:3792377
Altos del Rosario	id=g:3792378
Santa Rosa del Sur	id=g:3792379
Tiquisio	id=g:3792380
Covarachía	id=g:3792381
Cartagena del Chairá	id=g:3792382
Agustín Codazzi	id=g:3792383
Manaure Balcón del Cesar	id=g:3792384
San Martín	id=g:3792385
El Cantón de San Pablo	id=g:3792386
El Retorno	id=g:3792387
Barranco Minas	id=g:3792388
Isnos	id=g:3792389
San Augustín	id=g:3792390
Santa María	id=g:3792391
Plato	id=g:3792392
El Dorado	id=g:3792393
Mapiripán	id=g:3792394
Puerto Concordia	id=g:3792395
La Tola	id=g:3792396
La Esperanza	id=g:3792397
Puerto Guzmán	id=g:3792398
El Playón	id=g:3792399
Santa Helena del Opón	id=g:3792400
Carurú	id=g:3792401
Taraira	id=g:3792402
La Salina	id=g:3792403
San Antonio del Tequendama	id=g:3792404
Sequilé	id=g:3792405
Tibacuy	id=g:3792406
Pana Pana	id=g:3792407
Santa Genoveva de Docorodó	id=g:3792408
Quebrada Agua Blanca	id=g:3792409
Quebrada Agua Blanca	id=g:3792410
Zanjón Agua Blanca	id=g:3792411
Agua Bonita	id=g:3792412
Agua Hedionda	id=g:3792413
Quebrada Aguablanca	id=g:3792414
Aguacaliente	id=g:3792415
Alto de Aguacaliente	id=g:3792416
Río Aguacatal	id=g:3792417
Lomas de Aguirre	id=g:3792418
Zanjón de Aguirre	id=g:3792419
Zanjón Ajo	id=g:3792420
Albania	id=g:3792421
Alemania	id=g:3792422
Quebrada Alonso Sánchez	id=g:3792423
Altamisa	id=g:3792424
Alto de Garzón	id=g:3792425
Arabia	id=g:3792426
Aranzazu	id=g:3792427
Hacienda Arauca	id=g:3792428
Quebrada Asafranal	id=g:3792429
Atalaya	id=g:3792430
Bajo Retiro	id=g:3792431
Hacienda Balmoral	id=g:3792432
Quebrada Barbilla	id=g:3792433
Barrancas	id=g:3792434
Bégica	id=g:3792435
Belén	id=g:3792436
Belén	id=g:3792437
Bengala	id=g:3792438
Berlín	id=g:3792439
Berlín	id=g:3792440
Betania	id=g:3792441
Betania	id=g:3792442
Hacienda Betania	id=g:3792443
Betel	id=g:3792444
Hacienda Betel	id=g:3792445
Cerro Blanquecino	id=g:3792446
Bolivia	id=g:3792447
Loma de Bolonia	id=g:3792448
Boqueroncito	id=g:3792449
Loma de Bretón	id=g:3792450
Morro Briceño	id=g:3792451
Cerro Buena Vista	id=g:3792452
Buenas Nuevas	id=g:3792453
Buenavista	id=g:3792454
Buenavista	id=g:3792455
Buenavista	id=g:3792456
Buenavista	id=g:3792457
Buenavista	id=g:3792458
Buenavista	id=g:3792459
Buenavista	id=g:3792460
Buenavista	id=g:3792461
Quebrada Buenavista	id=g:3792462
Quebrada Buenavista	id=g:3792463
Buenos Aires	id=g:3792464
Buenos Aires	id=g:3792465
Buenos Aires	id=g:3792466
Buenos Aires	id=g:3792467
Buenos Aires	id=g:3792468
Buenos Aires	id=g:3792469
Loma de Cabecera	id=g:3792470
Quebrada Cachimbo	id=g:3792471
Caimital Miranda	id=g:3792472
Calichambe	id=g:3792473
Quebrada Calichambre	id=g:3792474
Calota	id=g:3792475
Quebrada Caloto	id=g:3792476
Campero	id=g:3792477
Hacienda Campero	id=g:3792478
Campoalegre	id=g:3792479
Canoas	id=g:3792480
Quebrada Caraguaja	id=g:3792481
Carmelo	id=g:3792482
Quebrada Casa Blanca	id=g:3792483
Casablanca	id=g:3792484
Cascadalito	id=g:3792485
Hacienda Cascajal	id=g:3792486
Quebrada Cascajosa	id=g:3792487
Celicóndor	id=g:3792488
Quebrada Chapetón	id=g:3792489
Loma Chata	id=g:3792490
Loma Chata	id=g:3792491
Loma de Chavero	id=g:3792492
Chilvanejo	id=g:3792493
Quebrada de Chilvanejo	id=g:3792494
Chimbayaco	id=g:3792495
Quebrada Chiquita	id=g:3792496
Quebrada Chiquita	id=g:3792497
Chircal Lomitas	id=g:3792498
Quebrada Chiriri	id=g:3792499
Quebrada Chuyaco	id=g:3792500
Quebrada Cimarrona	id=g:3792501
Combeima	id=g:3792502
Hacienda Comején	id=g:3792503
Hacienda Conta	id=g:3792504
Corinto	id=g:3792505
Corinto	id=g:3792506
Corralón	id=g:3792507
Cerro Cruz	id=g:3792508
Cuatro Vientos	id=g:3792509
Quebrada de Cuevas	id=g:3792510
Quebrada Damas	id=g:3792511
Dos Cominos	id=g:3792512
Ecuador	id=g:3792513
Quebrada El Achiote	id=g:3792514
El Aguacatal	id=g:3792515
El Aguacate	id=g:3792516
El Altico	id=g:3792517
Zanjón El Altillo	id=g:3792518
El Alto	id=g:3792519
El Alto	id=g:3792520
Hacienda El Alto	id=g:3792521
El Añil	id=g:3792522
El Arrayán	id=g:3792523
