Malmunj	id=g:1468082
Kōh-e Khār Zār	id=g:1472504
Diwānak	id=g:1472505
Dê Gīnē Ghar	id=g:1472506
Faqīr Nīkêh	id=g:1472507
Dabak	id=g:1472508
Dê Kundar Māndêh	id=g:1472509
Lashkarak	id=g:1472510
Shayr Ghaz̄ay Bābā	id=g:1472511
Kārēz-e Suflá	id=g:1472512
Kārēz-e ‘Ulyā	id=g:1472513
Ḩamzah Khēl	id=g:1472514
Tōr Nīkêh Das̲h̲tah	id=g:1472515
Ingīān	id=g:1472516
Raygah	id=g:1472517
Gīmlālah	id=g:1472518
Kuchnay Khanjaray	id=g:1472519
Lōy Khanjaray	id=g:1472520
Srah Ghunḏêy	id=g:1472521
Barah Khōr	id=g:1472522
Lōy Sīkh Sar	id=g:1472523
Kuchnay Sīkh Sar	id=g:1472524
Pāchā Şāḩib	id=g:1472525
Galangkēchah	id=g:1472526
Rīgah	id=g:1472527
Daray	id=g:1472528
Faqīr Şaḩib	id=g:1472529
Dah Mīnjī	id=g:1472530
Darah-ye Chahār Māwah	id=g:1472531
Sīnza’i	id=g:1472532
Qal‘ah-ye Dasht	id=g:1472533
Ghayrat Khēl	id=g:1472534
‘Īsā Khēl	id=g:1472535
Almās Khēl	id=g:1472536
Babar Khwājah	id=g:1472537
Dê Khāk Chōpān Kārēz	id=g:1472538
Sarkārī Kārēz	id=g:1472539
Sarkārī Kārēz	id=g:1472540
Dê Yōsuf Khān Kārēz	id=g:1472541
Ḩājī Nīkêh Zīārat	id=g:1472542
Dê Mūsá Qal‘ah S̲h̲ōwêndzāy	id=g:1472543
Muḩammad Nūr Kārēz	id=g:1472544
Gach Kārēz	id=g:1472545
Khwājah Lāl	id=g:1472546
Bīābānak Kārēz	id=g:1472547
Mākū Kārēz	id=g:1472548
Mūsá Qal‘ah	id=g:1472549
Kuchnay Kārēz	id=g:1472550
‘Aynak Kārēz	id=g:1472551
Lanḏay Kārēz	id=g:1472552
Qaryah-ye Kats Sardār	id=g:1472553
Qaryah-ye Kats Sharbat	id=g:1472554
Dê Gurjat Kārēz	id=g:1472555
Shaylē Kārēz	id=g:1472556
Kārēz-e Nadāmat	id=g:1472557
Ḩowẕ-e Bēgum	id=g:1472558
Jalāl Kārēz	id=g:1472559
Mis Kārēz	id=g:1472560
Dasht-e Bēgum	id=g:1472561
Jōy Darāz	id=g:1472562
Gulrēz Kārēz	id=g:1472563
Chashmah	id=g:1472564
Dowrān Kārēz	id=g:1472565
Dê Ōghōl Jar	id=g:1472566
Kuchnay Kārēz	id=g:1472567
Khān Jahān Kārēz	id=g:1472568
Gādīān Kārēz	id=g:1472569
Dasht-e Khwājah Khāliq Bābā	id=g:1472570
Zarzadah Kārēz	id=g:1472571
Zīārat-e Khwājah Khāliq Bābā	id=g:1472572
Zamīndāvar	id=g:1472573
Kārēz-e Gharīb	id=g:1472574
Kārēz-e Pōpalzaī	id=g:1472575
Kārēz-e Naswārīān	id=g:1472576
Kōykak Kārēz	id=g:1472577
Tōr Nīkêh Kārēz	id=g:1472578
La‘l Muḩammad Kārēz	id=g:1472579
Naz̧īr Muḩammad Nīkêh Kārēz	id=g:1472580
‘Us̄mān Khēlō Kārēz	id=g:1472581
Nōkar Khēlō Kārēz	id=g:1472582
‘Alāhuddīn Khān Kārēz	id=g:1472583
Ḩājī Khēlō Kārēz	id=g:1472584
Maḩmūd Nīkêh Kārēz	id=g:1472585
Mīr Hamzah Kārēz	id=g:1472586
Dēwāl Kārēz	id=g:1472587
Kuchnay Kārēz	id=g:1472588
Nowābād Kārēz	id=g:1472589
Kākaṟānō Kārēz	id=g:1472590
Achêkzō Kārēz	id=g:1472591
Bādizō Kārēz	id=g:1472592
Isārah Gaṯah	id=g:1472593
Nowābād Kārēz	id=g:1472594
Chap Nāw	id=g:1472595
Rūd-e Arghandāb	id=g:1472596
Tsamtsaī Sar	id=g:1472597
Gēngṟī Sar	id=g:1472598
Gora Mosa	id=g:1472599
Gora Ire	id=g:1472600
Wuḏ Sar	id=g:1472601
Ōghz	id=g:1472602
Kōṯagaī	id=g:1472603
Kaṯapūr	id=g:1472604
Gora Leshna	id=g:1472605
Dār Mōrgah	id=g:1472606
Gora Shinsar	id=g:1472607
Walah	id=g:1472608
Pāyendah Khēl	id=g:1472609
Mēchanē Ghar	id=g:1472610
Khān Kêlay	id=g:1472611
Taṟalay	id=g:1472612
Bāmō Khēl	id=g:1472613
Mūrgī	id=g:1472614
Srah Kalā	id=g:1472615
Yābū	id=g:1472616
Bachahgānō Khwaṟ	id=g:1472617
Tudgaī	id=g:1472618
Jōk Darah	id=g:1472619
Hārūn Bābā	id=g:1472620
Shābay Ghunḏêy	id=g:1472621
Gurgurī Ghunḏêy	id=g:1472622
Lanḏay Khwaṟ	id=g:1472623
Kharbishtarah	id=g:1472624
Mīr Khān Bābā	id=g:1472625
Gurguray	id=g:1472626
Kam Pāpīn	id=g:1472627
Gāgrah	id=g:1472628
Pus̲h̲tah	id=g:1472629
Rāwgay	id=g:1472630
Tōr Rāghêh	id=g:1472631
Bangzār Khwaṟ	id=g:1472632
Bībī Āwlīā Ghunḏêy	id=g:1472633
Chārwāzgaī	id=g:1472634
Shākh Maīdān	id=g:1472635
Yāghī Band	id=g:1472636
Shāhzādah Kats	id=g:1472637
Ākā Khēl	id=g:1472638
Qudrat Kêlay	id=g:1472639
Shpola	id=g:1472640
Kochian	id=g:1472641
Spīn Rāghêh	id=g:1472642
Naraī ōbêh	id=g:1472643
Lêng Wāl Pus̲h̲tah	id=g:1472644
Pachīr Wālō Pus̲h̲tah	id=g:1472645
Kakī Kêlay	id=g:1472646
Dresire	id=g:1472647
Mullā Pīr Dōst Kêlay	id=g:1472648
Zangō Kats Khwaṟ	id=g:1472649
Zangō Kats Khwaṟ	id=g:1472650
Khyānō Kêlay	id=g:1472651
Bībī Drē Ghunḏêy	id=g:1472652
Shnah Ghunḏêy	id=g:1472653
Kān	id=g:1472654
Srah Ghunḏêy	id=g:1472655
Prēkaṟē Ghunḏêy	id=g:1472656
Ḏāg-e Ghulām Khān	id=g:1472657
Ḏāg Ghunḏêy	id=g:1472658
Mayā Şāḩib	id=g:1472659
Khān Dōdah	id=g:1472660
Ghanī Khēl	id=g:1472661
Mōbī Khēl	id=g:1472662
Şūfīān	id=g:1472663
Sanjar Khēl	id=g:1472664
Chīnay Ghandī	id=g:1472665
Kārēz-e Mīrzaī	id=g:1472666
Gambah	id=g:1472667
Khānḏōḏah	id=g:1472668
Lōy Jōmāt	id=g:1472669
Laghmānay	id=g:1472670
Zōṟ S̲h̲ār	id=g:1472671
Qāẕīān	id=g:1472672
Bahādor Khēl	id=g:1472673
Ḩaybat Khēl	id=g:1472674
Āzād Khān Khēl	id=g:1472675
Gōbingar	id=g:1472676
Nōray Ghar	id=g:1472677
Dandabā’ū	id=g:1472678
Pāshah Kārī	id=g:1472679
Lōy Nāw	id=g:1472680
Zīārat-e Ghaybī Bābā	id=g:1472681
Lōy Nāw Ghar	id=g:1472682
Kārēz-e Bahādur	id=g:1472683
Naw Rōz Khēl	id=g:1472684
Ghaybī Bābā Ghar	id=g:1472685
Ghar Tālah Kêlay	id=g:1472686
Qaryah-ye Yakah Khāk	id=g:1472687
Dand	id=g:1472688
Deh-e Mastān	id=g:1472689
Tagāb Nāwah	id=g:1472690
Kōh-e Lōndī	id=g:1472691
Deh-e Mastān	id=g:1472692
Ghūnḏ Kalay	id=g:1472693
Kalāwāl	id=g:1472694
Chahār Deh	id=g:1472695
Ḏāgīān	id=g:1472696
Dārākhēl	id=g:1472697
Kārēz-e Pīr	id=g:1472698
Kārēz-e Deh	id=g:1472699
Zīārat-e Ḩājī Āghā	id=g:1472700
Kōtal-e Sikīn	id=g:1472701
Kārēz-e Jiljī	id=g:1472702
Lwaṟ Jiljay	id=g:1472703
Bashah Khēl	id=g:1472704
Kārēz-e Jiljī ‘Abd ur Raḩmān	id=g:1472705
Ks̲h̲êtah Jilgah	id=g:1472706
Lanḏay	id=g:1472707
Darah-ye Kaysh	id=g:1472708
Sīāh Chow	id=g:1472709
Gul Shayr Kārēz	id=g:1472710
Kōh-e Taybush	id=g:1472711
Kōh-e Peshpōtōpī	id=g:1472712
Kalahtarī	id=g:1472713
Mullā Jānō Nīkêh	id=g:1472714
S‘ādat	id=g:1472715
S‘ādat Walī Nīkêh	id=g:1472716
Manjatū Sar	id=g:1472717
Khōshah	id=g:1472718
Zīārat-e Chehel Gazī Bābā	id=g:1472719
Aladōs Khēl	id=g:1472720
Kōtī Khwaṟ	id=g:1472721
Dīzā	id=g:1472722
Walī Bēg	id=g:1472723
Kōtī Ghar	id=g:1472724
Kamōsh	id=g:1472725
Khīālkāsah	id=g:1472726
Injirō Nāw	id=g:1472727
Gaṟay Nāw	id=g:1472728
Ks̲h̲êtah Bājah Ghar	id=g:1472729
Nālān	id=g:1472730
Āzān Nāwah	id=g:1472731
Mullā Skandar Nīkêh	id=g:1472732
Darah-ye Darawah	id=g:1472733
Kōh-e Gōnahpāl	id=g:1472734
Nichālām	id=g:1472735
Lōtgand	id=g:1472736
Wādīān	id=g:1472737
Awishtōr	id=g:1472738
Lwaṟ Talarigh	id=g:1472739
Ks̲h̲êtah Talarigh	id=g:1472740
Chānak Ghar	id=g:1472741
Tārāwō	id=g:1472742
Borundak	id=g:1472743
Chapah Rāh	id=g:1472744
Lōy Kêlay	id=g:1472745
Tūt Nāw	id=g:1472746
Bozah Khēl	id=g:1472747
Srah Qal‘ah	id=g:1472748
Kirkawō Ghar	id=g:1472749
Qal‘ah-ye Kalān	id=g:1472750
Bākhōst Ghar	id=g:1472751
Zafar Khān Tir	id=g:1472752
Wūzbīn	id=g:1472753
Sūrī Kêlay	id=g:1472754
Sar Bālā Khānah	id=g:1472755
Dandār Mēnē	id=g:1472756
Worizhō Nāw Ghar	id=g:1472757
Lār-e Nāw	id=g:1472758
Gāz-e Suflá	id=g:1472759
Kurkōt	id=g:1472760
Lēwaniyān	id=g:1472761
Yārkānay	id=g:1472762
Bāz Khēl	id=g:1472763
Gāz Khwaṟ	id=g:1472764
Sīray Qal‘ah	id=g:1472765
Rōd Bār	id=g:1472766
Ākā Khēl	id=g:1472767
Anī Zhawar	id=g:1472768
Kābratō	id=g:1472769
Ibrāhīm Khēl	id=g:1472770
Samō Tālah	id=g:1472771
Gaṟay Nāw	id=g:1472772
Ādam Tsēray	id=g:1472773
Tsakay Ghar	id=g:1472774
Yakhdand Ghar	id=g:1472775
Qal‘ah-ye Jān Muḩammad Khan	id=g:1472776
Daram Daram	id=g:1472777
Bābā Khēl	id=g:1472778
Daram Daram Ghar	id=g:1472779
Zīārat-e Ākhūnd Najm ud Dīn	id=g:1472780
Tsināray	id=g:1472781
Walī Khēl	id=g:1472782
Lākah Tizhah	id=g:1472783
Tanōrak	id=g:1472784
Mīr Khēl	id=g:1472785
Tsūkē Ghar	id=g:1472786
Ḩusaīnī Ṯak	id=g:1472787
Shinwār	id=g:1472788
Jamāl Kalā	id=g:1472789
Shenwārō Kandar	id=g:1472790
Dandī Manj Ghar	id=g:1472791
Alukōzaī	id=g:1472792
Dê Ţablē Şāfīān	id=g:1472793
Albilāgh	id=g:1472794
Kārēz-e Chilchagh	id=g:1472795
Kārēz-e Tājōī	id=g:1472796
Khutsā Chīnah	id=g:1472797
Kārēz-e Yidil	id=g:1472798
Dalākān	id=g:1472799
Dê Dāwar S̲h̲ōwêndzāy	id=g:1472800
Āb Bāzhā-ye Nahr-e Sarāj	id=g:1472801
Khutsā Ghar	id=g:1472802
Ḩājī Tōr Khān Kêlay	id=g:1472803
Sōmatsē Āw Mānō Ghūndyān	id=g:1472804
Ghāzī Khwaṟ	id=g:1472805
Sōmatsē Khwaṟ	id=g:1472806
Vardankha	id=g:1472807
Nilay Ghar	id=g:1472808
Wakīl ‘Abdullāh Khān Kêlay	id=g:1472809
Gundahwān Khwaṟ	id=g:1472810
Qal‘ah-ye Surkh	id=g:1472811
Khutsā Pitāw Ghar	id=g:1472812
Kōh-e Şāfī	id=g:1472813
Qal‘ah-ye Lōgarī	id=g:1472814
Kambū	id=g:1472815
Pishawray	id=g:1472816
Balūts Kōrūnah	id=g:1472817
Darband	id=g:1472818
Ḩājīān	id=g:1472819
Kuḏah	id=g:1472820
Sūr Ḏāg	id=g:1472821
Ranjō Ghar Ghunḏêy	id=g:1472823
Khōgay	id=g:1472824
Khaīrābād Ghunḏêy	id=g:1472825
Yakhchāl	id=g:1472826
Fāteḩ S̲h̲ārkaī	id=g:1472827
Khushk Qōl	id=g:1472828
Lanḏī Khēl	id=g:1472829
Lakī Kalā	id=g:1472830
Şabr-e ‘Ulyā	id=g:1472831
Bādō Zīārat	id=g:1472832
Khwājah ‘Aklī Ghar	id=g:1472833
S̲h̲ārkī Kalā	id=g:1472834
Shākiryān	id=g:1472835
Tsapaṟ Ghar	id=g:1472836
Raygay	id=g:1472837
Seh Āb	id=g:1472838
Gowband Māndêh	id=g:1472839
Kāhdānak Ghunḏêy	id=g:1472840
Ākhūndzādah Ghunḏêy	id=g:1472841
Srah Lashtī Khwaṟ	id=g:1472842
Shārō Dand Tangay	id=g:1472843
Mandz Ghar	id=g:1472844
Mandz Ghar	id=g:1472845
Sar Takht	id=g:1472846
Gandanārō Chīnah Ghar	id=g:1472847
Wêchah Shaylah	id=g:1472848
Gidar Ghār Khwaṟ	id=g:1472849
Dōābī Ghar	id=g:1472850
Anārchāwē Khwaṟ	id=g:1472851
Warakay Khwaṟ	id=g:1472852
Lōy Khwaṟ	id=g:1472853
Shīn Khwaṟ	id=g:1472854
Dahan-e Kōh	id=g:1472855
Sa‘īdān	id=g:1472856
Sêndêrzaī	id=g:1472857
Charkhandāz	id=g:1472858
Deh Mazang	id=g:1472859
Hazāragān	id=g:1472860
Tājdār-e Walī	id=g:1472861
Ḩājī Fayẕ Muḩammad Khān Kêlay	id=g:1472862
Rāghêh Ghar	id=g:1472863
Langar-e Shāh	id=g:1472864
Junūbī Nurzaī	id=g:1472865
Mīrzāiyān	id=g:1472866
Ḩişah-ye Tānk	id=g:1472867
Chinār Khwaṟ	id=g:1472868
Tājikān	id=g:1472869
Zangūrah Khwaṟ	id=g:1472870
Mānū Ghar	id=g:1472871
Indziray Khwaṟ	id=g:1472872
Anjīrān	id=g:1472873
Kafar Qal‘ah Ghar	id=g:1472874
Anjīrān Ghar	id=g:1472875
Muḩammadzaī	id=g:1472876
Sa‘īdān	id=g:1472877
Tōr Nāw	id=g:1472878
Lwaṟ Sa‘īdān	id=g:1472879
Shamālī Nūrzaī	id=g:1472880
Kam Shinkay	id=g:1472881
Ḏāgīān	id=g:1472882
Giman	id=g:1472883
Muḩammad Karīm Kêlay	id=g:1472884
Gaṯ Kalā	id=g:1472885
Sa‘īdān-e Sayyid	id=g:1472886
Sardār	id=g:1472887
‘Abdullāh Kōr	id=g:1472888
Srah Kalā	id=g:1472889
Darah	id=g:1472890
Sangchāl	id=g:1472891
Smatsē	id=g:1472892
‘Idyā Khēl	id=g:1472893
Naghlō	id=g:1472894
Mawrah	id=g:1472895
Mānū	id=g:1472896
Sangīnah	id=g:1472897
Wakah Ghar	id=g:1472898
Kūchīānō Kêlay	id=g:1472899
Sulaīmān Khēl	id=g:1472900
Patō Ghunḏêy	id=g:1472901
Shīrīn Dil Kêlay	id=g:1472902
Tsapêrī	id=g:1472903
Sulţān Bībī Zīārat	id=g:1472904
Gwaṟah Khwāṟah	id=g:1472905
‘Abd ur Raḩmānī	id=g:1472906
Spīn Masjid Khwaṟ	id=g:1472907
Gārāj-e Moḩammad Yūsofkhan	id=g:1472908
Tsapêrō Khwaṟ	id=g:1472909
Mullā Şāḩib Zīārat	id=g:1472910
Mundī Khēl	id=g:1472911
Sīāh Pōsh Āghā	id=g:1472912
Mullā Ḩalīm	id=g:1472913
Sayyid Dāwūd Āghā	id=g:1472914
Tarahkī	id=g:1472915
Lōy Kêlay	id=g:1472916
Aghzō Kêlay	id=g:1472917
Seyyed Mūsájān Kalay	id=g:1472918
Zīārat-e Bād	id=g:1472919
Ghalē Rāghêh	id=g:1472920
Wêchah Nālah	id=g:1472921
Sayyid Tājdār Walī	id=g:1472922
Ḏāgō Ghunḏêy	id=g:1472923
Aḩmadī Kêlay	id=g:1472924
Mundah Khēl	id=g:1472925
Gul Shāh Kêlay	id=g:1472926
Mastō Khēl	id=g:1472927
Prāng Tangay	id=g:1472928
Zīārat-e Shāh Chirāgh	id=g:1472929
Gêrātêk	id=g:1472930
Ḩalīm Māmā Kêlay	id=g:1472931
Shōlānah	id=g:1472932
Ḩājī Nīkêh	id=g:1472933
Bānḏah	id=g:1472934
Bar Bahlōl Khēl	id=g:1472935
Gambēl	id=g:1472936
Bābājī Şāḩib	id=g:1472937
Alō Kêlay	id=g:1472938
Afshār Ghar	id=g:1472939
Mīāgānō Kêlay	id=g:1472940
Kūz Kêlay	id=g:1472941
Ḏāgō	id=g:1472942
Shīrāb Chīnah	id=g:1472943
Kūzah Gudārah	id=g:1472944
Kārēz-e Ākhūndzādahgān	id=g:1472945
Kārēz Ghar	id=g:1472946
Tīr Ghunḏêy	id=g:1472947
Kūz Bahlōl Khēl	id=g:1472948
Lōyah Pus̲h̲tah	id=g:1472949
Pushtahhā-ye Fāteḩābād	id=g:1472950
Dê Lōy Adē S̲h̲owandzay	id=g:1472951
Sūr Ḏāg Ghunḏêy	id=g:1472952
Spīn Kamar Khwaṟ	id=g:1472953
Gaṯ Ghar	id=g:1472954
Jābī Ghunḏêy	id=g:1472955
Bāghgaī Khwaṟ	id=g:1472956
Aḏah Wālō Kārēz	id=g:1472957
Gārnāw Ghunḏêy	id=g:1472958
Spīn Kunday	id=g:1472959
Mullā Şāḩib Zīārat	id=g:1472960
Lukhay Khwaṟ	id=g:1472961
Wêch Kambū	id=g:1472962
Dowlatzī	id=g:1472963
Dowzī	id=g:1472964
Indrōr Ghar	id=g:1472965
Tsaprīār	id=g:1472966
Zargaran	id=g:1472967
Bar Byār	id=g:1472968
Chīnō	id=g:1472969
Wêch Kambū Band	id=g:1472970
Ghōrābād	id=g:1472971
Mandah Kōrak	id=g:1472972
Spīn Band Ghar	id=g:1472973
Zamêr Khēl	id=g:1472974
Shnah Kandah	id=g:1472975
Chashmah-ye Mastī	id=g:1472976
Wêchah Zhawêr	id=g:1472977
Manlārah Khwaṟ	id=g:1472978
Shūrakīān Māndah	id=g:1472979
Pushtah-ye Bārābād wa Darūntah	id=g:1472980
Manlārah	id=g:1472981
Shawārōz Ghar	id=g:1472982
Mullā ‘Abdur Raḩīm Kalā	id=g:1472983
Tōr	id=g:1472984
Kunj Ghar	id=g:1472985
Galōch Khwaṟ	id=g:1472986
‘Izat Nīkêh Zīārat	id=g:1472987
Kuhnah Girishk	id=g:1472988
Tangaī Shaykhān	id=g:1472989
Band-e Bughrā	id=g:1472990
Shaykhānō Khwaṟ	id=g:1472991
Galōch	id=g:1472992
Kōh-e Chehel Dokhtar	id=g:1472993
Nahr-e Bughṟā	id=g:1472994
Kōh-e Bād	id=g:1472995
Sīāh Kōh	id=g:1472996
Kalachapar	id=g:1472997
Gumbad Māndêh	id=g:1472998
Khandaq	id=g:1472999
Kam Galōch	id=g:1473000
Qāz̲h̲iyān	id=g:1473001
Sinzalay Ghar	id=g:1473002
Girday Ghunḏêy	id=g:1473003
Shaykhān	id=g:1473004
Ākhund Patay	id=g:1473005
Sarêshtadārī	id=g:1473006
Namakī Das̲h̲tah	id=g:1473007
Jamālī	id=g:1473008
Chōragalī	id=g:1473009
Tsarmūnay	id=g:1473010
‘Alī Bōkay	id=g:1473011
‘Abdyān	id=g:1473012
Māṉu Ghar	id=g:1473013
Qal‘ah-ye Jānān	id=g:1473014
Lukhay	id=g:1473015
Dobīlah	id=g:1473016
Nārmāsī	id=g:1473017
Wilāyatī	id=g:1473018
Zangōbaī	id=g:1473019
Qal‘ah-ye Hindū	id=g:1473020
Qaşabah	id=g:1473021
Nakhri-Shakhi	id=g:1473022
Chinzayō Ghar	id=g:1473023
Guzargakhi-Shakhisakhib	id=g:1473024
Chehelgazī	id=g:1473025
Marsangī Ghar	id=g:1473026
Wêch Kārēz	id=g:1473027
Zīārat-e Khalīfah	id=g:1473028
Adlēgay Zīārat	id=g:1473029
Kārēz Qērān	id=g:1473030
Wêch Kārēz	id=g:1473031
Yatīmchaī	id=g:1473032
Aḩmad Khwāzaī	id=g:1473033
Towdah Chīnah	id=g:1473034
Bādpas̲h̲	id=g:1473035
Marsangī Khwaṟ	id=g:1473036
Ganḏaw Dasht	id=g:1473037
Rustam Khēl	id=g:1473038
Rustam Khēl Khwaṟ	id=g:1473039
Sarwānd Ghar	id=g:1473040
Tsaperī Ghar	id=g:1473041
Mānō Ghar	id=g:1473042
Mānōgī Khwaṟ	id=g:1473043
Angūr Tāk Ghar	id=g:1473044
Malekānō Mēnah	id=g:1473045
Daryā-ye Kābul	id=g:1473046
Māṉōgay	id=g:1473047
Tsaperī	id=g:1473048
Chakāw	id=g:1473049
Deh Şūfīān	id=g:1473050
Deh Ghowchak	id=g:1473051
Mullā Showō Nīkêh	id=g:1473052
Dōghakah	id=g:1473053
Z̧ulmābād	id=g:1473054
Malik Khēl	id=g:1473055
Padlik	id=g:1473056
Chihilgazī Bābā	id=g:1473057
Mullā Gul Muḩammad Nīkêh	id=g:1473058
Şaḩib Zādegānō Kêlay	id=g:1473059
Gumbatē	id=g:1473060
Mūsāzaī	id=g:1473061
Kundir	id=g:1473062
Chōlāwīān	id=g:1473063
Jālawānān	id=g:1473064
Sandalah	id=g:1473065
Khwājahdād	id=g:1473066
Lōy Tal	id=g:1473067
Kūzah Kalā	id=g:1473068
Shishak	id=g:1473069
Wargharī Khwaṟ	id=g:1473070
Mōmanday	id=g:1473071
Mūshak Khwaṟ	id=g:1473072
Chīnagī Māndêh	id=g:1473074
Chahār Deh	id=g:1473075
Sārwān Kalā	id=g:1473076
Dōpay	id=g:1473077
Nangāzī	id=g:1473078
Shīrīn Kêlay	id=g:1473079
Warkharah Wolah	id=g:1473080
Garī Khwaṟ	id=g:1473081
Dzigay Ghar	id=g:1473082
Ghundêy Kêlay	id=g:1473083
Sharīf Khān Kêlay	id=g:1473084
Dāgūnah	id=g:1473085
Islāmkōt	id=g:1473086
Mīrzā Khānō Kêlay	id=g:1473087
Shinkay Tālah	id=g:1473088
Lōy Kêlay	id=g:1473090
Ḩosayn Khēl	id=g:1473091
Chūngis Khwaṟ	id=g:1473092
Mālgīr Wālêh	id=g:1473093
Ghōrān Tālah	id=g:1473094
Kōtahgay	id=g:1473095
Lakah Tizhah	id=g:1473096
Indziray Nāw	id=g:1473097
Shīn Kandāw Nāw	id=g:1473098
Gūdah Nāw	id=g:1473099
Gandah Khasaray	id=g:1473100
Ḩaīdar Bāndah	id=g:1473101
Taragar	id=g:1473102
Myā Bāndêh	id=g:1473103
Gandah Ghar	id=g:1473104
Qal‘ah-ye Mīrak	id=g:1473105
Shnah Tālah	id=g:1473106
Sarbandbela	id=g:1473107
‘Azīz Khān Kats	id=g:1473108
Bārīkāb Nāw	id=g:1473109
Khudāydād S̲h̲ākh	id=g:1473110
Band-e Darūntah	id=g:1473111
Shādī Khān S̲h̲ākh	id=g:1473112
Barabad	id=g:1473113
Qal‘ah-ye ‘Abdullah	id=g:1473114
Khwājah Barānah Walī	id=g:1473115
Bēṯanī	id=g:1473116
Sayl Jāy	id=g:1473117
Ḏêbalay	id=g:1473118
Balōchān	id=g:1473119
Sar-e Iskām	id=g:1473120
Sowzābād	id=g:1473121
Kachaṟ	id=g:1473122
Lajgar	id=g:1473123
Bahādir Bāgh Khwaṟ	id=g:1473124
Gāwmēsh Bēlah	id=g:1473125
Bagrami	id=g:1473127
Ūlay Khwaṟ	id=g:1473128
Paukamkha	id=g:1473129
Şūfī Bābā	id=g:1473130
Qal‘ah-ye Now	id=g:1473131
Z̧ulmābād	id=g:1473132
Mirzāyān	id=g:1473133
Tōr Nāşar	id=g:1473134
Qal‘ah-ye Nūr Khān	id=g:1473135
Deh Walīd	id=g:1473136
Dowlat Khān Kalā	id=g:1473137
Srah Kalā	id=g:1473138
Aḩmad Dasht-e Walī	id=g:1473139
Lālā Kalā	id=g:1473140
Kala	id=g:1473141
Qal‘ah-ye Shāhī	id=g:1473142
Dagarī Khwaṟ	id=g:1473143
Kushkak	id=g:1473144
Jamāl Kalā	id=g:1473145
Dagarī	id=g:1473146
Bāzit Khēl	id=g:1473147
Shparīnō Ghar	id=g:1473148
Kalā Pōṯaī	id=g:1473149
Kalā Pōṯaī Das̲h̲tah	id=g:1473150
Drē Sarī Ghar	id=g:1473151
Shinghazaī Māndêh	id=g:1473152
Bōkay Khwaṟ	id=g:1473153
Shayr Jān Tsāh	id=g:1473154
Nāwêr-e Markazī	id=g:1473155
Tarkhī Chinī Khwaṟ	id=g:1473156
Sarkay Dirgah	id=g:1473157
Faqīr Girḏah	id=g:1473158
Qal‘ah-ye Ma‘rūf	id=g:1473159
Gowband Ghunḏêy	id=g:1473160
Mastī Khēl	id=g:1473161
Chināray Khwaṟ	id=g:1473162
Qaryah-ye Naqīb Şāḩib	id=g:1473163
Naghrak	id=g:1473164
Lōlān	id=g:1473165
Dê Padah Ghunḏêy	id=g:1473167
Qal‘ah-ye Mīrzā	id=g:1473168
Chaknowrī	id=g:1473169
Ghowchak	id=g:1473170
Nīkêh Kārēz	id=g:1473171
Qal‘ah-ye Ḩājī	id=g:1473172
Dānagay Khwaṟ	id=g:1473173
Chakharbagi-Safa	id=g:1473174
Badrān Khwaṟ	id=g:1473175
Zīārat-e Naqīb Şāḩib	id=g:1473176
Lakaṟay Ghar	id=g:1473177
Shinwārō Ghar	id=g:1473178
Nayk Kārēz	id=g:1473179
Qal‘ah-ye Ḩājī Şāḩib	id=g:1473180
Waṯahpūr	id=g:1473181
Ādam Khēl	id=g:1473182
Moghūl Khēl	id=g:1473183
Qal‘ah-ye Rānī	id=g:1473184
Shamshahpūr-e Pā’īn	id=g:1473185
Sulţānpūr-e Suflá	id=g:1473186
Mullāyēmpūr	id=g:1473187
Spīn Jamā‘at Ghar	id=g:1473188
Şāḩib Gul	id=g:1473189
Aṟāwah Rōd	id=g:1473190
Wuch Ghar	id=g:1473191
Zīārat-e Khwājah Sulţān	id=g:1473192
Mullā ‘Omar Darah	id=g:1473193
Latah Band Ghar	id=g:1473194
Zīārat-e Amānat Bābā	id=g:1473195
Chawkī	id=g:1473196
Patū Tangay Khwaṟ	id=g:1473197
Dzigay Ghar	id=g:1473198
Zayrah Tangah	id=g:1473199
Dānagay Ghar	id=g:1473200
Bāndah ‘Az̧īm	id=g:1473201
Spīn Khwaṟ	id=g:1473202
Kaftār Khānē Pus̲h̲tah	id=g:1473203
Sīāh Sang Ghunḏêy	id=g:1473204
Lōy Khwaṟ	id=g:1473205
Sīāh Sang	id=g:1473206
Gora Sangi-Farkhad	id=g:1473207
Gāmēs̲h̲ak Ghunḏêy	id=g:1473208
Qal‘ah-ye Muqām Khān	id=g:1473209
Gandah Cheshmah	id=g:1473210
Laylā Tūrah	id=g:1473211
Ghunḏêy Khundān	id=g:1473212
Ghunḏêy-e Shāh-e Kābul	id=g:1473213
Maqşūd Tūrah	id=g:1473214
Burhān ud Dīn Kushkakī	id=g:1473215
Bāgh-e Bāwlay	id=g:1473216
Qal‘ah-ye Faẕlulddīn	id=g:1473217
Tūrah-ye Shāh	id=g:1473218
Moghūl Khēl	id=g:1473219
Ḏanḏ	id=g:1473220
Khwājah Seh Bābā Zīārat	id=g:1473221
Zīārat-e Khwājah Barānah Walī	id=g:1473222
Yakhah Chīnah	id=g:1473223
Dergī Tānah	id=g:1473224
Garmāb Ghar	id=g:1473225
Tānah-ye Chashmah	id=g:1473226
Mānō Khwaṟ	id=g:1473227
