Pico Pomer	id=g:3113238
La Torre Monserrat	id=g:3118768
La Torre d'Oristà	id=g:3118769
La Torre del Valle	id=g:3118770
La Torre de Esteban Hambrán	id=g:3118771
Latorrecilla	id=g:3118772
Isla Latorre	id=g:3118773
La Torre	id=g:3118774
La Torre	id=g:3118775
La Torre	id=g:3118776
Latorre	id=g:3118777
Latorre	id=g:3118778
La Torre	id=g:3118779
La Torre	id=g:3118780
La Torre	id=g:3118781
Latores	id=g:3118782
La Toja	id=g:3118783
La Tochonera	id=g:3118784
Pantano de La Toba	id=g:3118785
La Toba	id=g:3118786
La Toba	id=g:3118787
La Toba	id=g:3118788
La Toba	id=g:3118789
La Tierga	id=g:3118790
Monte La Tejera	id=g:3118791
La Tejera	id=g:3118792
A Teixeira	id=g:3118793
Latedo	id=g:3118794
Latasa	id=g:3118795
Latasa	id=g:3118796
Iglesia de Latas	id=g:3118797
Latas	id=g:3118798
la Tallada d'Empordà	id=g:3118799
Atalaya	id=g:3118800
La Tala	id=g:3118801
Latadal	id=g:3118802
La Tabla	id=g:3118803
Cabo de Lata	id=g:3118804
Apeadero de Las Zorreras	id=g:3118805
Las Zorreras	id=g:3118806
Las Viñas	id=g:3118807
Las Villas	id=g:3118808
Las Villas	id=g:3118809
Las Viadas	id=g:3118810
Las Vesgas	id=g:3118811
Las Ventas de Retamosa	id=g:3118812
Las Veguillas	id=g:3118813
Las Vallinas	id=g:3118814
Lasúrtegui	id=g:3118815
Las Umbrías	id=g:3118816
Las Umbrías	id=g:3118817
Río de Las Ucés	id=g:3118818
Las Uces	id=g:3118819
Lastrilla	id=g:3118820
Cabo Lastres	id=g:3118821
Lastres	id=g:3118822
Lastras de Teza	id=g:3118823
Lastras del Pozo	id=g:3118824
Lastras de la Torre	id=g:3118825
Lastras de Cuéllar	id=g:3118826
Lastras	id=g:3118827
Lastra de las Eras	id=g:3118828
Lastra	id=g:3118829
Las Torres de Aliste	id=g:3118830
Las Torres	id=g:3118831
Las Torres	id=g:3118832
Las Tinas	id=g:3118833
Las Tiendas	id=g:3118834
Las Tejeras	id=g:3118835
Arroyo de Las Tejedas	id=g:3118836
Las Tejedas	id=g:3118837
Lastanosa	id=g:3118838
Las Tablas	id=g:3118839
Las Tabiernas	id=g:3118840
Lago de Lassole	id=g:3118841
Les Serres	id=g:3118842
Las Serralleiras	id=g:3118843
Las Salinas	id=g:3118844
Las Salas	id=g:3118845
Las Ruedas de Ocón	id=g:3118846
Las Rubias	id=g:3118847
Las Rozas de Madrid	id=g:3118848
Las Rozas	id=g:3118849
Las Rozas	id=g:3118850
Las Rivas	id=g:3118851
Las Rebolledas	id=g:3118852
Las Quintanillas	id=g:3118853
Las Quintanillas	id=g:3118854
Las Quintanas	id=g:3118855
Las Quintanas	id=g:3118856
Las Quintanas	id=g:3118857
Las Quebrantas	id=g:3118858
Laspuña	id=g:3118859
Las Puentes	id=g:3118860
Las Presillas	id=g:3118861
les Preses	id=g:3118862
Laspra	id=g:3118863
Las Porquerizas	id=g:3118864
Las Poblas	id=g:3118865
les Planes d'Hostoles	id=g:3118866
Las Planas	id=g:3118867
Las Planas	id=g:3118868
Las Planas	id=g:3118869
Las Piñeras	id=g:3118870
Sierra de Las Pilas	id=g:3118871
Las Pilas	id=g:3118872
Les Piles	id=g:3118873
Les Peces	id=g:3118874
Las Pedrosas	id=g:3118875
Laspaúles	id=g:3118876
Las Parras de Martín	id=g:3118877
Las Parras de Castellote	id=g:3118878
Las Pantorgas	id=g:3118879
Apeadero de Las Palmas	id=g:3118880
La Sota de Valderrueda	id=g:3118881
La Sota	id=g:3118882
La Sota	id=g:3118883
Las Orelladas	id=g:3118884
Las Orderías	id=g:3118885
Las Omañas	id=g:3118886
Les Olives	id=g:3118887
Las Navas del Marqués	id=g:3118888
Las Navas de Buitrago	id=g:3118889
Las Navas	id=g:3118890
Las Murias	id=g:3118891
Las Murias	id=g:3118892
Las Murias	id=g:3118893
Las Muñecas	id=g:3118894
Las Morteras	id=g:3118895
Las Monas	id=g:3118896
Las Mestas	id=g:3118897
Las Médulas	id=g:3118898
Las Matas	id=g:3118899
Las Matas	id=g:3118900
Las Masucas	id=g:3118901
Las Marías	id=g:3118902
Las Manoteras	id=g:3118903
Les Mallorquines	id=g:3118904
Las Majadas	id=g:3118905
les Llosses	id=g:3118906
Las Llanas	id=g:3118907
Las Llamas	id=g:3118908
Lamas	id=g:3118909
Las Juncosas	id=g:3118910
Las Inviernas	id=g:3118911
La Sinova	id=g:3118912
La Silva	id=g:3118913
Las Ilces	id=g:3118914
Lasieso	id=g:3118915
La Sierra	id=g:3118916
La Sierra	id=g:3118917
La Sierpe	id=g:3118918
La Sienra	id=g:3118919
Las Hurdes	id=g:3118920
Las Herrerías	id=g:3118921
Las Herrerías	id=g:3118922
Las Heras	id=g:3118923
Las Hedradas	id=g:3118924
Las Guarramillas	id=g:3118925
Las Gallinas	id=g:3118926
Las Fuesas	id=g:3118927
Las Fuentes de San Pedro	id=g:3118928
les Franqueses del Vallès	id=g:3118929
Las Fraguas	id=g:3118930
Las Fraguas	id=g:3118931
Las Fábricas	id=g:3118932
Las Euras	id=g:3118933
Las Estacas	id=g:3118934
Las Escomas	id=g:3118935
les Escaules	id=g:3118936
Arroyo Las Escaleras	id=g:3118937
La Sertal	id=g:3118938
La Serrota	id=g:3118939
La Serrada	id=g:3118940
La Serna del Monte	id=g:3118941
La Serna	id=g:3118942
La Serna	id=g:3118943
La Serna	id=g:3118944
La Serna	id=g:3118945
La Serna	id=g:3118946
Las Ermitas	id=g:3118947
Las Eras	id=g:3118948
La Sequera de Haza	id=g:3118949
