Santo Stefano d'Aveto	id=g:6542010
Cima delle Balme	id=g:6931444
Testa di Frasso	id=g:6931445
Monte Ventoloro	id=g:6931446
Denti di Gavala	id=g:6931449
Colmetto di Scotto	id=g:6931451
Sasso Bruciato	id=g:6931453
Punta Sparone	id=g:6931454
Quattro Bricchi	id=g:6931455
Colma Masset	id=g:6931456
Colma Finestrolo	id=g:6931458
Colma Soglia	id=g:6931461
Pizzo Formico	id=g:6931463
Cima Massaro	id=g:6931466
Pizzo Tracciora di Cervetto	id=g:6931467
Cima Castello	id=g:6931468
Monte Sornadello	id=g:6931470
Corni Di Canzo	id=g:6931473
Oro dell'Asino	id=g:6931476
Monte Campo Dei Fiori	id=g:6931477
Croce Garei	id=g:6931484
Monte Pravello	id=g:6931485
Monte Altissimo	id=g:6931492
Monte Piambello	id=g:6931494
Monte Nudo	id=g:6931495
Piano del Pozzo	id=g:6931498
Monte Cerano	id=g:6931499
Poggio Croce	id=g:6931500
Pizzo Tignaga	id=g:6931501
Grand Blanchen	id=g:6931502
Grenzgipfel	id=g:6931503
Cima dei Turni	id=g:6931504
Pizzo della Moriana	id=g:6931505
Monte Prevor	id=g:6931508
Cima Altemberg	id=g:6931509
Becca des Noires	id=g:6931513
Corno del Sole	id=g:6931515
Pizzo dei Vittini	id=g:6931519
Becca di Guin	id=g:6931522
Becca Vannetta	id=g:6931523
Monte Poncastello	id=g:6931524
Pointe de Lenaie	id=g:6931525
Monte Cucco	id=g:6931526
La Bandiera	id=g:6931528
Il Castello	id=g:6931533
Cima Oloccia	id=g:6931534
Cima Di Capezzone	id=g:6931535
La Singla	id=g:6931538
Punta C. Battisti	id=g:6931540
Aiguille de Lancien	id=g:6931541
Pizzo della Caccia	id=g:6931542
Pizzo Nero	id=g:6931544
Eyehorn	id=g:6931545
Cima Ravinella	id=g:6931546
Pizzo del Camino	id=g:6931547
Monte Massone	id=g:6931549
Cima Passet	id=g:6931550
Tête des Roèses	id=g:6931554
Cima di Scaravini	id=g:6931555
Cima Cresta	id=g:6931559
Monte Mora	id=g:6931562
Punta dell' Usciolo	id=g:6931564
Mazza dell' Inferno	id=g:6931568
Montagna Ronda	id=g:6931575
Pointes d'Oren	id=g:6931578
Monte Ventolaro	id=g:6931579
Furgggrat	id=g:6931580
Punta Perazzi	id=g:6931581
Monte Crotta	id=g:6931584
Cima delle Tre Croci	id=g:6931585
Punta Fenore	id=g:6931586
Kleines Fillarhorn	id=g:6931596
La Vierge	id=g:6931603
Cresta Albertini	id=g:6931604
Grosses Fillarhorn	id=g:6931608
Monte Turi	id=g:6931617
Corno di Scarpignano	id=g:6931624
Torre di Castelfranco	id=g:6931629
Pointe Barnes	id=g:6931635
Weissgrat	id=g:6931636
Petit Bouquetin	id=g:6931639
Pizzo Camino	id=g:6931640
Faderhorn	id=g:6931655
Punta l'Ottone	id=g:6931658
Battel	id=g:6931661
Cima dell' Ovac	id=g:6931664
Ruppenstein	id=g:6931668
Neue Weisstorspitze	id=g:6931682
Cima Strighet	id=g:6931690
Monte Foppabona	id=g:6931698
Marigal	id=g:6931701
Punta San Pietro	id=g:6931706
Joderhorn	id=g:6931709
Cima Dodici	id=g:6931725
Monega Di Campo	id=g:6931730
Cima Corte Lorenzo	id=g:6931731
Pizzo Pernice	id=g:6931732
Pizzo Lame	id=g:6931745
Pizzo Torrigia	id=g:6931749
Punta Laugera	id=g:6931751
Cresta delle Lonze	id=g:6931755
Pizzo Vallar	id=g:6931761
Punta Giapin	id=g:6931773
La Teisa	id=g:6931774
Cresta di Lareccio	id=g:6931775
Pizzo Ciapè	id=g:6931783
Cima Della Bacchetta	id=g:6931785
Pizzo S. Martino	id=g:6931786
Corni di Nibbio	id=g:6931790
Monte Todano	id=g:6931803
La Colma di Belmello	id=g:6931822
Pizzo del Lesino	id=g:6931826
Pizzo Voggia	id=g:6931827
Croce del Cavallo	id=g:6931841
La Colmetta	id=g:6931844
Pizzo Proman	id=g:6931845
Cima Tuss	id=g:6931849
Punta della Cinquegna	id=g:6931851
Cima Cugnacorta	id=g:6931853
La Colma	id=g:6931854
Mottone	id=g:6931856
Mancucco	id=g:6931859
Pizzo del Ton	id=g:6931866
Cima Sasso	id=g:6931867
Pizzo La Cima	id=g:6931874
Cima Saler	id=g:6931880
Pizzo Marona	id=g:6931882
Monte Spalavera	id=g:6931885
Corona di Ghina	id=g:6931887
Pizzo delle Pecore	id=g:6931891
Pizzo della Rossola	id=g:6931909
Punta della Rossa	id=g:6931912
Pizzo Castello	id=g:6931913
Monte Bavarione	id=g:6931916
Punta di Trivera	id=g:6931921
Monte di Grassino	id=g:6931926
Pizzo Colla Bassa	id=g:6931946
Cima Pedum	id=g:6931948
Colma Piana	id=g:6931952
Monte Vadà	id=g:6931953
Monte Croce Di Muggio	id=g:6931965
Monte Prade	id=g:6931976
Il Torrione	id=g:6931989
Cima di Fojorina	id=g:6931990
Cima Marsicce	id=g:6931993
Motta di Campo	id=g:6931995
Cima della Laurasca	id=g:6931996
Cima dell' Oress	id=g:6932003
Cima Mosè	id=g:6932008
La Piota	id=g:6932009
Pizzo Mottàc	id=g:6932015
Monte Pidaggia	id=g:6932019
Costa Rondino	id=g:6932020
Cima Crocette	id=g:6932021
Punta Pozzola	id=g:6932028
Monte Torrione	id=g:6932032
Pizzo Desen	id=g:6932034
Cime di Pozzuoli	id=g:6932040
Testa del Parise	id=g:6932041
Pizzo Rotondo	id=g:6932048
Punta della Forcola	id=g:6932052
Costa del Cavallo	id=g:6932055
Testa dei Rossi	id=g:6932057
Cima Fornaletti	id=g:6932065
Cima Lidesh	id=g:6932066
Monte Cucco	id=g:6932067
Testa di Menta	id=g:6932073
Pizzo del Ciapè	id=g:6932078
Costone del Bregagno	id=g:6932084
Motto Cante	id=g:6932088
Pizzo Tignolino	id=g:6932094
Monte Pizzone	id=g:6932107
Monte Togano	id=g:6932108
Moncucco	id=g:6932110
Punta I Pisoui	id=g:6932111
Il Motto	id=g:6932114
Monte Paglione	id=g:6932119
Cima Camughera	id=g:6932122
Pizzo del Fornalino	id=g:6932131
Pizzo Nona	id=g:6932133
Testa del Mater	id=g:6932137
Monte Bregagno	id=g:6932138
Pizzo Montalto	id=g:6932140
Monte Faierone	id=g:6932144
Punta della Forcoletta	id=g:6932153
Pizzo Marcio	id=g:6932157
Pizzo Ragno	id=g:6932159
Pizzo di Sebòl	id=g:6932161
Monte Zuccaro	id=g:6932162
La Cima	id=g:6932168
Monte della Preja	id=g:6932170
Wildenkogel	id=g:6932172
Costa Scarone	id=g:6932179
Caré Alto	id=g:6932185
Monte Sessa	id=g:6932186
Monte Zinglo Bernù	id=g:6932191
La Porcella	id=g:6932195
Prato della Bascióta	id=g:6932196
Pizzo di Olda	id=g:6932199
Pian della Regina	id=g:6932200
Monte Torriggia	id=g:6932208
Monte Tabor	id=g:6932212
Cima del Coppetto	id=g:6932215
Monte Palone di Sopressa	id=g:6932217
Cima Cadin	id=g:6932218
Testa Fontai	id=g:6932230
Monte Lavazza	id=g:6932233
Punta della Piada	id=g:6932241
La Motta	id=g:6932245
Dosso Pasò	id=g:6932248
Monte Filone	id=g:6932264
Vetta del Vallone	id=g:6932269
Pizzo di Gino	id=g:6932279
Monte Palone	id=g:6932289
Dosso Zucchero	id=g:6932290
Monte Stabbiello	id=g:6932291
Monte Palabione	id=g:6932296
Mottone della Tappa	id=g:6932315
Corno di Barbione	id=g:6932317
Cima Verta	id=g:6932326
Monte Totoga	id=g:6932328
Cima d'Azoglio	id=g:6932333
Motto di Levén	id=g:6932338
Piz Tri	id=g:6932339
Pizzo Crogna	id=g:6932351
Punta della Val Rossa	id=g:6932356
Costa del Dente	id=g:6932366
Cima Verosso	id=g:6932367
Monte Cortafon	id=g:6932374
Monte Bombiano	id=g:6932376
Cima Larie	id=g:6932382
Castel Camosci	id=g:6932384
Monte Cargiolo	id=g:6932392
Cima la Sella	id=g:6932394
Motto di Paraone	id=g:6932397
Mottone di Giumello	id=g:6932398
Monte Albano	id=g:6932399
Cima Mattaroni	id=g:6932408
Cresta Cimeta	id=g:6932410
Monte Belvedere	id=g:6932411
Monte Alom	id=g:6932415
Monte la Cavallina	id=g:6932416
Mislkopf	id=g:6932419
Il Sassetto	id=g:6932426
Monte Rondo	id=g:6932430
Monte Margineta	id=g:6932431
Monte Mater	id=g:6932434
La Cima	id=g:6932435
Monte Ziccher	id=g:6932443
Monte Loccia di Peve	id=g:6932448
Pizzo Cazzola	id=g:6932458
Cima di Caneto	id=g:6932476
Pizzo Formalone	id=g:6932477
Marmontana	id=g:6932483
Brandberger Kolm	id=g:6932487
Costa del Dosso	id=g:6932488
Pizzo Albiona	id=g:6932489
Grünbergspitze	id=g:6932492
Cima Trubbio	id=g:6932493
Pizzo Pioltone	id=g:6932496
Monte Colmo	id=g:6932500
Cima del Sassone	id=g:6932501
Toresella	id=g:6932519
Monte Bassetta	id=g:6932523
Pizzo Giezza	id=g:6932524
Monte Foppa	id=g:6932532
Pizzo Locciabella	id=g:6932534
Il Dosso	id=g:6932535
Monte Brusada	id=g:6932536
Cresta di Moriming	id=g:6932540
Pizzo del Mezzodì	id=g:6932541
Sulzkogel	id=g:6932544
Monte Giovello	id=g:6932547
Pizzo L'Omasca	id=g:6932548
Cima Alta	id=g:6932551
Schegge di Muino	id=g:6932553
Pizzo la Scheggia	id=g:6932557
Colmine di Crevola	id=g:6932558
Pizzo del Rovale	id=g:6932565
Monte Sciesa	id=g:6932569
Monte Piccolo	id=g:6932571
Monte Navone	id=g:6932573
Monte Erbea	id=g:6932579
Cima di Malvedello	id=g:6932587
Pizzo Ruggia	id=g:6932591
Monte della Piana	id=g:6932592
Monte della Colma	id=g:6932595
Corno del Colino	id=g:6932596
Motti del Laghetto	id=g:6932598
Cima dei Casaletti	id=g:6932599
Dosso Torriola	id=g:6932606
Corno Plazza	id=g:6932611
Pioda di Crana	id=g:6932613
Dosso della Foppa	id=g:6932614
Monte Rolla	id=g:6932623
Pizzo di Fontanalba	id=g:6932631
Monte Spluga	id=g:6932632
Pizzo del Corno	id=g:6932636
Cima di Granda	id=g:6932639
Monte Duria	id=g:6932644
Loccie del Forgnone	id=g:6932652
Colmine	id=g:6932661
Monte l'Usciolo	id=g:6932662
Cima di Canogia	id=g:6932668
Monte Canale	id=g:6932670
Dosso Bruciato	id=g:6932672
Dosso S. Giacomo	id=g:6932673
Monte La Nava	id=g:6932675
Cima di Provinaccio	id=g:6932682
Pizzo Osbarino	id=g:6932686
Cima d'Agaro	id=g:6932693
Pizzo di Campolatte	id=g:6932695
Motto della Scala	id=g:6932698
Pizzo Mercantelli	id=g:6932699
Poggio del Cavallo	id=g:6932700
Cima degli Uccelli	id=g:6932701
Dosso Liscio	id=g:6932703
Monte Arcóglio	id=g:6932708
Cima Vignone	id=g:6932723
Fil da Salarsa	id=g:6932724
Piz Cancan	id=g:6932725
Piz Di Mezzodi	id=g:6932727
Cima di Cavislone	id=g:6932729
Sasso Bianco	id=g:6932731
Monte Larone	id=g:6932736
Monte Caldenno	id=g:6932737
Monte Pizzo Bello	id=g:6932740
Monte Calighè	id=g:6932741
Motto Alto	id=g:6932743
Cresta Gratella	id=g:6932747
Monte Lobbia	id=g:6932758
Sasso Arso	id=g:6932765
Cima Cadi	id=g:6932766
Punta di Pezza Comune	id=g:6932768
Cime delle Merdarola	id=g:6932772
Punta Rasella	id=g:6932773
Sasso Canale	id=g:6932775
Pizzo Cortebuono	id=g:6932778
Cima del Calvo	id=g:6932780
Cresta di Madéi	id=g:6932783
Monte Piezza	id=g:6932788
Corno Mara	id=g:6932789
Al Mat	id=g:6932791
Pizzo Forato	id=g:6932793
Croce della Torriggia	id=g:6932795
Piz Combul	id=g:6932797
Pizzo Combolo	id=g:6932798
Punta Como	id=g:6932804
Monte Téggiolo	id=g:6932809
Cima Verda	id=g:6932814
Pizzo Campanile	id=g:6932815
Monte Joppa	id=g:6932817
Cime di Rognedo	id=g:6932820
Sasso Campedello	id=g:6932822
Pizzo San Pio	id=g:6932824
Pizzo della Vadretta	id=g:6932827
Monte Pesconfio	id=g:6932835
Sasso Bodengo	id=g:6932837
Fil d'Uria	id=g:6932840
Pizzo di Locciastesa	id=g:6932845
Punta Fiorelli	id=g:6932847
Punta Medaccio	id=g:6932848
Punta Magnaghi	id=g:6932849
Motto Rotondo	id=g:6932850
Cima d'Arcanzo	id=g:6932853
Corni Bruciati	id=g:6932854
La Colmine Piana	id=g:6932856
Vetta di Ron	id=g:6932857
Cima di Gaiazzo	id=g:6932860
Cima degli Alli	id=g:6932862
Piz Cavregasco	id=g:6932863
Croce dei Meri	id=g:6932864
Pizzo Ligoncio	id=g:6932868
Cima Mora	id=g:6932876
Pizzo d'Apteggia	id=g:6932886
Testa dell' Orso	id=g:6932887
Pizzo Vicima	id=g:6932897
Punta Bresciadega	id=g:6932902
Monte Palino	id=g:6932904
Pizzo Cortefreddo	id=g:6932907
Punta delle Sfinge	id=g:6932909
Cima Vicima	id=g:6932910
Pizzo dell' Averta	id=g:6932911
Monte Pagano	id=g:6932913
Scheggia di Marsasca	id=g:6932915
Punta Mezzola	id=g:6932918
Pizzo Mattignale	id=g:6932924
Pizzo dell'Alpe Gelato	id=g:6932927
Pizzo Basset	id=g:6932930
Punta Temola	id=g:6932931
Cima di Meri	id=g:6932932
Pizzo del Gombaro	id=g:6932934
Pizzo di Bronzo	id=g:6932938
Punta Vicima	id=g:6932940
Pizzo Boni	id=g:6932941
Pizzo della Remoluzza	id=g:6932942
Cima di Valle	id=g:6932943
Tramalitt	id=g:6932945
Cresta Cecilia	id=g:6932953
Corno Cistella	id=g:6932954
Pianaccio	id=g:6932958
Pizzo del Balzo	id=g:6932962
Pizzi dell' Oro	id=g:6932965
Punta Romilla	id=g:6932966
Cima Scingino	id=g:6932967
Cima del Cavalcorto	id=g:6932975
Monte Cistella	id=g:6932978
Cima di Corna Rossa	id=g:6932982
Pizzo del Forno	id=g:6932988
Monte Boris	id=g:6932993
Monte Masuccio	id=g:6933001
Monte Cavaglia	id=g:6933002
Pizzo del Dosso	id=g:6933004
Torre di Veglia	id=g:6933009
Pizzo Cassandra	id=g:6933010
Cima del Barbacan	id=g:6933027
Cima del Duca	id=g:6933029
Monte Resverde	id=g:6933030
Pizzeta di Brumei	id=g:6933033
Pizzo Diei	id=g:6933037
Cima Lavina	id=g:6933041
Sione	id=g:6933049
Pizzo della Sella	id=g:6933061
Cima Val di Togno	id=g:6933062
Cime di Grom	id=g:6933069
Pizzo di Pioda	id=g:6933073
Punta Salarioli	id=g:6933078
Monte Acquanera	id=g:6933079
Punta Camerozzo	id=g:6933088
Monte Pioda	id=g:6933089
Cima di Valtendra	id=g:6933091
Cima Rovaia	id=g:6933100
Monte Seroti	id=g:6933101
Piz Cancian	id=g:6933102
Torrione di Qualido	id=g:6933104
Corno dell' Omacciolo	id=g:6933105
Pizzo di Corte Cerino	id=g:6933108
Pizzo Ventina	id=g:6933112
Cima Fontana	id=g:6933117
La Colla	id=g:6933120
I Dossoni	id=g:6933127
Pizzo della Piazza	id=g:6933128
Pizzo Luigi Amadeo	id=g:6933132
La Pizzetta	id=g:6933143
Monte Tremoncelli	id=g:6933144
Monte Varadega	id=g:6933146
Scatta d'Orogna	id=g:6933150
Cime di Chiareggio	id=g:6933153
Pizzo Moro	id=g:6933154
Dosso Arlate	id=g:6933155
Campiano	id=g:6933157
Pizzo dei Croselli	id=g:6933159
Torrione di Porro	id=g:6933168
Punta d'Orogna	id=g:6933170
Il Cornetto	id=g:6933173
Cima del Tirlo	id=g:6933174
Pizzo Porcellizzo	id=g:6933175
Punta Baroni	id=g:6933176
Monte Corno	id=g:6933177
Pizzi del Ferro	id=g:6933178
Monte Motta	id=g:6933179
Corni di Cevole	id=g:6933182
La Vecchia	id=g:6933184
Pizzo di Setaggiolo - di Fuori	id=g:6933186
Pizzo di Zocca	id=g:6933190
Loccia del Robbi	id=g:6933191
Punta Ferrario	id=g:6933194
Torrone Orientale	id=g:6933195
Pizzo Creggio	id=g:6933196
Dosso Cornin	id=g:6933197
Pizzo Alto alla Croce	id=g:6933199
Monte Sissone	id=g:6933207
Torrone Centrale	id=g:6933208
Punta Torelli	id=g:6933209
Pizzi Gemelli	id=g:6933210
Punta Sertori	id=g:6933212
Corno Tremoncelli	id=g:6933214
Torrone Occidentale	id=g:6933218
Piz Badilet	id=g:6933221
Cima di Glere	id=g:6933223
Punta Trubinasca	id=g:6933224
Piz de Setag	id=g:6933225
Monte Cazzola	id=g:6933226
Cima di Codera	id=g:6933227
Monte Forno	id=g:6933231
Pizzo di Boccareccio	id=g:6933236
Dosso Campesello	id=g:6933237
Pizzo Trubinasca	id=g:6933240
Corona di Groppo	id=g:6933241
Pizzo Quadro	id=g:6933242
Cima del Vallon	id=g:6933243
Guglie di Cornera	id=g:6933252
Pizzo Nava	id=g:6933257
Monte Palantarins	id=g:6933261
Corona Troggi	id=g:6933277
Corno di Cramec	id=g:6933279
Mot del Ciò	id=g:6933291
Monte Spondascia	id=g:6933304
Pizzo Topera	id=g:6933309
Gli Orli	id=g:6933329
Monte del Sangiatto	id=g:6933335
Pizzo Cornera	id=g:6933337
Piz della Forcola	id=g:6933339
Sasso Moro	id=g:6933355
Ritzberg	id=g:6933357
Sasso Nero	id=g:6933361
Piz Canfinal	id=g:6933368
Sasso Maurone	id=g:6933378
Il Castello	id=g:6933379
Sassi Bianchi	id=g:6933385
Monte Corbernas	id=g:6933388
Scherbadung	id=g:6933391
Corno Dombastone	id=g:6933394
Punta Di Pietra Rossa	id=g:6933395
Pizzo Bandiera	id=g:6933399
Corno dei Becchi	id=g:6933400
Monte delle Forbici	id=g:6933405
Pizasc	id=g:6933409
Pizzo Pojala	id=g:6933413
Monte Croce	id=g:6933419
Monte Storile	id=g:6933423
Punta della Valle	id=g:6933435
Cime di Musella	id=g:6933445
Stange	id=g:6933446
Môt Grande	id=g:6933452
Punta di Tanzonia	id=g:6933453
Trottanera	id=g:6933454
Cima Di Sanson	id=g:6933458
Cima Val Fontana	id=g:6933485
Pizzo Fizzo	id=g:6933489
Rothorn	id=g:6933499
Pizzo Crampiolo sud	id=g:6933500
Punta della Rossa	id=g:6933503
Piz Fora	id=g:6933505
Sassa d'Èntova	id=g:6933514
Punta Marinelli	id=g:6933532
Monte Fo	id=g:6933534
Grampielhorn	id=g:6933538
Piz Papalin	id=g:6933540
Monte Alpisella	id=g:6933549
Pizzo Malenco	id=g:6933550
Pizzo Guardiello	id=g:6933556
Monte Saragiolo	id=g:6933558
Pizzi del Busin	id=g:6933564
Sasso Campana	id=g:6933565
Pizzo Martello	id=g:6933574
Piz Tremoggia	id=g:6933581
Monte Saline	id=g:6933587
Hireli	id=g:6933591
Sasso Rosso	id=g:6933601
Pizzo Ton	id=g:6933615
Piz Alto	id=g:6933616
Mittelberg	id=g:6933619
Corno Creil	id=g:6933624
La Pozza	id=g:6933626
Motto del Piano	id=g:6933632
Pizzo Camoscero	id=g:6933635
Pizzi della Satta	id=g:6933639
Piz da la Fuorcla	id=g:6933648
Pizzo Matto	id=g:6933650
Unter Schinhorn	id=g:6933652
Gross Schinhorn	id=g:6933654
La Sella	id=g:6933655
Motto di Sonder	id=g:6933661
Monte Giove	id=g:6933665
Piz Sella	id=g:6933667
Piz Glüschaint	id=g:6933668
Motta Secca	id=g:6933670
Kleines Schinhorn	id=g:6933672
Monte Minoia	id=g:6933676
Dschimels	id=g:6933679
Dosso dell' Oca	id=g:6933680
Albrunhorn	id=g:6933682
Pizzo Camoscie	id=g:6933690
Piz Argient	id=g:6933699
Bochtehorn	id=g:6933701
Seewischhorn	id=g:6933702
Dosso Sabbione	id=g:6933704
Punta Clogstafel	id=g:6933712
Corno di Boèro	id=g:6933715
Piz Zupò	id=g:6933719
Punta della Scatta	id=g:6933722
Crast'Agüzza	id=g:6933730
Cime Redasco	id=g:6933732
Motto di Bondeno	id=g:6933748
Dosso Camoscio	id=g:6933751
Bellavista	id=g:6933759
Monte Reti	id=g:6933761
Punta di Curzalma	id=g:6933775
Pointe del Forno	id=g:6933782
Cima da Lägh	id=g:6933784
Cima di Profa alta	id=g:6933785
Pizzo Ricolda	id=g:6933790
Pizzo Truzzo	id=g:6933793
Piz Scerscen	id=g:6933798
Cresta del Calcagnolo	id=g:6933810
Punta di Pollore	id=g:6933811
Monte Zandila	id=g:6933813
La Spedla	id=g:6933820
Spalla (La Spedla)	id=g:6933821
Latemar (Diamantiditurm)	id=g:6933823
Mittlebärg	id=g:6933825
Cima Cust	id=g:6933827
Cima Viola	id=g:6933841
Bel Motto	id=g:6933854
Scima di Saoseo	id=g:6933857
Cima Lago Spalmo	id=g:6933861
Sasso Terraccio	id=g:6933863
Motto Alto	id=g:6933867
Punta d'Arbola	id=g:6933872
Kalberhorn	id=g:6933873
Corno di Profa	id=g:6933894
Pizzo Coppetto	id=g:6933899
Sasso di Conca	id=g:6933902
Cima della Freghera	id=g:6933905
Torri del Vannino	id=g:6933911
Sasso Calosso	id=g:6933943
Monte Mala	id=g:6933946
Punta dal Dügüral	id=g:6933952
Corni di Nefelgiù	id=g:6933957
Pizzo Peloso	id=g:6933967
Punta Lebendun	id=g:6933976
Cresta del Piano	id=g:6933979
Pizzo del Costone	id=g:6933987
Corno Talli	id=g:6933991
Sasso Maurigno	id=g:6933992
Punta del Ghiacciaio di Ban	id=g:6933993
Monteur	id=g:6933994
Tamierhorn	id=g:6934000
Pizzo Campaccio	id=g:6934001
Hohsandhorn	id=g:6934006
Moton	id=g:6934019
Motin	id=g:6934020
Corno di Dosdè	id=g:6934026
Monte Maurignino	id=g:6934027
Strahlgrät	id=g:6934029
Pizzo di Dosdè	id=g:6934042
Monte Castello	id=g:6934043
Gemelli di Ban II	id=g:6934046
Monte Vallecetta	id=g:6934060
Monte Oultóir	id=g:6934067
Pizzo Groppera	id=g:6934071
Pizzo del Vallone	id=g:6934074
Punta di Morasco	id=g:6934083
Cima De Piazzi	id=g:6934093
Monte Tignoso	id=g:6934097
Corno di Campo	id=g:6934105
Corno di Ban	id=g:6934110
Corno Sinigaglia	id=g:6934111
La Colmenetta	id=g:6934118
Punta della Sabbia	id=g:6934127
Cima Bianca	id=g:6934129
La Pala	id=g:6934134
Corni di Verva	id=g:6934136
Kastelhorn	id=g:6934138
Pizzo di Selva	id=g:6934139
Monte Immel	id=g:6934142
Monte Rinalpi	id=g:6934146
Piz Paradisin	id=g:6934166
Rothorn	id=g:6934179
Monte Verva	id=g:6934180
Piz Cunfin	id=g:6934183
Corno Rosso	id=g:6934184
Pizzo Confini	id=g:6934185
Cima Valetta	id=g:6934189
Pizzo Bianco	id=g:6934200
Piz Val Nera	id=g:6934205
Corno delle Pecore	id=g:6934216
La Marmolada (Punta Penia)	id=g:6934225
Il Corno	id=g:6934241
Pizzo della Valle	id=g:6934273
Monte Vago	id=g:6934277
Bettelmatthorn	id=g:6934282
Corno di Capra	id=g:6934292
Corno Mutt	id=g:6934317
Pizzo Zembrasca	id=g:6934318
Corno Brunni	id=g:6934320
Monte Mater	id=g:6934326
Pizzo Borron	id=g:6934327
Piz Bianch	id=g:6934347
Piz di Ross	id=g:6934350
Piz dei Rossi	id=g:6934352
Corno Gries	id=g:6934359
Kleines Grieshorn	id=g:6934362
Pizzo di Sterla	id=g:6934376
Rotentalhorn	id=g:6934377
Piz di Pian	id=g:6934380
Pizzo Filone	id=g:6934398
Helgenhorn	id=g:6934399
Punta di Elgio	id=g:6934401
Corno la Resa	id=g:6934405
Pizzo Ferrè	id=g:6934425
Monte Forcellina	id=g:6934462
Monte Foscagno	id=g:6934471
Guglie d'Altare	id=g:6934483
Cima di Val Loga	id=g:6934505
Monte Ganda	id=g:6934525
Monte del Buon Curato	id=g:6934530
Piz della Palù	id=g:6934531
Motta Grande	id=g:6934533
Monte Cardine	id=g:6934534
Monte Breva	id=g:6934542
Monte Corno	id=g:6934571
Costa delle Mine	id=g:6934574
Piz Spadolazzo	id=g:6934601
Monte Garone	id=g:6934622
Pizzo Zoccone	id=g:6934639
Monte Tamai	id=g:6934645
Cresta di Réit	id=g:6934657
Motto del Belvedere	id=g:6934662
Punta Levis	id=g:6934670
Monte delle Mine	id=g:6934671
Cima di Réit	id=g:6934679
Monte delle Rezze	id=g:6934698
Monte Campacci	id=g:6934709
Piz Ursaregls	id=g:6934718
Lattenhorn	id=g:6934726
Dosso Resaccio	id=g:6934728
Monte Castelletto	id=g:6934733
Monte Rocca	id=g:6934734
Monte delle Scale	id=g:6934744
Piz Tamborello	id=g:6934754
Pizzo Cantone	id=g:6934756
Inner Schwarzhorn	id=g:6934779
Cimon Del Froppa	id=g:6934780
Punta del Chiodo	id=g:6934793
Monte Trela	id=g:6934794
Monte della Neve	id=g:6934796
Monte Brentoni	id=g:6934833
Cima Ovest Di Plator	id=g:6934841
Cime di Plator	id=g:6934853
Filone del Mot	id=g:6934863
Punta Lago Nero	id=g:6934874
Cima Doscopa	id=g:6934882
Le Piazze	id=g:6934901
Corno del Palone	id=g:6934907
Dreiländereck	id=g:6934913
Corne di Radisca	id=g:6934915
Monte Scorluzzo	id=g:6934925
Vetta Blesaccia	id=g:6934963
Monte Radisca	id=g:6934965
Le Rese di Scorluzzo	id=g:6934968
Cima Dodici	id=g:6934971
Pizzo Leverone	id=g:6934977
Punta Tagliata	id=g:6934981
Punta Péder di mezzo	id=g:6934986
Monte Marlet	id=g:6934988
Il Pulpito di Flim	id=g:6935000
Cima di Tovo	id=g:6935012
Il Mottolino	id=g:6935013
Dosso di Tabaretta	id=g:6935018
Monte Braulio	id=g:6935021
Monte Solena	id=g:6935037
Monte Pedenolo	id=g:6935038
Punta Livi	id=g:6935044
Monte Pettini	id=g:6935054
Corno di Slúder	id=g:6935059
Monte Torraccia	id=g:6935068
Punta Rosa	id=g:6935089
Forcelle Guazza	id=g:6935092
Piz Schumbreida	id=g:6935095
Monte dell' Orso	id=g:6935100
Col di Quaira	id=g:6935115
Cima di Pozzin	id=g:6935117
Dossobello di fuori	id=g:6935120
L'Angelo Grande	id=g:6935125
Sopra le Frane	id=g:6935136
Punta Alta	id=g:6935143
Cima Fosso di Saldo	id=g:6935155
Monte Crapene	id=g:6935167
Punta di Slúder	id=g:6935170
Cima piccola di Tàrres	id=g:6935171
Piz Tea Fondada	id=g:6935180
Flim	id=g:6935185
Ochsenstand	id=g:6935188
Klein Tartscherkopf	id=g:6935197
Fanis (Punta Di Mezzo)	id=g:6935201
Dossobello di dentro	id=g:6935203
Pizzo Aguzzo	id=g:6935209
Croda del Forno - disotto	id=g:6935214
La Pare	id=g:6935219
Monte dell' Argento	id=g:6935220
Croda del Forno	id=g:6935229
Cresta Azzurra	id=g:6935230
Gross Tartscherkopf	id=g:6935246
Monte di Tàrres	id=g:6935250
Bochetta di Vale Bruna	id=g:6935253
L'Angelo Piccolo	id=g:6935261
Monte del Succhio	id=g:6935263
