Shīv-ā Hiskt	id=g:446063
Khashm Ibn Şabayjī	id=g:6735865
Ad Dahnah	id=g:6735866
Şalībāt al Ḩumayr	id=g:6735867
Khashmat Ibn Şawbān	id=g:6735868
Ar Raḩb	id=g:6735869
‘Ankabāt al Minākh	id=g:6735870
Umm al Adrah	id=g:6735871
Maḩaţţat Tall al Jabār	id=g:6735872
Ghawār	id=g:6735873
Nahr ‘Ubayd	id=g:6735874
Fayḑat Şayhid ar Raḑmah	id=g:6735875
Fayḑat Umm al Ḩumayr	id=g:6735876
Fayḑat Umm Barkas	id=g:6735878
Nahr al Mas‘awdī	id=g:6735879
Nahr ad Dakabah	id=g:6735880
Khawr al Ḩabāsī	id=g:6735881
Nahr al ‘Abādah	id=g:6735882
Nahr al ‘Abārah	id=g:6735883
Nahr al Ḩarmah	id=g:6735884
Nahr al Ḩamá	id=g:6735885
Karmat al Bayḑ	id=g:6735886
Nahr Abū Khashab	id=g:6735887
Nahr as Sāyīḩ	id=g:6735888
Nahr ad Da‘ārīyah	id=g:6735889
Nahr as Sayyib	id=g:6735890
Karmat aş Şakhrīyah	id=g:6735891
Nahr al Azrī	id=g:6735892
Nahr al Khamsayn	id=g:6735893
Nahr al Chabāysh	id=g:6735894
Karmat Umm Khayazrānah	id=g:6735895
Nahr al Qaţā‘	id=g:6735896
Nahr ar Raghlah	id=g:6735897
Nahr Maḑakhat Jayb	id=g:6735898
Sha‘īb ash Shīkhīyah	id=g:6736199
Anşār al Ḩasām	id=g:6736200
Sha‘īb Abū Ḩaḑīr	id=g:6736201
As Silḩūbīyah	id=g:6736202
Ghadīr Laḩūj	id=g:6736203
Ghadīr at Tuwaythah	id=g:6736204
Fayḑat aḑ Ḑubī	id=g:6736205
Fayḑat al Ḩasām	id=g:6736206
Sha‘īb aş Şak‘ah	id=g:6736207
Fayḑat al Ash‘alī	id=g:6736208
Rijlat at Tuwaythah	id=g:6736209
Fayḑat Umm Fīlná	id=g:6736210
Khabrat ash Shīkhīyah	id=g:6736211
Sha‘īb ash Shīkhīyah	id=g:6736212
Thaqb Abū Duwayr	id=g:6736213
Ghadīr adh Dhurīyat	id=g:6736214
Sha‘īb adh Dhurīyah	id=g:6736215
Thaqb Ābū Khāsūfah	id=g:6736216
Sha‘īb Abū Khāsūfah	id=g:6736217
Ghadīr al Khājūl	id=g:6736218
Thaqb aş Şak‘ah	id=g:6736219
Sha‘īb Umm al ‘Akf	id=g:6736220
Thaqb Ābū Ţabrah	id=g:6736221
Ghadfat al Uwaysaţ	id=g:6736469
Jibāl al Masād	id=g:6736470
Wādī Umm aḑ Ḑab‘	id=g:6736471
Wādī ar Ruwayḩil	id=g:6736472
Tulūl ar Ruwayḩil	id=g:6736473
Wādī Jifātah	id=g:6736474
Wādī Jafīlah	id=g:6736475
Wādī Jafnah	id=g:6736476
Wādī Dūwaykhilah	id=g:6736477
Wādī Ḩarrān	id=g:6736478
Ḩufrat Raml	id=g:6736479
Kūr ar Rakkāş	id=g:6736480
Jibāl Arḑumah	id=g:6736481
Wādī Ḑab‘	id=g:6736482
Jibāl al Masād	id=g:6736483
Fayḑah	id=g:6736484
Wādī Abu Dhiyāb	id=g:6736485
Bayār Şalbah	id=g:6736486
Ābār Şalbah	id=g:6736487
Wādī an Natūlīyah	id=g:6736488
Wādī al Fijārah	id=g:6736489
Īshān Abū Jaddū‘	id=g:6739063
Qaryat al Buliḩah	id=g:6739064
Bāsim Jāsim al Filfil	id=g:6739065
‘Arab Sayyālah	id=g:6739066
Qaryat as Sayyālah	id=g:6739067
Washīl Salmān	id=g:6739068
Tulūl Ḩanz̧alah	id=g:6739069
Tulūl Şukhayrīyah	id=g:6739070
Jawdat al ‘Ajim	id=g:6739071
Faramān	id=g:6739072
Qaryat al Jumhūrīyah ash Sharqīyah	id=g:6739073
Tall al ‘Uwaynah	id=g:6739074
Nahr al Ghirbān	id=g:6739075
Qaryat al ‘Uwaynah	id=g:6739076
Mustawşaf al ‘Uwaynah	id=g:6739077
Tall al Aswad	id=g:6739078
Mazāri‘ Fallūjah	id=g:6739079
Īshān Abū Būriyah	id=g:6739080
Qaryat Abū Būrīyah	id=g:6739081
Qaryat Āl Ghāfil	id=g:6739082
Īshān Qaryah	id=g:6739083
Nahr al Ḩijām	id=g:6739084
Al Faḩḩālah	id=g:6739085
Salaf al Ḩijām	id=g:6739086
Qaryat al Ḩijām	id=g:6739087
Nahr Ḩawwārah al Awwal	id=g:6739088
Nahr Ḩawwārah ath Thānī	id=g:6739089
Tall Abū Sudayrah	id=g:6739090
Qaryat an Nawwār	id=g:6739091
Tall Abū Jāmūs	id=g:6739092
Tulūl al Madar	id=g:6739093
Īshān al Mudr	id=g:6739094
Qaryat Sayyid	id=g:6739095
Hawsān Juraybīd	id=g:6739096
Īshān al Khawr	id=g:6739097
Qaryat Abū Būriyah	id=g:6739098
Īshān Ghaft	id=g:6739099
Al Jahārīs	id=g:6739100
Dūr ‘Utāb	id=g:6739101
Nahr al Khawr al Qadīm	id=g:6739102
Īshān at Tuwaym	id=g:6739103
Qaryat al ‘Alawīyah	id=g:6739104
Tall ‘Abdul	id=g:6739105
Jamā‘at Ramādhī	id=g:6739106
Muqāţa‘at Thamāniyah	id=g:6739107
Qaryat Abū ‘Az̧m	id=g:6739108
Nahr al ‘Uthmānīyah	id=g:6739109
Īshān Abū Ḩişān	id=g:6739110
Īshān al Ḩalām	id=g:6739111
Tall Tuwayjah	id=g:6739112
Īshān Ḩiwāl	id=g:6739113
Īshān Tuwayjah	id=g:6739114
Īshān Dūrān	id=g:6739115
Īshān al Fatīl	id=g:6739116
Shaţţ an Nīl	id=g:6739117
Qal‘at az Zīlīyah	id=g:6739118
As Sādah	id=g:6739119
Jamā‘at Karam al ‘Abādī	id=g:6739120
Jamā‘at an Nawām	id=g:6739121
Īshān Abū Ḩabīb	id=g:6739122
Īshān Abū Jasab	id=g:6739123
Ālbū Sulţān	id=g:6739124
Fintāsh wa Kāţ‘i Āl ‘Abīd	id=g:6739125
Īshān Murawwiḩ	id=g:6739126
Īshān Abū Ţilbah	id=g:6739127
Qaryat al Jarzīmah	id=g:6739128
Īshān Abū Şalābīkh	id=g:6739129
Al Asdal al Ḩadīth	id=g:6739130
Tall Sa‘īd	id=g:6739131
Nahr al Ḩajjīyah	id=g:6739132
Īshān Rās al Ya‘ū	id=g:6739133
Īshān as Saljah	id=g:6739134
Īshān Marwah	id=g:6739135
Īshān Ḩamandī	id=g:6739136
Īshān Umm Shalbah	id=g:6739137
Īshān ash Shumrī	id=g:6739138
Qaryat al Barakāt	id=g:6739139
Īshān al Buk‘ah	id=g:6739140
Īshān al Aḩmar	id=g:6739141
Ruwāl al Farḩān	id=g:6739142
Sharkhatān ‘Ulyawī	id=g:6739143
Nahr al Ghiná	id=g:6739144
Qaryat al Ya‘ū	id=g:6739145
Qaryat ‘Uthmān	id=g:6739146
Nahr Abū Jalab	id=g:6739147
Tall aş Şabāḩ al Atharī	id=g:6739148
Īshān Tall aş Şabāḩ	id=g:6739149
Mazāri‘ Fallūjah	id=g:6739150
Nahr al Asdal al Ḩadīth	id=g:6739151
Qaryat Ālbū Chabaḩ	id=g:6739152
Sayyid Kāz̧im	id=g:6739153
Ţalāl an Naşr	id=g:6739154
Jadwal al Ḩurrīyat al Janūbī	id=g:6739155
Īshān ‘Anwat Faras	id=g:6739156
Nahr aş Şūgh	id=g:6739157
Nahr Abū Ḩarāyiḑ	id=g:6739158
Īshān Abū Khirfān	id=g:6739159
Īshān Marjān	id=g:6739160
‘Aţīyah	id=g:6739161
Muḩammad al Ghaḑab	id=g:6739162
Qaryat Āl Warsh	id=g:6739163
Qaryat Muzhir Āl Finjān	id=g:6739164
Nahr Abū Dibs	id=g:6739165
Qaryat ad Dir‘īyah	id=g:6739166
Maqbarat Banī Yūnus	id=g:6739167
Qaryat an Nukhaybah	id=g:6739168
Ḩayāwī al Bādī	id=g:6739169
‘Arab al ‘Ilwah	id=g:6739170
Sayyid ‘Alī	id=g:6739171
Qaryat al Barakāt	id=g:6739172
Qaryat al Juwaysah	id=g:6739173
Qaryat al Jurdāgh	id=g:6739174
Nahr al Bid‘ah	id=g:6739175
Nāḩiyat Sūmar	id=g:6739176
As Sayyid Jūdah	id=g:6739177
Qaryat al Fāḑilīyah	id=g:6739178
Jamā‘at Hādī al Hāwin	id=g:6739179
‘Arab Muḩammad az̧ Z̧āfir	id=g:6739180
Nahr al Wazaqah	id=g:6739181
Nahr Bū Ḩallān	id=g:6739182
Tall az Zāmī	id=g:6739183
Jamā‘at Farḩān Āl ‘Abd Allāh	id=g:6739184
Nahr at Tuhamī	id=g:6739185
Mazāri‘ Fallūjah	id=g:6739186
Nahr Ḩasan	id=g:6739187
Qaryat Āl Faḑl Allāh	id=g:6739188
Qaryat ash Shāţi’	id=g:6739189
Buyūt Sayyid ‘Abbās	id=g:6739190
Qaryat al ‘Ayn	id=g:6739191
Qaryat Sayyid Raḑḑā	id=g:6739192
Qaryat Āl ‘Āmir	id=g:6739193
Al Mazn	id=g:6739194
Nahr Ḩadīdān	id=g:6739195
Jaḩaysh al Jadīd	id=g:6739196
Al Fiklah	id=g:6739197
Qaryat at Tuwaym	id=g:6739199
Jūdat al Muḩammad	id=g:6739200
Rasan al Ma‘ārij	id=g:6739201
Mu‘ārik al Ḩasan	id=g:6739202
Īshān ‘Adīl	id=g:6739203
Īshān aş Şakhrah	id=g:6739204
Ḩusayn ash Shakūr	id=g:6739205
Nahr Barazān	id=g:6739206
Nahr Maţalakat Badī	id=g:6739207
Al Ḩājj ‘Anād	id=g:6739208
Nahr al Hazmī	id=g:6739209
Nahr aş Şulayḩī	id=g:6739210
Īshān Tiknah	id=g:6739211
Ḩusayn al Muḩammad	id=g:6739212
Nahr al Muḩammad al ‘Abbūd	id=g:6739213
Imām al Khiḑr	id=g:6739214
‘Arab Ḑāḩī Mikālilah	id=g:6739215
Īshān Abū ‘Uwayjīnah	id=g:6739216
Īshān Abū Gharkalah	id=g:6739217
Īshān Abū al Kuḩl	id=g:6739218
Nahr ash Shīsh	id=g:6739219
Nahr Ijḩaysh	id=g:6739220
Nahr al Bazl	id=g:6739221
Nahr ash Sharmah	id=g:6739222
Nahr Umnayfikh	id=g:6739223
‘Arab	id=g:6739224
Īshān Abū Jawārīr	id=g:6739225
Tall Injīsah	id=g:6739226
Īshān as Samḩ	id=g:6739227
Īshān Abū Qabr	id=g:6739228
Īshān ar Rāhim	id=g:6739229
Īshān al Abyaḑ	id=g:6739230
Qaryat al Khāşībīyah	id=g:6739231
Nahr al Qaşabah	id=g:6739232
Qaryat al Kūfyānīyah	id=g:6739233
Ḩasān B‘ayū	id=g:6739234
‘Arab Ḩājj Muḩammad al ‘Abbūd	id=g:6739235
Farḩān an Ni‘am	id=g:6739236
Karīm al Ḩassūn	id=g:6739237
Qanāt at Tūnīyah	id=g:6739238
Nahr al Majārī	id=g:6739239
Qaryat Āl Ḩammūd	id=g:6739240
Qaryat Shatwat Kāţi‘	id=g:6739241
Qaryat ash Shūfah	id=g:6739242
Qaryat al Khashmīyāt	id=g:6739243
Hawr al Maţar	id=g:6739244
Qaryat ‘Awwād Āl Maḩsan	id=g:6739245
Nahr at Tirman	id=g:6739246
Qaryat Āl Bawjī	id=g:6739247
‘Arab Sayyid Yāssīn	id=g:6739248
Nahr Jayyid	id=g:6739249
Qaryat Āl Faḑl Allāh	id=g:6739250
Salaf Ālbū Ḩusayn	id=g:6739251
Mashrū‘ al Fawwār al Aysar	id=g:6739252
Qaryat Āl Zībād	id=g:6739253
Nahr Umm ‘Urūk	id=g:6739254
Qaryat Āl Zībād	id=g:6739255
Qaryat Āl Dāwud	id=g:6739256
Nahr al Khardah	id=g:6739257
Īshān Nuwaygham	id=g:6739258
Jam‘īyat at Taḑāmun	id=g:6739259
Al Yūsufīyah	id=g:6739260
‘Arab Āl Ḩamad	id=g:6739261
Ma‘mal Asfalt ad Dīwānīyah	id=g:6739262
Qaryat Jam‘īyat at Taḑāmin	id=g:6739263
Shaţţ ad Dalī	id=g:6739264
Shaţţ Abū Ni‘āj	id=g:6739265
Qal‘at Ālbū Shutaywī	id=g:6739266
Nahr al Khunāk	id=g:6739267
Qaryat as Sādah al Maḩāthīyah	id=g:6739268
Nahr ash Shakāk	id=g:6739269
Nahr al Fatākīyah	id=g:6739270
Ţarīq ‘Afak-Dīwānīyah	id=g:6739271
At Tīhī	id=g:6739272
Īshān Abū Milḩ	id=g:6739273
Īshān Ālbū Yawīş	id=g:6739274
Qaryat al Ārbā‘	id=g:6739275
Al ‘Awāwidah	id=g:6739276
Qaryat as Salīkhah	id=g:6739277
Nahr al ‘Arabīyah	id=g:6739278
Nahr as Sud‘ah	id=g:6739279
Nahr al Karīhah	id=g:6739280
Qaryat al ‘Ajārīj	id=g:6739281
Qaryat Āl ash Sharī‘ah	id=g:6739282
Ma‘mal Asfalt ‘Afak	id=g:6739283
Qaryat Āl ‘Awf	id=g:6739284
Shirkat Istişlāḩ at Turbah al Bulgharīyah	id=g:6739285
Qaryat Āl Naşşār	id=g:6739286
Qaryat al Khushaymāt	id=g:6739287
Qaryat al Khushaymāt	id=g:6739288
Nahr at Tafkah	id=g:6739289
Nahr al ‘Asharah	id=g:6739290
Qaryat al Kaffārāt	id=g:6739291
Sāmān aţ Ţāhir	id=g:6739292
Imām al Ḩamāsh	id=g:6739293
Kāz̧im al Munawwar	id=g:6739294
Shaţţ Ḩusayn	id=g:6739295
Qaryat al Mukhāḑirah	id=g:6739296
Qaryat al Kaffārāt	id=g:6739297
Qaryat Ālbū Nānshī	id=g:6739298
Marqad al Imām Muḩammad al ‘Arabī	id=g:6739299
Tall Dulayhim	id=g:6739300
Īshān Fakhr	id=g:6739301
Īshān Mish‘al	id=g:6739302
Nahr al Ḩadd	id=g:6739303
Qanāt ‘Afak	id=g:6739304
Kharābat al Ḩajj ‘Ashshār	id=g:6739305
Qaryat al Abīḑ	id=g:6739306
Nahr al Mutafāwī	id=g:6739307
Nahr Minkanah	id=g:6739308
Nahr Thīl al Jalb	id=g:6739309
Nahr Umm al Baţţ	id=g:6739310
Abū ar Rūs	id=g:6739311
Īshān Abū ar Rūs	id=g:6739312
Īshān Tall al Laḩm	id=g:6739313
Tall Maţūl Abū Qabr	id=g:6739314
Tall ‘Uwaysijān	id=g:6739315
Nahr Wafī	id=g:6739316
Kharā’ib Būlān al Qadīmah	id=g:6739317
Qaryat al Kumarhanād al Katīshah	id=g:6739318
Ţarīq ‘Afak Āl Budayr	id=g:6739319
‘Arab wa Miḑakhkhat Ghāzī al Budayr	id=g:6739320
Nahr Abū Sibā‘ al Qadīm	id=g:6739321
Qaryat Sab‘at ‘Ashar Işlāḩ	id=g:6739322
Bi’r Nafţ ‘Afak	id=g:6739323
Qaryat ar Rā’idah	id=g:6739324
Madrasat al ‘Irfān al Ibtidā’īyah	id=g:6739325
Nahr al Asdal	id=g:6739326
Qaryat Āl Maţūk	id=g:6739327
Qaryat Shaţţ Ḩusayn	id=g:6739328
Qaryat ar Rā’idah	id=g:6739329
Salaf Barkāt	id=g:6739330
Banāyat Safrah	id=g:6739331
Qaryat al Jazā’ir	id=g:6739332
Tulūl al Madar	id=g:6739333
Qaryat al ‘Alawīyah	id=g:6739334
Tall Hindī	id=g:6739335
Īshān Abū Dhayāb	id=g:6739336
Īshān Safīr	id=g:6739337
Īshān al Zanānīk	id=g:6739338
‘Arab	id=g:6739339
Nahr al ‘Āyir	id=g:6739340
Markaz Shurţat Nafar	id=g:6739341
Nāḩiyat Nafar	id=g:6739342
Qaryat Jardāgh	id=g:6739343
Qaryat al Ba‘th	id=g:6739344
Nahr al Qaryān	id=g:6739345
Ḩaql ad Dīwānīyah lil Dawājin	id=g:6739346
Nahr ad Dalī	id=g:6739347
Nahr al A‘má	id=g:6739348
Nahr Mas‘awdah	id=g:6739349
Nahr al Ḩājj Mahdī	id=g:6739350
Wādī al Maḩfūr	id=g:6740266
Qaryat Abū Munţār	id=g:6740267
Makhfar Shurţat al Majnah	id=g:6740268
Al Fajārah	id=g:6740269
Wādī as Suliyāt	id=g:6740270
As Suliyāt	id=g:6740271
Mudaysīs	id=g:6740814
Al Ghārah	id=g:6740815
Taynūlīyah	id=g:6740816
Ar Rujaylah	id=g:6740817
Ghadīr al Ghār	id=g:6740818
Abū Ghār	id=g:6740819
Tall al Ghār	id=g:6740820
Umm Ţiwālah	id=g:6740821
Rijlat Abū Duwaykhilah	id=g:6740822
Ash Shabwān	id=g:6740823
Umm ar Rihān	id=g:6740824
Ghadīr Abū Zuwayrīţ	id=g:6740825
Az̧ Z̧alay‘ī	id=g:6740826
Aḑ Ḑulay‘ī	id=g:6740827
Wādī aş Şafā’ī	id=g:6740954
Al Gharīyah	id=g:6740955
Makhfar Ḩudūd aş Şafāwīyah	id=g:6740956
Tulūl al Jandalī	id=g:6740957
Wādī al ‘Abīr	id=g:6740958
Wādī Umm aş Şafkān	id=g:6740959
Wādī ash Shaykh	id=g:6740960
Wādī al Mubīdah	id=g:6740961
Wādī al ‘Amīd	id=g:6740962
Al Ghalith	id=g:6740963
Būkarwah	id=g:6740964
Makr al Fahdah	id=g:6740965
Sha‘īb aş Şālḩīyah	id=g:6740966
Makr aş Şālḩīyah	id=g:6740967
Aş Şufāwīyah	id=g:6740968
Makhfar Ḩudūd al Abyaḑ	id=g:6740969
Wādī adh Dharī‘ayn	id=g:6740970
Sha‘īb aş Şaliyāt	id=g:6740971
Tall Ḩāzm	id=g:6740972
Wādī Umm al Jad‘ān	id=g:6740973
Wādī Umm al Jidh‘ān	id=g:6740974
Sha‘īb aş Şafāwīyah	id=g:6740975
Wādī Umm Zulaykhah	id=g:6740976
Sha‘īb Umm al ‘Ukaf	id=g:6748666
Al Mulaysah	id=g:6748667
Ţarāk al Kulayb	id=g:6748668
Miḑakhkhat Mā’ al Kulayb	id=g:6748669
Tall al Kulayb	id=g:6748670
Ad Dayyūd	id=g:6748671
Ar Rafā‘īyah	id=g:6748672
At Taghūrīyat	id=g:6748673
Aţ Ţarāk	id=g:6748674
Thaqb Abū Khanzīr	id=g:6748675
Fayḑat al Hīshīyah	id=g:6748676
Kūr al Būsh	id=g:6748677
Ţarāk al Akra‘	id=g:6748678
Al ‘Ubayd	id=g:6748679
Umm Shawāḩah	id=g:6748680
Fayḑat Umm Ţawāb	id=g:6748681
Sha‘īb Abū Jamīm	id=g:6748682
Kārat Abū Ruḑīmah	id=g:6748683
Kārat Abū Jamīm	id=g:6748684
Wādī Luwayzīyāt	id=g:6748685
Ad Dūdān	id=g:6748686
Khashm Umm Raml	id=g:6748687
Ad Dūdān	id=g:6748688
Al Khulayzī	id=g:6748689
Khashm ad Dūdān	id=g:6748690
Qūr aş Şaḩn	id=g:6749369
Qūr aş Şaḩn	id=g:6749370
Khashmat aḑ Ḑirā‘	id=g:6749371
Aş Şaḩn	id=g:6749372
Khashm al Būlīyah	id=g:6749373
Khashm al Kāḩīyah	id=g:6749374
Tulūl al Maşab	id=g:6749375
Rujm al Maşab	id=g:6749376
Ghuwayrāt al Labān	id=g:6749377
Sawḩ Barīşah	id=g:6749378
Ghār al Barīt	id=g:6749379
Barīşah	id=g:6749380
Sawḩ Barīşah	id=g:6749381
Barīşah	id=g:6749382
Sawḩ Barīşah	id=g:6749383
Rijlat al Gharābīyah	id=g:6749384
Al Gharābīyah	id=g:6749385
Khashm al Gharābīyah	id=g:6749386
Rijlat ‘Urayjāt	id=g:6749387
Al Kaţ‘ah	id=g:6750707
Şaḩayn an Najd	id=g:6750708
Tall al Kaţ‘ah	id=g:6750709
Al Āmghar	id=g:6750710
Kārat al Fahidah	id=g:6750711
Fayḑat Ţamīn	id=g:6750712
Khabrat aḑ Ḑab	id=g:6750713
Khabrat al Āmghar	id=g:6750714
Duwaykhlat al Āmghar	id=g:6750715
Tulūl aş Şajār	id=g:6750880
Tulūl aş Şajār	id=g:6750881
Tulūl aş Şajjār	id=g:6750882
Tulūl aş Şajjār	id=g:6750883
Khashm aş Şajjār	id=g:6750884
Tall Arīnbah	id=g:6750885
Khashm Maftūl	id=g:6750886
Tulūl al Mafarr	id=g:6750887
Khashm Ţalḩah	id=g:6750888
Qūr al ‘Āmij	id=g:6750889
Wādī al Maḑba‘ī	id=g:6750890
Al Ḩusaynīyah	id=g:6750891
Dahdahah	id=g:6750892
Thāminayn	id=g:6750893
Wādī al Mu‘ayshar	id=g:6750894
Ābār al Ḩajarī	id=g:6750895
Ābār Şadīyah	id=g:6750896
Harīm al Ḩişān	id=g:6750897
Sādāt al ‘Āmij	id=g:6750898
Duwaykhalat al ‘Āmij	id=g:6750899
Wādī Duwīkhalat ‘Āmij	id=g:6750900
Wādī ad Duwaykhilah	id=g:6750901
Wādī Harīm al Ḩişān	id=g:6750902
Wādī al Maḑba‘ī	id=g:6750903
Wādī aş Şajjār	id=g:6750904
Wādī Shawāūkat aş Şajjār	id=g:6750905
Wādī an Nukhaybāwīyah	id=g:6750906
Wādī Sawḩ aţ Ţalḩah	id=g:6750907
Sawḩ Ţalḩah	id=g:6750908
Khabrat Ţalḩah	id=g:6750909
Tall Jadīyah	id=g:6751109
Jisr Muḩammad al Qāsim	id=g:6751110
Jisr az Zabar	id=g:6751111
Warshat an Naqal al Barī	id=g:6751112
Nufţ al QadīmŢarīq an	id=g:6751113
Al Ḩayānīyah	id=g:6751114
Ādhā‘at al Başrah	id=g:6751115
Ḩayy al Qabalah	id=g:6751116
Aţ Ţarīq al Istrātījī	id=g:6751117
Ţarīq Raqm Thalathah	id=g:6751118
Ar Rūḩān	id=g:6751119
Maytān	id=g:6751120
Ash Shāfī	id=g:6751121
Amḩūlah	id=g:6751122
Sarājī	id=g:6751123
Qaryat as Sādah	id=g:6751124
Nahr Naraj	id=g:6751125
Ţarīq Nahr Umm Khayāl	id=g:6751126
Kūt al Kawām	id=g:6751127
As Sulamānīyah	id=g:6751128
Jisr ash Shalāmjah	id=g:6751129
Aţ Ţawīlah	id=g:6751130
Jisr aş Şāliḩīyah ath Thānīyat	id=g:6751131
Raḩl al Banāt	id=g:6751132
Maḩaţţat Qiţār Ţawāyah	id=g:6751133
Majarān	id=g:6751134
Balad Salāmah	id=g:6751135
Balad Sumar	id=g:6751136
Qamat Na‘mah	id=g:6751137
Ḩamār	id=g:6751138
Karūn	id=g:6751139
Al Jazīrah	id=g:6751140
Jisr al Ḩabābah	id=g:6751141
Maḩīlah	id=g:6751142
Kūt al Fadāgh	id=g:6751143
Maḩīlah	id=g:6751144
Nahr al Ḩamrah	id=g:6751145
Sīnkar Sabīlat	id=g:6751146
As Sabalīyāt	id=g:6751147
Lanzalah	id=g:6751148
Nahr al Khawrī	id=g:6751149
Nahr Shaykh	id=g:6751150
Minţaqat Nahr Khawrī	id=g:6751151
Imshījījah	id=g:6751152
Balad Salţāt	id=g:6751153
Shaykh Ibrāhīm	id=g:6751154
Minţaqat Nazīlah	id=g:6751155
Al Laqţah	id=g:6751156
‘Araşah	id=g:6751157
Nāz̧im Qanāt al Başrah	id=g:6751158
Nāz̧im Hawīs	id=g:6751159
Bi’r Ma‘had al Buḩūth al Qāḩilah Raqam (Wāḩid)	id=g:6751160
Maḩaţţat al Burjisīyat al Qadīmah	id=g:6751161
Al Burjisīyah	id=g:6751162
Minţaqat Sakīyah	id=g:6751163
Dūr ‘Amāl an Nufţ	id=g:6751164
Makhfar Şabaḩī	id=g:6751165
Jabīlat at Tamrīyah	id=g:6751166
Mazāri‘ Ḩamad al Fāris	id=g:6751167
Ţarīq Ūmm Qaşr	id=g:6751168
‘Abd Allāh as Sarī	id=g:6751169
JābIr al ‘Aţţār	id=g:6751170
Minţaqat Ramlīyah Manbīţah	id=g:6751171
Nahr Bāb Sulaymān	id=g:6751172
Dūr al Maqāwalāt al Āshānīyah	id=g:6751173
Ţarīq al ‘Abbārah - Umm Qaşr	id=g:6751174
Markaz at Tadrīb al Mahnī li Khawr az Zabayr	id=g:6751175
Qaryat al Kūmah	id=g:6751176
Mazāri‘ Mahanat as Sabi‘	id=g:6751177
An Najmī	id=g:6751178
Zaynab	id=g:6751181
Hadāmah	id=g:6751182
Mawīlaḩah	id=g:6751183
Ash Sharyān	id=g:6751184
Mashrū‘ Ḩaşá Jabal Sanām	id=g:6751185
Ash Sha‘īb	id=g:6751186
Mazra‘at Khālid ad Darīhum	id=g:6751188
Makhfar Shurţat al ‘Abdalī	id=g:6751189
‘Abd al ‘Azīz ad Dāīn	id=g:6751190
S‘aūd al Makhḑib	id=g:6751191
Qafāyah	id=g:6751192
Muḩammad al Falās	id=g:6751193
Muḩammad al Mu‘alam	id=g:6751194
Hāshim Laşāfī	id=g:6751195
Jazrat Ḩajm	id=g:6751196
Jisr Şaddām	id=g:6751197
‘Abd Allāh ‘Aīsá	id=g:6751198
Ḩājj Yūsif Ya‘qūb	id=g:6751199
Aḩmad Nāşr	id=g:6751200
‘Abd al ‘Azīz ar Rīḩāt	id=g:6751201
‘Abd ar Razāq an Nadiyām	id=g:6751202
Ḩājj Nīsār	id=g:6751204
‘Abd Allāh Talfah	id=g:6751205
Mazāri‘ al Başrāwī	id=g:6751206
Ḩamad al Fārisī	id=g:6751207
Khaz‘al	id=g:6751208
‘Alī al Ḩusayn	id=g:6751209
Abū Sarḩān	id=g:6751210
Muţar	id=g:6751211
Thāmir al ‘Asāfī	id=g:6751212
‘Āmir al ‘Asāfī	id=g:6751213
Muḩammad al ‘Āhil	id=g:6751214
‘Alī an Nadiyām	id=g:6751215
‘Alī al ‘Ays	id=g:6751216
Nāşr ad Darīham	id=g:6751217
Fākhr ‘Awād	id=g:6751218
Sa‘ūd al ‘Ays	id=g:6751219
Şālaḩ as Suwaydī	id=g:6751220
Yūsuf Ḩamad Salmān	id=g:6751221
Barşarī ar Radhah	id=g:6751222
Razāq al ‘Ālī	id=g:6751223
Muḩammad al ‘Amrān	id=g:6751224
‘Abd Allāh al ‘Alī	id=g:6751225
Muḩammad aş Şama‘ī	id=g:6751226
‘Abūd Sahīl	id=g:6751227
Mazra‘at ‘Abd Allāh al Ma‘arī	id=g:6751228
Khazān al Mazrū‘	id=g:6751229
Khālid ar Rīḩān	id=g:6751230
‘Abd ar Razāq	id=g:6751231
Kharā‘ Manhal	id=g:6751232
‘Azīz al Batūl	id=g:6751233
Al Ma‘īn	id=g:6751234
Qaryat al ‘Awārīn	id=g:6751235
Riyādah	id=g:6751236
Rīsāt	id=g:6751237
‘Abd al Karīm an Nāşr	id=g:6751238
Dāuwd Muşayrī	id=g:6751239
Sadd Khānat Ḩājj Mish‘al	id=g:6751240
Ibrāhīm Riyādah	id=g:6751242
Nuqţat Raşid Āraḑī	id=g:6751243
Minţaqat Ghaz ad Dīn	id=g:6751244
‘Abd al ‘Azīz aş Şanāt	id=g:6751245
S‘aūd al Barīḩān	id=g:6751246
‘Abd ar Raḩman Maḩmūd	id=g:6751247
Fāḑal al Badrū	id=g:6751248
Ḩamīd ash Sharīrah	id=g:6751249
Hājj Muḩammad al Faḑal	id=g:6751250
Aḩmad al Faḑal	id=g:6751251
‘Abd ar Raḩman	id=g:6751252
Khālid ad Dīḩāth	id=g:6751253
Abū ‘Abd Allāh	id=g:6751254
Ibrahīm Khamīs	id=g:6751255
Aḩmad adh Dhakīr	id=g:6751256
Khālid ad Dalījāt	id=g:6751257
‘Abd ar Raḩman al ‘Awhalī	id=g:6751258
‘Abd al Laţīf al ‘Awhalī	id=g:6751259
Nāşr Maḩmūd	id=g:6751260
Mazāri‘ ‘Ajrat	id=g:6751261
Muḩammad al Muḩammad	id=g:6751262
Fahd ad Dalījāt	id=g:6751263
Yūsif al Mazrū‘	id=g:6751264
Ibrāhīm al Mazrū‘	id=g:6751265
‘Abd al ‘Azīz al Bassām	id=g:6751266
