Republic of Kenya	id=g:192950
Dundani	id=g:198820
Dunan Farm	id=g:198821
Dumi	id=g:198822
Dumbule	id=g:198823
Dumbala Kuro	id=g:198824
Dulukiza Sub-Location	id=g:198825
Dulukiza	id=g:198826
Dulololokhora	id=g:198827
Dulei	id=g:198828
Duldul	id=g:198829
Duldul	id=g:198830
Kubi Dula	id=g:198831
Lagh Duko	id=g:198832
Duke of York	id=g:198833
Duke Galla	id=g:198834
Duke	id=g:198835
Dukdi Dera	id=g:198836
Gof Dukana	id=g:198837
Dukana	id=g:198838
Dujumu	id=g:198839
Duimau	id=g:198840
Duharu	id=g:198841
Duharu	id=g:198842
Dugumura	id=g:198843
Dugumura	id=g:198844
Dugda Dera	id=g:198845
Dugaha	id=g:198846
Duffers Pool	id=g:198847
Dufaja	id=g:198848
Dueadera	id=g:198849
Dudup	id=g:198850
Dudubata	id=g:198851
Dudu	id=g:198852
Dudi	id=g:198853
Dudi	id=g:198854
Dudi	id=g:198855
Dubysu	id=g:198856
Laga Dubo	id=g:198857
Duani	id=g:198858
Drumvale Estate	id=g:198859
Murua Dou	id=g:198860
Doshat	id=g:198861
Dosa	id=g:198862
Doromo Falls Estate	id=g:198863
Oldoinyo Dorobo	id=g:198864
Dorfi Arba	id=g:198865
Doonholm Estate	id=g:198866
Doonholm	id=g:198867
Doondu Estate	id=g:198868
Donyo Sabuk Road	id=g:198869
Donyo Sabuk North Road	id=g:198870
Donyo Sabuk Estate	id=g:198871
Donya Kabort	id=g:198872
Dongoni	id=g:198873
Dongo Kundu	id=g:198874
Dongo Kundu	id=g:198875
Donga	id=g:198876
Dondori	id=g:198877
Dondol District Road	id=g:198878
Don Dol	id=g:198879
Don Dol	id=g:198880
Laga Dololo Nurre	id=g:198881
Dololo Maderi	id=g:198882
Laga Dololo Madeir	id=g:198883
Laga Dololo Loge	id=g:198884
Laga Dololo Hantut	id=g:198885
Laga Dololo Danicha	id=g:198886
Laga Dololo Chake	id=g:198887
Dololo Boke	id=g:198888
Dololo Bohol	id=g:198889
Laga Dololo Barsiri	id=g:198890
Dololo Barsiri	id=g:198891
Dololo	id=g:198892
Dololo	id=g:198893
Dololo	id=g:198894
Dolkodera	id=g:198895
Dolisho	id=g:198896
Dolegeshi	id=g:198897
Dole	id=g:198898
Doldol	id=g:198899
Daksa	id=g:198900
Dokoya Olkeju	id=g:198901
Dojini	id=g:198902
Laga Doi	id=g:198903
Doi	id=g:198904
Doi	id=g:198905
Doho Sub-Location	id=g:198906
Doho Sub-Location	id=g:198907
Doho Karachwonyo	id=g:198908
Dogogicha	id=g:198909
Dogogicha	id=g:198910
Dog Hill	id=g:198911
Dofe	id=g:198912
Dofano	id=g:198913
Dofano	id=g:198914
Dodosa Sub-Location	id=g:198915
Dodori Creek	id=g:198916
Dodori	id=g:198917
Dodori	id=g:198918
Dodo	id=g:198919
Dabel	id=g:198920
Dobel	id=g:198921
Divayo	id=g:198922
Disi	id=g:198923
Dishegu	id=g:198924
Dirubi	id=g:198925
Dirso Tawa	id=g:198926
War Dirsame	id=g:198927
Dirribere	id=g:198928
Dirona Yogor	id=g:198929
Dirona Yogor	id=g:198930
Dirona Hills	id=g:198931
Dirona	id=g:198932
Dirona	id=g:198933
Diri Koba	id=g:198934
Laga Diribsoi	id=g:198935
Diribsoi	id=g:198936
Dirib Madera	id=g:198937
Dionsoyiet	id=g:198938
Dindiri	id=g:198939
Dindiri	id=g:198940
Dindiri	id=g:198941
Dinas	id=g:198942
Tulu Dimtu	id=g:198943
Kubi Dimtu	id=g:198944
Dimo	id=g:198945
Dimlitch	id=g:198946
Dimiko Guda	id=g:198947
Dimiko	id=g:198948
Lak Dima	id=g:198949
Laga Dima	id=g:198950
Dilmalyali	id=g:198951
Dilgub	id=g:198952
Diko	id=g:198953
Digula	id=g:198954
Digri	id=g:198955
Digo Settlement Area	id=g:198956
Digoma	id=g:198957
Digo	id=g:198958
Digo	id=g:198959
Digirr Osirigon	id=g:198960
Digiro	id=g:198961
Digira	id=g:198962
Digira	id=g:198963
Digdiga	id=g:198964
Digarradal	id=g:198965
Dif Korma	id=g:198966
Difatha	id=g:198967
Dif	id=g:198968
Dierra	id=g:198969
Dienya Sub-Location	id=g:198970
Dienya	id=g:198971
Diemo	id=g:198972
Did Sarbasa Arbej	id=g:198973
Didoya	id=g:198974
Dido	id=g:198975
Didinga	id=g:198976
Didimtu	id=g:198977
Didimtu	id=g:198978
Didima Bule	id=g:198979
Didentu	id=g:198980
Dida Waredi	id=g:198981
Dida Wachuf	id=g:198982
Dida Sub-Location	id=g:198983
Dida Mahmud	id=g:198984
Dida Goochi Plain	id=g:198985
Dida Gola	id=g:198986
Dida Ghalu	id=g:198987
Dida Galgalu Desert	id=g:198988
Dida Galgalu	id=g:198989
Dida Duka Bora	id=g:198990
Dida Chamu	id=g:198991
Dida Boe	id=g:198992
Dida	id=g:198993
Dida	id=g:198994
Dibuoro	id=g:198995
Dibe Jarsa	id=g:198996
Dibe Arbo	id=g:198997
Dibe	id=g:198998
Dibe	id=g:198999
Dibayu	id=g:199000
Dibbandibba	id=g:199001
Diansoit	id=g:199002
Diani Location	id=g:199003
Diani Estate	id=g:199004
Diani Beach	id=g:199005
Dianga	id=g:199006
Diamono	id=g:199007
Diamono	id=g:199008
Diamond Glacier	id=g:199009
Dhuhumu	id=g:199010
Dhuhoramawe	id=g:199011
Dhiara	id=g:199012
Dhene	id=g:199013
Dharaka	id=g:199014
Dhalado	id=g:199015
Detu	id=g:199016
Det	id=g:199017
Deshek Fino	id=g:199018
Derkali	id=g:199019
Derito	id=g:199020
Derikes	id=g:199021
Derib Gundi	id=g:199022
Dererisa	id=g:199023
Dererisa	id=g:199024
Derera Gof	id=g:199025
Mado Derdetu	id=g:199026
Derati	id=g:199027
Dera Bombi	id=g:199028
El Dera	id=g:199029
Denyenye	id=g:199030
Denten	id=g:199031
Denisar Estates	id=g:199032
Denisa	id=g:199033
Denge	id=g:199034
Denge	id=g:199035
Denderu	id=g:199036
Demweni	id=g:199037
Demo Rubicho	id=g:199038
Demo Obrisa	id=g:199039
Demo Dika	id=g:199040
Demo Dera	id=g:199041
Demesi	id=g:199042
Dembwa	id=g:199043
Delheri	id=g:199044
Delgany Farm	id=g:199045
Mado Delbek	id=g:199046
Delameres Track	id=g:199047
Delamere Peak	id=g:199048
Dela	id=g:199049
Dela	id=g:199050
Dela	id=g:199051
Oldoinyo Degishu	id=g:199052
Degega	id=g:199053
Deepdrene Estate	id=g:199054
Dede	id=g:199055
Dede	id=g:199056
Dedach Murti	id=g:199057
Dedach Milsadetu	id=g:199058
Dedach Lokhole	id=g:199059
Dedach Lokhole	id=g:199060
Dedach Elele	id=g:199061
Dedach Chebra	id=g:199062
Dedach Bresa	id=g:199063
Dedacha Mudi	id=g:199064
Debera	id=g:199065
Debani	id=g:199066
Dawsonville	id=g:199067
Dawo	id=g:199068
Dawa	id=g:199069
Daufata Plain	id=g:199070
Daudi Ojuok	id=g:199071
Datka Eribka	id=g:199072
Dasati	id=g:199073
Darma	id=g:199074
Darken Sedeni	id=g:199075
Darken Saden	id=g:199076
Darken Fulo	id=g:199077
Darken Faiyu	id=g:199078
Darkega	id=g:199079
Darioro	id=g:199080
Darimi	id=g:199081
Dare	id=g:199082
Darasha ya Mawe	id=g:199083
Darandiri	id=g:199084
Darale	id=g:199085
Darakat	id=g:199086
Daraja Sita Bridge	id=g:199087
Darajani	id=g:199088
Darajani	id=g:199089
Darajani	id=g:199090
Darajani	id=g:199091
Darajambili	id=g:199092
Daraja Farm	id=g:199093
Daragube	id=g:199094
Dara Baruso	id=g:199095
Daphnes Pool	id=g:199096
Murua Dap	id=g:199097
Danyeful	id=g:199098
Danta Fof	id=g:199099
Danisa Hills	id=g:199100
Kubi Danicha	id=g:199101
Danicha	id=g:199102
Danich	id=g:199103
Dandu	id=g:199104
Dandora Sisal Estates	id=g:199105
Dandora Estate	id=g:199106
Dandora	id=g:199107
Dandora	id=g:199108
Dandora	id=g:199109
Laga Danabale	id=g:199110
Damfa	id=g:199111
Dambole	id=g:199112
Laga Dambito	id=g:199113
Dambi	id=g:199114
Dambas	id=g:199115
Dambale	id=g:199116
Dambale	id=g:199117
Dambal Doro	id=g:199118
Dambala Kokob	id=g:199119
Dambala Fulchana	id=g:199120
Oldoinyo Damat	id=g:199121
Damasa	id=g:199122
Damasa	id=g:199123
Dalgube	id=g:199124
Dalgube	id=g:199125
Dalecha	id=g:199126
Dalecha	id=g:199127
Hararr Dalata	id=g:199128
Dalambo	id=g:199129
Dalalekutok	id=g:199130
Dalado Jira	id=g:199131
Dalaban	id=g:199132
Daku	id=g:199133
Dakka Jarti	id=g:199134
Kubi Dakhara	id=g:199135
Dakaye	id=g:199136
Daka Wachu	id=g:199137
Dakawachu	id=g:199138
Gof Dakara	id=g:199139
Gof Dakara	id=g:199140
Gof Dakara	id=g:199141
Dakara	id=g:199142
Dakara	id=g:199143
Daka Lawa	id=g:199144
Dakalaftu	id=g:199145
Daka Kat	id=g:199146
Laga Dakaji	id=g:199147
Daka Horr	id=g:199148
Daka Dima	id=g:199149
Daka Dima	id=g:199150
Dakadima	id=g:199151
Dakadima	id=g:199152
Dakadima	id=g:199153
Daka Dima	id=g:199154
Dakadima	id=g:199155
Dakadim	id=g:199156
Daka Dakotha	id=g:199157
Daka Dadaba	id=g:199158
Daka Choma	id=g:199159
Daka Chom	id=g:199160
Dakacha Dowata	id=g:199161
Dakacha	id=g:199162
Dakacha	id=g:199163
Dakacha	id=g:199164
Daka Buko	id=g:199165
Dakabuko	id=g:199166
Dakaborr	id=g:199167
Daka Bawr	id=g:199168
Daka Baru	id=g:199169
Daka Ajof	id=g:199170
Nambala Daka	id=g:199171
Daka	id=g:199172
Dagurugurueti	id=g:199173
Dago Sub-Location	id=g:199174
Dagoretti Location	id=g:199175
Dagoretti Forest	id=g:199176
Dagoretti	id=g:199177
Dagoretti	id=g:199178
Dagoretti	id=g:199179
Dagoretti	id=g:199180
Daghani	id=g:199181
Dagamra Location	id=g:199182
Dagamra	id=g:199183
Dagamra	id=g:199184
Dagalab	id=g:199185
Dafina Estate	id=g:199186
Laga Dafat	id=g:199187
Dafam	id=g:199188
Dadu Sala Okauti	id=g:199189
Dadoni	id=g:199190
Dadole	id=g:199191
Dadol	id=g:199192
Dadilash	id=g:199193
Dadech On Ajoo	id=g:199194
Dadech Jere	id=g:199195
Dadech Gages	id=g:199196
Dad Dogh	id=g:199197
Dadapo	id=g:199198
Dadacha Obo	id=g:199199
Dadacha Mosa	id=g:199200
Dadacha Korma Adi	id=g:199201
Dadacha Iresa	id=g:199202
Dadacha Egdo Galgalo	id=g:199203
Dadacha A-Wal Eda	id=g:199204
Dadabo Reselesa	id=g:199205
Dadabo Dima	id=g:199206
Dad-Abas	id=g:199207
Dadaab	id=g:199208
Dadaab	id=g:199209
Dachisa	id=g:199210
Dabira	id=g:199211
Dabida and Sagalla Section	id=g:199212
Dabida	id=g:199213
Dabeit	id=g:199214
Dabaso Rock	id=g:199215
Dabaso	id=g:199216
Daba Siti	id=g:199217
Dabasidi	id=g:199218
Dabasamoga	id=g:199219
Daba Re	id=g:199220
Dabar	id=g:199221
Dabandabli	id=g:199222
Daba Huka	id=g:199223
Dabadera	id=g:199224
Dabadera	id=g:199225
Daba Der	id=g:199226
Dabacha	id=g:199227
Dabacha	id=g:199228
Daba	id=g:199229
Daba	id=g:199230
Curling Pond	id=g:199231
Curde	id=g:199232
Cults Estate	id=g:199233
Cullen Dairy	id=g:199234
Crescent Island	id=g:199235
Crescent Hill	id=g:199236
Creacombe Estate	id=g:199237
Crater Lake	id=g:199238
Cranhurst Estate	id=g:199239
Cousins Corner	id=g:199240
Cotswold Estate	id=g:199241
Coryndon Peak	id=g:199242
Coryndon Farm	id=g:199243
Coryndon Falls	id=g:199244
Lake Conch	id=g:199245
Cokereria	id=g:199246
Coast Province	id=g:199247
Coast Land Unit	id=g:199248
Clovelly Estate	id=g:199249
Closeburn Estate	id=g:199250
Clark Patch	id=g:199251
City Estate	id=g:199252
Cinon	id=g:199253
Cimbria Farm	id=g:199254
Cianda Estate	id=g:199255
Chyulu Water Tank	id=g:199256
Chyulu Two	id=g:199257
Chyulu Range	id=g:199258
Chyulu Game Conservation Area	id=g:199259
Chyulu	id=g:199260
Chwele Sub-Location	id=g:199261
Chwele	id=g:199262
Chwele	id=g:199263
Chwele	id=g:199264
Chwaka	id=g:199265
Chuuri	id=g:199266
Churo Reserve	id=g:199267
Churo	id=g:199268
Churo	id=g:199269
Churkuro	id=g:199270
Chura	id=g:199271
Chunyu	id=g:199272
Chunoni Section	id=g:199273
Chunge	id=g:199274
Chuna Forest	id=g:199275
Chumbiri	id=g:199276
Melka Chuma	id=g:199277
Chuluni	id=g:199278
Chulaimbo	id=g:199279
Chula	id=g:199280
Chukulukong	id=g:199281
Chukia	id=g:199282
Chukalesid	id=g:199283
Chuka	id=g:199284
Chuini Sub-Location	id=g:199285
Chui Estate	id=g:199286
Chui	id=g:199287
Chui	id=g:199288
Chui	id=g:199289
Chugu Sub-Location	id=g:199290
Chugu	id=g:199291
Chufa	id=g:199292
Chua Dam	id=g:199293
Chsyiani	id=g:199294
Christmas Falls	id=g:199295
Chowei	id=g:199296
Choto	id=g:199297
Chorwa	id=g:199298
Chororget	id=g:199299
Chorom	id=g:199300
Murua Chorog	id=g:199301
Murua Chorog	id=g:199302
Emurua Chorod	id=g:199303
Choro Choro	id=g:199304
Choro	id=g:199305
Chormi	id=g:199306
Choremeyen	id=g:199307
Chopukatina	id=g:199308
Chop Sub-Location	id=g:199309
Chop Plain	id=g:199310
Chopo	id=g:199311
Choomba	id=g:199312
Chonyi Location	id=g:199313
Chonye Sub-Location	id=g:199314
Chonye	id=g:199315
Chongwani	id=g:199316
Chongoni	id=g:199317
Chomo Sub-Location	id=g:199318
Chomong Falls	id=g:199319
Chomogondy Estate	id=g:199320
Chomo	id=g:199321
Chomo	id=g:199322
Chomisya	id=g:199323
Chomiek	id=g:199324
Chome	id=g:199325
Chomboni	id=g:199326
Chombo	id=g:199327
Chololo	id=g:199328
Chokichok	id=g:199329
Choke	id=g:199330
Chokaa	id=g:199331
Laga Choichuf	id=g:199332
Chogoria Sub-Location	id=g:199333
Chogoria	id=g:199334
Chogoi	id=g:199335
Chof	id=g:199336
Bur Choche	id=g:199337
El Chobo	id=g:199338
Got Choba	id=g:199339
Choba	id=g:199340
Chiwa	id=g:199341
Chiunguni	id=g:199342
Chituambugi	id=g:199343
Chitohi	id=g:199344
Chitehi	id=g:199345
Chitago	id=g:199346
Chisa Warsesa	id=g:199347
Chirte Hiyesa	id=g:199348
Chirte Hiyesa	id=g:199349
Chiromo	id=g:199350
Chiri-Chiro	id=g:199351
Chipkirima	id=g:199352
Chipder	id=g:199353
Chiokarige	id=g:199354
Chingwede	id=g:199355
Chingeroti	id=g:199356
Chingeria Rock	id=g:199357
Chinga Road	id=g:199358
Chinga Location	id=g:199359
Chinga Forest Guard Post	id=g:199360
Chinga Coffee Nursery	id=g:199361
Chinga	id=g:199362
Chinga	id=g:199363
Chindunguni	id=g:199364
Chindunda	id=g:199365
Chinato	id=g:199366
Chinato	id=g:199367
Chimuje	id=g:199368
Chimtakuikui	id=g:199369
Chimera	id=g:199370
Chimbichi	id=g:199371
Chimangeti	id=g:199372
Chimagonja	id=g:199373
Chilulu Sub-Location	id=g:199374
Chilkararotu	id=g:199375
Chiliba	id=g:199376
Chilati	id=g:199377
Chikuu	id=g:199378
Chikola	id=g:199379
Chije Sub-Location	id=g:199380
Chigowe	id=g:199381
Chiga Sub-Location	id=g:199382
Chiganguni	id=g:199383
Chiga	id=g:199384
Chifiri	id=g:199385
Chieni Forest	id=g:199386
Chiemu Crater	id=g:199387
Chiemu	id=g:199388
Chieko	id=g:199389
Chief Uku Dam	id=g:199390
Chidaluni	id=g:199391
Chibosan	id=g:199392
Chibit	id=g:199393
Chibilil	id=g:199394
Chibelet Cone	id=g:199395
Chiba	id=g:199396
Chiawango	id=g:199397
Chiapan	id=g:199398
Chianondu	id=g:199399
Chiangulu	id=g:199400
Chianguko	id=g:199401
Chiangima	id=g:199402
Chiandonga	id=g:199403
Chianda	id=g:199404
Chiananda	id=g:199405
Chiamethuti	id=g:199406
Chiambuli	id=g:199407
Chiambiti	id=g:199408
Chiakamunu	id=g:199409
Chewoyet	id=g:199410
Chewele	id=g:199411
Chewarain	id=g:199412
Chewani	id=g:199413
Cheusi Point	id=g:199414
Chetumu	id=g:199415
Chesumwe	id=g:199416
Chesumbai	id=g:199417
Chesubit	id=g:199418
Chesor	id=g:199419
Chesongoch	id=g:199420
Chesolop	id=g:199421
Chesolop	id=g:199422
Chesoi Sub-Location	id=g:199423
Chesoi	id=g:199424
Chesoi	id=g:199425
Chesoi	id=g:199426
Chesoen	id=g:199427
Chesmarapa	id=g:199428
Chesirimion	id=g:199429
Chesirim	id=g:199430
Chesingor	id=g:199431
Chesimot	id=g:199432
Chesilyot	id=g:199433
Cheseweo	id=g:199434
Chesetan Sub-Location	id=g:199435
Chesetan	id=g:199436
Chesero Sub-Location	id=g:199437
Chesera Sub-Location	id=g:199438
Chesera	id=g:199439
Chesera	id=g:199440
Chesegon	id=g:199441
Chesawach	id=g:199442
Chesauilmet	id=g:199443
Chesauilmet	id=g:199444
Chesamisi	id=g:199445
Chesakaki	id=g:199446
Chesabet	id=g:199447
Cheronget	id=g:199448
Cheronge	id=g:199449
Cheronge	id=g:199450
Cherkabol	id=g:199451
Cheriroita	id=g:199452
Cheribo	id=g:199453
Cheribo	id=g:199454
Cherial Forest	id=g:199455
Cherial	id=g:199456
Chereremet	id=g:199457
Chera Plain	id=g:199458
Cherangany Location	id=g:199459
Cherangany Hills	id=g:199460
Cherangany	id=g:199461
Cherangany	id=g:199462
Chera	id=g:199463
Chepyungei	id=g:199464
Chepyegoris	id=g:199465
Chepwostuyet	id=g:199466
Chepusinkara	id=g:199467
Chepurwa	id=g:199468
Chepunyal Hills	id=g:199469
Chepunyal	id=g:199470
Chepunyal	id=g:199471
Cheptwech	id=g:199472
Chepturas	id=g:199473
Cheptunyo Range	id=g:199474
Cheptulyeb	id=g:199475
Cheptulu	id=g:199476
Cheptulil	id=g:199477
Cheptulel	id=g:199478
Chep Tukol	id=g:199479
Cheptuiyet	id=g:199480
Cheptuiyet	id=g:199481
Cheptuiyet	id=g:199482
Cheptuimet	id=g:199483
Cheptororiet	id=g:199484
Cheptongei Sub-Location	id=g:199485
Cheptonge	id=g:199486
Cheptoin	id=g:199487
Cheptoigan	id=g:199488
Cheptilon	id=g:199489
Cheptilmeril	id=g:199490
Cheptil	id=g:199491
Cheptik	id=g:199492
Chepterwai Sub-Location	id=g:199493
Chepterwai	id=g:199494
Chepterr Ford	id=g:199495
Chepteret	id=g:199496
Cheptenye	id=g:199497
Cheptenden	id=g:199498
Cheptebes	id=g:199499
Cheptebes	id=g:199500
Cheptebei Dam	id=g:199501
Cheptarit	id=g:199502
Cheptarit	id=g:199503
Cheptarit	id=g:199504
Cheptarei	id=g:199505
Cheptaram Escarpment	id=g:199506
Cheptaram	id=g:199507
Cheptangulge	id=g:199508
Cheptandan	id=g:199509
Cheptamet	id=g:199510
Cheptalelyei Sub-Location	id=g:199511
Cheptakenya	id=g:199512
Cheptak	id=g:199513
Cheptai	id=g:199514
Cheptai	id=g:199515
Cheptai	id=g:199516
Cheptagum	id=g:199517
Cheptabes Estate	id=g:199518
Chepswerta	id=g:199519
Chepsonoi	id=g:199520
Chepsembei Dam	id=g:199521
Chepsamo	id=g:199522
Chepsabu	id=g:199523
Cheprube	id=g:199524
Chepropoi	id=g:199525
Chepropoi	id=g:199526
Chepolol	id=g:199527
Chep’ng’isimgut Dam	id=g:199528
Chepng’aina	id=g:199529
Chepmet	id=g:199530
Cheploske	id=g:199531
Cheplil	id=g:199532
Cheplembus	id=g:199533
Cheplelwa Sub-Location	id=g:199534
Cheplelwa	id=g:199535
Cheplelwa	id=g:199536
Cheplelaibei	id=g:199537
Cheplel	id=g:199538
Cheplanget Sub-Location	id=g:199539
Cheplanget	id=g:199540
Cheplanget	id=g:199541
Chepkwavi	id=g:199542
Chepkutin	id=g:199543
Chepkurwo	id=g:199544
Chepkunyuk	id=g:199545
Chepkunyuk	id=g:199546
Chepkum Sub-Location	id=g:199547
Chepkumia Location	id=g:199548
Chepkumia	id=g:199549
Chepkum	id=g:199550
Chepkuloi	id=g:199551
Chepkuloi	id=g:199552
Chepkuchumo Forest	id=g:199553
Chepkuchumo	id=g:199554
Chepkube	id=g:199555
Chepkube	id=g:199556
Chepkube	id=g:199557
Chepkoyet	id=g:199558
Chepkotet	id=g:199559
Chepkositonik	id=g:199560
Chepkosilen	id=g:199561
Chepkorio Sub-Location	id=g:199562
Chepkorio	id=g:199563
Chepkorio	id=g:199564
Chepkopit	id=g:199565
Chepkongul	id=g:199566
Chepkongony	id=g:199567
Chepkongho	id=g:199568
Chepkondol Sub-Location	id=g:199569
Chepkondol	id=g:199570
Chepkolon	id=g:199571
Chepkoloi Sub-Location	id=g:199572
Chepkoiyo Sub-Location	id=g:199573
Chepkoisi	id=g:199574
Chepkoisi	id=g:199575
Chepkoi	id=g:199576
Chep Koghen	id=g:199577
Chepkobeh Sub-Location	id=g:199578
Chepkobeh	id=g:199579
Chepkobeh	id=g:199580
Chepko	id=g:199581
Chepkitale	id=g:199582
Chepkirial	id=g:199583
Chepkirial	id=g:199584
Chepkimon	id=g:199585
Chepketeret	id=g:199586
Chepkesin	id=g:199587
Chepkererat	id=g:199588
Chepkeigei Dam	id=g:199589
Chepkebure	id=g:199590
Chepkatame	id=g:199591
Chepkarat Sub-Location	id=g:199592
Chepkakon	id=g:199593
Chepitet	id=g:199594
Chepikelwe	id=g:199595
Cheperelwe	id=g:199596
Chepengoi	id=g:199597
Chepelion	id=g:199598
Chepchoina	id=g:199599
Chepchipik	id=g:199600
Chepchelwarech	id=g:199601
Chepareria Sub-Location	id=g:199602
Chepareria	id=g:199603
Chepareria	id=g:199604
Chepanda Sub-Location	id=g:199605
Chepanda	id=g:199606
Chepalungu Location	id=g:199607
Chepalungu Forest	id=g:199608
Chepalmach	id=g:199609
Chenza Ridges	id=g:199610
Chengoni Sub-Location	id=g:199611
Chengomo	id=g:199612
Chengo	id=g:199613
Chenekek	id=g:199614
Chemwote	id=g:199615
Chemwoien	id=g:199616
Chemwochoi	id=g:199617
Chemwapit	id=g:199618
Chemwabul	id=g:199619
Chemutum Salt Lick	id=g:199620
Chemuswo	id=g:199621
Chemusuk	id=g:199622
Chemuse	id=g:199623
Chemuse	id=g:199624
Chemurkoi Forest	id=g:199625
Chemurkoi	id=g:199626
Chemuneko	id=g:199627
Chemundu Sub-Location	id=g:199628
Chemundu Location	id=g:199629
Chemundu	id=g:199630
Chemuche Sub-Location	id=g:199631
Chemoule	id=g:199632
Chemosusu	id=g:199633
Chemosusu	id=g:199634
Chemosos	id=g:199635
Chemosit Estate	id=g:199636
Chemosit	id=g:199637
Chemosit	id=g:199638
Chemosit	id=g:199639
Chemoset Estate	id=g:199640
Chemorongit Hills	id=g:199641
Chemorgong Forest	id=g:199642
Chemongo	id=g:199643
Chemonges	id=g:199644
Chemomi	id=g:199645
Chemomi	id=g:199646
Chemoikut	id=g:199647
Chemoigut Sub-Location	id=g:199648
Chemoigut	id=g:199649
Chemoiben	id=g:199650
Chemoiben	id=g:199651
Chemogut	id=g:199652
Chemogokwa	id=g:199653
Chemogoch Sub-Location	id=g:199654
Chemogoch	id=g:199655
Chemogo	id=g:199656
Chemoge Sub-Location	id=g:199657
Chemoge	id=g:199658
Chemoge	id=g:199659
Chemnyiais	id=g:199660
Chemnoet	id=g:199661
Chemnirot	id=g:199662
Chemngolos	id=g:199663
Chemng’atat Dam	id=g:199664
Chemkako	id=g:199665
Chemitei	id=g:199666
Chemgombet	id=g:199667
Chemeroi	id=g:199668
Chemeroi	id=g:199669
Chemeri	id=g:199670
Chemelil Sugar Estate	id=g:199671
Chemelil Sub-Location	id=g:199672
Chemelil	id=g:199673
Chemelet	id=g:199674
Lake Chem Chem	id=g:199675
Chematu	id=g:199676
Chemasiri	id=g:199677
Chemasingi Estate	id=g:199678
Chemase Sub-Location	id=g:199679
Chemase	id=g:199680
Chemaner	id=g:199681
Chemaner	id=g:199682
Chemaner	id=g:199683
Chemanani	id=g:199684
Chemamul	id=g:199685
Chemalal	id=g:199686
Chemagel Sub-Location	id=g:199687
Chemagel	id=g:199688
Chelundu	id=g:199689
Chelelemuk	id=g:199690
Chelelemuk	id=g:199691
Chelelaibe	id=g:199692
Cheleget	id=g:199693
Chelebe	id=g:199694
Chekuri	id=g:199695
Chekulo	id=g:199696
Chekulo	id=g:199697
Chekombero	id=g:199698
Chekolatom	id=g:199699
Cheketha	id=g:199700
Cheimen	id=g:199701
Chehe Sub-Location	id=g:199702
Chehe	id=g:199703
Chehe	id=g:199704
Chehe	id=g:199705
Chegulo	id=g:199706
Chegisan	id=g:199707
Chege Sub-Location	id=g:199708
Chegeini	id=g:199709
Chege	id=g:199710
Chechepole	id=g:199711
Chebweki	id=g:199712
Chebwai	id=g:199713
Chebwagan	id=g:199714
Chebuyusi	id=g:199715
Chebuyusi	id=g:199716
Chebusyenya	id=g:199717
Chebuswa	id=g:199718
Chebusi	id=g:199719
Chebunyo	id=g:199720
Chebungus	id=g:199721
Chebunge	id=g:199722
Chebumon	id=g:199723
Chebukwa Hills	id=g:199724
Chebukwa	id=g:199725
Chebukaka	id=g:199726
Chebuin	id=g:199727
Chebuin	id=g:199728
Chebugon Dam	id=g:199729
Chebrubei	id=g:199730
Cheboyit Forest	id=g:199731
Chebosi	id=g:199732
Cheboseron	id=g:199733
Chebororwa	id=g:199734
Chebororwa	id=g:199735
Chebororwa	id=g:199736
Chebororwa	id=g:199737
Cheboror	id=g:199738
Cheborgo	id=g:199739
Cheborge Sub-Location	id=g:199740
Cheborge	id=g:199741
Cheborge	id=g:199742
Cheborani	id=g:199743
Chebonge	id=g:199744
Chebole	id=g:199745
Chebokokwa	id=g:199746
Cheboin’gong	id=g:199747
Cheboin	id=g:199748
Cheboin	id=g:199749
Cheboin	id=g:199750
Cheboin	id=g:199751
Cheboin	id=g:199752
Chebo	id=g:199753
Chebloch	id=g:199754
Cheblingwich	id=g:199755
Chebiwon Plains	id=g:199756
Chebitet	id=g:199757
Chebisat	id=g:199758
Chebirirbei	id=g:199759
Chebirir	id=g:199760
Chebirbelek	id=g:199761
Chebirbei	id=g:199762
Chebior	id=g:199763
Chebinyiny Sub-Location	id=g:199764
Chebinyiny	id=g:199765
Chebilat Sub-Location	id=g:199766
Chebilat	id=g:199767
Chebigin	id=g:199768
Chebigen	id=g:199769
Chebiemit Sub-Location	id=g:199770
Chebiemit	id=g:199771
Cheberkeriungo	id=g:199772
Cheberen Sub-Location	id=g:199773
Cheberen	id=g:199774
Cheberen	id=g:199775
Cheberen	id=g:199776
Chebekater	id=g:199777
Chebchuk	id=g:199778
Chebartigon Forest	id=g:199779
Chebarsiat Sub-Location	id=g:199780
Chebarbar	id=g:199781
Chebaran	id=g:199782
Chebara	id=g:199783
Chebango	id=g:199784
Chebangang	id=g:199785
Chebangang	id=g:199786
Chebakundi	id=g:199787
Chebaiywa	id=g:199788
Chebaiywa	id=g:199789
Chawia Location	id=g:199790
Chawia	id=g:199791
Chawachi	id=g:199792
Chavugami	id=g:199793
Chavavo	id=g:199794
Chavakali Sub-Location	id=g:199795
Chavakali	id=g:199796
Chauringo Sub-Location	id=g:199797
Chathoro	id=g:199798
Cha Simba	id=g:199799
Cha Simba	id=g:199800
Cha Shimba	id=g:199801
Cha Shimba	id=g:199802
Charpore Lane	id=g:199803
Charo	id=g:199804
