Bản A Ma	id=g:1591223
Huyện Tánh Linh	id=g:1905568
Huyện Ðức Linh	id=g:1905569
Huyện Phú Quý	id=g:1905570
Thị xã Vĩnh Yên	id=g:1905571
Huyện Tam Ðảo	id=g:1905572
Huyện Mẻ Linh	id=g:1905573
Huyện Yên Lạc	id=g:1905574
Huyện Vĩnh Tường	id=g:1905575
Huyện Lập Thạch	id=g:1905576
Tỉnh Phú Thọ	id=g:1905577
Thành phố Việt Trì	id=g:1905578
Thị xã Phú Thọ	id=g:1905579
Huyện Phong Châu	id=g:1905580
Huyện Thanh Ba	id=g:1905581
Huyện Sông Thao	id=g:1905582
Huyện Tam Thanh	id=g:1905583
Huyện Thanh Sơn	id=g:1905584
Huyện Yên Lâp	id=g:1905585
Huyện Ha Hòa	id=g:1905586
Huyện Ðoan Hùng	id=g:1905587
Thị Xã Hà Tĩnh	id=g:1905588
Huyện Cẩm Xuyên	id=g:1905589
Huyện Kỳ Anh	id=g:1905590
Huyện Hương Khê	id=g:1905591
Huyện Thạch Hà	id=g:1905592
Huyện Can Lộc	id=g:1905593
Huyện Nghi Xuân	id=g:1905594
Thị Xã Hồng Lĩnh	id=g:1905595
Huyện Ðức Thọ	id=g:1905596
Huyện Hương Sơn	id=g:1905597
Thành Phố Nha Trang	id=g:1905598
Huyện Diên Khánh	id=g:1905599
Huyện Cam Ranch	id=g:1905600
Huyện Khánh Sơn	id=g:1905601
Huyện Khánh Vĩnh	id=g:1905602
Huyện Ninh Hòa	id=g:1905603
Huyện Vạn Ninh	id=g:1905604
Huyện Trường Sa	id=g:1905605
Thị Xã Kon Tum	id=g:1905606
Huyện Ðắk Hà	id=g:1905607
Huyện Kon Plông	id=g:1905608
Huyện Ðắk Tô	id=g:1905609
Huyện Sa Thầy	id=g:1905610
Huyện Ngọc Hồi	id=g:1905611
Huyện Ðắk Glei	id=g:1905612
Thị Xã Quảng Ngãi	id=g:1905613
Huyện Tư Nghĩa	id=g:1905614
Huyện Sơn Tịnh	id=g:1905615
Huyện Bình Sơn	id=g:1905616
Huyện Trà Bồng	id=g:1905617
Huyện Sơn Tây	id=g:1905618
Huyện Sơn Hà	id=g:1905619
Huyện Minh Long	id=g:1905620
Huyện Nghĩa Hành	id=g:1905621
Huyện Mộ Ðức	id=g:1905622
Huyện Ba Tơ	id=g:1905623
Huyện Ðức Phổ	id=g:1905624
Huyện Lý Sơn	id=g:1905625
Tỉnh Nam Ðịnh	id=g:1905626
Thành phố Nam Ðịnh	id=g:1905627
Huyện Mỹ Lộc	id=g:1905628
Huyện Vụ Bản	id=g:1905629
Huyện Ý Yên	id=g:1905630
Huyện Nam Trực	id=g:1905631
Huyện Trực Ninh	id=g:1905632
Huyện Xuân Trường	id=g:1905633
Huyện Giao Thủy	id=g:1905634
Huyện Hải Hậu	id=g:1905635
Huyện Nghĩa Hưng	id=g:1905636
Tỉnh Hà Nam	id=g:1905637
Thị xã Phủ Lý	id=g:1905638
Huyện Duy Tiên	id=g:1905639
Huyện Kim Bảng	id=g:1905640
Huyện Thanh Liêm	id=g:1905641
Huyện Bình Lục	id=g:1905642
Huyện Lý Lhân	id=g:1905643
Thành Phố Huế	id=g:1905644
Huyện Hương Thủy	id=g:1905645
Huyện Phú Vang	id=g:1905646
Huyện Quảng Ðiền	id=g:1905647
Huyện Phong Ðiền	id=g:1905648
Huyện Hương Trà	id=g:1905649
Huyện A Lưới	id=g:1905650
Huyện Nam Ðông	id=g:1905651
Huyện Phú Lộc	id=g:1905652
Thị Xã Tuy Hòa	id=g:1905653
Huyện Tuy Hòa	id=g:1905654
Huyện Sông Hinh	id=g:1905655
Huyện Sơn Hòa	id=g:1905656
Huyện Tuy An	id=g:1905657
Huyện Sông Cầu	id=g:1905658
Huyện Ðồng Xuân	id=g:1905659
Thị Xã Yên Bái	id=g:1905660
Thị Xã Nghĩa Lộ	id=g:1905661
Huyện Trấn Yên	id=g:1905662
Huyện Văn Chấn	id=g:1905663
Huyện Yên Bình	id=g:1905664
Huyện Văn Yên	id=g:1905665
Huyện Lục Yên	id=g:1905666
Huyện Trạm Tấu	id=g:1905667
Huyện Mù Căng Chải	id=g:1905668
Tỉnh Bắc Kạn	id=g:1905669
Huyện Bạch Thông	id=g:1905670
Huyện Chợ Ðồn	id=g:1905671
Huyện Ba Bể	id=g:1905672
Huyện Ngân Sơn	id=g:1905673
Huyện Na Rì	id=g:1905674
Tỉnh Bạc Liêu	id=g:1905675
Huyện Giá Rai	id=g:1905676
Huyện Hồng Dân	id=g:1905677
Tỉnh Cà Mau	id=g:1905678
Thị Xã Cà Ma	id=g:1905679
Huyện Thới Bình	id=g:1905680
Huyện U Minh	id=g:1905681
Huyện Trần Văn Thời	id=g:1905682
Huyện Cái Nước	id=g:1905683
Huyện Ðầm Dơi	id=g:1905684
Huyện Ngọc Hiển	id=g:1905685
Tỉnh Hải Dương	id=g:1905686
Thị Xã Hải Dương	id=g:1905687
Huyện Cẩm Giàng	id=g:1905688
Huyện Bình Giang	id=g:1905689
Huyện Gia Lộc	id=g:1905690
Huyện Thanh Miện	id=g:1905691
Huyện Minh Giang	id=g:1905692
Huyện Tứ Kỳ	id=g:1905693
Huyện Thanh Hà	id=g:1905694
Huyện Kim Thành	id=g:1905695
Huyện Nam Sách	id=g:1905696
Huyện Kinh Môn	id=g:1905697
Huyện Chí Linh	id=g:1905698
Tỉnh Hưng Yên	id=g:1905699
Huyện TIên Lữ	id=g:1905700
Huyện Kim Ðông	id=g:1905701
Huyện Phù Cừ	id=g:1905702
Huyện Ân Thi	id=g:1905703
Huyện Châu Giang	id=g:1905704
Huyện Mỹ Văn	id=g:1905705
Thị Xã Hưng Yên	id=g:1905854
Thành Phố Thái Nguyên	id=g:1905855
Tỉnh Vĩnh Phúc	id=g:1905856
Thị Xã Cao Bằng	id=g:1905857
Quận Hồng Bàng	id=g:1905858
Thị Xã Tuyên Quang	id=g:1905859
Huyện Sơn Dương	id=g:1905860
Huyện Yên Sơn	id=g:1905861
Huyện Hàm Yên	id=g:1905862
Huyện Chiêm Hóa	id=g:1905863
Huyện Na Hang	id=g:1905864
Thị Xã Bắc Giang	id=g:1905865
Thị Xã Bắc Kạn	id=g:1905866
Thị Xã Bạc Liêu	id=g:1905867
Quận Hải Châu	id=g:1905868
Tam Ðiệp	id=g:1941427
Hồ Dỗng Thắi	id=g:1941428
Hồ Yên Thắng	id=g:1941429
Vân Trai	id=g:1941430
Ðầm Tú Trưng	id=g:1941658
Hồ Ðại Lải	id=g:1941659
Nha Lộng	id=g:1941660
Ba Hàng	id=g:1941661
Hồ Núi Cốc	id=g:1941662
Thác Bà	id=g:1941663
Hồ Thác Bà	id=g:1941664
Ðầm Chînh Công	id=g:1941665
Hồ Suối Hai	id=g:1941666
Hồ Ngăi Sơn	id=g:1941667
Ðầm Long	id=g:1941668
Hồ Vân Trực	id=g:1941669
Hồ Ðộng Dao	id=g:1941670
Hồ Ðân Mên	id=g:1941671
Ðầm Thượng Nông	id=g:1941801
Ðầm Meo	id=g:1941802
Ðầm Lao	id=g:1941803
Dập Phương Hoàng	id=g:1941804
Hồ Mu Ma	id=g:1941853
Hồ Re	id=g:1941854
Hồ Ái	id=g:1941855
Hồ Dăi	id=g:1941856
Hồ Thượng Sung	id=g:1941880
Hồ Song Da	id=g:1941881
Ấp Câm Sơn (1)	id=g:1941918
Ấp Mỹ Trạch (2)	id=g:1941921
Cửa Sông Cửu Long	id=g:1941922
Ấp Bưng Lón	id=g:1941927
Ấp Ba (3)	id=g:1941930
Ấp Dầu Giồng	id=g:1941932
An Thanh Nhì	id=g:1941942
Trùng Bình	id=g:1941950
Lịch Hội Thượng	id=g:1941956
Giồng Bon Bon	id=g:1941957
Cồn Nhang	id=g:1941958
Long Hụu	id=g:1941959
Cồn Chung	id=g:1941960
Côn Ông	id=g:1941961
Lạc Hòa	id=g:1941962
Bẳng Lẳng	id=g:1941963
Trùng Bình	id=g:1941964
Hương Tinh	id=g:1941965
Sung Ðinh Ngoài	id=g:1941967
Bưng Cốc	id=g:1941968
Ngoài Vàm	id=g:1941969
Nhà Thờ	id=g:1941970
Phước Lộc	id=g:1941973
Trường An	id=g:1941974
Trà Cồn	id=g:1941977
Ấp Chín (3)	id=g:1941979
Long Tri	id=g:1941982
Xóm Trên	id=g:1941984
Long Ðức	id=g:1941985
Rạch Tôm	id=g:1941987
Kinh Tông Can	id=g:1941989
Làng Việc	id=g:1941991
Tần Ðiện	id=g:1941993
Phong Ðiền (2)	id=g:1941994
An Ðịnh (1)	id=g:1941995
Thạnh Thới (2)	id=g:1941996
An Ðịnh (2)	id=g:1941998
Giồng Gò Chùa	id=g:1942000
Giồng Mõ Neơ	id=g:1942002
Thạnh Phước (2)	id=g:1942003
An Thối (1)	id=g:1942004
Thạnh Hòa (1)	id=g:1942005
Giồng Ngải	id=g:1942006
Ðại Thôn (2)	id=g:1942007
Long Phụng	id=g:1942008
Long Hòa	id=g:1942009
Nghía Hưng	id=g:1942010
Thâm Rom	id=g:1942011
Sốc Côn	id=g:1942012
Cà Sang	id=g:1942013
Tân Ngãi	id=g:1942014
Hương Châu Thành	id=g:1942015
Song Lộc	id=g:1942016
Len Khoét	id=g:1942017
Hiện Tích	id=g:1942018
An Ðịnh Cầu	id=g:1942019
Kinh Xuôi	id=g:1942020
Hội Ðồng	id=g:1942021
An Thạnh	id=g:1942022
Mỹ Thuận	id=g:1942023
Nỗng Tranh	id=g:1942024
Thanh Nguyên	id=g:1942025
Phú Nhiêu	id=g:1942026
Ấp Nhi	id=g:1942027
Bầu Các	id=g:1942028
Giồng Thạch In	id=g:1942029
Cẫm Hương	id=g:1942031
Huyện Châu Thành	id=g:1951188
Thạnh Thới An	id=g:1951198
Ấp Trinh Lợi (1)	id=g:1951207
Ấp Phú Trí (3)	id=g:1951217
Khu Vưc (1)	id=g:1951220
Ấp Biển	id=g:1951228
Ấp Mặc Ðây (1)	id=g:1951229
Tuân Tức	id=g:1951233
Ấp Tà Lọt (2)	id=g:1951240
Ấp Cạnh Ðèn	id=g:1951244
Ấp Bà Ai	id=g:1951273
Tuân Tức	id=g:1951281
Vĩnh Hòa	id=g:1951282
Ấp Thạnh Trị	id=g:1951285
Huyện Lắk	id=g:2591717
Huyện Ðắk Mil	id=g:2591718
Huyện Krông Ana	id=g:2591721
Huyện Krông Bông	id=g:2591722
Huyện Krông Pắk	id=g:2591723
Huyện Ea Kar	id=g:2591724
Huyện M'Ðrắk	id=g:2591725
Huyện Cư M'Gar	id=g:2591727
Huyện Krông Búk	id=g:2591728
Huyện Krông Năng	id=g:2591729
Huyện Ea H'Leo	id=g:2591730
Huyện Cư Jút	id=g:2591731
Cong Truong Quach thi Trang	id=g:6269573
Cho Ben Thanh	id=g:6269574
Uy Ban Nhan Dan TP HCM	id=g:6269575
Natural Sciences HCM City University	id=g:6269577
Pedagogical University	id=g:6269578
Petrus Ky High school	id=g:6269579
Bui Thi Xuan High school	id=g:6269580
Thanh Giong Monument	id=g:6269581
Rex hotel-movie theater	id=g:6269582
Nha Hat Thanh pho	id=g:6269583
Cathedral	id=g:6269584
Central Post Office	id=g:6269585
Youth Cultural Center	id=g:6269586
Cau Lac Bo Lao Dong	id=g:6269587
Dinh Doc Lap	id=g:6269588
San Van Dong Vuon Tao Dan	id=g:6269592
Vuon Tao Dan	id=g:6269593
So Lao Dong	id=g:6269594
Truong Bui Thi Xuan	id=g:6269595
Nha Tho Huyen Sy	id=g:6269596
Da Nang	id=g:6301169
Hanoi / Gialam	id=g:6301170
Nha Trang	id=g:6301171
Hue	id=g:6301172
Pleiku City	id=g:6301173
Quy Nhon	id=g:6301174
Vinh	id=g:6301175
Ha Noi	id=g:6301877
Dien Bien Phu	id=g:6453427
Chau Long Sapa Hotel	id=g:6461969
Hotel Equatorial Ho Chi Minh City	id=g:6463092
Metropole Hotel	id=g:6464091
Bong Sen Sai Gon Hotel	id=g:6464688
Melia Hanoi	id=g:6466818
Renaissance Riverside Hotel	id=g:6469630
Hilton Hanoi Opera	id=g:6474047
New World Hotel Saigon	id=g:6484754
Sun Spa Resort	id=g:6490806
White Sands Resort	id=g:6491338
Long Life Hotel (also known as Thanh Xuan Hotel)	id=g:6491373
Ocean Star Resort	id=g:6491775
Sai Gon Quy Nhon Hotel	id=g:6491962
Life Wellness Resort Quy Nhon	id=g:6491963
Hoi An Hotel	id=g:6492131
Hoi An Beach Resort	id=g:6492180
Dynasty Mui Ne Beach Resort	id=g:6492436
Saigon Morin Hotel	id=g:6492527
Anoasis Beach Resort Long Hai	id=g:6492554
Pilgrimage Village	id=g:6492567
Saigon Phu Quoc Resort	id=g:6492781
Hoai Thanh Hotel	id=g:6492788
Long Hai Beach Resort	id=g:6492832
Hoi An Trails Resort	id=g:6492926
Van Loi Hotel	id=g:6492928
Swiss-belhotel Horison Hotel	id=g:6492933
Victoria Chau Doc Hotel	id=g:6493280
Saigon Domaine Hotel	id=g:6493733
Park Hyatt Saigon	id=g:6494387
Thien Thanh Hotel	id=g:6494524
Huong Giang Hotel	id=g:6494705
Hoi An Indochine Hotel	id=g:6494763
Hoi An Nhi Nhi Hotel	id=g:6494907
Hoian Trade Union Hotel	id=g:6494963
Hoi An Phuong Nam Hotel	id=g:6495013
Green Field Hotel	id=g:6495048
Swiss-Belhotel Golden Sand Resort	id=g:6495766
Furama Resort Danang	id=g:6496941
Glory Hotel Hoian	id=g:6498313
Hoian Lotus Hotel	id=g:6498835
Ancient House Resort	id=g:6499468
Windsor Plaza Hotel	id=g:6499560
Hoi An Pacific Hotel	id=g:6499569
Sheraton Hanoi Hotel	id=g:6500742
Sheraton Saigon Htl And Towers	id=g:6502871
Sofitel Plaza Hanoi	id=g:6505671
Hotel Majestic	id=g:6507061
Kimdo Royal City Hotel	id=g:6507325
Que Huong Liberty 4 Hotel	id=g:6507814
Hotel Nikko Hanoi	id=g:6509587
Novotel Garden Plaza Saigon	id=g:6510797
Harbour View Hotel	id=g:6511124
Sofitel Metropole Hanoi	id=g:6513295
Omni Saigon Ho Chi Minh City	id=g:6513377
Sofitel Dalat Palace	id=g:6516026
Imperial Hotel Hue	id=g:6518275
Asia House Hotel	id=g:6518461
Evason Ana Mandara Villas	id=g:6519508
The Nam Hai	id=g:6520147
Somerset Grand Hanoi	id=g:6520440
Grand Mercure La Veranda	id=g:6520747
Princess D Annam Resort And Spa	id=g:6520752
Saigontourane Hotel	id=g:6522970
Lucky Eden Hotel	id=g:6523395
Central Stars Hotel	id=g:6523631
Victoria Sapa Hotel	id=g:6525399
Caravelle Hotel	id=g:6525561
Evason Hideaway At Ana Mandara	id=g:6526655
Sedona Suites Ho Chi Minh City	id=g:6529695
Sedona Suites Hanoi	id=g:6531613
Empress Hotel Dalat	id=g:6531690
Mỹ Sơn	id=g:6694226
Fansipan Mountain	id=g:6941847
South East Asia	id=g:6942000
Temple of Literature	id=g:6942023
One Pillar Pagoda	id=g:6942031
Tomb of Khai Dinh	id=g:6942035
Tomb of Tu Duc	id=g:6942036
Mt. Fansipan	id=g:6942177
Phong Nha-Ke Bang National Park	id=g:6942225
Da Lat	id=g:6951115
Ciputra	id=g:7115967
Nhà ở	id=g:7160121
Ha Long	id=g:7288447
Ba Dinh	id=g:7289846
Mui Ne	id=g:7304197
Hau Giang	id=g:7506719
Vietnam Military History Museum	id=g:7533601
Flag Tower of Hanoi	id=g:7533602
Hoan Kiem Lake	id=g:7533603
Presidential Palace, Hanoi	id=g:7533605
Phu Quoc	id=g:7535472
Circonscription de Tanna	id=g:2134013
Circonscription de Santo	id=g:2134014
Colline de Ziréa	id=g:2134015
Yoksiwévé	id=g:2134016
Yokowo	id=g:2134017
Yoknaéka	id=g:2134018
Yimnakayip	id=g:2134019
Yientap	id=g:2134020
Yeu Méténia Bay	id=g:2134021
Pointe Yetchio	id=g:2134022
Yétap	id=g:2134023
Yétakapé	id=g:2134024
Yérou	id=g:2134025
Yenyor	id=g:2134026
Yentobo	id=g:2134027
Pointe Yentenir	id=g:2134028
Yenséoué	id=g:2134029
Yéno	id=g:2134030
Baie Yéméyou	id=g:2134031
Yémamoso	id=g:2134032
Yélowouwou	id=g:2134033
Pointe Yéliméou	id=g:2134034
Yéléwar	id=g:2134035
Pointe Yélé	id=g:2134036
Yawi	id=g:2134037
Yatoukwey	id=g:2134038
Yarri	id=g:2134039
Yarouareung	id=g:2134040
Yar	id=g:2134041
Yapnawitaleng	id=g:2134042
Yapimay	id=g:2134043
Mont Yapéto	id=g:2134044
Yapana	id=g:2134045
Yasur	id=g:2134046
Yaoukouriruang	id=g:2134047
Pointe Yanterra	id=g:2134048
Yanmileun	id=g:2134049
Yankwanénéay	id=g:2134050
Yankoula	id=g:2134051
Yang’abalé	id=g:2134052
Yanéré	id=g:2134053
Yanavatang	id=g:2134054
Yanarbon	id=g:2134055
Yanaouhiya	id=g:2134056
Yanamwakel	id=g:2134057
Yanamahou	id=g:2134058
Yamnouroué	id=g:2134059
Baie Yaléla	id=g:2134060
Yakwipeur	id=g:2134061
Yakwaraka	id=g:2134062
Yakounétikaoulil	id=g:2134063
Yakoul	id=g:2134064
Yakoukak	id=g:2134065
Wusi	id=g:2134066
Wuro	id=g:2134067
Wunpuko	id=g:2134068
Wreck Point	id=g:2134069
Rivière de Wowo	id=g:2134070
Baie Wowo	id=g:2134071
Wowo	id=g:2134072
Wowo	id=g:2134073
Wowis	id=g:2134074
Wowanrio	id=g:2134075
Woutouri	id=g:2134076
Wouta	id=g:2134077
Wouta	id=g:2134078
Wousounmwèl	id=g:2134079
Wousitowona	id=g:2134080
Wousimboé	id=g:2134081
Wouro	id=g:2134082
Wouréwérèp	id=g:2134083
Wouowo	id=g:2134084
Wounwich	id=g:2134085
Wounwaka	id=g:2134086
Wounvara	id=g:2134087
Wountavitslavo	id=g:2134088
Rochers de Wounsoulé	id=g:2134089
Wounsoulé	id=g:2134090
Wounsoa	id=g:2134091
Wounpouka	id=g:2134092
Wounpipi	id=g:2134093
Wounosh	id=g:2134094
Woungmouil	id=g:2134095
Wounépara	id=g:2134096
Woundrpoutsour	id=g:2134097
Wounawati	id=g:2134098
Wounaroutsarsari	id=g:2134099
Wounaro	id=g:2134100
Wounarao	id=g:2134101
Wounapéras	id=g:2134102
Wounapaka	id=g:2134103
Wounaout	id=g:2134104
Wounaouss	id=g:2134105
Wounaouss	id=g:2134106
Wounahaowoumhoum	id=g:2134107
Woumorou	id=g:2134108
Woumé	id=g:2134109
Woulior	id=g:2134110
Woulélé	id=g:2134111
Woulaye	id=g:2134112
Baie Woulaé	id=g:2134113
Wouipia	id=g:2134114
Wouaouri	id=g:2134115
Wotéranboush	id=g:2134116
Île Wosou	id=g:2134117
Wortatcha	id=g:2134118
Worovok	id=g:2134119
Wornambek	id=g:2134120
Wornalip	id=g:2134121
Wormous	id=g:2134122
Baie Wormara	id=g:2134123
Pointe Worman	id=g:2134124
Worlissliss	id=g:2134125
Worlembraki	id=g:2134126
Pointe Worharèt	id=g:2134127
Worbouler	id=g:2134128
Wora Wora	id=g:2134129
Worarana	id=g:2134130
Woralapa	id=g:2134131
Worafiou	id=g:2134132
Wora	id=g:2134133
Wora	id=g:2134134
Woptiabo	id=g:2134135
Woobatni	id=g:2134136
Woo	id=g:2134137
Woo	id=g:2134138
Wonnaabo	id=g:2134139
Wongéoné Point	id=g:2134140
Wongyanit Point	id=g:2134141
Won	id=g:2134142
Womel	id=g:2134143
Wom	id=g:2134144
Rocher Wolo	id=g:2134145
Wolmèt	id=g:2134146
Wokétebo	id=g:2134147
Woké	id=g:2134148
Wokata	id=g:2134149
Woïnkoni	id=g:2134150
Wobébé	id=g:2134151
Woala	id=g:2134152
Wivinnevou	id=g:2134153
Wivenessiboul	id=g:2134154
Witaba	id=g:2134155
Wisal	id=g:2134156
Wintua	id=g:2134157
Winougap	id=g:2134158
Pointe Winnfar	id=g:2134159
Winma	id=g:2134160
Ruisseau Winkle	id=g:2134161
Winkle	id=g:2134162
Winia	id=g:2134163
Wingaraè	id=g:2134164
Pointe Windemin	id=g:2134165
Winbou	id=g:2134166
Win	id=g:2134167
Wimiel	id=g:2134168
Wimbos	id=g:2134169
Wimbo	id=g:2134170
Wimbaoura	id=g:2134171
Wilmèt	id=g:2134172
William	id=g:2134173
Wilit	id=g:2134174
Wilir	id=g:2134175
Wilir	id=g:2134176
Wilimpeu	id=g:2134177
Rocher Wilawa	id=g:2134178
Baie Wihèt	id=g:2134179
Wihel	id=g:2134180
Widan	id=g:2134181
Wibon	id=g:2134182
Wibangayar	id=g:2134183
Wiana	id=g:2134184
Wiali	id=g:2134185
White Sands	id=g:2134186
Weyam	id=g:2134187
Weyam	id=g:2134188
West Point	id=g:2134189
Rivière de Wesso	id=g:2134190
Baie de Wesso	id=g:2134191
Wéré	id=g:2134192
Wéravénou	id=g:2134193
Wentsounsoun	id=g:2134194
Wensaoro	id=g:2134195
Wénoui	id=g:2134196
Pointe Wénèmbangal	id=g:2134197
Wenbouté	id=g:2134198
Wémmalé	id=g:2134199
Wellmanibi	id=g:2134200
Baie de Wélawéa	id=g:2134201
Wélawéa	id=g:2134202
Wélawéa	id=g:2134203
Île Wékésa	id=g:2134204
Wéilbéri	id=g:2134205
Waymagto	id=g:2134206
Waylapa	id=g:2134207
Waylapa	id=g:2134208
Wawo	id=g:2134209
Watsoun	id=g:2134210
Watounrowo	id=g:2134211
Watouas	id=g:2134212
Watli	id=g:2134213
Watiawoli	id=g:2134214
Watfanwa	id=g:2134215
Waterpu	id=g:2134216
Waterfall	id=g:2134217
Watangwélé	id=g:2134218
Watamala	id=g:2134219
Watabil	id=g:2134220
Watabaka	id=g:2134221
Baie Wasia	id=g:2134222
Wasat	id=g:2134223
Baie de Wasaléa	id=g:2134224
Wasaléa	id=g:2134225
Wasaka	id=g:2134226
Warouhou	id=g:2134227
Warnamérou	id=g:2134228
Wari	id=g:2134229
Warbot	id=g:2134230
Warbok	id=g:2134231
Vouti Waravo	id=g:2134232
Waratsigi	id=g:2134233
Wararana	id=g:2134234
Waraparo	id=g:2134235
Wara Kapa	id=g:2134236
Anse Waragi	id=g:2134237
Waoul	id=g:2134238
Wantop	id=g:2134239
Mouillage de Wanour	id=g:2134240
Wanou	id=g:2134241
Pointe Wanimbrou	id=g:2134242
Wangtoo	id=g:2134243
Wangourou	id=g:2134244
Wanbagam	id=g:2134245
Wanawéré	id=g:2134246
Wamiel	id=g:2134247
Wamébat	id=g:2134248
Wambout	id=g:2134249
Wambu	id=g:2134250
Walraoul	id=g:2134251
Walpoa	id=g:2134252
Walpey	id=g:2134253
Walourigi	id=g:2134254
Walo	id=g:2134255
Walla	id=g:2134256
Wall	id=g:2134257
Tavani Walima	id=g:2134258
Rivière de Wali	id=g:2134259
Wali	id=g:2134260
Walembwé	id=g:2134261
Walemboutaga	id=g:2134262
Walébé	id=g:2134263
Walap	id=g:2134264
Walaha	id=g:2134265
Wala	id=g:2134266
Wakon	id=g:2134267
Waïnisa	id=g:2134268
Waïnavoa	id=g:2134269
Waïmémèr	id=g:2134270
Waïlwirimbo	id=g:2134271
Waïlep	id=g:2134272
Waïla	id=g:2134273
Wah Yep	id=g:2134274
Wahous	id=g:2134275
Baie Waho	id=g:2134276
Pointe Wagenoum	id=g:2134277
Baie Waésisi	id=g:2134278
Waésisi	id=g:2134279
Waérowa	id=g:2134280
Waéoura	id=g:2134281
Wa En Pang Pang	id=g:2134282
Waéling	id=g:2134283
Wadovaga	id=g:2134284
Wadounmwel	id=g:2134285
Wadounbowi	id=g:2134286
Wadounbaba	id=g:2134287
Wadadao	id=g:2134288
Wabouet	id=g:2134289
Wablo	id=g:2134290
Veutümboso Bay	id=g:2134291
Vulaï	id=g:2134292
Vuerfuen	id=g:2134293
Vovoa	id=g:2134294
Vovo	id=g:2134295
Vouvoutsiré	id=g:2134296
Voutvouvougana	id=g:2134297
Voutpoposa	id=g:2134298
Pointe Voutougles	id=g:2134299
Voutnavouélé	id=g:2134300
Voutména	id=g:2134301
Voutmélé	id=g:2134302
Voutmata	id=g:2134303
Voutlava	id=g:2134304
Voutlava	id=g:2134305
Voutlapa	id=g:2134306
Voutlaa	id=g:2134307
Voutitogourimalo	id=g:2134308
Voutilokwa	id=g:2134309
Voutikérékéro	id=g:2134310
Voutialao	id=g:2134311
Pointe Voutia	id=g:2134312
Voutengwan	id=g:2134313
Voutaouta	id=g:2134314
Voutaliou	id=g:2134315
Voutalembagéo	id=g:2134316
Vousvitawor	id=g:2134317
Vousvatoubay	id=g:2134318
Voustotor	id=g:2134319
Voustasobé	id=g:2134320
Voustari	id=g:2134321
Vousnanbaga	id=g:2134322
Vousnamoui	id=g:2134323
Vousmémèr	id=g:2134324
Vousmanaongaré	id=g:2134325
Vouslawor	id=g:2134326
Vouskétata	id=g:2134327
Vousionkwé	id=g:2134328
Vousioné	id=g:2134329
Vousin	id=g:2134330
Vousiéboulo	id=g:2134331
Vousbogé	id=g:2134332
Vousbanga	id=g:2134333
Vousarara	id=g:2134334
Vousanaomo	id=g:2134335
Vournéré	id=g:2134336
Vournatora	id=g:2134337
Vourias	id=g:2134338
Vourali	id=g:2134339
Vouloua	id=g:2134340
Vouloua	id=g:2134341
Rouisseau Vouivoui	id=g:2134342
Baie Vouivoui	id=g:2134343
Vouinbankayer	id=g:2134344
Vouimberi	id=g:2134345
Vouihep	id=g:2134346
Voui	id=g:2134347
Vougénéré	id=g:2134348
Voudiétémeri	id=g:2134349
Vot Tandé	id=g:2134350
Votlo	id=g:2134351
Votlo	id=g:2134352
Voour	id=g:2134353
Voouatra	id=g:2134354
Wongyéit Point	id=g:2134355
Volousé	id=g:2134356
Vofenfaé	id=g:2134357
Baie de Voambi	id=g:2134358
Voambi	id=g:2134359
Pointe Vitsmal	id=g:2134360
Vitouara	id=g:2134361
Vitomboy	id=g:2134362
Vitla	id=g:2134363
Vitigo	id=g:2134364
Vitiar	id=g:2134365
Vipaka	id=g:2134366
Viniou	id=g:2134367
Vindrémal	id=g:2134368
Vilié	id=g:2134369
Vilakalaka	id=g:2134370
Viétambié	id=g:2134371
Viei	id=g:2134372
Vidou	id=g:2134373
Pointe Vidil	id=g:2134374
Viawor	id=g:2134375
Vias	id=g:2134376
Veutümboso	id=g:2134377
Vetvaï Point	id=g:2134378
Pointe Vétrna	id=g:2134379
Sinio Vétou	id=g:2134380
Vetman	id=g:2134381
Vetlam	id=g:2134382
Veuté Point	id=g:2134383
Lac Vétaoun	id=g:2134384
Vétanfono	id=g:2134385
Rocher Vervoiyou	id=g:2134386
Véroué	id=g:2134387
Véréponn	id=g:2134388
Pointe Véray	id=g:2134389
Véray Bay	id=g:2134390
Véray	id=g:2134391
Baie Ver	id=g:2134392
Véo	id=g:2134393
Île Vénoui	id=g:2134394
Venimolo	id=g:2134395
Venapougoï	id=g:2134396
Vénam	id=g:2134397
Velvel Point	id=g:2134398
Velnavawoui	id=g:2134399
Vélavongo	id=g:2134400
Vélammet	id=g:2134401
Vaviar	id=g:2134402
Pointe Vatrowa	id=g:2134403
Vatroto	id=g:2134404
Vatrof	id=g:2134405
Vatrada	id=g:2134406
Vatowasis	id=g:2134407
Vatounaki	id=g:2134408
Sinio Vatoumbwé	id=g:2134409
Vatoukampani	id=g:2134410
Vatorousin	id=g:2134411
Vato	id=g:2134412
Vatmangwé	id=g:2134413
Pointe Vatmaliga	id=g:2134414
Pointe Vatlis	id=g:2134415
Récif Vatlata	id=g:2134416
Vatinosousou	id=g:2134417
Vatiinopo	id=g:2134418
Tutumel Bay	id=g:2134419
Vatépousa	id=g:2134420
Pointe Vatdoulé	id=g:2134421
Vatavoui	id=g:2134422
Vataraïndin	id=g:2134423
Vas	id=g:2134424
Varsaré	id=g:2134425
Varilemb	id=g:2134426
Varéwérèp	id=g:2134427
