Iwey	id=g:2136806
Divičica	id=g:835495
Grab	id=g:835498
Babina Stena	id=g:835546
Baljevac	id=g:835550
Veliki Bukovik	id=g:835552
Karaula	id=g:835599
Kalem	id=g:835619
Srednja	id=g:835621
Bare	id=g:835623
Kulina	id=g:835625
Borikovac	id=g:835626
Lovćen Potok	id=g:835628
Bilo	id=g:835629
Kula	id=g:835632
Lepčinjak	id=g:835634
Koznica	id=g:835635
Kamilja	id=g:835636
Čukar	id=g:835637
Šanac	id=g:835638
Papratnjača	id=g:835639
Veliki Vrh	id=g:835640
Ivanje	id=g:835641
Gudžalište	id=g:835642
Cuculin	id=g:835643
Kita	id=g:835644
Leskove Glave	id=g:835645
Kurilovo	id=g:835646
Ploča	id=g:835647
Glavica	id=g:835648
Crvena Stena	id=g:835649
Čukara	id=g:835650
Plakaonica	id=g:835651
Vučanska Reka	id=g:835653
Bajrak	id=g:836055
Ahišta	id=g:855028
Kodra Vuqeniqe	id=g:855029
Stanilovica	id=g:855030
Qafa e Brezes	id=g:855031
Ornice	id=g:855032
Dem Boge	id=g:855033
Rexh Boge	id=g:855034
Beqiraj	id=g:855036
Qafa e Ibralis	id=g:855037
Shkalska Dol	id=g:855039
Husaj	id=g:855040
Koshutanski Asht	id=g:855041
Lekiqi	id=g:855042
Maja e Zez	id=g:855043
Lugu i Gjat	id=g:855044
Mali i Mazit	id=g:855045
Shkalla	id=g:855046
Vrela	id=g:855047
Maja e Lazit	id=g:855048
Redzici	id=g:855049
Lugu i Omerit	id=g:855050
Lugu i Love	id=g:855051
Gura e Omerit	id=g:855052
Vrela	id=g:855053
Businje	id=g:855054
Gura e Vocen	id=g:855055
Gura e Baces	id=g:855056
Breze	id=g:855057
Priqin Breg	id=g:855058
Livadhet  Agjovica	id=g:855059
Bukur Livadhe	id=g:855060
Breze	id=g:855065
Kodra e Kurtit	id=g:855067
Terezija	id=g:855068
Kodra e Haljiljit	id=g:855069
Cukaj	id=g:855070
Laze	id=g:855071
Briđe	id=g:855072
Bare	id=g:855073
Kroni i Stanikut	id=g:855074
Duganjivski Ašt	id=g:855075
Kodra Štog	id=g:855076
Lumi Dukagjin	id=g:855077
Ćetat	id=g:855078
Podet	id=g:855079
Laze	id=g:855080
Salaj	id=g:855081
Selimova Strana	id=g:855082
Šehu i Plans	id=g:855083
Balaj	id=g:855084
Mali i Qel Osmanit	id=g:855085
Nečinat i Drešajt	id=g:855086
Breg Kuqishte	id=g:855087
Nečinat i Devukaj	id=g:855088
Žare	id=g:855089
Zeleni Kamen	id=g:855090
Ornice	id=g:855091
Šehu Nečinat	id=g:855109
Lugu i Durices	id=g:855110
Lugu i Shkodres	id=g:855111
Liqeni i Dreljes	id=g:855112
Lazi i Live	id=g:855114
Qeta e Keqe	id=g:855128
Ljugu i Mštjerave	id=g:855129
Ljugu i Beranit	id=g:855130
Qafa e Gjonit	id=g:855131
Krshi i Love	id=g:855132
Bregu i Nikes	id=g:855133
Kodra e Kujit	id=g:855134
Maja e Kraljanit	id=g:855136
Asov Krš	id=g:855138
Rusulija	id=g:855140
Lome	id=g:855141
Plaćija	id=g:855142
Breza	id=g:855143
Shehu i Keq	id=g:855144
Qafa e Madhe	id=g:855145
Ćafa e Ljutes	id=g:855146
Ćafa e Barl	id=g:855147
Ljuđe	id=g:855148
Lugu i Shkalles	id=g:855149
Maja	id=g:855151
Maja e Nik Deds	id=g:855152
Brinja e Kocit	id=g:855153
Ćafa e Broćit	id=g:855154
Ašt	id=g:855155
Maja Bregova	id=g:855156
Ćeskova	id=g:855157
Maja Kolmuć	id=g:855158
Molika	id=g:855159
Kočan	id=g:855160
Pusi	id=g:855161
Maja e Zeze	id=g:855162
Vrela e Mullinit	id=g:855163
Zhdrelina	id=g:855164
Begova Planina	id=g:855165
Qafa e Livadhit	id=g:855166
Pišina	id=g:855167
Ćafa e Ćićes	id=g:855168
Brinjat e Zeze	id=g:855169
Qarishta	id=g:855170
Breza	id=g:855171
Plana	id=g:855172
Šehu i Ćićes	id=g:855173
Vrelo	id=g:855174
Berošljiski Potok	id=g:855175
Lakov Han	id=g:855176
Dola	id=g:855177
Prevarski Potok	id=g:855178
Prevara	id=g:855179
Bregu i  Zenel Ages	id=g:855180
Foka	id=g:855181
Lazi i Ðonit	id=g:855182
Žar	id=g:855183
Ćelija	id=g:855184
Prokleta Jerina	id=g:855185
Maja e Male	id=g:855186
Jezero	id=g:855187
Slane Poljane	id=g:855188
Rtina	id=g:855189
Guri i Kuq	id=g:855190
Kodra e Zeze	id=g:855191
Mashkala	id=g:855192
Shpati i Sharit	id=g:855193
Mali i Shpates	id=g:855194
Lugina e Llukes	id=g:855195
Maja e Zmoks	id=g:855196
Maja e Liqenasit	id=g:855197
Keršat e Rašolit	id=g:855198
Kerš i Krušit	id=g:855199
Roshkodol	id=g:855200
Maja e Bilbilit	id=g:855201
Lugina e Suhaj	id=g:855203
Živkova Česma	id=g:855204
Pod	id=g:855205
Rebra	id=g:855206
Ošljak	id=g:855207
Rupe	id=g:855208
Vrhovi	id=g:855209
Čvrlje	id=g:855210
Molika	id=g:855211
Qeta e Marjashit	id=g:855219
Proni i Podesit	id=g:855221
Brini i Bulit	id=g:855222
Proni i Hanifes	id=g:855223
Guzhel	id=g:855224
Trungoja	id=g:855225
Gropa	id=g:855226
Shkat e Hajnave	id=g:855227
Kroni Zalinav	id=g:855252
Pašina Česma	id=g:855253
Balijine Rupe	id=g:855254
Dellinjt e medha	id=g:855255
Ljuće	id=g:855256
Stani i Vokšjonit	id=g:855257
Jablani	id=g:855258
Rupa Dobroš	id=g:855259
Maja e Gat	id=g:855272
Tropojske Pločice	id=g:855273
Krši i Zi	id=g:855274
Ljićeni i Tropojes	id=g:855275
Maja e Ram Arućit	id=g:855276
Kroni i Metes	id=g:855277
Kroni i Rasave	id=g:855278
Juničke Pločice	id=g:855279
Kroni i Nuses	id=g:855280
Vokšanske Pločice	id=g:855281
Maja e Bard	id=g:855282
Rudin	id=g:855284
Stanet e Prelepit	id=g:855285
Qafa e Milishevcit-Pleqa	id=g:855287
Krš Čvrlje	id=g:855288
Qafa e Kopaonikut	id=g:855289
Golubinjak	id=g:855290
Skala	id=g:855291
Srednja Livada	id=g:855292
Gornja Štavnica	id=g:855293
Qafa e Kronit	id=g:855294
Proni i Balajve	id=g:855295
Lumi Cern	id=g:855297
Qafa e Ahit	id=g:855298
Lumi Pleqk	id=g:855299
Korija	id=g:855300
Lumi Beleg	id=g:855301
Shkembit e Prelepit	id=g:855302
Livadhet e Baballoqit	id=g:855303
Baballoq	id=g:855304
Velika Ćafa	id=g:855306
Kroni i Škals	id=g:855309
Žig	id=g:855310
Velika Žegina	id=g:855311
Gurt e Regovecit	id=g:855312
Livadhet Kelimark	id=g:855313
Guri i Sokolit	id=g:855315
Ćelija	id=g:855317
Prapštija	id=g:855319
Uzbilj	id=g:855320
Kodra Karagja	id=g:855321
Ner Kunđa	id=g:855322
Boja	id=g:855323
Proni Budoši	id=g:855324
Topila	id=g:855325
Proni Demuk	id=g:855326
Boronica	id=g:855327
Jerina	id=g:855328
Kroni i Alidecit	id=g:855329
Kroni i Mir	id=g:855330
Kroni i Smajlit	id=g:855331
Vrcina e Crnobregit	id=g:855332
Kurvala	id=g:855333
Zogova Staništa	id=g:855334
Guri i Gat	id=g:855335
Derviš-Kom	id=g:855336
Zali Rupa	id=g:855337
Qafa e Liqenit	id=g:855338
Kroni Tedel	id=g:855339
Kroni Gusija	id=g:855340
Gurt e Love	id=g:855341
Kumulore	id=g:855342
Kroni i Lisit	id=g:855343
Gurra e Hasanags	id=g:855344
Gurra e Mire	id=g:855345
Biga Tamas	id=g:855346
Malji i Junikit	id=g:855347
Gura i Ćuršis	id=g:855348
Gropa Magaric	id=g:855349
Proni i Ljivadit	id=g:855350
Kosmatić	id=g:855351
Golo Brdo	id=g:855352
Jodovo	id=g:855353
Krši i Jodovs	id=g:855354
Staništa Smail Ibraj	id=g:855355
Staništa Amotit	id=g:855356
Staništa Kuć	id=g:855357
Brinja Ripit	id=g:855358
Gropa e Male	id=g:855359
Brehov	id=g:855360
Krši i Ćenit	id=g:855361
Guri i Mal	id=g:855362
Gura Hođs	id=g:855363
Podat	id=g:855365
Krši i Zi	id=g:855366
Blata	id=g:855367
Minarja	id=g:855368
Krši Ðolve	id=g:855369
Kroni i Mrzit	id=g:855370
Kroni i Peharit	id=g:855371
Kroni i Grlat	id=g:855372
Stubla	id=g:855373
Vrelat e Ljivadit t Mal	id=g:855374
Gradina	id=g:855375
Mala Ðeravica	id=g:855376
Qafa e Nerkit	id=g:855378
Pleqa	id=g:855379
Maja Rusulja	id=g:855383
Vardište	id=g:855387
Nono Polja	id=g:855388
Ðutet	id=g:855390
Jeseni	id=g:855391
Žigu i Hafizit	id=g:855392
Dubovski Jaz	id=g:855393
Barica	id=g:855394
Pelaj	id=g:855395
Krš	id=g:855404
Dunje	id=g:855412
Glavica	id=g:855413
Osoje	id=g:855414
Dushkajë	id=g:855415
Kalaba	id=g:855419
Jerinjak	id=g:855422
sugar factory	id=g:855426
Gorje Naklo	id=g:855429
Kilavica	id=g:855430
Goraždevačko Polje	id=g:855431
Kamenica	id=g:855440
Ravnište	id=g:855443
Široka Česma	id=g:855444
Zukvica	id=g:855445
Taraboš	id=g:855446
Pećki Laz	id=g:855447
Ciganska Voda	id=g:855448
Bezvodnica	id=g:855452
Brezovica	id=g:855454
Markova Pećina	id=g:855455
Beli Potok	id=g:855456
Hidrocentrali Radovci	id=g:855457
Lipa	id=g:855459
Zlapeku i ri	id=g:855463
Tonković	id=g:855464
Grnčar	id=g:855466
Pustoselski Izvor	id=g:855467
Skorović	id=g:855468
Rrahijet	id=g:855472
Lybeniqi i ri	id=g:855476
Zhabel	id=g:855478
Stanet e  Belit	id=g:855480
Gllogjan	id=g:855481
Musmurat	id=g:855482
Pllugishtë	id=g:855486
Šurden	id=g:855490
Bahriq	id=g:855492
Gërvalla	id=g:855493
Duboqak	id=g:855494
Suvaja	id=g:855495
Suvo Polje	id=g:855496
Rotinja	id=g:855497
Ner Drum	id=g:855498
Ronishte	id=g:855499
Lëbushë e Vogël	id=g:855504
Frashne	id=g:855505
Boka	id=g:855506
Kroni i Bris	id=g:855512
Kroni i Keq	id=g:855513
Kroni i Gurit	id=g:855514
Kroni Čavzava	id=g:855515
Bria	id=g:855516
Ćeli Kula	id=g:855517
Graja	id=g:855518
Ražga	id=g:855520
Mivija	id=g:855522
Dola	id=g:855525
Bolobošnica	id=g:855526
Bače	id=g:855527
Velike Livade	id=g:855529
Luga e Keće	id=g:855530
Kodra Ðonit	id=g:855531
Požarske Livade	id=g:855532
Dodiq	id=g:855533
Burece	id=g:855534
Burece	id=g:855535
Beljiša	id=g:855536
Duraće	id=g:855537
Ljugina	id=g:855538
Karapece	id=g:855539
Ledina	id=g:855540
Česta	id=g:855542
Ligata	id=g:855543
Drunat e Nurs	id=g:855544
Karaula Pobrđe	id=g:855545
Meslica	id=g:855546
Greben	id=g:855547
Tedel	id=g:855548
Krić	id=g:855549
Lugova	id=g:855550
Lužnice	id=g:855551
Ornica	id=g:855552
Luga	id=g:855553
Dugačke Livade	id=g:855554
Kruva Reka	id=g:855555
Firaja	id=g:855556
Gurina	id=g:855557
Drvene	id=g:855558
Orize	id=g:855559
Rznićka Šuma	id=g:855560
Rakita	id=g:855561
Repište	id=g:855562
Plugišta	id=g:855563
Dubovik	id=g:855564
Belinca	id=g:855565
Onarnik	id=g:855567
Delbesine	id=g:855568
Kosača	id=g:855569
Sikereš	id=g:855570
Muhadžiri	id=g:855571
Stari Zabel	id=g:855572
Vrčvište	id=g:855573
Golozovac	id=g:855574
Raskrsja	id=g:855575
Suva Livada	id=g:855576
Brato	id=g:855577
Krivača	id=g:855578
Srednje Polje	id=g:855579
Barica	id=g:855580
Rajkova Kapa	id=g:855581
Kapavac	id=g:855582
Macine	id=g:855583
Kaljaja	id=g:855584
Ratlovca	id=g:855585
Stari Vrbički Zabel	id=g:855586
Pešter	id=g:855587
Staro Lojze	id=g:855588
Žljebić	id=g:855589
Rupa	id=g:855590
Žeden	id=g:855591
Leska	id=g:855592
Bačovina	id=g:855593
Zabel Sait Agin	id=g:855594
Brinja	id=g:855595
Bitinja	id=g:855596
Fuša Verda	id=g:855597
Fuša Vogelj	id=g:855598
Trska	id=g:855599
Gornje Maleševo	id=g:855600
Kita Vogelj	id=g:855601
Beli Kamen	id=g:855602
Starac	id=g:855603
Bucina	id=g:855604
Buzalak	id=g:855605
Mećava	id=g:855606
Fundija	id=g:855607
Ramni Del	id=g:855608
Dugi Del	id=g:855609
Bunarski Potok	id=g:855610
Proni Tamacit	id=g:855611
Crkvinski Potok	id=g:855612
Podina	id=g:855613
Procka	id=g:855614
Proni Ljaruškit	id=g:855615
Proni Ljopve	id=g:855616
Kondurak	id=g:855617
Ljuga Fel	id=g:855618
Ljuga Buzine	id=g:855619
Fildžan	id=g:855620
Drvanik	id=g:855621
Reti	id=g:855622
Kaljaja	id=g:855623
Gutovac	id=g:855624
Imalo	id=g:855625
Špatina Reka	id=g:855626
Pržar	id=g:855627
Kungular	id=g:855628
Grbavac	id=g:855629
Međelužje	id=g:855630
Zabeli Mal	id=g:855631
Kitanov Breg	id=g:855632
Kitlica	id=g:855633
Krna Polje	id=g:855634
Petrovica Potok	id=g:855635
Trešni Potok	id=g:855636
Jabučina	id=g:855637
Krnjača	id=g:855638
Ostrič	id=g:855639
Proni Urdes	id=g:855640
Proni Škaut	id=g:855641
Čuka	id=g:855642
Krasta	id=g:855643
Šuica	id=g:855644
Stramenajka	id=g:855645
Preslup	id=g:855646
Dobra Voda	id=g:855647
Jarničište	id=g:855648
Čukovac	id=g:855649
Braništa	id=g:855650
Zaskošnik	id=g:855651
Kodra Kišes	id=g:855652
Lački Dere	id=g:855653
Proni i Slubices	id=g:855654
Guri Gat	id=g:855655
Kojneja	id=g:855656
Palođe	id=g:855657
Manastirče	id=g:855658
Jezero	id=g:855659
Javanoc	id=g:855660
Lapušnica	id=g:855661
Bregi Rezas	id=g:855662
Aljšić	id=g:855665
Raši Poteš	id=g:855666
Kroni Stanit	id=g:855667
Vrela	id=g:855668
Kevac	id=g:855669
Pod	id=g:855670
Balina	id=g:855671
Crcavac	id=g:855672
Brlovac	id=g:855673
Pušina	id=g:855674
Kodra Žarit	id=g:855675
Vorifljokes	id=g:855676
Čuka	id=g:855680
Dub sa Legonom	id=g:855695
Proni Gudić	id=g:855696
Kodra Hodžes	id=g:855697
Kunular	id=g:855698
Gatšica	id=g:855699
Resulja	id=g:855700
Ljaki i Terave	id=g:855701
Korez	id=g:855702
Resulja	id=g:855703
Roga	id=g:855704
Izbeg	id=g:855705
Vrelo	id=g:855706
Roga Lugave	id=g:855719
Špate Mal	id=g:855720
Pljepišta	id=g:855721
Rašina	id=g:855722
Čelik	id=g:855723
Kodra Imerit	id=g:855724
Veliki Zabelj	id=g:855725
Ara Daljive	id=g:855726
Gaglija	id=g:855727
Latinska Planina	id=g:855728
Jasen	id=g:855729
Guri Staničic	id=g:855730
Stančićki Potok	id=g:855731
Kameni Vrh	id=g:855732
Kodra Bojes	id=g:855733
Aišta	id=g:855735
Glinja	id=g:855744
Špati Šeravit	id=g:855745
Kodra Duška	id=g:855746
Veliki Potok	id=g:855747
Roga Frašnit	id=g:855748
Ogare	id=g:855749
Firak Ojsis	id=g:855750
Kuredž	id=g:855751
Vršavica Mahala	id=g:855752
Crvena Voda	id=g:855754
Putine	id=g:855755
Šiljati Kamen	id=g:855756
Manastirski Potok	id=g:855757
Osojački Potok	id=g:855758
Tepačke Šume	id=g:855759
Molovica	id=g:855760
Ramnište	id=g:855761
Karnimo Trlo	id=g:855762
Vučićevački Potok	id=g:855763
Lojzište	id=g:855764
Čuka	id=g:855769
Ramni Rid	id=g:855770
Dubrava	id=g:855771
Crvenorovinski Potok	id=g:855772
Baščovina	id=g:855773
Vrapčište	id=g:855774
Kršno Soje	id=g:855815
Dorotelj	id=g:855848
Serendija	id=g:855849
Kalaja	id=g:855850
Vratnice	id=g:855851
Garski Rid	id=g:855856
Mejir Mala	id=g:858779
Golemi Rid	id=g:858780
Zagrađe	id=g:858792
Kriva Padina	id=g:858794
Šaškovac	id=g:858795
Barutna Česma	id=g:858796
Duge Njive	id=g:858797
Gušavac	id=g:858798
Glama	id=g:858799
Šilovsko Brdo	id=g:858800
Garevina	id=g:858801
Stanišorka	id=g:858802
Osoje	id=g:858804
Onarnik	id=g:858805
Lojzište	id=g:858806
Dobrčanska Klisura	id=g:858807
Luka	id=g:858809
Skoruše	id=g:858810
Šaparski Potok	id=g:858811
Gnjilanska Reka	id=g:858812
Špati Mladenit	id=g:858813
Maleševska Reka	id=g:858814
Špati Keć	id=g:858815
Češma Caparit	id=g:858816
Limaja	id=g:858817
Proni Krićes	id=g:858818
Boretinski Potok	id=g:858819
Golemi Potok	id=g:858820
Šulan	id=g:858821
Čuka	id=g:858822
Ugljarsko-Podgraćka Klisura	id=g:858823
Kotlina	id=g:858824
Donji Muhadžiri	id=g:858825
Tumba e Lisave	id=g:858826
Hašan	id=g:858827
Gornji Muhadžiri	id=g:858829
Šipljak	id=g:858830
Pasjanska Reka	id=g:858831
Podgraćka Reka	id=g:858832
Breganak	id=g:858833
Kodra Les	id=g:858834
Ramni Deja	id=g:858835
Jelence	id=g:858839
Desna Reka	id=g:858841
Leva Reka	id=g:858843
Guri i Maljit	id=g:858844
Bumagat	id=g:858845
Kodra e Gat	id=g:858846
Rid	id=g:858847
Gurina	id=g:858848
Vrbnica	id=g:858849
Ćupur	id=g:858850
Terzić	id=g:858851
Roga Međaš	id=g:858852
Zhegër	id=g:858853
Gudič	id=g:858855
Hazerska Mahala	id=g:858860
Roga Čar	id=g:858864
Kunular	id=g:858865
Premjaz	id=g:858866
Šurlanska Reka	id=g:858867
Veliki Breg	id=g:858868
Proni Kules	id=g:858869
Kalaja	id=g:858870
Čeliski Potok	id=g:858875
Gaglija	id=g:858876
Stan	id=g:858877
Komoljčići	id=g:858878
Ðelekarska Reka	id=g:858879
Vrneška Reka	id=g:858881
Guri i Latinit	id=g:858882
Ostrovička Reka	id=g:858885
Dabedić	id=g:858886
Ostrovica-Mahala	id=g:858887
Crna Reka	id=g:858890
Stančićka Reka	id=g:858891
Zlokućanska Reka	id=g:858893
Kodra e Ljutinis	id=g:858894
Špate	id=g:858898
Ibrišimska Reka	id=g:858900
Ljutija	id=g:858905
Dafinski Rid	id=g:858907
Vrelo	id=g:858908
Srpka	id=g:858912
Rudarci	id=g:858913
Dobruša	id=g:858914
Livočka Reka	id=g:858915
Golemi Rid	id=g:858916
Kacko Bilo	id=g:858917
Radeva	id=g:858918
Ljugi Mad	id=g:858919
Linora	id=g:858920
Gadiška Reka	id=g:858921
Klisura	id=g:858922
Bačevina	id=g:858923
Jastrebac	id=g:858924
Ajvazi	id=g:858925
Murselji	id=g:858926
Crveni Breg	id=g:858927
Linište	id=g:858928
Popovica	id=g:858929
Pržin Breg	id=g:858930
Čenar Česma	id=g:858931
Ilijina Glava	id=g:858932
Donji Muhadžeri	id=g:858933
Gornji Muhadžeri	id=g:858934
Bilo	id=g:858935
Varište	id=g:858936
Butaš	id=g:858937
Krstić	id=g:858938
Koštanska Reka	id=g:858939
Veliko Brdo	id=g:858940
Manastirište	id=g:858941
Kisela Voda	id=g:858942
Svintula Česma	id=g:858943
Kočina Čuka	id=g:858944
Zaline	id=g:858945
Pinoglava	id=g:858946
Kale	id=g:858947
Svintulska Reka	id=g:858948
Oštroglava	id=g:858949
Goli Rid	id=g:858950
Bagdad	id=g:858951
Garvan	id=g:858952
Kisela Voda	id=g:858953
Kitice	id=g:858954
Treanac	id=g:858955
Čuka	id=g:858956
Kosmajka	id=g:858957
Bresja Izvori	id=g:858958
Grljak	id=g:858959
Kolibište	id=g:858960
Pojatište	id=g:858961
Goleš	id=g:858962
Rid	id=g:858963
Vlastička Reka	id=g:858964
Slanište	id=g:858965
Visoča	id=g:858966
Devajska Reka	id=g:858967
Žitinska Reka	id=g:858968
Gomila	id=g:858969
Ličovište	id=g:858970
Crkvište	id=g:858971
Čiflak	id=g:858972
Vratišnica	id=g:858973
Glibuša	id=g:858974
Muadžeri	id=g:858978
Kačanički Put	id=g:858980
Grmovska Reka	id=g:858981
Široke	id=g:858982
Gušička Reka	id=g:858983
Smirska Reka	id=g:858984
Vitinsko Pole	id=g:858985
Rajac	id=g:858986
Rakita	id=g:858988
Beranica	id=g:858989
Bare	id=g:858990
Grnčarica	id=g:858991
Crnelj Čuka	id=g:858992
Kladenčića	id=g:858993
Ribnička Reka	id=g:858994
Ðurđevik	id=g:858995
Golemi Dren	id=g:858996
Barice	id=g:858997
Beženik	id=g:858998
Šarenik	id=g:858999
Petrov Kamen	id=g:859000
Priboj	id=g:859001
Šilovac	id=g:859002
Stublovača	id=g:859003
Zabelj Brdo	id=g:859004
Selište	id=g:859005
Podgoračka Reka	id=g:859006
Pojatište	id=g:859007
Jovanovac	id=g:859008
Babinac	id=g:859009
Lavde	id=g:859010
Latinska Planina	id=g:859011
Letnička Reka	id=g:859012
Binačko Polje	id=g:859013
Proni Džepes	id=g:859014
Dubrava	id=g:859015
Mitrovo Brdo	id=g:859016
Kabaški Potok	id=g:859017
Čadori	id=g:859018
Lipovac	id=g:859019
Golema Reka	id=g:859020
Mala Reka	id=g:859021
Toreški Kamen	id=g:859022
Orlovac	id=g:859023
Kolište	id=g:859025
Kolište	id=g:859026
Debeldelska Reka	id=g:859027
Pleništa	id=g:859028
Koljina Reka	id=g:859029
Veljt Kamen	id=g:859030
Hajdučki Put	id=g:859031
Sitan Gabar	id=g:859032
Kabaška Brda	id=g:859033
Šamok	id=g:859034
Sini Rid	id=g:859035
Smirski Vrh	id=g:859036
Ravna Gora	id=g:859037
Muhadžiri	id=g:859038
Smrdan	id=g:859097
Retko Osoje	id=g:859098
Orlja Glava	id=g:859099
Kitka	id=g:859100
Kum	id=g:859101
Gradište	id=g:859102
Karminski Rid	id=g:859104
Beli Kamen	id=g:859105
Raniluški Rid	id=g:859107
Kodra Hut	id=g:859108
Kodra	id=g:859109
Proni Pločes	id=g:859117
Golemi Dub	id=g:859181
Prehod	id=g:859182
Zelenka	id=g:859183
Kukinci	id=g:859288
Kukovce Mala	id=g:859289
Tumaki	id=g:859290
Bištaj	id=g:859291
Guvnište	id=g:859292
Šeremetnica	id=g:859293
Zairt	id=g:859297
Kodra Fura	id=g:859332
Pleništa	id=g:859552
Stene Rid	id=g:859599
Šahas Česma	id=g:859600
Lači Dub	id=g:859601
Reka e Nikovcit	id=g:859603
Raši Kojsija	id=g:859604
Reka e Ključit	id=g:859605
Ključka Reka	id=g:859606
Korbulička Reka	id=g:859609
Branište	id=g:859610
Kodra e Nikovcit	id=g:859611
Kaljaja e Emljakut	id=g:859612
Kroni i Čupit	id=g:859625
Berevački Potok	id=g:859631
Sušićka Reka	id=g:859632
Krnjec	id=g:859633
Izvor-Mahala	id=g:859635
Glavica	id=g:859637
Plešinka	id=g:859638
Drman	id=g:859644
Šarenik	id=g:859645
Kamen	id=g:859694
Blenište	id=g:859695
Karamete-Mahala	id=g:859696
Spahije-Mahala	id=g:859697
Tuna	id=g:859698
Trgovište	id=g:859699
Kuka	id=g:859700
Smailovići	id=g:859701
Stojkovići	id=g:859702
Kodra Ćaf	id=g:859703
Kodra e Mađe	id=g:859704
Rafši i Gurit	id=g:859707
Ranačka Reka	id=g:859708
Kršina	id=g:859709
Babuško	id=g:859711
Glavica	id=g:859712
Gornja Mahala	id=g:859713
Ðerovce	id=g:859715
Železnička Stanica Rabovce	id=g:859716
Gradina	id=g:859717
Balkan	id=g:859718
Maja e Firave	id=g:859719
Stubla	id=g:859720
Lug Fir	id=g:859721
Nec	id=g:859722
Tron Mala	id=g:859723
Crkven Kamen	id=g:859724
Ðerenac	id=g:859725
Donja Ljuža	id=g:859726
Aradin	id=g:859727
Muhadžer	id=g:859728
Savarin	id=g:859729
Karadak	id=g:859730
Sokol	id=g:859731
Bote	id=g:859732
Beli Dub	id=g:859733
Gradojica	id=g:859735
Kodža Balkan	id=g:859736
Gatnjanska Reka	id=g:859737
Grlica	id=g:859738
Jazbinski Potok	id=g:859739
Jasika	id=g:859740
Bran	id=g:859741
Šumsko Gazdinstvo Goran	id=g:859742
Karađino	id=g:859743
Germanska Bačila	id=g:859744
Gatnjanska Bačila	id=g:859745
Grekovce	id=g:859746
Mema Mahala	id=g:859747
Viš Mahala	id=g:859748
Bafti Mahala	id=g:859749
Tuš Mahala	id=g:859750
Topali Mahala	id=g:859751
Kamiš Mahala	id=g:859752
Dulovi	id=g:859753
Caka Mahala	id=g:859754
Kovač Mahala	id=g:859755
Ljeka Mahala	id=g:859756
Elez Mahala	id=g:859757
Don Mahala	id=g:859758
Mark Mahala	id=g:859759
Elez Mahala	id=g:859760
Pojatarce	id=g:859761
Sveti Dimitrije	id=g:859762
Samarinac	id=g:859763
Čuturini	id=g:859764
Ratina	id=g:859765
Potoski Litran	id=g:859766
Krnjec	id=g:859767
Graben	id=g:859768
Groblje Mahala	id=g:859769
Kodra Mahala	id=g:859770
Gorina	id=g:859771
Kisela Voda	id=g:859772
Kupinci	id=g:859773
Ašance Mahala	id=g:859774
Prizrenska Bistrica	id=g:859775
Prizrenska Bistrica	id=g:859776
Pašina Česma	id=g:859777
Panište	id=g:859778
Zabrđe	id=g:859779
Šulan	id=g:859780
Ðerman	id=g:859781
Ponik	id=g:859782
Rudina	id=g:859783
Kik	id=g:859784
Kodra e Rizes	id=g:859785
Ropuha	id=g:859786
Guri i Dašit	id=g:859787
Lera	id=g:859788
Sumlar	id=g:859789
Guri i Keć	id=g:859790
Čuka	id=g:859791
Mef	id=g:859792
Bogdanica	id=g:859793
Ljer i Mad	id=g:859794
Srednica	id=g:859795
Zagrejačka Reka	id=g:859796
Uši	id=g:859797
Bombe	id=g:859798
Kravara	id=g:859799
Sveti Ilija	id=g:859800
Kalander	id=g:859801
Opolje	id=g:859802
Verište	id=g:859803
Atmegdan	id=g:859804
Podgorje	id=g:859805
Buzaglak	id=g:859806
Košarka	id=g:859807
Poljoprivredni Aerodrom	id=g:859808
Kika	id=g:859809
Kečišlak	id=g:859810
Gurit-Mahala	id=g:859811
Fatišova Česma	id=g:859812
Ašta	id=g:859813
Suljine Livade	id=g:859814
Dve Česme	id=g:859815
Mravinac	id=g:859816
Čajsko	id=g:859817
Devet Korita	id=g:859818
Musin Kamen	id=g:859819
Ravna Gora	id=g:859820
Jezerine	id=g:859821
Brazda	id=g:859822
Ridine	id=g:859823
Sotke	id=g:859824
Vilino Kolo	id=g:859825
Jađupak	id=g:859826
Krst	id=g:859827
Budanac	id=g:859828
Gornji Krst	id=g:859829
Donji Krst	id=g:859830
Borov Vrh	id=g:859831
Kulenica	id=g:859832
Lljevo Brdo	id=g:859833
Krst	id=g:859834
Rudine	id=g:859835
Žar	id=g:859836
Kostadinički Rid	id=g:859837
Tisova Reka	id=g:859838
Čerenac	id=g:859839
Čerenačka Reka	id=g:859840
Bilo	id=g:859841
Izgorenica	id=g:859842
Nezina Česma	id=g:859843
Aran-Izvor	id=g:859844
Kopane Vode	id=g:859845
Pesačnik	id=g:859846
Petrigar	id=g:859847
Vučak	id=g:859848
Livadice	id=g:859849
Kruševica	id=g:859850
Kaljaja	id=g:859851
Carev Stog	id=g:859852
Crni Potok	id=g:859853
Pališ	id=g:859854
Begov Izvor	id=g:859855
Tumba	id=g:859856
Bela Voda	id=g:859857
Bukoasat	id=g:859858
Golem-Bor	id=g:859859
Ošljak	id=g:859860
Virovi	id=g:859861
Cvetkov Grob	id=g:859862
Berova Glava	id=g:859863
Bela Voda	id=g:859864
Suvobor	id=g:859865
