Wādī Medhar Brega	id=g:2469031
Awlād ‘Awn	id=g:2473037
Bi’r Awlād aţ Ţāhir	id=g:2473038
Awlād aţ Ţāhir	id=g:2473039
Bled Oulad Asker	id=g:2473040
Awlād ‘Askar	id=g:2473041
Bi’r Awlād ‘Āshūr	id=g:2473042
Oulad Achour	id=g:2473043
Awlād ash Sharā’iţ	id=g:2473044
Awlād ash Sharāḩīl	id=g:2473045
Awlād As‘ad	id=g:2473046
Ouled er Rouajah	id=g:2473047
Bi’r Awlād ‘Aqīl	id=g:2473048
Bir Ouled Nasser	id=g:2473049
Oulad en Nar	id=g:2473050
Bi’r Awlād ‘Ammārah	id=g:2473051
Bi’r Awlād ‘Āmir	id=g:2473052
Oulad Ameur	id=g:2473053
Kudyat Awlād ‘Amārah	id=g:2473054
Bi’r Awlād al ‘Uyūn	id=g:2473055
Ouled Kacem	id=g:2473056
Jebel Ouled el Ma	id=g:2473057
Jabal Awlād al Mahdī	id=g:2473058
Awlād al Mahābil	id=g:2473059
Awlād al Mahābil	id=g:2473060
Oulad el Khechin	id=g:2473061
Awlād ‘Alī Mafaddah	id=g:2473062
Bi’r Awlād ‘Alī	id=g:2473063
Awlād al Ḩakā’imah	id=g:2473064
‘Uqlat Awlād al Ḩājj Sa‘īd	id=g:2473065
Qar‘at Awlād al Ḩājj	id=g:2473066
Qar‘at Awlād al Ḩājj	id=g:2473067
Awlād al Ḩājj	id=g:2473068
Aïn Oulad el Gherissi	id=g:2473069
Awlād al Gharīsī	id=g:2473070
Awlād al Budūr	id=g:2473071
Bi’r Awlād al Adjimi	id=g:2473072
Oulad el Abed	id=g:2473073
Awlād ‘Akrīm	id=g:2473074
Shu‘bat Awlād Aḩmad	id=g:2473075
Bir Ouled Ahmed	id=g:2473076
Awlād Aḩmad	id=g:2473077
Awlād ad Dawālī	id=g:2473078
Ḩasy Awlād ‘Abd al Malik	id=g:2473079
Oglat Oulad Abd Allah	id=g:2473080
Awlād ‘Abd al Karīm	id=g:2473081
Awlād ‘Abd al Ḩamīd	id=g:2473082
Bir Oulad Abbas	id=g:2473083
Bi’r al Awkār	id=g:2473084
Jabal ‘Awjā’ al Qābil	id=g:2473085
Ennfidet el Aouja	id=g:2473086
Chegguet el Aouja	id=g:2473087
Biar el Aouani	id=g:2473088
Jabal al ‘Awāmirah	id=g:2473089
Daf‘ al ‘Awāmir	id=g:2473090
Oued el Aouej	id=g:2473091
Wādī al A‘waj	id=g:2473092
Hanshīr al A‘waj	id=g:2473093
Aïn el Aouafi	id=g:2473094
Bilād al ‘Awādinah	id=g:2473095
Bir el Aouabed	id=g:2473096
Jabal al ‘Aţţūshī	id=g:2473097
Kāf ‘Aţţūsh	id=g:2473098
Aţ Ţunaybāt	id=g:2473099
Et Touam	id=g:2473100
Hanshīr Attil	id=g:2473101
Jabal al Attig	id=g:2473102
Et Touil	id=g:2473103
At Tawfīq	id=g:2473104
At Taw’amah	id=g:2473105
At Taw’amah	id=g:2473106
Toualbia	id=g:2473107
Aţ Ţawāhir	id=g:2473108
Et Trabelsia	id=g:2473109
Aţ Ţarābulusīyah	id=g:2473110
Et Tella	id=g:2473111
Attaïat Sud	id=g:2473112
Attaïat	id=g:2473113
Tahouna	id=g:2473114
Aţ Ţāḩūnah	id=g:2473115
Aţ Ţāḩūnah	id=g:2473116
Tebaïnia	id=g:2473117
‘Ayn al ‘Aţshānah	id=g:2473118
Shūshat al ‘Atrūs	id=g:2473119
Shūshat al ‘Atrūs	id=g:2473120
Kef el Atrous	id=g:2473121
‘Ayn al ‘Atrūs	id=g:2473122
Henchir el Atrech	id=g:2473123
Oued Atra	id=g:2473124
Jabal Atra	id=g:2473125
Raqūbat ‘Aţīyah	id=g:2473126
Bir Attia	id=g:2473127
Ath Thamad	id=g:2473128
Tsalebiate	id=g:2473129
Athl Naffāt	id=g:2473130
Shaţţ Athlat Salmá	id=g:2473131
’Athlat as Sawdā	id=g:2473132
Athlat al Qandūl	id=g:2473133
Athl al Guesdar	id=g:2473134
Athl al Bilād	id=g:2473135
Athl al Bayḑā’	id=g:2473136
Qar‘at al Athlah	id=g:2473137
Bi’r al Athlah	id=g:2473138
Wādī al Athl	id=g:2473139
Qar‘at al Athl	id=g:2473140
Wādī Athalāt	id=g:2473141
Oued Ataf	id=g:2473142
Wādī al Atebni	id=g:2473143
Suwayf al Atebni	id=g:2473144
Garaet el Ateuch	id=g:2473145
Garaet el Atach	id=g:2473146
Garaet el Ateuch	id=g:2473147
Jebel el Ataris	id=g:2473148
Hanshīr ‘Aţā’ Allāh	id=g:2473149
‘Uqlat al Aswāq	id=g:2473150
Wādī al Aswad	id=g:2473151
Oued el Asouad	id=g:2473152
Dhirā‘ ‘Aşūf	id=g:2473153
As Suwaysah	id=g:2473154
As Suwaydā’	id=g:2473155
Sanndouk	id=g:2473156
Aş Şulb ash Sharqī	id=g:2473157
Aş Şulb al Gharbī	id=g:2473158
Aş Şukhayrah al Qadīmah	id=g:2473159
Aş Şukhayrah	id=g:2473160
Skhira	id=g:2473161
As Sudayr	id=g:2473162
Sbikha	id=g:2473163
Sejoumi	id=g:2473164
As Semoumenia	id=g:2473165
Shūshat al Assekr	id=g:2473166
As Segala	id=g:2473167
Aş Şayyādah	id=g:2473168
Aş Şayyādah	id=g:2473169
As Sayḩ	id=g:2473170
Aş Şawwāf	id=g:2473171
Es Somaa	id=g:2473172
Es Souda	id=g:2473173
Es Satour	id=g:2473174
As Saţḩ	id=g:2473175
As Sars	id=g:2473176
As Sars	id=g:2473177
Skalba	id=g:2473178
‘Uqlat al ‘Assānah	id=g:2473179
Kudyat al ‘Assānah	id=g:2473180
Jabal al ‘Assānah	id=g:2473181
As Sanad	id=g:2473182
As Sanad	id=g:2473183
As Salūqīyah	id=g:2473184
Jabal Assallah	id=g:2473185
Oued el Assela	id=g:2473186
Bi’r al Assaidia	id=g:2473187
As Sa‘īdah	id=g:2473188
Saïda	id=g:2473189
Sahline	id=g:2473190
Sahali	id=g:2473191
As Sāḩil	id=g:2473192
Sebkhet Assa Jiriba	id=g:2473193
Majāz al ‘Assah	id=g:2473194
Jebel el Assa	id=g:2473195
As Sadd	id=g:2473196
La Sebala	id=g:2473197
Es Sebaa Regoud	id=g:2473198
Sebaa Regoud	id=g:2473199
As Sab‘ah Ruqūd	id=g:2473200
Bi’r Asrella	id=g:2473201
Kef Asoud	id=g:2473202
Jebel el Assoud	id=g:2473203
Oued Lasname	id=g:2473204
Hanshīr al Aşnām	id=g:2473205
Bi’r al Asli	id=g:2473206
Hanshīr al Asla‘	id=g:2473207
Hanshīr ‘Askar al Edin	id=g:2473208
Jebel el Asker	id=g:2473209
Hanshīr al ‘Askar	id=g:2473210
Aïn el Asker	id=g:2473211
Hanshīr al Ashwāl	id=g:2473212
Ech Chouech	id=g:2473213
Chouigui	id=g:2473214
Cherichira	id=g:2473215
Ash Shubaykah	id=g:2473216
Ash Shu‘bah	id=g:2473217
Ash Shawāshinīyah	id=g:2473218
Ech Chouachi	id=g:2473219
Ech Chouarnia	id=g:2473220
Ech Chouarbia	id=g:2473221
Ash Shaţţ	id=g:2473222
Cherguia Jenoub er Riana	id=g:2473223
Ech-Chergui	id=g:2473224
Cherarda	id=g:2473225
Cheraïtia	id=g:2473226
Ech Cheraïtia	id=g:2473227
Ash Shaqqāqah	id=g:2473228
Chebba	id=g:2473229
Ash Shabābīyah	id=g:2473230
Ash Sha‘‘āl	id=g:2473231
Ashrāf al Ḩalfā’	id=g:2473232
Garaet el Ichkeul	id=g:2473233
Jebel Ichkeul	id=g:2473234
Ash Chragui	id=g:2473235
Ash Cheguetma	id=g:2473236
Hanshīr al Aşfar	id=g:2473237
Hennchir el Asfer	id=g:2473238
Zamlat Asf al Borni	id=g:2473239
Kef el Assel	id=g:2473240
Kāf al ‘Asal	id=g:2473241
Jabal al ‘Asal	id=g:2473242
Henchir el Asel	id=g:2473243
Jebel el Assafir	id=g:2473244
Gouvernorat de Ariana	id=g:2473245
Sebkhet er Riana	id=g:2473246
Ariana	id=g:2473247
Jebel el Aroussia	id=g:2473248
Bi’r al ‘Arūsī	id=g:2473249
Wādī ‘Arsh al Quyūd	id=g:2473250
Ar Ruwayqībah	id=g:2473251
Ar Ruwādī	id=g:2473252
Er Retba	id=g:2473253
Ar Rumaylīyah	id=g:2473254
Ar Rukbah	id=g:2473255
Er Rehiat	id=g:2473256
Ar Rudayyif	id=g:2473257
Ar Riqāb	id=g:2473258
Ar Rijāl al Aroua	id=g:2473259
Ar Rīdān	id=g:2473260
Ar Rejdane	id=g:2473261
Ar Rehana	id=g:2473262
Ar Redadia al Meloussi	id=g:2473263
Rohia	id=g:2473264
Ar Rawḑah	id=g:2473265
Ar Rawāqīb	id=g:2473266
Ar Ratam	id=g:2473267
Ar Raşīfah	id=g:2473268
Ar Raqrāq	id=g:2473269
Er-Remla	id=g:2473270
Ar Raml	id=g:2473271
Wādī ‘Arrām	id=g:2473272
‘Arrām	id=g:2473273
Rejiche	id=g:2473274
Er Rahmat	id=g:2473275
La Rabta	id=g:2473276
Er Rebeïba	id=g:2473277
Wudayyat al Arnab	id=g:2473278
Qar‘at al Arnab	id=g:2473279
Hanshīr al Arnab	id=g:2473280
Armand-Colin	id=g:2473281
Oued Arkou	id=g:2473282
Jabal Arkou	id=g:2473283
Arkou	id=g:2473284
Jebel el Arkebat	id=g:2473285
Zumaylat al ‘Arīsh	id=g:2473286
Bir Arem	id=g:2473287
Oued Laridha	id=g:2473288
Ḩasyān al ‘Arīḑah	id=g:2473289
Jabal al ‘Arīḑ	id=g:2473290
Bir el Argaoul	id=g:2473291
‘Ayn al Areb	id=g:2473292
Bi’r al Ardhaoui	id=g:2473293
Bi’r al Ardaoui	id=g:2473294
Jebel Lorbeus	id=g:2473295
Koudiat Arba Neffate	id=g:2473296
Bi’r al ‘Ar‘arīyah	id=g:2473297
Bi’r al ‘Arāriqah	id=g:2473298
Karūmat al ‘Ar‘ārah	id=g:2473299
Oued el Arar	id=g:2473300
Jabal al ‘Ar‘ar	id=g:2473301
Jabal al ‘Ar‘ar	id=g:2473302
Hanshīr al ‘Ar‘ar	id=g:2473303
Aïne Arar	id=g:2473304
Shu‘bat al Aram	id=g:2473305
Wādī al A‘raj	id=g:2473306
Wādī al A‘raj	id=g:2473307
Kudyat al ‘Arā’is	id=g:2473308
Hanshīr al ‘Arā’is	id=g:2473309
Bi’r al ‘Arā’is	id=g:2473310
Qūr al ‘Arā’ifah	id=g:2473311
Bi’ār al Aradjra	id=g:2473312
Karūmat al ‘Arabī	id=g:2473313
Bi’r al ‘Arabī	id=g:2473314
Bir Larbi	id=g:2473315
Araba	id=g:2473316
Bi’r al ‘Arab	id=g:2473317
Bir el Araa	id=g:2473318
Wādī al Aqwas	id=g:2473319
Bled el Aksame	id=g:2473320
Wādī al Aqşāb	id=g:2473321
Jabal al Aqşāb	id=g:2473322
‘Ayn al Aqşāb	id=g:2473323
Jebel el Akrebat	id=g:2473324
Wādī al ‘Aqrab	id=g:2473325
Wādī al ‘Aqrab	id=g:2473326
Kef el Akheb	id=g:2473327
Bi’r al ‘Aqrab	id=g:2473328
Wādī al ‘Aqāribah	id=g:2473329
Oued el Agareb	id=g:2473330
Bi’r ‘Aqārib	id=g:2473331
Bled el Agaïer	id=g:2473332
Fej el Agba	id=g:2473333
Aouru	id=g:2473334
Bordj Aouraou	id=g:2473335
Bi’r al Aour	id=g:2473336
Kef Aount el Melk	id=g:2473337
Sabkhat al Aougued	id=g:2473338
Wādī al Aouaïed	id=g:2473339
Wādī al Aouadi	id=g:2473340
Qulayb al ‘Anz	id=g:2473341
Qalb al ‘Anz	id=g:2473342
Qalb al ‘Anz	id=g:2473343
Jabal al ‘Anz	id=g:2473344
Aïn el Annz	id=g:2473345
‘Uwaynat al Anwām	id=g:2473346
Jabal Antoui	id=g:2473347
Jabal al Anşārīn	id=g:2473348
‘Ayn al Anşārīn	id=g:2473349
Jabal Anntra	id=g:2473350
An Netslaïat	id=g:2473351
Aïn el Anndaria	id=g:2473352
An Nāz̧ūr	id=g:2473353
En Nemlet	id=g:2473354
An Namirah	id=g:2473355
An Naḩl	id=g:2473356
En Merhamcha	id=g:2473357
Enfida	id=g:2473358
En Naffatiyah	id=g:2473359
An Nabsh	id=g:2473360
Bi’r Ankoula	id=g:2473361
Wādī al Anguer	id=g:2473362
Jazīrat al Anf	id=g:2473363
‘Ayn Aneg al Kabīrah	id=g:2473364
Sebkhet el Andelesse	id=g:2473365
Anciennes Îles Ægimures	id=g:2473366
‘Irq al Anania	id=g:2473367
Kudyat al Anad	id=g:2473368
‘Ayn al Amzoussi	id=g:2473369
‘Uqlat al ‘Amūd	id=g:2473370
Touil el Amoud	id=g:2473371
Aïne Amse	id=g:2473372
Wādī Amsane	id=g:2473373
Biar el Amrouni	id=g:2473374
Amri el Erg	id=g:2473375
Bi’r Amrhith	id=g:2473376
Amrat Cherf	id=g:2473377
Oued Amor	id=g:2473378
Jebel Amar	id=g:2473379
Bi’r al ‘Ammār	id=g:2473380
Bi’r ‘Ammār	id=g:2473381
Kef Ameur Ben Helal	id=g:2473382
Pointe de l’ Amirauté	id=g:2473383
Wādī Amira	id=g:2473384
Amira	id=g:2473385
Oued Ameur	id=g:2473386
Wādī ‘Amīr	id=g:2473387
‘Uyūn ‘Āmir	id=g:2473388
Ra’s ‘Āmir	id=g:2473389
Hassi Ameur	id=g:2473390
Bi’r Amīr	id=g:2473391
Bi’ār ‘Āmir	id=g:2473392
Hanshīr al Amich	id=g:2473393
Wādī Amennit	id=g:2473394
Mu‘tamadīyat ‘Amdūn	id=g:2473395
Bir Amdoun	id=g:2473396
‘Amdūn	id=g:2473397
Bi’r al Amdjenine	id=g:2473398
Bi’r al Amarsī	id=g:2473399
Bi’r al ‘Amārī	id=g:2473400
Wādī ‘Amārah	id=g:2473401
Hanshīr ‘Amārah	id=g:2473402
Bi’r ‘Amārah	id=g:2473403
Bi’r ‘Amārah	id=g:2473404
‘Ayn al ‘Amārah	id=g:2473405
‘Ayn ‘Amārah	id=g:2473406
Aïn Amara	id=g:2473407
Bi’r al ‘Amā’irah	id=g:2473408
Jebel el Amaïa	id=g:2473409
Al Yatīmah	id=g:2473410
Al Yatīm	id=g:2473411
Al Yatīm	id=g:2473412
Al Wuşfān	id=g:2473413
El Oudiane	id=g:2473414
El Oudiane	id=g:2473415
Al Waţīd	id=g:2473416
Ousseltia	id=g:2473417
Délégation de Oueslatia	id=g:2473418
Al Wardānīn	id=g:2473419
Al Wardānīn	id=g:2473420
Al Warāzilah	id=g:2473421
Al Wajīl	id=g:2473422
Ḩawḑ al ‘Alwah	id=g:2473423
Al ‘Uwaynāt	id=g:2473424
El Aouina Raja	id=g:2473425
Al ‘Uwaynah	id=g:2473426
El Aouina	id=g:2473427
El Aouina	id=g:2473428
Al ‘Urqūb	id=g:2473429
Al ‘Urqūb	id=g:2473430
Al ‘Urayqīb	id=g:2473431
Al ‘Urayqāt	id=g:2473432
El Ogla	id=g:2473433
Al ‘Unayqīd	id=g:2473434
Al ‘Umrān	id=g:2473435
Bir Aloulou	id=g:2473436
El Ghadraoui	id=g:2473437
Al Quşūr	id=g:2473438
El Ksour	id=g:2473439
Al Quşayr	id=g:2473440
Al Quşayr	id=g:2473441
Al Qurayyah	id=g:2473442
Al Qunţās	id=g:2473443
Al Qunnah	id=g:2473444
Al Qulaylāt	id=g:2473445
El Golaa	id=g:2473446
Al Qiţār	id=g:2473447
El Guithna	id=g:2473448
Kairouan	id=g:2473449
Mu‘tamadīyat al Qayrawān	id=g:2473450
Gouvernorat de Kairouan	id=g:2473451
Al Qawā’idīyah	id=g:2473452
Al Qaţţārīyah	id=g:2473453
El Guetar	id=g:2473454
El Guetta	id=g:2473455
El Gassa	id=g:2473456
Kasserine	id=g:2473457
Al Qaşrayn	id=g:2473458
Mu‘tamadīyat al Qaşrayn	id=g:2473459
Gouvernorat de Kasserine	id=g:2473460
Kassar Saïd	id=g:2473461
Al Qaşr al Jadīd	id=g:2473462
Al Qaşr al Jadīd	id=g:2473463
Al Qaşr	id=g:2473464
El Ksar	id=g:2473465
El Ksar	id=g:2473466
Al Qaşr	id=g:2473467
El Guessaat	id=g:2473468
Al Qarqabīyah	id=g:2473469
Al Qarmadah	id=g:2473470
Al Qarāqir	id=g:2473471
Al Qanţarah al Berdonna	id=g:2473472
El Ganntra	id=g:2473473
El Qantara	id=g:2473474
Al Qanţarah	id=g:2473475
Al Qanţarah	id=g:2473476
El Gennara	id=g:2473477
Bi’r ‘Alqamah	id=g:2473478
al Qalb Al Aswad	id=g:2473479
Al Qal‘ah aş Şughrá	id=g:2473480
Kalaa Srira	id=g:2473481
Al Qal‘ah al Kubrá	id=g:2473482
Kelaa Kebira	id=g:2473483
Al Qal‘ah al Jardā’	id=g:2473484
Al Qal‘ah al Jardā’	id=g:2473485
El Golaa	id=g:2473486
Al Qā‘	id=g:2473487
Al Ouaïah	id=g:2473488
La Mornaghia	id=g:2473489
Al Murābiţah ‘Ā’ishah	id=g:2473490
Al Muqayrināt	id=g:2473491
Villejacques	id=g:2473492
Monastir	id=g:2473493
Mu‘tamadīyat al Munastīr	id=g:2473494
Gouvernorat de Monastir	id=g:2473495
Moknine	id=g:2473496
El Mkimene	id=g:2473497
Al Muḩayjirah	id=g:2473498
La Mohammedia	id=g:2473499
Al Mu‘ayzīlah	id=g:2473500
Al Mu‘ayzīlah	id=g:2473501
Al Mu‘allaqah	id=g:2473502
El Mstiri	id=g:2473503
El Mraïssa	id=g:2473504
El Mnaka	id=g:2473505
Al Mi‘şarah	id=g:2473506
Al Mi‘şarah	id=g:2473507
Al Mi‘şarah	id=g:2473508
Al Minshār	id=g:2473509
Al Minshār	id=g:2473510
Al Milḩ	id=g:2473511
Al Miknāsīyah	id=g:2473512
Al Miknāsī	id=g:2473513
El Mida	id=g:2473514
Al Mguettel	id=g:2473515
Al Metouria	id=g:2473516
Al Metlaoui	id=g:2473517
Al Meraïa	id=g:2473518
Al Mehiri	id=g:2473519
Al Mehiri	id=g:2473520
Al Megatia	id=g:2473521
Al Medou	id=g:2473522
El Media	id=g:2473523
Al Mechref	id=g:2473524
Al Mazzūnah	id=g:2473525
Al Mazhūdah	id=g:2473526
El Mzara	id=g:2473527
Al Mazārah	id=g:2473528
Al Mayyitah	id=g:2473529
El Mouajene	id=g:2473530
Al Maţwīyah	id=g:2473531
Mu‘tamadīyat al Maţwīyah	id=g:2473532
Al Matlīn	id=g:2473533
Al Matlīn	id=g:2473534
Al Maţāmīr	id=g:2473535
El Mechref	id=g:2473536
Al Maşdūr	id=g:2473537
Messadine	id=g:2473538
Al Mas‘adīn	id=g:2473539
Al Marsá	id=g:2473540
Al Marsá	id=g:2473541
Al Marsá	id=g:2473542
El Mergueb	id=g:2473543
Al Marqab	id=g:2473544
Al Marqab	id=g:2473545
Al Marjah	id=g:2473546
Mrira	id=g:2473547
Al Maqrūn	id=g:2473548
Al Maqlūbah	id=g:2473549
Al Maqātil	id=g:2473550
Al Maqārisah	id=g:2473551
El Menzel	id=g:2473552
La Manoubia	id=g:2473553
El Mansouraa	id=g:2473554
Al Manşaf	id=g:2473555
Al Manārah	id=g:2473556
Al Manārah	id=g:2473557
El Maamoura	id=g:2473558
Al Ma‘mūrah	id=g:2473559
El Mellaha	id=g:2473560
Melassine	id=g:2473561
Al Malah	id=g:2473562
Al Makhzan	id=g:2473563
Al Makhālīf	id=g:2473564
Al Makāmin al Aswad	id=g:2473565
El Mejless	id=g:2473566
Al Mā’īyah	id=g:2473567
Al Mā’ī	id=g:2473568
El Mây	id=g:2473569
Mahires	id=g:2473570
Mu‘tamadīyat al Maḩras	id=g:2473571
Mahdia	id=g:2473572
Mu‘tamadīyat al Mahdīyah	id=g:2473573
Gouvernorat de Mahdia	id=g:2473574
El Mhedba	id=g:2473575
El Meghmouma	id=g:2473576
Al Madīnah	id=g:2473577
M’dhilla	id=g:2473578
Al Madā’inah	id=g:2473579
Al Madā’inah	id=g:2473580
Wādī al ‘Allūsh	id=g:2473581
Bi’r al ‘Allūsh	id=g:2473582
Al Lisān	id=g:2473583
Louza	id=g:2473584
Laouata	id=g:2473585
Al Laţā’ifah	id=g:2473586
Bir el Allani	id=g:2473587
Bir el Allani	id=g:2473588
Bi’r ‘Allalī	id=g:2473589
Bi’r al ‘Allāf	id=g:2473590
Al Kūshah aţ Ţawīlah	id=g:2473591
Al Kūshah aş Şaghīrah	id=g:2473592
Al Kurayyimah	id=g:2473593
Al Kunbūt	id=g:2473594
Al Kūkah	id=g:2473595
Al Kudyah	id=g:2473596
Al Kronnab	id=g:2473597
Al Kreit	id=g:2473598
El Kanndar	id=g:2473599
El Khechoum	id=g:2473600
Al Khushaybah	id=g:2473601
El Kheriba	id=g:2473602
El Amra	id=g:2473603
Al Khuraybah	id=g:2473604
Al Khums	id=g:2473605
El Kholjane	id=g:2473606
Al Khulaydīyah	id=g:2473607
Khledia	id=g:2473608
Al Khirbah	id=g:2473609
El Khezna	id=g:2473610
Al Khāwī	id=g:2473611
Al Khashab	id=g:2473612
Al Kharrūbah	id=g:2473613
Al Kharjah	id=g:2473614
El Kheraïb	id=g:2473615
Khannguet	id=g:2473616
Al Khāniq	id=g:2473617
El Khelij	id=g:2473618
Al Khalā’ifah	id=g:2473619
El Khadria	id=g:2473620
Al Khaḑrāyah	id=g:2473621
El Ketef	id=g:2473622
Al Katif	id=g:2473623
Al Katif	id=g:2473624
Al Karmah	id=g:2473625
Al Karm	id=g:2473626
Al Karīb	id=g:2473627
Al Karīb	id=g:2473628
Al Karāshiwah	id=g:2473629
Al Karāshiwah	id=g:2473630
Al Kanīsīyah	id=g:2473631
Al Kanā’is	id=g:2473632
Kellabine	id=g:2473633
El Kef	id=g:2473634
Al Kāf	id=g:2473635
Mu‘tamadīyat al Kāf	id=g:2473636
Gouvernorat de Kef	id=g:2473637
El Marsa	id=g:2473638
Jedeïda	id=g:2473639
El Jebel	id=g:2473640
Al Jubayl	id=g:2473641
Al Jubayl	id=g:2473642
Al Jubaybīnah	id=g:2473643
Al Jifārah	id=g:2473644
El Jezira	id=g:2473645
El Jezira	id=g:2473646
Jouaouda	id=g:2473647
Jouaouda	id=g:2473648
Al Jawāwidah	id=g:2473649
Al Jawāwidah	id=g:2473650
Al Jarīd	id=g:2473651
Dhirā‘ al Aljane	id=g:2473652
Borj Jeneïn	id=g:2473653
El Jem	id=g:2473654
Mu‘tamadīyat al Jamm	id=g:2473655
Al Jamah	id=g:2473656
Al Jallūsh	id=g:2473657
Station de Jefna	id=g:2473658
Wādī Al Jadīdah	id=g:2473659
Al Jadīdah	id=g:2473660
Zebbas	id=g:2473661
Al Jabal al Abyaḑ	id=g:2473662
Mu‘tamadīyat al Jabal al Abyaḑ	id=g:2473663
Qārat ‘Alīyah	id=g:2473664
Jabal al ‘Alīyah	id=g:2473665
Bir el Aalia	id=g:2473666
Bi’ār al ‘Āliyah	id=g:2473667
Bir Ali Seria	id=g:2473668
Al ‘Irq	id=g:2473669
El Areg	id=g:2473670
Bir Alimia	id=g:2473671
Al Imaoua	id=g:2473672
Mājin ‘Alī Manşūr	id=g:2473673
Wādī al ‘Alīmah	id=g:2473674
‘Uqlat ‘Alīmah	id=g:2473675
Jabal ‘Alīmah	id=g:2473676
Jebel Alima	id=g:2473677
Wādī al ‘Ālim	id=g:2473678
‘Alīm	id=g:2473679
Jabal ‘Alī Bū Şāliḩ	id=g:2473680
Bir Ali Bou Aïn	id=g:2473681
Bir Ali Ben Amor	id=g:2473682
Bir Ali Ben Slimane	id=g:2473683
Hanshīr ‘Alī Bin Sālim	id=g:2473684
Bir Ali Ben Salem	id=g:2473685
Oued Ali Ben Salah	id=g:2473686
Bi’r ‘Alī Bin Naşīb	id=g:2473687
Bir Ali Ben Mohammed	id=g:2473688
Bi’ār ‘Alī Bin Mişbāḩ	id=g:2473689
Hanshīr ‘Alī Bin Khayl	id=g:2473690
Bi’r ‘Alī Bin Khalīfah	id=g:2473691
Bir Ali Ben Jetou	id=g:2473692
Bi’r ‘Alī Bin Ibrāhīm	id=g:2473693
Hanshīr ‘Alī Bin Ḩasan	id=g:2473694
Bir Ali Ben Hamed	id=g:2473695
Bir Ali Ben Jennale	id=g:2473696
Daf‘ ‘Alī Bin Ḑaw’	id=g:2473697
Bir Ali Ben Brik	id=g:2473698
Bir Ali Ben Nasser	id=g:2473699
Touil Ali Ben Ahmeur	id=g:2473700
Ḩasy ‘Alī Bin ‘Ammār	id=g:2473701
Bir Ali Ben Amara	id=g:2473702
Ţawīlāt ‘Alī Bin Aḩmad	id=g:2473703
Mājin ‘Alī Bin Aḩmad	id=g:2473704
Bir Ali Ben Ahmed	id=g:2473705
Mazārat ‘Alī Bin ‘Abd an Nabī	id=g:2473706
Wudayy ‘Alī Bin ‘Abd Allāh	id=g:2473707
Fedj Ali Ben Mbarek	id=g:2473708
Kudyat ‘Alī aţ Ţayyib	id=g:2473709
Jebel Ali el Ahmar	id=g:2473710
‘Uqlat al ‘Alī	id=g:2473711
Qar‘at ‘Alī	id=g:2473712
Jebel el Ali	id=g:2473713
Bir Ali	id=g:2473714
Bir Ali	id=g:2473715
El Haouaria	id=g:2473716
Al Hūwārī	id=g:2473717
Al Ḩushayshīnah	id=g:2473718
Al Ḩusaynāt	id=g:2473719
Al Ḩufayy	id=g:2473720
Al Horchane	id=g:2473721
Al Ḩizq	id=g:2473722
Al Ḩiqaf	id=g:2473723
Al Ḩimārī	id=g:2473724
Al Herigue	id=g:2473725
Al Heri	id=g:2473726
Al Ḩāzim	id=g:2473727
Al Hayara	id=g:2473728
El Haoumet	id=g:2473729
Houamdia	id=g:2473730
El Hassi	id=g:2473731
Al Ḩashshānah	id=g:2473732
El Harchia	id=g:2473733
Al Ḩarshah	id=g:2473734
Al Ḩarqūsīyah	id=g:2473735
El Hariga	id=g:2473736
El Haraïg	id=g:2473737
Erriadh	id=g:2473738
Al Ḩārah al Kabīrah	id=g:2473739
El Hania	id=g:2473740
Al Ḩanashah	id=g:2473741
Al Ḩanashah	id=g:2473742
Al Ḩanādirah	id=g:2473743
Al Ḩammāmāt	id=g:2473744
Mu‘tamadīyat al Ḩammāmāt	id=g:2473745
Al Ḩammām	id=g:2473746
El Hamma	id=g:2473747
El Hamima	id=g:2473748
Al Ḩamdānīyah	id=g:2473749
Al Ḩamādah	id=g:2473750
Ruines de Helba	id=g:2473751
Al Ḩakā’imah	id=g:2473752
Al Ḩājj ‘Uthmān	id=g:2473753
El Haj Amor	id=g:2473754
Al Ḩājj Ḩusayn	id=g:2473755
Al Ḩājj aş Şaghīr	id=g:2473756
El Hajib	id=g:2473757
Al Haïra	id=g:2473758
El Hafsi	id=g:2473759
Al Ḩafşah	id=g:2473760
Al Ḩaddādah	id=g:2473761
El Haddad	id=g:2473762
Al Hadaba	id=g:2473763
El Habba	id=g:2473764
Al Guettarir	id=g:2473765
Al Guerria	id=g:2473766
Al Guemaïza	id=g:2473767
Algueïa	id=g:2473768
El Guefaye	id=g:2473769
Al Graa	id=g:2473770
Al Graa	id=g:2473771
Al Goubaï	id=g:2473772
El Ghouirga	id=g:2473773
El Ghouiba	id=g:2473774
Al Ghurayyibah	id=g:2473775
Al Ghurayyibah	id=g:2473776
Al Ghirār	id=g:2473777
Al Ghīrān	id=g:2473778
Al Ghazāl	id=g:2473779
Al Ghaţţās	id=g:2473780
Al Gharsah	id=g:2473781
Al Ghābah	id=g:2473782
Al Gaza	id=g:2473783
Al Futūrī	id=g:2473784
Al Funduq al Jadīd	id=g:2473785
Fondouk Jedid	id=g:2473786
Al Fūlādh	id=g:2473787
Al Firnānah	id=g:2473788
El Fehri	id=g:2473789
Al Feguira Abida	id=g:2473790
El Faouar	id=g:2473791
