Aneri Soak	id=g:2077736
Wando Vale	id=g:2144775
Wando Vale	id=g:2144776
Wando South Bore	id=g:2144777
Wando River	id=g:2144778
Wandook Tank	id=g:2144779
Wandook North	id=g:2144780
Wandook	id=g:2144781
Wandoo Creek	id=g:2144782
Wandoo Creek	id=g:2144783
Mount Wandoo	id=g:2144784
Wandoo	id=g:2144785
Wandoo	id=g:2144786
Wandong	id=g:2144787
Wando Bridge	id=g:2144788
Wandoan Creek	id=g:2144789
Wandoan	id=g:2144790
Wando	id=g:2144791
Wandle River	id=g:2144792
Wandin Yallock Creek	id=g:2144793
Wandin Yallock	id=g:2144794
Wandin North	id=g:2144795
Wandin	id=g:2144796
Wandin	id=g:2144797
Wandilo	id=g:2144798
Wandiligong	id=g:2144799
Wandibingle Tank	id=g:2144800
Wandibingle	id=g:2144801
Wanderrebah Beach	id=g:2144802
Wanderer River	id=g:2144803
Wandera Mountain	id=g:2144804
Wandera	id=g:2144805
Wandello Creek	id=g:2144806
Wandello	id=g:2144807
Wandawandong Creek	id=g:2144808
Wandandian Creek	id=g:2144809
Wandandian	id=g:2144810
Wandall Creek	id=g:2144811
Lake Wancoocha	id=g:2144812
Wanbi	id=g:2144813
Wanatta	id=g:2144814
Wananga Creek	id=g:2144815
Wanalta	id=g:2144816
Wanaaring	id=g:2144817
Wamwarrah	id=g:2144818
Wamwarra Creek	id=g:2144819
Wamuran	id=g:2144820
Wamrawa	id=g:2144821
Wamoon	id=g:2144822
Mount Wammiga	id=g:2144823
Waminda	id=g:2144824
Wambranna	id=g:2144825
Wamboyne	id=g:2144826
Wambool	id=g:2144827
Wamboin	id=g:2144828
Wambo Creek	id=g:2144829
Mount Wambo	id=g:2144830
Wambo	id=g:2144831
Wambidgee	id=g:2144832
Wambiana	id=g:2144833
Wamberra	id=g:2144834
Wamberal Point	id=g:2144835
Wamberal North	id=g:2144836
Wamberal Lagoon	id=g:2144837
Wamberal	id=g:2144838
Wambelong Creek	id=g:2144839
Wambelong	id=g:2144840
Wambanumba	id=g:2144841
Wambandry	id=g:2144842
Wamban Creek	id=g:2144843
Wal Wal	id=g:2144844
Walwa Creek	id=g:2144845
Walwa	id=g:2144846
Walton Downs	id=g:2144847
Walton Downs	id=g:2144848
Walton Creek	id=g:2144849
Walton	id=g:2144850
Walters Range	id=g:2144851
Walters Knob	id=g:2144852
Walter Point	id=g:2144853
Walter Plains Lake	id=g:2144854
Walter Island	id=g:2144855
Walter Hill Range	id=g:2144856
Walterhall	id=g:2144857
Walter Creek	id=g:2144858
Walter Creek	id=g:2144859
Waltella	id=g:2144860
Waltatella Hill	id=g:2144861
Walshs Pyramid	id=g:2144862
Walsh River	id=g:2144863
Walsh Island	id=g:2144864
Walsh Island	id=g:2144865
Walsh Creek	id=g:2144866
Walsh Bluff	id=g:2144867
Walsh Bay	id=g:2144868
Walsh Bay	id=g:2144869
Mount Walsh	id=g:2144870
Mount Walsh	id=g:2144871
Walsh	id=g:2144872
Walpole Rivulet	id=g:2144873
Walpeup	id=g:2144874
Mount Walpanara	id=g:2144875
Walpa	id=g:2144876
Walnah Waterhole	id=g:2144877
Walmul	id=g:2144878
Walmer	id=g:2144879
Walmer	id=g:2144880
Wallup	id=g:2144881
Wallumburrawang Creek	id=g:2144882
Wallumburrawang	id=g:2144883
Wallumbilla Creek	id=g:2144884
Wallumbilla	id=g:2144885
Walls of Jerusalen	id=g:2144886
Walls of Jerusalem National Park	id=g:2144887
The Walls of China	id=g:2144888
Walls Hill	id=g:2144889
Wallsend	id=g:2144890
Wallpolla Island	id=g:2144891
Wallpolla Creek	id=g:2144892
Walloona Creek	id=g:2144893
Walloon	id=g:2144894
Walloon	id=g:2144895
Wallon Creek	id=g:2144896
Wallon Creek	id=g:2144897
Wallon Bore	id=g:2144898
Wallis Lake	id=g:2144899
Wallis Island	id=g:2144900
Wallis Creek	id=g:2144901
Wallis Creek	id=g:2144902
Wallis Creek	id=g:2144903
Wallis Banks	id=g:2144904
Wallington	id=g:2144905
Wallingat State Forest	id=g:2144906
Wallingat River	id=g:2144907
Wallinduc	id=g:2144908
Walligan	id=g:2144909
Mount Walli	id=g:2144910
Walli	id=g:2144911
Wall Hill	id=g:2144912
Wallgrove	id=g:2144913
Wallerawang	id=g:2144914
Wallendbeen	id=g:2144915
Walle Creek	id=g:2144916
Wall Creek	id=g:2144917
Wall Creek	id=g:2144918
Wall Creek	id=g:2144919
Lake Wallawalla	id=g:2144920
Walla-Walla	id=g:2144921
Walla Walla	id=g:2144922
Walla Walla	id=g:2144923
Wallaville	id=g:2144924
Wallaroo Range	id=g:2144925
Wallaroo Mountain	id=g:2144926
Wallaroo Creek	id=g:2144927
Wallaroo Creek	id=g:2144928
Mount Wallaroo	id=g:2144929
Wallaroo	id=g:2144930
Wallaroi Tank	id=g:2144931
Wallaroi Mountain	id=g:2144932
Wallaroi Creek	id=g:2144933
Wallarobba Range	id=g:2144934
Wallarobba Creek	id=g:2144935
Wallarobba	id=g:2144936
Wallarah Point	id=g:2144937
Wallanunnini	id=g:2144938
Wallanoobie Waterhole	id=g:2144939
Wallangunda Creek	id=g:2144940
Wallangra	id=g:2144941
Wallangarra	id=g:2144942
Wallan East	id=g:2144943
Wallandoon Hill	id=g:2144944
Wallandoola Creek	id=g:2144945
Wallan Creek	id=g:2144946
Wallan Creek	id=g:2144947
Wallanbillan	id=g:2144948
Wallan	id=g:2144949
Wallamundry Creek	id=g:2144950
Wallam East Bore	id=g:2144951
Wallam Creek	id=g:2144952
Wallaman Falls National Park	id=g:2144953
Wallaloo East	id=g:2144954
Wallaloo Creek	id=g:2144955
Wallaloo	id=g:2144956
Wallalong	id=g:2144957
Wallalee	id=g:2144958
Wallal Bore	id=g:2144959
Wallal	id=g:2144960
Wallal	id=g:2144961
Wallagoo Lake	id=g:2144962
Wallaga Lake	id=g:2144963
Wallagaraugh River	id=g:2144964
Walladilly Creek	id=g:2144965
Wallacooloobie Waterhole	id=g:2144966
Wallacia	id=g:2144967
Wallaces Waterhole	id=g:2144968
Wallaces Creek	id=g:2144969
Wallaces Creek	id=g:2144970
Wallace River	id=g:2144971
Wallace Peak	id=g:2144972
Wallace Lake	id=g:2144973
Wallace Islet	id=g:2144974
Wallace Island	id=g:2144975
Wallacedale North	id=g:2144976
Wallacedale	id=g:2144977
Mount Wallace	id=g:2144978
Lake Wallace	id=g:2144979
Wallace	id=g:2144980
Wallace	id=g:2144981
Wallace	id=g:2144982
Wallaby Waterhole	id=g:2144983
Wallaby Rivulet	id=g:2144984
Wallaby Mountain	id=g:2144985
Wallaby Lagoon	id=g:2144986
Wallaby Island	id=g:2144987
Wallaby Creek	id=g:2144988
Wallaby Creek	id=g:2144989
Wallaby Creek	id=g:2144990
Wallaby Creek	id=g:2144991
Wallaby Creek	id=g:2144992
Wallaby Creek	id=g:2144993
Wallaby Creek	id=g:2144994
Mount Wallaby	id=g:2144995
Walla Bore	id=g:2144996
Wallabi Point	id=g:2144997
Wallabella	id=g:2144998
Wallabadah	id=g:2144999
Wallabadah	id=g:2145000
Mount Walla	id=g:2145001
Lake Walkooanie	id=g:2145002
Walkerville	id=g:2145003
Walkers Well	id=g:2145004
Walkerston	id=g:2145005
Walkers Tank	id=g:2145006
Walkers Swamp	id=g:2145007
Walkers Ridge	id=g:2145008
Walkers Point	id=g:2145009
Walkers Peak	id=g:2145010
Walkers Park	id=g:2145011
Walkers Hill	id=g:2145012
Walkers Hill	id=g:2145013
Walkers Hill	id=g:2145014
Walker Selection Bore	id=g:2145015
Walkers Dam	id=g:2145016
Walkers Creek	id=g:2145017
Walkers Creek	id=g:2145018
Walker Reach	id=g:2145019
Walker Point	id=g:2145020
Walker Point	id=g:2145021
Walker Lagoon	id=g:2145022
Walker Island	id=g:2145023
Walker Hill	id=g:2145024
Walker Creek	id=g:2145025
Walker Creek	id=g:2145026
Walker Creek	id=g:2145027
Walker Creek	id=g:2145028
Walker Creek	id=g:2145029
Walker Creek	id=g:2145030
Walker Creek	id=g:2145031
Walker Creek	id=g:2145032
Walker Channel	id=g:2145033
Walker Bay	id=g:2145034
Mount Walker	id=g:2145035
Mount Walker	id=g:2145036
Mount Walker	id=g:2145037
Mount Walker	id=g:2145038
Walkdens Tank	id=g:2145039
Walkdens Bore	id=g:2145040
Walkcege Bore	id=g:2145041
Walkcege	id=g:2145042
Lake Waljeers	id=g:2145043
Walily Creek	id=g:2145044
Walhallow	id=g:2145045
Walhalla	id=g:2145046
Walhalla	id=g:2145047
Walgiers	id=g:2145048
Walgett	id=g:2145049
Walga Creek	id=g:2145050
Walford Peak	id=g:2145051
Wales Siding	id=g:2145052
Waldrons Swamp	id=g:2145053
Walden	id=g:2145054
Waldaira Tank	id=g:2145055
Waldaira Lake	id=g:2145056
Waldaira	id=g:2145057
Walcha Road	id=g:2145058
Walcha	id=g:2145059
Walbundrie	id=g:2145060
Walbrook Creek	id=g:2145061
Walangara Creek	id=g:2145062
Walangara Creek	id=g:2145063
Walangara	id=g:2145064
Walameboulha Lagoon	id=g:2145065
Wakool River	id=g:2145066
Wakool	id=g:2145067
Wakes Lagoon	id=g:2145068
Wakehurst Parkway	id=g:2145069
Wakefield Tank	id=g:2145070
Wakefield Bore	id=g:2145071
Wakalina Creek	id=g:2145072
Wakala	id=g:2145073
Waka	id=g:2145074
Waituna	id=g:2145075
Mount Waite	id=g:2145076
Waitchie	id=g:2145077
Wait-a-while	id=g:2145078
Waitara	id=g:2145079
Waitalong Bore	id=g:2145080
Wairuna	id=g:2145081
Waiora Creek Bore	id=g:2145082
Waiora Creek	id=g:2145083
Waiora Bore	id=g:2145084
Wail	id=g:2145085
Waikola	id=g:2145086
Waight Bank	id=g:2145087
Wah Way Creek	id=g:2145088
Wah Wah Tank	id=g:2145089
Wah Tan Gooben Creek	id=g:2145090
Wahroongam	id=g:2145091
Wahroonga	id=g:2145092
Wahring	id=g:2145093
Wahratta Station	id=g:2145094
Wahpunga Range	id=g:2145095
Lake Wahpool	id=g:2145096
Wahoon Creek	id=g:2145097
Wahgunyah	id=g:2145098
Wahgineraganga Creek	id=g:2145099
Wagstaff Point	id=g:2145100
Wagragobilly	id=g:2145101
Wagoora	id=g:2145102
Wagoo	id=g:2145103
Wagoo	id=g:2145104
Wagon Hole Bore	id=g:2145105
Wagonga River	id=g:2145106
Wagonga	id=g:2145107
Waggon Flat Tank	id=g:2145108
Waggle Creek	id=g:2145109
Wagga Wagga	id=g:2145110
Waggarandall	id=g:2145111
Waggaba Creek	id=g:2145112
Wagant	id=g:2145113
Lake Wadoobiginie	id=g:2145114
Wadnaminga	id=g:2145115
Wadeville	id=g:2145116
Wades Tank	id=g:2145117
Wades Gap	id=g:2145118
Wades Creek	id=g:2145119
Wade Hill	id=g:2145120
Wade Creek	id=g:2145121
Mount Wade	id=g:2145122
Waddy Springs	id=g:2145123
Waddy Point	id=g:2145124
Waddy Creek	id=g:2145125
Waddy	id=g:2145126
Waddlebla Peak	id=g:2145127
Waddi	id=g:2145128
Waddamana	id=g:2145129
Wadbilliga River	id=g:2145130
Wadbilliga	id=g:2145131
Wadallah Creek	id=g:2145132
Wadallah	id=g:2145133
Mount Wacondee	id=g:2145134
Wacol	id=g:2145135
Wackett Creek	id=g:2145136
Wabba	id=g:2145137
Waar Waar Creek	id=g:2145138
Waarbilla Creek	id=g:2145139
Waanyarra	id=g:2145140
Waaia	id=g:2145141
Vuna	id=g:2145142
Vulcan	id=g:2145143
Vrilya Point	id=g:2145144
Voltigeur Creek	id=g:2145145
Volo	id=g:2145146
Voaden Point	id=g:2145147
Vivers Gully	id=g:2145148
Vivers Creek	id=g:2145149
Vite Vite North	id=g:2145150
Vite Vite	id=g:2145151
Mount Vista	id=g:2145152
Viscount Shoals	id=g:2145153
Virginia Creek	id=g:2145154
Virginia	id=g:2145155
Virago Shoal	id=g:2145156
Violet Vale	id=g:2145157
Violet Town	id=g:2145158
Violet Hill	id=g:2145159
Violet Hill	id=g:2145160
Violet Grove	id=g:2145161
Violet Creek	id=g:2145162
Violet Creek	id=g:2145163
Violet Bore	id=g:2145164
Mount Violet	id=g:2145165
Mount Violet	id=g:2145166
Vinsons Bore	id=g:2145167
Vineyard	id=g:2145168
Vinegar Hill	id=g:2145169
Vinefera	id=g:2145170
Vine Creek	id=g:2145171
Vine Creek	id=g:2145172
Vine Creek	id=g:2145173
Vindex Range	id=g:2145174
Vindex	id=g:2145175
Vincents Lookout	id=g:2145176
Vincents Creek	id=g:2145177
Vincent Hill	id=g:2145178
Point Vincent	id=g:2145179
Vincent	id=g:2145180
Mount Vince	id=g:2145181
Vince	id=g:2145182
Vinabel	id=g:2145183
Vimy	id=g:2145184
Villis Point	id=g:2145185
Villeneuve	id=g:2145186
Villawood	id=g:2145187
Villa Well Bore	id=g:2145188
Villa Grove	id=g:2145189
Village Creek	id=g:2145190
Village Bay	id=g:2145191
Viking Reef	id=g:2145192
View Peak	id=g:2145193
View Hill	id=g:2145194
View Hill	id=g:2145195
View Hill	id=g:2145196
View Hill	id=g:2145197
View Hill	id=g:2145198
Viedna Vale	id=g:2145199
Victory Valley	id=g:2145200
Victory Peak	id=g:2145201
Victory Creek	id=g:2145202
Heights of Victory	id=g:2145203
Victors Hill	id=g:2145204
Victor Island	id=g:2145205
Victoria Valley	id=g:2145206
Victoria Tank	id=g:2145207
Victoria Street Station	id=g:2145208
Victoria River	id=g:2145209
Victoria Range	id=g:2145210
Victoria Ponds	id=g:2145211
Victoria Point	id=g:2145212
Victoria Point	id=g:2145213
Victoria Point	id=g:2145214
Victoria Plains	id=g:2145215
Victoria Peak	id=g:2145216
Victoria Pass	id=g:2145217
Victoria Park	id=g:2145218
Victoria Park	id=g:2145219
Victoria Park	id=g:2145220
Victoria Park	id=g:2145221
Victoria Lake	id=g:2145222
Victoria Lake	id=g:2145223
Victoria Lagoon	id=g:2145224
Victoria Lagoon	id=g:2145225
Victoria Estate	id=g:2145226
Victoria Downs	id=g:2145227
Victoria Downs	id=g:2145228
Victoria Creek	id=g:2145229
Victoria Creek	id=g:2145230
Victoria Creek	id=g:2145231
Victoria Creek	id=g:2145232
Victoria Bridge	id=g:2145233
State of Victoria	id=g:2145234
Mount Victoria	id=g:2145235
Mount Victoria	id=g:2145236
Mount Victoria	id=g:2145237
Mount Victoria	id=g:2145238
Lake Victoria	id=g:2145239
Lake Victoria	id=g:2145240
Lake Victoria	id=g:2145241
Victoria	id=g:2145242
Victor Hills	id=g:2145243
Victor Creek	id=g:2145244
Point Victor	id=g:2145245
Mount Victor	id=g:2145246
Mount Victor	id=g:2145247
Vickery Bore	id=g:2145248
Vicary Bay	id=g:2145249
Mount Vexation	id=g:2145250
Vetland	id=g:2145251
Veteran Shoal	id=g:2145252
Vesper	id=g:2145253
Vervale	id=g:2145254
Verona	id=g:2145255
Verona	id=g:2145256
Mount Vero	id=g:2145257
Vernview	id=g:2145258
Vernor	id=g:2145259
Vernon Rocks	id=g:2145260
Vernon Point	id=g:2145261
Vernon Downs	id=g:2145262
Mount Vernon	id=g:2145263
Vermony Creek	id=g:2145264
Vermont Hill	id=g:2145265
Lake Vermont	id=g:2145266
Vermont	id=g:2145267
Vermin Waterhole	id=g:2145268
Verges Creek	id=g:2145269
Vergemont Creek	id=g:2145270
Mount Vergemont	id=g:2145271
Vergemont	id=g:2145272
Veresdale	id=g:2145273
Verbena Park	id=g:2145274
Verbena Creek	id=g:2145275
Verastan	id=g:2145276
Vera Park	id=g:2145277
Verandah Creek	id=g:2145278
Vera Creek	id=g:2145279
Lake Vera	id=g:2145280
Venus Shoal	id=g:2145281
Venus Bay	id=g:2145282
Venus Banks	id=g:2145283
Venus	id=g:2145284
Venture Downs	id=g:2145285
Venture Creek	id=g:2145286
Ventura Bore	id=g:2145287
Ventura	id=g:2145288
Ventnor	id=g:2145289
Ventenat Point	id=g:2145290
Vena Park	id=g:2145291
Vellum Downs	id=g:2145292
Vellum Creek	id=g:2145293
Veitch	id=g:2145294
Vegetable Creek	id=g:2145295
Vectis South	id=g:2145296
Vectis East	id=g:2145297
Vectis	id=g:2145298
Vaucluse	id=g:2145299
Vasey	id=g:2145300
Varzin Shoal	id=g:2145301
Varzin Passage	id=g:2145302
Var Shoal	id=g:2145303
Varna	id=g:2145304
Varleys Hill	id=g:2145305
Variety Bay	id=g:2145306
Varga Bore	id=g:2145307
Van Speult Point	id=g:2145308
Vansittart Shoals	id=g:2145309
Vansittart Island	id=g:2145310
Vanrook Creek	id=g:2145311
Vanrook	id=g:2145312
Vanitys Crossing	id=g:2145313
Vanguard Creek	id=g:2145314
Mount Vane	id=g:2145315
Vandyke Creek	id=g:2145316
Mount Vandyke	id=g:2145317
Vandyke	id=g:2145318
Van Diemen Inlet	id=g:2145319
Valua Bore	id=g:2145320
Valley Waterhole	id=g:2145321
Valley View	id=g:2145322
Valley View	id=g:2145323
Valley of Lagoons	id=g:2145324
Valley Lagoon	id=g:2145325
Valley Hills	id=g:2145326
Valley Heights	id=g:2145327
Valleyfield	id=g:2145328
Valley Downs	id=g:2145329
Valley Creek	id=g:2145330
The Valley Bore	id=g:2145331
Valley Bore	id=g:2145332
Valley Bay	id=g:2145333
Vallero Bore	id=g:2145334
Valla Siding	id=g:2145335
Valla Headland	id=g:2145336
Vallack Point	id=g:2145337
Valla	id=g:2145338
Vales Point	id=g:2145339
Valery	id=g:2145340
Valentine Rivulet	id=g:2145341
Valentine Plains	id=g:2145342
Valentine Creek	id=g:2145343
Mount Valentine	id=g:2145344
Valen Creek	id=g:2145345
Valencia Creek	id=g:2145346
Vale Creek	id=g:2145347
Vaggs Creek	id=g:2145348
Vacy	id=g:2145349
Vacquera Creek	id=g:2145350
Uxbridge	id=g:2145351
Utungun	id=g:2145352
Utopia	id=g:2145353
Utopia	id=g:2145354
Utchee Creek	id=g:2145355
Ussher Point	id=g:2145356
Mount Useful	id=g:2145357
Urunga	id=g:2145358
Uruba	id=g:2145359
Urs Tree Well	id=g:2145360
Urraween	id=g:2145361
Urquhart River	id=g:2145362
Urquhart Point	id=g:2145363
Urquhart Creek	id=g:2145364
Urquhart	id=g:2145365
Uromoko	id=g:2145366
Uroly	id=g:2145367
Urisino	id=g:2145368
Uri Park	id=g:2145369
Uringalla Creek	id=g:2145370
Urie Point	id=g:2145371
Uri Creek	id=g:2145372
Uriari Mountain	id=g:2145373
Urialla Dam	id=g:2145374
Urbenville	id=g:2145375
Urayarra Crossing	id=g:2145376
Urayarra Creek	id=g:2145377
Urayarra	id=g:2145378
Urayarra	id=g:2145379
Urayarra	id=g:2145380
Urara	id=g:2145381
Uranquinty	id=g:2145382
Urannah Creek	id=g:2145383
Urannah	id=g:2145384
Uranilla Creek	id=g:2145385
Uranilla	id=g:2145386
Urangeline East	id=g:2145387
Urangeline Creek	id=g:2145388
Urangeline	id=g:2145389
Urang Creek	id=g:2145390
Urangara	id=g:2145391
Urangan	id=g:2145392
Lake Uranagong	id=g:2145393
Uranagong	id=g:2145394
Urana Dam	id=g:2145395
Urana Creek	id=g:2145396
Lake Urana	id=g:2145397
Urana	id=g:2145398
Uramo	id=g:2145399
Urambie	id=g:2145400
Ural Range	id=g:2145401
Uralla Waterhole	id=g:2145402
Uralla Out Station	id=g:2145403
Uralla	id=g:2145404
Uralla	id=g:2145405
Uralgurra	id=g:2145406
Mount Urah	id=g:2145407
Uragara Creek	id=g:2145408
Upwey	id=g:2145409
Uptons Island	id=g:2145410
Upstart Bay	id=g:2145411
Cape Upstart	id=g:2145412
Upshot	id=g:2145413
Upsalls Creek	id=g:2145414
Upsalls Creek	id=g:2145415
Upright Point	id=g:2145416
Mount Upright	id=g:2145417
Uppingham	id=g:2145418
Upper Widgee	id=g:2145419
Upper Turon	id=g:2145420
Upper Tommy Well	id=g:2145421
Upper Thougla	id=g:2145422
Upper Tent Hill	id=g:2145423
Upper Tallebudgera	id=g:2145424
Upper Stone	id=g:2145425
Upper Springrove	id=g:2145426
Upper Shark Creek	id=g:2145427
Upper Scartwater	id=g:2145428
Upper Saxby Bore	id=g:2145429
Upper Rouchel	id=g:2145430
Upper Rollands Plains	id=g:2145431
Upper Plenty	id=g:2145432
Upper Orara	id=g:2145433
Upper Nerang	id=g:2145434
Upper Neinby	id=g:2145435
Upper Natone	id=g:2145436
Upper Nambucca	id=g:2145437
Upper Myall River	id=g:2145438
Upper Myall	id=g:2145439
Upper Mudgeeraba	id=g:2145440
Upper Moore Creek	id=g:2145441
Upper Mongogarie	id=g:2145442
Upper Manilla	id=g:2145443
Upper Mangrove Creek	id=g:2145444
Upper Lytton Cutting	id=g:2145445
Upper Lurg	id=g:2145446
Upper Lansdowne	id=g:2145447
Upper Kurrajong Bore	id=g:2145448
Upper Kangaroo River	id=g:2145449
Upper Horseshoe Creek	id=g:2145450
Upper Head	id=g:2145451
Upper Gundowring	id=g:2145452
Upper Gulgo Creek	id=g:2145453
Upper Grahway	id=g:2145454
Upper Glastonbury	id=g:2145455
Upper Fullarton Bore	id=g:2145456
Upper Freestone	id=g:2145457
Upper Flynns Creek	id=g:2145458
Upper Diamond Creek	id=g:2145459
Upper Corindi	id=g:2145460
Upper Coomera	id=g:2145461
Upper Colo	id=g:2145462
Upper Coldstream	id=g:2145463
Upper Castra	id=g:2145464
Upper Camp Bore	id=g:2145465
Upper Calliope	id=g:2145466
Upper Caboolture	id=g:2145467
Upper Burringbar	id=g:2145468
Upper Burragorang	id=g:2145469
Upper Brookfield	id=g:2145470
Upper Brogo	id=g:2145471
Upper Bowman	id=g:2145472
Upper Botoblar	id=g:2145473
Upper Blessington	id=g:2145474
Upper Bingara	id=g:2145475
Upper Berry Jerry Lagoon	id=g:2145476
Upper Bemm River	id=g:2145477
Upper Barron	id=g:2145478
Upper Alexander Creek Bore	id=g:2145479
Upotipotpon	id=g:2145480
Upolu Cay	id=g:2145481
Upland Creek	id=g:2145482
Uping	id=g:2145483
Upai Point	id=g:2145484
Unwarrabin Creek	id=g:2145485
Unumgar	id=g:2145486
Untoowarrie Hill	id=g:2145487
Unsworth Bluff	id=g:2145488
University Waterhole	id=g:2145489
Unity Reef	id=g:2145490
Unison Reef	id=g:2145491
Union Dam	id=g:2145492
Union Creek	id=g:2145493
Union Creek	id=g:2145494
Unibri Bore	id=g:2145495
Ungo Station	id=g:2145496
Ungarie	id=g:2145497
Ungabilla	id=g:2145498
Undullah Creek	id=g:2145499
Undulla Creek	id=g:2145500
Undulla	id=g:2145501
Undulla	id=g:2145502
Undowa River	id=g:2145503
Undine Reef	id=g:2145504
Lake Undine	id=g:2145505
Undina	id=g:2145506
Underwood Shoal	id=g:2145507
Underwood	id=g:2145508
The Undercliffe Mountain	id=g:2145509
Undercliffe Falls	id=g:2145510
Undercliffe Bore	id=g:2145511
Underbool	id=g:2145512
Undera North	id=g:2145513
Undera	id=g:2145514
Uncle Tom Creek	id=g:2145515
Mount Uncle	id=g:2145516
Mount Unbunmaroo	id=g:2145517
Unanderra	id=g:2145518
Una	id=g:2145519
Umpherstone Bay	id=g:2145520
Umpadiboo Creek	id=g:2145521
Umolo	id=g:2145522
Umbiram Creek	id=g:2145523
Umbiram	id=g:2145524
Umbilla Creek	id=g:2145525
Umberumberka Creek	id=g:2145526
Umberumberka	id=g:2145527
Umbango Creek	id=g:2145528
Umbango	id=g:2145529
Umaralla River	id=g:2145530
Umaralla Mountain	id=g:2145531
Ulverstone	id=g:2145532
Ulva Well	id=g:2145533
Ulupna West	id=g:2145534
Ulupna Creek	id=g:2145535
Ulupna	id=g:2145536
Ulupa	id=g:2145537
Ulungra Springs	id=g:2145538
Ulundry	id=g:2145539
Ultimo	id=g:2145540
Ultima	id=g:2145541
Ulrica Point	id=g:2145542
Ulong Tank	id=g:2145543
Ulonga Tank	id=g:2145544
Ulong	id=g:2145545
Ulomogo Creek	id=g:2145546
Ulogie	id=g:2145547
Ulmarra	id=g:2145548
Ullswater	id=g:2145549
Ullina	id=g:2145550
Ullenburry Creek	id=g:2145551
Ullathorne	id=g:2145552
Ulladulla Harbour	id=g:2145553
Ulladulla	id=g:2145554
Ulinda Creek	id=g:2145555
Ulinda	id=g:2145556
Ulimaroa	id=g:2145557
Ulimambri Mountain	id=g:2145558
Ulimambri Creek	id=g:2145559
Ulimambri	id=g:2145560
Ulgulu	id=g:2145561
Uley	id=g:2145562
Lake Ulenia	id=g:2145563
Ulcanbah Creek	id=g:2145564
Ulcanbah Bore	id=g:2145565
Ulcanbah	id=g:2145566
Ula Ula Creek	id=g:2145567
Ularunda Out Station	id=g:2145568
Ularunda East	id=g:2145569
Ularunda	id=g:2145570
Ularara	id=g:2145571
Ulandra Creek	id=g:2145572
Ulandilla Station	id=g:2145573
Ulan Creek	id=g:2145574
Ulan	id=g:2145575
Ulam Range	id=g:2145576
Ulaman Creek	id=g:2145577
Ulah	id=g:2145578
Ukolan	id=g:2145579
Mount Uki	id=g:2145580
Uki	id=g:2145581
Ukerebagh Passage	id=g:2145582
Ukerebagh Island	id=g:2145583
Ukerbarley Creek	id=g:2145584
Ukalunda	id=g:2145585
Uhrs Lagoon	id=g:2145586
Uhrs Creek	id=g:2145587
Ugalong Tank	id=g:2145588
Ubobo Island	id=g:2145589
Ubobo	id=g:2145590
Uargon Creek	id=g:2145591
Uargon	id=g:2145592
Uardry Station	id=g:2145593
Uarbry	id=g:2145594
Uanda Lease Bore	id=g:2145595
Uanda	id=g:2145596
Uamby Creek	id=g:2145597
Uabba	id=g:2145598
Tywong Gully	id=g:2145599
Tywong Creek	id=g:2145600
Tyumba	id=g:2145601
Tysons Well	id=g:2145602
Tyson Lake	id=g:2145603
Mount Tyson	id=g:2145604
Tyrrel Reefs	id=g:2145605
Tyrrells Marsh	id=g:2145606
Tyrrell Downs	id=g:2145607
