Duvaduve	id=g:7453416
Florida Canyon	id=g:3715566
Fisk Basin	id=g:3715567
Fishnet Bank	id=g:3715568
Farnella Dome	id=g:3715569
Farnella Canyon	id=g:3715570
Falmouth Valley	id=g:3715571
Falmouth Spur	id=g:3715572
Falmouth Bank	id=g:3715573
Exuma Valley	id=g:3715574
Explorer Tablemount	id=g:3715575
Ewing Bank	id=g:3715576
Evangeline Mound	id=g:3715577
Eureka Basin	id=g:3715578
Engaño Canyon	id=g:3715579
Engaño Bank	id=g:3715580
Engaño Apron	id=g:3715581
Elvers Bank	id=g:3715582
Eleuthera Valley	id=g:3715583
The Elbow	id=g:3715584
Ecuador Fracture Zone	id=g:3715585
Eastward Knoll	id=g:3715586
East Mexico Shelf	id=g:3715587
East Flower Garden Bank	id=g:3715588
East Chitimacha Basin	id=g:3715589
East Aves Escarpment	id=g:3715590
Estavanico Basin	id=g:3715591
Durham Basin	id=g:3715592
Dos Niños Valley	id=g:3715593
Dos Niños Knoll	id=g:3715594
Dorsey Canyon	id=g:3715595
Dorantes Basin	id=g:3715596
Dog Seamount	id=g:3715597
Discovery Ridge	id=g:3715598
Diriangen Channel	id=g:3715599
Diriangen Bank	id=g:3715600
Diaphus Bank	id=g:3715601
Diana Reef	id=g:3715602
Diamond Shoals	id=g:3715603
De Soto Canyon	id=g:3715604
De Soto Basin	id=g:3715605
Desecheo Canyon	id=g:3715606
Desecheo Basin	id=g:3715607
Dernieres Dome	id=g:3715608
Dauphin Dome	id=g:3715609
Dame Marie Ridge	id=g:3715610
Curlew Mound	id=g:3715611
Curaçao Ridge	id=g:3715612
Crocus Bank	id=g:3715613
Crescent Seamount	id=g:3715614
Creole Basin	id=g:3715615
Cortés Canyon	id=g:3715616
Cooke Basin	id=g:3715617
Columbus Seamount	id=g:3715618
Colón Ridge	id=g:3715619
Colombian Trench	id=g:3715620
Colombian Plain	id=g:3715621
Colombian Basin	id=g:3715622
Colmer Knoll	id=g:3715623
Colibri Bank	id=g:3715624
Coleman Basin	id=g:3715625
Coiba Ridge	id=g:3715626
Cocos Ridge	id=g:3715627
Clipper Canyon	id=g:3715628
Claypile Bank	id=g:3715629
Clark Basin	id=g:3715630
Clarion Bank	id=g:3715631
Choctaw Basin	id=g:3715632
Charleston Valley	id=g:3715633
Chandeleur Valley	id=g:3715634
Chalmette Basin	id=g:3715635
Challenger Bank	id=g:3715636
Chain Knoll	id=g:3715637
Central Slope	id=g:3715638
Cay Sal Bank	id=g:3715639
Cayman Trough	id=g:3715640
Cayman Trench	id=g:3715641
Cayman Ridge	id=g:3715642
Cayman Bank	id=g:3715643
Catoche Tongue	id=g:3715644
Catoche Knoll	id=g:3715645
Cat Gap	id=g:3715646
Cat Basin	id=g:3715647
Castillo Basin	id=g:3715648
Caryn Seamount	id=g:3715649
Carteret Canyon	id=g:3715650
Carstens Valley	id=g:3715651
Carnegie Seamount	id=g:3715652
Carnegie Ridge	id=g:3715653
Caribbean Valley	id=g:3715654
Cariaco Basin	id=g:3715655
Capricorn Spur	id=g:3715656
Cape Lookout Shoals	id=g:3715657
Cape Fear Terrace	id=g:3715658
Campeche Escarpment	id=g:3715659
Campeche Canyon	id=g:3715660
Campeche Bank	id=g:3715661
Cameron Basin	id=g:3715662
Camarón Knoll	id=g:3715663
Camagüey Ridge	id=g:3715664
Calumet Mound	id=g:3715665
Calcasieu Basin	id=g:3715666
Caillou Mound	id=g:3715667
Burica Canyon	id=g:3715668
Bulls Scarp	id=g:3715669
Buell Seamount	id=g:3715670
Buccaneer Bank	id=g:3715671
Bryant Canyon	id=g:3715672
Bryant Bank	id=g:3715673
Bright Bank	id=g:3715675
Breton Spur	id=g:3715676
Bowditch Seamount	id=g:3715677
Bouma Bank	id=g:3715678
Bornhauser Basin	id=g:3715679
Bon Secour Mound	id=g:3715680
Bonaire Basin	id=g:3715681
Block Canyon	id=g:3715682
Blake Spur	id=g:3715683
Blake Plateau	id=g:3715684
Blake Escarpment	id=g:3715685
Blake Canyon	id=g:3715686
Blake Basin	id=g:3715687
Blake-Bahama Ridge	id=g:3715688
Blake Abyssal Plain	id=g:3715689
Bird Mound	id=g:3715690
Biloxi Dome	id=g:3715691
Bienville Basin	id=g:3715692
Bethel Shoal	id=g:3715693
Bertrand Valley	id=g:3715694
Bertrand Spur	id=g:3715695
Bertrand Bank	id=g:3715696
Bernard Basin	id=g:3715697
Bermuda Rise	id=g:3715698
Berlanga Rise	id=g:3715699
Berkeley Canyon	id=g:3715700
Belize Fan	id=g:3715701
Beaumont Basin	id=g:3715702
Beaufort Valley	id=g:3715703
Beata Spur	id=g:3715704
Beata Ridge	id=g:3715705
Beata Plateau	id=g:3715706
Beata Escarpment	id=g:3715707
Bear Seamount	id=g:3715708
Bayogoula Mound	id=g:3715709
Bawihka Channel	id=g:3715710
Bawihka Bank	id=g:3715711
Basse-Terre Valley	id=g:3715712
Basse-Terre Ridge	id=g:3715713
Barracuda Bank	id=g:3715714
Barbuda-Antigua Shelf	id=g:3715715
Bandera Canyon	id=g:3715716
Baltimore Canyon	id=g:3715717
Balanus Seamount	id=g:3715718
Bahama Escarpment	id=g:3715719
Bahama Basin	id=g:3715720
Babylon Canyon	id=g:3715721
Aves Ridge	id=g:3715722
Aves Apron	id=g:3715723
Atwater Valley	id=g:3715724
Atlantis II Seamounts	id=g:3715725
Atlantis Canyon	id=g:3715726
Atakapa Basin	id=g:3715727
Asterias Seamount	id=g:3715728
Aruba Gap	id=g:3715729
Arrowsmith Bank	id=g:3715730
Arellano Basin	id=g:3715731
Arecibo Canyon	id=g:3715732
Acadiana Basin	id=g:3715733
Appelbaum Bank	id=g:3715734
Antoine Bank	id=g:3715735
Antigua Valley	id=g:3715736
Anoli Bank	id=g:3715737
Anguillita Spur	id=g:3715738
Anguilla Valley	id=g:3715739
Anguilla Bank	id=g:3715740
Anegada Ridge	id=g:3715741
Anegada Gap	id=g:3715742
Anegada Canyon	id=g:3715743
Anderson Basin	id=g:3715744
Amphitheaters Ridge	id=g:3715745
Amphitheaters Escarpment	id=g:3715746
Amphitheaters Basin	id=g:3715747
Amonhana Valley	id=g:3715748
Amonhana Spur	id=g:3715749
Alvin Canyon	id=g:3715750
Alvarado Ridge	id=g:3715751
Alice Shoal	id=g:3715752
Algol Seamount	id=g:3715753
Alderdice Bank	id=g:3715754
Albemarle Shelf Valley	id=g:3715755
Albatross Bank	id=g:3715756
Alaminos Canyon	id=g:3715757
Alaminos Bank	id=g:3715758
Aguja Canyon	id=g:3715759
Agouti Bank	id=g:3715760
Agassiz Valleys	id=g:3715761
Agassiz Basin	id=g:3715762
Accomac Canyon	id=g:3715763
Acadia Mound	id=g:3715764
Amery Terrace	id=g:3733120
Austin Basin	id=g:3733121
Bates Hill	id=g:3733122
Berryhill Basin	id=g:3733123
Bowie Basin	id=g:3733124
Braunstein Mound	id=g:3733125
Caddo Mound	id=g:3733126
Carancahua Mound	id=g:3733127
Cherokee Mound	id=g:3733128
Coushatta Mound	id=g:3733129
Crockett Basin	id=g:3733130
Alamo Mound	id=g:3733131
Burk Basin	id=g:3733132
Curray Basin	id=g:3733133
Flawn Basin	id=g:3733134
Frye Basin	id=g:3733135
Gealy Basin	id=g:3733136
Geyer Mound	id=g:3733137
Goose Egg Hill	id=g:3733138
Gyre Basin	id=g:3733139
Halbouty Mound	id=g:3733140
Hanna Mound	id=g:3733141
Harrison Mound	id=g:3733142
Horseshoe Basin	id=g:3733143
Houston Basin	id=g:3733144
Humphries Basin	id=g:3733145
Johnson Basin	id=g:3733305
Kane Spur	id=g:3733306
Lafitte Basin	id=g:3733307
Lone Star Basin	id=g:3733308
Lucas Mound	id=g:3733309
Murray Basin	id=g:3733310
Muscogee Mound	id=g:3733311
Payne Basin	id=g:3733312
Phleger Basin	id=g:3733313
Powers Basin	id=g:3733314
Pratt Ridge	id=g:3733315
Price Spur	id=g:3733316
Rainwater Basin	id=g:3733317
Rudder Basin	id=g:3733318
San Jacinto Mound	id=g:3733319
Shepard Basin	id=g:3733320
Travis Hill	id=g:3733321
Treadwell Basin	id=g:3733322
Tunica Mound	id=g:3733323
Barton Basin	id=g:3733905
Fisher Seamount	id=g:3734338
Calhoun Dome	id=g:3734339
Kleberg Dome	id=g:3734340
Mansfield Dome	id=g:3734341
Nueces Dome	id=g:3734342
Uchupi Dome	id=g:3734343
Willacy Dome	id=g:3734344
Adeline Bank	id=g:3734345
Assumption Hill	id=g:3734346
Berwick Bank	id=g:3734347
Jeanerette Hill	id=g:3736803
Patterson Bank	id=g:3736804
Penchant Basin	id=g:3736805
Port Hudson Basin	id=g:3736806
Verdunville Bank	id=g:3736807
Curripaco Valley	id=g:3743186
Curumaní Valley	id=g:3743187
Sue Ridge	id=g:3743188
Sia Spur	id=g:3743189
Nuquí Knoll	id=g:3743190
Arusí Hill	id=g:3743191
Rosalind Saddle	id=g:3743192
Ubaté Seamount	id=g:3743193
Alice Gap	id=g:3744187
Alice Spur	id=g:3744192
Ambalema Gap	id=g:3744200
Aracataca Hill	id=g:3744203
Arawac Hill	id=g:3744206
Calarcá Bank	id=g:3744211
Calima Seamount	id=g:3744212
Carex Valley	id=g:3744213
Catios Plateau	id=g:3744214
Cunas Trough	id=g:3744215
Nukak Hill	id=g:3744216
Nutibara Trough	id=g:3744217
Pijao Bank	id=g:3744218
Pijao Hill	id=g:3744219
Quimbaya Basin	id=g:3744220
Quitasueño Gap	id=g:3744221
Roncador Spur	id=g:3744222
Roncador Valley	id=g:3744223
Rosalind Valley	id=g:3744225
San Agustín Valley	id=g:3744227
Soplador Spur	id=g:3744231
Sue Hill	id=g:3744232
Tayrona Ridge	id=g:3744233
Tenza Trough	id=g:3744234
Togoromá Hill	id=g:3744235
Tumaco Hills	id=g:3744236
Wayuu Hills	id=g:3744237
Zipa Seamount	id=g:3744238
NR-01Hole	id=g:3765162
Turmeque Knoll	id=g:3830323
Chía Seamount	id=g:3830367
Yacopí Valley	id=g:3830368
Emery Canyon	id=g:3830466
McMaster Canyon	id=g:3830467
Ryan Canyon	id=g:3830468
Uchupi Canyon	id=g:3830469
Gulf of Saint Lawrence	id=g:3831546
Northwest Passage	id=g:3831547
Nares Strait	id=g:3831548
Kane Basin	id=g:3831549
James Bay	id=g:3831550
Hudson Strait	id=g:3831551
Hudson Bay	id=g:3831552
Bay of Fundy	id=g:3831553
Baffin Bay	id=g:3831554
Wright Swell	id=g:3831555
Wilkinson Divide	id=g:3831556
Wilkinson Basin	id=g:3831557
Wildcat Knoll	id=g:3831558
Western Bradelle Valley	id=g:3831559
Welker Canyon	id=g:3831560
Verrill Canyon	id=g:3831561
Tusket Basin	id=g:3831562
Truxton Swell	id=g:3831563
Truxton Basin	id=g:3831564
Three Dory Ridge	id=g:3831565
Stout Swell	id=g:3831566
Stellwagen Basin	id=g:3831567
Stellwagen Bank	id=g:3831568
Sigsbee Ridge	id=g:3831569
Sigsbee Basin	id=g:3831570
Shediac Valley	id=g:3831571
Sharrer Ridge	id=g:3831572
Sharrer Basin	id=g:3831573
Sharpshooter Canyon	id=g:3831574
Sewell Ridge	id=g:3831575
Scotian Shelf	id=g:3831576
Scantum Basin	id=g:3831577
Sambro Bank	id=g:3831578
Saglek Bank	id=g:3831579
Sable Island Bank	id=g:3831580
Roseway Basin	id=g:3831581
Roseway Bank	id=g:3831582
Rodgers Pass	id=g:3831583
Rodgers Basin	id=g:3831584
Rhode Island Shelf Valley	id=g:3831585
Queen Elizabeth Shelf	id=g:3831586
Powell Canyon	id=g:3831587
Porpoise Basin	id=g:3831588
Platts Basin	id=g:3831589
Platts Bank	id=g:3831590
Phelps Bank	id=g:3831591
Peary Trough	id=g:3831592
The Patch	id=g:3831593
Parker Ridge	id=g:3831594
Owen Basin	id=g:3831595
Orphelin Bank	id=g:3831596
Oceanographer Canyon	id=g:3831597
Nygren Canyon	id=g:3831598
Northern Spur	id=g:3831599
Neddick Basin	id=g:3831600
Nantucket Shoals	id=g:3831601
Murr Ledges	id=g:3831602
Murr Basin	id=g:3831603
Murray Basin	id=g:3831604
Munson Canyon	id=g:3831605
Middle Bank	id=g:3831606
Matinicus Basin	id=g:3831607
Mackenzie Spot	id=g:3831608
Lydonia Canyon	id=g:3831609
Little Stellwagen Basin	id=g:3831610
Little Georges	id=g:3831611
Lindenkohl Knolls	id=g:3831612
Lindenkohl Basin	id=g:3831613
Lancaster Trough	id=g:3831614
LaHave Basin	id=g:3831615
LaHave Bank	id=g:3831616
Kapuskasing Saddle	id=g:3831617
Jordan Basin	id=g:3831618
Jeffreys Ledge	id=g:3831619
Jeffreys Basin	id=g:3831620
Jeffreys Bank	id=g:3831621
Jacques Swell	id=g:3831622
Hydrographer Canyon	id=g:3831623
Hudson Shelf Valley	id=g:3831624
Howell Swell	id=g:3831625
Howell Basin	id=g:3831626
Heel Tapper Canyon	id=g:3831627
Grand Manan Basin	id=g:3831628
Grand Manan Banks	id=g:3831629
Gilbert Canyon	id=g:3831630
Georges Shoal	id=g:3831631
Georges Canyon	id=g:3831632
Georges Basin	id=g:3831633
Georges Bank	id=g:3831634
Fundian Valley	id=g:3831635
French Bank	id=g:3831636
Franklin Swell	id=g:3831637
Franklin Basin	id=g:3831638
Fishing Rip	id=g:3831639
Fishers Island Ridge	id=g:3831640
Fishers Island Furrow	id=g:3831641
Fippennies Ledge	id=g:3831642
Filebottom Canyon	id=g:3831643
Emerald Basin	id=g:3831644
Emerald Bank	id=g:3831645
Elizabeth Basin	id=g:3831646
Eastern Bradelle Valley	id=g:3831647
Dogbody Canyon	id=g:3831648
Devon Slope	id=g:3831649
Devon Shelf	id=g:3831650
Dawson Canyon	id=g:3831651
Davis Basin	id=g:3831652
Davis Bank	id=g:3831653
Cultivator Shoal	id=g:3831654
Crowell Basin	id=g:3831655
Cox Ledge	id=g:3831656
The Cow Pen	id=g:3831657
Corsair Canyon	id=g:3831658
Columbia Ledge	id=g:3831659
Chebacco Canyon	id=g:3831660
Cashes Ledge	id=g:3831661
Cashes Basin	id=g:3831662
Canso Bank	id=g:3831663
The Bull Pen	id=g:3831664
Browns Bank	id=g:3831665
Bradelle Bank	id=g:3831666
Bonnécamps Canyon	id=g:3831667
Block Island Shelf Valley	id=g:3831668
Block Island Ridge	id=g:3831669
Blacks Basin	id=g:3831670
Beaugé Bank	id=g:3831671
Barrow Sill	id=g:3831672
Baffin Basin	id=g:3831673
Baccaro Bank	id=g:3831674
Ammen Swell	id=g:3831675
Ammen Rock	id=g:3831676
Ammen Basin	id=g:3831677
The Breakwater	id=g:3831685
East Breakwater Bank	id=g:3831686
Fifteen Bank	id=g:3831687
Little Tillies Bank	id=g:3831688
Northern Valley	id=g:3831689
Pigeon Basin	id=g:3831690
The Rockpile	id=g:3831691
Rose and Lucys Basin	id=g:3831692
Sanctuary Hill	id=g:3831693
East Tillies Trough	id=g:3831694
Western Edge	id=g:3831695
Western Spur	id=g:3831696
Y Valley	id=g:3831697
Talbot Trough	id=g:3831701
Golfo San Matías	id=g:3831702
Golfo San Jorge	id=g:3831703
Yaghan Basin	id=g:3948643
Valdivia Fracture Zone	id=g:3948644
Shtokman Guyot	id=g:3948645
Selkirk Rise	id=g:3948646
Sars Bank	id=g:3948647
Sala y Gómez Ridge	id=g:3948648
Roggeveen Rise	id=g:3948649
Roggeveen Basin	id=g:3948650
Queirós Fracture Zone	id=g:3948651
Peru-Chile Trench	id=g:3948652
Peru Basin	id=g:3948653
Nazca Ridge	id=g:3948654
Mocha Fracture Zone	id=g:3948655
Merriam Spur	id=g:3948656
Mendoza Rise	id=g:3948657
Mendaña Fracture Zone	id=g:3948658
Humboldt Plain	id=g:3948659
Guafo Fracture Zone	id=g:3948660
Galapagos Rise	id=g:3948661
Easter Fracture Zone	id=g:3948662
Dana Fracture Zone	id=g:3948663
Chile Rise	id=g:3948664
Chile Basin	id=g:3948665
Bauer Fracture Zone	id=g:3948666
Wenke Seamount	id=g:3969439
San Antonio Canyon	id=g:3969458
Baral Guyot	id=g:3969459
Dorofeyev Guyot	id=g:3969460
Marti Seamount	id=g:3969461
Soldatov Seamount	id=g:3969462
Shorygin Guyot	id=g:3969463
Timkin Guyot	id=g:3969464
Zasosov Seamount	id=g:3969465
Zernov Seamount	id=g:3969466
Karasev Bank	id=g:3970339
Freeden Seamount	id=g:3970340
Gulf of California	id=g:4016118
Northeast Pacific Basin	id=g:4019877
Wilkes Fracture Zone	id=g:4020117
West O'Gorman Fracture Zone	id=g:4020118
Westfall Seamount	id=g:4020119
West Cortes Basin	id=g:4020120
Watertown Seamount	id=g:4020121
Wagner Basin	id=g:4020122
Vizcaino Knoll	id=g:4020123
Vizcaino Canyon	id=g:4020124
Vinorama Canyon	id=g:4020125
Villalobos Seamount	id=g:4020126
Villa Canyon	id=g:4020127
Vigía Canyon	id=g:4020128
Velero Basin	id=g:4020129
Urdaneta Seamount	id=g:4020130
Uncle Sam Bank	id=g:4020131
Ulloa Knoll	id=g:4020132
Tres Marías Basin	id=g:4020133
Trask Knoll	id=g:4020134
Torres Seamount	id=g:4020135
Tinaja Valley	id=g:4020136
Tiburón Basin	id=g:4020137
Thirtymile Bank	id=g:4020138
Thetis Bank	id=g:4020139
Tanner Canyon	id=g:4020140
Tanner Basin	id=g:4020141
Tanner Bank	id=g:4020142
Taney Seamounts	id=g:4020143
Tamayo Fracture Zone	id=g:4020144
Sverdrup Bank	id=g:4020145
Sur Ridge	id=g:4020146
Sur Canyon	id=g:4020147
Suitcase Seamounts	id=g:4020148
Stoddard Seamount	id=g:4020149
Stembel Knoll	id=g:4020150
Southern California Borderland	id=g:4020151
Soquel Canyon	id=g:4020152
Soledad Canyon	id=g:4020153
Soledad Basin	id=g:4020154
Sixtymile Bank	id=g:4020155
Siqueiros Fracture Zone	id=g:4020156
Sinaloa Canyon	id=g:4020157
Shimada Seamount	id=g:4020158
Shepard Meander	id=g:4020159
Shepard Knoll	id=g:4020160
Scripps Canyon	id=g:4020161
Schmieder Bank	id=g:4020162
Santo Tomás Knoll	id=g:4020163
Santiago Canyon	id=g:4020164
Santa Rosa-Cortes Ridge	id=g:4020165
Santa Monica Canyon	id=g:4020166
Santa Monica Basin	id=g:4020167
Santa María Canyon	id=g:4020168
Santa Lucia Valley	id=g:4020169
Santa Lucia Escarpment	id=g:4020170
Santa Lucia Bank	id=g:4020171
Santa Cruz-Catalina Ridge	id=g:4020172
Santa Cruz Canyon	id=g:4020173
Santa Cruz Basin	id=g:4020174
Santa Barbara Basin	id=g:4020175
San Salvador Knoll	id=g:4020176
San Quintín Basin	id=g:4020177
San Pedro Valley	id=g:4020178
San Pedro Mártir Basin	id=g:4020179
San Pedro Escarpment	id=g:4020180
San Pedro Basin	id=g:4020181
San Pablo Canyon	id=g:4020182
San Nicolas Basin	id=g:4020183
San Miguel Gap	id=g:4020184
San Lucas Canyon	id=g:4020185
San Juan Seamount	id=g:4020186
San José Canyon	id=g:4020187
San Jaime Bank	id=g:4020188
San Isidro Basin	id=g:4020189
San Gabriel Canyon	id=g:4020190
San Diego Trough	id=g:4020191
San Clemente Ridge	id=g:4020192
San Clemente Escarpment	id=g:4020193
San Clemente Canyon	id=g:4020194
San Clemente Basin	id=g:4020195
Saltito Canyon	id=g:4020196
Salsipuedes Basin	id=g:4020197
Salado Canyon	id=g:4020198
Saavedra Seamount	id=g:4020199
Rosa Seamount	id=g:4020200
Rodriguez Seamount	id=g:4020201
Rivera Fracture Zone	id=g:4020202
Rittenburg Bank	id=g:4020203
Riemann Seamount	id=g:4020204
Redondo Knoll	id=g:4020205
Redondo Canyon	id=g:4020206
Ranger Bank	id=g:4020207
The Rampart	id=g:4020208
Queirós Seamount	id=g:4020209
Quebrada Fracture Zone	id=g:4020210
Pulmo Canyon	id=g:4020211
Popcorn Ridge	id=g:4020212
Poincaré Seamount	id=g:4020213
Pioneer Seamount	id=g:4020214
Pioneer Ridge	id=g:4020215
Pioneer Fracture Zone	id=g:4020216
Pioneer Escarpment	id=g:4020217
Pioneer Canyon	id=g:4020218
Pilgrim Banks	id=g:4020219
Petrel Bank	id=g:4020220
Petacalco Canyon	id=g:4020221
Pescadero Trough	id=g:4020222
Pescadero Canyon	id=g:4020223
Patton Ridge	id=g:4020224
Patton Escarpment	id=g:4020225
Pascal Seamount	id=g:4020226
Partington Canyon	id=g:4020227
Palmas Canyon	id=g:4020228
Outer Gorda Bank	id=g:4020229
Outer Candelaria Canyon	id=g:4020230
Osborn Bank	id=g:4020231
Orozco Fracture Zone	id=g:4020232
Noyo Canyon	id=g:4020233
Northeast Bank	id=g:4020235
Nidever Bank	id=g:4020236
Newton Seamount	id=g:4020237
Newport Canyon	id=g:4020238
Navy Bank	id=g:4020239
Navarro Canyon	id=g:4020240
Napier Seamount	id=g:4020241
Murray Fracture Zone	id=g:4020242
Mugu Canyon	id=g:4020243
Morgan Bank	id=g:4020244
Moore Bank	id=g:4020245
Moonless Mountains	id=g:4020246
Monterey Fan	id=g:4020247
Monterey Canyon	id=g:4020248
Moctezuma Trough	id=g:4020249
Mill Creek Canyon	id=g:4020250
Mendoza Seamount	id=g:4020251
Mendocino Escarpment	id=g:4020252
McKinley Seamount	id=g:4020253
Mazatlán Basin	id=g:4020254
Mathematicians Seamounts	id=g:4020255
Marquesas Fracture Zone	id=g:4020256
María Magdalena Rise	id=g:4020257
Magdalena Escarpment	id=g:4020258
Lyman Seamount	id=g:4020259
Lusitania Bank	id=g:4020260
Lucia Canyon	id=g:4020261
Los Frailes Canyon	id=g:4020262
Long Basin	id=g:4020263
Loma Canyon	id=g:4020264
Lobachevskiy Seamount	id=g:4020265
Leibnitz Seamount	id=g:4020266
La Victoria Knoll	id=g:4020267
Lasuen Knoll	id=g:4020268
Laplace Seamount	id=g:4020269
La Paz Basin	id=g:4020270
La Jolla Canyon	id=g:4020271
Lagrange Seamount	id=g:4020272
La Cruz Canyon	id=g:4020273
Khayyam Seamount	id=g:4020274
Kepler Seamount	id=g:4020275
Jasper Seamount	id=g:4020276
Inner Gorda Bank	id=g:4020277
Inner Candelaria Canyon	id=g:4020278
Ignacio Canyon	id=g:4020279
Hutchins Bank	id=g:4020280
Hueneme Canyon	id=g:4020281
Hoke Seamount	id=g:4020282
Henderson Seamount	id=g:4020283
Hancock Bank	id=g:4020284
Gumdrop Seamount	id=g:4020285
Guide Seamount	id=g:4020286
Guaymas Basin	id=g:4020287
Guadalupe Arrugado	id=g:4020288
Gorda Valley	id=g:4020289
Gorda Trough	id=g:4020290
Golden Gate Bank	id=g:4020291
GOFAR Fracture Zone	id=g:4020292
Gauss Seamount	id=g:4020293
Garrett Ridge	id=g:4020294
Galois Seamount	id=g:4020295
Fuerte Canyon	id=g:4020296
Fourier Seamount	id=g:4020297
Fortymile Bank	id=g:4020298
Fieberling Tablemount	id=g:4020299
Ferrel Seamount	id=g:4020300
Farallon Escarpment	id=g:4020301
Farallón Basin	id=g:4020302
Fairweather Seamount	id=g:4020303
Euler Seamount	id=g:4020304
Euclid Seamount	id=g:4020305
Espinosa Seamount	id=g:4020306
Erben Tablemount	id=g:4020307
Emery Knoll	id=g:4020308
Emery Basin	id=g:4020309
Einstein Seamount	id=g:4020310
East O'Gorman Fracture Zone	id=g:4020311
East Cortes Basin	id=g:4020312
Dume Canyon	id=g:4020313
Downwind Seamount	id=g:4020314
Dowd Guyot	id=g:4020315
Dispatch Seamount	id=g:4020316
Discoverer Seamount	id=g:4020317
Descartes Seamount	id=g:4020318
Delgada Fan	id=g:4020319
Delfín Basin	id=g:4020320
Davis Knoll	id=g:4020321
Davidson Seamount	id=g:4020322
Dantes Hole	id=g:4020323
Dall Bank	id=g:4020324
Crest Seamount	id=g:4020325
Crespi Knoll	id=g:4020326
Cortes Bank	id=g:4020327
Coronado Escarpment	id=g:4020328
Coronado Canyon	id=g:4020329
Coronado Bank	id=g:4020330
Cordell Bank	id=g:4020331
Colnett Basin	id=g:4020332
Clipperton Seamounts	id=g:4020333
Clipperton Ridge	id=g:4020334
Clipperton Fracture Zone	id=g:4020335
Clark Reef	id=g:4020336
Clarion Fracture Zone	id=g:4020337
Clairaut Seamount	id=g:4020338
Cerralvo Trough	id=g:4020339
Cerralvo Seamount	id=g:4020340
Cermeno Seamount	id=g:4020341
Cedros Trench	id=g:4020342
Cedros Escarpment	id=g:4020343
Catalina Escarpment	id=g:4020344
Catalina Canyon	id=g:4020345
Catalina Basin	id=g:4020346
Carmen Basin	id=g:4020347
Carmel Canyon	id=g:4020348
Carlsbad Canyon	id=g:4020349
Cardonal Canyon	id=g:4020350
Cantor Seamount	id=g:4020351
Cano Seamount	id=g:4020352
California Seamount	id=g:4020353
Cabrillo Seamount	id=g:4020354
Cabrillo Canyon	id=g:4020355
Bushnell Knoll	id=g:4020356
Boutelle Seamount	id=g:4020357
Boundary Bank	id=g:4020358
Bodega Canyon	id=g:4020359
Blake Knolls	id=g:4020360
Bishop Rock	id=g:4020361
Bernoulli Seamount	id=g:4020362
Bauer Scarp	id=g:4020363
Banderas Canyon	id=g:4020364
Baja California Seamount Province	id=g:4020365
Avalon Knoll	id=g:4020366
Ascension Canyon	id=g:4020367
Arguello Terrace	id=g:4020368
Arguello Fan	id=g:4020369
Arguello Canyon	id=g:4020370
Arena Canyon	id=g:4020371
Archimedes Seamount	id=g:4020372
Año Nuevo Canyon	id=g:4020373
Animal Basin	id=g:4020374
Alphecca Seamount	id=g:4020375
Albatross Plateau	id=g:4020376
Albatross Knoll	id=g:4020377
Alarcón Seamount	id=g:4020378
Agerholm Seamount	id=g:4020379
Kena Guyot	id=g:4020711
Fedynskiy Seamount	id=g:4029727
Lázaro Cárdenas Canyon	id=g:4029728
Oceana Bank	id=g:4030281
Ville de Toulouse Rock	id=g:4030282
