Aquia Harbor Police	id=g:7137296
Brinergar School (historical)	id=g:7141054
Greenbrier School (historical)	id=g:7141055
Oakdale School (historical)	id=g:7141056
Read School (historical)	id=g:7141057
Dry Branch School (historical)	id=g:7141058
Soldier School (historical)	id=g:7141059
Enterprise School (historical)	id=g:7141060
Pennebaker School (historical)	id=g:7141061
Flat Fork School (historical)	id=g:7141062
Union School (historical)	id=g:7141063
Lawton School (historical)	id=g:7141064
Cedar Grove School (historical)	id=g:7141065
Limestone School (historical)	id=g:7141066
Tick Ridge School (historical)	id=g:7141067
Coreys Branch School (historical)	id=g:7141068
Bens Run School (historical)	id=g:7141069
Ross Chapel School (historical)	id=g:7141070
Globe School (historical)	id=g:7141071
Reeder School (historical)	id=g:7141072
Henderson Branch School (historical)	id=g:7141073
Perry Branch School (historical)	id=g:7141074
Clark Hill School (historical)	id=g:7141075
Smoky Valley School (historical)	id=g:7141076
Prater School (historical)	id=g:7141077
James Chapel School (historical)	id=g:7141078
Deer Creek School (historical)	id=g:7141079
Antioch School (historical)	id=g:7141080
McDavid School (historical)	id=g:7141081
Davys School (historical)	id=g:7141082
E.K. Mines School (historical)	id=g:7141083
Little Star School (historical)	id=g:7141084
Locust School (historical)	id=g:7141085
Pope Hollow School (historical)	id=g:7141086
Four Mile School (historical)	id=g:7141087
Wolf Creek School (historical)	id=g:7141088
Shell Rock School (historical)	id=g:7141089
Beckwith Branch School (historical)	id=g:7141090
Stinson School (historical)	id=g:7141091
Davy Run School (historical)	id=g:7141092
Huff Run School (historical)	id=g:7141093
Reedville School (historical)	id=g:7141094
Cedar Point School (historical)	id=g:7141095
Spicy School (historical)	id=g:7141096
Smith Branch School (historical)	id=g:7141097
Gregoryville School (historical)	id=g:7141098
Fultz School (historical)	id=g:7141099
Aden School (historical)	id=g:7141100
Rattlesnake School (historical)	id=g:7141101
Sulfur Spring School (historical)	id=g:7141102
Grahn School (historical)	id=g:7141103
Corey School (historical)	id=g:7141104
Pleasant Valley School (historical)	id=g:7141105
Kings Chapel School (historical)	id=g:7141106
Boone Furnace School (historical)	id=g:7141107
Smith Creek School (historical)	id=g:7141108
Brushy School (historical)	id=g:7141109
Oakland School (historical)	id=g:7141110
Wesleyville School (historical)	id=g:7141111
Jordan Fork School (historical)	id=g:7141112
McGlone Fork School (historical)	id=g:7141113
Maddox School (historical)	id=g:7141114
Clifty School (historical)	id=g:7141115
Flat Rock School (historical)	id=g:7141116
Pines Springs School (historical)	id=g:7141117
Providence School (historical)	id=g:7141118
Upper Wilson Creek School (historical)	id=g:7141119
Middle Wilson School (historical)	id=g:7141120
Gravel Lick School (historical)	id=g:7141121
Geigersville School (historical)	id=g:7141122
Norton Branch School (historical)	id=g:7141123
Music School (historical)	id=g:7141124
Glancy School (historical)	id=g:7141125
Denton School (historical)	id=g:7141126
Anglin School (historical)	id=g:7141127
Breckinridge School (historical)	id=g:7141128
Tinsley Hill	id=g:7141129
Bald Eagle Hill	id=g:7141130
Hocks Nest	id=g:7141131
Mayo Hill	id=g:7141132
Staffords Hill	id=g:7141133
Star Hill	id=g:7141134
Tick Ridge Look Out Tower	id=g:7141135
Frazier Flat Lookout Tower	id=g:7141136
Triplet Tunnel	id=g:7141137
Aden Tunnel	id=g:7141138
Apple Tree Branch	id=g:7141139
Berry Branch	id=g:7141140
Big Branch Beech Fork	id=g:7141141
Booth Hollow	id=g:7141142
Brushy Forks	id=g:7141143
Buck Horn Branch	id=g:7141144
Buck Horn Hollow	id=g:7141145
Cecil Branch	id=g:7141146
Deadening Branch	id=g:7141147
DeLong Branch	id=g:7141148
Dryhouse Branch Emily Creek	id=g:7141149
Flat Hollow	id=g:7141150
Greer Branch Little Beech Fork	id=g:7141151
Henry C Mills Branch	id=g:7141152
High Bottom Branch	id=g:7141153
Hog Branch Little Beech Fork	id=g:7141154
Horse In Tree Hollow	id=g:7141155
House Seat Branch	id=g:7141156
Kingfisher Branch	id=g:7141157
Left Fork Lick Branch	id=g:7141158
Left Fork Stafford	id=g:7141159
Letter Gap Branch	id=g:7141160
Lower Twin Branch	id=g:7141161
Lower Hogpen Branch	id=g:7141162
Lower Right Fork Long Branch	id=g:7141163
Lower Twin Branch	id=g:7141164
Lower Twin Hollow	id=g:7141165
Meade Branch	id=g:7141166
Ned Branch	id=g:7141167
Poplar Hollow	id=g:7141168
Right Fork Lick Branch	id=g:7141169
Right Fork Rush Fork	id=g:7141170
Road Gap Branch	id=g:7141171
Rush Fork	id=g:7141172
Sartins Branch	id=g:7141173
Shanty Branch	id=g:7141174
Shanty Branch	id=g:7141175
Short Hollow	id=g:7141176
Spice Hollow	id=g:7141177
Spruce Hollow	id=g:7141178
Spruce Pin Branch	id=g:7141179
Stable Hollow	id=g:7141180
The Sartin Branch	id=g:7141181
Upper Twin Hollow	id=g:7141182
Cedar Post Office (historical)	id=g:7141183
Coleman Post Office (historical)	id=g:7141184
Frozen Creek School (historical)	id=g:7141185
Grange Store Post Office (historical)	id=g:7141186
Greer Cemetery	id=g:7141187
May Post Office (historical)	id=g:7141188
Punchean Post Office (historical)	id=g:7141189
Hindman United Baptist Church	id=g:7141190
Kite Post Office	id=g:7141191
Mallet Regular Baptist Church	id=g:7141192
Mount Olive Old Regular Baptist Church	id=g:7141193
Jerry Bottom	id=g:7141194
Johns Post Office (historical)	id=g:7141195
Justice Cemetery (historical)	id=g:7141196
Fallsburg Covered Bridge (historical)	id=g:7141197
Alley Cemetery	id=g:7141198
Griffith Cemetery	id=g:7141199
Brows Defeat (historical)	id=g:7141200
Laurel	id=g:7141201
Mouth of Bear (historical)	id=g:7141202
Ayersville Post Office (historical)	id=g:7141203
Cordell School (historical)	id=g:7141204
Elmwood School (historical)	id=g:7141205
Caraway Cemetery (historical)	id=g:7141206
Meadows Cemetery	id=g:7141207
New Salem Church	id=g:7141208
Hudgins Hill Baptist Church	id=g:7141209
Kings Chapel Church	id=g:7141210
Meathouse School (historical)	id=g:7141211
Millard Post Office (historical)	id=g:7141212
Mountain View Church	id=g:7141213
Mouth of Long Fork	id=g:7141214
Raccoon Post Office (historical)	id=g:7141215
Roop Post Office (historical)	id=g:7141216
Turkey Creek Post Office (historical)	id=g:7141217
Upper Little Creek School (historical)	id=g:7141218
Varney School (historical)	id=g:7141219
Albert Post Office (historical)	id=g:7141220
Culver Post Office (historical)	id=g:7141221
Halcome Post Office (historical)	id=g:7141222
Aflex Post Office (historical)	id=g:7141223
Aflex School (historical)	id=g:7141224
Alka Post Office (historical)	id=g:7141225
Alka Post Office (historical)	id=g:7141226
Allegheny (historical)	id=g:7141227
Anderson Cemetery	id=g:7141228
Apple Orchard Bottom	id=g:7141229
Apple Orchard Cemetery	id=g:7141230
Argo Post Office (historical)	id=g:7141231
Arrow	id=g:7141232
Axtell	id=g:7141233
Ball Fork School (historical)	id=g:7141234
Beatrice Post Office (historical)	id=g:7141235
Beefhide Post Office (historical)	id=g:7141236
Belcher Post Office (historical)	id=g:7141237
Belcher School (historical)	id=g:7141238
Belfry Elementary School	id=g:7141239
Belfry High School	id=g:7141240
Bent Branch School (historical)	id=g:7141241
Big Branch Post Office (historical)	id=g:7141242
Big Card	id=g:7141243
Big Shoal Post Office (historical)	id=g:7141244
Biggs Post Office (historical)	id=g:7141245
Biggs Post Office (historical)	id=g:7141246
Billy Dotson Cemetery	id=g:7141247
Biscuit Post Office (historical)	id=g:7141248
Black Cemetery	id=g:7141249
Blackberry Mountain	id=g:7141250
Blackberry Post Office (historical)	id=g:7141251
Blackburn Cemetery (historical)	id=g:7141252
Blair Cemetery	id=g:7141253
Blue Head Knob	id=g:7141254
Boldman Bridge	id=g:7141255
Boldman School (historical)	id=g:7141256
Boone Mountain	id=g:7141257
Borderland School (historical)	id=g:7141258
Bowling Fork Cemetery	id=g:7141259
Branham Heights	id=g:7141260
Breckenridge Post Office (historical)	id=g:7141261
Christ Central School	id=g:7141262
Cider Poor Farm Ridge	id=g:7141263
Crooked Creek	id=g:7141264
Dunlap Post Office (historical)	id=g:7141265
Dunleary Post Office (historical)	id=g:7141266
East Shelbiana	id=g:7141267
Edgerton Post Office (historical)	id=g:7141268
Edo Church	id=g:7141269
Edo Post Office (historical)	id=g:7141270
Elk Foot Creek School (historical)	id=g:7141271
Elkhorn City Post Office	id=g:7141272
Elkins Fork School (historical)	id=g:7141273
Enterprise Post Office (historical)	id=g:7141274
Gabriel Branch School (historical)	id=g:7141275
Gamblers Rock	id=g:7141276
Good Cemetery	id=g:7141277
Goody Post Office (historical)	id=g:7141278
Grace Baptist Church	id=g:7141279
Grapevine School (historical)	id=g:7141280
Grassy Branch School (historical)	id=g:7141281
Greasy Creek School (historical)	id=g:7141282
Greasy Post Office (historical)	id=g:7141283
Greasy Spear	id=g:7141284
Greenough Mine (historical)	id=g:7141285
Gulnare Post Office (historical)	id=g:7141286
Gulnare School (historical)	id=g:7141287
Hambley Athletic Complex	id=g:7141288
Addie-Litcar Post Office (historical)	id=g:7141289
Amazon Post Office (historical)	id=g:7141290
Amburgey Post Office (historical)	id=g:7141291
Amburgey Post Office (historical)	id=g:7141292
Anco Post Office (historical)	id=g:7141293
Baker Post Office (historical)	id=g:7141294
Bath Post Office (historical)	id=g:7141295
Bearville Post Office (historical)	id=g:7141296
Betty Post Office (historical)	id=g:7141297
Big Branch Of Ball Elementary School (historical)	id=g:7141298
Big Branch School Number Eight (historical)	id=g:7141299
Bolyn Post Office (historical)	id=g:7141300
Boughcamp School (historical)	id=g:7141301
Breed School Number Fifteen (historical)	id=g:7141302
Breeding Creek (historical)	id=g:7141303
Breeding Creek School Number Eight (historical)	id=g:7141304
Brinkley Post Office (historical)	id=g:7141305
Buck Post Office (historical)	id=g:7141306
Buckhorn (historical)	id=g:7141307
Buckhorn Post Office (historical)	id=g:7141308
Buncombe Post Office (historical)	id=g:7141309
Carr Creek School (historical)	id=g:7141310
Carr Fork (historical)	id=g:7141311
Carr Fork Memorial Cemetery (historical)	id=g:7141312
Carson Post Office (historical)	id=g:7141313
Clear Fork (historical)	id=g:7141314
Cody Bible Church Evangical Free (historical)	id=g:7141315
Cody Cemetery (historical)	id=g:7141316
Cordia Post Office (historical)	id=g:7141317
Cornette Post Office (historical)	id=g:7141318
Decoy Post Office (historical)	id=g:7141319
Dillon Post Office (historical)	id=g:7141320
Emmalena Post Office (historical)	id=g:7141321
Fisty Post Office (historical)	id=g:7141322
Hall Post Office (historical)	id=g:7141323
Hemelock Post Office (historical)	id=g:7141324
Hemp Patch Bottom (historical)	id=g:7141325
High Rock Post Office (historical)	id=g:7141326
Holly Bush Post Office (historical)	id=g:7141327
Holly Bush School (historical)	id=g:7141328
Ivan Post Office (historical)	id=g:7141329
Ivis Post Office (historical)	id=g:7141330
Jent Post Office (historical)	id=g:7141331
Lackey Post Office (historical)	id=g:7141332
Lebum Post Office (historical)	id=g:7141333
Lotts Creek (historical)	id=g:7141334
Mallet Branch School Number Thirteen (historical)	id=g:7141335
May Post Office (historical)	id=g:7141336
Mouth of Trace School (historical)	id=g:7141337
Nealy Post Office (historical)	id=g:7141338
Omaha Bible Church (historical)	id=g:7141339
Pine Top Post Office (historical)	id=g:7141340
Quicksand School (historical)	id=g:7141341
Raven Post Office (historical)	id=g:7141342
Redoak School (historical)	id=g:7141343
Republican Post Office (historical)	id=g:7141344
Ritchie Post Office (historical)	id=g:7141345
Saint Cloud Post Office (historical)	id=g:7141346
Sassafras Elementary School (historical)	id=g:7141347
Sassafras Post Office (historical)	id=g:7141348
School Number Eleven (historical)	id=g:7141349
School Number Fifteen (historical)	id=g:7141350
School Number Five (historical)	id=g:7141351
School Number Six (historical)	id=g:7141352
Tester Post Office (historical)	id=g:7141353
Theodore Post Office (historical)	id=g:7141354
Tina Post Office (historical)	id=g:7141355
Vest Post Office (historical)	id=g:7141356
Vest School (historical)	id=g:7141357
Weissert Post Office (historical)	id=g:7141358
Wells Coal Mine (historical)	id=g:7141359
Wiscoal Post Office (historical)	id=g:7141360
Yellow Creek Post Office (historical)	id=g:7141361
Yellow Mountain Post Office (historical)	id=g:7141362
Adams Lookout Tower	id=g:7141363
Baker Camp	id=g:7141364
Big Branch	id=g:7141365
Big Lovely Mountain	id=g:7141366
New Home Regular Baptist Church	id=g:7141367
Red Fox Post Office	id=g:7141368
Topmost Post Office	id=g:7141369
Trace Mountain	id=g:7141370
Upper Kelly Cemetery	id=g:7141371
Hamitons Store Post Office (historical)	id=g:7141372
Hatfield Post Office (historical)	id=g:7141373
Hunt Cemetery	id=g:7141374
Jettie Post Office (historical)	id=g:7141375
Kimber Post Office (historical)	id=g:7141376
Little Sandy Post Office (historical)	id=g:7141377
Lucille Post Office (historical)	id=g:7141378
Lytten Post Office (historical)	id=g:7141379
Lytten Post Office (historical)	id=g:7141380
Newcombe Post Office (historical)	id=g:7141381
Ordinary Post Office (historical)	id=g:7141382
Purple Post Office (historical)	id=g:7141383
Wyett Post Office (historical)	id=g:7141384
Henderson Ridge (historical)	id=g:7141385
Mabry Ridge	id=g:7141386
Mauk Ridge	id=g:7141387
Stamper Ridge	id=g:7141388
Town Hill	id=g:7141389
Brack Adkins School (historical)	id=g:7141390
Brushy School (historical)	id=g:7141391
Clay Fork School (historical)	id=g:7141392
Cliffside School (historical)	id=g:7141393
Fairview School (historical)	id=g:7141394
Fannin School (historical)	id=g:7141395
Fraley School (historical)	id=g:7141396
Grundy School (historical)	id=g:7141397
Martha School (historical)	id=g:7141398
New Fairview School (historical)	id=g:7141399
Open Fork School (historical)	id=g:7141400
Rocky Branch School (historical)	id=g:7141401
Shady Grove School (historical)	id=g:7141402
Waddell School (historical)	id=g:7141403
Wells Creek School (historical)	id=g:7141404
Wimberly School (historical)	id=g:7141405
Chalybeate Spring	id=g:7141406
Bob Horton Hill	id=g:7141407
Bear Creek Bridge	id=g:7141408
Carter Covered Bridge (historical)	id=g:7141409
Louisa and Fort Gay Bridge	id=g:7141410
Trinity School Covered Bridge	id=g:7141411
Wellman Bridge (historical)	id=g:7141412
Yatesville Covered Bridge (historical)	id=g:7141413
Adkins Cemetery	id=g:7141414
Busseyville United Methodist Church Cemetery	id=g:7141415
Emerson-Stratton Cemetery	id=g:7141416
Franklin Cemetery	id=g:7141417
James C Webb Cemetery	id=g:7141418
McIntier Cemetery	id=g:7141419
Shannon Cemetery	id=g:7141420
Smith Chapel Church Cemetery	id=g:7141421
Webbville Cemetery	id=g:7141422
Yatesville Memorial Gardens	id=g:7141423
Bear Creek Methodist Church (historical)	id=g:7141424
Belles Chapel	id=g:7141425
Busseyville United Methodist Church	id=g:7141426
Charley Freewill Baptist Church (historical)	id=g:7141427
Chestnut Grove Church (historical)	id=g:7141428
Cordell Freewill Baptist Church	id=g:7141429
Donathon Church (historical)	id=g:7141430
Dry Ridge Church (historical)	id=g:7141431
Elizabeth Jarrell Church (historical)	id=g:7141432
Evergreen Methodist Church	id=g:7141433
Glenwood Church	id=g:7141434
Marantha Bible Church (historical)	id=g:7141435
Mount Olive United Baptist Church (historical)	id=g:7141436
New Belles Chapel (historical)	id=g:7141437
Smith Chapel	id=g:7141438
Summit Church (historical)	id=g:7141439
Trinity Church (historical)	id=g:7141440
Yatesville Church	id=g:7141441
Lock and Dam 3	id=g:7141442
US Lock Number 1 on the Levisa Fork	id=g:7141443
US Lock Number 1 Tug River	id=g:7141444
Yatesville Dam	id=g:7141445
Hall Gap	id=g:7141446
Adeline (historical)	id=g:7141447
Durney Post Office (historical)	id=g:7141448
Ellen Post Office (historical)	id=g:7141449
Estep Post Office (historical)	id=g:7141450
Fuller Post Office (historical)	id=g:7141451
Mattie Post Office (historical)	id=g:7141452
Maynard Post Office (historical)	id=g:7141453
Mazie Post Office (historical)	id=g:7141454
Mirty Post Office (historical)	id=g:7141455
Mouth of Blaine Post Office (historical)	id=g:7141456
Zelda Post Office (historical)	id=g:7141457
Martha Ridge	id=g:7141458
Pleasant Ridge	id=g:7141459
Adams School (historical)	id=g:7141460
Blackburn School (historical)	id=g:7141461
Blaine School (historical)	id=g:7141462
Buchanan School (historical)	id=g:7141463
Busseyville School (historical)	id=g:7141464
Caney Falls School (historical)	id=g:7141465
Charley School (historical)	id=g:7141466
Cherryville School (historical)	id=g:7141467
Clifford School	id=g:7141468
Compton School (historical)	id=g:7141469
Deephole School (historical)	id=g:7141470
Dennis School (historical)	id=g:7141471
Donathon School (historical)	id=g:7141472
Dry Ridge School (historical)	id=g:7141473
Dry Ridge School (historical)	id=g:7141474
Evergreen School (historical)	id=g:7141475
Fallsburg School (historical)	id=g:7141476
Gallop School (historical)	id=g:7141477
Georges Creek School (historical)	id=g:7141478
Glenwood School	id=g:7141479
Hillside School (historical)	id=g:7141480
Horseford School (historical)	id=g:7141481
Ledocio Public Bee Hive School (historical)	id=g:7141482
