Kūh-e Lāmīsh	id=g:6875556
Tolombeh-ye Ḩājj Moḩammad	id=g:6927349
Tang Īj	id=g:6927350
Kūh-e Sī Qal‘eh	id=g:6927351
Tang-e Eshveh	id=g:6927352
Kūh-e Āq Borūn	id=g:6927353
Ḩoseynābād	id=g:6927354
Kūh-e Dahaneh	id=g:6927355
Kūh-e Lāy Tarū	id=g:6927356
Chāh Derāz	id=g:6927357
Mehdīābād	id=g:6927358
Chāh-e Emām Khomeynī	id=g:6927359
Kūh-e Seh Darreh	id=g:6927360
Kūh-e Sūkhteh’ī	id=g:6927361
Kūh-e Seh Qalāt	id=g:6927362
Kūh-e Naşīr Koshteh	id=g:6927363
Qollāt-e Dokhtar	id=g:6927364
Dahaneh-ye Lāy Belāy	id=g:6927365
Dahaneh-ye Lowshānī	id=g:6927366
Emāmzādeh Seyyed Ḩājjī Gharīb	id=g:6927367
Gardaneh-ye Dārkūyeh	id=g:6927368
Kūh-e Mokh Nārow	id=g:6927369
Shahrak-e Vālfajr	id=g:6927370
Kūh-e Seh Kalleh	id=g:6927371
Tolombeh-ye Kākā Jān	id=g:6927372
Maqbareh-ye Pīr-e Gheyb	id=g:6927373
Bāgh-e Līmū	id=g:6927374
Dād ol Ḩoseyn	id=g:6927375
Emāmzādeh Dād ol Ḩoseyn	id=g:6927376
Tolombeh-ye Emāmzādeh Pā’īn	id=g:6927377
A‘rāb-e Qanbarī	id=g:6927378
A‘rāb-e Qanbarī	id=g:6927379
Gardaneh-ye Chāh Veys	id=g:6927380
Cheshmeh-ye Lowshānī	id=g:6927381
Dahaneh-ye Tang-e Kareh	id=g:6927382
Rūdkhāneh-ye Berkeh Khersī	id=g:6927383
Rūdkhāneh-ye Ashveh	id=g:6927384
Ghīk-e Hoveydān	id=g:6928455
Darreh-ye Ābsar Ghīk	id=g:6928456
Moḩammadābād	id=g:6928457
Kūh-e Sanjesh	id=g:6928458
Kūh-e Zard	id=g:6928459
Kūh-e Bon Sīb	id=g:6928460
Bon Sīb	id=g:6928461
Sūrū	id=g:6928462
Āghīn	id=g:6928463
Tīz Khayā	id=g:6928464
Tīz Khayā	id=g:6928465
Dar Kam	id=g:6928466
Rūdkhāneh-ye Tīz Khayā	id=g:6928467
Bandar Kūdak	id=g:6928468
Estārm	id=g:6928469
Nīm Kūh	id=g:6928470
Rūdkhāneh-ye Estārm	id=g:6928471
Dar Rūbāh	id=g:6928472
Kūsh Kūmūr	id=g:6928473
Kūsh Kūmūr	id=g:6928474
Kūh-e Gan Gan	id=g:6928475
Mīān Rūd	id=g:6928476
Kūh-e Sang Ghadūl	id=g:6928477
Kūh-e Eshkaft	id=g:6928478
Kūh-e Sohreh Ganj	id=g:6928479
Sar Jangal	id=g:6928480
Kūh-e Chāh Gorg	id=g:6928481
Tall Bakhtīārī	id=g:6928482
Ganjīd Chār	id=g:6928483
Kalejak-e Soflá	id=g:6928484
Boneh-ye Gelū	id=g:6928485
Rūdkhāneh-ye Ābdūghī	id=g:6928486
Kūh-e Estārm	id=g:6928487
Ābdūghī	id=g:6928488
Kūsh Kalejak	id=g:6928489
Rūdkhāneh-ye Bābā ‘Īsá	id=g:6928490
Kūh-e Boneh-ye Rīzān	id=g:6928491
Darān	id=g:6928492
Rūdkhāneh-ye Sūrū	id=g:6928493
Kamar Kūh	id=g:6928494
Kūh-e Qal‘eh Chahār	id=g:6928495
Kūh-e Cheh Tūk	id=g:6928496
Darreh-ye ‘Āsheqān	id=g:6928497
Darreh-ye Boneh-ye Rīz	id=g:6928498
Kūh-e Sar Pīshak	id=g:6928499
Kūh-e Būkandān	id=g:6928500
Kūh-e Tīk Pīshak	id=g:6928501
Kūh-e Nargesān	id=g:6928503
Kūshā	id=g:6928504
Zanāghī	id=g:6928505
Now Būstān	id=g:6928506
Kūh-e Now Būstān	id=g:6928507
Rūdkhāneh-ye Nargesān	id=g:6928508
Kūh-e Gevar-e Nāşer	id=g:6928509
Kūh-e Lajār Āb	id=g:6928510
Rūd-e Kīn	id=g:6928511
Mīān Rūd	id=g:6928512
Qandehār	id=g:6928513
Chekarī	id=g:6928514
Emāmzādeh ‘Alī	id=g:6928515
Darkeln	id=g:6928516
Jomjomeh	id=g:6928517
Qadamgāh-e Ḩaẕrat-e Amīr	id=g:6928518
Ja‘farābād	id=g:6928519
Rūdkhāneh-ye Deh Now	id=g:6928520
Qadamgāh-e Bī Bī Solţān	id=g:6928521
Qadamgāh-e Ḩaẕrat-e Kheẕr	id=g:6928522
Rūdkhāneh-ye Sūrgāh	id=g:6928523
Sūrgāh	id=g:6928524
Tappeh-ye Behbūd	id=g:6928525
Tappeh-ye Behbūd	id=g:6928526
Sūrū	id=g:6928527
Behbūd	id=g:6928528
Behbūd	id=g:6928529
Sar Jangal	id=g:6928530
Rūdkhāneh-ye Lajārāb	id=g:6928531
Gahān	id=g:6928532
Deh-e Gowd	id=g:6928533
Qadamgāh-e Ḩaẕrat-e Amīr	id=g:6928534
Dandūskī	id=g:6928535
Rūdkhāneh-ye Palang Gom	id=g:6928536
Rūdkhāneh-ye Gahā	id=g:6928537
Rūdkhāneh-ye Ganārakī	id=g:6928538
Makīneh	id=g:6928539
Kahn-e Gholām	id=g:6928540
Kūh-e Āb Seh Gū	id=g:6928541
Bahrāmābād	id=g:6928542
Mojtame‘-e Chāh Mollā	id=g:6928543
Tavakkolābād	id=g:6928544
Zīāratgāh-e Ḩaẕrat-e Abū ol Faẕl	id=g:6928545
Kahn-e Cherāgh	id=g:6928546
Emāmzādeh Abū ol Faẕl	id=g:6928547
Tappehhā-ye Halālī	id=g:6928548
Chāh Dād ‘Alī	id=g:6928549
Chāh Ḩasan	id=g:6928550
Eslāmābād	id=g:6928551
Shahrak-e Salmān	id=g:6928552
Kal Karīmī	id=g:6928553
Zīāratgāh-e Panjtan	id=g:6928554
Kows̄arābād	id=g:6928555
Kaftārī	id=g:6928556
Kūrow	id=g:6928557
Darreh Kan	id=g:6928558
Rūdkhāneh-ye Sagīn	id=g:6928559
Zahrā’ī	id=g:6928560
Komārū	id=g:6928561
Khvoshkdān-e Lahūr	id=g:6928562
Emāmzādeh Panj Angosht	id=g:6928563
‘Abbāsābād	id=g:6928564
Daryānīl	id=g:6928565
Sar Khān	id=g:6928566
Lab Gast	id=g:6928567
Kūh-e Sorkh Gowdāl	id=g:6928568
Chāh Aḩmadī	id=g:6928569
Mashāyekhī	id=g:6928570
Mazra‘eh-ye Kheyrīyeh-ye Valfajr-e S̄ārollāh	id=g:6928571
Tavakkolī	id=g:6928572
Rūdkhāneh-ye Ghīk	id=g:6928573
Gazābād	id=g:6928574
Sākhtemānhā-ye Maskūnī-ye Vālfajr-e S̄ārollāh	id=g:6928575
Kūh-e Sam Sīlī	id=g:6928576
Kūh-e Dā’emak	id=g:6928577
Shahrak-e Dā’īk	id=g:6928578
Ḩoseynābād	id=g:6928579
Mazra‘eh-ye Chelīt	id=g:6928580
Moshā‘-e Bārānīyeh	id=g:6928581
Belūkū	id=g:6928582
Do Dahaneh’ī	id=g:6928583
Tang-e Shāhrokhī	id=g:6928584
Tang-e Tall Samand	id=g:6928585
Jekūrak	id=g:6928586
Qadamgāh-e Solţān ‘Alī	id=g:6928587
Rūdkhāneh-ye Mardehek	id=g:6928588
Nahrūd	id=g:6928589
Zīāratgāh-e Emām Ḩoseyn	id=g:6928590
Kūh-e Ḩannā	id=g:6928591
Emāmzādeh Morteẕá ‘Alī	id=g:6928592
Āb Sar-e Dehū	id=g:6928593
Kūh-e Jabāl-e Bārez	id=g:6928594
Kūh-e Konārestān	id=g:6928595
Zīāratgāh-e Abū ol Faẕl	id=g:6928596
Konārestān	id=g:6928597
Konārestān	id=g:6928598
Kūh-e Moshgel Goshā	id=g:6928599
Rūdkhāneh-ye Konār Sabz	id=g:6928600
Par Konār	id=g:6928601
Mīrzāyegān	id=g:6928602
Karūk	id=g:6928603
Ḩaẕrat-e Amīr	id=g:6928604
Abū ol Faẕl-e Bābā Seyyed	id=g:6928605
Fakhr od Dīnī	id=g:6928606
Ghīk	id=g:6928607
Sūdūnow	id=g:6928608
Zīāratgāh-e Abū ol Faẕl	id=g:6928609
Sorkhegān	id=g:6928610
Bāgh Āhanī	id=g:6928611
Ābnāz	id=g:6928612
Kūh-e Chāl	id=g:6928613
Kūh-e Korūr	id=g:6928614
Kūh-e Sūlūyeh	id=g:6928615
Darreh-ye Sīāh Mārī	id=g:6928616
Kūh-e Sefīd	id=g:6928617
Kūh-e Bāgh-e Now	id=g:6928618
Kāvīrān	id=g:6928619
Kāvīrān	id=g:6928620
Rīzyāl	id=g:6928621
Ashkam Kūh	id=g:6928622
Darjegān	id=g:6928623
Kāvīrān	id=g:6928624
Darmūtī	id=g:6928625
Qadamgāh-e Abū ol Faẕl	id=g:6928626
Qadamgāh-e Ḩaẕrat-e Amīr	id=g:6928627
Begūdelī	id=g:6928628
Rūdkhāneh-ye Khvāb	id=g:6928629
Mazra‘eh-ye Kharāb	id=g:6928630
Kūh-e Kharāb	id=g:6928631
Tanbū	id=g:6928632
Rūd Āb-e Vosţá	id=g:6928633
Rūd Āb-e Vosţá	id=g:6928634
Mahrū’īyeh	id=g:6928635
Rūdkhāneh-ye Rūd Āb	id=g:6928636
Sīāhān	id=g:6928637
Kūh-e Sar Taleh Khūn	id=g:6928638
Kūh-e Nūrak	id=g:6928639
Rūdkhāneh-ye Dombeh Sorkh	id=g:6928640
Seyyed ‘Abdollāh	id=g:6928641
Kūh-e Mardehek	id=g:6928642
Kūh-e Zahrā	id=g:6928643
Kūh-e Kavīz	id=g:6928644
Rūdkhāneh-ye Nūrak	id=g:6928645
Cheshmeh Gīr	id=g:6928646
Kavīz-e ‘Olyā	id=g:6928647
Qadamgāh-e Abū ol Faẕl	id=g:6928648
Kavīz-e Vosţá	id=g:6928649
Chāhak-e Bālā	id=g:6928650
Chāhak-e Pā’īn	id=g:6928651
Pīr-e Kahūr	id=g:6928652
Pīr-e Kahūr	id=g:6928653
Kavārak	id=g:6928654
Kūh-e Qal‘eh Ţabaq	id=g:6928655
Rūdkhāneh-ye Kavīz	id=g:6928656
Rūdkhāneh-ye Dahaneh Bīd	id=g:6928657
Rūd-e Āb-e ‘Olyā	id=g:6928658
Khorram Kūh	id=g:6928659
Kūh-e Panbeh’ī	id=g:6928660
Darreh-ye Varūsū	id=g:6928661
Kūh-e Şāfeh Kūrī	id=g:6928662
Dasht-e Aḩmad	id=g:6928663
Cheshmeh-ye Kahkom	id=g:6928664
Kahkom	id=g:6928665
Kūh-e Jehask	id=g:6928666
Qalāt Kūh	id=g:6928667
Keshvarī	id=g:6928668
Qal‘eh Keshvarī	id=g:6928669
Chāh-e Angosht	id=g:6928670
Chāh-e Barreh	id=g:6928671
Chāh-e Bīd Kosh	id=g:6928672
Kūh-e Boneh Gār	id=g:6928673
Qanāt-e Fakhr od Dīn	id=g:6928674
Cheshmeh-ye Gahvār	id=g:6928675
Chāh-e Derāz	id=g:6928676
Cheshmeh-ye Gol Chenār	id=g:6928677
Sīmīāreh	id=g:6928678
Chāh-e Rasāqī	id=g:6928679
Kafeh Rasāqī	id=g:6928680
Kūh-e Sīmīāreh	id=g:6928681
Cheshmeh-ye Meybod	id=g:6928682
Cheshmeh-ye Bash	id=g:6928683
Gardaneh-ye Naqqār Khāneh	id=g:6928684
Cheshmeh-ye Naqqār Khāneh	id=g:6928685
Meybod	id=g:6928686
Tolombeh-ye Ashk Būsī	id=g:6928687
Meybod	id=g:6928688
Tolombeh-ye Tall Khūn	id=g:6928689
Sīāh Kūh	id=g:6928690
Tolombeh-ye Mambarvarī	id=g:6928691
Tolombeh-ye Bīrjand	id=g:6928692
Mazrū‘	id=g:6928693
Tolombeh-ye Sāzegār	id=g:6928694
Tall Mahtābī	id=g:6928695
Deh Fāẕel	id=g:6928696
Tolombeh-ye Ḩājjī Amīr	id=g:6928697
Cheshmeh-ye Khorāsānī	id=g:6928698
Cheshmeh-ye Mazrū‘	id=g:6928699
Kūh-e Tīr Āsīāb	id=g:6928700
Mīānkūh	id=g:6928701
Kūh-e Zoghālī	id=g:6928702
Darbīdū	id=g:6928703
Tall-e Derāz	id=g:6928704
Tīr-e Shab Boland	id=g:6928705
Kūh-e Jamāl Shāh Naz̧arī	id=g:6928706
Bāqerābād	id=g:6928707
Kabeh’ī	id=g:6928708
Hūshū	id=g:6928709
‘Alīābād	id=g:6928710
Chaman va Bīd	id=g:6928711
Bāgh Bādāmū	id=g:6928712
Karbāzeh	id=g:6928713
Deh-e Mānsū	id=g:6928714
Akbarābād	id=g:6928715
Sīrak	id=g:6928716
Bīshteh-ye Qoţbābād	id=g:6928717
Kūh-e Bīshteh	id=g:6928718
Dowsīāh	id=g:6928719
Shahrak-e Meshkān	id=g:6928720
Moḩammadābād-e Bālā	id=g:6928721
Tolombeh-ye Tall Derāz	id=g:6928722
Tolombeh-ye Āzādī	id=g:6928723
Tappeh-ye Sardāb	id=g:6928724
Moḩammadābād-e Pā’īn	id=g:6928725
Rūdkhāneh-ye Qoroq Reyḩān	id=g:6928726
Kūh-e Qalātūn	id=g:6928727
Rūdkhāneh-ye Chāh ‘Alī	id=g:6928728
Chāh ‘Alī	id=g:6928729
Cheshmeh-ye Ganāveh	id=g:6928730
Cheshmeh-ye Sheykhū	id=g:6928731
Qanāt-e Sefīdār	id=g:6928732
Dasht-e Zard	id=g:6928733
Ḩeydarābād	id=g:6928734
Bīd Kahnū	id=g:6928735
Kohan Qūsak	id=g:6928736
Bīd Kahnū	id=g:6928737
‘Azīzābād	id=g:6928738
Tolombeh-ye ‘Arabī	id=g:6928739
Qal‘eh-ye Fatḩābād	id=g:6928740
Tolombeh-ye Ekūkī	id=g:6928741
Bāgh-e Z̄īghamī	id=g:6928742
Tolombeh-ye Shahīd Moţahharī	id=g:6928743
Kārkhāneh-ye Sīmān-e Sefīd-e Neyrīz	id=g:6928744
Chāh-e Āsneh	id=g:6928745
Maḩmūdābād-e ‘Olyā	id=g:6928746
Maḩmūdābād	id=g:6928747
Maḩmūdābād-e Vosţá	id=g:6928748
Maḩmūdābād-e Soflá	id=g:6928749
Tall Mahtābī	id=g:6928750
Tall-e Mahtābī	id=g:6928751
Tall Mahtābī	id=g:6928752
Tall Mahtābī	id=g:6928753
Tall Mahtābī	id=g:6928754
‘Abbāsābād	id=g:6928755
Qollāt-e Mārū	id=g:6928756
Dār or Raḩmān	id=g:6928757
Galū Kūh	id=g:6928758
Emāmzādeh Kheẕr-e Nabī	id=g:6928759
Deh Mūyeh	id=g:6928760
Deh Mūyeh	id=g:6928761
Shahrak-e Bāhonar	id=g:6928762
Tomb-e Karīmī	id=g:6928763
Takhtī Navīdī	id=g:6928764
Bīd Khūn	id=g:6928765
Rūdkhāneh-ye Ţāram	id=g:6928766
Darreh-ye Galū Sharbū	id=g:6928767
Darreh-ye Galū Ţāram	id=g:6928768
Kūh-e Do Qollāt	id=g:6928769
Kūh-e Eshkaft	id=g:6928770
Ţāram	id=g:6928771
Kūh-e Haft Tū	id=g:6928772
Haft Tū	id=g:6928773
Tangeh-ye Tīdāb	id=g:6928774
Cheshmeh-ye Mūr Dūshūn	id=g:6928775
Takht-e Bahman	id=g:6928776
Qolātū	id=g:6928777
Dahaneh Tūrī	id=g:6928778
Kūh-e Tāveh	id=g:6928779
Lāy Gholāmī	id=g:6928780
Tāveh	id=g:6928781
Pak-e Pā’īn	id=g:6928782
Pak-e Bālā	id=g:6928783
Chang-e Pūdnow	id=g:6928784
Kūh-e Mūsarā	id=g:6928785
Palangān	id=g:6928786
Kūh-e Palangān	id=g:6928787
Dahāneh-ye Sang-e Seh Pāreh	id=g:6928788
Sangbor	id=g:6928789
Rūdkhāneh-ye Pūzeh Garī	id=g:6928790
Pūzeh Sang	id=g:6928791
Kūh-e Keshmeshī	id=g:6928792
Pūzeh Gazī	id=g:6928793
Salbūyeh	id=g:6928794
Kūh-e Galū Baqqāl	id=g:6928795
Kūh-e Saram	id=g:6928796
Cheshmeh-ye Khāneh Jūb	id=g:6928797
Gardaneh-ye Lāyzar	id=g:6928798
Deh Fāẕel	id=g:6928799
Kāfar Kūh	id=g:6928800
Lāyzar	id=g:6928801
Kūh-e Lāyzar	id=g:6928802
Kūh-e Chāh Chek	id=g:6928803
Kūh-e Bāghvār	id=g:6928804
Chāh Shūr-e Bozorg	id=g:6928805
Kūh-e Lī Shūrū	id=g:6928806
Deh Chenār	id=g:6928807
Chāh Anjīr	id=g:6928808
Kūh-e Sorkh Nareh	id=g:6928809
Deh Sorkh	id=g:6928810
Chāh-e Bādām	id=g:6928811
Cheshmeh-ye Barrāq	id=g:6928812
Kūh-e Tāv	id=g:6928813
Kūh-e Palangān	id=g:6928814
Pūzeh Sang	id=g:6928815
Rūdkhāneh-ye Lāy Ḩanā	id=g:6928816
Moḩammadābād-e Kheyr	id=g:6928817
Kūh-e Zīnū	id=g:6928818
Kūh-e Tūvarū	id=g:6928819
Tang Khūnī	id=g:6928820
Tūvash Tīr Vanjū	id=g:6928821
Tūvash Kazmūn	id=g:6928822
Lāy Zargī	id=g:6928823
Kūh-e Būtāleh	id=g:6928824
Kūh-e Barreh	id=g:6928825
Kūh-e Kāveh	id=g:6928826
Ashveh	id=g:6928827
Chahār Qāshā	id=g:6928828
Kūh-e Dāmaneh	id=g:6928829
Dāmaneh	id=g:6928830
Sūtūlū	id=g:6928831
Gardaneh Sabz	id=g:6928832
Kūh-e Chāh Gach	id=g:6928833
Kafeh-ye Maḩmūdābād	id=g:6928834
Tall Zard	id=g:6928835
Boneh-ye Āsk	id=g:6928836
Kūh-e Qal‘eh Dokhtar	id=g:6928837
Dahaneh-ye Tūvash	id=g:6928838
Kūh-e Tūvash	id=g:6928839
Maḩmūdābād	id=g:6928840
‘Abbāsābād	id=g:6928841
Qollāt-e Sūrmaq	id=g:6928842
Qollāt-e Ḩājjīābād	id=g:6928843
Naşīrābād-e Dovvom	id=g:6928844
Qollāt-e Ḩājjī Aḩmad	id=g:6928845
Tolombeh-ye Esmā‘īl	id=g:6928846
Ḩeymehdān	id=g:6928847
Kūh-e Ḩeymehdān	id=g:6928848
Kūh-e Āb Bārīk	id=g:6928849
Kūh-e Panj Angosht	id=g:6928850
Gardaneh-ye Darvīsh	id=g:6928851
Kūh-e Īj	id=g:6928852
Bāgh-e Banū	id=g:6928853
Kūh-e Gowd-e Bankū	id=g:6928854
Bon Darreh	id=g:6928855
Kūh-e Ādam	id=g:6928856
Emāmzādeh Seyyed Owlīā’	id=g:6928857
Behchīnū	id=g:6928858
Tīraḩmat	id=g:6929650
Darneh	id=g:6929651
Derālavī	id=g:6929652
Rīḩdar	id=g:6929653
Dargāzan	id=g:6929654
Dārbū	id=g:6929655
Dahan-e Dabālī	id=g:6929656
Jakadān	id=g:6929657
Kam Gāzarakh	id=g:6929658
Havan	id=g:6929659
Gerū	id=g:6929660
Darreh Sard	id=g:6929661
Yeyeskan	id=g:6929662
Dīshghān	id=g:6929663
Shūrāb	id=g:6929664
Kal Gardān	id=g:6929665
Labūnī	id=g:6929666
Margazān	id=g:6929667
Bāsīdū’ī	id=g:6929668
Garakh	id=g:6929669
Kash	id=g:6929670
Sataj	id=g:6929671
Shahrak	id=g:6929672
Dorjag	id=g:6929673
Kūh-e Shah Bābak	id=g:6929674
Rūdkhāneh-ye Malakan	id=g:6929675
Ābgaz	id=g:6929676
Bārīshkān	id=g:6929677
Bon Gerd	id=g:6929678
Darneh	id=g:6929679
Bonkam	id=g:6929680
Owptan	id=g:6929681
Kūh-e Band Pīrū	id=g:6929682
Beshīāq	id=g:6929683
Sarvekān	id=g:6929684
Dayr	id=g:6929685
Shavan	id=g:6929686
Jagdān-e Pīrow	id=g:6929687
Jaghard	id=g:6929688
Pīsh Balūkū	id=g:6929689
Sar Gerow	id=g:6929690
Dahaneh-ye Marong	id=g:6929692
Nūrgān	id=g:6929693
Pāzjāh	id=g:6929694
Dehīdī	id=g:6929695
Shahrak	id=g:6929696
Sīt	id=g:6929697
Dah Qalamān	id=g:6929698
Bokānī	id=g:6929699
Pīr Āb	id=g:6929700
Rūdkhāneh-ye Pīr Āb	id=g:6929701
Marong	id=g:6929702
Rūdkhāneh-ye Marong	id=g:6929703
Pīsh Man	id=g:6929704
Sham‘	id=g:6929705
Bī Tashak	id=g:6929706
Sīāh Tak Kūh	id=g:6929707
Garī Hūrchān	id=g:6929708
Gīk	id=g:6929709
Zīrdān	id=g:6929710
Zehbadī	id=g:6929711
Kūh-e Bandar	id=g:6929712
Bar Āhang	id=g:6929713
Bar Āhang	id=g:6929714
Kūh Ḩeydar	id=g:6929715
Pīsh Lāghar	id=g:6929716
Deh-e Zehā	id=g:6929717
Zahrā Mordeh	id=g:6929718
Bastekān	id=g:6929719
Keshmīgī	id=g:6929720
Kūh-e Sīāh Tak	id=g:6929721
Gavājak Baravī	id=g:6929722
Kūh-e Darghashak-e Vāzhgālī	id=g:6929723
Rūdkhāneh-ye Kalātū	id=g:6929724
Kūh-e Jamak	id=g:6929725
Kūh-e Ashtak-e Bālā Kalātū	id=g:6929726
Kalātū	id=g:6929727
Rūdkhāneh-ye Vashkohūr	id=g:6929728
Rūdkhāneh-ye Gījak	id=g:6929729
Rūdkhāneh-ye Bolbolābād	id=g:6929730
Gavājak	id=g:6929731
Kamdārag	id=g:6929732
Gardaneh-ye Mohandes	id=g:6929733
Jakdān	id=g:6929734
Dāzekān	id=g:6929735
Kam Kohūr	id=g:6929736
Gavājak Kohūr	id=g:6929737
Kam Dowlat	id=g:6929738
Sahartak	id=g:6929739
Kavārān	id=g:6929740
Rūdkhāneh-ye Darahmān	id=g:6929741
Kavārān	id=g:6929742
Vey	id=g:6929743
Bon-e Sham‘	id=g:6929744
Chūkhūn	id=g:6929745
Rūdkhāneh-ye Vey	id=g:6929746
Bon-e Gerd	id=g:6929747
koh z	id=g:6930849
Green of zagros	id=g:6930850
Parsian Chamran (Azadi Grand Hotel)	id=g:6931156
Parsian Esteghlal Hotel	id=g:6931157
Enghelab Hotel	id=g:6931158
Kowsar Hotel	id=g:6931159
Parsian Evin Hotel  	id=g:6931160
Simorgh Hotel  	id=g:6931161
Grand Hotel	id=g:6931162
Ferdowsi Hotel	id=g:6931165
Hoveizeh Hotel	id=g:6931167
Melal Aprtment-Hotel	id=g:6931169
Mashhad Hotel	id=g:6931170
Naderi New Hotel	id=g:6931171
Abbasi Hotel	id=g:6931172
Kowsar Int. Hotel	id=g:6931173
Ali Qapu Hotel	id=g:6931174
Safir Hotel	id=g:6931175
Melal Hotel	id=g:6931176
Sadaf Hotel	id=g:6931179
Piroozi Hotel	id=g:6931180
Kowsar (Azadi) Hotel	id=g:6931181
Homa Hotel  	id=g:6931182
Eram Hotel 	id=g:6931184
Apadana Hotel	id=g:6931185
Isfahan Traditional Hotel (Sonnati)	id=g:6931186
Hafezieh	id=g:6931187
Dashtestan	id=g:6935440
Tootia Hotel	id=g:6938123
Hotel Jolfa	id=g:6938362
Arg-e Karimkhan-e Zand	id=g:6940289
Alborz Mountains	id=g:6941976
St. Thaddeus Monastery	id=g:6942008
Famast	id=g:6949363
Forty tons	id=g:6949364
Pul Kuh	id=g:6951126
Shahabad	id=g:6951129
Malanjak	id=g:6951136
Kazemabad	id=g:6951137
Gamasiab	id=g:6951140
Gohar	id=g:6951141
Sarjameh Shuran	id=g:6951150
Qeshlaq-e Parnun	id=g:6951278
Qeshlaq-e Namdar	id=g:6951279
Kuh-e Gateh Siah	id=g:6951280
Mohajerin-e Qasr-e Shirin	id=g:6951281
Ākharān	id=g:6957701
Kūh-e ‘Omar	id=g:6958002
Kūh-e Zarkī	id=g:6958003
Rūd-e Herātel	id=g:6958006
Sartang	id=g:6958538
Kūh-e Owrsūn	id=g:6958539
Terīsh	id=g:6958540
Pākū	id=g:6958541
Dastgerd Dargāz	id=g:6958542
Sūrak	id=g:6958543
Shahr-e Sekandar	id=g:6958544
Morād Mardag	id=g:6958545
Bālākhan	id=g:6958546
Sarzehū	id=g:6958547
Bahādīn	id=g:6958548
Howlmūk	id=g:6958549
Ḩatt-e Sheykh	id=g:6958550
Rūdkhāneh-ye Ārīshkī	id=g:6958551
Kam Adarmān	id=g:6958552
Kervenach	id=g:6958553
Galeh Sahrow	id=g:6958554
Nīdar	id=g:6958555
Kelowpā	id=g:6958556
Zīārat-e Bī Bī Shabāz	id=g:6958557
Edmīsh	id=g:6958558
Rūdkhāneh-ye Pas Khvāb	id=g:6958559
Ārashkī	id=g:6958560
Lashgarān	id=g:6958561
Geravī	id=g:6958562
Kār Ganjī	id=g:6958563
Darband Şalāḩ	id=g:6958564
Darzankān	id=g:6958565
Damāk	id=g:6958566
Maleshkahū	id=g:6958567
Rūdkhāneh-ye Sahrūn	id=g:6958568
Kowken	id=g:6958569
Dastgerd	id=g:6958570
Rūdkhāneh-ye Dask	id=g:6958571
Rūdkhāneh-ye Gūravī	id=g:6958572
Darneh	id=g:6958573
Rūdkhāneh-ye Sahrūk	id=g:6958574
Nāsgī	id=g:6958576
Konj-e Khvodash	id=g:6958577
Owhkan	id=g:6958578
Dārākan	id=g:6958579
Kūh-e Chok	id=g:6958580
Vā’en	id=g:6958581
Kūh-e Shānk	id=g:6958582
Rūdkhāneh-ye Sūmmūt	id=g:6958583
Bonshak	id=g:6958584
Sar Gerow	id=g:6958585
Renīn-e Shams od Dīn	id=g:6958586
Dūlāb	id=g:6958587
Kūh-e Bāhakī	id=g:6958588
Kūh-e Sorkh	id=g:6958589
Bābak	id=g:6958590
Bābak	id=g:6958591
Bābak	id=g:6958592
Gardaneh-ye Bīr Boland	id=g:6958593
Kūh-e Bābak	id=g:6958594
Kūh-e Jamkan	id=g:6958595
Nelūkan	id=g:6958596
Marvedān	id=g:6958597
Bāzan	id=g:6958598
Poshtgar	id=g:6958599
Mīn	id=g:6958600
Dowlatābād	id=g:6958601
Kalāt-e Angohrān	id=g:6958602
Gerowjak	id=g:6958603
Kāhkan	id=g:6958604
Kāvārān	id=g:6958605
Qalamūn	id=g:6958606
Dehnā Kork	id=g:6958607
Konār Mīt	id=g:6958608
Ḩoseynīyeh	id=g:6958609
Īrar	id=g:6958610
Sūrgāh	id=g:6958611
Kūh-e Sar Hūr	id=g:6958612
Kūh-e Sar Būr	id=g:6958613
Delshahr Kalāh	id=g:6958614
Kūh-e Kalāt	id=g:6958615
Katūhīng	id=g:6958616
Eslāmābād	id=g:6958617
Kūh-e Gāndarī	id=g:6958618
Kīseh’ī	id=g:6958619
Īrmīsh	id=g:6958620
Rūdkhāneh-ye Jagīn	id=g:6958621
Kūh-e Kalāt	id=g:6958622
Persman	id=g:6958623
Dowmerkh	id=g:6958624
Darkhvāh	id=g:6958625
Rūdkhāneh-ye Namakī	id=g:6958626
Īrmīsh-e Bālā	id=g:6958627
Bannar	id=g:6958628
Rūdkhāneh-ye Ashkān	id=g:6958629
Bī Bī Fāţemeh	id=g:6958631
Jam	id=g:6958632
Tambū	id=g:6958633
Tambū	id=g:6958634
Kūrt Zanī	id=g:6958635
Henj	id=g:6958636
Tambū	id=g:6958637
Rūdkhāneh-ye Māzābī	id=g:6958638
Dahan-e Rāh	id=g:6958639
Tūj	id=g:6958640
Dasht-e Hoveyzeh	id=g:6958641
Kūh-e Dar Khūnīsh	id=g:6958642
Gashīrāz	id=g:6958643
Kūh-e Sorkh	id=g:6958644
Majmū’ī	id=g:6958645
Rūdkhāneh-ye Shīkū	id=g:6958646
Dastgerd Shīkū	id=g:6958647
Kūh-e Ashk	id=g:6958648
Bonkaram	id=g:6958649
Sar Kahnū	id=g:6958650
Gavājag	id=g:6958651
Noh Man Rīz	id=g:6958652
Eslāmābād	id=g:6958653
Esfand	id=g:6958654
Nāshgī	id=g:6958655
Darshahr	id=g:6958656
