Mofraa	id=g:166849
Bayt Nāfilah	id=g:171550
Bayt Musallam	id=g:171551
Bayt Munlā Maḩmūd	id=g:171552
Bayt Muná	id=g:171553
Bayt Mulq	id=g:171554
Bayt Muḩammad Afandī	id=g:171555
Bayt Mīrū	id=g:171556
Bayt Mer’hej	id=g:171557
Bayt Luqmān	id=g:171558
Bayt Kūmbalī	id=g:171559
Bayt Kanīsah	id=g:171560
Bayt Kammūnah	id=g:171561
Bayt Juḩá	id=g:171562
Bayt Jnāwurū	id=g:171563
Bayt Jinn	id=g:171564
Bayt Jinād	id=g:171565
Bayt Jāsh	id=g:171566
Bayt Jarād	id=g:171567
Bayt Jabrū	id=g:171568
Bayt Ismā‘īl	id=g:171569
Bayt Iskandar	id=g:171570
Baytīmā	id=g:171571
Bayt Hilāl	id=g:171572
Bayt Ḩayrah	id=g:171573
Bayt Ḩammīk	id=g:171574
Bayt Dakhné	id=g:171575
Bayt Ḑāḩī	id=g:171576
Bayt Bāldīr	id=g:171577
Bayt Balāţah al Gharbīyah	id=g:171578
Bayt Baddūr	id=g:171579
Bayt Bad‘ā	id=g:171580
Bayt ‘Ayyūsh	id=g:171581
Bayt ‘Ayyāsh	id=g:171582
Bayt ‘Awān	id=g:171583
Bayt at Turk	id=g:171584
Bayt as Sakhī	id=g:171585
Bayt as Sakhī	id=g:171586
Bayt Aşlān	id=g:171587
Bayt ash Shaykh Yūnus	id=g:171588
Bayt ash Shaykh Walī	id=g:171589
Bayt ash Shaykh Mutawwaj	id=g:171590
Bayt ash Shaykh Dīb	id=g:171591
Bayt ash Shaykh ‘Alī	id=g:171592
Bayt ash Shaykh Aḩmad	id=g:171593
Bayt ash Sharqī	id=g:171594
Bayt ash Shanbūr	id=g:171595
Bayt ar Rāhib	id=g:171596
Bayt Arrah	id=g:171597
Bayt ar Rafī‘ah	id=g:171598
Bayt ‘Arkūsh	id=g:171599
Bayt ‘Arab	id=g:171600
Rujm al Bayţār	id=g:171601
Bayt ‘Aqūl	id=g:171602
Bayt ‘Ānā	id=g:171604
Bayt ‘Alyān	id=g:171605
Bayt al Wāsiţah	id=g:171606
Bayt al ‘Urqūb	id=g:171607
Bayt al Qānūţā	id=g:171608
Bayt al Qalīḩ	id=g:171609
Bayt al Qaddār	id=g:171610
Bayt al Masīl	id=g:171611
Bayt al Madīnah	id=g:171612
Bayt ‘Allān	id=g:171613
Bayt al Khaţīb	id=g:171614
Bayt al Kanj	id=g:171615
Wādī Bayt al Jarayān	id=g:171616
Bayt al Jahnīyah	id=g:171617
Bayt al Jabal	id=g:171618
Bayt ‘Alī	id=g:171619
Bayt al Farwah	id=g:171620
Bayt al Fāris	id=g:171621
Bayt al Bustān	id=g:171622
Bayt al Ballūţ	id=g:171623
Bayt al ‘Atīq	id=g:171624
Bayt al ‘Allūnī	id=g:171625
Bayt Aḩmad Qaddūr	id=g:171626
Bayt ad Dīk	id=g:171627
Bayt ad Dīk	id=g:171628
Bayt ad Dardārah	id=g:171629
Bayt Abū Yāsīn	id=g:171630
Bayt Abū Minqār	id=g:171631
Bayt Ablaq	id=g:171632
Qārat al Bayt	id=g:171633
Bayraqdār	id=g:171634
Bayramjah	id=g:171635
Bayramīyah	id=g:171636
Baylūnah	id=g:171637
Baylān Kūy	id=g:171638
Jabal Baylān	id=g:171639
Baylān	id=g:171640
Baylah	id=g:171641
Baydar Yūnis	id=g:171642
Baydar al Balāţ	id=g:171643
Baydar al ‘Adas	id=g:171644
Tall Baydar	id=g:171645
Ḑahr al Baydar	id=g:171646
‘Ayn Baydar	id=g:171647
Wādī al Bayḑā’	id=g:171648
Tulūl al Bayḑā’	id=g:171649
Rābiyat al Bayḑā’	id=g:171650
Mīnat al Bayḑā’	id=g:171651
Khirbat al Bayḑā’	id=g:171652
Khirbat al Bayḑā’	id=g:171653
Khirbat al Bayḑā’	id=g:171654
Jabal al Bayḑā’	id=g:171655
‘Ayn al Bayḑā’	id=g:171656
‘Ayn al Bayḑā’	id=g:171657
‘Ayn al Bayḑā’	id=g:171658
‘Ayn al Bayḑā’	id=g:171659
‘Ayn al Bayḑā’	id=g:171660
‘Ayn al Bayḑā’	id=g:171661
‘Ayn al Bayḑā’	id=g:171662
Arḑ al Bayḑā’	id=g:171663
‘Aqabat al Bayḑā’	id=g:171664
Al Mīnā’ al Bayḑā’	id=g:171665
Bayḑā’	id=g:171666
Bayāzah Fawqānī	id=g:171667
Bayāzah	id=g:171668
Bi’r al Bayāţirah	id=g:171669
Bayāḑīyah	id=g:171670
Tall al Bayāḑah	id=g:171671
Khirbat al Bayāḑah	id=g:171672
Jubb al Bayāḑah	id=g:171673
Arḑ al Bayāḑah	id=g:171674
Wādī al Bayāḑ	id=g:171675
Bawz Huyūk at Taḩtānī	id=g:171676
Bawz Huyūk	id=g:171678
Bawz Ghār	id=g:171679
Wādī al Bawl	id=g:171680
Bāwi‘ah	id=g:171681
Khirbat al Ba‘ūḑah	id=g:171682
Baţţānah	id=g:171683
Wādī Baţţākh	id=g:171684
Baţrānah	id=g:171685
Jabal Batrah	id=g:171686
Baţrah	id=g:171687
Khirbat al Batouz	id=g:171688
Batlāyā	id=g:171689
Jabal al Bāţin	id=g:171690
Baţḩah	id=g:171691
Batirzān	id=g:171692
Bâtech	id=g:171693
Baţabū	id=g:171694
Bāsūţah	id=g:171695
Bāşūfān	id=g:171696
Bastā	id=g:171697
‘Ayn Bassūl	id=g:171698
Basselhâya	id=g:171699
Basraţūn	id=g:171700
Ra’s al Basīţ	id=g:171701
Khalīj al Basīţ	id=g:171702
Jabal Başīrī	id=g:171703
Bi’r Başīrī	id=g:171704
Tall Başīr	id=g:171705
Başīr	id=g:171706
Basīmah	id=g:171707
Khirbat Bāshūt	id=g:171708
Bāshūt	id=g:171709
Bāshūrtah	id=g:171710
Bāshūrah	id=g:171711
B‘ashtar	id=g:171712
Bashqātīn	id=g:171713
Bashmishlī	id=g:171714
Bāsh Kūyū	id=g:171715
Bāsh Kūy	id=g:171716
Bāsh Kūy	id=g:171717
Bash Jurn	id=g:171718
Bashīyah	id=g:171719
Bāshīshah	id=g:171720
Bashīrīyah	id=g:171721
Bashīr	id=g:171722
Bāshimrā	id=g:171723
Bāsh Dulkī	id=g:171724
Wādī Bashānah	id=g:171725
Tall al Bāshā	id=g:171726
Tall Ḩasan Bāshā	id=g:171727
Jisr al Bāshā	id=g:171728
Arḑ al Bāshā	id=g:171729
Tall Bāsh	id=g:171730
Wādī al Basātīn	id=g:171731
Basātīn	id=g:171732
Basanqūl	id=g:171733
Basandīnā	id=g:171734
Basāmis	id=g:171735
Sudd al Başal	id=g:171736
Sudd al Başal	id=g:171737
Jabal Barzi	id=g:171738
Tall Barzān	id=g:171739
Bi’r Barzān	id=g:171740
Barzah	id=g:171741
Barzah	id=g:171742
Barzā at Taḩtānī	id=g:171743
Barzā al Fawqānī	id=g:171744
Baryāḩā	id=g:171745
Wādī al Bārūzah	id=g:171746
Bārūḩān	id=g:171747
Bārūḩah	id=g:171748
Bārūdīyah	id=g:171749
Bārūdah	id=g:171750
Tall Bārūd	id=g:171751
Barshīn	id=g:171752
Barsham	id=g:171753
Bārşā Dāgh	id=g:171754
Barrīyat at Tīzīn	id=g:171755
Barrīyat ash Shīḩah	id=g:171756
Barrī ash Sharqī	id=g:171757
Barrī al Gharbī	id=g:171758
Barqūm	id=g:171759
Barqīyah	id=g:171760
Wādī Barqī	id=g:171761
Barqah	id=g:171762
Barqadah	id=g:171763
Barnān	id=g:171764
Bārmāyā	id=g:171765
Bārkū Taḩtānī	id=g:171766
Bārkū Fawqānī	id=g:171767
Barkh Baţān	id=g:171768
Jabal Bārīshā	id=g:171769
Bārīshā	id=g:171770
Bārīshā	id=g:171771
Bārīshā	id=g:171772
Bārīs	id=g:171773
Ba‘rīn	id=g:171774
Barīkha	id=g:171775
Bārik	id=g:171776
Wādī al Bāridah	id=g:171777
Thanīyat al Bāridah	id=g:171778
Tall Baradah	id=g:171779
Jabal al Bāridah	id=g:171780
‘Ayn al Bāridah	id=g:171781
‘Ayn al Bāridah	id=g:171782
‘Ayn al Bārid	id=g:171783
‘Ayn al Bārid	id=g:171784
Barghash	id=g:171785
Bardīkhah	id=g:171786
Ba‘rbāyā	id=g:171787
‘Ayn Barbarī	id=g:171788
Wādī Barbar	id=g:171789
Nahr Barbar	id=g:171790
Jabal Barbar	id=g:171791
Bi’r Barbar	id=g:171792
Jabal Barate	id=g:171793
Maḩaţţat Barāmikah	id=g:171794
Jabal Baramah	id=g:171795
Wādī Barakāt	id=g:171796
Tall Barakāt	id=g:171797
Tall Barakāt	id=g:171798
Barāhuwah	id=g:171799
Tall al Barāghīthī	id=g:171800
Barāghītah	id=g:171801
Barāghīthah	id=g:171802
Tall Barāghīth	id=g:171803
Baradah	id=g:171804
Nahr Baradá	id=g:171805
Barād	id=g:171806
Ba‘rabū	id=g:171807
Barābirah	id=g:171808
Baq‘ū	id=g:171809
Khirbat Baqsallah	id=g:171810
Baqsamtah	id=g:171811
Baqqārat az Zawr	id=g:171812
Baqqārat al Jabal	id=g:171813
Qārat al Baqq	id=g:171814
Baqliyūn	id=g:171815
Bakrwān	id=g:171816
Wādī Baqdūsh	id=g:171817
Baqdīnah	id=g:171818
Bāqāt	id=g:171819
Baqa`sim	id=g:171820
Wādī Baqalū	id=g:171821
Tall al Baqallū	id=g:171822
‘Ayn al Baqallū	id=g:171823
Wādī Baqa	id=g:171824
Bānūkīyah	id=g:171825
Banjārah	id=g:171826
Banjakīyah	id=g:171827
Minţaqat Bāniyās	id=g:171829
Bāniyās	id=g:171830
Bāniyās	id=g:171831
Banī Sab‘	id=g:171832
Bāniş	id=g:171833
‘Ayn al Khaḑrā’	id=g:171834
Banī Na‘īm	id=g:171835
Banīn	id=g:171836
‘Ayn Banī Muḩaysin	id=g:171837
Bi’r Banī Khālid	id=g:171838
Wādī Banī ‘Īsá	id=g:171839
Banī ‘Īsá	id=g:171840
‘Ayn Banī ‘Alī	id=g:171841
Tall Banī	id=g:171842
Bandūr	id=g:171843
Bandirak	id=g:171844
Bandir	id=g:171845
Bandar Khān	id=g:171846
Banc Charner	id=g:171847
Jisr Banāt Ya‘qūb	id=g:171848
Qaşr al Banāt	id=g:171849
Qā‘ Banāt	id=g:171850
Banān	id=g:171851
B‘amrīn	id=g:171852
B‘amrā’īl	id=g:171853
B‘amrah	id=g:171854
Bāmlākhā	id=g:171855
Bal Zūzān al Fawqānī	id=g:171856
Balyūn	id=g:171857
Bal Wīrān	id=g:171858
Bal Wīrān	id=g:171859
Balwah	id=g:171860
Baylūnah	id=g:171861
Bālūjah	id=g:171862
Bālū	id=g:171863
Balţajī	id=g:171864
Balshūn	id=g:171865
Balqā’	id=g:171866
Balmīs	id=g:171867
Balmah	id=g:171868
Bal Maghār	id=g:171869
Ballūţīyah	id=g:171870
Ballūţah	id=g:171871
Ballūrān	id=g:171872
Ballū	id=g:171873
Ballīrmūn	id=g:171874
Balliqīyah	id=g:171875
Ballik	id=g:171876
Ballī	id=g:171877
Tall Ballānah	id=g:171878
Ballānah	id=g:171879
Tall al Ballān	id=g:171880
Ḑahr al Ballān	id=g:171881
Arḑ al Ballān	id=g:171882
Ballāl	id=g:171883
Ballah	id=g:171884
Bālis	id=g:171885
Bālis	id=g:171886
Balī Kūy	id=g:171887
Tall al Balīkhī	id=g:171888
Nahr al Balīkh	id=g:171889
Balḩah	id=g:171890
Balghūnis	id=g:171891
‘Ayn al Baldi	id=g:171892
Ra’s Baldat al Malik	id=g:171893
Balāţah al Gharbīyah	id=g:171894
Balāţah	id=g:171895
Wādī Bal‘ātā	id=g:171896
Tall Balāţ	id=g:171897
Balāţ	id=g:171898
Balāţ	id=g:171899
Balāţ	id=g:171900
Balāţ	id=g:171901
Wādī Balās	id=g:171902
Balās	id=g:171903
Balāl Kūy	id=g:171904
Tall Balāl	id=g:171905
Bālakūsh	id=g:171906
Jabal Bal‘ah	id=g:171907
Balad Jabalī	id=g:171908
Bal‘adar	id=g:171909
Balad an Naqārinah	id=g:171910
Balabān	id=g:171911
Bālā al ‘Atīqah	id=g:171912
Khirbat Bal‘ā	id=g:171913
Bālā	id=g:171914
Bak Ūbāsī	id=g:171915
Baksarīyyā	id=g:171916
Baksā	id=g:171917
Bakmazlū	id=g:171918
Bakkūrah	id=g:171919
Bakkā	id=g:171920
Bakkā	id=g:171921
Wādī Bakirnāyā	id=g:171922
Jabal Bakirnāyā	id=g:171923
Bakh‘ah	id=g:171924
Bakernayé	id=g:171925
‘Ayn al Bakarāt	id=g:171926
Wādī al Bakar	id=g:171927
Bajayrik	id=g:171928
Ḑahr al Bā’ir	id=g:171929
Tall Bā‘ijah	id=g:171930
Bā‘ijah	id=g:171931
Jabal Baidali	id=g:171932
Baḩzīnah	id=g:171933
Baḩūrtah	id=g:171934
Wādī al Bahssa	id=g:171935
Wādī al Bahsa	id=g:171936
Khirbat al Baḩrīyāt	id=g:171937
Bahramīyah	id=g:171938
‘Ayn al Baḩr	id=g:171939
Baḩfīs	id=g:171940
Baham	id=g:171941
Wādī al Bahāj	id=g:171942
Bāghūz Fawqānī	id=g:171943
Bāghūz	id=g:171944
Kasān	id=g:171945
Bi’r Baghlah	id=g:171946
Baghlah	id=g:171947
Wādī al Baghl	id=g:171948
Tall al Baghl	id=g:171949
Baghjah Ghāz	id=g:171950
Baghdādī	id=g:171951
Baghdād	id=g:171952
Baghallā	id=g:171953
Wādī Baghajān	id=g:171954
Baghādjaq	id=g:171955
Bafliyūn	id=g:171956
Bafillūr	id=g:171957
Bafdīk	id=g:171958
Baébâa	id=g:171960
Al Ghāfuqīyah	id=g:171961
Ḑahr Badrū	id=g:171962
‘Ayn Badrīyah	id=g:171963
Badrīyah	id=g:171964
B‘adrī	id=g:171965
Tall Badrān	id=g:171966
Jabal Badrān	id=g:171967
Jabal Badr	id=g:171968
Badoû	id=g:171969
Ba‘dinlī	id=g:171970
Wādī al Badī‘ah	id=g:171971
Jabal al Badī‘ah	id=g:171972
Ḑahr al Badī‘ah	id=g:171973
Bi’r al Badī‘ah	id=g:171974
Bi’r al Badī‘ah	id=g:171975
‘Ayn al Badī‘ah	id=g:171976
Baddā	id=g:171977
Wādī Badāyā	id=g:171978
Jabal Badāyā	id=g:171979
Badawī al Jāsir	id=g:171980
Badawī	id=g:171981
Tall Bāb ‘Umar	id=g:171982
Bāb ‘Umar	id=g:171983
Khirbat Bābūlīn	id=g:171984
Bāblūţah	id=g:171985
Bāblayt	id=g:171986
Wādī Bāb Laymūn	id=g:171987
Bāb Laymūn	id=g:171988
Bāb Jannah	id=g:171989
Wādī Babîs	id=g:171990
Babîs	id=g:171991
Bābirī at Taḩtā’	id=g:171992
Bābirī al Fawqā’	id=g:171993
Bābinnis	id=g:171994
Tall al Bābī	id=g:171995
B‘abdūs	id=g:171996
B‘abdā	id=g:171997
Bāb Bīlā	id=g:171998
Bāb as Salām	id=g:171999
Bābāsī	id=g:172000
Bāb an Nūr	id=g:172001
Bābannā	id=g:172002
Bāb Allāh	id=g:172003
Bāb al Khayr	id=g:172004
Bāb al Khayr	id=g:172005
Bāb al Khayr	id=g:172006
Bāb al Hawā’	id=g:172007
Bāb al Hawā’	id=g:172008
Bāb al Hawā’	id=g:172009
Bāb al Hawā’	id=g:172010
Babak Ūshāghī	id=g:172012
Bāb ‘Abd Allāh	id=g:172013
Arḑ al Bāb	id=g:172014
Ba‘azrā’īl	id=g:172015
Bā‘ay	id=g:172016
Tall Baat	id=g:172017
Tall Baaraïr Kabīr	id=g:172018
Khirbat Baaljé	id=g:172019
Az Zuwayyik	id=g:172020
Az Zur‘āt	id=g:172021
Az Zunūd	id=g:172022
Az Zuhrīyah	id=g:172024
Az Zubaydīyah	id=g:172025
Az Ziyārah	id=g:172026
Az Ziyārah	id=g:172027
Az Ziyādīyah	id=g:172028
Az Zindīq	id=g:172029
Az Zīb	id=g:172030
Az Zemoueïla	id=g:172031
Az Zaytūnah	id=g:172032
Az Zaytūn	id=g:172033
Wādī ‘Azzayt	id=g:172034
‘Azzayt	id=g:172035
Az Zaynah	id=g:172036
Az Zaynabīyah	id=g:172037
Az Zawīyah	id=g:172038
Minţaqat az Zawīyah	id=g:172039
Az Zawf	id=g:172040
Az Zawbah	id=g:172041
Az Zawārīb	id=g:172042
Az Zarqāt	id=g:172043
Khalwat ‘Ubayd	id=g:172044
Az Zarbah	id=g:172045
Az Zārah	id=g:172046
Az Zamlah	id=g:172047
Az Zamlah	id=g:172048
‘Azzām	id=g:172049
‘Azzām	id=g:172050
Az Zallū	id=g:172051
Az Zallāqīyāt	id=g:172052
Az Zalaf	id=g:172053
Az Zakāh	id=g:172054
Az Zaḩūrah	id=g:172055
Nahr al ‘Azzah	id=g:172056
Jabal ‘Azzah	id=g:172057
Az Za‘farānah	id=g:172058
Az Zabadānī	id=g:172059
Minţaqat az Zabadān	id=g:172060
‘Azūm Zaqf	id=g:172061
‘Azūb	id=g:172062
‘Azrīyah	id=g:172063
Azraq	id=g:172064
Azmarīn	id=g:172065
Wādī ‘Azmān	id=g:172066
Bi’r ‘Azmān	id=g:172067
‘Azmān	id=g:172068
Khirbat al ‘Azīzīyāt	id=g:172069
‘Azīzīyah	id=g:172070
‘Azīzīyah	id=g:172071
‘Azīzīyah	id=g:172072
‘Azīzīyah	id=g:172073
‘Azīzī	id=g:172074
‘Azīz	id=g:172075
Wādī al ‘Azīb	id=g:172076
Tall al ‘Azīb	id=g:172077
Tall al ‘Āzib	id=g:172078
Khirbat al ‘Azīb	id=g:172079
Wādī Azène	id=g:172080
Minţaqat A‘zāz	id=g:172081
A‘zāz	id=g:172082
Jabal ‘Azabī	id=g:172083
Wādī ‘Ayzah	id=g:172084
Wādī Ayyūb	id=g:172085
Tall Ayyūb	id=g:172086
‘Ayn Ayyūb	id=g:172087
‘Ayyāshīyah	id=g:172088
‘Ayyāshīyah	id=g:172089
Khān ‘Ayyāsh	id=g:172090
‘Ayyāsh	id=g:172091
Ḑahr al Ayyāb	id=g:172092
Ayū	id=g:172093
Wādī ‘Aytharah	id=g:172094
Tall ‘Aytharah	id=g:172095
‘Ayşūn	id=g:172096
‘Ayshīyah	id=g:172097
‘Aysam at Taḩtā	id=g:172098
‘Aysam al Fawqā	id=g:172099
Ḑahr al ‘Ayrūnī	id=g:172100
Khirbat ‘Ayrūn	id=g:172101
‘Ayn Zīwān	id=g:172102
‘Ayn Wark	id=g:172103
Wādī ‘Ayn Ţūbah	id=g:172104
‘Ayn Tarmā	id=g:172105
‘Ayn Ţanţāsh	id=g:172106
‘Ayn Sulaymū	id=g:172107
‘Ayn Simsim	id=g:172108
‘Ayn Shīb	id=g:172109
‘Ayn Shāţir	id=g:172110
‘Ayn Shammās	id=g:172111
Nahr ‘Ayn Shakū	id=g:172112
‘Ayn Sāmūr	id=g:172113
‘Ayn Salūq	id=g:172114
‘Ayn Sallūm	id=g:172115
Jabal ‘Ayn Şāḩib	id=g:172116
‘Ayn Sābil	id=g:172117
Wādī ‘Ayn Rabbāţ	id=g:172118
‘Ayn Qunyah	id=g:172119
Tall al ‘Ayn Qoubaa	id=g:172120
‘Ayn Qīţah	id=g:172121
Tall ‘Ayn Ourîda	id=g:172122
Khirbat ‘Ayn Mubārak	id=g:172123
‘Ayn Laylūn	id=g:172124
Wādī ‘Ayn Lawzah	id=g:172125
Wādī ‘Ayn Labbānī	id=g:172126
‘Ayn Khinzīrah	id=g:172127
Wādī ‘Ayn Khamsah	id=g:172128
Wādī ‘Ayn Kabīrah	id=g:172129
Wādī ‘Ayn Judaydah	id=g:172130
Sayl ‘Ayn Ja‘şah	id=g:172131
‘Ayn Jandal	id=g:172132
Shārat ‘Ayn ‘Īsá	id=g:172133
‘Ayn ‘Īsá	id=g:172134
‘Ayn Ḩusayn ash Shamālīyah	id=g:172135
‘Ayn Ḩifāḑ	id=g:172136
‘Ayn Ḩamzah	id=g:172137
‘Ayn Fuţaymah	id=g:172138
‘Ayn Frâj	id=g:172139
‘Ayn Fīt	id=g:172140
‘Ayn Dulaymah	id=g:172141
Dīwār	id=g:172142
‘Ayn Dhakar	id=g:172143
‘Ayn Dārah	id=g:172144
‘Ayn Daqnah	id=g:172145
‘Ayn Būrah	id=g:172146
‘Ayn Blay	id=g:172147
‘Ayn al Bāz	id=g:172148
‘Ayn Bashrītī	id=g:172149
‘Ayn az Zubdah	id=g:172150
‘Ayn az Zarqā’	id=g:172151
Jabal ‘Ayn at Tūtah	id=g:172152
‘Ayn at Tīnah ash Sharqīyah	id=g:172153
‘Ayn at Tīnah al Gharbīyah	id=g:172154
Khirbat ‘Ayn at Tīnah	id=g:172155
‘Ayn at Tīnah	id=g:172156
‘Ayn at Tīnah	id=g:172157
‘Ayn at Tīnah	id=g:172158
‘Ayn at Tīnah	id=g:172159
‘Ayn at Tīnah	id=g:172160
‘Ayn at Tīnah	id=g:172161
Wādī ‘Ayn at Tīn	id=g:172162
‘Ayn aţ Ţayyibah	id=g:172163
‘Aynātā	id=g:172164
‘Aynātā	id=g:172165
‘Ayn as Sawdā’	id=g:172166
‘Ayn as Sawdā’	id=g:172167
‘Ayn aş Şakhr	id=g:172168
‘Ayn aş Şaḩn	id=g:172169
Jabal ‘Ayn aş Şafşāf	id=g:172170
‘Ayn as Sab‘	id=g:172171
‘Ayn ash Shiqāq	id=g:172172
‘Ayn ash Sharqīyah	id=g:172173
‘Ayn ash Sharqīyah	id=g:172174
Tall ‘Ayn ash Sharī‘ah	id=g:172175
‘Ayn ash Sha‘rah	id=g:172176
‘Ayn ash Shams	id=g:172177
‘Ayn ar Rayḩānīyah	id=g:172178
‘Ayn ar Rayḩānah	id=g:172179
‘Ayn ar Rāhib	id=g:172180
‘Ayn ‘Arnah	id=g:172181
Jabal ‘Ayn an Nusūr	id=g:172182
‘Ayn an Nakhīl	id=g:172183
Wādī ‘Ayn an Nadī	id=g:172184
‘Ayn an Nadī	id=g:172185
‘Ayn ‘Amshā’ at Taḩtānī	id=g:172186
‘Ayn al Wardah	id=g:172187
‘Ayn al Quţţ	id=g:172188
Mazra‘at ‘Ayn al Quţnah	id=g:172189
‘Ayn al Kūrah	id=g:172190
‘Ayn al Qird	id=g:172191
‘Ayn al Qass	id=g:172192
‘Ayn al Qanţarah	id=g:172193
‘Ayn al Qanāh	id=g:172194
‘Ayn al Qaḑīb	id=g:172195
‘Ayn al Qabw	id=g:172196
‘Ayn al Laban	id=g:172197
‘Ayn al Kurūm	id=g:172198
Wādī ‘Ayn al Kunayyisah	id=g:172199
Mazra‘at ‘Ayn al Kunayyisah	id=g:172200
‘Ayn al Khirbah	id=g:172201
Wādī ‘Ayn al Khinzīr	id=g:172202
‘Ayn al Khinzīr	id=g:172203
‘Ayn al Kharūn	id=g:172204
‘Ayn al Karm	id=g:172205
‘Ayn al Kabīrah	id=g:172206
‘Ayn al Kabīrah	id=g:172207
‘Ayn al Jurn	id=g:172208
‘Ayn al Jurn	id=g:172209
‘Ayn al Jiḩāsh	id=g:172210
‘Ayn al Jawzah	id=g:172211
‘Ayn al Jawzah	id=g:172212
‘Ayn al Jawz	id=g:172213
‘Ayn al Jawz	id=g:172214
‘Ayn al Jarab	id=g:172215
‘Ayn al Jāmūs	id=g:172216
‘Ayn al Jamājimah	id=g:172217
Kurūm ‘Ayn ‘Alī	id=g:172218
‘Ayn al Ḩayyāt	id=g:172219
‘Ayn al Ḩawr	id=g:172220
‘Ayn al Ḩawr	id=g:172221
‘Ayn al Ḩawr	id=g:172222
‘Ayn al Ḩawr	id=g:172223
‘Ayn al Ḩarāmīyah	id=g:172224
‘Ayn al Ḩarāmīyah	id=g:172225
‘Ayn al Ḩammām	id=g:172226
‘Ayn al Ḩajar	id=g:172227
‘Ayn al Ḩajal	id=g:172228
‘Ayn al Ghazālah	id=g:172229
‘Ayn al Gharaf	id=g:172230
‘Ayn al Ghār	id=g:172231
‘Ayn al Fījah	id=g:172232
‘Ayn al Burj	id=g:172233
‘Ayn al Buq‘ah	id=g:172234
‘Ayn al Būm	id=g:172235
Maşna‘ ‘Ayn al Bi’r	id=g:172236
Wādī ‘Ayn al Bayţār	id=g:172237
‘Ayn al Bayḑah	id=g:172238
Wādī ‘Ayn al Bayḑā’	id=g:172239
‘Ayn al Bayḑā’	id=g:172240
‘Ayn al Bayḑā’	id=g:172241
‘Ayn al Bayḑā’	id=g:172242
‘Ayn al Bayḑā’	id=g:172243
‘Ayn al Bayḑā’	id=g:172244
‘Ayn al Bayḑā’	id=g:172245
‘Ayn al Baţţ	id=g:172246
‘Ayn al Bāshā	id=g:172247
‘Ayn al Bāridah	id=g:172248
‘Ayn al Banīnah	id=g:172249
Jabal ‘Ayn al Balāţah	id=g:172250
‘Ayn al Bād	id=g:172251
‘Ayn al ‘Asharah	id=g:172252
‘Ayn al ‘Arūs	id=g:172253
‘Ayn al ‘Arūs	id=g:172254
Minţaqat ‘Ayn al ‘Arab	id=g:172255
‘Ayn al ‘Arab	id=g:172256
‘Ayn al ‘Āmūd	id=g:172257
Khirbat ‘Ayn al ‘Afā	id=g:172258
‘Ayn ‘Ā’ishah	id=g:172259
‘Ayn ad Duwayr	id=g:172260
Khirbat ‘Ayn ad Dīn	id=g:172261
Jabal ‘Ayn ad Dawlī	id=g:172262
‘Ayn ad Dār	id=g:172263
‘Ayn ad Danānīr	id=g:172264
‘Ayn Abū Suraysah	id=g:172265
‘Aynāb	id=g:172266
Wādī al ‘Ayn	id=g:172267
Wādī al ‘Ayn	id=g:172268
Wādī al ‘Ayn	id=g:172269
Wādī al ‘Ayn	id=g:172270
Wādī al ‘Ayn	id=g:172271
Wādī al ‘Ayn	id=g:172272
Tall al ‘Ayn	id=g:172273
Tall ‘Ayn	id=g:172274
Sayl al ‘Aylajān	id=g:172275
Tall ‘Āyinat	id=g:172276
‘Ayfīr	id=g:172277
‘Aydūn	id=g:172278
‘Aydū	id=g:172279
Rujm ‘Aydā	id=g:172280
Wādī al Awwal	id=g:172281
Tall ‘Awwād	id=g:172282
Wādī al ‘Awrā’	id=g:172283
Khirbat ‘Awrā’	id=g:172284
‘Ayn ‘Awrā’	id=g:172285
‘Ayn ‘Awnī	id=g:172286
Awlūs	id=g:172287
Awkhān	id=g:172288
‘Awj al Janāḩ	id=g:172289
Wādī al ‘Awjā’	id=g:172290
Jabal al ‘Awjā’	id=g:172291
Wādī al ‘Awawīyah	id=g:172292
‘Awāş	id=g:172293
‘Awas	id=g:172294
‘Awarū	id=g:172295
Bi’r ‘Awārish	id=g:172296
Wādī al ‘Awāriḑ	id=g:172297
Wādī ‘Awāriḑ	id=g:172298
‘Ayn al A‘war	id=g:172299
‘Awar	id=g:172300
A‘waj al Falaj	id=g:172301
Wādī al A‘waj	id=g:172302
Wādī al A‘waj	id=g:172303
Sha‘īb al ‘Awaj	id=g:172304
Nahr al A‘waj	id=g:172305
Bi’r al A‘waj	id=g:172306
‘Ayn al A‘waj	id=g:172307
A‘waj	id=g:172308
Rujm ‘Awā’id	id=g:172309
At Tuwaytah	id=g:172310
Aţ Ţuwayshirah	id=g:172311
Aţ Ţuwaymīyah	id=g:172312
Aţ Ţuwaymāt	id=g:172313
At Tuwaym	id=g:172314
Aţ Ţuwaybah	id=g:172315
At Turūt	id=g:172316
At Turkumānīyah	id=g:172317
At Turbah	id=g:172318
At Turaymīsah	id=g:172319
Aţ Ţurayfāwī	id=g:172320
At Tūnah	id=g:172321
At Tulūl	id=g:172322
At Tuffāḩīyah	id=g:172323
At Tīzīn	id=g:172324
Aţ Ţiwāl	id=g:172325
Aţ Ţīrah	id=g:172326
At Tibnī	id=g:172327
Aţ Ţayyibah al Gharbīyah	id=g:172328
Aţ Ţayyibah	id=g:172329
Aţ Ţayyibah	id=g:172330
