Zardū’īyeh	id=g:111332
Seyl Mīsh-e ‘Olyā	id=g:116274
Sel Hābīl	id=g:116275
Seyl Gorgī	id=g:116276
Seylgāh	id=g:116277
Seyl-e Gowdshīrehdān	id=g:116278
Seyl Ardān	id=g:116279
Sīlābkhvor-e Pā’īn	id=g:116280
Sīlābkhvor-e Bālā	id=g:116281
Seylāb-e Şādeqlū	id=g:116282
Seylāb-e Chamalābād	id=g:116283
Seylāb	id=g:116284
Seylāb	id=g:116285
Şīḩeh	id=g:116286
Seyf Ţāleh	id=g:116287
Kalāteh-ye Seyfollāh	id=g:116288
Seyf od Dīn-e Soflá	id=g:116289
Seyf od Dīn	id=g:116290
Seyf-e Pāʼīn	id=g:116291
Seyf-e Bālā	id=g:116292
Rūdkhāneh-ye Seyfābād	id=g:116293
Seyfābād	id=g:116294
Seyfābād	id=g:116295
Seyfābād	id=g:116296
Seyfābād	id=g:116297
Seyfābād	id=g:116298
Seyfābād	id=g:116299
Seyfābād	id=g:116300
Seyfābād	id=g:116301
Seyfābād	id=g:116302
Seyfābād	id=g:116303
Shahrak-e Qodūs	id=g:116304
Seyfābād	id=g:116305
Seyfābād	id=g:116306
Seyfābād	id=g:116307
Seyfābād-e Now	id=g:116308
Seyfābād	id=g:116309
Seyfābād	id=g:116310
Seyf	id=g:116311
Rūdkhāneh-ye Şeydūn	id=g:116312
Kalāteh-ye Seyyed	id=g:116313
Seyyedīyeh	id=g:116314
Şeydī	id=g:116315
Kūh-e Seydān	id=g:116316
Şeydān	id=g:116317
Şeydūn	id=g:116318
Seyyedān	id=g:116319
Seyedāl	id=g:116320
Kharābeh-ye Şeyydābād	id=g:116321
Şeydābād	id=g:116322
Şeydābād	id=g:116323
Şeydābād	id=g:116324
Şeyreh	id=g:116325
Sīāh Cheshmeh	id=g:116326
Sevīz	id=g:116327
Sevenj	id=g:116328
Sevah	id=g:116329
Sevaldī	id=g:116330
Setolū	id=g:116331
Kūh-e Seterūn	id=g:116332
Setār-e Khalīl	id=g:116333
Settāmīyeh	id=g:116334
Setāmīyeh-ye Bozorg	id=g:116335
Kūh-e Setableh	id=g:116336
Servak	id=g:116337
Kūh-e Serrow	id=g:116338
Serow	id=g:116339
Kūh-e Serkeh Zār	id=g:116340
Sīrīzjān	id=g:116341
Sarīz Jān	id=g:116342
Kūh-e Serītū	id=g:116343
Godār-e Serītū	id=g:116344
Serīshābād	id=g:116345
Serīmeh-ye Soflá	id=g:116346
Kūh-e Seh Rīg	id=g:116347
Seresht	id=g:116348
Sareshkeh	id=g:116349
Kūh-e Sar Meshk	id=g:116350
Sereshk	id=g:116351
Serīsh Bār	id=g:116352
Sar Anjīlak	id=g:116353
Soranjeh	id=g:116354
Sarājeh	id=g:116355
Serāj	id=g:116356
Rūdkhāneh-ye Serāh	id=g:116357
Saqar Jūqak	id=g:116358
Seqer Jūq	id=g:116359
Seqāy	id=g:116360
Segh	id=g:116361
Sopordān	id=g:116362
Rūdkhāneh-ye Sepīdār	id=g:116363
Tall-e Beyẕā	id=g:116364
Sepetūn	id=g:116365
Khūybār Sakhīrān	id=g:116366
Sepehrān	id=g:116367
Separū	id=g:116368
Sepahvand	id=g:116369
Kūh-e Sepah Sālār	id=g:116370
Sīāh Kūh	id=g:116371
Kūh-e Senūḩ	id=g:116372
Senū	id=g:116373
Sen Sen	id=g:116374
Şenowbar	id=g:116375
Senn ol ‘Abbās	id=g:116376
Senjetū	id=g:116377
Sang-e Tūk	id=g:116378
Senjetūk	id=g:116379
Kūh-e Senjed Tak	id=g:116380
Senjedū’īyeh	id=g:116381
Senjedk	id=g:116382
Senjedābād	id=g:116383
Senjed	id=g:116384
Senjed	id=g:116385
Senjān-e Bālā	id=g:116386
Senjāk	id=g:116387
Senjān	id=g:116388
Sendūl	id=g:116389
Senderk	id=g:116390
Kūhhā-ye Sendān Dāgh	id=g:116391
Tang-e Sendān	id=g:116392
Sendādān	id=g:116393
Sandāb	id=g:116394
Send (1)	id=g:116395
Kūh-e Sīnach Sefīd	id=g:116396
Sīvān	id=g:116397
Kūh-e Senā	id=g:116398
Senā	id=g:116399
Rūdkhāneh-ye Semnān	id=g:116400
Ostān-e Semnān	id=g:116401
Semnān	id=g:116402
Semīrūn	id=g:116403
Rūdkhāneh-ye Gerdāb Semīrom	id=g:116404
Ma‘dan-e Khāk-e Nasūz-e Semīrom	id=g:116405
Semīrom	id=g:116406
Semīrom	id=g:116407
Samīrān	id=g:116408
Semīār	id=g:116409
Semes Kandeh-ye Pā’īn	id=g:116410
Semeskandeh	id=g:116411
Rūdkhāneh-ye Sameh	id=g:116412
Samāfāt	id=g:116413
Selseleh	id=g:116414
Kūh-e Selleh Bahar	id=g:116415
Sil'kasar	id=g:116416
Selkhak	id=g:116417
Sīlk	id=g:116418
Soljeh-ye Yek	id=g:116419
Soljeh-ye Do	id=g:116420
Kūh-e Selīrān	id=g:116421
Selīrān	id=g:116422
Salān Chāy	id=g:116423
Selehchīn	id=g:116425
Selāvarzī	id=g:116426
Selākjān	id=g:116427
Sakīneh-ye Yek	id=g:116428
Sos Kondar	id=g:116429
Sīkandar	id=g:116430
Seh Gel	id=g:116431
Sahk	id=g:116432
Sejelābād	id=g:116433
Seh Talvan	id=g:116434
Satalān	id=g:116435
Sīser	id=g:116436
Seh Rū	id=g:116437
Seh Qal‘eh	id=g:116438
Sībestānak	id=g:116439
Kūh-e Seh Pāyeh	id=g:116440
Kūh-e Seh Parrān	id=g:116441
Seh Panjeh Dāgh	id=g:116442
Seh Lowḩ	id=g:116443
Kūh-e Seh Kūteh	id=g:116444
Seh Kūreh	id=g:116445
Kūh-e Sehkūleh	id=g:116446
Seh Kūheh	id=g:116447
Seh Kūchkeh	id=g:116448
Kūh-e Seh Kachakān	id=g:116449
Seh Kūrān	id=g:116450
Sekonj	id=g:116451
Seh Konār	id=g:116452
Seh Konār	id=g:116453
Seh Konār	id=g:116454
Kūh-e Seh Khvāharān	id=g:116455
Seh Kīleh	id=g:116456
Seh Kānī	id=g:116457
Seh Kahūr	id=g:116458
Seh Jū	id=g:116459
Shojā‘ābād-e Shomālī	id=g:116460
Rūdkhāneh-ye Seh Hazār	id=g:116461
Seh Kūheh	id=g:116462
Seh Gonbadān	id=g:116463
Kamālābād	id=g:116464
Kūh-e Seh Godārī	id=g:116465
Kūh-e Seh Gharchū’īyeh	id=g:116466
Kūh-e Seh Ghallāt	id=g:116467
Seh Galāl	id=g:116468
Seh Kazān	id=g:116469
Ḩowz-e Seh Farsakhī	id=g:116470
Ḩowz-e Seh Farsakh	id=g:116471
Seh Farsakh	id=g:116472
Seh Eshgaftān	id=g:116473
Kūh-e Seh Darreh	id=g:116474
Badarbekr	id=g:116475
Seh Dārān-e Badarbek-e ‘Olyā	id=g:116476
Seh Derān	id=g:116477
Kūh-e Seh Changī	id=g:116478
Seh Chīt	id=g:116479
Seh Chīn	id=g:116480
Seh Cheshmeh	id=g:116481
Seh Cheshmeh	id=g:116482
Sar Chāhān	id=g:116483
Seh Chāhān	id=g:116484
Seh Chāh	id=g:116485
Seh Chāh	id=g:116486
Seh Botk	id=g:116487
Seh Boneh-ye ‘Olyā	id=g:116488
Seh Bīs	id=g:116489
Darreh-ye Seh Bard	id=g:116490
Kūh-e Seh Barādar	id=g:116491
Kūh-e Seh Baneh	id=g:116492
Seh Balūtak	id=g:116493
Sahāk-e Parīḩ-e Yek	id=g:116494
Şeḩag	id=g:116495
Soqork	id=g:116496
Rūdkhāneh-ye Sagarkan	id=g:116497
Sekāvī	id=g:116498
Seftejān	id=g:116499
Sefteh Galū	id=g:116500
Sefteh-ye Ḩoseyn Khān	id=g:116501
Sefteh	id=g:116502
Sefteh	id=g:116503
Seft	id=g:116504
Sefīd Zangūl	id=g:116505
Sefīd Rūd	id=g:116506
Sefīd Rūd	id=g:116507
Sefīd Nahāl	id=g:116508
Sefīd Mūretā Kūh	id=g:116509
Kūh-e Sefīd Mīshā	id=g:116510
Kūh-e Sefīd Līmā	id=g:116511
Reshteh-ye Sefīd Kūh	id=g:116512
Sefīd Kūh	id=g:116513
Kūh-e Sefīd	id=g:116514
Sefīd Kūh	id=g:116515
Sefīd Kūh	id=g:116516
Sefīd Kūh	id=g:116517
Sefīdeh Khān	id=g:116518
Sefīd Khānī	id=g:116519
Sefīd Khānī	id=g:116521
Sefīd Khānī	id=g:116522
Kūh-e Sefīd Kamar	id=g:116523
Sefīd Kamar	id=g:116524
Sefīd Kamar	id=g:116525
Kūh-e Sefīdī	id=g:116526
Āq Gonbad	id=g:116527
Kūh-e Sefīd Gerd	id=g:116528
Kūh-e Sefīd-e Morād	id=g:116529
Tall-e Sefīd-e Moḩammadābād	id=g:116530
Sefīd Khowshāb	id=g:116531
Sefīdeh	id=g:116532
Sefīdeh	id=g:116533
Kūh-e Sefīd Dūn	id=g:116534
Kūh-e Sefīd Donbeh	id=g:116535
Sefīd Dasht	id=g:116536
Sefīd Dasht	id=g:116537
Īstgāh-e Sepīd Dasht	id=g:116538
Sefīd Darreh	id=g:116539
Sefīddabar	id=g:116540
Sefīd Dāneh	id=g:116541
Sefīd Choqā	id=g:116542
Sefīd Bolāghī	id=g:116543
Sefīd Barg	id=g:116544
Kūh-e Sefīd Bār	id=g:116545
Rūdkhāneh-ye Sefīd Bāgh	id=g:116546
Sefīdāreh	id=g:116547
Kūh-e Sepīdār	id=g:116549
Sepīdār	id=g:116550
Sefīdān-e Jadīd	id=g:116551
Dāsh Esparān	id=g:116552
Rūdkhāneh-ye Sefīdān	id=g:116553
Sefīd Dālī	id=g:116554
Kūh-e Sefīd Āb	id=g:116555
Cheshmeh-ye Sefīd Āb	id=g:116556
Sefīd Āb	id=g:116557
Sefīd Āb	id=g:116558
Rūdkhāneh-ye Sefīd	id=g:116559
Rūdkhāneh-ye Sefīd	id=g:116560
Rūd-e Sefīd	id=g:116561
Kūh-e Sefīd	id=g:116562
Kūh-e Sefīd	id=g:116563
Kūh-e Sefīd	id=g:116564
Kūh-e Sefīd	id=g:116566
Kūh-e Āq Dāgh	id=g:116567
Kūh-e Sefīd	id=g:116568
Kūh-e Sefīd	id=g:116569
Sefīd Kūh	id=g:116570
Kūh-e Sefīd	id=g:116571
Kūh-e Sefīd Khānī	id=g:116572
Kūh-e Sefīd	id=g:116573
Kūh-e Sefīd	id=g:116574
Kūh-e Sefīd	id=g:116575
Sefīd Kūh	id=g:116576
Kūh-e Sefīd	id=g:116577
Kūh-e Sefīd	id=g:116580
Kūh-e Sa‘īd	id=g:116581
Kūh-e Sefīd	id=g:116582
Kūh-e Sefīd	id=g:116583
Kūh-e Sefīd	id=g:116584
Kūh-e Sefīddālmeh	id=g:116585
Kūh-e Sefīd	id=g:116586
Kūh-e Sefīd	id=g:116587
Kūh-e Sefīd	id=g:116588
Kūh-e Sefīd	id=g:116589
Kūh-e Sefīd	id=g:116590
Kūh-e Sefīd	id=g:116591
Kūh-e Sefīd	id=g:116592
Kūh-e Sefīd	id=g:116593
Kūh-e Sefīd	id=g:116594
Kūh-e Sefīd	id=g:116595
Kūh-e Sefīd	id=g:116596
Kūh-e Sefīd	id=g:116597
Kūh-e Sefīd	id=g:116598
Kūh-e Sefīd	id=g:116599
Kūh-e Sefīd	id=g:116601
Kūh-e Sefīd	id=g:116602
Kūh-e Sefīd	id=g:116605
Kūh-e Şafeh	id=g:116606
Kūh-e Sefīd	id=g:116607
Kūh-e Sefīd	id=g:116608
Kūh-e Sefīd	id=g:116609
Kūh-e Sefīd	id=g:116610
Kūh-e Sefīd	id=g:116611
Kūh-e Sefīd	id=g:116612
Ḩowz-e Sefīd	id=g:116614
Ḩowz-e Sefīd	id=g:116615
Ḩowz-e Sefīd	id=g:116616
Godār-e Sefīd	id=g:116617
Cheshmeh-ye Sefīd	id=g:116618
Cheshmeh Sefīd	id=g:116619
Sāftū	id=g:116620
Kūh-e Sedū	id=g:116621
Sadreh-ye Do	id=g:116623
Sedreh	id=g:116624
Sagrān	id=g:116625
Sedīn-e Yek	id=g:116626
Seh Deh	id=g:116627
Sedeh	id=g:116628
Sedeh	id=g:116629
Sedeh	id=g:116630
Sadeh	id=g:116631
Sadeh	id=g:116632
Sedeh	id=g:116633
-edīqābād	id=g:116634
Sedīn-e Do	id=g:116635
Şedā Poshteh	id=g:116636
Kūh-e Seh Barā	id=g:116637
Kūh-e Sebīlān	id=g:116638
Sobḩānī	id=g:116639
Saznaq	id=g:116640
Sāzīn	id=g:116641
Sāzīān	id=g:116642
Rūdkhāneh-ye Sazār	id=g:116643
Sayyed Jaber	id=g:116644
Sayyed Aḩmad	id=g:116645
Kamar-e Sāylū	id=g:116646
Sāygrām Dāgh	id=g:116647
Sāyer	id=g:116648
Seyyed Sāyem	id=g:116649
Sāyeh Sangān	id=g:116650
Sāyeh Kūr-e Soflá	id=g:116651
Sāyeh Kūr-e ‘Olyā	id=g:116652
Sāyeh Khvosh	id=g:116653
Sāyehbāneh	id=g:116654
Sāyeh Bān	id=g:116655
Kūh-e Sāyeh ‘Alī	id=g:116656
Fayyeh	id=g:116657
Sāyān	id=g:116658
Sāyān	id=g:116659
Savālī	id=g:116660
Sūnīās	id=g:116661
Soveyreh-ye Pā’īn	id=g:116662
Kūh-e Sāverz	id=g:116663
Kūh-e Sāverz	id=g:116664
Sāvjī	id=g:116665
Savākhel	id=g:116666
Sāveh	id=g:116667
Sāvāt	id=g:116668
Savār Jān	id=g:116669
Savālīyeh	id=g:116670
Savārī	id=g:116671
Savārī	id=g:116672
Emāmzādeh-ye Savār Gheyb	id=g:116673
Amīr Shahsavār Gheyb	id=g:116675
Sāvarj-e Haftādmīsh	id=g:116676
Savārān	id=g:116677
Şabūrān	id=g:116678
Savārābād	id=g:116679
Savārābād	id=g:116680
Savārābād	id=g:116681
Savārābād	id=g:116682
Cheshmeh Savār	id=g:116683
Kūh-e Savand	id=g:116684
Savānāt	id=g:116685
Sāvān	id=g:116686
Sāvāmer	id=g:116687
Sahlān	id=g:116688
Savāḩel	id=g:116689
Savād Kūh	id=g:116690
Saţveh	id=g:116691
Sātlū	id=g:116692
Sāţeḩ	id=g:116693
Sāţeḩ	id=g:116694
Saţar	id=g:116695
Setaq	id=g:116696
Satan’s Gap	id=g:116697
Sast	id=g:116698
Sāsān	id=g:116699
Eslāmābād	id=g:116700
Sarzeh-ye Boneh Gorgī	id=g:116701
Sarzeh Khārūk	id=g:116702
Rūdkhāneh-ye Sarzeh	id=g:116703
Rūdkhāneh-ye Sarzeh	id=g:116704
Sarzeh	id=g:116705
Sarzeh	id=g:116706
Sarzeh	id=g:116707
Sarzeh	id=g:116708
Sarzeh	id=g:116709
Sarzeh Shamīl	id=g:116710
Sarzeh	id=g:116711
Sarzeh	id=g:116712
Sarzeh	id=g:116713
Sar Zard	id=g:116714
Kūh-e Rag Sarījeh	id=g:116715
Sārtīn	id=g:116716
Kūh-e Sārī Yāl	id=g:116717
Sarvū	id=g:116718
Sarv Tongeh	id=g:116719
Sarv Kolā	id=g:116720
Kūh-e Sarvestān	id=g:116721
Sarvestān	id=g:116722
Sarvestān	id=g:116723
Sarvestān	id=g:116724
Sarvestān	id=g:116725
Sarvestān	id=g:116726
Sarv-e Soflá	id=g:116727
Sarv-e Nāv-e Soflá	id=g:116728
Sarvelāt	id=g:116729
Sarv-e Jahān	id=g:116730
Sarvdār-e Pā’īn	id=g:116731
Sarvedān	id=g:116732
Shūrābād	id=g:116733
Sādvān Darreh	id=g:116734
Sarvandān	id=g:116735
Servān	id=g:116736
Sarvāleh	id=g:116737
Sarvak	id=g:116738
Sarvābād	id=g:116739
Īstgāh-e Sarv	id=g:116740
Sūr	id=g:116741
Sarv-e Bālā	id=g:116742
Sarv	id=g:116743
Rūdkhāneh-ye Sārūq	id=g:116744
Sārūq	id=g:116745
Sartal	id=g:116746
Sar Ţūf	id=g:116747
Sar Tortāb-e Ḩājjīābād	id=g:116748
Sar Tom	id=g:116749
Sar Tol	id=g:116750
Sar Tall	id=g:116751
Sar Tīt Kan	id=g:116752
Āb-e Sartīā	id=g:116753
Sar Teyūk-e Pā’īn	id=g:116754
Sar Teyūk-e ‘Olyā	id=g:116755
Āb-e Sarteyūk	id=g:116756
Sarteshnīz	id=g:116757
Sartakeh	id=g:116758
Sar Ţayyāreh	id=g:116759
Sar Ţāveh	id=g:116760
Sar Ţāveh	id=g:116761
Sarţāqī	id=g:116762
Sar Ţāq	id=g:116763
Sarţāq	id=g:116764
Sar Tappeh-ye Soflá	id=g:116765
Sar Tappeh-ye ‘Olyā	id=g:116766
Sar Tang	id=g:116767
Sartang-e Dehkadeh	id=g:116768
Sar Tang-e Bījār	id=g:116769
Sar Tang-e Bān Parvar	id=g:116770
Sar Tangān	id=g:116771
Sar Tangāl	id=g:116772
Sar Tangal	id=g:116773
Rūdkhāneh-ye Sartang	id=g:116774
Kūh-e Sar Tang	id=g:116775
Kūh-e Sar Tang	id=g:116776
Dārvand-e Sartang	id=g:116777
Sar Tang	id=g:116778
Sar Tang	id=g:116779
Sartang-e Dīnār ‘Ālī	id=g:116780
Sar Tang	id=g:116781
Sartang	id=g:116782
Saraţān	id=g:116783
Sar Tang	id=g:116784
Sar Takht-e Chahār Cheshmeh	id=g:116785
Sar Takht-e Bāz Kūh	id=g:116786
Kūh-e Sartakht	id=g:116787
Kūh-e Sar Takht	id=g:116788
Kūh-e Sar Takht	id=g:116789
Sar Takht	id=g:116790
Takht-e Neyāz Margh	id=g:116791
Sar Takht-e Do Rāhān	id=g:116792
Sartakht	id=g:116793
Sar Ta‘āvoneh	id=g:116794
Sartā	id=g:116795
Sar Sūr	id=g:116796
Sarsūl	id=g:116797
Kūh-e Sar Sīū	id=g:116798
Sar Shīf	id=g:116799
Sar-e Sham‘	id=g:116800
Sarshābād	id=g:116801
Sar Seyyed	id=g:116802
Sar Sefīd	id=g:116804
Sar Sarkhān	id=g:116805
Sar Şamad	id=g:116806
Sar Sakhtī-ye Soflá	id=g:116807
Sar Sakhtī-ye ‘Olyā	id=g:116808
Kūh-e Sar Şaḩrā	id=g:116809
Sar Şaḩrā	id=g:116810
Kūh-e Sar Sabz	id=g:116811
Kūh-e Sar Sar	id=g:116812
Sar Rūd	id=g:116813
Sar Rūd	id=g:116814
Sar Rūd	id=g:116815
Rūd-e Serīs	id=g:116816
Kūh-e Sar Rīz	id=g:116817
Deh-e Serīs	id=g:116818
Sar Rīg-e Yek	id=g:116819
Sarrīgān	id=g:116820
Sar Rīg	id=g:116821
Sar Rezā	id=g:116822
Kūh-e Sareh	id=g:116824
Sar Rā’s	id=g:116825
Sar Tang-e Chalāb	id=g:116826
Sardag	id=g:116827
Sarrāk	id=g:116828
Sarrāk	id=g:116829
Sarrūk	id=g:116830
Sar Qolā‘	id=g:116831
Sar Khalā	id=g:116832
Sar Ghol	id=g:116833
Sārī Qayah	id=g:116834
Sarqanāt	id=g:116835
Sar Qanāt	id=g:116836
Sarqanāt	id=g:116837
Sārqān-e Pā’īn	id=g:116838
Sar Qamīsh	id=g:116839
Kūh-e Sar Qal‘eh	id=g:116840
Kūh-e Sar Qal‘eh	id=g:116841
Sar Qal‘eh	id=g:116842
Sar Qal‘eh	id=g:116843
Sar Qal‘eh	id=g:116844
Sar Qal‘eh	id=g:116846
Sar Qal‘eh	id=g:116847
Sar Qal‘eh	id=g:116848
Sar Pūshīdeh	id=g:116849
Sar-e Pol	id=g:116850
Sar Pīr	id=g:116851
Sar Pīr	id=g:116852
Sar Parīdeh	id=g:116853
Sar Perī	id=g:116854
Sar-e Parch	id=g:116855
Sarpā Daraq	id=g:116856
Āb-e Saroleh	id=g:116857
Saroleh	id=g:116858
Sarnīāsh	id=g:116859
Sar Ney	id=g:116860
Kalāt-e Sarney	id=g:116861
Sar Nesā’	id=g:116862
Rūdkhāneh-ye Sarney	id=g:116863
Sarnāveh	id=g:116864
Sar Narāb-e Pā’īn	id=g:116865
Sar Nakhāb-e Pā'īn	id=g:116866
Sarnābeh	id=g:116867
Sar Mūr	id=g:116868
Sar Mūr	id=g:116869
Sar Mūr	id=g:116870
Sar Margh-e ‘Olyā	id=g:116871
Qanāt-e Now-e Sar Molkī	id=g:116872
Chāh-e Sar Mandalī	id=g:116873
Rūdkhāneh-ye Sar Meydān	id=g:116874
Sar Meshk	id=g:116876
Sārmarān	id=g:116877
Sarmatān Dāgh	id=g:116878
Sarmast	id=g:116879
Sar Mastī	id=g:116880
Sar Mastān	id=g:116881
Sar Mast	id=g:116882
Sarmast	id=g:116883
Sar Mashhad	id=g:116884
Sar Maqsam	id=g:116885
Sar Maleh	id=g:116886
Kūh-e Sar Malā	id=g:116887
Sar Malā	id=g:116888
Sarmal	id=g:116889
Sarmak	id=g:116890
Sarmāj-e Karamī	id=g:116891
Şarm	id=g:116892
Sārlī-ye Pā’īn	id=g:116893
Sārlī-ye Bālā	id=g:116894
Nīm Īstgāh-e Sarpoleh	id=g:116895
Sar Kūl	id=g:116896
Sar Kūrakī	id=g:116897
Sarkūh	id=g:116898
Sar Kūbeh	id=g:116899
Sar Korreh	id=g:116900
Kūh-e Sarkhvāh	id=g:116901
Sar Khūnī	id=g:116902
Kūh-e Gūgerd	id=g:116903
Tang-e Sar Khūn	id=g:116904
Rūdkhāneh-ye Sarkhūn	id=g:116905
Āb-e Sar Khūn	id=g:116906
Sar Khūn	id=g:116907
Sarkhalūn	id=g:116908
Sar Khūn	id=g:116909
Sarkhūn	id=g:116910
Rūdkhāneh-ye Sorkhū	id=g:116911
Sar Khowr Pā”īn	id=g:116912
Sar Khowr Bālā	id=g:116913
Rūd-e Sar Khīj	id=g:116914
Sar Khareh	id=g:116915
Sar Khareh-ye Soflá	id=g:116916
Kūh-e Sar Khareh	id=g:116917
Sarkhār	id=g:116918
Sar Khān Qal`eh	id=g:116919
Sar Khānlū	id=g:116920
Sarkhānī	id=g:116921
Sar Khelaj	id=g:116922
Sarkavīrdān	id=g:116923
Kūh-e Sar Kosh	id=g:116924
Sarkesh	id=g:116925
Sar Kavīr	id=g:116926
Kashkamīr-e ‘Olyā	id=g:116927
Rūd-e Sar Kārīz	id=g:116928
Kūh-e Sarkar	id=g:116929
Sar Kān-e Bālā	id=g:116930
Sarkand-e Dīzaj	id=g:116931
Sarkān	id=g:116932
Sarkān	id=g:116933
Sar Kam Bahmanī	id=g:116934
Sar Kamarī	id=g:116935
Sar Kamar	id=g:116936
Sar Kām	id=g:116937
Sarkal-e Qā’ed	id=g:116938
Sar Kalāteh	id=g:116939
Kūh-e Sarkal	id=g:116940
Sarkal	id=g:116941
Rūdkhāneh-ye Sar Kahnān	id=g:116942
Sar Kahk	id=g:116943
Rūdkhāneh-ye Åb Sarkadeh	id=g:116944
Sark	id=g:116945
Sar Jūy	id=g:116946
Sar Jūlakī	id=g:116947
Sarjū’īyeh-ye Pā’īn	id=g:116948
Sarjū’īyeh-ye Bālā	id=g:116949
Sar Jūb	id=g:116950
Sar Jūb-e ‘Olyā	id=g:116951
Sārjīn	id=g:116952
Sārjenkū	id=g:116953
Sar Jāz	id=g:116954
Sar Jangal	id=g:116955
Sar Jangal	id=g:116956
Sar Jangal	id=g:116957
Sārjelū	id=g:116958
Sīrī Jahan	id=g:116959
Sar Rīz	id=g:116960
Sārīyeh	id=g:116961
Sārītan	id=g:116962
Sārī Yārqān	id=g:116963
Sārī Tappeh	id=g:116964
Sārī Sū	id=g:116965
Kūh-e Sārī Sar	id=g:116966
Sarīrān	id=g:116967
Sārī Qayeh	id=g:116968
Sārī Qamīsh	id=g:116969
Gardaneh-ye Serīn Bāsār	id=g:116970
Sarīn Darreh	id=g:116971
Sereyn	id=g:116972
Sarīmeh	id=g:116973
Kūh-e Sārī Khānī	id=g:116974
Kalāt-e Sarīkhān	id=g:116975
Sārī Kand-e Soflá	id=g:116976
Sark	id=g:116977
Sārījlū	id=g:116978
Sīrjān	id=g:116979
Sārījālū	id=g:116980
Kūh-e Sārī Gūneh	id=g:116981
Kūh-e Sarīndowk	id=g:116982
Sarīndowk	id=g:116983
Sarīdeh	id=g:116984
Kūh-e Sārī Dāsh	id=g:116985
Kūh-e Sārī Dāsh	id=g:116986
Sārī Dāsh	id=g:116987
Sardaraq	id=g:116988
Sārī Chaman	id=g:116989
Sārī Chāh	id=g:116990
Sārī Bolāgh	id=g:116991
Sarīā	id=g:116992
Kūh-e Sarī	id=g:116993
Chāh-e Sarī	id=g:116994
Sarī	id=g:116995
Sārī	id=g:116996
Sar-e Hūyah	id=g:116997
Sar Hūr	id=g:116998
Sar Ḩowẕ-e Pā’īn	id=g:116999
Āb-e Sar Ḩowẕ	id=g:117000
Kūh-e Sarhangī	id=g:117001
Sarhangcheh	id=g:117002
Sarhangābād	id=g:117004
Sarhangābād	id=g:117005
Sarhang	id=g:117006
Sarḩadd Āqā	id=g:117007
Sar Ḩadd	id=g:117008
Kūh-e Sarḩad	id=g:117010
Kūh-e Sar Gowd	id=g:117011
Sar Gost	id=g:117012
Sar Gorīch	id=g:117013
Sar Gerīch	id=g:117014
Kūh-e Sargol	id=g:117015
Sar Godārū	id=g:117016
Ḩowz-e Sar Godār	id=g:117018
Sar Ghāyeh	id=g:117019
Kūh-e Sar Garīch	id=g:117020
Sargerefteh-ye Soflá	id=g:117021
Sar Gerefteh-ye ‘Olyā	id=g:117022
Kūh-e Sar Gachīneh	id=g:117023
Kāl-e Sar Gachīneh	id=g:117024
Sar Gaz Kūh	id=g:117025
Kūh-e Sar Gazān	id=g:117026
Kamar-e Sar Gazān	id=g:117027
Rūdkhāneh-ye Sar Gaz	id=g:117028
Sar Gaz	id=g:117029
Sargaz	id=g:117030
Sar-e Gaz-e Bālā	id=g:117031
Sargaz	id=g:117032
Sar Gost-e Pā’īn	id=g:117033
Sar Gost-e Bālā	id=g:117034
Sar Garīmak	id=g:117035
Rīg-e Sar Gardān	id=g:117036
Sangar	id=g:117037
Sargovājag	id=g:117038
Sargāh	id=g:117039
Sargāh	id=g:117040
Sar Gachīneh	id=g:117041
Gachī	id=g:117042
Kūh-e Sargach	id=g:117045
Sar Gach Kūh	id=g:117046
Sarfarāsh-e ‘Olyā	id=g:117047
Sara'eyn	id=g:117048
Sar Yazd	id=g:117049
Sar-e Tūl	id=g:117050
Sartang-e Barzeh	id=g:117051
Sar Tang	id=g:117052
Sar-e Tall	id=g:117053
Sar-e Tall	id=g:117054
Kūh-e Sar Takht	id=g:117055
Sar Takht	id=g:117056
Sarsangūyeh	id=g:117057
Sar Sārūn	id=g:117058
Sūr Bāţān	id=g:117059
Sar-e Rīg	id=g:117060
Sar-e Razk	id=g:117061
Sīrīnjeh	id=g:117062
Sīrīnjeh	id=g:117063
Serenjeh-ye Do Āb	id=g:117064
Saranjeh	id=g:117065
Sar Nezhmār	id=g:117066
Sāremsāqlū	id=g:117067
Sarmīl	id=g:117068
Sar-e Meshk	id=g:117069
Sarmolk	id=g:117070
Sar Khong	id=g:117071
Sar-e Kavīr	id=g:117072
Sārījlū	id=g:117073
Kūh-e Sareh	id=g:117074
Sar Gol	id=g:117075
Sargodār	id=g:117076
Sar Godār	id=g:117077
Sar-e Godār	id=g:117078
Sargazān-e Bālā	id=g:117079
Sargarm	id=g:117080
Sar-e Eshkaf	id=g:117081
Sardar Khāneh	id=g:117082
Kūh-e Sar-e Dellī	id=g:117083
Gardaneh-ye Sar-e Darreh	id=g:117084
Kūh-e Sar-e Chītān	id=g:117085
Kūh-e Sar Barreh	id=g:117086
Sārebān Qolī	id=g:117087
Sarband	id=g:117088
Sar Bālā	id=g:117089
Kahn Ya‘qūbīyeh	id=g:117090
Sar Davān	id=g:117091
Sardūsh	id=g:117092
Sar Dūrān	id=g:117093
Kūh-e Sar Dūl	id=g:117094
Kūh-e Sārdū’īyeh	id=g:117095
Sardrūd	id=g:117096
