Darah-ye Sūr Apan	id=g:1459724
Cheshmeh-ye Ḩowẕ	id=g:1466498
Kowlcheshmeh	id=g:1466499
Cheshmeh-ye Derāz	id=g:1466500
Kohak	id=g:1466501
Kūh-e Asreh	id=g:1466502
Nūymangī	id=g:1466503
Atsakzaī-ye Sharqī	id=g:1466504
Sharo	id=g:1466505
Deh Ghowchak	id=g:1466506
Ḩājī Purdil	id=g:1466507
Paysh-e Kham	id=g:1466508
Ghulāmuddīn Khān	id=g:1466509
Sīkh Sang	id=g:1466510
Ḩājī ‘Abdullāh	id=g:1466511
Darah-ye Sang-e Burīdah	id=g:1466512
Kōh-e Qāẕī	id=g:1466513
Kōṯizaī	id=g:1466514
Darah-ye Buzkhān	id=g:1466515
Kōh-e Buzkhān	id=g:1466516
Daryā Maghzār	id=g:1466517
Qolak	id=g:1466518
Jar-e Laḏūgak	id=g:1466519
Jar-e Sīāhgak	id=g:1466520
Jar-e Gifū’ī	id=g:1466521
Kōh-e Ghifānī	id=g:1466522
Kōh-e Surkh	id=g:1466523
Tajrī	id=g:1466524
Tapah-ye Sultayār	id=g:1466525
Ashkak	id=g:1466526
Chand Darah	id=g:1466527
Lakhak	id=g:1466528
Kūh-e Khoshk	id=g:1466529
Dahānah-ye Bāgh	id=g:1466530
Kōh-e Pusht-e Pul	id=g:1466531
Jowzārī	id=g:1466532
Darah-ye Zanjīr	id=g:1466533
Lōy Māndêh	id=g:1466534
Āb-e Safayd	id=g:1466535
Jowsang	id=g:1466536
Shahīdān Māndêh	id=g:1466537
Pushtah-ye Tāpzār	id=g:1466538
Malikzaī Māndêh	id=g:1466539
Zīārat-e Bābā-ye Fōrq	id=g:1466540
Muḩammad Khayr Kārēz	id=g:1466541
Darah-ye Kharah	id=g:1466542
‘Abd ur Razāq	id=g:1466543
Āsīādīb	id=g:1466544
Kōh-e Ghōrqand	id=g:1466545
Ghōrqand-e Palang	id=g:1466546
Kūh-e Shelākh	id=g:1466547
Ghāl-e Bādgeh	id=g:1466548
Kūh-e Gandeh Āb	id=g:1466549
Gandagī	id=g:1466550
Tīgh-e Chūkak	id=g:1466551
Khāzeh-ye Sorkh	id=g:1466552
Khāzeh-ye Bārikī	id=g:1466553
Nūymeydān	id=g:1466554
Daryā Kargasaw	id=g:1466555
Daryā Palangkhān	id=g:1466556
Daryā Bīdak	id=g:1466557
‘Ayūbzaī	id=g:1466558
Mêrsinzaī	id=g:1466559
Daryā Zang	id=g:1466560
Daryā Khoshk	id=g:1466561
Nāmardzaī	id=g:1466562
Nar Kōh	id=g:1466563
Ezghīlak	id=g:1466564
Surkhak Darah	id=g:1466565
Deh-e Kachkūl	id=g:1466566
Jar-e Sīāhgak	id=g:1466567
Kharābah-ye Chāzīādīn	id=g:1466568
Jar-e Āwqōl	id=g:1466569
Vādī-ye Astah Ghowchel	id=g:1466570
Bur Muḩammad	id=g:1466571
Gharībān	id=g:1466572
Sar Sūrākh	id=g:1466573
Jīgdah	id=g:1466574
Mullāyān	id=g:1466575
Kōhhā-ye Band-e Bāghis	id=g:1466576
Qurghān	id=g:1466577
Kōtal-e Afẕal	id=g:1466578
Digarān	id=g:1466579
Sang Kōtal	id=g:1466580
Kōdizaī	id=g:1466581
Ispīrāh	id=g:1466582
Kōtal-e Kārēz-e Khushk	id=g:1466583
Darahā-ye Sar Sūrākh	id=g:1466584
Fayẕullāh Khān	id=g:1466585
La‘l Muḩammad	id=g:1466586
Hazār Chashmah	id=g:1466587
Pushtah-ye Chakāw	id=g:1466588
‘Abd ur Raḩmān Khān	id=g:1466589
Ḩājī Muḩammad ‘Omar Khān	id=g:1466590
Nāw-e Rayg	id=g:1466591
Allāh Bēg	id=g:1466592
Pudinatūgak	id=g:1466593
Band-e Pudinatūgak	id=g:1466594
Kārēz-e Sākharīā	id=g:1466595
Lūsh Ābak	id=g:1466596
Khwājah Talkhtān	id=g:1466597
Band-e Lōrichāk	id=g:1466598
Khwājah Talkhtān	id=g:1466599
Band-e Allāh Yār	id=g:1466600
Spīn Pīr	id=g:1466601
Nāw-e Khushk	id=g:1466602
Ḩājī Raḩm ud Dīn	id=g:1466603
Burjān Kêlay	id=g:1466604
Zhēray Ōbō Māndêh	id=g:1466605
Zhēray Ōbō Ghunḏêy	id=g:1466606
Mūsá Kalā	id=g:1466607
Ḩājī Muḩammad ‘Alam	id=g:1466608
Ajānīfah Kêlay	id=g:1466609
Khowrī Tsakah	id=g:1466610
Ḩājī Qudūs	id=g:1466611
Rāghêh Ghunḏêy	id=g:1466612
Kōh-e Noghulbah	id=g:1466613
Kirān wa Munjān	id=g:1466614
Kōh-e Sagrah	id=g:1466615
Darah-ye Deblar	id=g:1466616
Kūh-e Sīgrah	id=g:1466617
Tund-e Towgh	id=g:1466618
Darah-ye Sīgrah	id=g:1466619
Tagāw	id=g:1466620
Darah-ye Khwārbeg	id=g:1466621
Wolf	id=g:1466622
Darah-ye Khaybek	id=g:1466623
Kōtal-e Vūrīs	id=g:1466624
Kōh-e Khwārbayg	id=g:1466625
Āb-e Safayd	id=g:1466626
Chārkhah	id=g:1466627
Khabī Darah	id=g:1466628
Kasenā Ghar	id=g:1466629
Marghak	id=g:1466630
Kōtal-e Kamāling	id=g:1466631
Nahristān	id=g:1466632
Kōh-e Madūd	id=g:1466633
Gharab Darah	id=g:1466634
Yāmchī	id=g:1466635
Kōh-e Arīzhdak	id=g:1466636
Tālūk	id=g:1466637
Tālūk	id=g:1466638
Dirch	id=g:1466639
Kay	id=g:1466640
Ḩāfiz̧ān	id=g:1466641
Būghāz	id=g:1466642
Shīlīmad	id=g:1466643
Darah-ye Bīshow	id=g:1466644
Yaylāq-e Khudūn	id=g:1466645
Kōtal-e Sīāh Sang	id=g:1466646
Dashtak-e Suflá	id=g:1466647
Kōtal-e Gulzārī	id=g:1466648
Yaylāq-e Band	id=g:1466649
Kōh-e Gharā	id=g:1466650
Langar	id=g:1466651
Yaylāq-e Ṟīshchāw	id=g:1466652
Dasht-e Chinār	id=g:1466653
Vārvāndī Ghar	id=g:1466654
Darah-ye Bēgāwinj Khūf	id=g:1466655
Chap Kōtalah	id=g:1466656
Yaylāq-e Saydaj	id=g:1466657
Malay Gharā	id=g:1466658
Dasht-e Chinār	id=g:1466659
Wādī-ye Warū	id=g:1466660
Haraskīghah	id=g:1466661
Kushūj	id=g:1466662
Kōh-e Zāghbōl	id=g:1466663
Yaylāq-e Mīnow Dūr	id=g:1466664
Yakh Kash Ghar	id=g:1466665
Zayrekh Darah	id=g:1466666
Sadwad	id=g:1466667
Rāwand	id=g:1466668
Yaylāq-e Parwīzak	id=g:1466669
Darah-ye Parwīzak	id=g:1466670
Kōh-e Vūrīs	id=g:1466671
Dōgh-Ghalaţ	id=g:1466672
Zīcharw	id=g:1466673
Darah-ye Leghrādī	id=g:1466674
Barchūd	id=g:1466675
Darah-ye Shīgraygh	id=g:1466676
Bēgāw	id=g:1466677
Kōh-e Mondal	id=g:1466678
Radīj	id=g:1466679
Dasht-e Amānī	id=g:1466680
Wīnwīj	id=g:1466681
Kōh-e Morādbayg	id=g:1466682
Rabāţ	id=g:1466683
Darah-ye Ashtī	id=g:1466684
Darah-ye Sēwak	id=g:1466685
Takht-e Shāhā	id=g:1466686
Khwājah Khayr Āb	id=g:1466687
Pūr Gōj	id=g:1466688
Kōh-e Mōranstān	id=g:1466689
Rakhunwīj	id=g:1466690
Batāsh	id=g:1466691
Vāzdār	id=g:1466692
Darah-ye Nowak	id=g:1466693
Farāwān	id=g:1466694
Darah-ye Showīj	id=g:1466695
Saqāwah	id=g:1466696
Darah-ye Talkhakistān	id=g:1466697
Darah-ye Bāūnā	id=g:1466698
Darah-ye Gāwak	id=g:1466699
Ghīwīch	id=g:1466700
Darah-ye Ghōbāzī	id=g:1466701
Darah-ye Ghīwīch	id=g:1466702
Chashmah-ye Darāz	id=g:1466703
Kōtal-e Shāh Rāghêh	id=g:1466704
Darah-ye Jāy	id=g:1466705
Kōh-e Rāghêh	id=g:1466706
Kōtal-e Jowāz Khānah	id=g:1466707
Qarqalestān	id=g:1466708
Kharābah-ye Sūpūmūg	id=g:1466709
Khāl Darah	id=g:1466710
Āblūn	id=g:1466711
Jarā’īl	id=g:1466712
Kōh-e Pirayghōst	id=g:1466714
Barghid	id=g:1466715
Kōh-e Khōghesht	id=g:1466716
Darah-ye Barghid	id=g:1466717
Kōh-e Derawah	id=g:1466718
Darah-ye Tīshtākāw	id=g:1466719
Kōh-e Shakh-e Safayd	id=g:1466720
Posht-e Kān	id=g:1466721
Darah-ye Kalān	id=g:1466722
Chashmah-ye Jā-ye Shīlam	id=g:1466724
Kōh-e Bandakā	id=g:1466725
Dashtak-e Zīwarī	id=g:1466726
Qal‘ah Sorkhī	id=g:1466727
Kūh-e Dasht Kā	id=g:1466728
Āhanah Masjid	id=g:1466729
Bēsh Dowdug	id=g:1466730
Zid Ghar	id=g:1466731
Sūpāj	id=g:1466732
Bēgāw	id=g:1466733
Manţaqah-ye Daywrī	id=g:1466734
Kōtal-e Ūd Āb	id=g:1466735
Kōh-e Līwzakhm	id=g:1466736
Zid Ghar Darah	id=g:1466737
Mīlghī Darah	id=g:1466738
Ţōghbāy	id=g:1466739
Shāh Wazīr	id=g:1466740
Qal‘ah Darah	id=g:1466741
Ḩasan Bēgī	id=g:1466742
Kōtal-e Barasī	id=g:1466743
Safayd Shākh	id=g:1466744
Wādī-ye Barābar Gīā	id=g:1466745
Kōh-e Zard	id=g:1466746
Kōh-e Sang Wāl	id=g:1466747
Yaylāq-e Barasī	id=g:1466748
Darah-ye Jāmarj	id=g:1466749
Yaylāq-e Sarḩad	id=g:1466750
Baykhāh	id=g:1466751
Sar-e Ghār	id=g:1466752
Dilwākh	id=g:1466753
Bāghisār	id=g:1466754
Manzil	id=g:1466755
Bāgh-e Tal	id=g:1466756
Darah-ye Zard	id=g:1466757
Kiz̄ir	id=g:1466758
Bīnī Kamar	id=g:1466759
Murghān Darah	id=g:1466760
Kōh-e Khwājah Mīrah	id=g:1466761
Chashmah-ye Murghān Darah	id=g:1466762
Yaylāq-e Darah-ye Murghān	id=g:1466763
Kōtal-e Daywār-e Tang	id=g:1466764
Darah-ye Fachak	id=g:1466765
Dasht-e Rōgō	id=g:1466766
Zanīf	id=g:1466767
Warfad	id=g:1466768
Malū	id=g:1466769
Darah-ye Ghāz Darah	id=g:1466770
Wādī-ye Tarāzū	id=g:1466771
Yaylāq-e Ghāz Darah	id=g:1466772
Bandil	id=g:1466773
Kurguvat	id=g:1466774
Ghūj	id=g:1466775
Wand	id=g:1466776
Dzāshtak	id=g:1466777
Pūn Shahr	id=g:1466778
Īwdān	id=g:1466779
Zamīn-e Dashtā	id=g:1466780
Kudūk Raḩmat	id=g:1466781
Zamīn-e Khirnow	id=g:1466782
Wurūf	id=g:1466783
Mīrak	id=g:1466784
Mahnow	id=g:1466785
Hazārah Qishlāq	id=g:1466786
Shākh Salmān	id=g:1466787
Bakhmal Basī	id=g:1466788
Sīāh Chōy	id=g:1466791
Zyābêh Māndêh	id=g:1466792
Ḩājī Muḩammad ‘Iwaẕ	id=g:1466793
Dashtak-e Bayd	id=g:1466794
Kūh-e Mīāneh	id=g:1466795
Kharābah-ye Dasht-e Hilā	id=g:1466796
Ḩowẕ-e Darah-ye Sakhī	id=g:1466797
Yaylāq-e Zghīwnā	id=g:1466798
Kūh-e Shakh-e Sefīd	id=g:1466799
Rafak-e Past	id=g:1466800
Kūh-e Lājward	id=g:1466801
Darah-ye Robāţ-e Bālā	id=g:1466802
Dashtak-e Barak	id=g:1466803
Jūgānī	id=g:1466804
Darah-ye Mīānah	id=g:1466805
Kōh-e Mīānah	id=g:1466806
Jūgānī	id=g:1466807
Robāţ-e Pāyān	id=g:1466808
Dashtak-e Bwalkudā	id=g:1466809
Kōh-e Azhdarmār	id=g:1466810
Dashtak-e Rāghshak	id=g:1466811
Lwaṟah Shamēzêy	id=g:1466812
Pūzah-ye Dashtak	id=g:1466813
Yaylāq-e Kūlūn	id=g:1466814
Kōh-e Kawkay	id=g:1466815
Zamīn-e Shūndak	id=g:1466816
Kōh-e Sar-e Ma‘dan	id=g:1466817
Sar-e Deh	id=g:1466818
Zang	id=g:1466819
Z̄ūnūn	id=g:1466820
Pāriyad	id=g:1466821
Kōh-e Jorm Darah	id=g:1466822
Ūbaghn	id=g:1466823
Minadū	id=g:1466824
Kōh-e Valārkhūg	id=g:1466825
Washnī Shahr	id=g:1466826
Kōh-e Speyār	id=g:1466827
Rayg-e Bāshah	id=g:1466828
Pīr Yakhhā-ye Darah-ye Jokhām	id=g:1466829
Murghzār	id=g:1466830
Kōh-e Tondok	id=g:1466831
Kōh-e Sarlandak	id=g:1466832
Kaj Āw	id=g:1466833
Kōh-e Sar-e Darah-ye Jokhām	id=g:1466834
Darah-ye Jokhām	id=g:1466835
Sāyanar	id=g:1466836
Kōh-e Farākhsang	id=g:1466837
Ākhūndzādah Zīārat	id=g:1466838
Wutskay Ghar	id=g:1466839
Tōr Kōtal	id=g:1466840
Tōr Kōtal Ghunḏêy	id=g:1466841
Ḩājī Nīkêh Zīārat	id=g:1466842
Gory Tandagar	id=g:1466843
Gaṯkay Ghar	id=g:1466844
Zōṟ Wām Ghar	id=g:1466845
Zōṟ Wām	id=g:1466846
Faqīr Nīkêh Zīārat	id=g:1466847
Malakhêy Ghunḏêy	id=g:1466848
Khwājakah Ghunḏêy	id=g:1466849
Barī Ghūnḏ	id=g:1466850
‘Alīzaī Kêlay	id=g:1466851
Zōṟ Kêlay	id=g:1466852
Gaṯkay Shēlah	id=g:1466853
Ḏā’ī Kêlay	id=g:1466854
Zhaṟ Ghar	id=g:1466855
Dê Mullā Pāyendah Zīārat	id=g:1466856
Tāndē Shēlah	id=g:1466857
Mullā Yōsuf Ākhūnd Şāḩib	id=g:1466858
Şāḩib Zādah Kêlay	id=g:1466859
Wunak Ghar	id=g:1466860
Ḩājī Shāghāsī Kêlay	id=g:1466861
Muḩammad Ghows̄ Kêlay	id=g:1466862
Fatḩullāh Kêlay	id=g:1466863
Mīr Afẕal Kêlay	id=g:1466864
Pāy-e Mulūk	id=g:1466865
Ḩājī Salām Khān	id=g:1466866
Shēlah-ye Tākhum	id=g:1466867
Ḩājī Bismullāh	id=g:1466868
Kūh-e Galakhamar	id=g:1466869
‘Abdulqudūs Khān Kêlay	id=g:1466870
Ismā‘īl Kārēz	id=g:1466871
Ibrāhīm Khalīfah Bābā Kêlay	id=g:1466872
Kūh-e Zardbīd	id=g:1466873
Pūzeh-ye Ghūl	id=g:1466874
Poshteh-ye Chāh Aḩmadyār	id=g:1466875
Poshteh-ye Bīdak	id=g:1466876
Mowlawī Şāḩib	id=g:1466877
Poshteh-ye Tākhteh	id=g:1466878
Kūh-e Lar-e Bozghāleh	id=g:1466879
Kūh-e Pachaykhī Zardbīd	id=g:1466880
Gory Baregar	id=g:1466881
Khwājah ‘Alī Bābā	id=g:1466882
Hindū Bāgh	id=g:1466883
Khōjêlzaī	id=g:1466884
Poshteh-ye Somak	id=g:1466885
Kats	id=g:1466886
Kowtal-e Khargūshak	id=g:1466887
Deh-e Now	id=g:1466888
Muqām Kêlay	id=g:1466889
Sādātō Kêlay	id=g:1466890
Ḩowẕ Kêlay	id=g:1466891
Tān Kārēz	id=g:1466892
Nahr-e Shifā	id=g:1466893
Raygwā’ī Suflá	id=g:1466894
Kūh-e Sīrzār	id=g:1466895
Kohe Reg	id=g:1466896
Raygwā’ī ‘Ulyā	id=g:1466897
Sang Shekanak	id=g:1466898
Malaposhteh	id=g:1466899
Tīgh-e Cheshmeh-ye Kūrak	id=g:1466900
Shela	id=g:1466901
Poshteh-ye Pētaw	id=g:1466902
Machō Shēlah	id=g:1466903
Tappeh-ye Sārak	id=g:1466904
Sefīdsang	id=g:1466905
Dasht Nowbolāq	id=g:1466906
Poshteh-ye Khāshmoḩammadkhān	id=g:1466907
Puṯak	id=g:1466908
Zardsang	id=g:1466909
Kūh-e Khoshkābeh	id=g:1466910
Khvoshḩālbeyg	id=g:1466911
Dozreh	id=g:1466912
Tīgh-e Katajar	id=g:1466913
Tīgh-e Khākbādak	id=g:1466914
Tīgh-e Ābbārīk	id=g:1466915
Tīgh-e Kharbīd	id=g:1466916
Tīgh-e Jar-e Khoshk	id=g:1466917
Kajkowtal	id=g:1466918
Nā’ighīn	id=g:1466919
Tīgh-e Yekkeh Archeh	id=g:1466920
Kham-e Jangal	id=g:1466921
Kesht Dīvāl-e Khord	id=g:1466922
Kūh-e Yūkhan	id=g:1466923
Bābī Māndêh	id=g:1466924
Lwāṟ Bābêy	id=g:1466925
Gazeh-ye Kharkhār	id=g:1466926
Tīgh-e Sangar	id=g:1466927
Tīgh-e Boland	id=g:1466928
Gazeh-ye Zawkhāneh	id=g:1466929
Chehelkāseh	id=g:1466930
Tīgh-e Oshtorgardan	id=g:1466931
Yekrūyeh-ye Khāzeh-ye Tangak	id=g:1466932
Darreh-ye Shākh	id=g:1466933
Poshteh-ye Tīgh-e Nīl	id=g:1466934
Poshteh-ye Jowzgarī	id=g:1466935
Poshteh-ye Sarḩowẕ	id=g:1466936
Poshteh-ye Owjoran	id=g:1466937
Kūh-e Chomon	id=g:1466938
Chāh Aspān	id=g:1466939
Sardarreh	id=g:1466940
Kūh-e Raghātu	id=g:1466941
Kūh-e Qūrqodogh	id=g:1466942
Kūh-e Bolandjā	id=g:1466943
Kūh-e Ḩeşārak	id=g:1466944
Shākh-e Mal	id=g:1466945
Ūkhrī Daryā	id=g:1466946
Larband	id=g:1466947
Tangī Kaykak	id=g:1466948
Jar-e Ghāl-e Tāveh	id=g:1466949
Daryā Seh Āb	id=g:1466950
Daryā Qūrūghmohad	id=g:1466951
Daryā Bāshak	id=g:1466952
Ma‘şūm Ghar	id=g:1466953
Ḩājī ‘Abd ur Ra‘ūf	id=g:1466954
Kalāchah	id=g:1466955
Salīm Ākā	id=g:1466956
Darah-ye Gōr Khānahgak	id=g:1466957
Ḩājī ‘Abd ur Raḩmān	id=g:1466958
Band-e Jowsang	id=g:1466959
Ḩājī Baydullāh	id=g:1466960
Āb-e Sōr	id=g:1466961
Ḩājī Muḩammad Raḩīm	id=g:1466962
Darah-ye Qafzār	id=g:1466963
Kūh-e Chahārcheshmeh	id=g:1466964
Ādamzaī	id=g:1466965
Muḩammad Akram	id=g:1466966
La‘l Khān Kalā	id=g:1466967
Daryā Khoshk	id=g:1466968
Spērwān	id=g:1466969
Panjwā’ī	id=g:1466970
Armaṟah	id=g:1466971
Band-e Sabzakjē	id=g:1466972
Khijwand	id=g:1466973
Khurōdūn	id=g:1466974
Daryā Neychehbolāq	id=g:1466975
Darah-ye Khurōdūn	id=g:1466976
Kōh-e Dō Shākhah Kōh	id=g:1466977
Jarfāb	id=g:1466978
Band-e Baydak	id=g:1466979
Mār Ghar	id=g:1466980
Sêkēchāh	id=g:1466981
Tōp-e Gul Ḩasan	id=g:1466982
Ḩājī Mūsá	id=g:1466983
Gul Ḩasan	id=g:1466984
Bādmag	id=g:1466985
Māgay	id=g:1466986
‘Āshiqah	id=g:1466987
Hejdahdarreh	id=g:1466988
Ḩājī Ḩabībullāh	id=g:1466989
Bilowqōlā	id=g:1466990
‘Abdullāh Ākhūndzādah Kārēz	id=g:1466991
Jē Choqorak	id=g:1466992
Laqband	id=g:1466993
Darah-ye Chakāb	id=g:1466994
Khākdow	id=g:1466995
Zimistānī Tarshār	id=g:1466996
Zimistānī Kōl	id=g:1466997
Band-e Bahrām	id=g:1466998
Kōh-e Bahshār	id=g:1466999
Kham-e Wursā	id=g:1467000
Kharkat-e Pā’īn	id=g:1467001
Darah-ye Kharkat	id=g:1467002
Deh-e Mad	id=g:1467005
Tar Baghan	id=g:1467006
Wāj Kōn	id=g:1467007
Kirāwar	id=g:1467008
Talkhakay	id=g:1467009
Tōr Jān Şāḩib Zādah	id=g:1467010
Band	id=g:1467011
Kūl	id=g:1467012
Mūnikharū	id=g:1467013
Ūr Gaz	id=g:1467014
Zūs Kad	id=g:1467015
Āb Band	id=g:1467016
Ārkhōd	id=g:1467017
Dilwākh	id=g:1467018
Darah-ye Jangalghāl	id=g:1467019
Zardnūy	id=g:1467020
Daryā Ghāl-e Bādgeh	id=g:1467021
Mayvandmandekh	id=g:1467022
Daryā Keshtdīvāl	id=g:1467023
Dê Garm Ābak Tūrah	id=g:1467024
Jar-e Takh Shūr	id=g:1467025
Darah-ye Wūchah	id=g:1467026
Darah-ye Qafzārak	id=g:1467027
Darah-ye Zanbūrak	id=g:1467028
Darah-ye Dargak	id=g:1467029
Narmah Kōtal	id=g:1467030
Khvoshdarreh	id=g:1467031
Kārēz-e Garm Ābak	id=g:1467032
Ēlbōbak	id=g:1467034
Dê Maywand Chīnah	id=g:1467036
Band-e Duqāt	id=g:1467037
Dê Faqīr-e Kāmṟān Zīārat	id=g:1467038
Pushtah-ye Sabzāw	id=g:1467039
Shuhadā-ye Maywand	id=g:1467040
Khvājeh Aḩmad Maywand	id=g:1467041
Sīāh Dasht	id=g:1467042
Lōy Kārēz	id=g:1467043
Dê Fīl Sang Māndêh	id=g:1467044
Lowrowghsāy	id=g:1467045
Jar-e Zamīn-e Jalāl	id=g:1467046
Qorūghsāy	id=g:1467047
Lar-e Jow	id=g:1467048
Daryā Khvājehghār	id=g:1467049
Daryā-ye Ferīs	id=g:1467050
Jar-e Pas-e Pētaw	id=g:1467051
Khoshk Darreh	id=g:1467052
Sehdahaneh	id=g:1467053
Daryā Dehmaḩmūd	id=g:1467054
Daryā Wozīm	id=g:1467055
Daryā Khāzeh	id=g:1467056
Darreh-ye Shākh	id=g:1467057
Wāriyāk	id=g:1467058
Sidyah	id=g:1467059
Yaylāq-e Jōgānī	id=g:1467060
Kōtal-e Rawān	id=g:1467061
Rawān	id=g:1467062
Pārkhēkh	id=g:1467063
Yaylāq-e Ārūn	id=g:1467064
Yaylāq-e Mārāgh	id=g:1467065
Bahshār	id=g:1467066
Yaylāq-e Wundāk	id=g:1467067
Shājak	id=g:1467068
Yaylāq-e Ghūmay	id=g:1467069
Qaryah-ye Bah Dard	id=g:1467070
Darow	id=g:1467071
Ārward	id=g:1467072
Wurāshān	id=g:1467074
Zīārat-e Baghrī	id=g:1467075
Irgah	id=g:1467076
Yaylāq-e Danow	id=g:1467077
Yaylāq-e Ghāt	id=g:1467078
Daryā-ye Āb-e Safayd Sayl	id=g:1467079
Daryā-ye Shākh Darah	id=g:1467080
Zahghar	id=g:1467081
Rādōj	id=g:1467082
Dāsak	id=g:1467083
Darah-ye Washnī Shār	id=g:1467085
Darah-ye Bagar	id=g:1467086
Dowj	id=g:1467087
Jāmarj-e Pāyān	id=g:1467088
Yaylāq-e Kaṯūn	id=g:1467089
Zamīn-e Kham-e Khārzār	id=g:1467090
Warīs	id=g:1467091
Kūghaz	id=g:1467092
Kūghaz	id=g:1467093
Shāh Jagūn	id=g:1467094
Āb-e Bā’ūs	id=g:1467095
Yaylāq-e Bā’ūs	id=g:1467096
Jar-e Ghālbīd	id=g:1467097
Ūzgad	id=g:1467098
Wadwad	id=g:1467099
Māymay Darah	id=g:1467100
Khūf	id=g:1467101
Zīārat-e Khwājah Z̄akariyā	id=g:1467102
Būdūnah	id=g:1467103
Khāwad	id=g:1467104
Kishkyōn	id=g:1467105
Kōh-e Dōzakh Darah	id=g:1467106
Kōh-e Sparghī	id=g:1467107
Kōh-e Mīlghī Dashk	id=g:1467108
Kōh-e Gōy Bāz	id=g:1467109
Kōh-e Sar-e Chapdarah	id=g:1467110
Kōh-e Pātkhōdek	id=g:1467111
Kōh-e Varvedasht	id=g:1467112
Darah-ye Pātkhōdek	id=g:1467113
Kōh-e Gōgōr Dasht	id=g:1467114
Kōh-e Armāzdōk	id=g:1467115
Kōh-e Estrōgh	id=g:1467116
Daryā-ye Dīvānah Shāh	id=g:1467117
Darah-ye Gharah Mār	id=g:1467118
Kōh-e Sepāydōrūstan	id=g:1467119
Kōh-e Valātōpkhamp	id=g:1467120
Mīānah Kōh	id=g:1467121
Kōh-e Chapkōtalah	id=g:1467122
Kōh-e Shakh-e Ẕyā’	id=g:1467123
Kōh-e Berezā	id=g:1467124
Kōh-e Vochōpār	id=g:1467125
Darah-ye Rakhādīch	id=g:1467126
Jar-e Alabūlīj	id=g:1467127
Kōh-e Sūkhādīk	id=g:1467128
Jar-e Ghāl-e Stānqol	id=g:1467129
Darah-ye Zarmīr	id=g:1467130
Darah-ye Ḩaydar	id=g:1467131
Nāwah-ye Kalān	id=g:1467132
Darah-ye Pat Khān	id=g:1467133
Daryā-ye Daryā Shāh	id=g:1467134
Kōh-e Jōrf	id=g:1467135
Chashmah-ye Sūlenow	id=g:1467136
Darya Jawz	id=g:1467137
Darah-ye Vāsht	id=g:1467138
Darah-ye Bāgdan	id=g:1467139
Kōh-e Rūch	id=g:1467140
Kōh-e Prastīk	id=g:1467141
Kōtal-e Yamgān	id=g:1467142
Āghenū	id=g:1467143
Kōh-e Tendōsar	id=g:1467144
Āw Dōkā	id=g:1467145
Darah-ye Bāzār	id=g:1467146
Vāstīk	id=g:1467147
Band-e Darah-ye Bāzār	id=g:1467148
Ambadīvāl	id=g:1467149
Ochedar	id=g:1467150
Faraz	id=g:1467151
Qalātā	id=g:1467152
Lalmay Tor	id=g:1467153
Kabūd Kandah	id=g:1467154
Dê Makhē Ghar	id=g:1467155
Tal-e Sawzī	id=g:1467156
Qūllah-e Rōzanah	id=g:1467157
Shakarawar Ghar	id=g:1467158
Ghaybānah Bābā	id=g:1467159
Shāhmay Bābā	id=g:1467160
Kōh-e Mīrzā Ghūndak	id=g:1467161
Gharab Darreh (1)	id=g:1467162
Beshkutan	id=g:1467163
Darreh-ye Nahrestān	id=g:1467164
Dastak	id=g:1467165
Darreh-ye Qūr Qodūq	id=g:1467166
Dastār Pīch	id=g:1467167
Dê Chakāw Ghar	id=g:1467168
Robāţ-e Bālā	id=g:1467169
Darīnah (2)	id=g:1467170
Tāveh Tāsh	id=g:1467171
Tūlak	id=g:1467172
Pereval Kyzylkucha	id=g:1467173
Choqur Qeshlāq	id=g:1467174
Khazarbag	id=g:1467175
Būlāq	id=g:1467176
Kudūk	id=g:1467177
Dê Zardālū Kārēz	id=g:1467178
Dê Ērān Kārēz	id=g:1467179
Daryā Khamar	id=g:1467180
Shāhmardān Bābā	id=g:1467181
Daryā Band	id=g:1467182
Daryā Lar-e Bozghāleh	id=g:1467183
Daryā Zarekzār	id=g:1467184
Fayrōzān Ghar	id=g:1467185
Chāh Aḩmad	id=g:1467186
Daryā Khākestarak	id=g:1467187
Ḩājī Sulţān Muḩammad Khān	id=g:1467188
Gadaidara	id=g:1467189
Akkucha	id=g:1467190
Chorbaksy	id=g:1467191
Kutanbulak	id=g:1467192
Kōh-e Dādā	id=g:1467193
Dê Shāh Āghā Ghar	id=g:1467194
Shorkuduk	id=g:1467195
Shāh Maqşūd Ghar	id=g:1467196
Petav	id=g:1467197
Kyzylsay	id=g:1467198
Darah-ye Gāwak	id=g:1467199
Gurdah-ye Gāw	id=g:1467200
Jar Qeshlāq (2)	id=g:1467201
Dê Salāmak Ghar	id=g:1467202
Nawān (2)	id=g:1467203
Jurmī	id=g:1467204
Jurmī	id=g:1467205
Shōrchah	id=g:1467206
Galah Bātur	id=g:1467207
Jōy-e Moghul	id=g:1467208
Baysh Bātur	id=g:1467209
Chashmah	id=g:1467210
Lateh Band (2)	id=g:1467211
Āstāneh Tappeh (2)	id=g:1467212
Chashmah-ye Kaj Bayd	id=g:1467213
Gadāy Darah	id=g:1467214
Labgard	id=g:1467215
Gūzūn	id=g:1467216
Kajī	id=g:1467217
Shingān	id=g:1467218
Kandakow	id=g:1467219
Parī Kham	id=g:1467220
Chashmah-ye Tūt	id=g:1467221
