Gilroy Community Day School	id=g:7237700
Westport Comprehensive Secondary Charter School	id=g:7241590
Whiteman Air Force Base Elementary School	id=g:7241591
Ellis Elementary School	id=g:7241592
Pleasant Hill Intermediate School	id=g:7241593
Herndon Career Center West Campus	id=g:7241594
Raytown Central Middle School	id=g:7241595
Polo Elementary School	id=g:7241596
Eugene Field Elementary School	id=g:7241597
Horace Mann Laboratory School	id=g:7241598
Warrensburg High School	id=g:7241599
Worth County High School	id=g:7241600
Oakwood Manor Elementary School	id=g:7241601
Harry S Truman Middle School	id=g:7241602
Odessa Upper Elementary School	id=g:7241603
La Monte Elementary School	id=g:7241604
Polo High School	id=g:7241605
Lexington Middle School	id=g:7241606
Maryville High School	id=g:7241607
Slater Alexander Elementary School	id=g:7241608
Our Lady - Presentation School	id=g:7241609
Saint Paul's Lutheran School	id=g:7241610
Sherwood High School	id=g:7241611
Pettis County Juvenile Center	id=g:7241612
William Yates Elementary School	id=g:7241613
Nellie Hart Sterling Elementary School	id=g:7241614
Star Day Treatment Center	id=g:7241615
North Platte Elementary School	id=g:7241616
Pattonsburg Elementary School	id=g:7241617
Sweet Springs High School	id=g:7241618
Pettis County Elementary School	id=g:7241619
Siegrist Elementary School	id=g:7241620
Odessa High School	id=g:7241621
Missouri City Elementary School	id=g:7241622
Green Ridge High School	id=g:7241623
North Central Career Center	id=g:7241624
Fairfax Elementary School	id=g:7241625
South Nodaway Elementary School	id=g:7241626
Stanberry High School	id=g:7241627
Georgeff - Baker Middle School	id=g:7241628
Maryville Middle School	id=g:7241629
Northwest Regional Youth Center	id=g:7241630
Calvary Baptist School	id=g:7241631
James Lewis Elementary School	id=g:7241632
Ridgeway Elementary School	id=g:7241633
Cainsville Elementary School	id=g:7241634
Matthews Elementary School	id=g:7241635
Crest Ridge Middle School	id=g:7241636
Harrisonville Christian School	id=g:7241637
Richardson Elementary School	id=g:7241638
Spickard Elementary School	id=g:7241639
Fairfax High School	id=g:7241640
Barry School	id=g:7241641
Platte County High School	id=g:7241642
Slater High School	id=g:7241643
Watkins Mill State Park Camp School	id=g:7241644
Northland Career Center	id=g:7241645
Congress Middle School	id=g:7241646
Building Bridges School	id=g:7241647
The Schoolhouse	id=g:7241648
North Platte Junior High School	id=g:7241649
Cainsville High School	id=g:7241650
Wellington - Napoleon Elementary School	id=g:7241651
Hamilton Accelerated Elementary School	id=g:7241652
Kearney Junior High School	id=g:7241653
Saint Monica Catholic School	id=g:7241654
Rainbow Center for Communication	id=g:7241655
Kingston Elementary School	id=g:7241656
Nodaway - Holt Middle School	id=g:7241657
Pleasant Hill High School	id=g:7241658
Immanuel Lutheran School	id=g:7241659
Orrick High School	id=g:7241660
Jefferson High School	id=g:7241661
Lathrop Middle School	id=g:7241662
Briarwood School for the Severely Handicapped	id=g:7241663
South Harrison Elementary School	id=g:7241664
Carrollton Junior High School	id=g:7241665
Plattsburg Middle School	id=g:7241666
Tarkso Academy	id=g:7241667
Trenton Middle School	id=g:7241668
Holden Middle School	id=g:7241669
Carrollton High School	id=g:7241670
Global Montessori Academy	id=g:7241671
Prescott Seventh Day Adventist School	id=g:7241672
Tri City Christian School	id=g:7241673
South Harrison Junior Senior High School	id=g:7241674
Marshall High School	id=g:7241675
Braymer Elementary School	id=g:7241676
Excelsior Springs Career Center	id=g:7241677
Maysville Junior Senior High School	id=g:7241678
Hale High School	id=g:7241679
Tri - County High School	id=g:7241680
Kansas City Academy	id=g:7241681
Notre Dame de Sion Elementary School	id=g:7241682
Missouri Department of Social Services Alternative Resource Center	id=g:7241683
Grundy County High School	id=g:7241684
Leslie Bell Elementary School	id=g:7241685
Malta Bend High School	id=g:7241686
Tarkio Elementary School	id=g:7241687
Rolling Meadow State School	id=g:7241688
Tri - County Elementary School	id=g:7241689
Dale M Thompson Trails West School	id=g:7241690
Albany High School	id=g:7241691
La Monte High School	id=g:7241692
Park Hill Day School	id=g:7241693
Breckenridge Elementary School	id=g:7241694
Hale Elementary School	id=g:7241695
Oak Grove Primary School	id=g:7241696
Platte City Middle School	id=g:7241697
Grandview High School	id=g:7241698
Lexington School District Student Success Center	id=g:7241699
Cameron Middle School	id=g:7241700
Chillicothe High School	id=g:7241701
Dekalb Junior Senior High School	id=g:7241702
Grandview Alternative School	id=g:7241703
Savannah Middle School	id=g:7241704
Gilman City High School	id=g:7241705
Hardin - Central Elementary School	id=g:7241706
North Nodaway Junior Senior High School	id=g:7241707
North Nodaway Elementary School	id=g:7241708
Rock Port Elementary School	id=g:7241709
Cowgill Elementary School	id=g:7241710
Paxton School	id=g:7241711
Cameron High School	id=g:7241712
Edison Educational Village School	id=g:7241713
Stewartsville High School	id=g:7241714
Albany Middle School	id=g:7241715
Oak Grove Elementary School	id=g:7241716
Carrollton Area Career Center	id=g:7241717
Stet High School	id=g:7241718
Dominion Christian School	id=g:7241719
Excelsior Springs High School	id=g:7241720
Parkview Elementary School	id=g:7241721
Gilman City Elementary School	id=g:7241722
Saint Paul Lutheran High School	id=g:7241723
Messiah Lutheran School	id=g:7241724
Lone Jack Primary School	id=g:7241725
Englewood Christian School	id=g:7241726
Trinity Lutheran School	id=g:7241727
Outreach Christian Education School	id=g:7241728
Green Ridge Elementary School	id=g:7241729
Saint John Francis Regis School	id=g:7241730
Rock Port High School	id=g:7241731
King City High School	id=g:7241732
Hilltop School	id=g:7241733
Shull Elementary School	id=g:7241734
Bishop Hogan Memorial School	id=g:7241735
Knob Noster Middle School	id=g:7241736
Excelsior Springs Middle School	id=g:7241737
Buchanan County Academy	id=g:7241738
Ozanam Home School	id=g:7241739
Southwest Elementary School	id=g:7241740
Osborn High School	id=g:7241741
Excelsior Springs Technology High School	id=g:7241742
Saint Thomas More School	id=g:7241743
Southview Elementary School	id=g:7241744
Lake Contrary Elementary School	id=g:7241745
Central School	id=g:7241746
North Andrew Elementary School	id=g:7241747
Osborn Elementary School	id=g:7241748
Saint Francis Xavier School	id=g:7241749
Belton High School	id=g:7241750
Odessa Middle School	id=g:7241751
Lafayette County Middle School	id=g:7241752
Oakhill Day School	id=g:7241753
Nodaway - Holt Junior Senior High School	id=g:7241754
North Andrew High School	id=g:7241755
Saint Paul Lutheran School	id=g:7241756
Kearney Elementary School	id=g:7241757
Lafayette County High School	id=g:7241758
Sweet Springs Elementary School	id=g:7241759
Jefferson Elementary School	id=g:7241760
Eugene Field Elementary School	id=g:7241761
Breckenridge High School	id=g:7241762
Carver Christian Academy	id=g:7241763
Smithton Elementary School	id=g:7241764
Riverbend Treatment Center	id=g:7241765
Saint John LaLande Elementary School	id=g:7241766
Turning Point School	id=g:7241767
Verelle Peniston State School	id=g:7241768
McEowen Elementary School	id=g:7241769
Sni - a - bar Elementary School	id=g:7241770
Lees Summit Community Christian School	id=g:7241771
Pembroke Hill School	id=g:7241772
Crest Ridge Elementary School	id=g:7241773
Maysville Elementary School	id=g:7241774
East Buchanan Elementary School	id=g:7241775
Meadow Lane Elementary School	id=g:7241776
Hansel Lowe School	id=g:7241777
Holden High School	id=g:7241778
Paul Robeson Middle School	id=g:7241779
Saint Gregory Barbarigo School	id=g:7241780
Herndon Career Center East Campus	id=g:7241781
Smithton High School	id=g:7241782
Pleasant Hill Primary School	id=g:7241783
Hardin - Central High School	id=g:7241784
Lawson Middle School	id=g:7241785
Waverly Regional Youth Center	id=g:7241786
Pattonsburg High School	id=g:7241787
Ridge View Elementary School	id=g:7241788
Virginia E George Elementary School	id=g:7241789
South Holt Elementary School	id=g:7241790
Robidoux Middle School	id=g:7241791
Craig High School	id=g:7241792
Gilliam Elementary School	id=g:7241793
Concordia High School	id=g:7241794
Northwest Elementary School	id=g:7241795
George Caleb Bingham Middle School	id=g:7241796
Kansas City School District Teenage Parents Center	id=g:7241797
Covel D Searcy Elementary School	id=g:7241798
Penney High School	id=g:7241799
Spring Garden Middle School	id=g:7241800
Union Star Elementary School	id=g:7241801
Mound City Elementary School	id=g:7241802
Helena Elementary School	id=g:7241803
Savannah High School	id=g:7241804
Union Star High School	id=g:7241805
Southwest Elementary School	id=g:7241806
Tarkio High School	id=g:7241807
Grandview Christian School	id=g:7241808
Rushville Elementary School	id=g:7241809
North Daviess Elementary School	id=g:7241810
Warrensburg Middle School	id=g:7241811
Academy Montessori International	id=g:7241812
E W Thompson School for the Handicapped	id=g:7241813
Area Cooperative for Education Support	id=g:7241814
Richmond High School	id=g:7241815
Chillicothe Middle School	id=g:7241816
Elkhorn Elementary School	id=g:7241817
South Holt High School	id=g:7241818
McCune School	id=g:7241819
Worth County Elementary School	id=g:7241820
Langsford House School	id=g:7241821
Lee A Tolbert Comprehensive Academy	id=g:7241822
Lone Jack High School	id=g:7241823
Nodaway - Holt Elementary School	id=g:7241824
Smithville Middle School	id=g:7241825
Islamic School of Kansas City	id=g:7241826
Saline County Career Center	id=g:7241827
Our Lady of Guadalupe School	id=g:7241828
Grand River Technical School	id=g:7241829
Lathrop Elementary School	id=g:7241830
Leeton Elementary School	id=g:7241831
Heartland High School and Academy	id=g:7241832
Center Place Restoration School	id=g:7241833
Mercy Hospital School	id=g:7241834
Oak Grove High School	id=g:7241835
Sherwood Elementary School	id=g:7241836
Northwest High School	id=g:7241837
Plattsburg High School	id=g:7241838
Central Elementary School	id=g:7241839
Northwest Technical School	id=g:7241840
East Buchanan High School	id=g:7241841
Lawson High School	id=g:7241842
Norborne High School	id=g:7241843
Garrison School	id=g:7241844
Sedalia Middle School	id=g:7241845
Smithville High School	id=g:7241846
Blue Ridge Christian School South	id=g:7241847
Gillis Alternative Education Center	id=g:7241848
Yeokum Middle School	id=g:7241849
Smithville Upper Elementary School	id=g:7241850
Mary K McQuerry Elementary School	id=g:7241851
Braymer High School	id=g:7241852
Crest Ridge High School	id=g:7241853
Norborne Elementary School	id=g:7241854
Seton Center Alternative High School	id=g:7241855
Hawthorn Elementary School	id=g:7241856
Saint Andrew the Apostle School	id=g:7241857
Leeton Middle School	id=g:7241858
Pleasant Hill Middle School	id=g:7241859
Belton Academy	id=g:7241860
Kentucky Trail Elementary School	id=g:7241861
National American University Zona Rosa Campus	id=g:7241862
National American University Independence Campus	id=g:7241863
Cleveland Chiropractic College Kansas City Campus	id=g:7241864
Concorde Career Institute	id=g:7241865
DeVry University	id=g:7241866
DeVry University at City Center Square	id=g:7241867
Grantham University	id=g:7241868
Heritage College	id=g:7241869
Blue River Community College	id=g:7241870
Metropolitan Community College Maple Woods Campus	id=g:7241871
Maple Valley College	id=g:7241872
Pinnacle Career Institute	id=g:7241873
Research College of Nursing	id=g:7241874
Saint Luke's College	id=g:7241875
University of Phoenix Kansas City Campus	id=g:7241876
Vatterott College	id=g:7241877
Vatterott College	id=g:7241878
South Park Christian Assembly of God Academy	id=g:7241879
Woodson's Children's Hospital School	id=g:7241880
Plaza Heights Christian Academy	id=g:7241881
Voy Spears Junior Elementary School	id=g:7241882
Indian Trails Elementary School	id=g:7241883
Chillicothe Alternative Center for Education	id=g:7241884
Bosworth Elementary School	id=g:7241885
Bosworth High School	id=g:7241886
Tina - Avalon Elementary School	id=g:7241887
Tina - Avalon High School	id=g:7241888
Summit Ridge School	id=g:7241889
Lamar County Elementary School	id=g:7241890
Timothy Christian Academy	id=g:7241891
Doves Creek Elementary School	id=g:7241892
Crosspointe Christian Academy	id=g:7241893
Mount Zion Middle School	id=g:7241894
Villa Rica Middle School	id=g:7241895
Jonesville Middle School	id=g:7241896
Carroll County Crossroads Academy	id=g:7241897
Park Creek Elementary School	id=g:7241898
Dalton Middle School	id=g:7241899
Beaverdale Elementary School	id=g:7241900
Alice M Daley Adventist School	id=g:7241901
Sound Doctrine Christian Academy	id=g:7241902
Westside Middle School	id=g:7241903
Morgan County Elementary School	id=g:7241904
Blue Ridge Elementary School	id=g:7241905
Armuchee Elementary School	id=g:7241906
Greater Augusta Christian Academy	id=g:7241907
Ridgeland High School	id=g:7241908
North Georgia Christian School	id=g:7241909
New Directions Alternative School	id=g:7241910
Franklin Forest Elementary School	id=g:7241911
Callaway Middle School	id=g:7241912
Oconee County Middle School	id=g:7241913
Habersham County Alternative School	id=g:7241914
Cherokee Elementary School	id=g:7241915
Hogansville Elementary School	id=g:7241916
Phoenix High School	id=g:7241917
Banks Stephens Middle School	id=g:7241918
Carrollton Elementary School	id=g:7241919
Samuel Hubbard Elementary School	id=g:7241920
Winterville Elementary School	id=g:7241921
Lamar County Middle School	id=g:7241922
Nathanael Greene Academy	id=g:7241923
Oakside Christian School	id=g:7241924
Burney - Harris - Lyons Middle School	id=g:7241925
Whitfield County Crossroads Academy	id=g:7241926
Union County 5th/6th Academy	id=g:7241927
Carroll County Crossroads Middle School	id=g:7241928
Temple Middle School	id=g:7241929
Carrollton Middle School	id=g:7241930
Taliaferro County School	id=g:7241931
Lafayette Middle School	id=g:7241932
Robinson Elementary School	id=g:7241933
Brenau University	id=g:7241934
Prince Avenue Christian School	id=g:7241935
Maggie Califf Learning Complex	id=g:7241936
Oglethorpe County Primary School	id=g:7241937
North Georgia Christian Academy	id=g:7241938
Ithica Elementary School	id=g:7241939
Greenville Middle School	id=g:7241940
North Hart Elementary School	id=g:7241941
South Hart Elementary School	id=g:7241942
Apalachee High School	id=g:7241943
Haymon - Morris Middle School	id=g:7241944
Rome Transitional Academy	id=g:7241945
Manchester Christian Academy	id=g:7241946
Gilmer Middle School	id=g:7241947
Gray Station Middle School	id=g:7241948
Wells Primary School	id=g:7241949
Clifton Ridge Middle School	id=g:7241950
Coosa Middle School	id=g:7241951
Eastside Elementary School	id=g:7241952
Callaway High School	id=g:7241953
Greenbrier Middle School	id=g:7241954
Lewiston Elementary School	id=g:7241955
Grovetown Middle School	id=g:7241956
Grovetown High School	id=g:7241957
Malcom Bridge Elementary School	id=g:7241958
Hart County Academy	id=g:7241959
North Habersham Sixth Grade Academy	id=g:7241960
Mossy Creek Elementary School	id=g:7241961
Battlefield Elementary School	id=g:7241962
Blue Ridge Elementary School	id=g:7241963
Heard County Elementary School	id=g:7241964
Heard County Middle School	id=g:7241965
Rabun County Elementary School	id=g:7241966
Blackstock Montessori School	id=g:7241967
Brookwood Elementary School	id=g:7241968
Cowan Road Middle School	id=g:7241969
Moreland Road Elementary School	id=g:7241970
First United Pentecostal School	id=g:7241971
Westside Middle School	id=g:7241972
Oakwood Baptist Christian Academy	id=g:7241973
Christian Heritage School	id=g:7241974
Ashworth Middle School	id=g:7241975
Eagle Ridge Elementary School	id=g:7241976
Oak Hill Middle School	id=g:7241977
T G Scott Elementary School	id=g:7241978
White County Middle School	id=g:7241979
Gordon Street Center	id=g:7241980
Bremen Middle School	id=g:7241981
Cedartown Middle School	id=g:7241982
