Temple Ner Tamid	id=g:6334684
India Gospel Assembly Church	id=g:6338655
Korean Church of Greater New York	id=g:6338656
Christ Lutheran Church	id=g:6338657
Saint Gregorio's Malankara Church	id=g:6338658
Saint Hedwig's Roman Catholic Church	id=g:6338659
New York Bible Assembly of God Church	id=g:6338660
Ascension Lutheran Church	id=g:6338661
Bethel Assembly of God Church	id=g:6338662
Franklin Square Jewish Center	id=g:6338663
Franklin Square Orthodox Presbyterian Church	id=g:6338664
Grace Baptist Church	id=g:6338665
Saint Basil Orthodox Church	id=g:6338666
Saint Catherine of Sienna Roman Catholic Church	id=g:6338667
Saint James the Just Church	id=g:6338668
Wesley United Methodist Church	id=g:6338669
Cathedral of the Incarnation	id=g:6338670
Christ Episcopal Church	id=g:6338671
Garden City Community Church	id=g:6338672
Garden City Presbyterian Church	id=g:6338673
Saint Anne's Church	id=g:6338674
Saint James Lutheran Community Church	id=g:6338675
Saint Josephs Roman Catholic Church	id=g:6338676
Pelham Parkway Jewish Center	id=g:6338677
Saint Clare's Roman Catholic Church	id=g:6338678
Saint Lucy Roman Catholic Church	id=g:6338679
Saint Marthas Episcopal Chapel	id=g:6338680
Saint Theresa Convent	id=g:6338681
Temple Judea	id=g:6338682
Van Nest Presbyterian Church	id=g:6338683
Jehovah's Witnesses	id=g:6338684
Bethel Lutheran Church	id=g:6338685
Cloquet Gospel Tabernacle Church	id=g:6338686
Grace Baptist Church	id=g:6338687
Our Redeemer Lutheran Church	id=g:6338688
Our Saviour's Lutheran Church	id=g:6338689
Presbyterian Church of Cloquet	id=g:6338690
River of Life Church	id=g:6338691
Saint Andrew's Episcopal Church	id=g:6338692
Bethany Covenant Church	id=g:6338693
Cloquet Assembly of God Church	id=g:6338694
Zion Lutheran Church	id=g:6338695
Queen of Peace Parish	id=g:6338696
Saint Paul's Lutheran Church	id=g:6338697
Bethany Lutheran Church	id=g:6338698
Saint Matthew's Lutheran Church	id=g:6338699
Breath of Life Christian Church	id=g:6338700
Northwood United Methodist Church	id=g:6338701
Duluth Apostolic Lutheran Church	id=g:6338702
Holy Trinity Lutheran Church	id=g:6338703
Antioch Baptist Church	id=g:6338704
Apostolic Bible Church	id=g:6338705
Lake Square Presbyterian Church	id=g:6338706
World Mission Society Church of God	id=g:6338707
In His Presence Ministries	id=g:6338708
United Faith Assembly of God	id=g:6338709
Mount Zion Missionary Baptist Church	id=g:6338710
New Life Baptist Church	id=g:6338711
Saint Luke Free Methodist Church	id=g:6338712
Church of Our Lady of the Assumption	id=g:6338713
Immaculate Conception Church	id=g:6338714
Mount Ararat Metropolitan Baptist Church	id=g:6338715
Jewish Center of Violet Park	id=g:6338716
Saint Marys Star of the Sea Roman Catholic Church	id=g:6338717
Saint Stephen AME Church	id=g:6338718
Saint Philip and Saint James Church	id=g:6338719
Trinity Methodist Episcopal Church	id=g:6338720
Baker Street Church of God in Christ	id=g:6338721
Mount Calvary Baptist Church	id=g:6338722
Castle Hill Jewish Center	id=g:6338723
Church of Saint Helena	id=g:6338724
Church of the Holy Family	id=g:6338725
Church of the Revelation	id=g:6338726
Convent of the Sacred Heart	id=g:6338727
Fifteenth Church of Christ Scientist	id=g:6338728
First Presbyterian Church	id=g:6338729
Jewish Center of Unionport	id=g:6338730
New Apostolic Church	id=g:6338731
Olmstead Presbyterian Church	id=g:6338732
Parkchester Baptist Church	id=g:6338733
Saint Andrew's Episcopal Church	id=g:6338734
Saint Francis Xavier Church	id=g:6338735
Saint Francis Xavier Convent	id=g:6338736
Saint John Vianney Roman Catholic Church	id=g:6338737
Saint Paul's Evangelical Lutheran Church	id=g:6338738
Saint Paul's Lutheran Church	id=g:6338739
Saint Raymonds Convent	id=g:6338740
Saint Raymond's Roman Catholic Church	id=g:6338741
Santa Maria Roman Catholic Church	id=g:6338742
Temple Emanuel	id=g:6338743
Trinity Lutheran Church	id=g:6338744
Westchester Methodist Church	id=g:6338745
Williamsbridge Reformed Church	id=g:6338746
Bronx Lutheran Church	id=g:6338747
Calvary Lutheran Church	id=g:6338748
Church of Saint Dominic	id=g:6338749
Italian Christian Church	id=g:6338750
Jewish Center of Williamsbridge	id=g:6338751
Our Lady of Solace Roman Catholic Church	id=g:6338752
Church of the Good Shepherd	id=g:6338753
Bronx Bethany Church of the Nazarene	id=g:6338754
Butler Memorial Methodist Church	id=g:6338755
Nativity of Our Blessed Lady Church	id=g:6338756
Trinity Baptist Church	id=g:6338757
Wakefield Grace United Methodist Church	id=g:6338758
Assembly Christian Church	id=g:6338759
Christian and Missionary Church	id=g:6338760
Evangelical Pentecostal Church	id=g:6338761
Green Pastures Baptist Church	id=g:6338762
Harvest Fields Community Church	id=g:6338763
Loyal Baptist Church	id=g:6338764
Mount Zion Christian Methodist Episcopal Church	id=g:6338765
Rock of Salvation Christian Church	id=g:6338766
Spanish Intervale Seventh Day Adventist Church	id=g:6338767
Caldwell African Methodist Episcopal Zion Church	id=g:6338768
Bronx Bethel African Methodist Episcopal Church (historical)	id=g:6338769
Home Street Presbyterian Church	id=g:6338770
Hunts Point Presbyterian Church	id=g:6338771
Hunts Point Synagogue	id=g:6338772
Mount Carmel Baptist Church	id=g:6338773
Russell Christian Methodist Episcopal Church	id=g:6338774
Saint Athanasius Roman Catholic Church	id=g:6338775
Saint John Chrysostom Roman Catholic Church	id=g:6338776
Saint Margarets Episcopal Church	id=g:6338777
Solomon Temple Baptist Church	id=g:6338778
Thessalonia Baptist Church	id=g:6338779
Blessed Sacrament Roman Catholic Church	id=g:6338780
Chapel of the Atonement	id=g:6338781
Hebrew Center of the East Bronx	id=g:6338782
Saint Andrews Protestant Episcopal Church	id=g:6338783
Saint Joan of Arc Roman Catholic Church	id=g:6338784
Sound View Presbyterian Church	id=g:6338785
Church of the Immaculate Conception	id=g:6338786
City Island Temple	id=g:6338787
Eastchester Community Presbyterian Church	id=g:6338788
Mount Tabor Missionary Baptist Church	id=g:6338789
Holy Rosary Roman Catholic Church	id=g:6338790
United Pentecostal Church	id=g:6338791
First Baptist Church of Fruitland Park	id=g:6338792
Faith Outreach Central Word Church	id=g:6338793
Whitney Baptist Church	id=g:6338794
Grace Bible Baptist Church	id=g:6338795
Covenant Life Church of God	id=g:6338796
Kingdom Hall of Jehovah's Witnesses	id=g:6338797
Trinity Assembly of God	id=g:6338798
Leesburg Church of the Nazarene	id=g:6338799
Leesburg Christian Center	id=g:6338800
Leesburg Church of God in Christ	id=g:6338801
Faith Memorial Church of God	id=g:6338802
Christian Worship Center	id=g:6338803
Saint John Baptist Church	id=g:6338804
South Leesburg Church of God	id=g:6338805
The Father's Home Christian Center	id=g:6338806
Seventh Day Adventist Church	id=g:6338807
First Presbyterian Church	id=g:6338808
Main Street Baptist Church	id=g:6338809
First Christian Church	id=g:6338810
Christian Alliance Missionary Church	id=g:6338811
First Baptist Church	id=g:6338812
First Church of Christ Scientist	id=g:6338813
Saint James Episcopal Church	id=g:6338814
Morrison United Methodist Church	id=g:6338815
Christ United Methodist Church	id=g:6338816
Church of Christ	id=g:6338817
Faith Community Church	id=g:6338818
Bethany Lutheran Church	id=g:6338819
City Church	id=g:6338820
Macedonia Church of the Living God	id=g:6338822
Christian Sanctuary of Praise and Worship Center	id=g:6338823
Church of Christ	id=g:6338824
Citadel of Hope Church of God	id=g:6338825
Gloria Dei Lutheran Church	id=g:6338826
Faith Chapel Ministries	id=g:6338827
Fort Douglas Baptist Church	id=g:6338828
Coventry Episcopal Church	id=g:6338829
Saint Margarets Roman Catholic Church	id=g:6338830
Saint Patrick's Convent	id=g:6338831
Bedford Park Congregational Church	id=g:6338832
Bedford Park Presbyterian Church	id=g:6338833
Beth Shraga Institute Synagogue	id=g:6338834
Bethlehem Congregational Church	id=g:6338835
Christ Lutheran Church	id=g:6338836
Seelye Cemetery	id=g:6338837
Church of Our Lady of Mercy	id=g:6338838
Church of Our Saviour	id=g:6338839
Church of Saint Nicholas of Tolentine	id=g:6338840
Convent of Saint Joseph	id=g:6338841
Creston Avenue Baptist Church	id=g:6338842
Eleventh Church of Christ Scientist	id=g:6338843
Episcopal Church of the Holy Nativity	id=g:6338844
Fordham Lutheran Church	id=g:6338845
Fordham Methodist Church	id=g:6338846
Grace Lutheran Church	id=g:6338847
Italian Baptist Church	id=g:6338848
Italian Christian Church	id=g:6338849
Lutheran Church of the Epiphany	id=g:6338850
Mennonite House of Friendship	id=g:6338851
Nathan Straus Jewish Center	id=g:6338852
Our Lady of Refuge Roman Catholic Church	id=g:6338853
Saint Ann's Convent	id=g:6338854
Saint Brendan's Roman Catholic Church	id=g:6338855
Saint James Episcopal Church	id=g:6338856
Saint Luke's Methodist Church	id=g:6338857
Saint Martin of Tours Roman Catholic Church	id=g:6338858
Saint Philip Neri Roman Catholic Church	id=g:6338859
Saint Stephens Episcopal Church	id=g:6338860
Temple Tiffereth Israel	id=g:6338861
Ukrainian Church of the Resurrection	id=g:6338862
Woodlawn Heights Presbyterian Church	id=g:6338863
Church of God of Prophecy	id=g:6338864
Saint Mark Evangelistic Lutheran Church	id=g:6338865
First Baptist Church of Okahumpka	id=g:6338866
South 14 th Street Church of Christ	id=g:6338867
Community United Methodist Church	id=g:6338868
Trinity Lutheran Church	id=g:6338869
North Immanuel Church	id=g:6338870
Unitarian Church of Underwood	id=g:6338871
Messiah Lutheran Church	id=g:6338872
Sverdrup Lutheran Church	id=g:6338873
Basswood Seventh Day Adventist Church	id=g:6338874
Vining Lutheran Church	id=g:6338875
Grace Lutheran Church	id=g:6338876
Tonseth Lutheran Church	id=g:6338877
Saint John Lutheran Church	id=g:6338878
Saint Elizabeth's Catholic Church	id=g:6338879
Augustana Lutheran Church	id=g:6338880
United Methodist Church	id=g:6338881
Sacred Heart Church	id=g:6338882
Saint John's Lutheran Church	id=g:6338883
United Methodist Church	id=g:6338884
Trinity Lutheran Church	id=g:6338885
Zion-Sarpsborg Free Lutheran Church	id=g:6338886
Our Saviour's Lutheran Church	id=g:6338887
Dalton Free Lutheran Church	id=g:6338888
Reorganized Church of Jesus Christ of Latter Day Saints	id=g:6338889
Saint John's Catholic Church	id=g:6338890
Battle Lake Alliance Church	id=g:6338891
Trefoldighed Lutheran Church	id=g:6338892
Our Lady of the Lake Catholic Church	id=g:6338893
Clitherall Seventh Day Adventist Church	id=g:6338894
Zion Lutheran Church	id=g:6338895
Christ Episcopal Church	id=g:6338896
Church of the Mediator	id=g:6338897
Conservative Synagogue of Riverdale	id=g:6338898
Fordham Manor Reformed Church	id=g:6338899
Kingsbridge Evangelical Lutheran Church	id=g:6338900
Monastery of the Visitation	id=g:6338901
Our Lady of the Angels Roman Catholic Church	id=g:6338902
Riverdale Jewish Center	id=g:6338903
Riverdale Presbyterian Church	id=g:6338904
Riverdale Temple	id=g:6338905
Roman Catholic Church of Saint John	id=g:6338906
Saint Johns Convent	id=g:6338907
United Methodist Church	id=g:6338908
Saint John's Lutheran Church	id=g:6338909
United Methodist Church	id=g:6338910
Saint Williams Catholic Church	id=g:6338911
Immanuel Lutheran Church	id=g:6338912
First Evangelical Lutheran Church	id=g:6338913
First Baptist Church	id=g:6338914
Sacred Heart Catholic Church	id=g:6338915
Zion United Church of Christ	id=g:6338916
Saint Peter's Luteran Church	id=g:6338917
Trinity Lutheran Church	id=g:6338918
First Congregational United Church	id=g:6338919
Assembly of God Church	id=g:6338920
United Methodist Church	id=g:6338921
Saint John's Lutheran Church	id=g:6338922
First Baptist Church	id=g:6338923
Grace Lutheran Church	id=g:6338924
Saint Edward's Catholic Church	id=g:6338925
Saint Paul's Lutheran Church	id=g:6338926
Good Shepherd Lutheran Church	id=g:6338927
United Methodist Church	id=g:6338928
Faith Lutheran Church	id=g:6338929
Calvary Evangelical Free Church	id=g:6338930
Assembly of God Church	id=g:6338931
First Congregational Church	id=g:6338932
Saint Leonard Catholic Church	id=g:6338933
Trinity Lutheran Church	id=g:6338934
Zoar Lutheran Church	id=g:6338935
Lutsen Lutheran Church	id=g:6338936
Kingdom Hall of Jehovah's Witnesses	id=g:6338937
Saint John's Church	id=g:6338938
Evangelical Free Church	id=g:6338939
First Congregational Church	id=g:6338940
First Baptist Church	id=g:6338941
Bethlehem Lutheran Church	id=g:6338942
Unitarian Universalist Church	id=g:6338943
Holy Trinity Church	id=g:6338944
Kingdom Hall of Jehovahs Witnesses	id=g:6338945
Messiah Swedish Lutheran Church	id=g:6338946
Mount Cella Baptist Church	id=g:6338947
Mount Eden Center Synagogue	id=g:6338948
Mount Gilead Baptist Church	id=g:6338949
Roman Catholic Church of Saint Thomas Aquinas	id=g:6338950
Saint Edmunds Episcopal Church	id=g:6338951
Saint Francis of Assisi Roman Catholic Church	id=g:6338952
Saint Joseph's Roman Catholic Church	id=g:6338953
Saint Margaret's Church	id=g:6338954
Saint Margaret Mary Roman Catholic Church	id=g:6338955
Saint Pauls Lutheran Church	id=g:6338956
Saint Simon Convent	id=g:6338957
Seventh Day Adventist Church	id=g:6338958
Sixth Church of Christ Scientist	id=g:6338959
Temple Zion	id=g:6338960
Templo Cristiano El Faro	id=g:6338961
Third Reformed Presbyterian Church	id=g:6338962
Tremont Baptist Church	id=g:6338963
Tremont Presbyterian Church	id=g:6338964
Trinity Gospel Church	id=g:6338965
University Heights Presbyterian Church	id=g:6338966
Pilgrim Congregational Church	id=g:6338967
Saint Stephens Evangelical Lutheran Church	id=g:6338968
Trinity Swedish Lutheran Church	id=g:6338969
Nidaros Lutheran Church	id=g:6338970
Swedish Lutheran Church	id=g:6338971
Saint Elizabeth's Catholic Church	id=g:6338972
Saint Henry's Catholic Church	id=g:6338973
Church of Christ	id=g:6338974
Perham Community Church	id=g:6338975
Saint Stanislaus Church	id=g:6338976
United Methodist Church	id=g:6338977
Calvary Lutheran Church	id=g:6338978
Assembly of God Church	id=g:6338979
Saint Paul's Lutheran Church	id=g:6338980
Bible Baptist Church	id=g:6338981
Loon Lake Lutheran Church	id=g:6338982
Lakes Area Word Fellowship	id=g:6338983
Saint Luke's Episcopal Church	id=g:6338984
Saint George's Episcopal Church	id=g:6338985
Restoration Church of God	id=g:6338986
Saint Peter's Evangelical Lutheran Church	id=g:6338987
Saint Valentine's Roman Catholic Church	id=g:6338988
Morrisania Community Church	id=g:6338989
Mount Hermon Baptist Church	id=g:6338990
Roman Catholic Church of Christ the King	id=g:6338991
Sacred Heart Roman Catholic Church	id=g:6338992
Saint Augustine's Roman Catholic Church	id=g:6338993
Saint Johns Evangelical Lutheran Church	id=g:6338994
Saint Paul's Episcopal Church	id=g:6338995
Second Disciples of Christ Church	id=g:6338996
Union Reformed Church	id=g:6338997
Christ Church	id=g:6338998
Church of the Comforters	id=g:6338999
Elton Avenue Methodist Church	id=g:6339000
Epworth Methodist Church	id=g:6339001
Grace Gospel Church	id=g:6339002
Melrose Reformed Church	id=g:6339003
Pilgrim Evangelical Lutheran Church	id=g:6339004
Saint Angela Merici Roman Catholic Church	id=g:6339005
Saint Anthony Roman Catholic Church	id=g:6339006
Saint Augustine Presbyterian Church	id=g:6339007
Saint David's Episcopal Church	id=g:6339008
Sharon Baptist Church	id=g:6339009
Spanish Lutheran Church	id=g:6339010
Woodycrest Methodist Episcopal Church	id=g:6339011
Young Israel of the Concourse Synagogue	id=g:6339012
Church of Saint Simon	id=g:6339013
Community Full Gospel Church	id=g:6339014
Congregation Gates of Mercy	id=g:6339015
Emmanuel Swedish Evangelical Church	id=g:6339016
Featherbed Lane Presbyterian Church	id=g:6339017
Fellowship Chapel	id=g:6339018
Garden of Prayer Cathedral	id=g:6339019
Grace Episcopal Church	id=g:6339020
Holy Spirit Roman Catholic Church	id=g:6339021
Saint John Episcopal Church	id=g:6339022
Saint Pauls Lutheran Church	id=g:6339023
Stony Point Presbyterian Church	id=g:6339024
Trinity United Methodist Church	id=g:6339025
Saint Anthony's Church	id=g:6339026
Pearl River United Methodist Church	id=g:6339027
Seventh Day Adventist Church	id=g:6339028
Saint Paul's Episcopal Church	id=g:6339029
Virgin Mary and Saint Pakhomious Church	id=g:6339030
Church of the Holy Innocents	id=g:6339031
Church of the Good Shepherd	id=g:6339032
Old Southeast Church	id=g:6339033
Brewster Presbyterian Church	id=g:6339034
Saint Andrew's Episcopal Church	id=g:6339035
Saint Lawrence O'Toole Church	id=g:6339036
Mount Carmel Baptist Church	id=g:6339037
Saint James the Apostle Church	id=g:6339038
Saint John the Evangelist Church	id=g:6339039
Saint Joseph's Church	id=g:6339040
Saint James Chapel	id=g:6339041
Kingdom Hall of Jehovahs Witnesses	id=g:6339042
Hopewell Baptist Church	id=g:6339043
Paradise United Methodist Church	id=g:6339044
Micanopy Christian Fellowship	id=g:6339045
Mount Bethel Missionary Baptist Church	id=g:6339046
First Baptist Church of Micanopy	id=g:6339047
Calvary Chapel	id=g:6339048
Greater New Salem Missionary Baptist Church	id=g:6339049
