Sperry's Restaurant	id=g:7288749
Saint Johns Mobile Home Village	id=g:7308276
Gateway North Elementary School	id=g:7308277
Emerald at Maple Creek Golf Course	id=g:7308278
Riley Elementary School	id=g:7308279
Saint Peter Lutheran Church	id=g:7308280
Duplain Church of Christ	id=g:7308281
Eureka Christian Church	id=g:7308282
Most Holy Trinity Church	id=g:7308283
Most Holy Trinity School	id=g:7308284
Saint Paul Catholic Church	id=g:7308285
Fowler Post Office	id=g:7308286
Fowler Station (historical)	id=g:7308287
Fowler High School	id=g:7308288
Bath High School	id=g:7308289
Bath Elementary School	id=g:7308290
Bath Middle School	id=g:7308291
Psalm Ninety-One Church	id=g:7308292
Bath United Methodist Church	id=g:7308293
Aubel Bickle Park	id=g:7308294
Daniel G Rupp Memorial Park	id=g:7308295
Pilgrim United Methodist Church	id=g:7308296
Elizabeth Polly Park	id=g:7308297
8th and Vine	id=g:7308298
Airport Park	id=g:7308299
Dusty Glassman Ballfields	id=g:7308300
Hays Aquatic Park	id=g:7308301
Hickock Park	id=g:7308302
Kiwanis Park	id=g:7308303
Larks Park	id=g:7308304
Massey Park	id=g:7308305
Municipal Park	id=g:7308306
Rolling Hills Disc Golf Course	id=g:7308307
Seven Hills Park	id=g:7308308
Speier Ballpark	id=g:7308309
Union Pacific Park	id=g:7308310
Whisnant Park	id=g:7308311
Frank Stramel Baseball Fields	id=g:7308312
Apalachee Prior Cemetery	id=g:7308313
Big Valley Church of God	id=g:7308314
First Church of God	id=g:7308315
Church of Jesus Christ of Latter Day Saints	id=g:7308316
Seventh-Day Adventist Church	id=g:7308317
Saint Johns Lutheran Church	id=g:7308318
First Baptist Church	id=g:7308319
Free Methodist Church	id=g:7308320
First Baptist Church Swegles	id=g:7308321
First United Methodist Church	id=g:7308322
Community Christian Church	id=g:7308323
Saint John's Episcopal Church	id=g:7308324
Saint Paul Holiness Church	id=g:7308325
Thompson Street Tabernacle of Praise	id=g:7308326
Reorganized Church of Jesus Christ of Latter Day Saints	id=g:7308327
First Congregational Church	id=g:7308328
Mount Hope Saint Johns Family Church	id=g:7308329
First Pentecostal Church of God	id=g:7308330
Church of the Nazarene	id=g:7308331
Jehovah's Witnesses	id=g:7308332
Price United Methodist Church	id=g:7308333
Saint Joseph School	id=g:7308334
Saint Joseph Catholic Church	id=g:7308335
Twin Oaks Golf Course	id=g:7308336
Saint Johns Fire Department	id=g:7308337
South Point Mall	id=g:7308338
Saint Johns Middle School	id=g:7308339
Saint Johns High School	id=g:7308340
Clinton Memorial Hospital	id=g:7308341
Saint Johns Family Health Center	id=g:7308342
Oakview South Elementary School	id=g:7308343
Clinton County Greenhaven Home	id=g:7308344
Clinton County Medical Center	id=g:7308345
Powhatan Jail (historical)	id=g:7308346
Powhatan Courthouse (historical)	id=g:7308347
Powhatan Historic State Park	id=g:7308348
Mau Mau Island	id=g:7308349
Barrows Grove Cemetery	id=g:7308350
Chestnut Grove Cemetery	id=g:7308351
Chipper Jones Family Little League Complex	id=g:7308352
Meadows of Saint Johns Mobile Home Park	id=g:7308353
Bath Baptist Church	id=g:7308354
Park Lake Mobile Home Court	id=g:7308355
Hawk Hollow Golf Course	id=g:7308356
Chardell Golf Course	id=g:7308357
Bath Post Office	id=g:7308358
Bath Station (historical)	id=g:7308359
Eagle Station (historical)	id=g:7308360
Eagle Post Office	id=g:7308361
Eagle Wesley Chapel	id=g:7308362
Eagle Foursquare Gospel Church	id=g:7308363
Eagle United Methodist Church	id=g:7308364
Wacousta Community United Methodist Church	id=g:7308365
Westphalia Post Office	id=g:7308366
Westphalia Fire Department	id=g:7308367
Saint Mary's Catholic Church	id=g:7308368
Saint Mary's School	id=g:7308369
Ovid Station (historical)	id=g:7308370
Ovid Post Office	id=g:7308371
Ovid Public Library	id=g:7308372
Ovid Main Street Clinic	id=g:7308373
Ovid Police Department	id=g:7308374
First Baptist Church of God	id=g:7308375
United Church of Ovid	id=g:7308376
Church of the Living Word	id=g:7308377
Maple Rapids Village Fire Department	id=g:7308378
Maple Rapids Post Office	id=g:7308379
Maple Rapids Library	id=g:7308380
Hope Bible Baptist Church	id=g:7308381
Congregational Christian Church	id=g:7308382
Elsie Station	id=g:7308383
Fenmore Baptist Church	id=g:7308384
United Methodist Church	id=g:7308385
Elsie Public Library	id=g:7308386
Elsie Post Office	id=g:7308387
Elsie Village Hall	id=g:7308388
Elsie Family Health Care Center	id=g:7308389
EE Knight Elementary School	id=g:7308390
Eureka Christian School	id=g:7308391
Eureka Post Office	id=g:7308392
Padgett Park	id=g:7308393
Orla McGuire Park	id=g:7308394
Mount Hope Church-DeWitt	id=g:7308395
Saint Jude Catholic Church	id=g:7308396
Northpoint Community Church	id=g:7308397
Hope Lutheran Church	id=g:7308398
DeWitt Christian Church	id=g:7308399
United Methodist Church	id=g:7308400
Christ United Church	id=g:7308401
DeWitt United Brethren in Christ Church	id=g:7308402
Clinton County Courthouse	id=g:7308403
Church of God	id=g:7308404
First Baptist Church	id=g:7308405
Sanctuary Gate Church	id=g:7308406
Heritage Baptist Church	id=g:7308407
Redeemer United Methodist Church	id=g:7308408
Mount Zion Church	id=g:7308409
DeWitt Post Office	id=g:7308410
Ingham Community Medical Center	id=g:7308411
Delta Medical Center	id=g:7308412
DeWitt Family Practice	id=g:7308413
DeWitt Public Library	id=g:7308414
DeWitt Fire Department	id=g:7308415
DeWitt Police Department	id=g:7308416
South Riley Church	id=g:7308417
DeWitt Junior High School	id=g:7308418
Herbison Woods School	id=g:7308419
Schavey Road Elementary School	id=g:7308420
Prairie Creek Golf Course	id=g:7308421
Highland Hills Golf Club	id=g:7308422
Shepardsville United Methodist Church	id=g:7308423
Shephardsville Station (historical)	id=g:7308424
Ingersoll Station (historical)	id=g:7308425
Wacousta Post Office (historical)	id=g:7308426
Life Gate Church	id=g:7308427
Union Home Post Office (historical)	id=g:7308428
South Riley Post Office (historical)	id=g:7308429
Shepardsville Post Office (historical)	id=g:7308430
River Bend Post Office (historical)	id=g:7308431
Riley Post Office (historical)	id=g:7308432
Price Post Office (historical)	id=g:7308433
Oral Post Office (historical)	id=g:7308434
North Eagle Post Office (historical)	id=g:7308435
Lyon's Mill Post Office (historical)	id=g:7308436
Jessie Post Office (historical)	id=g:7308437
Ingersoll Post Office (historical)	id=g:7308438
Gunnisonville Post Office (historical)	id=g:7308439
Victor Post Office (historical)	id=g:7308440
Geary Post Office (historical)	id=g:7308441
Essex Post Office (historical)	id=g:7308442
Duplain Post Office (historical)	id=g:7308443
Olive Post Office (historical)	id=g:7308444
Corkin Post Office (historical)	id=g:7308445
Bengal Post Office (historical)	id=g:7308446
Interchange 86	id=g:7308447
Interchange 90	id=g:7308448
Interchange 84	id=g:7308449
Frink Cemetery	id=g:7308450
Gunnisonville Cemetery	id=g:7308451
Maple Grove Cemetery	id=g:7308452
Maple Rapids Village Cemetery	id=g:7308453
Richmond Cemetery	id=g:7308454
Saint Peter's Lutheran Cemetery	id=g:7308455
Wacousta Cemetery	id=g:7308456
DeWitt Cemetery	id=g:7308457
Elsie Village Cemetery	id=g:7308458
South Bingham Cemetery	id=g:7308459
Maple River Campground	id=g:7308460
Skunk Hollow	id=g:7308461
Blue Mound Cemetery	id=g:7308462
Pleasant Hill Church (historical)	id=g:7308463
Christ Community Church	id=g:7308464
Volusia County School Administration Complex	id=g:7308465
Saint Barnabas Episcopal School.	id=g:7308466
DeLand Middle School	id=g:7308467
Church of Jesus Christ of Latter Day Saints	id=g:7308468
Bonner Elementary School	id=g:7308469
Pope John Paul II Catholic Church	id=g:7308470
Crossroads Christian Fellowship Church	id=g:7308471
Bigfork Community Cemetery	id=g:7308472
Bravo Christian Reformed Church	id=g:7308473
Lake Shore Interfaith Community Church	id=g:7308474
Ganges United Methodist Church	id=g:7308475
Glenn Post Office	id=g:7308476
Glenn United Methodist Church	id=g:7308477
Glenn School	id=g:7308478
Hamilton Station	id=g:7308479
Haven Reformed Church	id=g:7308480
Harvest Christian Fellowship	id=g:7308481
Hamilton Reformed Church	id=g:7308482
Hamilton Medical Center	id=g:7308483
Hamilton Christian Reformed Church	id=g:7308484
Glenn Shores Golf Club	id=g:7308485
Weathervane Mall	id=g:7308486
Flat Rock Cemetery	id=g:7308487
Greater Moses Baptist Cemetery	id=g:7308488
Gresham Grove Baptist Church Cemetery	id=g:7308489
Bethlehem Baptist Church Cemetery	id=g:7308490
Indian Creek Church Cemetery	id=g:7308491
Low Mosley Chapel Baptist Church Cemetery	id=g:7308492
Macedonia Baptist Church Cemetery	id=g:7308493
Mars Hill Church Cemetery	id=g:7308494
Morgan County Church of Christ Cemetery	id=g:7308495
Mount Perry Missionary Baptist Church Cemetery	id=g:7308496
Mount Zion Baptist Church Cemetery	id=g:7308497
Euwanee Park	id=g:7308498
Wayland City Hall	id=g:7308499
Wayland Post Office	id=g:7308500
Henika District Library	id=g:7308501
Harvest Assembly of God Church	id=g:7308502
Voice of Hope Church	id=g:7308503
Mount Vernon Baptist Church Cemetery	id=g:7308504
Wayland Christian Reformed Church	id=g:7308505
Wayland Free Methodist Church	id=g:7308506
First Baptist Church	id=g:7308507
Hunters Glen Mobile Home Park	id=g:7308508
Northbrook Mobile Home Estates	id=g:7308509
Saint Therese Church	id=g:7308510
Calvary Church of Wayland	id=g:7308511
Wayland United Methodist Church	id=g:7308512
United Church of Wayland	id=g:7308513
Saint Therese School	id=g:7308514
New Enon Baptist Church Cemetery	id=g:7308515
Windsor Woods Village Mobile Home Park	id=g:7308516
Wayland Station	id=g:7308517
Wayland Mini Park	id=g:7308518
North Park	id=g:7308519
Wayland Commons City Park	id=g:7308520
Wayland Middle School	id=g:7308521
Wayland High School	id=g:7308522
Pine Street Elementary School	id=g:7308523
Pullman Library	id=g:7308524
Pullman Post Office	id=g:7308525
Pullman Elementary School	id=g:7308526
Bysterveld County Park	id=g:7308527
Pullman Station	id=g:7308528
Plainview Baptist Church Cemetery	id=g:7308529
Pleasant Grove Church Cemetery	id=g:7308530
Smyrna Baptist Church Cemetery	id=g:7308531
Springfield Baptist Church Cemetery	id=g:7308532
Union Springs Baptist Church Cemetery	id=g:7308533
Wallace Grove Baptist Church Cemetery	id=g:7308534
Big Run Cemetery	id=g:7308535
Hodam Creek Cemetery	id=g:7308536
Holly River Church Cemetery	id=g:7308537
Point Mountain Cemetery	id=g:7308538
Sweet Home Baptist Church	id=g:7308539
Meadowdale Wesleyan Cemetery	id=g:7308540
Braxton County Cemetery	id=g:7308541
Hall Cemetery	id=g:7308542
Harris Cemetery	id=g:7308543
Highwood Cemetery	id=g:7308544
King Cemetery	id=g:7308545
Waggoner Cemetery	id=g:7308546
Mullins Cemetery	id=g:7308547
Rider Cemetery	id=g:7308548
Westlake Cemetery	id=g:7308549
Sand Fork Cemetery	id=g:7308550
Richardson Cemetery	id=g:7308551
Carney Cemetery	id=g:7308552
Juniper Ditch	id=g:7308553
Given Cemetery	id=g:7308554
Siniaville Cemetery	id=g:7308555
Floral Hills Cemetery	id=g:7308556
Old New Hope Cemetery	id=g:7308557
Reamer Hill Cemetery	id=g:7308558
Sanson Cemetery	id=g:7308559
Trace Fork Cemetery	id=g:7308560
Calcutta Cemetery	id=g:7308561
Giles-Stern Cemetery	id=g:7308562
Workman Creek Cemetery	id=g:7308563
Good Hope Cemetery	id=g:7308564
Helmic Cemetery	id=g:7308565
Jarvis Cemetery	id=g:7308566
Tariff Cemetery	id=g:7308567
Morrison Cemetery	id=g:7308568
Woods Cemetery	id=g:7308569
Van Dam Family Cemetery	id=g:7308570
Valley Township Cemetery	id=g:7308571
Trowbridge Methodist Cemetery	id=g:7308572
Saint Mary's Catholic Church of New Salem Cemetery	id=g:7308573
Saint Joseph's Catholic Cemetery	id=g:7308574
Pine Creek Cemetery	id=g:7308575
Saints Cemetery	id=g:7308576
Hill Cemetery	id=g:7308577
Gun Plains Township Cemetery	id=g:7308578
Memorial Cemetery	id=g:7308579
Junction Cemetery	id=g:7308580
Dowd Cemetery	id=g:7308581
Riverside Cemetery	id=g:7308582
Douglas Annex Cemetery	id=g:7308583
Douglas Cemetery	id=g:7308584
North Dorr Cemetery	id=g:7308585
Dorr Cemetery	id=g:7308586
Bentheim Cemetery	id=g:7308587
Allegan County Poor Farm Cemetery	id=g:7308588
Saint Stanislaus' Catholic Cemetery	id=g:7308589
Saint Paul's Evangelical Lutheran Cemetery	id=g:7308590
Saints Cyril and Methodius' Catholic Cemetery	id=g:7308591
Lindsley Cemetery	id=g:7308592
Sacred Heart Catholic Cemetery	id=g:7308593
Selkirk Cemetery	id=g:7308594
Interchange 68	id=g:7308595
Interchange 64	id=g:7308596
Interchange 61	id=g:7308597
Colts Neck Reformed Church	id=g:7308598
Interchange 59	id=g:7308599
Interchange 55	id=g:7308600
Interchange 49	id=g:7308601
Interchange 50	id=g:7308602
Interchange 44	id=g:7308603
Interchange 41	id=g:7308604
Interchange 36	id=g:7308605
Interchange 34	id=g:7308606
Interchange 30	id=g:7308607
Interchange 22	id=g:7308608
Interchange 26	id=g:7308609
Allegan County Courthouse	id=g:7308610
Gibson Christian Reformed Church	id=g:7308611
Central Wesleyan Church	id=g:7308612
Park Christian Reformed Church	id=g:7308613
Maranatha Christian Reformed Church	id=g:7308614
Lakeshore House of Prayer	id=g:7308615
Maplewood Reformed Church	id=g:7308616
Zion Chapel	id=g:7308617
Lao Christian Reformed Church	id=g:7308618
Country Acres Mobile Home Park	id=g:7308619
Rolling Meadows Golf Course	id=g:7308620
Holland Christian Middle School	id=g:7308621
Holland Christian High School	id=g:7308622
Pine Ridge Christian Elementary School	id=g:7308623
Wolters Woods Park	id=g:7308624
Thirty-Second Street Sports Complex	id=g:7308625
Pullman Bible Church	id=g:7308626
New Richmond Post Office	id=g:7308627
Lake Alan Henry	id=g:7308628
Allegan Library	id=g:7308629
Griswold Memorial Auditorium	id=g:7308630
Allegan Post Office	id=g:7308631
Old Jail Museum	id=g:7308632
Allegan County Sheriff Department	id=g:7308633
New Hope Baptist Church of Allegan	id=g:7308634
Kingdom Hall of Jehovah's Witnesses	id=g:7308635
Christ Community Church	id=g:7308636
River Church	id=g:7308637
Faith Baptist Church	id=g:7308638
Emmaus Road Bible Church	id=g:7308639
Allegan Police Department	id=g:7308640
Allegan Fire Department	id=g:7308641
Chicora Country Chapel	id=g:7308642
Allegan Medical Clinic	id=g:7308643
Allegan Mobile Estates	id=g:7308644
Dumont Lake Campground	id=g:7308645
Homecrest Villa Mobile Home Park	id=g:7308646
Swan Lake Mobile Estates	id=g:7308647
Swan Lake Store and Campground	id=g:7308648
Chesire Hills Baptist Church	id=g:7308649
Dunningville Reformed Church	id=g:7308650
Mennonite Colony	id=g:7308651
Pine Point Campground	id=g:7308652
Sue Lange Memorial Park	id=g:7308653
Mahan Park	id=g:7308654
Riverfront Park	id=g:7308655
JayCee Park	id=g:7308656
Rossman Esplanade Park	id=g:7308657
Lynx Golf Course	id=g:7308658
Allegan General Hospital	id=g:7308659
Allegan City Hall	id=g:7308660
Yogaville	id=g:7308661
Dawson Elementary School	id=g:7308662
Allegan High School	id=g:7308663
West Ward Elementary School	id=g:7308664
Pine Trails Elementary School	id=g:7308665
Breedsville Station	id=g:7308666
Na Puu o na Elemakule	id=g:7308667
West Shore Golf Club	id=g:7308668
Douglas Elementary School	id=g:7308669
Ravines Golf Course	id=g:7308670
Crosswind Community Church	id=g:7308671
Dorr Baptist Church	id=g:7308672
Dorr Christian Reformed Church	id=g:7308673
Ephinany Lutheran Church	id=g:7308674
Saint Peter's Lutheran Church	id=g:7308675
Open Door Reformed Church	id=g:7308676
Dorr Post Office	id=g:7308677
Dorr Township Park	id=g:7308678
Maple Grove Estates Mobile Home Community	id=g:7308679
Hungry Horse Campground	id=g:7308680
Holiday Mobile Home Park	id=g:7308681
Dorr Elementary School	id=g:7308682
Dorr Fire Department	id=g:7308683
Burnips Post Office	id=g:7308684
Salem Township Fire Department	id=g:7308685
Salem Township Library	id=g:7308686
Burnips Wesleyan Church	id=g:7308687
Burnips United Methodist Church	id=g:7308688
Saint Stanislaus Church	id=g:7308689
Lake Monterey Golf Course	id=g:7308690
Bradley Post Office	id=g:7308691
Allegan Bible Church	id=g:7308692
Allegan Christian Reformed Church	id=g:7308693
Church of Jesus Christ of Latter Day Saints	id=g:7308694
Reorganized Church of Latter Day Saints	id=g:7308695
Blessed Sacrament Catholic Church	id=g:7308696
Assembly of God Church	id=g:7308697
Grace Community Church	id=g:7308698
Saint John's Evangelical Lutheran Church	id=g:7308699
First Congregational Church	id=g:7308700
United Methodist Church	id=g:7308701
Seventh-Day Adventist Church	id=g:7308702
First Presbyterian Church	id=g:7308703
Immanuel Lutheran Church	id=g:7308704
First Church of God	id=g:7308705
First Baptist Church of Allegan	id=g:7308706
Hamilton Elementary School	id=g:7308707
Diamond Springs Wesleyan Church	id=g:7308708
Diamond Springs Golf Course	id=g:7308709
Bentheim Reformed Church	id=g:7308710
Bentheim Elementary School	id=g:7308711
Saint Francis Church	id=g:7308712
Shelbyville Post Office	id=g:7308713
Shelbyville United Methodist Church	id=g:7308714
Shelbyville Station	id=g:7308715
Orchard Hills Golf Course	id=g:7308716
Hidden Valley Golf Course	id=g:7308717
First Congregational Church	id=g:7308718
Saugatuck United Methodist Church	id=g:7308719
Saugatuck Christian Reformed Church	id=g:7308720
Saugatuck Post Office	id=g:7308721
Shangrai-La Mobile Home Park	id=g:7308722
Douglas Estates Mobile Home Park	id=g:7308723
United Church of Christ	id=g:7308724
