Hārpur	id=g:7488963
Rocherath	id=g:2787945
Rochehaut	id=g:2787946
Rochehaut	id=g:2787947
Rochefort	id=g:2787948
Rochefort	id=g:2787949
Roche du Chat	id=g:2787950
Roche à l'Homme	id=g:2787951
Roche à Frêne	id=g:2787952
Roche à Bayard	id=g:2787953
Robrechtegem	id=g:2787954
Roboshoeve	id=g:2787955
Roborst	id=g:2787956
Roborst	id=g:2787957
Robiewez	id=g:2787958
Robiercy	id=g:2787959
Robichsknopp	id=g:2787960
Robesse	id=g:2787961
Robertville	id=g:2787962
Robertville	id=g:2787963
Robertsart	id=g:2787964
Bois Robert	id=g:2787965
Bois Robert	id=g:2787966
Ferme de Robersart	id=g:2787967
Robermont	id=g:2787968
Bois de Robelmont	id=g:2787969
Robelmont	id=g:2787970
Robelmont	id=g:2787971
Bois de Robechies	id=g:2787972
Robechies	id=g:2787973
Robechies	id=g:2787974
Robbroek	id=g:2787975
Robbesrode	id=g:2787976
Robbert	id=g:2787977
Bois de Robaumont	id=g:2787978
Robaartbeek	id=g:2787979
Roayn	id=g:2787980
Roanne	id=g:2787981
Ro	id=g:2787982
Ro	id=g:2787983
Bois de R'Mester	id=g:2787984
Rizoi	id=g:2787985
Riz d'Hez	id=g:2787986
Rixhalle	id=g:2787987
Bois de Rixensart	id=g:2787988
Rixensart	id=g:2787989
Rixensart	id=g:2787990
Rivierstraat	id=g:2787992
Rivierenhof	id=g:2787993
Château de Rivieren	id=g:2787994
Rivieren	id=g:2787995
Rivieren	id=g:2787996
Château de Rivière	id=g:2787997
Rivière	id=g:2787998
Rivière	id=g:2787999
Rivière	id=g:2788000
Rivierbeek	id=g:2788001
Rives	id=g:2788002
Bois de Rivers	id=g:2788003
Rivage	id=g:2788005
Rivage	id=g:2788006
Rivage	id=g:2788007
Rivage	id=g:2788008
Rivage	id=g:2788009
Risquons Tout	id=g:2788010
Risque à Tout	id=g:2788011
Riscoterie	id=g:2788012
Ripstraat	id=g:2788013
Ripain	id=g:2788014
Rioolbeek	id=g:2788015
Bois de Rinvaux	id=g:2788016
Rinkhout	id=g:2788017
Rinkbeek	id=g:2788018
Ringenhof	id=g:2788019
Ringebeek	id=g:2788020
Ringaartbeek	id=g:2788021
Rimière	id=g:2788022
Rimeir	id=g:2788023
Rimbecq	id=g:2788024
Rimanvaux	id=g:2788025
Rilroheide	id=g:2788026
Rille	id=g:2788027
Rillaar	id=g:2788028
Rillaar	id=g:2788029
Riksingen	id=g:2788030
Riksingen	id=g:2788031
Rijweg	id=g:2788032
Rijvers	id=g:2788033
Rijstraat	id=g:2788034
Rijsselhof	id=g:2788035
Rijssel	id=g:2788036
Rijsel	id=g:2788037
Rijschootbeek	id=g:2788038
Rijsbrugge	id=g:2788039
Rijsberge	id=g:2788040
Rijsberg	id=g:2788041
Rijsbeek	id=g:2788042
Rijsbeek	id=g:2788043
Rijnrodeberg	id=g:2788044
Rijnrode	id=g:2788045
Rijmenam	id=g:2788046
Rijmenam	id=g:2788047
Rijmelgem	id=g:2788048
Rijkhoven	id=g:2788049
Rijkhoven	id=g:2788050
Rijkevorsel	id=g:2788051
Rijkevorsel	id=g:2788052
Rijkestraat	id=g:2788053
Rijkenhoek	id=g:2788054
Rijkenhoek	id=g:2788055
Rijken	id=g:2788056
Rijken	id=g:2788057
Rijkelstraat	id=g:2788058
Rijkel	id=g:2788059
Rijkel	id=g:2788060
Rijke Klei	id=g:2788061
Rijkbos	id=g:2788062
Rijk	id=g:2788063
Rijger	id=g:2788064
Rijdstraat	id=g:2788065
Rijdgracht	id=g:2788066
Rijbroek	id=g:2788067
Rigenée	id=g:2788068
Rigel	id=g:2788069
Rigaudrye	id=g:2788070
Rifrafbeek	id=g:2788071
Rièzes	id=g:2788072
Rièzes	id=g:2788073
Rieudotte	id=g:2788074
Riethul	id=g:2788075
Riethofbeek	id=g:2788076
Riethofbeek	id=g:2788077
Riethof	id=g:2788078
Riethof	id=g:2788079
Rietgracht	id=g:2788080
Rietbeek	id=g:2788081
Riet	id=g:2788082
Riet	id=g:2788083
Riessonsart	id=g:2788084
Bois de Rienne	id=g:2788085
Rienne	id=g:2788086
Rienne	id=g:2788087
Riemst	id=g:2788088
Riemst	id=g:2788089
Rieme	id=g:2788090
Riek	id=g:2788091
Riede Polder	id=g:2788092
Riedekensbeek	id=g:2788093
Riebosserheide	id=g:2788094
Rideau	id=g:2788095
Riconvert	id=g:2788096
Richterichhoeve	id=g:2788097
Richtenberg	id=g:2788098
Richemont	id=g:2788099
Richelvenn	id=g:2788100
Richelle	id=g:2788101
Richelle	id=g:2788102
Richelette	id=g:2788103
Ribeke	id=g:2788105
Rianwelz	id=g:2788106
Rhosnes	id=g:2788107
Ferme du Rhône	id=g:2788108
Rhône	id=g:2788109
Mont de Rhodes	id=g:2788110
Rhisnes	id=g:2788111
La Bruyère	id=g:2788112
Rhion	id=g:2788113
Rhées	id=g:2788114
Ruisseau de Rhée	id=g:2788115
Rezinge	id=g:2788116
Revogne	id=g:2788117
Bois de Revleumont	id=g:2788118
Revise	id=g:2788119
Revioux	id=g:2788120
Rèves	id=g:2788121
Rèves	id=g:2788122
Reux	id=g:2788123
Reutenbeek	id=g:2788124
Reutelbeek	id=g:2788125
Reutel	id=g:2788126
Reuselsbos	id=g:2788127
Bois de Reumont	id=g:2788128
Reumont	id=g:2788129
Bois de Reuland	id=g:2788130
Burg-Reuland	id=g:2788131
Burg-Reuland	id=g:2788132
Rettigny	id=g:2788133
Rettigny	id=g:2788134
Retinne	id=g:2788135
Retinne	id=g:2788136
Retiesgoor	id=g:2788137
Retie	id=g:2788138
Retie	id=g:2788139
Bois des Restins	id=g:2788140
Restert	id=g:2788141
Château de Resteigne	id=g:2788142
Resteigne	id=g:2788143
Resteigne	id=g:2788144
Restaumont	id=g:2788145
Rest	id=g:2788146
Rest	id=g:2788147
Ressegem	id=g:2788148
Ressegem	id=g:2788149
Ressebeek	id=g:2788150
Ressaix	id=g:2788151
Ressaix	id=g:2788152
Respelle	id=g:2788153
Respaille	id=g:2788154
Résimont	id=g:2788155
Repstraat	id=g:2788156
Reppel	id=g:2788157
Reppel	id=g:2788158
Reppe	id=g:2788159
Reppe	id=g:2788160
Renuamont	id=g:2788161
Renowelz	id=g:2788162
Renouprez	id=g:2788163
Renoupré	id=g:2788164
Renory	id=g:2788165
Bois de Renonceau	id=g:2788166
Renochamp	id=g:2788167
Rennes	id=g:2788168
Renlies	id=g:2788169
Renlies	id=g:2788170
Renival	id=g:2788171
Renissart	id=g:2788172
Renissart	id=g:2788173
Renise	id=g:2788174
Renipont	id=g:2788175
Reningelst	id=g:2788176
Reningelst	id=g:2788177
Reninge	id=g:2788178
Lo-Reninge	id=g:2788179
Renglez	id=g:2788180
Rengissart	id=g:2788181
Rengies	id=g:2788182
Rendries	id=g:2788183
Ferme de Rendpeine	id=g:2788184
Rendeux Bas	id=g:2788185
Rendeux	id=g:2788186
Rendeux	id=g:2788187
Rendestede	id=g:2788188
Rendershoek	id=g:2788189
Rendelbeekhof	id=g:2788190
Rencheux	id=g:2788191
Renaux Fossé	id=g:2788192
Renaumont	id=g:2788193
Bois des Renards	id=g:2788194
Renardmont	id=g:2788195
Bois du Renard	id=g:2788196
Rena Fontaine	id=g:2788197
Renachenet	id=g:2788198
Bois de Remy	id=g:2788199
Remonval	id=g:2788200
Bois de Remont	id=g:2788201
Rémont	id=g:2788202
Remonshof	id=g:2788203
Remon Quesnoy	id=g:2788204
Remonfosse	id=g:2788205
Remoiville	id=g:2788206
Bois Remmont	id=g:2788207
Remistebeek	id=g:2788208
Bois de Remimont	id=g:2788209
Remience	id=g:2788210
Remicourt	id=g:2788211
Remicourt	id=g:2788212
Remichampagne	id=g:2788213
Remersdaal	id=g:2788214
Remersdaal	id=g:2788215
Remalipont	id=g:2788216
Remakshoeve	id=g:2788217
Remagne	id=g:2788218
Remagne	id=g:2788219
Relune	id=g:2788220
Relst	id=g:2788221
Religieuses	id=g:2788222
Relegemshof	id=g:2788223
Relegem	id=g:2788224
Relegem	id=g:2788225
Rekkem	id=g:2788226
Rekkem	id=g:2788227
Rekkem	id=g:2788228
Rekkelinge	id=g:2788229
Rekhoven	id=g:2788230
Rekem	id=g:2788231
Rekem	id=g:2788232
Rekegem	id=g:2788233
Reke	id=g:2788234
Reke	id=g:2788235
Rejet Mouleux	id=g:2788236
Rejet Maquet	id=g:2788237
Rejet du Sart	id=g:2788238
Rejet de Sèble	id=g:2788239
Rejet à Rhosnes	id=g:2788240
Reitje	id=g:2788241
Reit	id=g:2788242
Reiserenvroente	id=g:2788243
Reinkens Heide	id=g:2788244
Reinersberg	id=g:2788245
Reinartzhof	id=g:2788246
Reigersvliet	id=g:2788247
Reigers Vliet	id=g:2788248
Reigersvliet	id=g:2788249
Reigerlo	id=g:2788250
Reigerie	id=g:2788251
Reiger	id=g:2788252
Reidmeers	id=g:2788253
Rei	id=g:2788254
Reharmont	id=g:2788255
Rehagenbeek	id=g:2788256
Regulaar	id=g:2788257
Reguignies	id=g:2788258
Regreny Champs	id=g:2788259
Régniessart	id=g:2788260
Bois Regnier	id=g:2788261
Bois de Régnémont	id=g:2788262
Bois Regne	id=g:2788263
Regné	id=g:2788264
Régissa	id=g:2788265
Regenwortel	id=g:2788266
Regenboog	id=g:2788267
Regenboog	id=g:2788268
Regenbeek	id=g:2788269
Regelsbrugge	id=g:2788270
Regahoeve	id=g:2788271
Kasteel van Reet	id=g:2788272
Reet	id=g:2788273
Reet	id=g:2788274
Reenheide	id=g:2788275
Bois de Rée	id=g:2788276
Bois de Rée	id=g:2788277
Redu	id=g:2788278
Redu	id=g:2788279
Redingen	id=g:2788280
Redia	id=g:2788281
Recq	id=g:2788283
Recogne	id=g:2788284
Recogne	id=g:2788285
Recogne	id=g:2788286
Reckeler	id=g:2788287
Rechtstraat	id=g:2788288
Rechtstraat	id=g:2788289
Rechtstraat	id=g:2788290
Rechtestraat	id=g:2788291
Recht	id=g:2788292
Recht	id=g:2788293
Recht	id=g:2788294
Rechrival	id=g:2788295
Rechrival	id=g:2788296
Rechimont	id=g:2788297
Rechauvaux	id=g:2788298
Rebecq-Rognon	id=g:2788299
Rebecq-Rognon	id=g:2788300
Rebaix	id=g:2788301
Rebaix	id=g:2788302
Ruisseau de Rebaix	id=g:2788303
Raversijde-Bad	id=g:2788304
Raversijde	id=g:2788305
Raverschoot	id=g:2788306
Raverschoot	id=g:2788307
Ravensteinhof	id=g:2788308
Ravenstein	id=g:2788309
Ravenshout	id=g:2788310
Ravelsehoek	id=g:2788311
Ravels	id=g:2788312
Ravels	id=g:2788313
Ravelingen	id=g:2788314
Rauwelkoven	id=g:2788315
Rauw	id=g:2788316
Raumont	id=g:2788317
Rauhisse	id=g:2788318
Rauhenbusch	id=g:2788319
Raufays	id=g:2788320
Rattevalle	id=g:2788321
Rattepoelmeers	id=g:2788322
Ratten Kasteel	id=g:2788323
Rattenhoek	id=g:2788324
Rattenest	id=g:2788325
Rattendries	id=g:2788326
Rattendaal	id=g:2788327
Rattenberg	id=g:2788328
Rattenberg	id=g:2788329
Rattekot	id=g:2788330
Ratentout	id=g:2788331
Rateling	id=g:2788332
Rasteleurs	id=g:2788333
Rastadt	id=g:2788334
Rastaartven	id=g:2788335
Rasselhoek	id=g:2788336
Raspaillebos	id=g:2788337
Raspaille	id=g:2788338
Bois de Rasouster	id=g:2788339
Rasbeek	id=g:2788340
Bois du Rapois	id=g:2788341
Rapertingenbeek	id=g:2788342
Rapertingen	id=g:2788343
Rapenburg	id=g:2788344
Rapenberg	id=g:2788345
Rapenberg	id=g:2788346
Ransy	id=g:2788347
Ranst	id=g:2788348
Ranst	id=g:2788349
Ransberg	id=g:2788350
Ransberg	id=g:2788351
Ransbekehoeve	id=g:2788352
Ransart	id=g:2788353
Ransart	id=g:2788354
Bois de Ranhissart	id=g:2788355
Randoure	id=g:2788356
Randicamp	id=g:2788357
Rancimont	id=g:2788358
Rancimont	id=g:2788359
Forêt de Rance	id=g:2788360
Rance	id=g:2788361
Rance	id=g:2788362
Ramskapelleleed	id=g:2788363
Ramskapelle	id=g:2788364
Ramskapelle	id=g:2788365
Ramskapelle	id=g:2788366
Ramskapelle	id=g:2788367
Ramsel	id=g:2788368
Ramsel	id=g:2788369
Ramsdonk	id=g:2788370
Ramsdonk	id=g:2788371
Ramschouw	id=g:2788372
Ramquin	id=g:2788373
Bois de Rampemont	id=g:2788374
Rampemont	id=g:2788375
Rampe	id=g:2788376
Ramonshoek	id=g:2788377
Bois Ramon	id=g:2788378
Ramkin	id=g:2788379
Ramioulle	id=g:2788380
Ramillies-Offus	id=g:2788381
Ramillies-Offus	id=g:2788382
Ramet	id=g:2788383
Ramet	id=g:2788384
Ramerschleid Hau	id=g:2788385
Ramelot	id=g:2788386
Ramelot	id=g:2788387
Ramegnies-Chin	id=g:2788388
Ramegnies-Chin	id=g:2788389
Ramegnies	id=g:2788390
Ramegnies	id=g:2788391
Ramecroix	id=g:2788392
Rambouchy	id=g:2788393
Rakske	id=g:2788394
Rainwez	id=g:2788395
Bois de Raidit	id=g:2788396
Raidit	id=g:2788397
Rahy	id=g:2788398
Rahimont	id=g:2788399
Bois de Rahier	id=g:2788400
Rahier	id=g:2788401
Rahier	id=g:2788402
Rahet	id=g:2788403
Bois de Ragnies	id=g:2788404
Ragnies	id=g:2788405
Ragnies	id=g:2788406
Raffendonk	id=g:2788407
Rafelberg	id=g:2788408
Raerener Wald	id=g:2788409
Raeren	id=g:2788410
Raeren	id=g:2788411
Raer	id=g:2788412
Radoux	id=g:2788413
Radelange	id=g:2788414
Racour	id=g:2788415
Racour	id=g:2788416
Rachelsbeek	id=g:2788417
Rachels	id=g:2788418
Rachecourt	id=g:2788419
Rachecourt	id=g:2788420
Rachamps	id=g:2788421
Racelles	id=g:2788422
Bois de Rabumont	id=g:2788423
Rabotrath	id=g:2788424
Rabot	id=g:2788425
Rabosée	id=g:2788426
Rabosée	id=g:2788427
Rabion	id=g:2788428
Ruisseau des Rabèques	id=g:2788429
Bois Rabanet	id=g:2788430
Raasbos	id=g:2788431
Raasbeek	id=g:2788432
Raaptorf	id=g:2788433
Raamloop	id=g:2788434
Raambroekse Bossen	id=g:2788435
Raambeek	id=g:2788436
Raam	id=g:2788437
Raak	id=g:2788438
Quinten	id=g:2788440
Oeillies	id=g:2788441
Quièvremont	id=g:2788442
Quiévrain	id=g:2788444
Quiévrain	id=g:2788445
Quévy-le-Petit	id=g:2788446
Quévy-le-Grand	id=g:2788447
Quévy	id=g:2788448
Quevaucamps	id=g:2788449
Quevaucamps	id=g:2788450
Quevaucamps	id=g:2788451
Queue la Veau	id=g:2788452
Queue-du-Bois	id=g:2788453
Queue-du-Bois	id=g:2788454
Queue de Rance	id=g:2788455
Queue de l'Herzé	id=g:2788456
Quesnoy	id=g:2788457
Quesnoy	id=g:2788458
Quesnoy	id=g:2788459
Quesnoy	id=g:2788460
Quesnoy	id=g:2788461
Quesnoy	id=g:2788462
Ferme Querton	id=g:2788463
Quesnoy	id=g:2788464
Quennezi	id=g:2788465
Le Quesniau	id=g:2788466
Queneulle	id=g:2788467
Ferme de Quenestine	id=g:2788468
Quenestine	id=g:2788469
Queneau	id=g:2788470
Quenast	id=g:2788471
Quenast	id=g:2788472
Quemanne d'Atrin	id=g:2788473
Quatre Verges	id=g:2788474
Quatre Vents	id=g:2788475
Quatre Vents	id=g:2788476
Quatre Vents	id=g:2788477
Quatre Vents	id=g:2788478
Quatre Vents	id=g:2788479
Quatre Vents	id=g:2788480
Château des Quatre Sapins	id=g:2788481
Quatre Rois	id=g:2788482
Ferme des Quatre Quarts	id=g:2788483
Quatre Chins	id=g:2788484
Quatre Chemins	id=g:2788485
Quatre Chemins	id=g:2788486
LesQuatres Chemins	id=g:2788487
Quatre-Bras	id=g:2788488
Quartiers	id=g:2788489
Quartier Central	id=g:2788490
Quartier Blancpain	id=g:2788491
Quartier au Doré	id=g:2788492
Quartes	id=g:2788493
Quartes	id=g:2788494
Quaries	id=g:2788495
Fonds de Quâreux	id=g:2788496
Bois de Quareux	id=g:2788497
Quareux	id=g:2788498
Quaregnon	id=g:2788499
Quaregnon	id=g:2788500
Quarante Bonniers	id=g:2788501
Puwitte	id=g:2788502
Puvinage	id=g:2788503
Puursheide	id=g:2788504
Schans van Puurs	id=g:2788505
Puurs	id=g:2788506
Puurs	id=g:2788507
Pützhag	id=g:2788508
Putting	id=g:2788509
Putteveld	id=g:2788510
Puttestraat	id=g:2788511
Puttenloop	id=g:2788512
Puttenhove	id=g:2788513
Puttenen	id=g:2788514
Kasteel Puttenberg	id=g:2788515
Puttenberg	id=g:2788516
Puttenberg	id=g:2788517
Puttekomheide	id=g:2788518
Puttehof	id=g:2788519
Putte	id=g:2788520
Putte	id=g:2788521
Putte	id=g:2788522
Putte	id=g:2788523
Putkapel	id=g:2788524
Puthof	id=g:2788525
Putbeek	id=g:2788526
Putbeek	id=g:2788527
Pussemange	id=g:2788528
Pussemange	id=g:2788529
Purnode	id=g:2788530
Purnode	id=g:2788531
Pûmont	id=g:2788532
Pullewijde	id=g:2788533
Pulle	id=g:2788534
Pulle	id=g:2788535
Pullaarpolder	id=g:2788536
Pullaar	id=g:2788537
Pullaar	id=g:2788538
Pulderbos	id=g:2788539
Pulderbos	id=g:2788540
Puivelde	id=g:2788541
Puitsarmoede	id=g:2788542
Puithoek	id=g:2788543
Puiput	id=g:2788544
Puienbrug	id=g:2788545
Puienbrug	id=g:2788546
Puidt	id=g:2788547
Puhain	id=g:2788548
Pudjen	id=g:2788549
Puces	id=g:2788550
Puce Maigne	id=g:2788551
Puagne	id=g:2788552
Pryre	id=g:2788553
Pry	id=g:2788554
Pry	id=g:2788555
Bois de la Provision	id=g:2788556
Provinciegeleed	id=g:2788557
Provenhof	id=g:2788558
Proven	id=g:2788559
Proven	id=g:2788560
Hé de Provèdroux	id=g:2788561
Provèdroux	id=g:2788562
Prouvy	id=g:2788563
Prostdij	id=g:2788564
Prosperpolder	id=g:2788565
Prosperhoeve	id=g:2788566
Prop	id=g:2788567
Proosthoeve	id=g:2788568
Proostdijkvaart	id=g:2788569
Ferme de la Promenade	id=g:2788570
Promelles	id=g:2788571
Profonsart	id=g:2788572
Profondval	id=g:2788573
Profond Rieu	id=g:2788574
Profond Rieu	id=g:2788575
Bois de Profondeville	id=g:2788576
Profondeville	id=g:2788577
Profondeville	id=g:2788578
Privot	id=g:2788579
Printhagen	id=g:2788580
Prinsenstraat	id=g:2788581
Prinsenloop	id=g:2788582
Prinsenhof	id=g:2788583
Prinsenhof	id=g:2788584
Prinsenbos	id=g:2788585
Prinsenbos	id=g:2788586
Prinsenbos	id=g:2788587
Prinse Bos	id=g:2788588
Prinsbemden	id=g:2788589
Prindaal	id=g:2788590
Prindaal	id=g:2788591
Bois du Prince	id=g:2788592
Bois du Prince	id=g:2788593
Bois du Prince	id=g:2788594
Prijstraat	id=g:2788595
Prijshoek	id=g:2788596
Étang du Prieur	id=g:2788597
Priesteragie	id=g:2788598
Bois des Priesses	id=g:2788599
Bois del Priesse	id=g:2788600
Bois de Priesse	id=g:2788601
Priesmont	id=g:2788602
Priem	id=g:2788603
Priche	id=g:2788604
Preyat	id=g:2788605
Preuswald	id=g:2788606
Bois le Prètre	id=g:2788608
Presseux	id=g:2788609
Presseux	id=g:2788610
Ferme du Presmont	id=g:2788611
Ruisseau des Prés Mercq	id=g:2788612
Bois de Presles	id=g:2788613
Presles	id=g:2788614
Presles	id=g:2788615
Presgaux	id=g:2788616
Presgaux	id=g:2788617
Presende	id=g:2788618
Prés du Taureau	id=g:2788619
Prés à Rieux	id=g:2788620
Ruisseau des Prés	id=g:2788621
Prés	id=g:2788622
Pré Piret	id=g:2788623
Ry des Prénis	id=g:2788624
Pré Massin	id=g:2788625
Pré Martin	id=g:2788626
Prelle	id=g:2788627
Pré Lagasse	id=g:2788628
Pré Lacroix	id=g:2788629
Prekershei	id=g:2788630
Preis Berg	id=g:2788631
Préfroid	id=g:2788632
Pré Feuillet	id=g:2788633
Bois du Pré Enclos	id=g:2788634
Preel	id=g:2788635
Preekherehoeve	id=g:2788636
Prée	id=g:2788637
Pré-du-Bois	id=g:2788638
Predikherenberg	id=g:2788639
Pré des Saules	id=g:2788640
Pré des Huttes	id=g:2788641
Pré de l'Oie	id=g:2788642
Pré d'Amite	id=g:2788643
Pré Colot	id=g:2788644
Pré Carnet	id=g:2788645
Pré Brulard	id=g:2788646
Préaix	id=g:2788648
Ferme du Pré	id=g:2788649
Prayon	id=g:2788650
Pralle	id=g:2788651
Prairies de Gimbes	id=g:2788652
Prairie	id=g:2788653
La Praille	id=g:2788654
Prahy	id=g:2788655
Prage	id=g:2788656
Praatbos	id=g:2788657
Bois Pousset	id=g:2788658
Pousset	id=g:2788659
Pousset	id=g:2788660
Bois de Poursumont	id=g:2788661
Pourri	id=g:2788662
Pourrain	id=g:2788663
Poupehan	id=g:2788664
Poupehan	id=g:2788665
Poulseur	id=g:2788666
Poulseur	id=g:2788667
Poulk	id=g:2788668
Pouillon Fourneau	id=g:2788669
Bois Pouhon	id=g:2788670
Pouhon	id=g:2788671
Pouhon	id=g:2788672
Poucet	id=g:2788673
Poucet	id=g:2788674
Pou	id=g:2788675
Ferme de Pottes	id=g:2788676
Pottes	id=g:2788677
Pottes	id=g:2788678
Pottersbrug	id=g:2788679
Ferme de la Potterie	id=g:2788680
Potterie	id=g:2788681
Pottenberg	id=g:2788682
Bois de Pottelberg	id=g:2788683
Pottelberg	id=g:2788684
Pottebezemhoek	id=g:2788685
Pottebezem	id=g:2788686
Potshoeve	id=g:2788687
Potresse	id=g:2788688
Potray	id=g:2788689
Potisseau	id=g:2788690
Potijzer	id=g:2788691
Potijze	id=g:2788692
Poterijbroek	id=g:2788693
Bois des Poteries	id=g:2788694
Potegem	id=g:2788695
Poteaupré	id=g:2788696
Poteau	id=g:2788697
Poteau	id=g:2788698
Étang de la Potasserie	id=g:2788699
Potanenbos	id=g:2788700
Potaardewijk	id=g:2788701
Potaardehoeve	id=g:2788702
Potaarde	id=g:2788703
Potaardberg	id=g:2788704
Posthoornhoek	id=g:2788705
Posthoorn	id=g:2788706
Posterie	id=g:2788707
Poster Busch	id=g:2788708
Postel	id=g:2788709
Post	id=g:2788710
Portugezenhoek	id=g:2788711
Porte au Wez	id=g:2788712
Porte au Sart	id=g:2788713
Porfays	id=g:2788714
Bois de Porcheresse	id=g:2788715
Porcheresse	id=g:2788716
Porcheresse	id=g:2788717
Porcheresse	id=g:2788718
Porcheresse	id=g:2788719
Porcheresse	id=g:2788720
Poquet	id=g:2788721
Popuelles	id=g:2788722
Popuelles	id=g:2788723
Poppel	id=g:2788724
Poppel	id=g:2788725
Poperinge	id=g:2788726
Poperinge	id=g:2788727
Popendonk	id=g:2788728
Poorterij	id=g:2788729
Poorterhoek	id=g:2788730
Pont Troué	id=g:2788731
Pont Tordoir	id=g:2788732
Pontslag	id=g:2788733
Pont Saint-Vaast	id=g:2788734
Pont Rouge	id=g:2788735
Pont Paquette	id=g:2788736
Pont le Prêtre	id=g:2788737
Fort de Pontisse	id=g:2788738
Pontisse	id=g:2788739
Pontillas	id=g:2788740
Pontillas	id=g:2788741
Fernelmont	id=g:2788742
Ponthoz	id=g:2788743
Ponthoek	id=g:2788744
Ponthière	id=g:2788745
Pont Gérard	id=g:2788746
Pontenbeek	id=g:2788747
Pont du Sart	id=g:2788748
Pont du Lion Sart	id=g:2788749
Pont du Diable	id=g:2788750
Étang du Pont d'Oie	id=g:2788751
Pont-de-Loup	id=g:2788752
Pont-de-Loup	id=g:2788753
Pont de Bonne	id=g:2788754
Pont d'Eau	id=g:2788755
Pont d'Ancre	id=g:2788756
Pont aux Rieux	id=g:2788757
Pontaury	id=g:2788758
Pont à Rieu	id=g:2788759
Pont à Mousson	id=g:2788760
Pont à Migneloux	id=g:2788761
Pont-à-l'Haie	id=g:2788762
Ferme Pontaille	id=g:2788763
Pont à Chin	id=g:2788764
Pont-à-Celles	id=g:2788765
Pont-à-Celles	id=g:2788766
Pont	id=g:2788767
Ponsin	id=g:2788768
Vivier de Ponsay	id=g:2788769
Ry Ponet	id=g:2788770
Pondrôme	id=g:2788771
Pondrôme	id=g:2788772
Pondire	id=g:2788773
Poncia	id=g:2788774
Ponchau	id=g:2788775
Poncelle	id=g:2788776
Ponceau Combert	id=g:2788777
Ponceau	id=g:2788778
Le Ponçai	id=g:2788779
Ponange	id=g:2788780
Pomptje	id=g:2788781
Pompelaar	id=g:2788782
Canal Pommeroeul-Antoing	id=g:2788783
Pommeroeul	id=g:2788784
Pommeroeul	id=g:2788785
Pomfort	id=g:2788786
Polygoon van Zonnebeke	id=g:2788787
Pollinkhove	id=g:2788788
Pollinkhove	id=g:2788789
Polleur	id=g:2788790
Polleur	id=g:2788791
Pollare	id=g:2788792
Pollare	id=g:2788793
Pollaartmeers	id=g:2788794
Polkenbos	id=g:2788795
Polken	id=g:2788796
Polingsgat	id=g:2788797
Polfbroekstraat	id=g:2788798
Polenak	id=g:2788799
Polders Waterloop	id=g:2788800
Poldergoed	id=g:2788801
Polderbeek	id=g:2788802
Polanterie	id=g:2788803
Bois de Poix	id=g:2788804
Poix	id=g:2788805
Poix Saint-Hubert	id=g:2788806
Poirier	id=g:2788807
Ferme Poireau	id=g:2788808
Point du Jour	id=g:2788809
Point du Jour	id=g:2788810
Point du Jour	id=g:2788811
Point du Jour	id=g:2788812
Poijel	id=g:2788813
Poignaart	id=g:2788814
Poezelhoek	id=g:2788815
Poesthem	id=g:2788816
Poesele	id=g:2788817
Poesele	id=g:2788818
Poesel	id=g:2788819
Poermolen	id=g:2788820
Poepelboom	id=g:2788821
Poelkapelle	id=g:2788822
Poelkapelle	id=g:2788823
Poeleinde	id=g:2788824
Poeleinde	id=g:2788825
Poeldries	id=g:2788826
Poeldijk	id=g:2788827
Poelbos	id=g:2788828
Poelberg	id=g:2788829
Poel	id=g:2788830
Poel	id=g:2788831
Poel	id=g:2788832
Poel	id=g:2788833
Poekebeek	id=g:2788834
Poeke	id=g:2788835
Poeke	id=g:2788836
Poederlee	id=g:2788837
Poederlee	id=g:2788838
Poddegemhoeve	id=g:2788839
Plutsingen	id=g:2788840
Ferme Plumat	id=g:2788841
Pluizegemhoeve	id=g:2788842
Pluimennest	id=g:2788843
Plouys	id=g:2788844
Ferme du Plouy	id=g:2788845
Plompaartbeek	id=g:2788846
Plome Mochon	id=g:2788847
Plomcot	id=g:2788848
Plombières	id=g:2788849
Plokrooi	id=g:2788850
Plokhaanbeek	id=g:2788851
Ploeg Ter Hagen	id=g:2788852
Bois de Ploegsteert	id=g:2788853
Ploegsteert	id=g:2788854
Ploegsteert	id=g:2788855
Ploeg	id=g:2788856
Plinkenberg	id=g:2788857
Plijn	id=g:2788858
Pleintje	id=g:2788859
Bois de Plein Fays les Aunais	id=g:2788860
Plein de Saint-Michel	id=g:2788861
Plein de Chênes	id=g:2788862
Plein	id=g:2788863
Playé	id=g:2788864
Plat Weiers	id=g:2788865
Platteweide	id=g:2788866
Platteput	id=g:2788867
Platten Lenden Berg	id=g:2788868
Platte Heide	id=g:2788869
Platheule	id=g:2788870
Plate Pierre	id=g:2788871
Plateau	id=g:2788872
Plat Bois	id=g:2788873
Platain Bois	id=g:2788874
Plassendonk	id=g:2788875
Plassendale	id=g:2788876
Plasnete	id=g:2788877
Plas Bos	id=g:2788878
Plas	id=g:2788879
Plas	id=g:2788880
Plaquerie	id=g:2788881
Plantsoen Bos	id=g:2788882
Plantsoenbos	id=g:2788883
Plantis du Tige	id=g:2788884
Plantis de Geauvelant	id=g:2788885
Plantbos	id=g:2788886
Planson	id=g:2788887
Planquette	id=g:2788888
Planque	id=g:2788889
