Averill Station (historical)	id=g:7272487
Shishmaref Alaska Native Village Statistical Area	id=g:7276692
Shungnak Alaska Native Village Statistical Area	id=g:7276693
Sleetmute Alaska Native Village Statistical Area	id=g:7276694
Solomon Alaska Native Village Statistical Area	id=g:7276695
South Naknek Alaska Native Village Statistical Area	id=g:7276696
St. George Alaska Native Village Statistical Area	id=g:7276697
St. Michael Alaska Native Village Statistical Area	id=g:7276698
St. Paul Alaska Native Village Statistical Area	id=g:7276699
Star Muskogee Creek State Designated Tribal Statistical Area	id=g:7276700
Stebbins Alaska Native Village Statistical Area	id=g:7276701
Stevens Village Alaska Native Village Statistical Area	id=g:7276702
Stony River Alaska Native Village Statistical Area	id=g:7276703
Takotna Alaska Native Village Statistical Area	id=g:7276704
Tanacross Alaska Native Village Statistical Area	id=g:7276705
Tanana Alaska Native Village Statistical Area	id=g:7276706
Tatitlek Alaska Native Village Statistical Area	id=g:7276707
Tazlina Alaska Native Village Statistical Area	id=g:7276708
Telida Alaska Native Village Statistical Area	id=g:7276709
Teller Alaska Native Village Statistical Area	id=g:7276710
Tetlin Alaska Native Village Statistical Area	id=g:7276711
Togiak Alaska Native Village Statistical Area	id=g:7276712
Toksook Bay Alaska Native Village Statistical Area	id=g:7276713
Tuluksak Alaska Native Village Statistical Area	id=g:7276714
Tuntutuliak Alaska Native Village Statistical Area	id=g:7276715
Tununak Alaska Native Village Statistical Area	id=g:7276716
Twin Hills Alaska Native Village Statistical Area	id=g:7276717
Tyonek Alaska Native Village Statistical Area	id=g:7276718
Ugashik Alaska Native Village Statistical Area	id=g:7276719
Unalakleet Alaska Native Village Statistical Area	id=g:7276720
Unalaska Alaska Native Village Statistical Area	id=g:7276721
United Houma Nation State Designated Tribal Statistical Area	id=g:7276722
Waccamaw Siouan State Designated Tribal Statistical Area	id=g:7276723
Wainwright Alaska Native Village Statistical Area	id=g:7276724
Wales Alaska Native Village Statistical Area	id=g:7276725
White Mountain Alaska Native Village Statistical Area	id=g:7276726
Wyandotte Oklahoma Tribal Statistical Area	id=g:7276727
Yakutat Alaska Native Village Statistical Area	id=g:7276728
Knugank	id=g:7276729
Saratoga County Agricultural Society Fair Grounds	id=g:7276730
Bradleys Rocks	id=g:7276731
High Rocks	id=g:7276732
Lewis Martin Grist Mill	id=g:7276733
Lookout Point	id=g:7276734
Needle Eye	id=g:7276735
Red River Iron Works (historical)	id=g:7276736
The Devils Gulch	id=g:7276737
The Devils Pulpit	id=g:7276738
Vaughn Mill	id=g:7276739
Northern Michigan Speedway	id=g:7276740
Branch County Fairgrounds	id=g:7276741
Corporate Park	id=g:7276742
Corporate Park East	id=g:7276743
Ensley Engineer Yards	id=g:7276744
Ensley Engineer Yards Water Treatment Facility	id=g:7276745
Johnston Rail Yard	id=g:7276746
United States Tennessee Valley Authority Allen Fossil Plant	id=g:7276747
Wolfchase Galleria	id=g:7276748
Town of Rotterdam Water Pollution Control Plant	id=g:7276749
West Point Foundry (historical)	id=g:7276750
Psi Upsilon Flagpole	id=g:7276751
Sherburne Grange	id=g:7276752
Manchester Water Works	id=g:7276753
National Harbor	id=g:7276754
Kemper Outdoor Education Center	id=g:7276755
Missouri Town	id=g:7276756
Native Hoofed Animal Enclosure	id=g:7276757
Sailboat Cove Launching and Mooring	id=g:7276758
Empire State Plaza	id=g:7276759
Colonial Quad	id=g:7276760
State Quadrangle	id=g:7276761
Dutch Quadrangle	id=g:7276762
Indian Quadrangle	id=g:7276763
Freedom Quadrangle	id=g:7276764
Bachman Water Treatment Plant	id=g:7276765
City of Denton Water Treatment Facility	id=g:7276766
City of Frisco Water Treatment Facility	id=g:7276767
Collin County Water Department	id=g:7276768
Dallas Fort Worth International Airport Water Treatment Facility	id=g:7276769
Elm Fork Water Treatment Plant	id=g:7276770
Flower Mound Water Treatment Facility	id=g:7276771
Fort Worth Rail Mart	id=g:7276772
Merchants Warehouse Terminal	id=g:7276773
Newman Electric Plant	id=g:7276774
Saint Francis Village Water Treatment Facility	id=g:7276775
Stewart Creek West Water Treament Facility	id=g:7276776
Town of Little Elm Water Treatment Facility	id=g:7276777
Trinity River Water Authority	id=g:7276778
Upper Trinity Regional Water Treatment Facility	id=g:7276779
West End Marketplace Center	id=g:7276780
Carrollton Water Purification Plant	id=g:7276781
Early Head Start	id=g:7276782
Kenner Tourism Information Center	id=g:7276783
Oakwood Corporate Center	id=g:7276784
Shops at Canal Place	id=g:7276785
Shops at Trois Rues	id=g:7276786
Jordan Industrial Center	id=g:7276787
Ninth Street Marketplace	id=g:7276788
Orem City Water Reclamation Facility	id=g:7276789
Salt Lake Equestrian Center	id=g:7276790
The Delta Center	id=g:7276791
Utah State Fairpark	id=g:7276792
Utah State Office Park	id=g:7276793
Pounder Heritage Vegetable Garden	id=g:7276794
Minns Garden	id=g:7276795
Robison York State Herb Garden	id=g:7276796
Cornell Orchards	id=g:7276797
Naples Union Agricultural Society Fair Grounds	id=g:7276798
Capri Drive-In Theater	id=g:7276799
Devils Lake (historical)	id=g:7276800
Lenawee County Fair and Event Grounds	id=g:7276801
Vine City Dairy	id=g:7276802
Port of Monroe	id=g:7276803
River Basin Battlefield	id=g:7276804
Horizon Outlet Center	id=g:7276805
Sheridan Valley Ski Area	id=g:7276806
Montmorency County Fairgrounds	id=g:7276807
Thunder Bay Golf Resort	id=g:7276808
Warwick Drive-In	id=g:7276809
Links at Lake Erie	id=g:7276810
Monroe County Fairgrounds	id=g:7276811
Hillsides	id=g:7276812
Carleton Rest Area	id=g:7276813
Westgate Office Park	id=g:7276814
Stony Ford Ranch	id=g:7276815
Roe's Orchards	id=g:7276816
Westgate Office Park	id=g:7276817
Orange County Fairgrounds	id=g:7276818
Orange County Fair Speedway	id=g:7276819
Orange County Recycling Center	id=g:7276820
Soons Orchards	id=g:7276821
Slate Hill Orchards	id=g:7276822
Pine Island Turf Nursery	id=g:7276823
Jessup Road Orchard	id=g:7276824
Warwick Valley Winery	id=g:7276825
Fair Park Drive-In (historical)	id=g:7276826
Eagle Drive Golf Range	id=g:7276827
Demarest Hill Winery	id=g:7276828
Applewood Winery	id=g:7276829
Cassidy's Driving Range	id=g:7276830
Red River Ferry (historical)	id=g:7276831
Barker Point	id=g:7276832
Drownville	id=g:7276833
Durbins Store (historical)	id=g:7276834
Fitchburg Furnace Ruins	id=g:7276835
Keas Tavern (historical)	id=g:7276836
Newman Stand (historical)	id=g:7276837
Scotts Landing	id=g:7276838
Wiseman Crossing (historical)	id=g:7276839
K. N. Junction (historical)	id=g:7276840
Buffalo Licks	id=g:7276841
Penningtons Orchard	id=g:7276842
Ochs Orchards	id=g:7276843
Prairie Lake Plaza	id=g:7276844
Admiral Lehigh Golf Resort and Spa	id=g:7276845
Admirals Cove Golf Village	id=g:7276846
Genesis Zoology Center	id=g:7276847
Ballantrae Golf and Yacht Club	id=g:7276848
Marion Nature Park	id=g:7276849
Barefoot Bay Golf and Recreation Park	id=g:7276850
Bay Hill Club	id=g:7276851
Baytree National Golf Links	id=g:7276852
Bella Vista Golf and Yacht Club	id=g:7276853
Crocker Plaza	id=g:7276854
Mission Bay Plaza	id=g:7276855
Town Center at Boca Raton	id=g:7276856
Wiley Commerce Plaza	id=g:7276857
Bonita Bay Club	id=g:7276858
Paz Plaza	id=g:7276859
Flagler Auditorium	id=g:7276860
Canaveral Port Authority Cruise Terminal Number 10	id=g:7276861
Canaveral Port Authority Cruise Terminals Number 9	id=g:7276862
Canaveral Port Authority South Cargo Piers 1 and 2 and 3	id=g:7276863
Ormond Beach Performing Arts Center	id=g:7276864
Coral Isle Golf Center	id=g:7276865
Florida Club at Martin County	id=g:7276866
Glen Eagle at Bretonne Park	id=g:7276867
Golden Isles Professional Plaza	id=g:7276868
Eisenberg Slip	id=g:7276869
Port Everglades Authority Berths 33A 33B and 33C	id=g:7276870
Port Everglades Berth 29	id=g:7276871
Port Everglades Berths 30 and 31 and 32	id=g:7276872
Cape Coral Golf and Tennis Resort	id=g:7276873
Champions Club at Julington Creek	id=g:7276874
Champions Club at Summerfield	id=g:7276875
Coral Springs Center for the Arts	id=g:7276876
Royale Palm Yacht Basin	id=g:7276877
Contemporary Plaza	id=g:7276878
Riviera Plaza	id=g:7276879
Crystal Lake Club	id=g:7276880
Cutter Sound Golf and Yacht Club	id=g:7276881
Cypress Greens Golf and Tennis Community	id=g:7276882
Deer Island Golf and Lake Club	id=g:7276883
Port Everglades Berth 4	id=g:7276884
Port Everglades Berth 4A	id=g:7276885
Port Everglades Berths 1A and 1B	id=g:7276886
Port Everglades Berths 1and 2 And 3	id=g:7276887
Port Everglades Berths 5 and 6	id=g:7276888
Josephine S Leiser Opera Center	id=g:7276889
War Memorial Auditorium	id=g:7276890
Broward Center for the Performing Arts	id=g:7276891
One River Plaza	id=g:7276892
Plaza Executive Center	id=g:7276893
Trafalgar Plaza	id=g:7276894
Doral Golf Resort and Spa	id=g:7276895
Doral Park Silver Course	id=g:7276896
Fairways of Boca Lago	id=g:7276897
City of Fort Myers Yacht Basin	id=g:7276898
Gulf Harbor Yacht Club	id=g:7276899
Hippodrome State Theatre	id=g:7276900
Thirty Fourth Street Plaza	id=g:7276901
Knights Boat Ramp	id=g:7276902
Hollywood Central Performing Arts Center	id=g:7276903
Golf World	id=g:7276904
Golf World III at Brookshire	id=g:7276905
Golfview Golf and Racquet Club	id=g:7276906
Atlantic Marine Pier	id=g:7276907
City of Jacksonville Fireboat Pier	id=g:7276908
Cuban Caribbean Shipping Pier Number 2	id=g:7276909
Gate Maritime Properties Berth 1	id=g:7276910
Gate Maritime Properties Berth 2	id=g:7276911
Gate Maritime Properties Berth 3	id=g:7276912
Gate Maritime Properties Berth 4	id=g:7276913
Gate Maritime Properties Berth 5	id=g:7276914
Jacksonville Port Authority Toyota Berth	id=g:7276915
Jacksonville Riverfront Development Pier Number 1	id=g:7276916
Jacksonville Riverfront Development Pier Number 3	id=g:7276917
Jacksonville Riverfront Development Pier Number 7	id=g:7276918
Mobro Marine Berth Number 2	id=g:7276919
Mobro Marine Bulkhead Number 1	id=g:7276920
Mobro Marine Pier Number 1	id=g:7276921
Mobro Marine West Bulkhead	id=g:7276922
Friday Musicale Auditorium	id=g:7276923
House of Reptiles	id=g:7276924
Great Outdoors Recreational Vehicle and Golf Resort	id=g:7276925
Grenelefe Golf and Tennis Resort	id=g:7276926
Julington Creek Pier 3	id=g:7276927
Oaks Plaza	id=g:7276928
Pavilion Plaza	id=g:7276929
City of Miami Miamarina at Bayside Basin	id=g:7276930
City of Miami Miamarina at Bayside Outer Wall Mooring	id=g:7276931
Fisher Island Ferry Terminal Bay Number 183	id=g:7276932
Florida Detroit Diesel Slip	id=g:7276933
Global Marine Trading Slip	id=g:7276934
Hurricane Terminal Slip	id=g:7276935
Schurger Diving and Salvage Mooring	id=g:7276936
Mahi Shrine Auditorium	id=g:7276937
Miami - Dade County Auditorium	id=g:7276938
Miami Hispanic Ballet and Creation Art Center	id=g:7276939
Longwood Golf Center	id=g:7276940
Hardie Yachts Basin	id=g:7276941
Poland Yacht Basin	id=g:7276942
Kennedy Plaza	id=g:7276943
Fisher Island Barge Landing	id=g:7276944
Fisher Island Ferry Landing	id=g:7276945
Fisher Island Terminal Dock and Slip	id=g:7276946
MacArthur Causeway Ferry Dock	id=g:7276947
United States Coast Guard Integrated Support Command Miami Beach Wharves	id=g:7276948
Kennedy Space Center Barge Dock	id=g:7276949
Mariners Club	id=g:7276950
Sunset Plaza	id=g:7276951
Truval Village Market Place	id=g:7276952
Imperial Lakes Golf and Racquet Club	id=g:7276953
Indian River Club	id=g:7276954
Indian Springs Golf and Tennis Club	id=g:7276955
Firehouse Cultural Center	id=g:7276956
International Links	id=g:7276957
John Prince Golf Center	id=g:7276958
Florida Southern College Branscomb Memorial Auditorium	id=g:7276959
Florida Southern College L N Pipkin Bandshell	id=g:7276960
Florida Southern College Loca Lee Buckner Theatre	id=g:7276961
Florida Southern College Robert A Davis Performing Arts Center	id=g:7276962
Environ Cultural Center	id=g:7276963
Inverrama Shopping Plaza	id=g:7276964
San Casa Plaza	id=g:7276965
Landings Yacht Golf and Tennis Club	id=g:7276966
Lehigh Golf and Resort	id=g:7276967
Leisureville Fairway	id=g:7276968
Lely Flamingo Island Club	id=g:7276969
Leza Leisure Lakes Golf and Resort	id=g:7276970
Mayport Yacht Basin and Wharves	id=g:7276971
Henegar Center for the Arts	id=g:7276972
Eau Gallie Yacht Basin	id=g:7276973
Monticello Opera House	id=g:7276974
Jungle Larrys Zoological Park	id=g:7276975
Orange County National Golf Center	id=g:7276976
Oriole Golf and Tennis Club of Margate	id=g:7276977
Atlantic Center for the Arts	id=g:7276978
Pelican Sound Golf and River Club	id=g:7276979
Pennbrooke Fairways	id=g:7276980
Central Florida Fairgrounds	id=g:7276981
Gatorland	id=g:7276982
Pinemore Golf West	id=g:7276983
Plantation at Ponte Vedra	id=g:7276984
Poinciana Golf and Racquet Resort	id=g:7276985
Raintree Golf Resort	id=g:7276986
Pantherwood Golf and Tennis Club	id=g:7276987
Roxy Performing Arts Center	id=g:7276988
Century Plaza	id=g:7276989
Colonial Plaza Market	id=g:7276990
Demetree Plaza	id=g:7276991
La Residential Plaza	id=g:7276992
Orlando Plaza	id=g:7276993
Plaza Gigante	id=g:7276994
Tomoka Plaza	id=g:7276995
Sabal Springs Golf and Racquet Club	id=g:7276996
Jubilee Gala Reception Hall	id=g:7276997
Fletcher Park Arts and Cultural Center	id=g:7276998
Nob Hill Plaza	id=g:7276999
Plantation Community Plaza	id=g:7277000
Palm - Aire Plaza	id=g:7277001
Pompano Plaza	id=g:7277002
Riverwood Plaza	id=g:7277003
Charlotte Performing Art Center	id=g:7277004
Fishermans Villlage Yacht Basin	id=g:7277005
Swiss Fairways	id=g:7277006
The Club at Emerald Hills	id=g:7277007
The Club at Winstontrails	id=g:7277008
The Course at Westland	id=g:7277009
The Deerwood Club	id=g:7277010
The Evergreen Club	id=g:7277011
Camachee Cove Yacht Harbor	id=g:7277012
Bettye D Smith Cultural Arts Center	id=g:7277013
Park Place Plaza	id=g:7277014
Sandspirit Park Boat Launch	id=g:7277015
Stuart Southpoint Anchorage	id=g:7277016
Los Maderos Shopping Plaza	id=g:7277017
Turtle Creek Club	id=g:7277018
Olde Mill Stream Recreational Vehicle Park	id=g:7277019
West Bay Club	id=g:7277020
Palm Beach Zoo at Dreher Park	id=g:7277021
Windermere Golf Center	id=g:7277022
World Golf Village	id=g:7277023
Good Time Stables (historical)	id=g:7277024
Gouverneur Fair Grounds	id=g:7277025
Davis Tennis Center	id=g:7277026
Kitty B West Amphitheatre	id=g:7277027
Murfreesboro Water Treatment Plant	id=g:7277028
Village at Vanderbilt	id=g:7277029
Clinton Vineyards	id=g:7277030
Cascade Mountain Winery	id=g:7277031
Cates Avenue Steam Plant	id=g:7277032
Jones Ferry Road Water Treatment Plant	id=g:7277033
Ninth Street Shopping District	id=g:7277034
Yarbrough Drive Steam Plant	id=g:7277035
Glen Ivy Hot Springs Water Treatment Plant	id=g:7277036
Riverside Water Quality Control Plant	id=g:7277037
Valley Sanitary District Water Reclamation Plant	id=g:7277038
Water Reclamation Plant Number 4	id=g:7277039
North City Water Reclamation Plant	id=g:7277040
Orfila Vineyards and Winery	id=g:7277041
South Bay Water Reclamation Plant	id=g:7277042
Whispering Palms Water Pollution Control Facility	id=g:7277043
Silver Hill Industrial Center	id=g:7277044
South Potomac Commerce Center	id=g:7277045
Spectrum 95 Corporate Center	id=g:7277046
Stafford Market Place	id=g:7277047
Washington District of Columbia Fish Market	id=g:7277048
Wayside	id=g:7277049
Willow Oaks Corporate Center	id=g:7277050
Woodland Park	id=g:7277051
Abel Reservoir Boat Landing	id=g:7277052
Alexandria Combined Sewer System	id=g:7277053
Alexandria Sanitation Authority Waste Treament Facility	id=g:7277054
Aquia Landing	id=g:7277055
Aquia Professional Village	id=g:7277056
Arlington County Water Pollution Control Facility	id=g:7277057
Belle Harbor Yacht Club	id=g:7277058
Bowie Gateway Center	id=g:7277059
Cabin Branch Industrial Center	id=g:7277060
Calvert Office Park	id=g:7277061
Cedar Hill Office Center	id=g:7277062
Collington Center	id=g:7277063
Commerce Executive Park	id=g:7277064
Constellation Center Office Park	id=g:7277065
Crossroads at Dulles Office Park	id=g:7277066
Curtis Park Lake Boat Ramp	id=g:7277067
Dulles Gateway Center	id=g:7277068
Dulles International Center	id=g:7277069
Dulles Technology Center	id=g:7277070
Eastpoint Metro Business Center	id=g:7277071
Edison Technological Park	id=g:7277072
Engleside Office Park	id=g:7277073
Golden Triangle Office Park	id=g:7277074
Good Hope Marketplace	id=g:7277075
Greenbelt Executive Center	id=g:7277076
Hampton Park	id=g:7277077
Hanover Office Park	id=g:7277078
Hartwood Winery	id=g:7277079
Hoffman Town Center	id=g:7277080
Hunters Branch Business Center	id=g:7277081
Inglewood Business Community Center	id=g:7277082
Lafayette Business Center	id=g:7277083
