Mokotibe-Antanimavo	id=g:1058747
Plateau de l’ Ikahavo	id=g:1064260
Ikahavo	id=g:1064261
Ijobo	id=g:1064262
Ijily	id=g:1064263
Ijijika	id=g:1064264
Ijery	id=g:1064265
Ihotsika	id=g:1064266
Farihy Ihotry	id=g:1064267
Ihotry	id=g:1064268
Ihosy Rivière	id=g:1064269
Farihy Ihosy	id=g:1064270
Ihosy	id=g:1064271
Ihosy	id=g:1064272
Ihosy	id=g:1064273
Ihosy	id=g:1064274
Ihosy	id=g:1064275
Ihosy	id=g:1064276
Ihorombe	id=g:1064277
Ihorombe	id=g:1064278
Ihorify	id=g:1064279
Ihopy	id=g:1064280
Ihopy	id=g:1064281
Ihopa	id=g:1064282
Ihombaha Rivière	id=g:1064283
Farihy masin’ Ihoda	id=g:1064284
Ihoda	id=g:1064285
Ihivoky Rivière	id=g:1064286
Ihivoka	id=g:1064287
Ihevo	id=g:1064288
Ihela	id=g:1064289
Ihazoroa	id=g:1064290
Ihazolava Rivière	id=g:1064291
Ihazofotsy	id=g:1064292
Ihazofotsy	id=g:1064293
Ihazofotsy	id=g:1064294
Ihazo	id=g:1064295
Ihaviry	id=g:1064296
Ihasy	id=g:1064297
Ihasohihy	id=g:1064298
Alan Ihaso	id=g:1064299
Ihasikely	id=g:1064300
Iharinony	id=g:1064301
Ihara Rivière	id=g:1064302
Iharangarana	id=g:1064303
Iharanandriana	id=g:1064304
Iharanandriana	id=g:1064305
Iharanana	id=g:1064306
Helodranon’ Iharan̈a	id=g:1064307
Iharana	id=g:1064308
Iharana	id=g:1064309
Iharana	id=g:1064310
Iharan̈a	id=g:1064311
Iharamena	id=g:1064312
Iharambao	id=g:1064313
Iharamamy	id=g:1064314
Iharamalaza	id=g:1064315
Iharabe	id=g:1064316
Ihanadabo	id=g:1064317
Ihaka	id=g:1064318
Ihafadray	id=g:1064319
Ihadiana Rivière	id=g:1064320
Ifotatra	id=g:1064321
Ifotaka	id=g:1064322
Ifotaka	id=g:1064323
Ifotaka	id=g:1064324
Ifonty	id=g:1064325
Ifontsy Rivière	id=g:1064326
Torak’ Ifontsy	id=g:1064327
Lagune de l’ Ifontsy	id=g:1064328
Ifontsy	id=g:1064329
Ifontsy	id=g:1064330
Ifontsy	id=g:1064331
Ifitarihibe	id=g:1064332
Ifaty	id=g:1064333
Ifatsy	id=g:1064334
Ifatsiomby	id=g:1064335
Ifataka	id=g:1064336
Ifasy	id=g:1064337
Ifasy	id=g:1064338
Ifasy	id=g:1064339
Ifasy	id=g:1064340
Ifasina II	id=g:1064341
Ifasina	id=g:1064342
Ifasina	id=g:1064343
Ifasina	id=g:1064344
Ifasina	id=g:1064345
Ifasina	id=g:1064346
Ifasina	id=g:1064347
Ifasimaly Rivière	id=g:1064348
Ifasandiana	id=g:1064349
Ifarivay	id=g:1064350
Ifaritsoka Sud	id=g:1064351
Ifarantsa	id=g:1064352
Ifantso	id=g:1064353
Ifantaka Rivière	id=g:1064354
Ifantaka	id=g:1064355
Ifanoroky	id=g:1064356
Ifanompo	id=g:1064357
Marais d’ Ifanja	id=g:1064358
Ifanirea	id=g:1064359
Ifandy	id=g:1064360
Ifandra	id=g:1064361
Ifandana	id=g:1064362
Ifandana	id=g:1064363
Ifandana	id=g:1064364
Ifanato	id=g:1064365
Ifanadiana	id=g:1064366
Ifaho	id=g:1064367
Ifaha	id=g:1064368
Ienikenina	id=g:1064369
Iefaka	id=g:1064370
Idondo	id=g:1064371
Idoko	id=g:1064372
Ibonga	id=g:1064373
Iboka	id=g:1064374
Farihy Iboboka	id=g:1064375
Ibobo	id=g:1064376
Ibamby	id=g:1064377
Iazarimainty	id=g:1064378
Iazarifotsy	id=g:1064379
Iazafo	id=g:1064380
Iavomanitra	id=g:1064381
Iavibolo	id=g:1064382
Iatranatra Rivière	id=g:1064383
Iatongo	id=g:1064384
Iatatatra	id=g:1064385
Iatara	id=g:1064386
Iatara	id=g:1064387
Iataka	id=g:1064388
Iataboara	id=g:1064389
Iasima	id=g:1064390
Iasely	id=g:1064391
Iaronga	id=g:1064392
Iarondrano	id=g:1064393
Canal Iaroka-Bokambatsy	id=g:1064394
Iaroka	id=g:1064395
Iarofy	id=g:1064396
Iarintsena	id=g:1064397
Iarinoro	id=g:1064398
Iarinomby	id=g:1064399
Iarindrano	id=g:1064400
Iarindrano	id=g:1064401
Iarindrano	id=g:1064402
Iarinarivo	id=g:1064403
Iarihoho	id=g:1064404
Iarandahy	id=g:1064405
Iaranany	id=g:1064406
Iarakaraka	id=g:1064407
Iara	id=g:1064408
Iara	id=g:1064409
Iapety	id=g:1064410
Iapety	id=g:1064411
Iantsora	id=g:1064412
Iantsifitra	id=g:1064413
Iantsatra	id=g:1064414
Canal d’ Iantsary	id=g:1064415
Iantsangy	id=g:1064416
Iantaly	id=g:1064417
Ianosa	id=g:1064418
Ianomy	id=g:1064419
Iankonatsy	id=g:1064420
Iankatsa	id=g:1064421
Iankasy	id=g:1064422
Iankaroka	id=g:1064423
Iankaroka	id=g:1064424
Iankara	id=g:1064425
Ianjatoka	id=g:1064426
Ianjanina	id=g:1064427
Iangaty	id=g:1064428
Ianena	id=g:1064429
Iandrea Rivière	id=g:1064430
Iandray	id=g:1064431
Iandray	id=g:1064432
Iandray	id=g:1064433
Iandratsay	id=g:1064434
Iandratsay	id=g:1064435
Iandratsaimandroso	id=g:1064436
Iandrarezo	id=g:1064437
Iandrandaza	id=g:1064438
Iandoho	id=g:1064439
Iandamilamy	id=g:1064440
Iandafiha	id=g:1064441
Ianatsely	id=g:1064442
Ianato	id=g:1064443
Ianatao	id=g:1064444
Ianataka	id=g:1064445
Ianataka	id=g:1064446
Ianasatra	id=g:1064447
Ianasatra	id=g:1064448
Ianasanga	id=g:1064449
Ianaritsy	id=g:1064450
Ianareta	id=g:1064451
Ianapera	id=g:1064452
Ianapera	id=g:1064453
Ianapera	id=g:1064454
Ianapasy	id=g:1064455
Ianapasy	id=g:1064456
Ianapandra	id=g:1064457
Ianapandra	id=g:1064458
Helodrano Ianantsony	id=g:1064459
Ianantsony	id=g:1064460
Ianankolana Fleuve	id=g:1064461
Ianandrea	id=g:1064462
Ianandrarezo	id=g:1064463
Ianandranto	id=g:1064464
Ianamanga Rivière	id=g:1064465
Ianamalemy	id=g:1064466
Ianama	id=g:1064467
Ianalamotra	id=g:1064468
Ianalabe Rivière	id=g:1064469
Ianakoty	id=g:1064470
Ianakony Rivière	id=g:1064471
Ianakondro	id=g:1064472
Ianakondro	id=g:1064473
Ianakondro	id=g:1064474
Ianakomanary	id=g:1064475
Ianakoano	id=g:1064476
Ianakazo	id=g:1064477
Ianakazo	id=g:1064478
Ianakatsamby	id=g:1064479
Ianakatra	id=g:1064480
Ianakaraka	id=g:1064481
Ianakany	id=g:1064482
Ianakandrarezo	id=g:1064483
Ianakandrarezo	id=g:1064484
Ianakai	id=g:1064485
Ianakafy	id=g:1064486
Ianakafo	id=g:1064487
Ianadroy Avaratra	id=g:1064488
Ianadranto	id=g:1064489
Ianaditsotsa	id=g:1064490
Ianadabokorota	id=g:1064491
Ianadabo	id=g:1064492
Ianadabo	id=g:1064493
Ianaboty	id=g:1064494
Ianaborona	id=g:1064495
Ianaborona	id=g:1064496
Ianaboro	id=g:1064497
Ianabora	id=g:1064498
Ianabinda	id=g:1064499
Ianabiana	id=g:1064500
Ianabeto Rivière	id=g:1064501
Ianabandriky	id=g:1064502
Iampondra	id=g:1064503
Iampanga	id=g:1064504
Iamote	id=g:1064505
Iamirana	id=g:1064506
Iamina	id=g:1064507
Iambotry	id=g:1064508
Iambory	id=g:1064509
Iambory	id=g:1064510
Forêt d’ Iamborobe	id=g:1064511
Iamborano	id=g:1064512
Iambondro	id=g:1064513
Iambondro	id=g:1064514
Iambondro	id=g:1064515
Iambomby	id=g:1064516
Iambojiro	id=g:1064517
Iamboamena	id=g:1064518
Iamboala	id=g:1064519
Iambo	id=g:1064520
Iambinda	id=g:1064521
Iambinda	id=g:1064522
Iambinda	id=g:1064523
Iambinda	id=g:1064524
Iambinany	id=g:1064525
Iambia	id=g:1064526
Iambendra	id=g:1064527
Iambaro	id=g:1064528
Iamangy	id=g:1064529
Iamanda	id=g:1064530
Iamampasy	id=g:1064531
Ialofandolo	id=g:1064532
Ialinaloha	id=g:1064533
Ialinaloha	id=g:1064534
Ialazana	id=g:1064535
Ialatsara	id=g:1064536
Ialatsara	id=g:1064537
Ialatelo	id=g:1064538
Ialasala	id=g:1064539
Ialapapango	id=g:1064540
Ialaotsihy	id=g:1064541
Ialamainty	id=g:1064542
Ialalo	id=g:1064543
Iakora	id=g:1064544
Iakondro	id=g:1064545
Iakomby	id=g:1064546
Iakofa	id=g:1064547
Iakoabe	id=g:1064548
Iakibobo	id=g:1064549
Farihy Iakavia	id=g:1064550
Iakavia	id=g:1064551
Iakasy	id=g:1064552
Iakanga	id=g:1064553
Iakaboka	id=g:1064554
Iafo Rivière	id=g:1064555
Iafo	id=g:1064556
Iaborotsy	id=g:1064557
Iaborotsy	id=g:1064558
Iaborotsy	id=g:1064559
Iaborotsy	id=g:1064560
Iaborotra	id=g:1064561
Iaborotra	id=g:1064562
Iaborosy	id=g:1064563
Iaboria	id=g:1064564
Iaboratsy	id=g:1064565
Iaborao	id=g:1064566
Iaborano-Tsianaloka	id=g:1064567
Iaborano II	id=g:1064568
Iaborano I	id=g:1064569
Iaborano-Besaonjo	id=g:1064570
Iaborano Avaratra	id=g:1064571
Iaborano Atsimo	id=g:1064572
Iaborano	id=g:1064573
Iaborano	id=g:1064574
Iaborano	id=g:1064575
Iaborano	id=g:1064576
Iaborano	id=g:1064577
Iaborano	id=g:1064578
Iaborano	id=g:1064579
Iaborano	id=g:1064580
Iaborano	id=g:1064581
Iaborano	id=g:1064582
Iaborano	id=g:1064583
Iaborano	id=g:1064584
Iaborano	id=g:1064585
Iaborano	id=g:1064586
Iaborano	id=g:1064587
Iaborano	id=g:1064588
Iaborano	id=g:1064589
Iaborano	id=g:1064590
Iaborano	id=g:1064591
Iaborano	id=g:1064592
Iaborano	id=g:1064593
Iabondro	id=g:1064594
Iabomora	id=g:1064595
Iabomary	id=g:1064596
Iabomary	id=g:1064597
Iabomary	id=g:1064598
Iabomary	id=g:1064599
Iabomary	id=g:1064600
Iabomary	id=g:1064601
Iabomary	id=g:1064602
Iabomare	id=g:1064603
Iabolahy	id=g:1064604
Iaboketraka Andrefana	id=g:1064605
Iaboketraka	id=g:1064606
Iaboketra	id=g:1064607
Iabokazo	id=g:1064608
Iabojejika	id=g:1064609
Iabohompy	id=g:1064610
Iabohompy	id=g:1064611
Iabohazo Avaratra	id=g:1064612
Iabohazo	id=g:1064613
Iabohazo	id=g:1064614
Iabohazo	id=g:1064615
Iabohazo	id=g:1064616
Iaboato	id=g:1064617
Iaboarongana	id=g:1064618
Iaboantsiva	id=g:1064619
Iaboaly	id=g:1064620
Iaboakondro	id=g:1064621
Iaboakondro	id=g:1064622
Iabo	id=g:1064623
Iabakoho	id=g:1064624
Île aux Huîtres	id=g:1064625
Lembalemban’ i Horombe	id=g:1064626
Horombe	id=g:1064627
Horifatra	id=g:1064628
Horia Rivière	id=g:1064629
Plateau de i’ Horbe	id=g:1064630
Honko Ampoza	id=g:1064631
Honko	id=g:1064632
Homelasty	id=g:1064633
Hoalampano	id=g:1064634
Farihy Hima	id=g:1064635
Hiavomanitra	id=g:1064636
Pointe de Hiarambazaha	id=g:1064637
Heviny	id=g:1064638
Heviny	id=g:1064639
Herompoitsy	id=g:1064640
Herea	id=g:1064641
Hemby	id=g:1064642
Helokahita	id=g:1064643
Banc de l’ Héloïse	id=g:1064644
Rade d' Hellville	id=g:1064645
Baie d' Hellville	id=g:1064646
Canal Hellot	id=g:1064647
Helibondro	id=g:1064648
Nosy Hejy	id=g:1064649
Concession de Heaolme	id=g:1064650
Hazoroa	id=g:1064651
Hazoroa	id=g:1064652
Hazomena	id=g:1064653
Hazomena	id=g:1064654
Hazomay	id=g:1064655
Hazolava	id=g:1064656
Hazofotsy	id=g:1064657
Hazofotsy	id=g:1064658
Hauts Plateaux de l’Anjafy	id=g:1064659
Lohatanjona Hastie	id=g:1064660
Harita	id=g:1064661
Harave Rivière	id=g:1064662
Haratobe	id=g:1064663
Haranany	id=g:1064664
Haranany	id=g:1064665
Haranany	id=g:1064666
Haranany	id=g:1064667
Nosy Haramy	id=g:1064668
Nosy Hara	id=g:1064669
Nosy Hao	id=g:1064670
Nosy Hao	id=g:1064671
Hanjana	id=g:1064672
Hanimbe	id=g:1064673
Pic Handa	id=g:1064674
Hanahana	id=g:1064675
Halavaina	id=g:1064676
Halavaina	id=g:1064677
Debok’ i Halange	id=g:1064678
Halange	id=g:1064679
Hafotra	id=g:1064680
Hafay Rivière	id=g:1064681
Hafay	id=g:1064682
Haboke	id=g:1064683
Îlot Guy	id=g:1064684
Concession de Guitaud	id=g:1064685
Roche Guibert	id=g:1064686
Toraka Grenouille	id=g:1064687
Grand Serpent	id=g:1064688
Grand Récif	id=g:1064689
Grand Lavasoa	id=g:1064690
Île du Goulet	id=g:1064691
Cap des Gouffres	id=g:1064692
Gorogada	id=g:1064693
Passe du Golo	id=g:1064694
Torak’ i Goliath	id=g:1064695
Gogoy	id=g:1064696
Gogogogo	id=g:1064697
Nosy Goaka	id=g:1064698
Gisimay	id=g:1064699
Ginta	id=g:1064700
Geyser Reef	id=g:1064701
Géraud	id=g:1064702
Gavobe Rivière	id=g:1064703
Garonina II	id=g:1064704
Lac Garagaga	id=g:1064705
Tandavan’ i Galoko	id=g:1064706
Fausse Baie des Galions	id=g:1064707
Presqu’île Gaga	id=g:1064708
Gadra	id=g:1064709
Toraka Gabrielle	id=g:1064710
Toraka Fry	id=g:1064711
Banc Fry	id=g:1064712
Baie Française	id=g:1064713
Fozamainty Rivière	id=g:1064714
Fozamainty	id=g:1064715
Pointe Fourmi	id=g:1064716
Nosy Foty	id=g:1064717
Fotsivava	id=g:1064718
Fotsimava	id=g:1064719
Fotsiambo	id=g:1064720
Fotsialonana	id=g:1064721
Fotsialanana	id=g:1064722
Fotsialanana	id=g:1064723
Fotsialanana	id=g:1064724
Fotsialanana	id=g:1064725
Fotsialanana	id=g:1064726
Fotsialanana	id=g:1064727
Fotsialanana	id=g:1064728
Fotsialalana	id=g:1064729
Fotobato	id=g:1064730
Fotivolo	id=g:1064731
Fotihiky	id=g:1064732
Fotehonina	id=g:1064733
Fotakiloha	id=g:1064734
Fotadrevo Rivière	id=g:1064735
Fotadrevo	id=g:1064736
Fotadrevo	id=g:1064737
Récif de la Fosse	id=g:1064738
Foronilobo	id=g:1064739
Forohona	id=g:1064740
Foroanarina	id=g:1064741
Toraka Forfait	id=g:1064742
Fopohony	id=g:1064743
Fonty	id=g:1064744
Fontsimaro	id=g:1064745
Fonohasina	id=g:1064746
Fonoalakely	id=g:1064747
Tangorombohitr’ i Fonjay	id=g:1064748
Fonimandry	id=g:1064749
Fonilaza	id=g:1064750
Cap Fongony	id=g:1064751
Nosy Fonga	id=g:1064752
Fonenantsoa	id=g:1064753
Fonenana	id=g:1064754
Fompona	id=g:1064755
Fompohona	id=g:1064756
Fomela	id=g:1064757
Fombikely	id=g:1064758
Fombasy	id=g:1064759
Folomahy	id=g:1064760
Folira	id=g:1064761
Folatsandry	id=g:1064762
Folanara	id=g:1064763
Folakara	id=g:1064764
Folakara	id=g:1064765
Folakara	id=g:1064766
Folahatsandry	id=g:1064767
Folahanteza	id=g:1064768
Fokotapia	id=g:1064769
Fohiloha	id=g:1064770
Fohiloha	id=g:1064771
Fohihazo	id=g:1064772
Fody	id=g:1064773
Toraka Flying Fish	id=g:1064774
Phare Flacourt	id=g:1064775
Fizoana	id=g:1064776
Fizaramaso	id=g:1064777
Fivorianarivo	id=g:1064778
Fivena	id=g:1064779
Fivanoana	id=g:1064780
Fivahona	id=g:1064781
Fitsitika	id=g:1064782
Fitory	id=g:1064783
Fitekoloha	id=g:1064784
Fitary	id=g:1064785
Fitariha	id=g:1064786
Marais de la Fitandambo	id=g:1064787
Fitanabo	id=g:1064788
Fitana	id=g:1064789
Fitàna	id=g:1064790
Fitana	id=g:1064791
Fitana	id=g:1064792
Fitampito	id=g:1064793
Fitamaria	id=g:1064794
Fitamalama Rivière	id=g:1064795
Fitamalama	id=g:1064796
Fitamalama	id=g:1064797
Fitamalama	id=g:1064798
Fitamalama	id=g:1064799
Fitamafy	id=g:1064800
Fita	id=g:1064801
Fita	id=g:1064802
Fisoronana	id=g:1064803
Fisoronana	id=g:1064804
Fiserenamasay	id=g:1064805
Fisaorana	id=g:1064806
Fisakana	id=g:1064807
Nosy Fisaka	id=g:1064808
Firoroky	id=g:1064809
Firingalava	id=g:1064810
Firinga	id=g:1064811
Firikana	id=g:1064812
Firavahana	id=g:1064813
Firavahana	id=g:1064814
Firanga Nord	id=g:1064815
Firangana	id=g:1064816
Fiolea	id=g:1064817
Finday	id=g:1064818
Fima	id=g:1064819
Filongo	id=g:1064820
Filomana	id=g:1064821
Filazana	id=g:1064822
Filatsaha	id=g:1064823
Filatsaha	id=g:1064824
Filanonana	id=g:1064825
Filanjara	id=g:1064826
Filanjara	id=g:1064827
Filambola	id=g:1064828
Filamaha	id=g:1064829
Fikapeha	id=g:1064830
Fihiake Rivière	id=g:1064831
Fihety	id=g:1064832
Fiherenara	id=g:1064833
Nosy Fiherenana	id=g:1064834
Delta du Fiherenana	id=g:1064835
Fiherenana	id=g:1064836
Fiherenana	id=g:1064837
Fiherenana	id=g:1064838
Fihasinana	id=g:1064839
Fihasinana	id=g:1064840
Fihasinana	id=g:1064841
Fihasinana	id=g:1064842
Fihaonankely	id=g:1064843
Fihaonana	id=g:1064844
Fihaonana	id=g:1064845
Fihaonana	id=g:1064846
Fihaonana	id=g:1064847
Fihaonana	id=g:1064848
Fihalia	id=g:1064849
Fihake	id=g:1064850
Pointe à la Fièvre	id=g:1064851
Fietsena	id=g:1064852
Fierenantsoa	id=g:1064853
Fierenana	id=g:1064854
Fierenana	id=g:1064855
Fierenana	id=g:1064856
Fierenana	id=g:1064857
Fierenana	id=g:1064858
Fierenana	id=g:1064859
Fierenana	id=g:1064860
Fierenana	id=g:1064861
Fierenana	id=g:1064862
Fierenana	id=g:1064863
Fierenana	id=g:1064864
Fierena	id=g:1064865
Fierana	id=g:1064866
Fierana	id=g:1064867
Fieferana	id=g:1064868
Fieferana	id=g:1064869
Fieferana	id=g:1064870
Fieferana	id=g:1064871
Toraben’ ny Fidirana	id=g:1064872
Fidirana	id=g:1064873
Fidirana	id=g:1064874
Fidasiana	id=g:1064875
Fidasiana	id=g:1064876
Fidasiana	id=g:1064877
Fiantsonana	id=g:1064878
Fiantsonana	id=g:1064879
Fiantsonana	id=g:1064880
Fiantsonana	id=g:1064881
Fiantsonana	id=g:1064882
Fiantsonana	id=g:1064883
Fiankarantsoa	id=g:1064884
Fiankarantsoa	id=g:1064885
Fiankarantsoa	id=g:1064886
Fiandrifamaky	id=g:1064887
Fiandanamanga	id=g:1064888
Faritanin' i Fianarantsoa	id=g:1064889
Fianarantsoa	id=g:1064890
Fianarantsoa	id=g:1064891
Fianarana	id=g:1064892
Fianarana	id=g:1064893
Fianandriana	id=g:1064894
Fialofa	id=g:1064895
Fiakarantsoa	id=g:1064896
Fiakarantsoa	id=g:1064897
Fiakarantsoa	id=g:1064898
Fiakarandava	id=g:1064899
Fiakarandava	id=g:1064900
Fiakarana	id=g:1064901
Fiakarana	id=g:1064902
Fiakaramaso	id=g:1064903
Fiainana	id=g:1064904
Fiadonana	id=g:1064905
Fiadanarivo	id=g:1064906
Fiadanankely	id=g:1064907
Fiadanana Avaratra	id=g:1064908
Fiadanana Atsimo	id=g:1064909
Fiadanana	id=g:1064910
Fiadanana	id=g:1064911
Fiadanana	id=g:1064912
Fiadanana	id=g:1064913
Fiadanana	id=g:1064914
Fiadanana	id=g:1064915
Fiadanana	id=g:1064916
Fiadanana	id=g:1064917
Fiadanana	id=g:1064918
Fiadanana	id=g:1064919
Fiadanana	id=g:1064920
Fiadanana	id=g:1064921
Fiadanana	id=g:1064922
Fiadanana	id=g:1064923
Fiadanana	id=g:1064924
Fiadanana	id=g:1064925
Fiadanana	id=g:1064926
Fiadanana	id=g:1064927
Fiadanana	id=g:1064928
Fiadanana	id=g:1064929
Fiadanana	id=g:1064930
Fiadanana	id=g:1064931
Fiadanana	id=g:1064932
Fiadanana	id=g:1064933
Fiadanana	id=g:1064934
Fiadanana	id=g:1064935
Fiadanana	id=g:1064936
Fiadanana	id=g:1064937
Fiadanana	id=g:1064938
Fiadanana	id=g:1064939
Fiadanana	id=g:1064940
Fiadanana	id=g:1064941
Fiadanana	id=g:1064942
Fiadanana	id=g:1064943
Fiadanana	id=g:1064944
Fiadanamanga	id=g:1064945
Feza	id=g:1064946
Fetromby	id=g:1064947
Fetahasy Rivière	id=g:1064948
Ferme	id=g:1064949
Ferme	id=g:1064950
Ferena	id=g:1064951
Feramanga Avaratra	id=g:1064952
Fepona	id=g:1064953
Fentsifaka	id=g:1064954
Fenovahoaka	id=g:1064955
Fenosoa	id=g:1064956
Fenosoa	id=g:1064957
Fenomby	id=g:1064958
Fenomby	id=g:1064959
Fenomby	id=g:1064960
Fenomby	id=g:1064961
Fenomby	id=g:1064962
Fenomarina	id=g:1064963
Fenomanta	id=g:1064964
Fenomanana	id=g:1064965
Fenomanana	id=g:1064966
Fenomanana	id=g:1064967
Fenomanana	id=g:1064968
Fenolaza	id=g:1064969
Fenoevo	id=g:1064970
Fenoatsimo	id=g:1064971
Fenoatismo	id=g:1064972
Fenoarivo Sud	id=g:1064973
Fenoarivo-Soaserana	id=g:1064974
Fenoarivo Rivière	id=g:1064975
Fenoarivokely	id=g:1064976
Fenoarivobe	id=g:1064977
Fenoarivo Be	id=g:1064978
Fenoarivo-Bara	id=g:1064979
Fenoarivo Atsinanana	id=g:1064980
Tampoketsan’ i Fenoarivo	id=g:1064981
Matsaborin’ Fenoarivo	id=g:1064982
Fenoarivo	id=g:1064983
Fenoarivo	id=g:1064984
Fenoarivo	id=g:1064985
Fenoarivo	id=g:1064986
Fenoarivo	id=g:1064987
Fenoarivo	id=g:1064988
Fenoarivo	id=g:1064989
Fenoarivo	id=g:1064990
Fenoarivo	id=g:1064991
Fenoarivo	id=g:1064992
Fenoarivo	id=g:1064993
Fenoarivo	id=g:1064994
Fenoarivo	id=g:1064995
Fenoarivo	id=g:1064996
Fenoarivo	id=g:1064997
Fenoarivo	id=g:1064998
Fenoarivo	id=g:1064999
Fenoarivo	id=g:1065000
Fenoarivo	id=g:1065001
Fenoarivo	id=g:1065002
Fenoarivo	id=g:1065003
Fenoarivo	id=g:1065004
Fenoarivo	id=g:1065005
Fenoarivo	id=g:1065006
Fenoarivo	id=g:1065007
Fenoarivo	id=g:1065008
Fenoarivo	id=g:1065009
Fenoarivo	id=g:1065010
Fenoarivo	id=g:1065011
Fenoarivo	id=g:1065012
Fenoarivo	id=g:1065013
Fenoarivo	id=g:1065014
Fenoarivo	id=g:1065015
Fenoarivo	id=g:1065016
Fenoarivo	id=g:1065017
Fenoarivo	id=g:1065018
Fenoarivo	id=g:1065019
Fenoarivo	id=g:1065020
Fenoarivo	id=g:1065021
Fenoarivo	id=g:1065022
Fenoarivo	id=g:1065023
Fenoarivo	id=g:1065024
Fenoarivo	id=g:1065025
Fenoarivo	id=g:1065026
Fenoarivo	id=g:1065027
Fenoarivo	id=g:1065028
Fenoarivo	id=g:1065029
Fenoarivo	id=g:1065030
Fenoarivo	id=g:1065031
Fenoarivo	id=g:1065032
Fenoarivo	id=g:1065033
Fenoarivo	id=g:1065034
Fenoarivo	id=g:1065035
Fenoarivo	id=g:1065036
Fenoarivo	id=g:1065037
Fenoarivo	id=g:1065038
Fenoarivo	id=g:1065039
Fenoarivo	id=g:1065040
Fenoarivo	id=g:1065041
Fenoarivo	id=g:1065042
Fenoarivo	id=g:1065043
Fenoarivo	id=g:1065044
Fenoarivo	id=g:1065045
Fenoarivo	id=g:1065046
Fenoarivo	id=g:1065047
Fenoarivo	id=g:1065048
Fenoarivo	id=g:1065049
Fenoarivo	id=g:1065050
Fenoarivo	id=g:1065051
Fenoarivo	id=g:1065052
Fenoarivo	id=g:1065053
Fenoarivo	id=g:1065054
Fenoarivo	id=g:1065055
Fenoarivo	id=g:1065056
Fenoarivo	id=g:1065057
Fenoarivo	id=g:1065058
Fenoarivo	id=g:1065059
Fenoarivo	id=g:1065060
Fenoarivo	id=g:1065061
Fenoarivo	id=g:1065062
Fenoariva	id=g:1065063
Fenoanivo Nord	id=g:1065064
Fenoanivo Atsimo	id=g:1065065
Fenoanivo	id=g:1065066
Fenoanivo	id=g:1065067
Fenoanivo	id=g:1065068
Fenoanevo	id=g:1065069
Fenoanevo	id=g:1065070
Fenoandala	id=g:1065071
Fenoandala	id=g:1065072
Fenoanala	id=g:1065073
Fenoanala	id=g:1065074
Fenoambany	id=g:1065075
Fenoambany	id=g:1065076
Fenoambany	id=g:1065077
Fenoaivo	id=g:1065078
Fenoadala	id=g:1065079
Fenoabo	id=g:1065080
Fenevory	id=g:1065081
Fendrano	id=g:1065082
Fenaomby	id=g:1065083
Lohatanjona Fenambosy	id=g:1065084
Helodranon’ i Fenambosy	id=g:1065085
Felatsana	id=g:1065086
Felana	id=g:1065087
Fekony Est	id=g:1065088
Fekony Andrefana	id=g:1065089
Fehitava Rivière	id=g:1065090
Fehiloha	id=g:1065091
Faux Ballon	id=g:1065092
Fausse Passe	id=g:1065093
Nosy Faty	id=g:1065094
Fatranilio	id=g:1065095
Nosy Fatra	id=g:1065096
Fativolo	id=g:1065097
Fatita	id=g:1065098
Fatihitanarana	id=g:1065099
Fateholibe	id=g:1065100
Fatanara	id=g:1065101
Fatanadabo	id=g:1065102
Nosy Fasy	id=g:1065103
Nosy Fasy	id=g:1065104
Fasintsara	id=g:1065105
Fasinanala	id=g:1065106
Fasina	id=g:1065107
Fasina	id=g:1065108
Fasimena	id=g:1065109
Fasikendry	id=g:1065110
Fasikendry	id=g:1065111
Nosy Fasika	id=g:1065112
Fasenina-Ampasy	id=g:1065113
Baie de Fascène	id=g:1065114
Fascène	id=g:1065115
Fasandiana	id=g:1065116
Farizana	id=g:1065117
Farivolo	id=g:1065118
Farive-Mahabo	id=g:1065119
Farive Ambany	id=g:1065120
Farive	id=g:1065121
Farilasy	id=g:1065122
Farihy	id=g:1065123
Farihivota	id=g:1065124
Farihimena	id=g:1065125
Farihilava	id=g:1065126
Farihilava	id=g:1065127
Faribohitra	id=g:1065128
Lac Faribindrano	id=g:1065129
Farezibe	id=g:1065130
Faravory	id=g:1065131
Faravohitra	id=g:1065132
Faravohitra	id=g:1065133
Faravohitra	id=g:1065134
Faravohitra	id=g:1065135
Faravohitra	id=g:1065136
Faravohitra	id=g:1065137
Faravohitra	id=g:1065138
Faravato	id=g:1065139
Faratsiho	id=g:1065140
Farateny	id=g:1065141
Farariana	id=g:1065142
Fararaoka	id=g:1065143
Fararano	id=g:1065144
Farara	id=g:1065145
Lagune du Faraony	id=g:1065146
Faraony	id=g:1065147
Farambelona	id=g:1065148
Faramanina	id=g:1065149
Farahalana	id=g:1065150
Farafaty	id=g:1065151
Farafatse	id=g:1065152
Farafatana	id=g:1065153
Farafatana	id=g:1065154
Farafasy	id=g:1065155
Farafasy	id=g:1065156
Farafara	id=g:1065157
Farafangana	id=g:1065158
Farafangana	id=g:1065159
Farafangana	id=g:1065160
Anse Farafakabe	id=g:1065161
Baie de Faradofay	id=g:1065162
Nosy Faohina	id=g:1065163
Fany Rivière	id=g:1065164
Nord Fany	id=g:1065165
Fany	id=g:1065166
Fantso	id=g:1065167
Fanovana	id=g:1065168
Fanoriana	id=g:1065169
