Meadowlands Country Club	id=g:5200636
Oteyokwa Lake Dam	id=g:5204648
Ott Cemetery	id=g:5204649
Ott Fork	id=g:5204650
Ott Fork	id=g:5204651
Oswald School (historical)	id=g:5204652
Ott Run	id=g:5204653
Ott School	id=g:5204654
Ottawa	id=g:5204655
Otter Branch	id=g:5204656
Ott Hill	id=g:5204657
Otter Creek	id=g:5204658
Otter Creek	id=g:5204659
Otter Creek	id=g:5204660
Township of Otter Creek	id=g:5204661
Otter Gap Trail	id=g:5204662
Otter Lake	id=g:5204663
Otter Run	id=g:5204664
Otter Gap	id=g:5204665
Otter Run	id=g:5204666
Otterbein Church	id=g:5204667
Lake Ottilie	id=g:5204668
Otto	id=g:5204669
Otto	id=g:5204670
Otto Run	id=g:5204671
Otterbein Church	id=g:5204672
Otto Run	id=g:5204673
Township of Otto	id=g:5204674
Ottsville	id=g:5204675
Ottsville Post Office	id=g:5204676
Ottsville Volunteer Fire Company- Station 49	id=g:5204677
Oughoughton Creek	id=g:5204678
Otto-Eldred High School	id=g:5204679
Our Lady of Fatima Chapel	id=g:5204680
Our Lady of Fatima Chapel	id=g:5204681
Our Lady of Grace Cemetery	id=g:5204682
Our Lady of Grace School	id=g:5204683
Our Lady of Grace School	id=g:5204684
Our Lady of Lourdes Cemetery	id=g:5204685
Our Lady of Mercy Cemetery	id=g:5204686
Our Lady of Mercy Church	id=g:5204687
Our Lady of Ransom School	id=g:5204688
Our Lady of Victory Church	id=g:5204689
Our Lady of Assumption School	id=g:5204690
Our Lady of Calvary School	id=g:5204691
Our Lady of Czestochowa Polish National Shrine	id=g:5204692
Our Lady of Fatima School	id=g:5204693
Our Lady of Good Counsel Elementary School	id=g:5204694
Our Lady of Lourdes Church	id=g:5204695
Our Lady of Mount Carmal Catholic School	id=g:5204696
Our Lady of Mount Carmel Cemetery	id=g:5204697
Our Lady of Mount Carmel Cemetery	id=g:5204698
Our Lady of Mount Carmel Church	id=g:5204699
Our Lady of Mount Carmel School	id=g:5204700
Our Lady of Perpetual Help School	id=g:5204701
Our Lady of Pompeii Church	id=g:5204702
Our Lady of Victory Church	id=g:5204703
Our Lady of Victory Church	id=g:5204704
Our Lady of the Blessed Sacrament School	id=g:5204705
Our Mother of Sorrows School	id=g:5204706
Our Mother of Good Counsel Catholic School	id=g:5204707
Our Mother of Sorrows Cemetery	id=g:5204708
Our Savior Church	id=g:5204709
Our lady of Lourdes High School	id=g:5204710
Outdoor Country Club of York	id=g:5204711
Outlet	id=g:5204712
Outlet City Shopping Mall	id=g:5204713
Outlet Station (historical)	id=g:5204714
The Outlet	id=g:5204715
Our Lady of Consolation School	id=g:5204716
Outwood School	id=g:5204717
Oval	id=g:5204718
Oven Run	id=g:5204719
Outwood	id=g:5204720
Overbrook	id=g:5204721
Overbrook Elementary School	id=g:5204722
Overbrook Golf Club	id=g:5204723
Overbrook Gun Club	id=g:5204724
Overfield Cemetery	id=g:5204725
Township of Overfield	id=g:5204726
Overlook	id=g:5204727
Overlook	id=g:5204728
Overlook Cemetery	id=g:5204729
Overlook Cliff	id=g:5204730
Overlook Golf Course	id=g:5204731
Overlook Heights	id=g:5204732
Overlook Hospital	id=g:5204733
Overlook Park	id=g:5204734
Overlook Springs	id=g:5204735
Overshot	id=g:5204736
Township of Overton	id=g:5204737
Overview	id=g:5204738
Oviatt Branch	id=g:5204739
Over Lake Golf Course	id=g:5204740
Oviatt Hollow	id=g:5204741
Owassee	id=g:5204742
Owassee Slide Run	id=g:5204743
Owatin Creek	id=g:5204744
Owego Picnic Area	id=g:5204745
Owen J Roberts Middle School	id=g:5204746
Owen Reservoir	id=g:5204747
Owens Cemetery	id=g:5204748
Owens Corners	id=g:5204749
Owens School	id=g:5204750
Owensdale	id=g:5204751
Owl Creek	id=g:5204752
Owen J Roberts High School	id=g:5204753
Owl Creek	id=g:5204754
Owl Creek School (historical)	id=g:5204755
Owl Gap Trail	id=g:5204756
Owl Head	id=g:5204757
Owl Hole	id=g:5204758
Owl Hollow	id=g:5204759
Owl Hollow	id=g:5204760
Owl Gap CCC Camp	id=g:5204761
Owl Hollow	id=g:5204762
Owl Hollow	id=g:5204763
Owl Hollow Trail	id=g:5204764
Owl Run	id=g:5204765
Owl Hollow School	id=g:5204766
Owls Head	id=g:5204767
Owls Nest	id=g:5204768
Owltown	id=g:5204769
Ox Hill School	id=g:5204770
Oxbow	id=g:5204771
Oxbow Bend	id=g:5204772
Oxbow Bend	id=g:5204773
Oxbow Creek	id=g:5204774
Owl Run	id=g:5204775
Oxbow Hollow	id=g:5204776
Oxbow Hollow	id=g:5204777
Oxbow Hollow Trail	id=g:5204778
Oxbow Inlet	id=g:5204779
Oxbow Lake	id=g:5204780
Oxbow School	id=g:5204781
Oxford Church	id=g:5204782
Oxford Circle	id=g:5204783
Oxford Circle	id=g:5204784
Oxford Glen	id=g:5204785
Oxford Hospital	id=g:5204786
Oxford School	id=g:5204787
Oxford Shaft	id=g:5204788
Oxford Valley	id=g:5204789
Oxford Valley Elementary School	id=g:5204790
Oxford Valley Golf Course	id=g:5204791
Oxford Valley Heights	id=g:5204792
Oxford Valley Mall	id=g:5204793
Oxford Valley Mall	id=g:5204794
Oxford Valley Mall Dam	id=g:5204795
Oxford Valley Park	id=g:5204796
Oxford Village	id=g:5204797
Oxhorn Run	id=g:5204798
Oxbow Meadows	id=g:5204799
Oyster Run	id=g:5204800
Oysterville Creek	id=g:5204801
Oyster Point	id=g:5204802
P W and S Junction Station	id=g:5204803
P and W Patch	id=g:5204804
PA-446 Dam	id=g:5204805
PA-463 Reservoir	id=g:5204806
PA-477 Reservoir	id=g:5204807
PA-479 Dam	id=g:5204808
PA-5 Dam	id=g:5204809
PECO Energy Electric Substation	id=g:5204810
PNC Park	id=g:5204811
PQ-Lafayette Hill Heliport	id=g:5204812
Pa-21 Dam	id=g:5204813
Pa-22 Dam	id=g:5204814
Pa-32 Dam	id=g:5204815
Pa-413 Dam	id=g:5204816
Pa-416 Dam	id=g:5204817
Pa-419 Dam	id=g:5204818
Pa-420 Dam	id=g:5204819
Pa-420 Reservoir	id=g:5204820
Pa-421 Dam	id=g:5204821
Pa-445 Dam	id=g:5204822
Pa-447 Reservoir	id=g:5204823
Pa-451 Dam	id=g:5204824
Pa-452 Dam	id=g:5204825
Pa-455	id=g:5204826
Pa-455 Dam	id=g:5204827
Pa-456 Dam	id=g:5204828
Pa-464 Reservoir	id=g:5204829
Pa-467 Dam	id=g:5204830
Pa-467 Reservoir	id=g:5204831
Pa-468 Dam	id=g:5204832
Pa-468 Reservoir	id=g:5204833
Pa-474 Dam	id=g:5204834
Pa-474 Reservoir	id=g:5204835
Pa-476 Dam	id=g:5204836
Pa-476 Reservoir	id=g:5204837
Pa-477 Dam	id=g:5204838
Pa-478 Reservoir	id=g:5204839
Pa-480 Dam	id=g:5204840
Pa-483 Dam	id=g:5204841
Pa-484 Dam	id=g:5204842
Pa-485 Dam	id=g:5204843
Pa-486 Dam	id=g:5204844
Pa-487 Reservoir	id=g:5204845
Pa-5 Reservoir	id=g:5204846
Pa-57 Dam	id=g:5204847
Pa-638 Reservoir	id=g:5204848
Pa-638 Reservoir	id=g:5204849
Pa-656 Reservoir	id=g:5204850
Pa-657 Dam	id=g:5204851
Pa-661 Dam	id=g:5204852
Pa-67 Dam	id=g:5204853
Pa-7 Dam	id=g:5204854
Pa-798 Reservoir	id=g:5204855
Pa-799 Reservoir	id=g:5204856
Pa-Rc and D-105 Dam	id=g:5204857
Pabst Blue Ribbon Airport	id=g:5204858
Pacard Run	id=g:5204859
Ozone Falls	id=g:5204860
Pachwechen Run	id=g:5204861
Packer Fork	id=g:5204862
Packer School	id=g:5204863
Township of Packer	id=g:5204864
Packers Island	id=g:5204865
Packers Run	id=g:5204866
Packer Trail	id=g:5204867
Packerton Cemetery	id=g:5204868
Packerton Junction	id=g:5204869
Packhorse Creek	id=g:5204870
Packerton	id=g:5204871
Packus Airport	id=g:5204872
Paddens Creek (historical)	id=g:5204873
Packsaddle	id=g:5204874
Paddens Creek (historical)	id=g:5204875
Paddletown Cemetery	id=g:5204876
Paddy Run	id=g:5204877
Paddy Mountain	id=g:5204878
Paddy Run	id=g:5204879
Paden Creek	id=g:5204880
Page (historical)	id=g:5204881
Page Hollow	id=g:5204882
Page Hollow	id=g:5204883
Page Lake	id=g:5204884
Page Run	id=g:5204885
Page Lake Dam	id=g:5204886
Page Valley	id=g:5204887
Page School	id=g:5204888
Pageville	id=g:5204889
Paige Run	id=g:5204890
Pages Corners	id=g:5204891
Paine Hill	id=g:5204892
Paines Island	id=g:5204893
Paines Summit	id=g:5204894
Paint	id=g:5204895
Paint Creek	id=g:5204896
Paine	id=g:5204897
Paint Creek	id=g:5204898
Paint Creek	id=g:5204899
Paint Mills School	id=g:5204900
Paint Mills Station	id=g:5204901
Paint Run	id=g:5204902
Paint Mills	id=g:5204903
Paint Spring Run	id=g:5204904
Borough of Paint	id=g:5204905
Township of Paint	id=g:5204906
Painter Creek	id=g:5204907
Township of Paint	id=g:5204908
Painter Den Creek	id=g:5204909
Painter Den Club	id=g:5204910
Painter Hill	id=g:5204911
Painter Hollow	id=g:5204912
Painter Den Pond	id=g:5204913
Painter Hollow	id=g:5204914
Painter Rock Hill	id=g:5204915
Painter Run	id=g:5204916
Painter Run	id=g:5204917
Painter Run	id=g:5204918
Painter Run	id=g:5204919
Painter Run	id=g:5204920
Painter Run	id=g:5204921
Painter Run	id=g:5204922
Painter Run	id=g:5204923
Painter Trail	id=g:5204924
Painters Run	id=g:5204925
Painter Swamp	id=g:5204926
Painters Run	id=g:5204927
Painters Run	id=g:5204928
Paintersville	id=g:5204929
Paintertown	id=g:5204930
Paisley	id=g:5204931
Palen Swamp	id=g:5204932
Palestine	id=g:5204933
Palestine Church	id=g:5204934
Palestine Church	id=g:5204935
Palestine School (historical)	id=g:5204936
Palisades Junior-Senior High School	id=g:5204937
Pallas	id=g:5204938
Palm	id=g:5204939
Palm Schwenkfelder Church	id=g:5204940
Palma	id=g:5204941
Palmatier Hollow	id=g:5204942
Paintersville	id=g:5204943
Palmdale	id=g:5204944
Palmer	id=g:5204945
Palmer Dam	id=g:5204946
Palmer Heights	id=g:5204947
Palmer Park	id=g:5204948
Palmer Park	id=g:5204949
Palmer Park Mall	id=g:5204950
Palmer Pond	id=g:5204951
Palmer Pumping Station	id=g:5204952
Palmer School	id=g:5204953
Palmer Township Elementary School	id=g:5204954
Township of Palmer	id=g:5204955
Palmers	id=g:5204956
Palmerton	id=g:5204957
Palmerton Area High School	id=g:5204958
Palmerton East	id=g:5204959
Palmerton East Station	id=g:5204960
Borough of Palmerton	id=g:5204961
Palmertown	id=g:5204962
Palmtown School	id=g:5204963
Palmyra	id=g:5204964
Palmyra Middle School	id=g:5204965
Palmyra Senior High School	id=g:5204966
Palmyra Shopping Center	id=g:5204967
Borough of Palmyra	id=g:5204968
Township of Palmyra	id=g:5204969
Township of Palmyra	id=g:5204970
Palo Alto	id=g:5204971
Borough of Palo Alto	id=g:5204972
Palomino Glen	id=g:5204973
Pancake	id=g:5204974
Pancake Flats	id=g:5204975
Pancoast	id=g:5204976
Pancoast Creek	id=g:5204977
Palmatier Trail	id=g:5204978
Pandora	id=g:5204979
Pangburn Hollow	id=g:5204980
Pancoast Shaft	id=g:5204981
Panic	id=g:5204982
Panic Church	id=g:5204983
Panorama Village	id=g:5204984
Panorama Village Elementary School	id=g:5204985
Pansy	id=g:5204986
Pansy Hill	id=g:5204987
Panther	id=g:5204988
Panther	id=g:5204989
Panther Bluff Pond	id=g:5204990
Panther Branch	id=g:5204991
Panhandle	id=g:5204992
Panther Creek	id=g:5204993
Panther Creek	id=g:5204994
Panther Creek	id=g:5204995
Panther Creek	id=g:5204996
Panther Creek	id=g:5204997
Panther Creek	id=g:5204998
Panther Creek	id=g:5204999
Panther Creek Dam	id=g:5205000
Panther Head	id=g:5205001
Panther Hill	id=g:5205002
Panther Hollow	id=g:5205003
Panther Fire Tower	id=g:5205004
Panther Hollow	id=g:5205005
Panther Hollow	id=g:5205006
Panther Hollow	id=g:5205007
Panther Hollow	id=g:5205008
Panther Hollow Lake	id=g:5205009
Panther Hollow Trail	id=g:5205010
Panther Lake	id=g:5205011
Panther Lake	id=g:5205012
Panther Lake	id=g:5205013
Panther Lake Dam	id=g:5205014
Panther Lick Creek	id=g:5205015
Panther Hollow Trail	id=g:5205016
Panther Lick Hollow	id=g:5205017
Panther Rocks	id=g:5205018
Panther Run	id=g:5205019
Panther Run	id=g:5205020
Panther Run	id=g:5205021
Panther Run	id=g:5205022
Panther Run	id=g:5205023
Panther Run	id=g:5205024
Panther Run	id=g:5205025
Panther Run	id=g:5205026
Panther Run	id=g:5205027
Panther Run	id=g:5205028
Panther Run	id=g:5205029
Panther Run	id=g:5205030
Panther Run Trail	id=g:5205031
Panther Swamp	id=g:5205032
Panther Swamp	id=g:5205033
Panther Trail	id=g:5205034
Panther Valley Elementary School	id=g:5205035
Panther Valley School	id=g:5205036
Paoli	id=g:5205037
Paoli Memorial Grounds	id=g:5205038
Paoli Memorial Hospital Heliport	id=g:5205039
Paoli Road	id=g:5205040
Paoli School	id=g:5205041
Paoli Shopping Center	id=g:5205042
Pape Cemetery	id=g:5205043
Paper Mill	id=g:5205044
Paper Mill Pond	id=g:5205045
Paper Mill Pond	id=g:5205046
Paper Mills	id=g:5205047
Papermill Hollow Airport (historical)	id=g:5205048
Paperville	id=g:5205049
Pappans Plaza	id=g:5205050
Paradise	id=g:5205051
Paradise	id=g:5205052
Paradise	id=g:5205053
Paradise Beach	id=g:5205054
Paradise Cemetery	id=g:5205055
Paradise Cemetery	id=g:5205056
Paradise Church	id=g:5205057
Paradise Church	id=g:5205058
Paradise Church	id=g:5205059
Paradise Church	id=g:5205060
Paradise Church	id=g:5205061
Paradise Church	id=g:5205062
Paradise Creek	id=g:5205063
Panther Run Trail	id=g:5205064
Paradise Elementary School	id=g:5205065
Paradise Falls	id=g:5205066
Paradise Furnace	id=g:5205067
Paradise Furnace Cemetery	id=g:5205068
Paradise Park	id=g:5205069
Paradise Post Office (historical)	id=g:5205070
Paradise School (historical)	id=g:5205071
Paradise Valley	id=g:5205072
Township of Paradise	id=g:5205073
Pardee	id=g:5205074
Pardee	id=g:5205075
Pardee Place Dam	id=g:5205076
Pardee School (historical)	id=g:5205077
Pardeesville	id=g:5205078
Pardoe	id=g:5205079
Pardus	id=g:5205080
Pargney School	id=g:5205081
Paris	id=g:5205082
Paris Run	id=g:5205083
Paradise Crossing	id=g:5205084
Park Bake Oven Trail	id=g:5205085
Park Cemetery	id=g:5205086
Park Creek	id=g:5205087
Park Crest	id=g:5205088
Park Dam	id=g:5205089
Park Elementary School	id=g:5205090
Park Elementary School	id=g:5205091
Park Elementary School	id=g:5205092
Park Forest Elementary School	id=g:5205093
Park Forest Village	id=g:5205094
Park Gate	id=g:5205095
Park Golf Course	id=g:5205096
Park Headquarters	id=g:5205097
Park Hill Golf Club	id=g:5205098
Park Hills	id=g:5205099
Park Hills Plaza	id=g:5205100
Park Lake	id=g:5205101
Park Lawn Cemetery	id=g:5205102
Park Line Trail	id=g:5205103
Park Overlook	id=g:5205104
Park Place	id=g:5205105
Park Place Dam Number Three	id=g:5205106
Park Place Lake	id=g:5205107
Park Plaza	id=g:5205108
Park Quarries	id=g:5205109
Park Ridge Estates	id=g:5205110
Park Terrace School	id=g:5205111
Park Town Estates	id=g:5205112
Park View	id=g:5205113
Park View Church	id=g:5205114
Park View Heights	id=g:5205115
Park Village Plaza	id=g:5205116
Park Way Manor	id=g:5205117
Parke	id=g:5205118
Parker	id=g:5205119
Parker Corners	id=g:5205120
Parker Dam	id=g:5205121
Parker Dam	id=g:5205122
Parker Dam State Park	id=g:5205123
Parker Elementary School	id=g:5205124
Parker Ford	id=g:5205125
Parker Hill	id=g:5205126
Parker Hollow	id=g:5205127
Park Away Mobile Home Park	id=g:5205128
Parker Hollow	id=g:5205129
Parker Hollow	id=g:5205130
Parker Hollow	id=g:5205131
Parker Hollow	id=g:5205132
Parker Hollow Trail	id=g:5205133
Parker School	id=g:5205134
Parker Shanty Trail	id=g:5205135
City of Parker	id=g:5205136
Township of Parker	id=g:5205137
Parkers Corners	id=g:5205138
Parkers Glen	id=g:5205139
Parkers Landing	id=g:5205140
Parkhill	id=g:5205141
Parkland	id=g:5205142
Parkland Heights	id=g:5205143
Parkland High School	id=g:5205144
Parkland Station	id=g:5205145
Parks Cemetery	id=g:5205146
Parks Creek	id=g:5205147
Parks Crossroad	id=g:5205148
Parks Hill	id=g:5205149
Parks Run	id=g:5205150
Parker Run	id=g:5205151
Parkside	id=g:5205152
Parkside Courts	id=g:5205153
Parkstown	id=g:5205154
Parkstown	id=g:5205155
Parkvale	id=g:5205156
Parkview Church	id=g:5205157
Parkview Hospital	id=g:5205158
Parkview Plaza	id=g:5205159
Parkway Manor Elementary School	id=g:5205160
Parkway Shopping Center	id=g:5205161
Parkwood	id=g:5205162
Parkwood Manor	id=g:5205163
Parnassus	id=g:5205164
Parrs Mill	id=g:5205165
Parryville	id=g:5205166
Parryville Lake	id=g:5205167
Parryville Station	id=g:5205168
Borough of Parryville	id=g:5205169
Parsons	id=g:5205170
Parsons Hill Church	id=g:5205171
Parsons Run	id=g:5205172
Township of Parks	id=g:5205173
Parsons Run	id=g:5205174
Parsons Station	id=g:5205175
Parsonville	id=g:5205176
Partners Creek	id=g:5205177
Parsonsville	id=g:5205178
Passavant Hospital	id=g:5205179
Passavant Hospital Heliport	id=g:5205180
Passavant Memorial Homes	id=g:5205181
Passer	id=g:5205182
Passmore Run	id=g:5205183
Parvin	id=g:5205184
Pastorius School	id=g:5205185
Patagonia	id=g:5205186
Patchel Run	id=g:5205187
Pastorius Park	id=g:5205188
Patchen Run	id=g:5205189
Patchell Trail	id=g:5205190
Patchinville	id=g:5205191
Path	id=g:5205192
Path Valley	id=g:5205193
Patchin Run	id=g:5205194
Pathway School	id=g:5205195
Patrick Run	id=g:5205196
Path Valley Cemetery	id=g:5205197
Patriot Street Elementary School	id=g:5205198
Patten Elementary School	id=g:5205199
Patterson Creek	id=g:5205200
Patricksburg	id=g:5205201
Patterson Grove	id=g:5205202
Patterson Heights	id=g:5205203
Borough of Patterson Heights	id=g:5205204
Patterson Hill	id=g:5205205
Patterson Run	id=g:5205206
Patterson Elementary School	id=g:5205207
Patterson Run	id=g:5205208
Patterson Run	id=g:5205209
Patterson Run Trail	id=g:5205210
Patterson State Park	id=g:5205211
Township of Patterson	id=g:5205212
Pattersons Mill	id=g:5205213
Pattersonville	id=g:5205214
Patton	id=g:5205215
Patton	id=g:5205216
Patton Cemetery	id=g:5205217
Patton Creek	id=g:5205218
Patterson School	id=g:5205219
Patton Run	id=g:5205220
Patton Elementary School	id=g:5205221
Patton Run	id=g:5205222
Patton School	id=g:5205223
Township of Patton	id=g:5205224
Pattonville	id=g:5205225
Paul Airport	id=g:5205226
Paul Brook	id=g:5205227
Borough of Patton	id=g:5205228
Paul Hollow	id=g:5205229
Paul N Detwiler Elementary School	id=g:5205230
Paul W Kutz Elementary School	id=g:5205231
Pauls Run	id=g:5205232
Paulson Playground	id=g:5205233
Paulton	id=g:5205234
Paunnacussing Creek	id=g:5205235
Paul Valley Industrial Park	id=g:5205236
Paupack Cemetery	id=g:5205237
Paupack Church	id=g:5205238
Township of Paupack	id=g:5205239
Paupackan Lake	id=g:5205240
Pavia Run	id=g:5205241
Paupack	id=g:5205242
Pawling Station	id=g:5205243
Pawner School	id=g:5205244
Pawpaw Run	id=g:5205245
Pawling Chapel	id=g:5205246
Paxinosa	id=g:5205247
Paxinosa Elementary School	id=g:5205248
Paxtang	id=g:5205249
Paxtang Cemetery	id=g:5205250
Paxtang Manor	id=g:5205251
Paxtang Manor	id=g:5205252
Borough of Paxtang	id=g:5205253
Paxton	id=g:5205254
Paxton Acres	id=g:5205255
Paxton Church	id=g:5205256
Paxton Church	id=g:5205257
Paxton Creek	id=g:5205258
Paxinos	id=g:5205259
Paxton Run	id=g:5205260
Paxton Hollow Estates	id=g:5205261
Paxtonia School	id=g:5205262
Paxtonville	id=g:5205263
Payne Place Cemetery	id=g:5205264
Payne Pond	id=g:5205265
Payne Run	id=g:5205266
Paxtonia	id=g:5205267
Pea Vine Hill	id=g:5205268
Peabody High School	id=g:5205269
Peace Church	id=g:5205270
Peace Church	id=g:5205271
Peace Lutheran Church	id=g:5205272
Peace Valley Dam	id=g:5205273
Peace Valley Nature Center	id=g:5205274
Peace Valley Park	id=g:5205275
Peace Valley Reservoir	id=g:5205276
Peaceful Valley	id=g:5205277
Peach Glen	id=g:5205278
Peach Hill	id=g:5205279
Peach Orchard Hollow	id=g:5205280
Paynter Elementary School	id=g:5205281
Peachtree Hollow	id=g:5205282
Peach Ridge	id=g:5205283
The Peak	id=g:5205284
Peaked Mountain	id=g:5205285
Peale	id=g:5205286
Pealertown	id=g:5205287
Peanut	id=g:5205288
Peanut	id=g:5205289
Pearce Cemetery	id=g:5205290
Pearl	id=g:5205291
Pearl Lake	id=g:5205292
Pearl S Buck Elementary School	id=g:5205293
Pearsall Run	id=g:5205294
Peachtree Park	id=g:5205295
Peas Creek	id=g:5205296
Peas Hill	id=g:5205297
Pebble Hill	id=g:5205298
Pebble Hill Acres	id=g:5205299
Pebble Hill Church	id=g:5205300
Pebble Hill Streams	id=g:5205301
Pebble Lake Park	id=g:5205302
Pebble Ridge Farms	id=g:5205303
Pebble Run	id=g:5205304
Pebly School	id=g:5205305
Pecan	id=g:5205306
Peck Cemetery	id=g:5205307
Pecking Patch Hollow	id=g:5205308
Pebble Creek	id=g:5205309
Pecks Pond	id=g:5205310
Pecks Pond	id=g:5205311
Pecks Pond Dam	id=g:5205312
Pecks Pond Picnic Area	id=g:5205313
Pecks Pond Post Office (historical)	id=g:5205314
Peckville	id=g:5205315
Peckville	id=g:5205316
Peckville School	id=g:5205317
Peckville Station	id=g:5205318
Peco Berwyn Heliport	id=g:5205319
Peddlars Grave	id=g:5205320
Pedler Run	id=g:5205321
Peckins Airport	id=g:5205322
Pedrick Pond	id=g:5205323
Pee Wee Island	id=g:5205324
Peebles Elementary School	id=g:5205325
Peebles Run	id=g:5205326
Pedrick Cemetery	id=g:5205327
Peet Brook	id=g:5205328
Peep	id=g:5205329
Pegasus Airport	id=g:5205330
Peggs Run	id=g:5205331
Peggy Run	id=g:5205332
Peg Run	id=g:5205333
Peggys Run	id=g:5205334
Peifers Church	id=g:5205335
Pekin Run	id=g:5205336
Pektor Hill	id=g:5205337
Pemberton	id=g:5205338
Pen Argyl	id=g:5205339
Pen Argyl Junior-Senior High School	id=g:5205340
Borough of Pen Argyl	id=g:5205341
Pen Ryn School	id=g:5205342
Penbrook	id=g:5205343
Penbrook Park	id=g:5205344
