Darreh-ye Morgh Khān	id=g:123271
Kerdelān	id=g:128261
Kerdābād	id=g:128262
Kerdābād	id=g:128263
Kerchīān	id=g:128264
Kūh-e Kerch	id=g:128265
Kerch	id=g:128266
Kūh-e Kerāch	id=g:128267
Kūh-e Keneh Dūdeh Seh	id=g:128268
Genāvkān	id=g:128269
Kenār Sar	id=g:128270
Konār Kūh	id=g:128271
Konārjū	id=g:128272
Kenār Gūsheh	id=g:128273
Konār Fīrūz	id=g:128274
Kūh-e Kenāreh	id=g:128275
Konāreh	id=g:128276
Kenāreh	id=g:128277
Kenāreh	id=g:128278
Kenār Daryā	id=g:128279
Kenār Daryā	id=g:128280
Konār Nag	id=g:128281
Konārān	id=g:128282
Kenārak	id=g:128283
Kūh-e Konār	id=g:128284
Kemeshk	id=g:128285
Kelūseh	id=g:128286
Galūpadeh	id=g:128287
Kūh-e Kalū Kandeh	id=g:128288
Kūh-e Kel Konār	id=g:128289
Kelīsīān	id=g:128290
Kelīshom	id=g:128291
Kalīsān	id=g:128292
Kelījeh	id=g:128294
Kelīd Bar	id=g:128295
Kelīdbar	id=g:128296
Kelīdar	id=g:128297
Kūh-e Keley Shām	id=g:128298
Golestān	id=g:128299
Kelī Tū	id=g:128300
Kelās	id=g:128301
Kūh-e Kelamah	id=g:128302
Gardaneh-ye Kelak	id=g:128303
Kalāchū	id=g:128304
Keykīn	id=g:128305
Kūh-e Kehī	id=g:128306
Kehcheh	id=g:128307
Key	id=g:128308
Āb-e Kegārs	id=g:128309
Keft-e Geleh	id=g:128310
Kedenj	id=g:128311
Kachī	id=g:128312
Kebrīt	id=g:128313
Kazāz-e Soflá	id=g:128314
Kazāz-e ‘Olyā	id=g:128315
Kazvaz-e Soflá	id=g:128316
Keznār	id=g:128317
Kūh-e Kāzīnestūn	id=g:128318
Kūh-e Kāzīnestān	id=g:128319
Kazhī Karān	id=g:128320
Kāzerūn	id=g:128321
Kāz̧em Maḩalleh	id=g:128322
Kāz̧emī-ye Khalaf	id=g:128323
Kānī-ye Kāz̧emī	id=g:128324
Kāz̧emī-ye Yek	id=g:128325
Kāz̧em Ḩamd	id=g:128326
Kāz̧emābād	id=g:128327
Kāz̧emābād	id=g:128328
Kāz̧emābād	id=g:128329
Kāz̧emābād	id=g:128330
Kāz̧emābād	id=g:128331
Kāz̧emābād	id=g:128332
Kāz̧emābād	id=g:128333
Kāz̧emābād	id=g:128334
Kāz̧emābād	id=g:128335
Kāz̧emābād	id=g:128336
Kāz̧emābād	id=g:128337
Qāsemābād	id=g:128338
Eshkaft Jān	id=g:128339
Kāz̧emābād	id=g:128340
Kāz̧emābād	id=g:128341
Kāz̧emābād	id=g:128342
Kāz̧emābād	id=g:128343
Kāz̧emābād	id=g:128344
Kāz̧emābād	id=g:128345
Gazangān	id=g:128346
Kazaj	id=g:128347
Rūdkhāneh-ye Kāzāb	id=g:128348
Kez̄āb	id=g:128349
Kāy Vosheh	id=g:128350
Darreh-ye Kayūr	id=g:128351
Keyūp	id=g:128352
Kāykān	id=g:128353
Kāyd Rezā	id=g:128354
Kāydān	id=g:128355
Kīān-e Soflá	id=g:128356
Kayān-e Bar Āftāb	id=g:128358
Kāvūsābād	id=g:128359
Kāvmeleh	id=g:128360
Kāvelān-e Soflá	id=g:128361
Kavīz-e Bālā	id=g:128362
Kavīr Kāj	id=g:128363
Kavīrcheh-ye Kāfar Kūheh	id=g:128364
Īstgāh-e Rāh Āhan-e Kavīr	id=g:128365
Dasht-e Kavīr	id=g:128366
Dasht-e Kavīr	id=g:128367
Kūh-e Kāvīl	id=g:128368
Gavījeh	id=g:128369
Kāvīān	id=g:128370
Kārestān	id=g:128371
Kāveh Kālī	id=g:128372
Kūh-e Kāvbakān	id=g:128373
Kavārt	id=g:128374
Kāvareh Lavān	id=g:128375
Kāvārān	id=g:128376
Kūh-e Kavār	id=g:128377
Gavār	id=g:128378
Kavār Kohneh	id=g:128379
Kāvar	id=g:128380
Govānech	id=g:128381
Kāvand	id=g:128383
Kavand	id=g:128384
Kāvand	id=g:128385
Kavānaq	id=g:128386
Kavākeb	id=g:128387
Kāmakān	id=g:128388
Rūd-e Kavak	id=g:128389
Kavā	id=g:128390
Katūyeh	id=g:128391
Katūk	id=g:128392
Kūh-e Katrāk	id=g:128393
Katrā	id=g:128394
Rūdkhāneh-ye Katkhām	id=g:128395
Katīrān-e Soflá	id=g:128396
Katīrān-e ‘Olyā	id=g:128397
Katshaşt-e Ābādān	id=g:128398
Kateh Shāl	id=g:128399
Katekhafr	id=g:128400
Kateh Talkh	id=g:128401
Kateh Shamshīr-e ‘Olyā	id=g:128402
Kateh Sar	id=g:128403
Kateh Gonbad	id=g:128404
Kateh Gabrī	id=g:128405
Kateh	id=g:128406
Kateh	id=g:128407
Kateh	id=g:128408
Katas Bes	id=g:128409
Katān	id=g:128410
Katālān	id=g:128411
Katā Kūh	id=g:128412
Kūh-e Katak	id=g:128413
Katak	id=g:128414
Gonak	id=g:128415
Katak	id=g:128416
Kūh-e Katak	id=g:128417
Katā	id=g:128418
Kat	id=g:128419
Kāsū”īyeh	id=g:128420
Kasū	id=g:128421
Rūdkhāneh-ye Kāstān	id=g:128422
Kāstān	id=g:128423
Kasrīneh	id=g:128424
Kasr-e Āşef	id=g:128425
Kas Pardeh	id=g:128426
Kas Nazān	id=g:128427
Kasnazān	id=g:128428
Kasmā’	id=g:128429
Kaslān Qayah	id=g:128430
Kāskūh	id=g:128431
Kāskān	id=g:128432
Keskak	id=g:128433
Kas̄īrābād	id=g:128434
Kāsīn	id=g:128435
Kasīk	id=g:128436
Qal‘eh-ye Kāsīān	id=g:128437
Kāsīān-e Rostam Khānī	id=g:128438
Gīsīan	id=g:128439
Keshūk-e Pā’īn	id=g:128440
Keshūk-e Bālā	id=g:128441
Gashū’ī	id=g:128442
Keshtū	id=g:128443
Kāshtar	id=g:128444
Kashmarz	id=g:128445
Kotal-e Kashmar	id=g:128446
Kāshmar	id=g:128447
Kūh-e Kashkū’īyeh	id=g:128448
Koshkū’īyeh	id=g:128449
Koshkū’īyeh	id=g:128450
Koshkū’īyeh	id=g:128451
Kashkū’īyeh	id=g:128452
Kashkū’īyeh	id=g:128453
Khīreh Sar	id=g:128454
Kashk-e Tū	id=g:128455
Rūdkhāneh-ye Kashgān	id=g:128456
Kashkamīr-e Soflá	id=g:128457
Kashkak	id=g:128458
Kashkābād	id=g:128459
Kūh-e Kashk	id=g:128460
Kūh-e Kāshī Garī	id=g:128461
Rūdkhāneh-ye Kāshī	id=g:128462
Maqtī ‘Akāshī	id=g:128463
Kāshī	id=g:128464
Kāshī	id=g:128465
Rūdkhāneh-ye Kāshgūr	id=g:128466
Kash Rūdkhāneh	id=g:128467
Rūdkhāneh-ye Kāshkūh	id=g:128468
Kashāvar	id=g:128469
Keshār-e Pā’īn	id=g:128471
Keshār-e Bālā	id=g:128472
Rūdkhāneh-ye Kāshānī	id=g:128473
Kashānak	id=g:128474
Kāshānak	id=g:128475
Kāshān	id=g:128476
Kāshān	id=g:128477
Kūh-e Kāshk	id=g:128478
Kashadeleh	id=g:128479
Rūdkhāneh-ye Gashk	id=g:128480
Kash	id=g:128481
Kāsf	id=g:128482
Kāseh Sangī	id=g:128483
Kūh-e Kāseh Māst	id=g:128484
Kūh-e Kāseh Kāseh	id=g:128485
Kāsehgar Maḩalleh	id=g:128486
Kāseh Garān	id=g:128487
Kāskān-e Pā’īn	id=g:128488
Kasehābād	id=g:128489
Rūdkhāneh-ye Kāsegān	id=g:128490
Kūh-e Kāsegān	id=g:128491
Kāseb	id=g:128492
Kasīḩ	id=g:128493
Kasāvand	id=g:128494
Kasāvand	id=g:128495
Tang-e Kāseh Rūd	id=g:128496
Kasānaq	id=g:128497
Kārzīn	id=g:128498
Karzebū	id=g:128499
Kārvānsarā	id=g:128500
Garvāneh	id=g:128501
Kārvāneh	id=g:128502
Kūrān Dap	id=g:128503
Karvandān	id=g:128504
Kārevān	id=g:128505
Kārūn Bar	id=g:128506
Rūdkhāneh-ye Kārūn	id=g:128507
Rūd-e Kārūn	id=g:128508
Īstgāh-e Kārūn	id=g:128509
Karūk	id=g:128510
Kerogān	id=g:128511
Karţalān	id=g:128512
Kartīlābād	id=g:128513
Kārtā	id=g:128514
Kūh-e Kartan	id=g:128515
Darreh-ye Kārtā	id=g:128516
Kūh-e Kūr Shūrāb	id=g:128517
Garsanak	id=g:128518
Āb-e Karrī	id=g:128519
Karrī	id=g:128520
Karreh Pūyān	id=g:128521
Rūdkhāneh-ye Karreh Bas	id=g:128522
Kūh-e Karreh	id=g:128523
Garrī	id=g:128524
Rūd-e Karrat Darreh	id=g:128525
Karrān	id=g:128526
Karrāb	id=g:128527
Karqond	id=g:128528
Karpū’īyeh	id=g:128529
Karpān	id=g:128530
Kā Rostam	id=g:128531
Kūh-e Karnādī	id=g:128532
Karmū	id=g:128533
Darreh-ye Karmostaj	id=g:128534
Karmastaj	id=g:128535
Kārmard	id=g:128536
Karmālīm	id=g:128537
Karm ‘Alī	id=g:128538
Kermejegān	id=g:128539
Karkūlī	id=g:128540
Kūh-e Kārkonān	id=g:128541
Kār Konān	id=g:128542
Kūh-e Karkīndar	id=g:128543
Karkīndar	id=g:128544
Kūh-e Karkīn	id=g:128545
Karkīkhān	id=g:128546
Rūdkhāneh-ye Karkheh Nūr	id=g:128548
Rūdkhāneh-ye Karkheh	id=g:128552
Kārkhāneh Folāndasht	id=g:128553
Kārkhāneh	id=g:128555
Kārkhāneh	id=g:128556
Kārkhāneh Sefīd Kan	id=g:128557
Kark-e ‘Olyā	id=g:128558
Kūh-e Karkeh	id=g:128559
Kūh-e Karkasīn	id=g:128560
Karkasār	id=g:128561
Kūh-e Karkas	id=g:128562
Gargar	id=g:128563
Karkānak	id=g:128564
Karkān	id=g:128565
Karkān	id=g:128566
Karrehkān	id=g:128567
Kark-e Soflá	id=g:128568
Kork-e ‘Olyā	id=g:128569
Rūd-e Karjū	id=g:128570
Karjū	id=g:128571
Kārjī	id=g:128572
Karjān	id=g:128573
Kārīz Now	id=g:128574
Kārīz-e Now	id=g:128575
Kahrīzlī	id=g:128576
Kārīz-e Pā’īn	id=g:128577
Kārīz-e Sabz	id=g:128578
Kahrīz-e Pā’īn	id=g:128579
Kārīz-e Bālā	id=g:128580
Kalāteh-ye Garīzān	id=g:128581
Kārīzak-e Nāgahānī	id=g:128582
Kārīzak	id=g:128583
Kārījak	id=g:128584
Kerīz	id=g:128585
Karīmlūhā	id=g:128586
Karīm Khānī	id=g:128587
Karīm Khān	id=g:128588
Karīm Khalaf	id=g:128589
Karīmābād	id=g:128590
Karīmābād-e Sardār	id=g:128591
Karīmābād	id=g:128592
Karīmābād	id=g:128593
Karīmābād-e Ḩājj ‘Alī	id=g:128594
Karīmābād-e Gāvkhāneh	id=g:128595
Karīmābād-e Fahālanj	id=g:128596
Karīmābād-e Bālā	id=g:128597
Karīmābād-e Ābnīl	id=g:128598
Rūdkhāneh-ye Shūr	id=g:128599
Rūd-e Karīmābād	id=g:128600
Chāh-e Karīmābād	id=g:128601
Karīmābād	id=g:128602
Karīmābād	id=g:128603
Karīmābād	id=g:128604
Karīmābād	id=g:128605
Karīmābād	id=g:128606
Karīmābād	id=g:128607
Karīmābād	id=g:128608
Karīmābād	id=g:128609
Karīmābād	id=g:128610
Karīmābād	id=g:128611
Karīmābād	id=g:128612
Karīmābād	id=g:128613
Karīmābād	id=g:128614
Karīmābād	id=g:128615
Karīmābād	id=g:128616
Karīmābād	id=g:128617
Karīmābād	id=g:128618
Karīmābād	id=g:128620
Karīmābād	id=g:128621
Karīmābād	id=g:128622
Karīmābād Khākī	id=g:128623
Karīmābād	id=g:128624
Karīmābād	id=g:128625
Karīmābād	id=g:128626
Karīmābād	id=g:128627
Karīmābād	id=g:128628
Karīmābād	id=g:128629
Karīmābād	id=g:128630
Karīmābād	id=g:128631
Ḩājj Karīm	id=g:128632
Karīmābād	id=g:128633
Karīmābād	id=g:128634
Karīmābād	id=g:128635
Karīmābād	id=g:128636
Karīmābād	id=g:128637
Karīmābād	id=g:128638
Karīmābād	id=g:128639
Karīmābād	id=g:128640
Karīmābād	id=g:128641
Karīmābād	id=g:128642
Karīmābād	id=g:128643
Karīmābād	id=g:128644
Karīmābād-e Anşārī	id=g:128645
Karīmābād	id=g:128646
Karīmābād	id=g:128647
Chāh-e Karīm	id=g:128648
Mazra‘eh-ye Ebrāhīm	id=g:128649
Tang-e Kariba	id=g:128650
Karīān	id=g:128651
Kāryān	id=g:128652
Karīān	id=g:128653
Kārī	id=g:128654
Kar Gūshkī	id=g:128655
Kargow	id=g:128656
Kārged	id=g:128657
Kargazlū	id=g:128658
Kargānrūd	id=g:128659
Rūd-e Kargānlī	id=g:128660
Kargāh	id=g:128661
Kargān	id=g:128662
Kargān	id=g:128663
Kargān	id=g:128664
Karkaj	id=g:128665
Kūh-e Kārgāh	id=g:128666
Karkābād	id=g:128667
Karfanj	id=g:128668
Karfanj-e Soflá	id=g:128669
Rūdkhāneh-ye Kārezār	id=g:128670
Kareyak	id=g:128671
Kāreshk	id=g:128672
Kārbeḩ	id=g:128673
Kāvand	id=g:128674
Rūdkhāneh-ye Kare’ī	id=g:128675
Kūh-e Kare’ī	id=g:128676
Kare’ī	id=g:128677
Kareh Ţāvī	id=g:128678
Korsī	id=g:128679
Karkūyeh	id=g:128680
Kareh Dān	id=g:128681
Kareh Chāl	id=g:128682
Karreh Bas-e Bonah Zard	id=g:128683
Karreh Bas	id=g:128684
Kareh	id=g:128685
Kardovān	id=g:128686
Kūh-e Kārdū	id=g:128687
Karījānī	id=g:128688
Kardījān	id=g:128689
Kūh-e Kārderīgūn	id=g:128690
Kūh-e Kārdeh	id=g:128691
Kārdeh	id=g:128692
Kār Golestāneh	id=g:128693
Kārdwojīn	id=g:128694
Rūdkhāneh-ye Kardar	id=g:128695
Kūh-e Kardar	id=g:128696
Kardar	id=g:128697
Kardar	id=g:128698
Kārdāneh	id=g:128699
Kūh-e Kord	id=g:128700
Kūh-e Karchūn	id=g:128701
Karcheh Qūreh	id=g:128702
Kārchān	id=g:128703
Kūh-e Karchak Zār	id=g:128704
Kūh-e Karbūsh	id=g:128705
Kārband	id=g:128706
Ḩowẕ-e Karbālāī-ye Yūsef	id=g:128707
Karbalā'ī Rezā Khān	id=g:128708
Ḩowz-e Karbalā’ī Ḩasan	id=g:128709
Ḩowẕ-e Karbalā-ye Khodāmorād	id=g:128710
Ḩowẕ-e Karbalā-ye Ḩoseynkhān	id=g:128711
Ḩowz-e Karbalā'ī Gholām	id=g:128712
Karbalā Āqā `Alī	id=g:128713
Ḩoseyn, Ḩowz-e Karbalā”ī	id=g:128714
Dasht-e Karbalā	id=g:128715
Kārbā	id=g:128716
Karāyem	id=g:128717
Karavīq	id=g:128718
Kārvānsarā-ye Shāh ‘Abbāsī	id=g:128719
Kāravān	id=g:128721
Karatān	id=g:128722
Kar Āshūb	id=g:128723
Karasf	id=g:128724
Karā Rūd	id=g:128725
Rūd-e Nowdeh	id=g:128726
Karanjeh	id=g:128727
Kāranj	id=g:128728
Kerān-e Pā'īn	id=g:128729
Karān-e ‘Olyā	id=g:128730
Gārandehū	id=g:128731
Kūh-e Karan	id=g:128732
Karand	id=g:128733
Karamlū	id=g:128734
Karam Shāh	id=g:128735
Karamālahī	id=g:128736
Karamī	id=g:128737
Karmesh	id=g:128738
Karam Bast	id=g:128739
Karamlīk	id=g:128740
Rūd-e Karam `Alī	id=g:128741
Karamābād	id=g:128742
Karamābād	id=g:128743
Cheshmeh-ye Kharī	id=g:128744
Rūdkhāneh-ye Karaj	id=g:128746
Karaj	id=g:128747
Karahrūd	id=g:128748
Karaftū	id=g:128749
Karafs	id=g:128750
Karaf Poshteh	id=g:128751
Karf-e ‘Olyā	id=g:128752
Kerādeh	id=g:128753
Karrādeh	id=g:128754
Kavār Chūjī	id=g:128755
Karch-e ‘Olyā	id=g:128756
Karābād	id=g:128757
Kafāleq	id=g:128758
Kapūtānī	id=g:128759
Kafūzak	id=g:128760
Kūh-e Kapū	id=g:128761
Kapow	id=g:128762
Kapkān	id=g:128763
Qal‘eh Kapī	id=g:128764
Kapaz	id=g:128765
Kabateh	id=g:128766
Kapar Khānī	id=g:128767
Kapar Jūdakī	id=g:128768
Kaparhā	id=g:128769
Kapargah	id=g:128770
Kapar	id=g:128771
Kapanū	id=g:128772
Kapaleh Ḩasan	id=g:128773
Kapak	id=g:128774
Kop-e ‘Olyā	id=g:128775
Konzanaq	id=g:128776
Kanū Gerd	id=g:128777
Kantū’īyeh	id=g:128778
Kantān	id=g:128779
Kān Sorkh	id=g:128780
Kahn Sameh	id=g:128781
Kānrūd	id=g:128782
Kenās	id=g:128783
Kenās-e Soflá	id=g:128784
Kān Korah	id=g:128785
Gankhak-e Ro’sā	id=g:128786
Gankhak-e Mīldū	id=g:128787
Gankhak-e Chāh Shūr	id=g:128788
Kankān	id=g:128789
Ganjūr-e Pā’īn	id=g:128790
Kanjūr-e ‘Olyā	id=g:128791
Ganjūrān	id=g:128792
Galāl Badrah	id=g:128793
Kanjān Cham	id=g:128794
Ganj Afrūz-e Bālā	id=g:128795
Kanīzān	id=g:128796
Kanīzak	id=g:128797
Tāzehābād	id=g:128798
Kānī Ţūmār	id=g:128799
Kānī Sīb	id=g:128800
Kānī Shāh Qolī	id=g:128801
Kānī Sefīd	id=g:128802
Kānī Sepīkeh	id=g:128803
Kānī Savarān	id=g:128804
Kānī Sānān	id=g:128805
Gardaneh-ye Kānī Rash	id=g:128806
Kānī Rash	id=g:128807
Kānī Rash	id=g:128808
Kānī Pāshā	id=g:128809
Kānī Pānkeh	id=g:128810
Cheshmeh-ye Kānī Pāneh	id=g:128811
Kānī Pahan	id=g:128812
Kānī Mīrān	id=g:128813
Kānī Moshkān	id=g:128814
Kānī Māmer	id=g:128815
Kānī Kūchek	id=g:128816
Cheshmeh Sefīd	id=g:128817
Kānī Kabūd	id=g:128818
Kahanak	id=g:128819
Kanīj Kolā	id=g:128820
Kānī Ḩoseyn Bak	id=g:128821
Ganjī	id=g:128822
Kānī ‘Eyn ‘Alī	id=g:128823
Kānī Chāy	id=g:128824
Kownī	id=g:128825
Kangarī	id=g:128826
Kān Gonjeshkī	id=g:128827
Kang-e Pā’īn	id=g:128828
Kang-e Bālā	id=g:128829
Kangāvar-e Kohneh	id=g:128830
Kangāvar	id=g:128831
Kangīnū	id=g:128832
Kangarū	id=g:128833
Eslāmābād-e Soflá	id=g:128834
Kangār Shāh-e ‘Olyā	id=g:128835
Cham-e Kangar Shāh	id=g:128836
Kangarlū	id=g:128837
Kangarlū	id=g:128838
Kangarī	id=g:128839
Kangarestān	id=g:128840
Kangareh	id=g:128841
Kongereh	id=g:128842
Kangarbān-e Pāʼīn	id=g:128844
Kangarbān-e Bālā	id=g:128845
Kangar	id=g:128846
Kangān	id=g:128847
Kangān	id=g:128848
Kang	id=g:128850
Kashgīn	id=g:128851
Kūh Mesī	id=g:128852
Kāne‘mat	id=g:128853
Kaneh	id=g:128854
Rūd-e Kaneh	id=g:128855
Kaneh	id=g:128856
Kāl-e Kandūlī	id=g:128857
Kondowr	id=g:128858
Kand Tappeh	id=g:128859
Gardaneh-ye Kandovān	id=g:128860
Kandovān	id=g:128861
Kandolūs	id=g:128862
Kūh Chāh Kaland	id=g:128863
Kandī Khowrī	id=g:128864
Kondīdeh	id=g:128865
Kūh-e Kand Ḩoseynī	id=g:128866
Kandelān	id=g:128867
Kandhā	id=g:128868
Cheshmeh Tātā	id=g:128869
Kand-e Qabrestān	id=g:128870
Kandījān	id=g:128871
Kāl-e Kand-e Māhanjū	id=g:128872
Kanj	id=g:128873
Kandeh Lāt	id=g:128874
Dehgāh-e Kandeh’ī	id=g:128875
Kand-e Har	id=g:128876
Kandeh	id=g:128877
Bāghestān-e Kandeh’ī	id=g:128878
Kand-e Bolāghī	id=g:128879
Kond-e Bālā	id=g:128880
Kandar-e Kolāh Boland	id=g:128881
Kander	id=g:128882
Kūh-e Kāhdāneh	id=g:128884
Īstgāh-e Kandalaj	id=g:128885
Kondelaj	id=g:128886
Kandāl	id=g:128887
Kandāl	id=g:128888
Kanvīs	id=g:128890
Kanāvand	id=g:128891
Kondeskūh	id=g:128892
Rūdkhāneh-ye Karnaz	id=g:128893
Rūd-e Kanārūk	id=g:128894
Konār Zard	id=g:128895
Konār Derāz	id=g:128896
Konarak-e Soflá	id=g:128897
Konarak-e ‘Olyā	id=g:128898
Kaneh Har	id=g:128899
Kanaf Gūrāb	id=g:128900
Kan	id=g:128901
Kam Zard Chenār	id=g:128902
Kam Zard	id=g:128903
Kam Zard	id=g:128904
Kāmyārān	id=g:128905
Kūh-e Kam Ūmorād	id=g:128906
Kāmū	id=g:128907
Kamtūleh	id=g:128908
Kam Tang	id=g:128909
Rūdkhāneh-ye Kam Sūr	id=g:128910
Kam-e Sorkh	id=g:128911
Kam Sorkh	id=g:128912
Kam Sorkh	id=g:128913
Kamshīr	id=g:128914
Kamshahr	id=g:128915
Kūh-e Sefīd Sang	id=g:128916
Kam Sefīd	id=g:128917
Kam Sefīd	id=g:128918
Kūh-e Kamsasūn	id=g:128919
Kāmrūd	id=g:128920
Kamrūd	id=g:128921
Kam Qalleh Kūh	id=g:128922
Kūh-e Kampīr	id=g:128923
Kampīr	id=g:128924
Kamp-e Rūr	id=g:128925
Kamp-e Pāplīn	id=g:128926
Kamp-e Bāghbūyā	id=g:128927
Kam Panjeh-ye Bālā	id=g:128928
Kamkū’īyeh	id=g:128929
Kam Kūh	id=g:128930
Kūh-e Kam Konār	id=g:128931
Kam-e Kīshū’īyeh	id=g:128932
Kamkārjī-ye Pā’īn	id=g:128933
Kam Kalāghū	id=g:128934
Kūh-e Kamkalāgh	id=g:128935
Kam Kalāgh	id=g:128936
Gom Jān	id=g:128937
Kamīz	id=g:128938
Darreh Kamīn	id=g:128939
Kāmīān-e Pā’īn	id=g:128940
Kāmīān-e Bālā	id=g:128941
Komī	id=g:128942
Kam Sel	id=g:128943
Kam Gūrān	id=g:128944
Gīm Gorg	id=g:128945
Kāmeshkān	id=g:128946
Kamesh	id=g:128948
Kamak	id=g:128950
Kūh-e Kam Zāgh	id=g:128951
Kāmeh-ye Pā’īn	id=g:128952
Kāmeh-ye Bālā	id=g:128953
Kāmeh	id=g:128954
Kamchāh	id=g:128955
Kambū	id=g:128956
Kāmbolāsh	id=g:128957
Kamīz	id=g:128958
Kūh-e Kam Bar Āftāb	id=g:128959
Gombān	id=g:128960
Kombakī	id=g:128961
Kūh-e Kamāzān	id=g:128962
Komāzān	id=g:128963
Komāsīj	id=g:128964
Kūh-e Kamar Zard	id=g:128965
Kūh-e Kamar Zard	id=g:128966
Kūh-e Kamar Zard	id=g:128967
Kūh-e Kamar Zard	id=g:128968
Kamar Zard	id=g:128969
Kahrt	id=g:128970
Kūh-e Kamar Sīr	id=g:128971
Kūh-e Kamar Sīāh	id=g:128972
Kūh-e Kamar Sīāh	id=g:128973
Kūh-e Kamar Sīāh	id=g:128974
Sīāh Kamar-e Soflá	id=g:128975
Kūh-e Kamar Shah	id=g:128976
Kūh-e Kamar Sefīd	id=g:128977
Kūh-e Sefīd	id=g:128978
Kūh-e Kamar Sefīd	id=g:128979
Kūh-e Kamar Sefīd	id=g:128980
Kūh-e Sīneh Sefīd	id=g:128981
Reshteh-ye Kamar Sarū	id=g:128982
Kamar Rūd	id=g:128983
Komor Rūd	id=g:128984
Kamar-e Pā’īn Āb	id=g:128985
Kūh-e Kamar Meh	id=g:128986
Kūh-e Kamar Khang	id=g:128987
Kūh-e Kamar Kalū	id=g:128988
Kūh-e Kamar Jahāzī	id=g:128989
Kamarī	id=g:128990
Gamarī	id=g:128991
Dār Sefīd-e Kamarī	id=g:128992
Kūh-e Kamar Khākī	id=g:128993
Kamar Gap	id=g:128994
Kūh-e Kamar Zard	id=g:128995
Kamar Zard	id=g:128996
Kūh Kamar-e Zanjīreh	id=g:128997
Kamar Espī	id=g:128998
Kūh Kamar-e Sang Āb	id=g:128999
Kamar Sabz	id=g:129000
Kamar-e Qebleh	id=g:129001
Kamareh-ye Soflá	id=g:129002
Kamareh-ye Soflá	id=g:129003
Kamareh-ye ‘Olyā	id=g:129004
Kamareh-ye Gharbī	id=g:129005
Kamareh-ye ‘Olyā	id=g:129006
Kūh-e Kamareh Seh	id=g:129007
Kamareh-ye Gūdarzī	id=g:129008
Kūh Kamar-e ’ājjī Amānī	id=g:129009
Kamareh	id=g:129010
Kamareh-ye ‘Abbāsvand	id=g:129011
Kamareh	id=g:129012
Kamar-e Dārīn	id=g:129013
Kūh-e Kamar Chāh-e Sorkh	id=g:129014
Kūh-e Dūlā Own	id=g:129015
Kamar Derāz	id=g:129016
Kamardegān-e Bālā	id=g:129017
Kamardār	id=g:129018
Jazīreh-ye Kamar Dāgh	id=g:129019
Kūh-e Kamar Chahār Goshūn	id=g:129020
Kamar Boneh	id=g:129021
Kūh-e Kamar Boland	id=g:129022
Kamar-e Bīkas	id=g:129023
Kūh-e Kamar Basteh	id=g:129024
Emāmzādeh Kamar Basteh	id=g:129025
Darreh-ye Kamarān	id=g:129026
Kamarān	id=g:129027
Kamarak	id=g:129028
Kūh-e Kamāraj	id=g:129029
Kamāraj-e Markazī	id=g:129030
Kamarābād	id=g:129031
Kūh-e Kamar Āb	id=g:129032
Kamar Āb	id=g:129033
Chāh-e Kamar	id=g:129034
Kamar Daraq	id=g:129035
Kamān Keshī	id=g:129036
Kamānkesh	id=g:129037
Kamāngarān	id=g:129038
Kūh-e Kamānshekān	id=g:129039
Tappeh-ye Kamāneh-ye Kūchek	id=g:129040
Tappeh-ye Kamāneh-ye Bozorg	id=g:129041
Kūh-e Kamāneh	id=g:129042
Kamandān	id=g:129043
Kamand	id=g:129044
Komand	id=g:129045
Kamān	id=g:129046
Kamālvand	id=g:129047
Kamālvand	id=g:129048
Kamālvand	id=g:129049
Kamān-e Şāleḩī	id=g:129050
Kūh-e Kamāl Ramī	id=g:129051
Kamāl od Dīn Poshteh	id=g:129052
Kamālī	id=g:129053
Kamālī	id=g:129054
Kamālī	id=g:129055
Kamāleh	id=g:129056
Kamāl Beyk	id=g:129057
Kamāl Aḩmadī	id=g:129058
Kamālābād	id=g:129059
Kamālābād	id=g:129060
Kamālābād	id=g:129061
Kamālābād	id=g:129062
Kamālābād	id=g:129063
Kamālābād	id=g:129064
Kamālābād	id=g:129065
Kamālābād-e Jarqūyeh	id=g:129066
Kamālābād	id=g:129067
Kamālābād	id=g:129068
Kamālābād	id=g:129069
Kamālābād	id=g:129070
Kamālābād	id=g:129071
Kamālābād	id=g:129072
Kamālābād	id=g:129073
Kamālābād	id=g:129074
Kūh-e Kamālābād	id=g:129075
Kamālābād	id=g:129076
Kamākūl	id=g:129077
Kamakhlū	id=g:129078
Kamak-e Soflá	id=g:129079
Kamak-e ‘Olyā	id=g:129080
Kamājīn	id=g:129081
Kamā Darreh	id=g:129082
Kam Āb	id=g:129083
Kūh-e Kam	id=g:129084
Kalyā	id=g:129085
Kālīān-e Bālā	id=g:129086
Kūh-e Kalīān	id=g:129087
Kalyān	id=g:129088
Kūh-e Kalvīz	id=g:129089
Kalvī	id=g:129090
Kalvārī-e Bālā	id=g:129092
Kalvārī	id=g:129093
Kalvān	id=g:129094
Kalūt-e Jamāl Khān	id=g:129095
Kalūt-e Cheshmeh Shūr	id=g:129096
Kalūt-e Chāh Palang	id=g:129097
Kālūsīyeh	id=g:129098
Kūh-e Kalūshī	id=g:129099
Kālūs-e Vosţá	id=g:129100
Kālūs-e Pā’īn	id=g:129101
Sar Dasht-e Kālūs	id=g:129102
Kolūseh	id=g:129103
Kālūs-e Bālā	id=g:129104
Kalūsā	id=g:129105
