Bérétékounda	id=g:2460109
Saré-Hibé	id=g:6765874
Tékétia	id=g:6765876
Singa	id=g:6765877
Saré-Katié	id=g:6765878
Ténouma	id=g:6765879
Saré-Bala	id=g:6765880
Ouro-Mayo	id=g:6765881
Ouro-Amadi	id=g:6765883
Poha	id=g:6765885
Saré-Mabo	id=g:6765886
Mayo Néma	id=g:6765887
Mayo Bango	id=g:6765888
Dibanti	id=g:6765889
Déna	id=g:6765891
Boulabassi	id=g:6765892
Daka-Koma	id=g:6765893
Guimbé	id=g:6765894
Taïkiri	id=g:6765895
Komogueu	id=g:6765896
Sagomataka	id=g:6765900
Charlotville	id=g:6765901
Nantaka	id=g:6765902
Ibétémi	id=g:6765903
Saré-Malé-Débéna	id=g:6765905
Touroumou	id=g:6765906
Ouro-Kouma	id=g:6765907
Nama	id=g:6765908
Péongol	id=g:6766082
Benté	id=g:6766083
Vorkouma	id=g:6766084
Daka-Baba	id=g:6766085
Oundou Komayeul	id=g:6766087
Diori	id=g:6766088
Mayo Dembé	id=g:6766089
Mayo Ranéo	id=g:6766090
Toguéré-Modi	id=g:6767666
Naouré Toyebaka	id=g:6767668
Mirmi	id=g:6767669
Tanòuma	id=g:6767671
Mayo Bora	id=g:6767672
Nadali	id=g:6767673
Sayêri	id=g:6767937
Boyé	id=g:6767982
Taga-Samba	id=g:6767984
Ninga	id=g:6767986
Saré-Mama	id=g:6767988
Nimoye	id=g:6767990
Batamani	id=g:6767992
Sanseladji	id=g:6767993
Daka-Bra-Kaka	id=g:6767998
Gassi	id=g:6767999
Toguel-Kadi	id=g:6768000
Kamaka	id=g:6768001
Pouipo	id=g:6768002
Komio	id=g:6768003
Kaguila	id=g:6768004
Tomontiéra	id=g:6768005
Saya	id=g:6768006
Ouro-Baïnde	id=g:6768007
Kapio	id=g:6768008
Daka-Londéna	id=g:6768095
Tigui Sirou	id=g:6768216
Poutiavel	id=g:6768287
Ouro Gaya	id=g:6768289
Daka-Womira	id=g:6768290
Abdou-Mogoni	id=g:6768291
Kara-Sirou	id=g:6768293
Missira	id=g:6768294
Iamé	id=g:6768295
Soussiguiével	id=g:6768296
Sinnré	id=g:6768297
Patia	id=g:6768298
Saré-Sana	id=g:6768300
Tiroguel	id=g:6768301
Modi	id=g:6768302
Saba	id=g:6768304
Niémou	id=g:6768357
Tiéwel-Manako	id=g:6768359
Karbaye	id=g:6768360
Tiaboli Aldiouma	id=g:6768361
Kermoye	id=g:6768568
Kiel-Amadidia	id=g:6768569
Souma	id=g:6768570
Kourouga	id=g:6768571
Dalédougou	id=g:6768572
Sassolou	id=g:6768573
Saré-Boulo	id=g:6768574
Dana	id=g:6768575
Sina	id=g:6768576
Iaborki	id=g:6768577
Ti	id=g:6768578
Diambadougou	id=g:6768580
Komboko	id=g:6768582
Koriawel	id=g:6768583
Dessére	id=g:6768584
Tiamoye	id=g:6768586
Bobore	id=g:6768587
Diénankoré Sangoubaka	id=g:6768589
Bakouro	id=g:6768590
Simakoro	id=g:6768591
Mamourou	id=g:6768592
Ngoïna	id=g:6768593
Banikani	id=g:6768596
Paré	id=g:6768597
Boumbou Koro	id=g:6768600
Komongalou	id=g:6768602
Saré-Ma	id=g:6768604
Wélidé	id=g:6768605
Dianori	id=g:6768607
Dialagou	id=g:6768608
Tiaboli Sévaré	id=g:6768609
Banguitaba	id=g:6768610
Ouro-Guinndé	id=g:6768611
Fentàla	id=g:6768612
Barbé	id=g:6768613
Potekole	id=g:6768615
Ourniou	id=g:6768616
Sognio	id=g:6768617
Sitakoro	id=g:6768618
Gourel-Bodie	id=g:6768619
Golobougou	id=g:6768620
Dio	id=g:6768621
Mdallaye	id=g:6768622
Dienko	id=g:6768623
Kolongui	id=g:6768624
Balaguiné	id=g:6768625
Dotobougou	id=g:6768626
Moha	id=g:6768627
Bangaché	id=g:6768628
Koka	id=g:6768629
Torokoro	id=g:6768630
Koé-Do	id=g:6768631
Diamandaka	id=g:6768632
Kamangou	id=g:6768633
Tondaka	id=g:6768634
Donaba	id=g:6768635
Bambarawel	id=g:6768636
Dédougou	id=g:6768637
Ouro Mali	id=g:6768638
Wassou	id=g:6768639
Gourel-Baouri	id=g:6768640
Tandiama	id=g:6768641
Hamada El Haricha	id=g:6773827
Agorgot	id=g:6773828
Gara Joudria	id=g:6776551
Oued Markouba	id=g:6776552
Agator Djouder	id=g:6776553
El Aricha	id=g:6776554
Arweicha	id=g:6776555
Bwéiz	id=g:6778083
Jeumwèl	id=g:6778084
Tîchilât Goumani	id=g:6778086
Taroutala	id=g:6778087
Kanou	id=g:6778098
Gaoudé	id=g:6778145
El Abda	id=g:6778151
Houba	id=g:6778153
Samakou	id=g:6778154
El Tahay	id=g:6778155
Rakiskis	id=g:6778156
Amhaydiyeu	id=g:6778157
Mâmé	id=g:6778158
Hâsi el Moktar	id=g:6778159
Saida	id=g:6778160
Zralfras	id=g:6778161
Kounèib	id=g:6778162
Oulad Alou	id=g:6778163
Mèsièl Sâge	id=g:6778164
Magleuila	id=g:6778165
Tîchilît Kabré	id=g:6778166
Lait Masgoula	id=g:6778167
El Grèyg	id=g:6778168
Ginyé	id=g:6778169
Chéfa	id=g:6778170
Beurjajia	id=g:6778171
Sémi	id=g:6778172
Taroumana	id=g:6778173
Mbèyteul Feutreu	id=g:6778174
Baforiyeu	id=g:6778175
Dèniyeu	id=g:6778176
Tijti	id=g:6778177
Trèyl	id=g:6778178
Légran	id=g:6778179
Bèl Dhar	id=g:6778180
Tjâl Lahmar	id=g:6778181
Rás Itkouroun	id=g:6778182
Louweuid	id=g:6778183
Loubir	id=g:6778184
Gréinat Aghor	id=g:6778187
Ghéligani	id=g:6778194
Hamdalay	id=g:6778195
Ségé	id=g:6778196
Mahardi	id=g:6778197
Mounaki	id=g:6778370
Girdé	id=g:6778371
Koumara	id=g:6778376
Kamanyouma	id=g:6779058
Taroutala	id=g:6779059
Toumboudrané	id=g:6779095
Lambarhoré	id=g:6779107
Debay Marhad	id=g:6779109
Boudoungali	id=g:6779116
Nima Koré	id=g:6779119
Elingoupou	id=g:6779121
Ankaré	id=g:6779126
Didikaré	id=g:6779128
Marmouré	id=g:6779130
Dèmbèrla	id=g:6779131
Dèmba Naré	id=g:6779132
Madina	id=g:6779133
Boulibâna	id=g:6779134
Dyalankéré	id=g:6779135
Sèyil	id=g:6779151
Girèl	id=g:6781967
Tîchilât Ghandyé	id=g:6782111
Mbeuryeu	id=g:6782112
Mbeurieu	id=g:6782114
Mbarké	id=g:6782236
Debay Tila	id=g:6782329
Debat Jidoutoureu	id=g:6782331
Tourou	id=g:6782333
Tîchilât Loulouz	id=g:6782334
Day	id=g:6782335
Tijti	id=g:6782336
Ngouma Dèmba	id=g:6782337
Ngoumél Marad	id=g:6782338
Gésiri	id=g:6782339
Ngouma	id=g:6782340
Ngoumèl	id=g:6782341
Hamdalay	id=g:6782342
Mousfwayé	id=g:6782343
Dyanvéli	id=g:6782344
Midigunzia	id=g:6782345
Bourjijia	id=g:6782346
Beurdâti	id=g:6783244
Gasa	id=g:6783250
Toumbédran	id=g:6783270
Tîchilît Angara	id=g:6783925
Bamalanmbé	id=g:6783933
Siranfara	id=g:6783934
Amoungaupau	id=g:6783936
Dèkichébaugou	id=g:6784603
Zimba Koré	id=g:6784715
Koba	id=g:6784722
Bargo	id=g:6784723
Bira Moundé	id=g:6784724
Laghwat	id=g:6786262
Ziélani	id=g:6793130
Séguessona	id=g:6793131
Sounsounkoro	id=g:6793132
Bénéko	id=g:6793133
Koléna	id=g:6793134
Siarakoro	id=g:6793135
Dialanikoro	id=g:6793136
Sérimanbougou	id=g:6793137
Dani	id=g:6793138
Folona	id=g:6793139
Gouantou	id=g:6796060
Bougoula	id=g:6796158
Fourala	id=g:6796300
Korokoro	id=g:6796384
Tiénibé	id=g:6796498
Massala	id=g:6796586
Djibadougou	id=g:6796723
Soungalob	id=g:6796834
Bilanbala	id=g:6796905
Kartala	id=g:6797027
Kola	id=g:6797104
Diankoro	id=g:6797174
Tienkoa	id=g:6797240
Soumoudji	id=g:6797317
Siodo	id=g:6797376
Lasso	id=g:6797441
Fiana	id=g:6797532
Farani	id=g:6797650
Dienkoro	id=g:6797760
Bélékan	id=g:6797900
Moumourala	id=g:6797971
Téguéla	id=g:6798117
Siramana	id=g:6798172
Tinko	id=g:6798173
Banankoro	id=g:6798174
Dianirila	id=g:6798175
Kouala	id=g:6798176
Koula	id=g:6798177
Sïankoro	id=g:6798178
Sokolo	id=g:6798179
Wésséla	id=g:6798180
Diosséna	id=g:6798181
Massako	id=g:6798182
Mpiéfougani	id=g:6798183
Toumouni	id=g:6798184
Bindiougoula	id=g:6798185
Birani	id=g:6798186
Ganhala	id=g:6798187
Dianikoro	id=g:6798188
Farassa	id=g:6798189
Diguidigui	id=g:6798190
Tabakoro	id=g:6798191
Tien	id=g:6798192
Kobada	id=g:6798193
Tintala	id=g:6798194
Méribougou	id=g:6798197
Sounsounkoro	id=g:6798198
Siokoro	id=g:6798199
Massafala	id=g:6798200
Koba	id=g:6798201
Somakouo	id=g:6798202
Sionba	id=g:6798203
Tiganda	id=g:6798204
Don	id=g:6798343
Njila	id=g:6798344
Koro	id=g:6798345
Toubala	id=g:6798346
Baoulé	id=g:6798579
Koumantou-Fara	id=g:6798580
Klassola	id=g:6798581
Koba	id=g:6798582
Sagouana	id=g:6798584
Banankorobougou	id=g:6798585
Niorobougou	id=g:6798586
Farababougou	id=g:6798587
Mpiékorola	id=g:6798588
Tiéssana	id=g:6798590
Faradié	id=g:6798591
Daniko	id=g:6798592
Balise	id=g:6798602
Niamana	id=g:6798603
Faradié-Bamoro	id=g:6798604
Tinguélini	id=g:6798605
Nohi	id=g:6798606
Bouramabougou	id=g:6798607
Fara	id=g:6798608
Fokobougou	id=g:6798609
Banko	id=g:6798610
Ntiégoli	id=g:6798611
Mouniala	id=g:6798612
Tomiéla	id=g:6798613
Kibadou	id=g:6798614
Faraba	id=g:6798616
Dantiokoro	id=g:6798617
Douglou	id=g:6798618
Kona	id=g:6798619
Niéni	id=g:6798620
Diaka	id=g:6798621
Toukmala	id=g:6798622
Zantogola	id=g:6798623
Kokouna	id=g:6798625
Ntiontibougou	id=g:6798626
Sidio	id=g:6798627
Boundio	id=g:6798628
Sonfalani	id=g:6798629
Moussala	id=g:6798635
Farémé	id=g:6798636
Toumousso	id=g:6798637
Fala	id=g:6798638
Fani	id=g:6798639
Sanba	id=g:6798640
Dialanikoro	id=g:6798641
Nguéréfien	id=g:6798642
Bonfila	id=g:6798644
Toulomadio	id=g:6798645
Sokoura	id=g:6798646
Souribougou	id=g:6798647
Bougoula	id=g:6798648
Bélékoloni	id=g:6798649
Fala	id=g:6798650
Kouri	id=g:6798651
Goro	id=g:6798657
Plaba	id=g:6798658
Siondou	id=g:6798660
Monzonbougou	id=g:6798661
Dionkélé-Soukoura	id=g:6798663
Néguéla	id=g:6798664
Sola	id=g:6798665
Béko-Sokoro	id=g:6798667
Béko-Togoda	id=g:6798668
Zantiébougou	id=g:6798671
Morobougou	id=g:6798672
Mpiakala	id=g:6798673
Béko-Bougouda	id=g:6798674
Faraba	id=g:6798675
Toula	id=g:6798676
Dogobala	id=g:6798677
Klé Sola	id=g:6798678
Yadjibougou	id=g:6798679
Sanangoro	id=g:6798690
Boundio	id=g:6798691
Sadié	id=g:6798692
Dialakoro	id=g:6798693
Sidiolé	id=g:6798694
Gouanala	id=g:6798695
Massabila	id=g:6798696
Bila	id=g:6798697
Tiébélébougou	id=g:6798698
Kodougou	id=g:6798699
Kasséla	id=g:6798700
Massala	id=g:6798701
Yorola	id=g:6798702
Toukourabougou	id=g:6798703
Sirabatou	id=g:6798704
Fanémé	id=g:6798705
Bougoula	id=g:6798706
Sanémé	id=g:6798707
Mandaraia	id=g:6798708
Lékoro	id=g:6798709
Djidié	id=g:6798710
Bongo	id=g:6798711
Tabakotolé	id=g:6798712
Nianéguéla	id=g:6798713
Zanbougou	id=g:6798714
Sanankoroba	id=g:6798715
Tolala	id=g:6798716
Farabani	id=g:6798717
Sanana	id=g:6798718
Ntobogdé	id=g:6798719
Morofina	id=g:6798720
Binbougou	id=g:6798721
Garansanani	id=g:6798722
Komassala	id=g:6798723
Toula	id=g:6798724
Fara	id=g:6798725
Safana	id=g:6798726
Banko	id=g:6798727
Sienrou	id=g:6798728
Katié	id=g:6798729
Diomon	id=g:6798730
Diédié	id=g:6798731
Félé-Félé	id=g:6798732
Bankoumana	id=g:6798733
Tiola	id=g:6798734
Kolonba	id=g:6798735
Kona	id=g:6798736
Diao	id=g:6798738
Boundiou	id=g:6798739
Massamakara	id=g:6798740
Tinko	id=g:6798742
Kourouni	id=g:6798743
Missala	id=g:6798747
Koba	id=g:6798749
Ndzilakouo	id=g:6798750
Tienkouo	id=g:6798751
Sokoué	id=g:6798753
Nebket Ali Zebdé	id=g:6798771
Nebket Abd el Khader	id=g:6798774
Nebket el Habech	id=g:6798776
'Erîgat er Rzine	id=g:6798777
Nebket Mbouéri	id=g:6798778
'Erîg Boû el Khnâfer	id=g:6798779
Nebket Boû Senn	id=g:6798780
Talhâyet Nauss	id=g:6798781
'Erîg Na'âma	id=g:6798782
Asselïm	id=g:6798783
Akdeïkit	id=g:6798784
Talhâyet Mint Doff	id=g:6798785
El Basriyé	id=g:6798786
I-n-Ameddé	id=g:6798787
Diaba	id=g:6798788
Tigoumalene	id=g:6798789
'Erîg el Hajjâj	id=g:6798790
'Erîg Touamé	id=g:6798791
'Erîg Nouaji	id=g:6798792
'Erîg Nâga	id=g:6798793
'Erîgât Dâr el Béida	id=g:6798794
'Erîgat el Hassiane	id=g:6798795
Nebket el Khadra	id=g:6798796
Nebket Ould Rahal	id=g:6798797
Tiârkhalé	id=g:6798798
Irrîgui	id=g:6798799
Oumm Aouarâch	id=g:6798800
Ingdaouïa	id=g:6798801
Ti-n-Azelé	id=g:6798802
Kénéba	id=g:6798803
Ti-n-Fakroûn	id=g:6798804
Arch el Groûn	id=g:6798805
Ti-n-Amaya	id=g:6798806
Zekha	id=g:6798807
Tiguezalât	id=g:6798808
El Kourchié	id=g:6798809
Adres	id=g:6798810
Ti-n-Deguel Mâlhoum	id=g:6798811
'Erîg el Guerdâne	id=g:6798812
Kléout	id=g:6798813
Nebket Jbenkérat	id=g:6798814
El Lboûn	id=g:6798815
Ti-n-Mohammed	id=g:6798816
Nebket Kebch	id=g:6798817
El Gréat	id=g:6798818
'Erîg Touîl	id=g:6798819
Séribadianbougou	id=g:6826698
Diadoulaba	id=g:6826699
Galamina	id=g:6826700
Koka	id=g:6826701
Faradiélébougou	id=g:6826824
Naniérila	id=g:6826825
Nioréna	id=g:6835802
Borokoro	id=g:6835803
Koba	id=g:6835804
Nebket er Rzine	id=g:6847118
Oumm ´Aleïbé	id=g:6847119
´Erîg Dell	id=g:6847120
Agueïdât Tadjakânet	id=g:6847121
Nebket el Jaouda	id=g:6847122
El Harseïni	id=g:6847123
Medallah	id=g:6847124
’Elb Tichtâyât Checham	id=g:6847125
’Elb Rôda	id=g:6847126
Touichtât Tïbâ	id=g:6847127
Nebket Ahel Ahmedou	id=g:6847128
Tichemchi	id=g:6847129
Larig Teïla	id=g:6847130
Tichtâyet Abdou	id=g:6847131
El Ouâs´a	id=g:6847132
’Elb el Ouâs´a	id=g:6847133
El Ghouya	id=g:6847134
Douaya	id=g:6847135
’Elb Araja	id=g:6847136
’Elb Ti-n-Moussa	id=g:6847137
Ti-n-Moussa	id=g:6847138
Naïma	id=g:6847139
Ariert Agoud Jmel	id=g:6847140
Hassi el Abiod	id=g:6847141
Amiour	id=g:6847142
Tichtâyet Koumba	id=g:6847143
Tagueft	id=g:6847144
Ti-n-Feguig	id=g:6847145
’Elb Redma	id=g:6847146
Toungatranat	id=g:6847147
’Elb Alebat	id=g:6847148
’Elb Ti-n-Beggane	id=g:6847149
Tayâret Seheb	id=g:6847150
Tayert el Hajou	id=g:6847151
’Elb Arig	id=g:6847152
Lembeïdir	id=g:6847153
Dar el Beida	id=g:6847154
Mohamed Ali	id=g:6847155
Koulli Afernane	id=g:6847156
Ti-n-Khadek	id=g:6847157
Ti-n-Tekrikara	id=g:6847158
Ti-n-Benda	id=g:6847159
Edehi	id=g:6847160
Nbâk Lehmâr	id=g:6847161
Talhâyet Naha	id=g:6847162
Ti-n-Ahar	id=g:6847163
Erîg Boûbakar	id=g:6847164
Aleïb Aourouâr	id=g:6847165
Arch Teïchot	id=g:6847166
Nebket Nouss	id=g:6847167
Ti-n-Talarene	id=g:6847168
Ti-n-Idnâne	id=g:6847169
Tiârkhalé	id=g:6847170
Berabich	id=g:6847171
Haoueîssi Ould Ali	id=g:6847172
El Mouilah	id=g:6847173
Ti-n-Khalil	id=g:6847224
Ti-n-Tarkar	id=g:6847225
Ti-n-Amayou	id=g:6847226
Cherifene	id=g:6847227
Kel Ghezzal	id=g:6847228
Idakakamane	id=g:6847229
Amaghanane	id=g:6847230
Arkachene	id=g:6847231
I-n-Natene	id=g:6847232
Dab’a	id=g:6847233
Ti-n-Assouanene	id=g:6847234
Tagadji	id=g:6847235
Eghacher	id=g:6847236
Lerneb	id=g:6847237
Amaghanane	id=g:6847238
Ti-n-Ouartene	id=g:6847239
Gouat	id=g:6847240
Tédeini	id=g:6847241
Issinsa	id=g:6847242
Tadjidjit	id=g:6847243
Timboukré	id=g:6847244
Timallalene	id=g:6847245
Inatabanes	id=g:6847246
Aragoungou	id=g:6847247
Ader Mallene	id=g:6847248
Canal des Daounas Eghicil	id=g:6847249
Aghrem Neloueli	id=g:6847250
Afadar	id=g:6847251
Koygouma	id=g:6847252
Ti-n-Tedemit	id=g:6847253
I-n-Djerârene	id=g:6847254
Râs el Fîl	id=g:6847255
I-n-Djeraïr	id=g:6847256
Taboûragh	id=g:6847257
Daouna Goungou	id=g:6847258
Tacharene	id=g:6847259
Bodjakari	id=g:6847260
Ti-n-Dâfaqâr	id=g:6847261
Tibandjérene	id=g:6847262
Tajärt	id=g:6847263
Tîlemsi	id=g:6847264
Tondidarou	id=g:6847265
Zouarat	id=g:6847266
El Goueïra	id=g:6847267
Amaskor	id=g:6847268
Ngoro	id=g:6847269
Lawé	id=g:6860050
Fitili	id=g:6860051
Pirogao	id=g:6860052
Arbre	id=g:6860053
Tanna	id=g:6861772
Sokourani	id=g:6861773
Zébléna	id=g:6861774
Wattarla	id=g:6861775
Fakélé	id=g:6861776
Doumasso	id=g:6861777
Diombougou	id=g:6861778
Tioro	id=g:6861779
Woléla	id=g:6861780
Yomesso	id=g:6861781
Kanjéla	id=g:6861782
Souronto	id=g:6861783
Kagwala	id=g:6861784
Koba	id=g:6861785
Nénébougou	id=g:6861786
Téfola	id=g:6861787
Famasso	id=g:6861788
Zabaténé	id=g:6861789
Worofra	id=g:6861790
Wara	id=g:6861791
Sazarani	id=g:6861792
Parakoro	id=g:6861793
Saazila	id=g:6861794
Yorotéla	id=g:6861795
Massala	id=g:6861796
Baakan	id=g:6861797
Moloko	id=g:6861798
Dopéla	id=g:6861799
Womo	id=g:6861800
Zorosso	id=g:6861801
Yachonocho	id=g:6861802
Soukourané	id=g:6861803
Nodiala	id=g:6861804
Sinkolo	id=g:6861805
Simesso	id=g:6861806
Katié	id=g:6861807
Toukourousso	id=g:6861808
Sotigui	id=g:6861809
Niantinasso	id=g:6861810
Ngaré	id=g:6861811
Finkoloni	id=g:6861812
Mbérésso	id=g:6861813
Naganiawa	id=g:6861814
Ntorola	id=g:6861815
Kambougou	id=g:6861816
Bougouro	id=g:6861817
Konkombougou	id=g:6861818
Souno	id=g:6861819
Katié	id=g:6861820
Koba	id=g:6861821
Besso	id=g:6861822
Dougounona	id=g:6861823
Tomona	id=g:6861824
Ngolasso	id=g:6861825
Dogonasso	id=g:6861826
Wolenguéna I	id=g:6861827
Soukoulasso	id=g:6861828
Noubasso	id=g:6861829
Bania	id=g:6861830
Siguénesso	id=g:6861831
Kouo	id=g:6861832
Nientokouro	id=g:6861833
Bissilla	id=g:6861834
Tofana	id=g:6861835
Wattarasso	id=g:6861836
Konina	id=g:6861837
Sessila	id=g:6861838
Diabougou	id=g:6861839
Damasso	id=g:6861840
Denjéla	id=g:6861841
Ninékouana	id=g:6861842
Karaba	id=g:6861843
Molokosso	id=g:6861844
Lonpasso	id=g:6861845
Djikourma	id=g:6861846
Kassienso	id=g:6861847
Kawobougou	id=g:6861848
Diébougou	id=g:6861849
Zangosso	id=g:6861850
Déresso	id=g:6861851
Kaoula	id=g:6861852
Douakorla	id=g:6861853
Daména	id=g:6861854
Basnara	id=g:6861855
Todioula	id=g:6861856
Golokouna	id=g:6861857
Ntiorosso	id=g:6861858
Kozo	id=g:6861859
Goualala	id=g:6861860
Nadiasso	id=g:6861861
Yogorasso	id=g:6861862
Noumpesso	id=g:6861863
Nagassièsso	id=g:6861864
Diolasso	id=g:6861865
Zéguéré	id=g:6861866
Bébougou	id=g:6861867
Wonina	id=g:6861868
Ntossoni	id=g:6861869
Kanyi	id=g:6861870
Woafa	id=g:6861871
Siguimona	id=g:6861872
Molobougou	id=g:6861873
Mpébougou	id=g:6861874
Zangousso	id=g:6861875
Mamaréla	id=g:6861876
Gouintiosso	id=g:6861877
Daniasso	id=g:6861878
Zandierla	id=g:6861879
Soyèsso	id=g:6861880
Zalogosso	id=g:6861881
Zankorabougou	id=g:6861882
Niangorosso	id=g:6861883
Fofaya	id=g:6861884
Ntobougou	id=g:6861885
Soukourani	id=g:6861886
Pornabougouro	id=g:6861887
Piniétesso	id=g:6861888
Diéssa	id=g:6861889
Niansesso	id=g:6861890
Wala	id=g:6861891
Mbétiona II	id=g:6861892
Nièssoumadougou	id=g:6861893
Zéguéré	id=g:6861894
Kologo	id=g:6861895
Nougoula	id=g:6861896
Zankouna	id=g:6861897
Kapa	id=g:6861898
Massabougou	id=g:6861899
Nguélébouqou	id=g:6861900
Tiéssouroussou	id=g:6861901
Bougouniangou	id=g:6861902
Sanbougou	id=g:6861903
Zonbougou	id=g:6861904
Kagolosso	id=g:6861905
Niouguèsso	id=g:6861906
Souroufing	id=g:6861907
Marla	id=g:6861908
Tinkabougou	id=g:6861909
Sansa	id=g:6861910
Namansiala	id=g:6861911
Dionkabougou	id=g:6861912
Niabougou	id=g:6861913
Marébougou-Wara	id=g:6861914
Kogosso	id=g:6861915
Kaniégué	id=g:6861916
Donsièsso	id=g:6861917
Diabougou	id=g:6861918
Wakoro	id=g:6861919
Sogué	id=g:6861920
Djikélésso	id=g:6861921
Zantoro	id=g:6861922
Fitékélasso	id=g:6861923
Boukoura	id=g:6861924
Diéna	id=g:6861925
Zamougou	id=g:6861926
Totobougouro	id=g:6861927
Dakoumani	id=g:6861928
Tala	id=g:6861929
Zangorosso	id=g:6861930
Séno Doulango	id=g:6862579
Gologoudo	id=g:6866556
Tenné	id=g:6866558
Bini	id=g:6866560
Benndiéli	id=g:6866562
Somoli	id=g:6866564
Kenntaba	id=g:6866566
Sogodougou	id=g:6866568
Dounali	id=g:6866570
Madina	id=g:6866572
Kilégou	id=g:6866574
Téta	id=g:6866576
Béri	id=g:6866578
Dégui	id=g:6866580
Ambaguédé	id=g:6866582
Toumba	id=g:6866584
Ambavel	id=g:6866586
Ama	id=g:6866588
Ségo	id=g:6866590
Nomboré	id=g:6866592
Kongoro	id=g:6866594
Menti-Kindi	id=g:6866596
Siri	id=g:6866598
Bellé	id=g:6866600
Koutoumel	id=g:6866602
Enngré	id=g:6866604
Ologo	id=g:6866606
Djanga	id=g:6866608
Touol	id=g:6866610
Dongosori	id=g:6866612
Die	id=g:6866614
Wara	id=g:6866616
Embisson	id=g:6866618
Biné	id=g:6866620
Konsago	id=g:6866622
Nounou	id=g:6866624
Assa	id=g:6866626
Andiné	id=g:6866628
Ouroli-Tolo	id=g:6866630
Gagnaga	id=g:6866632
Dianou	id=g:6866634
Waye	id=g:6866636
Ouro-Songo	id=g:6866638
Pédéni	id=g:6866640
Guéméné	id=g:6866642
Moe	id=g:6866644
Koïmégou	id=g:6866646
Ka	id=g:6866648
Molou	id=g:6866650
Bissongo	id=g:6866652
Tabitonga	id=g:6866654
Dologou	id=g:6866656
Kongoli	id=g:6866658
Gondodié	id=g:6866660
Domo	id=g:6866662
Doumbougou	id=g:6866664
Kamba-Djiguili	id=g:6866666
Kamana	id=g:6866668
Dagabidé	id=g:6866670
Sarémé	id=g:6866672
Guinéyaléma	id=g:6866674
Amani	id=g:6866676
Iréli	id=g:6866678
Pégué	id=g:6866680
Banani	id=g:6866682
Gogoli	id=g:6866684
Néni	id=g:6866686
Ogol	id=g:6866688
Dini	id=g:6866690
Sangui	id=g:6866692
Diamini	id=g:6866694
Arou	id=g:6866696
Bormon	id=g:6866698
Yougona	id=g:6866700
Bola	id=g:6866702
Dimi	id=g:6866704
Tapadjima	id=g:6866706
Ogolo	id=g:6866708
Kéna	id=g:6866710
Ditanga	id=g:6866712
Tegou	id=g:6866714
Améré	id=g:6866716
Komboga	id=g:6866718
Sobodi	id=g:6866720
Tépéré	id=g:6866722
Sobo	id=g:6866724
Komguiri	id=g:6866726
Kombérou	id=g:6866728
Daïna	id=g:6866730
Sougui	id=g:6866732
Komoguéné	id=g:6866734
Kédiou	id=g:6866736
Komodia	id=g:6866738
Pombogou	id=g:6866740
Nenndé	id=g:6866742
Damasongo	id=g:6866744
Dimmbélé	id=g:6866746
Diangau	id=g:6866748
Ogourou	id=g:6866750
Kanda	id=g:6866752
Guiné	id=g:6866754
Téguédiou	id=g:6866756
Omna	id=g:6866758
Daga	id=g:6866760
Kouédoumbo	id=g:6866762
Bana-Kané	id=g:6866764
Gadé	id=g:6866766
Séméli	id=g:6866768
Dimbou	id=g:6866770
Daga-Daga	id=g:6866772
Matanga	id=g:6866774
Damada	id=g:6866776
Némé	id=g:6866778
Tébiguié	id=g:6866780
Madougou	id=g:6866782
Taïloda	id=g:6866784
Koubével-Nalé	id=g:6866786
Senntaga	id=g:6866788
Togotogo	id=g:6866790
Andji	id=g:6866792
Dangadié	id=g:6866794
Guéné	id=g:6866796
Ogoure	id=g:6866798
Daouli	id=g:6866800
Toumbali	id=g:6866802
Enndéguem	id=g:6866804
Kïlo	id=g:6866806
Tolo	id=g:6866808
Dagani	id=g:6866810
Bara	id=g:6866812
Kidibili	id=g:6866814
Noumbol	id=g:6866816
Tabako	id=g:6866818
Dindali	id=g:6866820
Lamordi	id=g:6866822
Néré	id=g:6866824
Dioni	id=g:6866826
Arko-Bongo	id=g:6866828
Saoura-Si	id=g:6866830
Guébata	id=g:6866832
Temmbokou	id=g:6866834
Saoura-Ambilé	id=g:6866836
Sémélé-Tanga	id=g:6866838
Déguénédou	id=g:6866840
Déguénéda	id=g:6866842
Doloum	id=g:6866844
Hassa-Karba	id=g:6866846
Koubel-Koundia	id=g:6866848
Ourodou	id=g:6866850
Ourkia	id=g:6866852
Panganin	id=g:6866854
Nemmbou	id=g:6866856
Ardé	id=g:6866858
Pangana	id=g:6866860
Pangasso	id=g:6866862
Oudje	id=g:6866864
Ambakélé	id=g:6866866
Ogodiamba	id=g:6866868
Namakoro	id=g:6866870
Pergassaye	id=g:6866872
Tolo	id=g:6866874
Kono	id=g:6866876
Kilimmba	id=g:6866878
Antagada	id=g:6866880
Simmdé	id=g:6866882
Anankanda	id=g:6866884
Timmbolo	id=g:6866886
Saou	id=g:6866888
Antagadou	id=g:6866890
Santaba	id=g:6866892
Antaka	id=g:6866894
Diounol	id=g:6866896
Kikénaga	id=g:6866898
Berda	id=g:6866900
Pélinga	id=g:6866902
Dourou	id=g:6866904
Temmbodié	id=g:6866906
Kaméli	id=g:6866908
Anana	id=g:6866910
Tombogo	id=g:6866912
Benndé	id=g:6866914
Mandé	id=g:6866916
Bédié	id=g:6866918
Yrébann	id=g:6866920
Péjema	id=g:6866922
