Maytabaro	id=g:6812486
Wuro Musa	id=g:2318624
Wuro Musa	id=g:2318625
Wuro Munchi	id=g:2318626
Wuro Mo’u	id=g:2318627
Wuro Modibo	id=g:2318628
Wuro Modibbo Sajo	id=g:2318629
Wuro Modibbo	id=g:2318630
Wuro Modibbo	id=g:2318631
Wuro Modibbo	id=g:2318632
Wuro Mobido	id=g:2318633
Wuro Medi	id=g:2318634
Wuro Mbulmbuldi	id=g:2318635
Wuro Mbonaje	id=g:2318636
Wuro Mbaya	id=g:2318637
Wurombai	id=g:2318638
Wuro Mazang	id=g:2318639
Wuro Mayo	id=g:2318640
Wuro Masenger	id=g:2318641
Wuro Mareji	id=g:2318642
Wuromanti	id=g:2318643
Wuro Manji	id=g:2318644
Wuro Malum Jibru	id=g:2318645
Wuro Malujida	id=g:2318646
Wuro Mallum	id=g:2318647
Wuro Mallum	id=g:2318648
Wuro Mallum	id=g:2318649
Wuro Maliki	id=g:2318650
Wuro Mali	id=g:2318651
Wuro Malam Musa	id=g:2318652
Wuro Maigida	id=g:2318653
Wuro Madi	id=g:2318654
Wuro Londe	id=g:2318655
Wuro Liman	id=g:2318656
Wuro Leke	id=g:2318657
Wuro Leggal	id=g:2318658
Wuro Lecha	id=g:2318659
Wuro Lawan	id=g:2318660
Wuro Lawan	id=g:2318661
Wuro Lawal	id=g:2318662
Wuro Lamido	id=g:2318663
Wuro Lainde	id=g:2318664
Wuro Lainde	id=g:2318665
Wuro Lainde	id=g:2318666
Wuro Labei	id=g:2318667
Wuro Kyari	id=g:2318668
Wuro Kurori	id=g:2318669
Wuro Koncha	id=g:2318670
Wuro Koja	id=g:2318671
Wuro Kesum	id=g:2318672
Wuro Kesum	id=g:2318673
Wuro Kela	id=g:2318674
Wuro Kaye	id=g:2318675
Wuro Kawu	id=g:2318676
Wuro Kareji	id=g:2318677
Wuro Karal	id=g:2318678
Wuro Kala	id=g:2318679
Wuro Kadiri	id=g:2318680
Wuro Kachala	id=g:2318681
Wuro Jubawo	id=g:2318682
Wuro Joude	id=g:2318683
Wuro Jombe	id=g:2318684
Joie	id=g:2318685
Wuro Jijiwa	id=g:2318686
Wuroji	id=g:2318687
Wuro Jauro Yaya	id=g:2318688
Wuro Jauro Tukur	id=g:2318689
Wuro Jauro Maiganga	id=g:2318690
Wuro Jauro Jabbo	id=g:2318691
Wuro Jauro Isa	id=g:2318692
Wuro Jauro Hamadu	id=g:2318693
Wuro Jauro Dachere	id=g:2318694
Wuro Jauro Bello	id=g:2318695
Wuro Jauro Barka	id=g:2318696
Wuro Jauro Bakari	id=g:2318697
Wuro Jauro Atiku	id=g:2318698
Wuro Jaudu Amodu	id=g:2318699
Wuro Jauro Amadu	id=g:2318700
Wuro Jauro Abdu	id=g:2318701
Wuro Jato	id=g:2318702
Wuro Jato	id=g:2318703
Wuro Jato	id=g:2318704
Wuro Jato	id=g:2318705
Wuro Jato	id=g:2318706
Wuro Jatau	id=g:2318707
Wuro Jatau	id=g:2318708
Wuro Jatau	id=g:2318709
Wuro Jatau	id=g:2318710
Wuro Jatau	id=g:2318711
Wurojan	id=g:2318712
Wuro Jam	id=g:2318713
Wuro Jam	id=g:2318714
Wuro Jalami Hamlets	id=g:2318715
Wuro Jabi	id=g:2318716
Wuro Jabbo	id=g:2318717
Wuro Iya	id=g:2318718
Wuro Ismano	id=g:2318719
Wuro Ishiaku	id=g:2318720
Wuro Inbo	id=g:2318721
Wuro Ibi	id=g:2318722
Wurohezo	id=g:2318723
Wuro Hesso	id=g:2318724
Wuro Hesso	id=g:2318725
Wuro Hesso	id=g:2318726
Wuro Hausa	id=g:2318727
Wuro Hausa	id=g:2318728
Wuro Hausa	id=g:2318729
Wuro Hausa	id=g:2318730
Wuro Hausa	id=g:2318731
Wuro Hausa	id=g:2318732
Wuro Hamsami	id=g:2318733
Wuro Hammawa	id=g:2318734
Wuro Hammagu	id=g:2318735
Wuro Hamja	id=g:2318736
Wuro Haman Bura	id=g:2318737
Wuro Hamadalil	id=g:2318738
Wuro Gwana	id=g:2318739
Wurogwabbo	id=g:2318740
Wuro Gurama	id=g:2318741
Wuro Gundu	id=g:2318742
River Wuro Gumgum	id=g:2318743
Wuro Goni	id=g:2318744
Wuro Gole	id=g:2318745
Wuro Golare	id=g:2318746
Wuro Giye	id=g:2318747
Wuro Giye	id=g:2318748
Wuro Girangero	id=g:2318749
Wuro Gboki	id=g:2318750
Wuragauri	id=g:2318751
Wuro Garga	id=g:2318752
Wuro Gare	id=g:2318753
Wuro Garba	id=g:2318754
Wuro Galdimawo	id=g:2318755
Wuro Galdi	id=g:2318756
Galadima	id=g:2318757
Wuro Gaji	id=g:2318758
Wuro Fedechi Ryiya	id=g:2318759
Wuro Faturu	id=g:2318760
Wuro Faluku	id=g:2318761
Wuro Duta	id=g:2318762
Wuro Dunbai	id=g:2318763
Wuro Dumo	id=g:2318764
Wuro Duku	id=g:2318765
Wuro Dore	id=g:2318766
Wuro Dole	id=g:2318767
Wuro Dole	id=g:2318768
Wuro Dole	id=g:2318769
Wuro Dole	id=g:2318770
Wuro Dole	id=g:2318771
Wuro Dogo	id=g:2318772
Wuro Dogo	id=g:2318773
Wuro Dogari	id=g:2318774
Wuro Deyawa	id=g:2318775
Wuro De	id=g:2318776
Wuro Daudu	id=g:2318777
Wuro Danuda	id=g:2318778
Wuro Dama	id=g:2318779
Wuro Dahiru	id=g:2318780
Wuro Chita	id=g:2318781
Wuro Bunga	id=g:2318782
Wuro Bundu	id=g:2318783
Wuro Bundu	id=g:2318784
Wuro Buka	id=g:2318785
Wuro Buba	id=g:2318786
Wuro Buba	id=g:2318787
Wuro Buba	id=g:2318788
Wuro Buba	id=g:2318789
Wuro Buba	id=g:2318790
Wuro Bornu Ladde	id=g:2318791
Wuro Bongu	id=g:2318792
Wuro Boman	id=g:2318793
Wuro Bokki	id=g:2318794
Wuro Bokki	id=g:2318795
Wuro Bokki	id=g:2318796
Wuro Bokki	id=g:2318797
Wuro Bokki	id=g:2318798
Wuro Bokki	id=g:2318799
Wuro Bokki	id=g:2318800
Wuro Bokka	id=g:2318801
Wuro Bogga	id=g:2318802
Wuro Bobo	id=g:2318803
Wuro Bobbori	id=g:2318804
Wuro Biviji	id=g:2318805
Wuro Biriji	id=g:2318806
Wuro Biriji	id=g:2318807
Wuro Biriji	id=g:2318808
Wuro Biriji	id=g:2318809
Wuro Bereri	id=g:2318810
Wuro Bentere	id=g:2318811
Wuro Bayo	id=g:2318812
Wuro Bayo	id=g:2318813
Wuro Bayo	id=g:2318814
Wuro Baye	id=g:2318815
Wuro Basambo	id=g:2318816
Wuro Barkeje	id=g:2318817
Wuro Bara	id=g:2318818
Wuro Bambambe	id=g:2318819
Wuro Bali	id=g:2318820
Wuro Bakmbo	id=g:2318821
Wuro Bakari	id=g:2318822
Wuro Bakaku	id=g:2318823
Wuro Bajam	id=g:2318824
Wuro Bajam	id=g:2318825
Wuro Bajam	id=g:2318826
Wuro Bagudu	id=g:2318827
Wuro Babawa	id=g:2318828
Wuro Babam	id=g:2318829
Wuro Baba	id=g:2318830
Wuro Ardo Ribadu	id=g:2318831
Wuro Ardo Nana	id=g:2318832
Wuro Ardo Kyari	id=g:2318833
Wuro Amadu	id=g:2318834
Wuro Alkali	id=g:2318835
Wuro Ali Magini	id=g:2318836
Wuro Ali	id=g:2318837
Wuro Ali	id=g:2318838
Wuro Alhaji	id=g:2318839
Wuro Alhaji	id=g:2318840
Wuro Ahmadu Kulu	id=g:2318841
Wuro Ahmadu	id=g:2318842
Wuro Ahi	id=g:2318843
Wuro Adayel	id=g:2318844
Wuro Adamu	id=g:2318845
Wuro Adamu	id=g:2318846
Wuro Adamu	id=g:2318847
Wuro Adamu	id=g:2318848
Wuro Achaba Villages	id=g:2318849
Wuro Abubakar	id=g:2318850
Wuro Abo	id=g:2318851
Wuro Abdullahi	id=g:2318852
Wuro Abbo	id=g:2318853
Wuro Abba	id=g:2318854
Wuro Abba	id=g:2318855
Wurnu	id=g:2318856
Wurno Hill	id=g:2318857
Wurno	id=g:2318858
Wurno	id=g:2318859
Wurno	id=g:2318860
Wurno	id=g:2318861
Dutsen Wurni Hill	id=g:2318862
Wurma	id=g:2318863
Wurma	id=g:2318864
Wurkam River Forest Reserve	id=g:2318865
River Wurkam	id=g:2318866
Wuriya Hills	id=g:2318867
Wurisato	id=g:2318868
Wurio	id=g:2318869
Wurin Dule	id=g:2318870
Wurimango	id=g:2318871
Wuribaji	id=g:2318872
Wurianka	id=g:2318873
Wuria	id=g:2318874
Wuri	id=g:2318875
Wur Hill	id=g:2318876
Wurge	id=g:2318877
Urga	id=g:2318878
Wurbo	id=g:2318879
Wurbo	id=g:2318880
Wurbo	id=g:2318881
Wurawura	id=g:2318882
Wuratale	id=g:2318883
Wurara Hill	id=g:2318884
Wuran	id=g:2318885
Wuradole	id=g:2318886
Wura	id=g:2318887
Rafin Wupai	id=g:2318888
Wupa	id=g:2318889
Wuntsila	id=g:2318890
Wuntin Dada	id=g:2318891
Wunmonije	id=g:2318892
Wunje	id=g:2318893
Wunigi	id=g:2318894
Wungna	id=g:2318895
Wungala	id=g:2318896
Wundi	id=g:2318897
Wunde	id=g:2318898
Wunang	id=g:2318899
Wuna Hill	id=g:2318900
Wuna	id=g:2318901
Wuna	id=g:2318902
Wuna	id=g:2318903
Wumumu	id=g:2318904
Wumbo	id=g:2318905
Wum	id=g:2318906
Wum	id=g:2318907
Wultihiya	id=g:2318908
Wulo Mangal	id=g:2318909
Wullum Lakes	id=g:2318910
Wulgo Momodu	id=g:2318911
Wuleama	id=g:2318912
Wulco	id=g:2318913
Wulba	id=g:2318914
Wula Wula	id=g:2318915
Wula	id=g:2318917
Wula	id=g:2318918
Wukoro	id=g:2318919
Wukari	id=g:2318920
Wukari	id=g:2318921
Wujiwol	id=g:2318922
Wujilama Peak	id=g:2318923
Wuji	id=g:2318924
River Wuiwui	id=g:2318925
Wuiwui	id=g:2318926
Wuida	id=g:2318927
Wugama	id=g:2318928
Wufege	id=g:2318929
Wuese	id=g:2318930
Wudula	id=g:2318931
River Kogin Wudil	id=g:2318932
Wudil	id=g:2318933
Wudil	id=g:2318934
Wuchichiri	id=g:2318935
Wuchera	id=g:2318936
Wuaye	id=g:2318937
Wuaor	id=g:2318938
Wuaor	id=g:2318939
Wuaor	id=g:2318940
Wua	id=g:2318941
Wua	id=g:2318942
Wright Creek	id=g:2318943
Woye	id=g:2318944
Wowogi	id=g:2318945
Wovi	id=g:2318946
Wovi	id=g:2318947
Wotire	id=g:2318948
Wosidasa	id=g:2318949
Worumokato	id=g:2318950
River Woruma	id=g:2318951
Woru	id=g:2318952
Worra	id=g:2318953
Woro Hill	id=g:2318954
Worogaori	id=g:2318955
River Woro	id=g:2318956
Woro	id=g:2318957
Wora Stream	id=g:2318958
Woodroffe Point	id=g:2318959
Wonye	id=g:2318960
Wonu	id=g:2318961
Wonpa	id=g:2318962
Wono	id=g:2318963
Wonko	id=g:2318964
Wankade	id=g:2318965
Wonka	id=g:2318966
Wongeri Hills	id=g:2318967
Wongatihi	id=g:2318968
Wong	id=g:2318969
Wonaka	id=g:2318970
Hosere Won	id=g:2318971
Womonle	id=g:2318972
Womi	id=g:2318973
Womborum	id=g:2318974
River Wombo	id=g:2318975
River Wombo	id=g:2318976
Womba Hill	id=g:2318977
Womba	id=g:2318978
Wom	id=g:2318979
Wole Wole	id=g:2318980
Wokkos	id=g:2318981
Wokji	id=g:2318982
Orowokwo-Woji	id=g:2318983
Woiya Hill	id=g:2318984
Wogdan Hills	id=g:2318985
Wodna	id=g:2318986
Wodata	id=g:2318987
Wodakma	id=g:2318988
Wodakma	id=g:2318989
Woda	id=g:2318990
Wobu	id=g:2318991
Wobiro	id=g:2318992
Wobi	id=g:2318993
Wobara	id=g:2318994
Wobagi	id=g:2318995
Woabi Station	id=g:2318996
Wiyakara	id=g:2318997
Wiwi	id=g:2318998
Winstanley Point	id=g:2318999
Winsola	id=g:2319000
River Wilsha	id=g:2319001
Wilmot Point	id=g:2319002
William Camp	id=g:2319003
Wikki	id=g:2319004
Wiikwe Luebon	id=g:2319005
Wiga Hill	id=g:2319006
Widibida	id=g:2319007
Widgeon Point	id=g:2319008
Widgeon Creek	id=g:2319009
Widenham Creek	id=g:2319010
Wiang	id=g:2319011
Whydah Bank	id=g:2319012
Whekan	id=g:2319013
Whale Island	id=g:2319014
Whada	id=g:2319015
Weya	id=g:2319016
River Wewe	id=g:2319017
Weto	id=g:2319018
West Tangaza Forest Reserve	id=g:2319019
West Point	id=g:2319020
West Point	id=g:2319021
West Point	id=g:2319022
West Point	id=g:2319023
West Mahin Creek	id=g:2319024
West Fork Spit	id=g:2319025
Western Spit	id=g:2319027
Western Shen	id=g:2319028
Western Breakers	id=g:2319029
West Anka Sokoto Native Area Number 13	id=g:2319030
West Anka Native Area Forest Reserve	id=g:2319031
River Wessa	id=g:2319032
Weshigbe Hill	id=g:2319033
Wesere	id=g:2319034
River Weru	id=g:2319035
River Werram	id=g:2319036
Werram	id=g:2319037
Werija	id=g:2319038
Wenge	id=g:2319039
Wendu Uki	id=g:2319040
Wende Ade	id=g:2319041
Wende	id=g:2319042
Wende	id=g:2319043
Wende	id=g:2319044
River Wela	id=g:2319045
Wegh	id=g:2319046
Wedigfa	id=g:2319047
Wazoji	id=g:2319048
Wazo	id=g:2319049
Wazo	id=g:2319050
Waziri	id=g:2319051
Wazilikafi Bubua	id=g:2319052
Wazhimanyi	id=g:2319053
Wazagal	id=g:2319054
Wayo	id=g:2319055
Wayo	id=g:2319056
Wayo	id=g:2319057
River Wayin	id=g:2319058
Wayakou	id=g:2319059
Wayage	id=g:2319060
Waya	id=g:2319061
Waya	id=g:2319062
Waya	id=g:2319063
Waya	id=g:2319064
Waya	id=g:2319065
Wawus	id=g:2319066
Wawataku	id=g:2319067
Wawan Rafi	id=g:2319068
Wawan Ice	id=g:2319069
Wawa Kaza	id=g:2319070
Wawa Karosa	id=g:2319071
Wawagi	id=g:2319072
River Wawa	id=g:2319073
Wawa	id=g:2319074
Wawa	id=g:2319075
Wawa	id=g:2319076
Wawa	id=g:2319077
Wawa	id=g:2319078
Wauru	id=g:2319079
Wauro Jabbe	id=g:2319080
Dutsen Wauni	id=g:2319081
Wauni	id=g:2319082
Watson Point	id=g:2319083
Watinani	id=g:2319084
Wate	id=g:2319085
Watchmangbene	id=g:2319086
River Watari	id=g:2319087
Watari	id=g:2319088
River Wata	id=g:2319089
Wata	id=g:2319090
Wassagi	id=g:2319091
Wasinmi	id=g:2319093
Wasímí Okuta	id=g:2319094
Wasimi ijemo	id=g:2319095
Wasimi Alafia	id=g:2319096
Wasimi	id=g:2319097
Wasimi	id=g:2319098
Wasimi	id=g:2319099
Wasimi	id=g:2319100
Wasimi	id=g:2319102
Wasimi	id=g:2319103
Wasimi	id=g:2319104
Wasi	id=g:2319105
Washiwashu	id=g:2319106
Washington Hills	id=g:2319107
Washim	id=g:2319108
Washemi	id=g:2319109
Washamta	id=g:2319110
Washachi	id=g:2319111
Wase Rock	id=g:2319112
Wase River	id=g:2319113
Wasem	id=g:2319114
Wase	id=g:2319115
Wasaram Lawan	id=g:2319116
Wasangari	id=g:2319117
Wasali	id=g:2319118
River Wasako	id=g:2319119
Wasaini Native Area Forest Reserve	id=g:2319120
Wasai	id=g:2319121
Wasagu Sakaba Forest Reserve	id=g:2319122
Wasagu	id=g:2319123
Wasada	id=g:2319124
Wasada	id=g:2319125
Warwar	id=g:2319126
Warwade	id=g:2319127
Warwade	id=g:2319128
Waru	id=g:2319129
Warshele	id=g:2319130
Warri River	id=g:2319131
Warri Point	id=g:2319132
Warri	id=g:2319133
Warri	id=g:2319134
Warrake	id=g:2319135
Warok	id=g:2319136
Waroba	id=g:2319137
Waro	id=g:2319138
Waro	id=g:2319139
Waro	id=g:2319140
Warni	id=g:2319141
Warma	id=g:2319142
Warkaka	id=g:2319143
Mayo Warka	id=g:2319144
Warihu	id=g:2319145
Warifi	id=g:2319146
Waribugoama	id=g:2319147
Waribokiri	id=g:2319148
Wari Bata	id=g:2319149
Waria	id=g:2319150
Wari	id=g:2319151
Wari	id=g:2319152
Wargila	id=g:2319153
Wargi	id=g:2319154
Warfi	id=g:2319155
Ware	id=g:2319156
Wada	id=g:2319157
Warawara	id=g:2319158
River Warawara	id=g:2319159
Wara-Wara	id=g:2319160
Warari	id=g:2319161
Warare Hill	id=g:2319162
Waranya	id=g:2319163
Wara Matageli	id=g:2319164
Wara Forest Reserve	id=g:2319165
Ouara	id=g:2319166
Wara	id=g:2319167
Wara	id=g:2319168
Wara	id=g:2319169
Wara	id=g:2319170
Wara	id=g:2319171
Wapowa	id=g:2319172
Waor	id=g:2319173
Wanzum Amagwa	id=g:2319174
Wanzamai	id=g:2319175
Wanur Hill	id=g:2319176
Wanur Hill	id=g:2319177
Wanuhal	id=g:2319178
Wanudu	id=g:2319179
Rafin Wantsa	id=g:2319180
Wanto	id=g:2319181
Wantiya	id=g:2319182
Wantigi	id=g:2319183
Wantetekta	id=g:2319184
Wansua	id=g:2319185
Wanshie	id=g:2319186
Wanse	id=g:2319187
Wannune	id=g:2319188
Wannune	id=g:2319189
Wannjughul	id=g:2319190
Wannasara	id=g:2319191
River Wanna	id=g:2319192
Wanna	id=g:2319193
Wanlu	id=g:2319194
Wankunya	id=g:2319195
Wankpa Stream	id=g:2319196
Wankian	id=g:2319197
Wanke	id=g:2319198
Wanke	id=g:2319199
Wanke	id=g:2319200
River Wanka	id=g:2319201
Wanka	id=g:2319202
Wanka	id=g:2319203
Wanjira	id=g:2319204
Wanje	id=g:2319205
Wanja	id=g:2319206
Wanishem	id=g:2319207
Wanikin	id=g:2319208
Wanikande	id=g:2319209
Waniho	id=g:2319210
Wango Sete	id=g:2319211
Wango Maiha	id=g:2319212
Wangi	id=g:2319213
Wangarawa	id=g:2319214
Wangara	id=g:2319215
Wangara	id=g:2319216
Wangara	id=g:2319217
Wangara	id=g:2319218
Wanganga	id=g:2319219
Wanga	id=g:2319220
Wamfere	id=g:2319221
Wandukene	id=g:2319222
Hosere Wandu	id=g:2319223
Wandor	id=g:2319224
Wando	id=g:2319225
Wando	id=g:2319226
Wandali	id=g:2319227
Wanchor Stream	id=g:2319228
Wanchior	id=g:2319229
Wanche	id=g:2319230
Wanbai	id=g:2319231
Wanakande	id=g:2319232
Wanakom	id=g:2319233
Wana Farms Hill	id=g:2319234
River Wana	id=g:2319235
Dutsin Wana	id=g:2319236
Wana	id=g:2319237
Wana	id=g:2319238
Wamyande	id=g:2319239
Wamuri	id=g:2319240
Wamurete	id=g:2319241
Wamno Kofa	id=g:2319242
Wamngu Gajere	id=g:2319243
Wamngo Uba Hill	id=g:2319244
Wamngo Kwakwaah	id=g:2319245
Wamngo Galdi	id=g:2319246
Wamiri	id=g:2319247
Wamingo Garga	id=g:2319248
Wamgu Gajere	id=g:2319249
Wamgo Dasin	id=g:2319250
Wamgbe	id=g:2319251
Wamdewo	id=g:2319252
Wamdewo	id=g:2319253
River Wambo	id=g:2319254
Wambe	id=g:2319255
Wambai	id=g:2319256
Wamba	id=g:2319257
Wamako	id=g:2319258
Walur Gadaru	id=g:2319259
Walu	id=g:2319260
Walterkiri	id=g:2319261
Waltandi	id=g:2319262
Walowa	id=g:2319263
Walol	id=g:2319264
Walokulaje	id=g:2319265
Walojepole Hill	id=g:2319266
Walnyisiba	id=g:2319267
Walmayo	id=g:2319268
Wallis Point	id=g:2319269
Wall Creek	id=g:2319270
Wallaga	id=g:2319271
Wallafa	id=g:2319272
Wallace Creek	id=g:2319273
Walkers Island	id=g:2319274
Walka	id=g:2319275
Waliya	id=g:2319276
Walipa	id=g:2319277
Wali	id=g:2319278
Wali	id=g:2319279
Waldi	id=g:2319280
Walawal	id=g:2319281
Wala Waja	id=g:2319282
Walawa	id=g:2319283
Walawa	id=g:2319284
Walawa	id=g:2319285
Walama	id=g:2319286
Walama	id=g:2319287
Walai Ridge	id=g:2319288
Wakwa Babba Kankane	id=g:2319289
Wakki Jaleka	id=g:2319290
Wakkaltu	id=g:2319291
Wakkaltu	id=g:2319292
Wakir Yamma	id=g:2319293
Wakiri Jabo	id=g:2319294
Wakiri	id=g:2319295
Wakili Zupe	id=g:2319296
Wakili Vavum	id=g:2319297
Wakili Tappare	id=g:2319298
Wakilin Njeke	id=g:2319299
River Wakilim	id=g:2319300
Wakili Goma	id=g:2319301
Wakili Giwa	id=g:2319302
Wakili Buba	id=g:2319303
Wakili Alim	id=g:2319304
Wakili Aba	id=g:2319305
Wakili	id=g:2319306
Wakili	id=g:2319307
Wakili	id=g:2319308
Wake	id=g:2319309
Wakato	id=g:2319310
Wakar	id=g:2319311
Wakana	id=g:2319312
Wakama	id=g:2319313
Wakalu	id=g:2319314
Waka	id=g:2319315
Waka	id=g:2319316
Waka	id=g:2319317
Wak	id=g:2319318
Wajiya	id=g:2319319
Wajiri Sama	id=g:2319320
Wajiri Dungle	id=g:2319321
Wajiri	id=g:2319322
Wajir	id=g:2319323
Waji Hills Forest Reserve	id=g:2319324
Wajibe	id=g:2319325
Wajawari	id=g:2319326
Wajari	id=g:2319327
Wa Jahode Hills	id=g:2319328
River Waja	id=g:2319329
Waja	id=g:2319330
Waja	id=g:2319331
Waiye	id=g:2319332
Wairi Hill	id=g:2319333
Waire	id=g:2319334
Dutsen Wairai	id=g:2319335
Wainwain	id=g:2319336
River Waina	id=g:2319337
Wailo	id=g:2319338
Waidari	id=g:2319339
Dutsen Wai	id=g:2319340
Wai	id=g:2319341
Wahu	id=g:2319342
Wagur	id=g:2319343
Wagiri	id=g:2319344
Wagini	id=g:2319345
Wagetie	id=g:2319346
Wagdama	id=g:2319347
Wagba	id=g:2319348
River Wagar	id=g:2319349
Wagalu	id=g:2319350
Wagaho	id=g:2319351
Wagadyar	id=g:2319352
Wagabai	id=g:2319353
River Waga	id=g:2319354
Waga	id=g:2319355
Wafi Forest Reserve	id=g:2319356
Wafati	id=g:2319357
Wafango	id=g:2319358
Wafango	id=g:2319359
Wafango	id=g:2319360
Wafango	id=g:2319361
Wafango	id=g:2319362
Wafa	id=g:2319363
Wa Eri	id=g:2319364
Waduku	id=g:2319365
Wadkim Marsh	id=g:2319366
Wadirmu	id=g:2319367
Wadili	id=g:2319368
Wadiki	id=g:2319369
Dutsen Wadi	id=g:2319370
Wadi	id=g:2319371
Wadi	id=g:2319372
Wade Hills	id=g:2319373
Wade	id=g:2319374
Wadar	id=g:2319375
Wada	id=g:2319376
Wachinkolo	id=g:2319377
River Wachi	id=g:2319378
Waccuje	id=g:2319379
Wabu	id=g:2319380
Wabi-Gwunki	id=g:2319381
Wabi	id=g:2319382
Wabe	id=g:2319383
Wababi	id=g:2319384
River Waapi	id=g:2319385
River Waapena	id=g:2319386
Waakwa Alhaji	id=g:2319387
Waakaa	id=g:2319388
Waajimi	id=g:2319389
Waabara	id=g:2319390
Waa	id=g:2319391
Wa	id=g:2319392
Vung	id=g:2319393
Vunde	id=g:2319394
Vunchi	id=g:2319395
Vulpi	id=g:2319396
River Vulo	id=g:2319397
Vulegbo	id=g:2319398
Vulam	id=g:2319399
Vuduri	id=g:2319400
Vosho	id=g:2319401
Vom Wang	id=g:2319402
Vomni	id=g:2319403
Vomni	id=g:2319404
Vom Hills	id=g:2319405
Vom	id=g:2319406
Vom	id=g:2319407
Vokuna	id=g:2319408
Vodni	id=g:2319409
Vitabura	id=g:2319410
Visik	id=g:2319411
Vio	id=g:2319412
River Vinienger	id=g:2319413
Vingir	id=g:2319414
Vindir	id=g:2319415
Vindelam	id=g:2319416
Vinde Daluwa Sama	id=g:2319417
Vina	id=g:2319418
Vimpera	id=g:2319419
Vimiwagh	id=g:2319420
Vikityor	id=g:2319421
Vinishima	id=g:2319422
Victoria Beach	id=g:2319423
Viashoma	id=g:2319424
Via	id=g:2319425
Verre Hills	id=g:2319426
Veregh	id=g:2319427
Vera	id=g:2319428
Vera	id=g:2319429
Ver	id=g:2319430
Venour Point	id=g:2319431
Vendu Nage	id=g:2319432
Vembera	id=g:2319433
Vembe	id=g:2319434
Velnumbe	id=g:2319435
Velegh	id=g:2319436
Velegh	id=g:2319437
Vel	id=g:2319438
Veghergor	id=g:2319439
Vavum	id=g:2319440
Vassa	id=g:2319441
Vasimindi	id=g:2319442
Varsu	id=g:2319443
Vanonga	id=g:2319444
Vankyongu	id=g:2319445
Vanive	id=g:2319446
Vange	id=g:2319447
Vange	id=g:2319448
Vangbya	id=g:2319449
Vande Ikya	id=g:2319450
Vanande	id=g:2319451
Vanam	id=g:2319452
Vamula	id=g:2319453
Vampire Creek	id=g:2319454
Vambe	id=g:2319455
Valave	id=g:2319456
Val	id=g:2319457
Vakriva Hills	id=g:2319458
Vabak	id=g:2319459
Vaayongu	id=g:2319460
Vaarikpa	id=g:2319461
Vaakaa	id=g:2319462
Uzuakoli	id=g:2319463
Uzuaban	id=g:2319464
Uzuaba	id=g:2319465
Uzu	id=g:2319466
Uzomon	id=g:2319467
Uzo-Awan	id=g:2319468
River Uzo	id=g:2319469
Uzo	id=g:2319470
Uzebba	id=g:2319471
Uze	id=g:2319472
Uzawo	id=g:2319473
Uzanu	id=g:2319474
Uzam	id=g:2319475
Uzalla	id=g:2319476
Uyo Obio	id=g:2319477
Uyo Itam	id=g:2319478
Uyo Afaha Nkan	id=g:2319479
Uyo	id=g:2319480
Uya Oron	id=g:2319481
Uyanga Okpo Usun	id=g:2319482
River Uyam	id=g:2319483
Uwua	id=g:2319484
Uwpeko	id=g:2319485
Uwosan	id=g:2319486
Uwo	id=g:2319487
Uwhuteme	id=g:2319488
Uwherun	id=g:2319489
Uweyoba	id=g:2319490
River Uwev	id=g:2319491
Uwet Odot Forest Reserve	id=g:2319492
Uwet	id=g:2319493
Uwessan	id=g:2319494
Uwelu	id=g:2319495
Uwarovwon	id=g:2319496
Uwalor	id=g:2319497
Uwaka	id=g:2319498
Uvu	id=g:2319499
Uvruani	id=g:2319500
Uvru	id=g:2319501
Uvihi	id=g:2319502
Uviambe Hill	id=g:2319503
Uvevel Stream	id=g:2319504
Uvbe	id=g:2319505
Uvaha	id=g:2319506
Uva Dee	id=g:2319507
Uva	id=g:2319508
Uva	id=g:2319509
Uuma	id=g:2319510
Ututu	id=g:2319511
Utur	id=g:2319512
Otuoku	id=g:2319513
Utu Nsekhe	id=g:2319514
Utuma	id=g:2319515
Utukpo	id=g:2319516
Utu Ikot Onko	id=g:2319517
Utu Ikot Obio Ekpe	id=g:2319518
Utu Ikot Ekpenyong	id=g:2319519
Utuhu	id=g:2319520
Utughu	id=g:2319521
Utu Etim Ekpo	id=g:2319522
Utue-Ogume	id=g:2319523
Utu-Abak	id=g:2319524
Utu	id=g:2319525
Utu	id=g:2319526
Utu	id=g:2319527
Utu	id=g:2319528
Utsu	id=g:2319529
Utsu	id=g:2319530
Utsor	id=g:2319531
Utsongu	id=g:2319532
Utso	id=g:2319533
Utser	id=g:2319534
River Utsambe	id=g:2319535
Utsaa	id=g:2319536
River Utor	id=g:2319537
Utonyatsere	id=g:2319538
Utunkon	id=g:2319539
Utonbubu	id=g:2319540
Utonbaterentie	id=g:2319541
Utoka	id=g:2319542
Utogbo	id=g:2319543
Utoduma	id=g:2319544
Utobo	id=g:2319545
Utine	id=g:2319546
River Utien	id=g:2319547
Utezi	id=g:2319548
Utesi	id=g:2319549
Utesse	id=g:2319550
Uteogbeje	id=g:2319551
Utenger	id=g:2319552
Utekon	id=g:2319553
Uteh-Okpu	id=g:2319554
Uteh-Enugu	id=g:2319555
Uteh-Enugu	id=g:2319556
Uteh-Alohen	id=g:2319557
Ute Etok	id=g:2319558
Ute	id=g:2319559
Ute	id=g:2319560
Ute	id=g:2319561
Ute	id=g:2319562
