Jnaïdiyé	id=g:6278594
Vitanai Kulam	id=g:1224723
Visuamadu Kulam	id=g:1224724
Viruthodai	id=g:1224725
Viridiyawe	id=g:1224726
Virgel Rocks	id=g:1224727
Viravanna Kulam	id=g:1224728
Viran Kulam	id=g:1224729
Viran Kulam	id=g:1224730
Viran Kulam	id=g:1224731
Virandagollewa Wewa	id=g:1224732
Viramanikkatevanturai	id=g:1224733
Viraluetti Kulam	id=g:1224734
Viralmadu	id=g:1224735
Viralipuli Kulam	id=g:1224736
Viralipuli Kulam	id=g:1224737
Virakandamurippu Kulam	id=g:1224738
Virai Kulam	id=g:1224739
Vinilaiyadippuval	id=g:1224740
Vincit	id=g:1224741
Vinayakan Kulam	id=g:1224742
Vinayagavanam	id=g:1224743
Vinachi Kulam	id=g:1224744
Veemankamam	id=g:1224745
Vimankallu	id=g:1224746
Vimankallu	id=g:1224747
Vilpana Kulam	id=g:1224748
Vilokotuwa Wewa	id=g:1224749
Villu Thotum	id=g:1224750
Villundi Kulam	id=g:1224751
Villu Kulam	id=g:1224752
Villu Kulam	id=g:1224753
Villukke	id=g:1224754
Villu Aru	id=g:1224755
Villiya Kulam	id=g:1224756
Villi Kulam	id=g:1224757
Villatik Kulam	id=g:1224758
Villamparuku	id=g:1224759
Vilavedduvan	id=g:1224760
Vilatti Kulam	id=g:1224761
Vilatti Kulam	id=g:1224762
Vilatti Kulam	id=g:1224763
Vilattikulam	id=g:1224764
Vilattikkulam	id=g:1224765
Vilati Kulam	id=g:1224766
Vila Oya	id=g:1224767
Vilan Kulam	id=g:1224768
Vilanaudagama	id=g:1224769
Vilanapallegama	id=g:1224770
Vilan	id=g:1224771
Vijanarama Dagoba	id=g:1224772
Vihare Wewa	id=g:1224773
Viharekele Forest Reserve	id=g:1224774
Vihare Kandura	id=g:1224775
Vihare Kandura	id=g:1224776
Viharekanda	id=g:1224777
Viharehinna	id=g:1224778
Vihare Hammillewa	id=g:1224779
Viharegala Rock Cave	id=g:1224780
Vihare Ela	id=g:1224781
Vihara Wewa	id=g:1224782
Viharapokuna	id=g:1224783
Viharamulla	id=g:1224784
Viharakele	id=g:1224785
Viharakanda	id=g:1224786
Viharakanda	id=g:1224787
Viharahena	id=g:1224788
Viharagodella Stage	id=g:1224789
Viharagawagala	id=g:1224790
Viharagala	id=g:1224791
Vigamuwa	id=g:1224792
The Vidyodaya University of Ceylon	id=g:1224793
Vidyaraja Pirivena	id=g:1224794
Vidyalaya	id=g:1224795
The Vidyalankara University of Ceylon	id=g:1224796
Vidivachcha Kulam	id=g:1224797
Vidattaltivu	id=g:1224798
Vidaththalpalai	id=g:1224799
Vidattalpalai	id=g:1224800
Vidattalpalai	id=g:1224801
Vidattalkaddusinnakulam	id=g:1224802
Vidatamunai	id=g:1224803
Vidane Wewa	id=g:1224804
Vidanegegama	id=g:1224805
Vidanearachchigoda	id=g:1224806
Vidanai Kulam	id=g:1224807
Vidanai Kulam	id=g:1224808
Vidanage Wewa	id=g:1224809
Victory	id=g:1224810
Victoria Falls	id=g:1224811
Victoria Dam	id=g:1224812
Victoria	id=g:1224813
Vickulamadu Kandam	id=g:1224814
Vichuamadu Kulam	id=g:1224815
Vichchivi Kulam	id=g:1224816
Viatgalla Wewa	id=g:1224817
Veyangoda	id=g:1224818
Vettu Kulam	id=g:1224819
Vettuk Kulam	id=g:1224820
Vettukadu	id=g:1224821
Vettimakkalkudiyiruppu	id=g:1224822
Vettilaipoddamadu	id=g:1224823
Vettilaikkeni	id=g:1224824
Vettilaikerny	id=g:1224825
Vetta Kulam	id=g:1224826
Vettachenamadu	id=g:1224827
Vethiyanveli Kulam	id=g:1224828
Vetastenna	id=g:1224829
Verukal	id=g:1224830
Verugal Mohottuvarum	id=g:1224831
Verugal Aru	id=g:1224832
Verugal Anicut	id=g:1224833
Verraiadi Anicut	id=g:1224834
Verodukeni Kulam	id=g:1224835
Verical Aru	id=g:1224836
Verevillan Kulam	id=g:1224837
Verellapatana	id=g:1224838
Vera Wewa	id=g:1224839
Veravil Kulam	id=g:1224840
Veravil	id=g:1224841
Veranativu	id=g:1224842
Veralupitiya	id=g:1224843
Vera Kulam	id=g:1224844
Vera Kulam	id=g:1224845
Veraiadi Aru	id=g:1224846
Veragavillu	id=g:1224847
Veragala	id=g:1224848
Verachchi Kulam	id=g:1224849
Veppavadduvan	id=g:1224850
Veppan Kulam	id=g:1224851
Veppan Kulam	id=g:1224852
Veppan Kulam	id=g:1224853
Veppan Kulam	id=g:1224854
Veppan Kulam	id=g:1224855
Veppan Kulam	id=g:1224856
Veppan Kulam	id=g:1224857
Veppan Kulam	id=g:1224858
Veppan Kulam	id=g:1224859
Veppan Kulam	id=g:1224860
Veppan Kulam	id=g:1224861
Veppankulam	id=g:1224862
Veppankulam	id=g:1224863
Veppankulam	id=g:1224864
Veppankulam	id=g:1224865
Veppankuda	id=g:1224866
Veppamoddai	id=g:1224867
Vebbal Villu	id=g:1224868
Veppal Forest Reserve	id=g:1224869
Veppadithurai	id=g:1224870
Vepan Kulam	id=g:1224871
Venodaiyan Kulam	id=g:1224872
Veniwella	id=g:1224873
Vendarasan Kulam	id=g:1224874
Vendarasan Aru	id=g:1224875
Vendarankulama	id=g:1224876
Vendakaduwa Wewa	id=g:1224877
Vempy Kulam	id=g:1224878
Vempodukerny	id=g:1224879
Vempodiya Kulam	id=g:1224880
Vempirai Kulam	id=g:1224881
Vembu Thotum	id=g:1224882
Vembalangane Wewa	id=g:1224883
Vembady Aru	id=g:1224884
Velwetiya Wewa	id=g:1224885
Velvevette Villu	id=g:1224886
Velver Kulam	id=g:1224887
Velveri Kulam	id=g:1224888
Velveri	id=g:1224889
Velvaiyar Kulam	id=g:1224890
Veluwanagama	id=g:1224891
Velure Peeli	id=g:1224892
Vellivet Kulam	id=g:1224893
Vellikellie	id=g:1224894
Vellekanda	id=g:1224895
Wellehinda Estate	id=g:1224896
Vellayar Kulam	id=g:1224897
Vellayanchena Kulam	id=g:1224898
Vellaveli	id=g:1224899
Vellan Kulam	id=g:1224900
Vellankulam	id=g:1224901
Vellankarai	id=g:1224902
Vellamundal	id=g:1224903
Vellamullivaikkal	id=g:1224904
Vellampokkady	id=g:1224905
Vellamaichenai	id=g:1224906
Vellamaichenai	id=g:1224907
Vellamachchenai	id=g:1224908
Vellalakaddu	id=g:1224909
Vellaiyadimadu	id=g:1224910
Vellai Vette	id=g:1224911
Vellai Oya	id=g:1224912
Vellaimunthal	id=g:1224913
Vellaimanal	id=g:1224914
Vellai Aru	id=g:1224915
Vellai	id=g:1224916
Velivayal Kulam	id=g:1224917
Velipotiti Villu	id=g:1224918
Velikuda Periya Munai Point	id=g:1224919
Velikonamadu Kulam	id=g:1224920
Velikkulam	id=g:1224921
Velikkandal	id=g:1224922
Velikamam	id=g:1224923
Veli Aru	id=g:1224924
Velasiya	id=g:1224925
Velarchinnakulam	id=g:1224926
Velapparpuliyan Kulam	id=g:1224927
Velapanmalai	id=g:1224928
Velankulam	id=g:1224929
Velan Kulam	id=g:1224930
Velan Kulam	id=g:1224931
Velan Kulam	id=g:1224932
Velan Kulam	id=g:1224933
Velan Kulam	id=g:1224934
Velan Kulam	id=g:1224935
Velan Kulam	id=g:1224936
Vellan Kulam	id=g:1224937
Velankulam	id=g:1224938
Velankulam	id=g:1224939
Velankulam	id=g:1224940
Velankapolothi Kulam	id=g:1224941
Velankadu Villu	id=g:1224942
Velankachchiya Wewa	id=g:1224943
Velangana	id=g:1224944
Velangahahena	id=g:1224945
Velandikulama	id=g:1224946
Velanai West	id=g:1224947
Velanai East	id=g:1224948
Velanai	id=g:1224949
Velanai	id=g:1224950
Velana	id=g:1224951
Velakulam	id=g:1224952
Velakamana Kulam	id=g:1224953
Velaiyuthan Kulam	id=g:1224954
Velagangoda	id=g:1224955
Veit Aru	id=g:1224956
Veherahattagala	id=g:1224957
Veherahandigala	id=g:1224958
Veheragodella	id=g:1224959
Veheragoda	id=g:1224960
Veheragoda	id=g:1224961
Weharagala Wewa	id=g:1224962
Veheragala	id=g:1224963
Veheragala	id=g:1224964
Veheragala	id=g:1224965
Veheragala	id=g:1224966
Veheragala	id=g:1224967
Veherabendi Wewa	id=g:1224968
Veherabendi Ela	id=g:1224969
Weera Wewa	id=g:1224970
Veeravinna Oya	id=g:1224971
Veerapirayan Kulam	id=g:1224972
Veeran Kulam	id=g:1224973
Veeramunai	id=g:1224974
Veeramoddai Kulam	id=g:1224975
Veeramalai	id=g:1224976
Veeralanda	id=g:1224977
Veerakella	id=g:1224978
Veerakathvedduvan	id=g:1224979
Veeragoda Tank	id=g:1224980
Veeragoda Ela	id=g:1224981
Veeradiya	id=g:1224982
Veeradiya	id=g:1224983
Veehenkatuwa	id=g:1224984
Veechukalmunai	id=g:1224985
Vedukkanari Kulam	id=g:1224986
Vedukkadduveli	id=g:1224987
Vedivaittakallu	id=g:1224988
Vedivaithatulavil Kulam	id=g:1224989
Vedithibba Wewa	id=g:1224990
Vedikaran Kulam	id=g:1224991
Vedigala Aramaya	id=g:1224992
Vediankema Ara	id=g:1224993
West Vedehette	id=g:1224994
Veddu Kulam	id=g:1224995
Veddukadu	id=g:1224996
Veddukkadu	id=g:1224997
Veddukkadduveli	id=g:1224998
Veddukadu East	id=g:1224999
Veddigala Ela	id=g:1225000
Veddayamurippu	id=g:1225001
Veddatalawakanda	id=g:1225002
Veddaiyadaippu	id=g:1225003
Vedda Aru	id=g:1225004
Vedativu	id=g:1225005
Vedanvaykal	id=g:1225006
Vedan Kulam	id=g:1225007
Vedan Kulam	id=g:1225008
Vedamakilam	id=g:1225009
Vedakudiyiruppu	id=g:1225010
Vedakudiyiruppu	id=g:1225011
Vayuttuvan Kulam	id=g:1225012
Vayittiyankudiyiruppu	id=g:1225013
Vayiriuttu	id=g:1225014
Vavvala Lake	id=g:1225015
Vavuniyanperiyakulam	id=g:1225016
Vavuniya District	id=g:1225017
Vavuniya	id=g:1225018
Vavunikulam Tank Sanctuary	id=g:1225019
Vavuni Kulam	id=g:1225020
Vavunativu	id=g:1225021
Vavunakudai	id=g:1225022
Vavatti Kulam	id=g:1225023
Varani Kulam	id=g:1225024
Vavana Villu	id=g:1225025
Vavana Villu	id=g:1225026
Vavaddi Kulam	id=g:1225027
Vathirayan	id=g:1225028
Vatti Kulam	id=g:1225029
Vatti Kulam	id=g:1225030
Vattevaikal Anicut	id=g:1225031
Vattappalai	id=g:1225032
Vattapalai Thotem	id=g:1225033
Vattalaikodichchenai	id=g:1225034
Vattakiranchy Kulam	id=g:1225035
Vattakandal	id=g:1225036
Vathiyarkal	id=g:1225037
Vathiri	id=g:1225038
Vathindayn Wewa	id=g:1225039
Vatharawathai	id=g:1225040
Vathakkalmadu	id=g:1225041
Vasavilan	id=g:1225042
Varuttalaivilan	id=g:1225043
Vayiravarpuliyankulam	id=g:1225044
Veri Villu	id=g:1225045
Veriveli	id=g:1225046
Variuddiyariluppai Kulam	id=g:1225047
Varipattanchenai	id=g:1225048
Varikuttiuruwa	id=g:1225049
Varayan	id=g:1225050
Varattuppalai	id=g:1225051
Varanylvattalai	id=g:1225052
Varani North	id=g:1225053
Varani Iyattalai	id=g:1225054
Varalvita Oya	id=g:1225055
Varakusenai Kulam	id=g:1225056
Varakatta Aru	id=g:1225057
Varaivayaipulo Kulam	id=g:1225058
Varaivayaipulo Kulam	id=g:1225059
Vappiah Verugal Forest Reserve	id=g:1225060
Vantharumoolai Colony	id=g:1225061
Vantharumoolai	id=g:1225062
Vanniyamadu	id=g:1225063
Vannivilankulam Forest Reserve	id=g:1225064
Vannivilankulam	id=g:1225065
Vannikulam	id=g:1225066
Vannichchiyatidal	id=g:1225067
Vannerik Kulam	id=g:1225068
Vannatti Kulam	id=g:1225069
Vannativillu	id=g:1225070
Vannativillu	id=g:1225071
Vannatital	id=g:1225072
Vannathi Villu	id=g:1225073
Vannathi Villu	id=g:1225074
Vannarpannai South West	id=g:1225075
Vannarpannai South East	id=g:1225076
Vannarpannai North West	id=g:1225077
Vannaradampan	id=g:1225078
Vannaraadampan Villu	id=g:1225079
Vannapuliyan Kulam	id=g:1225080
Vannanturai Kulam	id=g:1225081
Vannantaikurukal Kulam	id=g:1225082
Vannansinnakkulam	id=g:1225083
Vannanpuliyankulam	id=g:1225084
Vannan Kulam	id=g:1225085
Vannan Kulam	id=g:1225086
Vannan Kulam	id=g:1225087
Vannan Kulam	id=g:1225088
Vannan Kulam	id=g:1225089
Vannan Kulam	id=g:1225090
Vannan Kulam	id=g:1225091
Vannan Kulam	id=g:1225092
Vannan Kulam	id=g:1225093
Vannan Kulam	id=g:1225094
Vannan Kulam	id=g:1225095
Vannan Kulam	id=g:1225096
Vannan Kulam	id=g:1225097
Vannan Kulam	id=g:1225098
Vannan Kulam	id=g:1225099
Vannai Kulam	id=g:1225100
Vannan Kulam	id=g:1225101
Vannankulam	id=g:1225102
Vannankulam	id=g:1225103
Vannan Keni	id=g:1225104
Vannankeni	id=g:1225105
Vannamoddai Aru	id=g:1225106
Vannamoddai	id=g:1225107
Vannamoddai	id=g:1225108
Vannameddutidal	id=g:1225109
Vannamarutankulam	id=g:1225110
Vanna Kulam	id=g:1225111
Vanna Kulam	id=g:1225112
Vanna Kulam	id=g:1225113
Vanna Kulam	id=g:1225114
Vanna Kulam	id=g:1225115
Vanna Kulam	id=g:1225116
Vannakulam	id=g:1225117
Vannakulam	id=g:1225118
Vannakulam	id=g:1225119
Vankalai Reef	id=g:1225120
Vankalaikkulam	id=g:1225121
Vankalai	id=g:1225122
Vanivan Kulam	id=g:1225123
Vanivan Kulam	id=g:1225124
Vanimoddai Kulam	id=g:1225125
Vangamattu Kulam	id=g:1225126
Vaneri Aru	id=g:1225127
Vandikaddu Kulam	id=g:1225128
Vandevettena Villu	id=g:1225129
Vandeloos Point	id=g:1225130
Vandeloos Bay	id=g:1225131
Vanchiyankulam Mavilankeni	id=g:1225132
Vanchiyankulam	id=g:1225133
Vanan Kulam	id=g:1225134
Vanahena	id=g:1225135
Vammiyadiyuttu	id=g:1225136
Vammivattavan	id=g:1225137
Vammiadi Aru	id=g:1225138
Vammiaddai Kulam	id=g:1225139
Vamil Kulam	id=g:1225140
Vambotukai Kulam	id=g:1225141
Valvedditturai	id=g:1225142
Valveddi	id=g:1225143
Valuki Aru	id=g:1225144
Valpotuwewa	id=g:1225145
Vally Wewa	id=g:1225146
Valliyappalai	id=g:1225147
Valliya Kulam	id=g:1225148
Valliya Kulam	id=g:1225149
Vallipuram	id=g:1225150
Vallimunai	id=g:1225151
Valli Kulam	id=g:1225152
Valli Kulam	id=g:1225153
Valliamma Dewale	id=g:1225154
Valley Field	id=g:1225155
Vallan	id=g:1225156
Vallai	id=g:1225157
Valladolid	id=g:1225158
Valiawe Wewa	id=g:1225159
Valgaha Pathaha Ruins	id=g:1225160
Valgaha Pataha	id=g:1225161
Valayantal Villu	id=g:1225162
Valayanmadam	id=g:1225163
Valayakudiyiruppumoddai	id=g:1225164
Valavachar Aru	id=g:1225165
Valathivaddan	id=g:1225166
Valathapitty Kulam	id=g:1225167
Valappota Aru	id=g:1225168
Vallaipadu	id=g:1225169
Valaohena	id=g:1225170
Valanthalai	id=g:1225171
Valan Kulam	id=g:1225172
Valalai	id=g:1225173
Valaiyiravu	id=g:1225174
Valaiyakadu	id=g:1225175
Valaiwadi	id=g:1225176
Valaiwadi	id=g:1225177
Valaitoddam	id=g:1225178
Valaichenai	id=g:1225179
Valaichenai	id=g:1225180
Valaichchenai Aru	id=g:1225181
Valaichchenai	id=g:1225182
Valaichchenai	id=g:1225183
Valaichchenai	id=g:1225184
Valadivayal Kulam	id=g:1225185
Vakkappaddankandal-Metpuliyankulam	id=g:1225186
Vakarai	id=g:1225187
Vakantona	id=g:1225188
Vakaneri Tank	id=g:1225189
Vakaneri South	id=g:1225190
Vakaneri North	id=g:1225191
Vakaneri	id=g:1225192
Vakaneri	id=g:1225193
Vaiyakkarai	id=g:1225194
Vaivan Kulam	id=g:1225195
Vairayankadangu Kalappu	id=g:1225196
Vairavi Mundumurippu Kulam	id=g:1225197
Vairava Tevar Kulam	id=g:1225198
Vairavarpuliyan Kulam	id=g:1225199
Vairayankadangu Kalappu	id=g:1225200
Wairankattuwa	id=g:1225201
Vairankattuwa	id=g:1225202
Vairandakaddukulam	id=g:1225203
Vairamuttu	id=g:1225204
Vaikkaladichchenai	id=g:1225205
Vaikan Kulam	id=g:1225206
Vaikali Tevar Kulam	id=g:1225207
Vaikalitevan Kulam	id=g:1225208
Vykalikoolan Kulam	id=g:1225209
Vaikaladichchenai	id=g:1225210
Vaduvamankai Kulam	id=g:1225211
Vedakaddupuliyan Kulam	id=g:1225212
Vadiya Kulam	id=g:1225213
Vaadivalaipuliyankulam	id=g:1225214
Wadduvakal	id=g:1225215
Vaddukkoddai West	id=g:1225216
Vaddukkoddai East	id=g:1225217
Vaddukkoddai	id=g:1225218
Vaddipoddamadu	id=g:1225219
Vaddavan Villu	id=g:1225220
Vaddavan	id=g:1225221
Vaddathoduvai Kulam	id=g:1225222
Vaddaniravi Kulam	id=g:1225223
Vadda Kulam	id=g:1225224
Vaddakkandal	id=g:1225225
Vaddakkal Chenai	id=g:1225226
Vaddakkachchi	id=g:1225227
Vadattakadu Kulam	id=g:1225228
Vadaththan Kulam	id=g:1225229
Vadamunai Tank	id=g:1225230
Vadamunai	id=g:1225231
Vadamunai	id=g:1225232
Vadali Villu	id=g:1225233
Vadali Kulam	id=g:1225234
Vadali Kayanmoddai	id=g:1225235
Vadali Aru	id=g:1225236
Vadakail Kulam	id=g:1225237
Vadakail Kulam	id=g:1225238
Vadakadu	id=g:1225239
Vadagama Wewa	id=g:1225240
Uytantundi Aru	id=g:1225241
Uyilankulam	id=g:1225242
Uyilankulam	id=g:1225243
Uyarapulam	id=g:1225244
Uyanwatte Wewa	id=g:1225245
Uyanwatta South	id=g:1225246
Uyanwatta	id=g:1225247
Uyanwatta	id=g:1225248
Uyankatiyawala	id=g:1225249
Uyangoda	id=g:1225250
Uyangalla	id=g:1225251
Uyandana	id=g:1225252
Uyanabedda	id=g:1225253
Uwarchanvette Kulam	id=g:1225254
Uwaragala	id=g:1225255
Uvayadikulam	id=g:1225256
Uvarkkulam	id=g:1225257
Uvari	id=g:1225258
Uvaketawala	id=g:1225259
Uvakelle	id=g:1225260
Uva Highlands	id=g:1225261
Uvagal Ara	id=g:1225262
Uva Ben Head	id=g:1225263
Uva Basin	id=g:1225264
Province of Uva	id=g:1225265
Uva	id=g:1225266
Utuwankanda	id=g:1225267
Utuwanbogahawatta	id=g:1225268
Utuwana	id=g:1225269
Uturuwella	id=g:1225270
Uturupahuwa	id=g:1225271
Uthurawela	id=g:1225272
Uturala	id=g:1225273
Uturakanda	id=g:1225274
Uttu Kulam	id=g:1225275
Uttukkulam	id=g:1225276
Uttiraperum Kulam	id=g:1225277
Uttirankondan Kulam	id=g:1225278
Uttimaduwa Kudawewa	id=g:1225279
Uttimaduwa	id=g:1225280
Uttan Kulam	id=g:1225281
Uttu Madu Aru	id=g:1225282
Uthuvayankulam	id=g:1225283
Uthuruwadunnawa	id=g:1225284
Uthuchchenai	id=g:1225285
Uththupitiya	id=g:1225286
Utheravankai	id=g:1225287
Uthayanmoolai	id=g:1225288
Uswewa New	id=g:1225289
Uswewa	id=g:1225290
Us Wewa	id=g:1225291
Us Wewa	id=g:1225292
Uswewa	id=g:1225293
Uswewa	id=g:1225294
Uswewa	id=g:1225295
Uswewa	id=g:1225296
Uswewa	id=g:1225297
Uswewa	id=g:1225298
Uswetakeiyawa	id=g:1225299
Uswelli Ara	id=g:1225300
Uswella	id=g:1225301
Ussewa	id=g:1225302
Ussewa	id=g:1225303
Ussewa	id=g:1225304
Ussettawa	id=g:1225305
Ussawa	id=g:1225306
Ussattawa	id=g:1225307
Ussapitiya	id=g:1225308
Ussagolla	id=g:1225309
Usmudulawa	id=g:1225310
Uslantivu	id=g:1225311
Usk Valley Estate	id=g:1225312
Usgollewa Pahalagama	id=g:1225313
Usgollewa Ihalagama	id=g:1225314
Usgoda	id=g:1225315
Usgallewa Maha Wewa	id=g:1225316
Usgallewa	id=g:1225317
Usgallewa	id=g:1225318
Usgala	id=g:1225319
Usgala	id=g:1225320
Usgalla	id=g:1225321
Usankuttiyawa	id=g:1225322
Usangoda	id=g:1225323
Usangoda	id=g:1225324
Ussan	id=g:1225325
Urvanikanpattu	id=g:1225326
Uruwitike	id=g:1225327
Uruwal Oya	id=g:1225328
Uruwala	id=g:1225329
Uruwala	id=g:1225330
Uruwala	id=g:1225331
Urupitiya	id=g:1225332
Urupitiya	id=g:1225333
Urupettiyagoda	id=g:1225334
Urupettawa	id=g:1225335
Uruperetta	id=g:1225336
Urupelewwa	id=g:1225337
Uruparata Tank	id=g:1225338
Urundayandaluwa	id=g:1225339
Urundai Kallu Kulam	id=g:1225340
Urumutta	id=g:1225341
Urumutta	id=g:1225342
Urumpirai	id=g:1225343
Urumiwella	id=g:1225344
Urumiwala	id=g:1225345
Urumethenna	id=g:1225346
Urulewatta	id=g:1225347
Urulewatta	id=g:1225348
Urulepotta	id=g:1225349
Urulemulla	id=g:1225350
Urulemulla	id=g:1225351
Uruledeniya	id=g:1225352
Urulan Muluwa Wewa	id=g:1225353
Urukamam	id=g:1225354
Urukalana	id=g:1225355
Uruhorey	id=g:1225356
Uruherapola	id=g:1225357
Urugamuwa West	id=g:1225358
Urugamuwa East	id=g:1225359
Urugala	id=g:1225360
Urugala	id=g:1225361
Urubok Oya	id=g:1225362
Urubokka Ganga	id=g:1225363
Urubokka Channel	id=g:1225364
Urubokka	id=g:1225365
Urubetikumbura	id=g:1225366
Urubakka Oya	id=g:1225367
Uruadi Villu	id=g:1225368
Uruadi Kulam	id=g:1225369
Uriya Wewa	id=g:1225370
Uriyawa	id=g:1225371
Uriyawa	id=g:1225372
Uriyan Kulam	id=g:1225373
Uriyankaddu	id=g:1225374
Uriyan	id=g:1225375
Urippanai Villu	id=g:1225376
Urindimunai	id=g:1225377
Urewa	id=g:1225378
Ureni Kalapu	id=g:1225379
Urelu	id=g:1225380
Ura Wewa	id=g:1225381
Urawatta	id=g:1225382
Urawala	id=g:1225383
Urawala	id=g:1225384
Urawala	id=g:1225385
Urawa	id=g:1225386
Ura Vidda Arambe	id=g:1225387
Uraulla	id=g:1225388
Uraula Oya	id=g:1225389
Uraula	id=g:1225390
Uruthudawa	id=g:1225391
Uraththala Pokuna	id=g:1225392
Urasery	id=g:1225393
Urapotta	id=g:1225394
Urapotta	id=g:1225395
Urapolayagama	id=g:1225396
Urapola	id=g:1225397
Urapola	id=g:1225398
Urapola	id=g:1225399
Urapinuwewa	id=g:1225400
Urapilissuwala	id=g:1225401
Urapana	id=g:1225402
Ura Oya	id=g:1225403
Uranwela	id=g:1225404
Uraniya	id=g:1225405
Uraniva Wewa	id=g:1225406
Urani Kulam	id=g:1225407
Urani	id=g:1225408
Urani	id=g:1225409
Uralpotamoddai Kulam	id=g:1225410
Uraliya-agare	id=g:1225411
Uraliya	id=g:1225412
Uraliya	id=g:1225413
Urala Wewa	id=g:1225414
Uralaunnegama	id=g:1225415
Ural Aru	id=g:1225416
Uralagama Wewa	id=g:1225417
Urala Ela	id=g:1225418
Urala	id=g:1225419
Ura Kulam	id=g:1225420
Ura Kulam	id=g:1225421
Urakotta	id=g:1225422
Urakaduwa	id=g:1225423
Uraitivu	id=g:1225424
Uragodakanda	id=g:1225425
Uragoda	id=g:1225426
Uragoda	id=g:1225427
Uragasmanhandiya	id=g:1225428
Uragas Ela	id=g:1225429
Uragala	id=g:1225430
Uragala	id=g:1225431
Uragaha	id=g:1225432
Uraella Falls	id=g:1225433
Uradeniya	id=g:1225434
Urabokka	id=g:1225435
Upuldeniya	id=g:1225436
Uppu Villu	id=g:1225437
Uppuveli	id=g:1225438
Upputtaravai	id=g:1225439
Upputhalanai	id=g:1225440
Uppu Taluwa	id=g:1225441
Uppural	id=g:1225442
Uppuma Villu	id=g:1225443
Uppumaveli Villu	id=g:1225444
Uppulavan Kalappu	id=g:1225445
Uppukure Kulam	id=g:1225446
Uppukulliya	id=g:1225447
Uppu Kuli	id=g:1225448
Uppu Kuli	id=g:1225449
Uppu Kuli	id=g:1225450
Uppu Kuli	id=g:1225451
Uppukali	id=g:1225452
Uppu Kulam	id=g:1225453
Uppu Kulam	id=g:1225454
Uppu Kulam	id=g:1225455
Uppukkulam	id=g:1225456
Uppukkachchimadu	id=g:1225457
Uppukeni Kulam	id=g:1225458
Uppukali	id=g:1225459
Uppu Aru Lagoon	id=g:1225460
Uppu Aru	id=g:1225461
Uppu Aru	id=g:1225462
Uppu Aru	id=g:1225463
Uppu Aru	id=g:1225464
Uppu Aru	id=g:1225465
Uppu Allan	id=g:1225466
Uppodai	id=g:1225467
Upper Wattagalla	id=g:1225468
Upper Viharahena	id=g:1225469
Upper Thiriwanketiya	id=g:1225470
Upper Ohiya	id=g:1225471
Upper Homadola	id=g:1225472
Upper Heeloya	id=g:1225473
Upper Cruden	id=g:1225474
Upper Balangoda	id=g:1225475
Upparu	id=g:1225476
Upparu	id=g:1225477
Uppan Kulam	id=g:1225478
Uppalawatta Wewa	id=g:1225479
Uppalawatta	id=g:1225480
Upekele	id=g:1225481
Upcot	id=g:1225482
Upaar Lagoon	id=g:1225483
Unuwinna	id=g:1225484
Unuwaturabubula	id=g:1225485
Unu Unugalyaya	id=g:1225486
Ununkadeniya	id=g:1225487
Ununbewa Wewa	id=g:1225488
Unulugala	id=g:1225489
Unukamam Kulam	id=g:1225490
Unoosia	id=g:1225491
Unnichchai Tank	id=g:1225492
Unnichchai	id=g:1225493
Unna Wewa	id=g:1225494
Unnaruwa	id=g:1225495
Uninduwela	id=g:1225496
Unelluwa	id=g:1225497
Unele Wewa	id=g:1225498
Undurugoda	id=g:1225499
Undurawa Hammillewa	id=g:1225500
Undurawa	id=g:1225501
Undupitigoda	id=g:1225502
Undugodayagama Wewa	id=g:1225503
Undugodapitiya	id=g:1225504
Undugoda	id=g:1225505
Undugoda	id=g:1225506
Undiyakulama Wewa	id=g:1225507
Undiyakulama Magurankadawala	id=g:1225508
Undiyagama	id=g:1225509
Unchalkaddi	id=g:1225510
Unaweruwa	id=g:1225511
Unawelli Wewa	id=g:1225512
Unawatuna Point	id=g:1225513
Unawatuna	id=g:1225514
Unawala Kulam	id=g:1225515
Unawa	id=g:1225516
Unavelisedawatta	id=g:1225517
Unaveli	id=g:1225518
Unaveli	id=g:1225519
Unatu Wewa	id=g:1225520
Unatuwewa	id=g:1225521
Unapotuwela Colony	id=g:1225522
Unapotugala	id=g:1225523
Unapandureyaya	id=g:1225524
Unapandura Wewa	id=g:1225525
Unapana	id=g:1225526
Unapana	id=g:1225527
Unanwitiya	id=g:1225528
Pallegammedda	id=g:1225529
Unanpitiya	id=g:1225530
Unanegala	id=g:1225531
Unana	id=g:1225532
Unambuwa	id=g:1225533
Unaleeya	id=g:1225534
Unaliya	id=g:1225535
Unalewa	id=g:1225536
Unaleeya Wewa	id=g:1225537
Unale	id=g:1225538
Unakuruwa	id=g:1225539
Unagollewa Wewa	id=g:1225540
Unagollewa	id=g:1225541
Unagollewa	id=g:1225542
Unagollewa	id=g:1225543
Unagollegama	id=g:1225544
Unagolla Kandura	id=g:1225545
Unagolla	id=g:1225546
Unagolla	id=g:1225547
Unagolla	id=g:1225548
Unagas Wewa	id=g:1225549
Unagas Wewa	id=g:1225550
Unagaswewa	id=g:1225551
Unagaswewa	id=g:1225552
Unagaswewa	id=g:1225553
Unagaswela	id=g:1225554
Unagalle	id=g:1225555
Unagalla	id=g:1225556
Unagaha Wewa	id=g:1225557
Una Ela	id=g:1225558
Ummiddiyan Kulam	id=g:1225559
Ume Aru	id=g:1225560
