Al ‘Aqm	id=g:402496
‘Uthmānīyah	id=g:7340612
As Silāsīyah	id=g:7340613
Al Jawmānīyah	id=g:7340614
Maḩall al Mahādilah	id=g:7340615
Al Ḩillah	id=g:7340616
Al Marādifah	id=g:7340617
Al Fiḩāḩ	id=g:7340618
Buyūt al Mashāri‘	id=g:7340619
Al Quzamīyah	id=g:7340620
Al Ḩawf Banī Sa‘īd	id=g:7340621
As Sālimīyah	id=g:7340622
Al ‘Ayaydah	id=g:7340623
Ţahābish	id=g:7340624
Banī ‘Umar Ḩasan	id=g:7340625
Al Jamā‘īyah	id=g:7340626
Zahb ad Duman	id=g:7340627
Şanīf Şaghīr	id=g:7340628
Al Kurīsah	id=g:7340629
Al Habalīyah	id=g:7340630
Dayr al Malas	id=g:7340631
Shi‘b Umm Shāmī	id=g:7340632
Al Urfuţ	id=g:7340633
Al Mandab	id=g:7340634
Al Anbarīyah	id=g:7340635
Ash Shūfah	id=g:7340636
Al Maţyānah	id=g:7340637
Al Ḩasy al Jadīdah	id=g:7340638
Dār Ghālib	id=g:7340639
Qanāt al Fāri‘ī	id=g:7340640
Qanāt al Ma‘īn	id=g:7340641
Wādī Rima‘	id=g:7340642
Al Manşarīyah	id=g:7340643
Ad Dumaynah	id=g:7340644
Buyūt al Habālīyah	id=g:7340645
Banī Ḩaymid	id=g:7340646
Maḩwá al Majā‘ishah	id=g:7340647
Maḩwá Wuhayb	id=g:7340648
‘Uţaybah	id=g:7340649
Shi‘b ar Ribāţ	id=g:7340650
Al Kurzūmī	id=g:7340656
Quz‘ ‘Urayḩ	id=g:7340657
Quz‘at ad Dibal	id=g:7340658
Maḩall ash Shalamān	id=g:7340659
Al Juraybah	id=g:7340660
Quz‘at Fāshiq	id=g:7340661
Buyūt ash Shādhilī	id=g:7340662
Mazra‘at Aḩmad ‘Alī al Maţarī	id=g:7340663
Buyūt al ‘Alā’inah	id=g:7340664
Buyūt al Buhaysh	id=g:7340665
Maḩall Ḩusayn Yaḩyá al Muhandis	id=g:7340666
Jumayshah al Yumná	id=g:7340667
Ash Sharaf	id=g:7340668
Al Masnā’	id=g:7340669
Al Ḩammādī	id=g:7340670
Hodeidah International	id=g:7340671
Dayr ‘Īsá	id=g:7340672
Al Baghwīyah	id=g:7340673
Aţ Ţanamīyah	id=g:7340674
Maḩall al Ḩajaf	id=g:7340675
Maḩall ‘Alī Ḩasan	id=g:7340676
Ar Rājiḩīyah	id=g:7340677
Al Ḩawţah	id=g:7340678
Al Barāhimah	id=g:7340679
Dayr Mahdal	id=g:7340680
Dayr ‘Abd Allāh	id=g:7340681
Buyūt al Ja‘l	id=g:7340682
Qahwat al Yawmayn	id=g:7340683
Dayr ash Shaybah ash Shawba‘	id=g:7340684
Maḩall ‘Alī Sulaymān	id=g:7340685
Al ‘Ujā’	id=g:7340686
Buyūt al ‘Awfah	id=g:7340687
Maḩall ash Shaykh	id=g:7340688
Al Kirnīsh	id=g:7340689
Dayr ‘Umar	id=g:7340690
Al Kinbāḩīyah	id=g:7340691
Al Abyāt as Suflá	id=g:7340692
Al Mūsīyah	id=g:7340693
Dayr al Jāmi‘ī	id=g:7340694
Al Maḩallah	id=g:7340695
Dayr ar Ruway‘ī	id=g:7340696
Al Jawnīyah	id=g:7340697
Dayr ad Damānīyah	id=g:7340698
Wāsiţ	id=g:7340699
Ḩinbān	id=g:7340700
Al ‘Afajīyah	id=g:7340701
Maḩall al Qawāşir	id=g:7340702
Az̧ Z̧āwinīyah	id=g:7340703
Al Ghurayyib	id=g:7340704
Bayt Muḩammad Yaḩyá ‘Umar	id=g:7340705
‘Ashwān	id=g:7340706
Shi‘bat al Ḩumarah	id=g:7340707
Dayr Shu‘lah	id=g:7340708
Adh Dhi ’ābī	id=g:7340709
Ar Rākib	id=g:7340710
Al Munaybī	id=g:7340711
Fuwwāḩah	id=g:7340712
Asāqī	id=g:7340713
Kabbat Aqays	id=g:7340714
Aţ Ţābah	id=g:7340715
Maḩall Muḩammad Mahyūb	id=g:7340716
Maḩall al Qurūn	id=g:7340717
Maḩall Adam	id=g:7340718
Maḩall Ḩasan Makīn	id=g:7340719
Maḩall ash Shayk Hārūn	id=g:7340720
Maḩall Salīm al ‘Abd	id=g:7340721
Maḩall ‘Alī Allāh	id=g:7340722
Maḩall Aḩmad ‘Abdah Ghālib	id=g:7340723
Maḩall ash Shumah	id=g:7340724
Maḩall al Jatāmīyah	id=g:7340725
Maḩall as Siqāfah	id=g:7340726
Maḩall ash Shamīrī	id=g:7340727
Maḩall Sābiḩah	id=g:7340728
Wādī Ḩudāl	id=g:7340729
Al Miryād	id=g:7340730
Ar Riqqah	id=g:7340731
Al Maqhāyah	id=g:7340732
Al Khamīs	id=g:7340733
Al Majannah	id=g:7340734
Al Batrah	id=g:7340735
Bayt ‘Abd Allāh al Bura‘ī	id=g:7340736
Sharaf aḑ Ḑāmir	id=g:7340737
Maḩall al ‘Abdal	id=g:7340738
Maḩall al Juraybān	id=g:7340739
Maḩall al Karad	id=g:7340740
Maḩall Ibrāhīm Rayyis	id=g:7340741
Maḩall Muḩammad Futaynī	id=g:7340742
Al Jirbah	id=g:7340743
Bayt Mu‘ayḑ	id=g:7340744
Bayt Aḩmad Ḩimyar	id=g:7340745
Aş Şinnah	id=g:7340746
Ḩabīl Raybah	id=g:7340747
Maḩall aţ Ţawāhirah	id=g:7340748
Maḩall al Athāminah	id=g:7340749
Maḩall Yaḩyá Da‘jān	id=g:7340750
Al Khāfishah	id=g:7340751
Umm Ghuwaydīyah	id=g:7340752
Maḩall ‘Abbās	id=g:7340753
Umm Sayyāl	id=g:7340754
Qaza‘	id=g:7340755
Al Kadīd	id=g:7340756
Maḩall ‘Īsá Sālim Rāmīn	id=g:7340757
Maḩall al Jurwah	id=g:7340758
Maḩallat ad Dūbā’	id=g:7340759
Ash Shi‘b	id=g:7340760
Şanif ash Shawkīyah	id=g:7340761
Jabal al Kadīd	id=g:7340762
Al Manār	id=g:7340763
Al Jammah	id=g:7340764
Al Miq‘ādah	id=g:7340765
Nawbat ‘Izzān	id=g:7340766
Az Zirā‘ī	id=g:7340767
At Taym	id=g:7340768
Şa‘ar	id=g:7340769
Az̧ Z̧uhrah	id=g:7340770
Al Ḩarā’ir	id=g:7340771
Adh Dhafārī	id=g:7340772
Al Ghaylayn	id=g:7340773
Banī Baţal	id=g:7340774
Al Birār	id=g:7340775
Shuzayn	id=g:7340776
Manwab	id=g:7340777
Sharnuş	id=g:7340778
Jabal Na‘mān	id=g:7340779
Al Mu‘āyin	id=g:7340780
Dār Ibn Ḩusayn	id=g:7340781
Al Fā’ish	id=g:7340782
Al Ḩillah	id=g:7340783
Al Manwab	id=g:7340784
Maḩall al Malţah	id=g:7340785
Al Ḩamādilah	id=g:7340786
Maḩall Şāliḩ Muḩammad	id=g:7340787
Raḩabāt	id=g:7340788
Ḩişn al Karish	id=g:7340789
Al Khaḑrā’	id=g:7340790
Al ‘Āriḑah	id=g:7340791
Dayr ash Sharīf	id=g:7340792
Kuḩl	id=g:7340793
Ar Raqqah	id=g:7340794
Maḩall ash Shabāḩīyah	id=g:7340795
Maḩall al Māţirī Shamhān	id=g:7340796
Aţ Ţaff	id=g:7340797
Ḩabīl Aḩmad Ḩasan	id=g:7340798
Dayr ‘Urāj	id=g:7340799
Dayr Zubaylah	id=g:7340800
Maḩall aţ Ţunayn	id=g:7340801
Maḩall ‘Īsā Muḩammad	id=g:7340802
Maḩall ar Rabāḩī	id=g:7340803
Maḩall al Jumā‘ī	id=g:7340804
Maḩall ash Shurmān	id=g:7340805
Maḩall Yaḩyá Ḩusayn	id=g:7340806
Maḩall Rābi‘ah	id=g:7340807
Maḩall Qāsim Ibrāhīm Sulaymān	id=g:7340808
Maḩall al ‘Aqārah	id=g:7340809
Al Biḩābiḩah	id=g:7340810
Maḩall al Būrī	id=g:7340811
Dayr Shirāmah	id=g:7340812
Dayr al Jawābiḩah	id=g:7340813
Dayr al ‘Aqm	id=g:7340814
Maḩall Maţarī Şaghīr	id=g:7340815
Muqaţţarah	id=g:7340816
Dayr al Ḩushaybir	id=g:7340817
Maḩall ar Ranf	id=g:7340818
Maḩall Aḩmad Yaḩyá	id=g:7340819
Dayr an Nāshirī	id=g:7340820
Aş Şarḩah	id=g:7340821
Ar Rāfi‘ī	id=g:7340822
Maḩall ash Shaţţ	id=g:7340823
Sabt al Maḩrab	id=g:7340824
Al Kabbah	id=g:7340825
Maḩall Banī Sālim Misāwā’	id=g:7340826
Maḩall ‘Uzayb	id=g:7340827
Maḩall al Ḩarīq	id=g:7340828
Jabal Zuqaymah	id=g:7340829
Jabal al Ashqar	id=g:7340830
Munaybir	id=g:7340831
Al Kawkab	id=g:7340832
Şanif al Ḩumarah	id=g:7340833
Al Jurūb	id=g:7340834
Qaryat al Midandal	id=g:7340835
Mirāḩ Fā’iz	id=g:7340836
Ḩazz ash Shumah	id=g:7340837
Jabal ash Sha‘ar	id=g:7340838
Maḩall ad Dabāsī	id=g:7340839
Maḩall al Maqbūlī	id=g:7340840
Maḩall Bulghayth	id=g:7340841
Maḩall ash Shumaylah	id=g:7340842
Maḩall al Ghajjāj	id=g:7340843
Maḩall ‘Alī al Aswad	id=g:7340844
Al Jarā’ib	id=g:7340845
Al Mahrab	id=g:7340846
Al Buraymah	id=g:7340847
Ad Dubay‘ā’	id=g:7340848
Barāḩ al Qays	id=g:7340849
Maḩall al Majāmilah	id=g:7340850
Ad Dumaynah	id=g:7340851
As Sarīd	id=g:7340852
Ḑabr	id=g:7340853
Buyūt al Ashrāf	id=g:7340854
Quz‘at Darwīsh ‘Īsá	id=g:7340855
Mirāḩ ‘Abdah Ibrāhīm	id=g:7340856
Maḩall Abkar Ibrāhīm	id=g:7340857
Maḩall al Hūrbī	id=g:7340858
Kabbat ‘Usayyah	id=g:7340859
Kawkabān	id=g:7340860
Rizām	id=g:7340861
Az Zubārī	id=g:7340862
Al Ma‘zab	id=g:7340863
Dayr Ḩasan	id=g:7340864
Al Khaḑār	id=g:7340865
Jabal Baţḩān	id=g:7340866
Jirb al ‘Adan	id=g:7340867
Al Maḩallah	id=g:7340868
Jabal ad Dāmigh	id=g:7340869
Al Ḩaydarīyah	id=g:7340870
Buyūt al Jaḩbah	id=g:7340871
Al Mi‘walīyah	id=g:7340872
Dayr al Midannī	id=g:7340873
Buyūt ad Daḩāwīyah	id=g:7340874
Buyūt al Mahādilī	id=g:7340875
Dayr al Makīn	id=g:7340876
Buyūt aţ Ţu‘aymah	id=g:7340877
Al Mūsīyah	id=g:7340878
Al Magharīyah	id=g:7340879
Jabal Qaḩmah	id=g:7340880
Buyūt al Ikāmīyah	id=g:7340881
Quz ‘at Umm Jārīyah	id=g:7340882
Bayt al Mahdalī	id=g:7340883
Qaryat ash Sharāmīyah	id=g:7340884
Bayt al Bukayrī	id=g:7340885
As Sayyāl	id=g:7340886
Al Juraybah	id=g:7340887
Al Mirmādah	id=g:7340888
Ash Sharqīyah	id=g:7340889
Al Jāwilī	id=g:7340890
Kuraydimah	id=g:7340891
Ḑabr as Sūd	id=g:7340892
Mirāḩ ash Shaydhilī	id=g:7340893
Dayr ad Dayyin	id=g:7340894
Al Mushkilīyah	id=g:7340895
Ad Dimnah	id=g:7340896
Aḑ Ḑummayrah	id=g:7340897
Ash Shijāb	id=g:7340898
Al Bishām	id=g:7340899
Dayr ash Shūmah	id=g:7340900
Aţ Ţawr Mazra‘at ash Shaykh Muḩammad	id=g:7340901
As Sarīd	id=g:7340902
Dayr al Ḩunaysh	id=g:7340903
Al Marā’ibah	id=g:7340904
At Turbah	id=g:7340905
Al Qa‘ābil	id=g:7340906
Bayt Aḩmad Qaybal	id=g:7340907
Buyūt aş Şarāţiḩah	id=g:7340908
Al Kīdīyah	id=g:7340909
Al Qurmīyah	id=g:7340910
Buyūt al Khabātīyah	id=g:7340911
Al Jirbah	id=g:7340912
Buyūt al Ashrāf	id=g:7340913
Maḩall ad Da‘aysh	id=g:7340914
Qaryat al Manawbah	id=g:7340915
Maḩall al Ashrāf	id=g:7340916
Al Jāriḩah	id=g:7340917
Shajan an Numays	id=g:7340918
Buyūt ad Da‘āliyah	id=g:7340919
Bayt Ḩasan Jumā‘ī	id=g:7340920
Al Bunnīyah	id=g:7340921
Buyūt an Nahārīn	id=g:7340922
Buyūt al ‘Abādīyah	id=g:7340923
Kawd al Juḩayt	id=g:7340924
Buyūt Banī Ḩasan Aḩmad	id=g:7340925
Al Hadāshīyah	id=g:7340926
Buyūt al Farājīyah	id=g:7340927
Bayt al Fatīnī Yūsuf	id=g:7340928
Qaryat al Hawāshim	id=g:7340929
Bayt Aḩmad Muḩammad	id=g:7340930
Bayt ‘Alī Musāwā’	id=g:7340931
Bayt al Azyab	id=g:7340932
Bayt Ḩasan Mudannī	id=g:7340933
Az Za‘āwir al ‘Ulyā	id=g:7340934
Umm Za‘āwir	id=g:7340935
Buyūt al Kurūsh	id=g:7340936
Buyūt ‘Umar Aḩmad	id=g:7340937
Buyut ash Shalāli‘ah	id=g:7340938
Ar Rudumah	id=g:7340939
Al Ḩajārī	id=g:7340940
Dayr ‘Alī	id=g:7340941
Dayr al Qaḩnayn	id=g:7340942
Al ‘Ujaylīyah	id=g:7340943
Bayt Wahbān ‘Alī	id=g:7340944
Al Wishrī	id=g:7340945
Buyūt ash Shirā‘īyah	id=g:7340946
Maḩall Yaḩyá ‘Ubayd	id=g:7340947
Al Bāridah	id=g:7340948
Kurzum	id=g:7340949
Maḩall al Yāqūt	id=g:7340950
Maḩall ‘Abad	id=g:7340951
Dayr Yaḩyá ‘Alī	id=g:7340952
Shi‘b Na‘id	id=g:7340954
Al ‘Ashshah	id=g:7340955
Wādī Māhilīyah	id=g:7340956
Jabal aş Şa‘īd	id=g:7340957
Jabal ar Raff	id=g:7340958
Şay‘mān Mal‘ā’	id=g:7340959
Ad Durayb	id=g:7340960
Al Hayshah	id=g:7340961
Jirādhā’	id=g:7340962
Al Hajrah	id=g:7340963
Laşād	id=g:7340964
Al Madārīn	id=g:7340965
Khabārah	id=g:7340966
Bayt Shannaq	id=g:7340967
Al Wasī‘ah	id=g:7340968
Al Miḩjān	id=g:7340969
Jabal al Yaḩmūm	id=g:7340970
Al Qāhir	id=g:7340971
As Sayyaḩ	id=g:7340972
Thayb	id=g:7340973
Jabal Rakhamah	id=g:7340974
Jabal Thayb	id=g:7340975
Al Baḩarah	id=g:7340976
Al Ajruf	id=g:7340977
Jibāl Khubbā’	id=g:7340978
Shi‘b Maqbal	id=g:7340979
Jabal Mihrān	id=g:7340980
Jabal al Jabjab	id=g:7340981
Shi‘b Rahţ	id=g:7340982
Maḩall al ‘Asr	id=g:7340983
Jabal Naqabat al Juraybāt	id=g:7340984
Wādī al Malaḩ	id=g:7340985
Wādī Ghawl aş Sāliḩī	id=g:7340986
Ḑabyah	id=g:7340987
Ghawl al Aḩraq	id=g:7340988
Wādī as Saylah	id=g:7340989
Al Makannah	id=g:7340990
Shi‘b al Baţḩā’	id=g:7340991
Sabīkah	id=g:7340992
Jabal al Qarabayn	id=g:7340993
Shi‘b aḑ Ḑayq	id=g:7340994
Al Masjid	id=g:7340995
Jabal Ḩayd al Khaḑir	id=g:7340996
Ghām al Kūr	id=g:7340997
Al Ashbāl	id=g:7340998
Al Wakaf	id=g:7340999
Al Kutub	id=g:7341000
Al Ablās	id=g:7341001
Al Ḩāţ	id=g:7341002
Ar Rukbah	id=g:7341003
An Numayşah	id=g:7341004
Al Malāḩah	id=g:7341005
Al Madhwad	id=g:7341006
As Saylah	id=g:7341007
Al Qaryah	id=g:7341008
Al Masīr	id=g:7341009
Shi‘b Maţḩal	id=g:7341010
Sābiq ar Rīḩ	id=g:7341011
Khawr Tuways	id=g:7341012
Kamaran Island	id=g:7341013
Wādī Ḩaţab	id=g:7341014
Al Maqārinah	id=g:7341015
Maḩall Dawba‘	id=g:7341016
Kidf al Khaḑarī	id=g:7341017
Al Qāhirah	id=g:7341018
Maqhaz	id=g:7341019
Dayr Sālim	id=g:7341020
Al Maḩaţţah	id=g:7341021
Az Zāwiyah	id=g:7341022
Dayr al Bāshiq	id=g:7341023
Dayt al Mulayl	id=g:7341024
Al Hubbīyah	id=g:7341025
Al Qafa‘īyah	id=g:7341026
Dayr al ‘Aţayfah	id=g:7341027
Dayr Damm	id=g:7341028
Al Būjī	id=g:7341029
Dayr Manyā’	id=g:7341030
Al ‘Ashshah	id=g:7341031
‘Aqm al Jarbah	id=g:7341032
Al Jarbah	id=g:7341033
Kadamat Akhrash	id=g:7341034
Al Ma‘qad	id=g:7341035
‘Aqm al Ḩarajī	id=g:7341036
As Sayghīyah	id=g:7341037
Al Jadīdah	id=g:7341038
Shi‘b al ‘Abīd	id=g:7341039
Al Muşlaybah	id=g:7341040
Buyūt al Ḩājj Darwīsh	id=g:7341041
Shi‘b ‘Ubayd	id=g:7341042
Ar Rākibah	id=g:7341043
‘Aqm Mas‘ūd	id=g:7341044
Adh Dhanab	id=g:7341045
‘Aqm al Kudaydīyah	id=g:7341046
Bayt Qarm	id=g:7341047
‘Aqm al Mukhawwar	id=g:7341048
Buyūt Shu‘ūf	id=g:7341050
Buyūt at Tuwamah	id=g:7341051
Maḩall ad Da‘warī	id=g:7341052
Al Futaynī	id=g:7341053
Shi‘b ‘Ubshah	id=g:7341054
Ad Duwayrah	id=g:7341055
Al Mislām	id=g:7341056
Al Waţāwiţah	id=g:7341057
Al Kadamah	id=g:7341058
Ar Raşşāş	id=g:7341059
As Sākīt	id=g:7341060
Maḩall al Aghfal	id=g:7341061
Abū Karish	id=g:7341062
Al ‘Abbāsīyah	id=g:7341063
Ra’s ad Dawba‘ī	id=g:7341064
Al Mawrīyah	id=g:7341065
‘Aqm Muslīyah	id=g:7341066
Bayt an Najjār	id=g:7341067
Al Barshīsh	id=g:7341068
Al Lubaynīyah	id=g:7341069
As Saqā’if	id=g:7341070
Dayr al Muhannā’	id=g:7341071
Wādī ‘Ayn	id=g:7341072
Kidf Daḩdaḩ	id=g:7341073
Buyūt al Hārib	id=g:7341074
Al Mughāfīr	id=g:7341075
Baḩr as Sarr	id=g:7341076
Al Qarābishah	id=g:7341077
‘Aqm Najarān	id=g:7341078
Buyūt Ḩusayn	id=g:7341079
Buyūt al Musawwa‘	id=g:7341080
Al Qumrīyah	id=g:7341081
Al ‘Armah	id=g:7341082
Jabal as Sarr	id=g:7341083
Jibāl al Ḩumarā’	id=g:7341084
Al Khaḑūr	id=g:7341085
Dayr ‘Alī Ḩasan	id=g:7341086
Al Khāriţ	id=g:7341087
Wādī al Malāţ	id=g:7341088
Dayr as Sala‘	id=g:7341089
Lajj al Kuddāfah	id=g:7341090
As Sūdah	id=g:7341091
Al Kars	id=g:7341092
Kidf al Hudaysh	id=g:7341093
Kidf Dakām	id=g:7341094
Al Kadamah	id=g:7341095
Qaryat al ‘Abīdah	id=g:7341096
Maḩall Ghaddār	id=g:7341097
Dayr Ya‘qūb	id=g:7341098
Maḩall Sūd	id=g:7341099
Dayr al Ḩindūb	id=g:7341100
Dayr Miflaḩ	id=g:7341101
Wādī al Akhbāb	id=g:7341102
Bayt Suwayd	id=g:7341103
Āl Sa‘ūd	id=g:7341111
Karā	id=g:7341112
Jibāl al Ghuyūl	id=g:7341113
Jabal al Ḩamrā’	id=g:7341114
Jabal Ţaraf an Naqūb	id=g:7341115
Jabal Burq as Sama‘	id=g:7341116
Jabal Barqā’ Biqayritayn	id=g:7341117
Qā‘ an Naq‘ah	id=g:7341118
Jabal Laḑāh	id=g:7341119
Āl Ḩaddād	id=g:7341120
Āl Misallal	id=g:7341121
Dīrat Āl al Amīr	id=g:7341122
Āl Ḩaymid	id=g:7341123
Jufaynah	id=g:7341124
Āl Mahtam	id=g:7341125
Bin Sa‘ūd	id=g:7341126
Al Khisayf	id=g:7341127
Dīrat Āl Hādī	id=g:7341128
Al Mikrāb	id=g:7341129
Al Ḩazmah	id=g:7341130
Al ‘Irādah	id=g:7341131
Bin ‘Āqil	id=g:7341132
Āl Faraj	id=g:7341133
Ghudayqah	id=g:7341134
Āl Wuraydān	id=g:7341135
Ar Rākah	id=g:7341136
Ḩuşūn Āl ‘Aqqār	id=g:7341137
Waḩshān	id=g:7341138
Dīrat Āl Sa‘d	id=g:7341139
Dīrat Ḩamūd Dukhnān	id=g:7341140
Wādī as Sudd	id=g:7341141
Al Ghujlah	id=g:7341142
Āl aş Şurayḩī	id=g:7341143
Al Ḩānī	id=g:7341144
Ḩuşūn Āl Jalāl al Qadīmah	id=g:7341145
‘Irq Āl Shabwān	id=g:7341146
Āl aḑ Ḑamā’	id=g:7341147
Qaryat ad Daysh	id=g:7341148
Wādī Lafj Baqthah	id=g:7341149
Wādī Sabā’	id=g:7341150
Wādī al ‘Aqād	id=g:7341151
Jabal ‘Aynah	id=g:7341152
Jabal ash Shuramī	id=g:7341153
Bayt al Wadis	id=g:7341154
Al Basātin	id=g:7341155
Marwas	id=g:7341156
Jabal Şalīl	id=g:7341157
Wādī Rumaylah	id=g:7341158
Ma‘ayn	id=g:7341159
Ar Ra‘am	id=g:7341160
Al Ma‘wad	id=g:7341161
Aş Şinf	id=g:7341162
‘Uzlat al Hajar	id=g:7341163
Aş Şalabah	id=g:7341164
Dhirā‘ al ‘Awshān	id=g:7341165
Kawlat Āl Miftāḩ	id=g:7341166
Aḑ Ḑarūb	id=g:7341167
Al Ḩajamah	id=g:7341168
At Tālib	id=g:7341169
Aş Şahwah	id=g:7341170
Wādī ath Thijrah	id=g:7341171
Al ‘Uţbah al Ḩadad	id=g:7341172
Al Qafalah	id=g:7341173
Aş Şalīb	id=g:7341174
Haḑm aş Şawmilah	id=g:7341175
Jabal Ḩurayfān	id=g:7341176
Shi‘b al Maraḩ	id=g:7341177
Jabal al Mutaja‘‘arah	id=g:7341178
Jabal Rābiḑah	id=g:7341179
Jabal Maqmal	id=g:7341180
Jabal Tarsum	id=g:7341181
Tarsum	id=g:7341182
Kawlat Khubayzān	id=g:7341183
Jabal al Miḩazwaqah	id=g:7341184
Wādī Dhanah	id=g:7341185
Wādī ‘Arashā’	id=g:7341186
Kawlat al Aḩnāsh	id=g:7341187
Al Mirfā‘	id=g:7341188
Jabal al Ḩamrā’ al Akhāmīs	id=g:7341189
Jabal Malţah	id=g:7341190
Jabal Nathār	id=g:7341191
Khalīf al Mistaz̧illah	id=g:7341192
Wādī al Mirtakiz	id=g:7341193
Maḩall Ḩumayd	id=g:7341194
Qaryat Diri‘	id=g:7341195
Jabal Diri‘	id=g:7341196
Jibāl al ‘Ajārim	id=g:7341197
Jabal ad Daymah	id=g:7341198
Jabal Aţhaf	id=g:7341199
Jabal al Wa‘rā’	id=g:7341200
Jabal Diqyāwīn	id=g:7341201
Jabal an Najaffah	id=g:7341202
Wādī al Wāqifah	id=g:7341203
Āl Jirwān	id=g:7341204
Diqyāwīn	id=g:7341205
Qaryat ar Rubay‘ah	id=g:7341206
Shi‘b ar Rub‘ah	id=g:7341207
Wādī Wa‘il	id=g:7341208
Ḩayd al Ashqirī	id=g:7341209
Wādī al ‘Ajamāt	id=g:7341210
Jabal Kawfal	id=g:7341211
Jabal Dayyāyīr	id=g:7341212
Dayyirat al ‘Ajamāt	id=g:7341213
Ḩammat ‘Āmir	id=g:7341214
Qaryat Āl ad Dawlah	id=g:7341215
Al Mafātiḩ	id=g:7341216
Al Bāţin	id=g:7341217
Qaryat Āl Sūdah	id=g:7341218
Al ‘Aḑbah	id=g:7341219
Al Jarr	id=g:7341220
Al Waqaţayn	id=g:7341221
Al Ḩashshah	id=g:7341222
Qatanat al Wusţá	id=g:7341223
Maḩall Āl Nāşir ‘Abd ar Raḩmān	id=g:7341224
Sarbat al Marakhāt	id=g:7341225
Shi‘b al Adbir	id=g:7341226
Al Khabwah al ‘Ulyā al Jaww	id=g:7341227
Qaryat Āl Şāliḩ	id=g:7341228
Jabal al Mushaybik	id=g:7341229
Ḩammat Nāşir Ibn Aḩmad	id=g:7341230
Jabal al Ghubayrā’	id=g:7341231
Wādī al Barrā’	id=g:7341232
Jabal Naşīb al Bi’r	id=g:7341233
Wādī al Hayyāl	id=g:7341234
Jabal an Najd al Aswad	id=g:7341235
Jabal Ḩamār	id=g:7341236
Jabal al Ḩaffā’	id=g:7341237
Wādī as Saylah	id=g:7341238
Ar Rawḑah	id=g:7341239
Jabal al Adayrim	id=g:7341240
Qaryat al Manjūrah	id=g:7341241
Wādī al Manjūrah	id=g:7341242
Jabal al Khubāt	id=g:7341243
Jabal aş Şafah	id=g:7341244
Wādī al Ghamīs	id=g:7341245
Wādī al ‘Aql	id=g:7341246
Jabal ar Radīf	id=g:7341247
Jabal az Zaym	id=g:7341248
Al Fuqarā’	id=g:7341249
Al Ashţāb	id=g:7341250
Al Mawjā’	id=g:7341251
Jabal Abū Ḑubu‘	id=g:7341252
Jabal Khuzaym	id=g:7341253
Jabal Taynah	id=g:7341254
Wādī Ḩumayd	id=g:7341255
Jabal as Sawād al Athīl	id=g:7341256
Al Ḩurūr	id=g:7341257
Jabal al ‘Amūd	id=g:7341258
Wādī ‘Usharah	id=g:7341259
An Nijād al ‘Idhlān	id=g:7341260
Al Khathlah al Fuqarā’	id=g:7341261
Ash Shijn	id=g:7341262
Al ‘Uqlah	id=g:7341263
Ya‘arah	id=g:7341264
Al ‘Ajmah	id=g:7341265
Al Maḩwal	id=g:7341266
Khuḑayr	id=g:7341267
Kamshah	id=g:7341268
Al Adhnā	id=g:7341269
Jabal az Zibyah	id=g:7341270
Al Bidah	id=g:7341271
Al Ḩadhāh	id=g:7341272
Jabal al Kidf	id=g:7341273
As Sūdah	id=g:7341274
Al Kafāh	id=g:7341275
Al Jarashah	id=g:7341276
Jabal al ‘Amūd	id=g:7341277
Shi‘āb al Bi’r	id=g:7341278
As Suwaydā’	id=g:7341279
Ar Rub‘ah	id=g:7341280
Hajar al ‘Awadah	id=g:7341281
Al Jayf	id=g:7341282
Ḩişn Nashrān	id=g:7341283
Al Qurdā‘ī	id=g:7341284
Aş Şafḩah	id=g:7341285
Al Hijayrīyah	id=g:7341286
Qā‘ Wanib	id=g:7341287
Jabal ‘Arā’ish	id=g:7341288
Ash Shuqayq	id=g:7341289
Jabal ath Thayyilah	id=g:7341290
Riyām	id=g:7341291
Ad Daqīq	id=g:7341292
Al Kharābah	id=g:7341293
Az Zallah	id=g:7341294
Jabal al Bān	id=g:7341295
Al Masīl	id=g:7341296
Burm	id=g:7341297
Banī Shams	id=g:7341298
Al Bisasah	id=g:7341299
Aţ Ţārif	id=g:7341300
Ḩammat al Ghuwayl	id=g:7341301
Aḑ Ḑubb	id=g:7341302
Thirayyā’ as Sūdān	id=g:7341303
Jabal al ‘Ajmah	id=g:7341304
Al Jafnah	id=g:7341305
Al Ukhaydād	id=g:7341306
Aţ Ţalḩah	id=g:7341307
Al Maqābīl al Kathīrīyah	id=g:7341308
Ḩajāj	id=g:7341309
Jabal al Muraykhah	id=g:7341310
Al Asaywid	id=g:7341311
An Nazīlah	id=g:7341312
Jabal al Asaywid	id=g:7341313
Jabal Barqā’ al Ghayl	id=g:7341314
Jabal Barqā’ Şurum	id=g:7341315
Jabal al Magharah	id=g:7341316
Al Ghumayyis	id=g:7341317
Wāsiţ	id=g:7341318
Ḩawbarānah	id=g:7341319
Az Zāḩim	id=g:7341320
Al Qāhir	id=g:7341321
Ar Rawḑah	id=g:7341322
As Sa‘īd	id=g:7341323
Al Khuwayr	id=g:7341324
Jabal al Quwaybil	id=g:7341325
As Sawm	id=g:7341326
Jabal an Nazīlah	id=g:7341327
Jabal al Waşīl	id=g:7341328
Jabal ‘Ayaynah	id=g:7341329
Jabal Rumḩah	id=g:7341330
Jabal al Ḩadīd	id=g:7341331
Jabal al Ku‘ab	id=g:7341332
