Kominasaeo	id=g:2093584
Cape Bogan	id=g:2099282
Bogameta Villages	id=g:2099283
Bogadjim	id=g:2099284
Bogabuang	id=g:2099285
Boga Boga Mission	id=g:2099286
Boga Bank	id=g:2099287
Bofu	id=g:2099288
Boete	id=g:2099289
Boera Head	id=g:2099290
Boera	id=g:2099291
Mount Boeder	id=g:2099292
Bodoka	id=g:2099293
Bodoimi	id=g:2099294
Cape Bodobodo	id=g:2099295
Bodinumu	id=g:2099296
Bode Point	id=g:2099297
Bodela	id=g:2099298
Boda-Boda Bay	id=g:2099299
Boda	id=g:2099300
Bobten	id=g:2099301
Bobsie	id=g:2099302
Boboni	id=g:2099303
Bobogoro	id=g:2099304
Boboa Island	id=g:2099305
Boboabol Point	id=g:2099306
Bobmagum	id=g:2099307
Bobei Creek	id=g:2099308
bobaten	id=g:2099309
Bobaten	id=g:2099310
Bobadu	id=g:2099311
Mount Boarara	id=g:2099312
Boap Creek	id=g:2099313
Boang Island	id=g:2099314
Boana	id=g:2099315
Boagis Passage	id=g:2099316
Boagis	id=g:2099317
Boa Creek	id=g:2099318
Bo	id=g:2099319
Bnoto Point	id=g:2099320
Blupblup Island	id=g:2099321
The Bluff	id=g:2099322
The Bluff	id=g:2099323
The Bluff	id=g:2099324
Blue Water Spring	id=g:2099325
Blueberry Hill	id=g:2099326
Mount Blue	id=g:2099327
Blucher Range	id=g:2099328
Blucher Point	id=g:2099329
Mount Blucher	id=g:2099330
Block Peak	id=g:2099331
The Block	id=g:2099332
Bliri River	id=g:2099333
Blim Creek	id=g:2099334
Blep Creek	id=g:2099335
Blebil	id=g:2099336
Blarompi Creek	id=g:2099337
Bla River	id=g:2099338
Blane A Tava Creek	id=g:2099339
Blanche Bay	id=g:2099340
Blaga Camp	id=g:2099341
Blae Harbour	id=g:2099342
Cape Blackwood	id=g:2099343
Blackwater River	id=g:2099344
Blackwater Creek	id=g:2099345
Black Rocky Point	id=g:2099346
Black Rocks	id=g:2099347
Black Rocks	id=g:2099348
Black Rocks	id=g:2099349
Black River Hills	id=g:2099350
Black River	id=g:2099351
Black River	id=g:2099352
Black Hill	id=g:2099353
Black Cat Pass	id=g:2099354
Black Cat Creek	id=g:2099355
Black Cat	id=g:2099356
Bizigi	id=g:2099357
Biwi River	id=g:2099358
Biwat	id=g:2099359
Biwat	id=g:2099360
Biwa Plantation	id=g:2099361
Biwai Hills	id=g:2099362
Bivaro	id=g:2099363
Bium	id=g:2099364
Biuingen	id=g:2099365
Biu Bay	id=g:2099366
Biu	id=g:2099367
Bituri River	id=g:2099368
Bitro	id=g:2099369
Bitokara	id=g:2099370
Bitoi River	id=g:2099371
Bitoi Ridge	id=g:2099372
Bitoi	id=g:2099373
Bitlik Island	id=g:2099374
Bitkesinmer Island	id=g:2099375
Bitkangkunmale Island	id=g:2099376
Bit Island Plantation	id=g:2099377
Bit Island	id=g:2099378
Bitiku Island	id=g:2099379
Bitebe	id=g:2099380
Bitbok Island	id=g:2099381
Bitatabu Plantation	id=g:2099382
Bitarebarebe	id=g:2099383
Bitara	id=g:2099384
Bitapukpuk	id=g:2099385
Bitapaka Hospital	id=g:2099386
Bitamarita Mission	id=g:2099387
Bitam	id=g:2099388
Bitalobo	id=g:2099389
Bitagalip Mission	id=g:2099390
Bitagalip	id=g:2099391
Bita-Ere Mission	id=g:2099392
Bita Creek	id=g:2099393
Bitabaur Mission	id=g:2099394
Bisorio	id=g:2099395
Bismarck Range	id=g:2099397
Bismarck Archipelago	id=g:2099398
Bisil Creek	id=g:2099399
Bisiatabu Mission	id=g:2099400
Bisianumu Station	id=g:2099401
Bisianumu	id=g:2099402
Bisi	id=g:2099403
Bisapu	id=g:2099404
Biruku	id=g:2099405
Biru Corrective Institute	id=g:2099406
Biros	id=g:2099407
Birop	id=g:2099408
Mount Biririnia	id=g:2099409
Biriri	id=g:2099410
Birip Mission	id=g:2099411
Lake Birip	id=g:2099412
Birioi	id=g:2099413
Biring	id=g:2099414
Birimkamba	id=g:2099415
Birimei	id=g:2099416
Birimai	id=g:2099417
Ok Birim	id=g:2099418
Birik	id=g:2099419
Biria	id=g:2099420
Biri	id=g:2099421
Bire	id=g:2099422
Birat	id=g:2099423
Birara Plantation	id=g:2099424
Birar	id=g:2099425
Birap	id=g:2099426
Bira	id=g:2099427
Bipi Island	id=g:2099428
Bipan	id=g:2099429
Bioto Landing	id=g:2099430
Bioto Creek	id=g:2099431
Bioto	id=g:2099432
Bion Island	id=g:2099433
Biomote	id=g:2099434
Bioka	id=g:2099435
Bintia Creek	id=g:2099436
Bintap Creek	id=g:2099437
Binouri	id=g:2099438
Binoa	id=g:2099439
Binnen Island	id=g:2099440
Binnen Island	id=g:2099441
Binnen Harbour	id=g:2099442
Binip River	id=g:2099443
Biniguni	id=g:2099444
Biniguna Creek	id=g:2099445
Binigigoro	id=g:2099446
Biniga	id=g:2099447
Bingo	id=g:2099448
Bingbingseng Plantation	id=g:2099449
Bingbingseng Island	id=g:2099450
Binduta	id=g:2099451
Bindi Creek	id=g:2099452
Bindekane	id=g:2099453
Bindari	id=g:2099454
Bindapuna	id=g:2099455
Binaugori	id=g:2099456
Binaturi River	id=g:2099457
Binat Creek	id=g:2099458
Bina River	id=g:2099459
Binara	id=g:2099460
Binamarien	id=g:2099461
Binakomata Island	id=g:2099462
Bin	id=g:2099463
Bimun	id=g:2099464
Bimin	id=g:2099465
Bimeri	id=g:2099466
Bimen Creek	id=g:2099467
Bimedebun	id=g:2099468
Bimbiniu	id=g:2099469
Bimbienye	id=g:2099470
Bimat	id=g:2099471
Bimat	id=g:2099472
Bimary Mission	id=g:2099473
Biman	id=g:2099474
Bima	id=g:2099475
Bilur	id=g:2099476
Bilril	id=g:2099477
Bilong	id=g:2099478
Bilomi River	id=g:2099479
Billy Mitchell Crater Lake	id=g:2099480
Bilka River	id=g:2099481
Bilipuhau Point	id=g:2099482
Bilimon River	id=g:2099483
Bilimoia	id=g:2099484
Bilimang	id=g:2099485
Wok Bilim	id=g:2099486
Bilihe Island	id=g:2099487
Biliau Mission	id=g:2099488
Biliang River	id=g:2099489
Bilia Creek	id=g:2099490
Bilga	id=g:2099491
Bil Bil Island	id=g:2099492
Bil Bil	id=g:2099493
Bilau Bay	id=g:2099494
Bilau	id=g:2099495
Bilami	id=g:2099496
Bilaf Creek	id=g:2099497
Bil	id=g:2099498
Bil	id=g:2099499
Bikim	id=g:2099500
Bikanggau	id=g:2099501
Biimba Lagoon	id=g:2099502
Biho Creek	id=g:2099503
Bihai River	id=g:2099504
Big Wau Creek	id=g:2099505
Big Pigeon Island	id=g:2099506
Big Ndrova Island	id=g:2099507
Big Mount Worri	id=g:2099508
Big Mount Gulu	id=g:2099509
Big Malumalu Island	id=g:2099510
Biglmeku	id=g:2099511
Big Limestone River	id=g:2099512
Biges River	id=g:2099513
Big Embi	id=g:2099514
Bigei River	id=g:2099515
Bigei	id=g:2099516
Bige	id=g:2099517
Bigairuka	id=g:2099518
Bigagu	id=g:2099519
Bifo Creek	id=g:2099520
Bien River	id=g:2099521
Biengagaro	id=g:2099522
Bieng	id=g:2099523
Bienen Islands	id=g:2099524
Bien	id=g:2099525
Biebo Creek	id=g:2099526
Biebiu Creek	id=g:2099527
Bidua	id=g:2099528
Bidonagobu	id=g:2099529
Biding River	id=g:2099530
Bidiesi	id=g:2099531
Bibyun	id=g:2099532
Bibriari Number 2	id=g:2099533
Bibriari Number 1	id=g:2099534
Bibiwa	id=g:2099535
Bibitan	id=g:2099536
Bibisi	id=g:2099537
Bibira Number 2	id=g:2099538
Bibira Number 1	id=g:2099539
Bibira	id=g:2099540
Bibiorli Hills	id=g:2099541
Bibia	id=g:2099542
Bibi	id=g:2099543
Bibeu Point	id=g:2099544
Bibera	id=g:2099545
Bibe’ori	id=g:2099546
Biaweng	id=g:2099547
Biawaria	id=g:2099548
Biauwa	id=g:2099549
Biatava	id=g:2099550
Biaru River	id=g:2099551
Biaru River	id=g:2099552
Biapim River	id=g:2099553
Biapi’arata	id=g:2099554
Biapiarata	id=g:2099555
Biano River	id=g:2099556
Bianggau	id=g:2099557
Biananambu	id=g:2099558
Biame River	id=g:2099559
Biambod	id=g:2099560
Bialie	id=g:2099561
Bialao Island	id=g:2099562
Biake Number 2	id=g:2099563
Biake Number 1	id=g:2099564
Biakane Number 4	id=g:2099565
Biakane Number 3	id=g:2099566
Biakane Number 2	id=g:2099567
Biakane	id=g:2099568
Biakane	id=g:2099569
Biaka	id=g:2099570
Biaka	id=g:2099571
Biaga	id=g:2099572
Biadekane	id=g:2099573
Biaboli	id=g:2099574
Bezoa	id=g:2099575
Bewit River	id=g:2099576
Bewe Creek	id=g:2099577
Bewani Mountains	id=g:2099578
Bewani	id=g:2099579
Bewan	id=g:2099580
Bewabewa	id=g:2099581
Bevan Sound	id=g:2099582
Bevan Rapids	id=g:2099583
Bevan Island	id=g:2099584
Port Bevan	id=g:2099585
Beueteng River	id=g:2099586
Betu	id=g:2099587
Betelvip	id=g:2099588
Besoar River	id=g:2099589
Besibong	id=g:2099590
Mount Besenona	id=g:2099591
Bes Creek	id=g:2099592
Bes	id=g:2099593
Berurumea Ridge	id=g:2099594
Berubona 2	id=g:2099595
Berubona Mission	id=g:2099596
Berubona Creek	id=g:2099597
Beroro Pass	id=g:2099598
Mount Bernie	id=g:2099599
Berisa	id=g:2099600
Beriota	id=g:2099601
Beringei	id=g:2099602
Berin	id=g:2099603
Beri Bay	id=g:2099604
Beri	id=g:2099605
Bergberg River	id=g:2099606
Berewogo	id=g:2099607
Bereruma Creek	id=g:2099608
Berere	id=g:2099609
Bereme	id=g:2099610
Berema	id=g:2099611
Bereina	id=g:2099612
Bereina	id=g:2099613
Berebi Spur	id=g:2099614
Ber Creek	id=g:2099615
Ber Creek	id=g:2099616
Beravesa	id=g:2099617
Bera River	id=g:2099618
Berare	id=g:2099619
Berard Point	id=g:2099620
Beram River	id=g:2099621
Berakwaiyu	id=g:2099622
Ber	id=g:2099623
Beporo	id=g:2099624
Bepandu	id=g:2099625
Benula	id=g:2099626
Benukanare Island	id=g:2099627
Benstead Bluff	id=g:2099628
Bensim	id=g:2099629
Bensbach River	id=g:2099630
Beno Harbour	id=g:2099631
Bennet Island	id=g:2099632
Benna	id=g:2099633
Benkwim Bluff	id=g:2099634
Benkwim	id=g:2099635
Benkuta	id=g:2099636
Benimeto	id=g:2099637
Benim	id=g:2099638
Benim	id=g:2099639
Benim	id=g:2099640
Beni	id=g:2099641
Bengil	id=g:2099642
Benggandi	id=g:2099643
Benge Point	id=g:2099644
Benge Plantation	id=g:2099645
Bengaragum	id=g:2099646
Bendoroda	id=g:2099647
Bendemann Harbour	id=g:2099648
Mount Bendemann	id=g:2099649
Mount Benda	id=g:2099650
Bena 2	id=g:2099651
Benaule Number 2	id=g:2099652
Benaule	id=g:2099653
Benalla Point	id=g:2099654
Benalla Banks	id=g:2099655
Bena Gap	id=g:2099656
Benaga	id=g:2099657
Benabena River	id=g:2099658
Benabena Creek	id=g:2099659
Benabena	id=g:2099660
Benabena	id=g:2099661
Ben	id=g:2099662
Bemberi	id=g:2099663
Bembei	id=g:2099664
Bembainyeng	id=g:2099665
Bemari	id=g:2099666
Bema Mission	id=g:2099667
Bemal	id=g:2099668
Bema	id=g:2099669
Beluok	id=g:2099670
Belombibi	id=g:2099671
Belobeloia Island	id=g:2099672
Bell Point	id=g:2099673
Bellan	id=g:2099674
Mount Bellamy	id=g:2099675
Mount Bell	id=g:2099676
Beliwaia	id=g:2099677
Beliou Creek	id=g:2099678
Belik River	id=g:2099679
Belik Plantation	id=g:2099680
Belik	id=g:2099681
Beligila Island	id=g:2099682
Belifu School	id=g:2099683
Belifu Number 2	id=g:2099684
Belifu Number 1	id=g:2099685
Beliau Island	id=g:2099686
Belfamfal	id=g:2099687
Belevi	id=g:2099688
Belepa	id=g:2099689
Belema Tableland	id=g:2099690
Belavista	id=g:2099691
Belambu	id=g:2099692
Belagel	id=g:2099693
Bela	id=g:2099694
Bekun	id=g:2099695
Bekoro	id=g:2099696
Bekoiana	id=g:2099697
Bekabari	id=g:2099698
Bek	id=g:2099699
Beiyanofi	id=g:2099700
Beiuru	id=g:2099701
Beire	id=g:2099702
Mount Beirari	id=g:2099703
Bei Point	id=g:2099704
Beipa	id=g:2099705
Beimap	id=g:2099706
Beikut	id=g:2099707
Bei’i Creek	id=g:2099708
Bei-iata	id=g:2099709
Beidup	id=g:2099710
Beido	id=g:2099711
Beiamp	id=g:2099712
Mount Bei	id=g:2099713
Bei	id=g:2099714
Bei	id=g:2099715
Beha	id=g:2099716
Beha	id=g:2099717
Begora Creek	id=g:2099718
Begara	id=g:2099719
Cape Beechey	id=g:2099720
Beeagawaga	id=g:2099721
Mount Bedul	id=g:2099722
Bediniob Head	id=g:2099723
Beding	id=g:2099724
Bederina	id=g:2099725
Mount Bedego	id=g:2099726
Be Creek	id=g:2099727
Beboi Creek	id=g:2099728
Bebisa	id=g:2099729
Bebewa	id=g:2099730
Bebeo	id=g:2099731
Bebelubi	id=g:2099732
Bebeili River	id=g:2099733
Bebegwi	id=g:2099734
Bebea River	id=g:2099735
Beaver Falls	id=g:2099736
Bear Point	id=g:2099737
Beara	id=g:2099738
Beamu Creek	id=g:2099739
Beama	id=g:2099740
Beagle Point	id=g:2099741
Beada	id=g:2099742
Mount Be	id=g:2099743
Bayview Hill	id=g:2099744
Bayern Bay	id=g:2099745
Mount Bayem	id=g:2099746
Bawi	id=g:2099747
Bawareboine Island	id=g:2099748
Bavo Island	id=g:2099749
Bauwame	id=g:2099750
Bautama Mission	id=g:2099751
Bauru River	id=g:2099752
Bauramudi River	id=g:2099753
Baup	id=g:2099754
Baungung River	id=g:2099755
Baungung Harbour	id=g:2099756
Baungung	id=g:2099757
Baum Creek	id=g:2099758
Mount Baum	id=g:2099759
Bauku	id=g:2099760
Bauk	id=g:2099761
Bau Island	id=g:2099762
Baui	id=g:2099763
Baui	id=g:2099764
Baue	id=g:2099765
Baudisson Plantation	id=g:2099766
Baudisson Island	id=g:2099767
Baudissin Point	id=g:2099768
Baubo	id=g:2099769
Bauak	id=g:2099770
Bau	id=g:2099771
Bau	id=g:2099772
Baturu	id=g:2099773
Batua	id=g:2099774
Batteru Island	id=g:2099775
Bat-Tam Island	id=g:2099776
Batra	id=g:2099777
Batoro	id=g:2099778
Batiuling	id=g:2099779
Bat Islands	id=g:2099780
Batinabura	id=g:2099781
Batedya River	id=g:2099782
Mount Batchelor	id=g:2099783
Batari	id=g:2099784
Batari	id=g:2099785
Batapona Mountain	id=g:2099786
Batamai’iu	id=g:2099787
Bata	id=g:2099788
Basuwi	id=g:2099789
Basu River	id=g:2099790
Basuenoia River	id=g:2099791
Basubi River	id=g:2099792
Cape Bastian	id=g:2099793
Bassis	id=g:2099794
Basor	id=g:2099795
Baskan	id=g:2099796
Basima	id=g:2099797
Basima	id=g:2099798
Basilisk Passage	id=g:2099799
Basangka	id=g:2099800
Basakata	id=g:2099801
Basada	id=g:2099802
Barutage	id=g:2099803
Baru River	id=g:2099804
Baruni	id=g:2099805
Baruma Creek	id=g:2099806
Barum	id=g:2099807
Barum	id=g:2099808
Baruanumu Hill	id=g:2099809
Barua Group	id=g:2099810
Baru	id=g:2099811
Baru	id=g:2099812
Baru	id=g:2099813
Baru	id=g:2099814
Mount Barton	id=g:2099815
Cape Barschtsch	id=g:2099816
Barrier Islands	id=g:2099817
Barren Creek	id=g:2099818
Barracks Point	id=g:2099819
Barowoi	id=g:2099820
Barosira Government Rest House	id=g:2099821
Baro River	id=g:2099822
Mount Baronira	id=g:2099823
Baronga Island	id=g:2099824
Baroindari Creek	id=g:2099825
Baroevi	id=g:2099826
Baro	id=g:2099827
Bariwa	id=g:2099828
Barit	id=g:2099829
Barisari	id=g:2099830
Barisa	id=g:2099831
Barira	id=g:2099832
Baripidjin	id=g:2099833
Baripen	id=g:2099834
Barim	id=g:2099835
Barik	id=g:2099836
Bariji River	id=g:2099837
Baribari	id=g:2099838
Bargam	id=g:2099839
Bare Rock	id=g:2099840
Barengigl	id=g:2099841
Barene	id=g:2099842
Mount Barena	id=g:2099843
Barena	id=g:2099844
Barek Island	id=g:2099845
Barekane	id=g:2099846
Bare Hill	id=g:2099847
Bareda Creek	id=g:2099848
Barea	id=g:2099849
Barbarlau	id=g:2099850
Barawon	id=g:2099851
Baravi	id=g:2099852
Baravaturu	id=g:2099853
Barau	id=g:2099854
Mount Baratun	id=g:2099855
Baratun	id=g:2099856
Barataka	id=g:2099857
Bararia Creek	id=g:2099858
Bararat	id=g:2099859
Barara	id=g:2099860
Barapina	id=g:2099861
Barapa	id=g:2099862
Baranis	id=g:2099863
Barangas Point	id=g:2099864
Baranga	id=g:2099865
Barang	id=g:2099866
Baranapi	id=g:2099867
Baralmabu	id=g:2099868
Barakau Hill	id=g:2099869
Barakau	id=g:2099870
Barahun Island	id=g:2099871
Barahaim School	id=g:2099872
Barahaim	id=g:2099873
Baragui Creek	id=g:2099874
Baradari	id=g:2099875
Baradai River	id=g:2099876
Barabuna Government Rest House	id=g:2099877
Barabara	id=g:2099878
Cape Barabar	id=g:2099879
Bara	id=g:2099880
Bapi River	id=g:2099881
Bapi	id=g:2099882
Bapi	id=g:2099883
Bapandu	id=g:2099884
Bapai Point	id=g:2099885
Bapa	id=g:2099886
Banz	id=g:2099887
Banwingei	id=g:2099888
Banu River	id=g:2099889
Bantamu	id=g:2099890
Ban River	id=g:2099891
Cape Banowu	id=g:2099892
Bannon Lookout	id=g:2099893
Bannon Bridge	id=g:2099894
Bankin	id=g:2099895
Bankim	id=g:2099896
Bank	id=g:2099897
Baniu Bay	id=g:2099898
Banir River	id=g:2099899
Baninofi	id=g:2099900
Banima	id=g:2099901
Baniku	id=g:2099902
Baniara	id=g:2099903
Bangwis	id=g:2099904
Mount Bangum	id=g:2099905
Bangulangula Island	id=g:2099906
Bangula Bay	id=g:2099907
Banguito	id=g:2099908
Banguho Creek	id=g:2099909
Bang River	id=g:2099910
Bangri	id=g:2099911
Banglego	id=g:2099912
Mount Bangeta	id=g:2099913
Bangdap	id=g:2099914
Bang Creek	id=g:2099915
Bangatang Plantation	id=g:2099916
Bangatang Island	id=g:2099917
Bangatang	id=g:2099918
Bangasav	id=g:2099919
Bangapela	id=g:2099920
Bangame	id=g:2099921
Bangalum Bridge	id=g:2099922
Bang	id=g:2099923
Banesa	id=g:2099924
Bandonge	id=g:2099925
Bandit	id=g:2099926
Bandi	id=g:2099927
Bandaber	id=g:2099928
Banban Reefs	id=g:2099929
Banban Island	id=g:2099930
Banaru Reef	id=g:2099931
Banaro	id=g:2099932
Banaranda	id=g:2099933
Banap and Talidig School	id=g:2099934
Banapa	id=g:2099935
Banang	id=g:2099936
Banamia Point	id=g:2099937
Banam	id=g:2099938
Banam	id=g:2099939
Banak Villages	id=g:2099940
Banakin	id=g:2099941
Banaga River	id=g:2099942
Bana	id=g:2099943
Mount Bamus	id=g:2099944
Bamurufto	id=g:2099945
Bamu River	id=g:2099946
Mount Bamun	id=g:2099947
Bamun	id=g:2099948
Bampton Point	id=g:2099949
Bam Point	id=g:2099950
Bam Island	id=g:2099951
Bamio	id=g:2099952
Bamina	id=g:2099953
Bamin	id=g:2099954
Bamin	id=g:2099955
Bamfu Lake	id=g:2099956
Bambu	id=g:2099957
Bamboo Mountain	id=g:2099958
Bamboo Creek	id=g:2099959
Bambol	id=g:2099960
Bambiti	id=g:2099961
Bambiran	id=g:2099962
Bambak	id=g:2099963
Bamba	id=g:2099964
Bamal Island	id=g:2099965
Bamahal	id=g:2099966
Bamaba Point	id=g:2099967
Bam	id=g:2099968
Balus Plantation	id=g:2099969
Balus	id=g:2099970
Balup	id=g:2099971
Balum Plantation	id=g:2099972
Balum Island	id=g:2099973
Balum	id=g:2099974
Balum	id=g:2099975
Baluan Island	id=g:2099976
Balscot Bay	id=g:2099977
Balopwini	id=g:2099978
Balogwil	id=g:2099979
Balob Teachers College	id=g:2099980
Balnik	id=g:2099981
Balmo Villages	id=g:2099982
Balmo	id=g:2099983
Cape Ballin	id=g:2099984
Mount Ball	id=g:2099985
Balimo District	id=g:2099986
Balimo	id=g:2099987
Balima River	id=g:2099988
Balima	id=g:2099989
Balilaua	id=g:2099990
Balil	id=g:2099991
Balik	id=g:2099992
Bali Harbour	id=g:2099993
Balif	id=g:2099994
Baliau	id=g:2099995
Cape Bali	id=g:2099996
Mount Balgi	id=g:2099997
Balgauma	id=g:2099998
Balgau	id=g:2099999
Balgai Bay	id=g:2100000
Balgai	id=g:2100001
Baldirau	id=g:2100002
Bald Hill	id=g:2100003
Bald Head	id=g:2100004
Baldan	id=g:2100005
Mount Balbi	id=g:2100006
Balanwaransau	id=g:2100007
Balankolon	id=g:2100008
Balangori Bay	id=g:2100009
Balangko	id=g:2100010
Balangit	id=g:2100011
Balang Island	id=g:2100012
Balangdeng	id=g:2100013
Balangabadanga	id=g:2100014
Balanawang Harbour	id=g:2100015
Balanataman Creek	id=g:2100016
Balanataman	id=g:2100017
Balam Villages	id=g:2100018
Balamula	id=g:2100019
Balampta	id=g:2100020
Balamoat Creek	id=g:2100021
Balam Mission	id=g:2100022
Balamerur Point	id=g:2100023
Balaia	id=g:2100024
Balai	id=g:2100025
Balada	id=g:2100026
Bakumpa	id=g:2100027
Bakumpa	id=g:2100028
Bakumbari	id=g:2100029
Bakum	id=g:2100030
Baku	id=g:2100031
Baktamin	id=g:2100032
Bakow Point	id=g:2100033
Bakop	id=g:2100034
Bakon	id=g:2100035
Bakokono	id=g:2100036
Bakoiudu	id=g:2100037
Bakoda	id=g:2100038
Bakobi	id=g:2100039
Bakoba Point	id=g:2100040
Bakoba Island	id=g:2100041
Bakirua	id=g:2100042
Bakia	id=g:2100043
Bakdak	id=g:2100044
Bakawari Island	id=g:2100045
Bakari River	id=g:2100046
Bakan Plantation	id=g:2100047
Bakane	id=g:2100048
Cape Bakan	id=g:2100049
Bakan	id=g:2100050
Bakaman	id=g:2100051
Bakaia Number 2	id=g:2100052
Bakaia Number 1	id=g:2100053
Bakago	id=g:2100054
Bakachi Point	id=g:2100055
Bak	id=g:2100056
Baiyer River	id=g:2100057
Baiyer River	id=g:2100058
Baiuwai	id=g:2100059
Baiune River	id=g:2100060
Baiune	id=g:2100061
Baiteta	id=g:2100062
Baita Baita Creek	id=g:2100063
Baitabag Mission	id=g:2100064
Baisop	id=g:2100065
Baisarik	id=g:2100066
Bairiman River	id=g:2100067
Bairiman	id=g:2100068
Baira 2	id=g:2100069
Baira 1	id=g:2100070
Bairaiu	id=g:2100071
Baira	id=g:2100072
Baipa	id=g:2100073
Baio	id=g:2100074
Bainyik Villages	id=g:2100075
Bainyik Agricultural Station	id=g:2100076
Bainyik	id=g:2100077
Bain’nu	id=g:2100078
Bainings	id=g:2100079
Baining River	id=g:2100080
Baining Mountains	id=g:2100081
Baina	id=g:2100082
Baimuru	id=g:2100083
Baime Creek	id=g:2100084
Baime	id=g:2100085
Baimak	id=g:2100086
Bailu Plantation	id=g:2100087
Bai Lagoon	id=g:2100088
Baikeb Number 2	id=g:2100089
Baikeb Number 1	id=g:2100090
Baikai Island	id=g:2100091
Baidani	id=g:2100092
Bai Creek	id=g:2100093
Baibi	id=g:2100094
Baiberi	id=g:2100095
Baibai	id=g:2100096
Baiawa	id=g:2100097
Baia River	id=g:2100098
Baia River	id=g:2100099
Baia Plantation	id=g:2100100
Bai’anofi	id=g:2100101
Baiani	id=g:2100102
Baiabe Island	id=g:2100103
Baia	id=g:2100104
Bai	id=g:2100105
Bahor	id=g:2100106
Bahia	id=g:2100107
Bahang	id=g:2100108
Bagupi	id=g:2100109
Bagum	id=g:2100110
Bagubara	id=g:2100111
Bagu Bada River	id=g:2100112
Bagonda	id=g:2100113
Bagng’gaumo	id=g:2100114
Baglgauma	id=g:2100115
Baglam	id=g:2100116
Bagina	id=g:2100117
Bagildik	id=g:2100118
Bagibobi	id=g:2100119
Bagiagia Island	id=g:2100120
Bagen	id=g:2100121
Bagela	id=g:2100122
Bagatere Head	id=g:2100123
Bagatere Harbour	id=g:2100124
Bagatere	id=g:2100125
Bagatavi	id=g:2100126
Bagasin Creek	id=g:2100127
Bagasin	id=g:2100128
Bagaram	id=g:2100129
Mount Bagana	id=g:2100130
Bagamp	id=g:2100131
Bagal River	id=g:2100132
Bagalawa	id=g:2100133
Bagaki River	id=g:2100134
Bagail	id=g:2100135
Bagai	id=g:2100136
Bagaga	id=g:2100137
Bagabag Island	id=g:2100138
Baga	id=g:2100139
Bafumbil	id=g:2100140
Bafor	id=g:2100141
Bafalu	id=g:2100142
Bafa	id=g:2100143
Badzuluo	id=g:2100144
Badu Island	id=g:2100145
Badlock	id=g:2100146
Badilu	id=g:2100147
Badili	id=g:2100148
Badibo	id=g:2100149
Badia	id=g:2100150
Baden Bay	id=g:2100151
Badby	id=g:2100152
Badakahiba Creek	id=g:2100153
Badaika	id=g:2100154
Badaide	id=g:2100155
Cape Bach	id=g:2100156
Babura Creek	id=g:2100157
Babunga	id=g:2100158
Babmo Mission	id=g:2100159
Babir River	id=g:2100160
Babiko	id=g:2100161
Babibuowei Point	id=g:2100162
Babiang	id=g:2100163
Babelsberg Strait	id=g:2100164
Babata	id=g:2100165
Babase Island	id=g:2100166
Babari	id=g:2100167
Babanongo	id=g:2100168
Babangaua Point	id=g:2100169
Babangaua	id=g:2100170
Babaibari Island	id=g:2100171
Babai	id=g:2100172
Babagutu Island	id=g:2100173
Babaguina	id=g:2100174
Babagarubu	id=g:2100175
Babaga	id=g:2100176
Bababagu	id=g:2100177
Baai	id=g:2100178
Azidoro	id=g:2100179
Azana River	id=g:2100180
Ayonde River	id=g:2100181
Awutit	id=g:2100182
Ok Awut	id=g:2100183
Awung River	id=g:2100184
Awungi	id=g:2100185
Awun	id=g:2100186
Awulu Islands	id=g:2100187
Awuane Islet	id=g:2100188
Awrin Island	id=g:2100189
Awowoto	id=g:2100190
Aworro	id=g:2100191
Aworra River	id=g:2100192
Awoma	id=g:2100193
Awol	id=g:2100194
Awoi-Hi	id=g:2100195
Awoga Hill	id=g:2100196
Awob Point	id=g:2100197
Awobi	id=g:2100198
Awit River	id=g:2100199
Awit River	id=g:2100200
Awirin	id=g:2100201
Awio River	id=g:2100202
Awio Bay	id=g:2100203
Awio	id=g:2100204
Awin Island	id=g:2100205
Awin Atoll	id=g:2100206
Awiko	id=g:2100207
Awes	id=g:2100208
Aweleng Islands	id=g:2100209
Aweleng Island	id=g:2100210
Aweaka	id=g:2100211
Awbu Creek	id=g:2100212
Awawra River	id=g:2100213
Awat	id=g:2100214
Awasa-Busama	id=g:2100215
Awaruat Island	id=g:2100216
Awar River	id=g:2100217
Awar Point	id=g:2100218
Awarosa Government Rest House	id=g:2100219
Awaro	id=g:2100220
Awa River	id=g:2100221
Awari	id=g:2100222
Awarere Plantation	id=g:2100223
Awar Bay	id=g:2100224
Awara River	id=g:2100225
Awaraguragu	id=g:2100226
Awara	id=g:2100227
Awar	id=g:2100228
Awar	id=g:2100229
Awao Hill	id=g:2100230
Awanglo	id=g:2100231
Awang Island	id=g:2100232
Awangibinna	id=g:2100233
Awangalimin	id=g:2100234
Awande	id=g:2100235
Awanato	id=g:2100236
Awamu Creek	id=g:2100237
Awam	id=g:2100238
Awaluta	id=g:2100239
Awala River	id=g:2100240
Awala Number 2	id=g:2100241
Awala Number 1	id=g:2100242
Awakane	id=g:2100243
Awaitapu River	id=g:2100244
Awainena Creek	id=g:2100245
Awainena Bay	id=g:2100246
Awaiepa	id=g:2100247
Awadi	id=g:2100248
Avunkum	id=g:2100249
Avungai Island	id=g:2100250
Lake Avu	id=g:2100251
Avovu	id=g:2100252
Avon River	id=g:2100253
Avioua	id=g:2100254
