Nahr al Braghūthīyat	id=g:6763876
Nā‘ūr ‘Alī	id=g:6784541
Bustān Sayyid Kāmil an Na‘jī	id=g:6784542
Markaz Irshād al Mar’ah ar Rīfīyah	id=g:6784543
Madrasat al Ḩabbūnī	id=g:6784544
‘Arab Ḩamūd	id=g:6784545
Mālik Ḩasan	id=g:6784546
Nahr al Murādīyah al Ḩadīth	id=g:6784547
Makhfar Shurţat Şuwayb	id=g:6784548
Najm ‘Abd Allāh	id=g:6784549
Ḩusayn al Ḩamādī	id=g:6784550
‘Arab Bartūn	id=g:6784551
Şāliḩ al Khamīs	id=g:6784552
Mullā ‘Anīd	id=g:6784553
Jadīdah	id=g:6784554
Nahr al Kharmanī	id=g:6784555
Nahr al Khālişah	id=g:6784556
Nahr al Ḩayl	id=g:6784557
Sirḩān Mahdī	id=g:6784558
Madrasat al Fārābī	id=g:6784559
Qaryat Ḩusayn al Ḩamādī	id=g:6784560
Markaz Murūr at Taswīq	id=g:6784561
Ḩamad as Salmān al Jār Allāh	id=g:6784562
‘Uraybī Sab‘	id=g:6784563
Khamīs al Ḩamādī	id=g:6784564
Nahr Buyūt	id=g:6784565
Nahr Kutayb	id=g:6784566
Al Ḩulfāyah	id=g:6784567
Muḩammad al Barbūt	id=g:6784568
Ghuḑayb	id=g:6784569
Suwaydān Wazūn	id=g:6784570
Qaryat Farḩān Manşūr	id=g:6784571
Abū Sīr	id=g:6784572
Nahr Nahrawān al Qadīm	id=g:6784573
Abū Gharaq	id=g:6784574
‘Abbār al Ḩaḑarī	id=g:6784575
Nahr al Ḩusaynīyah	id=g:6784576
Madrasat al Yaman	id=g:6784577
Miḑakhkhat Sayyid Yāsīn	id=g:6784578
Nahr al ‘Uthmānīyah	id=g:6784579
Nahr Ḩafrīnah	id=g:6784580
Nahr Karūţ	id=g:6784581
‘Arab Ibrāhīm	id=g:6784582
Nahr al Mushīrīyah	id=g:6784583
Ḩudaydān	id=g:6784584
Nahr ‘Ubayd ‘Alī	id=g:6784585
Nahr al Ḩājj Furayḩān	id=g:6784586
Markaz Tadrīb al Handasah al ‘Askarīyah	id=g:6784587
Kūr Ţābūq	id=g:6784588
Al Ḩājj ‘Annāwī	id=g:6784589
Tall as Samlāsīyah	id=g:6784590
Zaydī ‘Abd al ‘Alī	id=g:6784591
Jāsim Tuhayrab	id=g:6784592
‘Arab ‘Alī Şuwayḩ	id=g:6784593
Al ‘Uthmānīyah	id=g:6784594
Al Ubayţir	id=g:6784595
Nahr Şafā Laban	id=g:6784596
Nahr Qays	id=g:6784597
Tall Kadārat al Murūd	id=g:6784598
Jabār Khamīs	id=g:6784599
Nahr al Malbalāwīyah	id=g:6784600
Al Umdāwar	id=g:6784601
Mahdī ‘Ukāb	id=g:6784602
Nahr Manşūr	id=g:6784604
Nahr Ḩikmat Sulaymān	id=g:6784605
Sab‘ al Khamīs	id=g:6784606
Jāsim al Gharbash	id=g:6784607
Zubūr Hānī	id=g:6784608
Nahr Mazra‘at ad Dūr	id=g:6784609
Nahr Khashm Kudrī	id=g:6784610
‘Abd ar Raḩman an Nawrajī	id=g:6784611
Nahr Barghah	id=g:6784612
Nahr al Bustān	id=g:6784613
Nāḩiyat Khān Banī Sa‘d	id=g:6784614
Tall Furayḩah	id=g:6784615
Nahr al Kharāb	id=g:6784616
Tall Şahab	id=g:6784617
Hawr al Marrājah	id=g:6784618
Nahr al Jadīd	id=g:6784619
‘Ankabī	id=g:6784620
Nahr as Sūayd	id=g:6784621
Nahr Karmkhān	id=g:6784622
An Nawā‘yyr	id=g:6784623
Dawb Abū Barābik	id=g:6784624
Nahr al Jamal	id=g:6784625
‘Arkūb al Baldīyah	id=g:6784626
Nahr ‘Abd ar Raḩman	id=g:6784627
Qaryat al Madīnah	id=g:6784628
Ḩaql Wāhid Raqam	id=g:6784629
Ḩaql Raqam IIthnaīn	id=g:6784630
Ḩaql Raqam Thalāthah	id=g:6784631
Ḩaql Raqam Arb‘ah	id=g:6784632
Ḩaql Raqam Khamsah	id=g:6784633
Ḩaql Raqam Sitah	id=g:6784634
Ḩaql Raqam Sab‘ah	id=g:6784635
Ḩaql Raqam Thamāniyah	id=g:6784636
Ḩaql Raqam Tis‘ah	id=g:6784637
Ḩaql Raqam ‘Ashrah	id=g:6784638
Ḩaql Raqam ‘Iḩdá ‘Ashar	id=g:6784639
Ḩaql Raqam Ithntá ‘Ashar	id=g:6784640
Nahr al Ḩalfāyah	id=g:6784641
Madrasat al Handasah	id=g:6784642
Nahr al Wazīrīyah	id=g:6784643
Nahr al Bawādīsh	id=g:6784644
Nahr al ‘Uthmānīyah	id=g:6784645
Tall al Aḩmar	id=g:6784646
Tall Uţwayziḩ	id=g:6784647
Imām Muḩammad ‘Alī	id=g:6784648
‘Arab Muḩammad al Mubīl	id=g:6784649
‘Alī Jawād	id=g:6784650
Kāmil ‘Anbar	id=g:6784651
Ḩasan aş Şāliḩ	id=g:6784652
Shīshān Ḩawāsh	id=g:6784653
Nahr Karkaj	id=g:6784654
Tall Bint al ‘Abbās	id=g:6784655
Maḩmūd al Ḩājj Kāz̧im	id=g:6784656
Sa‘īd Abū Ḩamīd	id=g:6784657
Al ‘Anbakīyah	id=g:6784658
Hādī al Ḩasan	id=g:6784659
Ḩasan al ‘Abbās	id=g:6784660
Khaḑīr al Ḩasan	id=g:6784661
Imām Dakhīl	id=g:6784662
Al Ḩājj Mahdī aş Şāliḩ	id=g:6784663
Nahr al Khāliş	id=g:6784664
Bakr Āghā	id=g:6784665
Al Barāzīl	id=g:6784666
Ḩusayn al Ḩamad	id=g:6784667
Maḩmūd al ‘Arzālī	id=g:6784668
Tall Bakr Āghā	id=g:6784669
Qabr Ḩarīrī	id=g:6784670
Tall as Sūs	id=g:6784671
Mu‘askar al Khāliş al Jadīd	id=g:6784672
Jāsim as Sālim	id=g:6784673
Muḩammad al Mandīl	id=g:6784674
As Sayātī	id=g:6784675
Al Bākhāt	id=g:6784676
Abū Ghillah	id=g:6784677
Abbās al ‘Aţţīyah	id=g:6784678
Nahr Maḩmūd	id=g:6784679
Al Amjadād	id=g:6784680
Al Ḩadd al Akhḑar	id=g:6784681
Ḩadd Majarr	id=g:6784682
As Sawā‘id	id=g:6784683
Ḩājj Abū Shunayf	id=g:6784684
Jamīl	id=g:6784685
Imām Shaykh Rizq	id=g:6784686
Imām ‘Abd Allāh	id=g:6784687
Abū Wajh	id=g:6784688
Imām Abū Gharb	id=g:6784689
Ismā‘īl ‘Alī	id=g:6784690
Ja‘far Ḩusayn	id=g:6784691
Tall Farīd	id=g:6784692
‘Alwān al Kāz̧im	id=g:6784693
Al ‘Abbārah	id=g:6784694
Imām Muḩammad Bin ‘Alī	id=g:6784695
Abdāwinīyah	id=g:6784696
Ar Rafī‘ah	id=g:6784697
Al ‘Āmirīyah	id=g:6784698
Al Maḩmūdīyah	id=g:6784699
Imām Bin al Kāz̧im	id=g:6784700
Khashkīn	id=g:6784701
Imām Shaykh Ḩirās	id=g:6784702
‘Abbās Bin Ţa‘mah	id=g:6784703
Tall Ḩunayd	id=g:6784704
Al Ḩajjīyah	id=g:6784705
Rashīd	id=g:6784706
Al Ḩakīm	id=g:6784707
‘Abd ash Shūlīyah	id=g:6784708
Tall Abū Shukūl	id=g:6784709
Nahr al ‘Alī	id=g:6784710
‘Abd Allāh	id=g:6784711
Wādī Shaţīţ	id=g:6784712
Tall al ‘Aţr	id=g:6784713
Khamīs al Khuḑayr	id=g:6784714
Tall Kīrī Baraz	id=g:6786571
Mi‘lāq al Bayt	id=g:6786572
Zarāfah	id=g:6786573
Tall as Sirr	id=g:6786574
Tall Kirī Yallat Musá	id=g:6786575
Bākhulayf	id=g:6786576
Wādī Karshīk	id=g:6786577
An‘aynī‘ah	id=g:6786578
Ḩardān	id=g:6786579
Tall Jardān	id=g:6786580
Tall ash Shawr	id=g:6786581
Ash Shūr	id=g:6786582
Wādī ash Shawr	id=g:6786583
Jabal Shūkaft	id=g:6786584
Khirbat an Nakah	id=g:6786585
Umm Jīfah	id=g:6786586
Khirbat Rustam Şalīb	id=g:6786587
Tall Washī	id=g:6786588
Qūlah Bāsh	id=g:6786589
Kharā’ij al ‘Āshiq	id=g:6786590
Shaykh Nūrah	id=g:6786591
Miqnāl al Khanzīr	id=g:6786592
As Sāji‘ah	id=g:6786593
Khiḑr al Yās	id=g:6786594
Dawm	id=g:6786595
Qabr Mullā Jāsim	id=g:6786596
Tall Windār	id=g:6786597
Muḩsin al ‘Abādī	id=g:6786598
Ḩusayn Idrīs	id=g:6786599
Jabārah	id=g:6786600
Tall Arhāl	id=g:6786601
Qaşr Mihrāb	id=g:6786602
Qazal Qūyū	id=g:6786603
Al ‘Ibrah al Janūbīyah	id=g:6786604
Al ‘Ibrah ash Shamālīyah	id=g:6786605
Dūs Shāhid	id=g:6786606
Wādī ash Sharrah	id=g:6786607
Tall Maḑar	id=g:6786608
Al Maţbakh	id=g:6786609
Al Manşūr	id=g:6786610
Jabal Sīnū	id=g:6786611
‘Ayn Ţalāwī	id=g:6786612
Tall Jāmūs	id=g:6786613
Maqmar	id=g:6786614
‘Ayn al Ḩişān	id=g:6786615
Ash Sharī‘ah	id=g:6786616
Bārim Tabbah	id=g:6786617
Wādī al ‘Ibrah	id=g:6786618
Ash Sharī‘ah	id=g:6786619
Tall ‘Ibrah	id=g:6786620
Wādī ‘Ayn Furs	id=g:6786621
Wādī Janānīsh	id=g:6786622
Tall Khumān	id=g:6786623
Wādī Qinţār Qubbah	id=g:6786624
Aghābān	id=g:6786625
Tall Qinţār Qubbah	id=g:6786626
Wādī Qinţār Quwmī	id=g:6786627
Markaz Shurţat ash Shabābīţ	id=g:6786628
Markaz Shurţat Umm ash Shabābīţ	id=g:6786629
Tall an Nuwayrī	id=g:6786630
Ath Thulāthāt	id=g:6786631
Tall ath Thulāthāt	id=g:6786632
Ma‘mal Simint Sinjār	id=g:6786633
Tall Khān	id=g:6786634
Al Khān	id=g:6786635
Shaykh Khānis	id=g:6786636
Az Zamīlah	id=g:6786637
An Namaylah	id=g:6786638
Saynū	id=g:6786639
Bājsī	id=g:6786640
Wādī Bājsī	id=g:6786641
Wādī al Khān	id=g:6786642
Tall Kanāt al Waḩshī	id=g:6786643
Tall Mankar as Sulaymānīyah	id=g:6786644
Ḩusaynīyāt	id=g:6786645
Sālim al Kūd	id=g:6786646
Tall Ḩusaynīyāt	id=g:6786647
Aḩmad ash Shamdah	id=g:6786648
Tall al Banāt	id=g:6786649
Tall Khān	id=g:6786650
Khīlū	id=g:6786651
Wādī Khīlū	id=g:6786652
Tall al Farq	id=g:6786653
Kharīz	id=g:6786654
Ḩusaynīyāt al Janūbīyah	id=g:6786655
Ath Thāgh	id=g:6786656
Al Bīr	id=g:6786657
Al Başal	id=g:6786658
Khurāy al ‘Āmūd	id=g:6786659
Wādī ash Shuwayr	id=g:6786660
Wādī ash Shuwayrah	id=g:6786661
Wādī Kharā’ij al ‘Āmūd	id=g:6786662
Al Aska‘	id=g:6786663
Sabīlīyat ‘Azīz Āghā	id=g:6786664
Tall ‘Alī	id=g:6786665
Tall Khurāy al ‘Āmūd Karnah	id=g:6786666
Tall Killū	id=g:6786667
Umm Aqbūr	id=g:6786668
Tall Hawār	id=g:6786669
Tall Mājān	id=g:6786670
Wādī Umm ash Shabābīţ	id=g:6786671
Tall Ghazāl	id=g:6786672
Wādī Ghandī	id=g:6786673
Tall Jamāl	id=g:6786674
Al ‘Ibrah	id=g:6786675
Maţār Fārūq al ‘Askarī	id=g:6786676
Tall ‘Ayn Saynū	id=g:6786677
Danī Yadlub	id=g:6786678
Lakkat Maz̧ar	id=g:6786679
Tall Shiyān	id=g:6786680
Wādī Arafī‘ah	id=g:6786681
Arafī‘ah al ‘Ulyā	id=g:6786682
Zayd	id=g:6786683
Tall ‘Izzū	id=g:6786684
Farshākh	id=g:6786685
Tall Ab‘īr	id=g:6786686
Arfī‘ah al Wasţá	id=g:6786687
Kharā’ij al ‘Āmūd	id=g:6786688
Khirbat Baswah	id=g:6786689
Tall ‘Azīz ash Sharqī	id=g:6786690
Tall al Jarābī‘	id=g:6786691
Al Athayrīyāt	id=g:6786692
Tall Qayyah	id=g:6786693
Wādī Abū Sanā’	id=g:6786694
Al Marāḩīyah	id=g:6786695
Ţurayţi‘ah	id=g:6786696
Wādī Qurtaybah	id=g:6786697
Wādī Abū Sanām	id=g:6786698
Tall Jalū	id=g:6786699
Tall Daghsh	id=g:6786700
Tall Ī‘āb	id=g:6786701
Muţlak	id=g:6786702
Umm Ḩajarah	id=g:6786703
Tulūl ath Thulāthāt	id=g:6786704
Tall al Mahād	id=g:6786705
Tall Umm Ḩajarah	id=g:6786706
Yūztīyah	id=g:6786707
Tall Tabrīz	id=g:6786708
Umm Qabr	id=g:6786709
Tall Minzār	id=g:6786710
Tall al Mawwāt Abū Yirī	id=g:6786711
Tall ‘Alī Darwīsh	id=g:6786712
Hazīl	id=g:6786713
Hazīl	id=g:6786714
Wādī Hazīl	id=g:6786715
Wādī Mukaybirāh	id=g:6786716
Tall Umm az Zanābīr	id=g:6786717
Wādī Shulaymīyah	id=g:6786718
Umm az Zanābīr	id=g:6786719
Tall Aşīlah	id=g:6786720
Hazīl al Gharbīyah	id=g:6786721
Tall al Ḩuz̧ayl	id=g:6786722
Al Qāhirah	id=g:6786723
Tall Umm ‘Āmir	id=g:6786724
Wādī Zawrak	id=g:6786725
‘Ammāsh	id=g:6786726
Tall ar Rashīd	id=g:6786727
Ash Shukrīyah	id=g:6786728
Ummkaybirah	id=g:6786729
Amghayr al ‘Abd	id=g:6786730
Muḩammad as Sawwān	id=g:6786731
Tall Ghazāl	id=g:6786732
Tall Jāsim	id=g:6786733
Wādī as Sadāḩīyah	id=g:6786734
Aşalībī	id=g:6786735
Khuwaytīlah	id=g:6786736
Ashwah	id=g:6786737
Tall Khulayf	id=g:6786738
‘Asaylah	id=g:6786739
Tall Makkah Ţāhā	id=g:6786740
Tall ‘Azīz al Gharbī	id=g:6786741
‘Ayn al Ḩişān	id=g:6786742
Abū Sanām	id=g:6786743
Al Būthah	id=g:6786744
An Nasdah	id=g:6786745
Maydān Qūlī	id=g:6786746
Tall al ‘Alkānah	id=g:6786747
Tall Maydān Qūlī	id=g:6786748
Tall Mistah	id=g:6786749
Tall Baswah	id=g:6786750
Tall ‘Awwād	id=g:6786751
Umm Dābil	id=g:6786752
Ḩājj Fāḑil	id=g:6786753
Al ‘Ayāţīyah	id=g:6786754
Tall Ghazāl	id=g:6786755
Abū Rāsīn	id=g:6786756
Tall Karshīk	id=g:6786757
Tall ‘Izzū	id=g:6786758
Tall al Abţaḩ	id=g:6786759
Wādī al ‘Ibrah	id=g:6786760
Wādī al ‘Ibrah	id=g:6786761
Wādī Az Zanābīr	id=g:6786762
Tall Aska‘	id=g:6786763
Wādī ash Sharāī‘	id=g:6786764
Wādī al ‘Ibrah	id=g:6786765
Wādī al ‘Ibrah	id=g:6786766
Tall Maţar	id=g:6786767
Wādī Zādik	id=g:6786768
Wādī Shālim Umm ‘Āmir	id=g:6786769
Wādī Bastah Fatī	id=g:6786770
Wādī Karūrī	id=g:6786771
Wādī Bārānah	id=g:6786772
Wādī Jişaş	id=g:6786773
Wādī al Karānīyah	id=g:6786774
Sha‘īb al Ḩaww	id=g:6786796
Ţawīl al ‘Uklah	id=g:6786797
Umm Zalīmah	id=g:6786798
Sha‘īb al Mahārī	id=g:6786799
Qurāwīyāt an Nahdayn	id=g:6786800
Al Ḩalāwīyāt	id=g:6786801
Maḩaţţat Ḑakhkh Faraj	id=g:6786802
Fayḑat Umm Ţayārah	id=g:6786803
Barbāk aş Şalbī	id=g:6786804
An Nahdayn	id=g:6786805
Al Ḩalawīyāt	id=g:6786806
Makhfar Shurţat aş Şulaybīyah	id=g:6786942
Wādī ‘Āmirah	id=g:6786943
Sha‘īb al Walij	id=g:6786944
Qaryat al Walij	id=g:6786945
Makhfar Shurţat al Walij	id=g:6786946
Makhfar Shurţat al Jamāmayn	id=g:6786947
Khabrat aş Şalbīyah	id=g:6786950
Miḑakhkhat Mā’ al Barīm	id=g:6786951
Khabrat Samīr	id=g:6786952
Marfiyāt Bin Samīr	id=g:6786953
Qaryat Barīm	id=g:6786954
Jabal ash Shaykh	id=g:6786956
‘Ashwah	id=g:6786957
Wādī ath Thamīl	id=g:6786958
‘Ayn Ţarfāwī	id=g:6786961
Umm Khafah	id=g:6786962
Abū Jarad	id=g:6786963
Abū Maqām	id=g:6786964
Aţmākhiyāt Ajūmīyah	id=g:6786965
Tulūl Ma‘īnī	id=g:6786966
Aş Şakhriyāt	id=g:6786967
Al Akzīz	id=g:6786968
Bandar	id=g:6786969
Nahr al Waţīfīyah	id=g:6787662
Fāris	id=g:6787663
Nahr al Khamīsīyah	id=g:6787664
Sayyid Hādī	id=g:6787665
Sa‘īd Nūr	id=g:6787666
Ḩusayn ‘Abd	id=g:6787667
Sa‘d Nājī	id=g:6787668
Sayyid Sāliḩ ‘Abd	id=g:6787669
Bayt Munāwir	id=g:6787670
Nahr aş Şarfah	id=g:6787671
‘Arab Ālbū al Yūk	id=g:6787672
Madrasat al Kudsī	id=g:6787673
Abū Zard	id=g:6787674
Ḩusayn ‘Ulaywī	id=g:6787675
Jāsim al ‘Aţīyah	id=g:6787676
‘Uthmān Raḩīm	id=g:6787677
Ḩusayn al Jāsim	id=g:6787678
Ḩusayn al Muţlak	id=g:6787679
Rasan Jawād	id=g:6787680
Muḩammad ‘Ali Daryūsh	id=g:6787681
Kāz̧im al Jamīl	id=g:6787682
Amīr Ţarīf	id=g:6787683
Jābir al Ḩasan	id=g:6787684
Bustān Kāz̧im Shu‘ayl	id=g:6787685
Tall Umm al Māsh al Gharbī	id=g:6787686
Mish‘al an Nāşir	id=g:6787687
Dirbāsh Ḩaydar	id=g:6787688
Madrasat ash Shu‘lah	id=g:6787689
Minţaqat Ālbū Jāsim	id=g:6787690
‘Alī al ‘Ulwān	id=g:6787691
Tall al Khamsah	id=g:6787692
Tall aţ Ţawīl	id=g:6787693
Tulūl al Khammāt	id=g:6787694
Ismā‘īl ar Rāḑī	id=g:6787695
Fulayḩ Muḩammad	id=g:6787696
Madrasat al Khamīsīyah	id=g:6787697
Kāz̧im al Kharbāţ	id=g:6787698
Nahr al ‘Īsāwīyah	id=g:6787699
Jamīl Ḩammādī	id=g:6787700
Sayyid Ḩanūn	id=g:6787701
Muḩammad al ‘Alī	id=g:6787702
Nāyil Muḩammad al ‘Alī	id=g:6787703
Īshān al Ubayrij	id=g:6787704
Īshān Abū Jāmūs	id=g:6787705
Minţaqat Ālbū Khamīsīyah	id=g:6787706
Daksan	id=g:6787707
Bustān Hādī aţ Ţārūsī	id=g:6787708
Qaryat aţ Ţawārīf	id=g:6787709
Muḩammad al Maţar	id=g:6787710
Minţaqat aţ Ţawārīf	id=g:6787711
Qaryat Jabbār al Ḩawwār	id=g:6787712
‘Arab Yāsīn al Jāsim	id=g:6787713
Jāsim al ‘Ubayd	id=g:6787714
Madrasat ash Shurayfāt	id=g:6787715
Qaryat ash Shurayfāt	id=g:6787716
Sayyid ‘Īdān	id=g:6787717
‘Ishām ‘Ubayd	id=g:6787718
Zabbālat Buraytha‘	id=g:6787719
As Suwayd	id=g:6787720
Tall an Nīlīyah	id=g:6787721
Muḩaysin ‘Abbūd	id=g:6787722
‘Aţīyah ash Shanān	id=g:6787723
Umm al Māsh ash Sharqīyah	id=g:6787724
Bustān ‘Aţīyah	id=g:6787725
Qaryat ‘Aţīyah Shanān	id=g:6787726
Bayt Ţu‘ays	id=g:6787727
Bustān Ḩajjī Maţar	id=g:6787728
Qaryat Kāmil al Malbas	id=g:6787729
Minţaqat Āl Ḩalbīs	id=g:6787730
Bustān Imām al Abrak	id=g:6787731
Ālbū Ḩāmid	id=g:6787732
Īshān al Abrak	id=g:6787733
Minţaqat Fīkān	id=g:6787734
Hulayl Jāsim	id=g:6787735
Ḩusayn ‘Abţān	id=g:6787736
Mustawşaf Abū Harţamān	id=g:6787737
Ḩusayn al ‘Āş	id=g:6787738
Nahr al Baţrān	id=g:6787739
Minţaqat Qarghūl	id=g:6787740
Nahr al Qarghūl	id=g:6787741
Qaryat Ḩusayn al ‘Īd	id=g:6787742
Bustān Nāyif	id=g:6787743
Qal‘at Nāyif	id=g:6787744
Jāsim al ‘Ubayd	id=g:6787745
Şiddīq Ḩasan	id=g:6787746
Ḩabīb ‘Aţţān	id=g:6787747
Ismā‘īl Mukhīf	id=g:6787748
Mish‘al ‘Azīz	id=g:6787749
‘Abbās al Jāsim	id=g:6787750
Qaryat ar Rayy	id=g:6787751
Bustān Nāyif	id=g:6787752
Madrasat al Kuwām	id=g:6787753
Qaryat al Kuwām	id=g:6787754
Imām Abū Darbāsh	id=g:6787755
Ḩājj Ḩāyif	id=g:6787756
Muḩammad Jum‘ah	id=g:6787757
Sayyid Murād	id=g:6787758
Awlād Ḩusayn al ‘Abd	id=g:6787759
Bustān Ḩajjī ‘Ubayd Ḩumayd	id=g:6787760
Hādī Jāsim	id=g:6787761
Qaryat Abū Harţamān	id=g:6787762
‘Abbās Zaydān	id=g:6787763
Madrasat al Abrak	id=g:6787764
Qaryat Ālbū Sulţān	id=g:6787765
Qaryat Jawdat Khalīl	id=g:6787766
Ḩusayn al Būhah	id=g:6787767
Al Ḩaythīyāt	id=g:6787768
‘Abd al Kāz̧im ‘Azīz	id=g:6787769
Qaryat Khalīq al ‘Awwād	id=g:6787770
Imām as Sayyid Khalīl	id=g:6787771
Madrasat Abū Harţamān	id=g:6787772
‘Ubayd al ‘Āş	id=g:6787773
Kāz̧im ar Rāḑī	id=g:6787774
Awlād Ḩajjī ‘Ubayd	id=g:6787775
Imām Ālbū ‘Arbīd	id=g:6787776
Qaryat al Kuwām wa Ālbū Ḩumayd	id=g:6787777
Abū ‘Arbīd	id=g:6787778
Ḩusayn al ‘Abd	id=g:6787779
‘Abd al Kāz̧im Muḩammad	id=g:6787780
Bustān Ḩusayn ‘Īdan	id=g:6787781
Ḩusayn ‘Ulwān	id=g:6787782
Nahr az Zubār	id=g:6787783
Qaryat Āl Faraj	id=g:6787784
Bustān Maḩmūd ‘Īdan Faraj	id=g:6787785
Āl Fayyāḩ	id=g:6787786
Kāz̧im Muḩammad	id=g:6787787
Minţaqat az Zibār	id=g:6787788
Jalīl Waḩīd Budaywī	id=g:6787789
Arḑ al ‘Awādil	id=g:6787790
Salmān al Farḩān	id=g:6787791
Hātif Jāsim	id=g:6787792
Banāt al Ḩasan	id=g:6787793
Qaryat Muţlak al Jum‘ah	id=g:6787794
Nahr Abū Ḑuraym	id=g:6787795
Nahr al Ghazzūnīyah	id=g:6787796
Ash Sharīfāt	id=g:6787797
Laftah ‘Abbūd	id=g:6787798
‘Abd al Mukhīf	id=g:6787799
Nahr al ‘Ujaylī	id=g:6787800
Tall Khawr Abū Dibs	id=g:6787801
Maţrūd Kāz̧im	id=g:6787802
Nahr Umm al Fijl	id=g:6787803
Ḩasan Ţurād	id=g:6787804
Ḩusayn Abū Hulayl	id=g:6787805
Murād ‘Alī	id=g:6787806
Sa‘īd Jāsim	id=g:6787807
Ḩasan Nāşir	id=g:6787808
Dhiyab al ‘Abd	id=g:6787809
Yūsuf ash Shālūk	id=g:6787810
Kāz̧im al Jāsim	id=g:6787811
Ḩasan al Jāsim	id=g:6787812
‘Ulwān Jalīb	id=g:6787813
‘Abbās Miḩjāl	id=g:6787814
Razrīj ‘Abd	id=g:6787815
‘Inād al Kāz̧im	id=g:6787816
Nahr al Jadwal	id=g:6787817
‘Arkūb as Sayb	id=g:6787818
‘Ubays Līlū	id=g:6787819
‘Alī ‘Awdah an Nūn	id=g:6787820
Bustān Rashīd	id=g:6787821
Ālbū Ḩakāsh	id=g:6787822
Ḩamzah Zuwayl	id=g:6787823
Ḩusayn Mūsá	id=g:6787824
Āl Kammūn	id=g:6787825
Muḩammad Jarād	id=g:6787826
Madrasat az Zibār	id=g:6787827
Mutawassiţat al Ba‘th	id=g:6787828
Ţālib Kāz̧im	id=g:6787829
Ḩājj Khuḑayr	id=g:6787830
Bustān Juway‘id	id=g:6787831
Juway‘id	id=g:6787832
Jāsim al ‘Abd	id=g:6787833
Rā’id al Ḩassūn	id=g:6787834
Ḩumayd Khallāţī	id=g:6787835
Qaryat Ālbū ‘Īsá	id=g:6787836
Khafīr al Ḩussayn	id=g:6787837
Ghāzī al ‘Aţīyah	id=g:6787838
Sumaysim aş Şabr	id=g:6787839
Sharīdah Handūl	id=g:6787840
Jaddū‘ ‘Abd ‘Alī	id=g:6787841
‘Abţān Jāsim	id=g:6787842
Mūsá Farḩān	id=g:6787843
Sayyid Bādī	id=g:6787844
Minţaqat Umm al Fijl	id=g:6787845
Ḩusayn ‘Abd	id=g:6787846
Nahr Ālbū ‘Ulwān	id=g:6787847
Ālbū ‘Ulwān	id=g:6787848
‘Āshūr Ḩusayn	id=g:6787849
‘Abbās Jāsim	id=g:6787850
Kāz̧im Ḩassūn	id=g:6787851
Ḩassūn ‘Allāwī	id=g:6787852
Ḩātim ‘Abd ‘Alī	id=g:6787853
Qal‘at Ḩassān ‘Inād al Qadīmah	id=g:6787854
Ţurād ar Rāshid	id=g:6787855
‘Ubayd ar Rāshid	id=g:6787856
Ḩusayn Maz̧lūm	id=g:6787857
Kāmil Salmān	id=g:6787858
Ḩusayn ‘Alī	id=g:6787859
Jabir Ba‘nūn	id=g:6787860
Jāsim ‘Alī Ḩusayn	id=g:6787861
‘Arkūb as Sayb	id=g:6787862
Ḩusayn ‘Āshūr	id=g:6787863
‘Arab Ḩamzah al Ḩasan	id=g:6787864
Ḩusayn	id=g:6787865
Laftah	id=g:6787866
Majhūl Jāsim	id=g:6787867
Ghāfil Jāsim	id=g:6787868
‘Aţshān	id=g:6787869
Zaj‘ān	id=g:6787870
Ḩusayn al ‘Alī	id=g:6787871
Ḩamzat al Jāsim	id=g:6787872
Sayyid ‘Umar	id=g:6787873
‘Umar	id=g:6787874
Ḩaql Dawājin Karīm	id=g:6787875
Basātīn Muḩī al ‘Abd	id=g:6787876
Qaryat ‘Alī Muḩammad	id=g:6787877
Qaryat az Zibār	id=g:6787878
Ālbū Şa‘bar	id=g:6787879
Āl Ba‘yūl	id=g:6787880
Kāz̧im al Mūsá	id=g:6787881
Rāḑī al Jāsim	id=g:6787882
Kāz̧im al Ḩasan	id=g:6787883
Nahr al Kūzī	id=g:6787884
Jāsim ‘Alī	id=g:6787885
Qaryat Kamar Mān	id=g:6787886
Khuḑayr	id=g:6787887
Qaryat Sayyid Dākhil az Zawāmil	id=g:6787888
Bu‘aywī ‘Alī	id=g:6787889
‘Uwayr Hādī	id=g:6787890
Ḩamzat al ‘Abd	id=g:6787891
Madrasat an Nibrās	id=g:6787892
Sayyid Rāḑī	id=g:6787893
Ḩādī	id=g:6787894
Salmān Jāsim	id=g:6787895
Ḩajjī Zāhid	id=g:6787896
Khafr al Mujūl	id=g:6787897
Nahr Umm al Ward	id=g:6787898
Bustān Sayyid Jābir al ‘Awwādī	id=g:6787899
Bayt Lahmūd Zāhī	id=g:6787900
Nahr Umm al Ward	id=g:6787901
Bustān Ḩasan Kāz̧im	id=g:6787902
Qaryat Ālbū Musā‘id	id=g:6787903
JĀlbūş Ḩusayn	id=g:6787904
Qaryat ‘Abd al Kāz̧im Ḩassān	id=g:6787905
Bustān ‘Abd al Kāz̧im	id=g:6787906
Muḩammad al Kāz̧im	id=g:6787907
‘Arab Ḩājj Şāliḩ	id=g:6787908
Nahr al ‘Uthmānīyah	id=g:6787909
Malghīţ Ḩusayn	id=g:6787910
Kaşīd al Kāz̧im	id=g:6787911
Ḩusayn Jabr	id=g:6787912
Khuḑayr ‘Ubays	id=g:6787913
