Bukii Tikup	id=g:6971345
Jatikunir	id=g:7035345
Kali Kamulan	id=g:7035346
Dander Dua	id=g:7035347
Dander Satu	id=g:7035348
Kaliputih	id=g:7035349
Bendelonje Dua	id=g:7035350
Tawang Satu	id=g:7035351
Mungklung	id=g:7035352
Kali Gondopuro	id=g:7035353
Wonorejo Satu	id=g:7035354
Kembangarum	id=g:7035355
Keningngarang	id=g:7035356
Tugurejo	id=g:7035357
Sumberejo	id=g:7035358
Ngandengan	id=g:7035359
Cepoko	id=g:7035360
Klemunan	id=g:7035361
Slorok Dua	id=g:7035362
Slorokpratan	id=g:7035363
Kali Plangi	id=g:7035364
Sumberejo	id=g:7035365
Dawung Satu	id=g:7035366
Banjarejo	id=g:7035367
Tulungrejo	id=g:7035368
Krakal	id=g:7035369
Tegalrejo	id=g:7035370
Wonorejo	id=g:7035371
Sragi	id=g:7035372
Wonorejo Dua	id=g:7035373
Bendorejo	id=g:7035374
Tawang Dua	id=g:7035375
Jeblog Dua	id=g:7035376
Tumpang	id=g:7035377
Jeblog Satu	id=g:7035378
Bendosewu	id=g:7035379
Genengan	id=g:7035380
Duren	id=g:7035381
Bendilmalang	id=g:7035382
Jepon	id=g:7035383
Bukur	id=g:7035384
Kebonagung	id=g:7035385
Kebon	id=g:7035386
Dawung Dua	id=g:7035387
Kali Brangan	id=g:7035388
Talun	id=g:7035389
Gandusari	id=g:7035390
Doko	id=g:7035391
Beru	id=g:7035392
Kecamatan Kesamben	id=g:7035418
Kecamatan Wonosari	id=g:7035419
Kecamatan Doko	id=g:7035420
Kecamatan Selorejo	id=g:7035421
Desa Pagerwojo	id=g:7035422
Desa Balerejo	id=g:7035423
Desa Sidorejo	id=g:7035424
Desa Resapombo	id=g:7035425
Desa Jambepawon	id=g:7035426
Desa Tepas	id=g:7035427
Desa Kemiri Gede	id=g:7035428
Desa Tapakrejo	id=g:7035429
Desa Bumirejo	id=g:7035430
Desa Jambuwer	id=g:7035431
Desa Kalimanis	id=g:7035432
Desa Ampelgading	id=g:7035433
Desa Sidomulyo	id=g:7035434
Desa Ngrendeng	id=g:7035435
Desa Sumberagung	id=g:7035436
Desa Banjarsari	id=g:7035437
Desa Olakalen	id=g:7035438
Desa Boro	id=g:7035439
Desa Wonosari	id=g:7035440
Desa Sumbertempur	id=g:7035441
Desa Sumberdem	id=g:7035442
Desa Bangelan	id=g:7035443
Desa Peniwen	id=g:7035444
Desa Plaosan	id=g:7035445
Desa Karangrejo	id=g:7035446
Sumberarum	id=g:7035447
Kampungbaru	id=g:7035448
Kali Gendang	id=g:7035449
Telogogentong	id=g:7035450
Segelan	id=g:7035451
Gunung Tunggorono	id=g:7035452
Jatikerto	id=g:7035453
Purworejo Lor	id=g:7035454
Karetrejo	id=g:7035455
Sumberejo	id=g:7035456
Lues	id=g:7035457
Ngembul	id=g:7035458
Telogomulyo	id=g:7035459
Putukrejo	id=g:7035460
Rekesan Lor	id=g:7035461
Pringgodani Lor	id=g:7035462
Telogorejo	id=g:7035463
Purworejo	id=g:7035464
Tunggorono	id=g:7035465
Pujiombo Lor	id=g:7035466
Sumbersari	id=g:7035467
Magersari	id=g:7035468
Ngramen	id=g:7035469
Wonosari	id=g:7035470
Kampungbaru	id=g:7035471
Kalirejo	id=g:7035472
Salamrejo	id=g:7035473
Wonorejo	id=g:7035474
Kali Bambang	id=g:7035475
Sumbermanggis Lor	id=g:7035476
Sidomulyo	id=g:7035477
Sumberurip Lor	id=g:7035478
Balerejo	id=g:7035479
Cupon	id=g:7035480
Bonbe	id=g:7035481
Sumberurip	id=g:7035482
Kali Pringgodani	id=g:7035483
Sumbermanggis	id=g:7035484
Pringgodani	id=g:7035485
Wonorejo Kidul	id=g:7035486
Kali Kajar	id=g:7035487
Darungan	id=g:7035488
Tegalrejo Tengah	id=g:7035489
Babatan	id=g:7035490
Darungan	id=g:7035491
Putukrejo	id=g:7035492
Ambiyakan	id=g:7035493
Kawitrejo	id=g:7035494
Gunung Kekep	id=g:7035495
Sumbertempur Lor	id=g:7035496
Malangsari	id=g:7035497
Gunung Malang	id=g:7035498
Sumberingin	id=g:7035499
Rekesan	id=g:7035500
Ngemplak	id=g:7035501
Tegalrejo Wetan	id=g:7035502
Tegalrejo	id=g:7035503
Ampelgading	id=g:7035504
Kali Lu	id=g:7035505
Kalimanis	id=g:7035506
Bulurejo	id=g:7035507
Resapombo	id=g:7035508
Tulungrejo	id=g:7035509
Telogoarum Timur	id=g:7035510
Telogoarum Tengah	id=g:7035511
Belut	id=g:7035512
Pehdoblang	id=g:7035513
Klakah Lor	id=g:7035514
Telogoarum Barat	id=g:7035515
Resapombo Wetan	id=g:7035516
Sumberarum	id=g:7035517
Dukuhsari	id=g:7035518
Sumberdem	id=g:7035519
Rekesan Barat	id=g:7035520
Rekesan Timur	id=g:7035521
Tempursari Kulon	id=g:7035522
Kampungtengah	id=g:7035523
Tempursari Wetan	id=g:7035524
Sundan	id=g:7035525
Sundan Timur	id=g:7035526
Sundan Barat	id=g:7035527
Durengede	id=g:7035528
Sumbergelang	id=g:7035529
Kalilekso	id=g:7035530
Gemuk	id=g:7035531
Bumirejo	id=g:7035532
Sumbersari	id=g:7035533
Gunung Gogoniti	id=g:7035534
Klakah	id=g:7035535
Sidorejo	id=g:7035536
Sengrong	id=g:7035537
Sumberarum	id=g:7035538
Sukorejo	id=g:7035539
Bangunrejo	id=g:7035540
Sumberbendo	id=g:7035541
Pandean Lor	id=g:7035542
Ngepal Lor	id=g:7035543
Ngepal Wetan	id=g:7035544
Bulupogog	id=g:7035545
Kali Jengglong	id=g:7035546
Tempursari Kidul	id=g:7035547
Perumahan Perseroan Terbatas Perkebunan Nusantara Dua Belas Bangelan	id=g:7035548
Ngepal	id=g:7035549
Gunungsari	id=g:7035550
Bangunsari	id=g:7035551
Pelengkung	id=g:7035552
Sumberejo	id=g:7035553
Kemiri Gede	id=g:7035554
Kemirigede Barat	id=g:7035555
Kali Tepas	id=g:7035556
Jambepawon	id=g:7035557
Ringinrejo	id=g:7035558
Ringinrejo Barat	id=g:7035559
Jengkrik	id=g:7035560
Jamberejo	id=g:7035561
Dawung	id=g:7035562
Candi Tepas	id=g:7035563
Wonosuko	id=g:7035564
Sumbermangku	id=g:7035565
Pandean	id=g:7035566
Kali Masem	id=g:7035567
Kebonroto	id=g:7035568
Sidorejo	id=g:7035569
Sidomulyo Timur	id=g:7035570
Arjomulyo	id=g:7035571
Tumpangrejo	id=g:7035572
Sidomulyo Barat	id=g:7035573
Kampungbaru	id=g:7035574
Ambiyakan	id=g:7035575
Jambuwerkrajan	id=g:7035576
Sidomulyo Wetan	id=g:7035577
Sidomulyo	id=g:7035578
Sumberejo Wetan	id=g:7035579
Kali Bacin	id=g:7035580
Sumberejo	id=g:7035581
Cungkup	id=g:7035582
Ngrendeng Barat	id=g:7035583
Lungur Wetan	id=g:7035584
Lungur Kulon	id=g:7035585
Mangkurejo	id=g:7035586
Tepas	id=g:7035587
Rembang	id=g:7035588
Kali Cengkre	id=g:7035589
Atiroto	id=g:7035590
Sumberkalong	id=g:7035591
Gunung Tepas	id=g:7035592
Dawuan	id=g:7035593
Tapakputuk Kulon	id=g:7035594
Tapakputuk	id=g:7035595
Tapakrejo	id=g:7035596
Kali Tapak	id=g:7035597
Ngrendeng	id=g:7035598
Ngrendeng Timur	id=g:7035599
Sumberwader	id=g:7035600
Sumberkates	id=g:7035601
Kali Pinggir	id=g:7035602
Jeding	id=g:7035603
Jarakan	id=g:7035604
Cakrukan	id=g:7035605
Purwosari	id=g:7035606
Sidokerto	id=g:7035607
Ringinpitu Lor	id=g:7035608
Bladu	id=g:7035609
Dawung	id=g:7035610
Krandil	id=g:7035611
Ringinpitu Kidul	id=g:7035612
Kertorejo	id=g:7035613
Pekalongan	id=g:7035614
Sumbersari	id=g:7035615
Mentoragan	id=g:7035616
Olakalen	id=g:7035617
Kepel	id=g:7035618
Pakel	id=g:7035619
Sumberkunci	id=g:7035620
Gunung Batok	id=g:7035621
Gunung Kurmo	id=g:7035622
Koripan	id=g:7035623
Candi Selotumpuk	id=g:7035624
Dawung	id=g:7035625
Jatikerep	id=g:7035626
Dawung Wetan	id=g:7035627
Jatikerep Wetan	id=g:7035628
Lungurbuntung	id=g:7035629
Kali Legi	id=g:7035630
Sumberagung Wetan	id=g:7035631
Dawung Lor	id=g:7035632
Dawung	id=g:7035633
Buneng	id=g:7035634
Boro	id=g:7035635
Wonosari	id=g:7035636
Jambean Lor	id=g:7035637
Grasak	id=g:7035638
Kali Batu	id=g:7035639
Kali Mapring	id=g:7035640
Mapring	id=g:7035641
Ngalan	id=g:7035642
Wadung	id=g:7035643
Pucung	id=g:7035644
Pucung Lor	id=g:7035645
Pucung Kidul	id=g:7035646
Kali Prajangan	id=g:7035647
Kali Gumeng	id=g:7035648
Kali Tengah	id=g:7035649
Kedungmaling	id=g:7035650
Kali Tlogorejo	id=g:7035651
Jambean Kidul	id=g:7035652
Kalisari	id=g:7035653
Temurun	id=g:7035654
Taman Kulon	id=g:7035655
Tindik	id=g:7035656
Timbun	id=g:7035657
Taman Wetan	id=g:7035658
Gasplen	id=g:7035659
Putuan	id=g:7035660
Kedunggampeng	id=g:7035661
Petak	id=g:7035662
Ngraho	id=g:7035663
Sogo	id=g:7035664
Ngraho	id=g:7035665
Bajo	id=g:7035666
Kali Glandangan	id=g:7035667
Tanjung Barat	id=g:7035668
Tanjung Timur	id=g:7035669
Pulo	id=g:7035670
Klampok	id=g:7035671
Peting	id=g:7035672
Bladeg	id=g:7035673
Turi	id=g:7035674
Kutukan	id=g:7035675
Gedangbecici	id=g:7035676
Desa Kedungtuban	id=g:7035677
Desa Kalisari	id=g:7035678
Desa Kadengan	id=g:7035679
Kelurahan Wulung	id=g:7035680
Desa Kediren	id=g:7035681
Desa Sogo	id=g:7035682
Desa Tanjung	id=g:7035683
Desa Pulo	id=g:7035684
Desa Sumberrejo	id=g:7035685
Kelurahan Randublatung	id=g:7035686
Desa Temulus	id=g:7035687
Desa Mojorembun	id=g:7035688
Desa Pilang	id=g:7035689
Desa Mendenrejo	id=g:7035690
Desa Medalem	id=g:7035691
Desa Kutukan	id=g:7035692
Desa Sumber	id=g:7035693
Desa Wado	id=g:7035694
Desa Gondel	id=g:7035695
Sonorejo	id=g:7035696
Banjarrejo	id=g:7035697
Kalirejo	id=g:7035698
Sumber	id=g:7035699
Gayam	id=g:7035700
Jompong	id=g:7035701
Kali Walang	id=g:7035702
Tambak	id=g:7035703
Sendangtika	id=g:7035704
Mojorembun	id=g:7035705
Ngeprak	id=g:7035706
Kedungpereng	id=g:7035707
Kedungbranjang	id=g:7035708
Sanggar	id=g:7035709
Gondel	id=g:7035710
Nglungger	id=g:7035711
Tengguluk	id=g:7035712
Jugo	id=g:7035713
Sunggun	id=g:7035714
Sembu	id=g:7035715
Nglaren	id=g:7035716
Kali Kurung	id=g:7035717
Menden	id=g:7035718
Kali Kuwung	id=g:7035719
Goito	id=g:7035720
Bapangan Wetan	id=g:7035721
Bapangan Kulon	id=g:7035722
Kuwung	id=g:7035723
Ngampon	id=g:7035724
Kedungsambi	id=g:7035725
Sambonganyar	id=g:7035726
Temulus	id=g:7035727
Sambongmacan	id=g:7035728
Kali Kedungsambi	id=g:7035729
Balongrejo	id=g:7035730
Jati	id=g:7035731
Mulyorejo	id=g:7035732
Tawangrejo	id=g:7035733
Kali Balongrejo	id=g:7035734
Grogol	id=g:7035735
Sumberrejo	id=g:7035736
Ngadirejo	id=g:7035737
Jambirejo	id=g:7035738
Kedungringin	id=g:7035739
Kedunglonggong	id=g:7035740
Bulakan	id=g:7035741
Pulo	id=g:7035742
Pilang	id=g:7035743
Banaran	id=g:7035744
Umbutbanyu	id=g:7035745
Kali Jampi	id=g:7035746
Sambongwangan	id=g:7035747
Ngemul	id=g:7035748
Beran	id=g:7035749
Karanganyar	id=g:7035750
Balongkare	id=g:7035751
Keruk	id=g:7035752
Boto	id=g:7035753
Mundu	id=g:7035754
Kali Mundu	id=g:7035755
Kali Bodeh	id=g:7035756
Pojok	id=g:7035757
Bacek	id=g:7035758
Kedungjaran	id=g:7035759
Kadengan	id=g:7035760
Gumluk	id=g:7035761
Kedungtalang	id=g:7035762
Kedungbanteng Kulon	id=g:7035763
Kedungbanteng Wetan	id=g:7035764
Jatikusumo	id=g:7035765
Sambong	id=g:7035766
Pilangbango	id=g:7035767
Ploso Kulon	id=g:7035768
Ploso Wetan	id=g:7035769
Kediren	id=g:7035770
Tengklik	id=g:7035771
Nglego	id=g:7035772
Kedungjambu	id=g:7035773
Sendangrejo	id=g:7035774
Jape	id=g:7035775
Kedungwaru	id=g:7035776
Jati	id=g:7035777
Kali Legu	id=g:7035778
Soko	id=g:7035779
Wates	id=g:7035780
Sudung	id=g:7035781
Gempol	id=g:7035782
Kali Cilik	id=g:7035783
Luwihaji	id=g:7035784
Kali Gedangbecici	id=g:7035785
Randublatung	id=g:7035786
Ngraho	id=g:7035787
Kecamatan Kedungtuban	id=g:7035788
Kecamatan Cepu	id=g:7035789
Kecamatan Padangan	id=g:7035790
Kelurahan Karangboyo	id=g:7035791
Desa Ngaglik	id=g:7035792
Kelurahan Ngelo	id=g:7035793
Kelurahan Cepu	id=g:7035794
Kelurahan Tambakromo	id=g:7035795
Desa Kalen	id=g:7035796
Desa Ngraho	id=g:7035797
Desa Batokan	id=g:7035798
Desa Padangan	id=g:7035799
Desa Dengok	id=g:7035800
Kelurahan Balun	id=g:7035801
Desa Mulyorejo	id=g:7035802
Desa Mernung	id=g:7035803
Desa Nglandeyan	id=g:7035804
Desa Nglanjuk	id=g:7035805
Desa Nguken	id=g:7035806
Desa Kuncen	id=g:7035807
Desa Cendono	id=g:7035808
Desa Sidorejo	id=g:7035809
Desa Kentong	id=g:7035810
Desa Bajo	id=g:7035811
Desa Getas	id=g:7035812
Desa Sumberpitu	id=g:7035813
Desa Ngasinan	id=g:7035814
Desa Sonorejo	id=g:7035815
Desa Kapuan	id=g:7035816
Desa Cabean	id=g:7035817
Desa Kemantren	id=g:7035818
Desa Ngloram	id=g:7035819
Desa Jipang	id=g:7035820
Desa Tebon	id=g:7035821
Desa Prangi	id=g:7035822
Desa Purworejo	id=g:7035823
Desa Ngeper	id=g:7035824
Desa Gadon	id=g:7035825
Desa Klagen	id=g:7035826
Desa Sidorejo	id=g:7035827
Desa Payaman	id=g:7035828
Desa Bancer	id=g:7035829
Desa Sumberarum	id=g:7035830
Desa Panolan	id=g:7035831
Desa Ketuwan	id=g:7035832
Desa Jimbung	id=g:7035833
Desa Klempun	id=g:7035834
Desa Pengkol	id=g:7035835
Desa Gamongan	id=g:7035836
Desa Tanjung	id=g:7035837
Desa Pandan	id=g:7035838
Desa Tapelan	id=g:7035839
Desa Nglungger	id=g:7035840
Desa Mojorejo	id=g:7035841
Desa Kalirejo	id=g:7035842
Desa Tanggungan	id=g:7035843
Desa Gading	id=g:7035844
Desa Jawik	id=g:7035845
Banyuasin	id=g:7035846
Selorejo	id=g:7035847
Mundu	id=g:7035848
Jatirejo	id=g:7035849
Komplek Pertamina	id=g:7035850
Mentul	id=g:7035851
Karangboyo	id=g:7035852
Ngroto	id=g:7035853
Bangsri	id=g:7035854
Kali Gagakan	id=g:7035855
Ngaglik	id=g:7035856
Sendanggiwak	id=g:7035857
Caper	id=g:7035858
Kali Batokan	id=g:7035859
Ngelo	id=g:7035860
Ngalengperhutani	id=g:7035861
Kampungbaru	id=g:7035862
Sidomulyo	id=g:7035863
Wonorejo	id=g:7035864
Sitimulyo	id=g:7035865
Jambe	id=g:7035866
Babatan	id=g:7035867
Gunung Kedinding	id=g:7035868
Kedinding	id=g:7035869
Kalen	id=g:7035870
Kalirejo	id=g:7035871
Nglebok	id=g:7035872
Megal	id=g:7035873
Demakan	id=g:7035874
Batokan	id=g:7035875
Rawagi	id=g:7035876
Komplekbatokan	id=g:7035877
Brangkal	id=g:7035878
Bandar	id=g:7035879
Kuncen	id=g:7035880
Stasiun Padangan	id=g:7035881
Dengok	id=g:7035882
Sudagaran	id=g:7035883
Stasiun Cepu	id=g:7035884
Balunsawahan	id=g:7035885
Kondangdoro	id=g:7035886
Tambakkromo	id=g:7035887
Mulyorejo	id=g:7035888
Joho	id=g:7035889
Mernung	id=g:7035890
Seren	id=g:7035891
Dahu	id=g:7035892
Kali Kalen	id=g:7035893
Ngasahan	id=g:7035894
Betekan	id=g:7035895
Nglandeyan	id=g:7035896
Pilang	id=g:7035897
Banyuurip	id=g:7035898
Kentongan	id=g:7035899
Ngepung	id=g:7035900
Janar	id=g:7035901
Srikaton	id=g:7035902
Nguken	id=g:7035903
Robayan	id=g:7035904
Kali Budug	id=g:7035905
Pengkok	id=g:7035906
Jajar	id=g:7035907
Cendono	id=g:7035908
Benan	id=g:7035909
Merbo	id=g:7035910
Mersodo	id=g:7035911
Sodo	id=g:7035912
Pilang	id=g:7035913
Nglanjuk	id=g:7035914
Kali Kedungwatu	id=g:7035915
Cabean	id=g:7035916
Balangpule	id=g:7035917
Kembangtanjung	id=g:7035918
Kali Nglarangan	id=g:7035919
Kali Putat	id=g:7035920
Wangkot	id=g:7035921
Kutukan	id=g:7035922
Blimbing	id=g:7035923
Ngasinan	id=g:7035924
Gempol	id=g:7035925
Kali Puter	id=g:7035926
Temulus	id=g:7035927
Sonorejo	id=g:7035928
Sadang	id=g:7035929
Puter	id=g:7035930
Tinggi	id=g:7035931
Ngeper	id=g:7035932
Wonogiri	id=g:7035933
Purworejo	id=g:7035934
Prangi	id=g:7035935
Sumberpitu	id=g:7035936
Getas	id=g:7035937
Tebon	id=g:7035938
Ngengot	id=g:7035939
Stasiun Kapuan	id=g:7035940
Kali Kowangan	id=g:7035941
Sugihwaras	id=g:7035942
Jeruk	id=g:7035943
Stasiun Bojo	id=g:7035944
Tanduran	id=g:7035945
Putuk	id=g:7035946
Nglinggo	id=g:7035947
Judan	id=g:7035948
Gagan	id=g:7035949
Gundi	id=g:7035950
Sedah	id=g:7035951
Sedopak	id=g:7035952
Ngajen	id=g:7035953
Kali Wadung	id=g:7035954
Tegiri	id=g:7035955
Tinggang	id=g:7035956
Jipang	id=g:7035957
Merbong	id=g:7035958
Payaman	id=g:7035959
Gadon	id=g:7035960
Bungur	id=g:7035961
Guyung	id=g:7035962
Kali Sunduk	id=g:7035963
Kemantren	id=g:7035964
Kedungbanteng	id=g:7035965
Sidorejo	id=g:7035966
Jetis	id=g:7035967
Klagen	id=g:7035968
Kejiwan	id=g:7035969
Sumberarum	id=g:7035970
Ketawang	id=g:7035971
Kedungdowo	id=g:7035972
Tegaron	id=g:7035973
Kayen	id=g:7035974
Pandean	id=g:7035975
Padas	id=g:7035976
Kedungringin	id=g:7035977
Kali Jambangan	id=g:7035978
Waduk Solovai	id=g:7035979
Purwa	id=g:7035980
Kenongogong	id=g:7035981
Kali Grobogan	id=g:7035982
Kedungjati	id=g:7035983
Tuguran	id=g:7035984
Ketuwan	id=g:7035985
Kali Wulung	id=g:7035986
Wantah	id=g:7035987
Mluwu	id=g:7035988
Tapelan	id=g:7035989
Kedungbunder	id=g:7035990
Kali Kedungbunder	id=g:7035991
Bancer	id=g:7035992
Klempun	id=g:7035993
Ngogolan	id=g:7035994
Pengkol	id=g:7035995
Santren	id=g:7035996
Miyu	id=g:7035997
Kecingan	id=g:7035998
Kali Tinggang	id=g:7035999
Pandan	id=g:7036000
Kali Pandan	id=g:7036001
Kali Gadelan	id=g:7036002
Godelan	id=g:7036003
Karangturi	id=g:7036004
Sekaran	id=g:7036005
Ngori	id=g:7036006
Sambigerang	id=g:7036007
Mojorejo	id=g:7036008
Kiringan	id=g:7036009
Jimbung	id=g:7036010
Lemahbang	id=g:7036011
Weni	id=g:7036012
Patalan	id=g:7036013
Glagah	id=g:7036014
Pelang	id=g:7036015
Peting	id=g:7036016
Kali Bedah	id=g:7036017
Tanggungan	id=g:7036018
Tukbuntung	id=g:7036019
Gading	id=g:7036020
Templek	id=g:7036021
Ngudi	id=g:7036022
Cabe	id=g:7036023
Gamongan	id=g:7036024
Kali Ketangi	id=g:7036025
Wado Wetan	id=g:7036026
Cepu	id=g:7036027
Batokan	id=g:7036028
Kali Tengah	id=g:7036032
Kali Gamongan	id=g:7036033
Gunung Kepoh	id=g:7036036
Desa Beji	id=g:7036037
Desa Bate	id=g:7036038
Desa Medalem	id=g:7036039
Desa Dukuh Lor	id=g:7036040
Desa Ngraho	id=g:7036041
Desa Begadon	id=g:7036042
Desa Ringintunggal	id=g:7036043
Desa Katur	id=g:7036044
Desa Brabowan	id=g:7036045
Desa Bonorejo	id=g:7036046
Desa Beged	id=g:7036047
Desa Kebonagung	id=g:7036048
Desa Ngradin	id=g:7036049
Desa Purwosari	id=g:7036050
Desa Pojok	id=g:7036051
Desa Kendung	id=g:7036052
Desa Sedah Kidul	id=g:7036053
Desa Mojodelik	id=g:7036054
Desa Gayam	id=g:7036055
Desa Punggur	id=g:7036056
Desa Gapluk	id=g:7036057
Desa Donan	id=g:7036058
Desa Tinumpuk	id=g:7036059
Desa Tlatah	id=g:7036060
Desa Ngantru	id=g:7036061
Desa Ngrejeng	id=g:7036062
Desa Kuniran	id=g:7036063
Desa Bandungrejo	id=g:7036064
Desa Pelem	id=g:7036065
Desa Kaliombo	id=g:7036066
Kali Krajan	id=g:7036067
Kudur	id=g:7036068
Jar Kulon	id=g:7036069
Sekaran	id=g:7036070
Suroh	id=g:7036071
Petak	id=g:7036072
Kali Jaran	id=g:7036073
Kliteh	id=g:7036074
Jati	id=g:7036075
Lebak	id=g:7036076
Dangkep	id=g:7036077
Sumengko	id=g:7036078
Celangap	id=g:7036079
Jaji	id=g:7036080
Cengungklung	id=g:7036081
Telumbung	id=g:7036082
Manukan	id=g:7036083
Delingan	id=g:7036084
Bedahan	id=g:7036085
Gemolong	id=g:7036086
Semanding	id=g:7036087
Pundong Dua	id=g:7036088
Pundong Satu	id=g:7036089
Kali Jegong	id=g:7036090
Besah	id=g:7036091
Palangan	id=g:7036092
Pager	id=g:7036093
Kali Sambeng	id=g:7036094
Sendanggede	id=g:7036095
Sendangkijing	id=g:7036096
Betet	id=g:7036097
Baru	id=g:7036098
Kluloh	id=g:7036099
Kacangan Lor	id=g:7036100
Kali Padas	id=g:7036101
Kemiri	id=g:7036102
Kembangan	id=g:7036103
Alasmelati	id=g:7036104
Kali Sudu	id=g:7036105
Dungin	id=g:7036106
Bendo	id=g:7036107
Sawen	id=g:7036108
Srumap	id=g:7036109
Tapakan	id=g:7036110
Plosorejo	id=g:7036111
Wonopuro	id=g:7036112
Katur	id=g:7036113
Kali Kapol	id=g:7036114
Sudu	id=g:7036115
Sambungmaron	id=g:7036116
Tenggor	id=g:7036117
Ngraho	id=g:7036118
Kacangan Kidul	id=g:7036119
Ngemplak	id=g:7036120
Balongcop	id=g:7036121
Banjardawa	id=g:7036122
Karanggeneng	id=g:7036123
Banjarjo	id=g:7036124
Alastuwo	id=g:7036125
Ketawang	id=g:7036126
Gesangan	id=g:7036127
Brujul	id=g:7036128
Kebonagung	id=g:7036129
Tembeling	id=g:7036130
Dukuh Lor	id=g:7036131
Bringan	id=g:7036132
Petak	id=g:7036133
Bulu	id=g:7036134
Begadon Dua	id=g:7036135
Begadon Satu	id=g:7036136
Kempit	id=g:7036137
Ngaglik	id=g:7036138
Bangklen	id=g:7036139
Kebonturi	id=g:7036140
Kapolbangklen	id=g:7036141
Ringintunggal	id=g:7036142
Gayam	id=g:7036143
Brabo	id=g:7036144
Joho	id=g:7036145
Tanggungan	id=g:7036146
Kali Ngraho	id=g:7036147
Sukorejo	id=g:7036148
Beged	id=g:7036149
Purwosari	id=g:7036150
Kurgan	id=g:7036151
Sambong	id=g:7036152
Klumpang	id=g:7036153
Kali Tobo	id=g:7036154
Juwed	id=g:7036155
Ngradin	id=g:7036156
Kendung	id=g:7036157
Tobo	id=g:7036158
Ringinanom	id=g:7036159
Karanganyar	id=g:7036160
Bonorejo Kulon	id=g:7036161
Bonorejo	id=g:7036162
Temlokrejo	id=g:7036163
Kali Singkil	id=g:7036164
Kali Glonggong	id=g:7036165
Sidomulyo	id=g:7036166
Kaliglonggong Lor	id=g:7036167
Samben	id=g:7036168
Ngledok	id=g:7036169
Rambitan	id=g:7036170
Rojo	id=g:7036171
Pencol	id=g:7036172
Ngrojo	id=g:7036173
Pojok	id=g:7036174
Glagah	id=g:7036175
Prayungan	id=g:7036176
Kali Prundung	id=g:7036177
Sendangijo	id=g:7036178
Bakalan	id=g:7036179
Sedah Kidul	id=g:7036180
Kali Jambe	id=g:7036181
Dawung	id=g:7036182
Kaliglonggong Kidul	id=g:7036183
Sumurpandan	id=g:7036184
Dukuan	id=g:7036185
Kapol Duwur	id=g:7036186
Pucuk	id=g:7036187
Kapol Ngisor	id=g:7036188
Cabe Lor	id=g:7036189
Gledegan	id=g:7036190
Mojodelik	id=g:7036191
Bonggol	id=g:7036192
Keket	id=g:7036193
Gulang	id=g:7036194
Gapluk	id=g:7036195
Gadung	id=g:7036196
Sulo	id=g:7036197
Barulung	id=g:7036198
Donan	id=g:7036199
Kuniran Satu	id=g:7036200
Balak	id=g:7036201
Tinumpuk	id=g:7036202
Grabagan	id=g:7036203
Kali Bonggol	id=g:7036204
Tlatah	id=g:7036205
Ngrejeng	id=g:7036206
Sugo	id=g:7036207
Tluko	id=g:7036208
Nglegok	id=g:7036209
Plukisan	id=g:7036210
Celili	id=g:7036211
Gempol	id=g:7036212
Kali Panggang	id=g:7036213
Tambakrejo	id=g:7036214
Kaliombo	id=g:7036215
Sawahan	id=g:7036216
Kalitengah Lor	id=g:7036217
Kalitengah Kidul	id=g:7036218
Kalitengah Kulon	id=g:7036219
Kuniran Dua	id=g:7036220
Kali Sulur	id=g:7036221
Kali Jambaran	id=g:7036222
Bandung	id=g:7036223
Klubuk	id=g:7036224
Pelem	id=g:7036225
Sukorejo	id=g:7036226
Kali Aren	id=g:7036227
Besulu	id=g:7036228
Kalisumber	id=g:7036229
Pilangkandang	id=g:7036230
Mojosawit	id=g:7036231
Pohwayang	id=g:7036232
Kali Kliteh	id=g:7036233
Purwosari	id=g:7036234
Kali Madoh	id=g:7036235
Kecamatan Kasiman	id=g:7036236
Kecamatan Malo	id=g:7036237
Desa Sendang	id=g:7036238
Desa Wanglu Kulon	id=g:7036239
Desa Kedewan	id=g:7036240
Desa Leran	id=g:7036241
Desa Sidoharjo	id=g:7036242
Desa Kaligede	id=g:7036243
Desa Banyuurip	id=g:7036244
Desa Hargomulyo	id=g:7036245
Desa Kawengan	id=g:7036246
Desa Kedungrejo	id=g:7036247
Desa Tinawun	id=g:7036248
Desa Malo	id=g:7036249
Desa Sukorejo	id=g:7036250
Desa Trembes	id=g:7036251
Desa Rendeng	id=g:7036252
Desa Ketileng	id=g:7036253
Desa Banaran	id=g:7036254
Desa Sumberjo	id=g:7036255
Desa Sekaran	id=g:7036256
Desa Tambakmerak	id=g:7036257
Desa Tambakromo	id=g:7036258
Desa Mlaten	id=g:7036259
Desa Ngujung	id=g:7036260
Desa Jatisari	id=g:7036261
Desa Wanglu Wetan	id=g:7036262
Desa Wonosari	id=g:7036263
Kramanan	id=g:7036264
Kali Galing	id=g:7036265
Gunung Kramat	id=g:7036266
Wonocolo	id=g:7036267
Gunung Tejo	id=g:7036268
Mayang	id=g:7036269
Tumo	id=g:7036270
Tawangrejo	id=g:7036271
Kali Bayangan	id=g:7036272
Bayangan	id=g:7036273
Ngloji	id=g:7036274
Ringinanom	id=g:7036275
Rowo Tengah	id=g:7036276
Rowo Wetan	id=g:7036277
Ngrowo	id=g:7036278
Ngantru	id=g:7036279
Talang	id=g:7036280
Magersaren	id=g:7036281
Klepo	id=g:7036282
Mancung	id=g:7036283
