Wādī ‘Aţshān	id=g:107975
Sha‘īb al Muşallá	id=g:392391
Adāmat Umm al Ḩaşānīyah	id=g:392392
Markaz ‘Az̧āmān	id=g:392393
Ţuwāl Umm ash Shafallaḩ	id=g:392394
Sha‘īb ath Thamīlah	id=g:392395
Z̧ahrat al Qinaynah	id=g:392396
Jadhmā’ al Mubayḩīş	id=g:392397
Khabb Huwaydī	id=g:392398
Fayḑat Ibn ‘Alīyah	id=g:392399
Jadhmā’ Umm Thumām	id=g:392400
Sha‘īb al Qusūmī	id=g:392401
Ḑulay’ aţ Ţayyārah	id=g:392403
Khabb Ruḑaymān	id=g:392404
Ţu‘ūs aş Şallālīyat	id=g:392405
Ḑi‘lān al Jāhilīyah	id=g:392406
Z̧ahrat Gharbīyah	id=g:392407
Khabb ar Ruḑam	id=g:392408
Ţu‘ūs ash Shinān	id=g:392409
Qulumat Bint Ibn Ḩumayd	id=g:392410
Şufayy ad Dir‘ān	id=g:392411
Fayḑat Sudayrat Fayşal	id=g:392412
Khubayrā’	id=g:392413
Jadhmā’ Maḩraqah	id=g:392414
Ḑulay‘āt aḑ Ḑub‘īyāt	id=g:392415
Tall Bughayyith ash Sharqī	id=g:392416
Rijm ad Dāb	id=g:392417
As Su‘ayyirah	id=g:392418
Jadhmā’ al Qā’īyah	id=g:392419
‘Ayn Abū Khuşufah	id=g:392420
Umm al ‘Iz̧ām	id=g:392421
Sha‘īb an Nā‘im	id=g:392422
Jabal Nu‘ayj	id=g:392423
Tall al Buraykāt	id=g:392424
Niqrat Rubāḩ	id=g:392425
Al Jurānīyāt	id=g:392426
Turaif West	id=g:392427
Wādī al Qabr	id=g:392428
Sabkhat aḑ Dir‘īyah	id=g:392429
Qā‘ Kutayfah	id=g:392430
Turaif	id=g:392431
Turaif Old	id=g:392432
Ḑulay‘āt an Nuhaydayn	id=g:392433
Ḑulay’ Abū Naşlah	id=g:392434
Qā‘ ar Ruday‘ānīyah	id=g:392435
Ţu‘ūs al Ḩuşānah	id=g:392436
Rathrath al Ḩuşānah	id=g:392437
Ţi‘s aţ Ţuwaysah	id=g:392438
‘Irq ar Ruwaykib	id=g:392439
Khabrā’ ash Shadīd	id=g:392440
Ḑulay’ al Jāddah	id=g:392441
Sha‘īb ‘Usaylān	id=g:392442
Fiyāḑ al Qarāyin	id=g:392443
Qī‘ān az Zabībāt	id=g:392444
Fayḑat Barrāk	id=g:392445
Fayḑat Ibn al Baḩḩah	id=g:392446
Fayḑat al Ḩibārá	id=g:392447
‘Irq al Kannāsīyah	id=g:392448
Al Lisafah South East	id=g:392449
Fiyāḑ Ummahāt Qayşūm	id=g:392450
Fayḑat Rijlat aḑ Ḑab‘ah	id=g:392451
Al Wariah	id=g:392453
Duwaydāt Jahām	id=g:392454
Bulaydat Jahām	id=g:392455
Jaww aḑ Ḑab‘ah	id=g:392456
‘Urayq as Sirū al Gharbī	id=g:392458
Jaww Ibn Ruḩaymah	id=g:392459
Zibārat Umm Sawh	id=g:392460
Zibārat Umm Ghār	id=g:392461
Zibārat at Tūm	id=g:392462
‘Urayq as Sirū al Awsaţ	id=g:392463
Quwayrat Futaykhah	id=g:392464
Barqā’ Umm Niqá	id=g:392465
Ḑulay‘āt al Mazāhib	id=g:392467
Ḩazm al ‘Abā	id=g:392468
Sabkhat al Buwākir	id=g:392470
Naqā Maḩraqah	id=g:392471
Qulumat aş Şadrīyah	id=g:392472
Ţuwaysat Jahām	id=g:392473
Şubayḩah	id=g:392474
Al Maysarī	id=g:392475
An Nibāj	id=g:392476
Shaybah	id=g:392477
‘Irq Ḩijlān	id=g:392478
‘Irq aş Şal‘ā’	id=g:392479
‘Irq ar Rumaythī	id=g:392480
Ḑil’ Muḩārib	id=g:392481
Ḑulay‘āt Umm Ţuwaynah	id=g:392482
Khabrā’ Umm Ţuwaynah	id=g:392483
Darb al Mubayḩīş	id=g:392484
‘Irq al Jadhmā’	id=g:392485
Khabrā’ al Khufaysah	id=g:392486
‘Irq al Khufaysah	id=g:392487
Fayḑat Sudayrat as Sūbān	id=g:392488
Radīfat Umm Sudayrah	id=g:392489
Al Kidādīyah	id=g:392490
Naqā Abū Ḩuthūl	id=g:392491
Ma‘raj aş Sūbān	id=g:392492
Fayḑat Dabbi	id=g:392493
Fiyāḑ Miḩraqah	id=g:392494
Jaww Hutaym	id=g:392495
Wādī al Mahamrī	id=g:392496
Dhuwayyid Şubayḩah	id=g:392497
Khabrā’ Umm Ţulayḩah	id=g:392498
Naghar adh Dhīb	id=g:392499
Mityāhat al Mahamrī	id=g:392500
Sha‘īb al Jirānī	id=g:392501
Wādī Umm Nukhaylah	id=g:392502
‘Urayq as Sirū ash Sharqī	id=g:392503
Jaww al Murtakyah	id=g:392504
Jadhmā’ Jahām	id=g:392505
Ḑulay‘āt an Nişī	id=g:392506
Markaz al Khawr	id=g:392507
Quwayrat Ibn Ḩusayn	id=g:392508
Ghadīr ‘Awjān	id=g:392509
Khabrā’ Umm Hushaym	id=g:392510
Shaghār	id=g:392511
Jaww ‘Awjān	id=g:392512
Al Jarāwī	id=g:392513
Naghar ad Duḩayl	id=g:392514
Khabrā’ Umm Qurayn	id=g:392515
Khabrā’ al Qarāyin	id=g:392516
Rawḑat al Bayḑā’	id=g:392517
As Suwayq	id=g:392518
Ḑulay‘ Namlān	id=g:392519
An Nabk Abū Qaşr	id=g:392520
Jibāl ath Thimān	id=g:392521
Jaww ath Thimīlah	id=g:392522
Ar Rabī‘īyah	id=g:392523
‘Urayq aş Şal‘ā’	id=g:392524
Mityāhat Mughaţī	id=g:392525
Mughaţīyat Umm Buruqah	id=g:392526
Mughaţīyat al ‘Awdah	id=g:392527
Khabrā’ Mughaţīyat ar Rafḩā’	id=g:392528
Rawḑat Ruḑayyān	id=g:392529
Riss al Jifin	id=g:392530
Jaww al Jifin	id=g:392531
Khabrā’ Radīfat Umm Juwayy	id=g:392532
Naghar Şiyāḩ	id=g:392533
Zibārat Şal‘ā’ Liban	id=g:392534
Aş Şal‘ā’	id=g:392535
‘Urayq al Mighanim	id=g:392536
Jaww an Naz̧īm	id=g:392537
Wādī Mudaysīs	id=g:392538
Khabrā’ Umm Juwayy	id=g:392539
Jaww al Ajwād	id=g:392540
Jaww Abū Qaltah	id=g:392541
Jaww Marzūqah	id=g:392542
‘Ayn Ibn Raḑwá	id=g:392543
Al Wariah Southeast Highway	id=g:392544
Şaḩrā’ al Jūra‘ah	id=g:392545
Jaww Liban	id=g:392546
Bi’r Umm Şafaq	id=g:392547
Khabrā’ Marzūqah	id=g:392548
Jaww Abū Rayţī	id=g:392549
Jaww al Ḩarrī	id=g:392550
Jibāl as Sandalah	id=g:392551
Barbak as Saḩalah	id=g:392552
Bi’r Abū Sidrah	id=g:392553
Jaww Mughaţī	id=g:392554
Jaww ar Ruḩaylī	id=g:392555
Jaww Umm Thibārah	id=g:392556
‘Ayn al Wathin	id=g:392557
Jaww al Ḩajlāwī	id=g:392558
Duwaydāt Juhayyim	id=g:392559
Zibārat as Sāddah	id=g:392560
‘Ayn Ibn ‘Umayr	id=g:392561
Daḩal Abā al Kubūd	id=g:392562
Qā’ at Tarbah	id=g:392563
Ḑulay‘āt al Mishālīf	id=g:392564
Ţu‘ūs al Qarā‘in	id=g:392565
Qī‘ān al Ḩashshābī	id=g:392566
Jinayyiḩ al Mubayḩīş	id=g:392567
Adāmat Kuḩayyān	id=g:392568
‘Adāmat Şabāḩ	id=g:392569
Ghabāyā Ḩirābah	id=g:392570
Ḩirābah	id=g:392571
Jadhmā’ al Minshariḩah	id=g:392572
Rawḑat Umm ‘Ishar	id=g:392573
Barqā’ Abwāb	id=g:392574
Ḑulay‘ al Ma‘adhar	id=g:392575
Nişāl Z̧āfir	id=g:392576
Jadhmā’ al Khuwayr	id=g:392577
Qā‘ Makman al Matāhah	id=g:392578
‘Adāmat Munīfah	id=g:392579
Wādī at Tarbah	id=g:392580
Sha‘īb Umm Luwayzah	id=g:392581
Wādī Ţawqah	id=g:392582
Wādī Umm Zuwayr	id=g:392583
Sha‘īb al Khuwayr al Janūbī	id=g:392584
Naqā Abū Shidād	id=g:392585
Jabal al Makman	id=g:392586
Naqā al Miḩārath	id=g:392587
Rawḑat Şanat	id=g:392588
Jabal ad Dasm al Aḩmar	id=g:392589
Qā‘ al Makman	id=g:392590
Sha‘īb ‘Izrah	id=g:392591
Mighadar Fulayj	id=g:392592
Tulaylāt ad Dasm	id=g:392593
Fayḑat Jārid	id=g:392594
Şal‘ā’ as Sūbān	id=g:392595
Jibāl an Nuhaydayn	id=g:392596
Fayḑat Umm Shifallaḩ	id=g:392597
Rujaym Fadgham	id=g:392598
Qunaynat al Ḩayrā	id=g:392599
Qunaynat al Lişāfah	id=g:392600
Juwayy an Namlah	id=g:392601
Khabrā’ al Fughum	id=g:392602
Qī‘ān Laylá	id=g:392603
Ḩumrat an Nuhaydayn	id=g:392604
Jabal Laylá	id=g:392605
Ḩīsh al Jaldāt	id=g:392606
Sha‘īb al Khuwayr ash Shamālī	id=g:392607
Khafaq al Kū‘	id=g:392608
Umm al Jamājim	id=g:392609
Khafaq Shuwaysh	id=g:392610
Āl Artawiyah North	id=g:392611
‘Irq Subayţān	id=g:392612
Zibārat Sadḩān	id=g:392613
Khabb an Nawm	id=g:392614
Khabbat al Mindassah	id=g:392615
Jabal Umm Zuwayr	id=g:392616
Jibāl Abū Silīliyāt	id=g:392617
‘Irq az̧ Z̧afir	id=g:392618
Qā‘ Abū Silīliyāt	id=g:392619
Wādī Abū Silīliyāt	id=g:392620
Al Wurayyi‘ah	id=g:392621
Jubail Old	id=g:392622
Naqā al Amghar	id=g:392623
Maḩīr Umm Ţulayḩah	id=g:392624
Ja‘af al Aḩdab	id=g:392625
Ghizlān	id=g:392626
Nuqayy al Himil	id=g:392627
Mihīr Abū Duwayd	id=g:392628
Khabrā’ Ibn Sharār	id=g:392629
Fayḑat ar Riḩbah	id=g:392630
Fayḑat Umm Hashīm	id=g:392631
Dhuwayyid ‘Arfajā’	id=g:392632
Arfajā’	id=g:392633
Sha‘īb al Arţāwī	id=g:392634
Qulayyib Shaybān	id=g:392635
Fayḑat al ‘Umayyā	id=g:392636
Ras Tanura	id=g:392637
Qā‘ ar Rushaydah	id=g:392638
Qā‘ al Ḩinw	id=g:392639
Tulayl Qurrāb	id=g:392640
Z̧ahrat an Nuhaydayn	id=g:392641
Jazīrat Abā al Hayl	id=g:392642
Mishlaḩ	id=g:392643
Jazīrat Julay‘id	id=g:392644
Ţirāq Mishlaḩ	id=g:392645
Umm Sudayrah	id=g:392646
Ad Diḩwah	id=g:392647
Al Ju‘aymah	id=g:392648
Sha‘īb Ghiyānah	id=g:392649
Darb al Mubayḩīş	id=g:392650
Juwayyāt ‘Asim	id=g:392651
Dhahran International	id=g:392652
Wādī al Qaltah	id=g:392653
Sha‘īb Abū Arāţī al Janūbī	id=g:392654
Qulayyib an Naşrānī	id=g:392655
Sha‘īb ‘Uwayjān	id=g:392656
Qā‘ Umm Shaffalaḩ	id=g:392657
Wādī ad Dasm	id=g:392658
Sha‘īb ‘Uwayjā’	id=g:392659
Qulayyib ‘Arqūb	id=g:392660
Sha‘īb Baqar	id=g:392661
Sha‘īb Jirāb	id=g:392662
Qulayyib Ţayyib Ism	id=g:392663
Di‘b az̧ Z̧abī	id=g:392664
Qulayyib al Khashshābīyah	id=g:392665
Al Khashshābīyah	id=g:392666
Qā‘ an Nibāj	id=g:392667
Sāqiyat Nuḩayţ	id=g:392668
Sha‘īb Ţa‘īs al Mal‘ab	id=g:392669
Zibārat ‘Aysā’	id=g:392670
Zibārat al Buzaykhah	id=g:392671
Zibārat al Wu’ayjim	id=g:392672
‘Irq Widd	id=g:392673
Nuqyān Awtād	id=g:392674
Jaww al Ḩarmalah	id=g:392675
‘Irq ‘Imir	id=g:392676
‘Irq al Ḩumrānī	id=g:392677
‘Irq ash Shāwīyah	id=g:392678
Burq al Mişarr	id=g:392679
Ḩaşá al Badrīyah	id=g:392682
Al Ḩijāj	id=g:392683
Zibārat al ‘Izibah	id=g:392685
‘Irq Jalwá	id=g:392686
Kūlat al ‘Abd	id=g:392687
Al Ḩimār	id=g:392688
Zibārat Jamrah	id=g:392689
Khubūb al Jidhū‘ī	id=g:392691
Khuwaymāt Ḩidrij	id=g:392697
Khubūb ad Dubaysī	id=g:392698
Khuwaymāt Ḩidrij	id=g:392699
Khubūb al Kharāyiq	id=g:392700
Sha‘īb Umm Irta al Ghīnah	id=g:392701
Ḩarrat al Mābīyah	id=g:392702
Ḩarrat Ḩazawz̧ā’	id=g:392703
Wādī al Mismā’	id=g:392704
Jabal Ḩaz̧awz̧ā’	id=g:392705
Qulayyib Mughayrān	id=g:392706
Qulayyib al Hirjāf	id=g:392707
Şidī‘	id=g:392708
Al Fiyāḑ	id=g:392709
Juzur al Karrāthiyah	id=g:392710
Al ‘Uşbī	id=g:392711
Uwaysiţ	id=g:392712
Juzur al Ju‘aylīyāt	id=g:392713
Aş Şūwān	id=g:392714
Al Badīyi‘	id=g:392715
Qulayyib al Banāt	id=g:392716
Al Muḩayḑir	id=g:392717
Jazīrat Fuway’iyah	id=g:392718
Qaţīf Oilfield	id=g:392720
Qulayyib Khuḑr	id=g:392721
Ḩarrat Qulayyib Khuḑr	id=g:392722
Ḩarrat al Muḩayḑir	id=g:392723
Qā‘ al Ḩaşāh	id=g:392724
Fiyāḑ Qulayyib Khuḑr	id=g:392725
Al Amghar	id=g:392726
Ḩarrat al Amghar	id=g:392727
Zirrībat Rihayyah	id=g:392728
Gharīsat Umm Ghudrān	id=g:392729
Makman Ash Shidād	id=g:392730
Makman Ḩaz̧awz̧a’	id=g:392731
‘Ubayd al Ma‘āşir	id=g:392732
Wādī al Fiyād	id=g:392733
Wādī Umm Arţá	id=g:392734
Wādī Abū Sillā	id=g:392737
Wādī Ţubarjal	id=g:392738
Wādī Siday‘ al Buwayb	id=g:392739
Ḩayr aş Şarāh	id=g:392740
Wādī al Ghuwayl	id=g:392741
Ḩayr Abū Ath Thāmah	id=g:392742
Wādī Şidī‘	id=g:392743
Ar Ridīfah	id=g:392744
Sha‘īb Midaysīs	id=g:392745
Rī‘ as Samin	id=g:392746
Wādī al Ḩaşah	id=g:392747
Qulayyib al Qufūl	id=g:392748
Ḩayr Abū ‘Amāmah	id=g:392749
Qulayyib aş Şaţil	id=g:392750
Hudayb	id=g:392752
Şuwayr	id=g:392753
Hadbān	id=g:392754
Ar Rafī‘ah	id=g:392755
Umm ‘Arīsh	id=g:392756
Al ‘Arqūbah	id=g:392757
Al Ghumalā’	id=g:392758
Khabb aţ Ţuwayrif	id=g:392759
Khabb Hisinī	id=g:392760
Mazāri‘ al Haylah	id=g:392761
An Naz̧āyim	id=g:392762
Ad Dammām Industrial Area	id=g:392763
King Fahd Military City	id=g:392764
Tulayl aş Şaqqār	id=g:392765
Abā ad Dufūf	id=g:392766
Maşmad al Amghar	id=g:392767
Maşmad ad Durūjīyah	id=g:392768
Nufūd Hudayb	id=g:392769
Şaḩrā aş Şūwān	id=g:392770
Ath Thufaynah	id=g:392771
Al Laqayit	id=g:392772
‘Alāt Abū Ţuwaynah	id=g:392773
‘Ayn an Nāqah	id=g:392774
‘Imy Nuḩayţ	id=g:392775
Al Lidām	id=g:392776
Fay’ Shamāl	id=g:392777
Shi‘lān al Khufūq	id=g:392778
Ḩishat al Laşşāf	id=g:392779
Qarā’in Umm Ghār	id=g:392780
Qarā’in Ḩişān	id=g:392782
Zallūm	id=g:392783
Sha‘īb al ‘Abd	id=g:392784
Wādī aḑ Ḑubā‘īyah	id=g:392785
Mughaţī	id=g:392786
Tulūl an Naz̧āyim	id=g:392787
Sharā‘i’ ad Dir’īyah	id=g:392788
Madhārīb ath Thamīlah	id=g:392789
Qārat Maţrūḩah	id=g:392790
Wādī Umm Qubūr	id=g:392791
Şubr Abū ‘Alandah	id=g:392792
Nişāl al Khayl	id=g:392793
Jufar Naşşār	id=g:392794
Jīlān ar Raşīf	id=g:392795
Wādī al Mindassah	id=g:392796
Ra’s al Ghār Port	id=g:392797
Wādī al Mushawwaḩ	id=g:392798
Wādī Umm Qī‘an	id=g:392799
Fayḑat al Abyaḑ	id=g:392800
Qī‘ān ar Raşīf	id=g:392801
Ţirāq al ‘Ubaywī	id=g:392802
Wādī Umm Qirrayş	id=g:392803
Ţirāq Wushayḩā’	id=g:392804
Jāl al Fasqānāt al Gharbī	id=g:392805
Tulayl al Muhammar	id=g:392806
Ḑil‘ az̧ Z̧ulayf	id=g:392807
Jayb Baţţāh	id=g:392808
Wādī Siday‘ Abū Ghadīr	id=g:392809
Qā‘ al Fasqānāt	id=g:392810
Z̧ahrat Zallūm	id=g:392811
Jāl al Fasqānāt ash Sharqī	id=g:392812
Sabkhat as Sa‘lūl	id=g:392813
Al Mukaymin	id=g:392814
Jīlān al Buwayb	id=g:392815
Sha‘īb al Buwayb	id=g:392816
Qūr al ‘Aşal	id=g:392817
Batrā’ Shaybah	id=g:392818
Al Jawf	id=g:392819
Bā‘ijat al Mu‘tadil	id=g:392820
Nişāl an Nuşbīyah	id=g:392821
Al Amghar	id=g:392822
Az Zuwayr	id=g:392823
Al Ḩazm Abū Darajah	id=g:392824
Bandar Abū Muraykhah	id=g:392825
Shi‘bān at Tamrīyāt	id=g:392826
Sha‘īb at Tamrīyah Umm Ruḑumah	id=g:392827
Jāl Umm Ţulayḩah	id=g:392828
Sawḩ al Fasqānah	id=g:392829
Fayḑat ar Rughlīyah as Suflá	id=g:392833
Fayḑat al Fahad	id=g:392834
Fayḑat ar Rughlīyah al ‘Ulyā	id=g:392835
Fayḑat al Qayşūmīyah	id=g:392836
Rawḑat ‘Amr	id=g:392837
Fāj al Ḩidād	id=g:392838
Tal‘at an Nāşifah	id=g:392839
Qūr aḑ Ḑuwayḩī	id=g:392840
Rijm ‘Ammāsh	id=g:392841
Fayḑat al ‘Ajūz	id=g:392842
Thaghab az Za‘tarī	id=g:392843
Sha‘īb al Baghdādī	id=g:392844
Rijm al Aqra‘	id=g:392845
Furaq al Aqra‘	id=g:392846
Z̧ahrat al Aqra‘	id=g:392847
Z̧ahrat al Ḩanz̧alīyāt	id=g:392848
Fayḑat al Markūz	id=g:392849
Fayḑat ash Shifallaḩīyah	id=g:392850
Jaww ar Rudayyif	id=g:392851
Jaww Abū Tall	id=g:392852
Jīlān al Ḩanz̧alīyāt	id=g:392853
Farārīd Shuwayḩiţ	id=g:392854
Ābār al Maţāwī	id=g:392855
Markaz al Bawbihī	id=g:392856
Jandalīyat Ḩirūrī	id=g:392857
Sha‘īb al ‘Awjā’	id=g:392858
Ash Shuwayḩiţīyah	id=g:392859
Qā‘ al Farrīdah	id=g:392860
Sha‘īb aţ Ţurayfāwī	id=g:392861
Fayḑat Naşlat aş Şuḩayn	id=g:392862
Fayḑat Baţḩā’	id=g:392863
Tall al Qulayb	id=g:392864
Qārat Baţḩā’	id=g:392865
Bi’r ath Thamīlah	id=g:392866
Qārat Umm Shuz̧ūf	id=g:392867
Jāl al Jawbah al Gharbī	id=g:392868
Mazra‘at Sulţānah	id=g:392869
Ad Duwayd	id=g:392870
Qūr al Janab	id=g:392871
Ţal‘at al Markūz	id=g:392872
Fayḑat Umm aş Şikhāl	id=g:392873
Ābār Abū Khirqah	id=g:392874
Al ‘Ādhirīyah	id=g:392875
Ābār Umm Şuwayḩāt	id=g:392876
Sha‘īb az Za‘tarī	id=g:392877
Sawḩ U‘ayshah	id=g:392878
Fayḑat ar Rūthīyah	id=g:392879
Mu‘ayzīlat ar Rūthīyah	id=g:392880
Thamā’il Khuwaymāt	id=g:392881
Fayḑat ash Shifallaḩīyah	id=g:392882
Sha‘īb Khuwaymāt	id=g:392883
Thamā’il Umm Ţarfāh	id=g:392884
Al Uwayqilah	id=g:392885
Tall al ‘Uwayqīlah	id=g:392886
Baţn ar Ra‘an	id=g:392887
Ibn ‘Ā’ish	id=g:392888
Fayḑat Ghadīr al Khayl	id=g:392889
Fayḑat Şufayyah	id=g:392890
Qārat aş Şin‘	id=g:392891
Qalīb ash Shumaylah	id=g:392892
‘Uqlat al Qulayyib	id=g:392893
Markaz al Līfīyah	id=g:392894
Sha‘īb al ‘Ādhirīyah	id=g:392895
Ābār Abū Şafāh	id=g:392896
Sha‘īb Umm al Maqābir	id=g:392897
Sha‘īb Umm ‘Adam	id=g:392898
Qārat Abū Şafāh	id=g:392899
Jibāl Buraymāt	id=g:392900
Qā‘ Umm Udhun	id=g:392901
Ḩizzat al Mu‘rras al Gharbī	id=g:392902
Jāl Z̧ahrah	id=g:392903
Mazra‘at an Nuhayyān	id=g:392905
Fāj al Qulayyib	id=g:392907
Al Quţb	id=g:392908
Al Bayḑā’	id=g:392909
Qūr al Arānib	id=g:392910
Al Qal‘ah	id=g:392911
Jibāl al Quwāyim	id=g:392912
Fayḑat Umm Nişāl	id=g:392913
Fiyāḑ al Lumaymā’	id=g:392914
Khashm Nikhrīr	id=g:392915
Ţu‘ūs Şubayḩā’	id=g:392916
Al Mudayfīnah	id=g:392917
Barqā’ Mu‘ayzīlah	id=g:392918
Al Furaz	id=g:392919
Nuqrat Ţālib	id=g:392920
Zibāyir Tuwam	id=g:392921
Nişāl an Nuşbīyah	id=g:392922
Jaww ash Shīr	id=g:392923
Al Qar‘ā’	id=g:392924
Mazāti‘ al Kaysūmah	id=g:392925
Al Fiyād	id=g:392926
Qārat al Jafīfīyah	id=g:392927
Abā ar Ruwāth	id=g:392928
Musay‘īd	id=g:392929
Qārat ‘Urufah	id=g:392930
Aḑ Ḑab‘īyah	id=g:392931
Bi’r al Qīrī	id=g:392932
Qiyāl	id=g:392933
Tall Shidād	id=g:392934
Jabal Qiyālāt al Kabīr	id=g:392935
Qulayb al Khirr	id=g:392936
Sha‘īb al Khunşir	id=g:392937
Sha‘īb al Mibrik	id=g:392938
Fayḑat Tuwaytān	id=g:392939
‘Ā’ilat Shidād	id=g:392940
Sha‘īb al Fāw	id=g:392941
Fayḑat ath Thanīyah	id=g:392942
Fiyāḑ al Huban	id=g:392943
Sha‘īb an Nişī	id=g:392944
Tulūl al Lumaymā’	id=g:392945
Al Murayr	id=g:392946
Thamā’il ar Rakhīş	id=g:392947
Ru‘ayn Muḩayrīt	id=g:392948
Jāl Nayşūbah	id=g:392949
Jāl Umm Ţarfāh	id=g:392950
Ar Rītayn	id=g:392951
Fiyāḑ al ‘Awjā’	id=g:392952
Al ‘Uqaylah	id=g:392953
Qī‘ān al ‘Ajramīyāt	id=g:392954
Al ‘Ajramīyāt	id=g:392955
Al Amḩāş	id=g:392956
Fayḑat ar Rumādīyah	id=g:392957
Qā‘ al Amḩāş	id=g:392958
Shuwayḩiţ	id=g:392959
Fayḑat al Munbaţiḩ	id=g:392960
Ābār aş Şufur	id=g:392961
Fayḑat al Jāddah	id=g:392962
Fayḑat Umm Tulayl	id=g:392963
Fayḑat Umm Birmīl	id=g:392964
Fayḑat Ḩamrā’ Umm Ghār	id=g:392965
Qā‘ aţ Ţūsīyah	id=g:392966
Aţ Ţūsīyah	id=g:392967
Al Maţāwī	id=g:392968
Ḩuzūm ash Sha‘rān	id=g:392969
Fayḑat al Mijrād	id=g:392970
Fayḑat Umm Khusayyif	id=g:392971
Jibāl al Ḩişān	id=g:392972
Qī‘ān Arnabīyāl	id=g:392973
Fayḑat Ḩamrā’ al Aşfar	id=g:392974
Qī‘ān al Arnabīyāt	id=g:392975
Sumr Abū Ţalḩah	id=g:392976
Jibāl Umm al ‘Inān	id=g:392977
Fayḑat Umm Buraybik	id=g:392978
Fāj al Aşfar	id=g:392979
Siḩl ‘Amrū	id=g:392980
Fayḑat Ţu‘aysān	id=g:392981
B’ir Ţu‘aysān	id=g:392982
Ābār Misāmah	id=g:392983
Tall Misāmah	id=g:392984
Qārat Umm Ţulayḩah	id=g:392985
Qārat at Timyāţ	id=g:392986
Qārat as Sāddah	id=g:392987
Al Lumaymā’	id=g:392988
‘Iqal al Ghibāshah	id=g:392990
‘Iqal al Jafīfīyah	id=g:392992
Guriat	id=g:392993
Wādī Shuwayḩiţ	id=g:392994
Aş Şūwān	id=g:392995
Markaz aş Şaḩn	id=g:392996
Makman Wuday Mawt	id=g:392997
Mishāsh Ḩuşayyidah	id=g:392998
Quwayrāt al Mafraq	id=g:392999
Bi’r al Ḩawwāsī	id=g:393000
Fayḑat al Ghayrānīyah	id=g:393001
Abraq al Ḩubaylī	id=g:393002
Ābār al Jawzalī	id=g:393003
Tulūl al Jawzalī	id=g:393004
Fayḑat ath Thamā’il	id=g:393005
Sha‘īb Abraq al Ḩubaylī	id=g:393006
Qārat al Khashnā’	id=g:393007
Qūr al Arānib	id=g:393008
Aḑ Ḑāḩikīyah	id=g:393009
Tulūl aţ Ţayyārāt	id=g:393010
Mujamma‘ al Ḩadīthah	id=g:393011
Qārat al Qaţ‘ā’	id=g:393012
Abraq at Tulūl	id=g:393013
At Tall al Aḩmar	id=g:393015
Ar Rijm al Abyaḑ	id=g:393016
Sha‘īb al Arţāwī	id=g:393017
Tulūl Ḩawwās	id=g:393018
Rijm an Na‘ām	id=g:393019
Fāj ar Rayyān	id=g:393020
Fayḑat az Zurū‘īyah	id=g:393021
Fayḑat Ma‘āq Darwath	id=g:393022
Markaz al Maḩāfīr	id=g:393023
Ābār al Manqūrī	id=g:393024
Bi’r aḑ Ḑubayb	id=g:393025
Fayḑat Jardhīyah	id=g:393026
Abraq al Khuwāḑah	id=g:393027
Ābār Akhḑar al Mā’	id=g:393028
Dil‘ān al Khusayyif	id=g:393029
Fayḑat al Ḩamrā’	id=g:393031
Bi’r al Ḩişān	id=g:393032
Qārat Umm aḑ Ḑīyān	id=g:393033
Bi’r al Umayghir	id=g:393034
Fayḑat Mufayyid	id=g:393035
As Su‘ayyirah	id=g:393036
Radā’if al Markūz	id=g:393038
Ḩuqayy al Janab	id=g:393039
Jīyān ash Shumaylah	id=g:393040
Shahbā’ al Ḩamḑ	id=g:393041
Qārat Ḩaqbā’	id=g:393042
Wādī as Sūbān	id=g:393043
Fayḑat al Ghuwaysīrī	id=g:393044
Ābār Huwaydī	id=g:393045
Ābār Umm Shuwayl	id=g:393046
Bi’r Karrān	id=g:393048
‘Uqlat aţ Ţarāfī	id=g:393049
Ābār al Khafī	id=g:393050
Tulūl al Ḩidād	id=g:393051
Muqr Shukhayr	id=g:393052
Fayḑat ‘Awwād	id=g:393053
Fayḑat Umm al Hamal	id=g:393054
Qārat ‘Awwād	id=g:393055
Fiyāḑ Umm Tulayl	id=g:393056
Fiyāḑ Umm Ghudayyir	id=g:393057
AL Lidām	id=g:393058
Khaţţ Umm an Nayāshīn	id=g:393059
Ābār Waḑḩá	id=g:393060
Qulbān al Mundassah	id=g:393061
Bi’r al Jadīdah	id=g:393062
Ḩuzūm Shāri‘	id=g:393063
Zibārat Munīfah	id=g:393064
‘Uşayfirāt	id=g:393065
Abū Ţurayfā’	id=g:393066
Ash Shuhaylā’	id=g:393067
Shuhayl	id=g:393068
Al Jawf	id=g:393069
Fayḑat al Gharqānah	id=g:393071
Fayḑat ar Righlīyah	id=g:393072
Qā‘ ar Rītayn	id=g:393073
Fayḑat Umm Banāyā	id=g:393074
Rijm aţ Ţayr	id=g:393075
Qā‘ Umm Ţarfā’	id=g:393076
Qā‘ ar Radīfah	id=g:393077
Fayḑat al Muwayshirīyah	id=g:393078
Bi’r Abū Marādī	id=g:393079
Ābār al Mazbūr	id=g:393080
Aş Şawr	id=g:393081
Sāqiyat ar Radīfah	id=g:393082
Fayḑat al Aşfar	id=g:393083
Fayḑat al Ma‘zūlah	id=g:393084
Fayḑat Umm Ţurayfāt	id=g:393085
Fayḑat Umm Nişāl	id=g:393086
Sāqiyat ash Shīb	id=g:393087
