Trail Number 10	id=g:5141290
Allen East Elementary School	id=g:5145581
Allen East High School	id=g:5145582
Allen East Primary School	id=g:5145583
Allen Elementary School	id=g:5145584
Allen Elementary School	id=g:5145585
Allen Junction	id=g:5145586
Allen Memorial Medical Library	id=g:5145587
Allen Road Industrial Park	id=g:5145588
Allen Run	id=g:5145589
Alder Pond	id=g:5145590
Allen School (historical)	id=g:5145591
Allen School (historical)	id=g:5145592
Allen School (historical)	id=g:5145593
Allen Temple African Methodist Episcopal Church	id=g:5145594
Allen Township Hall	id=g:5145595
Township of Allen	id=g:5145596
Township of Allen	id=g:5145597
Township of Allen	id=g:5145598
Township of Allen	id=g:5145599
Allenside Presbyterian Church	id=g:5145600
Allentown	id=g:5145601
Allentown Cemetery	id=g:5145602
Allentown Post Office (historical)	id=g:5145603
Allentown United Methodist Church	id=g:5145604
Alley Cemetery	id=g:5145605
Allfox School (historical)	id=g:5145606
Alliance	id=g:5145607
Alliance Airport	id=g:5145608
Alliance Baptist Temple	id=g:5145609
Alliance City Cemetery	id=g:5145610
Alliance City Hall	id=g:5145611
Alliance College (historical)	id=g:5145612
Alliance Community Hospital	id=g:5145613
Alliance Country Club	id=g:5145614
Alliance First Friends Church	id=g:5145615
Alliance High School	id=g:5145616
Alliance Jewish Cemetery	id=g:5145617
Alliance Junction	id=g:5145618
Alliance Plaza Shopping Center	id=g:5145619
Alliance Post Office	id=g:5145620
Alliance Post Office	id=g:5145621
Alliance Public Square	id=g:5145622
City of Alliance	id=g:5145623
Allinger School (historical)	id=g:5145624
Allman Run	id=g:5145625
Allen School	id=g:5145626
Almira Elementary School	id=g:5145627
Alpha and Omega First Baptist Church	id=g:5145628
Alphia Baptist Church	id=g:5145629
Alpine Elementary School	id=g:5145630
Alpine Hills Museum	id=g:5145631
Als Lake	id=g:5145632
Alspach Cemetery	id=g:5145633
Alta	id=g:5145634
Alta Branch Cleveland Public Library	id=g:5145635
Alta Post Office (historical)	id=g:5145636
Altamont	id=g:5145637
Altenheim	id=g:5145638
Altenheim Home for the Aged	id=g:5145639
Alter School	id=g:5145640
Altmann Hall	id=g:5145641
Altstaetter Cemetery	id=g:5145642
Alum Creek	id=g:5145643
Alum Creek Arlington Park	id=g:5145644
Alum Creek Cemetery	id=g:5145645
Alum Creek Church	id=g:5145646
Alum Creek Lake	id=g:5145647
Alum Creek Lake Dam	id=g:5145648
Alum Creek Park North	id=g:5145649
Alum Creek Park South	id=g:5145650
Alum Creek Plaza Shopping Center	id=g:5145651
Alum Creek Post Office (historical)	id=g:5145652
Alum Creek School (historical)	id=g:5145653
Alum Creek State Park	id=g:5145654
Alumni Gymnasium	id=g:5145655
Alumni Memorial Field House	id=g:5145656
Alumni Memorial Union	id=g:5145657
Alvada	id=g:5145658
Alvada Post Office	id=g:5145659
Alvernia Rest Home	id=g:5145660
Alverno Studio	id=g:5145661
Alvin I Yoder Farm Cemetery	id=g:5145662
Alvordton	id=g:5145663
Alward School (historical)	id=g:5145664
Amaden Ditch	id=g:5145665
Amanda Baptist Cemetery	id=g:5145666
Amanda Church	id=g:5145667
Township of Amanda	id=g:5145668
Township of Amanda	id=g:5145669
Amann Reservoir	id=g:5145670
Amann Reservoir Dam	id=g:5145671
Amarine School (historical)	id=g:5145672
Amasa Stone Chapel	id=g:5145673
Amazing Grace African Methodist Episcopal Zion Church	id=g:5145674
Amazing Grace Evangelical Baptist Church	id=g:5145675
Amazing Grace Tabernacle	id=g:5145676
Ambler Heights	id=g:5145677
Ambler Heights Historic District	id=g:5145678
Ambler Park	id=g:5145679
Amboy	id=g:5145680
Amboy School	id=g:5145681
Amboy Township Cemetery	id=g:5145682
Township of Amboy	id=g:5145683
Ambrose Baptist Church	id=g:5145684
American Church	id=g:5145685
American Eagle Shoal	id=g:5145686
American Hungarian Reformed Church	id=g:5145687
American Mall Shopping Center	id=g:5145688
American Muslim Mission Center	id=g:5145689
American Muslim Mission Center	id=g:5145690
American Sportsmen Club	id=g:5145691
Township of American	id=g:5145692
Amerine Cemetery	id=g:5145693
Ames Plaza Shopping Center	id=g:5145694
Amherst	id=g:5145695
Amherst Church of Christ	id=g:5145696
Amherst City Hall	id=g:5145697
Amherst Congregational United Church of Christ	id=g:5145698
Amherst Elementary School	id=g:5145699
Amherst Heights	id=g:5145700
Amherst Hospital	id=g:5145701
Amherst Park Avenue United Methodist Church	id=g:5145702
Amherst Park Shopping Center	id=g:5145703
Amherst Plaza Shopping Center	id=g:5145704
Amherst Post Office	id=g:5145705
Amherst Post Office	id=g:5145706
Amherst Public Library	id=g:5145707
Amherst Township Hall	id=g:5145708
Amherst Township Park	id=g:5145709
City of Amherst	id=g:5145710
Township of Amherst	id=g:5145711
Amicks Reservoir	id=g:5145712
Amicks Upground Reservoir Dam	id=g:5145713
Amish Cemetery	id=g:5145714
Amish Cemetery	id=g:5145715
Amish Church (historical)	id=g:5145716
Amish School	id=g:5145717
Amish School	id=g:5145718
Amish School	id=g:5145719
Amity	id=g:5145720
Amity	id=g:5145721
Amity Cemetery	id=g:5145722
Amity Cemetery	id=g:5145723
Amlin	id=g:5145724
Amlin Post Office	id=g:5145725
Amolsch Ditch	id=g:5145726
Amos McDaniel Elementary School	id=g:5145727
Amos Memorial Library	id=g:5145728
Amos Shopping Center	id=g:5145729
Amoy	id=g:5145730
Amoy Post Office (historical)	id=g:5145731
Amsden Post Office	id=g:5145732
Amsterdam	id=g:5145733
Amsterdam Cemetery	id=g:5145734
Amsterdam Post Office	id=g:5145735
Amstutz Hall	id=g:5145736
Amvet Village Park	id=g:5145737
Amwell Post Office (historical)	id=g:5145738
Anchor Point	id=g:5145739
Anchor Point Marina	id=g:5145740
Anchor Post Office (historical)	id=g:5145741
Anderson (historical)	id=g:5145742
Anderson Arena	id=g:5145743
Anderson Cemetery	id=g:5145744
Anderson Cemetery	id=g:5145745
Anderson Cemetery	id=g:5145746
Anderson Creek	id=g:5145747
Allyn Hall	id=g:5145748
Anderson Hall	id=g:5145749
Anderson High School	id=g:5145750
Anderson Mine	id=g:5145751
Anderson Run	id=g:5145752
Anderson Field	id=g:5145753
Anderson Run	id=g:5145754
Anderson School	id=g:5145755
Anderson School (historical)	id=g:5145756
Anderson School (historical)	id=g:5145757
Anderson School (historical)	id=g:5145758
Andersons Run	id=g:5145759
Anderson School	id=g:5145760
Andover Cemetery	id=g:5145761
Andover Post Office	id=g:5145762
Andover Public Library	id=g:5145763
Township of Andover	id=g:5145764
Andreas School (historical)	id=g:5145765
Andrew J Rickoff Elementary School	id=g:5145766
Andrew Raber Farm Cemetery	id=g:5145767
Andrews Cemetery	id=g:5145768
Andrews Creek	id=g:5145769
Andover	id=g:5145770
Andrews Hall	id=g:5145771
Andrews Junior High School	id=g:5145772
Andrews Library	id=g:5145773
Andrews School	id=g:5145774
Angel School (historical)	id=g:5145775
Angel Street Cemetery	id=g:5145776
Angel Valley	id=g:5145777
Andrews Hall	id=g:5145778
Angevine School (historical)	id=g:5145779
Angus	id=g:5145780
Angus Post Office (historical)	id=g:5145781
Ankeny School (historical)	id=g:5145782
Ankenytown	id=g:5145783
Ankenytown Cemetery	id=g:5145784
Ankenytown Post Office (historical)	id=g:5145785
Ankerman Creek	id=g:5145786
Angell Cemetery	id=g:5145787
Anna	id=g:5145788
Anna Cemetery	id=g:5145789
Anna Elementary School	id=g:5145790
Anna High School	id=g:5145791
Anna J Miller Farm Cemetery	id=g:5145792
Anna Post Office	id=g:5145793
Anna United Methodist Church	id=g:5145794
Lake Anna	id=g:5145795
Annapolis	id=g:5145796
Annapolis Cemetery	id=g:5145797
Annapolis Post Office (historical)	id=g:5145798
Annehurst Elementary School	id=g:5145799
Annie Oakley Park	id=g:5145800
Annunciation Catholic Church	id=g:5145801
Annunciation Greek Orthodox Church	id=g:5145802
Annunciation Greek Orthodox Church	id=g:5145803
Annunciation School	id=g:5145804
Annunciation-Saint John Parish School	id=g:5145805
Anshe Emeth Cemetery	id=g:5145806
Anshe Emeth Cemetery	id=g:5145807
Ansonia	id=g:5145808
Ansonia Cemetery	id=g:5145809
Ansonia Christian Church	id=g:5145810
Ansonia Elementary School	id=g:5145811
Ansonia High School	id=g:5145812
Ansonia Methodist Church	id=g:5145813
Ansonia Middle School	id=g:5145814
Ansonia Post Office	id=g:5145815
Anstine Hill	id=g:5145816
Anthony Mining Company Dam	id=g:5145817
Anthony Mining Company Pond	id=g:5145818
Anthony Wayne Bridge	id=g:5145819
Anthony Wayne Elementary School	id=g:5145820
Anthony Wayne Elementary School	id=g:5145821
Anthony Wayne Elementary School (historical)	id=g:5145822
Anthony Wayne High School	id=g:5145823
Anthony Wayne Trail	id=g:5145824
Antietam (historical)	id=g:5145825
Antietam Post Office (historical)	id=g:5145826
Antioch Baptist Church	id=g:5145827
Antioch Baptist Church	id=g:5145828
Antioch Baptist Church	id=g:5145829
Antioch Baptist Church	id=g:5145830
Antioch Baptist Church	id=g:5145831
Antioch Cemetery	id=g:5145832
Antioch Cemetery	id=g:5145833
Antioch Church	id=g:5145834
Antioch Church	id=g:5145835
Antioch Church	id=g:5145836
Antioch Church	id=g:5145837
Antioch Missionary Baptist Church	id=g:5145838
Antonian Dining Hall	id=g:5145839
Antonoff Pond	id=g:5145840
Antonoff Pond Dam	id=g:5145841
Antrim	id=g:5145842
Antrim Mennonite Church	id=g:5145843
Antrim Park	id=g:5145844
Antrim Post Office (historical)	id=g:5145845
Antrim Presbyterian Cemetery	id=g:5145846
Township of Antrim	id=g:5145847
Antwerp	id=g:5145848
Antwerp Branch Library	id=g:5145849
Antwerp Community Park	id=g:5145850
Antwerp Elementary School	id=g:5145851
Antwerp High School	id=g:5145852
Antwerp Post Office	id=g:5145853
Antwerp Town Hall	id=g:5145854
Antwerp United Methodist Church	id=g:5145855
Apex	id=g:5145856
Api Heliport	id=g:5145857
Apollo Joint Vocational School	id=g:5145858
Apostles Doctrine Church	id=g:5145859
Apostles Lutheran Church	id=g:5145860
Apostolic Cemetery	id=g:5145861
Apostolic Christian Cemetery	id=g:5145862
Apostolic Christian Church	id=g:5145863
Apostolic Christian Church	id=g:5145864
Apostolic Christian Church	id=g:5145865
Apostolic Christian Church	id=g:5145866
Apostolic Christian Church	id=g:5145867
Apostolic Christian Church of Akron	id=g:5145868
Apostolic Christian Church of South Akron	id=g:5145869
Apostolic Christian Church of West Akron	id=g:5145870
Apostolic Church	id=g:5145871
Apostolic Church	id=g:5145872
Apostolic Church (historical)	id=g:5145873
Apostolic Church of God	id=g:5145874
Apostolic Church of God	id=g:5145875
Apostolic Church of God (historical)	id=g:5145876
Apostolic Faith Church	id=g:5145877
Apostolic Faith Church (historical)	id=g:5145878
Apostolic Faith Church of God	id=g:5145879
Apostolic Faith Tabernacle	id=g:5145880
Apostolic Faith Temple	id=g:5145881
Apostolic Faith Temple	id=g:5145882
Apostolic Full Gospel Church	id=g:5145883
Apostolic God in Christ Church	id=g:5145884
Apostolic Gospel Church	id=g:5145885
Apostolic Gospel Church	id=g:5145886
Apostolic Gospel Church	id=g:5145887
Apostolic Gospel Church	id=g:5145888
Apostolic Gospel Temple	id=g:5145889
Apostolic Oneness Church	id=g:5145890
Apostolic Temple of Akron	id=g:5145891
Apostolic United Pentecostal Church	id=g:5145892
Apple Airport	id=g:5145893
Apple Creek	id=g:5145894
Apple Creek	id=g:5145895
Ankney Cemetery	id=g:5145896
Apple Creek Post Office	id=g:5145897
Apple Creek State Hospital	id=g:5145898
Apple Creek Town Hall	id=g:5145899
Apple Ditch	id=g:5145900
Apple Hall	id=g:5145901
Apple Ridge Picnic Area	id=g:5145902
Apple School (historical)	id=g:5145903
Apple Valley Golf Course	id=g:5145904
Apple Valley Lake	id=g:5145905
Apple Valley Lake Dam	id=g:5145906
Applecreek Cemetery	id=g:5145907
Applecreek West End Cemetery	id=g:5145908
Appleseed Center Shopping Center	id=g:5145909
Appleseed Ridge Lake Number One	id=g:5145910
Appleseed Ridge Lake Number One Dam	id=g:5145911
Appleseed Ridge Lake Number Two	id=g:5145912
Appleseed Ridge Lake Number Two Dam	id=g:5145913
Appleton	id=g:5145914
Appleton Cemetery	id=g:5145915
Appleton Post Office (historical)	id=g:5145916
Applewood Elementary School	id=g:5145917
Aquae Park	id=g:5145918
Aquilla	id=g:5145919
Aquilla Lake Wildlife Area	id=g:5145920
Lake Aquilla	id=g:5145921
Arabian Cemetery	id=g:5145922
Aracoma Park	id=g:5145923
Arbela	id=g:5145924
Arbor Hills	id=g:5145925
Arbor Hills Junior High School	id=g:5145926
Arboretum Park	id=g:5145927
Arbutus Glen	id=g:5145928
Apple Creek Elementary School	id=g:5145929
Arcadia Cemetery	id=g:5145930
Arcadia Elementary School	id=g:5145931
Arcadia High School	id=g:5145932
Arcadia Post Office	id=g:5145933
Arcanum Greenlawn Cemetery	id=g:5145934
Arch Avenue Park	id=g:5145935
Archangel Michael Greek Orthodox Church	id=g:5145936
Archbishop Hoban School	id=g:5145937
Archbold	id=g:5145938
Archbold Cemetery	id=g:5145939
Archbold Church of the Nazarene	id=g:5145940
Archbold High School	id=g:5145941
Archbold Middle School	id=g:5145942
Archbold Missionary Church	id=g:5145943
Archbold Post Office	id=g:5145944
Archbold Reservoir Number One	id=g:5145945
Archbold Reservoir Number Two	id=g:5145946
Archbold United Methodist Church	id=g:5145947
Township of Archer	id=g:5145948
Archway Plaza Shopping Center	id=g:5145949
Archwood Avenue Congregational Church (historical)	id=g:5145950
Archwood Avenue Historic District	id=g:5145951
Archwood United Church of Christ	id=g:5145952
Arcola Creek	id=g:5145953
Arcadia	id=g:5145954
Arena Post Office (historical)	id=g:5145955
Arend Airport	id=g:5145956
Aring Field	id=g:5145957
Ark Cemetery	id=g:5145958
Ark Church	id=g:5145959
Ark of the Covenant Church	id=g:5145960
Arlin Field Stadium	id=g:5145961
Arlington	id=g:5145962
Arlington	id=g:5145963
Arlington Avenue Historic District	id=g:5145964
Arlington Avenue Lutheran Church	id=g:5145965
Arlington Baptist Chapel	id=g:5145966
Arlington Branch Library	id=g:5145967
Arlington Cemetery	id=g:5145968
Arlington Christian Academy	id=g:5145969
Arlington Church of God	id=g:5145970
Arlington Church of the Nazarene	id=g:5145971
Arlington Elementary School	id=g:5145972
Arlington Elementary School	id=g:5145973
Arlington Elementary School	id=g:5145974
Arlington Heights	id=g:5145975
Arlington High School	id=g:5145976
Arlington Memorial Baptist Church	id=g:5145977
Arlington Park Elementary School	id=g:5145978
Arlington Plaza Shopping Center	id=g:5145979
Arlington Post Office (historical)	id=g:5145980
Arlington Public School	id=g:5145981
Arlington United Methodist Church	id=g:5145982
Arlington Woods	id=g:5145983
Armington Airport	id=g:5145984
Armington Hall	id=g:5145985
Armington Lake	id=g:5145986
Armington Lake Dam	id=g:5145987
Armington Physical Education Center	id=g:5145988
Armour School (historical)	id=g:5145989
Armstrong	id=g:5145990
Armstrong and Beighley Ditch	id=g:5145991
Armstrong Cemetery	id=g:5145992
Armstrong Cemetery	id=g:5145993
Armstrong Cemetery	id=g:5145994
Armstrong Cemetery	id=g:5145995
Armstrong Cemetery	id=g:5145996
Armstrong Cemetery	id=g:5145997
Armstrong Park	id=g:5145998
Armstrong Run	id=g:5145999
Arena (historical)	id=g:5146000
Armstrong Run	id=g:5146001
Armstrong School (historical)	id=g:5146002
Arnett Cemetery	id=g:5146003
Arnold	id=g:5146004
Arnold Cemetery	id=g:5146005
Arnold Park	id=g:5146006
Arnold School	id=g:5146007
Arps Hall	id=g:5146008
Arps School (historical)	id=g:5146009
Arrow Head Industrial Park	id=g:5146010
Arrowhead	id=g:5146011
Arrowhead Beach	id=g:5146012
Arrowhead Country Club	id=g:5146013
Arrowhead Lake	id=g:5146014
Arrowhead Lake Dam	id=g:5146015
Arrowhead Primary School	id=g:5146016
Art and Drama Center	id=g:5146017
Artanna	id=g:5146018
Artemus Ward Elementary School	id=g:5146019
Artherholt Cemetery	id=g:5146020
Arthur	id=g:5146021
Elyria Fire Department Station 1	id=g:5146022
Arthur Genschaft Memorial Park	id=g:5146023
Arthur Post Office (historical)	id=g:5146024
Arthur Road Middle School	id=g:5146025
Arthur School	id=g:5146026
Artist Island	id=g:5146027
Asbury Cemetery	id=g:5146028
Asbury Cemetery	id=g:5146029
Asbury Chapel	id=g:5146030
Asbury Church	id=g:5146031
Asbury Hills	id=g:5146032
Asbury Park	id=g:5146033
Asbury School (historical)	id=g:5146034
Asbury Seminary (historical)	id=g:5146035
Asbury United Methodist Church	id=g:5146036
Asbury United Methodist Church	id=g:5146037
Asbury United Methodist Church	id=g:5146038
Asbury United Methodist Church	id=g:5146039
Ascension Catholic Church	id=g:5146040
Ascension Hall	id=g:5146041
Ascension Lutheran Church	id=g:5146042
Ascension Lutheran Church	id=g:5146043
Ascension School	id=g:5146044
Ascot Park	id=g:5146045
Ash	id=g:5146046
Ash Grove Cemetery	id=g:5146047
Ash Grove Church	id=g:5146048
Ash Post Office (historical)	id=g:5146049
Ash Run	id=g:5146050
Ash Run	id=g:5146051
Ashcraft Ford	id=g:5146052
Ashcraft Ridge	id=g:5146053
Ashcraft School (historical)	id=g:5146054
Ashland	id=g:5146055
Ashland Avenue Baptist Church	id=g:5146056
Ashland Cemetery	id=g:5146057
Ashland Christian School	id=g:5146058
Ashland City Hall	id=g:5146059
Ashland College	id=g:5146060
Ashland Country Club	id=g:5146061
Ashland County	id=g:5146062
Ashland County Airport	id=g:5146063
Ashland County Childrens Home	id=g:5146064
Ashland County Courthouse	id=g:5146065
Ashland County Fairgrounds	id=g:5146066
Ashland County Home	id=g:5146067
Ashland County Jail	id=g:5146068
Ashland County Joint Vocational School	id=g:5146069
Ashland High School	id=g:5146070
Ashland Junior High School	id=g:5146071
Ashland Memorial Park	id=g:5146072
Ashland Post Office	id=g:5146073
Ashland Public Library	id=g:5146074
Ashland Reservoir	id=g:5146075
Ashland School (historical)	id=g:5146076
Ashland Shopping Plaza Shopping Center	id=g:5146077
Ashland Theological Seminary	id=g:5146078
City of Ashland	id=g:5146079
Ashley	id=g:5146080
Ashley Field	id=g:5146081
Ashley Hall	id=g:5146082
Ashley Post Office	id=g:5146083
Ashley Union Cemetery	id=g:5146084
Ashley United Methodist Church	id=g:5146085
Village of Ashley	id=g:5146086
Ashmont (historical)	id=g:5146087
Ashmont Post Office (historical)	id=g:5146088
Ashtabula	id=g:5146089
Ashtabula Buffalo Dock	id=g:5146090
Ashtabula Country Club	id=g:5146091
Ashtabula County	id=g:5146092
Ashtabula County Airport	id=g:5146093
Ashtabula County Childrens Home	id=g:5146094
Ashtabula County Courthouse	id=g:5146095
Ashtabula County Fairgrounds	id=g:5146096
Ashtabula County Home	id=g:5146097
Ashtabula County Jail	id=g:5146098
Ashtabula County Medical Center	id=g:5146099
Ashtabula County Outdoor Club Lake	id=g:5146100
Ashtabula County Outdoor Club Lake Dam	id=g:5146101
Ashtabula Creek	id=g:5146102
Armstrong School (historical)	id=g:5146103
Ashtabula Harbor High School (historical)	id=g:5146104
Ashtabula Harbour Commercial Historic District	id=g:5146105
Ashtabula Light	id=g:5146106
Ashtabula Municipal Building	id=g:5146107
Ashtabula Plaza Shopping Center	id=g:5146108
Ashtabula Post Office	id=g:5146109
Ashtabula River	id=g:5146110
Ashtabula Free Public Library	id=g:5146111
Township of Ashtabula	id=g:5146112
Ashtabula-Conneaut Airport	id=g:5146113
Ashwood (historical)	id=g:5146114
Ashwood Post Office (historical)	id=g:5146115
Askue Run	id=g:5146116
Ashtabula Yacht Club	id=g:5146117
Assembly of Christians Church	id=g:5146118
Assembly of God Church	id=g:5146119
Assembly of God Church	id=g:5146120
Assembly of Jesus Christ Church	id=g:5146121
Assembly of Truth Church	id=g:5146122
Assisi Hall	id=g:5146123
Associated Enterprises Heliport	id=g:5146124
Assumption	id=g:5146125
Assumption Catholic Church	id=g:5146126
Assumption Catholic Church	id=g:5146127
Assumption Cemetery	id=g:5146128
Assumption Church	id=g:5146129
Assumption School	id=g:5146130
Assumption School	id=g:5146131
Assumption School	id=g:5146132
Astorhurst Golf Course	id=g:5146133
Athens Fire Baptized Holiness Church	id=g:5146134
Athens Missionary Baptist Church	id=g:5146135
Township of Athens	id=g:5146136
Atkinson Creek	id=g:5146137
Aspinwall Church of God	id=g:5146138
Atonement Lutheran Church	id=g:5146139
Atrium Center Shopping Center	id=g:5146140
Attica	id=g:5146141
Attica Cemetery	id=g:5146142
Attica Elementary School	id=g:5146143
Attica Junction	id=g:5146144
Attica Post Office	id=g:5146145
Attica Upground Reservoir	id=g:5146146
Attica Upground Reservoir Dam	id=g:5146147
Attucks School	id=g:5146148
Atwater	id=g:5146149
Atwater Cemetery	id=g:5146150
Atwater Center	id=g:5146151
Atwater Congregational Church	id=g:5146152
Atwater Ditch	id=g:5146153
Atwater Post Office	id=g:5146154
Township of Atwater	id=g:5146155
Atwood (historical)	id=g:5146156
Atwood Cove	id=g:5146157
Atwood Crossing	id=g:5146158
Atwood Dam	id=g:5146159
Atwood Lake	id=g:5146160
Atwood Lake Park	id=g:5146161
