Astakhnovo	id=g:7080483
Urochishche Kordon	id=g:7418803
Stepanovo	id=g:7418823
Brannoye	id=g:7418824
Kruttsy	id=g:7418825
Man’shino	id=g:7418844
Bobyshevo	id=g:7418845
Poptsovo	id=g:7418887
Yamnoye	id=g:7419042
Sloboda	id=g:7419045
Sinebryukhovo	id=g:7419078
Okolitsa	id=g:7419125
Tarasovo	id=g:7419158
Istomino	id=g:7419160
Chërnoye	id=g:7419161
Milyukovo	id=g:7419162
Litvinovo	id=g:7419163
Dedyurevo	id=g:7419422
Kornëvo	id=g:7419436
Maleyevo	id=g:7419450
Kosilovo	id=g:7419900
Abolonka	id=g:7420016
Stankovo	id=g:7420018
Grudinino	id=g:7420021
Machikhino	id=g:7420023
Puzanovo	id=g:7420025
Pozhar	id=g:7420027
Zaozer’ye	id=g:7420248
Ozero Glubokoye	id=g:7420253
Grebënkino	id=g:7420254
Okhonnya	id=g:7421973
Urochishche Bystryaki	id=g:7421986
Yurino	id=g:7421994
Nikolayevskoye	id=g:7421998
Demidovo	id=g:7422002
Zakharikhino	id=g:7422006
Zabelino	id=g:7422008
Timoshino	id=g:7422010
Parkovo	id=g:7422054
Bogdantsevo	id=g:7422062
Golochevo	id=g:7422158
Konstantinovo	id=g:7422159
Roslovets	id=g:7422168
Vasyukovo	id=g:7422218
Galichino	id=g:7422219
Sekhenka	id=g:7422220
Brovkino	id=g:7422221
Kobykovo	id=g:7422222
Mit’kovo	id=g:7422228
Grigorovo	id=g:7422230
Masal’skoye	id=g:7422232
Novoye	id=g:7422234
Romashi	id=g:7422237
Chizhovka	id=g:7422238
Vasilëvo	id=g:7422375
Fokino	id=g:7422514
Labodino	id=g:7422519
Vrevitsa	id=g:7422521
Petrushino	id=g:7422536
Runovo	id=g:7422537
Senetskoye	id=g:7422538
Yuntsevo	id=g:7422539
Voshurovo	id=g:7422540
Urochishche Krest	id=g:7422541
Kornashevka	id=g:7422542
Lopakovo	id=g:7423429
Bykovo	id=g:7423440
Kazarevo	id=g:7423441
Yermishenki	id=g:7423444
Savino	id=g:7423448
Luka	id=g:7423449
Drozdovo	id=g:7423461
Pochinki	id=g:7423462
Ostapovo	id=g:7423465
Izvozy	id=g:7423479
Kon’shino	id=g:7423875
Kukino	id=g:7423947
Osipovo	id=g:7423950
Podosinovets	id=g:7423951
Rybino	id=g:7423953
Maksimenki	id=g:7423954
Sherekhovo	id=g:7423955
Churilovo	id=g:7423957
Ozero Gorodno	id=g:7423988
Zaselitsa	id=g:7423989
Stoyakino	id=g:7423990
Ol’kino	id=g:7425091
Mikhalkino	id=g:7425092
Myakotino	id=g:7425093
Vorogushino	id=g:7425094
Podzaozër’ye	id=g:7425095
Ozero Strudno	id=g:7425243
Kurtsevo	id=g:7425244
Ozero Sel’tsy	id=g:7425248
Kozlovo Selo	id=g:7425249
Ozero Korostinskoye	id=g:7425251
Podsoson’ye	id=g:7425525
Sof’ino	id=g:7425708
Korostino	id=g:7425717
Urochishche Pervushino	id=g:7425720
Deryabkino	id=g:7425721
Zamosh’ye	id=g:7425748
Rovenka	id=g:7425750
Urochishche Kordon	id=g:7425768
Ozëra Cheresovkiye	id=g:7425769
Noviki	id=g:7425771
Luchki	id=g:7425850
Poddub’ye	id=g:7425890
Ozero Borovno	id=g:7425899
Svakino	id=g:7426467
Petrovskaya Sloboda	id=g:7426468
Staraya Mel’nitsa	id=g:7426471
Ovsyaniki	id=g:7426472
Ostanovochnyy Punkt 218 km	id=g:7426476
Palkino	id=g:7426489
Belivtsy	id=g:7426490
Ozero Pucheyskoye	id=g:7426491
Novotroitskoye	id=g:7426492
Bubonitsy	id=g:7426493
Kosilovo	id=g:7426494
Puplovo	id=g:7426495
Byvalitsy	id=g:7426496
Urochishche Bakalovo	id=g:7426641
L’nozavod	id=g:7426642
Ruza	id=g:7426644
Rogatkino	id=g:7426651
Rusanovo	id=g:7426653
Sukhoryane	id=g:7426657
Mishino	id=g:7426659
Buchino	id=g:7426671
Babino	id=g:7426682
Maslovo	id=g:7426685
Urochishche Lopachi	id=g:7426686
Anufriyevskaya Sloboda	id=g:7426687
Ozero Bol’shoye Odnorukovskoye	id=g:7426688
Ozero Maloye Odnorukovskoye	id=g:7426689
Chernavka	id=g:7427215
Bekino	id=g:7427224
Silkino	id=g:7427480
Antonovo	id=g:7427484
Chernyshëvo	id=g:7427520
Zharikhino	id=g:7427576
Andyukhovo	id=g:7427580
Vyrodovo	id=g:7427595
Dergachi	id=g:7427597
Malyye Izori	id=g:7427623
Migachevo	id=g:7427633
Buzakovo	id=g:7427634
Veyenka	id=g:7427641
Konishchevo	id=g:7427686
Chernavka	id=g:7427689
Urochishche Il’inskaya	id=g:7427690
Zaruby	id=g:7428054
Urochishche Noviki	id=g:7428056
Shakuty	id=g:7428057
Pereslavka	id=g:7428058
Shumilovka	id=g:7428122
Ivino	id=g:7428125
Yekaterinovka	id=g:7428127
Filippovo	id=g:7428128
Akulovo	id=g:7428129
Mostishche	id=g:7428136
Larino	id=g:7428147
Plota	id=g:7428161
Kalinkino	id=g:7428163
Kurtino	id=g:7428164
Ostanovochnyy Punkt 204 km	id=g:7428165
Chernikovo	id=g:7428166
Progress	id=g:7428168
Stantsiya Tumanovo	id=g:7428379
Beli	id=g:7428384
Kos’kovo	id=g:7428390
Novonikol’skoye	id=g:7428396
Snoski	id=g:7428401
Fedosovo	id=g:7428501
Ostashkovo	id=g:7428546
Korobeyniki	id=g:7428550
Vettsa	id=g:7428552
Shchigolevo	id=g:7428553
Savel’yevo	id=g:7428574
Vasil’yevskoye	id=g:7428651
Kotorosha	id=g:7428653
Stepaniki	id=g:7428663
Prozorovo	id=g:7428668
Malyye Podberez’ye	id=g:7428691
Beregovaya Pechishënka	id=g:7428721
Avdomovka	id=g:7428896
Valovaya	id=g:7428897
Srednyaya Griva	id=g:7428898
Cheremisy	id=g:7428899
Zhuykovtsy	id=g:7428900
Urochishche Pokosnyy Log	id=g:7428901
Pervyy Burkovskiy	id=g:7428902
Pervyy Starikovskiy	id=g:7428903
Zarechnaya	id=g:7428904
Pyshchugskiy	id=g:7428905
Kamenka	id=g:7428906
Shestovka	id=g:7428907
Garenki	id=g:7428908
Kozlovskiy	id=g:7428909
Lukinskaya	id=g:7428910
Golyata	id=g:7428911
Yarasyata	id=g:7428912
Lipovo-Kourovo	id=g:7428913
Polushkino	id=g:7428914
Zarech’ye	id=g:7428915
Kovalëvo	id=g:7428916
Pashutyata	id=g:7428917
Ivkovo	id=g:7428918
Maslenovo	id=g:7428919
Dudino	id=g:7428920
Koripino	id=g:7428921
Obukhovo	id=g:7428922
Dymkovo	id=g:7428923
Nekrasikha	id=g:7428924
Pustoshka	id=g:7428925
Skorodumovo	id=g:7428926
Medvedkovo	id=g:7428927
Shoshino	id=g:7428928
Pospekhovo	id=g:7428929
Maksimovo	id=g:7428930
Filatovo	id=g:7428931
Blinovo	id=g:7428932
Oshchepkovo	id=g:7428933
Isakovo	id=g:7428934
Vystavka	id=g:7428935
Gora	id=g:7428936
Mukhino	id=g:7428937
Shapchonki	id=g:7428938
Galanino	id=g:7428939
Andreyevo	id=g:7428940
Filino	id=g:7428941
Katushenki	id=g:7428942
Pristan’ Grobovskiy Most	id=g:7428943
Nizkaya Griva	id=g:7428944
Gladkaya Derba	id=g:7428945
Korolevo	id=g:7428946
Zhavoronki	id=g:7428947
Malinovtsy	id=g:7428948
Rogachi	id=g:7428949
Rassokha	id=g:7428950
Plelovtsy	id=g:7428951
Nosyrikha	id=g:7428952
Lukina Gora	id=g:7428953
Byakovtsy	id=g:7428954
Bol’shiye Chumy	id=g:7428955
Zamoshnikovo	id=g:7428956
Urochishche Stepanovskiy	id=g:7428957
Tyulenevo	id=g:7428958
Novyy	id=g:7428959
Vaneyevo	id=g:7428960
Zaychata	id=g:7428961
Sutyrino	id=g:7428962
Kirichata	id=g:7428963
Komovo	id=g:7428964
Kharino	id=g:7428965
Klimovo	id=g:7428966
Andrianovo	id=g:7428967
Kanayevo	id=g:7428968
Chuchino	id=g:7428969
Gromovo	id=g:7428970
Osipino	id=g:7428971
Terent’yevo	id=g:7428973
Ponomarëvo	id=g:7428974
Artem’yevo	id=g:7428975
Kasimovo	id=g:7428976
Shabashikha	id=g:7428977
Shchipitsyno	id=g:7428978
Dor	id=g:7428979
Zharovskaya	id=g:7428980
Gurino	id=g:7428981
Poygina	id=g:7428982
Bol’shaya Mokrusha	id=g:7428983
Malaya Mokrusha	id=g:7428984
Titovo	id=g:7428985
Zagotskot	id=g:7428986
Mundor	id=g:7428987
Galashevtsy	id=g:7428988
Politenki	id=g:7428989
Burkovtsy	id=g:7428990
Pazgany	id=g:7428991
Sosunova Derba	id=g:7428992
Novozhilovy	id=g:7428993
Bol’shaya Dunilikha	id=g:7428994
Malaya Dunilikha	id=g:7428995
Yegorovo	id=g:7428996
Zhil’skaya Shayma	id=g:7428997
Podvolochnaya	id=g:7428998
Yerëmino	id=g:7428999
Urochishche Shanskiy	id=g:7429000
Zaupolovnitsa	id=g:7429001
Zaupolovka	id=g:7429002
Vysokovo	id=g:7429003
Svinki	id=g:7429004
Byzovo	id=g:7429005
Konnitsa	id=g:7429006
Glazunovo	id=g:7429007
Skolepovo	id=g:7429008
Sokirino	id=g:7429009
Podvoloch’ye	id=g:7429010
Koshelëvo	id=g:7429011
Sosnovka	id=g:7429012
Khmelëvka	id=g:7429013
Dolgaya	id=g:7429014
Surnakovo	id=g:7429015
Syvorotnoye	id=g:7429016
Startsevo	id=g:7429017
Bol’shedvorka	id=g:7429018
Chumakovo	id=g:7429019
Grobovshchina	id=g:7429020
Simanovo	id=g:7429021
Pakhomkovo	id=g:7429022
Sosedkovo	id=g:7429023
Zagotzerno	id=g:7429024
Ponomarëvo	id=g:7429025
Yagodino	id=g:7429026
Potëmkino	id=g:7429027
Turkovskiy	id=g:7429028
Bol’shoye Klenovoye	id=g:7429029
Ozero Borovoye	id=g:7429030
Urochishche Afanasovo	id=g:7429031
Pristan’ Shayma	id=g:7429032
Pristan’ Khorosheye	id=g:7429033
Pristan’ Krutaya Gora	id=g:7429034
Krutaya Gora	id=g:7429035
Levino	id=g:7429036
Konnitsa	id=g:7429037
Borisyata	id=g:7429038
Prudovka	id=g:7429039
Maruyata	id=g:7429040
Ogarkovo	id=g:7429041
Ivankovo	id=g:7429042
Klyuchi	id=g:7429043
Malinovka	id=g:7429044
Bel’niki	id=g:7429045
Politovo	id=g:7429046
Yezhovo	id=g:7429047
Vochka	id=g:7429048
Krysikha	id=g:7429049
Stankovo	id=g:7429050
Vyazovichka	id=g:7429051
Chastaya	id=g:7429052
Korotenki	id=g:7429053
Bol’shaya Balakhonka	id=g:7429055
Malaya Balakhonka	id=g:7429056
Ryundyug	id=g:7429057
Yelkhovka	id=g:7429058
Mokrusha	id=g:7429059
Malinovka	id=g:7429060
Ozero Zvosskoye	id=g:7429061
Pristan’ Krasnoye	id=g:7429062
Ozero Shul’gino	id=g:7429063
Bereznyata	id=g:7429064
Ozero Popyr’yevo	id=g:7429065
Ozero Chertovo	id=g:7429066
Ozero Krasnoye	id=g:7429067
Solotukha	id=g:7429068
Medveditsa	id=g:7429069
Antropyata	id=g:7429070
Kashino	id=g:7429071
Osanikha	id=g:7429072
Urochishche Komarovo	id=g:7429073
Kekur	id=g:7429074
Strelochka	id=g:7429075
Bych’ye	id=g:7429076
Sen’kino	id=g:7429077
Zagatino	id=g:7429078
Zubakino	id=g:7429079
Mitroshino	id=g:7429080
Murav’ikha	id=g:7429081
Tarasikha	id=g:7429082
Bashkir’	id=g:7429083
Vyazovka	id=g:7429084
Urochishche Tyurino	id=g:7429085
Urochishche Tarasovskiy	id=g:7429086
Yershovtsy	id=g:7429087
Levintsy	id=g:7429088
Serednyaya	id=g:7429089
Dan’kovo	id=g:7429090
Aleksandrovtsy	id=g:7429091
Zhuravlëvtsy	id=g:7429092
Sentsy	id=g:7429093
Frolovtsy	id=g:7429094
Varvazh	id=g:7429095
Novaya	id=g:7429096
Shestidvorka	id=g:7429097
Ozero Svyatozero	id=g:7429098
Danilov	id=g:7429099
Ozero Krutaya Kur’ya	id=g:7429100
Ozero Bol’shaya Kur’ya	id=g:7429101
Pachkovitsa	id=g:7429102
Maloye Klenovoye	id=g:7429103
Zabor’ye	id=g:7429104
Gerasimov	id=g:7429105
Malyy Ryundyug	id=g:7429106
Urochishche Tarasenki	id=g:7429107
Verkhniy Ryundyug	id=g:7429108
Rasklonnoye	id=g:7429109
Gubikha	id=g:7429110
Malyy Dor	id=g:7429111
Urochishche Kochnevo	id=g:7429112
Ryzhakovo	id=g:7429113
Odegovskiy	id=g:7429114
Bystryana	id=g:7429115
Lebedishino	id=g:7429116
Pristan’ Kazhirovo	id=g:7429117
Yudino	id=g:7429118
Markovo	id=g:7429119
Lipovo	id=g:7429120
Pristan’ Maloramenskoye	id=g:7429121
Stantsiya Maloye Ramen’ye	id=g:7429122
Ozero Muravino	id=g:7429123
Ozero Pashenkovo	id=g:7429124
Urochishche Tokarëvo	id=g:7429125
Shumkovo	id=g:7429126
Ostrovskaya	id=g:7429127
Malaya Strelka	id=g:7429128
Lyamino	id=g:7429129
Bol’shoy Dor	id=g:7429130
Taganka	id=g:7429131
Sorokovyye	id=g:7429132
Boloto Sosnovoye	id=g:7429133
Zinkovka	id=g:7429134
Zinkovka	id=g:7429135
Ozero Chërnaya Kur’ya	id=g:7429136
Antropov	id=g:7429137
Pleshkovo	id=g:7429138
Urochishche Dzerzhinskiy	id=g:7429139
Khvoshchëvka	id=g:7429140
Poldnevka	id=g:7429141
Povecherka	id=g:7429142
Urochishche Mal’tsevo	id=g:7429143
Kazherovtsy	id=g:7429144
Panikhintsy	id=g:7429145
Urochishche Vasilevtsy	id=g:7429146
Urochishche Kazëntsy	id=g:7429147
Kamenka	id=g:7429148
Nikolayevtsy	id=g:7429149
Raz”yezd 46 km	id=g:7429150
Raz”yezd 42 km	id=g:7429151
Ostanovochnyy Punkt Sorokinskaya	id=g:7429152
Syrdenka	id=g:7429153
Urochishche Malinovka	id=g:7429154
Urochishche Ronzhinskiy	id=g:7429155
Novoselovtsy	id=g:7429156
Robyashi	id=g:7429157
Busygintsy	id=g:7429158
Smorodintsy	id=g:7429159
Urochishche Blinovtsy	id=g:7429160
Krasavtsy	id=g:7429161
Shil’nichata	id=g:7429162
Urochishche Kopani	id=g:7429163
Portomoyka	id=g:7429164
Shabalintsy	id=g:7429165
Stantsiya Poldnevitsa	id=g:7429166
Urochishche Olenevskiy	id=g:7429167
Urochishche Vorob’yëvskiy	id=g:7429168
Chernovskiy	id=g:7429169
Vetlikha	id=g:7429170
Zagatino	id=g:7429171
Suprotivka	id=g:7429172
Bol’shoy Shortyug	id=g:7429173
Belyantsevo	id=g:7429174
Dmitriyevskoye	id=g:7429175
Zybalovskoye	id=g:7429176
Ostanovochnyy Punkt Sosnovka	id=g:7429177
Urochishche Kordon Burdovskiy	id=g:7429178
Posëlok Dvadtsat’ Shestoy Kilometr	id=g:7429179
Durashovo	id=g:7429180
Zhigalevo	id=g:7429181
Yezhovo	id=g:7429182
Rasklonnoye	id=g:7429183
Sen’kino	id=g:7429184
Vysokovskoye	id=g:7429185
Shanga	id=g:7429186
Urochishche Konevo	id=g:7429187
Stantsiya Darovatka	id=g:7429188
Bol’shoye Darovatovskoye	id=g:7429189
Urochishche Razumovskiy	id=g:7429190
Urochishche Medvezharskiy	id=g:7429191
Urochishche Yelshinovskiy	id=g:7429192
Bol’shoye Devushkino	id=g:7429193
Rasshakhovo	id=g:7429194
Urochishche Maloye Devushkino	id=g:7429195
Razmakhnino	id=g:7429196
Cheremnoye	id=g:7429197
Urochishche Geranino	id=g:7429198
Dryablovka	id=g:7429199
Urochishche Dryablovo	id=g:7429200
Shabrikha	id=g:7429201
Kordon Cheremisskiy Volok	id=g:7429202
Cheremisskoye	id=g:7429203
Vasenevo	id=g:7429204
Urochishche Dobrovskiy	id=g:7429205
Dubovka	id=g:7429206
Urochishche Gorodok	id=g:7429207
Stantsiya Neya	id=g:7429208
Sazonovo	id=g:7429209
Nikitino	id=g:7429210
Ploskovo	id=g:7429211
Baldino	id=g:7429212
Urochishche Letkovo	id=g:7429213
Urochishche Kutarinskoye	id=g:7429214
Urochishche Semënovskoye	id=g:7429215
Sokolovskoye	id=g:7429216
Prudovka	id=g:7429217
Bystrovo	id=g:7429218
Fëdorovskiy	id=g:7429219
Fëdorovskoye	id=g:7429220
Semënovka	id=g:7429221
Khutor Garinskiy	id=g:7429222
Urochishche Garenskiy	id=g:7429223
Urochishche Tumanovskiy	id=g:7429224
Urochishche Sukhoderskiy	id=g:7429225
Tretnitsa	id=g:7429226
Berëzovaya	id=g:7429227
Sukhoderbskoye	id=g:7429228
Svoboda	id=g:7429229
Severnyy	id=g:7429230
Ostanovochnyy Punkt Severnyy	id=g:7429231
Ostanovochnyy Punkt 728 km	id=g:7429232
Ostanovochnyy Punkt 750 km	id=g:7429233
Machtovka	id=g:7429234
Suborevaya	id=g:7429235
Malaya Yakshanga	id=g:7429236
Ostanovochnyy Punkt Malaya Yakshanga	id=g:7429237
Urochishche Pustyn’ka	id=g:7429238
Voshchovka	id=g:7429239
Ozero Slepnëvo	id=g:7429240
Khmelëvka	id=g:7429241
Stantsiya Posëlok Panino	id=g:7429242
Chërnaya	id=g:7429243
Urochishche Pervomayskiy	id=g:7429244
Vysokovka	id=g:7429245
Urochishche Krutikovo	id=g:7429246
Kladovka	id=g:7429247
Krasnaya	id=g:7429248
Tukhtun	id=g:7429249
Syava	id=g:7429250
Vakhtana	id=g:7429251
Karmanovka	id=g:7429252
Stantsiya Syava	id=g:7429253
Shuravka	id=g:7429254
Pizhma	id=g:7429255
Shiminer	id=g:7429256
Mikhalitsyny	id=g:7429257
Urochishche Noviki	id=g:7429258
Pestovka	id=g:7429259
Grebenëvskaya	id=g:7429260
Urochishche Molodyye	id=g:7429261
Sychi	id=g:7429262
Zhuravli	id=g:7429263
Urochishche Isakovo	id=g:7429264
Nekrasitsa	id=g:7429265
Kovrizhnyye	id=g:7429266
Starodubtsevy	id=g:7429267
Semiprudka	id=g:7429268
Urochishche Malyye Sychi	id=g:7429269
Chibrikovskaya	id=g:7429270
Malyye Kovali	id=g:7429271
Bol’shiye Kovali	id=g:7429272
Krutaya	id=g:7429273
Urochishche Maloye Lipovo	id=g:7429274
Varzinskaya	id=g:7429275
Knyazhaya	id=g:7429276
Urochishche Malaya Varzinskaya	id=g:7429277
Noryug	id=g:7429278
Bol’shoy Noryug	id=g:7429279
Malyy Bogat’	id=g:7429280
Pchelinskaya	id=g:7429281
Urochishche Kiseli	id=g:7429282
Kislënki	id=g:7429283
Spasskaya	id=g:7429284
Bagai	id=g:7429285
Grebenëvskaya	id=g:7429286
Kholodnaya	id=g:7429287
Fermyaki	id=g:7429288
Polyaki	id=g:7429289
Yekaterinovskaya	id=g:7429290
Tsvety	id=g:7429291
Urochishche Fomikha	id=g:7429292
Salychi	id=g:7429293
Yur’yevtsy	id=g:7429294
Vorony	id=g:7429295
Malyy Kungur	id=g:7429296
Urochishche Yezhi	id=g:7429297
Yumaki	id=g:7429298
Poldnevka	id=g:7429299
Urochishche Odintsy	id=g:7429300
Urochishche Aleksandrovtsy	id=g:7429301
Urochishche Rosshakhi	id=g:7429302
Poldnevaya	id=g:7429303
Novozhily	id=g:7429304
Urochishche Baklany	id=g:7429305
Urochishche Krasnichenki	id=g:7429306
Urochishche Kovrizhnyye	id=g:7429307
Urochishche Zykovy	id=g:7429308
Urochishche Vaneyevtsy	id=g:7429309
Kiseli	id=g:7429310
Shchepintsy	id=g:7429311
Urochishche Krayevtsy	id=g:7429312
Legprom	id=g:7429313
Pykhtun’ya	id=g:7429314
Urochishche Voinskiy	id=g:7429315
Suprotivnaya	id=g:7429316
Krasnaya Polyana	id=g:7429317
Stantsiya Gostovskaya	id=g:7429318
Malyye Pervushi	id=g:7429319
Medvederino	id=g:7429320
Ostanovochnyy Punkt 773 km	id=g:7429321
Molotnikovskaya	id=g:7429322
Novyye Antropy	id=g:7429323
Staryye Antropy	id=g:7429324
Raz”yezd Krutenskiy	id=g:7429325
Bol’shaya Krutenka	id=g:7429326
Troshinskiy Vyselok	id=g:7429327
Spasena	id=g:7429328
Chernushka	id=g:7429329
Bol’shaya Osinovka	id=g:7429330
Karpushi	id=g:7429331
Kamazina Kuka	id=g:7429332
Varaksha	id=g:7429333
Krutyye Loga	id=g:7429334
Novyy Zasëlok	id=g:7429335
Krasnaya Gora	id=g:7429336
Kazënskaya	id=g:7429337
Boloto Kulikovskoye	id=g:7429338
Boloto Chistoye	id=g:7429339
Urochishche Makarovskaya	id=g:7429340
Ozero Bykovo	id=g:7429341
Ozërskoye	id=g:7429342
Neznayka	id=g:7429343
Kamenka	id=g:7429344
Lugovatka	id=g:7429345
Nekrasovskaya	id=g:7429346
Malaya Shuya	id=g:7429347
Bol’shaya Shuya	id=g:7429348
Novikovskiy	id=g:7429349
Popov	id=g:7429350
Petropavlovskiy	id=g:7429351
Novozavodskoye	id=g:7429352
Borodino	id=g:7429353
Shabalikha	id=g:7429354
Toylikha	id=g:7429355
Klyuzhino	id=g:7429356
Polubabino	id=g:7429357
Pirogovskiy	id=g:7429358
Bezymyanka	id=g:7429359
Terekhino	id=g:7429360
Zhirnovskoye Lesnichestvo	id=g:7429361
Kozhino	id=g:7429362
Rekutino	id=g:7429363
Kakshinskoye	id=g:7429364
Khaymovskiy	id=g:7429365
Senin	id=g:7429366
Bystryana	id=g:7429367
Bystryanskiy	id=g:7429368
Berëzovka	id=g:7429369
Bul’kino	id=g:7429370
Vypolzovo	id=g:7429371
Anferovo	id=g:7429372
Grishino	id=g:7429373
Severnyy	id=g:7429374
Sakharovskiy	id=g:7429375
Vypolzovskiy	id=g:7429376
Deminskiy	id=g:7429377
Gayduki	id=g:7429600
Zybikha	id=g:7429601
Podol’khi	id=g:7429602
Dubyanka	id=g:7429903
Korolëvka	id=g:7429904
Korolëvo	id=g:7429905
Zhulebinka	id=g:7429915
Boloto Chuykovskoye	id=g:7430008
Barsuki	id=g:7430364
Vykopan’	id=g:7430376
Kazarinovo	id=g:7430391
Podvyaz’ye	id=g:7430402
Sinichino	id=g:7430483
Ryzhno	id=g:7430604
Kuklinka	id=g:7430610
Novoye Murav’yevo	id=g:7430765
Orlovo	id=g:7430766
Zarubino	id=g:7430769
Steparykino	id=g:7430889
Korobovo	id=g:7430934
Rogovo	id=g:7430935
Karavayna	id=g:7431939
Opkhovitsa	id=g:7431940
Krestsy	id=g:7432884
Golovtsovo	id=g:7432885
Gorlovo	id=g:7432886
Novaya Dzheguta	id=g:7433980
Ostanovochnyy Punkt 1737 km	id=g:7433981
Ostanovochnyy Punkt 1774 km	id=g:7433982
Stantsiya Yessentuki	id=g:7433983
Ostanovochnyy Punkt 53 km	id=g:7433984
Otdeleniye Nomer Odin Sovkhoza Agronom	id=g:7434330
Greblyanskiy	id=g:7434331
Stepnoy	id=g:7434332
Polevoy Stan Kolkhoza Znamya Lenina	id=g:7434333
Ostanovochnyy Punkt 1507 km	id=g:7434334
Ostanovochnyy Punkt 21 km	id=g:7434335
Ostanovochnyy Punkt 17 km	id=g:7434336
Krivtsy	id=g:7434337
Maloye Tokarëvo	id=g:7434340
Ostanovochnyy Punkt 1379 km	id=g:7434361
Ostanovochnyy Punkt 1382 km	id=g:7434362
Ostanovochnyy Punkt 1376 km	id=g:7434363
Otdeleniye Nomer Pyat’ Sovkhoza Imeni Vil’yamsa	id=g:7434364
Malodubravnyy	id=g:7434365
Otdeleniye Nomer Tri Sovkhoza Imeni Vil’yamsa	id=g:7434366
Novorakitnyy	id=g:7434367
Otdeleniye Nomer Chetyre Sovkhoza Imeni Vil’yamsa	id=g:7434368
Vorontsovka	id=g:7434369
Rovnyy	id=g:7434370
Otdeleniye Nomer Tri Sovkhoza Azovskiy	id=g:7434371
Cheprasovskiy	id=g:7434372
Pad’ Kugeyskaya	id=g:7434373
Stantsiya Vasil’yevo-Petrovskaya	id=g:7434374
Ostanovochnyy Punkt 1386 km	id=g:7434375
Novoplatovskiy	id=g:7434376
Ptitsetovarnaya Ferma Sovkhoza Azovskiy	id=g:7434377
Solnechnyy	id=g:7434378
Ostanovochnyy Punkt 1388 km	id=g:7434379
Sovkhoz Kayal’skiy	id=g:7434380
Kayal’skiy	id=g:7434381
Detskiy Lager’ Voskhod	id=g:7434382
Lugan’	id=g:7434383
Kut	id=g:7434384
Bol’shevik	id=g:7434385
Ostanovochnyy Punkt 1401 km	id=g:7434386
Otdeleniye Nomer Dva Sovkhoza Kagal’nitskiy	id=g:7434387
Klyuchevoy	id=g:7434388
Stepnyanskiy	id=g:7434389
Ostanovochnyy Punkt 406 km	id=g:7434390
Raz”yezd Kugey	id=g:7434391
Polevoy Stan Kolkhoza Imeni Kalinina	id=g:7434392
Mezhevoy	id=g:7434393
Leskhoz Leninskiy	id=g:7434394
Polevoy Stan Kolkhoza Imeni Lenina	id=g:7434395
Ostanovochnyy Punkt 1418 km	id=g:7434396
Platonovka	id=g:7434397
Vodyanaya	id=g:7434398
Naberezhnyy	id=g:7434399
Gazopromysel Nomer Tri	id=g:7434400
Bursaki	id=g:7434401
Shevchenko	id=g:7434402
Ukrainka	id=g:7434403
Abramenkovo	id=g:7434404
Prichelbasskiy	id=g:7434405
Solnechnyy	id=g:7434406
Obraztsovyy	id=g:7434407
Vysotnyy	id=g:7434408
Zapadnyy	id=g:7434409
Popova	id=g:7434410
Prud Leninskiy	id=g:7434411
Pervomayskiy	id=g:7434412
Tikhiy	id=g:7434413
Izobil’nyy	id=g:7434414
Udarnyy	id=g:7434415
Oktyabr’skiy	id=g:7434416
Blizhniy	id=g:7434417
Motornyy	id=g:7434418
Grachёvka	id=g:7434419
Lugovoy	id=g:7434420
Zernovoy	id=g:7434421
Burdatskiy	id=g:7434422
Obil’nyy	id=g:7434423
Temp	id=g:7434424
Ostanovochnyy Punkt 1459 km	id=g:7434425
Ferma Nomer Dva Kolkhoza Imeni Kirova	id=g:7434426
Ostanovochnyy Punkt 23 km	id=g:7434427
Ostanovochnyy Punkt 33 km	id=g:7434428
Ostanovochnyy Punkt 36 km	id=g:7434429
Ostanovochnyy Punkt 1482 km	id=g:7434430
Ostanovochnyy Punkt 1477 km	id=g:7434431
Ostanovochnyy Punkt 1474 km	id=g:7434432
Ostanovochnyy Punkt 1490 km	id=g:7434433
Ostanovochnyy Punkt 1498 km	id=g:7434434
Ostanovochnyy Punkt 1501 km	id=g:7434435
Ostanovochnyy Punkt 1454 km	id=g:7434436
Molochnotovarnaya Ferma Kolkhoza Imeni Lenina	id=g:7434437
Dal’niy	id=g:7434438
Proletarskiy	id=g:7434439
Ostanovochnyy Punkt 60 km	id=g:7434440
Pridorozhnyy	id=g:7434441
Ostanovochnyy Punkt Zhёltyye Kopani	id=g:7434442
Zarya	id=g:7434443
Balka Shirokaya	id=g:7434444
Ostanovochnyy Punkt 54 km	id=g:7434445
Otdeleniye Nomer Shest’ Sovkhoza Novosergiyevskiy	id=g:7434446
Krasnaya Zarya	id=g:7434447
Storozhi Vtoryye	id=g:7434448
Pervomayskiy	id=g:7434449
Molochnotovarnaya Ferma Nomer Dva Kolkhoza Imeni Dvadtsat’ Vtorogo Parts”yezda	id=g:7434450
Molochnotovarnaya Ferma Nomer Pyat’ Kolkhoza Imeni Dvadtsat’ Vtorogo Parts”yezda	id=g:7434451
Polevoy Stan Nomer Dva Kolkhoza Bol’shevik	id=g:7434452
Naberezhnyy	id=g:7434453
Vesёlyy	id=g:7434454
Komsomol’skiy	id=g:7434455
Molochnotovarnaya Ferma Sovkhoza Komsomol’skiy	id=g:7434456
Zavety Il’icha	id=g:7434457
Znamya Kommunizma	id=g:7434458
