Kinjačka	id=g:3198146
Brdo	id=g:3239741
Kamenica	id=g:3239744
Lišanjski Vrh	id=g:3240105
Treštinovac	id=g:3240108
Kozja Jama	id=g:3240110
Slime	id=g:3240115
Željeznička Stanica Bučje-Koprivnica	id=g:3240296
Ganocin Mlin	id=g:3240299
Rinjaci	id=g:3240300
Vrtlaš	id=g:3240317
Gračinje	id=g:3240318
Ćuprelije	id=g:3240319
Zavinje	id=g:3240320
Sonog	id=g:3240321
Jagodnjača	id=g:3240322
Grbavka	id=g:3240323
Manastir Sveti Petar	id=g:3240324
Gabric Mali	id=g:3240326
Gajišta	id=g:3240327
Galicijani	id=g:3240328
Pribudovac	id=g:3240329
Sokolovac	id=g:3240330
Knježica	id=g:3240332
Jezero Petnja	id=g:3240333
Petnja	id=g:3240337
Stinjevački Potok	id=g:3240338
Kijač	id=g:3240340
Mitrova Greda	id=g:3240349
Reštak	id=g:3240353
Gladnik	id=g:3240354
Gajić	id=g:3240355
Vidulj	id=g:3240356
Gratčina	id=g:3240357
Vračanica	id=g:3240359
Šubarina Do	id=g:3240360
Cer	id=g:3240361
Krizmica	id=g:3240362
Bilavinka	id=g:3240363
Zekinac	id=g:3240364
Sadovi	id=g:3240365
Rastik	id=g:3240366
Slatina	id=g:3240367
Stajduharov Mlin	id=g:3240368
Ćosin Mlin	id=g:3240369
Ciglenik Lužanski	id=g:3240370
Džakić Mlin	id=g:3240374
Malino	id=g:3240376
Kujnik	id=g:3240377
Željeznička Stanica Lužani-Malino	id=g:3240381
Margetic Mlin	id=g:3240385
Orljavski Kanal	id=g:3240386
Mrsunja	id=g:3240387
Bubnjare	id=g:3240388
Benčića Mlin	id=g:3240389
Adrovic Mlin	id=g:3240402
Vrbice	id=g:3240407
Kasonjski Vrh	id=g:3240447
Čakovica	id=g:3240448
Improvića Vis	id=g:3240449
Slatinsko Brdo	id=g:3240450
Slatine	id=g:3240451
Ljeskovac	id=g:3240452
Grabik Dol	id=g:3240453
Duboki Potok	id=g:3240454
Željeznička Stanica Sibinj	id=g:3240455
Kikovac	id=g:3240456
Bartolovci	id=g:3240457
Sveti Luka	id=g:3240458
Veliki Dol	id=g:3240459
Javor	id=g:3240460
Kapraljevac	id=g:3240461
Tirkovac	id=g:3240464
Marinci	id=g:3240469
Željeznička Stanica Slobodnica	id=g:3240471
Bazovac	id=g:3240476
Tulek	id=g:3240482
Varoški Jelas	id=g:3240483
Mlinci	id=g:3240484
Kikovac	id=g:3240487
Kućište	id=g:3240489
Dugovac	id=g:3240490
Željeznička Stanica Stari Slatnik	id=g:3240492
Vrbak	id=g:3240495
Stupničko Brdo	id=g:3240496
Krčevine	id=g:3240497
Pavlašćak	id=g:3240498
Magovać	id=g:3240499
Radovanje	id=g:3240500
Željeznička Stanica Kutin	id=g:3240501
Željeznička Stanica Brodski Stupnik	id=g:3240504
Pavlovac	id=g:3240510
Jelik	id=g:3240517
Ukosi	id=g:3240518
Ogredak	id=g:3240519
Migalovci	id=g:3240521
Varoško Polje	id=g:3240523
Rit	id=g:3240525
Cvitkovo	id=g:3240526
Greda	id=g:3240527
Magovac	id=g:3240529
Ribnjaci Jasinje	id=g:3240531
Tukovi	id=g:3240532
Hrastić	id=g:3240533
Kanal Bistra	id=g:3240534
Begace	id=g:3240535
Rakitovac	id=g:3240536
Dragnjače	id=g:3240537
Manastir Sveta Tekla	id=g:3240538
Okrugljača	id=g:3240539
Urija	id=g:3240540
Dogavska Greda	id=g:3240541
Doga	id=g:3240542
Ribnjaska	id=g:3240543
Donje Polje	id=g:3240544
Prutina	id=g:3240545
Klasje	id=g:3240546
Širine	id=g:3240547
Topolici	id=g:3240548
Davor Kanal	id=g:3240549
Crnoglava	id=g:3240550
Davorski Bokovi	id=g:3240551
Vlakanac	id=g:3240552
Nelivo	id=g:3240553
Radinje	id=g:3240554
Kut	id=g:3240555
Orljača	id=g:3240556
Crnac Polje	id=g:3240557
Vladić	id=g:3240558
Žežnice	id=g:3240559
Madaroščak	id=g:3240560
Maglaj	id=g:3240561
Žigarovka	id=g:3240562
Podgaj	id=g:3240563
Matinska	id=g:3240566
Topolicki Jarak	id=g:3240569
Kovačevac	id=g:3240574
Osatno	id=g:3240587
Kanal Ocavska	id=g:3240598
Majka Božja	id=g:3240599
Kanal Matnik	id=g:3240600
Klanik	id=g:3240601
Pištanica	id=g:3240602
Rinovica	id=g:3240603
Ročevo	id=g:3240604
Vrutak	id=g:3240611
Štabnjak	id=g:3240612
Međice	id=g:3240613
Frtašice	id=g:3240614
Betinke	id=g:3240615
Mlake	id=g:3240616
Kanal Brusanka	id=g:3240617
Kanal Osatno	id=g:3240619
Grlići	id=g:3240621
Štivica Kanal	id=g:3240635
Markovački Potok	id=g:3240638
Erdefilj	id=g:3240641
Pivnica	id=g:3240645
Jankovac	id=g:3240648
Nove Čaire	id=g:3240649
Tepavka	id=g:3240650
Stančevac	id=g:3240651
Kobinka	id=g:3240653
Brkinac	id=g:3240654
Mlada Vodica	id=g:3240655
Mekšinac	id=g:3240659
Bulati	id=g:3240661
Petrakovi	id=g:3240662
Luke	id=g:3240663
Željeznička Stanica Staro Petrovo Selo	id=g:3240664
Ribnjak	id=g:3240670
Paklenik	id=g:3240672
Starci	id=g:3240681
Nožice	id=g:3240689
Čardak	id=g:3240690
Blaževića Dol	id=g:3240692
Dolovi	id=g:3240695
Seočina	id=g:3240696
Luke	id=g:3240698
Grabovci	id=g:3240700
Pustara	id=g:3240701
Postaja Vrbova	id=g:3240702
Grozničavac	id=g:3240703
Čotur	id=g:3240704
Velika Trešnja	id=g:3240707
Bogdonovac	id=g:3240709
Šarulje	id=g:3240710
Crnka	id=g:3240711
Zorjanka	id=g:3240712
Popovac	id=g:3240714
Jagodin Brig	id=g:3240717
Motajac	id=g:3240720
Ravnjas	id=g:3240721
Cerje	id=g:3240724
Milanovac	id=g:3240725
Orasje	id=g:3240727
Kapetanica	id=g:3240728
Galjevo	id=g:3240729
Jasika	id=g:3240731
Majdan	id=g:3240732
Bročanica	id=g:3240733
Grižićki Do	id=g:3240734
Glavić	id=g:3240736
Bratkovica	id=g:3240737
Pavino Brdo	id=g:3240738
Stumbol	id=g:3240739
Manastir Sveti Martin	id=g:3240740
Sirađe	id=g:3240741
Bazije	id=g:3240742
Trst	id=g:3240743
Dvorine	id=g:3240826
Strnje	id=g:3240827
Dragičevac	id=g:3240834
Torići	id=g:3240837
Provodi	id=g:3240840
Svinjak	id=g:3240853
Zukača	id=g:3240856
Kurjakuša	id=g:3240857
Paljevine	id=g:3240876
Jakušić	id=g:3240877
Bisera	id=g:3240878
Brekinja	id=g:3240879
Kever	id=g:3240880
Nizi	id=g:3240881
Gradčina	id=g:3240885
Bukvik	id=g:3240888
Dubrave	id=g:3240891
Jezerac	id=g:3240893
Lučica	id=g:3240894
Križevi	id=g:3240898
Poloji	id=g:3240899
Jagodnjak	id=g:3240900
Rit	id=g:3240901
Drnje	id=g:3240902
Gnojnica	id=g:3240903
Dubovac	id=g:3240904
Gredica	id=g:3240905
Poštice	id=g:3240906
Brestovci	id=g:3240907
Liskovac	id=g:3240908
Laništa	id=g:3240909
Šešljuše	id=g:3240910
Radinča	id=g:3240911
Gradina	id=g:3240912
Glava	id=g:3240913
Stormirnjak	id=g:3240914
Velišemac	id=g:3240915
Sjerkovina	id=g:3241000
Kosovo	id=g:3241004
Vojno	id=g:3241009
Branjevina	id=g:3241029
Stari Ðeram	id=g:3241036
Ovčara	id=g:3241040
Margit Polje	id=g:3241049
Mikaj Kanal	id=g:3241053
Pomoćin	id=g:3241059
Mali Korpaš	id=g:3241086
Bartolovac	id=g:3241095
Mala Branjevina	id=g:3241099
Pumpa	id=g:3241133
Urbarija	id=g:3241143
Bijele Klade	id=g:3241177
Veliki Korpas	id=g:3241178
Teočnjak	id=g:3241179
Učajak	id=g:3241192
Malice	id=g:3241229
Malice	id=g:3241231
Žberaje	id=g:3241234
Kolonija	id=g:3241241
Topolje	id=g:3241246
Bebrina Bara	id=g:3241249
Ograde	id=g:3241251
Saonica	id=g:3241253
Blata	id=g:3241254
Veliki Rastovac	id=g:3241255
Klipanovača	id=g:3241256
Savulje	id=g:3241257
Mali Rastovac	id=g:3241258
Brezovica	id=g:3241263
Jasinjice	id=g:3241266
Ajdakovo	id=g:3241267
Loža	id=g:3241268
Čvorić	id=g:3241269
Lipovci	id=g:3241270
Željeznička Stanica Dopsin	id=g:3241271
Batovica	id=g:3241272
Dobrazemlja	id=g:3241273
Kobilnjak	id=g:3241274
Dorića Stan	id=g:3241275
Morica	id=g:3241276
Lučića Stan	id=g:3241277
Jesinje	id=g:3241278
Beravica	id=g:3241279
Rit	id=g:3241280
Granice	id=g:3241281
Donja Rastovica	id=g:3241282
Gornja Rastovica	id=g:3241283
Laze	id=g:3241284
Agrokombinat Jasenje	id=g:3241286
Beravačka Greda	id=g:3241289
Ivanovac	id=g:3241290
Konjsko	id=g:3241291
Konjsko	id=g:3241293
Komarovac	id=g:3241295
Tubojka	id=g:3241296
Glavača	id=g:3241299
Veliki Koritnjak	id=g:3241300
Jelas	id=g:3241301
Dorovo	id=g:3241304
Dorovo	id=g:3241306
Crna Mlaka	id=g:3241309
Kalilo	id=g:3241313
Zmijino	id=g:3241314
Greda	id=g:3241315
Zmijino	id=g:3241316
Čakudino	id=g:3241318
Šumadin	id=g:3241320
Greda	id=g:3241321
Nožice	id=g:3241322
Orljak	id=g:3241325
Mali Lipovac	id=g:3241326
Pavina Greda	id=g:3241327
Medveđe	id=g:3241328
Jakobovac	id=g:3241329
Gubačevo	id=g:3241330
Vezovica	id=g:3241331
Jošave	id=g:3241332
Cersine	id=g:3241333
Bituljica	id=g:3241334
Ključ	id=g:3241335
Šiškovka	id=g:3241336
Krivsko Ostrvo	id=g:3241337
Kladovac	id=g:3241338
Merolino	id=g:3241339
Brkič Kanal	id=g:3241340
Sikirevačko Merolino	id=g:3241341
Gajni Vir	id=g:3241342
Stari Biđ	id=g:3241343
Trstenik	id=g:3241344
Blato	id=g:3241345
Soljak	id=g:3241348
Muško Ostrvo	id=g:3241349
Požarike	id=g:3241350
Renovica	id=g:3241353
Selište	id=g:3241354
Radljevac	id=g:3241356
Blato Biđ	id=g:3241357
Renovica	id=g:3241358
Koritnjak	id=g:3241359
Željani	id=g:3241360
Dombok	id=g:3241361
Srnjače	id=g:3241362
Mali Koritnjak	id=g:3241363
Blato Vroč	id=g:3241364
Šašno	id=g:3241365
Blato Odolnica	id=g:3241366
Kanal Kaluđer	id=g:3241367
Ada	id=g:3241368
Šurakovac	id=g:3241369
Anta-Majur	id=g:3241372
Veliki Medveš	id=g:3241373
Bokorda	id=g:3241378
Cetinje Kanal	id=g:3241404
Kamenica	id=g:3241406
Klise	id=g:3241407
Plane	id=g:3241408
Brana	id=g:3241412
Cerik	id=g:3241413
Glogovac	id=g:3241414
Gajić	id=g:3241415
Ručevo	id=g:3241424
Selinštine	id=g:3241436
Dugovac	id=g:3241443
Dugovac	id=g:3241445
Javorovac	id=g:3241446
Srednje Brdo	id=g:3241448
Gaj	id=g:3241450
Stinjevac	id=g:3241454
Babina Glava	id=g:3241455
Ravnac	id=g:3241459
Cerje	id=g:3241460
Dana	id=g:3241464
Visovci	id=g:3241467
Vrebac	id=g:3241482
Volujak	id=g:3241483
Gradina	id=g:3241484
Kesten	id=g:3241485
Manastir Sveta Petka	id=g:3241486
Ivanjića Brdo	id=g:3241487
Šišalovac	id=g:3241488
Završje	id=g:3241489
Vis	id=g:3241490
Macanovo Brdo	id=g:3241491
Jaraca	id=g:3241492
Rozinka	id=g:3241493
Prilužje	id=g:3241494
Ukosi	id=g:3241495
Gredice	id=g:3241496
Vrtlovi	id=g:3241497
Salaši	id=g:3241498
Ciglana	id=g:3241499
Dugovac	id=g:3241500
Ćirino Brdo	id=g:3241501
Obriž	id=g:3241502
Ciglane	id=g:3241503
Baruge Do	id=g:3241504
Travnik	id=g:3241505
Grabarje	id=g:3241506
Sigeci	id=g:3241507
Zečev Stan	id=g:3241508
Doljanske	id=g:3241509
Žirinjak	id=g:3241510
Kozje Trtine	id=g:3241511
Rastovica Šuma	id=g:3241512
Korenitac	id=g:3241513
Kućetine	id=g:3241514
Kasonja	id=g:3241515
Kilavica	id=g:3241516
Cikov Do	id=g:3241517
Dukinka	id=g:3241518
Glavica	id=g:3241519
Brišće	id=g:3241520
Viljenac	id=g:3241521
Donje Livade	id=g:3241522
Armani	id=g:3241523
Novine	id=g:3241524
Pološkovica	id=g:3241525
Strugovi	id=g:3241526
Veketuš	id=g:3241527
Agačinke	id=g:3241528
Prašnice	id=g:3241529
Veketuš	id=g:3241530
Dužice	id=g:3241531
Lasac	id=g:3241532
Gornje Čaire	id=g:3241533
Peškovac	id=g:3241534
Mulji	id=g:3241535
Gložđe	id=g:3241536
Krčevine	id=g:3241537
Frast	id=g:3241538
Koprivanska	id=g:3241541
Poljnac	id=g:3241542
Krnjačka Niz	id=g:3241543
Frast	id=g:3241544
Žeravinci	id=g:3241545
Gajevi	id=g:3241546
Miroševo	id=g:3241547
Grede	id=g:3241548
Ruševci	id=g:3241549
Draginjska	id=g:3241550
Novaci	id=g:3241551
Trebljuvi	id=g:3241552
Salaši	id=g:3241564
Glomač	id=g:3241565
Požarike	id=g:3241566
Pivarnica	id=g:3241567
Zgorelica	id=g:3241571
Erpedej	id=g:3241578
Tuljak	id=g:3241579
Berek	id=g:3241592
Okmanov Breg	id=g:3241596
Gadsko Polje	id=g:3241597
Cerić	id=g:3241598
Todoravača	id=g:3241599
Urija	id=g:3241600
Bjelavice	id=g:3241601
Duboki Dol	id=g:3241614
Glavnik	id=g:3241625
Surduk	id=g:3241626
Velike Livade	id=g:3241627
Paskovac	id=g:3241628
Cerik	id=g:3241629
Kozlovine	id=g:3241631
Selište	id=g:3241632
Stara Zabrana	id=g:3241633
Dišinac	id=g:3241635
Gavranovac	id=g:3241636
Okruglo	id=g:3241637
Kaluđer	id=g:3241638
Ribnjak	id=g:3241651
Budrovački Lug	id=g:3241652
Bubnjare	id=g:3241657
Dvorine	id=g:3241658
Studenjak	id=g:3241660
Javorak	id=g:3241664
Rosinac	id=g:3241816
Mala Rijeka	id=g:3241875
Bukovice	id=g:3241889
Palaušci	id=g:3241892
Pernice	id=g:3241894
Nove Čaire	id=g:3241895
Lazine	id=g:3241898
Šašišće	id=g:3241902
Baćanska	id=g:3241903
Krčevine	id=g:3241904
Bunišće	id=g:3241905
Prebojna	id=g:3241906
Jabučik	id=g:3241909
Sitno	id=g:3241911
Bodljičevo	id=g:3241915
Krčevine	id=g:3241916
Mekote	id=g:3241917
Isakuša	id=g:3241918
Gredica	id=g:3241919
Brebrenica	id=g:3241920
Rakitovac	id=g:3241921
Božanovica	id=g:3241922
Klujč	id=g:3241923
Svila Mlaka	id=g:3241924
Ðuračica	id=g:3241925
Ruščina	id=g:3241926
Greben	id=g:3241927
Lukovo	id=g:3241928
Knež	id=g:3241929
Dupljaci	id=g:3241930
Tukovi	id=g:3241931
Kujnik	id=g:3241954
Prašnice	id=g:3241956
Medinke	id=g:3241968
Kalila	id=g:3241969
Gušće	id=g:3241970
Cipale	id=g:3241973
Kanal Kamenica	id=g:3241974
Fođače	id=g:3241976
Polovnje	id=g:3241981
Veliki Čairi	id=g:3241985
Trtače	id=g:3241987
Vanjskare	id=g:3241989
Plejane	id=g:3241994
Budžaci	id=g:3241998
Sirkovine	id=g:3242002
Otari	id=g:3242003
Dilnice	id=g:3242004
Korođgrad	id=g:3242070
Držanica	id=g:3242072
Jovanovački Salaš	id=g:3242078
Zgona	id=g:3242084
Pruda	id=g:3242087
Kapetanovka	id=g:3242088
Bogdanice	id=g:3242090
Jelav	id=g:3242091
Ribnjače	id=g:3242092
Velike Čaire	id=g:3242096
Jakovala	id=g:3242113
Široko Polje	id=g:3242114
Željeznička Stanica Tenjski Antunovac	id=g:3242117
Okol	id=g:3242120
Zgona	id=g:3242121
Žute Jame	id=g:3242123
Raškovac	id=g:3242125
Bezenica	id=g:3242127
Pulinke	id=g:3242130
Mlake	id=g:3242131
Vedrik	id=g:3242133
Tribalj	id=g:3242134
Mladinovac	id=g:3242136
Prosine	id=g:3242137
Crni Potok	id=g:3242139
Lazine	id=g:3242140
Rušik	id=g:3242142
Žabnjača	id=g:3242144
Kamenica	id=g:3242146
Brđani	id=g:3242148
Luke	id=g:3242150
Bricin Bunar	id=g:3242153
Jablanovac	id=g:3242154
Orlovnjak	id=g:3242155
Rakitovci	id=g:3242156
Klenovi	id=g:3242159
Endemovo	id=g:3242169
Stari Orlovnjak	id=g:3242170
Trnci	id=g:3242171
Stari Seleš	id=g:3242172
Novi Seleš	id=g:3242175
Rudine	id=g:3242178
Britnjevača	id=g:3242179
Kurjačke Jame	id=g:3242184
Seočina	id=g:3242187
Norma	id=g:3242188
Rijeka	id=g:3242189
Gaj	id=g:3242192
Šaši	id=g:3242193
Rudine	id=g:3242194
Sadić	id=g:3242195
Ježevik	id=g:3242196
Glavica	id=g:3242197
Bučine	id=g:3242198
Željeznička Stanica Ernestinovo	id=g:3242200
Amalijino Polje	id=g:3242201
Paulin Dvor	id=g:3242202
Barski Potok	id=g:3242203
Kreketnjak	id=g:3242205
Mali Rit	id=g:3242207
Rit	id=g:3242209
Cerovac	id=g:3242210
Drinje	id=g:3242211
Sveti Luka	id=g:3242213
Srednji Lipovac	id=g:3242215
Kamenica	id=g:3242216
Stipanica	id=g:3242217
Valko Kanal	id=g:3242219
Pravulje	id=g:3242220
Dimirovac	id=g:3242222
Brodac	id=g:3242223
Kućišta	id=g:3242226
Brnjak	id=g:3242227
Bubnjare	id=g:3242228
Vrbovačko Brdo	id=g:3242231
Jezero	id=g:3242234
Topolovac	id=g:3242236
Dragoljub	id=g:3242238
Trnačani	id=g:3242240
Zgonovi	id=g:3242242
Matica	id=g:3242305
Vrbik	id=g:3242309
Tukovi	id=g:3242310
Robertovo	id=g:3242311
Kišmeal	id=g:3242313
Buban	id=g:3242316
Velika Osatina	id=g:3242320
Tukovi	id=g:3242321
Siget-Sarka	id=g:3242322
Baja Falva	id=g:3242323
Šomoret	id=g:3242324
Vendelovo	id=g:3242331
Darvaš	id=g:3242332
Ediš Falva	id=g:3242343
Kišerde	id=g:3242345
Branjevina	id=g:3242350
Malondža	id=g:3242352
Vinogradske Table	id=g:3242359
Mrkučevac	id=g:3242362
Žitna Tabla	id=g:3242364
Popova Livada	id=g:3242365
Sikirna	id=g:3242366
Kreketnjak	id=g:3242367
Mali Medveš	id=g:3242368
Nikšin Lug	id=g:3242369
Crevare	id=g:3242371
Trojak	id=g:3242376
Segedinac	id=g:3242379
Bačino	id=g:3242381
Farkaš Međa	id=g:3242387
Željeznička Stanica Markušica-Antin	id=g:3242388
Bok	id=g:3242389
Drinje	id=g:3242390
Grabanovac	id=g:3242391
Gradina	id=g:3242392
Rajnovac	id=g:3242393
Valčevo	id=g:3242394
Banovčić	id=g:3242396
Stari Čeretinci	id=g:3242398
Livadski Lug	id=g:3242400
Komarevac	id=g:3242402
Kešinačka Šuma	id=g:3242405
Široko Polje	id=g:3242408
Kneževa Dubrava	id=g:3242410
Crkvine	id=g:3242415
Rakitaš	id=g:3242416
Miljac	id=g:3242417
Tomaševci	id=g:3242451
Popova Zemlja	id=g:3242453
Željeznička Stanica Gaboš	id=g:3242460
Orašje	id=g:3242463
Kamenice	id=g:3242465
Vidraž	id=g:3242469
Blato	id=g:3242473
Lapovac	id=g:3242549
Hercegovina	id=g:3242550
Brijest	id=g:3242551
Durgutovica	id=g:3242552
Gusta Međa	id=g:3242553
Pitoma	id=g:3242554
Gaj	id=g:3242555
Selište	id=g:3242558
Taborište	id=g:3242560
Grabina	id=g:3242562
Staro Crkvište	id=g:3242875
Mokro Polje	id=g:3242877
Novo Crkvište	id=g:3243154
Palanka	id=g:3243161
Rit	id=g:3243162
Duge Njive	id=g:3243163
Vinogradi	id=g:3243164
Blato	id=g:3243196
Bazjaš	id=g:3243200
Nadiševci	id=g:3243204
Koritnjača	id=g:3243213
Staro Selo	id=g:3243218
Jezevac	id=g:3243220
Opolenac	id=g:3243223
Rakovac	id=g:3243224
Bok	id=g:3243233
Dren	id=g:3243238
Ljeskovac	id=g:3243248
Dren	id=g:3243297
Slatina	id=g:3243299
Sakatovica	id=g:3243301
Gacke Njive	id=g:3243303
Poloj	id=g:3243315
Milevci	id=g:3243316
Topola	id=g:3243317
Pajine Livade	id=g:3243319
Šašnata Bara	id=g:3243322
Orljak	id=g:3243324
Blata	id=g:3243325
Zib	id=g:3243330
Županja	id=g:3243334
Varoška	id=g:3243336
Zib	id=g:3243338
Zib Kanal	id=g:3243339
Sevno	id=g:3243340
Jelaš Bara	id=g:3243343
Sočna	id=g:3243345
Dugi Jos	id=g:3243346
Tromeđa	id=g:3243347
Remetina Rupa	id=g:3243349
Velika Kubra	id=g:3243350
Vežnjača	id=g:3243351
Sočna	id=g:3243352
Desičevo	id=g:3243353
Raščica	id=g:3243354
Ostrovac	id=g:3243355
Gornje Njive	id=g:3243356
Kanal Obla	id=g:3243357
Bistra	id=g:3243358
Dubrakovac	id=g:3243359
Žuželj	id=g:3243360
Kupina	id=g:3243362
Kupina	id=g:3243364
Vodinački Rit	id=g:3243365
Kanal Kupina-Brežnica	id=g:3243366
Nemoljkovo	id=g:3243368
Dražilovac	id=g:3243371
Velike Livade	id=g:3243379
Topolovac	id=g:3243380
Velike Njive	id=g:3243382
Granični Kanal	id=g:3243386
Bijele Njive	id=g:3243392
Obranča	id=g:3243394
Račkovica	id=g:3243395
Dugo	id=g:3243396
Orlja	id=g:3243397
Spačva	id=g:3243405
Brčkovac	id=g:3243407
Blaca	id=g:3243408
Luko	id=g:3243411
Kragunja	id=g:3243412
Sagrba	id=g:3243414
Pivničište	id=g:3243415
Dugo	id=g:3243416
Popernjak	id=g:3243418
Tuštići	id=g:3243419
Riorača	id=g:3243420
Lubovi	id=g:3243421
Brdo	id=g:3243422
Željeznička Stanica Županja	id=g:3243427
Dubrave	id=g:3243433
Kanal Bok	id=g:3243436
Istočne Kusare	id=g:3243440
Bok	id=g:3243444
Virak	id=g:3243446
Juzbašići	id=g:3243448
Vojmer	id=g:3243452
Obodni Kanal	id=g:3243454
Krivača	id=g:3243456
Tušt	id=g:3243458
Jelas Barica	id=g:3243459
Deška Bara	id=g:3243481
Viračna	id=g:3243482
Blato Jasinje	id=g:3243483
Deš	id=g:3243484
Deš Bara	id=g:3243485
Virovi	id=g:3243486
Živačine	id=g:3243487
Laze	id=g:3243488
Veliki Slavir	id=g:3243489
Leskova Greda	id=g:3243490
Crna Greda	id=g:3243491
Donkovica	id=g:3243492
Meretino	id=g:3243493
Grmovi	id=g:3243494
Lovrin Stan	id=g:3243495
Ljeskova Greda	id=g:3243496
Sječine	id=g:3243497
Dubovo	id=g:3243498
Komarevo	id=g:3243499
Jovčićev Salaš	id=g:3243500
Buzum Štitar	id=g:3243501
Staro Selo	id=g:3243502
Popova Bara	id=g:3243503
Savica	id=g:3243504
Blato	id=g:3243505
Rastovica Gaj	id=g:3243506
Spojni Kanal	id=g:3243507
Vagnjevi	id=g:3243508
Lučica	id=g:3243509
Perina Bara	id=g:3243510
Novakova Bara	id=g:3243511
Rastovič	id=g:3243512
Ćirina Bara	id=g:3243513
Ostrovac	id=g:3243514
Aćaš	id=g:3243515
Veliki Vrtlog	id=g:3243516
Prosjani	id=g:3243517
Galijašica	id=g:3243518
Tresak	id=g:3243519
Dužnice	id=g:3243520
Savulja	id=g:3243521
Džombara	id=g:3243522
Češnja	id=g:3243523
Čabalak	id=g:3243524
Janoševa Ada	id=g:3243525
Betin Dvor	id=g:3243526
Pljovare	id=g:3243527
Rit	id=g:3243528
Topolik	id=g:3243530
Batolovićeva Pusta	id=g:3243531
Šljivik	id=g:3243532
Ćelije	id=g:3243534
Ćelije	id=g:3243535
Crna Greda	id=g:3243536
Ostrovo	id=g:3243537
Bojina Bara	id=g:3243538
Berava	id=g:3243539
Silaš	id=g:3243542
Njive	id=g:3243547
Darvaš	id=g:3243549
Doman	id=g:3243566
Begliška Bara	id=g:3243567
Daljski Kanal	id=g:3243568
Trešnjeva Bara	id=g:3243569
Verinovačka Bara	id=g:3243570
Velika Lipovaca	id=g:3243574
Orašlje	id=g:3243577
Pretrž	id=g:3243579
Naske Bare	id=g:3243583
Petrovačka Mlaka	id=g:3243586
Gunja	id=g:3243587
Rečen	id=g:3243589
Labudovača	id=g:3243591
Velika Mlaka	id=g:3243593
Sinkjasta	id=g:3243594
Starčev Dol	id=g:3243598
Beravsko	id=g:3243623
Kusare	id=g:3243624
Zapadne Kusare	id=g:3243625
Mednik	id=g:3243626
Mednik	id=g:3243627
Rasadnica	id=g:3243628
Lože	id=g:3243629
Velika Uša	id=g:3243630
Laz	id=g:3243631
Mali Slavir	id=g:3243632
Bistra	id=g:3243633
Sidalija	id=g:3243634
Rajkovača	id=g:3243635
Skorotinci	id=g:3243636
Mlaka	id=g:3243637
Močila	id=g:3243638
Crna Bara	id=g:3243639
Staro Selo	id=g:3243640
Veliko Seliste	id=g:3243641
Trojaci	id=g:3243642
Selišta	id=g:3243643
Vranjevo	id=g:3243644
Bistračka Bara	id=g:3243645
Slavir	id=g:3243646
Kanal Kamenito-Bistra	id=g:3243647
Vrčano	id=g:3243648
Deševo	id=g:3243650
Požega	id=g:3243651
Gajevi	id=g:3243652
Kanal Bosut-Bistra	id=g:3243654
Stanice	id=g:3243656
Malenjive	id=g:3243657
Prekaja	id=g:3243658
Banov Dol	id=g:3243659
Poberavska Greda	id=g:3243660
Trebljevine	id=g:3243661
Lazino Brdo	id=g:3243662
Mela	id=g:3243663
Lug	id=g:3243664
Gacka	id=g:3243665
Ðombe	id=g:3243666
Metalište	id=g:3243669
Mađaros	id=g:3243675
Šomođ	id=g:3243688
Budžak	id=g:3243690
Gradina	id=g:3243691
Asađ	id=g:3243693
Novakovci	id=g:3243697
Željeznička Stanica Gradište	id=g:3243702
Vučica	id=g:3243706
Veliko Brdo	id=g:3243709
Svetkovac	id=g:3243710
Osatno	id=g:3243711
Staro Groblje	id=g:3243712
Virovci	id=g:3243713
Jošava	id=g:3243714
Mala Bistra	id=g:3243715
Čunjevci	id=g:3243716
Zakota	id=g:3243717
Mlaka	id=g:3243718
Željeznička Stanica Ostrovo	id=g:3243725
Željeznička Stanica Otok	id=g:3243726
Vidraš	id=g:3243727
Velike Njive	id=g:3243728
Ludara	id=g:3243729
Lovakovci	id=g:3243730
Lovakovica	id=g:3243731
Žagrovci	id=g:3243732
Selište	id=g:3243733
Krč	id=g:3243734
Andraševo	id=g:3243735
Komarevci	id=g:3243736
Jelje	id=g:3243738
Tvrdno	id=g:3243739
Šiševac	id=g:3243740
Višnjevci	id=g:3243741
Grabovci	id=g:3243742
Zagrađe	id=g:3243745
Kanal Bitulja	id=g:3243747
Blato	id=g:3243748
Ovčak	id=g:3243749
Žankovac	id=g:3243750
Yakobovci	id=g:3243751
Poloj	id=g:3243753
Željeznička Stanica Cerna	id=g:3243754
Bratačevi	id=g:3243757
Vezovac	id=g:3243758
Fabrički Gaj	id=g:3243759
Stara Sela	id=g:3243760
Željeznička Stanica Nuštar	id=g:3243761
Topola	id=g:3243762
Berešinci	id=g:3243764
Bereš	id=g:3243765
Zidina	id=g:3243769
Grdovica	id=g:3243771
Ervenica	id=g:3243772
Ervenica	id=g:3243773
Krasinovci	id=g:3243774
Grede	id=g:3243775
Debela Međa	id=g:3243776
Željeznička Stanica Privlaka	id=g:3243777
Gajići	id=g:3243778
Željeznička Stanica Bršadin	id=g:3243779
Grabići	id=g:3243780
Golubovac	id=g:3243781
Mačva	id=g:3243782
Keveždin	id=g:3243783
Lončarski Poloj	id=g:3243784
Panšjak	id=g:3243785
