Hakau Fusipala	id=g:4032647
Sazak	id=g:301416
Sazağası	id=g:301417
Sayören	id=g:301418
Sayrakçı	id=g:301419
Sayoba	id=g:301420
Saylakkaya	id=g:301421
Saylak	id=g:301422
Sayıler	id=g:301423
Sayık	id=g:301424
Sayca	id=g:301425
Sayca	id=g:301426
Sayarlar	id=g:301427
Sayacık	id=g:301428
Say	id=g:301429
Savur Çayı	id=g:301430
Savur	id=g:301431
Savulca	id=g:301432
Savuk	id=g:301433
Soğucak	id=g:301434
Savrun Çayı	id=g:301435
Savranlı	id=g:301436
Savran	id=g:301437
Savköy	id=g:301438
Yuvalı	id=g:301439
Şavi	id=g:301440
Savcun	id=g:301441
Savcıllı	id=g:301442
Savcılımeryemkaşı	id=g:301443
Savcılıkurtlu	id=g:301444
Savcılıebeyıt	id=g:301445
Savcılı	id=g:301446
Savcılar	id=g:301447
Savcıbey	id=g:301448
Saltaş	id=g:301449
Savcak	id=g:301450
Kayacık	id=g:301451
Savaştepe Gümrük Karakolu	id=g:301452
Savaştepe	id=g:301453
Savaşköy	id=g:301454
Savaşköy	id=g:301455
Savaş	id=g:301456
Savacık	id=g:301457
Satsivrisi	id=g:301458
Satranoz Yaylası	id=g:301459
Şatoş	id=g:301460
Şatos	id=g:301461
Taşdam	id=g:301462
Şatıryayla Damları	id=g:301463
Şatıruşağı	id=g:301464
Şatıroğlu	id=g:301465
Şatırlı	id=g:301466
Şatırlar	id=g:301467
Şatırlar	id=g:301468
Şatırlar	id=g:301469
Şatırhüyüğü	id=g:301470
Şatır	id=g:301471
Satılmışoğlu	id=g:301472
Satılmış	id=g:301473
Konducak	id=g:301474
Cüzdamı	id=g:301475
Yaylabaşı	id=g:301476
Satıcılar	id=g:301477
Satıbey	id=g:301478
Satı	id=g:301479
Satı	id=g:301480
Satansarı	id=g:301481
Şataksuyu	id=g:301482
Sason	id=g:301483
Sası	id=g:301484
Şaşalsuyu	id=g:301485
Sasallı	id=g:301486
Şaşal	id=g:301487
Sasa Dağı	id=g:301488
Sasa	id=g:301489
Şaryeri	id=g:301490
Salördek	id=g:301491
Saruhanlı	id=g:301492
Saruhanlar	id=g:301493
Saruhan	id=g:301494
Sartmustafa	id=g:301495
Sartmahmut	id=g:301496
Sarsap İstasyonu	id=g:301497
Sarsap Dere	id=g:301498
Yazyağmuru	id=g:301499
Çağlar	id=g:301500
Sarpkaya	id=g:301501
Sarpıncık	id=g:301502
Sarpınağzı	id=g:301503
Doğanoğlu	id=g:301504
Port Sikia	id=g:301505
Sarp Dağı	id=g:301506
Savrun Deresi	id=g:301507
Gora Sarnych	id=g:301508
Sarnıçtepe Karakolu	id=g:301509
Sarnıçköy	id=g:301510
Sarnıç Dağı	id=g:301511
Sarnıç	id=g:301512
Sarnıçköy	id=g:301513
Sarnıç	id=g:301514
Konaklı	id=g:301515
Sarniçköy	id=g:301516
Sarnıç	id=g:301517
Sarnıçköy	id=g:301518
Sarnıçköy	id=g:301519
Sarnıç	id=g:301520
Sarnıç	id=g:301521
Düzce	id=g:301522
Sarnıç	id=g:301523
Şarnaz Dere	id=g:301524
Sarmısaklı Suyu	id=g:301525
Sarmısaklı Barajı	id=g:301526
Sarmısak	id=g:301527
Sarmaşık	id=g:301528
Sarmansuyu	id=g:301529
Sarmakaya	id=g:301530
Sarmaç	id=g:301531
Sarma	id=g:301532
Şarlak	id=g:301533
Sarköy	id=g:301534
Şarklı	id=g:301535
Şarklı	id=g:301536
Şarkışla	id=g:301537
Servet	id=g:301538
Şarkîkaraağaç	id=g:301539
Sharkikhyrsyzat	id=g:301540
Şarkiayrancı	id=g:301541
Şarkaya	id=g:301542
Tekederesi	id=g:301543
Sarka	id=g:301544
Sarız Çayı	id=g:301545
Sarız	id=g:301546
Sarıyusuf	id=g:301547
Sarıyurt	id=g:301548
Sarıyer Dağı	id=g:301549
Sarıyer	id=g:301550
Sarıyazı	id=g:301551
Sarıyayla	id=g:301552
Sarıyayla	id=g:301553
Sarıyatak	id=g:301554
Sarıyatak	id=g:301555
Sarıyar	id=g:301556
Sarıyar	id=g:301557
Sarıyar	id=g:301558
Sarıyaprak	id=g:301559
Sarıyaprak	id=g:301560
Sarıyaprak	id=g:301561
Sarıyaprak	id=g:301562
Sarıyaprak	id=g:301563
Sarıyakup	id=g:301564
Sarıyaka	id=g:301565
Sarıyahşi	id=g:301566
Sarıveliler	id=g:301567
Sarıveli	id=g:301568
Sarıveli	id=g:301569
Sarıvadi	id=g:301570
Sarıtosun	id=g:301571
Sarıtoprak	id=g:301572
Sarıtopallı	id=g:301573
Sarıtepe	id=g:301574
Sarı Tepe	id=g:301575
Sarıtekke	id=g:301576
Sarıtaşdamı	id=g:301577
Sarıtaş	id=g:301578
Sarıtaş	id=g:301579
Sarıtanışmanlı	id=g:301580
Sarıt	id=g:301581
Sarısu Çayı	id=g:301582
Sarısu	id=g:301583
Sarısu	id=g:301584
Sansu Deresi	id=g:301585
Sarısu	id=g:301586
Sarısu	id=g:301587
Sarısöğüt	id=g:301588
Sarısipahiler	id=g:301589
Sarısığırlı	id=g:301590
Sarıseyitli	id=g:301591
Sarıseki Dağı	id=g:301592
Sarıseki	id=g:301593
Sarıseki	id=g:301594
Sarısaltık	id=g:301595
Sarıpınar	id=g:301596
Sarıpınar	id=g:301597
Sarıpınar	id=g:301598
Sarıpınar	id=g:301599
Sarıpınar	id=g:301600
Sarıözbataklığı	id=g:301601
Sarıöz	id=g:301602
Sarıova	id=g:301603
Sarıot Gölü	id=g:301604
Sarıot	id=g:301605
Sarıot	id=g:301606
Sarıömerli	id=g:301607
Sarıöküz	id=g:301608
Sarıoğlan	id=g:301609
Sarıada	id=g:301610
Sarıoba	id=g:301611
Sarınınören	id=g:301612
Sarıncık	id=g:301613
Sarincik	id=g:301614
Sarımustafalar	id=g:301615
Sarımsaklı İstasyonu	id=g:301616
Sarımsak Dağı	id=g:301617
Sarımsak Dağı	id=g:301618
Sarımollalı	id=g:301619
Sarımehmetli	id=g:301620
Sarımehmet	id=g:301621
Sarım Çayı	id=g:301622
Sarımbey	id=g:301623
Sarımazı	id=g:301624
Sarıma Tepesi	id=g:301625
Sarımahmutlu	id=g:301626
Sarımağara	id=g:301627
Sarım	id=g:301628
Sarılı	id=g:301629
Sarılar	id=g:301630
Sarılar	id=g:301631
Sarılar	id=g:301632
Sarılar	id=g:301633
Sarılar	id=g:301634
Sarılar	id=g:301635
Sarılar	id=g:301636
Sarılar	id=g:301637
Sarılar	id=g:301638
Sarılar	id=g:301639
Sarılar	id=g:301640
Sarılar	id=g:301641
Sarıl	id=g:301642
Sarıkuşak	id=g:301643
Sarıkuş	id=g:301644
Sarıkürklü	id=g:301645
Sarıküplü	id=g:301646
Şarikşan Dağı	id=g:301647
Sarıköy	id=g:301648
Sarı	id=g:301649
Sarıköy	id=g:301650
Sarıköy	id=g:301651
Bayatlı	id=g:301652
Sarıköy	id=g:301653
Sarıköy	id=g:301654
Sarıköy	id=g:301655
Sarıköy	id=g:301656
Sarıköy	id=g:301657
Sarıköy	id=g:301658
Sarıkonak	id=g:301659
Sarıkonak	id=g:301660
Sarıkom Dağı	id=g:301661
Sarıkoç	id=g:301662
Sarıkoç	id=g:301663
Sarıkoç	id=g:301664
Sarıkız	id=g:301665
Sarıkız	id=g:301666
Sarıkent	id=g:301667
Sarıkemer	id=g:301668
Sarıkeçili	id=g:301669
Sarıkaya Tepesi	id=g:301670
Sarıkaya	id=g:301671
Sarıkaya	id=g:301672
Sarıkaya	id=g:301673
Sarıkaya	id=g:301674
Sarıkaya	id=g:301675
Sarıkaya	id=g:301676
Sarıkaya	id=g:301677
Sarıkaya	id=g:301678
Sarıkaya	id=g:301679
Sarıkaya	id=g:301680
Sarıkaya	id=g:301681
Sarıkaya	id=g:301682
Sarıkaya	id=g:301683
Sarıkaya	id=g:301684
Sarıkaya	id=g:301685
Sarıkaya	id=g:301686
Sarıkaya	id=g:301687
Sarıkaya	id=g:301688
Sarıkaya	id=g:301689
Sarıkaya	id=g:301690
Sarıkaya	id=g:301691
Sarıkaya	id=g:301692
Sarıkavakçalı	id=g:301693
Sarıkavak	id=g:301694
Sarıkavak	id=g:301695
Sarıkavak	id=g:301696
Sarıkavak	id=g:301697
Sarıkavak	id=g:301698
Sarıkavak	id=g:301699
Sarıkavak	id=g:301700
Sarıkatlar	id=g:301701
Sarıkaşık	id=g:301702
Sarıkaraman	id=g:301703
Sergenli	id=g:301704
Sarıkamış	id=g:301705
Sarıkamış	id=g:301706
Sarıkadı	id=g:301707
Sarıidris Deresi	id=g:301708
Sarıidris	id=g:301709
Sarıhüyük Tepe	id=g:301710
Sarıhüyük	id=g:301711
Sarıhıdır	id=g:301712
Sarıhasanlı	id=g:301713
Sarıhasan	id=g:301714
Sarıharman	id=g:301715
Sarıharman	id=g:301716
Sarıhan	id=g:301717
Sarıhamzalı	id=g:301718
Sarıhamzalı	id=g:301719
Sarıhalliler	id=g:301720
Sarıhalil	id=g:301721
Sarıhacılı	id=g:301722
Sarıhacılı	id=g:301723
Sarıhacılar	id=g:301724
Sarıhacı	id=g:301725
Sarıhacı	id=g:301726
Sarıgüzel	id=g:301727
Sarıgüney	id=g:301728
Sarıgüney	id=g:301729
Sarıgöl	id=g:301730
Sarıgöl	id=g:301731
Sarıfatma	id=g:301732
Sarıfakılar	id=g:301733
Sarıdoğan	id=g:301734
Sarı Dere	id=g:301735
Sarı Dere	id=g:301736
Sarıdayı	id=g:301737
Sarıdavut	id=g:301738
Sarıdana Deresi	id=g:301739
Sarıdana	id=g:301740
Sarıdana	id=g:301741
Sarıdana	id=g:301742
Sarıdal	id=g:301743
Sarı Dağ	id=g:301744
Sarıdağ	id=g:301745
Sarı Dağ	id=g:301746
Sarıçukur	id=g:301747
Sarıçubuk	id=g:301748
Sarıçoban Yaylası	id=g:301749
Sarıçoban	id=g:301750
Sarıçınar Dağı	id=g:301751
Sarıçimen	id=g:301752
Sarıçiçek Yaylası	id=g:301753
Sarıçiçek Düzü	id=g:301754
Sarıçiçek Dağı	id=g:301755
Sarıçiçek	id=g:301756
Sarıçiçek	id=g:301757
Sarıçiçek	id=g:301758
Sarıçayır	id=g:301759
Sarı Çay	id=g:301760
Sarı Çay	id=g:301761
Sarıçavuş	id=g:301762
Sarıcasu	id=g:301763
Sarıcaova	id=g:301764
Sarıcaova	id=g:301765
Sarıcan	id=g:301766
Sarıcan	id=g:301767
Sarıçam	id=g:301768
Sarıçam	id=g:301769
Sarıçam	id=g:301770
Sarıçalı	id=g:301771
Sarıcalar	id=g:301772
Sarıcalar	id=g:301773
Sarıcailyas	id=g:301774
Sarıcabük	id=g:301775
Sarıca	id=g:301776
Sarıca	id=g:301777
Sarıca	id=g:301778
Sarıca	id=g:301779
Sarıca	id=g:301780
Sarıç	id=g:301781
Sarı Burun	id=g:301782
Sarıbulak Dağları	id=g:301783
Sarıbük	id=g:301784
Sarıbuğday	id=g:301785
Sarıbuğday	id=g:301786
Sarıbudak	id=g:301787
Sarıbıyık	id=g:301788
Sarıbeyli	id=g:301789
Sarıbeyler	id=g:301790
Sarıbey	id=g:301791
Sarıbelen	id=g:301792
Sarıbayır	id=g:301793
Sarıbaşak	id=g:301794
Sarıbaşak	id=g:301795
Sarıbalta	id=g:301796
Arak	id=g:301797
Sarıbahçe	id=g:301798
Sarıbaba	id=g:301799
Sarıaydın	id=g:301800
Sarıayak	id=g:301801
Sarıaliler	id=g:301802
Sarıalan	id=g:301803
Sarıalan	id=g:301804
Sarıalan	id=g:301805
Sarıağıl	id=g:301806
Sarıağıl	id=g:301807
Sarıağaç Tepe	id=g:301808
Sarıağaç	id=g:301809
Sarıabat	id=g:301810
Sarıtaş	id=g:301811
Sarhoş Çay	id=g:301812
Şar Harabesi	id=g:301813
Sarhanlar	id=g:301814
Sarhan	id=g:301815
Sarhan	id=g:301816
Şarge	id=g:301817
Sargaç	id=g:301818
Sardeğirmen	id=g:301819
Şar Dağı	id=g:301820
Sarayözü	id=g:301821
Sarayova	id=g:301822
Sarayören	id=g:301823
Sarayönü	id=g:301824
Saraymağara	id=g:301825
Sarayköy	id=g:301826
Sarayköy	id=g:301827
Sarayköy	id=g:301828
Saraykent	id=g:301829
Saraydüzü	id=g:301830
Saray Dere	id=g:301831
Saraycık Yaylası	id=g:301832
Saraycık Deresi	id=g:301833
Saraycık Dağı	id=g:301834
Saraycık	id=g:301835
Saraycık	id=g:301836
Saraycık	id=g:301837
Saraycık	id=g:301838
Saraycık	id=g:301839
Saraycık	id=g:301840
Saraycık	id=g:301841
Saraycık	id=g:301842
Saraycık	id=g:301843
Saraycık	id=g:301844
Saraycık	id=g:301845
Saraycık	id=g:301846
Saraycık	id=g:301847
Saraycık	id=g:301848
Saraycık	id=g:301849
Sarayboğazı	id=g:301850
Saraybahçe	id=g:301851
Sarayköy	id=g:301852
Saray	id=g:301853
Saray	id=g:301854
Saray	id=g:301855
Saray	id=g:301856
Saray	id=g:301857
Saray	id=g:301858
Saratlı	id=g:301859
Şaraptul	id=g:301860
Şaraphane	id=g:301861
Saralıalaca	id=g:301862
Saraf	id=g:301863
Saraçoğlu	id=g:301864
Saraçlı	id=g:301865
Saraçlar	id=g:301866
Saraçlar	id=g:301867
Saraçlar	id=g:301868
Saraçlar	id=g:301869
Saraççeşmesi	id=g:301870
Saraç	id=g:301871
Saraç	id=g:301872
Saraç	id=g:301873
Şar	id=g:301874
Saptıran İstasyonu	id=g:301875
Saptıran	id=g:301876
Şapsal Dağı	id=g:301877
Sapne	id=g:301878
Karagedik	id=g:301879
Sapmaz	id=g:301880
Şapköy	id=g:301881
Şaphane Dağı	id=g:301882
Şaphane Dağı	id=g:301883
Şaphane	id=g:301884
Şap Dağı	id=g:301885
Şapçılar	id=g:301886
Şapçıdede	id=g:301887
Şapçı	id=g:301888
Şapçı	id=g:301889
Şapçı	id=g:301890
Sapanlı	id=g:301891
Sapandere	id=g:301892
Sapancılar	id=g:301893
Sapanca	id=g:301894
Sapanca	id=g:301895
Sapakonak	id=g:301896
Sapadere	id=g:301897
Sapaca Boğazı	id=g:301898
Sapaca	id=g:301899
Sap	id=g:301900
Sansar Tepesi	id=g:301901
Sansa	id=g:301902
Sanlıca	id=g:301903
Sanlıca	id=g:301904
Sanlı	id=g:301905
Şanlı	id=g:301906
Eğrikavak	id=g:301907
Sandıklıovası	id=g:301908
Sandıklı İstasyonu	id=g:301909
Sandıklı	id=g:301910
Sandıklı	id=g:301911
Sandıkdere Tepesi	id=g:301912
Sandık	id=g:301913
Sandı	id=g:301914
Sandal Deresi	id=g:301915
Sandal Dağı	id=g:301916
Sandal	id=g:301917
Sandal	id=g:301918
San Dagh	id=g:301919
Sancarlı	id=g:301920
Sancar	id=g:301921
Sancar	id=g:301922
Sancak Tepesi	id=g:301923
Sancaktar	id=g:301924
Sancaklıiğdecik	id=g:301925
Sancaklıboz	id=g:301926
Sancaklı	id=g:301927
Sancaklı	id=g:301928
Sancak Burnu	id=g:301929
Sancak Burnu	id=g:301930
Sancak Burnu	id=g:301931
Sancak	id=g:301932
Sancak	id=g:301933
Sancar	id=g:301934
Sancak	id=g:301935
Sanaksı	id=g:301936
Uran	id=g:301937
Samurlu	id=g:301938
Samur Dağı	id=g:301939
Samuk Yaylası	id=g:301940
Şam Tepesi	id=g:301941
Samsun Dağı	id=g:301942
Samsat	id=g:301943
Samsam Yaylası	id=g:301944
Samsam Gölü	id=g:301945
Samrık	id=g:301946
Samra	id=g:301947
Şampaşakaraderbendi	id=g:301948
Şampaşa	id=g:301949
Sampas	id=g:301950
Sammezraası	id=g:301952
Şamlı	id=g:301953
Şamlar Dağı	id=g:301954
Şamlar	id=g:301955
Şamili	id=g:301956
Sametli	id=g:301957
Şamdağı	id=g:301958
Şam Dağı	id=g:301959
Şam Dağı	id=g:301960
Şambayat	id=g:301961
Şambayadı	id=g:301962
Samayıl Yaylası	id=g:301963
Samatlar	id=g:301964
Samat	id=g:301965
Şamar	id=g:301966
Samantı Çayı	id=g:301967
Samanpazarı	id=g:301968
Samanlık Deresi	id=g:301969
Samanlık	id=g:301970
Samanlık	id=g:301971
Samanlı	id=g:301972
Samanlı	id=g:301973
Samankaya	id=g:301974
Samandağı	id=g:301975
Samançay	id=g:301976
Saman	id=g:301977
Saman	id=g:301978
Samaki	id=g:301979
Samailli	id=g:301980
Mollauşağı	id=g:301981
Samağır	id=g:301982
Şama Dağı	id=g:301983
Sam	id=g:301984
Salyamaç	id=g:301985
Aktaş	id=g:301986
Koyunuşağı	id=g:301987
Karaçavuş	id=g:301988
Salurkörtül Yaylası	id=g:301989
Salur	id=g:301990
Salur	id=g:301991
Salur	id=g:301992
Salur	id=g:301993
Salur	id=g:301994
Salur	id=g:301995
Salur	id=g:301996
Salur	id=g:301997
Salur	id=g:301998
Salur	id=g:301999
Saluca	id=g:302000
Saluca	id=g:302001
Saltık	id=g:302002
Saltepe	id=g:302003
Saltaş	id=g:302004
Kanires	id=g:302005
Salmanuşağı	id=g:302006
Salmanlı	id=g:302007
Salmanlı	id=g:302008
Salmanlar	id=g:302009
Salmanılgını	id=g:302010
Salmanfakılı	id=g:302011
Salmanbeyli	id=g:302012
Salman	id=g:302013
Salman	id=g:302014
Salmanköy	id=g:302015
Sallucahalilküllük	id=g:302016
Şallıuşağı	id=g:302017
Sallykuyu	id=g:302018
Sallıdere	id=g:302019
Sallıca	id=g:302020
Sallar	id=g:302021
Doğankaya	id=g:302022
Salkonak	id=g:302023
Salkoma	id=g:302024
Salkımözü	id=g:302025
Salkımlı	id=g:302026
Salkımbağı	id=g:302027
Salkım	id=g:302028
Salkım	id=g:302029
Salkım	id=g:302030
Salkaya	id=g:302031
Salır Dağı	id=g:302032
Salır Dağı	id=g:302033
Salur	id=g:302034
Salur	id=g:302035
Salip	id=g:302036
Salıncak	id=g:302037
Şalıköy	id=g:302038
Salikân	id=g:302039
Salkiye	id=g:302040
Salihli	id=g:302041
Salihli	id=g:302042
Salihli	id=g:302043
Salihli	id=g:302044
Salihler	id=g:302045
Salihler	id=g:302046
Salihler	id=g:302047
Salihler	id=g:302048
Salihiye	id=g:302049
Salihiye	id=g:302050
Salih Adası	id=g:302051
Şalıgöl	id=g:302052
Salıcık	id=g:302053
Karatepe	id=g:302054
Salhane İstasyonu	id=g:302055
Salhane	id=g:302056
Şalgam	id=g:302057
Salekan	id=g:302058
Sal Deresi	id=g:302059
Yazılı	id=g:302060
Salda Gölü	id=g:302061
Salbüs Dağı	id=g:302062
Salbaş	id=g:302063
Salavatlı	id=g:302064
Salavan Dağı	id=g:302065
Salat Çayı	id=g:302066
Meskan	id=g:302067
Salarıgödeler	id=g:302068
Salar	id=g:302069
Şalap Tepesi	id=g:302070
Köklü	id=g:302071
Salam Deresi	id=g:302072
Salahattin	id=g:302073
Boyundere	id=g:302074
Sala Deresi	id=g:302075
Sala	id=g:302076
Sakyatar	id=g:302077
Sakyatan	id=g:302078
Şakulyan	id=g:302079
Şakşak Tepe	id=g:302080
Şakşakpınar	id=g:302081
Şakşak Dağı	id=g:302082
Şakşak	id=g:302083
Şakşak	id=g:302084
Şakorat Dağı	id=g:302085
Erikdere	id=g:302086
Saklıca	id=g:302087
Saklıca	id=g:302088
Saklı	id=g:302089
Saklı	id=g:302091
Saklı	id=g:302092
Şaklat	id=g:302093
Saklar	id=g:302094
Sakkulak	id=g:302095
Sakıztepe	id=g:302096
Sakız Limanı	id=g:302097
Sakızlık	id=g:302098
Sakızlı	id=g:302099
Sakızköy	id=g:302100
Sakızçukuru	id=g:302101
Sakızcılar	id=g:302102
Sakızburnu	id=g:302103
Sakız	id=g:302104
Sakız	id=g:302105
Şakirpaşa İstasyonu	id=g:302106
Sakırga	id=g:302107
Şakir	id=g:302108
Sakçagöze	id=g:302109
Şakbur	id=g:302110
Sakavi	id=g:302111
Sakasor	id=g:302112
Sakaryayla Dağı	id=g:302113
Sakarya	id=g:302114
Sakar Tepesi	id=g:302115
Sakar Tepe	id=g:302116
Sakar Tepe	id=g:302117
Sakarkaya	id=g:302118
Sakarkaya	id=g:302119
Sakarkaya	id=g:302120
Sakar Dağı	id=g:302121
Sakar Dağı	id=g:302122
Sakar Dağı	id=g:302123
Sakar Dağı	id=g:302124
Sakarçiftliği	id=g:302125
Sakar	id=g:302126
Sakaören	id=g:302127
Sakaoğlu	id=g:302128
Sakaltutan Deresi	id=g:302129
Sakaltutan Mountain	id=g:302130
Sakaltutan Dağı	id=g:302131
Sakaltutan Dağı	id=g:302132
Sakaltutan	id=g:302133
Sakaltutan	id=g:302134
Sakalsızlar	id=g:302135
Sakallı	id=g:302136
Sakızlı	id=g:302137
Sakalıkesik	id=g:302138
Sakalar	id=g:302139
Pınarköy	id=g:302140
Gora Sasa	id=g:302141
Sakaçiftliği	id=g:302142
Sakabaşı	id=g:302143
Razvaliny Sak	id=g:302144
Saithalimpaşa	id=g:302145
Saipler	id=g:302146
Saipbeyli	id=g:302147
Saip	id=g:302148
Saimekadın	id=g:302149
Saimbeyli	id=g:302150
Şahyar	id=g:302151
Vito	id=g:302152
Şahverdi	id=g:302153
Şahverdi	id=g:302154
Şahverdi	id=g:302155
Şahverdi	id=g:302156
Şahverdi	id=g:302157
Şahvelet Dağları	id=g:302158
Şahveled Dağı	id=g:302159
Bahçe	id=g:302160
Sahrik	id=g:302161
Sahrat	id=g:302162
Şahören	id=g:302163
Ergeçidi	id=g:302164
Çağlar	id=g:302165
Topraktepe	id=g:302166
Şahnaderesi	id=g:302167
Şahna	id=g:302168
Şahna	id=g:302169
Şahmurlu	id=g:302170
Şahmuratlı	id=g:302171
Şahmeran Tepe	id=g:302172
Düzcealan	id=g:302173
Şahmelik	id=g:302174
Şahmelik	id=g:302175
Şahmelek	id=g:302176
Şahme Dağı	id=g:302177
Shakhmanis	id=g:302178
Şahkuli	id=g:302179
Şahitler	id=g:302180
Şahintepe	id=g:302181
Şahintepe	id=g:302182
Şahin Tepe	id=g:302183
Şahin Tepe	id=g:302184
Şahinoğlu	id=g:302185
Şahinlik Tepe	id=g:302186
Şahinler	id=g:302187
Şahinler	id=g:302188
Şahinler	id=g:302189
Şahinler	id=g:302190
Şahinkaya Tepe	id=g:302191
Şahinkaya	id=g:302192
Şahinkaya	id=g:302193
Şahinkalesi Tepesi	id=g:302194
Şahinefendi	id=g:302195
Şahindere	id=g:302196
Şahin Burnu	id=g:302197
Şahinbeyler	id=g:302198
Şahinbey	id=g:302199
Şahinali	id=g:302200
Şahinağa	id=g:302201
Şahin	id=g:302202
Şahi	id=g:302203
Şahgeldi	id=g:302204
Şahdan	id=g:302205
Doyumlu	id=g:302206
Şahbey	id=g:302207
Şahaplı	id=g:302208
Şahap Deresi	id=g:302209
Şahabettin	id=g:302210
Şagur Dağı	id=g:302211
Yalımlı	id=g:302212
Sağrılı	id=g:302213
Sağrıca	id=g:302214
Sağrakçı	id=g:302215
Sağona	id=g:302216
Ardıç	id=g:302217
Sağman	id=g:302218
Sağmal	id=g:302219
Sağlıksuyu	id=g:302220
Sağlık Ovası	id=g:302221
Sağlıklı	id=g:302222
Sağlık İstasyonu	id=g:302223
Sağlıkdağı Tepesi	id=g:302224
Sağlık	id=g:302225
Sağlık	id=g:302226
Sağlık	id=g:302227
Sağlıca	id=g:302228
Sağlarca	id=g:302229
Sağkaya	id=g:302230
Sağırtaşfengi	id=g:302231
Sağırtaş	id=g:302232
Sağırsu	id=g:302233
Sağırpaşa	id=g:302234
Sağıroğlu	id=g:302235
Sağırlar	id=g:302236
Sağırlar	id=g:302237
Sağırlar	id=g:302238
Sağırköy	id=g:302239
Sağirkazanlı	id=g:302240
Sağırkaya	id=g:302241
Sağırkavak	id=g:302242
Sağırkavak	id=g:302243
Sağırini Çayı	id=g:302244
Sağınlı	id=g:302245
Seyfan	id=g:302246
Şağıluşağı	id=g:302247
Sağgöze	id=g:302248
Sağdıç	id=g:302249
Sağ Dere	id=g:302250
Sağ Çarşamba Kanalı	id=g:302251
Safranti Dağı	id=g:302252
Seferuşağı	id=g:302253
Safiyan	id=g:302254
Safalı	id=g:302255
Şafaktepe	id=g:302256
Safa	id=g:302257
Saf	id=g:302258
Şadiyan	id=g:302259
Sadıroğlu	id=g:302260
Sadinan	id=g:302261
Sadıklı	id=g:302262
Sadıklı	id=g:302263
Sadıklı	id=g:302264
Sandıklar	id=g:302265
Sadıklar	id=g:302266
Sadıkkırı	id=g:302267
Sadıkhacı	id=g:302268
Sadıkbey	id=g:302269
Sadıkbey	id=g:302270
Sadıkbağı	id=g:302271
Zeyrek	id=g:302272
Sadık	id=g:302273
Sadık	id=g:302274
Sadi	id=g:302275
Kaldırım	id=g:302276
Sadettin	id=g:302277
Sadaklı	id=g:302278
Sadaklar	id=g:302279
Şadak	id=g:302280
Sada	id=g:302281
Saçlık	id=g:302282
Saçlı	id=g:302283
Saçlı	id=g:302284
Taşhelvası	id=g:302285
Saçıkara	id=g:302286
Sacık	id=g:302287
Saçayak	id=g:302288
Saçayağı	id=g:302289
Saçayağı	id=g:302290
Saçan	id=g:302291
Saçaklı	id=g:302292
Saçaklı	id=g:302293
Saçak Dağı	id=g:302294
Sabunsuyu	id=g:302295
Sabunsatan	id=g:302297
Sabunlu Mutayran	id=g:302298
Sabunlar	id=g:302299
Sabuncupınar İstasyonu	id=g:302300
Sabuncu	id=g:302301
Sabuncu	id=g:302302
Şable	id=g:302303
Şabla Dağı	id=g:302304
Sabkânlı	id=g:302305
Sabırtaşı	id=g:302306
Sabırlı	id=g:302307
Sabık	id=g:302308
Yaylayeri	id=g:302309
Şabaplı	id=g:302310
Şabanözü	id=g:302311
Şabanlı	id=g:302312
Şabanlı	id=g:302313
Sabanlı	id=g:302314
Şabanlar	id=g:302315
Saban Dağı	id=g:302316
Sabancı	id=g:302317
Sabanca	id=g:302318
Şabanbaba Tepesi	id=g:302319
Şaban	id=g:302320
Şaban	id=g:302321
Sabak	id=g:302322
Saatli	id=g:302323
Saadet	id=g:302324
Rüzgâr Tepe	id=g:302325
Rüzgârlı	id=g:302326
Rüstemgedik	id=g:302327
Ruslar	id=g:302328
Rumdüğün	id=g:302329
Yediyol	id=g:302330
Albaroş	id=g:302331
Rubayik	id=g:302332
Yan	id=g:302333
Urussuyu	id=g:302334
Ropin	id=g:302335
Rızvan	id=g:302336
Rizi	id=g:302337
Rızapaşa	id=g:302338
Riz	id=g:302339
Ordulu	id=g:302340
Rindali	id=g:302341
Tapık	id=g:302342
Rıfkiye	id=g:302343
Rifatiye	id=g:302344
Karadağ	id=g:302345
Riclek	id=g:302346
Riçkân	id=g:302347
Anıtçınar	id=g:302348
Rhodes Channel	id=g:302349
Rezük	id=g:302350
Yatacan	id=g:302351
Esence	id=g:302352
Rezi Dağı	id=g:302353
Rezi	id=g:302354
Reyhanlı	id=g:302355
Resuluşağı	id=g:302356
Resüloğlu	id=g:302357
Resuller	id=g:302358
Resullar	id=g:302359
Resul Dağı	id=g:302360
Resülbaba Tepe	id=g:302361
Resulanis	id=g:302362
Resulan	id=g:302363
Resul	id=g:302364
Resmelcubun	id=g:302365
Barındır	id=g:302366
Resil	id=g:302367
Sahbı	id=g:302368
Karabağ	id=g:302369
Reşedaran	id=g:302370
Reşariye	id=g:302371
Reşan	id=g:302372
Şahgeldi	id=g:302373
Demirölçek	id=g:302374
Engin	id=g:302375
Reşadiye Yarımadası	id=g:302376
Chatalia Bay	id=g:302377
Reşadiye İskelesi	id=g:302378
Reşadiye Çiftliği	id=g:302379
Reşadiye	id=g:302380
Reşadiye	id=g:302381
Reşadiye	id=g:302382
Reşadiye	id=g:302383
Reşadiye	id=g:302384
Reşadiye	id=g:302385
Reşadiye	id=g:302386
Reşadiye	id=g:302387
Yayman	id=g:302389
Reşadiye	id=g:302390
Reşadiye	id=g:302391
