Beji	id=g:6388519
Ci Gintung	id=g:6401271
Dusunwage	id=g:6401272
Dusunpahing	id=g:6401273
Dusunpon	id=g:6401274
Dusunkliwon	id=g:6401275
Dusunmanis	id=g:6401276
Mangunjaya	id=g:6401277
Manguntapa	id=g:6401278
Cipedang	id=g:6401279
Bukit Karangmoncol	id=g:6401280
Ci Keusik	id=g:6401281
Ci Paniis	id=g:6401282
Ci Pakeleran	id=g:6401283
Margawardana	id=g:6401284
Margasetra	id=g:6401285
Dayeuh	id=g:6401286
Karangmunggaran	id=g:6401287
Cigugur	id=g:6401288
Margaraharja	id=g:6401289
Karanganyar	id=g:6401290
Ci Peteng	id=g:6401291
Dusunkliwon	id=g:6401292
Cikole	id=g:6401293
Dusun Empat	id=g:6401294
Tegalkoneng	id=g:6401295
Cikiyong	id=g:6401296
Dusun Kliwon	id=g:6401297
Dusunwage	id=g:6401298
Dusunpon	id=g:6401299
Dusunmanis	id=g:6401300
Situ Sipariuk	id=g:6401301
Pasir Congcor	id=g:6401302
Gunung Bandolangit	id=g:6401303
Bukit Surupan	id=g:6401304
Ci Kere	id=g:6401305
Dukuhlebak	id=g:6401306
Pasir Pujangga	id=g:6401307
Dusunpahing	id=g:6401308
Binaloka	id=g:6401309
Binalestari	id=g:6401310
Binabakti	id=g:6401311
Telaga Ciceram	id=g:6401312
Binawarga	id=g:6401313
Pamijen	id=g:6401314
Binakarya	id=g:6401315
Pakuncen	id=g:6401316
Telaga Nilam	id=g:6401317
Jatigedogan	id=g:6401318
Ci Pecek	id=g:6401319
Mandala	id=g:6401320
Susukanlebak	id=g:6401321
Karangsari	id=g:6401322
Ciborelang	id=g:6401323
Ci Kedungkawung	id=g:6401324
Gunung Pokang	id=g:6401325
Telaga Tespong	id=g:6401326
Margamukti	id=g:6401327
Margahayu	id=g:6401328
Blokdesa	id=g:6401329
Ci Dulang	id=g:6401330
Cirendang	id=g:6401331
Baligo Kidul	id=g:6401332
Baligo Kaler	id=g:6401333
Heuleut	id=g:6401334
Telaga Nila	id=g:6401335
Acra	id=g:6401336
Ci Bingcarung	id=g:6401337
Cinyokot	id=g:6401338
Linggajaya	id=g:6401339
Tarikolot	id=g:6401340
Lampitbiru	id=g:6401341
Kukulu	id=g:6401342
Ciloa	id=g:6401343
Gunung Lampitbiru	id=g:6401344
Cibodas	id=g:6401345
Gunung Pakuwon	id=g:6401346
Pengkolan Kidul	id=g:6401347
Ci Beber	id=g:6401348
Loji	id=g:6401349
Ci Rendang	id=g:6401350
Gerembel	id=g:6401351
Pesantren	id=g:6401352
Dusun Dua	id=g:6401353
Dusun Satu	id=g:6401354
Ciliwaton	id=g:6401355
Dusun Dua	id=g:6401356
Dusun Satu	id=g:6401357
Dusun Lima	id=g:6401358
Dusun Tiga	id=g:6401359
Dusun Empat	id=g:6401360
Desa Payung	id=g:6401361
Rumamadin	id=g:6401362
Saketi Wetan	id=g:6401363
Desa Sampora	id=g:6401364
Cileuweung	id=g:6401365
Arumwangi	id=g:6401366
Sabandar	id=g:6401367
Telaga Herang	id=g:6401368
Tegalsari	id=g:6401369
Mekarsari	id=g:6401370
Sindangwangi	id=g:6401371
Sireng	id=g:6401372
Tegal	id=g:6401373
Ci Borongsong	id=g:6401374
Ciborongsong	id=g:6401375
Gunung Laya	id=g:6401376
Mertasela	id=g:6401377
Lokapraja	id=g:6401378
Tirtawana	id=g:6401379
Pasir Pamutih	id=g:6401380
Gunung Detik	id=g:6401381
Gunung Mayung	id=g:6401382
Gunung Malang	id=g:6401383
Gunung Larang	id=g:6401384
Pasirayu	id=g:6401385
Gunung Cendana	id=g:6401386
Gunung Pading	id=g:6401387
Gunung Palasari	id=g:6401388
Desa Wanasaba Kidul	id=g:6401389
Gunung Guhawalet	id=g:6401390
Gunung Kawahburung	id=g:6401391
Gunung Kebunjukut	id=g:6401392
Gunung Manik	id=g:6401393
Gunung Cebakreundeut	id=g:6401394
Ci Samaya	id=g:6401395
Gunung Ciseureuh	id=g:6401396
Gunung Sarang	id=g:6401397
Saluran Irigasi Telagaherang	id=g:6401398
Dukuhpasir	id=g:6401399
Malarhayu	id=g:6401400
Badakdua	id=g:6401401
Secatuhu	id=g:6401402
Kahuripan	id=g:6401403
Telaga Ayakan	id=g:6401404
Puspasari	id=g:6401405
Agungsari	id=g:6401406
Purbasari	id=g:6401407
Ci Ayakan	id=g:6401408
Desa Kepunduhan	id=g:6401409
Pasir Ketuk	id=g:6401410
Ci Kurutug	id=g:6401411
Pasir Titisara	id=g:6401412
Ci Tamiang	id=g:6401413
Dusun Tiga	id=g:6401414
Dusun Dua	id=g:6401415
Dusun Satu	id=g:6401416
Jatisari	id=g:6401417
Dusunpahing	id=g:6401418
Dusunkliwon	id=g:6401419
Dusunpon	id=g:6401420
Dusunwage	id=g:6401421
Pandai	id=g:6401422
Dusunmanis	id=g:6401423
Sigebray	id=g:6401424
Dusunmanis	id=g:6401425
Dusunpon	id=g:6401426
Karanganyar	id=g:6401427
Parenca	id=g:6401428
Dusunwage	id=g:6401429
Berok	id=g:6401430
Dusunpahing	id=g:6401431
Dusun Satu	id=g:6401432
Ci Kepel	id=g:6401433
Ci Babakan	id=g:6401434
Dusun Dua	id=g:6401435
Dusun Tiga	id=g:6401436
Dusun Satu	id=g:6401437
Jagaguna	id=g:6401438
Endangjumaga	id=g:6401439
Bangunsari	id=g:6401440
Dusun Satu	id=g:6401441
Dusun Dua	id=g:6401442
Bukit Goong	id=g:6401443
Ragasakti	id=g:6401444
Dusunkliwon	id=g:6401445
Dusunpon	id=g:6401446
Dusunwage	id=g:6401447
Ci Purut	id=g:6401448
Pasir Munjul	id=g:6401449
Cinangsi Satu	id=g:6401450
Cinangsi Dua	id=g:6401451
Telaga Wasiat	id=g:6401452
Ci Pereng	id=g:6401453
Dusunpon	id=g:6401454
Dusunpahing	id=g:6401455
Dusunwage	id=g:6401456
Dusunmanis	id=g:6401457
Dusun Dua	id=g:6401458
Dusunpahing	id=g:6401459
Dusunmanis	id=g:6401460
Dusunkliwon	id=g:6401461
Kramat	id=g:6401462
Pahajen Satu	id=g:6401463
Babakan	id=g:6401464
Pesantren	id=g:6401465
Dusunpahing	id=g:6401466
Dusunwage	id=g:6401467
Dusunmanis	id=g:6401468
Dusunpahing	id=g:6401469
Dusunpon	id=g:6401470
Kali Lingga	id=g:6401471
Dusunkliwon	id=g:6401472
Dusunkliwon	id=g:6401473
Dusunmanis	id=g:6401474
Dusunwage	id=g:6401475
Dusunpon	id=g:6401476
Wage	id=g:6401477
Dusunkliwon	id=g:6401478
Babakan	id=g:6401479
Pasirekek	id=g:6401480
Pahing	id=g:6401481
Dusunmanis	id=g:6401482
Ci Pangsor	id=g:6401483
Sempong	id=g:6401484
Bojongneros	id=g:6401485
Dusunpon	id=g:6401486
Dusunwage	id=g:6401487
Pasawahan	id=g:6401488
Kecamatan Pasawahan	id=g:6401489
Kecamatan Mandirancan	id=g:6401490
Ci Manglit	id=g:6401491
Pamijen	id=g:6401492
Sinapeh	id=g:6401493
Cibeduk	id=g:6401494
Ci Jonior	id=g:6401495
Ci Koneng	id=g:6401496
Ci Kamuning	id=g:6401497
Ci Buyukan	id=g:6401498
Campuan	id=g:6401499
Desa Sukamulya	id=g:6401500
Desa Pasiripis	id=g:6401501
Desa Babajurang	id=g:6401502
Desa Panyingkiran	id=g:6401503
Desa Biyawak	id=g:6401504
Desa Jatitujuh	id=g:6401505
Desa Jatitengah	id=g:6401506
Desa Randegan Kulon	id=g:6401507
Desa Beber	id=g:6401508
Desa Beber	id=g:6401509
Desa Kertasari	id=g:6401510
Desa Cibogor	id=g:6401511
Desa Panongan	id=g:6401512
Desa Jatisura	id=g:6401513
Desa Surawangi	id=g:6401514
Desa Jatiwangi	id=g:6401515
Desa Pasirmalati	id=g:6401516
Desa Balida	id=g:6401517
Desa Mandapa	id=g:6401518
Desa Baturuyuk	id=g:6401519
Desa Mekarsari	id=g:6401520
Desa Sukawana	id=g:6401521
Desa Kertawinangun	id=g:6401522
Desa Babakan	id=g:6401523
Desa Palasah	id=g:6401524
Desa Sukamulya	id=g:6401525
Desa Kudangwangi	id=g:6401526
Desa Pakubeureum	id=g:6401527
Desa Genteng	id=g:6401528
Desa Karangsambung	id=g:6401529
Desa Pagandon	id=g:6401530
Desa Babakananyar	id=g:6401531
Desa Keboncau	id=g:6401532
Desa Gandu	id=g:6401533
Desa Sinarjati	id=g:6401534
Desa Burujul Kulon	id=g:6401535
Desa Bantarjati Lor	id=g:6401536
Desa Kertasari	id=g:6401537
Desa Kertajati	id=g:6401538
Desa Pasindangan	id=g:6401539
Desa Karanganyar	id=g:6401540
Desa Salawana	id=g:6401541
Nanjungmulya	id=g:6401542
Laksanakarya	id=g:6401543
Sidamukti	id=g:6401544
Rawa Surapago	id=g:6401545
Cipinang	id=g:6401546
Rawa Kulampok	id=g:6401547
Rawa Tambakan	id=g:6401548
Ci Emberewek	id=g:6401549
Ci Pelita	id=g:6401550
Ci Anggarahan	id=g:6401551
Cipaku	id=g:6401552
Babakanceneng	id=g:6401553
Saluran Simadara	id=g:6401554
Ci Bulus	id=g:6401555
Ci Panglay	id=g:6401556
Kedawung	id=g:6401557
Rawa Cicabe	id=g:6401558
Kopi	id=g:6401559
Sukakerta	id=g:6401560
Padasuka	id=g:6401561
Ci Duwet	id=g:6401562
Ci Kutu	id=g:6401563
Cimencal	id=g:6401564
Sukaresmi	id=g:6401565
Ci Bolerang	id=g:6401566
Rawa Telik	id=g:6401567
Rebo	id=g:6401568
Kliwon	id=g:6401569
Panyingkiran	id=g:6401570
Cidempet	id=g:6401571
Saluran Irigasi Cipelang	id=g:6401572
Pasantren	id=g:6401573
Jatitengah	id=g:6401574
Putridalem	id=g:6401575
Bojongseler	id=g:6401576
Kaputren	id=g:6401577
Saluyu	id=g:6401578
Jetis	id=g:6401579
Kampungmalang	id=g:6401580
Kalunta	id=g:6401581
Bojongbanteng	id=g:6401582
Klewih	id=g:6401583
Karanganyar	id=g:6401584
Panjalin	id=g:6401585
Biyawak	id=g:6401586
Ci Wahangan	id=g:6401587
Buahdua	id=g:6401588
Rawa Citamiang	id=g:6401589
Pejatenmas	id=g:6401590
Sukasari	id=g:6401591
Kertasari	id=g:6401592
Kecamatan Kertajati	id=g:6401593
Mereja	id=g:6401594
Ci Cuyu	id=g:6401595
Ci Kasungka	id=g:6401596
Asemnunggal	id=g:6401597
Tegalkoneng	id=g:6401598
Cintakarya	id=g:6401599
Rawa Cimaneuh	id=g:6401600
Saluran Nyandam	id=g:6401601
Ci Pinang	id=g:6401602
Pamengkang	id=g:6401603
Ci Duit	id=g:6401604
Pulo	id=g:6401605
Ci Jago	id=g:6401606
Bojonggunem	id=g:6401607
Bendung Rentang	id=g:6401608
Bojongdanu	id=g:6401609
Rentang	id=g:6401610
Rentangindah	id=g:6401611
Saluran Irigasi Sindupraja	id=g:6401612
Beber	id=g:6401613
Alfalah	id=g:6401614
Mekarbakti	id=g:6401615
Kalijaya	id=g:6401616
Mekarjaya	id=g:6401617
Saluran Calingcing	id=g:6401618
Saluran Citrahong	id=g:6401619
Ci Kujang	id=g:6401620
Rancabolang	id=g:6401621
Sindang	id=g:6401622
Hegarmanah	id=g:6401623
Kertajati	id=g:6401624
Rawa Jawura	id=g:6401625
Sukabungah	id=g:6401626
Ci Pari	id=g:6401627
Sukamanah	id=g:6401628
Sukamelang	id=g:6401629
Sukamaju	id=g:6401630
Cuyu	id=g:6401631
Cibogor Utara	id=g:6401632
Cibogor	id=g:6401633
Kertalaya	id=g:6401634
Kertasari	id=g:6401635
Saluran Irigasi Bedeng	id=g:6401636
Ci Pari	id=g:6401637
Cibogor Selatan	id=g:6401638
Ci Basale	id=g:6401639
Karanganyar Dua	id=g:6401640
Karanganyar	id=g:6401641
Saluran Tinggar	id=g:6401642
Saluran Longok	id=g:6401643
Kali Cuyu	id=g:6401644
Ci Beureumhuni	id=g:6401645
Ci Anjing	id=g:6401646
Jemah	id=g:6401647
Saluran Enam Belas Bau	id=g:6401648
Jagreug	id=g:6401649
Ci Buwer	id=g:6401650
Tanjung	id=g:6401651
Desa	id=g:6401652
Ci Kukulung	id=g:6401653
Karanganyar Satu	id=g:6401654
Kampek	id=g:6401655
Ci Bogor	id=g:6401656
Pilang	id=g:6401657
Ci Kepuh	id=g:6401658
Ci Cadas	id=g:6401659
Malati	id=g:6401660
Weningsari	id=g:6401661
Saluran Irigasi Cilutung Barat	id=g:6401662
Perewah	id=g:6401663
Saluran Cianjing	id=g:6401664
Pasir	id=g:6401665
Cikurpait	id=g:6401666
Antranaya	id=g:6401667
Palasah	id=g:6401668
Palasari	id=g:6401669
Ci Bihbul	id=g:6401670
Ci Soge	id=g:6401671
Jagawana	id=g:6401672
Wesel	id=g:6401673
Saluran Minar	id=g:6401674
Saluran Kisalu	id=g:6401675
Bangawanburung	id=g:6401676
Pasir	id=g:6401677
Ci Bulu	id=g:6401678
Surawangi	id=g:6401679
Jatiwangi	id=g:6401680
Saluran Irigasi Cilutung Timur	id=g:6401681
Saluran Irigasi Ketos	id=g:6401682
Ci Balida	id=g:6401683
Leuweungbata	id=g:6401684
Cambay	id=g:6401685
Cibeureum	id=g:6401686
Saluran Panadahan	id=g:6401687
Borojol	id=g:6401688
Lapangsari	id=g:6401689
Panadahan	id=g:6401690
Cilengkep	id=g:6401691
Ci Lamaran	id=g:6401692
Sukaratu	id=g:6401693
Ci Haur	id=g:6401694
Cimahi	id=g:6401695
Ci Gabusan	id=g:6401696
Kulinyar	id=g:6401697
Pangumbahan	id=g:6401698
Ci Murutud	id=g:6401699
Balida Satu	id=g:6401700
Balida Dua	id=g:6401701
Balida Tiga	id=g:6401702
Mandapa	id=g:6401703
Bado	id=g:6401704
Baturuyuk Dua	id=g:6401705
Ci Lengkrang	id=g:6401706
Ci Pinang	id=g:6401707
Ci Mohok	id=g:6401708
Pajagan	id=g:6401709
Ci Nancang	id=g:6401710
Cibogo	id=g:6401711
Ciwalur	id=g:6401712
Baturuyuk	id=g:6401713
Karyasari	id=g:6401714
Baturuyuk Satu	id=g:6401715
Ci Garut	id=g:6401716
Pos	id=g:6401717
Leuwipanas	id=g:6401718
Ci Hangseur	id=g:6401719
Ci Grojogan	id=g:6401720
Ci Panawuan	id=g:6401721
Ci Beusi	id=g:6401722
Ci Deres	id=g:6401723
Ci Kasarung	id=g:6401724
Pasir	id=g:6401725
Ci Nininini	id=g:6401726
Ci Nanggerang	id=g:6401727
Pasir Tengah	id=g:6401728
Sukawangi	id=g:6401729
Wanahayu	id=g:6401730
Bandrek	id=g:6401731
Ci Kosambian	id=g:6401732
Kosambian	id=g:6401733
Pasir Wetan	id=g:6401734
Ci Bubul	id=g:6401735
Kosambi Wetan	id=g:6401736
Balerante	id=g:6401737
Ngalambang	id=g:6401738
Karangsambung	id=g:6401739
Bojongpagandon	id=g:6401740
Pagandon	id=g:6401741
Minangsari	id=g:6401742
Werasari	id=g:6401743
Pajagan	id=g:6401744
Babakanindah	id=g:6401745
Ci Binuang	id=g:6401746
Sukasari	id=g:6401747
Gunungsari	id=g:6401748
Cibadak	id=g:6401749
Ciporang	id=g:6401750
Ci Porang	id=g:6401751
Cipinang	id=g:6401752
Cinancang	id=g:6401753
Burujul Wetan	id=g:6401754
Desa Jatimulya	id=g:6401755
Desa Loyang	id=g:6401756
Desa Amis	id=g:6401757
Desa Jatisura	id=g:6401758
Desa Tunggulpayung	id=g:6401759
Kali Ledeng	id=g:6401760
Desa Rancasari	id=g:6401761
Desa Mulyasari	id=g:6401762
Desa Sukamulya	id=g:6401763
Desa Pilangsari	id=g:6401764
Desa Jatiraga	id=g:6401765
Desa Sukakerta	id=g:6401766
Kecamatan Jatitujuh	id=g:6401767
Klawu	id=g:6401768
Lengek Dua	id=g:6401769
Lengek Satu	id=g:6401770
Ci Lendot	id=g:6401771
Kombo Satu	id=g:6401772
Pedati Satu	id=g:6401773
Cidadap	id=g:6401774
Dusun Empat	id=g:6401775
Karangdawa Timur	id=g:6401776
Kali Deling	id=g:6401777
Jambak Satu	id=g:6401778
Rawa Baregbeg	id=g:6401779
Jambak Tiga	id=g:6401780
Jambak Empat	id=g:6401781
Tugu A	id=g:6401782
Rancasepat	id=g:6401783
Pelem	id=g:6401784
Wanakerta	id=g:6401785
Tugu C	id=g:6401786
Dusun Tiga	id=g:6401787
Rawa Sasakkelapa	id=g:6401788
Dusun Satu	id=g:6401789
Dusun Dua	id=g:6401790
Jatisura B	id=g:6401791
Jatisura C	id=g:6401792
Kali Mati	id=g:6401793
Cirakit	id=g:6401794
Karanganyar	id=g:6401795
Jatimunggul Dua	id=g:6401796
Rawa Terisi	id=g:6401797
Rawa Balik	id=g:6401798
Kali Jarong	id=g:6401799
Karanglayap	id=g:6401800
Amis Dua	id=g:6401801
Amis Tiga	id=g:6401802
Amis Enam	id=g:6401803
Amis Lima	id=g:6401804
Amis Satu	id=g:6401805
Ci Tempel	id=g:6401806
Rawa Babajurang	id=g:6401807
Kali Bolang	id=g:6401808
Jatisura A	id=g:6401809
Dusun Empat	id=g:6401810
Loyang Satu	id=g:6401811
Cipelaka Barat	id=g:6401812
Cipelaka Timur	id=g:6401813
Rancasari	id=g:6401814
Bloktelar	id=g:6401815
Karba	id=g:6401816
Kali Asinan	id=g:6401817
Telagadua	id=g:6401818
Cijalak	id=g:6401819
Loyang Dua	id=g:6401820
Loyang Tiga	id=g:6401821
Kadawung	id=g:6401822
Sambilancang	id=g:6401823
Ci Bolerang	id=g:6401824
Kali Bugis	id=g:6401825
Kali Beras	id=g:6401826
Rawa Citempel	id=g:6401827
Ci Bubul	id=g:6401828
Rawa Bedahan	id=g:6401829
Kali Kepuh	id=g:6401830
Rawa Ayunayunan	id=g:6401831
Kali Kalenkloang	id=g:6401832
Rawa Cirakit	id=g:6401833
Balokguyang	id=g:6401834
Rawa Sinang	id=g:6401835
Ci Karasak	id=g:6401836
Sonokeling	id=g:6401837
Rawa Sonokeling	id=g:6401838
Rawa Nyesel	id=g:6401839
Kali Susukan	id=g:6401840
Sabtu	id=g:6401841
Rawa Cicadas	id=g:6401842
Ci Sahang	id=g:6401843
Kamis	id=g:6401844
Rawa Kedungkuwu	id=g:6401845
Ci Kawung	id=g:6401846
Rawa Sarakadongdong	id=g:6401847
Rawa Carewuh	id=g:6401848
Minggu	id=g:6401849
Jumat	id=g:6401850
Senin	id=g:6401851
Selasa	id=g:6401852
Rabu	id=g:6401853
Desa Malangsari	id=g:6401854
Desa Tegalgirang	id=g:6401855
Desa Wanasari	id=g:6401856
Desa Lajer	id=g:6401857
Desa Mekarsari	id=g:6401858
Desa Tukdana	id=g:6401859
Desa Karangkerta	id=g:6401860
Desa Kerticala	id=g:6401861
Desa Cangko	id=g:6401862
Desa Pagedangan	id=g:6401863
Desa Sukadana	id=g:6401864
Desa Sukaperna	id=g:6401865
Desa Karanggetas	id=g:6401866
Desa Pilangsari	id=g:6401867
Desa Sukalila	id=g:6401868
Desa Sukawera	id=g:6401869
Desa Kliwed	id=g:6401870
Desa Kertasemaya	id=g:6401871
Desa Tenajar Kidul	id=g:6401872
Desa Tenajar	id=g:6401873
Desa Jengkok	id=g:6401874
Desa Tulungagung	id=g:6401875
Desa Cadangpinggan	id=g:6401876
Desa Gua Lor	id=g:6401877
Desa Jatianom	id=g:6401878
Desa Bangodua	id=g:6401879
Desa Beduyut	id=g:6401880
Desa Tersana	id=g:6401881
Desa Sukagumiwang	id=g:6401882
Desa Gunungsari	id=g:6401883
Desa Bondan	id=g:6401884
Desa Rancajawat	id=g:6401885
Desa Gadel	id=g:6401886
Desa Sumber Kulon	id=g:6401887
Desa Sumber Wetan	id=g:6401888
Desa Bodas	id=g:6401889
Desa Cibeber	id=g:6401890
Desa Luwungkencana	id=g:6401891
Desa Ujunggebang	id=g:6401892
Desa Bunder	id=g:6401893
Kecamatan Kertasemaya	id=g:6401894
Kecamatan Bangodua	id=g:6401895
Bangsa	id=g:6401896
Malangsari	id=g:6401897
Beran	id=g:6401898
Kail Dutamati	id=g:6401899
Tegalgirang	id=g:6401900
Barat	id=g:6401901
Maja	id=g:6401902
Kerut	id=g:6401903
Grojogan	id=g:6401904
Bojongmlati	id=g:6401905
Moncol	id=g:6401906
Dusun Tiga	id=g:6401907
Dusun Dua	id=g:6401908
Dusun Satu	id=g:6401909
Cilamaran	id=g:6401910
Darung	id=g:6401911
Sondol	id=g:6401912
Cilengkung	id=g:6401913
Blok Desa	id=g:6401914
Jangleng	id=g:6401915
Blok Tengah	id=g:6401916
Bojongmlati	id=g:6401917
Blok Balaidesa	id=g:6401918
Balaidesa	id=g:6401919
Como	id=g:6401920
Kali Kerut	id=g:6401921
Karangmancal	id=g:6401922
Cangkrung	id=g:6401923
Raso	id=g:6401924
Mulyasari	id=g:6401925
Ci Rancabunga	id=g:6401926
Kali Suci	id=g:6401927
Tumaritis	id=g:6401928
Blok Masjid	id=g:6401929
Blok Desa	id=g:6401930
Bojong	id=g:6401931
Blokdesa	id=g:6401932
Dusun Tiga	id=g:6401933
Kembang	id=g:6401934
Cilamaran	id=g:6401935
Dusun Dua	id=g:6401936
Dusun Satu	id=g:6401937
Soga	id=g:6401938
Tanjung	id=g:6401939
Laban	id=g:6401940
Karanganyar	id=g:6401941
Kerupak	id=g:6401942
Sukamukti	id=g:6401943
Sukabakti	id=g:6401944
Sukajaya	id=g:6401945
Sukadarma	id=g:6401946
Kali Penarikan	id=g:6401947
Sukamenak	id=g:6401948
Sukarame	id=g:6401949
Sukajadi	id=g:6401950
Kali Luwungsemut	id=g:6401951
Karangmoncol	id=g:6401952
Tengah	id=g:6401953
Pesantren	id=g:6401954
Tumbakmacan	id=g:6401955
Pemengkang Satu	id=g:6401956
Bongodua Satu	id=g:6401957
Pemengkang Dua	id=g:6401958
Bangodua Dua	id=g:6401959
Puloracak	id=g:6401960
Buyutakim	id=g:6401961
Gudang	id=g:6401962
Kepuh	id=g:6401963
Blokdesa	id=g:6401964
Jengkok Dua	id=g:6401965
Jengkok Satu	id=g:6401966
Kali Kepuh	id=g:6401967
Pondokasem	id=g:6401968
Tirng	id=g:6401969
Jatipendek	id=g:6401970
Grejeg	id=g:6401971
Gedangan	id=g:6401972
Tresi	id=g:6401973
Karangtengah	id=g:6401974
Kongsi	id=g:6401975
Karanganyar	id=g:6401976
Teluk	id=g:6401977
Tutupan	id=g:6401978
Sukasari	id=g:6401979
Sukatani	id=g:6401980
Bedeng	id=g:6401981
Rancalintah	id=g:6401982
Sukajaya	id=g:6401983
Sukajadi	id=g:6401984
Kali Tirtaupaya	id=g:6401985
Sukamaju	id=g:6401986
Rancakarang	id=g:6401987
Karangbaru	id=g:6401988
Karanganyar	id=g:6401989
Cilumbu	id=g:6401990
Pagedangan Baru	id=g:6401991
Dangdeur	id=g:6401992
Jati	id=g:6401993
Tersana	id=g:6401994
Kali Tembok	id=g:6401995
Sukajaya	id=g:6401996
Kali Guwa	id=g:6401997
Grabyakan	id=g:6401998
Gumiwang Lor	id=g:6401999
Citra	id=g:6402000
Kalumati	id=g:6402001
Jatilawang	id=g:6402002
Blokdesa	id=g:6402003
Kali Gedongansili	id=g:6402004
Pilangkidal	id=g:6402005
Sumurmelati	id=g:6402006
Rawa Bacin	id=g:6402007
Saluran Irigasi Kerticala	id=g:6402008
Dusun Dua	id=g:6402009
Dusun Satu	id=g:6402010
Perapatan	id=g:6402011
Garen	id=g:6402012
Waled	id=g:6402013
Bojongsuruh	id=g:6402014
Brungut	id=g:6402015
Gumiwang Kidul	id=g:6402016
Kalentanjung	id=g:6402017
Pule	id=g:6402018
Kali Oyoran	id=g:6402019
Plumbon	id=g:6402020
Bojongloa	id=g:6402021
Bojong Kulon	id=g:6402022
Blok Desa	id=g:6402023
Kemujang	id=g:6402024
Kertawinangun	id=g:6402025
Bidol	id=g:6402026
Sarag	id=g:6402027
Karanganyar	id=g:6402028
Kemped	id=g:6402029
Bangsa	id=g:6402030
Bojong	id=g:6402031
Pangkalan	id=g:6402032
Pakuwon	id=g:6402033
Nyongat	id=g:6402034
Baros	id=g:6402035
Plumbungan	id=g:6402036
Lempong	id=g:6402037
Kali Kedokandawa	id=g:6402038
Lungsalam	id=g:6402039
Danasari	id=g:6402040
Blokpasar	id=g:6402041
Wideng	id=g:6402042
Blok Lapangbola	id=g:6402043
Bondan Barat	id=g:6402044
Gegeneng	id=g:6402045
Jembatan Satu	id=g:6402046
Jembatan Dua	id=g:6402047
Pande	id=g:6402048
Sumursindu	id=g:6402049
Bojong	id=g:6402050
Gewer	id=g:6402051
Widara	id=g:6402052
Glantikan	id=g:6402053
Cileis	id=g:6402054
Kalensumur	id=g:6402055
Tamanan	id=g:6402056
Gebanggsari	id=g:6402057
Dusun Tiga	id=g:6402058
Dusun Dua	id=g:6402059
Dusun Satu	id=g:6402060
Dusun Lima	id=g:6402061
Dusun Empat	id=g:6402062
Kali Jagamalam	id=g:6402063
Jatianom	id=g:6402064
Jatipura	id=g:6402065
Desa Jatipura	id=g:6402066
Bunder	id=g:6402067
Kali Jagasiang	id=g:6402068
Kali Wintaos	id=g:6402069
Kali Kedungdongkol	id=g:6402070
Tukwulu	id=g:6402071
Lunggede	id=g:6402072
Babakantutupan	id=g:6402073
Usar	id=g:6402074
Beber	id=g:6402075
Blok Kyai Ngali	id=g:6402076
Menur	id=g:6402077
Sibatok Satu	id=g:6402078
Sibatok Dua	id=g:6402079
Karangturi	id=g:6402080
Bedeng	id=g:6402081
Sigarkupat	id=g:6402082
Winang	id=g:6402083
Bojongjiwa	id=g:6402084
Kali Penarikan	id=g:6402085
Ci Rangon	id=g:6402086
Kedungjaya	id=g:6402087
Kedungmulya	id=g:6402088
Kedungindah	id=g:6402089
Dusun Satu	id=g:6402090
Dusun Dua	id=g:6402091
Dusun Tiga	id=g:6402092
Kertawinangun	id=g:6402093
Kali Cura	id=g:6402094
Saluran Sukareja	id=g:6402095
Komplek Perusahaan Terbatas Perkebunan Empat Belas	id=g:6402096
Kali Butamati	id=g:6402097
Karanganyar	id=g:6402098
Kali Sondall	id=g:6402099
Desa Laranganjambe	id=g:6402102
Desa Jambe	id=g:6402103
Desa Jayawinangun	id=g:6402104
Desa Kedokanagung	id=g:6402105
Desa Kedokan Wetan	id=g:6402106
Desa Lemahayu	id=g:6402107
Desa Tegalwirangrong	id=g:6402108
Desa Manguntara	id=g:6402109
Desa Jagapura Kulon	id=g:6402110
Desa Jagapura Lor	id=g:6402111
Desa Kedungwungu	id=g:6402112
Desa Tegalmulya	id=g:6402113
Desa Kapringan	id=g:6402114
Desa Srengseng	id=g:6402115
Desa Singakerta	id=g:6402116
Desa Purwajaya	id=g:6402117
Desa Sibubut	id=g:6402118
Desa Kapetakan	id=g:6402119
Desa Grogol	id=g:6402120
Desa Karangkendal	id=g:6402121
Desa Dukuh	id=g:6402122
Desa Kroya	id=g:6402123
Desa Kedungdalem	id=g:6402124
Desa Gegesik Kulon	id=g:6402125
Desa Gegesik Wetan	id=g:6402126
Desa Panunggul	id=g:6402127
Desa Jagapura Wetan	id=g:6402128
Desa Jagapura Kidul	id=g:6402129
Desa Gegesik Kidul	id=g:6402130
Desa Slendra	id=g:6402131
Desa Guwa Kidul	id=g:6402132
Desa Ujungsemi	id=g:6402133
Desa Kaliwedi Lor	id=g:6402134
Desa Wargabinangun	id=g:6402135
Desa Prajawinangun Kulon	id=g:6402136
Desa Prajawinangun Wetan	id=g:6402137
Desa Karangsambung	id=g:6402138
Desa Kaliwedi Kidul	id=g:6402139
Desa Tegalgubug Lor	id=g:6402140
Desa Rawagatel	id=g:6402141
Desa Kalideres	id=g:6402142
Desa Bayalangu Lor	id=g:6402143
Desa Gegesik Lor	id=g:6402144
Desa Panguragan	id=g:6402145
