Shi‘b Hājir	id=g:7344167
Ḩuwaysah	id=g:7355999
Jarif	id=g:7356000
Jubaḩ	id=g:7356001
Junān	id=g:7356002
Jurā‘if	id=g:7356003
Wādī Jurayyah	id=g:7356004
Jabal al Kāfir	id=g:7356005
Kasharān	id=g:7356006
Wādī Kasharān	id=g:7356007
Khanabah	id=g:7356008
Khubā‘ah	id=g:7356009
Khubā‘ah	id=g:7356010
Kuḩāl	id=g:7356011
Kuḩās	id=g:7356012
Kuḩlān	id=g:7356013
Jabal Kuḩlan	id=g:7356014
Wādī al Lafaj	id=g:7356015
Ma‘bar ‘Urdun	id=g:7356016
Wādī al Mā’ al A‘lá	id=g:7356017
Madāhif	id=g:7356018
Wādī al Makārimah	id=g:7356019
Malaḩah	id=g:7356020
Manūbah	id=g:7356021
Manzil al Aqyūs	id=g:7356022
Wādī Marjāmah	id=g:7356023
Mawrikhah	id=g:7356024
Jabal al Midanni‘	id=g:7356025
Mirwah	id=g:7356026
Mişāri‘	id=g:7356027
Wādī al Mizhar	id=g:7356028
Mujārinah	id=g:7356029
Munāḩ	id=g:7356030
Wādī Munāḩ	id=g:7356031
Musayjid	id=g:7356032
Muşayni‘ah	id=g:7356033
Mushayjibah	id=g:7356034
Nawbat aş Şafā’	id=g:7356035
Nazāl	id=g:7356036
Jabal an Nujādī	id=g:7356037
Jabal al Qaḩmah	id=g:7356038
Qalāmah	id=g:7356039
Qaryat al ‘Adan	id=g:7356040
Qaryat al ‘Armah	id=g:7356041
Qaryat al ‘Awāriḑ	id=g:7356042
Qaryat al Bayḑā’	id=g:7356043
Qaryat al Fuşūr	id=g:7356044
Qaryat al Hayj	id=g:7356045
Qaryat al Jubīb	id=g:7356046
Qaryat al Kadāf	id=g:7356047
Qaryat al Mājil	id=g:7356048
Qaryat al Maqhāyah	id=g:7356049
Qaryat al Marāti‘	id=g:7356050
Qaryat al Maz̧bīyah	id=g:7356051
Qaryat al Mīhāl	id=g:7356052
Qaryat al Qāhaţin	id=g:7356053
Qaryat al Qal‘ah	id=g:7356054
Qaryat al Qaşr	id=g:7356055
Qaryat al Qaşr	id=g:7356056
Qaryat an Najd	id=g:7356057
Qaryat an Najd	id=g:7356058
Qaryat an Nawbah	id=g:7356059
Qaryat an Nawbah	id=g:7356060
Qaryat as Sanin	id=g:7356061
Qaryat as Sunub	id=g:7356062
Qaryat aţ Ţanabah	id=g:7356063
Qaryat Awsīmah	id=g:7356064
Qaryat Banī	id=g:7356065
Qaryat Ghurābah	id=g:7356066
Qaryat Juhayyah	id=g:7356067
Qaryat Kayāt	id=g:7356068
Qaryat Ma‘qil	id=g:7356069
Qaryat Muḩaylilah	id=g:7356070
Qaryat Qumal	id=g:7356071
Qaryat Ramād	id=g:7356072
Qaryat Sabā’	id=g:7356073
Qaryat Şinn	id=g:7356074
Qaryat Wādī ‘Idān	id=g:7356075
Qubayr	id=g:7356076
Qubayr al A‘lá	id=g:7356077
Qumāshah	id=g:7356078
Jabal al Quţay‘ah	id=g:7356079
Quyāḑ	id=g:7356080
Wādī Quyāḑ	id=g:7356081
Rahīd	id=g:7356082
Jabal Rahīd	id=g:7356083
Rāwāt	id=g:7356084
Rāwāt	id=g:7356085
Ribād	id=g:7356086
Ad Dabaḩ	id=g:7356087
Ad Dākhilah	id=g:7356088
Ad Darādīsh	id=g:7356089
Ad Dunays	id=g:7356090
Ad Duqmah	id=g:7356091
Aḩjūr	id=g:7356092
Ahşu	id=g:7356093
Akamat al ‘Arīsh	id=g:7356094
Akamat al Jawf	id=g:7356095
Akamat Ghabir	id=g:7356096
Akhdūr	id=g:7356097
Al ‘Adanayn	id=g:7356098
Al ‘Aqabah	id=g:7356099
Al ‘Ayākah	id=g:7356100
Al ‘Ud	id=g:7356101
Al ‘Ujf	id=g:7356102
Al ‘Urush	id=g:7356103
Al Aḑābi‘	id=g:7356104
Al Aghwāl	id=g:7356105
Al Aḩad	id=g:7356106
Al Aḩjāf	id=g:7356107
Al Anjud	id=g:7356108
Al Anjud	id=g:7356109
Al Ash‘ab	id=g:7356110
Rummāḑah	id=g:7356111
Wādī Rummāḑah	id=g:7356112
Sā’ilat al Kabīrah	id=g:7356113
Sā’ilat al Madād	id=g:7356114
Sā’ilat Mirwah	id=g:7356115
Sā’ilat Nazāl	id=g:7356116
Sahlat Mudhaykhirah	id=g:7356117
Sājidah	id=g:7356118
Salf Khawlān	id=g:7356119
Najd as Salf	id=g:7356120
Jabal as Sanin	id=g:7356121
Şaydaḩ	id=g:7356122
Shabaz	id=g:7356123
Wādī Shabaz	id=g:7356124
Shadāhah	id=g:7356125
Shāfah	id=g:7356126
Shalif	id=g:7356127
Jabal Shalif	id=g:7356128
Shaqāḩah	id=g:7356129
Sharaf Ḩimyar	id=g:7356130
Jabal ash Sharqī	id=g:7356131
Wādī ash Shawāfī	id=g:7356132
Shihālī	id=g:7356133
Shubāţah	id=g:7356134
Wādī Shubāţaḩ	id=g:7356135
Shujāf	id=g:7356136
Jabal ash Shurayf	id=g:7356137
Subaḩ	id=g:7356138
Suna‘ at Tamārī	id=g:7356139
Sūq al Khamīs	id=g:7356140
Sūq al Makhlaf	id=g:7356141
Ţawāḩīn	id=g:7356142
Thawjar	id=g:7356143
Jabal ath Thulth	id=g:7356144
Wa‘il	id=g:7356145
Wādī Wa‘il	id=g:7356146
Qā‘ al Wazīrah	id=g:7356147
Jabal Zahqān	id=g:7356148
Wādī az Zāmilīyah	id=g:7356149
Zirah	id=g:7356150
Wādī Zirah	id=g:7356151
Z̧ubayrā	id=g:7356152
Z̧uhrat al Miḩdādah	id=g:7356153
Z̧uruqāt	id=g:7356154
‘Aţariţah	id=g:7356155
Jabal al ‘Aydī	id=g:7356156
Ad Dār	id=g:7356157
Aḑ Ḑuwayḩā’	id=g:7356158
Adh Dhanabah	id=g:7356159
Adh Dhanīb	id=g:7356160
Sabkhat al Ḩabāsah	id=g:7356161
Sharājah	id=g:7356162
Sūq al Ithnayn Banī Salmān	id=g:7356163
Suraykah	id=g:7356164
Wa‘ayrah	id=g:7356165
Al Midwarah	id=g:7356166
Al Miḩwār	id=g:7356167
Al Minqāf	id=g:7356168
Al Mirfid	id=g:7356169
Al Mishqīb	id=g:7356170
Al Mitrābah	id=g:7356171
Al Mubayrik	id=g:7356172
Al Mūhin	id=g:7356173
Al Muţayli‘	id=g:7356174
Al Qafr	id=g:7356175
Al Qaḩīm	id=g:7356176
Al Qal‘ah	id=g:7356177
Al Qirān	id=g:7356178
Al Qubbat Qaryat al Burayḩ	id=g:7356179
Al Quffayn	id=g:7356180
Al Quḩayfā’	id=g:7356181
Al Qurayyah	id=g:7356182
Al Ujayn	id=g:7356183
Al Wa‘shah	id=g:7356184
An Nawbah	id=g:7356185
An Nujaydīyah	id=g:7356186
Aqām	id=g:7356187
Ar Rabū‘	id=g:7356188
Ar Raḑm	id=g:7356189
Ar Rawnah	id=g:7356190
Ar Ribāţ	id=g:7356191
Ar Rujmah	id=g:7356192
As Safa’ah	id=g:7356193
As Saḩḩah	id=g:7356194
As Sawā’il	id=g:7356195
Aş Şawḩar	id=g:7356196
Aş Şayrah	id=g:7356197
As Sidrī	id=g:7356198
As Sidrī	id=g:7356199
As Sulayf	id=g:7356200
As Sulmayn	id=g:7356201
As Suluq	id=g:7356202
As Suqādī	id=g:7356203
Ash Sha‘afah	id=g:7356204
Ash Shabwah	id=g:7356205
Ash Shaḩanah	id=g:7356206
Ash Shārūq	id=g:7356207
Ash Shaţţ	id=g:7356208
Ash Shaykh Sa‘īd	id=g:7356209
Ash Shi ābī	id=g:7356210
Janas	id=g:7356211
Jardū	id=g:7356212
Jura‘ish	id=g:7356213
Jūrīyah	id=g:7356214
Juwā‘ah	id=g:7356215
Kadīd Ra‘aynah	id=g:7356216
Karabah	id=g:7356217
Najd al Kharābah	id=g:7356218
Kharābat Yaḩūr	id=g:7356219
Khubāh	id=g:7356220
Khūr	id=g:7356221
Khuzayjah	id=g:7356222
Kindah	id=g:7356223
Kubār	id=g:7356224
Kuhūl	id=g:7356225
Lughābah	id=g:7356226
Madarāt	id=g:7356227
Maghras	id=g:7356228
Māti‘	id=g:7356229
Mawqa‘ah	id=g:7356230
Midḩij	id=g:7356231
Mihāl Ḩumayd	id=g:7356232
Mīlāt	id=g:7356233
Misāḩah	id=g:7356234
Mishrāfah	id=g:7356235
Shi‘b al Muhlā’	id=g:7356236
Mukayr	id=g:7356237
Mulayḩā’	id=g:7356238
Mulḩim	id=g:7356239
Mūlīyah	id=g:7356240
Muqaylid	id=g:7356241
Murba‘ah	id=g:7356242
Muri‘ah	id=g:7356243
Mushayri ‘ah	id=g:7356244
Najzīrah Dahayn	id=g:7356245
Nujayd	id=g:7356246
Wādī Nujayd	id=g:7356247
Qa‘dūr	id=g:7356248
Qaḩfat al Amārikh	id=g:7356249
Qaryat ad Duwayr	id=g:7356250
Qaryat al Ru‘aynah	id=g:7356251
Qaryat al Ghayl	id=g:7356252
Qaryat al Ghazaylah	id=g:7356253
Qaryat al Ḩaddādīn	id=g:7356254
Qaryat al Jubayl	id=g:7356255
Qaryat al Maḩall	id=g:7356256
Qaryat al Maḩall	id=g:7356257
Qaryat al Makhlūţ	id=g:7356258
Qaryat al Mighrābah	id=g:7356259
Qaryat al Ujayn	id=g:7356260
Qaryat al Waţah	id=g:7356261
Qaryat ar Rukn	id=g:7356262
Qaryat as Sūq	id=g:7356263
Qaryat ash Shaţţayn	id=g:7356264
Qaryat az̧ Z̧uhrah	id=g:7356265
Qaryat az̧ Z̧uhrah ar Rubay‘i	id=g:7356266
Qaryat Najd al Qaḩfah	id=g:7356267
Qaryat Suwaydā’	id=g:7356268
Ash Shi‘b	id=g:7356269
Ash Shi‘bayn	id=g:7356270
Ash Shijābī	id=g:7356271
Ash Shu‘ayb	id=g:7356272
Ash Shu‘ūb	id=g:7356273
Ash Shu‘ūbah	id=g:7356274
Aţ Ţayyār	id=g:7356275
At Tubshi‘ah	id=g:7356276
At Turbah	id=g:7356277
Az Za‘f	id=g:7356278
Az Zāhid	id=g:7356279
Az̧ Z̧ahr	id=g:7356280
Az̧ Z̧uhrah	id=g:7356281
Banī ‘Alī	id=g:7356282
Banī Maḩmūd	id=g:7356283
Jabal Baraq	id=g:7356284
Barāţisah	id=g:7356285
Bayt al Wāfī	id=g:7356286
Bi‘rārah	id=g:7356287
Wādī aḑ Ḑabāb	id=g:7356288
Muḑaybi’ah	id=g:7356289
Dāḩinah	id=g:7356290
Daqādiq	id=g:7356291
Al ‘Awāriḑ	id=g:7356292
Al ‘Umayşīyah	id=g:7356293
Al Akamah	id=g:7356294
Al Akamah	id=g:7356295
Al Ḩabāsah	id=g:7356296
Al Ḩammaydah	id=g:7356297
Al Ḩamrā’	id=g:7356298
Al Ḩanakah	id=g:7356299
Al Ḩayz̧ān	id=g:7356300
Al Ḩijfār	id=g:7356301
Al Ḩushaylah al Aqḩūz	id=g:7356302
Al Jaybal	id=g:7356303
Al Jubah	id=g:7356304
Al Jurf al Asd	id=g:7356305
Al Khuraybah	id=g:7356306
Al Ma‘āmirah	id=g:7356307
Al Ma‘āţīb	id=g:7356308
Al Madāwīyah	id=g:7356309
Al Maghaynārib	id=g:7356310
Al Maḩaraqah	id=g:7356311
Al Mawj	id=g:7356312
Al Mīhāl	id=g:7356313
Al Mughayribah	id=g:7356314
Al Muḩayjir	id=g:7356315
Al Mujabjab	id=g:7356316
Al Munabbar Malaḩiţah	id=g:7356317
Al Muraykiz	id=g:7356318
Al Quwayb	id=g:7356319
Al Wa‘aylah Qarḩah	id=g:7356320
An Nijāshī	id=g:7356321
Aş Şarādīf	id=g:7356322
Aş Şūfah	id=g:7356323
As Suwaydah	id=g:7356324
Balay‘ah	id=g:7356325
Banī ‘Āmir Mīrāb	id=g:7356326
Banī Hilāl	id=g:7356327
Banī Ma‘alā’	id=g:7356328
Banī Şāliḩ Khayāshin	id=g:7356329
Barḩ aţ Ţayyār	id=g:7356330
Barḩ Maqbanah	id=g:7356331
Baydaḩ	id=g:7356332
Wādī al Bayrik	id=g:7356333
Dhirā‘ Aswad	id=g:7356334
Dimnat Mīrāb	id=g:7356335
Wādī aḑ Ḑuwayḩā’	id=g:7356336
Ḩabbaybah	id=g:7356337
Wādī Ḩabbaybah	id=g:7356338
Ḩaḑūn	id=g:7356339
Hawb ash Shaykh	id=g:7356340
Huwaydah	id=g:7356341
Jū‘ah	id=g:7356342
Kudaymah	id=g:7356343
Ma‘ayrah	id=g:7356344
Maghrabat Banī Ja‘far	id=g:7356345
Maḩāmidah	id=g:7356346
Maţāwifah	id=g:7356347
Murābi‘ah	id=g:7356348
Nujayd Khayāshin	id=g:7356349
Najd Nuqşān Nīrāb	id=g:7356350
Qaryat al ‘Arīḑah	id=g:7356351
Qaryat al Baqāşah al Muqayşi‘	id=g:7356352
Qaryat al Ghuwayl	id=g:7356353
Qaryat al Jabal	id=g:7356354
Qaryat al Maghāwī	id=g:7356355
Qaryat al Maţāfat Qāḩizī	id=g:7356356
Qaryat as Sawāgh	id=g:7356357
Qaryat ash Shuway‘ah	id=g:7356358
Qaryat Mathānīyah	id=g:7356359
Quway‘idah	id=g:7356360
Rifā‘	id=g:7356361
Shi‘b al ‘Akārī	id=g:7356362
‘Amid	id=g:7356363
‘Anşawah	id=g:7356364
‘Arid	id=g:7356365
‘Asaq	id=g:7356366
Wādī al ‘Awn	id=g:7356367
Wādī ‘Ays	id=g:7356368
‘Azbān	id=g:7356369
‘Iqāb Banī Biḩayr	id=g:7356370
‘Uqāqah	id=g:7356371
Najd A‘waj	id=g:7356372
Qaryat Wādī as Saḩayl	id=g:7356373
Qaryat Wahir	id=g:7356374
Qaţarān	id=g:7356375
Qaţwá Banī Salmān	id=g:7356376
Qawdanah	id=g:7356377
Qufā‘ah	id=g:7356378
Qul‘ūbah	id=g:7356379
Qulay‘ah	id=g:7356380
Qurayḑ	id=g:7356381
Quzi‘	id=g:7356382
Rakab Hashamah	id=g:7356383
Rawḍ Rubay‘ī	id=g:7356384
Wādī ar Ri‘ā’	id=g:7356385
Ribāţ ash Shiqqah	id=g:7356386
Rūba‘	id=g:7356387
Rubay‘ah	id=g:7356388
Şa‘fān	id=g:7356389
Sā‘ilat Manşamah	id=g:7356390
Shujāf	id=g:7356391
Wādī ash Shuqūf	id=g:7356392
Shi‘b Subayt	id=g:7356393
Sūqāhid	id=g:7356394
Şura‘	id=g:7356395
Şurrah	id=g:7356396
Suwāq al Layl	id=g:7356397
Shi‘b at Tām	id=g:7356398
Tubayshi‘ah	id=g:7356399
Tūtar	id=g:7356400
Unayribah	id=g:7356401
Wadāb	id=g:7356402
Najd Wādī Bukayr	id=g:7356403
Wajanāt	id=g:7356404
Yarbuḑ	id=g:7356405
Zibāh	id=g:7356406
Wādī al ‘Ulāmah	id=g:7356407
Sā’ilat Nakh‘	id=g:7356408
‘Adan al Ḩijr	id=g:7356409
‘Adan Jawd	id=g:7356410
‘Adan Maghrabah	id=g:7356411
‘Alyab	id=g:7356412
Al Manqal	id=g:7356413
Al Manşūrah	id=g:7356414
Al Manşūrah	id=g:7356415
Al Manz̧ar	id=g:7356416
Al Maqţaḩ	id=g:7356417
Al Marākib	id=g:7356418
Al Marbaḑ	id=g:7356419
Al Marda‘	id=g:7356420
Al Masāliqah	id=g:7356421
Al Mash‘ab	id=g:7356422
Al Mash‘ab	id=g:7356423
Wādī ‘Amīd	id=g:7356424
Shi‘b al ‘Ammāl	id=g:7356425
‘Araj	id=g:7356426
‘Arashān	id=g:7356427
‘Arīb	id=g:7356428
‘Āriḑat al ‘Udānī	id=g:7356429
‘Arīfah	id=g:7356430
‘Armah	id=g:7356431
‘Ashshah	id=g:7356432
‘Askar	id=g:7356433
‘Ayqarah	id=g:7356434
‘Iblāl	id=g:7356435
‘Itāb	id=g:7356436
‘Ubar Wādī	id=g:7356437
‘Ulālah	id=g:7356438
Najd al ‘Unşur Tashir	id=g:7356439
‘Unub	id=g:7356440
‘Urākiḑ	id=g:7356441
‘Usālib	id=g:7356442
‘Utaymah	id=g:7356443
‘Uţbah	id=g:7356444
‘Uthārib	id=g:7356445
Shi‘b al ‘Utmī	id=g:7356446
‘Uzlat Marāghah	id=g:7356447
Abalān	id=g:7356448
Ad Dafnah	id=g:7356449
Aḑ Ḑafz̧af	id=g:7356450
Ad Dahnah	id=g:7356451
Ad Dalaw	id=g:7356452
Aḑ Ḑihār	id=g:7356453
Ad Diḩthāth	id=g:7356454
Aḑ Ḑūbārī	id=g:7356455
Aḑ Ḑubr	id=g:7356456
Ad Dūhārī	id=g:7356457
Aḑ Ḑuhrah	id=g:7356458
Aḑ Ḑuhrah	id=g:7356459
Aḑ Ḑuhrah	id=g:7356460
Ad Dumayn	id=g:7356461
Ad Dunnah	id=g:7356462
Ad Duqayqah	id=g:7356463
Adh Dhānabah	id=g:7356464
Adh Dharānī	id=g:7356465
Aḩdhān	id=g:7356466
Naqīl Aḩruth	id=g:7356467
Akamat aş Şa‘fānī	id=g:7356468
Al ‘Amūqayn	id=g:7356469
Al ‘Ansīn	id=g:7356470
Al ‘Aqā’ir	id=g:7356471
Al ‘Āriḑah al ‘Ulyā	id=g:7356472
Al ‘Armah	id=g:7356473
Al ‘Awāriḑ	id=g:7356474
Al ‘Awmarī	id=g:7356475
Al ‘Ayābī	id=g:7356476
Al ‘Azāzī	id=g:7356477
Al ‘Ibarah	id=g:7356478
Al ‘Idfī	id=g:7356479
Al ‘Irsh	id=g:7356480
Al ‘Irsh	id=g:7356481
Al ‘Uqar	id=g:7356482
Al ‘Uqayr	id=g:7356483
Al ‘Uqayrah	id=g:7356484
Al ‘Uqayrah	id=g:7356485
Al Afaj	id=g:7356486
Al Ajlūb	id=g:7356487
Al Akamah	id=g:7356488
Al Akhţūr	id=g:7356489
Al Aşabah	id=g:7356490
Al Bawid	id=g:7356491
Al Bur‘āt	id=g:7356492
Al Fawdi‘īyah	id=g:7356493
Al Fūna‘	id=g:7356494
Al Ghuraybah	id=g:7356495
Al Ḩabīl	id=g:7356496
Al Ḩadānī	id=g:7356497
Al Ḩafr	id=g:7356498
Al Ḩammāmī	id=g:7356499
Al Ḩamūmah	id=g:7356500
Al Ḩanāmī	id=g:7356501
Al Ḩaqlayn	id=g:7356502
Al Ḩarjam	id=g:7356503
Al Ḩawrī	id=g:7356504
Al Ḩujfah	id=g:7356505
Al Ḩujr	id=g:7356506
Al Ḩumām	id=g:7356507
Al Ḩumayrā’	id=g:7356508
Al Ḩumayrā’	id=g:7356509
Al Ja‘āshī	id=g:7356510
Al Ja‘dīyah	id=g:7356511
Al Jā’ah	id=g:7356512
Al Jabājib	id=g:7356513
Al Jabānah	id=g:7356514
Al Jabānah	id=g:7356515
Al Jabjab	id=g:7356516
Al Jaḩāf	id=g:7356517
Al Jaḩshī	id=g:7356518
Al Jarājir	id=g:7356519
Al Jardham	id=g:7356520
Al Jarfāt	id=g:7356521
Al Jay’āt	id=g:7356522
Al Jāzi‘ah	id=g:7356523
Al Ji‘ārī	id=g:7356524
Al Jiraf	id=g:7356525
Al Jumarī	id=g:7356526
Al Junayd	id=g:7356527
Al Jūrānah	id=g:7356528
Al Jurayn	id=g:7356529
Al Jushā‘ah	id=g:7356530
Al Kadāhī	id=g:7356531
Al Kamādī	id=g:7356532
Al Kammat al ‘Īsá	id=g:7356533
Al Kammat al Madāfin	id=g:7356534
Al Karīf	id=g:7356535
Al Karīf	id=g:7356536
Al Kharbah	id=g:7356537
Al Khum‘ī	id=g:7356538
Al Khuraf	id=g:7356539
Al Khurayf	id=g:7356540
Al Khuzayjah	id=g:7356541
Al Laḩaj	id=g:7356542
Al Ma‘bar	id=g:7356543
Al Ma‘yan	id=g:7356544
Al Ma‘zabah	id=g:7356545
Al Ma‘zubah	id=g:7356546
Al Madah	id=g:7356547
Al Maḩādib	id=g:7356548
Al Maḩāqir	id=g:7356549
Al Maḩjar	id=g:7356550
Al Maḩjar	id=g:7356551
Al Majnan	id=g:7356552
Al Majzaf	id=g:7356553
Al Malwīyah	id=g:7356554
Al Manāwīr	id=g:7356555
Al Manāzilah	id=g:7356556
Al Mandam	id=g:7356557
Al Maţāḩin	id=g:7356558
Al Miḩlā’ī	id=g:7356559
Al Miḩshāyah	id=g:7356560
Al Mij‘ārah	id=g:7356561
Al Minqā‘ah	id=g:7356562
Al Misyār	id=g:7356563
Al Muşayni‘ah	id=g:7356564
Al Qar‘ā’	id=g:7356565
Al Qīf	id=g:7356566
Al Qubbah	id=g:7356567
Al Qufl ar Rub‘ al ‘Alī	id=g:7356568
Al Qurār	id=g:7356569
Al Quray‘ā’	id=g:7356570
Al Qurayn	id=g:7356571
Al Qurayyāt	id=g:7356572
Al Wahārī	id=g:7356573
Al Waḩş	id=g:7356574
Al Waqash	id=g:7356575
Al Wuşur	id=g:7356576
Al Yahārī	id=g:7356577
An Najd al Aḩmar	id=g:7356578
An Najif	id=g:7356579
An Nuqay‘	id=g:7356580
Ar Rakānī	id=g:7356581
Ar Rawnah	id=g:7356582
Ar Rikkah	id=g:7356583
Ar Rū‘as	id=g:7356584
Ar Rūs	id=g:7356585
Ar Rushāḩī	id=g:7356586
Ar Rūzam	id=g:7356587
Aş Şabāḩī	id=g:7356588
As Sabal	id=g:7356589
As Sabrah	id=g:7356590
As Sahlah	id=g:7356591
As Sāk	id=g:7356592
As Sakāsik	id=g:7356593
As Sākin	id=g:7356594
Aş Şāl ath Thawābī	id=g:7356595
Aş Şalāḩif	id=g:7356596
As Salam	id=g:7356597
Aş Şalūlah	id=g:7356598
As Sarā’im	id=g:7356599
Aş Şarāfi‘	id=g:7356600
As Sarīḩ	id=g:7356601
As Sawadān	id=g:7356602
As Sawārī	id=g:7356603
Aş Şayrāt	id=g:7356604
Aş Şayrāt	id=g:7356605
Aş Şayrāt	id=g:7356606
As Siḩb	id=g:7356607
As Sirr	id=g:7356608
As Siyarī	id=g:7356609
As Suhālah	id=g:7356610
As Suhq	id=g:7356611
As Sulayf	id=g:7356612
As Sulq	id=g:7356613
As Surrah	id=g:7356614
Najd al Aşābiḩ	id=g:7356615
Ash Sharā‘ī	id=g:7356616
Ash Sharīf	id=g:7356617
Ash Sharqī	id=g:7356618
Ash Shayādhi‘	id=g:7356619
Ash Shi‘āb	id=g:7356620
Ash Shi‘bah	id=g:7356621
Ash Shijab	id=g:7356622
Ash Shukāmī	id=g:7356623
Ath Thu‘aybah	id=g:7356624
Az Za‘l	id=g:7356625
Az̧ Z̧afīr	id=g:7356626
Az̧ Z̧ahābī	id=g:7356627
Az Zawāqir	id=g:7356628
Az Zūhar	id=g:7356629
Balāḩ	id=g:7356630
Bara‘āt	id=g:7356631
Baradān	id=g:7356632
Barīḩ	id=g:7356633
Bayt al Jadīd	id=g:7356634
Bayt al Wişābī	id=g:7356635
Bayt aş Şurayḩī	id=g:7356636
Bayt Ḩumayd	id=g:7356637
Bayt Murād	id=g:7356638
Bayt Sa‘d Nāşir	id=g:7356639
Birāḩah al ‘Ulyā	id=g:7356640
Birāḩah as Suflá	id=g:7356641
Buyūt al ‘Adan	id=g:7356642
Ḑabyah	id=g:7356643
Jabal Dahir	id=g:7356644
Dakhlat al Majamī	id=g:7356645
Dār al ‘Unfī	id=g:7356646
Dār al Jalāl	id=g:7356647
Dār al Jāmi‘	id=g:7356648
Dār al Ma‘rajī	id=g:7356649
Dār al Muwah	id=g:7356650
Dār al Quḑāt	id=g:7356651
Dār az̧ Z̧uhr	id=g:7356652
Ḑarin	id=g:7356653
Dawmah	id=g:7356654
Dhanbah	id=g:7356655
Dhī ‘Afūr	id=g:7356656
Dhī ‘Āmir	id=g:7356657
Dhī ‘Āmirah	id=g:7356658
Dhī ‘Atām	id=g:7356659
Dhī ‘Uqayb	id=g:7356660
Dhī Ḩashmaţ	id=g:7356661
Dhī Ḩubaysh	id=g:7356662
Dhī Ḩurmāt	id=g:7356663
Dhī Nu‘ūm	id=g:7356664
Dhī Sha‘rān	id=g:7356665
Dhī Shāţ	id=g:7356666
Dhī Shu‘ayrah	id=g:7356667
Dhil Banwah	id=g:7356668
Dhil Bārah	id=g:7356669
Dhil Ḩabar	id=g:7356670
Dhil Ḩaykal	id=g:7356671
Dhil Jārif	id=g:7356672
Dhil Maḩāsin	id=g:7356673
Dhil Maḩmar	id=g:7356674
Dhil Wasā‘	id=g:7356675
Wādī Dhulḩūd	id=g:7356676
Ḑirāş al ‘Ulyā	id=g:7356678
Ḑirāş as Suflá	id=g:7356679
Wādī Ḑirāş	id=g:7356680
Ḑuhrat Siyar	id=g:7356681
Faḩil	id=g:7356682
Firwā‘	id=g:7356683
Ḩabīl al Kawr	id=g:7356684
Ḩabīl Hadwān	id=g:7356685
Ḩabīr	id=g:7356686
Ḩadabah as Suflá	id=g:7356687
Jabal Hadafān	id=g:7356688
Jabal al Ḩadānī	id=g:7356689
Ḩadaqāt	id=g:7356690
Wādī Ḩadaqāt	id=g:7356691
Jabal Ḩaddād	id=g:7356692
Ḩadhadh	id=g:7356693
Ḩadhādhah	id=g:7356694
Wādī al Ḩājib	id=g:7356695
Wādī al Ḩammām	id=g:7356696
Ḩaqlah	id=g:7356697
Jabal Ḩaraḑ	id=g:7356698
Ḩārah	id=g:7356699
Ḩarāthah	id=g:7356700
Ḩard	id=g:7356701
Ḩawā’ir	id=g:7356702
Ḩaydarah	id=g:7356703
Wādī Ḩaydarah	id=g:7356704
Jabal al Ḩayzam	id=g:7356705
Ḩişn al Bāz	id=g:7356706
Ḩişn al Bāz	id=g:7356707
Ḩişn al Jiraf	id=g:7356708
Ḩişn Ḩalyān	id=g:7356709
Ḩiyar	id=g:7356710
Ḩubuz	id=g:7356711
Jabal Ḩūd	id=g:7356712
Ḩujafāt	id=g:7356713
Jabal Ḩumayd	id=g:7356714
Ḩuqayr	id=g:7356715
Ḩurāqah	id=g:7356716
‘Idān	id=g:7356717
Idhān	id=g:7356718
Ikd al Jawāzi‘	id=g:7356719
Ishār	id=g:7356720
Jabāt	id=g:7356721
Wādī al Jaḩlah	id=g:7356722
Jalab	id=g:7356723
Janād	id=g:7356724
Jawbalah	id=g:7356725
Jūrāfah	id=g:7356726
Jūrānah	id=g:7356727
Jūrānah al ‘Ulyā	id=g:7356728
Jurn as Sulq	id=g:7356729
Wādī al Karābī	id=g:7356730
Jabal Kayyin	id=g:7356731
Khaşālah	id=g:7356733
Khawbā’ah	id=g:7356734
Khiţrah	id=g:7356735
Khūbā’ah	id=g:7356736
Khuḑayrah	id=g:7356737
Khurayb	id=g:7356738
Kūsanī	id=g:7356739
Lūbā’ al Ashrāf	id=g:7356740
Ma‘barah	id=g:7356741
Ma‘barī	id=g:7356742
Mā’ Jadīd	id=g:7356743
Madar	id=g:7356744
Wādī Madarāt	id=g:7356745
Maḩall an Nūbī	id=g:7356746
Maḩall Ri‘yān	id=g:7356747
Maḩdhān	id=g:7356749
Maḩţab	id=g:7356750
Mājiḩ	id=g:7356751
Majran	id=g:7356752
Majran	id=g:7356753
Manāzil Baradān	id=g:7356754
Manwar	id=g:7356755
Manzil ‘Ayqarī	id=g:7356756
Manzil Abū Bakr	id=g:7356757
Manzil al Ward	id=g:7356758
Manzil ar Ra‘īyah	id=g:7356759
Manzil as Sādah	id=g:7356760
Manzil as Samāwī	id=g:7356761
Manzil as Sūq	id=g:7356762
Manzil Faqīh	id=g:7356763
Manzil Jaḩab	id=g:7356764
Manzil Jamī‘	id=g:7356765
Manzil Khanwah	id=g:7356766
Manzil Mas‘ūd	id=g:7356767
Manzil Mash‘ūr	id=g:7356768
Manzil Mūsá	id=g:7356769
Manzil Nakhlān	id=g:7356770
Jabal al Maqşūşah	id=g:7356771
Masāwirah	id=g:7356772
Mashwarah	id=g:7356773
Jabal al Maşna‘ah	id=g:7356774
