Phipps Creek	id=g:4484851
Roses Pond	id=g:4489011
Roseville	id=g:4489012
Roseville Church	id=g:4489013
Rosewood	id=g:4489014
Rosewood	id=g:4489015
Rosewood	id=g:4489016
Rosewood Cemetery	id=g:4489017
Rosewood Elementary School	id=g:4489018
Rosin Hill	id=g:4489019
Rosindale	id=g:4489020
Roslin	id=g:4489021
Rosman	id=g:4489022
Rosman Elementary School	id=g:4489023
Rosman High School	id=g:4489024
Ross Cemetery	id=g:4489025
Ross Church	id=g:4489026
Ross Church	id=g:4489027
Ross Creek	id=g:4489028
Roses Lake	id=g:4489029
Ross Creek	id=g:4489030
Ross Creek	id=g:4489031
Ross Creek	id=g:4489032
Ross Grove	id=g:4489033
Ross Grove Church	id=g:4489034
Ross Knob	id=g:4489035
Ross Pond	id=g:4489036
Ross Store	id=g:4489037
Ross Swamp	id=g:4489038
Ross Grove Cemetery	id=g:4489039
Rossers Bridge	id=g:4489040
Rosy Branch	id=g:4489041
Rosser	id=g:4489042
Roten Creek	id=g:4489043
Roten	id=g:4489044
Rothgeb Pond	id=g:4489045
Rothgeb Pond Dam	id=g:4489046
Rotten Creek	id=g:4489047
Rougemont	id=g:4489048
Rough Arm	id=g:4489049
Rough Arm Branch	id=g:4489050
Rothgeb Park	id=g:4489051
Rough Branch	id=g:4489052
Rough Branch	id=g:4489053
Rough Branch	id=g:4489054
Rough Branch	id=g:4489055
Rough Branch	id=g:4489056
Rough Butt Bald	id=g:4489057
Rough Butt Creek	id=g:4489058
Rough Cove	id=g:4489059
Rough Creek	id=g:4489060
Rough Fork	id=g:4489061
Rough Fork	id=g:4489062
Rough Fork	id=g:4489063
Rough Horn Bay	id=g:4489064
Rough Horn Branch	id=g:4489065
Rough Knob	id=g:4489066
Rough Mountain	id=g:4489067
Rough Mountain	id=g:4489068
Rough Ridge	id=g:4489069
Rough Ridge	id=g:4489070
Rough Ridge	id=g:4489071
Rough Ridge	id=g:4489072
Rough Ridge Tunnel	id=g:4489073
Rough Run	id=g:4489074
Rough-hew Ridge	id=g:4489075
Roughedge	id=g:4489076
Round Bald	id=g:4489077
Round Bottom Campground	id=g:4489078
Round Bottom Creek	id=g:4489079
Rough Knob	id=g:4489080
Round Cove	id=g:4489081
Round Branch Church	id=g:4489082
Round Cove	id=g:4489083
Round Hammock Bay	id=g:4489084
Round Hammock Point	id=g:4489085
Round Hill Branch	id=g:4489086
Round Hammock Bay	id=g:4489087
Round Hill Church	id=g:4489088
Round Knob	id=g:4489089
Round Knob	id=g:4489090
Round Knob Church	id=g:4489091
Round Mountain	id=g:4489092
Round Mountain	id=g:4489093
Round Mountain	id=g:4489094
Round Mountain	id=g:4489095
Round Mountain	id=g:4489096
Round Mountain	id=g:4489097
Round Mountain	id=g:4489098
Round Mountain	id=g:4489099
Round Mountain	id=g:4489100
Round Mountain	id=g:4489101
Round Mountain	id=g:4489102
Round Mountain	id=g:4489103
Round Mountain	id=g:4489104
Round Mountain	id=g:4489105
Round Mountain	id=g:4489106
Round Mountain Branch	id=g:4489107
Round Hill Church	id=g:4489108
Round Mountain Branch	id=g:4489109
Round Mountain Church	id=g:4489110
Round Mountain Cove	id=g:4489111
Round Mountain Gap	id=g:4489112
Round Mountain Ridge	id=g:4489113
Round Peak	id=g:4489114
Round Peak	id=g:4489115
Round Peak Church	id=g:4489116
Round Pond	id=g:4489117
Round Pond	id=g:4489118
Round Pond Bay	id=g:4489119
Round Top	id=g:4489120
Round Top	id=g:4489121
Round Top	id=g:4489122
Round Top	id=g:4489123
Round Top	id=g:4489124
Round Top	id=g:4489125
Round Top	id=g:4489126
Round Top Cemetery	id=g:4489127
Round Top Cemetery	id=g:4489128
Round Top Mountain	id=g:4489129
Round Top Mountain	id=g:4489130
Round Top Mountain	id=g:4489131
Round Tree Branch	id=g:4489132
Round Mountain Knob	id=g:4489133
Rounda Lake Dam	id=g:4489134
Roundabout Bay	id=g:4489135
Roundabout Branch	id=g:4489136
Rounda Lake Dam	id=g:4489137
Roundabout Creek	id=g:4489138
Roundabout Church	id=g:4489139
Roundhill Cemetery	id=g:4489140
Roundhill Cemetery	id=g:4489141
Roundtop	id=g:4489142
Roundtop Knob	id=g:4489143
Roundtop Ridge	id=g:4489144
Roundtree Temple	id=g:4489145
Rountree	id=g:4489146
Rourks Cemetery	id=g:4489147
Rourks Church	id=g:4489148
Rouse Chapel	id=g:4489149
Rouse Pond	id=g:4489150
Rouses Chapel	id=g:4489151
Rouses Chapel	id=g:4489152
Routledge Cemetery	id=g:4489153
Rover	id=g:4489154
Rover Church	id=g:4489155
Rover Station	id=g:4489156
Row Branch	id=g:4489157
Roundhill	id=g:4489158
Rowan Branch	id=g:4489159
Rowan Branch	id=g:4489160
Rowan	id=g:4489161
Rowan Correction Center	id=g:4489162
Rowan County	id=g:4489163
Rowan County Airport	id=g:4489164
Rowan County Courthouse	id=g:4489165
Rowan County Jail	id=g:4489166
Rowan County Wildlife Lake	id=g:4489167
Rowan County Wildlife Lake Dam	id=g:4489168
Rowan Creek	id=g:4489169
Rowan Church	id=g:4489170
Rowan Memorial Hospital	id=g:4489171
Rowan Memorial Park Cemetery	id=g:4489172
Rowan Mills	id=g:4489173
Rowan Mills (historical)	id=g:4489174
Rowan Museum	id=g:4489175
Rowan Public Library	id=g:4489176
Rowan Swamp	id=g:4489177
Rowan Technical College	id=g:4489178
Rowan Terrace	id=g:4489179
Rowan-Iredell Fire Station	id=g:4489180
Rowe Cemetery	id=g:4489181
Rowe Creative Arts Building	id=g:4489182
Rowel Branch	id=g:4489183
Rowan Mall	id=g:4489184
Rowland	id=g:4489185
Rowland Branch	id=g:4489186
Rowes Corner	id=g:4489187
Rowland Creek	id=g:4489188
Rowland Cemetery	id=g:4489189
Rowland Lake Number One	id=g:4489190
Rowland Middle School	id=g:4489191
Rowland Norment School	id=g:4489192
Rowland Point	id=g:4489193
Rowland Pond Dam	id=g:4489194
Township of Rowland	id=g:4489195
Rowlands Pond	id=g:4489196
Rowlin Creek	id=g:4489197
Rowlin School	id=g:4489198
Roxana	id=g:4489199
Roxboro	id=g:4489200
Roxboro City Lake	id=g:4489201
Roxboro Country Club Lake	id=g:4489202
Roxboro Country Club Lake Dam	id=g:4489203
Roxboro Lake	id=g:4489204
Roxboro Market Place Shopping Center	id=g:4489205
Roxboro Municipal Lake Dam	id=g:4489206
Roxboro Plaza	id=g:4489207
Roxboro Post Office	id=g:4489208
Roxboro Square Shopping Center	id=g:4489209
Township of Roxboro	id=g:4489210
Roxobel	id=g:4489211
Township of Roxobel	id=g:4489212
Roxobel-Kelford Cemetery	id=g:4489213
Roxobel-Kelford School	id=g:4489214
Roy Everett Hunting Club Pond	id=g:4489215
Roy Everett Hunting Club Pond Dam	id=g:4489216
Roy Taylor Forest	id=g:4489217
Royal	id=g:4489218
Royal	id=g:4489219
Royal Acres	id=g:4489220
Royal Chapel	id=g:4489221
Royal Chapel	id=g:4489222
Royal Chapel Cemetery	id=g:4489223
Royal Creek	id=g:4489224
Rowland Lake Dam Number One	id=g:4489225
Royal Lane Park	id=g:4489226
Royal Mill Branch	id=g:4489227
Royal Hills	id=g:4489228
Royal Oak School	id=g:4489229
Royal Oak Swamp	id=g:4489230
Royal Oak Bridge	id=g:4489231
Royal Oaks	id=g:4489232
Royal Oaks School	id=g:4489233
Royal Park	id=g:4489234
Royal Park	id=g:4489235
Royal Pines	id=g:4489236
Royal Point	id=g:4489237
Royal Point Bay	id=g:4489238
Royal Shoal	id=g:4489239
Royall Lake	id=g:4489240
Royall Lake Dam	id=g:4489241
Royals Mill (historical)	id=g:4489242
Roycroft Lake	id=g:4489243
Roycroft Lake Dam	id=g:4489244
Roylene Acres	id=g:4489245
Royster	id=g:4489246
Royster Cemetery	id=g:4489247
Royster Memorial Golf Course	id=g:4489248
Royster Memorial Park	id=g:4489249
Rozier Church	id=g:4489250
Rozier Siding	id=g:4489251
Rozzelle Bridge	id=g:4489252
Rube Creek	id=g:4489253
Rube Green Top	id=g:4489254
Rube Rock Branch	id=g:4489255
Royal Oaks	id=g:4489256
Ruby City	id=g:4489257
Rubyatt	id=g:4489258
Rudd	id=g:4489259
Ruddy Branch	id=g:4489260
Ruben Mountain	id=g:4489261
Ruffin	id=g:4489262
Ruffin Cemetery	id=g:4489263
Ruffin High School	id=g:4489264
Township of Ruffin	id=g:4489265
Rufus	id=g:4489266
Rufus Baptist Church	id=g:4489267
Rufus Baptist Church	id=g:4489268
Rufus Cemetery	id=g:4489269
Rufus Morgan Trail	id=g:4489270
Rugby	id=g:4489271
Rugby Junior High School	id=g:4489272
Ruggles	id=g:4489273
Ruin Creek	id=g:4489274
Rudy Hill Dam	id=g:4489275
Rumley Bay	id=g:4489276
Rumley Hammock	id=g:4489277
Rumley Marsh	id=g:4489278
Run Branch	id=g:4489279
Rumbling Bald Mountain	id=g:4489280
Run Branch	id=g:4489281
Run Swamp Canal	id=g:4489282
Runaway Farm Lake	id=g:4489283
Runaway Farm Lake Dam	id=g:4489284
Runaway Gap	id=g:4489285
Runaway Knob	id=g:4489286
Runaway Ridge	id=g:4489287
Runion	id=g:4489288
Runion Cemetery	id=g:4489289
Running Branch	id=g:4489290
Run of Swamp	id=g:4489291
Running Branch	id=g:4489292
Running Branch Church	id=g:4489293
Running Creek	id=g:4489294
Running Creek Church	id=g:4489295
Runnymeade	id=g:4489296
Runnymeade	id=g:4489297
Runyon Creek	id=g:4489298
Runnion Cemetery	id=g:4489299
Runyon Creek	id=g:4489300
Runyon Gap	id=g:4489301
Ruppe Cemetery	id=g:4489302
Rural Hall	id=g:4489303
Rural Hall Elementary School	id=g:4489304
Rural Hill Cemetery	id=g:4489305
Rush Branch	id=g:4489306
Runyon Ridge	id=g:4489307
Rush Branch	id=g:4489308
Rush Branch	id=g:4489309
Rush Branch	id=g:4489310
Rush Branch	id=g:4489311
Rush Branch School (historical)	id=g:4489312
Rush Fork	id=g:4489313
Rush Cemetery	id=g:4489314
Rush Island	id=g:4489315
Rush Mountain	id=g:4489316
Rush Mountain	id=g:4489317
Rush Point	id=g:4489318
Rushing Branch	id=g:4489319
Rush Fork Gap	id=g:4489320
Rusk (historical)	id=g:4489321
Rusk (historical)	id=g:4489322
Ruskin	id=g:4489323
Russ Ferry (historical)	id=g:4489324
Russ Landing	id=g:4489325
Russ Memorial Church	id=g:4489326
Russaw (historical)	id=g:4489327
Russell Branch	id=g:4489328
Rushing Hall	id=g:4489329
Russell Creek	id=g:4489330
Russell Cemetery	id=g:4489331
Russell Creek	id=g:4489332
Russell Creek	id=g:4489333
Russell Field	id=g:4489334
Russell Gap	id=g:4489335
Russell Gap Church	id=g:4489336
Russell Hills	id=g:4489337
Russell Union Church	id=g:4489338
Russells Chapel	id=g:4489339
Russells Chapel	id=g:4489340
Russells Creek	id=g:4489341
Russell Gap	id=g:4489342
Russells Grove Church	id=g:4489343
Russells Run	id=g:4489344
Russells Creek	id=g:4489345
Russels Mine (historical)	id=g:4489346
Russtown	id=g:4489347
Rust Branch	id=g:4489348
Russellville	id=g:4489349
Ruth	id=g:4489350
Ruth Coltrane Cannon Dormitory	id=g:4489351
Ruth Elementary School	id=g:4489352
Ruth Memorial Church	id=g:4489353
Rutherford College	id=g:4489354
Rutherford College (historical)	id=g:4489355
Rutherford College Elementary School	id=g:4489356
Rutherford County	id=g:4489357
Rutherford County Airport	id=g:4489358
Rutherford County Courthouse	id=g:4489359
Rutherford County Farm (historical)	id=g:4489360
Rutherford County Hospital	id=g:4489361
Rutherford Memorial Park	id=g:4489362
Rutherford Mill (historical)	id=g:4489363
Rutherford Power Plant (historical)	id=g:4489364
Rutherfordton	id=g:4489365
Rutherfordton Elementary School	id=g:4489366
Rutherfordton Golf and Country Club	id=g:4489367
Township of Rutherfordton	id=g:4489368
Rutherfordton-Spindale High School	id=g:4489369
Rutherwood	id=g:4489370
Rutherwood Baptist Church	id=g:4489371
Rutherwood School (historical)	id=g:4489372
Ruths Chapel	id=g:4489373
Rutland Chapel	id=g:4489374
Rutledge Bloomery Forge (historical)	id=g:4489375
Rutledge College	id=g:4489376
Rutledge Creek	id=g:4489377
Rust Mountain	id=g:4489378
Rutledy Creek	id=g:4489379
Rutledge Mountain	id=g:4489380
Ryan Creek	id=g:4489381
Rutman Creek	id=g:4489382
Ryders Pond	id=g:4489383
Rye Cove Cemetery	id=g:4489384
Rye Mountain	id=g:4489385
Rye Patch	id=g:4489386
Rye Patch Branch	id=g:4489387
Ryburn Memorial Presbyterian Church	id=g:4489388
Rye Swamp	id=g:4489389
Ryefield Branch	id=g:4489390
Rye Ridge	id=g:4489391
Ryland	id=g:4489392
Ryland	id=g:4489393
Rymers Ferry	id=g:4489394
S Lees Saw Mills	id=g:4489395
S Ray Lowder Elementary School	id=g:4489396
S W Snowden Elementary School	id=g:4489397
Sabbath Home Cemetery	id=g:4489398
Sabbath Home Church	id=g:4489399
Sabbath Home Church	id=g:4489400
Sabiston Crossing	id=g:4489401
Saconon	id=g:4489402
Saconon Creek	id=g:4489403
Ryes	id=g:4489404
Sacred Heart College	id=g:4489405
Sacred Heart School	id=g:4489406
Saddle Dam 1	id=g:4489407
Saddle Dam 2	id=g:4489408
Saddle Dam 3	id=g:4489409
Saddle Gap	id=g:4489410
Saddle Mountain	id=g:4489411
Saddle Mountain	id=g:4489412
Saddle Mountain Cemetery	id=g:4489413
Saddle Mountain Creek	id=g:4489414
Sacred Heart Catholic Church	id=g:4489415
Saddle Tree Gap	id=g:4489416
Saddleback Ridge	id=g:4489417
Saddletree	id=g:4489418
Saddletree Church	id=g:4489419
Saddletree Swamp	id=g:4489420
Township of Saddletree	id=g:4489421
Sadie Heights	id=g:4489422
Sadie Saulter Elementary School	id=g:4489423
Sadler	id=g:4489424
Sadler Elementary School	id=g:4489425
Safe	id=g:4489426
Sag Branch	id=g:4489427
Lake Sagamore	id=g:4489428
Sage Bay	id=g:4489429
Sage Creek	id=g:4489430
Saddle Mountain Union Baptist Church	id=g:4489431
Sage Island	id=g:4489432
Sage Point	id=g:4489433
Sage Point	id=g:4489434
Sage Point	id=g:4489435
Sage Pond	id=g:4489436
Sage Rock	id=g:4489437
Sahlee Creek	id=g:4489438
Sage Gut	id=g:4489439
Sailors Branch	id=g:4489440
Sains Branch	id=g:4489441
Saint Amandas Church	id=g:4489442
Saint Andrew Church	id=g:4489443
Saint Andrews	id=g:4489444
Saint Andrews Church	id=g:4489445
Saint Andrews Church	id=g:4489446
Saint Andrews Church	id=g:4489447
Saint Andrews Church	id=g:4489448
Saint Andrews Church	id=g:4489449
Saint Andrews Church	id=g:4489450
Saint Andrews Church	id=g:4489451
Saint Andrews College	id=g:4489452
Saint Andrews College Lake	id=g:4489453
Saint Andrews College Lake Dam	id=g:4489454
Saint Ann's Catholic School	id=g:4489455
Saint Anna Church	id=g:4489456
Saint Anna Church	id=g:4489457
Saint Annah Church	id=g:4489458
Saint Annas Church	id=g:4489459
Saint Anns Catholic Church	id=g:4489460
Saint Anthony Church	id=g:4489461
Saint Augustines College	id=g:4489462
Saint Barnabas Church	id=g:4489463
Saint Barnabas Church	id=g:4489464
Saint Bethel Church	id=g:4489465
Saint Beulahs Church	id=g:4489466
Saint Brendian Mission	id=g:4489467
Saint Christophers Church	id=g:4489468
Saint Clair Church	id=g:4489469
Saint Clair Creek	id=g:4489470
Saint Ames Church	id=g:4489471
Saint Clair School	id=g:4489472
Saint Cyprian Church	id=g:4489473
Saint Cyprians Church	id=g:4489474
Saint Davids Church	id=g:4489475
Saint Delight Church	id=g:4489476
Saint Delight Church	id=g:4489477
Saint Delight Church	id=g:4489478
Saint Delight Church	id=g:4489479
Saint Delight Church	id=g:4489480
Saint Dorothys Catholic Church	id=g:4489481
Saint Edward Church	id=g:4489482
Saint Eli Church	id=g:4489483
Saint Elizabeth Church	id=g:4489484
Saint Elizabeths Church	id=g:4489485
Saint Enochs Church	id=g:4489486
Saint Francis Cemetery	id=g:4489487
Saint Francis Church	id=g:4489488
Saint Francis Church	id=g:4489489
Saint Francis Church	id=g:4489490
Saint Francis DeSales School	id=g:4489491
Saint Francis Episcopal Church	id=g:4489492
Saint Francis by the Lake Chapel	id=g:4489493
Saint Francis of Assisi Catholic Church	id=g:4489494
Saint Francis of Assisi Church	id=g:4489495
Saint Gabriel School	id=g:4489496
Saint Gabriel's Catholic School	id=g:4489497
Saint Gabriels Church	id=g:4489498
Saint Gabriels Church	id=g:4489499
Saint Galilee Church	id=g:4489500
Saint Giles Church	id=g:4489501
Saint Helena	id=g:4489502
Saint Hope Church	id=g:4489503
Saint James	id=g:4489504
Saint James Cemetery	id=g:4489505
Saint James Church	id=g:4489506
Saint James Church	id=g:4489507
Saint James Church	id=g:4489508
Saint James Church	id=g:4489509
Saint James Church	id=g:4489510
Saint James Church	id=g:4489511
Saint James Church	id=g:4489512
Saint James Church	id=g:4489513
Saint James Church	id=g:4489514
Saint James Church	id=g:4489515
Saint James Church	id=g:4489516
Saint James Church	id=g:4489517
Saint James Church	id=g:4489518
Saint James Church	id=g:4489519
Saint James Church	id=g:4489520
Saint James Church	id=g:4489521
Saint James Church	id=g:4489522
Saint James Church	id=g:4489523
Saint James Church	id=g:4489524
Saint James Church	id=g:4489525
Saint James Church	id=g:4489526
Saint James Church	id=g:4489527
Saint James Church	id=g:4489528
Saint James Church	id=g:4489529
Saint James Church	id=g:4489530
Saint James Church	id=g:4489531
Saint James Church	id=g:4489532
Saint James Church	id=g:4489533
Saint James Church	id=g:4489534
Saint James Church	id=g:4489535
Saint James Church	id=g:4489536
Saint James Church	id=g:4489537
Saint James Church	id=g:4489538
Saint James Church	id=g:4489539
Saint James Church	id=g:4489540
Saint James Church	id=g:4489541
Saint James Church (historical)	id=g:4489542
Saint James Episcopal Church	id=g:4489543
Saint James Inn Airport	id=g:4489544
Saint James Methodist Church	id=g:4489545
Saint James School (historical)	id=g:4489546
Saint John	id=g:4489547
Saint John Church	id=g:4489548
Saint John Church	id=g:4489549
Saint John Church	id=g:4489550
Saint John Church	id=g:4489551
Saint John Church	id=g:4489552
Saint John Church	id=g:4489553
Saint John Church	id=g:4489554
Saint John Church	id=g:4489555
Saint John Church	id=g:4489556
Saint John Church	id=g:4489557
Saint Johns	id=g:4489558
Saint Johns	id=g:4489559
Saint Johns American Methodist Episcopal Zion Church	id=g:4489560
Saint Johns Camp (historical)	id=g:4489561
Saint Johns Canal	id=g:4489562
Saint Johns Cemetery	id=g:4489563
Saint Johns Cemetery	id=g:4489564
Saint Johns Chapel	id=g:4489565
Saint Johns Chapel Primitive Baptist Church	id=g:4489566
Saint Johns Church	id=g:4489567
Saint Johns Church	id=g:4489568
Saint Johns Church	id=g:4489569
Saint Johns Church	id=g:4489570
Saint Johns Church	id=g:4489571
Saint Johns Church	id=g:4489572
Saint Johns Church	id=g:4489573
Saint Johns Church	id=g:4489574
Saint Johns Church	id=g:4489575
Saint Johns Church	id=g:4489576
Saint Johns Church	id=g:4489577
Saint Johns Church	id=g:4489578
Saint Johns Church	id=g:4489579
Saint Johns Church	id=g:4489580
Saint Johns Church	id=g:4489581
Saint Johns Church	id=g:4489582
Saint Johns Church	id=g:4489583
Saint Johns Church	id=g:4489584
Saint Johns Church	id=g:4489585
Saint Johns Church	id=g:4489586
Saint Johns Church	id=g:4489587
Saint Johns Church	id=g:4489588
Saint Johns Church	id=g:4489589
Saint Johns Church	id=g:4489590
Saint Johns Church	id=g:4489591
Saint Johns Church	id=g:4489592
Saint Johns Church	id=g:4489593
Saint Johns Church	id=g:4489594
Saint Johns Church	id=g:4489595
Saint Johns Church	id=g:4489596
Saint Johns Church	id=g:4489597
Saint Johns Church	id=g:4489598
Saint Johns Church	id=g:4489599
Saint Johns Church	id=g:4489600
Saint Johns Church	id=g:4489601
Saint Johns Church	id=g:4489602
Saint Johns Church	id=g:4489603
Saint Johns Church	id=g:4489604
Saint Johns Church	id=g:4489605
Saint Johns Church	id=g:4489606
Saint Johns Church	id=g:4489607
Saint Johns Church	id=g:4489608
Saint Johns Church	id=g:4489609
Saint Johns Church	id=g:4489610
Saint Johns Church	id=g:4489611
Saint Johns Church	id=g:4489612
Saint Johns Church	id=g:4489613
Saint Johns Church	id=g:4489614
Saint Johns Church	id=g:4489615
Saint Johns Church	id=g:4489616
Saint Johns Church	id=g:4489617
Saint Johns Church	id=g:4489618
Saint Johns Church	id=g:4489619
Saint Johns Episcopal Church	id=g:4489620
Saint Johns Lutheran Church	id=g:4489621
Saint Johns Lutheran Church	id=g:4489622
Saint Johns School	id=g:4489623
Saint Johns Zion Church	id=g:4489624
Township of Saint Johns	id=g:4489625
Saint Jones Church	id=g:4489626
Saint Joseph Church	id=g:4489627
Saint Joseph Hospital	id=g:4489628
Saint Joseph Hospital	id=g:4489629
Saint Josephs Church	id=g:4489630
Saint Josephs Church	id=g:4489631
Saint Josephs Church	id=g:4489632
Saint Josephs Church	id=g:4489633
Saint Josephs Church	id=g:4489634
Saint Josephs Hospital	id=g:4489635
Saint Jude Church	id=g:4489636
Saint Kets Church	id=g:4489637
Saint Leos Hospital	id=g:4489638
Saint Lewis	id=g:4489639
Saint Louis Church	id=g:4489640
Saint Lucins Church	id=g:4489641
Saint Luke Cemetery	id=g:4489642
Saint Luke Church	id=g:4489643
Saint Luke Church	id=g:4489644
Saint Luke Church	id=g:4489645
Saint Luke Church	id=g:4489646
Saint Luke Church	id=g:4489647
Saint Luke Church	id=g:4489648
Saint Luke Church (historical)	id=g:4489649
Saint Lukes Cemetery	id=g:4489650
Saint Lukes Church	id=g:4489651
Saint Lukes Church	id=g:4489652
Saint Lukes Church	id=g:4489653
Saint Lukes Church	id=g:4489654
Saint Lukes Church	id=g:4489655
Saint Lukes Church	id=g:4489656
Saint Lukes Church	id=g:4489657
Saint Lukes Church	id=g:4489658
Saint Lukes Church	id=g:4489659
Saint Lukes Church	id=g:4489660
Saint Lukes Church	id=g:4489661
Saint Lukes Church	id=g:4489662
Saint Lukes Church	id=g:4489663
Saint Lukes Church	id=g:4489664
Saint Lukes Church	id=g:4489665
Saint Lukes Church	id=g:4489666
Saint Lukes Church	id=g:4489667
Saint Lukes Church	id=g:4489668
Saint Lukes Church	id=g:4489669
Saint Lukes Church	id=g:4489670
Saint Lukes Church	id=g:4489671
Saint Lukes Church	id=g:4489672
Saint Lukes Church	id=g:4489673
Saint Lukes Episcopal Church	id=g:4489674
Saint Lukes Hospital	id=g:4489675
Saint Lukes Lutheran Church	id=g:4489676
Saint Lukes Lutheran Church (historical)	id=g:4489677
Saint Mahala Chapel	id=g:4489678
Saint Mariahs Church	id=g:4489679
Saint Mark Church	id=g:4489680
Saint Mark Church	id=g:4489681
Saint Mark Church	id=g:4489682
Saint Marks Chapel	id=g:4489683
Saint Marks Church	id=g:4489684
Saint Marks Church	id=g:4489685
Saint Marks Church	id=g:4489686
Saint Marks Church	id=g:4489687
Saint Marks Church	id=g:4489688
Saint Marks Church	id=g:4489689
Saint Marks Church	id=g:4489690
Saint Marks Church	id=g:4489691
