Tītīn Darah	id=g:1474234
Panjāb	id=g:7052912
Sayghān	id=g:7052913
Shaybar	id=g:7052914
Waras̄	id=g:7052915
Yakāwlang	id=g:7052916
Anār Darah	id=g:7052917
Bakwāh	id=g:7052918
Bālā Bolūk	id=g:7052919
Gulistān	id=g:7052920
Khāk-e Safayd	id=g:7052921
Lāsh-e Juwayn	id=g:7052922
Pur Chaman	id=g:7052923
Pusht-e Rōd	id=g:7052924
Qal‘ah-ye Kāh	id=g:7052925
Shayb Kōh	id=g:7052926
Khān-e Chahār Bāgh	id=g:7052927
Almār	id=g:7052928
Andkhōy	id=g:7052929
Bal Chirāgh	id=g:7052930
Dowlatābād	id=g:7052931
Gurzīwān	id=g:7052932
Khwājah Sabz Pōsh	id=g:7052933
Kōhistān	id=g:7052934
Maīmanah	id=g:7052935
Pas̲h̲tūn Kōṯ	id=g:7052936
Qaīşār	id=g:7052946
Qaram Qōl	id=g:7052947
Qurghān	id=g:7052948
Shīrīn Tagāb	id=g:7052949
Āb Band	id=g:7052950
Ajristān	id=g:7052952
Andaṟ	id=g:7052953
Bahrām-e Shahīd (Jaghatū)	id=g:7052954
Deh Yak	id=g:7052955
Ghaznī	id=g:7052956
Gīrō	id=g:7052957
Jāghūrī	id=g:7052958
Khwājah ‘Omarī	id=g:7052961
Mālistān	id=g:7052962
Muqêr	id=g:7052984
Nāwah	id=g:7052985
Nāwur	id=g:7052986
Qarah Bāgh	id=g:7052988
Rashīdān	id=g:7052990
Wāghaz̧	id=g:7052992
Walī Muḩammad Shahīd Khūgyāṉī	id=g:7052994
Zanakhān	id=g:7052996
Chaghcharān	id=g:7052997
Chahār Şadah	id=g:7052998
Dō Laīnah	id=g:7052999
Dowlatyār	id=g:7053000
La‘l wa Sar Jangal	id=g:7053002
Pasāband	id=g:7053003
Sāghar	id=g:7053004
Shahrak	id=g:7053010
Taywarah	id=g:7053012
Tūlak	id=g:7053013
Bāghrān	id=g:7053015
Dīshū	id=g:7053017
Garm Sēr	id=g:7053018
Kajakī	id=g:7053026
Lashkar Gāh	id=g:7053027
Mūsá Qal‘ah	id=g:7053028
Nād ‘Alī	id=g:7053029
Nahr-e Sarāj	id=g:7053030
Nāwah-ye Bārakzaī	id=g:7053031
Now Zād	id=g:7053032
Rēg-e Khān Neshīn	id=g:7053033
Sangīn	id=g:7053034
Wāshēr	id=g:7053035
Adraskan	id=g:7053036
Chisht-e Sharīf	id=g:7053037
Farsī	id=g:7053038
Ghōrīān	id=g:7053039
Gulrān	id=g:7053040
Injīl	id=g:7053041
Karukh	id=g:7053042
Kohsān	id=g:7053043
Kushk (Rabāţ-e Sangī)	id=g:7053044
Kushk-e Kohnah	id=g:7053045
Niz̧ām-e Shahīd (Guz̄arah)	id=g:7053046
Ōbêh	id=g:7053047
Pas̲h̲tūn Zarghūn	id=g:7053048
Shīnḏanḏ	id=g:7053049
Zindah Jān	id=g:7053050
Bagrāmī	id=g:7053051
Chahār Āsīāb	id=g:7053052
Deh-e Sabz	id=g:7053053
Farzah	id=g:7053054
Gul Darah	id=g:7053055
Istālif	id=g:7053056
Kalakān	id=g:7053057
Khāk-e Jabār	id=g:7053058
Mīr Bachah Kōṯ	id=g:7053059
Mūsahī	id=g:7053060
Paghmān	id=g:7053080
Qarah Bāgh	id=g:7053081
Saṟōbī	id=g:7053082
Shakar Darah	id=g:7053083
Alah Sāy	id=g:7053084
Ḩişah-e Awal-e Kōhistān	id=g:7053085
Ḩişah-e Dowum-e Kōhistān	id=g:7053086
Kōh Band	id=g:7053087
Maḩmūd-e Rāqī	id=g:7053088
Nejrāb	id=g:7053089
Tagāb	id=g:7053090
Shāh Walī Kōṯ	id=g:7053179
Shīndās	id=g:7053242
Daryā-ye Darah-ye Sūst	id=g:7053243
Daryā-ye Qal‘ah-ye Ūst	id=g:7053244
Sherk	id=g:7053245
Sargaz	id=g:7053246
Bābā Tangī	id=g:7053247
Daryā-ye Kand Khān	id=g:7053248
Rabāţ	id=g:7053249
Daryā-ye Darah-ye Shamsah	id=g:7053250
Wardī	id=g:7053251
Daryā-ye Pūrwakshan	id=g:7053252
Pūrwakshan	id=g:7053253
Pajrab	id=g:7053254
Azrah	id=g:7053255
Barakī Barak	id=g:7053256
Charkh	id=g:7053257
Kharwār	id=g:7053258
Khōshī	id=g:7053259
Muḩammad Āghah	id=g:7053260
Pul-e ‘Alam	id=g:7053261
Achīn	id=g:7053262
Batī Kōṯ	id=g:7053263
Behsūd	id=g:7053264
Chaparhār	id=g:7053265
Darah-ye Nūr	id=g:7053266
Deh Bālā	id=g:7053267
Dur Bābā	id=g:7053278
Gōshtah	id=g:7053279
Ḩişārak	id=g:7053280
Jalālābād	id=g:7053281
Kāmah	id=g:7053282
Khūgyāṉī	id=g:7053283
Kōṯ	id=g:7053284
Kūz Kunaṟ	id=g:7053285
La‘lpūr	id=g:7053286
Mohmand Darah	id=g:7053287
Nāzyān	id=g:7053288
Pachīr wa Āgām	id=g:7053289
Rōdāt	id=g:7053290
Shērzād	id=g:7053291
Shīnwār	id=g:7053292
Surkh Rōd	id=g:7053293
Chahār Burjak	id=g:7053294
Kang	id=g:7053295
Khāsh Rōd	id=g:7053296
Zaranj	id=g:7053297
Arghandāb	id=g:7053298
Arghistān	id=g:7053299
Dāmān	id=g:7053300
Ghōrak	id=g:7053301
Khākrēz	id=g:7053302
Ma‘rūf	id=g:7053303
Maīwand	id=g:7053304
Myā Neshīn	id=g:7053305
Nēsh	id=g:7053306
Panjwā’ī	id=g:7053307
Rēgistān	id=g:7053308
Shorabak	id=g:7053309
Spīn Bōldak	id=g:7053310
Zhaṟay	id=g:7053311
‘Alīābād	id=g:7053312
Archī	id=g:7053313
Chahār Darah	id=g:7053314
Imām Şāḩib	id=g:7053315
Khānābād	id=g:7053316
Qal‘ah-ye Z̅āl	id=g:7053317
Bahārak	id=g:7053318
Bangī	id=g:7053319
Chāh Āb	id=g:7053320
Chāl	id=g:7053321
Darqad	id=g:7053322
Dasht-e Qal‘ah	id=g:7053323
Farkhār	id=g:7053324
Hazār Sumūch	id=g:7053325
Ishkamish	id=g:7053326
Kalafgān	id=g:7053327
Khwājah Bahāwuddīn	id=g:7053328
Khwājah Ghār	id=g:7053329
Namak Āb	id=g:7053330
Rustāq	id=g:7053331
Tāloqān	id=g:7053332
Warsaj	id=g:7053333
Yangī Qal‘ah	id=g:7053334
Chak-e Wardak	id=g:7053335
Dāymīrdād	id=g:7053336
Ḩişah-e Awal-e Behsūd	id=g:7053337
Jaghatū	id=g:7053338
Jalrayz	id=g:7053339
Maīdān Shahr	id=g:7053340
Markaz-e Behsūd	id=g:7053341
Nêrkh	id=g:7053342
Sayyidābād	id=g:7053343
Arghandāb	id=g:7053344
Atghar	id=g:7053345
Dāychōpān	id=g:7053346
Khāk-e Afghān	id=g:7053347
Mīzān	id=g:7053768
Now Bahār	id=g:7053769
Shāh Jōy	id=g:7053770
Shamulzaī	id=g:7053771
Shīnkaī	id=g:7053772
Tarnêk wa Jaldak	id=g:7053773
Bêrmal	id=g:7053774
Dīlah wa Khōshāmand	id=g:7053775
Giyān	id=g:7053776
Gōmal	id=g:7053777
Jānī Khēl	id=g:7053778
Motā Khān	id=g:7053779
Nīkêh	id=g:7053780
Ōmnah	id=g:7053781
Orgūn	id=g:7053782
Sar Rowẕah	id=g:7053783
Saṟōbī	id=g:7053784
Sharan	id=g:7053785
Têrwō	id=g:7053786
Wāzah Khwāh	id=g:7053787
Wuṟ Mamay	id=g:7053788
Yaḩyá Khēl	id=g:7053789
Yōsuf Khēl	id=g:7053790
Zarghūn Shahr	id=g:7053791
Zīṟūk	id=g:7053792
Chahār Bōlak	id=g:7053793
Chahār Kent	id=g:7053794
Chimtāl	id=g:7053795
Dehdādī	id=g:7053796
Dowlātābād	id=g:7053797
Kaldār	id=g:7053798
Khulm	id=g:7053799
Kishindeh	id=g:7053800
Mārmul	id=g:7053801
Nahr-e Shāhī	id=g:7053802
Shahrak-e Ḩaīratān	id=g:7053803
Shōlgarah	id=g:7053804
Shōr Tepah	id=g:7053805
Zārī	id=g:7053806
Āqchah	id=g:7053807
Darzāb	id=g:7053808
Faīẕābād	id=g:7053809
Khamyāb	id=g:7053810
Khānaqā	id=g:7053811
Khwājah Dō Kōh	id=g:7053812
Mardīān	id=g:7053813
Mingajīk	id=g:7053814
Qarqīn	id=g:7053815
Qūsh Tepah	id=g:7053816
Shibirghān	id=g:7053817
Aībak	id=g:7053818
Darah-ye Şūf-e Bālā	id=g:7053819
Darah-ye Şūf-e Pā’īn	id=g:7053820
Fayrōz Nakhchīr	id=g:7053821
Ḩaẕrat-e Sulţān	id=g:7053822
Khuram wa Sār Bāgh	id=g:7053823
Rūy Dō Āb	id=g:7053824
Balkhāb	id=g:7053945
Gōsfandī	id=g:7053946
Kōhistānāt	id=g:7053947
Sangchārak	id=g:7053948
Sar-e Pul	id=g:7053949
Şayād	id=g:7053950
Sōzmah Qal‘ah	id=g:7053951
Asadābād	id=g:7053952
Bar Kunaṟ (Asmār)	id=g:7053955
Chapah Darah	id=g:7053956
Tsowkêy	id=g:7053957
Dāngām	id=g:7053958
Darah-ye Pēch	id=g:7053959
Ghāzīābād	id=g:7053960
Khāş Kunaṟ	id=g:7053961
Marawarah	id=g:7053962
Narang	id=g:7053963
Nārī	id=g:7053964
Nūrgal	id=g:7053965
Sar Kāṉī	id=g:7053966
Shīgal wa Shêltan	id=g:7053967
Watahpūr	id=g:7053968
‘Alīngār	id=g:7053969
‘Alīsheng	id=g:7053970
Dowlat Shāh	id=g:7053971
Mehtar Lām	id=g:7053972
Qarghah’ī	id=g:7053973
Aḩmadābād	id=g:7053975
Tsamkanī	id=g:7053976
Ḏanḏ - Paṯān	id=g:7053977
Gardēz	id=g:7053978
Jājī	id=g:7053979
Jānī Khēl	id=g:7053980
Lajah - Aḩmad Khēl	id=g:7053981
Sayyid Karam	id=g:7053982
Shwāk	id=g:7053983
Dzadrān	id=g:7053984
Zurmat	id=g:7054005
Bāk	id=g:7054006
Gurbuz	id=g:7054007
Jājī Maīdān	id=g:7054008
Khōst (Matūn)	id=g:7054009
Mandūzaī (Ismā‘īl Khēl)	id=g:7054013
Mūsá Khēl (Mangal)	id=g:7054014
Nādir Shāh Kōṯ	id=g:7054015
Qalandar	id=g:7054016
Şabarī (Ya‘qūbī)	id=g:7054017
Shamul (Dzadrān)	id=g:7054018
Spērah	id=g:7054019
Taṉaī	id=g:7054020
Têrayzaī (‘Alī Shēr)	id=g:7054021
Barg-e Matāl	id=g:7054022
Dō Āb	id=g:7054023
Kāmdēsh	id=g:7054025
Mandōl	id=g:7054026
Nūrgarām	id=g:7054027
Nūristān (Pārūn)	id=g:7054028
Wāmā	id=g:7054029
Wāygal	id=g:7054030
Chōrah	id=g:7054031
Deh Rāwud	id=g:7054032
Khāş Uruzgān	id=g:7054033
Shahīd-e Ḩasās	id=g:7054034
Tarīn Kōṯ	id=g:7054035
Bagrām	id=g:7054036
Chārīkār	id=g:7054037
Jabal us Sarāj	id=g:7054038
Kōh-e Şāfī	id=g:7054039
Sālang	id=g:7054040
Sayyid Khayl	id=g:7054041
Shaykh ‘Alī	id=g:7054042
Shīnwārī	id=g:7054043
Sīāhgird (Ghōrband)	id=g:7054044
Surkh-e Pārsā	id=g:7054324
Gaytī	id=g:7054325
Gīzāb	id=g:7054326
Ishtarlay	id=g:7054327
Kajrān	id=g:7054328
Khedīr	id=g:7054329
Mīr Āmōr	id=g:7054330
Nīlī	id=g:7054331
Sang-e Takht	id=g:7054332
Shahristān	id=g:7054334
‘Unābah	id=g:7054336
Bāzārak	id=g:7054337
Darah	id=g:7054338
Khinj	id=g:7054339
Parīān	id=g:7054340
Rukhah	id=g:7054341
Shutul	id=g:7054342
Kūh-e Tābkeh	id=g:7054812
Rūdkhāneh-ye Kharmākeh	id=g:7054814
Jar-e Chāh Halang	id=g:7054816
Kūh-e Chāh Rīg	id=g:7054818
Kūh-e Shāhrang	id=g:7054820
Naşr Kūh	id=g:7054822
Pōzah-ye Ulyāt	id=g:7056467
Nalej	id=g:7056468
Surkhī	id=g:7057410
Khūlah Zark	id=g:7057411
Baldar Ghūtū	id=g:7057412
Espīdak	id=g:7057413
Qachrak	id=g:7057414
Qal‘ah-ye Mōtah	id=g:7057415
Qal‘ah-ye Gīrō	id=g:7057416
Nāwah-ye Surkh Jōy	id=g:7057417
Pāy Gulī	id=g:7057418
Kōdak	id=g:7057419
Ghundah Sang	id=g:7057420
Sarjī	id=g:7057421
Nāw-e Rāh	id=g:7057422
Nāw-e Khūg	id=g:7057423
Sawz Manghāl-e Suflá	id=g:7057424
Sar-e Bābur Darah	id=g:7059765
Sar Mōtak	id=g:7060460
Dowlat Qadam	id=g:7060461
Sīāh Khārak	id=g:7060462
Lōrah	id=g:7060463
Pusht Qal‘ah	id=g:7060464
Dahan-e Saybak	id=g:7060505
Palān Dast-e Chap	id=g:7060506
Qownāq	id=g:7060507
Surkh Dayak	id=g:7060508
Shaywak-e Bālā	id=g:7060509
Dahan-e Tagāb Shāh	id=g:7060510
Palān Dast-e Rāst	id=g:7060511
Shaywak-e Pā’īn	id=g:7060512
Dōāb	id=g:7060513
Sar-e Ābōkah	id=g:7060514
Dahan-e Tay-e Nal	id=g:7060515
Dahan-e ‘Ālamtū	id=g:7060516
Şad Barg	id=g:7060517
Dād ‘Alī	id=g:7060518
Daywālak	id=g:7060519
Shakh Chal Chōb	id=g:7060520
Mīān Ladō	id=g:7060521
Sar Shukurdād	id=g:7060522
Qōl-e Muḩammad-e ‘Olyā	id=g:7060523
Sar Dasht	id=g:7060524
Qōchgī Jōy	id=g:7060525
Pāsgāh-e Marzī-ye Afghānestān	id=g:7060802
Kūh-e Āshkhāneh	id=g:7060848
Pāsgāh-e Entez̧āmī-ye Chāh Qūrī	id=g:7060865
Pāsgāh-e Kāl Yārak-e Afghānestān	id=g:7060866
Kalāteh-ye Kāl Yārak-e Afghānestān	id=g:7060867
Kūh-e Sīr Khūn-e Jonūbī	id=g:7060868
Chāh Mazār	id=g:7060869
Kūh-e Sīr Khūn-e Shomālī	id=g:7060870
Sūrkaī Zhawêrah	id=g:7062087
Dê S̲h̲udē Māndêh	id=g:7062137
Srah Wazar Ghunḏêy	id=g:7062150
Tsātsī Lār	id=g:7062151
Hēch Māndêh	id=g:7062152
Yōsufgī Māndêh	id=g:7062153
Nahārē Māndêh	id=g:7062154
Kōbarē Māndêh	id=g:7062155
Srah Dzanglêh Māndêh	id=g:7062160
Kalā Khēl Shamālī	id=g:7063373
‘Omarī Kārēz	id=g:7063374
Dê Gwāshtē Algaḏ	id=g:7063375
Lōyah Zhay	id=g:7063376
Wêchē Marghē Band	id=g:7063377
Lēlizō Kārēz	id=g:7063378
Ḩājī Nikālī Kārēz	id=g:7063379
Nanay Kārēz	id=g:7063380
Têrkhē Das̲h̲tah	id=g:7063381
Dê Khōshāmand Lōy Kārēz	id=g:7063382
Dê Khōshāmand Kamkaī Kārēz	id=g:7063383
Dê Ḩājī ‘Abdul Ḩakīm Kārēz	id=g:7063384
Dê Ḩājī ‘Abdul Ḩakīm Wêch Kārēz	id=g:7063385
Têrwak Kārēz	id=g:7063386
Chāmṟī Kārēz	id=g:7063387
Manūr Kārēz	id=g:7063388
Khwājah Muḩammad Kārēz	id=g:7063389
Shanākhtagay Kārēz	id=g:7063390
Mīān Kajak	id=g:7063491
Pāy Kajak	id=g:7063492
Sar-e Shaybār	id=g:7063493
Kuhnah Qal‘ah	id=g:7063494
Sīāh Khār	id=g:7063495
Sōkhtah Qōl	id=g:7063496
Tak Tekah	id=g:7063497
Pā’īn Deh	id=g:7063498
Mīān Qōl	id=g:7063499
Barghō Sang	id=g:7063500
Nowhā	id=g:7063501
Zard Sang	id=g:7063502
Now Shāhī	id=g:7063503
Malik Takhtah	id=g:7063539
Gharak	id=g:7063540
Mīrzā ‘Alī	id=g:7063541
Jasah	id=g:7063542
Qōl-e Chōrī	id=g:7063543
Jangalak	id=g:7063544
Mīān Deh	id=g:7063545
Qōl-e Payrah	id=g:7063546
Sar Ēlakah	id=g:7063547
Ghār	id=g:7063548
Nowrak Ēlakah	id=g:7063549
Qaryah-ye Qaraterāy	id=g:7063550
Sar-e Nowrak	id=g:7063551
Tāsh Qōl	id=g:7063552
Qāshak	id=g:7063553
Daydah Gō Yāftah	id=g:7063554
Lādū	id=g:7063555
Palās Dashtah	id=g:7063556
Surkh Kundgak	id=g:7063557
Tōp	id=g:7063558
Gardanak	id=g:7063559
Dasht-e Jāme‘	id=g:7063560
Gāl Qōl	id=g:7063561
Khers Qōlak	id=g:7063562
Khar Murdah	id=g:7063563
Maktab-e Muḩammad Dōst	id=g:7063564
Naday	id=g:7063565
Kamkaī Aḩmadwāl Kārēz	id=g:7063828
Barēmwāl	id=g:7063829
Shibī Khēlō Kārēz Sharqī	id=g:7063830
Shabī Khēlō Kārēz Gharbī	id=g:7063831
Lōyah Lār	id=g:7063832
Badrō	id=g:7063833
Shādak Māndêh	id=g:7063834
Jelgêy Kārēz	id=g:7063835
Dê Spērkay Kārēz	id=g:7063836
Dê Maṟīānō Kārēz	id=g:7063837
Dê Khwājah Muḩammad Ismā‘īl Gaṟandī Zīārat Ghar	id=g:7063838
Shahābuddin Kārēz	id=g:7063839
Nahārah	id=g:7063840
Aṯalwāl Kārēz	id=g:7063841
Lanḏay Kārēz	id=g:7063842
Chōkah-ye Nūrullāh	id=g:7063843
S̲h̲ēgaṉō Shāh	id=g:7063844
Dê Shamū Kārēz	id=g:7063845
Dê Têrwukī Kārēz	id=g:7063846
Gāryō Kārēz	id=g:7063847
Apō	id=g:7064014
Spīn Khūnē	id=g:7064052
‘Azātak	id=g:7064053
Now Shākhah	id=g:7067092
Tālah Qōl	id=g:7067093
Dahan-e Sayyid Bāchah	id=g:7067094
Sar-e Shaybarāk	id=g:7067095
Sīāh Darah	id=g:7067096
Gardan-e Safayd	id=g:7067097
Jow Qōl	id=g:7067098
Barghō Sang	id=g:7067099
Pāsgāh-e Marzī-ye Afghānestān	id=g:7069224
Pāsgāh-e Marzī-ye ‘Abdollāh Jān	id=g:7069241
Gol Gol	id=g:7069266
Pāsgāh-e Afghānestān	id=g:7069267
Harīrūd	id=g:7069276
Qōl-e Shayrō	id=g:7073284
Qōl-e Zāgh	id=g:7076298
Maṉē Kêlay	id=g:7082771
Kaj Kalā	id=g:7082772
Kohnah Deh	id=g:7082913
Pīr Sa‘īd Dzadrān	id=g:7082914
Bāshagaī	id=g:7082915
Mustūfī	id=g:7082916
Trah Khēl	id=g:7086533
Patang Chīnah	id=g:7086534
Mirān Khēl	id=g:7086535
Lōyah Kandah	id=g:7090999
Shāh Kābul-e Kalān	id=g:7091000
Gāw Kush	id=g:7091052
Chūnchatah	id=g:7091661
Kōtah-ye Ḩabībullāh	id=g:7091662
Ātay	id=g:7092326
Mullā Plank Ghār	id=g:7094595
Gōsfand Darē Kanḏow	id=g:7094596
Chahārwāzagī	id=g:7094597
Bāgh-e Khān Jān	id=g:7094598
Ākhūnd Darah	id=g:7094599
Ma‘din-e Mis-e ‘Aynak	id=g:7094600
Gul Darah	id=g:7094601
Kārēz-e ‘Abd ul ‘Alī	id=g:7095136
Kōh-e Kanḏow Sang	id=g:7095137
Dasht-e Gōsfand Darah	id=g:7095138
Dasht-e Gunbad Larah	id=g:7095139
Kōtal-e Laghmānak	id=g:7095140
Kamālō Kêlay	id=g:7095141
Jōy-e Qal‘ah-ye Muḩsin	id=g:7095142
Ḩowz̲akaī Chīnah	id=g:7095143
Shayr Del Nāw	id=g:7095144
Kārēz Kêlay	id=g:7095145
Jōy-e Kamarī	id=g:7095146
Dasht-e Jahāngīrī	id=g:7095147
Dasht-e Atal	id=g:7095148
Kārēz-e Bakr	id=g:7095149
Jihāngīrī	id=g:7095150
Dasht-e Dāmanah-ye Kamarī	id=g:7095151
Qal‘ah-ye Ḩājī Karīm	id=g:7095152
Mullā Khēl	id=g:7095153
Qal‘ah-ye Muḩammad ‘Omar	id=g:7095154
Qal‘ah-ye Karīm	id=g:7095155
Bāgh-e Ḩājī Mīr Afghān	id=g:7095156
Tarahkaī	id=g:7095157
Maktab-e Ḩusaīn Khēl	id=g:7095158
Nasimullāh Shahīd Zīārat	id=g:7095159
Qal‘ah-ye ‘Abbās	id=g:7095160
Khwājah Būl Bābā	id=g:7095161
Bāgh-e Ḩafīz̧	id=g:7095162
Chaman-e Shīnah wa Bagrāmī	id=g:7095163
Qal‘ah-ye Muḩammad Alwar	id=g:7095164
Qal‘ah-ye Rasūl	id=g:7095165
Sayyid Ghāzī	id=g:7095166
Qal‘ah-ye Ghulām Ḩaīdar Khān	id=g:7095167
Qal‘ah-ye Ghulām Majīd	id=g:7095168
Bāgh-e Muḩammad Z̧arīf	id=g:7095169
Qal‘ah-ye Muḩammad Shāh Khān	id=g:7095170
Qal‘ah-ye Ghulām Muḩammad	id=g:7095171
Qal‘ah-ye Chaman	id=g:7095172
Madrasah-ye Abū Ḩanīfah	id=g:7095173
Qal‘ah-ye Bahrāmiulddīn	id=g:7095174
Qal‘ah-ye Afghānān	id=g:7095175
Līsah-ye Bagrāmī	id=g:7095176
Bāgh-e Kōṯī	id=g:7095177
Markaz-e Wulêswālī-ye Bagrāmī	id=g:7095178
Pā’īn Qal‘ah	id=g:7095179
Bālā Qal‘ah	id=g:7095180
Bāgh-e Hindū	id=g:7095181
Qal‘ah-ye Khalīl	id=g:7095182
Qal‘ah-ye Ghanī	id=g:7095183
Muḩammadzaī	id=g:7095184
Qal‘ah-ye Ghulām ‘Omar Khān	id=g:7095185
Qal‘ah-ye Ḩājī Zā Khēl	id=g:7095186
Dowlatzaī	id=g:7095187
Bāgh-e Raḩmat Sa‘īd	id=g:7095188
Qal‘ah-ye ‘Abd ul Ḩakīm	id=g:7095189
Qal‘ah-ye Khān Mīr	id=g:7095190
Darah-ye Sanjtak	id=g:7095191
Chaman-e Gêrd Qōl	id=g:7095192
Gêrd Qōl Ghunḏêy	id=g:7095193
Qal‘ah-ye Gul Faqīr	id=g:7095194
Qal‘ah-ye Ḩājī ‘Abd ul Wāhid	id=g:7095195
Qal‘ah-ye Ghulām	id=g:7095196
Qal‘ah-ye ‘Alam	id=g:7095197
Tapah-ye Gerd Qōl	id=g:7095198
Qal‘ah-ye Shayr ‘Alam	id=g:7095199
Ābparān Tangaī	id=g:7095207
Dur Khīj	id=g:7096558
Yaylāq-e Ḩowẕ	id=g:7096559
Dasht-e Ēsh	id=g:7096560
Dasht-e Firāq	id=g:7096561
Darah-ye Sīmzan	id=g:7096568
Shūhūch	id=g:7096569
Darah-ye Khudāruk	id=g:7096570
Kōh-e Khwājah Arzān	id=g:7096577
Silsilah-ye Kōh-e Ḩaẕrat-e Sulţān	id=g:7096578
Jujdur	id=g:7096605
Darah-ye Wēd Khin	id=g:7096606
Darah-ye Kūdālar	id=g:7096607
Z̄īn Darah	id=g:7096608
Darēl	id=g:7096609
Wādī-ye Yumgān	id=g:7096650
Khwājah Khiz̧ir	id=g:7096653
Darah-ye ‘Alam	id=g:7096654
Kham-e Pēsh	id=g:7096655
Iwar	id=g:7096656
Iwaẕ Muḩammad	id=g:7096657
Qalātā	id=g:7096658
Paytow-e Sōkhtah	id=g:7096659
Darah-ye Khōstak	id=g:7096660
Bayduk	id=g:7096661
Darah-ye Tiwrah	id=g:7096662
Shōr Darah	id=g:7096700
Band-e Surkh Āb	id=g:7096701
Sulţān Muḩammad Khān	id=g:7096702
Aḩmad Khān Qal‘ah	id=g:7096703
Kundal Kêlay	id=g:7096704
Sūryā	id=g:7096705
Shah Qal‘ah	id=g:7096706
Ḩakīm Khēl	id=g:7096707
Bāzār-e Tangī Wagh Jān-e Deh-e Now	id=g:7096708
Şarfī	id=g:7096709
Khōshī Chīnahhā-ye Ḩişārak	id=g:7096710
Karnayl Dād Muḩammad	id=g:7096711
Nahr-e Shāhī	id=g:7096712
Ābparān-e Pā’īn	id=g:7096745
Sīāh Kōh	id=g:7096746
Kham Hindū	id=g:7096769
Khōshī Chīnahhā-ye Pā’īn	id=g:7096770
Qal‘ah-ye No‘mān	id=g:7096853
Ja‘farīyah Masjid	id=g:7096854
Sarak-e Dārulāmān	id=g:7096912
Līsah-ye ‘Abd ur Raḩmān Pazhwāk	id=g:7096913
Wizārat-e Āb wa Inarzhī	id=g:7096914
Kabul Museum	id=g:7096915
Qal‘ah-ye Zard	id=g:7096916
Sīāh Chōb	id=g:7096917
Qal‘ah-ye Kōh-e Gul Bāgh	id=g:7096918
Zīārat Khwaṟ	id=g:7096919
‘Omar Khān Lalandar	id=g:7096920
Tang Darah	id=g:7096921
Qishlāq-e Mastūrī	id=g:7096922
Alū Khēl Suflá	id=g:7096923
‘Abd ur Raḩīmzī	id=g:7096924
Maktab-e Bībī Şāḩibah	id=g:7096990
Dasht-e Parchī	id=g:7096991
Zīārat-e Ustād ‘Abd ul Ghafūr	id=g:7096992
Kōh-e Khwājah Dur Bābā Walī	id=g:7096993
Qal‘ah-ye Khwājahhā	id=g:7096994
Maktab-e Rukhshānah	id=g:7096995
Līsah-ye Khōshḩāl Khān	id=g:7096996
Jōy-e Qal‘ah-ye Parchī	id=g:7096997
Pul-e Kalān-e Qal‘ah-ye Qāz̲ī	id=g:7096998
Kārēz-e Moghul	id=g:7096999
Zīārat-e Khwājah Şāḩib	id=g:7097000
Qal‘ah-ye Muḩammad Shafī‘	id=g:7097001
Qaryah-ye Barāt Khān	id=g:7097002
Myār Khēl	id=g:7097003
Zīārat-e Khez̲r Nabī	id=g:7097004
Qal‘ahchah-ye Gul Khānah	id=g:7097019
Wizārat-e Tujārat wa Şanāye‘	id=g:7097020
Qal‘ah-ye Muḩammad Ayūb	id=g:7097021
Shaykh Shahāb ud Dīn Bābā Zīārat	id=g:7097022
Mīr Şaḩib-e Qaşāb Kūchah	id=g:7097023
Shaykh Shahāb ud Dīn Bābā Tapah	id=g:7097024
Deh Qābul	id=g:7097025
Zīārat-e Jābar Anşār	id=g:7097026
Bāgh-e Muḩammad Anwar	id=g:7097027
Qal‘ah-ye ‘Abd ul Muḩammad	id=g:7097028
Sāy-e Khushk	id=g:7097029
Qal‘ah-ye Ḩājī Z̧āhir	id=g:7097030
Tapah-ye Kārtah-ye Now	id=g:7097031
Shōrā-ye Milī	id=g:7097032
Naz̧ar Gāh-ye Abū al Faẕl	id=g:7097033
Naz̧ar Gāh-ye Dawāz Deh-e Amān	id=g:7097034
Bāgh-e Ţāhir Jān Āghā	id=g:7097035
Maktab-e Z̄ikūr-e Dasht-e Barchī	id=g:7097036
Qal‘ah-ye Khalīfah Muḩammad ‘Alī	id=g:7097037
Kārēz-e Qal‘ah-ye Muḩib	id=g:7097038
Kārēz-e Sharīf	id=g:7097039
Kārēz-e Sangar	id=g:7097040
Qōl-e Chakāwah	id=g:7097041
Qal‘ah-ye Afghānān	id=g:7097042
Qaryah-ye Myā Şaḩib	id=g:7097043
Masjid-e Bībī Ḩajī	id=g:7097044
Qōl-e Adī	id=g:7097045
Sāy-e Qal‘ah-ye Barāt	id=g:7097046
Stayshan-e Barq	id=g:7097047
Qal‘ah-ye Kuhnah	id=g:7097048
Qal‘ah-ye Khwājah Ni‘amatullāh	id=g:7097049
Qal‘ah-ye Sulţān Jān	id=g:7097050
Nowābād Qal‘ah-ye Shādah	id=g:7097051
Brēs̲h̲nā Kōṯ	id=g:7097052
Qal‘ah-ye Afghānhā	id=g:7097053
Sarāy-e Kohnah	id=g:7097054
Tapah-ye Sang	id=g:7097055
Kārēz-e Qal‘ah-ye Now	id=g:7097056
Qaryah-ye ‘Alī Aḩmad	id=g:7097057
Qal‘ah-ye Chōnaghar	id=g:7097058
Moghul Khēl Kêlay	id=g:7097059
