Kafr Ibrāsh	id=g:354241
Ḩawḑ ad Duwayr al Gharbī	id=g:358010
Wādī Ḑuwayq	id=g:358011
Jabal aḑ Ḑuwayq	id=g:358012
Duwaynah	id=g:358013
Bi’r ad Duwaymāt	id=g:358014
Bi’r ad Duwaydār	id=g:358015
Duwaydah	id=g:358016
Manāqīr ad Dūwa	id=g:358017
Jabal Dūshī	id=g:358018
Bîr Dusheim Birdein	id=g:358019
Kawm Dushaymī	id=g:358020
Jazā’ir Dushaymī	id=g:358021
Tall Dūsh	id=g:358022
Naqb Dûsh	id=g:358023
‘Izbat Dūsh	id=g:358024
Wādī Durunkāt	id=g:358025
Jabal Durunkāt	id=g:358026
Dayr Durunkah	id=g:358027
Durunkah	id=g:358028
Jabal ad Durrī	id=g:358029
Jabal ad Durrī	id=g:358030
Durrât Miglis	id=g:358031
Wādī aḑ Ḑurays	id=g:358032
Wādī ad Durayrah	id=g:358033
‘Idd Duqrī	id=g:358034
Duqmayrah	id=g:358035
Jabal ad Duqm	id=g:358036
Sha‘ab ad Duqayah	id=g:358037
Dunqul	id=g:358038
Wādī Dunqāsh	id=g:358039
Bi’r Dunqāsh	id=g:358040
Dundīţ	id=g:358041
Dandīţ	id=g:358042
Būz ad Dumyāţīyah	id=g:358043
Muḩāfaz̧at Dumyāţ	id=g:358044
Damietta Mouth	id=g:358045
Mallāḩat Dumyāţ	id=g:358046
Damietta Branch	id=g:358047
Damietta	id=g:358048
‘Ayn Dumrīyah	id=g:358049
Tall Dumbal	id=g:358050
Kawm Dumays	id=g:358051
Dumayrah	id=g:358052
Karm Dulaymah	id=g:358053
‘Izbat ad Duktūr Riyāḑ	id=g:358054
‘Izbat ad Duktūr Iskandar Bey Jirjāwī	id=g:358055
‘Izbat ad Duktūr ‘Abd al Ḩayy	id=g:358056
Dukhmays	id=g:358057
Wâdi el Dukhkhân	id=g:358058
Bi’r ad Dukhkhān	id=g:358059
Jabal Duhaysah	id=g:358060
Wādī Duhays	id=g:358061
Jabal Duhays	id=g:358062
‘Ayn Duhaybah	id=g:358063
Sāniyat ad Dughūshīyah	id=g:358064
Bi’r ad Dughūshī	id=g:358065
Bi’r Dughaym Abū Burdayn	id=g:358066
Bi’r Dughaym	id=g:358067
Wādī Dufayt	id=g:358068
Tall ad Dūdah	id=g:358069
Marsá Dubur	id=g:358070
Jabal ad Dibbah	id=g:358071
Wādī Dubb	id=g:358072
Ra’s Dubb	id=g:358073
Bi’r Dubb	id=g:358074
‘Urf ad Dubays	id=g:358075
Bi’r ad Dubaykī	id=g:358076
Maşrif Numrah 11	id=g:358077
Drain No. 10	id=g:358078
Drain No. 8	id=g:358079
Drain No. 3	id=g:358080
Drain No. 2	id=g:358081
Drain No. 1	id=g:358082
Wâdi el-Dreib	id=g:358083
Double Peak	id=g:358084
Wâdi el-Dorrey	id=g:358085
Tombs of Dogs	id=g:358086
Gebel el Dob Neia	id=g:358087
Wadi el-Dôb	id=g:358088
Kûlet el-Dôb	id=g:358089
‘Ilw el-Diyûr	id=g:358090
‘Alam el Diyûr	id=g:358091
Diyū al Wusţá	id=g:358092
Diyasţ	id=g:358093
Markaz Diyarb Najm	id=g:358094
Diyarb Najm	id=g:358095
Diyarb Hāshim	id=g:358096
Diyarb Buqţāris	id=g:358097
Diyarb as Sūq	id=g:358098
‘Aîn Diyab	id=g:358099
Diyā al Kawm	id=g:358100
Jabal Ḑiyā	id=g:358101
Jazā’ir ad Dīwānī	id=g:358102
‘Izbat ad Dīwānī	id=g:358103
Disyā al Kanā’is	id=g:358104
Disyā	id=g:358105
Jazīrat Disūqī	id=g:358106
Markaz Disūq	id=g:358107
Disūq	id=g:358108
Disūnis Umm Dīnār	id=g:358109
Disūnis al Ḩalfāyah	id=g:358110
Tur‘at Disūnis	id=g:358111
Disūnis	id=g:358112
Maşrif ad Dishūdī	id=g:358113
Markaz Dishnā	id=g:358114
Dishnā	id=g:358115
‘Ayn Dīshī	id=g:358116
Dishshit aḑ Ḑab‘ah	id=g:358117
Dishet Abū Minqār	id=g:358118
Baḩr Dishdī	id=g:358119
Dishāshah	id=g:358120
Gebel Dishâsha	id=g:358121
Wādī ad Dīsah	id=g:358122
‘Ayn Dīs	id=g:358123
Dirwah	id=g:358124
Dirshāy	id=g:358125
Dirshābah	id=g:358126
Jabal ad Dirsah	id=g:358127
Ra’s Dirrah	id=g:358128
Dirîn	id=g:358129
Dayr aḑ Ḑirghāmī	id=g:358130
‘Izbat Ḑirghām	id=g:358131
Bi’r ad Durayrah	id=g:358132
Naqb el-Dirâ’	id=g:358133
Buwayb Diqnāsh	id=g:358134
Bi’r Diqnāsh	id=g:358135
‘Alam Diqnāsh	id=g:358136
Dinūshar	id=g:358137
‘Ayn Dinūr al Ḩajar	id=g:358138
Dinshawāy	id=g:358139
Maḩaţţat Dinshāl	id=g:358140
Dinshāl	id=g:358141
Jazīrat Dinjawāy	id=g:358142
Dinjawāy	id=g:358143
Dineiqil	id=g:358144
Bi’r ad Dīnārīyah	id=g:358145
Dimyān	id=g:358146
Dimūshīyah	id=g:358147
Dimū	id=g:358148
Dimshāw Hāshim	id=g:358149
Khawr Dimrī	id=g:358150
Dimnū	id=g:358151
Dimitnu	id=g:358152
Dimīsinah	id=g:358153
Dimīsinah	id=g:358154
Dimishshalt	id=g:358155
Dimishqīn	id=g:358156
Dimishlī	id=g:358157
Dimīnkah	id=g:358158
Bîr el Dimeim	id=g:358159
Qanāţir ad Diltā	id=g:358160
Qâret Dilma	id=g:358161
Deir Dil‘iz	id=g:358162
Dilibshān	id=g:358163
Bi’r ad Dilhisyat	id=g:358164
Ḩawḑ Dilhānis	id=g:358165
Dilhānis	id=g:358166
Raqabet el Dilgawi	id=g:358167
Ḑil‘ al ‘Ifrīt	id=g:358168
‘Aîn el Dikûra	id=g:358169
Bi’r Dikkah	id=g:358170
Markaz Dikirnis	id=g:358171
Dikirnis	id=g:358172
Dikīrān	id=g:358173
Minqâr el Dîk	id=g:358174
Deir el Dîk	id=g:358175
Dijwī	id=g:358176
Baḩr ad Dījū	id=g:358177
Wādī Dijlah	id=g:358178
Bi’r ad Dijlah	id=g:358179
Wâdi Dihmit	id=g:358180
Khawr Dihmīt	id=g:358181
Khawr Dihmīt	id=g:358182
Jabal Dihmīt	id=g:358183
Dihmīt	id=g:358184
‘Alam el-Dihmaniya	id=g:358185
’Alam el Diheisîya	id=g:358186
Ra’s Duhaysah	id=g:358187
Gebel el-Digheimi	id=g:358188
Maşrif Difshū al Baḩrī	id=g:358189
Tur‘at Difshū	id=g:358190
Maşrif Difshū	id=g:358191
Kawm Difshū	id=g:358192
Kawm Difshū	id=g:358193
Difrīyah	id=g:358194
Difrīyah	id=g:358195
Difrah	id=g:358196
Difrah	id=g:358197
Difinnū	id=g:358198
Didyumus	id=g:358199
Ra’s Dibyār al Qiblīyah	id=g:358200
Jazīrat Dibyār al Baḩrīyah	id=g:358201
Mallāḩat Dibwān	id=g:358202
Sāniyat Dibūnī	id=g:358203
Dibū ‘Awwām	id=g:358204
Bi’r Dibs	id=g:358205
Bi’r Dibs	id=g:358206
Tall Dibjū	id=g:358207
Lugget Dibgu	id=g:358208
Dibirkī	id=g:358209
Tell el-Dibiq	id=g:358210
Dibayj	id=g:358211
Dībī	id=g:358212
Dibeira Sharq	id=g:358213
Dibeira Gharb	id=g:358214
Dībat as Subayyikhah	id=g:358215
‘Izbat aḑ Ḑibā‘īyah	id=g:358216
Gebel Dibag	id=g:358217
Kawm aḑ Ḑibā‘ al Qiblī	id=g:358218
Kawm aḑ Ḑibā‘ al Baḩrī	id=g:358219
Bight of Dibah	id=g:358220
Wâdi Dib	id=g:358221
Dhunaybat al Qulayb	id=g:358222
Jabal al Baḑiyah	id=g:358223
Naqb Dhirwa	id=g:358224
Tall adh Dhi’bah	id=g:358225
Qārat adh Dhi’b	id=g:358226
Khashmat adh Dhi’b	id=g:358227
Dayr adh Dhi’b	id=g:358228
Birkat Dhi’āb	id=g:358229
Dhayl Umm Ḩusayn	id=g:358230
Dhāt al Kawm	id=g:358231
Wādī Dh‘āl	id=g:358232
Khashm adh Dhakar	id=g:358233
‘Ayn adh Dhakar	id=g:358234
‘Alam adh Dhakar	id=g:358235
Tall adh Dhahā’ibah	id=g:358236
Tall adh Dhahab	id=g:358237
Rawḑ adh Dhahab	id=g:358238
Qārat adh Dhahab	id=g:358239
Kawm adh Dhahab	id=g:358240
Kawm adh Dhahab	id=g:358241
Jazīrat adh Dhahab	id=g:358242
Jazīrat adh Dhahab	id=g:358243
Bāb adh Dhahab	id=g:358244
Dhahab	id=g:358245
Ghard el-Dew	id=g:358246
Deversoir Station	id=g:358247
Deneib el ‘Eir	id=g:358248
Wādī ad Damthah	id=g:358249
Qalt ad Damthī	id=g:358250
Naqb ad Damthī	id=g:358251
Gebel Deleihimi	id=g:358252
Bîr el-Qeisi	id=g:358253
Deir Tasa	id=g:358254
Dayr al Maymūn	id=g:358255
Wādī Dayr al Bayḑā’	id=g:358256
Wādī ad Dayr	id=g:358257
Gebel Deiqa el-Zarqa	id=g:358258
Deiget el-Ligaia	id=g:358259
Jabal ad Deiga	id=g:358260
Wādī ad Dibbah	id=g:358261
‘Ayn ad Dīsah	id=g:358262
Wādī Dayyūb	id=g:358263
Ḩawḑ ad Dayr wa al Ballāş	id=g:358264
Dayrūţ Umm Nakhlah	id=g:358265
Dayrūţ ash Sharīf	id=g:358266
Markaz Dayrūţ	id=g:358267
Dayrūţ	id=g:358268
Dayrūţ	id=g:358269
Dayr Umm al Jawājī	id=g:358270
Dayr Shū	id=g:358271
Dayr Samālūţ	id=g:358272
Markaz Dayr Mawās	id=g:358273
Dayr Mawās	id=g:358274
Dayr Jabal aţ Ţayr	id=g:358275
Dayr Barāwah	id=g:358276
Jazīrat Dayr aţ Ţīn	id=g:358277
Dayr ‘Aţīyah	id=g:358278
Dayr as Sanqūrīyah	id=g:358279
Dayr Ams	id=g:358280
Dayr al Quşayr	id=g:358281
Ḩawḑ ad Dayr al Qiblī	id=g:358282
Dayr al Malik	id=g:358283
Dayr al Jarnūs	id=g:358284
Dayr al Janādilah	id=g:358285
Dayr al Jabrāwī	id=g:358286
Dayr al Fākhūrī	id=g:358287
Dayr al Barshā	id=g:358288
Ḩawḑ ad Dayr al Baḩrī	id=g:358289
Dayr al ‘Azab	id=g:358290
Dayr al Aţrash	id=g:358291
Dayr al Anbā Armiyās	id=g:358292
Dayr al Aḩmar	id=g:358293
Dayr al Abyaḑ	id=g:358294
Dayr Abū Maqrūfah	id=g:358295
Dayr Abū Ḩinnis	id=g:358296
Wādī ad Dayr	id=g:358297
Wādī ad Dayr	id=g:358298
Tall ad Dayr	id=g:358299
‘Ayn ad Dayr	id=g:358300
Wâdi el Dayiq	id=g:358301
‘Izbat Ḑayf	id=g:358302
Qaţ‘ al Qirsh	id=g:358303
Dawwār ‘Uthmān Burayyik	id=g:358304
Dawwār Siwākah	id=g:358305
Dawwār Shindī Fannūsh	id=g:358306
Dawwār Şaqr	id=g:358307
Dawwār Şāliḩ Abū Mas‘ūd	id=g:358308
Dawwār Ruḩayyim	id=g:358309
Dawwar Raifalla	id=g:358310
Dawwār Muşādif Yūnus	id=g:358311
Dawwār Muḩammad Abū Shunaynah	id=g:358312
Dawwār Muḩammad Abū Shanab	id=g:358313
Dawwār Mişrī	id=g:358314
Dawwār Mas‘ūd Abū Faraj	id=g:358315
Dawwār Khamīs	id=g:358316
Dawwār Juhaynah	id=g:358317
Dawwār Ibrāhīm Abū Shunaywīr	id=g:358318
Dawwār Ḩasan	id=g:358319
Dawwār Ḩamad	id=g:358320
Dawwār Ḩalīs	id=g:358321
Dawwār Ḩājj as Sayyid Rizq	id=g:358322
Dawwār Awlād Salāmah	id=g:358323
Dawwār ash Shuraysāt	id=g:358324
Dawwār al Ḩājj Raslān	id=g:358325
Dawwār al Ḩājj Khalīl	id=g:358326
Dawwār al Ḩajj Aḩmad	id=g:358327
Dawwār Abū Shā‘ūl	id=g:358328
Dawwār Abū Maḩrūs	id=g:358329
Dawwār Abū Duray‘ah ‘Abd al Karīm	id=g:358330
Dawwār Abū Basīsah	id=g:358331
Dawwār Abū Bāsil	id=g:358332
Dawwār Abū al ‘Āşī	id=g:358333
Dawwār ‘Abd al Qādir Qāsim	id=g:358334
Dawwār ‘Abd Allāh	id=g:358335
Dawwār ‘Abd Allāh	id=g:358336
Dawwār ‘Abd al ‘Aţī Abū ‘Ajūz	id=g:358337
‘Izbat ad Dawwār	id=g:358338
‘Izbat ad Dawwār	id=g:358339
‘Izbat ad Dawwār	id=g:358340
Bîr Dâwûd	id=g:358341
Wādī ad Dawmī	id=g:358342
Dayr aḑ Ḑawmarān	id=g:358343
‘Ayn ad Dawmah Qiblī	id=g:358344
‘Ayn ad Dawmah	id=g:358345
‘Ayn ad Dawmah	id=g:358346
Jazīrat ad Dūm	id=g:358347
Qabr ad Dawdashīyah	id=g:358348
Jabal ad Dawb	id=g:358349
Dawar el-Halfa	id=g:358350
Diyamū	id=g:358351
Davidsons Pass	id=g:358352
Dauwâr el-Manâgîr el-Baharîya	id=g:358353
Dauwar Abu Saqr	id=g:358354
Bîr Daurt	id=g:358355
Bîr Daurt	id=g:358356
Plain of Dau Hamâta	id=g:358357
Khawr Dā’ūd	id=g:358358
Jazīrat Dā’ūd	id=g:358359
Bi’r Dā’ūd	id=g:358360
Dast al Ashrāf	id=g:358361
Kawm Dashūshah	id=g:358362
Dashţūţ	id=g:358363
Raqabat ad Dashlūţī	id=g:358364
Dashlūţ	id=g:358365
Abâr Dar’uma	id=g:358366
Qabr el Darrâqîya	id=g:358367
Sāniyat ad Darrājīyah	id=g:358368
‘Izbat ad Darīsah	id=g:358369
Bi’r ad Darīsah	id=g:358370
Sawānī ad Darīn	id=g:358371
Jabal Darhīb	id=g:358372
Bir Darhan	id=g:358373
Nuqret el-Darfîl	id=g:358374
Jazīrat ad Darfīl	id=g:358375
Jazīrat ad Darfīl	id=g:358376
Ḩalq ad Darfīl	id=g:358377
Dâr el-Salâm	id=g:358378
Dâr el- ‘Inga	id=g:358379
Khawr Dardīr al Qiblī	id=g:358380
Khawr Dardīr al Baḩrī	id=g:358381
Darb al Ḩājj	id=g:358382
Wādī ad Darb	id=g:358383
Kathīb ad Darb	id=g:358384
Darawah	id=g:358385
Darawah	id=g:358386
Ḩawḑ Darāw	id=g:358387
Darāw	id=g:358388
Wādī Dārāt	id=g:358389
Jabal az Zarārīţ	id=g:358390
Maadi Cornish	id=g:358391
Wādī Dār al Maskharah	id=g:358392
Şawwānat ad Dār al Bayḑā’	id=g:358393
‘Izbat ad Dār al Bayḑā’	id=g:358394
Basţat ad Dār al Bayḑā’	id=g:358395
Kafr el-Daraka	id=g:358396
Darājīl	id=g:358397
Jazīrat ad Darajah	id=g:358398
Gebel el-Darahîb	id=g:358399
Wādī Dārah	id=g:358400
Jabal Dārah	id=g:358401
Bi’r Dārah	id=g:358402
‘Alam el-Dâr	id=g:358403
Dāqūf	id=g:358404
Bi’r Daqshah	id=g:358405
Daqran	id=g:358406
Naqb ad Daqīq	id=g:358407
Daqdūqah	id=g:358408
Daqalt	id=g:358409
Daqahlah	id=g:358410
Daqādūs	id=g:358411
Maṣraf Dânyâl	id=g:358412
Jabal Dānyāl	id=g:358413
Dānyāl	id=g:358414
‘Ilwat ad Danīs	id=g:358415
Ḩawḑ Danfīq ash Sharqī	id=g:358416
Ḩawḑ Danfīq al Gharbī	id=g:358417
Danfīq	id=g:358418
Dandūr	id=g:358419
Dandīl	id=g:358420
Ḩawḑ Dandarah	id=g:358421
Dandarah	id=g:358422
Ma‘bad Dandarah	id=g:358423
Dandana	id=g:358424
Dandanā	id=g:358425
Danāşūr	id=g:358426
Danāşūr	id=g:358427
Damshīt	id=g:358429
Damshīr	id=g:358430
Dimrū Salmān	id=g:358431
Damru	id=g:358432
Deir el Damran el Sharqi	id=g:358433
Ābār ad Damm	id=g:358434
‘Ilwat ad Damīrīyah ash Sharqīyah	id=g:358435
Damietta Banks	id=g:358436
Damhūj	id=g:358437
Bi’r Damdūm	id=g:358438
Damatyūh	id=g:358439
Wādī ad Damāth	id=g:358440
Damāţ	id=g:358441
Damāş	id=g:358442
Damārīs	id=g:358443
Damanhūr Shubrā	id=g:358444
Damanhūr al Waḩsh	id=g:358445
Markaz Damanhūr	id=g:358446
‘Alam Damanhûr	id=g:358447
Damanhûr	id=g:358448
Damanhūr	id=g:358449
Tall ad Damālūn	id=g:358450
Damallu	id=g:358451
Damallīj	id=g:358452
Dalla Road Dunes	id=g:358453
‘Ayn Dāllah	id=g:358454
Daljā’	id=g:358455
Dalhamū	id=g:358456
‘Ayn ad Dalbahīyah	id=g:358457
Dalāş	id=g:358458
Wâdî Dalâlîl	id=g:358459
Jabal Ḑalāl	id=g:358460
Dakkūdah	id=g:358461
Wādī ad Dakkah	id=g:358462
Wādī ad Dakhlanīyah	id=g:358463
Dākhilat ash Shaykh	id=g:358464
Dākhilat al Yahūdīyah	id=g:358465
Dākhilat al Ḩawḑ	id=g:358466
Dākhilat al Ghūlah	id=g:358467
Lujjat Dākhilat Abū Jarīdah	id=g:358468
Ra’s ad Dākhilah	id=g:358469
Jazīrat ad Dākhilah	id=g:358470
Al Wāḩāt ad Dākhilah	id=g:358471
Wādī ad Dakhal	id=g:358472
Bi’r ad Dakhal	id=g:358473
‘Ayn Dakhākhīn	id=g:358474
Jabal Adkar	id=g:358475
‘Ayn ad Dakār	id=g:358476
Dakamā	id=g:358477
Wādī Dajalāy	id=g:358478
Wādī Dajalāy	id=g:358479
Jabal Dajalāy	id=g:358480
Dahtūrah	id=g:358481
Ahrāmāt Dahshūr	id=g:358482
Dahshūr	id=g:358483
Ḩawḑ ad Dahsahash Sharqī	id=g:358484
Ḩawḑ ad Dahsah al Gharbī	id=g:358485
Wādī ad Dahsah	id=g:358486
Wādī Dahsah	id=g:358487
Dahrūţ	id=g:358488
Jūnat Ḑahr Manşūr	id=g:358489
Jazīrat aḑ Ḑahrīyah	id=g:358490
Lujjat Ḑahr al Ḩāratayn	id=g:358491
Lujjat aḑ Ḑahrah	id=g:358492
Barr aḑ Ḑahrah	id=g:358493
Barr aḑ Ḑahrah	id=g:358494
Dahmashā	id=g:358495
Dahmarū	id=g:358496
Jabal Ḑaḩāk	id=g:358497
Hôd el-Daheiha	id=g:358498
Gebel Dahanîb	id=g:358499
Bi‘r ad Dahābah	id=g:358500
Jabal Dajilat	id=g:358501
Bîr el Daghmus	id=g:358502
Bi’r Daghghār	id=g:358503
Bi’r Daghbaj	id=g:358504
Wâdi Daghbag el-Raîyan	id=g:358505
Wâdi el Daghbag el-‘Atshan	id=g:358506
Khawr ad Daghash	id=g:358507
Qubûr Daffîn Rôhu	id=g:358508
Daffet Rihaîya	id=g:358509
Wādī Daff	id=g:358510
Jabal Daff	id=g:358511
Bi’r Daff	id=g:358512
Dafash	id=g:358513
Bi’r az̧ Z̧afarī	id=g:358514
Kawm Dafanah	id=g:358515
Ābār aḑ Ḑa‘fah	id=g:358516
Daedalus Reef	id=g:358517
Dābūd	id=g:358518
Dābūd	id=g:358519
Dâbûb	id=g:358520
‘Alam el-Dabsh	id=g:358521
Khawr Dabrūk	id=g:358522
Wâdi Dabr	id=g:358523
Wâdi Dabr	id=g:358524
Ḩawḑ aḑ Ḑab‘īyah	id=g:358525
Maiyet Dabia	id=g:358526
Wādī ad Dabbah	id=g:358527
Wādī ad Dabbah	id=g:358528
Wādī Dabbāgh	id=g:358529
‘Alam aḑ Ḑabash	id=g:358530
Ra’s aḑ Ḑab‘ah	id=g:358531
Marsá aḑ Ḑab‘ah	id=g:358532
Manāqīr aḑ Ḑab‘ah	id=g:358533
Kawm aḑ Ḑab‘ah	id=g:358534
Kawm aḑ Ḑab‘ah	id=g:358535
Kawm aḑ Ḑab‘ah	id=g:358536
Jabal aḑ Ḑab‘ah	id=g:358537
‘Ilwat aḑ Ḑab‘ah	id=g:358538
Râs Dabâga	id=g:358539
Ābār ad Dabābisah	id=g:358540
Wādī ad Dabāb	id=g:358541
Gôz el-Ḍab‘a	id=g:358542
Bâb el Dab‘a	id=g:358543
Wādī aḑ Ḑab‘	id=g:358544
Khawr aḑ Ḑab‘	id=g:358545
Kawm aḑ Ḑab‘	id=g:358546
Kawm aḑ Ḑab‘	id=g:358547
Bi’r aḑ Ḑab‘	id=g:358548
‘Ayn aḑ Ḑab‘	id=g:358549
Alam el Dab	id=g:358550
Dayr Da‘ā’is	id=g:358551
Cygnet Rock	id=g:358552
Culloden Reef	id=g:358553
Crocodilopolis	id=g:358554
Crocodilopolis	id=g:358555
Corvette Pass	id=g:358556
Coral Island	id=g:358557
Conical Hill	id=g:358558
Conical Hill	id=g:358559
Chevalier Island	id=g:358560
Charing Cross	id=g:358561
Chantier Island	id=g:358562
Canal Cassel	id=g:358563
Carrs Lake	id=g:358564
Canopus	id=g:358565
Cannon Reef	id=g:358566
Cairn Point	id=g:358567
Byut Fadit	id=g:358568
Jazīrat Būz Dākhilat al Ghābah	id=g:358569
Buzayzāt al Faras	id=g:358570
Jazīrat Būz as Saḩḩārah	id=g:358571
Jazīrat Būz al Mallāḩ	id=g:358572
Khashm Būz al Jazīrah	id=g:358573
Wâdi Buweib	id=g:358574
Buwayţ	id=g:358575
Buwayţ	id=g:358576
Birkat al Buwayşah	id=g:358577
Bi’r Buwayrāt	id=g:358578
Buwaybāt ar Raml	id=g:358579
Tall Buwayb	id=g:358580
‘Alam al Buwayb	id=g:358581
Ābār al Buwayb	id=g:358582
‘Izbat Māḑī	id=g:358583
Wādī al Butūr	id=g:358584
‘Alāwī al Buţūnī al Kabīrah	id=g:358585
Wādī al Buţum	id=g:358586
Wādī al Buţūm	id=g:358587
Bi’r al Buţum	id=g:358588
Jabal Butru‘īyah	id=g:358589
Buto	id=g:358590
Gebel Butitelib	id=g:358591
Buţayţah	id=g:358592
Buţaynah	id=g:358593
Bîr Bustun 1	id=g:358594
‘Ezbet el-Bustâni	id=g:358595
Wādī al Bustān	id=g:358596
Khawr al Bustān	id=g:358597
Sayyāḩ Bushayqat Kawm an Nişf	id=g:358598
Markaz Būsh	id=g:358599
Būsh	id=g:358600
Mallāḩat al Buşaylī	id=g:358601
Kawm al Būşah	id=g:358602
Tall al Būş	id=g:358603
‘Izbat al Būş	id=g:358604
Ghubbat al Būş	id=g:358605
Dayr al Burūq	id=g:358606
Ra’s Burūn	id=g:358607
Buḩayrat al Burullus	id=g:358608
Wādī al Burūk	id=g:358609
Jabal al Burūk	id=g:358610
Burţus	id=g:358611
Burţubāţ al Jabal	id=g:358612
Ḩawḑ Burţubāţ	id=g:358613
‘Alam Burt Sabâi el-Sharqi	id=g:358614
‘Alam Burt Sabâi el-Gharbi	id=g:358615
Būr Tawfīq	id=g:358616
Muḩāfaz̧at Būr Sa`īd	id=g:358617
Al Minţaqah al Ḩurrah bi Būr Sa‘īd	id=g:358618
Port Said	id=g:358619
Būr Safājah	id=g:358620
Gebel el-Burrad	id=g:358621
Wādī al Burqah	id=g:358622
Ra’s al Burqah	id=g:358623
Deir el Burma	id=g:358624
Ḩawshat Burkhayl	id=g:358625
Barkhīl	id=g:358626
‘Izbat Nūr al Ḩummuş	id=g:358627
Burj Nūr al ‘Arab	id=g:358628
Burj Mughayzil	id=g:358629
Burj al Makhāzin	id=g:358630
Burj al ‘Arab	id=g:358631
Ţābiyat al Burj	id=g:358632
Ḩawshat al Burj	id=g:358633
Būghāz al Burj	id=g:358634
Bi’r al Burj	id=g:358635
‘Ayn al Burj	id=g:358636
‘Ayn al Burj	id=g:358637
Būr Fu’ād	id=g:358638
Burdayn	id=g:358639
Sāniyat Burayyik Abū Dawmah	id=g:358640
Bi’r Burayyik Abū ‘Assūl	id=g:358641
Burayk al Ḩajar	id=g:358642
Marsá Buraykah	id=g:358643
‘Ilw al Burayj	id=g:358644
Būrayj	id=g:358645
Buraydi‘ah	id=g:358646
Bi’r Buraydah	id=g:358647
Burayd	id=g:358648
Maqţa‘ al Buqūm	id=g:358649
‘Alāwī al Buqūm	id=g:358650
Buqţāris	id=g:358651
Tur‘et Buqîna	id=g:358652
Dôb el Buqeira	id=g:358653
Buqbuq	id=g:358654
Qārat al Baqīrāt	id=g:358655
Ḩaţīyat al Buqayrāt	id=g:358656
Buqayrah	id=g:358657
Khawr al Buq‘ah	id=g:358658
Būq	id=g:358659
Kawm al Bunū	id=g:358660
Kawm Bunduq	id=g:358661
Kadāwī Bunduq	id=g:358662
Wādī al Būm	id=g:358663
Wādī Būm	id=g:358664
Makhzan al Būm	id=g:358665
‘Ayn al Būm	id=g:358666
Bulūsh	id=g:358667
Būlūs al Hawá	id=g:358668
Ḩawshat Būlus	id=g:358669
Bulqīnah	id=g:358670
Bullat aţ Ţūr	id=g:358671
Bulkeley	id=g:358672
Būlīn	id=g:358673
Būlīn	id=g:358674
Buldū	id=g:358675
‘Ayn al Bulaydah	id=g:358676
Bîr Bulaq 7	id=g:358677
Bîr Bulaq 6	id=g:358678
Bîr Bulaq 5	id=g:358679
Bîr Bulaq 1	id=g:358680
Būlāq ad Dakrūr	id=g:358681
Naqb Būlāq	id=g:358682
Būlāq	id=g:358683
Būlāq	id=g:358684
‘Aîn el Bulagu	id=g:358685
‘Izbat Būlād	id=g:358686
Wadi el Bula	id=g:358687
Tall al Bukhbaykhah	id=g:358688
Ḩalq al Bukhbaykhah	id=g:358689
Wādī Bukhayt	id=g:358690
Bi’r Bukhayt	id=g:358691
Bujayrim	id=g:358692
Buhût	id=g:358693
Tur‘at al Būhīyah	id=g:358694
Gebel Bûhî	id=g:358695
Buḩayrat al Ḩajar	id=g:358696
Rayyāḩ al Buḩayrah	id=g:358697
Buhaydah	id=g:358698
Būhat Shaţānūf	id=g:358699
Ḩaţīyat Bū Ḩamshah	id=g:358700
Jazīrat al Būhah	id=g:358701
Ţābiyat al Būghāz ash Sharqīyah	id=g:358702
Mamarr al Būghāz al Akbar	id=g:358703
Mamarr al Būghāz	id=g:358704
Bugbug	id=g:358705
Qaret Bu el-Milik	id=g:358706
Deir Bu el-Milik	id=g:358707
Naqb Budra	id=g:358708
Buccoth	id=g:358709
Bubastis	id=g:358710
Ḩawḑ al Bu‘ayrāt	id=g:358711
Hôd el-Brahmîya	id=g:358712
Waîdi Bowal	id=g:358713
Bodkin Reef	id=g:358714
Khashm Buḑay‘	id=g:358715
Jabal Buḑay‘	id=g:358716
Qabr Bunayyah	id=g:358717
Bluff Point	id=g:358718
Hill Bluff	id=g:358719
Bluestone Lake	id=g:358720
Black Hill	id=g:358721
Wādī al Biyār	id=g:358722
Naqb Biyār	id=g:358723
Wādī Biyām	id=g:358724
Markaz Biyalā	id=g:358725
Biyala	id=g:358726
Jazīrat al Biyākū	id=g:358727
Biyahmū	id=g:358728
Biyahmū	id=g:358729
Wādī al Bayāḑ	id=g:358730
‘Alam el-Biweib West	id=g:358731
‘Alam el-Biweib East	id=g:358732
Bittern Shoal	id=g:358733
Bitibs	id=g:358734
Wādī Bitān	id=g:358735
Bi’r Bitān	id=g:358736
Qûr el-Bit	id=g:358737
Qārat Bissah	id=g:358738
Dayr Bişrah	id=g:358739
Bişrah	id=g:358740
Tall Bisintāwāy	id=g:358741
Bisintāwāy	id=g:358742
‘Ayn Bishwī	id=g:358743
Bishtāmī	id=g:358744
‘Ayn al Bishmah	id=g:358745
Bishlā	id=g:358746
Bīshat Qā’id	id=g:358747
Bīshat ‘Āmir	id=g:358748
Naq‘ Bisharîya	id=g:358749
Bisfā	id=g:358750
Bisfā	id=g:358751
Jazīrat Bisāwī	id=g:358752
Bisāţ Karīm ad Dīn	id=g:358753
Ra’s Bisāţ	id=g:358754
Jūnat Bisāţ	id=g:358755
