Thomas Hollow	id=g:4736560
West Fork Caney Creek	id=g:4740822
West Fork Cemetery	id=g:4740823
West Fork Chambers Creek	id=g:4740824
West Fork Cemetery	id=g:4740825
West Fork Chocolate Bayou	id=g:4740826
West Fork Church	id=g:4740827
West Fork Cibolo Creek	id=g:4740828
West Fork Clear Creek	id=g:4740829
West Fork Cottonwood Creek	id=g:4740830
West Fork Cow Creek	id=g:4740831
West Fork Crystal Creek	id=g:4740832
West Fork Cummins Creek	id=g:4740833
West Fork Deer Creek	id=g:4740834
West Fork Dick Hooten Branch	id=g:4740835
West Fork Double Bayou	id=g:4740836
West Fork Double Branch	id=g:4740837
West Fork Dry Comal Creek	id=g:4740838
West Fork East Bosque River	id=g:4740839
West Fork Ellis Branch	id=g:4740840
West Fork Goose Creek	id=g:4740841
West Fork Gravelly Creek	id=g:4740842
West Fork Gunsolus Creek	id=g:4740843
West Fork Hinds Branch	id=g:4740844
West Fork Horse Creek	id=g:4740845
West Fork Hunters Creek	id=g:4740846
West Fork Indian Creek	id=g:4740847
West Fork Jernigan Creek	id=g:4740848
West Fork Keechi Creek	id=g:4740849
West Fork Middle Sandy Creek	id=g:4740850
West Fork Mill Creek	id=g:4740851
West Fork Mustang Creek	id=g:4740852
West Fork Nolan River	id=g:4740853
West Fork Palo Pinto Creek	id=g:4740854
West Fork Panther Creek	id=g:4740855
West Fork Pen Creek	id=g:4740856
West Fork Pilot Grove Creek	id=g:4740857
West Fork Plum Creek	id=g:4740858
West Fork Pond Creek	id=g:4740859
West Fork Pumpkin Creek	id=g:4740860
West Fork Rocky Creek	id=g:4740861
West Fork San Jacinto River	id=g:4740862
West Fork Sandy Creek	id=g:4740863
West Fork Smith Branch	id=g:4740864
West Fork Socagee Creek	id=g:4740865
West Fork Spring Branch	id=g:4740866
West Fork Spring Creek	id=g:4740867
West Fork Sunflower Creek	id=g:4740868
West Fork Threemile Creek	id=g:4740869
West Fork Tonk Creek	id=g:4740870
West Fork Trinity River	id=g:4740871
West Fork Turkey Creek	id=g:4740872
West Fork Turkey Creek	id=g:4740873
West Fork Weakly Branch	id=g:4740874
West Fork White Oak Creek	id=g:4740875
West Fork Williams Creek	id=g:4740876
West Foundation Elementary School	id=g:4740877
West Frio River	id=g:4740878
West Fulton Beach Gas and Oil Field	id=g:4740879
West George West Oil Field	id=g:4740880
West Gethsemane Cemetery	id=g:4740881
West Goat Creek	id=g:4740882
West Gate Shopping Center	id=g:4740883
West Goens Creek	id=g:4740884
West Greasy Creek	id=g:4740885
West Grove School	id=g:4740886
West Gum Creek	id=g:4740887
West Groves Park	id=g:4740888
West Hamilton (historical)	id=g:4740889
West Hamilton Church	id=g:4740890
West Hamilton Church	id=g:4740891
West Handley Elementary School	id=g:4740892
West Handley School	id=g:4740893
West Hardin Elementary School	id=g:4740894
West Hardin High School	id=g:4740895
West Hardin Junior High School	id=g:4740896
West Haven Colonia	id=g:4740897
West Heights Baptist Church	id=g:4740898
West High School	id=g:4740899
West Highway Colonia	id=g:4740900
West Hill Cemetery	id=g:4740901
West Hollow	id=g:4740902
West Guth Park	id=g:4740903
West Holloway Creek	id=g:4740904
West Houston Airport	id=g:4740905
West Houston Indoor Soccer	id=g:4740906
West Houston Medical Center	id=g:4740907
West Houston Medical Center Heliport	id=g:4740908
West Houston Seventh Day Adventist Church	id=g:4740909
West Hurst Elementary School	id=g:4740910
West Indian Creek	id=g:4740911
West Houston Charter School	id=g:4740912
West Irving Acres Park	id=g:4740913
West Irving Church of God in Christ	id=g:4740914
West Isle Church	id=g:4740915
West Isle Presbyterian Church	id=g:4740916
West Jackson High School	id=g:4740917
West Jetty	id=g:4740918
West Kerr Ranch Airport	id=g:4740919
West King Dam	id=g:4740920
West King Lake	id=g:4740921
West Lake	id=g:4740922
West Lake	id=g:4740923
West Lake	id=g:4740924
West Lake Church	id=g:4740925
West Lake Community Church	id=g:4740926
West Lake Dam	id=g:4740927
West Lake Hills	id=g:4740928
West Lake Park	id=g:4740929
West Lake Park	id=g:4740930
West Lakes	id=g:4740931
West Lamar School	id=g:4740932
West Las Moras Creek	id=g:4740933
West Intermediate School	id=g:4740934
West Liberty High School	id=g:4740935
West Little Post Oak Creek	id=g:4740936
West Laurel Heights Baptist Church	id=g:4740937
West Log House	id=g:4740938
West Loraleno Windmill	id=g:4740939
West Lucas Creek	id=g:4740940
West Livingston	id=g:4740941
West Main Elementary School	id=g:4740942
West Mark Branch	id=g:4740943
West Main Drain	id=g:4740944
West Memorial Baptist Church	id=g:4740945
West Memorial Elementary School	id=g:4740946
West Memorial Junior High School	id=g:4740947
West Mesquite High School	id=g:4740948
West Middle School	id=g:4740949
West Midway	id=g:4740950
West Milam Street Mercantile Historic District	id=g:4740951
West Mill Creek	id=g:4740952
West McClain Tank	id=g:4740953
West Mound	id=g:4740954
West Mount Horeb Baptist Church	id=g:4740955
West Mount Nebo Baptist Church	id=g:4740956
West Mount Olive Church	id=g:4740957
West Mountain	id=g:4740958
West Mountain	id=g:4740959
West Mountain	id=g:4740960
West Mountain	id=g:4740961
West Mud Creek	id=g:4740962
West Mineola	id=g:4740963
West Mud Creek Lake Dam	id=g:4740964
West Mustang Creek	id=g:4740965
West Mud Creek Lake	id=g:4740966
West Navidad River	id=g:4740967
West New Hope	id=g:4740968
West Nolan Creek	id=g:4740969
West Novillos Tank	id=g:4740970
West Nueces River	id=g:4740971
West Oak Cliff Charter School	id=g:4740972
West Oakland Branch	id=g:4740973
West Oakland	id=g:4740974
West Oaks Shopping Center	id=g:4740975
West Oil Field	id=g:4740976
West Oil Field	id=g:4740977
West Olmos Creek	id=g:4740978
West Oaks Hospital	id=g:4740979
West Orange - Cove Education Center	id=g:4740980
West Orange - Stark High School	id=g:4740981
West Orange - Stark Intermediate School	id=g:4740982
West Orange - Stark Middle School	id=g:4740983
West Orange Estates Colonia	id=g:4740984
West Orem Missionary Baptist Church	id=g:4740985
West Oso Creek	id=g:4740986
West Orange	id=g:4740987
West Oso Junior High School	id=g:4740988
West Park	id=g:4740989
West Park	id=g:4740990
West Park	id=g:4740991
West Parkway Baptist Church	id=g:4740992
West Pass	id=g:4740993
West Pass	id=g:4740994
West Pearsall	id=g:4740995
West Plano Presbyterian Church	id=g:4740996
West Plano Substation	id=g:4740997
West Point	id=g:4740998
West Point	id=g:4740999
West Point	id=g:4741000
West Point Cemetery	id=g:4741001
West Point Church	id=g:4741002
West Point Church	id=g:4741003
West Point-Pepperell Dam	id=g:4741004
West Point-Pepperell Lake	id=g:4741005
West Port Arthur	id=g:4741006
West Prairie	id=g:4741007
West Prong	id=g:4741008
West Oso High School	id=g:4741009
West Prong Atascosa River	id=g:4741010
West Prong Big Creek	id=g:4741011
West Prong Burnt Branch	id=g:4741012
West Prong Calf Creek	id=g:4741013
West Prong Cemetery	id=g:4741014
West Prong Contrary Creek	id=g:4741015
West Prong Flush Creek	id=g:4741016
West Prong Fort Ewell Creek	id=g:4741017
West Prong Indian Creek	id=g:4741018
West Prong Lavaca River	id=g:4741019
West Prong Leoncita Creek	id=g:4741020
West Prong McKim Creek	id=g:4741021
West Prong Medina River	id=g:4741022
West Prong Old River	id=g:4741023
West Prong Sister Grove Creek	id=g:4741024
West Prong Whites Creek	id=g:4741025
West Ragsdale Creek	id=g:4741026
West Ranch	id=g:4741027
West Ranch Airport	id=g:4741028
West Ranch Branch	id=g:4741029
West Ranch	id=g:4741030
West Ridge Park First Baptist Church	id=g:4741031
West Rock Creek	id=g:4741032
West Rocky Branch	id=g:4741033
West Ridge Middle School	id=g:4741034
West Rocky Creek	id=g:4741035
West Rose Draw	id=g:4741036
West Rowlett Creek	id=g:4741037
West Rusk High School	id=g:4741038
West Rusk School	id=g:4741039
West Sabinal River	id=g:4741040
West Rusk Primary School	id=g:4741041
West Saint Paul	id=g:4741042
West Salt Creek	id=g:4741043
West Sadler Oil Field	id=g:4741044
West Sandusky Oil Field	id=g:4741045
West Sandy Creek	id=g:4741046
West San Antonio Heights School	id=g:4741047
West Sandy Creek	id=g:4741048
West Sandy Creek	id=g:4741049
West Sawyers Lake	id=g:4741050
West Scalp Creek	id=g:4741051
West School	id=g:4741052
West School	id=g:4741053
West Shady Grove Cemetery	id=g:4741054
West Shady Grove Church	id=g:4741055
West Shady Grove Church	id=g:4741056
West Sharyland	id=g:4741057
West Sherman Baptist Church	id=g:4741058
West Shore Church	id=g:4741059
West Side Baptist Church	id=g:4741060
West Side Baptist Church	id=g:4741061
West Side Baptist Church	id=g:4741062
West Side Church of Christ	id=g:4741063
West Side Historic District	id=g:4741064
West Side Kindergarten	id=g:4741065
West Side Park	id=g:4741066
West Side School	id=g:4741067
West Side School	id=g:4741068
West Side School	id=g:4741069
West Side School	id=g:4741070
West Side Tank	id=g:4741071
West Silsbee Oil Field	id=g:4741072
West Sinton	id=g:4741073
West Sister Creek	id=g:4741074
West School	id=g:4741075
West Soap Creek	id=g:4741076
West Slough Windmill	id=g:4741077
West Spring Branch	id=g:4741078
West Spring	id=g:4741079
West Squirrel Creek	id=g:4741080
West Stratton Oil Field	id=g:4741081
West Sulphur Branch	id=g:4741082
West Sweden	id=g:4741083
West Sycamore Creek	id=g:4741084
West Tank	id=g:4741085
West Tehuacana Creek	id=g:4741086
West Tawakoni	id=g:4741087
West Tempe Creek	id=g:4741088
West Tempe	id=g:4741089
West Tenmile Creek	id=g:4741090
West Texarkana Church	id=g:4741091
West Texas Utilities Company Power Plant	id=g:4741092
West Tuleta Oil Field	id=g:4741093
West Turkey Creek	id=g:4741094
West Texas Fairground	id=g:4741095
West Turkey Creek	id=g:4741096
West Union Baptist Church	id=g:4741097
West University Branch Library	id=g:4741098
West University Elementary School	id=g:4741099
West University Place	id=g:4741100
West University United Methodist Church	id=g:4741101
West Valley Branch	id=g:4741102
West University Baptist Church	id=g:4741103
West Verde Creek	id=g:4741104
West Van Zandt School	id=g:4741105
West View Cemetery	id=g:4741106
West View Church of Christ	id=g:4741107
West Village Mills Oil Field	id=g:4741108
West Waco Junior High School	id=g:4741109
West Walnut Creek	id=g:4741110
West Vidauri Oil Field	id=g:4741111
West Ward School	id=g:4741112
West Ward School	id=g:4741113
West Ward School	id=g:4741114
West Ward School	id=g:4741115
West Weedy Creek	id=g:4741116
West Ward Elementary School	id=g:4741117
West Windmill	id=g:4741118
West Windmill	id=g:4741119
West Windmill	id=g:4741120
West Windmill	id=g:4741121
West Windmill	id=g:4741122
West Yeager Tank	id=g:4741123
West Yegua Creek	id=g:4741124
West Windmill	id=g:4741125
Westbrook	id=g:4741126
Westbrook (historical)	id=g:4741127
Westbrook Cemetery	id=g:4741128
Westbrook Cemetery	id=g:4741129
Westbrook Creek	id=g:4741130
Westbrook	id=g:4741131
Westbrook Lake Dam	id=g:4741132
Westbrook Senior High School	id=g:4741133
Westbrook Senior High School Baseball Fields	id=g:4741134
Westbrook-Walker Cemetery	id=g:4741135
Westbury	id=g:4741136
Westbury High School	id=g:4741137
Westbury High School Baseball Field	id=g:4741138
Westbury High School SPARK Park Trail	id=g:4741139
Westbury Hospital (historical)	id=g:4741140
Westbury Park	id=g:4741141
Westchase Heliport	id=g:4741142
Westchase Shopping Center	id=g:4741143
Westchester Fellowship Baptist Church	id=g:4741144
Westchester High School	id=g:4741145
Westchester Park	id=g:4741146
Westcliff	id=g:4741147
Westcliff Elementary School	id=g:4741148
Westcliff Park	id=g:4741149
Westcliff School	id=g:4741150
Westcott	id=g:4741151
Westcott Cemetery	id=g:4741152
Westcott Field	id=g:4741153
Westcreek Elementary School	id=g:4741154
Westcreek Park	id=g:4741155
Westdale	id=g:4741156
Westdale Estates Number 1 Colonia	id=g:4741157
Westdale Estates Number 2 Colonia	id=g:4741158
Westdale Estates Number 3 Colonia	id=g:4741159
Westdale Estates Number 4 Colonia	id=g:4741160
Westenfield Park	id=g:4741161
Western Company Training Lagoon	id=g:4741162
Western Company Training Lagoon Dam	id=g:4741163
Western Estates Number 1 Colonia	id=g:4741164
Western Heights Church of Christ	id=g:4741165
Western Hills Assembly of God Church	id=g:4741166
Western Hills Church of Christ	id=g:4741167
Western Hills Elementary School	id=g:4741168
Western Hills Elementary School	id=g:4741169
Western Hills Free Will Baptist Church	id=g:4741170
Western Hills High School	id=g:4741171
Western Lake	id=g:4741172
Western Lake Dam	id=g:4741173
Western Park Baptist Church	id=g:4741174
Western Union Building	id=g:4741175
Westfall Branch Library	id=g:4741176
Westfield	id=g:4741177
Westfield Estates	id=g:4741178
Westfield Free Will Baptist Church	id=g:4741179
Westfield High School	id=g:4741180
Westfield High School Baseball Field	id=g:4741181
Westfield High School Football Stadium and Track	id=g:4741182
Westfield High School Softball Field	id=g:4741183
Westgate Church of Christ	id=g:4741184
Westgate Estates Colonia	id=g:4741185
Westgate Park	id=g:4741186
Westgate Towne Centre Shopping Center	id=g:4741187
Westglen Baptist Church	id=g:4741188
Westhaven	id=g:4741189
Westhaven Park	id=g:4741190
Westhaven Park	id=g:4741191
Westheimer Air Park	id=g:4741192
Westheimer Community Church	id=g:4741193
Westhill House	id=g:4741194
Westhoff Cemetery	id=g:4741195
Westlake	id=g:4741196
Westlake High School	id=g:4741197
Westlake Stadium	id=g:4741198
Westlakes Shopping Center	id=g:4741199
Westland	id=g:4741200
Westland Heights Baptist Church	id=g:4741201
Westlawn Baptist Church	id=g:4741202
Westlawn Elementary School	id=g:4741203
Westlawn Intermediate School	id=g:4741204
Westlawn Junior High School	id=g:4741205
Westlawn Missionary Baptist Church	id=g:4741206
Westlawn Park	id=g:4741207
Westminister Church	id=g:4741208
Westminster	id=g:4741209
Westminster Cemetery	id=g:4741210
Westminster Church	id=g:4741211
Westminster Church	id=g:4741212
Westminster Church	id=g:4741213
Westminster College (historical)	id=g:4741214
Westminster Presbyterian Church	id=g:4741215
Westminster Presbyterian Church	id=g:4741216
Westminster Presbyterian Church	id=g:4741217
Westminster Presbyterian Church	id=g:4741218
Westminster Presbyterian Church	id=g:4741219
Westminster Presbyterian Church	id=g:4741220
Westminster Presbyterian Church	id=g:4741221
Westminster Presbyterian Church	id=g:4741222
Westminster Presbyterian Church in Arlington	id=g:4741223
Westmoreland Baptist Church	id=g:4741224
Westmoreland Branch	id=g:4741225
Westbrook Lake	id=g:4741226
Westmoreland Historic District	id=g:4741227
Westmoreland Park	id=g:4741228
Weston	id=g:4741229
Westover	id=g:4741230
Westover Hills	id=g:4741231
Westover Hills Assembly of God Church	id=g:4741232
Westover Hills Park	id=g:4741233
Westover Manor	id=g:4741234
Westover Park	id=g:4741235
Westpark Elementary School	id=g:4741236
Westphalia	id=g:4741237
Westphalia Rural Historic District	id=g:4741238
Westridge Baptist Church	id=g:4741239
Westridge Church	id=g:4741240
Westridge Church	id=g:4741241
Westridge Church	id=g:4741242
Westridge Church of the Nazarene	id=g:4741243
Westridge Country Club	id=g:4741244
Westside Baptist Church	id=g:4741245
Westside Baptist Church	id=g:4741246
Westside Baptist Church	id=g:4741247
Westside Baptist Church	id=g:4741248
Westside Cemetery	id=g:4741249
Westside Church	id=g:4741250
Westside Church	id=g:4741251
Westside Church of Christ	id=g:4741252
Westside Church of Christ	id=g:4741253
Westside Church of Christ	id=g:4741254
Westside Church of Christ	id=g:4741255
Westside Community Church	id=g:4741256
Westside Elementary School	id=g:4741257
Westside High School Baseball Field	id=g:4741258
Westside High School Football Field and Track	id=g:4741259
Westside High School Softball Field	id=g:4741260
Westside Iglesia de Cristo Church	id=g:4741261
Westside Missionary Church	id=g:4741262
Westside Park	id=g:4741263
Westside School	id=g:4741264
Westside School	id=g:4741265
Westside Victory Baptist Church	id=g:4741266
Westview Baptist Church	id=g:4741267
Westview Baptist Church	id=g:4741268
Westview Church	id=g:4741269
Westview Heights Colonia	id=g:4741270
Westview Middle School	id=g:4741271
Westview United Methodist Church	id=g:4741272
Westville	id=g:4741273
Westville Cemetery	id=g:4741274
Westway Baptist Church	id=g:4741275
Westwood	id=g:4741276
Westwood Baptist Church	id=g:4741277
Westwood Baptist Church	id=g:4741278
Westwood Church	id=g:4741279
Westwood Country Club	id=g:4741280
Westwood Elementary School	id=g:4741281
Westwood Elementary School	id=g:4741282
Westwood Elementary School	id=g:4741283
Westwood High School	id=g:4741284
Westwood High School	id=g:4741285
Westwood High School	id=g:4741286
Westwood Junior High School	id=g:4741287
Westwood Junior High School	id=g:4741288
Westwood Lake	id=g:4741289
Westwood Park	id=g:4741290
Westwood Park	id=g:4741291
Westwood Park	id=g:4741292
Westwood Park	id=g:4741293
Westwood Primary School	id=g:4741294
Westwood School	id=g:4741295
Westwood Shores Lake Number 2 Dam	id=g:4741296
Westwood Shores Lake Number 3 Dam	id=g:4741297
Westwood Special Education	id=g:4741298
Westwood Terrace Elementary School	id=g:4741299
Westwood Terrace School	id=g:4741300
Westwood United Methodist Church	id=g:4741301
Westwood Village	id=g:4741302
Westwood Village Park	id=g:4741303
Westworth	id=g:4741304
Westworth Village Baptist Temple Church	id=g:4741305
Wet Hollow	id=g:4741306
Westmoreland Heights Baptist Church	id=g:4741307
Wet Hurricane Creek	id=g:4741308
Wet Joplin Creek	id=g:4741309
Wet Lacy Fork	id=g:4741310
Wet Marsh Pond	id=g:4741311
Wetmore	id=g:4741312
Wetmore Cemetery	id=g:4741313
Wetsel	id=g:4741314
Weyand Cemetery	id=g:4741315
Weymiller Butte	id=g:4741316
Whalen Acres Colonia	id=g:4741317
Whaley	id=g:4741318
Whaley Corner	id=g:4741319
Whaley Hollow	id=g:4741320
Wetherbee School	id=g:4741321
Whaley Lake	id=g:4741322
Whangdoodle Pass	id=g:4741323
Whartley Cemetery	id=g:4741324
Wharton	id=g:4741325
Wharton Bayou	id=g:4741326
Wharton Cemetery	id=g:4741327
Wharton County	id=g:4741328
Wharton County Courthouse Historic Commercial District	id=g:4741329
Wharton County Historical Museum	id=g:4741330
Wharton Elementary SPARK Park Trail	id=g:4741331
Wharton Elementary School	id=g:4741332
Wharton High School	id=g:4741333
Wharton Junior College	id=g:4741334
Wharton Junior College	id=g:4741335
Wharton Junior High School	id=g:4741336
Wharton Municipal Airport	id=g:4741337
Wharton School	id=g:4741338
Wharton-Scott House	id=g:4741339
Whatley	id=g:4741340
Whatley Branch	id=g:4741341
Whaley House	id=g:4741342
Whatley Creek	id=g:4741343
Whatley Cemetery	id=g:4741344
Whatley Creek	id=g:4741345
Whatley Flying Service Airport	id=g:4741346
Wheat Creek	id=g:4741347
Wheatfield Branch	id=g:4741348
Wheatland	id=g:4741349
Wheatland Baptist Church	id=g:4741350
Wheatland Bible Chapel Church	id=g:4741351
Wheatland Cemetery	id=g:4741352
Wheatland Retreat Hospital	id=g:4741353
Wheatland School	id=g:4741354
Wheatland United Methodist Church	id=g:4741355
Wheatley High School	id=g:4741356
Wheatley High School	id=g:4741357
Wheatley Middle School	id=g:4741358
Wheatley Park	id=g:4741359
Wheatley Place Historic District	id=g:4741360
Wheatley School	id=g:4741361
Wheatley School	id=g:4741362
Wheatley School	id=g:4741363
Wheatville Cemetery	id=g:4741364
Wheeler Avenue Baptist Church	id=g:4741365
Wheeler Branch	id=g:4741366
Wheatland	id=g:4741367
Wheeler Branch	id=g:4741368
Wheeler Cemetery	id=g:4741369
Wheeler Church	id=g:4741370
Wheeler Creek	id=g:4741371
Wheeler Cemetery	id=g:4741372
