Cervera del Río Alhama	id=g:6359037
Centro de Golf El Vendrell	id=g:6453002
Centro Deportivo Barberan	id=g:6453003
Club de Campo de Córdoba	id=g:6453004
Club de Campo del Mediterraneo	id=g:6453005
Club de Campo Laukariz	id=g:6453006
Club de Golf Alcanada	id=g:6453007
Club de Golf Altorreal	id=g:6453008
Club de Golf Angel de Lloret	id=g:6453009
Club de Golf Artxanda	id=g:6453010
Club de Golf Balneario de Guitiriz	id=g:6453011
Club de Golf Bellavista	id=g:6453012
Club de Golf Bonalba	id=g:6453013
Club de Golf Bonmont Terres Noves	id=g:6453014
Club de Golf Campano	id=g:6453015
Club de Golf Camprodon	id=g:6453016
Club de Golf Castillo de Gorraiz	id=g:6453017
Club de Golf Cierro Grande	id=g:6453018
Club de Golf Costa Ballena	id=g:6453019
Club de Golf Costa Brava	id=g:6453020
Club de Golf Costa de Azahar	id=g:6453021
Club de Golf Costa Dorada Tarragona	id=g:6453022
Club de Golf de Gandia	id=g:6453023
Club de Golf de Girona	id=g:6453024
Club de Golf de La Base Aerea de Torrejon	id=g:6453025
Club de Golf de La Toja	id=g:6453026
Club de Golf de Lugo	id=g:6453027
Club de Golf de Merida Don Tello	id=g:6453028
Club de Golf de Poniente	id=g:6453029
Club de Golf de San Cugat	id=g:6453030
Club de Golf Don Cayo	id=g:6453031
Club de Golf El Bierzo	id=g:6453032
Club de Golf El Bonillo	id=g:6453033
Club de Golf El Bosque	id=g:6453034
Club de Golf El Candado	id=g:6453035
Club de Golf El Coto	id=g:6453036
Club de Golf El Encinar	id=g:6453037
Club de Golf El Fresnillo	id=g:6453038
Club de Golf El Plantio	id=g:6453039
Club de Golf El Rompido	id=g:6453040
Club de Golf Entrepinos	id=g:6453041
Club de Golf Escorpion	id=g:6453042
Club de Golf Handicap 1	id=g:6453043
Club de Golf Ifach	id=g:6453044
Club de Golf Isla Canela	id=g:6453045
Club de Golf Javea	id=g:6453046
Club de Golf La Cañada	id=g:6453047
Club de Golf La Coruña	id=g:6453048
Club de Golf La Dehesa	id=g:6453049
Club de Golf La Dehesa de Moron	id=g:6453050
Club de Golf La Fresneda	id=g:6453051
Club de Golf La Galera	id=g:6453052
Club de Golf La Garza	id=g:6453053
Club de Golf La Graiera	id=g:6453054
Club de Golf La Mola	id=g:6453055
Club de Golf La Moraleja I	id=g:6453056
Club de Golf La Morgal	id=g:6453057
Club de Golf La Peñaza	id=g:6453058
Club de Golf La Roqueta	id=g:6453059
Club de Golf La Siesta	id=g:6453060
Club de Golf La Zagaleta	id=g:6453061
Club de Golf Larrabea	id=g:6453062
Club de Golf Las Encinas	id=g:6453063
Club de Golf Las Minas	id=g:6453064
Club de Golf Las Pinaillas- Castilla La Mancha	id=g:6453065
Club de Golf Lerma	id=g:6453066
Club de Golf Llavaneras	id=g:6453067
Club de Golf Lomas Bosque	id=g:6453068
Club de Golf Manises	id=g:6453069
Club de Golf Masia Bach	id=g:6453070
Club de Golf Mataleñas	id=g:6453071
Club de Golf Montanyà	id=g:6453072
Club de Golf Navaluenga	id=g:6453073
Club de Golf Nestares	id=g:6453074
Club de Golf Oliva Nova	id=g:6453075
Club de Golf Olivar de La Hinojosa	id=g:6453076
Club de Golf Peralada	id=g:6453077
Club de Golf Playa Serena	id=g:6453078
Club de Golf Pozoblanco	id=g:6453079
Club de Golf Raimat	id=g:6453080
Club de Golf Reus Aigüesverds	id=g:6453081
Club de Golf Señorío de Zuasti	id=g:6453082
Club de Golf Son Antem	id=g:6453083
Club de Golf Son Servera	id=g:6453084
Club de Golf Son Termens	id=g:6453085
Club de Golf Son Vida	id=g:6453086
Club de Golf Soria	id=g:6453087
Club de Golf Terramar	id=g:6453088
Club de Golf Torremirona	id=g:6453089
Club de Golf Torrepacheco	id=g:6453090
Club de Golf Valderrama	id=g:6453091
Club de Golf Vall d'Or	id=g:6453092
Club de Golf Vallromanes	id=g:6453093
Club de Golf Villa de Cuellar	id=g:6453094
Club de Golf Villarias	id=g:6453095
Club de Golf Vista Hermosa	id=g:6453096
Club de Golf Zaudin	id=g:6453097
Club Jarama R.A.C.E.	id=g:6453098
Club Marina Golf Mojacar	id=g:6453099
Dehesa Montenmedio Golf & Country Club	id=g:6453100
Doña Julia Golf Club	id=g:6453101
El Campo de Logroño	id=g:6453102
El Cortijo Club de Campo	id=g:6453103
El Paraiso Golf Club	id=g:6453104
El Robledal Golf	id=g:6453105
Emporda Golf	id=g:6453106
Estepona Golf	id=g:6453107
Flamingos Golf Club	id=g:6453108
Fuerteventura Golf Club - Salinas Antigua	id=g:6453109
Goiburu Club de Golf	id=g:6453110
Golf & Country Club La Marquesa	id=g:6453111
Golf Almerimar	id=g:6453112
Golf Balneario de Mondariz	id=g:6453113
Golf Cabanillas Guadalajara Club de Golf	id=g:6453114
Golf Can Cuyás	id=g:6453115
Golf Costa Adeje	id=g:6453116
Golf Costa Teguise	id=g:6453117
Golf d'Aro	id=g:6453118
Golf de Andratx	id=g:6453119
Golf de Ibiza	id=g:6453120
Golf del Guadiana	id=g:6453121
Golf del Sur	id=g:6453122
Golf Dunas de Doñana	id=g:6453123
Golf El Puerto	id=g:6453124
Golf Guara	id=g:6453125
Golf Jardín Aranjuez	id=g:6453126
Golf La Finca	id=g:6453127
Golf La Rosaleda Par 3	id=g:6453128
Golf Los Lagos	id=g:6453129
Golf Los Palos	id=g:6453130
Golf Nuevo Portil	id=g:6453131
Golf Park	id=g:6453132
Golf Park Puntiró	id=g:6453133
Golf Playa de Pals	id=g:6453134
Golf Pollensa	id=g:6453135
Golf Rio Real	id=g:6453136
Golf Sant Feliu	id=g:6453137
Golf Sant Joan	id=g:6453138
Golf Santa Ponsa I	id=g:6453139
Golf Serres de Pals	id=g:6453140
Golf Villamayor	id=g:6453141
Granada Club de Golf	id=g:6453142
Guadalhorce Club de Golf	id=g:6453143
Hacienda del Alamo	id=g:6453144
Hercules Clube de Golf	id=g:6453145
Islantilla Golf	id=g:6453146
La Cala Resort	id=g:6453147
La Duquesa Golf & Country Club	id=g:6453148
La Herreria Club de Golf	id=g:6453149
La Manga Club	id=g:6453150
La Noria Club Resort	id=g:6453151
La Rasa de Berbes	id=g:6453152
La Reserva Rotana	id=g:6453153
La Sella Golf	id=g:6453154
La Valmuza Golf Resort	id=g:6453155
Las Erillas Golf	id=g:6453156
Las Rejas	id=g:6453157
Lauro Golf	id=g:6453158
León Club de Golf El Cueto	id=g:6453159
Los Arqueros	id=g:6453160
Marbella Club Golf Resort	id=g:6453161
Marbella Golf & Country Club	id=g:6453162
Mas Pagés Golf	id=g:6453163
Mijas Golf	id=g:6453164
BARCELO MONTECASTILLO Hotel & Golf Resort	id=g:6453165
Mosa Golf Club	id=g:6453166
Norba Club de Golf	id=g:6453167
Nuevo Club de Golf de Madrid	id=g:6453168
P.G.A. Golf de Cataluña	id=g:6453169
Palacio del Negralejo	id=g:6453170
Parador de Málaga Golf	id=g:6453171
Pula Golf	id=g:6453172
R. N. C. G. de San Sebastián Basozabal	id=g:6453173
Real Aero Club de Santiago	id=g:6453174
Real Aeroclub de Vigo	id=g:6453175
Real Aeroclub de Zaragoza	id=g:6453176
Real Club de Golf de Castiello	id=g:6453177
Real Club de Golf de San Sebastian	id=g:6453178
Real Club de Golf de Sevilla	id=g:6453179
Real Club de Golf El Prat	id=g:6453180
Real Club de Golf Las Palmas (Bandama)	id=g:6453181
Real Club de Golf Sotogrande	id=g:6453182
Real Club de Tenerife	id=g:6453183
Real Club Pineda de Sevilla	id=g:6453184
Real de Faula Club de Golf	id=g:6453185
Real Golf Bendinat	id=g:6453186
Real Golf de Pedreña	id=g:6453187
Real Golf de Zarauz	id=g:6453188
Real Sociedad de Golf de Neguri	id=g:6453189
Real Sociedad Hípica Española	id=g:6453190
Ria de Vigo	id=g:6453191
Rioja Alta Golf Club	id=g:6453192
Salobre Golf & Resort	id=g:6453193
Sanlucar Club de Campo	id=g:6453194
Santa Clara Golf	id=g:6453195
Santana Golf And Country Club	id=g:6453196
Sherry Golf Jerez	id=g:6453197
Tecina Golf	id=g:6453198
The San Roque Club	id=g:6453199
Torrequebrada Golf	id=g:6453200
Valle del Este Resort	id=g:6453201
Villa Nueva Golf Resort	id=g:6453202
Villar de Olalla Golf	id=g:6453203
Zuia Club de Golf	id=g:6453204
Desert Springs Golf Club	id=g:6453205
Club de Golf Ulzama	id=g:6453206
Campo de Golf Villamartin	id=g:6453207
Real Club de Golf Campoamor	id=g:6453208
Golf Las Ramblas	id=g:6453209
Campo de Golf Meis	id=g:6453210
Golf Santa Ponsa III	id=g:6453211
Golf La Moraleja II	id=g:6453212
Centro Nacional de La RFEG	id=g:6453213
Golf Plana de Vic	id=g:6453214
Club de Golf Ribera Salada	id=g:6453215
Club de Golf Las Llanás	id=g:6453216
Club de Golf La Barganiza	id=g:6453217
Club de Golf Villaviciosa	id=g:6453218
Clube de Golf Val de Rois	id=g:6453219
Baviera Golf	id=g:6453220
Club Parayas	id=g:6453221
Campo de Golf de Banco Santander	id=g:6453222
Izki Golf Campo de Lagrán	id=g:6453223
Izki Golf Campo de Urturi	id=g:6453224
Veneziola Golf	id=g:6453225
Sensol Golf	id=g:6453226
Roda Golf	id=g:6453227
Corvera Golf	id=g:6453228
Mar Menor Golf Resort	id=g:6453229
La Torre Golf Resort	id=g:6453230
Hacienda Riquelme Golf Resort	id=g:6453231
Club de Golf Son Parc	id=g:6453232
Anfi Tauro Golf	id=g:6453233
Torre del Rame	id=g:6453234
Palmorejos Golf	id=g:6453235
Club de Golf Meliá Sancti Petri	id=g:6453236
Campo de golf Lomas de Sancti Petri	id=g:6453237
Golf Santa Inés	id=g:6453238
Meloneras Golf	id=g:6453239
Golf Son Gual	id=g:6453240
Rovacías Golf Club	id=g:6453241
Campo de Golf Abra del Pas	id=g:6453242
Club de Golf Oyambre	id=g:6453243
Arcos Gardens	id=g:6453244
Baqueira Beret	id=g:6453245
Monte Mayor Golf Club	id=g:6453246
Monte Paraíso	id=g:6453247
Corta Atalaya	id=g:6453248
Club de Campo y Deportes Golf Scratch	id=g:6453249
Real Club de Golf Las Brisas	id=g:6453250
Los Naranjos Golf Club	id=g:6453251
Centro Deportivo Militar La Dehesa	id=g:6453252
Club de Golf La Dama de Noche	id=g:6453253
El Cortijo Golf Center	id=g:6453254
Golf Sant Vicenç de Montalt	id=g:6453255
Golf Son Muntaner	id=g:6453256
La Reserva de Sotogrande	id=g:6453257
Manresa Golf Club	id=g:6453258
Miraflores Golf Club	id=g:6453259
Novo Sancti Petri	id=g:6453260
Santa María Golf & Country Club	id=g:6453261
Golf Santa Ponsa II	id=g:6453262
Golf de Ibiza II	id=g:6453263
Centro de Tecnificación de Golf	id=g:6453264
El Valle Golf Resort	id=g:6453265
Club de Golf Aranjuez	id=g:6453266
ARTOLA GOLF	id=g:6453267
Mallorca	id=g:6453300
Menorca	id=g:6453301
US Embassy	id=g:6457215
Monumental Bullfighting ring	id=g:6457217
Olympic Port	id=g:6457218
La Almudena Cementary	id=g:6457220
Montmeló (Catalonia's Automobile Circuit)	id=g:6457221
Bus Station	id=g:6457222
Spanish Village	id=g:6457223
University of Cantabria	id=g:6457224
Bus Station (Termibus)	id=g:6457226
Pedralbes Palace	id=g:6457227
Torre de Collserola	id=g:6457228
Casa Vicens	id=g:6457229
Fira de Barcelona Gran Via - L' Hospitalet	id=g:6457230
Palau de Congressos de Catalunya	id=g:6457231
Colònia Güell	id=g:6457232
Pedralbes Monastery	id=g:6457234
Fair of Valladolid	id=g:6457235
Generalitat Palace	id=g:6457237
City Hall	id=g:6457238
La Boquería, Market	id=g:6457239
El Liceu	id=g:6457240
Port Vell	id=g:6457241
Auditori de Barcelona	id=g:6457242
Teatre Nacional de Catalunya	id=g:6457243
Font Màgica	id=g:6457244
Palau de Congressos de Barcelona	id=g:6457245
Forum	id=g:6457246
CCIB Centre de Convencions Internacional de Barcelona	id=g:6457247
Fira Barcelona Montjuïc fairgrounds	id=g:6457248
Lluís Companys Olympic Stadium	id=g:6457249
Arts and Mapfre Towers	id=g:6457250
Playa del Silgar	id=g:6457270
Playa de San Lorenzo	id=g:6457271
La Rambla	id=g:6457275
Playa de Poniente	id=g:6457276
Playa Los Mayanes	id=g:6457277
Playa El Rinconín	id=g:6457278
Playa del Callao	id=g:6457279
Playa del Varador	id=g:6457280
Playa de Ponent	id=g:6457281
Playa de Sant Simó	id=g:6457282
Playa del Orzán	id=g:6457283
Praia de Riazor	id=g:6457284
Playa do Matadeiro	id=g:6457285
Passeig de Gràcia	id=g:6457286
Platja de la Barceloneta	id=g:6457288
Platja de Sant Miquel	id=g:6457289
Platja de Sant Sebastià	id=g:6457290
Playa del Sardinero	id=g:6457291
Playa del Carmello	id=g:6457292
Playa de la Concha	id=g:6457293
Playa Los Biquinis	id=g:6457294
Playa de la Magdalena	id=g:6457295
Playa Los Peligros	id=g:6457296
Platja Gran	id=g:6457297
Platja de  Port-alguer	id=g:6457298
Platja de ses Oliveres	id=g:6457299
Platja des Poal	id=g:6457300
Platja des Pianc	id=g:6457301
Playa de la Concha	id=g:6457302
Playa de Ondarreta	id=g:6457303
Playa de Zurriola	id=g:6457304
Comarca de l'Alt Camp	id=g:6457305
Comarca de l'Alt Empordà	id=g:6457306
Comarca de l'Alt Penedès	id=g:6457307
Comarca de l'Alta Ribagorça	id=g:6457308
Comarca d'Anoia	id=g:6457309
Comarca del Baix Camp	id=g:6457310
Comarca del Baix Ebre	id=g:6457311
Comarca del Baix Empordà	id=g:6457312
Comarca del Baix Llobregat	id=g:6457313
Comarca del Baix Penedès	id=g:6457314
Comarca de la Cerdanya	id=g:6457315
Comarca de la Conca de Barberà	id=g:6457316
Comarca del Garraf	id=g:6457317
Comarca de les Garrigues	id=g:6457318
Comarca del Gironès	id=g:6457320
Comarca del Montsià	id=g:6457321
Comarca d'Osona	id=g:6457322
Comarca del Pallars Jussà	id=g:6457323
Comarca del Pallars Sobirà	id=g:6457324
Comarca del Pla d'Urgell	id=g:6457325
Comarca del Pla de l'Estany	id=g:6457326
Comarca del Priorat	id=g:6457327
Comarca de la Ribera d'Ebre	id=g:6457328
Comarca del Ripollès	id=g:6457329
Comarca del Segrià	id=g:6457330
Comarca de la Selva	id=g:6457331
Comarca del Solsonès	id=g:6457332
Comarca del Tarragonès	id=g:6457333
Comarca de la Terra Alta	id=g:6457334
Comarca d'Urgell	id=g:6457335
Comarca d'era Val d'Aran	id=g:6457336
Comarca del Vallès Occidental	id=g:6457337
Comarca del Vallès Oriental	id=g:6457338
el Mont	id=g:6457356
Patones de Arriba	id=g:6457382
Pontón de la Oliva	id=g:6457383
Embalse del Atazar	id=g:6457384
San Pedro Apóstol	id=g:6457385
Necrópolis de Sieteiglesias	id=g:6457386
Torre de Mirabel	id=g:6457387
Puente "romano"	id=g:6457388
Potro de herrar	id=g:6457389
Sant Pere de Casserres	id=g:6457391
Molino del Aragonés	id=g:6457394
Pantà de Boadella	id=g:6457396
Puig del Faig	id=g:6458690
Roc del Tabal	id=g:6458692
Coll de Vernadell	id=g:6458693
Puig de les Forques	id=g:6458694
Gorg de l'Olla	id=g:6458920
Castell de Requesens	id=g:6458921
Far de Cap de Creus	id=g:6458922
Carballeira de Menáncaro en Ferrolterra	id=g:6458986
Bassegoda	id=g:6459000
Sant Quirc de Colera	id=g:6459001
Can Genís	id=g:6459022
Carbonills	id=g:6459023
Corsavell	id=g:6459024
Pincaró	id=g:6459025
els Horts	id=g:6459026
Ribelles	id=g:6459027
Sous	id=g:6459028
l'Estrada	id=g:6459029
Veïnat de Mont-roig	id=g:6459030
Veïnat de Ricardell	id=g:6459031
Barri del Pantà	id=g:6459032
Veïnat d'Amunt	id=g:6459033
Arnera	id=g:6459034
les Salines	id=g:6459035
les Creus	id=g:6459036
Oliveda	id=g:6459037
els Vilars	id=g:6459038
Can Barris	id=g:6459039
Veïnat de Canadal	id=g:6459041
Ullastre	id=g:6459042
Bosquerós	id=g:6459043
Cagaloca	id=g:6459044
les Costes	id=g:6459045
Garriguella Vella	id=g:6459046
Raval de la Font	id=g:6459047
Setcases	id=g:6459048
l'Argilera	id=g:6459049
els Estanys-Sant Genís	id=g:6459050
la Farella	id=g:6459051
Fener de Dalt	id=g:6459052
Fener de Baix	id=g:6459053
Cap Ras	id=g:6459054
la Rovellada	id=g:6459055
Garbet	id=g:6459056
Portlligat	id=g:6459057
sa Perafita	id=g:6459058
Barlovent	id=g:6459059
Perabeua	id=g:6459060
Cap de Bol	id=g:6459061
Santa Isabel	id=g:6459062
Bellavista	id=g:6459063
Mas Isaac	id=g:6459064
les Torroelles	id=g:6459065
els Olivars	id=g:6459066
el Veïnat de Dalt	id=g:6459067
Montperdut	id=g:6459068
l'Estació	id=g:6459069
Canyelles	id=g:6459070
Pujolar	id=g:6459071
Pla d'en Satlle	id=g:6459072
Urb.Club de Golf Peralada	id=g:6459073
el Morassac	id=g:6459074
Masos de Morassac	id=g:6459075
les Olives	id=g:6459076
el Puig Barutell	id=g:6459077
la Salanca	id=g:6459078
Sant Joan Sescloses	id=g:6459079
Montmajor	id=g:6459080
Cabanes	id=g:6459081
l'Aigüeta	id=g:6459082
el Forn d'en Gestí	id=g:6459083
les Masies de Dalt	id=g:6459084
el Pla	id=g:6459085
els Cellers	id=g:6459086
el Poblenou	id=g:6459087
la Vall	id=g:6459088
la Guàrdia	id=g:6459089
la Riberada d'Amunt	id=g:6459090
Santa Anna	id=g:6459091
la Font d'en Coll	id=g:6459092
el Prat del Pont	id=g:6459093
l'Estanyol	id=g:6459094
Vallgornera	id=g:6459095
els Grecs	id=g:6459096
la Muntanyeta	id=g:6459097
Mas Oliva	id=g:6459098
Santa Rosa de Puig-rom	id=g:6459099
Castell de la Trinitat	id=g:6459100
Canyelles Petites	id=g:6459101
l'Almadrava	id=g:6459102
Dolmen de la Creu d'en Cobertella	id=g:6459103
el Mas Mates	id=g:6459104
la Garriga	id=g:6459105
Santa Margarida	id=g:6459106
Mas Boscà	id=g:6459107
Mas Fumats	id=g:6459108
Castell d'en Bufalaranya	id=g:6459109
Ciutadella de Roses	id=g:6459110
Manol	id=g:6459111
Llavanera	id=g:6459112
el Pujol	id=g:6459113
Mare de Déu de Vida	id=g:6459114
Sant Baldiri	id=g:6459115
el Mas Pau	id=g:6459116
la Timba	id=g:6459117
Santa Eugènia	id=g:6459118
Ca l'Almar	id=g:6459119
Coquells	id=g:6459120
les Cases Noves	id=g:6459121
Torremirona	id=g:6459122
Can Miró	id=g:6459123
Colomer	id=g:6459124
Pols	id=g:6459125
Romanyà d'Empordà	id=g:6459126
Palol de Sabaldòria	id=g:6459127
les Forques	id=g:6459128
Camp dels Enginyers	id=g:6459129
Can Batlle	id=g:6459130
Creixell	id=g:6459131
la Casa Marroca	id=g:6459134
les Roques	id=g:6459135
l'Aigüeta	id=g:6459136
l'Horta d'en Capellera	id=g:6459137
Barri del Colobret	id=g:6459138
Parc-sol	id=g:6459139
el Mas Ferrer	id=g:6459140
Castelló Nou	id=g:6459141
Puigmal	id=g:6459142
el Masnou	id=g:6459143
el Priorat	id=g:6459144
la Pera	id=g:6459146
Pont Martí	id=g:6459147
Fortianell	id=g:6459148
el Pont del Príncep	id=g:6459150
el Barri de l'Estació	id=g:6459152
les Cases Noves	id=g:6459153
Ermedàs	id=g:6459154
el Barri de l'Església	id=g:6459155
Estanyet	id=g:6459156
Palau	id=g:6459157
Santa Eulàlia	id=g:6459158
Baseia	id=g:6461731
la Bomba	id=g:6461732
Palol	id=g:6461733
l'Arbre Sec	id=g:6461734
els Masos de Ventalló	id=g:6461735
Mas Gros	id=g:6461736
Can Jordi	id=g:6461738
Bon Relax	id=g:6461740
el Riuet	id=g:6461741
la palma	id=g:6461750
Sant Martí d'Empúries	id=g:6461752
Cinc Claus	id=g:6461754
la Coma	id=g:6461757
Empúries	id=g:6461759
les Corts	id=g:6461760
Camp dels Pilans	id=g:6461761
els Riells	id=g:6461762
Vinya Gran	id=g:6461763
la Coixinera	id=g:6461764
SALOU SUITE Hotel	id=g:6461793
Boix Mar Hotel	id=g:6461806
MARINA PORTALS Hotel	id=g:6461847
EL DORADO Apartamentos	id=g:6461884
SUBUR Hotel	id=g:6461885
Atenea	id=g:6461889
BRISAMAR Aparthotel	id=g:6461890
Hostal de la Gloria	id=g:6461900
Sirena I	id=g:6461914
Blaumar Hotel	id=g:6461930
NH Victoria	id=g:6461931
Hotel Cram	id=g:6461933
Sant Marti	id=g:6461945
hostal sant bernat	id=g:6461947
Club Puerta del Sol	id=g:6461982
Oasis Park Calella Hotel	id=g:6461994
Les Oliveres	id=g:6462013
PRESTIGE GOYA PARK Hotel	id=g:6462016
MALAGA CENTRO Hotel	id=g:6462062
AC LOS ENLACES Hotel	id=g:6462073
Ac Guadalajara	id=g:6462097
Confortel Pio XII	id=g:6462098
Hotel HCC Sant Moritz	id=g:6462181
AC ARGANDA Hotel	id=g:6462194
Melia Benidorm	id=g:6462217
OLIVA NOVA GOLF Hotel	id=g:6462222
Gran Hotel Elba Motril	id=g:6462243
Gran Melia Volcan Lanzarote	id=g:6462260
Hotel H10 Andalucia Plaza	id=g:6462266
Hotel Alcazar	id=g:6462318
High Tech Arturo Soria	id=g:6462352
FG De Los Reyes	id=g:6462365
Hotel Partner Ciudadela	id=g:6462371
AMALTEA	id=g:6462381
BOSTON Hotel	id=g:6462386
AC GRAN CANARIA Hotel	id=g:6462414
Hesperia Del Mar	id=g:6462434
VIK SAN ANTONIO Hotel	id=g:6462441
MACIA CONDOR Hotel	id=g:6462442
AC PALENCIA Hotel	id=g:6462448
MACIA ALFAROS Hotel	id=g:6462456
Hotel Residencia Amic Colon	id=g:6462457
ZENIT LOGROÑO Hotel	id=g:6462458
MA LUNA ARABIAL Hotel	id=g:6462517
Nh Palacio Del Duero	id=g:6462529
SELU Hotel	id=g:6462549
Husa Barcelona	id=g:6462561
Mardavall Hotel & Spa	id=g:6462595
H10 Villa De La Reina	id=g:6462613
AC ALCALA DE HENARES Hotel	id=g:6462622
BARCELO PUNTA UMBRIA	id=g:6462624
AC LA LINEA Hotel	id=g:6462645
Silken Monumental Naranco	id=g:6462651
NH Leganes	id=g:6462654
Eurostars Grand Marina	id=g:6462738
Silken Villa De Aviles	id=g:6462785
Nuevo Triunfo	id=g:6462812
AC CIUDAD DE TUDELA Hotel	id=g:6462819
AC ELCHE Hotel	id=g:6462838
ALMIRANTE	id=g:6462850
Hotel Sant Agustin	id=g:6462913
AMERICA BARCELONA Hotel	id=g:6463021
MONASTERIO DE LOS BASILIOS Hotel	id=g:6463042
Ciutat Mollet Hotel	id=g:6463058
PARTNER IMORA Hotel	id=g:6463063
VULCANO Hotel	id=g:6463080
Silken Park Hotel San Jorge	id=g:6463082
Confortel All Suites Madrid	id=g:6463096
PRESTIGE SANT MARC Hotel	id=g:6463132
Hesperia Parque Central	id=g:6463154
AC CIUDAD DE PAMPLONA Hotel	id=g:6463169
Aquaria Negresco	id=g:6463191
AC Som	id=g:6463211
AUGUSTA VALLES	id=g:6463212
REGENTE Hotel	id=g:6463215
Adler	id=g:6463216
CLEOPATRA PALACE - Mare Nostrum Resort	id=g:6463225
ROGER DE LLURIA Hotel	id=g:6463227
MIRADOR Hotel	id=g:6463235
Hotel Bel Art	id=g:6463257
Cedran	id=g:6463259
Hotel Mirablau	id=g:6463297
Hotel Front Maritim	id=g:6463307
Hotel And Spa Ciutat Granoller	id=g:6463346
SPRING PLAYA LA ARENA Hotel	id=g:6463357
STIL PULA Suites	id=g:6463372
Husa Tres Torres	id=g:6463426
Hesperia Playas de Mallorca	id=g:6463431
Hotel Inglaterra Barcelona	id=g:6463432
Hotel HCC MontBlanc	id=g:6463433
Royal Costa	id=g:6463464
Hotel Catalonia Roma	id=g:6463467
REGENTE ARAGON Hotel	id=g:6463471
Confortel Badajoz	id=g:6463493
Rafaelhoteles Diagonal Port	id=g:6463494
MONASTERIO SAN MIGUEL Hotel	id=g:6463524
PARAL-LEL Hotel	id=g:6463526
Catalonia Corcega	id=g:6463543
Silken Al Andalus Palace Hotel	id=g:6463602
Gran Hotel Guitart Monterrey	id=g:6463605
AC CASTELLON Hotel	id=g:6463620
Castellblanc Hotel	id=g:6463629
CAMPUS Aparthotel	id=g:6463690
Barcelo Hotel Gasteiz	id=g:6463712
Husa Alcantara	id=g:6463717
LIABENY Hotel	id=g:6463750
Silken Alfonso X	id=g:6463754
Royal Al Andalus	id=g:6463777
PRESTIGE CORAL PLATJA Hotel	id=g:6463792
Hotel Ciutat Del Prat	id=g:6463810
Roc Flamingo Hotel	id=g:6463865
VINCCI CASTELLON CENTER Hotel	id=g:6463873
Hotel Barcelona Universal	id=g:6463875
AC ARAVACA Hotel	id=g:6463882
Laietana Palace	id=g:6463905
TOP ROYAL SUN Hotel	id=g:6463918
Husa Barcelona Mar	id=g:6463925
Hesperia Sant Just	id=g:6463933
