Fundo Las Moritas	id=g:3635650
Caño Guanape	id=g:3640236
Guanape	id=g:3640237
Guanape	id=g:3640238
Guanape	id=g:3640239
Caño Guanaparo Viejo	id=g:3640240
Caño Guanaparo	id=g:3640241
Guanaparo	id=g:3640242
Caño Guanaparito	id=g:3640243
Caño Guanaparito	id=g:3640244
Guanaparito	id=g:3640245
Guanaparito	id=g:3640246
Río Guanapaparo	id=g:3640247
Guanani	id=g:3640248
Ciénaga de Guanana	id=g:3640249
Río Guanamo	id=g:3640250
Guanamerú	id=g:3640251
Río Guaname	id=g:3640252
Isla Guaname	id=g:3640253
Cerro Guanajuja	id=g:3640254
Guanajay	id=g:3640255
Isla Guanaguanare	id=g:3640256
Guanaguana	id=g:3640257
Guanadito	id=g:3640258
Cerro Guanacoco	id=g:3640259
Quebrada Guanachana	id=g:3640260
Cerro Guanacapana	id=g:3640261
Quebrada Guanabarito	id=g:3640262
Guanábano	id=g:3640263
Guanabanal	id=g:3640264
Guanabanal	id=g:3640265
Guanábana	id=g:3640266
Guanábana	id=g:3640267
Río Guaña	id=g:3640268
Cerro Guaña	id=g:3640269
Guana	id=g:3640270
Guana	id=g:3640271
Guaña	id=g:3640272
Quebrada Guan	id=g:3640273
Río Guamure	id=g:3640274
Guamure	id=g:3640275
Guamure	id=g:3640276
Río Guamo	id=g:3640277
Guamú	id=g:3640278
Sierra de Guampí	id=g:3640279
Guamo	id=g:3640280
Quebrada Guamito	id=g:3640281
Caño Guamito	id=g:3640282
Guamito	id=g:3640283
Guamito	id=g:3640284
Guamito	id=g:3640285
Río Guamita	id=g:3640286
Hacienda Guamita	id=g:3640287
Guamita	id=g:3640288
Guambra	id=g:3640289
Caño Guamba	id=g:3640290
Cerro Guamayo	id=g:3640291
Cerro Guamay	id=g:3640292
Guamas	id=g:3640293
Fundo Guamarreno	id=g:3640294
Caño Guamaral	id=g:3640295
Fundo Guamalito	id=g:3640296
Caño Guamalito	id=g:3640297
Guamalito	id=g:3640298
Caño Guamalita	id=g:3640299
Quebrada Guamal	id=g:3640300
Quebrada Guamal	id=g:3640301
Caño Guamal	id=g:3640302
Guamal	id=g:3640303
Guamacho	id=g:3640304
Guamacho	id=g:3640305
Hato Guamachito	id=g:3640306
Fundo Guamachito	id=g:3640307
Fundo Guamachito	id=g:3640308
Fundo Guamachito	id=g:3640309
Fundo Guamachito	id=g:3640310
Guamachito	id=g:3640311
Guamachito	id=g:3640312
Guamachito	id=g:3640313
Guamachito	id=g:3640314
Guamachito	id=g:3640315
Guamachito	id=g:3640316
Guamachito	id=g:3640317
Guamachito	id=g:3640318
Bahía Guamache	id=g:3640319
Guamache	id=g:3640320
Guamachal	id=g:3640321
Río Guama	id=g:3640322
Guamuy	id=g:3640323
Guama	id=g:3640324
Río Gualpa	id=g:3640325
Isla Gualises	id=g:3640326
Gualípana	id=g:3640327
Gualembe	id=g:3640328
Quebrada Gualamare	id=g:3640329
Caño Guakujana	id=g:3640330
Caño Guacajara	id=g:3640331
Caño Guajuna	id=g:3640332
Quebrada Guajirita	id=g:3640333
Guajirita	id=g:3640334
Quebrada Guajira	id=g:3640335
Guajira	id=g:3640336
Caño Guajibo	id=g:3640337
Caño Guajibo	id=g:3640338
Caño Guajibo	id=g:3640339
Guajayare	id=g:3640340
Caño Guajaro Bisi	id=g:3640341
Guajarito	id=g:3640342
Raudal de Guajaribos	id=g:3640343
Río Guajaraco	id=g:3640344
Parcelamiento Guaitoco	id=g:3640345
Cerro Guaitoco	id=g:3640346
Río Guaitó	id=g:3640347
Guaitó	id=g:3640348
Río Guaire	id=g:3640349
Boca de la Guaira	id=g:3640350
Raudal Guaiquinimita	id=g:3640351
Raudal Guaiquinima	id=g:3640352
Isla Guaiquinima	id=g:3640353
Cerro Guaiquinima	id=g:3640354
Guainamal	id=g:3640355
Guaina	id=g:3640356
Guaimpesi	id=g:3640357
Arroyo Huimpesch	id=g:3640358
Guaimaro	id=g:3640359
Río Guaimaral	id=g:3640360
Isla Guaimaral	id=g:3640361
Guaimaral	id=g:3640362
Guimaral	id=g:3640363
Guaimaral	id=g:3640364
Guaimaral	id=g:3640365
Guaimaral	id=g:3640366
Punta Guaiguacara	id=g:3640367
Río Guaidimita	id=g:3640368
Río Guaidima	id=g:3640369
Guaidima	id=g:3640370
Río Guaicupa	id=g:3640371
Guaicupa	id=g:3640372
Serranía de los Guaicas	id=g:3640373
Quebrada Guaicarapa	id=g:3640374
Quebrada Guaicara	id=g:3640375
Guaicara	id=g:3640376
Cerro Guaical	id=g:3640377
Guaical	id=g:3640378
Guaical	id=g:3640379
Distrito Guaicaipuro	id=g:3640380
Punta Guaicacara	id=g:3640381
Raudal Guaica	id=g:3640382
Guaica	id=g:3640383
Guaibacoa	id=g:3640384
Piedra Guaia-uaiarí	id=g:3640385
Cerro Guai	id=g:3640386
Río Guahehaucito	id=g:3640387
Raudal de Guaharibos	id=g:3640388
Laja Guaharibos	id=g:3640389
Sierra Guahariba	id=g:3640390
Río Guaguilla	id=g:3640391
Guaguana	id=g:3640392
Guagual	id=g:3640393
Caño Guafitas	id=g:3640394
Guafita	id=g:3640395
Hato Guafita	id=g:3640396
Guafita	id=g:3640397
Guafillitas	id=g:3640398
Quebrada Guafas	id=g:3640399
Guafalito	id=g:3640400
Guafalito	id=g:3640401
Guafalito	id=g:3640402
Isla Guafal	id=g:3640403
Quebrada Guaduas	id=g:3640404
Quebrada Guadi	id=g:3640405
Guadi	id=g:3640406
Guadarrama	id=g:3640407
Río Guadapi	id=g:3640408
Sabana de Guadalupe	id=g:3640409
Quebrada Guadalupe	id=g:3640410
Guadalupe	id=g:3640411
Guadalupe	id=g:3640412
Guadadamo	id=g:3640413
Guadacapiaque-tepuí	id=g:3640414
Río Guadaca	id=g:3640415
Guacurebo	id=g:3640416
Guacujua	id=g:3640417
Quebrada Guacuco	id=g:3640418
Quebrada Guacuco	id=g:3640419
Punta Guacuco	id=g:3640420
Playa Guacuco	id=g:3640421
Río Guacorumo	id=g:3640422
Quebrada Guacoa	id=g:3640423
Río Guaco	id=g:3640424
Quebrada Guaca	id=g:3640425
Río Guachizón	id=g:3640426
Guachizón	id=g:3640427
Río Guachicito	id=g:3640428
Loma de Guachicito	id=g:3640429
Río Guachi	id=g:3640430
Punta Guachi	id=g:3640431
Río Guache	id=g:3640432
Río Guache	id=g:3640433
Guache	id=g:3640434
Guache	id=g:3640435
Guache	id=g:3640436
Isla Guachatita	id=g:3640437
Caño Guacharacaima	id=g:3640438
Montañas de Guacharaquero	id=g:3640439
Isla Guacharaquero	id=g:3640440
Guacharaquero	id=g:3640441
Guacharacas	id=g:3640442
Guacharacas	id=g:3640443
Guacharacas	id=g:3640444
Serranía Guacharacaima	id=g:3640445
Laguna Guacharaca	id=g:3640446
Caño Guacharaca	id=g:3640447
Caño Guacharaca	id=g:3640448
Guacharaca	id=g:3640449
Guacharaca	id=g:3640450
Guacharaca	id=g:3640451
Guacharaca	id=g:3640452
Guachara	id=g:3640453
Guachara	id=g:3640454
Cerro Guachapano	id=g:3640455
Guacayana	id=g:3640456
Guacas	id=g:3640457
Punta Guacarapo	id=g:3640458
Guacarapo	id=g:3640459
Guacarapo	id=g:3640460
Guacarapo	id=g:3640461
Caño Guacarape	id=g:3640462
Quebrada Guacarapa	id=g:3640463
Distrito Guacara	id=g:3640464
Guacara	id=g:3640465
Quebrada Guacamayo	id=g:3640466
Lomas Guacamayo	id=g:3640467
Isletas Guacamayo	id=g:3640468
Chorros Guacamayo	id=g:3640469
Cerro Guacamayo	id=g:3640470
Guacamayo	id=g:3640471
Guacamayo	id=g:3640472
Guacamayo	id=g:3640473
Quebrada Guacamaya	id=g:3640474
Quebrada Guacamaya	id=g:3640475
Pico Guacamaya	id=g:3640476
Isla Guacamaya	id=g:3640477
Hato Guacamaya	id=g:3640478
Fila Guacamaya	id=g:3640479
Cerro Guacamaya	id=g:3640480
Cerro Guacamaya	id=g:3640481
Guacamaya	id=g:3640482
Guacamaya	id=g:3640483
Guacabra	id=g:3640484
Quebrada Guaca	id=g:3640485
Fila Guaca	id=g:3640486
Guaca	id=g:3640487
Guaca	id=g:3640488
Río Guabinita	id=g:3640489
Caño Guabinita	id=g:3640490
Guabinita	id=g:3640491
Quebrada Guabinera	id=g:3640492
Quebrada Guabinas	id=g:3640493
Guabina	id=g:3640494
Guabina	id=g:3640495
Guabina	id=g:3640496
Río Guabante	id=g:3640497
Quebrada Grupera	id=g:3640498
Isla Grueso	id=g:3640499
Sabana del Grito	id=g:3640500
Topo Griteño	id=g:3640501
Grimaldi	id=g:3640502
Graterol	id=g:3640503
Granzón	id=g:3640504
Granza	id=g:3640505
Granja	id=g:3640506
Gran Eneal	id=g:3640507
Cerros Grandes	id=g:3640508
Río Grande del Medio	id=g:3640509
Filo Grande de Capurí	id=g:3640510
Río Grande	id=g:3640511
Río Grande	id=g:3640512
Río Grande	id=g:3640513
Río Grande	id=g:3640514
Río Grande	id=g:3640515
Río Grande	id=g:3640516
Río Grande	id=g:3640517
Río Grande	id=g:3640518
Río Grande	id=g:3640519
Río Grande	id=g:3640520
Río Grande	id=g:3640521
Río Grande	id=g:3640522
Río Grande	id=g:3640523
Quebrada Grande	id=g:3640524
Quebrada Grande	id=g:3640525
Quebrada Grande	id=g:3640526
Piedra Grande	id=g:3640527
Laguna Grande	id=g:3640528
Laguna Grande	id=g:3640529
Laguna Grande	id=g:3640530
Laguna Grande	id=g:3640531
Laguna Grande	id=g:3640532
Laguna Grande	id=g:3640533
La Fila Grande	id=g:3640534
Isla Grande	id=g:3640535
Isla Grande	id=g:3640536
Fila Grande	id=g:3640537
Ciénaga Grande	id=g:3640538
Cerro Grande	id=g:3640539
Cerro Grande	id=g:3640540
Cerro Grande	id=g:3640541
Cerro Grande	id=g:3640542
Cerro Grande	id=g:3640543
Cerro Grande	id=g:3640544
Cerro Grande	id=g:3640545
Cerro Grande	id=g:3640546
Cerro Grande	id=g:3640547
Cerro Grande	id=g:3640548
Cayo Grande	id=g:3640549
Caño Grande	id=g:3640550
Caño Grande	id=g:3640551
Caño Grande	id=g:3640552
Boca Grande	id=g:3640553
Boca Grande	id=g:3640554
Boca Grande	id=g:3640555
Boca Grande	id=g:3640556
Banco Granadillo	id=g:3640558
Granadillo	id=g:3640559
Granadillo	id=g:3640560
Granadillo	id=g:3640561
Granadillo	id=g:3640562
Hato Gran Poder	id=g:3640563
Quebrada Gospo	id=g:3640564
Quebrada Gorrín	id=g:3640565
Hato Gorrin	id=g:3640566
Gorebal	id=g:3640567
Cerro Gordo	id=g:3640568
Cerro Gordo	id=g:3640569
Punta Gorda	id=g:3640570
Punta Gorda	id=g:3640571
Punta Gorda	id=g:3640572
Punta Gorda	id=g:3640573
Punta Gorda	id=g:3640574
Punta Gorda	id=g:3640575
Punta Gorda	id=g:3640576
Quebrada de Gonzalito	id=g:3640577
Gonzalito	id=g:3640578
Cerro González	id=g:3640579
González	id=g:3640580
Fundo Gonzalero	id=g:3640581
Distrito Gómez	id=g:3640582
Gómez	id=g:3640583
Gómez	id=g:3640584
Golfo Triste	id=g:3640585
Punta Goleta	id=g:3640586
Goajiro	id=g:3640587
Río Goaigoaza	id=g:3640588
Isla Goaigoaza	id=g:3640589
Goaigoaza	id=g:3640590
Gloria Arriba	id=g:3640591
Gloria Abajo	id=g:3640592
Quebrada Gironera	id=g:3640593
Girasol	id=g:3640594
Distrito Girardot	id=g:3640595
Distrito Girardot	id=g:3640596
Gibraltar	id=g:3640597
Gevire	id=g:3640598
Caño Gereina	id=g:3640599
Caño Gerdel	id=g:3640600
Puente General Rafael Urdaneta	id=g:3640601
Generalisimo Francisco de Miranda	id=g:3640602
Gebe	id=g:3640603
Isla Gaviota	id=g:3640604
Caño Gavilanes	id=g:3640605
Asentamiento Gavilanes	id=g:3640606
Gavilanes	id=g:3640607
Gavilancito	id=g:3640608
Gavilancito	id=g:3640609
Río Gavilán	id=g:3640610
Río Gavilán	id=g:3640611
Quebrada Gavilán	id=g:3640612
Punta Gavilán	id=g:3640613
Páramo Gavilán	id=g:3640614
Isla Gavilán	id=g:3640615
Isla Gavilán	id=g:3640616
Hato Gavilán	id=g:3640617
Filo Gavilán	id=g:3640618
Cerro Gavilán	id=g:3640619
Cerro Gavilán	id=g:3640620
Alto Gavilán	id=g:3640621
Gavilán	id=g:3640622
Gavilán	id=g:3640623
Gavilán	id=g:3640624
Gavilán	id=g:3640625
Gavilán	id=g:3640626
Gavilán	id=g:3640627
Gavilán	id=g:3640628
Gavilán	id=g:3640629
Gavilán	id=g:3640630
Quebrada Gavidia	id=g:3640631
Gavidia	id=g:3640632
Hato Gaucamayo	id=g:3640633
Gato Rey	id=g:3640634
Asentamiento Gato Negro	id=g:3640635
Gato Negro	id=g:3640636
Gato Amarillo	id=g:3640637
Punta del Gato	id=g:3640638
Isla del Gato	id=g:3640639
Isla Gato	id=g:3640640
Gateado	id=g:3640641
Río Gaspón	id=g:3640642
Laguna de Gasparico	id=g:3640643
Paso de Garzón Seco	id=g:3640644
Hato Garzones	id=g:3640645
Garzones	id=g:3640646
Caño Garzón	id=g:3640647
Caño Garzas	id=g:3640648
Garza	id=g:3640649
Garúa	id=g:3640650
Garúa	id=g:3640651
Fundo Garrieño	id=g:3640652
Garrasi	id=g:3640653
Garrapatera	id=g:3640654
Ensenada Garrapatal	id=g:3640655
Garrapata	id=g:3640656
Sierra Garibán	id=g:3640657
Sierra Garelucho	id=g:3640658
Punta Garcitas	id=g:3640659
Punta Garcitas	id=g:3640660
Punta Garcitas	id=g:3640661
Isla Garcitas	id=g:3640662
Caño Garcitas	id=g:3640663
Garcitas	id=g:3640664
Río Garcita	id=g:3640665
Garcita	id=g:3640666
Garcigonzález	id=g:3640667
Distrito García de Hevia	id=g:3640668
Pico García	id=g:3640669
Cerro García	id=g:3640670
Garcia	id=g:3640671
Caño Garcero	id=g:3640672
Fundo Garcerito	id=g:3640673
Caño Garcerito	id=g:3640674
Topo Garate	id=g:3640675
Garapate	id=g:3640676
Punta de Garambeo	id=g:3640677
Altos de Garambeo	id=g:3640678
Garabunda	id=g:3640679
Garaboto	id=g:3640680
Sabanas de Garabato	id=g:3640681
Gañango	id=g:3640682
Paso del Ganado	id=g:3640683
Isla Ganado	id=g:3640684
Gamelotal	id=g:3640685
Quebrada Gamelotal	id=g:3640686
Quebrada Gamelotal	id=g:3640687
Cumbre Gamelotal	id=g:3640688
Gamelotal	id=g:3640689
Gamelotal	id=g:3640690
Gamelotal	id=g:3640691
Gamelotal	id=g:3640692
Gamelotal	id=g:3640693
Gamelotal	id=g:3640694
Gamelotal	id=g:3640695
Gamelotal	id=g:3640696
Gamarra	id=g:3640697
Paso Galvis	id=g:3640698
Quebrada Gallo Blanco	id=g:3640699
Isla Gallo	id=g:3640700
Isla Gallito	id=g:3640701
Isla Gallineta	id=g:3640702
Serranía Gallinero	id=g:3640703
Cerro Gallinero	id=g:3640704
Caño Gallinero	id=g:3640705
Ciénaga Gallinazo	id=g:3640706
Mesa Gallina	id=g:3640707
Mata de Gallina	id=g:3640708
Cerros Gallina	id=g:3640709
Gallegos	id=g:3640710
Gallardero	id=g:3640711
Quebrada Gallardera	id=g:3640712
Río Galipán	id=g:3640713
Picacho de Galipán	id=g:3640714
Topo Galindo	id=g:3640715
Quebrada Galindo	id=g:3640716
Cerro Galicia	id=g:3640717
Cerro Galicia	id=g:3640718
Galiche	id=g:3640719
Galeritas	id=g:3640720
Galerita	id=g:3640721
Quebrada Galeras	id=g:3640722
Quebrada de la Galera	id=g:3640723
Quebrada Galera	id=g:3640724
Punta Galera	id=g:3640725
Isla Galera	id=g:3640726
Galera	id=g:3640727
Galera	id=g:3640728
Galera	id=g:3640729
Galápagos	id=g:3640730
Galápagos	id=g:3640731
Hato Galápago	id=g:3640732
Caño Galápago	id=g:3640733
Galápago	id=g:3640734
Galápago	id=g:3640735
Galápago	id=g:3640736
Galantón	id=g:3640737
Galera del Gabinero	id=g:3640738
Fundo Gabinera	id=g:3640739
Furunguero	id=g:3640740
Fundo Valle Verde	id=g:3640741
Fundo San Carlos	id=g:3640742
Fundo La Marquesena	id=g:3640743
Río Fundacionera	id=g:3640744
Sierra de la Fundación	id=g:3640745
Funcialito	id=g:3640746
Salto del Funche	id=g:3640747
Sabanas del Fulquero	id=g:3640748
Raudal Fuerte	id=g:3640749
Peñón de Fuera	id=g:3640750
Fuentidueño	id=g:3640751
Sabanas del Fuentero	id=g:3640752
Matadero Fuentero	id=g:3640753
Caño Fuentero	id=g:3640754
Sabanas Fuenteras de Santa Fé	id=g:3640755
Río Fucuabo	id=g:3640756
Cerro Fuchuneco	id=g:3640757
Punta Frontón de Fraile	id=g:3640758
Topo Frontón	id=g:3640759
Salto del Frito	id=g:3640760
Río Frío	id=g:3640761
Río Frío	id=g:3640762
Río Frío	id=g:3640763
Caño Frío	id=g:3640764
Distrito Freites	id=g:3640765
Cerro Frecuni	id=g:3640766
Sabana del Frasco	id=g:3640767
Quebrada Franciscote	id=g:3640768
Caño Franciscal	id=g:3640769
Franchesti	id=g:3640770
Cerro Francés	id=g:3640771
Cayo Francés	id=g:3640772
Caño Francés	id=g:3640773
Isla Fraile	id=g:3640774
Alto del Fraile	id=g:3640775
Formidable	id=g:3640776
Río Forichita	id=g:3640777
Fondo Nurucual	id=g:3640778
Isla Fondeadero	id=g:3640779
Cerro Fonche	id=g:3640780
Río Florida	id=g:3640781
Flores Verdes	id=g:3640782
Hato Flores Moradas	id=g:3640783
Flores Moradas	id=g:3640784
Quebrada Flores	id=g:3640785
Jagüey de Flores	id=g:3640786
Isla de Flores	id=g:3640787
Hato Flores	id=g:3640788
Ensenada Flores	id=g:3640789
Caño Flores	id=g:3640790
Flores	id=g:3640791
Flores	id=g:3640792
Flores	id=g:3640793
Flores	id=g:3640794
Flores	id=g:3640795
Flores	id=g:3640796
Flor de Patria	id=g:3640797
Salto Flor de Nacar	id=g:3640798
Laguna Flor Amarillo	id=g:3640799
Fundo Flor Amarillo	id=g:3640800
Fundo Flor Amarillo	id=g:3640801
Fundo Flor Amarillo	id=g:3640802
Fundo Flor Amarillo	id=g:3640803
Flor Amarillo	id=g:3640804
Flor Amarillo	id=g:3640805
Sabanas de Flor Amarilla	id=g:3640806
Laguna Flor Amarilla	id=g:3640807
Flor Amarilla	id=g:3640808
Flor Amarilla	id=g:3640809
Flor Amarilla	id=g:3640810
Flor Amarilla	id=g:3640811
Flor Amarilla	id=g:3640812
Flor Amarilla	id=g:3640813
Flor Amarilla	id=g:3640814
Caño Flojera	id=g:3640815
Fila Flamenco	id=g:3640816
Flamenco	id=g:3640817
Punta Flamenca	id=g:3640818
Río Flaco	id=g:3640819
Caño Fiscal	id=g:3640820
Firiña	id=g:3640821
Raudal Fiocua	id=g:3640822
Río Fin del Mundo	id=g:3640823
Finca El Valiente	id=g:3640824
Filo Viejo	id=g:3640825
Isla Filita	id=g:3640826
Filipinas	id=g:3640827
Islas Filifas	id=g:3640828
Fila Juncales	id=g:3640829
Filadelfia	id=g:3640830
Punta Figuera	id=g:3640831
Salto de la Fiebre	id=g:3640832
Raudal de la Fiebre	id=g:3640833
Punta Fidelino	id=g:3640834
Quebrada Fiares	id=g:3640835
Quebrada Fernando	id=g:3640836
Fernando	id=g:3640837
Fernandero	id=g:3640838
Fernandera	id=g:3640839
Hato Ferminero	id=g:3640840
Fene	id=g:3640841
Felipito	id=g:3640842
Felipero	id=g:3640843
Felipe	id=g:3640844
Felipano	id=g:3640845
Dependencias Federales	id=g:3640846
Distrito Capital	id=g:3640847
Distrito Federación	id=g:3640848
Río Faya	id=g:3640849
Punta Faustino	id=g:3640850
Fatriquera	id=g:3640851
Sierra Faruru-Judi	id=g:3640852
Farriar	id=g:3640853
Faro de Barima	id=g:3640854
Caño Farfanera	id=g:3640855
Farfán	id=g:3640856
Punta Faralloncito	id=g:3640857
Islote Farallón Blanco	id=g:3640858
Punta Faragoza	id=g:3640859
Fanfurria	id=g:3640860
Fundo Faltriquera	id=g:3640861
Faltriquera	id=g:3640862
Faltriquera	id=g:3640863
Faltriquera	id=g:3640864
Río Faldriquera	id=g:3640865
Morichal Faldiquerita	id=g:3640866
Hato Faldiquera	id=g:3640867
Ensenada de Faldiquera	id=g:3640868
Faldiquera	id=g:3640869
Carretera Falcon-Zulia	id=g:3640870
Falconero	id=g:3640871
Falcón Distrito	id=g:3640872
Estado Falcón	id=g:3640873
Distrito Falcón	id=g:3640874
Punta Falca	id=g:3640875
Isla Fajardo	id=g:3640876
Fajardo	id=g:3640877
Quebrada Fafa	id=g:3640878
Distrito Ezequiel Zamora	id=g:3640879
Extremo Sur	id=g:3640880
Extremo Oeste Base La Vega	id=g:3640881
Extremo Oeste	id=g:3640882
Extremo Norte	id=g:3640883
Extremo Este	id=g:3640884
Evenequén	id=g:3640885
Salto Euteguareima	id=g:3640886
Río Eurebaray	id=g:3640887
Caño Eugenio	id=g:3640888
Euaña	id=g:3640889
Raudal Eua	id=g:3640890
Cerro Eteme	id=g:3640891
Río Estrella	id=g:3640892
Páramo Estrella	id=g:3640893
Río Estrechura	id=g:3640894
Estrecho	id=g:3640895
Estoraque	id=g:3640896
Quebrada Estití	id=g:3640897
Estibuco	id=g:3640898
Esteves	id=g:3640899
Estevao	id=g:3640900
Sabanas Estero Largo	id=g:3640901
Estero Largo	id=g:3640902
Distrito Esteller	id=g:3640903
Esteban	id=g:3640904
Pico del Este	id=g:3640905
Estapapes	id=g:3640906
Estánquez	id=g:3640907
Hato Estanquero	id=g:3640908
Estanquecito	id=g:3640909
Fundo Estancote	id=g:3640910
Caño Estafano	id=g:3640911
Río Estado Mayor	id=g:3640912
Estación Queseras	id=g:3640913
Estación La Ceiba	id=g:3640914
Estación Guasimito	id=g:3640915
Estación El Roble	id=g:3640916
Médanos de Estacas Negras	id=g:3640917
Ciénaga Estacadita	id=g:3640918
Laguna Espuma	id=g:3640919
Esponjilla	id=g:3640920
Cerro de los Espíritus	id=g:3640921
Río Espíritu	id=g:3640922
Espíritu	id=g:3640923
Espíritu	id=g:3640924
Espinola	id=g:3640925
Río Espino	id=g:3640926
Espino	id=g:3640927
Espino	id=g:3640928
Espinito	id=g:3640929
Espinito	id=g:3640930
Espinito	id=g:3640931
Espinero	id=g:3640932
Espinalito	id=g:3640933
Ciénaga Espinal	id=g:3640934
Espinal	id=g:3640935
Ensenada Espin	id=g:3640936
Río Esperanza	id=g:3640937
Esperanza	id=g:3640938
Esperanza	id=g:3640939
Esperanza	id=g:3640940
Pico Espejo	id=g:3640941
Espejo	id=g:3640942
Esparramadero	id=g:3640943
España	id=g:3640944
Serrania Espalda de Los Valles	id=g:3640945
Esnujaque	id=g:3640946
Esnacuao	id=g:3640947
Morro de la Esmeralda	id=g:3640948
Esmeralda	id=g:3640949
Esmeralda	id=g:3640950
Esmeralda	id=g:3640951
Isla Esfuerzo	id=g:3640952
Escurra	id=g:3640953
Río Escuque	id=g:3640954
Distrito Escuque	id=g:3640955
Escuque	id=g:3640956
Escudillas	id=g:3640957
Escua-tepuí	id=g:3640958
Quebrada Escuadra	id=g:3640959
Raudal Escopela	id=g:3640960
Río Escondido	id=g:3640961
Puerto Escondido	id=g:3640962
Puerto Escondido	id=g:3640963
Cerro Escondido	id=g:3640964
Escondido	id=g:3640965
Punta Escondida	id=g:3640966
Mesa Escondida	id=g:3640967
Escobal	id=g:3640968
Sabana Escoba de la Paz	id=g:3640969
Esclavasito	id=g:3640970
Punta Escarceo	id=g:3640971
Escalona	id=g:3640972
Río Escalante	id=g:3640973
Rio Escalante	id=g:3640974
Río Escalante	id=g:3640975
Bocas del Escalante	id=g:3640976
Río Escagüey	id=g:3640977
Escagüey	id=g:3640978
Erupoirec-ta	id=g:3640979
Erueda-tepuí	id=g:3640980
Igarapé Erubichi	id=g:3640981
Cerro Eruano	id=g:3640982
Río Eroita	id=g:3640983
Raudal Erisicani	id=g:3640984
Ereuyen-tepuí	id=g:3640985
Salto Erepuchi	id=g:3640986
Cerro Erepuchi	id=g:3640987
Topo Ereigue	id=g:3640988
Ereigue	id=g:3640989
Río Ereda	id=g:3640990
Río Erebato	id=g:3640991
Raudal Erayenara	id=g:3640992
Equeipa	id=g:3640993
Isla Equei	id=g:3640994
Cordillera Epicara	id=g:3640995
Entradita	id=g:3640996
Entrada de San Nicolás	id=g:3640997
Ensenada	id=g:3640998
Quebrada Enmedio	id=g:3640999
Caño Enlaponado	id=g:3641000
Morichal Enjarretadera	id=g:3641001
Enguarapaimá-tepuí	id=g:3641002
Quebrada Enfadosa	id=g:3641003
Río Enepac	id=g:3641004
Río Enemere	id=g:3641005
Enemasie	id=g:3641006
Caño Enea	id=g:3641007
Encontrados	id=g:3641008
Laguna Encantada	id=g:3641009
Encantada	id=g:3641010
Encantada	id=g:3641011
Enaña	id=g:3641012
Quebrada Empedrero	id=g:3641013
Punta del Empedrado	id=g:3641014
Quebrada La Empalizada	id=g:3641015
Serranía del Empalado	id=g:3641016
Empalado	id=g:3641017
Río Emecurú	id=g:3641018
Quesera El Zulia	id=g:3641019
El Zulia	id=g:3641020
Quesera El Zorro	id=g:3641021
Hato El Zorro	id=g:3641022
Cerro El Zorro	id=g:3641023
El Zorro	id=g:3641024
El Zorro	id=g:3641025
El Zorocloco	id=g:3641026
El Zoilero	id=g:3641027
El Zinc	id=g:3641028
El Zinc	id=g:3641029
El Zinc	id=g:3641030
Montaña El Zapatero	id=g:3641031
El Zapatero	id=g:3641032
Caño El Zanjón	id=g:3641033
El Zanjón	id=g:3641034
Hato El Zancudo	id=g:3641035
El Zancudo	id=g:3641036
El Zamuzo	id=g:3641037
Cerro El Zamuro	id=g:3641038
Cerro El Zamuro	id=g:3641039
Caño El Zamuro	id=g:3641040
El Zamuro	id=g:3641041
El Zamuro	id=g:3641042
El Zamuro	id=g:3641043
El Zamuro	id=g:3641044
El Zamuro	id=g:3641045
El Zamuro	id=g:3641046
El Zamuro	id=g:3641047
El Zamuro	id=g:3641048
El Zamuro	id=g:3641049
El Zamuro	id=g:3641050
El Zamuro	id=g:3641051
El Zamuro	id=g:3641052
Hato El Zamuro	id=g:3641053
El Zamuro	id=g:3641054
El Zamuro	id=g:3641055
El Zamuro	id=g:3641056
El Zamuro	id=g:3641057
El Zamuro	id=g:3641058
Fundo El Zamoreño	id=g:3641059
El Yopo	id=g:3641060
El Yopito	id=g:3641061
El Yopito	id=g:3641062
Hato El Yopal Viejo	id=g:3641063
Isla El Yaque	id=g:3641064
Fila El Yaque	id=g:3641065
El Yaque	id=g:3641066
El Yaque	id=g:3641067
Caño El Yagual	id=g:3641068
El Yagual	id=g:3641069
El Yagual	id=g:3641070
El Yagual	id=g:3641071
El Yagual	id=g:3641072
El Yagual	id=g:3641073
Cerro El Yabal	id=g:3641074
