Arthur Lakes Library	id=g:7130628
Shady Hills Fire Department Station 20	id=g:7134993
Lake Pasadena Fire Department Station 9	id=g:7134994
Ponce de Leon Fire Department Station 10	id=g:7134995
Lakewood Fire Department Station 11	id=g:7134996
Shore Acres Fire Department Station 12	id=g:7134997
Gateway Fire Department Station 13	id=g:7134998
Clearwater Fire Department Sand Key Station 44	id=g:7134999
Clearwater Fire Department Beachside Station 46	id=g:7135000
Clearwater Fire Department Safety Village Station 47	id=g:7135001
Clearwater Fire Department Station 48	id=g:7135002
Clearwater Fire Department Station 49	id=g:7135003
Clearwater Fire Department Station 50	id=g:7135004
Clearwater Fire Department Station 51	id=g:7135005
Pasco County Fire / Rescue Station 21	id=g:7135006
Pasco County Fire / Rescue Station 25	id=g:7135007
Pasco County Fire / Rescue Station 26	id=g:7135008
Dade City Fire Department Station 32	id=g:7135009
Tri Community Fire Association Station 34	id=g:7135010
Traveler Rest Volunteer Fire Station 33	id=g:7135011
Nokomis Fire Department	id=g:7135012
Sarasota County Fire Department Station 1	id=g:7135013
Sarasota County Fire Department Station 2	id=g:7135014
Sarasota County Fire Department Station 3	id=g:7135015
Sarasota County Fire Department Station 4	id=g:7135016
Sarasota County Fire Department Station 5	id=g:7135017
Sarasota County Fire Department Station 6	id=g:7135018
Sarasota County Fire Department Station 7	id=g:7135019
Estero Fire / Rescue Station 3	id=g:7135020
Estero Fire Department Station 4	id=g:7135021
Fort Myers Beach Fire Department Station 2	id=g:7135022
Bayshore Fire / Rescue	id=g:7135023
Lee County Port Authority	id=g:7135024
Sanibel Fire / Rescue District Station 1	id=g:7135025
Useppa Island Volunteer Fire Department	id=g:7135026
South Trail Fire / Rescue Station 3	id=g:7135027
Iona McGregor Fire Department Station 3	id=g:7135028
Iona McGregor Fire Department Station 1	id=g:7135029
Iona McGregor Fire Department Station 2	id=g:7135030
Lee County Fire Department Station 1	id=g:7135031
Lehigh Acres Fire Department Station 2	id=g:7135032
Lehigh Acres Fire Department Station 3	id=g:7135033
Matlacha - Pine Island Fire Department Station 2	id=g:7135034
Sabal Park Fire Department	id=g:7135035
Gunn Highway Fire Department Station 13	id=g:7135036
North Hillsborough Fire Department Station 14	id=g:7135037
Palm River Fire Department Station 15	id=g:7135038
Ruskin Fire Department Station 17	id=g:7135039
West Hillsborough Fire Department	id=g:7135040
Thonotosassa Fire Department Station 21	id=g:7135041
Springhead Fire Department Station 25	id=g:7135042
East Lake Fire Department	id=g:7135043
Falkenburg Fire Department	id=g:7135044
Wimauma Fire Department	id=g:7135045
Sun City Fire Department Station 28	id=g:7135046
Providence Fire Department Station 37	id=g:7135047
Sarasota County Fire Department Station 8	id=g:7135048
Sarasota County Fire Department Station 11	id=g:7135049
Sarasota County Fire Department Station 12	id=g:7135050
Sarasota County Fire Department Station 13	id=g:7135051
Sarasota County Fire Department Station 14	id=g:7135052
Sarasota County Fire Department Station 18	id=g:7135053
Sarasota County Fire Department Station 19	id=g:7135054
Sarasota County Fire Department Station 21	id=g:7135055
Sarasota County Fire Department Station 22	id=g:7135056
Sarasota County Fire Department Station 23	id=g:7135057
Sarasota County Fire Department Station 26	id=g:7135058
Venice Fire Department Station 51	id=g:7135059
Venice Fire Department Station 52	id=g:7135060
North Port Fire / Rescue Station 1	id=g:7135061
North Port Fire / Rescue Station 2	id=g:7135062
North Port Fire / Rescue Station 3	id=g:7135063
North Port Fire / Rescue Station 4	id=g:7135064
North Fort Myers Fire Department Station 2	id=g:7135065
North Fort Myers Fire Department Station	id=g:7135066
San Carlos Park Fire Department Station 51	id=g:7135067
San Carlos Park Fire Department Station 52	id=g:7135068
Sanibel Fire / Rescue District Station 2	id=g:7135069
South Trail Fire / Rescue Station 1	id=g:7135070
South Trail Fire / Rescue Station 2	id=g:7135071
South Trail Fire / Rescue Station 4	id=g:7135072
Captiva Fire Control District	id=g:7135073
Englewood Area Fire Control Station 74	id=g:7135074
Englewood Area Fire Control District Station 72	id=g:7135075
North Englewood Fire Department Station 73	id=g:7135076
North Port Fire / Rescue Station 5	id=g:7135077
Charlotte County Fire Department Station 1	id=g:7135078
Charlotte County Fire Department Station 2	id=g:7135079
Charlotte County Fire Department Station 3	id=g:7135080
Charlotte County Fire Station 4	id=g:7135081
Charlotte County Fire Station 5	id=g:7135082
Charlotte County Fire Station 7	id=g:7135083
Charlotte County Fire Department Station 8	id=g:7135084
Charlotte County Fire Department Station 11	id=g:7135085
Charlotte County Fire Department Station 12	id=g:7135086
Charlotte County Fire Station 13	id=g:7135087
Charlotte County Fire Station 14	id=g:7135088
Charlotte County Fire Station 17	id=g:7135089
Charlotte County Fire Department Station 6	id=g:7135090
Boca Grande Fire Department	id=g:7135091
Cape Coral Fire Department Station 1	id=g:7135092
Cape Coral Fire Department Station 2	id=g:7135093
Cape Coral Fire Department Station 3	id=g:7135094
Cape Coral Fire Department Station 5	id=g:7135095
Cape Coral Fire Department Station 6	id=g:7135096
Cape Coral Fire Department Station 7	id=g:7135097
Fort Myers Fire Department Station 1	id=g:7135098
Fort Myers Fire Department Station 2	id=g:7135099
Fort Myers Fire Department Station 3	id=g:7135100
Fort Myers Fire Department Station 4	id=g:7135101
Bonita Springs Fire Department Station 2	id=g:7135102
Bonita Springs Fire Department Station 3	id=g:7135103
Bonita Springs Fire Department Station 4	id=g:7135104
Estero Fire Department Station 1	id=g:7135105
Kissimmee River Volunteer Fire Department Station 2	id=g:7135106
Tri-County Fire District Station 29	id=g:7135107
Croom-A-Coochee Fire District	id=g:7135108
Center Hill Fire District Station 14	id=g:7135109
Webster Fire District Station 12	id=g:7135110
Montura - Flaghole Voluteer Fire Department	id=g:7135111
Pioneer Plantation Volunteer Fire Department	id=g:7135112
Sundance Volunteer Fire Department Station 8	id=g:7135113
Dover Volunteer Fire Department Station 23	id=g:7135114
Cork - Knights Volunteer Fire Department Station 26	id=g:7135115
Plant City Fire / Rescue	id=g:7135116
Bloomingdale Volunteer Fire Department Station 27	id=g:7135117
Midway Combo Station 30	id=g:7135118
West Hillsborough Volunteer Fire Department Station 31	id=g:7135119
Hillsborough County Fire / Rescue	id=g:7135120
Progress Village Fire Department	id=g:7135121
Lithia Fire Department Station 2	id=g:7135122
Hillsborough County Fire Marshall	id=g:7135123
Apollo Beach Fire Department Station 29	id=g:7135124
Armdale Fire / Rescue Station 10	id=g:7135125
Henderson Road Volunteer Fire Department Station 6	id=g:7135126
Brandon South Fire Department Station 7	id=g:7135127
Brandon Fire Department Station 11	id=g:7135128
Carrollwood Fire Department Station 19	id=g:7135129
Chapman Fire Department Station 40	id=g:7135130
Country Place Fire Department Station 42	id=g:7135131
Northdale Fire Department Station 41	id=g:7135132
TempleTerrace Fire Department Station 2	id=g:7135133
River Oaks Fire Department Station 38	id=g:7135134
Tampa Shores Fire Department Station 39	id=g:7135135
Valrico Fire Department Station 36	id=g:7135136
Van Dyke Fire Department Station 34	id=g:7135137
Westchase Fire Department Station 35	id=g:7135138
Armwood Fire Department Station 4	id=g:7135139
Hardee County Fire / Rescue	id=g:7135140
Duette Volunteer Fire / Rescue	id=g:7135141
Myakka City Fire Department	id=g:7135142
Southern Manatee Fire Department	id=g:7135143
Whitfield Fire Department	id=g:7135144
Southern Manatee Fire Department Station 2	id=g:7135145
Southern Manatee Fire Department Station 3	id=g:7135146
Southern ManatSouthern Manatee Fire Department Station 4	id=g:7135147
Big Corkscrew Fire Department	id=g:7135148
Big Corkscrew Fire Department Station 12	id=g:7135149
East Naples Fire Department Station 20	id=g:7135150
North Naples Fire Department Station 40	id=g:7135151
North Naples Fire Department Station 42	id=g:7135152
North Naples Fire Department Station 43	id=g:7135153
North Naples Fire Department Station 45	id=g:7135154
North Naples Fire Department Station 46	id=g:7135155
North Naples Fire Department Station 47	id=g:7135156
East Naples Fire Department Station 21	id=g:7135157
East Naples Fire Department Station 22	id=g:7135158
East Naples Fire Department Station 23	id=g:7135159
Golden Gate Fire Department Station 71	id=g:7135160
Golden Gate Fire Department Station 72	id=g:7135161
Isle of Capri Fire Department Station 90	id=g:7135162
Marco Island Fire Department Station 50	id=g:7135163
Marco Island Fire Department Station 51	id=g:7135164
Leisure Lakes Volunteer Fire Department	id=g:7135165
Wauchula Fire Department	id=g:7135166
Hernando County Fire District	id=g:7135167
Spring Hill Rescue District	id=g:7135168
Hernando County Fire Rescue	id=g:7135169
DeSoto County Fire and Rescue	id=g:7135170
Moore Haven Fire Department	id=g:7135171
Palmdale Volunteer Fire Department	id=g:7135172
Leisure Lakes Volunteer Fire Department	id=g:7135173
Lorida Volunteer Fire Department Station 25	id=g:7135174
Key West Fire Department Station 3	id=g:7135175
Sugarloaf Key Volunteer Fire Department	id=g:7135176
Cudjoe Key Volunteer Fire Department	id=g:7135177
Big Pine Key Volunteer Fire Department	id=g:7135178
Conch Key Volunteer Fire Department	id=g:7135179
Islamorada Volunteer Fire Department Station 1	id=g:7135180
Islamorada Volunteer Fire Department Station 2	id=g:7135181
Tavernier Volunteer Fire Department	id=g:7135182
Islamorada Village Fire Department Station 19	id=g:7135183
Key Largo Ambulance	id=g:7135184
Ocean Reef Volunteer Fire Department	id=g:7135185
Key Largo Volunteer Fire Department	id=g:7135186
Key Largo Fire Department North	id=g:7135187
Key Largo Fire Department South	id=g:7135188
Worcester County Fire Marshal's Office	id=g:7135189
Cecil County Fire Headquarters	id=g:7135190
Jarrettsville Volunteer Fire Company Black Horse Station	id=g:7135191
Joppa - Magnolia Volunteer Fire Company Station 2	id=g:7135192
Maryland Fire / Rescue Institute Headquarters	id=g:7135193
First Hose Company of Boonsboro Company 6	id=g:7135194
Annapolis Fire Marshal's Office	id=g:7135195
Prince Georges County Fire / EMS Company 839 Bowie Volunteer Fire Department Belair	id=g:7135196
Camp Tockwogh Maintenance Office	id=g:7135197
Ewell Volunteer Fire Department Station 1	id=g:7135198
Ocean City Fire Marshal's Office	id=g:7135199
Community Fire Company of Perryville Maryland Station 16	id=g:7135200
Water Witch Fire Company Station 72	id=g:7135201
Crisfield Fire Department Station 2	id=g:7135202
Smithsburg Community Volunteer Fire Company	id=g:7135203
First Hagerstown Hose Company	id=g:7135204
Water Witch Fire Company Station 73	id=g:7135205
Williamsport Volunteer Fire and Emergency Medical Services Company 2	id=g:7135206
Frederick County Volunteer Fire and Rescue Station 10 Guardian Hose Company	id=g:7135207
Hebron Volunteer Fire Department	id=g:7135208
Worcester County Fire Department Ocean City Volunteer Fire Company Station 2	id=g:7135209
Rock Hall Volunteer Fire Company Incorporated	id=g:7135210
Independent Junior Fire Engine Company 3	id=g:7135211
Baltimore County Fire Department Fire Marshal's Office	id=g:7135212
Salisbury Fire Training Center	id=g:7135213
Queen Annes County Fire Department Queenstown Volunteer Fire Department Station 3	id=g:7135214
Susquehanna Hose Company Division 3	id=g:7135215
Frederick County Volunteer Fire and Rescue Station 1 Independent Hose Company	id=g:7135216
Kennedyville Volunteer Fire Company Station 4	id=g:7135217
Pioneer Hook and Ladder Company 1	id=g:7135218
Tylerton Fire Department Station 7	id=g:7135219
Worcester County Fire Department Ocean City Volunteer Fire Company Station 3	id=g:7135220
Worcester County Fire Department Ocean City Volunteer Fire Company Station 5	id=g:7135221
Worcester County Fire Department Ocean City Volunteer Fire Company Station 4	id=g:7135222
Deal Island-chance Volunteer Fire Department Station 4	id=g:7135223
Marydel Volunteer Fire Company	id=g:7135224
Cordova Volunteer Firemens Association	id=g:7135225
Baltimore County Fire Department Station 6 Dundalk	id=g:7135226
Middle River Volunteer Ambulance Rescue Company Station 52	id=g:7135227
Joppa - Magnolia Volunteer Fire Company Station 3	id=g:7135228
Susquehanna Hose Company Division 5	id=g:7135229
Whiteford Volunteer Fire Company Incorporated	id=g:7135230
Baltimore City Fire Department Station 25	id=g:7135231
Baltimore City Fire Station 12 Herman William Junior Fire House	id=g:7135232
Baltimore City Fire Station 7 Engine 31	id=g:7135233
Baltimore City Fire Station 26 Old Town Fire Station	id=g:7135234
Baltimore City Fire Station 32 Engine 55	id=g:7135235
Solomons Volunteer Rescue Squad and Fire Department Company 3 Substation	id=g:7135236
Prince Frederick Volunteer Rescue Squad Company 4	id=g:7135237
Aberdeen Fire Department House 4	id=g:7135238
Frederick County Volunteer Fire and Rescue Station 28 Carroll Manor - Point of Rocks Station	id=g:7135239
Frederick County Volunteer Fire and Rescue Station 30 Thurmont Community Ambulance Co	id=g:7135240
Susquehanna Hose Company Division 4	id=g:7135241
Susquehanna Hose Company Division 2	id=g:7135242
Susquehanna Hose Company Division 1	id=g:7135243
Charles County Mobile Intensive Care Unit	id=g:7135244
Charles County Rescue Squad	id=g:7135245
Denstville Emergency Management Services	id=g:7135246
Waldorf Volunteer Fire Department Emergency Medical Services Station 3	id=g:7135247
Ironsides Volunteer Rescue Squad Station 58	id=g:7135248
Volunteer Fire Company 1 of Chesapeake City Incorporated Station 12	id=g:7135249
Prince Georges County Fire Department Station 846 Kentland Volunteer Fire Department Company	id=g:7135250
Second District Volunteer Fire Department and Volunteer Rescue Squad Company 6	id=g:7135251
Leonardtown Volunteer Rescue Squad	id=g:7135252
Hollywood Volunteer Rescue Squad	id=g:7135253
Seventh District Volunteer Rescue Squad	id=g:7135254
Ridge Volunteer Rescue Squad	id=g:7135255
Mechanicsville Volunteer Rescue Squad	id=g:7135256
The Citizens Truck Company 4	id=g:7135257
Prince Georges County Volunteer Fire Department Chillum Fire Department Adelphi EMS	id=g:7135258
Prince Georges County Fire Department Company 849 Laurel Volunteer Fire and Rescue Squad	id=g:7135259
Anne Arundel County Fire Department Headquarters	id=g:7135260
Graceham Volunteer Fire Company 18	id=g:7135261
Frederick County Volunteer Fire and Rescue Station 11 Walkersville Fire Company	id=g:7135262
Frederick County Volunteer Fire and Rescue Station 24 Walkersville Volunteer Rescue Company	id=g:7135263
Brunswick Volunteer Ambulance Company Station 19	id=g:7135264
Vigilant Hose Company 6	id=g:7135265
Frederick County Volunteer Fire and Rescue Station 26 Emmitsburg Ambulance Company	id=g:7135266
Hillside Mennonite School	id=g:7135267
Gateway Christian Academy	id=g:7135268
Calvary Center	id=g:7135269
Village Montessori School	id=g:7135270
Dayspring Christian Academy	id=g:7135271
The Odyssey School Elementary School	id=g:7135272
Baptist Christian School	id=g:7135273
The Heights School	id=g:7135274
Salisbury Baptist Academy	id=g:7135275
Saint Andrews United Methodist Day School	id=g:7135276
Holy Redeemer Elementary School	id=g:7135277
Havenwood Preschool Center	id=g:7135278
Queen Anne's Evening High School	id=g:7135279
Potomac Glen Day School	id=g:7135280
Community Based Classrooms High School	id=g:7135281
Faith Christian School	id=g:7135282
Creative Garden Learning Center	id=g:7135283
Little Rascals Christian Preschool	id=g:7135284
Good Shepherd Nursery Kindergarden	id=g:7135285
Central Career Center at Briscoe	id=g:7135286
Saint Elizabeth Elementary School	id=g:7135287
