La Rosetta	id=g:6472838
Boscolo Grand Hotel	id=g:6503299
Hotel Aprile - Palazzo del Borgo	id=g:6503306
Hotel San Francesco Al Monte	id=g:6503308
Universo Hotel	id=g:6503319
Relais Villa Fiorita	id=g:6503321
Camera Con Vista	id=g:6503337
Alamanni Hotel	id=g:6503340
Ai Pini Park Hotel	id=g:6503358
Hotel Villa Morgagni	id=g:6503371
Hotel Garibaldi	id=g:6503377
Principessa Tea Hotel	id=g:6503387
Capitol World Class Hotel	id=g:6503403
Hotel Alessandrino	id=g:6503435
Alexandra Hotel	id=g:6503469
Maggior Consiglio, A Boscolo First Class Hotel	id=g:6503472
Best Western Hotel Sant'Elena	id=g:6503488
Exedra, A Boscolo Luxury Hotel	id=g:6503509
Royal San Marco Hotel	id=g:6503544
Raffaello Hotel	id=g:6503545
Hotel Castri	id=g:6503551
Hotel Lorenzo Il Magnifico	id=g:6503580
Savoy Hotel	id=g:6503592
Porta Faenza Hotel	id=g:6503599
Boutique Hotel Locanda Ca'valeri	id=g:6503602
Hotel Piave	id=g:6503603
Boscolo Hotel Leon D'Oro	id=g:6503613
Addaura Hotel Residence Congressi	id=g:6503643
Grand Hotel Palazzo Carpegna	id=g:6503656
Villa del Bosco & VdB Next Hotel and Event Living	id=g:6503679
Albergotto Hotel	id=g:6503722
Milan Marriott Hotel	id=g:6503732
Campanile Padova	id=g:6503800
Hotel Russo Palace	id=g:6503805
Best Western Hotel Mediterraneo	id=g:6503844
Best Western Hotel San Germano Napoli	id=g:6503847
Eurhotel	id=g:6503858
Albani Hotel Roma	id=g:6503920
Grand Hotel Timeo	id=g:6503943
Hotel des Artistes	id=g:6503951
Hotel Athena	id=g:6503953
River Palace	id=g:6503970
Grand Hotel Aminta	id=g:6504036
Best Western Grand Hotel Royal	id=g:6504058
Mercure Napoli Garibaldi	id=g:6504085
Hotel Art by the Spanish Steps	id=g:6504099
St. George Hotel Roma	id=g:6504174
Albergo Giardinetto	id=g:6504179
Hotel Ludovisi Palace	id=g:6504255
Hotel la Playa Blanca	id=g:6504258
Hotel Naviglio Grande	id=g:6504261
Palazzo Bembo	id=g:6504290
Best Western Hotel Bologna	id=g:6504301
Hotel Centro	id=g:6504396
Hotel Memory	id=g:6504405
Botticelli NIHotels	id=g:6504460
Jolly Hotel Milanodue	id=g:6504563
Santa Costanza	id=g:6504579
Hotel Terraqua	id=g:6504588
Katane Palace Hotel	id=g:6504595
Art Hotel Milano	id=g:6504597
Carolus Hotel	id=g:6504638
Hotel Augustea	id=g:6504646
Radisson SAS Hotel Rome	id=g:6504670
Castello della Castelluccia	id=g:6504679
Albergo Al Cappello Rosso	id=g:6504738
One Hotel	id=g:6504767
Villa Fiesole Hotel	id=g:6504772
Hotel Domitiana	id=g:6504774
Eurogarden Hotel	id=g:6504837
Il Pellicano	id=g:6504889
Euromotel	id=g:6504933
Hotel Ariston	id=g:6504945
Mini Hotel Ornato	id=g:6504972
Hotel Alexandra	id=g:6504974
Pallazzo Barbarigo	id=g:6505028
Ponte Sisto Hotel	id=g:6505123
Castel Fragsburg	id=g:6505127
Minotel Lido La Perla Nera	id=g:6505199
Hotel Miramare	id=g:6505221
Hotel California	id=g:6505322
Monna Lisa Hotel	id=g:6505335
Cardano Hotel	id=g:6505340
Hotel Miami	id=g:6505341
Villa Lecchi	id=g:6505345
Giulio Cesare Hotel	id=g:6505370
Minotel Flora	id=g:6505405
Mercure Milano Centro 4	id=g:6505450
Lungarno Suites	id=g:6505489
Hotel Virgilio	id=g:6505684
Hotel Vico Alto	id=g:6505764
Hotel Salera	id=g:6505820
Malaspina  Nihotels     Deluxe	id=g:6505837
Hotel Miramalfi	id=g:6505904
Chiugiana Castle House	id=g:6505943
Hotel Torre S  Angelo	id=g:6505967
Trinita Dei Monti	id=g:6506071
Hotel Nizza	id=g:6506091
Residence Covo Dei Borboni	id=g:6506123
Caparena Hotel And Wellness Clu	id=g:6506163
Hotel  Cellini	id=g:6506228
Hotel Londra And Cargill	id=g:6506240
Hotel Julia	id=g:6506310
La Pineta	id=g:6506344
Amadeus	id=g:6506360
Hotel Lo Scoiattolo	id=g:6506362
Hotel Hermitage	id=g:6506375
Hotel Leon D Oro	id=g:6506384
I Calanchi Country House	id=g:6506395
Bw Hotel Domus	id=g:6506407
Hotel Serena	id=g:6506408
Macina Dell Oscano	id=g:6506422
Ascot	id=g:6506447
Four Points Roma West Hotel	id=g:6506497
Tre Archi	id=g:6506511
Viminale Hotel	id=g:6506529
Clitunno Nihotels	id=g:6506629
Bw Premier Hotel Globus City	id=g:6506638
Hotel Le Calette	id=g:6506655
Hotel Luna Convento	id=g:6506687
Hotel Athena	id=g:6506801
Jolly Hotel Della Valle	id=g:6507024
Arcangelo	id=g:6507073
Santa Maria Degli Ancillotti	id=g:6507187
Plaza Hotel	id=g:6507197
Hotel Pacific	id=g:6507206
Hotel Des Nations	id=g:6507244
Villa Franceschi	id=g:6507248
Bw La Baia Palace Hotel	id=g:6507335
Roma  Nihotels	id=g:6507354
Rosa Alpina	id=g:6507376
Hotel Giotto	id=g:6507404
Hotel Le Ginestre	id=g:6507407
Hotel Italia	id=g:6507423
Hotel Villa Clementina	id=g:6507432
Hotel Monte Sella	id=g:6507487
Hotel Menardi	id=g:6507550
Windsor Hotel Milan	id=g:6507612
Hotel Contilia	id=g:6507633
Regno Hotel	id=g:6507674
Hotel Degli  Aranci	id=g:6507684
Villa Crespi	id=g:6507730
Hotel Umbra	id=g:6507756
Hotel Pironi	id=g:6507874
Hotel Residence L Ulivo	id=g:6507881
Canalgrande Hotel	id=g:6507944
Hotel Artemide	id=g:6508044
Bw Hotel Biri	id=g:6508068
Hotel Ovest	id=g:6508093
Hotel Vis A Vis	id=g:6508116
Centrale Hotel	id=g:6508118
Villa Kinzica	id=g:6508159
San Guido  Nihotels	id=g:6508230
Moderno	id=g:6508253
Hotel Imperiale	id=g:6508267
Bw Htl San Germano	id=g:6508270
Bw Grand Hotel De La Ville	id=g:6508312
The Hotel Albergo Della Rotonda	id=g:6508314
Romantik Hotel Villa Margherita	id=g:6508324
Punta Molino Resort And Spa	id=g:6508335
Locanda Senio	id=g:6508377
Hotel Westend	id=g:6508389
Hotel Ambasciatori	id=g:6508391
Hotel La Villa	id=g:6508404
Adige	id=g:6508412
Alexander	id=g:6508413
Claridge	id=g:6508419
Hotel Villa Ducale	id=g:6508456
Hotel Chalet Valdotain	id=g:6508461
Terme Di Saturnia Spa And Golf	id=g:6508475
Bw Hotel Astra	id=g:6508492
Albergo Sapori	id=g:6508508
Mini Hotel Aosta	id=g:6508512
Albergo Lago Laux	id=g:6508528
Corolle	id=g:6508585
Hotel Federico Ii	id=g:6508627
Bw Hotel Solaf	id=g:6508647
Hotel Columbia	id=g:6508691
Hotel Capo Sud	id=g:6508702
Bw Hotel Salicone	id=g:6508744
Mini Hotel Baradello	id=g:6508762
Albergo Relais I Due Laghi	id=g:6508774
Hosting Culture Hotel Villa Ven	id=g:6508780
Bhr Hotel Isa	id=g:6508793
Alfa Fiera Hotel	id=g:6508835
Bw Hotel Principe	id=g:6508842
Best Western Park Hotel	id=g:6508858
Hotel Marconi	id=g:6508867
Hotel Carlton	id=g:6508873
Bw Hotel Gran Mogol	id=g:6508876
San Giuliano	id=g:6508903
Hotel Tiferno	id=g:6508909
Best Western Hotel Major	id=g:6508988
Grand Hotel Mazzaro Sea Palace	id=g:6509016
Mercure Modena 4	id=g:6509094
Bw Abners Hotel	id=g:6509124
Relais Il Falconiere	id=g:6509154
International Hotel Bertha	id=g:6509245
Rechigi Park Hotel	id=g:6509249
Grand Hotel Gardone Riviera	id=g:6509346
Bw Hotel Bisanzio	id=g:6509401
Il Sole Di Ranco	id=g:6509408
Hotel La Collegiata	id=g:6509444
Hotel Duchessa Isabella	id=g:6509564
Grand Hotel Villa Serbelloni	id=g:6509573
Minotel Aurora	id=g:6509588
Al Sorriso	id=g:6509636
Hotel Hannover	id=g:6509660
La Meridiana	id=g:6509674
Bw Hotel Milano	id=g:6509694
Hotel Villa Del Quar	id=g:6509748
Hotel Hermitage	id=g:6509764
Eden Roc Hotel	id=g:6509846
Hotel Villa Tivoli	id=g:6509889
Bw Htl Continental	id=g:6509901
Croce Di Malta Montecatini Gh	id=g:6509993
Hotel Bellevue	id=g:6510016
Hotel Relais Borgo San Felice	id=g:6510023
Borgo Paraelios	id=g:6510054
Hotel President	id=g:6510069
Bw Gruener Baum	id=g:6510117
Titano	id=g:6510179
Plaza Hotel	id=g:6510191
Serena Hotel	id=g:6510284
Hotel Europa Splendid	id=g:6510376
Hotel Gioberti	id=g:6510607
Hotel Canova	id=g:6510656
Gallery Hotel Art	id=g:6510764
Rocco Forte Hotel De Russie	id=g:6510827
Mariano	id=g:6510873
Rocco Forte Hotel Savoy	id=g:6510968
Hotel Villa Cipressi	id=g:6511036
Hotel Cala Del Porto	id=g:6511170
Alleluja Hotel	id=g:6511190
Covo Dei Saraceni Hotel	id=g:6511195
Capri Palace Hotel And Spa	id=g:6511245
Palazzo Arzaga Spa Golf Resort	id=g:6511275
Cenobio Dei Dogi	id=g:6511296
Sheraton Firenze Hotel	id=g:6511308
Regina Olga Hotel	id=g:6511423
Excelsior San Marco Hotel	id=g:6511645
Grand Hotel Cocumella	id=g:6511694
Hotel Villa San Michele	id=g:6511948
Hotel Principe Di Savoia	id=g:6512000
Lc Hotel Romazzino	id=g:6512059
Santa Caterina	id=g:6512105
Grand Hotel Quisisana	id=g:6512158
Lc Hotel Cala Di Volpe	id=g:6512232
Lc  Hotel Pitrizza	id=g:6512393
Hotel Cipriani Palazzo Vendrami	id=g:6512454
Marriott Grand Milan	id=g:6512558
Romantik Hotel Villa Pagoda	id=g:6512693
Hotel Arizona	id=g:6512971
Lc Hotel  Excelsior	id=g:6512988
Hotel Plaza	id=g:6513093
Grand Htl Palazzo Della Fonte	id=g:6513160
Tenuta Del Barco	id=g:6513177
Atel Conte Biancamano	id=g:6513266
Albert Hotel	id=g:6513397
Hotel Victoria	id=g:6513604
Hotel Michelangelo	id=g:6513767
Hotel San Luca	id=g:6513789
Hotel White	id=g:6513805
Hotel Continentale	id=g:6513832
Four Seasons Milan	id=g:6513840
Santa Barbara Hotel	id=g:6513843
Cervo Hotel	id=g:6514043
Hotel La Locanda Dei Ciocca	id=g:6514181
Hotel Lungarno	id=g:6514338
Palazzo Loup Hotel	id=g:6514351
Tourist Hotel	id=g:6514573
Palatium Hotel	id=g:6514597
San Domenico Palace Hotel	id=g:6514615
Marcella Royal Hotel	id=g:6514793
Hotel Spadari Al Duomo	id=g:6514882
Hotel Lloyd Milan	id=g:6515076
Hotel Britannia	id=g:6515097
Augustus Hotel	id=g:6515177
Nazionale A Montecitorio	id=g:6515230
Hotel Raffaello	id=g:6515346
Le Agavi Hotel	id=g:6515353
Green Park Bologna Hotel	id=g:6515470
Hotel Corallo	id=g:6515486
Ritz	id=g:6515589
Tirreno Hotel	id=g:6515789
Hotel La Residenza	id=g:6515825
Hotel Villa Maria	id=g:6515970
Ateneo Hotel	id=g:6516071
Universo And Nord Hotel	id=g:6516092
Hotel Villa Sarah	id=g:6516138
Palladium Palace Hotel	id=g:6516181
Grand Hotel	id=g:6516205
Condotti Hotel	id=g:6516511
Renaissance Naples Mediterraneo	id=g:6516632
Mercure Cicolella Foggia 4	id=g:6516729
Le Sirenuse	id=g:6516737
Bw Hotel Ala	id=g:6516755
Grand Hotel Vesuvio	id=g:6516816
Hotel La Palma	id=g:6516851
Palace Hotel Bari	id=g:6516870
Hotel Della Torre Argentina	id=g:6516885
Hotel Hassler	id=g:6516912
Hotel Residence Villa Dei Carpini	id=g:6516978
Hotel Piazza Bellini	id=g:6516980
Hotel Su Marmuri	id=g:6516994
Pillo Cancello Bed&Breakfast	id=g:6516995
Hotel La Serenella Airport	id=g:6516996
Villa Ada Hotel	id=g:6516998
Hotel Punta Negra	id=g:6516999
Hotel Italy	id=g:6517001
Hotel Europeo	id=g:6517002
Hotel E B&B Belvedere	id=g:6517009
Hotel Marmorata	id=g:6517010
Kennedy Hotel	id=g:6517012
Ines B And B Near Santa Maria Maggiore In Front Of Termini Station	id=g:6517023
Hotel Bridge	id=g:6517027
Hotel Le Rondini	id=g:6517032
Hyencos Hotels	id=g:6517033
Relais Florence Hotel	id=g:6517034
Hotel  Mediterranee	id=g:6517037
Hotel Parco	id=g:6517038
Hotel Abacus	id=g:6517048
Hotel Caminetto	id=g:6517054
Poggio Degli Olivi	id=g:6517058
Procidatour Vacanze	id=g:6517060
Hotel La Vedetta	id=g:6517065
Hotel Giorgina	id=g:6517068
Hotel D'Azeglio	id=g:6517072
Villa D Este	id=g:6517079
Hotel Dell'Erba	id=g:6517084
Hotel Holiday Hill	id=g:6517086
Residence Resort Nettuno	id=g:6517087
Hotel Carlton	id=g:6517091
Hotel Casa Isabella Exclusive	id=g:6517092
La Spiga	id=g:6517098
Relais Chiara E Lorenzo	id=g:6517099
Hotel Archimede	id=g:6517100
Relais San Rocco	id=g:6517101
Hotel  Portole	id=g:6517103
Villa Lara	id=g:6517113
Hotel Executive	id=g:6517115
Hotel Araba Fenice	id=g:6517124
Hotel 38 E Dintorni	id=g:6517128
Hotel Pacesetter	id=g:6517129
Il Mirto E La Rosa	id=g:6517130
Ripagrande Hotel	id=g:6517135
Pitagora B&B	id=g:6517144
Hotel Salus	id=g:6517145
Hotel   Mec	id=g:6517146
Villa Il Poggiale Dimora Storica	id=g:6517147
Hotel Lovere	id=g:6517159
Prince Resort Asolo	id=g:6517171
Hotel Sea Breeze	id=g:6517180
Hotel Porta Romana	id=g:6517182
Residenza Echia	id=g:6517189
Hotel Senator	id=g:6517199
Hotel Il Brigantino	id=g:6517200
Hotel Villa Diana	id=g:6517216
Locanda Al Leon	id=g:6517227
Hotel Relais Il Cestello	id=g:6517234
La Torre Del Moro	id=g:6517235
Hotel Sirio	id=g:6517237
Hotel Parco Borromeo	id=g:6517244
Hotel Pigalle	id=g:6517248
Imperiale Palace Hotel	id=g:6517254
Vatican Garden Inn	id=g:6517258
Helios Hotel	id=g:6517263
Hotel Palazzo Vecchio	id=g:6517265
Hotel Miralago	id=g:6517266
Hotel Il Pino	id=g:6517271
Mythos Hotel	id=g:6517273
La Casetta Bianca	id=g:6517274
Hotel Fasce	id=g:6517276
Hotel Alimandi Vaticano	id=g:6517283
Il Tiglio     B&B	id=g:6517295
Sheraton Genova Hotel	id=g:6517303
Hotel La Battigia	id=g:6517307
Hotel Domus Mea	id=g:6517308
Hotel Villa Braida	id=g:6517309
Hotel Villa Del Mare	id=g:6517319
Hotel Europa	id=g:6517323
Hotel Siro	id=g:6517324
La Morosa	id=g:6517328
Residence - Appartamenti Agapito	id=g:6517340
Hotel Lux	id=g:6517341
Grand Hotel Santa Lucia	id=g:6517347
Residence San Rocco	id=g:6517354
Patria Palace Hotel	id=g:6517361
Leondoro A Boscolo First Class Hotel	id=g:6517362
Hotel Maxim	id=g:6517365
Villa D Amelia	id=g:6517367
Villa Cattani Stuart	id=g:6517368
Hotel Tropical	id=g:6517369
Hotel Mamiani	id=g:6517373
Hotel Ristorante Sogno	id=g:6517380
Hotel Alessander	id=g:6517388
Hotel Alpino	id=g:6517389
Hotel  Ginevra	id=g:6517390
Rainbow	id=g:6517393
Hotel Bellamena	id=g:6517394
Hotel Riviera	id=g:6517395
Hotel Cambridge	id=g:6517396
Hotel Conca Verde	id=g:6517402
Hotel Amaranto	id=g:6517406
Hotel Montebianco	id=g:6517408
Hotel Ca Brugnera	id=g:6517409
Romantik Hotel Furno	id=g:6517417
Hotel Bellevue	id=g:6517418
Hotel Ideale Milano	id=g:6517419
Hotel Haway	id=g:6517422
Hotel Brera	id=g:6517427
Rosada Camere - Porto Recanati.	id=g:6517432
Hotel Positano	id=g:6517434
La Scisa	id=g:6517435
Oxford Hotel	id=g:6517439
Hotel Patio	id=g:6517443
Hotel Florida	id=g:6517446
Ucm	id=g:6517454
Hotel Adriano	id=g:6517455
Bw Hotel Le Torri Del Garda	id=g:6517463
Unaway Hotel Occhiobello A13	id=g:6517467
Hotel Cardano	id=g:6517470
Hotel Ninfa	id=g:6517475
Hotel Kaiserkrone	id=g:6517480
Hotel Villa Orio	id=g:6517483
Noto Sicily B&B	id=g:6517485
Hotel Tripoli	id=g:6517486
Hotel Sakura	id=g:6517491
Hotel Villa Aurea  Antistress Wellness Center	id=g:6517501
Hotel Leopolda	id=g:6517503
Hotel Ristorante Tre Leoni	id=g:6517509
Hotel Villa Giulietta	id=g:6517510
Hotel Terme Salvarola	id=g:6517511
Hotel Mari 2	id=g:6517512
Relais Dell'Olmo	id=g:6517517
Continental Hotel	id=g:6517529
Hotel Agnello D'Oro	id=g:6517530
Residence Il Giglio	id=g:6517535
Hotel Engadina	id=g:6517540
Hotel  Panorama	id=g:6517545
Residenza Trevi Roma	id=g:6517553
Villa Maria	id=g:6517554
Villa I Barronci	id=g:6517559
Hotel Colosseum	id=g:6517561
Hotel Villa Le Rondini	id=g:6517564
Hotel Populus	id=g:6517567
Villa  La Stella	id=g:6517568
Hotel Amadeus	id=g:6517570
Hotel Royal	id=g:6517577
Hotel Villa Molinari	id=g:6517580
Hotel Di Stefano	id=g:6517583
Le Petit2	id=g:6517588
Hotel Demo	id=g:6517597
Titian Inn Hotel & Residence Venice Airport	id=g:6517599
Hotel Garden	id=g:6517603
Hotel Ambra Palace	id=g:6517604
Nicotel Barletta	id=g:6517605
Mdm Luxury Rooms	id=g:6517606
Il Gattopardo - Hotel Terme E Beauty Farm	id=g:6517607
Ospitalita' Rurale Castel D'Arno	id=g:6517611
Jolly Hotel La Spezia	id=g:6517617
Hermitage Capua Hotel	id=g:6517628
B& B  Happy Holiday	id=g:6517655
B&B Le Logge Di Sopra	id=g:6517661
Arciduca Grand Hotel	id=g:6517662
Agriturismo Villa Luca	id=g:6517677
Ai Cipressi     Bed & Breakfast	id=g:6517680
Apartment Ca' Albachiara	id=g:6517695
B&B Ariana	id=g:6517700
Bb La Corte	id=g:6517703
Bei Park Hotel	id=g:6517726
B&B Canto De Nelli	id=g:6517727
Caesar S Hotel	id=g:6517732
B&B Stella	id=g:6517737
Albergo Locanda L'Elisa	id=g:6517742
Agriturismo	id=g:6517750
B&B Platamon	id=g:6517754
B&T Rooms Trani	id=g:6517755
Eurhotel	id=g:6517756
Grand Bed & Breakfast Suites And Apartment 'S  At Saint Paul	id=g:6517763
Ca' Valeri	id=g:6517765
Best Western Hotel Olimpia	id=g:6517772
B&B Donna Giuliia	id=g:6517779
Grand Hotel Vanvitelli	id=g:6517782
Corte Gondina Hotel	id=g:6517785
B&B Dei Decumani	id=g:6517814
B & B Il  Melograno	id=g:6517826
Casa Country B&B	id=g:6517832
Bb-Venice	id=g:6517842
Bed & Bed Peterson	id=g:6517847
Areamare	id=g:6517852
Antico Splendore	id=g:6517867
Albergo Reggio	id=g:6517872
B&B Novecento	id=g:6517873
B&B Moschino	id=g:6517878
Francesca B&B	id=g:6517887
Argentina Residenza	id=g:6517893
Atmosphere Apartments	id=g:6517896
D'Angelo Palace Hotel	id=g:6517919
Albergo Hotel Boomerang	id=g:6517920
Cavaliere Palace Hotel	id=g:6517924
Country Hotel Borgo Sant'Ippolito	id=g:6517930
B&B La Perla Di Venezia	id=g:6517931
Casa Cimabue	id=g:6517945
E&S Rooms	id=g:6517951
Antico Albergo Madonna	id=g:6517953
111 B&B	id=g:6517988
Angolo Di Paradiso	id=g:6518002
Appartamenti Astoria	id=g:6518029
B&B Verdevenezia	id=g:6518032
Bb Sub Urbe Roma	id=g:6518033
Delle Nazioni Milan Tulip Inn	id=g:6518038
Grand Hotel Des Bains	id=g:6518046
Ca' Damiani	id=g:6518050
Business Hotel	id=g:6518063
Bonapace B&B  Mergellina	id=g:6518074
B&B Dolcecasa	id=g:6518083
Casa Tiepolo 1276	id=g:6518084
Eur Suite Hotel	id=g:6518086
Grimaldi House	id=g:6518091
Bb Mira Buse	id=g:6518093
Fattoria Pratale	id=g:6518097
Ca' D'Oro	id=g:6518106
Elite Hotel Residence     Venice - Mestre	id=g:6518124
Da Elisa Alle Sette Arti	id=g:6518127
Best Western Jet Hotel	id=g:6518151
B&B Class Country And Short Let Apartments	id=g:6518169
Fattoria Montignana	id=g:6518170
Hotel Su Gologone	id=g:6518193
Cristallo Hotel	id=g:6518223
Casa Bolsinina	id=g:6518230
Vime Neve Sole	id=g:6518246
Jet Hotel	id=g:6518266
Rizzi Aquacharme Hotel And Spa	id=g:6518285
Tiberio Palace Hotel	id=g:6518287
Falconara	id=g:6518346
Bhr Hotel Edelweiss	id=g:6518355
Aquapetra Resort And Spa	id=g:6518357
Hotel Nazionale	id=g:6518387
Hotel Villa Del Sogno	id=g:6518393
Santa Teresa	id=g:6518429
Tiziano Hotel	id=g:6518438
Ritz Hotel	id=g:6518453
Grand Hotel Des Alpes	id=g:6518454
Hotel Internazionale	id=g:6518506
Hotel Roxy Plaza	id=g:6518512
Minerva Resort Hotel	id=g:6518568
Vime New York	id=g:6518581
Vime Aquamaris Benessere	id=g:6518593
Hotel Roccaboschetti	id=g:6518603
Hotel Soleblu	id=g:6518618
Colonna Hotel Du Golf	id=g:6518674
Allstar Eden Hotel	id=g:6518691
Starhotels Grand Milan	id=g:6518698
Lucca In Villa Elisa	id=g:6518719
Hotel Riviera And Maximilians	id=g:6518730
Sporthotel Teresa	id=g:6518775
Hotel Forum D Enza	id=g:6518776
Hotel Terme Internazionale	id=g:6518804
Residence Miralago Appartments	id=g:6518845
Resort Valle Dell Erica	id=g:6518877
Erice Valle	id=g:6518941
Classhotel Pisa Pontedera	id=g:6518946
Bhr Relais Le Clarisse	id=g:6518967
Hotel La Piramide	id=g:6518986
The Chedi Milan	id=g:6518990
San Giorgio Hotel	id=g:6519037
Hotel Le Capanne	id=g:6519041
Bandb Basilica Square	id=g:6519045
Hotel Marco Polo	id=g:6519049
Villa San Marco	id=g:6519081
Hotel Cavalieri	id=g:6519161
Hotel Residence Parma	id=g:6519172
Hotel Mondial	id=g:6519194
Residence La Venecca	id=g:6519222
La Sciara Hotel	id=g:6519254
Mhr Paradise Bay Resort Hotel	id=g:6519262
Guidi Hotel	id=g:6519265
Bellevue Suites  St Mark Square	id=g:6519295
Hotel Il Melograno	id=g:6519335
Hotel Scala Nord	id=g:6519349
Residenza Centro Storico	id=g:6519361
Hotel Li Graniti	id=g:6519368
Hotel Gambrinus	id=g:6519390
Mercure Siena Degli Ulivi 4	id=g:6519391
Relais Santa  Anastasia	id=g:6519412
Hotel Del Corso	id=g:6519476
Hilton Garden Inn Florence Nov	id=g:6519527
Ac Firenze	id=g:6519562
Hotel Guala Residence	id=g:6519586
Villa Angela	id=g:6519764
Matisse Properties	id=g:6519772
Hotel Dei Consoli	id=g:6519774
Novotel Milan Malpensa Airpor	id=g:6519777
Condotti Palace	id=g:6519778
San Giorgio Hotel	id=g:6519788
Hotel San Marco	id=g:6519915
Villaggio Tonicello	id=g:6520003
Oly Hotel	id=g:6520047
Bhr Hotel La Scaletta	id=g:6520079
Hotel West Point	id=g:6520083
Ca Sagredo Hotel	id=g:6520093
Luxor Hotel	id=g:6520138
Allstar Marghera Hotel	id=g:6520153
Hotel Velcamare	id=g:6520202
Residence St Joannes	id=g:6520214
Best Western Hotel Duca D'Aosta	id=g:6520309
Balletti Palace Hotel	id=g:6520368
Becher	id=g:6520423
Leonessa Hotel	id=g:6520454
Spa Deus Hotel And Resort	id=g:6520493
Hotel Del Golfo	id=g:6520497
Exclusive The President Kennedy	id=g:6520556
Corallo Hotel	id=g:6520581
Il Saraceno Grand Hotel	id=g:6520653
Hotel Fink	id=g:6520698
Caol Ishka Hotel	id=g:6520703
Villa Gerardo Hotel	id=g:6520740
Hotel Ambassador	id=g:6520790
Hotel Motel Prestige	id=g:6520796
Hotel Lucrezia Borgia	id=g:6520811
Hotel Europa	id=g:6520817
Jk Place Capri	id=g:6520829
Hotel Volumni	id=g:6520869
Relais Group Apt Spanish Steps	id=g:6520879
Hotel Torre Di Bellosguardo	id=g:6520890
Town House Galleria	id=g:6520894
Hotel Regina	id=g:6520905
Business Hotel	id=g:6520911
Ali Sul Lago Hotel	id=g:6520944
Villa Gamberaia	id=g:6520963
Hotel Club Il Baricentro	id=g:6520979
Hilton Garden Inn Rome Airpor	id=g:6521055
Mini Hotel	id=g:6521079
Furore Inn Hotel	id=g:6521086
Hotel Santellina	id=g:6521099
Hotel Alp Cron Moarhof	id=g:6521103
Kings Residence Hotel	id=g:6521124
Don Carlo Hotel	id=g:6521182
Albergo Ristorante Della Valle	id=g:6521190
La Chicca B B	id=g:6521228
Hotel Residence Bougainvillae	id=g:6521234
Hotel Continental	id=g:6521253
Hotel Vega	id=g:6521263
Palazzo Terranova	id=g:6521270
Albergo Verona	id=g:6521282
Hotel Caserta Antica	id=g:6521288
Hotel Embassy	id=g:6521315
La Perla Ionica	id=g:6521361
Alla Corte Rossa	id=g:6521381
Serendipity Residence	id=g:6521399
Due Ragni Hotel Ristorante	id=g:6521400
Balletti Park Hotel	id=g:6521420
Domus Romana Hotel Residence	id=g:6521442
Hotel And Resort Capo La Gala	id=g:6521492
Motel Corsi	id=g:6521500
Hotel Joli	id=g:6521506
Majestic Toscanelli	id=g:6521517
Best Western Hotel Executive	id=g:6521529
Le Case Del Borgo	id=g:6521558
Airone Pisa Park Hotel - San Giuliano Te	id=g:6521615
Hotel Congressi San Luca	id=g:6521627
Albergo Piemontese	id=g:6521633
Hotel Ottagono	id=g:6521646
Euro Hotel	id=g:6521649
Hotel Napolit Amo	id=g:6521678
Romantik Hotel Laurin	id=g:6521702
Valpantena Hotel	id=g:6521729
Best Western Gorizia Palace	id=g:6521760
Hotel Polo	id=g:6521776
Best Western Htl Stella D Ital	id=g:6521826
Park Hotel Continental	id=g:6521844
Fonte Cesia	id=g:6521875
Hotel President	id=g:6521889
Hotel Principe Napolitamo	id=g:6521952
Ca  Pozzo Inn	id=g:6521956
Hotel Monaco	id=g:6521966
Hotel Accademia	id=g:6522037
Miramare Hotel	id=g:6522092
Poggio Cennina	id=g:6522110
Bhr Hotel Garden	id=g:6522125
Tenuta Cocevola	id=g:6522145
