Urochishche Volynkskoye	id=g:1536088
Boloto Sukhoye	id=g:1541894
Ozero Kumal’ta	id=g:1541895
Ozero Fritserovo	id=g:1541896
Ozero Kukteki	id=g:1541897
Ozero Burlyutskol’	id=g:1541898
Ozero Vvedenkovskoye	id=g:1541899
Ozero Klyukvennoye	id=g:1541900
Bugor Tashtube	id=g:1541901
Ozero Ulukol’	id=g:1541902
Zenikay	id=g:1541903
Bugor Aktube	id=g:1541904
Bugor Kittube	id=g:1541905
Ozero Aydygul’	id=g:1541906
Ozëra Klyukvennyye	id=g:1541907
Boloto Suleymanovo	id=g:1541908
Boloto Mezyan’	id=g:1541909
Boloto Legotinskoye	id=g:1541910
Bugor Shestovskiy	id=g:1541911
Ozero Yaubike	id=g:1541912
Ozero Pantyushkino	id=g:1541913
Ozero Tret’yanskoye	id=g:1541914
Les Grachinyy	id=g:1541915
Boloto Bruskovo	id=g:1541916
Ozero Bannikovo	id=g:1541917
Ozero Malyye Shtanki	id=g:1541918
Ozero Galikol’	id=g:1541919
Ozero Tirankol’	id=g:1541920
Ozero Domashneye	id=g:1541921
Ozero Korshun	id=g:1541922
Ozero Sungatkol’	id=g:1541923
Ozero Fil’kino	id=g:1541924
Ozero Glubokoye	id=g:1541925
Ozero Suchkino	id=g:1541926
Ozero Skopino	id=g:1541927
Ozero Nazarovskoye	id=g:1541928
Ozero Pyan’kovo	id=g:1541929
Ozero Konstantinovskoye	id=g:1541930
Ozero Maloye Bich’ye	id=g:1541931
Ozero Ivankovo	id=g:1541932
Ozero Matveyevskoye	id=g:1541933
Ozero Belomoynoye	id=g:1541934
Ozero Pesachnoye	id=g:1541935
Ozero Batovo	id=g:1541936
Ozero Bezrybnoye	id=g:1541937
Les Tsyganskiy	id=g:1541938
Ozero Ivankovo	id=g:1541939
Ozero Bol’shoye	id=g:1541940
Ozero Kushsaz	id=g:1541941
Ozero Popsaz	id=g:1541942
Ozero Yarushinkol’	id=g:1541943
Ozero Sobakinskoye	id=g:1541944
Ozero Zvonorevskoye	id=g:1541945
Ozero Bol’shoye Gusinoye	id=g:1541946
Ozero Karelino	id=g:1541947
Ozero Kocheguk	id=g:1541948
Ozero Pepelino	id=g:1541950
Ozero Presnoye	id=g:1541951
Nikol’skaya Vtoraya	id=g:1541952
Ozero Gagar’ye	id=g:1541953
Lugovaya	id=g:1541954
Padun	id=g:1541955
Ozero Kablukovo	id=g:1541956
Talitsa	id=g:1541957
Bugor Babay	id=g:1541958
Ozero Kamyshnoye	id=g:1541959
Ozero Chistoye	id=g:1541960
Konëvo-Kazantseva	id=g:1541961
Galayevo	id=g:1541962
Vyatka	id=g:1541963
Kurtamysh	id=g:1541964
Yerokhina	id=g:1541965
Krasikova	id=g:1541966
Urochishche Kuliki	id=g:1541967
Zhdanovka	id=g:1541968
Krutoyarka	id=g:1541969
Yelizavetinka	id=g:1541970
Talovka	id=g:1541971
Glubokaya	id=g:1541972
Boloto Kamagan	id=g:1541973
Dolgaya	id=g:1541974
Ozero Peschanoye	id=g:1541975
Berëzovaya Roshcha	id=g:1541976
Sukhanova	id=g:1541977
Log Otnoga	id=g:1541978
Stantsiya Okunëvka	id=g:1541979
Ozero Rakhli	id=g:1541980
Ozero Chashka	id=g:1541981
Ozero Mogil’skoye	id=g:1541982
Ozero Kasli	id=g:1541983
Ozero Uglovoye	id=g:1541984
Ozero Bol’shoye Chërnoye	id=g:1541985
Urochishche Stupino	id=g:1541986
Ozero Stupino	id=g:1541987
Boloto Stupinskaya Pad’	id=g:1541988
Boloto Dushnaya Pad’	id=g:1541989
Ozero Sitovskoye	id=g:1541990
Ozero Maloye Chërnoye	id=g:1541991
Ozero Kishtym	id=g:1541992
Boloto Belonogovo	id=g:1541993
Stantsiya Tverdysh	id=g:1541994
Boloto Toropkovskaya Pad’	id=g:1541995
Urochishche Neskino	id=g:1541996
Zaimka Zmeinaya	id=g:1541997
Urochishche Zmeinoye	id=g:1541998
Urochishche Stalinskaya Zaimka	id=g:1541999
Zaimka Tagil’skaya	id=g:1542000
Boloto Dolgoye	id=g:1542001
Kordon Orlinskiy	id=g:1542002
Ozero Shelkovnikovo	id=g:1542003
Boloto Kuzino	id=g:1542004
Boloto Uglovoye	id=g:1542005
Kordon Saltosarayskiy	id=g:1542006
Saltosarayskoye	id=g:1542007
Molochnotovarnaya Ferma Sovkhoza Chaschinskiy	id=g:1542008
Boloto Lyagushino	id=g:1542009
Zarya	id=g:1542010
Deulina	id=g:1542011
Khvoynaya	id=g:1542012
Deulka	id=g:1542013
Maloye Bannikovo	id=g:1542014
Urochishche Skobskoy Bor	id=g:1542015
Zaimka Raskovalovskaya	id=g:1542016
Urochishche Pokalino	id=g:1542017
Kvartal Dvadtsat’ Shest’	id=g:1542018
Mokryye Bolota	id=g:1542019
Urochishche Slomki	id=g:1542020
Kordon Bannikovskiy	id=g:1542021
Urochishche Tret’ya Roshcha	id=g:1542022
Boloto Chistoye	id=g:1542023
Boloto Lebyazh’ye	id=g:1542024
Ozero Kuzino	id=g:1542025
Chërnaya	id=g:1542026
Kordon Chërnyy	id=g:1542027
Malyy Ik	id=g:1542028
Boloto Troyestan	id=g:1542029
Dom Otdykha Imeni Gor’kogo	id=g:1542030
Urochishche Kordon Krutikha	id=g:1542031
Iletskiy	id=g:1542032
Zelënyy	id=g:1542033
Stantsiya Ikovka	id=g:1542034
Urochishche Novyy Kordon	id=g:1542035
Kozlovka	id=g:1542036
Urochishche Kordon Smorodinskiy	id=g:1542037
Urochishche Kordon Syrykul’skiy	id=g:1542038
Urochishche Solov’yëvka	id=g:1542039
Boloto Kalganka	id=g:1542040
Boloto Berëzovka	id=g:1542041
Boloto Mysy	id=g:1542042
Ozero Lebyazh’ye	id=g:1542043
Boloto Tyrkovo	id=g:1542044
Boloto Tynovskoye	id=g:1542045
Urochishche Pyatiletka	id=g:1542046
Stantsiya Zyryanka	id=g:1542047
Urochishche Yukovskiy Kolok	id=g:1542048
Urochishche Dimitrov Kolok	id=g:1542049
Ostanovochnyy Punkt 2335 km	id=g:1542050
Stantsiya Logovushka	id=g:1542051
Urochishche Barsuchinskoye	id=g:1542052
Boloto Medvezh’ye	id=g:1542053
Boloto Mitinskoye	id=g:1542054
Boloto Klimino	id=g:1542055
Izmaylovka	id=g:1542056
Ozero Mogil’noye	id=g:1542057
Ozero Kamyshinoye	id=g:1542058
Nikol’skaya	id=g:1542059
Ozero Shtannoye	id=g:1542060
Raskovalova	id=g:1542061
Ozero Raskovalovo	id=g:1542062
Ozero Zarosloye	id=g:1542063
Asyamovlova	id=g:1542064
Kuchumka	id=g:1542065
Urochishche Vodnaya Pad’	id=g:1542066
Tukmannoye	id=g:1542067
Boloto Popovo	id=g:1542068
Boloto Lebedevo	id=g:1542069
Urochishche Plakun	id=g:1542073
Boloto D’yakovo	id=g:1542074
Ozero Sukhoye	id=g:1542075
Ozero Tukmannoye	id=g:1542076
Tabarka	id=g:1542077
Barkan	id=g:1542078
Volodina	id=g:1542079
Ozero Sukhoye	id=g:1542081
Muraveynik	id=g:1542082
Urochishche Kryazh	id=g:1542083
Kalinovka	id=g:1542084
Log Farafonov	id=g:1542085
Log Kalinovka	id=g:1542086
Ozero Strelkovo	id=g:1542087
Urochishche Svoboda	id=g:1542088
Ozero Cherepanovo	id=g:1542089
Shabury	id=g:1542090
Solonovka	id=g:1542091
Boloto Davydovo	id=g:1542092
Urochishche Zaymishche	id=g:1542093
Kordon Pervoyelanskiy	id=g:1542094
Ozero Gusinoye	id=g:1542095
Shadrinskiy	id=g:1542096
Urochishche Chasha	id=g:1542097
Ozero Chashka	id=g:1542098
Ozero Voronka	id=g:1542099
Ozero Druzhino	id=g:1542100
Boloto Mokhovoye	id=g:1542101
Ozero Khomutino	id=g:1542102
Ozero Chërnaya Plita	id=g:1542103
Ozero Krapivnoye	id=g:1542104
Ozero Zharnikovskaya Plita	id=g:1542105
Ozero Oktyabrino	id=g:1542106
Urochishche Podrobnoye	id=g:1542107
Urochishche Oktyabrino	id=g:1542108
Stantsiya Ploshchadka	id=g:1542109
Malaya Rechka	id=g:1542110
Mezhevoy	id=g:1542111
Zharnikovo	id=g:1542112
Stantsiya Zharnikovo	id=g:1542113
Kamenka	id=g:1542114
Urochishche Baklanskiy Kordon	id=g:1542115
Boloto Krutoberegovoye	id=g:1542116
Boloto Kayat	id=g:1542117
Tagil’skaya	id=g:1542118
Shabarchina	id=g:1542119
Voronova	id=g:1542120
Barsukova	id=g:1542122
Odina	id=g:1542123
Ostanovochnyy Punkt 270 km	id=g:1542124
Fëdorovka	id=g:1542125
Log Barsukovskiy	id=g:1542126
Log Sovetskiy	id=g:1542127
Urochishche Kordon Cheremshanka	id=g:1542128
Gora Glyadeny	id=g:1542129
Log Zhuravlëvskiy	id=g:1542130
Pionerlager’ Lesnaya Respublika	id=g:1542131
Cherepanova	id=g:1542132
Dachnyy	id=g:1542133
Log Zhilinskiy	id=g:1542134
Khramova	id=g:1542135
Ozero Osinevskoye	id=g:1542136
Ozero Makeyevskoye	id=g:1542137
Urochishche Oktyabr’	id=g:1542138
Grachëva	id=g:1542139
Komsomol’skaya	id=g:1542141
Kargapol’ye	id=g:1542143
Stantsiya Vatolino	id=g:1542144
Ostanovochnyy Punkt 250 km	id=g:1542145
Urochishche Chesnokovka	id=g:1542146
Log Pechënki	id=g:1542147
Urochishche Shibayevo	id=g:1542148
Log Logunov	id=g:1542149
Urochishche Rakitovka	id=g:1542150
Log Gryaznyy	id=g:1542151
Urochishche Vishnëvka	id=g:1542152
Urochishche Rodniki	id=g:1542153
Urochishche Dubrovka	id=g:1542154
Zarech’ye	id=g:1542155
Ostanovochnyy Punkt 260 km	id=g:1542156
Orlovka	id=g:1542157
Boloto Gal’yanovo	id=g:1542158
Kordon Zharnikovskiy	id=g:1542159
Berëzovka	id=g:1542160
Zaural’skaya	id=g:1542161
Boloto Kondakovskoye	id=g:1542162
Log Rastyagay	id=g:1542163
Ozero Molovoye	id=g:1542164
Kulatskiy Log	id=g:1542165
Log Il’inskiy	id=g:1542166
Urochishche Melkaya Chashcha	id=g:1542167
Ust’ye	id=g:1542168
Sukhanova	id=g:1542169
Lesnoye	id=g:1542170
Urochishche Budënnovka	id=g:1542171
Orkin Log	id=g:1542172
Log Topolinskiy	id=g:1542173
Log Svinoy	id=g:1542174
Urochishche Kapralovka	id=g:1542175
Urochishche Ostrovnoye	id=g:1542176
Boloto Kamyshnoye	id=g:1542177
Urochishche Bulanovo	id=g:1542178
Urochishche Kokorino	id=g:1542179
Ozero Ploskoye	id=g:1542180
Shirokiye Ozëra	id=g:1542181
Urochishche Vysokiy Bor	id=g:1542182
Log Dolovskiy	id=g:1542183
Okunëvka	id=g:1542184
Ozero Travyanoye	id=g:1542185
Urochishche Zhoginka	id=g:1542186
Urochishche Odino	id=g:1542187
Log Topkiy	id=g:1542188
Ozero Prostpovo	id=g:1542189
Boloto Krivoye	id=g:1542190
Urochishche Sokolovo	id=g:1542191
Boloto Stupino	id=g:1542192
Boloto Kamyshnoye	id=g:1542193
Ozero Salmanovo	id=g:1542194
Urochishche Borok	id=g:1542195
Log Kalinin	id=g:1542196
Urochishche Savina Krysha	id=g:1542197
Urochishche Sukhoy Kolok	id=g:1542198
Boloto Lebyazh’ye	id=g:1542199
Urochishche Dal’niy Dol	id=g:1542200
Mayak	id=g:1542201
Urochishche Igishevo	id=g:1542202
Boloto Svinoye	id=g:1542203
Urochishche Vol’chi Gory	id=g:1542204
Urochishche Tolstonogovo	id=g:1542205
Ozero Gorbunovo	id=g:1542206
Boloto Roshchi	id=g:1542207
Urochishche Zaymishche	id=g:1542208
Log Krutoy	id=g:1542209
Malyye Karasi	id=g:1542210
Kol’tsevoy	id=g:1542211
Baranovka	id=g:1542212
Makatashkina	id=g:1542213
Boloto Chërnoye	id=g:1542214
Boloto Sogri	id=g:1542215
Urochishche Brusenino	id=g:1542216
Urochishche Glushchikha	id=g:1542217
Urochishche Lom’	id=g:1542218
Stantsiya Sladkoye	id=g:1542219
Ozero Sukhoye	id=g:1542220
Vostochnaya	id=g:1542221
Ozero Kamennoye	id=g:1542222
Urochishche Vvedenskaya Poskotina	id=g:1542223
Boloto Sitovo	id=g:1542224
Boloto Zareznoye	id=g:1542225
Ozero Strizhkino	id=g:1542226
Boloto Mokhovoye	id=g:1542227
Boloto Prityshnoye	id=g:1542228
Urochishche Ploskiy Bor	id=g:1542229
Les Yamnyy	id=g:1542230
Urochishche Klopovo	id=g:1542231
Urochishche Sogra	id=g:1542232
Urochishche Komar’ye	id=g:1542233
Urochishche Karasinskaya Dacha	id=g:1542234
Urochishche Kordon Karasinskiy	id=g:1542235
Boloto Travoreznoye	id=g:1542236
Boloto Voronkovo	id=g:1542237
Ozero Kay	id=g:1542238
Boloto Lebyazh’ye	id=g:1542239
Urochishche Kazanovo	id=g:1542240
Boloto P’yanoye	id=g:1542241
Ozero Malyye Gari	id=g:1542242
Boloto Svetlen’skoye	id=g:1542243
Boloto Yur’yevo	id=g:1542244
Boloto Zaymishche	id=g:1542245
Boloto Rybnoye	id=g:1542246
Boloto Ryazanovo	id=g:1542247
Ozero Shchuchanskoye	id=g:1542248
Pichëvka	id=g:1542249
Ozero Beloye	id=g:1542250
Malobelovodskiy	id=g:1542251
Korchazhnaya	id=g:1542252
Ozero Zarosloye	id=g:1542253
Stantsiya Yurgamysh	id=g:1542254
Il’inka	id=g:1542255
Boloto Zaymishche	id=g:1542256
Urochishche Petushikha	id=g:1542257
Krasnyy Pakhar’	id=g:1542258
Log Putina	id=g:1542259
Niva	id=g:1542260
Ostanovochnyy Punkt 2299 km	id=g:1542261
Milyayevka	id=g:1542262
Urochishche Kuz’minskiy Bor	id=g:1542263
Boloto Zmeinaya Yama	id=g:1542264
Urochishche Kovyli	id=g:1542265
Boloto Nechayevo	id=g:1542266
Ozero Chayechnoye	id=g:1542267
Urochishche Belovodskaya Dacha	id=g:1542268
Urochishche Kordon Makatashkinskiy	id=g:1542269
Log Kislyy	id=g:1542270
Urochishche Malushkovo	id=g:1542271
Urochishche Gribushkovo	id=g:1542272
Boloto Yablokovo	id=g:1542273
Boloto Sogra	id=g:1542274
Urochishche Kharyevka	id=g:1542275
Boloto Lyabino	id=g:1542276
Boloto Gorokhovo	id=g:1542277
Boloto Martynovo	id=g:1542278
Boloto Chërnoye	id=g:1542279
Ozero Boyarskoye	id=g:1542280
Urochishche Sapogovo	id=g:1542281
Boloto Gusinoye	id=g:1542282
Urochishche Zaymishche	id=g:1542283
Urochishche Butyry	id=g:1542284
Urochishche Belaya Glina	id=g:1542285
Boloto Finovo	id=g:1542286
Urochishche Stepanovka	id=g:1542287
Urochishche Paramonovo	id=g:1542288
Ozero Krugloye	id=g:1542289
Postovalova	id=g:1542290
Leshakova	id=g:1542291
Ozero Lozhkino	id=g:1542292
Ozero Borovoye	id=g:1542293
Ozero Bol’shoye Lebyazh’ye	id=g:1542294
Ozero Merinovo	id=g:1542295
Boloto Sogra	id=g:1542296
Boloto Tinnoye	id=g:1542297
Urochishche Tugulym	id=g:1542298
Ozero Sogra	id=g:1542299
Ozero Voronka	id=g:1542300
Ozero Uglovoye	id=g:1542301
Urochishche Budënnovka	id=g:1542302
Ozero Chermenkovo	id=g:1542303
Ozero Bab’ye	id=g:1542304
Urochishche Tsyganka	id=g:1542305
Ozero Dolgoye	id=g:1542306
Urochishche Yelan’	id=g:1542307
Ozero Chërtovo	id=g:1542308
Ozero Pes’yanoye	id=g:1542309
Boloto Panino	id=g:1542310
Boloto Savinskoye	id=g:1542311
Urochishche Lebyazh’ye Ozero	id=g:1542312
Urochishche Ovech’ye Boloto	id=g:1542313
Urochishche Botnichikhino Boloto	id=g:1542314
Urochishche Mokhovoye	id=g:1542315
Log Baturinskiy	id=g:1542316
Urochishche Shalgino	id=g:1542317
Urochishche Syroye	id=g:1542318
Boloto Sukhoye	id=g:1542319
Boloto Borkino	id=g:1542320
Urochishche Bol’shoye Boloto	id=g:1542321
Urochishche Klyukvennoye Boloto	id=g:1542322
Urochishche Anan’ino Boloto	id=g:1542323
Urochishche Butyry	id=g:1542324
Urochishche Yevsino	id=g:1542325
Urochishche Savinskoye	id=g:1542326
Soldyanka	id=g:1542328
Boloto Lomovoye	id=g:1542329
Ozero Mogil’noye	id=g:1542330
Ozero Tishkovo	id=g:1542331
Lesnyye Gorki	id=g:1542332
Poluostrov Berëzovyy Mys	id=g:1542333
Mys Shabanov	id=g:1542334
Boloto Istochnoye	id=g:1542335
Ozero Chërnoye	id=g:1542336
Ozero Malyye Kapidony	id=g:1542337
Ozero Bol’shiye Kapidony	id=g:1542338
Ozero Masli	id=g:1542339
Ozero Borovoye	id=g:1542340
Ozero Ganinskoye	id=g:1542341
Ozero Burenino	id=g:1542342
Urochishche Kordon Khodchinskiy	id=g:1542343
Urochishche Kozlovskiy Proval	id=g:1542344
Urochishche Khodchinskiy Proval	id=g:1542345
Ozero Ster’khovo	id=g:1542346
Ozero Mokhovoye	id=g:1542347
Ozero Bol’shoye Kremlëvskoye	id=g:1542348
Ozero Maloye Kremlëvskoye	id=g:1542349
Boloto Sogra	id=g:1542350
Boloto Kirillovo	id=g:1542351
Ostrov Pobedin Mys	id=g:1542352
Ozero Uglovoye	id=g:1542353
Ozero Okunëvskoye	id=g:1542354
Ozero Linevskoye	id=g:1542355
Boloto Guberlinskaya Sogra	id=g:1542356
Ozero Lebyazh’ye	id=g:1542357
Boloto Dolgiy Mys	id=g:1542358
Boloto Stolby	id=g:1542359
Ozero Trostyanoye	id=g:1542360
Boloto Vorob’yevskaya Sogra	id=g:1542361
Boloto Zaseka	id=g:1542362
Urochishche Vysokiy Bor	id=g:1542363
Ozero Kulikovo	id=g:1542364
Ozero Bol’shoye Beloye	id=g:1542365
Patrakova	id=g:1542366
Chineyevskiy Uchastok	id=g:1542367
Boloto Blizhneye Zaymishche	id=g:1542368
Boloto Dal’neye Zaymishche	id=g:1542369
Urochishche Zaymishche	id=g:1542370
Urochishche Zvonareva	id=g:1542371
Boloto Zaseka	id=g:1542372
Boloto Mokhovoye	id=g:1542373
Medvezh’ye	id=g:1542374
Urochishche Kremlëvskoye	id=g:1542375
Urochishche Lebyazhka	id=g:1542376
Urochishche Bol’shoy Dol	id=g:1542377
Boloto Tarasikha	id=g:1542378
Boloto Krasnoye Zaymishche	id=g:1542379
Boloto Dal’niy Kotlovan	id=g:1542380
Urochishche Korolëvka	id=g:1542381
Urochishche Neryakhino	id=g:1542382
Urochishche Pustovalovo	id=g:1542383
Ozero Kruglen’koye	id=g:1542384
Urochishche Pervomayskoye	id=g:1542385
Ozero Pas’yantsevo	id=g:1542387
Log Afonino	id=g:1542388
Log Klyuchi	id=g:1542389
Ozero Koshach’ye	id=g:1542390
Log Sukhoy	id=g:1542391
Boloto Dal’neye	id=g:1542392
Urochishche Dolgiy Kolok	id=g:1542393
Log Otnoga	id=g:1542394
Log Tokarëv	id=g:1542395
Log Laptev	id=g:1542396
Maray	id=g:1542397
Ozero Mit’kino	id=g:1542398
Ozero Savinskoye	id=g:1542399
Urochishche Klepikovo	id=g:1542400
Boloto Sukhoye	id=g:1542401
Boloto Savino	id=g:1542402
Boloto Krushnino	id=g:1542403
Boloto Konushkino	id=g:1542404
Boloto Bogadel’tsevo	id=g:1542405
Boloto Nazarovo	id=g:1542406
Log Yefimov	id=g:1542407
Boloto Klepino	id=g:1542408
Boloto Akafino	id=g:1542409
Boloto Pisarevo	id=g:1542410
Klepechikha	id=g:1542411
Ozero Matveyevo	id=g:1542412
Les Barishikhin	id=g:1542413
Urochishche Simanovo	id=g:1542414
Boloto Gorokhovo	id=g:1542415
Urochishche Krugloye	id=g:1542416
Log Otnoga	id=g:1542417
Log Buyerak	id=g:1542418
Ozero Pes’yanoye	id=g:1542419
Ozero Zakhlamkovo	id=g:1542420
Urochishche Studënyy Kolok	id=g:1542421
Boloto Sukhoye	id=g:1542422
Boloto Sedinkino	id=g:1542423
Log Sladkiy	id=g:1542424
Ozero Malyye Krutali	id=g:1542425
Ozero Kotashevo	id=g:1542426
Urochishche Malorakovo	id=g:1542427
Ozero Beznoskovo	id=g:1542428
Ozero Lebyazh’ye	id=g:1542429
Ozero Maloye Krugloye	id=g:1542430
Ozero Bol’shoye Krugloye	id=g:1542431
Boloto Belaya Glina	id=g:1542432
Log Sorokinskiy	id=g:1542433
Log Bol’shoy Parad	id=g:1542434
Urochishche Shirokaya Lyaga	id=g:1542435
Boloto Khokhly	id=g:1542436
Ozëra Semenikha	id=g:1542437
Boloto Chernilovskoye	id=g:1542438
Ozero Dolgaya Lyaga	id=g:1542439
Urochishche Mezhevoye	id=g:1542440
Mikuliny Ozëra	id=g:1542441
Mezhevaya	id=g:1542442
Ozero Krivoye	id=g:1542443
Ozero Sokolovskoye	id=g:1542444
Les Kungurtsev Kolok	id=g:1542445
Les Afon’kin Kolok	id=g:1542446
Ozero Stanovoye	id=g:1542447
Log Smetanin	id=g:1542448
Les Shogla	id=g:1542449
Urochishche Padun	id=g:1542450
Boloto Kochkovatoye	id=g:1542451
Boloto Mokhovoye	id=g:1542452
Zamiralovskiye Ozëra	id=g:1542453
Ozero Kuz’michi	id=g:1542454
Ozero Kvasy	id=g:1542455
Log Samsonov	id=g:1542456
Stepnaya	id=g:1542457
Log Samsonov	id=g:1542458
Urochishche Yurkovskoye	id=g:1542459
Les Dorniki	id=g:1542460
Urochishche Lyubitel’	id=g:1542461
Ozero Gor’koye	id=g:1542462
Urochishche Shirokaya Lyaga	id=g:1542463
Urochishche Proletarovka	id=g:1542464
Ozero Zakomaldino	id=g:1542465
Urochishche Bakharevka	id=g:1542466
Ozero Slevki	id=g:1542467
Ozero Zaymishche	id=g:1542468
Ozero Rybnoye	id=g:1542469
Boloto Savichevo	id=g:1542470
Kondakovka	id=g:1542471
Ozero Mosharikha	id=g:1542472
Ozero Zaymishche	id=g:1542473
Boloto Sosnovoye	id=g:1542474
Ozero Shkol’noye	id=g:1542475
Ozero Maslovo	id=g:1542476
Balka Talovskaya	id=g:1542477
Urochishche Bol’shoy Dol	id=g:1542478
Kamagan	id=g:1542479
Boloto Tamarevo	id=g:1542480
Boloto Kirovo	id=g:1542481
Boloto Sredneye	id=g:1542482
Boloto Krinich’ye	id=g:1542483
Boloto Ofon’chevo	id=g:1542484
Boloto Bagretsovo	id=g:1542485
Boloto Kos’kino	id=g:1542486
Boloto Sen’kino	id=g:1542487
Boloto Kochkovatoye	id=g:1542488
Boloto Vorotino	id=g:1542489
Boloto Dolgen’koye	id=g:1542490
Boloto Soldatinskoye	id=g:1542491
Ozero Ivonichevo	id=g:1542492
Ozero Marovo	id=g:1542493
Boloto Kocherino	id=g:1542494
Boloto Polovinnoye	id=g:1542495
Ozero Polovinnoye	id=g:1542496
Ozero Noril’noye	id=g:1542497
Ozero Loboznoye	id=g:1542498
Ozero Bozolovo	id=g:1542499
Boloto Goryushnikovo	id=g:1542500
Boloto Krucheno	id=g:1542501
Boloto Kocherino	id=g:1542502
Ozero Nizhneye	id=g:1542503
Boloto Amerikanovka	id=g:1542504
Boloto Bol’shaya Pad’	id=g:1542505
Boloto Botannoye	id=g:1542506
Urochishche Alekseyevka	id=g:1542507
Ozero Alekseyevskoye	id=g:1542508
Boloto Tarasova Pad’	id=g:1542509
Urochishche Kochagyrskoye Boloto	id=g:1542510
Urochishche Kakorikha	id=g:1542511
Ozero Makarovo	id=g:1542512
Ozero Tavolzhanka	id=g:1542513
Boloto Rodina	id=g:1542514
Boloto Pecherskoye	id=g:1542515
Boloto Akitovo	id=g:1542516
Boloto Davydovo	id=g:1542517
Boloto Krugloye	id=g:1542518
Boloto Kitovo	id=g:1542519
Boloto Kurichanovka	id=g:1542520
Urochishche Yershovka	id=g:1542521
Boloto Strizhkovo	id=g:1542522
Boloto Kurovo	id=g:1542523
Urochishche Staykova Pad’	id=g:1542524
Ozero Borovoye	id=g:1542525
Ozero Kudrino	id=g:1542526
Boloto Krivoye	id=g:1542527
Ozero Glubokoye	id=g:1542528
Boloto Mokhovoye	id=g:1542529
Ozero Bezdonnoye	id=g:1542530
Boloto Chayechnoye	id=g:1542531
Boloto Glinkino	id=g:1542532
Boloto Pavino	id=g:1542533
Boloto Mimayevo	id=g:1542534
Boloto Maksenovo	id=g:1542535
Boloto Galyamino	id=g:1542536
Boloto Bashkurovo	id=g:1542537
Boloto Zhuravlinoye	id=g:1542538
Boloto Krokhalevo	id=g:1542539
Boloto Obryadino	id=g:1542540
Boloto Travnoye	id=g:1542541
Boloto Shiryayevo	id=g:1542542
Boloto Paderino	id=g:1542543
Ozero Devyatovo	id=g:1542544
Ozero Groshevo	id=g:1542545
Ozero Tarasovo	id=g:1542546
Urochishche Slivnoye	id=g:1542547
Turbaza Rodina	id=g:1542548
Ivinskaya Mel’nitsa	id=g:1542549
Ozero Ludannoye	id=g:1542550
Boloto Zarosloye	id=g:1542551
Ozero Chasha	id=g:1542552
Boloto Chayechnoye	id=g:1542553
Boloto Klyukvennoye	id=g:1542554
Ozero Noril’noye	id=g:1542555
Boloto Mar’ino	id=g:1542556
Urochishche Ozërki	id=g:1542557
Urochishche Ivino	id=g:1542558
Klyuchevskoy	id=g:1542559
Boloto Sosnovoye	id=g:1542560
Log Sladen’kiy	id=g:1542561
Urochishche Vasil’yevka	id=g:1542562
Urochishche Mayak	id=g:1542563
Urochishche Koligov Klin	id=g:1542564
Log Zverev	id=g:1542565
Putino	id=g:1542566
Boloto Ostanino	id=g:1542567
Boloto Yegorovo	id=g:1542568
Log Osinov	id=g:1542569
Boloto Petkovo	id=g:1542570
Boloto Moshnino	id=g:1542571
Urochishche Sogra	id=g:1542572
Urochishche Logovushka	id=g:1542573
Urochishche Mordosovskaya Pad’	id=g:1542574
Urochishche Shabrovka	id=g:1542575
Urochishche Kosmak	id=g:1542576
Urochishche Bakshanova Pad’	id=g:1542577
Ozero Shustovo	id=g:1542578
Boloto Medvezh’ye	id=g:1542579
Urochishche Kokorina Pad’	id=g:1542580
Urochishche Chasha	id=g:1542581
Boloto Dëmino	id=g:1542582
Boloto Bakshanovo	id=g:1542583
Boloto Neskino	id=g:1542584
Urochishche Grachinyy Kolok	id=g:1542585
Urochishche Krestiki	id=g:1542586
Boloto Studënoye	id=g:1542587
Urochishche Zaykovo Boloto	id=g:1542588
Boloto Sogra	id=g:1542589
Novyy Posëlok	id=g:1542590
Pad’	id=g:1542591
Urochishche Chapurino	id=g:1542592
Ozero Rassol’noye	id=g:1542593
Ozero Gor’koye	id=g:1542594
Gora Shiskina	id=g:1542595
Urochishche Fakel	id=g:1542596
Urochishche Yelshino	id=g:1542597
Boloto Kukuy	id=g:1542598
Boloto Dolgoye	id=g:1542599
Log Suslinka	id=g:1542600
Urochishche Korotovskoye Boloto	id=g:1542601
Urochishche Kul’turnoye Boloto	id=g:1542602
Prud Belousov	id=g:1542603
Balka Talovskaya	id=g:1542604
Ozero Lebyazh’ye	id=g:1542605
Urochishche Dudino	id=g:1542606
Ozero Rychagovka	id=g:1542607
Boloto Sukhoye	id=g:1542608
Urochishche Zaymishche	id=g:1542609
Urochishche Peskovskoye	id=g:1542610
Boloto Belyakovka	id=g:1542611
Boloto Ivankovo	id=g:1542612
Urochishche Goryachkiny Izbushki	id=g:1542613
Log Saygun	id=g:1542614
Les Zhukovskaya Dacha	id=g:1542615
Boloto Rzhavoye	id=g:1542616
Boloto Obanino	id=g:1542617
Urochishche Sogra	id=g:1542618
Urochishche Belaya Glina	id=g:1542619
Boloto Povonnoye	id=g:1542620
Urochishche Kleshchëvy Izbushki	id=g:1542621
Urochishche Surovo	id=g:1542622
Boloto Opushka	id=g:1542623
Boloto Shchebenoye	id=g:1542624
Prud Zhelezinka	id=g:1542625
