Insarro	id=g:334138
Comeca	id=g:340515
Combolata	id=g:340516
Malca Combo	id=g:340517
Combira	id=g:340518
Combata	id=g:340519
Comaton	id=g:340520
Comata	id=g:340521
Comale	id=g:340522
Com	id=g:340525
Colu	id=g:340526
Colqualuque	id=g:340527
Cologue	id=g:340528
Collo	id=g:340529
Collit	id=g:340530
Coldei	id=g:340531
Colcol	id=g:340532
Colbo	id=g:340533
Gara Colba	id=g:340534
Colba	id=g:340535
Colba	id=g:340536
Cola Siba	id=g:340537
Colaris	id=g:340538
Cola	id=g:340539
Coia	id=g:340540
Cogo Dalla	id=g:340543
Cogobbe	id=g:340544
Cogi	id=g:340545
Coggia	id=g:340546
Cofla	id=g:340548
Coeti	id=g:340550
Codda	id=g:340551
Cocomet	id=g:340554
Cocobaito	id=g:340555
Cocob	id=g:340556
Cochebi Raja	id=g:340559
Coccia	id=g:340560
Coccia	id=g:340561
Cocauo	id=g:340562
Cocaieca	id=g:340563
Cocai	id=g:340564
Cobbo	id=g:340566
Cobbo	id=g:340567
Cobat	id=g:340568
Kobar	id=g:340569
Clarke	id=g:340570
Ciuta	id=g:340571
Ciuraccia	id=g:340572
Ciro	id=g:340573
Cira Muchio	id=g:340574
Cira Irmata	id=g:340575
Ciorso	id=g:340576
Ciorra	id=g:340577
Ciono	id=g:340578
Ciollie	id=g:340579
Ciollie	id=g:340580
Cioghi	id=g:340581
Cioga	id=g:340582
Cioffe	id=g:340583
Ciobo	id=g:340584
Ciobi	id=g:340585
Ciobbi	id=g:340586
Cini	id=g:340587
Cimo	id=g:340589
Cimbia	id=g:340590
Cillacci	id=g:340591
Ciauaca	id=g:340594
Ciarveta Gheorghis	id=g:340595
Ciarveta	id=g:340596
Ciarucco	id=g:340597
Ciarduqua	id=g:340598
Ciarduqua	id=g:340599
Ciarasiga	id=g:340600
Ciara	id=g:340602
Cianna	id=g:340603
Ciancio Gefersa	id=g:340605
Ciamara	id=g:340606
Ciam	id=g:340607
Cialud	id=g:340608
Cialla	id=g:340609
Ciaia	id=g:340610
Ciai	id=g:340611
Ciaffa	id=g:340613
Ciafei	id=g:340614
Ciafa	id=g:340615
Ciacu	id=g:340616
Ciabo	id=g:340618
Ciabis Dol	id=g:340619
Ciabi	id=g:340620
Ciabi	id=g:340621
Ciabera	id=g:340622
Ciabbi	id=g:340624
Ciababa	id=g:340625
Ciaani	id=g:340627
Ch’wahīt	id=g:340628
Ch’utu Nene	id=g:340629
Ch’u Shet’	id=g:340630
Ch’u Shelek’o	id=g:340631
Chunna Borbor	id=g:340632
Ch’ungwa	id=g:340633
Ch’undē	id=g:340634
Chumba	id=g:340635
Ch’ulul Shet’	id=g:340636
Ch’ulul Shet’	id=g:340637
Ch’ulul Shet’	id=g:340638
Ch’ulul Shet’	id=g:340639
Ch’ulul Shet’	id=g:340640
Ch’ulul Shelek’o	id=g:340641
Ch’ululo	id=g:340642
Chulanca	id=g:340643
Ch’ula’indīlu Bota	id=g:340644
Chula	id=g:340645
Ch’uk’ulu	id=g:340646
Ch’uk’a Gebri’ēl Bēte Kristīyan	id=g:340647
Ch’uka	id=g:340648
Ch’ufī Shet’	id=g:340649
Ch’ufī	id=g:340650
Ch’ufē	id=g:340651
Ch’uch’ē Kurē	id=g:340652
Ch’otē	id=g:340653
Ch’orora	id=g:340654
Ch’orora	id=g:340655
Ch’orēba Shet’	id=g:340656
Ch’orē Āmba	id=g:340657
Ch’ora	id=g:340658
Ch’onkor	id=g:340659
Ch’omen Regreg	id=g:340660
Ch’omē Mēda	id=g:340661
Ch’omē	id=g:340662
Ch’omē	id=g:340663
Ch’oma Shet	id=g:340664
Choma	id=g:340665
Ch’olē Shet’	id=g:340666
Ch’olē Shet’	id=g:340667
Ch’olē	id=g:340668
Ch’olē	id=g:340669
Ch’okl’wa	id=g:340670
Ch’okorsa Shet’	id=g:340671
Ch’ok’orsa	id=g:340672
Ch’ok’ē Terara	id=g:340673
Ch’ok’ē	id=g:340674
Ch’ogo Wenz	id=g:340675
Ch’ofīra	id=g:340676
Ch’och’o	id=g:340677
Ch’och’ī Wenz	id=g:340678
Ch’och’īr Wenz	id=g:340679
Ch’obī	id=g:340680
Ch’obī	id=g:340681
Ch’obī	id=g:340682
Ch’obī	id=g:340683
Ch’obē	id=g:340684
Ch’oba	id=g:340685
Ch’ītu Hāyk’	id=g:340686
Ch’ītu Desēt	id=g:340687
Ch’itu Bēk’elo Desēt	id=g:340688
CH’īTU	id=g:340689
CH’īTU	id=g:340690
CH’īTU	id=g:340691
Chitu	id=g:340692
Chitti	id=g:340693
Chittachitta Mariam	id=g:340694
Chitar	id=g:340695
Chismariet	id=g:340696
Ch’īsa Shet’	id=g:340697
Ch’isa	id=g:340698
Chīru Shet’	id=g:340699
Ch’īro Shet’	id=g:340700
Ch’iro Shet’	id=g:340701
Ch’iro Bahir Shet’	id=g:340702
Chirme	id=g:340703
Ch’irk’ī	id=g:340704
Ch’irī Shet’	id=g:340705
Ch’irī Shet’	id=g:340706
Chirira	id=g:340707
Chirim	id=g:340708
Ch’irīk’feto	id=g:340709
Ch’irī Āger	id=g:340710
Ch’irī Āger	id=g:340711
Ch’īrī	id=g:340712
Ch’irī	id=g:340713
Ch’irī	id=g:340714
Ch’irī	id=g:340715
Ch’īrfa Lideta Maryam Bēte Kristīyan	id=g:340716
Ch’īrfa Bota	id=g:340717
Ch’īrfa	id=g:340718
Ch’īrfa	id=g:340719
Ch’īret’ē	id=g:340720
Ch’īrecha Shet’	id=g:340721
Ch’irēcha Shet’	id=g:340722
Ch’irecha Shet’	id=g:340723
Ch’īrecha Shet’	id=g:340724
Ch’irecha Medhanē ‘Alem Bēte	id=g:340725
Ch’irēcha Bekeka	id=g:340726
Ch’irecha Be‘ale Weld Bēte Kristīyan	id=g:340727
Ch’īrecha	id=g:340728
Ch’irēcha	id=g:340729
Ch’irecha	id=g:340730
Ch’irecha	id=g:340731
Ch’irecha	id=g:340732
Ch’irecha	id=g:340733
Ch’īrē	id=g:340734
Chirchin	id=g:340735
Chirchemesce	id=g:340736
Ch’ira Shet’	id=g:340737
Ch’irarwa	id=g:340738
Ch’irarwa	id=g:340739
Ch’iraro Bota	id=g:340740
Ch’īra Bota	id=g:340741
Chira Bilala	id=g:340742
Ch’īra	id=g:340743
Ch’ira	id=g:340744
Ch’intoy	id=g:340745
Ch’inī Shet’	id=g:340747
Ch’īnīna Shet’	id=g:340748
Ch’īnīna	id=g:340749
Ch’īnī	id=g:340750
Ch’inē Gawa Bota	id=g:340751
Chincha	id=g:340752
Ch’īna Hasen	id=g:340754
Chimue	id=g:340755
Ch’imshī	id=g:340756
Ch’imit Shet’	id=g:340757
Ch’imbil	id=g:340758
Ch’imba Bota	id=g:340759
Chilwa	id=g:340760
Chilti	id=g:340761
Chilonaha	id=g:340762
Chillelu	id=g:340763
Chille	id=g:340764
Ch’īlīmo	id=g:340765
Ch’īlīmo	id=g:340766
Ch’īlīmo	id=g:340767
Chīlībra	id=g:340768
Ch’ilgī	id=g:340769
Ch’ilga Āwraja	id=g:340770
Ch’īlē Shet’	id=g:340771
Ch’ilema Washa	id=g:340772
Ch’ilelo	id=g:340773
Ch’ilelo	id=g:340774
Ch’ilelo	id=g:340775
Chīlehīyo	id=g:340776
Chilarwa	id=g:340778
Ch’ilank’o Polīs Sefer	id=g:340779
Ch’ilalo Terara	id=g:340780
Ch’ilalo Bota	id=g:340781
Ch’ilalo Āwraja	id=g:340782
Ch’ilak’ira Tekle Haymanot Bēte	id=g:340783
Ch’ilak’ira	id=g:340784
Ch’ila	id=g:340785
Chila	id=g:340786
Ch’iko	id=g:340787
Ch’ik’lē	id=g:340788
Ch’ik’īlē Shet’	id=g:340789
Ch’īk’ē Terara	id=g:340790
Ch’ik’ara	id=g:340791
Ch’ik’a Ma’ādī Shet’	id=g:340792
Ch’īk’ach	id=g:340793
Ch’i’imīt Shet’	id=g:340794
Ch’īftu	id=g:340795
Chifrigoch Tekle Haymanot Bēte Kristīyan	id=g:340796
Ch’īfra Mesgīd	id=g:340797
Ch’īfra Mēda	id=g:340798
Ch’īfra	id=g:340799
Ch’ifra	id=g:340800
Ch’īfeta	id=g:340801
Ch’īfara	id=g:340802
Ch’ifar	id=g:340803
Chidole	id=g:340805
Chīdo	id=g:340806
Chidi	id=g:340807
Ch’idara Bota	id=g:340808
Ch’idara	id=g:340809
Chidani Meret	id=g:340810
Chidane Meheret	id=g:340811
Chidana Micrat	id=g:340812
Ch’īda	id=g:340813
Ch’ich’imara	id=g:340814
Chichilla	id=g:340815
Chichela	id=g:340817
Chiccio	id=g:340818
Chibu	id=g:340819
Chibo	id=g:340821
Ch’ībīsa Bota	id=g:340822
Chibidaha	id=g:340823
Ch’ibas	id=g:340825
Ch’ibach’ibasa	id=g:340826
Chiafe	id=g:340828
Ch’eza	id=g:340829
Ch’eye Shet’	id=g:340830
Ch’ew Wiha	id=g:340831
Ch’ew Ber	id=g:340832
Chevena	id=g:340833
Chetzin Calat	id=g:340834
Ch’estomas	id=g:340835
Chessad Afoton	id=g:340839
Chesciat Abo	id=g:340840
Chechin	id=g:340841
Cherre	id=g:340842
Cherrake	id=g:340843
Cherosh Wenz	id=g:340844
Cherna	id=g:340845
Ch’erk’wa	id=g:340846
Ch’erk’wa	id=g:340847
Ch’erkaka	id=g:340848
Cherīt	id=g:340849
Cherim Thileh	id=g:340850
Ch’erī	id=g:340851
Ch’erī	id=g:340852
Cheri	id=g:340853
Ch’ergugo	id=g:340854
Ch’erer Shet’	id=g:340855
Cherē Mīka’ēl Bēte Kristīyan	id=g:340856
Cherē Āmba	id=g:340857
Cherē	id=g:340858
Ch’erch’er Terara	id=g:340859
Ch’erch’er na Ādal na Gara Guracha Āwraja	id=g:340860
Ch’erch’er Bota	id=g:340861
Ch’erch’er	id=g:340862
Ch’erch’er	id=g:340863
Ch’erch’er	id=g:340864
Ch’erch’er	id=g:340865
Ch’erch’er	id=g:340866
Ch’erch’er	id=g:340867
Ch’erch’er	id=g:340868
Ch’erch’er	id=g:340869
Cherbra	id=g:340870
Ch’erber	id=g:340871
Ch’eray	id=g:340872
Cheraro Medhanē ‘Alem Bēte Kristīyan	id=g:340873
Cheraro	id=g:340874
Cherari	id=g:340875
Cheranza	id=g:340876
Chera Gudde	id=g:340877
Chera	id=g:340878
Ch’er	id=g:340879
Ch’ep’o	id=g:340880
Debra Chente	id=g:340882
Ch’enta	id=g:340883
Chent	id=g:340884
Ch’eno	id=g:340885
Ch’eno	id=g:340886
Chenker	id=g:340887
Ch’engī Shet’	id=g:340888
Ch’engī Shet’	id=g:340889
Ch’engē	id=g:340890
Ch’enfa Shet’	id=g:340891
Ch’enenī	id=g:340892
Chenefer	id=g:340893
Ch’endefo	id=g:340894
Chendam	id=g:340895
Chencher	id=g:340896
Ch’ench’a	id=g:340897
Ch’ena Mīka’ēl Bēte Kristīyan	id=g:340899
Ch’ena Bota	id=g:340901
Ch’emrorē	id=g:340902
Ch’emoga Shet’	id=g:340903
Ch’emoga	id=g:340904
Ch’emero	id=g:340905
Ch’emerī Mīka’ēl Bēte Kristīyan	id=g:340906
Ch’emerī	id=g:340907
Ch’emerī	id=g:340908
Ch’emerē Shet’	id=g:340909
Ch’emerē	id=g:340910
Chemē	id=g:340911
Chembibit	id=g:340912
Ch’emanch’emo Shet’	id=g:340913
Ch’elo	id=g:340915
Chella del Ghibie	id=g:340916
Chella	id=g:340917
Chella	id=g:340918
Chella	id=g:340919
Chella	id=g:340920
Chella	id=g:340921
Chella	id=g:340922
Chella	id=g:340923
Chella	id=g:340924
Chella	id=g:340925
Ch’elk’o K’īrk’os Bēte Kristīyan	id=g:340926
Ch’elīya Yeka	id=g:340927
Ch’elīsho Bota	id=g:340928
Chelim	id=g:340929
Ch’elī Hāyk’	id=g:340930
Chelia	id=g:340931
Chelī	id=g:340932
Ch’eleysa	id=g:340933
Ch’eleway Shet’	id=g:340934
Ch’elenk’o Timhirt Bēt	id=g:340935
Ch’elenk’o K’aroda YeTerara Ch’af	id=g:340936
Ch’elenk’o Be‘ale Weld Bēte Kristīyan	id=g:340937
Ch’elenk’o	id=g:340938
Chelena	id=g:340940
Ch’elemo	id=g:340941
Ch’elemīt Shet’	id=g:340942
Ch’elema Dur Bota	id=g:340943
Ch’elema Dur	id=g:340944
Ch’elelek’tu	id=g:340945
Ch’elelek’ī Tereter	id=g:340946
Ch’elelek’ī Shet’	id=g:340947
Ch’elelek’ī Shet’	id=g:340948
Ch’elelek’ī Regreg	id=g:340949
Ch’elelek’ī	id=g:340950
Ch’elelek’ī	id=g:340951
Ch’elelek’a	id=g:340952
Ch’elelek’a	id=g:340953
Ch’elelek’a	id=g:340954
Ch’elelek’a	id=g:340955
Ch’elek’uma	id=g:340956
Ch’elek’ot Silasē Bēte Kristīyan	id=g:340957
Ch’elek’ot	id=g:340958
Ch’elek’lek’a Hāyk’	id=g:340959
Ch’elek’ilek’a Shet’	id=g:340960
Ch’elek’ī	id=g:340961
Ch’elek’ī	id=g:340962
Ch’elek’a Shet’	id=g:340963
Ch’eleba Silasē Bēte Kristīyan	id=g:340964
Ch’eleba	id=g:340965
Chelē	id=g:340966
Chelala	id=g:340967
Chelala	id=g:340968
Chelaica	id=g:340969
Ch’elago	id=g:340970
Ch’ek’orsa Bota	id=g:340971
Ch’ek’orsa	id=g:340972
Ch’ek’on	id=g:340973
Ch’ek’ol	id=g:340974
Ch’ekerefta	id=g:340975
Ch’ek’amadet Shet’	id=g:340976
Ch’ēka	id=g:340977
Ch’ek	id=g:340978
Cheichei	id=g:340979
Cheha	id=g:340980
Ch’egwaro	id=g:340981
Ch’egwar Kudo	id=g:340982
Ch’egen	id=g:340983
Ch’efē Serē Shet’	id=g:340985
Ch’efē Michīny	id=g:340986
Ch’efē Medhanē ‘Alem Bēte Kristīyan	id=g:340987
Ch’efēk’uma	id=g:340988
Ch’efē K’ora	id=g:340989
Ch’efē Hawiy	id=g:340990
Ch’efē Hana Maryam Bēte Kristīyan	id=g:340991
Ch’efē Guratī	id=g:340992
Ch’efē Donsa	id=g:340993
Ch’efē Dadī	id=g:340994
Chefecha	id=g:340995
Ch’efē Bukī	id=g:340996
Ch’efē Bota	id=g:340997
Ch’efē Bisil	id=g:340998
Ch’efē Ānenī Bota	id=g:340999
Ch’efē Ānenī	id=g:341000
Ch’efē Āba Gowē	id=g:341001
Ch’efē	id=g:341002
Ch’efē	id=g:341003
Ch’efē	id=g:341004
Ch’efē	id=g:341005
Ch’efē	id=g:341006
Ch’efē	id=g:341007
Ch’efē	id=g:341008
Ch’efē	id=g:341009
Ch’efa Bad	id=g:341010
Ch’efa	id=g:341011
Chef	id=g:341012
Cheddus	id=g:341014
Chedas Micael	id=g:341015
Chedar Amba	id=g:341016
Chedada	id=g:341018
Ch’ech’ebdu	id=g:341019
Chebrit Ale	id=g:341020
Ch’ēbo na Guragē Āwraja	id=g:341021
Ch’ebī	id=g:341022
Ch’eberē Maryam Bēte Kristīyan	id=g:341024
Ch’eberē	id=g:341025
Ch’eberē	id=g:341026
Ch’ebera Katolīk Mīsīyon	id=g:341027
Ch’ebera Bota	id=g:341028
Ch’ebera	id=g:341029
Ch’eber	id=g:341030
Ch’ebek’a	id=g:341031
Ch’ebē Bota	id=g:341032
Ch’e’āmes Kebet Bota	id=g:341033
Ch’e’āmes Kebet	id=g:341034
Ch’awo Shet’	id=g:341035
Ch’at Wiha	id=g:341037
Ch’atu Shet’	id=g:341038
Ch’aso	id=g:341039
Chasa	id=g:341040
Ch’aro Yeterara Ch’af	id=g:341041
Ch’arolē	id=g:341042
Ch’ara	id=g:341043
Ch’ank’ē	id=g:341044
Ch’ank’ē	id=g:341045
Ch’ank’a	id=g:341046
Ch’ank’	id=g:341047
Ch’angē Mīka’ēl Bēte Kristīyan	id=g:341048
Ch’angē	id=g:341049
Ch’angē	id=g:341050
Chandrīs Siga Fabrīka	id=g:341051
Ch’ando Gebri’ēl Bēte Kristīyan	id=g:341052
Ch’ando	id=g:341053
Ch’ando	id=g:341054
Ch’ando	id=g:341055
Ch’ando	id=g:341056
Ch’andiba	id=g:341057
Ch’andiba	id=g:341058
Ch’anch’o Timhirt Bēt	id=g:341059
Ch’anch’o Shet’	id=g:341060
Ch’anch’o Shet’	id=g:341061
Ch’anch’o Shet’	id=g:341062
Ch’anch’o Shet’	id=g:341063
Ch’anch’o Shet’	id=g:341064
Ch’anch’o Shet’	id=g:341065
Ch’anch’o Shet’	id=g:341066
Ch’anch’o Shet’	id=g:341067
Ch’anch’o Maryam Bēte Kristīyan	id=g:341068
Ch’anch’o Gefersa	id=g:341069
Ch’anch’o	id=g:341070
Ch’anch’o	id=g:341071
Ch’anch’o	id=g:341072
Ch’anch’o	id=g:341073
Ch’anch’o	id=g:341074
Ch’anch’o	id=g:341075
Ch’anch’o	id=g:341076
Ch’anch’o	id=g:341077
Ch’anch’o	id=g:341078
Ch’anch’o	id=g:341079
Ch’anch’o	id=g:341080
Ch’anch’ayo	id=g:341081
Chana Qawchi	id=g:341082
Ch’an	id=g:341083
Chamuk	id=g:341084
Ch’amo Hāyk’	id=g:341085
Ch’amo	id=g:341086
Chami	id=g:341087
Ch’amak’	id=g:341088
Ch’altu	id=g:341089
Ch’altē	id=g:341090
Ch’alma	id=g:341091
Challa	id=g:341092
Ch’alī YeTerara Ch’af	id=g:341093
Ch’alī Terara	id=g:341094
Ch’alchīs Terara	id=g:341095
Ch’ala Denk’enye’ā	id=g:341096
Ch’ak’irna	id=g:341097
Ch’ak’et Bota	id=g:341098
Ch’aketa	id=g:341099
Ch’ak’eta	id=g:341100
Chair Debin	id=g:341101
Ch’aha’ī	id=g:341102
Chagne	id=g:341103
Ch’agel Āmanu’ēl Bēte Kristīyan	id=g:341104
Ch’agel	id=g:341105
Ch’ach’k’una	id=g:341106
Ch’ach’atu Fil Wiha	id=g:341107
Ch’ach’at	id=g:341108
Ch’ach’a Shet’	id=g:341109
Chachane Ariti	id=g:341110
Ch’ach’a	id=g:341111
Chach	id=g:341112
Ch’abu Shet’	id=g:341113
Ch’abo	id=g:341114
Ch’abir Mark’os Bēte Kristīyan	id=g:341115
Ch’abir Gebriēl Bēte Kristīyan	id=g:341116
Ch’abir	id=g:341117
Chabich	id=g:341118
Chabich	id=g:341119
Chabbi	id=g:341120
Ch’a’ā Shet’	id=g:341121
Cetta	id=g:341122
Malca Cerretti	id=g:341123
Ceri	id=g:341124
Malca Cereccio	id=g:341125
Celti	id=g:341126
Cellalaca	id=g:341128
Celguana	id=g:341129
Celecot	id=g:341130
Celao	id=g:341131
Cegalo Afata	id=g:341132
Cefa	id=g:341133
Cecceco	id=g:341134
Cavado	id=g:341135
Cauan	id=g:341136
Caua	id=g:341137
Cau	id=g:341138
Cau	id=g:341139
Catugola	id=g:341140
Catuele	id=g:341141
Catri Gua	id=g:341142
Cato	id=g:341143
Catab	id=g:341146
Cassi	id=g:341149
Cassali	id=g:341150
Casieno	id=g:341151
Casiagur	id=g:341152
Cascio	id=g:341153
Cascemi	id=g:341154
Casa Jesus	id=g:341156
Carua Mariam	id=g:341159
Cartil	id=g:341160
Cartati	id=g:341161
Carsa Ghesce	id=g:341162
Carrifatu	id=g:341164
Carri	id=g:341165
Carra Mara	id=g:341166
Carraiu	id=g:341167
Carraiu	id=g:341168
Carraia	id=g:341169
Carrabalci	id=g:341170
Carra	id=g:341171
Carra	id=g:341172
Carra	id=g:341173
Carni	id=g:341176
Carma	id=g:341178
Carinta Chenleh	id=g:341180
Carindere	id=g:341181
Cari	id=g:341182
Cargialo	id=g:341183
Carcarset	id=g:341185
Caraga	id=g:341187
Caraboghe	id=g:341188
Cara	id=g:341189
Cara	id=g:341190
Cara	id=g:341191
Capta Messil	id=g:341192
Capotinac	id=g:341193
Capi	id=g:341194
Canzuro	id=g:341195
Cantiere	id=g:341197
Canta	id=g:341198
Canta	id=g:341199
Caniss	id=g:341200
Canechi	id=g:341202
Candoa	id=g:341203
Campau	id=g:341206
Camo	id=g:341207
Kamo	id=g:341208
Cammu	id=g:341209
Cambildge	id=g:341211
Camagna	id=g:341212
Cama	id=g:341213
Calub	id=g:341215
Calloh	id=g:341216
Calle	id=g:341217
Caligi	id=g:341219
Calegur	id=g:341221
Calega	id=g:341222
Calciati	id=g:341223
Calcal	id=g:341224
Calata	id=g:341225
Calalachi	id=g:341227
Cala Gud	id=g:341228
Malca Caita	id=g:341229
Caic	id=g:341231
Caia	id=g:341232
Caia	id=g:341233
Caho	id=g:341234
Cagiagur	id=g:341236
Cagelo Budonaro	id=g:341237
Cafulle	id=g:341238
Caffa	id=g:341241
Caffa	id=g:341242
Caena Tesama	id=g:341243
Caddabassa	id=g:341247
Cacuaha	id=g:341248
Cacombili	id=g:341249
Cacia	id=g:341251
Tulu Cachir	id=g:341252
Cac-ha	id=g:341255
Caccin Ua	id=g:341256
Cacciamo	id=g:341257
Cacciam	id=g:341258
Cabura	id=g:341259
Cabura	id=g:341260
Cabuia	id=g:341262
Cabtai	id=g:341263
Cabrin	id=g:341264
Cabriau Calaleh	id=g:341266
Cabobe	id=g:341267
Cabenaua	id=g:341271
Cabedleh	id=g:341272
Cabba	id=g:341273
Cabba	id=g:341274
Cabata	id=g:341275
Cabana	id=g:341276
Cabahot	id=g:341278
Caba	id=g:341279
Buzzani	id=g:341280
Buyo	id=g:341281
Buyema	id=g:341282
Buya Terara	id=g:341283
Buya Shet’	id=g:341284
Buya Desēt	id=g:341285
Buya	id=g:341286
Buya	id=g:341287
Buya	id=g:341288
Buvilla	id=g:341289
Butunī Wenz	id=g:341290
But’ulī	id=g:341291
Butta	id=g:341292
Butījī YePolīs Sefer	id=g:341293
Butījī Shet’	id=g:341294
Butī	id=g:341295
Bute Giarti	id=g:341296
Butajīra	id=g:341297
Buta Bota	id=g:341298
Buta	id=g:341299
Busulē Shet’	id=g:341300
Bussaba	id=g:341302
Bussa	id=g:341303
Buslē	id=g:341304
Busk’ulk’ul Shet’	id=g:341305
Buski	id=g:341306
Busī Dīma Shet’	id=g:341307
Bushu Korebta	id=g:341308
Bushī	id=g:341309
Bushana Bota	id=g:341310
Buseyo Shet’	id=g:341311
Buscianne	id=g:341312
Buscia	id=g:341313
Busa Shet’	id=g:341314
Busa	id=g:341315
Busa	id=g:341316
Busa	id=g:341317
Busa	id=g:341318
Busa	id=g:341319
Busa	id=g:341320
Burusa	id=g:341321
Burusa	id=g:341322
Bururu	id=g:341323
El Bururi	id=g:341324
Bururi	id=g:341325
Buruole	id=g:341326
Burunk’o	id=g:341327
Buruk’itu	id=g:341328
Bur Ueber	id=g:341329
Buru	id=g:341330
Buru	id=g:341331
Buru	id=g:341332
Buru	id=g:341333
Buru	id=g:341334
Burtura	id=g:341335
Burto	id=g:341336
Burta En	id=g:341338
Bursa	id=g:341339
Buro Mīka’ēl Bēte Kristīyan	id=g:341340
Buro Gabriet	id=g:341341
Buro Dughei	id=g:341342
Buro	id=g:341343
Buro	id=g:341344
Buro	id=g:341345
Buro	id=g:341346
Buro	id=g:341347
Burkuntē	id=g:341348
Burk’ītu	id=g:341349
Burk’ik’ē	id=g:341350
Burk’a Shet’	id=g:341351
Burk’a Shet’	id=g:341352
Burk’a Shet’	id=g:341353
Burk’a Shet’	id=g:341354
Burk’a Shet’	id=g:341355
Burk’a Shet’	id=g:341356
Burk’a Shet’	id=g:341357
Burk’a Shet’	id=g:341358
Burk’asa	id=g:341359
Burk’a Racha Shet’	id=g:341360
Burk’a Mīka’ēl Bēte Kristīyan	id=g:341361
Burk’a Jero	id=g:341362
Burk’a Jebī	id=g:341363
Burk’a Gudo	id=g:341364
Burka Derek’ Hāyk’	id=g:341365
Burka Darro	id=g:341366
Burka Dare	id=g:341367
Burka Bota	id=g:341368
Burk’a Ābdosh	id=g:341369
Burk’a	id=g:341370
Burk’a	id=g:341371
Burk’a	id=g:341372
Burk’a	id=g:341373
Burk’a	id=g:341374
Burk’a	id=g:341375
Burk’a	id=g:341376
Burka	id=g:341377
Burjī Bota	id=g:341378
Burjī	id=g:341379
Burī Mēda	id=g:341380
Burie	id=g:341381
Buri	id=g:341383
Buri	id=g:341384
Burgot	id=g:341386
Burgal	id=g:341387
Bureya	id=g:341388
Burē Shet’	id=g:341389
Burenn	id=g:341390
Buren Mēda	id=g:341391
Burē Lak’ē	id=g:341392
Burē Bota	id=g:341393
Burē Āshwama Bota	id=g:341394
Burē	id=g:341395
Burē	id=g:341396
Burē	id=g:341397
Burē	id=g:341398
Burē	id=g:341399
Bure	id=g:341400
Burduras	id=g:341401
Burduda	id=g:341402
Burdodi	id=g:341403
Burdesi	id=g:341404
Burda	id=g:341405
Burchuma	id=g:341406
Burch’ī	id=g:341407
Bur Cheir	id=g:341408
Bur Calane	id=g:341409
Burcai	id=g:341410
Burca	id=g:341411
Burca	id=g:341412
Burca	id=g:341413
Burca	id=g:341414
Burca	id=g:341415
Burbura Shet’	id=g:341416
Burbarsa	id=g:341417
Buraylē YeTerara Ch’af	id=g:341418
Burat Shet’	id=g:341419
Bura Terara	id=g:341420
Burar Wenz	id=g:341421
Burana	id=g:341422
Burana	id=g:341423
Burale	id=g:341424
Bur Abbadale	id=g:341425
Bura Ārba	id=g:341426
Bura Ābēbē	id=g:341427
Bura	id=g:341428
Bura	id=g:341429
Bur	id=g:341430
Buol	id=g:341431
Malca Buo	id=g:341432
Bunubba	id=g:341433
Buno Bedelē Āwraja	id=g:341434
Buno	id=g:341435
Buno	id=g:341436
Buno	id=g:341437
Buno	id=g:341438
Bunno	id=g:341439
Bunno	id=g:341440
Bunnaia	id=g:341441
Bun Higli	id=g:341442
Bungala	id=g:341443
Buneya	id=g:341444
Bundī	id=g:341445
Bunda	id=g:341446
Buna Shet’	id=g:341447
Buna	id=g:341448
Bume	id=g:341449
Bume	id=g:341450
Bumbadī	id=g:341451
Bulultu	id=g:341453
Bululo	id=g:341454
Bululo	id=g:341455
Buluk’ē	id=g:341457
Buluk’	id=g:341458
Bultī Dula	id=g:341460
Bulo Shet’	id=g:341461
Bulo Bilal	id=g:341462
Bulo	id=g:341463
Bulo	id=g:341464
Bullassa	id=g:341466
Bullaleh	id=g:341467
Bulk’ī Sudan Intīriyer Mīsīyon	id=g:341469
Bulk’ī	id=g:341470
Bulk’ī	id=g:341471
Bulga	id=g:341472
Bulei	id=g:341473
Bulē Bota	id=g:341474
Bulē	id=g:341475
Bule	id=g:341476
Buldugum	id=g:341477
Buldīdnē Wenz	id=g:341478
Bulbulo Bota	id=g:341479
Bulbula Shet’	id=g:341480
Bulbula	id=g:341481
Bulbula	id=g:341482
Bulbula	id=g:341483
Bulbula	id=g:341484
Bulbollod	id=g:341485
Bulargē	id=g:341486
Bulan	id=g:341487
Bulaleh	id=g:341488
Bulala	id=g:341489
Bul	id=g:341490
Buku Wenz	id=g:341491
Bukur	id=g:341492
Buku	id=g:341493
Buko	id=g:341494
Buko	id=g:341495
Buko	id=g:341496
Buko	id=g:341497
Buko	id=g:341498
Bukero	id=g:341499
Bukero	id=g:341500
Buke Mesho	id=g:341501
Bukē	id=g:341502
Buk’ata	id=g:341503
Bu’ī Mīka’ēl Bēte Kristīyan	id=g:341505
Buie	id=g:341506
Bu’ī	id=g:341508
Bu’ī	id=g:341509
Bugi	id=g:341511
Bugaya	id=g:341512
Bugarī	id=g:341513
Bugadi	id=g:341514
Bufelī	id=g:341515
Bufe	id=g:341516
Buduluc	id=g:341517
Budo Bota	id=g:341518
Budessa Chera	id=g:341519
Bude	id=g:341520
Buddi	id=g:341521
Budda	id=g:341522
Budamada Hāyk’	id=g:341523
Budaia	id=g:341524
Buchumen Korebta	id=g:341526
Bucho	id=g:341527
Bucho	id=g:341528
Buch’īsī	id=g:341529
Buchi	id=g:341530
Mai Buchena	id=g:341531
