Hācheh Dāghī	id=g:6689142
Emāmzādeh Seyyed Kheẕrī	id=g:6721469
Cham Āb	id=g:6721470
Emāmzādeh Seyyed Raḩmān	id=g:6721471
Tappehhā-ye Qarah Āghāj	id=g:6721472
Havār	id=g:6721473
Kūh-e Qarāvol	id=g:6721474
Darreh-ye Kaleh Jūb	id=g:6721475
Emāmzādeh Reẕā	id=g:6721476
Darreh-ye Sar Qeyşeh	id=g:6721477
Kūh-e Panj Zāgheh	id=g:6721478
Kūh-e Bāshekan	id=g:6721479
Kūh-e Alborz	id=g:6721480
Kūh-e Kabūdarkhāneh	id=g:6721481
Emāmzādeh Seyyed Javād	id=g:6721482
Emāmzādeh Gharīb	id=g:6721483
Darreh-ye Naz̧ar Kardeh	id=g:6721484
Darreh-ye Sarāb	id=g:6721485
Kūh-e Davāzdah Emām	id=g:6721486
Darreh-ye Gandāb	id=g:6721487
Emāmzādeh Kabūd Savār	id=g:6721488
Darreh-ye Dehgolān	id=g:6721489
Cham-e Gorāb	id=g:6721490
Darreh-ye Ebrāhīmābād	id=g:6721491
Darreh-ye Cham Bāgh	id=g:6721492
Kūh-e Shakhş	id=g:6721493
Kūh-e Qarāvolgāh	id=g:6721494
Dowl-e Kānī-ye Talkh	id=g:6721495
Tappeh-ye Sārūq Khān	id=g:6721496
Darreh-ye Marmar	id=g:6721497
Darreh-ye Chārag	id=g:6721498
Darreh-ye Shārag	id=g:6721499
Rūdkhāneh-ye Owzan Darreh	id=g:6721500
Maqbareh-ye Pīr Ḩoseyn	id=g:6721501
Dowl-e ‘Alīābād	id=g:6721502
Maqbareh-ye Pīr Hezār	id=g:6721503
Khall-e Kohneh	id=g:6721504
Darreh-ye Gāv Mordeh	id=g:6721505
Darreh-ye Gāvmī Jār	id=g:6721506
Rūdkhāneh-ye Qezel Owzan	id=g:6721507
Darreh-ye Cheshmeh Derāz	id=g:6721508
Kūh-e Gar	id=g:6721509
Kūh-e Sarpān	id=g:6721510
Kūh-e Khalkhāl	id=g:6721511
Kūh-e Qezel Nāzār	id=g:6721512
Maqbareh-ye Qezel Nāzār	id=g:6721513
Darreh-ye Sang-e Sīāh	id=g:6721514
Darreh-ye Sang-e Kazhā	id=g:6721515
Kānī Chāy	id=g:6721516
Cham-e Hūrash	id=g:6721517
Kūh-e Dard Āghāj	id=g:6721518
Kūh-e Samūr Sanjbāb	id=g:6721519
Kūh-e Kabūd Savār	id=g:6721520
Kūh-e Pardeh Sangeh	id=g:6721521
Āqbolāgh-e Bar Qal‘eh	id=g:6721522
Ebrāhīmābād-e Pā’īn	id=g:6721523
Rūdkhāneh-ye Vezmān	id=g:6721524
Ḩowzeh-ye Entez̧āmī-ye Dīvāndarreh	id=g:6721525
Maqbareh-ye Seyyed Sharīf	id=g:6721526
Maqbareh-ye Seyyed Ja‘far	id=g:6721527
Behesht-e Moḩammadī	id=g:6721528
Emāmzādeh Seyyed ‘Az̧īm	id=g:6721529
Kānī Charmū	id=g:6721530
Aḩmadābād	id=g:6721531
Rūdkhāneh-ye Kowleh	id=g:6721532
Kūh-e Sheykh Sharīf	id=g:6721533
Emāmzādeh Sheykh Sharīf	id=g:6721534
Emāmzādeh Kabūd Savār	id=g:6721535
Cheshmeh-ye Ḩemār Āb	id=g:6721536
Emāmzādeh Pīr Yāqūt	id=g:6721537
Emāmzādeh Kheẕr Elyās	id=g:6721538
Tappeh-ye Qal‘eh Mālek	id=g:6721539
Maqbareh-ye Seyyed Ḩavāş ‘Alī	id=g:6721540
Tappeh-ye Kūl Maḩmūd	id=g:6721541
Kānī Āyneh	id=g:6721542
Maqbareh-ye Seyyed Sa‘īd	id=g:6721543
Cham-e Ḩemār Āb	id=g:6721544
Kūh-e Qūţān	id=g:6721560
Zeqleh	id=g:6721562
Asb Darreh	id=g:6721637
Ma‘dan-e Māllā Lār	id=g:6721767
Kūshk	id=g:6721768
Kūh-e Aḩmad-e ‘Āmī	id=g:6721769
Darreh-ye Arakhshān	id=g:6721770
Mār Tappeh	id=g:6721771
Seyyed ‘Abdollāh	id=g:6721772
Kūh-e Āghlar	id=g:6721773
Kūh-e Vāyāleh	id=g:6721774
Kūh-e Hāchā	id=g:6721775
Darreh-ye Qūsh Khāneh	id=g:6721776
Kūh-e Qovīn Qīkhlan	id=g:6721777
Kūh-e Tūrpākhlī	id=g:6721778
Kūh-e Jūz ‘Alī Dūsh	id=g:6721779
Shīrīn Darreh	id=g:6721780
Gol Darreh	id=g:6721781
Kūh-e Sārī Dāsh	id=g:6721782
Kūh-e Sārem Sākhlī	id=g:6721783
Kūh-e Bovīn Barreh	id=g:6721784
Darreh-ye Bozorg Chaman	id=g:6721785
Ma‘dan-e Sorb-e Angūrān	id=g:6721786
Kūh-e Qal‘eh	id=g:6721787
Gardaneh-ye Qovehcheh Bolāghī	id=g:6721788
Darreh-ye Qarah Jabal	id=g:6721789
Āq Jabal	id=g:6721790
Darreh-ye Khām Bābā	id=g:6721791
Amīn Darreh	id=g:6721792
Chāl Dāgh	id=g:6721793
Āq Dāgh	id=g:6721794
Āq Yūrd	id=g:6721795
Darreh-ye Qezel Chūqūr	id=g:6721796
Kūh-e Kaltakeh	id=g:6721797
Darreh-ye Darband	id=g:6721798
Darreh-ye Şādeq Owlan	id=g:6721799
Kūh-e Sīneh Kesh-e Darband	id=g:6721800
Kūh-e Qezel Bolāgh	id=g:6721801
Kūh-e Chānqol	id=g:6721802
Darreh-ye Bāgh	id=g:6721803
Kūh-e Bālādeh	id=g:6721804
Kūh-e Qīzlar Gonbadī	id=g:6721805
Shahrak-e Allāhlū	id=g:6721806
Qal‘eh-ye Mūsá Khān	id=g:6721807
Kūh-e Tūzlū	id=g:6721808
Kūh-e Bī Joghāleh	id=g:6721809
Darreh-ye Qeshlāq Bolāghlī	id=g:6721810
Darmān Darreh	id=g:6721811
Rūdkhāneh-ye Kākeh	id=g:6721812
Gūy Tappeh	id=g:6721813
Allāhlū Chāy	id=g:6721814
Dūlkhān Darreh	id=g:6721815
Almarān Darrehsī	id=g:6721816
Sheykh Abū Ţāleb	id=g:6721817
Aḩmadābād	id=g:6721818
Kūh-e Anak Owlan	id=g:6721819
Dūshān Tappeh	id=g:6721820
Āb-e Ābgīr-e Khandaqlū	id=g:6721821
Kūh-e Kafeh Kanīvāl	id=g:6721822
Kūh-e Mamalī	id=g:6721823
Kūh-e Qūrqūshūm	id=g:6721824
Qalābardīneh	id=g:6721825
Rūdkhāneh-ye Qezqāpān	id=g:6721826
Kūh-e Nesār Gūreh	id=g:6721827
Kūh-e Gūhsūr	id=g:6721828
Kānī-ye Charmū	id=g:6721829
Darreh-ye Darband	id=g:6721830
Darreh-ye Valī	id=g:6721831
Kūh-e Seh Sokvān	id=g:6721832
Kūh-e Gonī	id=g:6721833
Rūdkhāneh-ye Dūngeh	id=g:6721834
Cham-e Āgh Darreh	id=g:6721835
Qūrī Chāy	id=g:6721836
Kūh-e Qarah Pūlād	id=g:6721837
Ma‘dan-e Sang-e Zarnīkh-e Takāb	id=g:6721838
Kūh-e Āydarreh	id=g:6721839
Pāsgāh-e Entez̧āmī-ye Takht-e Soleymān	id=g:6721840
Bakhshdārī-ye Takht-e Soleymān	id=g:6721841
Sarāb-e Takht-e Soleymān	id=g:6721842
Takht-e Soleymān	id=g:6721843
Chāl Tappeh	id=g:6721844
Kūh-e Tavīleh	id=g:6721845
Kūh-e Sangar	id=g:6721846
Maqbareh-ye Seyyed Bābā	id=g:6721847
Dāgh Dālī	id=g:6721848
Tappeh-ye Qorbān Shīr	id=g:6721849
Ẕarbū	id=g:6721850
Kūh-e Parūv Khān	id=g:6721851
Pāsgāh-e Marzī-ye Shahīd Asadpūr	id=g:6721852
Pāsgāh-e Shahīd Hozhabrīzādeh	id=g:6721853
Pāsgāh-e Darbāghī	id=g:6721854
Pāsgāh-e Marzī-ye Kīān Dasht	id=g:6721855
Pāsgāh-e Kīān Dasht Nīrū-ye Entez̧āmī	id=g:6721856
Kūbūr	id=g:6721857
Dasht-e Yazd-e Now	id=g:6721858
Dowlatābād	id=g:6721859
Māleḩah	id=g:6721860
Sherkat-e Kānāl Sāzī-ye Kows̄arān	id=g:6721861
Sherkat-e Kānāl Sāzī-ye Kows̄arān	id=g:6721862
Pāsgāh-e Barzegar	id=g:6721863
Pāsgāh-e Marzī-ye Khātamī	id=g:6721864
Pāsgāh-e Marzī-ye Shahābī	id=g:6721865
Pāsgāh-e Marzī-ye Ţalā‘īyeh-e Qadīm	id=g:6721866
Jāddeh-ye Seyyed ol Shohadā	id=g:6721879
Jāddeh-ye Shahīd Hemmat	id=g:6721880
Shaţţ-e ʻAlī	id=g:6721885
کوه قیطران	id=g:6721993
Darrehsī Mīrzā Khān	id=g:6721994
Emāmzādeh Ayyūb Anşār	id=g:6721995
Cheshmeh-ye Bālā	id=g:6721996
Emāmzādeh Ebrāhīm	id=g:6721997
درّه قاطوره	id=g:6721998
Darreh-ye Āghāchī	id=g:6721999
Gardaneh-ye Qarah Bolāgh	id=g:6722000
Gardaneh-ye Sārī Goveynī	id=g:6722001
Darreh-ye Maktab Khāneh	id=g:6722002
حوض لو داغ	id=g:6722003
Sūr Mo‘alī-ye Soflá	id=g:6722004
Sūr Mo‘alī-ye ‘Olyā	id=g:6722005
Kūh-e ‘Abd ol Qāsem	id=g:6722006
Kūh-e ‘Alī Bolāgh	id=g:6722007
دره قوطان	id=g:6722009
Tappeh-ye Qūsh Rāsh	id=g:6722011
Kūh-e Seyyed Āqā	id=g:6722012
درّه حلقه میر	id=g:6722013
Darreh-ye Gūrān Bolāghī	id=g:6722014
Banīrān	id=g:6722015
Darreh-ye Banīrān	id=g:6722016
Kūh-e Sākh Bolāgh	id=g:6722017
Darreh-ye Chājokhlū	id=g:6722018
Darreh-ye Kūzeh Bolāgh	id=g:6722019
مقبره سید محسن	id=g:6722020
Darreh-ye Sharīf Kandī	id=g:6722021
Tappeh-ye Tavālī	id=g:6722022
Qal‘eh Tappeh	id=g:6722023
Posht Darreh	id=g:6722024
Qūshūq	id=g:6722025
Qal‘eh Moz̧affar Khān	id=g:6722026
Gardaneh-ye Sārī Gūneh	id=g:6722027
Darreh-ye Tappeh Qad	id=g:6722028
Cham-e Qezel Bolāgh	id=g:6722029
Cham-e Ja‘farābād	id=g:6722030
شیخ اصلیم	id=g:6722031
Darreh-ye Āb Bārīk-e Kohneh	id=g:6722032
Kūh-e Sīāh	id=g:6722033
شط مر	id=g:6722034
Darreh-ye Dehgolān	id=g:6722035
Cham-e Khvosh Maqām	id=g:6722036
Bādām Chālī	id=g:6722037
Darreh-ye Kānī Khadar	id=g:6722038
Kūh-e Barkīf	id=g:6722039
Kārkhāneh-ye Gach-e Kordestān	id=g:6722040
Darreh-ye Qīāq Jāl	id=g:6722041
Kūh-e Nes̄ār	id=g:6722042
Dūsākh Darreh	id=g:6722043
Darreh-ye Sarāb	id=g:6722044
Yān Darreh	id=g:6722045
Tappeh-ye Qarāvolkhāneh	id=g:6722046
Tappeh-ye Sardārbī	id=g:6722047
Tappeh-ye Bādām	id=g:6722048
کانی حواس	id=g:6722049
Rostam Bolāghī	id=g:6722050
Kūh-e Qarah Dāgh	id=g:6722051
Kūh-e Dasht ‘Alījān	id=g:6722052
Cham-e ‘Alīābād	id=g:6722053
Kūh-e Shāmlar	id=g:6722054
Nāşerābād	id=g:6722055
Kūh-e Kūl Kārās	id=g:6722056
Tappeh-ye Helāneh	id=g:6722057
تپّه های قبح	id=g:6722058
Cheshmeh-ye Bālā	id=g:6722059
Kūh-e Bozorg	id=g:6722060
Cham-e Khvārī	id=g:6722061
Daveh Chāy	id=g:6722062
Emāmzādeh Seyyed Rostam	id=g:6722063
Kūh-e Khvoreh Tāv-e Bozorg	id=g:6722064
Emāmzādeh Kalāvarsh	id=g:6722065
Kūh-e Kamājār	id=g:6722066
Emāmzādeh Pīr Mīkā‘īl	id=g:6722067
درّه مراد حاصل	id=g:6722068
Emāmzādeh Haft Tavānān	id=g:6722069
Kūh-e Haft Tavānān	id=g:6722070
Darreh-ye Nāv Tang	id=g:6722071
Emāmzādeh Seyyed Shahāb	id=g:6722072
Darreh-ye Morād Khān	id=g:6722073
رودخانه ساروق	id=g:6722074
Maqbareh-ye Sheykh Hameh Şādeq	id=g:6722075
Edāreh-ye Rāh va Tarābarī-ye Takāb	id=g:6722076
Bāgh-e Rejāl-e Pā’īn	id=g:6722077
Qarah Now	id=g:6722078
Ţarḩ-e Ābresānī va Taşfīyeh-ye Āb-e Takāb	id=g:6722079
Kūh-e Cherāgh Yānān	id=g:6722080
Maqbareh-ye Seyyed Yadollāh ‘Alavī	id=g:6722081
Bāgh-e Rejāl-e Bālā	id=g:6722082
Kūh-e Ganī	id=g:6722083
Kūh-e Qarah Dāsh	id=g:6722084
Maqbareh-ye Rashīd-e Mūsavī	id=g:6722086
Mūshīyeh	id=g:6722165
Kesār	id=g:6722166
Sāḩīn Dey	id=g:6722167
Pāsgāh-e Entez̧āmī-ye Sāḩīn Dey	id=g:6722168
Pāsgāh-e Entez̧āmī-ye Barkeh	id=g:6722169
Akīān	id=g:6722170
Pāsgāh-e Entez̧āmī-ye Rafī‘	id=g:6722171
Mas‘ūd	id=g:6722172
Emāmzādeh Abū ol Faẕl ol ‘Abbās	id=g:6722173
Ḩājj Şāleḩ	id=g:6722174
Baḩr	id=g:6722175
Ḩasāsaneh-ye Do	id=g:6722176
Ba‘īneh-ye Do	id=g:6722177
Sa‘dūn-e Yek	id=g:6722178
Sa‘dūn-e Do	id=g:6722179
Pāsgāh-e Entez̧āmī-ye Yazd-e Now	id=g:6722180
Khaţūr	id=g:6722181
Bakr Mollāh	id=g:6722182
Bog‘ān	id=g:6722183
Nahīrāt	id=g:6722184
Sharfeh	id=g:6722185
Marqad-e Seyyed Fāleḩ ol Mūsavī ol Showkī	id=g:6722186
Ḩājjī ‘Āshūr	id=g:6722187
Pāsgāh-e Entez̧āmī-ye Ramīm	id=g:6722188
Pāsgāh-e Entez̧āmī-ye Abū Jāmūsá	id=g:6722189
Dabīyeh	id=g:6722190
Jarāyyeh	id=g:6722192
Pāsgāh-e Rashīdīyeh-ye Somāreh-ye Hasht	id=g:6722193
Pāsgāh-e Shūsh-e Īrān	id=g:6722197
Jangal-eh ʼAmqar	id=g:6722199
Om Teyleh	id=g:6722200
Pāsgāh-e Marzī-ye Sūbleh-ye Shomāreh-ye Do	id=g:6722201
Şadāmīyeh	id=g:6722202
Tappeh-ye Dehlīz	id=g:6722203
Bereym	id=g:6722204
Zakī	id=g:6722205
Bīmārestān-e Saḩrā'ī-ye Shahīd Mokhberī	id=g:6722206
Ḩājjī Khalaf	id=g:6722207
Tappeh-ye Barqāzeh	id=g:6722208
Shahrak-e Z̄ū ol Faqār	id=g:6722212
Moţārefeh	id=g:6722213
Bablīt Faz̧z̧ī‘	id=g:6722214
Abū Qarīb	id=g:6722215
Badr	id=g:6722216
Tall	id=g:6722217
Fatḩ	id=g:6722218
Naşr	id=g:6722219
Fajr	id=g:6722220
Esteqlāl	id=g:6722221
Mamlaḩ	id=g:6722222
Kheybar	id=g:6722223
Bahānīyeh	id=g:6722224
Şāleḩ Qand	id=g:6722225
Gorīzīyeh	id=g:6722226
Shahrak-e Dowslaq	id=g:6722227
Omm ol Ḩeyl	id=g:6722228
Dālparī	id=g:6722229
Jalīzī	id=g:6722230
‘Eynī Sūleh	id=g:6722231
Sādāt	id=g:6722232
Chāy Şamān	id=g:6722233
Rangīnābād	id=g:6722249
Sargarteh	id=g:6722250
Shahīd Bāhonar	id=g:6722251
Şafarābād	id=g:6722252
Naşrollāhābād	id=g:6722253
Do Āb	id=g:6722254
Ḩeydarābād	id=g:6722255
Shahīd Rajā̕ ī	id=g:6722256
Shahrak-e Raja̕ ī	id=g:6722257
ʻAlīābād	id=g:6722258
Shahīd Rajā̕ ī	id=g:6722259
Tang-e Māzhīn	id=g:6722260
Poshteh Māzhīn	id=g:6722261
Tang-e Leylam	id=g:6722262
Tang Leylam	id=g:6722263
Takht-e Chān	id=g:6722264
Kūh-e Tanūm	id=g:6722265
Darreh-ye Qarzīneh	id=g:6722266
Takht-e Narm	id=g:6722267
Jowzār	id=g:6722268
Maqbareh-ye Seyyed Aḩmad	id=g:6722269
Borj-e Shāh Aḩmad	id=g:6722270
Kūr Marū	id=g:6722271
Bīdak	id=g:6722272
Kūr Marū	id=g:6722273
Kūh-e Tūrīz	id=g:6722274
Tappeh Ḩammām-e Bālā	id=g:6722275
Tappeh Ḩammām-e Pā'īn	id=g:6722276
Rūstā-ye Fatḩ	id=g:6722277
Dīvān-e Boland	id=g:6722278
Ţāq Gonbad	id=g:6722279
Kalahhī	id=g:6722280
Dargāh-e ʻAlī	id=g:6722281
Mīr Karīm	id=g:6722282
Dam Dam	id=g:6722283
Mākūleh	id=g:6722284
Kalānū	id=g:6722285
Rūdkhāneh-ye Sīāh Kūh	id=g:6722286
Maḩmūd-e Gheybī	id=g:6722287
Āb-e Panj Barā	id=g:6722288
Kūh-e Khormāvā	id=g:6722289
Rūdkhāneh-ye Talehzī	id=g:6722290
Jūdakī	id=g:6722291
Mārūn	id=g:6722292
Cheshmeh-ye Shūr Shīrīn	id=g:6722293
Godār-e Nāşer	id=g:6722294
Godār-e Nāşer	id=g:6722295
Sarāb-e Noql	id=g:6722296
Sarāb-e Noql	id=g:6722297
Sarāb-e Noql	id=g:6722298
Ownehkar	id=g:6722299
Kāseh Māst	id=g:6722300
Kāseh Māst	id=g:6722301
Chālāb	id=g:6723625
Zamgā Sūkhteh	id=g:6723626
Chenār-e Soflá	id=g:6723627
Kūh-e Do Shāh	id=g:6723628
Kūh-e Borzeh	id=g:6723629
Kūh-e Dan Loreh	id=g:6723630
Mūrt Korreh	id=g:6723631
Rūdkhāneh-ye Mūneh	id=g:6723632
Selān Sar	id=g:6723633
Sar Āsīābān	id=g:6723634
Zīr Anbār	id=g:6723635
Dow Āb	id=g:6723636
Lītīr	id=g:6723637
Kalāt-e Posht-e Bāgh	id=g:6723638
Tarveh	id=g:6723639
‘Abdol‘alīhā	id=g:6723640
Ordūgāh-e Malāvī	id=g:6723641
Kūh-e Bī Sīm	id=g:6723642
Ţāq-e Damnāleh	id=g:6723643
Sar Takht	id=g:6723644
Pol-e Yāvar	id=g:6723645
Zūrān Tal-e Zīvdār	id=g:6723646
Kūh-e Khorramābād	id=g:6723647
Tīāz	id=g:6723648
Bārīkeh-ye Kālīāb	id=g:6723649
Shahīd Bāhonar	id=g:6723650
Shahīd Rejā'ī	id=g:6723651
Shahīd Bāhonar	id=g:6723652
Golzār	id=g:6723653
Kūh-e Bāghleh	id=g:6723654
Zīāratgāh-e Ḩayāt ol Gheyb	id=g:6723655
Mūy Lān	id=g:6723656
Kūh-e Cheshmeh Shīrīn	id=g:6723657
Ebrāhīmābād	id=g:6723658
Zīāratgāh-e Seyyed Moḩammad	id=g:6723659
Mīveh Nārū	id=g:6723660
Kolak Dar Mīān	id=g:6723661
Gor Takht-e Zang	id=g:6723662
Cham Qanbar	id=g:6723663
Melleh-ye ‘Abdol‘alī	id=g:6723664
Pīl Verdī	id=g:6723665
Shahīd Rejā'ī	id=g:6723666
Cham Āsīāb	id=g:6723667
Qal‘eh ‘Azīzollāh	id=g:6723668
Kūh Solţān	id=g:6723669
Cheshmeh Shīrīn-e Vāshīān	id=g:6723670
Gol Sīāh Vāshīān	id=g:6723671
Tappeh-ye Vāshīān	id=g:6723672
Kūh-e Garmīl	id=g:6723673
Kārkhāneh-ye Şan‘atī-ye Āhak-e Sākhtemānī-ye Lorestān	id=g:6723674
Ḩoseyn Jān	id=g:6723675
‘Ābed	id=g:6723676
Takht-e Āb-e Vāshīān	id=g:6723677
Kalak Bīsheh-ye Dūl Ābī	id=g:6723678
Kūh-e Khargūshān	id=g:6723679
Cheshmeh Gūsh	id=g:6723681
Bābā Khvārazm-e ‘Olyā	id=g:6723682
Maqbareh-ye Bābā Khvārazm	id=g:6723683
Pāsgāh-e Gāvmīshān	id=g:6723684
Rūdkhāneh-ye Samīreh	id=g:6723685
Dasht-e Chamrān	id=g:6723686
Za‘farān	id=g:6723687
Maqbareh-ye Seyyed Şāleḩ od Dīn	id=g:6723688
Kūh-e Tūl Kesh	id=g:6723689
Kūch Neshīn	id=g:6723690
Dahāneh-ye Ātash	id=g:6723691
Cheshmeh Gūsh	id=g:6723692
Maqbareh-ye Seyyed Ne‘matollāh-e Jazāyerī	id=g:6723693
Eslāmābād-e ‘Olyā	id=g:6723694
Eslāmābād-e Soflá	id=g:6723695
Shahīd Jūdakī	id=g:6723696
Shahīd Bīrānvand	id=g:6723697
Valīe‘aşr	id=g:6723698
Tālābhā-ye Ţabī‘ī va Şeyd-e Māhī-ye Pol-e Dokhtar	id=g:6723699
Ḩammam-e Nūrī	id=g:6723700
Parīān-e Allāh Morād	id=g:6723701
Parīān-e Bābā Karam	id=g:6723702
Parīān-e Kotūleh	id=g:6723703
Kūh-e Cheshmeh Gajar	id=g:6723704
Parīān-e Ẕarūnī	id=g:6723705
Bon Sareh	id=g:6723706
Mīshnān	id=g:6723707
Chāh Bardī	id=g:6723708
Taveh Khoshkeh	id=g:6723709
Taveh Khoshkeh	id=g:6723710
Dowrāhī-ye Bāzvand	id=g:6723711
Emāmzādeh Gīzhān	id=g:6723712
Kūh-e Āhak	id=g:6723713
Qal'eh Ojāq	id=g:6723714
Kūh-e Hezārmanī	id=g:6723715
Āb-e Tang-e Hāleh	id=g:6723716
Kūh-e Dārbareh	id=g:6723717
Hezārmanī	id=g:6723718
Posht Bāgh-e Ẕarūnī	id=g:6723719
Anbār-e Ẕarūnī	id=g:6723720
Kūh-e Korreh	id=g:6723721
Zālyāb-e ʻAbdūlī	id=g:6723722
Cham Kabūd-e Soflá	id=g:6723723
Chīāpīkeh	id=g:6723724
Kolak-e Zālyāb	id=g:6723725
Sūrī Lakī	id=g:6723726
Darreh-ye Darkeh	id=g:6723727
Kūh-e Mobārakeh	id=g:6723728
Dar Mar	id=g:6723729
Daval Derāz	id=g:6723730
Damī Dūl	id=g:6726929
Amārateh-ye ‘Olyā	id=g:6726930
Kāz̧emābād-e Sūrcham	id=g:6726931
Amārateh-ye Soflá	id=g:6726932
Marmang	id=g:6726933
Karīmābād	id=g:6726934
‘Alīābād	id=g:6726935
Mehrāb Kūh	id=g:6726936
Nowmery	id=g:6726937
Kūh-e Chīāsī	id=g:6726938
Kūh-e Bābakht	id=g:6726939
Darreh-ye Kohneh Van Āb	id=g:6726940
Talestān	id=g:6726941
Cham Qabrestān	id=g:6726942
Telestān	id=g:6726943
Qolā᾿ī	id=g:6726944
Cham Kabūd	id=g:6726945
Varghameh-ye ‘Olyā	id=g:6726946
Varghameh-ye Soflá	id=g:6726947
Cham ‘Alī Zamān	id=g:6726948
Cham Zol	id=g:6726949
Rūdkhāneh-ye Cham Cheh Khvā	id=g:6726950
Kūh-e Nabarsī	id=g:6726951
Makān	id=g:6726952
Aḩmadābād-e Tatīān Sar	id=g:6726953
Yār Moḩammad	id=g:6726954
Aḩmadābād	id=g:6726955
Kankhvān	id=g:6726956
Gach Bandī-ye Tīzāb	id=g:6726957
Kūh-e Barkan	id=g:6726958
Hājjīābād-e Ḩasan Gāvdār	id=g:6726959
Maqbareh-ye Ḩasan Gāvdār	id=g:6726960
Ḩasan Gārī	id=g:6726961
Cheshmeh Mūrīneh	id=g:6726962
Kūh-e Balāl Keh	id=g:6726963
Ḩātamābād-e Gol Gol	id=g:6726964
Zeyn‘ālīābād-e Gol Gol	id=g:6726965
Esmā‘īl Khān	id=g:6726966
Hemmatābād-e Soflá	id=g:6726967
Sohrābābād	id=g:6726968
Rūdkhāneh-ye Ḩasan Gāvdār	id=g:6726969
Tappeh-ye Allāh Yār	id=g:6726970
Kūh-e Chūfar	id=g:6726971
Kūh-e Pīrzād	id=g:6726972
Someh Shāhābād	id=g:6726973
Someh Shāhābād	id=g:6726974
Malekābād	id=g:6726975
Kūpānābād	id=g:6726976
Kūh-e Garaz	id=g:6726977
Kūh-e Sār	id=g:6726978
Yūsefābād-e Dam-e Bagh	id=g:6726979
Ḩājjī Darvīsh	id=g:6726980
Kūh-e Chīājek	id=g:6726981
Kūh-e Jīāsorkheh	id=g:6726982
Karīmābād	id=g:6726983
Kūh-e Bāzgīr	id=g:6726984
Yūsefābād	id=g:6726985
Gol Bān-e Seyfābād	id=g:6726986
‘Adlābād	id=g:6726987
Kūh-e Shāylān	id=g:6726988
Kūh-e Qal‘eh	id=g:6726989
Kūh-e Falālūn	id=g:6726990
Sar Nāb	id=g:6726991
Cham Sorkheh	id=g:6726992
Kalkestān	id=g:6726993
‘Alīābād-e Chāl Sabz	id=g:6726994
‘Alīābād-e Chāl Sabz	id=g:6726995
Qalā'ī	id=g:6726996
Cheshmeh Sardeh	id=g:6726997
‘Abdolābād	id=g:6726998
Darreh-ye Rasht	id=g:6726999
Darmareh	id=g:6727000
Chamdāneh	id=g:6727001
Rīkhteh Kūb	id=g:6727002
Gorūhān-e Cham	id=g:6727003
Sīāh Cham	id=g:6727004
Ramaẕanābād	id=g:6727005
Cham Khūsheh	id=g:6727006
Cheshmeh Jāmīleh	id=g:6727007
‘Azīz Beg	id=g:6727008
‘Azīz Khan-e Nūrī	id=g:6727009
Borj‘alī Sabzīān	id=g:6727010
Cheshmeh Sardeh-ye Nūr Morad	id=g:6727011
Konjī Kāleh	id=g:6727012
Chenār	id=g:6727013
Qabr-e Mūsá	id=g:6727014
Cheshmeh-ye Zamzam	id=g:6727015
Golābād	id=g:6727016
Pol-e Kashkān	id=g:6727017
Pāpol	id=g:6727018
Charkhestān	id=g:6727019
Kharābāţ	id=g:6727020
Kay Barāftāb	id=g:6727021
Eslāmābād	id=g:6727022
Hezār Manī-ye Barāftāb	id=g:6727023
Nāzbānū	id=g:6727024
Sadd-e Sangī	id=g:6727025
Keryeh	id=g:6727026
Bīzhanvand	id=g:6727027
Zīāratgāh-e Shams ed Dīn	id=g:6727028
Ommīdābād	id=g:6727029
Moḩammad Naz̧arī-ye Āftāb	id=g:6727030
Kūh-e Gūāz	id=g:6727031
Tāftāfīneh	id=g:6727032
Bādarah	id=g:6727033
Boneh	id=g:6727034
Sīrdar	id=g:6727035
Sīrdar	id=g:6727036
Hūmīān	id=g:6727037
Chīāmkhān	id=g:6727038
Qal‘eh-ye J‘afarābād	id=g:6727039
Darreh Khvoshī	id=g:6727040
Dīālī	id=g:6727041
Dārbīd	id=g:6727042
Kūh-e Changīz	id=g:6727043
Dālāb-e ‘Olyā	id=g:6727044
Tāzehābād	id=g:6727045
Nīāz Beygī	id=g:6727046
Cheshmeh Dārā	id=g:6727047
Dehqān	id=g:6727048
Sarāb	id=g:6727049
Ţāleghānī-ye Do	id=g:6727050
Ţāleghānī-ye Yek	id=g:6727051
Cheshmeh Kūreh	id=g:6727052
Fatḩābād	id=g:6727053
Mīrza Raḩīm	id=g:6727054
Ţūyār	id=g:6727055
Zīāratgāh-e Dāvūd Rashīd	id=g:6727056
Sheykh ‘Abdolkaramī	id=g:6727057
Choqā Sorkh	id=g:6727058
Kūh-e Khvoshnāmvand	id=g:6727059
Kūh-e Bar Āftāb-e Hūmīān	id=g:6727060
Chenār-e Modvī	id=g:6727061
Modvī	id=g:6727062
Kūh-e Modāvī	id=g:6727063
Cham-e Āstān	id=g:6727064
Rūdkhāneh-ye Sorkheh Mehrī	id=g:6727065
Cham Sūl-e Sorkheh Mehrī	id=g:6727066
Cham Sūkhteh	id=g:6727067
Sarchāh	id=g:6727068
Tangeh-ye Shīrzar	id=g:6727069
Vardāgeh	id=g:6727070
Tīsheh Kan	id=g:6727071
Ẕarūn	id=g:6727072
Ẕarūn	id=g:6727073
Kūhhā-ye Zāgros	id=g:6727074
