Marys Lake	id=g:4478228
North Hills Terrace	id=g:4482466
North Hominy Creek	id=g:4482467
North Haven	id=g:4482468
North Iredell High School	id=g:4482469
North Johnston High School	id=g:4482470
North Kannapolis	id=g:4482471
North Knob	id=g:4482472
North Lake	id=g:4482473
North Lake Country Club	id=g:4482474
North Lake Dam	id=g:4482475
North Lakes	id=g:4482476
North Landing River	id=g:4482477
North Hyde Park	id=g:4482478
North Laurinburg Elementary School	id=g:4482479
North Lenoir Fire District	id=g:4482480
North Lenoir Fire Station	id=g:4482481
North Lenoir High School	id=g:4482482
North Leopard Creek	id=g:4482483
North Laurel Church	id=g:4482484
North Little Hunting Creek	id=g:4482485
North Maided Church	id=g:4482486
North Mayo River	id=g:4482487
North Main Street Baptist Church	id=g:4482488
North Mills River Recreation Area	id=g:4482489
North Moore School	id=g:4482490
North Muddy Creek	id=g:4482491
North Mecklenburg High School	id=g:4482492
North Oak Ridge Baptist Church	id=g:4482493
North Oak Ridge Cemetery	id=g:4482494
North Oakland Street Cemetery	id=g:4482495
North Park	id=g:4482496
North Park	id=g:4482497
North Park	id=g:4482498
North Park Mall	id=g:4482499
North Pinewood Cemetery	id=g:4482500
North Pitt High School	id=g:4482501
North Plaza	id=g:4482502
North Point	id=g:4482503
North Point	id=g:4482504
North Point Mall	id=g:4482505
North Point Village	id=g:4482506
North Pointe Shopping Center	id=g:4482507
North Potts Creek	id=g:4482508
North Newton Church	id=g:4482509
North Prong Anderson Creek	id=g:4482510
North Prong Bay River	id=g:4482511
North Prong Buffalo Creek	id=g:4482512
North Prong Clark Creek	id=g:4482513
North Prong Ellijay Creek	id=g:4482514
North Prong Glade Creek	id=g:4482515
North Prong Hannahs Creek	id=g:4482516
North Prong Lewis Fork	id=g:4482517
North Prong Little Pine Creek	id=g:4482518
North Prong Richland Creek	id=g:4482519
North Prong Rock Creek	id=g:4482520
North Prong Shining Creek	id=g:4482521
North Prong South Fork Mitchell River	id=g:4482522
North Prong Stinking Quarter Creek	id=g:4482523
North Prong Turkey Creek	id=g:4482524
North Prong White Oak River	id=g:4482525
North Prong Wright Creek	id=g:4482526
North Pugh	id=g:4482527
North Ridge	id=g:4482528
North Ridge Country Club	id=g:4482529
North Ridge Elementary School	id=g:4482530
North Ridge Lower Dam	id=g:4482531
North Ridge Upper Dam	id=g:4482532
North River	id=g:4482533
North Raleigh Chapel	id=g:4482534
North River	id=g:4482535
North River	id=g:4482536
North River Corner	id=g:4482537
North River Marsh	id=g:4482538
North River Point	id=g:4482539
North River Thorofare	id=g:4482540
North Rock	id=g:4482541
North Rockhouse Ridge	id=g:4482542
North Rocky River Prong	id=g:4482543
North River Channel	id=g:4482544
North Rowan Primary School	id=g:4482545
North School	id=g:4482546
North Shoal Creek	id=g:4482547
North Rowan High School	id=g:4482548
North Shore	id=g:4482549
North Side	id=g:4482550
North Side Church	id=g:4482551
North Side Shopping Center	id=g:4482552
North Slope Ridge	id=g:4482553
North Springhaven	id=g:4482554
North Stanly High School	id=g:4482555
North State Dam	id=g:4482556
North State Lake	id=g:4482557
North State Orchard Pond Number One	id=g:4482558
North State Orchard Pond Number One Dam	id=g:4482559
North State Orchard Pond Number Two	id=g:4482560
North State Orchard Pond Number Two Dam	id=g:4482561
North Stokes High School	id=g:4482562
North Surry High School	id=g:4482563
North Tarboro School	id=g:4482564
North Toe River	id=g:4482565
North Shore	id=g:4482566
North Topsail Shores	id=g:4482567
North Turkey Creek	id=g:4482568
North Topsail Beach	id=g:4482569
North View	id=g:4482570
North View Church	id=g:4482571
North Warren High School	id=g:4482572
North Warrenton Church	id=g:4482573
North Whitakers School	id=g:4482574
Township of North Whitakers	id=g:4482575
North Whiteside Church	id=g:4482576
North Wilkesboro	id=g:4482577
North Wilkesboro Elementary School	id=g:4482578
North Wilkesboro Speedway	id=g:4482579
North Wilkesboro Womens Club	id=g:4482580
Township of North Wilkesboro	id=g:4482581
North Winston	id=g:4482582
North Woods	id=g:4482583
Northampton County	id=g:4482584
Northampton High East	id=g:4482585
Northan Cemetery	id=g:4482586
Northchase Shopping Center	id=g:4482587
Northclift	id=g:4482588
Northdale Church	id=g:4482589
Northeast Academy	id=g:4482590
Northeast Cape Fear River	id=g:4482591
North Vance Elementary School	id=g:4482592
Northeast Chapel	id=g:4482593
Northeast Church	id=g:4482594
Northeast Church	id=g:4482595
Northeast Creek	id=g:4482596
Northeast Center	id=g:4482597
Northeast Creek	id=g:4482598
Northeast Junior High School	id=g:4482599
Northeast Pond	id=g:4482600
Northeast Prong	id=g:4482601
Northeast Middle School	id=g:4482602
Northeast Senior High School	id=g:4482603
Northeastern Cemetery	id=g:4482604
Northeastern High School	id=g:4482605
Northern High School	id=g:4482606
Northern Hospital of Surry County	id=g:4482607
Northern Junior High School	id=g:4482608
Northern Nash High School	id=g:4482609
Northern Pond	id=g:4482610
Northfields	id=g:4482611
Northgate Mall	id=g:4482612
Northgate Park	id=g:4482613
Northgate Plaza	id=g:4482614
Northgate Plaza	id=g:4482615
Northgate Plaza	id=g:4482616
Northgate Shopping Center	id=g:4482617
Northglen	id=g:4482618
Northington Ferry Trail	id=g:4482619
Northington Lock and Dam	id=g:4482620
Northlakes	id=g:4482621
Northland Shopping Center	id=g:4482622
Northlawn Cemetery	id=g:4482623
Northmont	id=g:4482624
Northridge	id=g:4482625
Northridge Middle School	id=g:4482626
Northshore Lake	id=g:4482627
Northshore Lake Dam	id=g:4482628
Northside	id=g:4482629
Northside	id=g:4482630
Northside	id=g:4482631
Northside Chapel	id=g:4482632
Northside Church	id=g:4482633
Northside Church	id=g:4482634
Northside Church	id=g:4482635
Northside Gardens	id=g:4482636
Northside Park	id=g:4482637
Northside School	id=g:4482638
Northside School	id=g:4482639
Northside School	id=g:4482640
Northside Shopping Center	id=g:4482641
Northview	id=g:4482642
Northview	id=g:4482643
Northview	id=g:4482644
Northview Church	id=g:4482645
Northview Church	id=g:4482646
Northview Plaza	id=g:4482647
Northview School	id=g:4482648
Northwest Airstrip	id=g:4482649
Northwest Church	id=g:4482650
Northwest Creek	id=g:4482651
Northeast Prong	id=g:4482652
Northwest Creek	id=g:4482653
Northwest Elementary School	id=g:4482654
Northwest Fork Alligator River	id=g:4482655
Northwest High School	id=g:4482656
Northwest Junior High School	id=g:4482657
Northwest Junior High School	id=g:4482658
Northwest Point	id=g:4482659
Northwest Prong Newport River	id=g:4482660
Northwest High School	id=g:4482661
Northwest River	id=g:4482662
Northwest River Marsh Wildlife Area	id=g:4482663
Northwest School of the Arts High School	id=g:4482664
Northwest Senior High School	id=g:4482665
Township of Northwest	id=g:4482666
Northwood	id=g:4482667
Northwood	id=g:4482668
Northwood	id=g:4482669
Northwood	id=g:4482670
Northwood	id=g:4482671
Northwood High School	id=g:4482672
Northwood School	id=g:4482673
Northwood School	id=g:4482674
Northwoods	id=g:4482675
Northwoods Park	id=g:4482676
Northwoods Park School	id=g:4482677
Northwoods School	id=g:4482678
Northwoods Shopping Center	id=g:4482679
Norton	id=g:4482680
Norton	id=g:4482681
Norton Branch	id=g:4482682
Northwest School	id=g:4482683
Norton Branch	id=g:4482684
Norton Branch	id=g:4482685
Norton Cemetery	id=g:4482686
Norton Creek	id=g:4482687
Norton Cemetery	id=g:4482688
Norton Mill Creek	id=g:4482689
Norton Creek	id=g:4482690
Norwayne School	id=g:4482691
Norwood	id=g:4482692
Norwood	id=g:4482693
Norwood Beach	id=g:4482694
Norwood Cemetery	id=g:4482695
Norwood Creek	id=g:4482696
Norville Crags (historical)	id=g:4482697
Norwood Hollow	id=g:4482698
Norwood Park	id=g:4482699
Norwood School	id=g:4482700
Nothern Church	id=g:4482701
Notla Church	id=g:4482702
Township of Notla	id=g:4482703
Norwood Dam	id=g:4482705
Nova Scotia Branch	id=g:4482706
Nottoway River	id=g:4482707
Nowhere Branch	id=g:4482708
Nowling Chapel	id=g:4482709
Nu Life Church	id=g:4482710
Nubbinscuffle Creek	id=g:4482711
Noyah Branch	id=g:4482712
Nucitt Branch	id=g:4482713
Number 1 East Canal	id=g:4482714
Number 3 School	id=g:4482715
Number 7 Church	id=g:4482716
Number One Settling Basin	id=g:4482717
Number Three Canal	id=g:4482718
Number Two Lake	id=g:4482719
Nuna Ridge	id=g:4482720
Nunda Branch	id=g:4482721
Number 2 Canal	id=g:4482722
Nunn Cemetery	id=g:4482723
Nunn Mountain	id=g:4482724
Nursing Building	id=g:4482725
Nutbush Bridge Campground	id=g:4482726
Nutbush Church	id=g:4482727
Nutbush Church	id=g:4482728
Nutbush Creek	id=g:4482729
Nunn Cemetery	id=g:4482730
Township of Nutbush	id=g:4482731
Nye Cemetery	id=g:4482732
Nye Cemetery	id=g:4482733
Nye Pond Dam Number One	id=g:4482734
Nye Pond Number One	id=g:4482735
O Henry Oaks	id=g:4482736
O J Fleming Lake	id=g:4482737
O J Fleming Lake Dam	id=g:4482738
O P Fox Dam	id=g:4482739
O and C Junction	id=g:4482740
O'Berry Training School	id=g:4482741
O'Briants Store (historical)	id=g:4482742
O'Conners Grove Church	id=g:4482743
O'Dear Knob	id=g:4482744
O'Kelley Cemetery	id=g:4482745
O'Kellys Church	id=g:4482746
O'Neal Cemetery	id=g:4482747
Township of O'Neals	id=g:4482748
ODear Creek	id=g:4482749
Nutbush School	id=g:4482750
Oak Branch	id=g:4482751
OHenry Shopping Center	id=g:4482752
Oak Branch	id=g:4482753
Oak Bridge	id=g:4482754
Oak City	id=g:4482755
Oak Cliff Lake	id=g:4482756
Oak Cliff Lake Dam	id=g:4482757
Oak Cliffs	id=g:4482758
Oak Cove	id=g:4482759
Oak Cove Point	id=g:4482760
Oak Crest	id=g:4482761
Oak Crest	id=g:4482762
Oak Dale Church	id=g:4482763
Oak Dale Church	id=g:4482764
Oak Dale Crossroads	id=g:4482765
Oak Forest	id=g:4482766
Oak Forest	id=g:4482767
Oak Forest	id=g:4482768
Oak Forest Baptist Church	id=g:4482769
Oak Forest Cemetery	id=g:4482770
Oak Forest Church	id=g:4482771
Oak Forest Church	id=g:4482772
Oak Forest Church	id=g:4482773
Oak Forest Estates	id=g:4482774
Oak Grove	id=g:4482775
Oak Grove	id=g:4482776
Oak Grove	id=g:4482777
Oak Grove	id=g:4482778
Oak Grove	id=g:4482779
Oak Grove	id=g:4482780
Oak Grove	id=g:4482781
Oak Grove	id=g:4482782
Oak Grove	id=g:4482783
Oak Grove	id=g:4482784
Oak Grove	id=g:4482785
Oak Grove Baptist Church	id=g:4482786
Oak Grove Baptist Church	id=g:4482787
Oak Grove Baptist Church	id=g:4482788
Oak Grove Cemetery	id=g:4482789
Oak Grove Cemetery	id=g:4482790
Oak Grove Cemetery	id=g:4482791
Oak Grove Cemetery	id=g:4482792
Oak Grove Cemetery	id=g:4482793
Oak Grove Cemetery	id=g:4482794
Oak Grove Cemetery	id=g:4482795
Oak Grove Cemetery	id=g:4482796
Oak Grove Cemetery	id=g:4482797
Oak Grove Cemetery	id=g:4482798
Oak Grove Church	id=g:4482799
Oak Grove Church	id=g:4482800
Oak Grove Church	id=g:4482801
Oak Grove Church	id=g:4482802
Oak Grove Church	id=g:4482803
Oak Grove Church	id=g:4482804
Oak Grove Church	id=g:4482805
Oak Grove Church	id=g:4482806
Oak Grove Church	id=g:4482807
Oak Grove Church	id=g:4482808
Oak Grove Church	id=g:4482809
Oak Grove Church	id=g:4482810
Oak Grove Church	id=g:4482811
Oak Grove Church	id=g:4482812
Oak Grove Church	id=g:4482813
Oak Grove Church	id=g:4482814
Oak Grove Church	id=g:4482815
Oak Grove Church	id=g:4482816
Oak Grove Church	id=g:4482817
Oak Grove Church	id=g:4482818
Oak Grove Church	id=g:4482819
Oak Grove Church	id=g:4482820
Oak Grove Church	id=g:4482821
Oak Grove Church	id=g:4482822
Oak Grove Church	id=g:4482823
Oak Grove Church	id=g:4482824
Oak Grove Church	id=g:4482825
Oak Grove Church	id=g:4482826
Oak Grove Church	id=g:4482827
Oak Grove Church	id=g:4482828
Oak Grove Church	id=g:4482829
Oak Grove Church	id=g:4482830
Oak Grove Church	id=g:4482831
Oak Grove Church	id=g:4482832
Oak Grove Church	id=g:4482833
Oak Grove Church	id=g:4482834
Oak Grove Church	id=g:4482835
Oak Grove Church	id=g:4482836
Oak Grove Church	id=g:4482837
Oak Grove Church	id=g:4482838
Oak Grove Church	id=g:4482839
Oak Grove Church	id=g:4482840
Oak Grove Church	id=g:4482841
Oak Grove Church	id=g:4482842
Oak Grove Church	id=g:4482843
Oak Grove Church	id=g:4482844
Oak Grove Church	id=g:4482845
Oak Grove Church	id=g:4482846
Oak Grove Church	id=g:4482847
Oak Grove Church	id=g:4482848
Oak Grove Church	id=g:4482849
Oak Grove Church	id=g:4482850
Oak Grove Church	id=g:4482851
Oak Grove Church	id=g:4482852
Oak Grove Church	id=g:4482853
Oak Grove Church	id=g:4482854
Oak Grove Church	id=g:4482855
Oak Grove Church	id=g:4482856
Oak Grove Church	id=g:4482857
Oak Grove Church	id=g:4482858
Oak Grove Church	id=g:4482859
Oak Grove Church	id=g:4482860
Oak Grove Baptist Church	id=g:4482861
Oak Grove Methodist Church	id=g:4482862
Oak Grove Church	id=g:4482863
Oak Grove Church	id=g:4482864
Oak Grove Church	id=g:4482865
Oak Grove Church	id=g:4482866
Oak Grove Church	id=g:4482867
Oak Grove Church	id=g:4482868
Oak Grove Church	id=g:4482869
Oak Grove Church	id=g:4482870
Oak Grove Church	id=g:4482871
Oak Grove Church	id=g:4482872
Oak Grove Church (historical)	id=g:4482873
Oak Grove Elementary School	id=g:4482874
Oak Grove Holf Airport	id=g:4482875
Oak Grove Inn	id=g:4482876
Oak Grove Memorial Gardens	id=g:4482877
Oak Grove Methodist Church Cemetery	id=g:4482878
Oak Grove Missionary Baptist Church	id=g:4482879
Oak Grove Primitive Baptist Church	id=g:4482880
Oak Grove Primitive Baptist Church	id=g:4482881
Oak Grove School	id=g:4482882
Oak Grove School	id=g:4482883
Oak Grove School	id=g:4482884
Oak Grove School	id=g:4482885
Oak Grove School (historical)	id=g:4482886
Oak Grove School (historical)	id=g:4482887
Oak Grove School (historical)	id=g:4482888
Oak Grove School (historical)	id=g:4482889
Oak Grove School (historical)	id=g:4482890
Oak Grove United Methodist Church	id=g:4482891
Township of Oak Grove	id=g:4482892
Oak Hammock	id=g:4482893
Oak Hill	id=g:4482894
Oak Hill	id=g:4482895
Oak Hill	id=g:4482896
Oak Hill	id=g:4482897
Oak Hill	id=g:4482898
Oak Hill	id=g:4482899
Oak Hill Cemetery	id=g:4482900
Oak Hill Church	id=g:4482901
Oak Hill Church	id=g:4482902
Oak Hill Church	id=g:4482903
Oak Hill Church	id=g:4482904
Oak Hill Court	id=g:4482905
Oak Hill Elementary and Junior High School	id=g:4482906
Oak Hill School	id=g:4482907
Oak Hill School	id=g:4482908
Township of Oak Hill	id=g:4482909
Oak Hills	id=g:4482910
Oak Hills	id=g:4482911
Oak Hollow Dam	id=g:4482912
Oak Hollow Lake	id=g:4482913
Oak Hollow Lake	id=g:4482914
Oak Hollow Lake	id=g:4482915
Oak Island	id=g:4482916
Oak Island	id=g:4482917
Oak Island Lighthouse	id=g:4482918
Oak Lane School	id=g:4482919
Oak Lawn (historical)	id=g:4482920
Oak Lawn	id=g:4482921
Oak Lawn Cemetery	id=g:4482922
Oak Lawn Church	id=g:4482923
Oak Level Cemetery	id=g:4482924
Oak Level Church	id=g:4482925
Oak Level Church	id=g:4482926
Oak Level Church	id=g:4482927
Oak Level Church	id=g:4482928
Oak Level Church	id=g:4482929
Oak Level Church	id=g:4482930
Oak Level Church	id=g:4482931
Oak Level School (historical)	id=g:4482932
Township of Oak Level	id=g:4482933
Oak Mountain	id=g:4482934
Oak Park	id=g:4482935
Oak Park	id=g:4482936
Oak Park	id=g:4482937
Oak Plain Church	id=g:4482938
Oak Plaza	id=g:4482939
Oak Pond	id=g:4482940
Oak Ridge	id=g:4482941
Oak Ridge	id=g:4482942
Oak Ridge	id=g:4482943
Oak Ridge	id=g:4482944
Oak Ridge	id=g:4482945
Oak Ridge	id=g:4482946
Oak Ridge Baptist Church	id=g:4482947
Oak Ridge Cemetery	id=g:4482948
Oak Ridge Cemetery	id=g:4482949
Oak Ridge Church	id=g:4482950
Oak Ridge Church	id=g:4482951
Oak Ridge Church	id=g:4482952
Oak Ridge Church	id=g:4482953
Oak Ridge Church	id=g:4482954
Oak Ridge Church	id=g:4482955
Oak Ridge Church	id=g:4482956
Oak Ridge Church	id=g:4482957
Oak Ridge Church	id=g:4482958
Oak Ridge Church	id=g:4482959
Oak Ridge Elementary School	id=g:4482960
Oak Ridge Memorial Cemetery	id=g:4482961
Oak Ridge Park	id=g:4482962
Oak Ridge School	id=g:4482963
Township of Oak Ridge	id=g:4482964
Oak Spring Church	id=g:4482965
Oak Springs Church	id=g:4482966
Oak Summit School	id=g:4482967
Oak View Church	id=g:4482968
Oak View Church	id=g:4482969
Oak View School (historical)	id=g:4482970
Oak Villa	id=g:4482971
Oak Woods	id=g:4482972
Oakboro	id=g:4482973
Oakboro Cemetery	id=g:4482974
Oakboro School	id=g:4482975
Oakcrest	id=g:4482976
Oakdale	id=g:4482977
Oakdale	id=g:4482978
Oakdale	id=g:4482979
Oakdale	id=g:4482980
Oakdale	id=g:4482981
Oakdale	id=g:4482982
Oakdale	id=g:4482983
Oakdale Cemetery	id=g:4482984
Oakdale Cemetery	id=g:4482985
Oakdale Cemetery	id=g:4482986
Oakdale Cemetery	id=g:4482987
Oakdale Cemetery	id=g:4482988
Oakdale Cemetery	id=g:4482989
Oakdale Church	id=g:4482990
Oakdale Church	id=g:4482991
Oakdale Church	id=g:4482992
Oakdale Church	id=g:4482993
Oakdale Church	id=g:4482994
Oakdale Church	id=g:4482995
Oakdale Church	id=g:4482996
Oakdale Elementary School	id=g:4482997
Oakdale Farms	id=g:4482998
Oakdale Forest	id=g:4482999
Oakdale School	id=g:4483000
Oakdale School (historical)	id=g:4483001
Oakdale Town and Country Park	id=g:4483002
Oakes Knob	id=g:4483003
Oakey Grove Cemetery	id=g:4483004
Oakey Grove Church	id=g:4483005
Oakey Grove Church	id=g:4483006
Oakey Knob	id=g:4483007
Oakforest	id=g:4483008
Oakgrove	id=g:4483009
Oakgrove	id=g:4483010
Oakhaven Cemetery	id=g:4483011
Oakhaven Farms	id=g:4483012
Oakhill School	id=g:4483013
Oakhurst	id=g:4483014
Oakhurst	id=g:4483015
Oakhurst Elementary School	id=g:4483016
Oakhurst River Estates	id=g:4483017
Oakhurst School (historical)	id=g:4483018
Oakie Branch	id=g:4483019
Oak Chapel	id=g:4483020
Oakland	id=g:4483021
Oakland	id=g:4483022
Oakland	id=g:4483023
Oakland	id=g:4483024
Oakland	id=g:4483025
Oakland	id=g:4483026
Oakland Cemetery	id=g:4483027
Oakland Cemetery	id=g:4483028
Oakland Church	id=g:4483029
Oakland Church	id=g:4483030
Oakland Church	id=g:4483031
Oakland Elementary School	id=g:4483032
Oakland Heights	id=g:4483033
Oakland Heights	id=g:4483034
Oakland Heights	id=g:4483035
Oakland Heights Cemetery	id=g:4483036
Oakland Heights Chapel	id=g:4483037
Oakland Heights Park	id=g:4483038
Oakland Lake	id=g:4483039
Oakland Park	id=g:4483040
Oakland Park	id=g:4483041
Oakland Plaza	id=g:4483042
Oakland School (historical)	id=g:4483043
Oakland School (historical)	id=g:4483044
Township of Oakland	id=g:4483045
Oaklawn Cemetery	id=g:4483046
Oaklawn Elementary School	id=g:4483047
Oaklawn Memorial Gardens	id=g:4483048
Oaklawn Language Academy	id=g:4483049
Oakley	id=g:4483050
Oakley	id=g:4483051
