Mesa Drain	id=g:5526194
Schulte Lake Dam	id=g:5530354
Schultz Lateral	id=g:5530355
Schulz Ranch	id=g:5530356
Schuman Estates Colonia	id=g:5530357
Schupbachs Ranch	id=g:5530358
Schuster Elementary School	id=g:5530359
Schwalker Lake	id=g:5530360
Schwalker Lake Dam	id=g:5530361
Schwander Springs	id=g:5530362
Schweitzer Windmill	id=g:5530363
Schwiening Ranch	id=g:5530364
Schwiening Ranch	id=g:5530365
Schwiening Ranch	id=g:5530366
Science Spectrum	id=g:5530367
Scobee Mountain	id=g:5530368
Scotsdale Elementary School	id=g:5530369
Scott Canyon	id=g:5530370
Schuessler Tank	id=g:5530371
Scott Canyon	id=g:5530372
Scott Canyon	id=g:5530373
Scott Cemetery	id=g:5530374
Scott House Tank	id=g:5530375
Scott Ranch	id=g:5530376
Scott Spring	id=g:5530377
Scott Tank	id=g:5530378
Scott Tank	id=g:5530379
Scott Temple Church of God in Christ	id=g:5530380
Scott Windmill	id=g:5530381
Scott-Majors House	id=g:5530382
Scotts Corner	id=g:5530383
Scotts Crossing	id=g:5530384
Scout Tank	id=g:5530385
Scraper Tank	id=g:5530386
Scratch Ranch	id=g:5530387
Scratch Springs	id=g:5530388
Screw Bean Draw	id=g:5530389
Scott Delaware Oil Field	id=g:5530390
Screw Bean Northeast Oil Field	id=g:5530391
Screw Bean Oil Field	id=g:5530392
Screw Bean Spring	id=g:5530393
Screwbean Windmill	id=g:5530394
Scroggins Draw	id=g:5530395
Screw Bean Hills	id=g:5530396
Scrub Tank	id=g:5530397
Scudday Tank	id=g:5530398
Scurry County	id=g:5530399
Scurry County Courthouse	id=g:5530400
Scurry County Museum	id=g:5530401
Seaboard Windmill	id=g:5530402
Seagraves	id=g:5530403
Seagraves Airport	id=g:5530404
Seagraves Elementary School	id=g:5530405
Seagraves Junior High School	id=g:5530406
Seagraves-Loop Museum	id=g:5530407
Seahorn Ranch	id=g:5530408
Seale Creek	id=g:5530409
Scrub Oak Ranch	id=g:5530410
Seale Lake Dam	id=g:5530411
Sears Airport	id=g:5530412
Seco Creek	id=g:5530413
Seale Lake	id=g:5530414
Seco Mines Elementary School	id=g:5530415
Seco Reservoir	id=g:5530416
Arroyo Seco	id=g:5530417
Seco Mines	id=g:5530418
Second Baptist Church	id=g:5530419
Second Baptist Church	id=g:5530420
Second Canyon	id=g:5530421
Second Baptist Church	id=g:5530422
Second Creek	id=g:5530423
Second Water Canyon	id=g:5530424
Second West Prong Windmill	id=g:5530425
Section Tank	id=g:5530426
Section Three Windmill	id=g:5530427
Section Two Windmill	id=g:5530428
Section and a Half Windmill	id=g:5530429
Seep Canyon	id=g:5530430
Section Seven Windmill	id=g:5530431
Seep Canyon	id=g:5530432
Seep Draw	id=g:5530433
Seep Spring	id=g:5530434
Seep Spring Draw	id=g:5530435
Seep Spring	id=g:5530436
Seep Spring Tank	id=g:5530437
Seep Springs	id=g:5530438
Seep Tank	id=g:5530439
Seep Well	id=g:5530440
The Seep	id=g:5530441
The Seep	id=g:5530442
Seeping Springs Windmill	id=g:5530443
Seepy Tank	id=g:5530444
Segunda Iglesia Apostolica de la Fe en Cristo Jesus Church	id=g:5530445
Seep Spring Mountain	id=g:5530446
Segunda Tank	id=g:5530447
Arroyo Segundo	id=g:5530448
Segunda Iglesia Bautista Church	id=g:5530449
Selman Canyon	id=g:5530450
Sells Well	id=g:5530451
Seminole	id=g:5530452
Seminole Canyon	id=g:5530453
Selman Tank	id=g:5530454
Seminole Canyon	id=g:5530455
Seminole Canyon State Historical Park	id=g:5530456
Seminole Draw	id=g:5530457
Seminole Canyon State Park Trail	id=g:5530458
Seminole High School	id=g:5530459
Seminole Indian Scout Cemetery	id=g:5530460
Seminole Junior High School	id=g:5530461
Seminole Northwest Oil Field	id=g:5530462
Seminole Oil Field	id=g:5530463
Seminole Primary School	id=g:5530464
Seminole Spraying Service Airport	id=g:5530465
Seminole Success Center	id=g:5530466
Seminole Trail	id=g:5530467
Serene Acres Colonia	id=g:5530468
Seth Ward	id=g:5530469
Seth Ward Baptist Church	id=g:5530470
Setters Creek	id=g:5530471
Seminole Elementary School	id=g:5530472
Seven B Ranch	id=g:5530473
Seven D Ranch	id=g:5530474
Seven Diamond L Canyon	id=g:5530475
Settlers Springs	id=g:5530476
Seven Heart Crossing	id=g:5530477
Seven Heart Gap	id=g:5530478
Seven Holes	id=g:5530479
Seven K Draw	id=g:5530480
Seven Diamond L Tank	id=g:5530481
Seven L Ranch	id=g:5530482
Seven L Well	id=g:5530483
Seven Section Draw	id=g:5530484
Seven L Peak	id=g:5530485
Seven Springs	id=g:5530486
Seven Springs Ranch	id=g:5530487
Seven Up Tank	id=g:5530488
Seven Wells Monument	id=g:5530489
Seven Wells School (historical)	id=g:5530490
Sevenmile Basin	id=g:5530491
Sevenmile Canyon	id=g:5530492
Seven Springs	id=g:5530493
Sevenmile Draw	id=g:5530494
Sevenmile Corner	id=g:5530495
Sevenmile Mesa	id=g:5530496
Sevenmile Tank	id=g:5530497
Sevenmile Waterhole	id=g:5530498
Seventeen Draw	id=g:5530499
Sevenmile Gap	id=g:5530500
Seventeen Draw	id=g:5530501
Seventeen Mile Crossing	id=g:5530502
Seventh Day Adventist Church	id=g:5530503
Seventh Day Adventist Church	id=g:5530504
Seventh Day Adventist Church	id=g:5530505
Seventh Day Adventist Church	id=g:5530506
Seventh Day Adventist Church	id=g:5530507
Seventh Day Adventist Church	id=g:5530508
Seventh Day Adventist Church	id=g:5530509
Seventh Day Adventist Church	id=g:5530510
Seventh Day Adventist Church	id=g:5530511
Seventh Day Adventist Church	id=g:5530512
Seventh Day Adventist Church	id=g:5530513
Seventh Day Adventist Church	id=g:5530514
Seventh Day Adventist Church	id=g:5530515
Seventy Well	id=g:5530516
Seventyfive Well	id=g:5530517
Seventyone Well	id=g:5530518
Seventyseven Well	id=g:5530519
Seventytwo Well	id=g:5530520
Shack Ranch	id=g:5530521
Shackelford Canyon	id=g:5530522
Seventeen Ranch	id=g:5530523
Shackleford Windmill	id=g:5530524
Shadle Cemetery	id=g:5530525
Shadow Hills Baptist Church	id=g:5530526
Shady Oak Church of God	id=g:5530527
Shady Tank	id=g:5530528
Shaefer Ranch	id=g:5530529
Shafer Ranch	id=g:5530530
Shafter	id=g:5530531
Shafter Canyon	id=g:5530532
Shackleford Well	id=g:5530533
Shafter Draw	id=g:5530534
Shafter Hills	id=g:5530535
Shafter Lake	id=g:5530536
Shafter Lake (historical)	id=g:5530537
Shafter Lake Cemetery	id=g:5530538
Shafter Lake Gas Field	id=g:5530539
Shafter Lake Oil Field	id=g:5530540
Shafter Mine	id=g:5530541
Shafter Well	id=g:5530542
Shaggy Canyon	id=g:5530543
Shafter Historic Mining District	id=g:5530544
Shahan Lake	id=g:5530545
Shahan Lake Dam	id=g:5530546
Shakespeare Tanks	id=g:5530547
Shallow Water Windmill	id=g:5530548
Shallowater	id=g:5530549
Shallowater Elementary School	id=g:5530550
Shallowater High School	id=g:5530551
Shallowater School	id=g:5530552
Shallowater Water Field	id=g:5530553
Shamlin Windmill	id=g:5530554
Shamrock	id=g:5530555
Shamrock Elementary School	id=g:5530556
Shamrock General Hospital	id=g:5530557
Shamrock High School	id=g:5530558
Shamrock Middle School	id=g:5530559
Shamrock Municipal Airport	id=g:5530560
Shamrock Park	id=g:5530561
Shannon Oil Field	id=g:5530562
Shannon West Texas Memorial Hospital	id=g:5530563
Shapley Gas and Oil Field	id=g:5530564
Sharon Ridge Oil Field	id=g:5530565
Shaufler	id=g:5530566
Shaw	id=g:5530567
Shaw Tank	id=g:5530568
Shawville	id=g:5530569
Shay Ranch	id=g:5530570
Shearing Pen Windmill	id=g:5530571
Shearing Pen Windmill	id=g:5530572
Shearing Pens Windmill	id=g:5530573
Shearman Park	id=g:5530574
Sheen Draw	id=g:5530575
Shaggy Peak	id=g:5530576
Sheep Camp Canyon	id=g:5530577
Sheen Ranch	id=g:5530578
Sheep Camp Windmill	id=g:5530579
Sheep Camp Windmill	id=g:5530580
Sheep Camp Windmill	id=g:5530581
Sheep Creek	id=g:5530582
Sheep Camp Mountain	id=g:5530583
Sheep Peak	id=g:5530584
Sheep Pen Canyon	id=g:5530585
Sheep Pasture Mountain	id=g:5530586
Sheep Shearny Windmill	id=g:5530587
Sheep Tank	id=g:5530588
Sheep Tank	id=g:5530589
Sheerin	id=g:5530590
Sheerin Junction	id=g:5530591
Sheffield	id=g:5530592
Sheffield Cemetery	id=g:5530593
Sheffield Draw	id=g:5530594
Sheep Pen Tank	id=g:5530595
Shelbourne Park	id=g:5530596
Shell Well	id=g:5530597
Shell Windmill	id=g:5530598
Shell Windmill	id=g:5530599
Shell Windmill	id=g:5530600
Shell Windmill	id=g:5530601
Shelton Tank	id=g:5530602
Shelton-Houghton House	id=g:5530603
Shelving Rock Bluff	id=g:5530604
Shely Peaks	id=g:5530605
Shep	id=g:5530606
Shep	id=g:5530607
Shep Cemetery	id=g:5530608
Shepherd King Lutheran Church	id=g:5530609
Shepherd of the Plains Evangelical Lutheran Church	id=g:5530610
Shepherd of the Valley Church	id=g:5530611
Shepperson House	id=g:5530612
Sherbino Mesa	id=g:5530613
Sherbino Ranch	id=g:5530614
Sherlock	id=g:5530615
Sherman Airport	id=g:5530616
Sherman Airport	id=g:5530617
Sherman County	id=g:5530618
Sherman County Depot Museum	id=g:5530619
Sherman Park	id=g:5530620
Sherrod Windmill	id=g:5530621
Sherwood	id=g:5530622
Sherwood Cemetery	id=g:5530623
Sherwood Park	id=g:5530624
Sherwood Shopping Center	id=g:5530625
Shetland Well	id=g:5530626
Shewmake Tank	id=g:5530627
Shewmake Windmill	id=g:5530628
Shiloh Baptist Church	id=g:5530629
Shiloh Church	id=g:5530630
Shiloh Missionary Baptist Church	id=g:5530631
Shin Hollow	id=g:5530632
Shin Oak Creek	id=g:5530633
Shelbarger Spring	id=g:5530634
Shinnery Creek	id=g:5530635
Shinnery Cemetery	id=g:5530636
Shinnery Draw	id=g:5530637
Shinnery Draw	id=g:5530638
Shinnery Draw	id=g:5530639
Shinnery Flats	id=g:5530640
Shinnery Springs	id=g:5530641
Shinnery Windmill	id=g:5530642
Shinney Tank	id=g:5530643
Shipley Oil Field	id=g:5530644
Shipman Park	id=g:5530645
Shipping Pasture Well	id=g:5530646
Shipping Pasture Windmill	id=g:5530647
Shipping Pasture Windmill	id=g:5530648
Shipping Pasture Windmill	id=g:5530649
Shipping Pasture Windmill	id=g:5530650
Shipping Pasture Windmill	id=g:5530651
Shipping Pens Well	id=g:5530652
Shipping Trap Tank	id=g:5530653
Shipping Trap Windmill	id=g:5530654
Shirk Oil Field	id=g:5530655
Shirley Elementary School	id=g:5530656
Shirley School	id=g:5530657
Shirttail Canyon	id=g:5530658
Shinnery Lake Community Hall	id=g:5530659
Shoe Peg Mountain	id=g:5530660
Shoe Tank	id=g:5530661
Shoemaker Place	id=g:5530662
Shoonover Draw	id=g:5530663
Shoe Bar Ranch	id=g:5530664
Shores Creek	id=g:5530665
Shopping Center de las Aguilas	id=g:5530666
Short Canyon	id=g:5530667
Short Canyon	id=g:5530668
Short Creek	id=g:5530669
Short Croton Creek	id=g:5530670
Short Draw	id=g:5530671
Short Pine Canyon	id=g:5530672
Shorty Creek	id=g:5530673
Shorty Smock Windmill	id=g:5530674
Shot Windmill	id=g:5530675
Shroyer Ranch	id=g:5530676
Shular Canyon	id=g:5530677
Shorty Windmill	id=g:5530678
Shumard Canyon	id=g:5530679
Shumard Peak	id=g:5530680
Shumla Bend	id=g:5530681
Shurley Draw	id=g:5530682
Sid Place	id=g:5530683
Sid Richardson	id=g:5530684
Shumla	id=g:5530686
Sidwell Park	id=g:5530687
Sierra Blanca	id=g:5530688
Sierra Blanca Heliport	id=g:5530689
Sierra Chino	id=g:5530690
Sierra Diablo	id=g:5530691
Sierra Diablo Wildlife Management Area	id=g:5530692
Sierra Diablo Wildlife Management Area Trail	id=g:5530693
Sierra Meadows Colonia	id=g:5530694
Sierra Medical Center	id=g:5530695
Sierra Vista Elementary School	id=g:5530696
Sierra Vista United Methodist Church	id=g:5530697
Sierra Windmill	id=g:5530698
Sierrita de la Cruz Creek	id=g:5530699
Sidle Spring	id=g:5530700
Sifford Tank	id=g:5530701
Signal Hill	id=g:5530702
Signal Mountains	id=g:5530703
Signal Peak	id=g:5530704
Signal Spring	id=g:5530705
Sikes School	id=g:5530706
Silman Spring	id=g:5530707
Silman Springs	id=g:5530708
Silt Tank	id=g:5530709
Silva Health Magnet School	id=g:5530710
Silva Tank	id=g:5530711
Silva Tank	id=g:5530712
Silver	id=g:5530713
Silver Creek	id=g:5530714
Siffer Spring	id=g:5530715
Silver Creek	id=g:5530716
Silver Dollar Cafe	id=g:5530717
Silver King Canyon	id=g:5530718
Silver Falls	id=g:5530719
Silver Lake	id=g:5530720
Silver Lake	id=g:5530721
Silver Lake	id=g:5530722
Silver Lake Ranch	id=g:5530723
Silver Peak	id=g:5530724
Silver Springs	id=g:5530725
Silver Springs	id=g:5530726
Silver Tank	id=g:5530727
Silverton	id=g:5530728
Silverton Municipal Airport	id=g:5530729
Silverton School	id=g:5530730
Simer Lake	id=g:5530731
Simer Lake Dam	id=g:5530732
Simmons Creek	id=g:5530733
Silver Lake	id=g:5530734
Simmons Ranch	id=g:5530735
Simmons Windmill	id=g:5530736
Simms	id=g:5530737
Simms Tank	id=g:5530738
Simms Windmill	id=g:5530739
Simon Gon Spring	id=g:5530740
Simpson Canyon	id=g:5530741
Simmons Ranch	id=g:5530742
Simpson Springs	id=g:5530743
Simpson Springs Mountain	id=g:5530744
Simpson Windmill	id=g:5530745
Sinclair Windmill	id=g:5530746
Singer Sewing Company	id=g:5530747
Singleton Lake	id=g:5530748
Singleton Lake Dam	id=g:5530749
Singleton Tank	id=g:5530750
Sink Hole Flat	id=g:5530751
Sink Hole Tank	id=g:5530752
Sink Lake	id=g:5530753
Sis Well	id=g:5530754
Sisk Pen Windmill	id=g:5530755
Site Number Eight	id=g:5530756
Site Number Eleven	id=g:5530757
Site Number Five	id=g:5530758
Site Number Four	id=g:5530759
Site Number Nine	id=g:5530760
Site Number One	id=g:5530761
Site Number Seven	id=g:5530762
Site Number Six	id=g:5530763
Site Number Ten	id=g:5530764
Site Number Thirteen	id=g:5530765
Site Number Three	id=g:5530766
Site Number Twelve	id=g:5530767
Site Number Two	id=g:5530768
Sitter Canyon	id=g:5530769
Simpson Oil Field	id=g:5530770
Six Section Tank	id=g:5530771
Six Section Well	id=g:5530772
Six Section Windmill	id=g:5530773
Six Section Windmill	id=g:5530774
Six Section Windmill	id=g:5530775
Six Section Windmill	id=g:5530776
Six Tank	id=g:5530777
Six Thousand Six Hundred and Sixtysix Ranch	id=g:5530778
Sixes Windmill	id=g:5530779
Sixmile Crossing	id=g:5530780
Sixmile Draw	id=g:5530781
Six Point	id=g:5530782
Sixmile Waterhole	id=g:5530783
Sixmile Well	id=g:5530784
Sixshooter Canyon	id=g:5530785
Sixmile Tank	id=g:5530786
Sixshooter Draw	id=g:5530787
Sixshooter Windmill	id=g:5530788
Sixteen Mile Crossing	id=g:5530789
Sixteen Mountains	id=g:5530790
Sixtynine Ranch	id=g:5530791
Sixtynine Well	id=g:5530792
Sixtysix Sixtysix Ranch	id=g:5530793
Skeen	id=g:5530794
Skeen Lake	id=g:5530795
Skellytown	id=g:5530796
Skellytown Airport	id=g:5530797
Skellytown Elementary School	id=g:5530798
Skevington Ranch	id=g:5530799
Skillet Creek	id=g:5530800
Sixteen Corner Windmill	id=g:5530801
Skinner Canyon	id=g:5530802
Skinner Draw	id=g:5530803
Skinner Ranch	id=g:5530804
Skinner School	id=g:5530805
Skinner Tank	id=g:5530806
Skinout Mountain	id=g:5530807
Skull Tank	id=g:5530808
Skunk Arroyo	id=g:5530809
Skinner Ranch	id=g:5530810
Skunk Arroyo Windmill	id=g:5530811
Skunk Arroyo Windmill	id=g:5530812
Skunk Canyon	id=g:5530813
Skunk Arroyo Spring	id=g:5530814
Skunk Creek	id=g:5530815
Skunk Hollow	id=g:5530816
Skunk Tank	id=g:5530817
Skyline Baptist Church	id=g:5530818
Skyline Optimist Youth Park	id=g:5530819
Skyscraper Peak	id=g:5530820
Skywest Incorporated Airport	id=g:5530821
Slager Lake	id=g:5530822
Slash Ranch	id=g:5530823
Slater Chapel Cemetery	id=g:5530824
Slaton	id=g:5530825
Slaton Draw	id=g:5530826
Slaton High School	id=g:5530827
Slaton Junior High School	id=g:5530828
Slaton Junior High School	id=g:5530829
Slaton Municipal Airport	id=g:5530830
Slaton Museum	id=g:5530831
Slator Ranch	id=g:5530832
Slator Ranch	id=g:5530833
Slaughter Bend	id=g:5530834
Slaughter Bend Springs	id=g:5530835
Slaughter Pumping Station	id=g:5530836
Slaughter Ranch	id=g:5530837
Slaughter Ranch	id=g:5530838
Slaughterhouse Draw	id=g:5530839
Skyline Baptist Church	id=g:5530840
Sleeping Lion Mountain	id=g:5530841
Sleeping Spring	id=g:5530842
Sleeping Spring Draw	id=g:5530843
Slaughterhouse Well	id=g:5530844
Slick Rock Canyon	id=g:5530845
Sleepy Hollow Elementary School	id=g:5530846
Slicknasty Creek	id=g:5530847
Slicknasty Windmill	id=g:5530848
Slide	id=g:5530849
Slide Baptist Church	id=g:5530850
Slide Canyon	id=g:5530851
Slickrock Mountain	id=g:5530852
Slocum Draw	id=g:5530853
Sligo	id=g:5530854
Small	id=g:5530855
Small Tank	id=g:5530856
Smallpox Well	id=g:5530857
Smelter Canyon	id=g:5530858
Slough Tank	id=g:5530859
Smith Canyon	id=g:5530860
Smeltertown	id=g:5530861
Smith Creek	id=g:5530862
Smith Draw	id=g:5530863
Smith Elementary School	id=g:5530864
Smith Hollow	id=g:5530865
Smith Farms Airport	id=g:5530866
Smith Meas	id=g:5530867
Smith Peak	id=g:5530868
Smith Place	id=g:5530869
Smith Ranch	id=g:5530870
Smith Spring	id=g:5530871
Smith Springs	id=g:5530872
Smith Tank	id=g:5530873
Smith Tank	id=g:5530874
Smith Windmill	id=g:5530875
Smith Windmill	id=g:5530876
Smithdale	id=g:5530877
Smithlawn Church of Christ	id=g:5530878
Smitty Windmill	id=g:5530879
Smokehouse Creek	id=g:5530880
Smith House Spring	id=g:5530881
Smokeys Vega	id=g:5530882
Smoky Creek	id=g:5530883
Smokey Mountain Ranch Airport	id=g:5530884
Smoky Mountain Ranch	id=g:5530885
Smoky Spring	id=g:5530886
Smoot Ranch	id=g:5530887
Smoot Tank	id=g:5530888
Smugglers Arroyo	id=g:5530889
Smoky Creek	id=g:5530890
Smugglers Canyon	id=g:5530891
Smugglers Gap	id=g:5530892
Smugglers Gap	id=g:5530893
Smugglers Pass	id=g:5530894
Smyer	id=g:5530895
Smyer Oil Field	id=g:5530896
Smyth Lake Number 1	id=g:5530897
Smyth Lake Number 1 Dam	id=g:5530898
Smyth Lake Number 2	id=g:5530899
Smyth Lake Number 2 Dam	id=g:5530900
Smyth Quarry	id=g:5530901
Snake Den Tank	id=g:5530902
Snake Den Tank Dam	id=g:5530903
Snake Mountain	id=g:5530904
Snake Mountain Tank	id=g:5530905
Snake Springs	id=g:5530906
Snake Tank	id=g:5530907
Snake Tank	id=g:5530908
Snake Well	id=g:5530909
Snakey Futch Windmill	id=g:5530910
Sneed Camp	id=g:5530911
Sneed Mountain	id=g:5530912
Sneed Ranch	id=g:5530913
Sneeds South Camp	id=g:5530914
Sneedville	id=g:5530915
Snow Heights Park	id=g:5530916
Snow Lake	id=g:5530917
Snow Lake Dam	id=g:5530918
Snow Tank	id=g:5530919
Snyder	id=g:5530920
Snyder	id=g:5530921
Snyder Cemetery	id=g:5530922
Snyder High School	id=g:5530923
Snyder Junior High School	id=g:5530924
Snyder Oil Field	id=g:5530925
Snyder Rotan Aqueduct	id=g:5530926
Snyder Well	id=g:5530927
So Relle Lake	id=g:5530928
So Relle Lake Dam	id=g:5530929
SoRelle Lake	id=g:5530930
Soccoro Student Activities Complex	id=g:5530931
Socorro	id=g:5530932
Socorro High School	id=g:5530933
Socorro Lateral	id=g:5530934
Socorro Middle School	id=g:5530935
Socorro Mission	id=g:5530936
Socorro Mission Number 1 Colonia	id=g:5530937
Socorro School	id=g:5530938
Socorro Village Addition Colonia	id=g:5530939
Soda Lake	id=g:5530940
Soda Lake	id=g:5530941
Soda Lake	id=g:5530942
Soda Spring	id=g:5530943
Soda Springs	id=g:5530944
Soda Well	id=g:5530945
Soda Windmill	id=g:5530946
Soda Windmill	id=g:5530947
Soda Windmills	id=g:5530948
Soil Bank Well	id=g:5530949
Soil Conservation Service Lake 1	id=g:5530950
Soil Conservation Service Site 1 Dam	id=g:5530951
Soil Conservation Service Site 1 Dam	id=g:5530952
Soil Conservation Service Site 1 Dam	id=g:5530953
Soil Conservation Service Site 1 Dam	id=g:5530954
Soil Conservation Service Site 1 Dam	id=g:5530955
Soil Conservation Service Site 1 Dam	id=g:5530956
Soil Conservation Service Site 1 Dam	id=g:5530957
Soil Conservation Service Site 1 Dam	id=g:5530958
Soil Conservation Service Site 1 Dam	id=g:5530959
Soil Conservation Service Site 1 Dam	id=g:5530960
Soil Conservation Service Site 1 Dam	id=g:5530961
Soil Conservation Service Site 1 Dam	id=g:5530962
Soil Conservation Service Site 1 Dam	id=g:5530963
Soil Conservation Service Site 1 Dam	id=g:5530964
Soil Conservation Service Site 1 Dam	id=g:5530965
Soil Conservation Service Site 1 Dam	id=g:5530966
Soil Conservation Service Site 1 Dam	id=g:5530967
Soil Conservation Service Site 1 Reservoir	id=g:5530968
Soil Conservation Service Site 1 Reservoir	id=g:5530969
Soil Conservation Service Site 1 Reservoir	id=g:5530970
Soil Conservation Service Site 1 Reservoir	id=g:5530971
Soil Conservation Service Site 1 Reservoir	id=g:5530972
Soil Conservation Service Site 1 Reservoir	id=g:5530973
Soil Conservation Service Site 1 Reservoir	id=g:5530974
Soil Conservation Service Site 1 Reservoir	id=g:5530975
Smugglers Gap	id=g:5530976
Soil Conservation Service Site 1 Reservoir	id=g:5530977
Soil Conservation Service Site 1 Reservoir	id=g:5530978
Soil Conservation Service Site 1 Reservoir	id=g:5530979
Soil Conservation Service Site 1 Reservoir	id=g:5530980
Soil Conservation Service Site 1 Reservoir	id=g:5530981
Soil Conservation Service Site 1 Reservoir	id=g:5530982
Soil Conservation Service Site 1 Reservoir	id=g:5530983
Soil Conservation Service Site 10 Dam	id=g:5530984
Soil Conservation Service Site 10 Dam	id=g:5530985
Soil Conservation Service Site 10 Dam	id=g:5530986
Soil Conservation Service Site 10 Dam	id=g:5530987
Soil Conservation Service Site 10 Dam	id=g:5530988
Soil Conservation Service Site 10 Reservoir	id=g:5530989
Soil Conservation Service Site 10 Reservoir	id=g:5530990
Soil Conservation Service Site 10 Reservoir	id=g:5530991
