Wādī al Hayj	id=g:74930
Al Badī‘	id=g:79877
Al Baḑī‘	id=g:79878
Āl Bā ‘Awḑah	id=g:79879
Al Ba‘assis	id=g:79880
‘Alb	id=g:79882
Al Azāriq	id=g:79883
Al Aysoina	id=g:79884
Al Aysar	id=g:79885
Al ‘Ayn	id=g:79886
Al ‘Ayn	id=g:79887
Umm ‘Ayn	id=g:79888
Al ‘Aylī	id=g:79889
Al Ayfū‘	id=g:79890
Al ‘Aws	id=g:79891
Al ‘Awn	id=g:79892
Al ‘Awl Mishar	id=g:79893
Jabal Alāwiz	id=g:79894
‘Alawī	id=g:79895
Al ‘Awdī	id=g:79896
Al ‘Awḑah	id=g:79897
Al ‘Awāriḑ Banī az Zayla‘	id=g:79898
Al ‘Awāliq as Suflá	id=g:79899
Al ‘Awāliq al ‘Ulyā	id=g:79900
Al ‘Awāliq	id=g:79901
Al ‘Āwah	id=g:79902
Ḩaryah	id=g:79903
Al ‘Awādhil	id=g:79904
Al ‘Awādhil	id=g:79905
Al ‘Aţţāfīyah	id=g:79906
Al ‘Atnah	id=g:79907
Al ‘Aţm	id=g:79908
Al Athāwirī	id=g:79909
Al ‘Aţfah	id=g:79910
Al ‘Aţfah	id=g:79911
Al ‘Aţfah	id=g:79912
Al ‘Aţfah	id=g:79913
Al ‘Aţf	id=g:79914
Al ‘Aţf	id=g:79915
Al ‘Aţf	id=g:79916
Al Atba‘ī	id=g:79917
Al ‘Asm	id=g:79918
Al ‘Asm	id=g:79919
Al Aslūm	id=g:79920
Al Aslamah	id=g:79921
Al ‘Askarīyah	id=g:79922
Al ‘Aşilah	id=g:79923
Al Asī	id=g:79924
Al ‘Ashūsh	id=g:79925
Al Ashur	id=g:79926
Āl ash Shaykh ‘Alī	id=g:79927
Al Ashrāf	id=g:79928
Al Ashrāf	id=g:79929
Al Ashrāf	id=g:79930
Al Ashmūr	id=g:79931
Al Ashār	id=g:79932
Al Asha	id=g:79933
Al ‘Asdaf	id=g:79934
Wādī ‘Alāsān	id=g:79935
Umm ‘Aşlah	id=g:79936
Al ‘Asal	id=g:79937
Lisāḩil	id=g:79938
Al ‘Arūs	id=g:79939
Al ‘Arshah	id=g:79940
Al ‘Arsh	id=g:79941
Al ‘Arsamah	id=g:79942
Al ‘Arsah	id=g:79943
Al ‘Arm	id=g:79944
Al ‘Irq	id=g:79945
Al ‘Arjayn	id=g:79946
Al ‘Arīsh	id=g:79947
Al ‘Arīsh	id=g:79948
Al ‘Aridah	id=g:79949
Al Aribe	id=g:79950
Al Aribe	id=g:79951
Al Arḑ	id=g:79952
Al ‘Arḑ	id=g:79953
Al ‘Ādī	id=g:79954
Al ‘Arḑ	id=g:79955
Al Arbah	id=g:79956
Al ‘Arbadī	id=g:79957
Al ‘Arāq	id=g:79958
Al ‘Aram	id=g:79959
Al ‘Aram	id=g:79960
Al A‘raf	id=g:79961
Al ‘Ār	id=g:79962
Al ‘Aqqād	id=g:79963
Al ‘Aqm	id=g:79964
Qaryat ‘Ajlān	id=g:79965
Al ‘Aqīyah	id=g:79966
Al ‘Āqir	id=g:79967
Al ‘Āqir	id=g:79968
Bi’r Āl ‘Aqīl	id=g:79969
Āl ‘Aqīl	id=g:79970
Al Aqḩalīyīn	id=g:79971
Al ‘Aqā’ir	id=g:79972
Al Anus	id=g:79973
Al ‘Antarī	id=g:79974
Al Ant	id=g:79975
Al ‘Anjarah	id=g:79976
Al ‘Anīn	id=g:79977
Al ‘Anāmīyah	id=g:79978
Al ‘Anad	id=g:79979
Al ‘Amūd	id=g:79980
Al ‘Āmūd	id=g:79981
Āl ‘Amr	id=g:79982
Al ‘Amr	id=g:79983
Al ‘Amq	id=g:79984
Al ‘Ammār	id=g:79985
Al ‘Ammah	id=g:79986
Al ‘Āmirah	id=g:79987
Al ‘Āmirah	id=g:79988
Al ‘Āmin	id=g:79989
Al ‘Amāqī	id=g:79990
Shi‘b ‘Alamah	id=g:79991
Jabal al ‘Alam	id=g:79992
Al ‘Ālim	id=g:79993
Al ‘Alīlī	id=g:79994
Āl al Ḩayq	id=g:79995
Al ‘Alh	id=g:79996
Al ‘Alawī	id=g:79997
Al ‘Alaq	id=g:79998
Al ‘Alāmah	id=g:79999
Al ‘Alam	id=g:80000
Al ‘Alam	id=g:80001
Āl al ‘Aḑm	id=g:80002
Al ‘Alā’	id=g:80003
Al Aktu	id=g:80004
Al Akhshāb	id=g:80005
Al Akhf	id=g:80006
Jabal al ‘Akār	id=g:80007
Al ‘Aqr	id=g:80008
Al ‘Akābirah	id=g:80009
‘Alak	id=g:80010
Al ‘Ajz	id=g:80011
Al Ajnaf	id=g:80012
Al ‘Ajlānīyah	id=g:80013
Al Ajim	id=g:80014
Al Ajil	id=g:80015
Al ‘Ajalah	id=g:80016
Al ‘Ajā’iz	id=g:80017
Al ‘Aitim	id=g:80018
Al ‘Aidh	id=g:80019
Al Aḩşūn	id=g:80020
Al Aḩsā’	id=g:80021
Al Ahnūm	id=g:80022
Al Aḩmarayn	id=g:80023
Al Aḩmar	id=g:80024
Al Aḩmar	id=g:80025
Āl Aḩmad	id=g:80026
Al Aḩmā	id=g:80027
Al Aḩkūm	id=g:80028
Al Aḩjāl	id=g:80029
Al Aḩdhuf	id=g:80030
Al Ahdīyah	id=g:80031
Al Aghwāl	id=g:80032
Al Aghiair	id=g:80033
Alagbaf	id=g:80034
Lafwah	id=g:80035
Al `Afrah	id=g:80036
Al ‘Affāj	id=g:80037
Al ‘Affah	id=g:80038
Al Afālīl	id=g:80039
Wādī ‘Alaf	id=g:80040
Al Adwār	id=g:80041
Al ‘Ādīyah	id=g:80042
Al ‘Ādīyah	id=g:80043
Al ‘Ādīyah	id=g:80044
Al ‘Adinah	id=g:80045
Al ‘Adīdīyah	id=g:80046
Al ‘Ādī	id=g:80047
Al ‘Adhr	id=g:80048
Al ‘Adhab	id=g:80049
Al ‘Adan	id=g:80050
Al ‘Adan	id=g:80051
Al ‘Adalah	id=g:80052
Al ‘Adaf	id=g:80053
Al A‘būq	id=g:80054
Al Qarb	id=g:80055
Al ‘Abdīyīn	id=g:80056
Āl ‘Abd Allāh	id=g:80057
Al ‘Abbāsī	id=g:80058
Şanīf al ‘Abbāsī	id=g:80059
Wādī al Labalah	id=g:80060
Al A‘bal	id=g:80061
Al A‘bal	id=g:80062
Aktab	id=g:80063
Akramah	id=g:80064
Qaryat Akrā’ī	id=g:80065
Wādī Akhwār	id=g:80066
Akhūd	id=g:80067
Wādī Akhraf	id=g:80068
Akhl Burayqah	id=g:80069
Wādī Akhḑar	id=g:80070
Al Khayţ al Akhḑar	id=g:80071
Akhamilla	id=g:80072
Akhal	id=g:80073
Jabal Akdād	id=g:80074
Akbi	id=g:80075
Wādī ‘Akbān	id=g:80076
Khashm ‘Akbān	id=g:80077
Shi‘b ‘Akāshah	id=g:80078
Wādī ‘Akar	id=g:80079
Akan Shukef	id=g:80080
Akamat Shaqīf	id=g:80081
Akamat al Mājil	id=g:80082
Akamat Barākāt	id=g:80083
Akamāt	id=g:80084
Wādī al Akamah	id=g:80085
Akamah	id=g:80086
‘Aqabat al ‘Ajzar	id=g:80087
Wādī ar Rukbah	id=g:80088
Al ‘Ajūz	id=g:80089
Juwā	id=g:80090
Ajtash	id=g:80091
Bi’r al ‘Ajrah	id=g:80092
Jibāl Asḩar	id=g:80093
Qā‘ al ‘Ajmah	id=g:80094
Wādī Ajlub	id=g:80095
Al Ajlub	id=g:80096
‘Ajlānīyah	id=g:80097
‘Ajaz	id=g:80098
Jabal al ‘Ajārim	id=g:80099
Wādī Ajab	id=g:80100
Ais	id=g:80101
Wādī Aidgam	id=g:80102
Wādī Aḩwar	id=g:80103
Aḩwar	id=g:80104
Aḩwar	id=g:80105
Ahūl	id=g:80106
Jabal Aḩshū’	id=g:80107
Jabal Aḩram	id=g:80108
Wādī al Ahnūm	id=g:80109
Jabal Ahnūm	id=g:80111
Aḩnānī	id=g:80112
Ra’s al Aḩmar	id=g:80113
Jabal al Aḩmar	id=g:80114
Jabal Aḩmar	id=g:80115
‘Irq Aḩmar	id=g:80116
Al Ḩayd al Aḩmar	id=g:80117
Jabal Ahmān	id=g:80118
Aḩmad Rāshid	id=g:80119
Aḩmad Jābir	id=g:80120
Aḩmadī	id=g:80121
Aḩmad ash Shaykh	id=g:80122
Qabr Aḩmad al Ḩabashī	id=g:80123
Jabal Aḩmad	id=g:80124
Jabal Aḩmad	id=g:80125
Ḩiswat Aḩmad	id=g:80126
Bi’r Aḩmad	id=g:80127
Aḩmā	id=g:80128
Ahl Yislam	id=g:80129
Ahl Yeslam	id=g:80130
Ahl Yazīd	id=g:80131
Ahl Yazīd	id=g:80132
Ahl Yahar	id=g:80133
Ahl ‘Umar	id=g:80134
Ahl Ţālib	id=g:80135
Ahl Sulaymān	id=g:80136
Ahl Shunayn	id=g:80137
Ahl Shams	id=g:80138
Ahl Sham‘ah	id=g:80139
Ahl Shalāmish	id=g:80140
Ahl Shajarī	id=g:80141
Ahl Sālim	id=g:80142
Ahl Sa‘īd	id=g:80143
Ahl Sa‘d	id=g:80144
Ahl Sa‘d	id=g:80145
Ahl Quţayb	id=g:80146
Ahl Nakha‘īn	id=g:80147
Ahl Na‘īm	id=g:80148
Ahl Muzāḩim	id=g:80149
Ahl Murrī	id=g:80150
Milḩān	id=g:80151
Ahl Mayāsir	id=g:80152
Marqashī	id=g:80153
Ahl Maqţa‘	id=g:80154
Ahl Maqriḩah	id=g:80155
Ahl Maqriḩah	id=g:80156
Wādī Ahl Manşūr	id=g:80157
Jabal Ahl Manşūr	id=g:80158
Ahl Manşūr	id=g:80159
Ahl Manşūr	id=g:80160
Ahl Makhāshibah	id=g:80161
Ahl Madhḩijī	id=g:80162
Ahl Laqīţ	id=g:80163
Ahl Laqīţ	id=g:80164
Ahl Khalīfah	id=g:80165
Ahl Karādīs	id=g:80166
Ahl Kalad	id=g:80167
Ahl Juḩayf	id=g:80168
Wādī Ahl Jubayr	id=g:80169
Ahl Jarādān	id=g:80170
Ahl Ja‘danī	id=g:80171
Ahl Jabāh	id=g:80172
Ahl Isḩāq	id=g:80173
Ahl ‘Īsá	id=g:80174
Ahl ‘Īsá	id=g:80175
Ḑulq Aḩlīl	id=g:80176
Ahl Ḩusayn	id=g:80177
Ahl Ḩunaysh	id=g:80178
Ahl Ḩumayd	id=g:80179
Ahl Ḩumayd	id=g:80180
Ahl Ḩujayl	id=g:80181
Ahl Ḩaydarah Manşūr	id=g:80182
Ahl Ḩātimī	id=g:80183
Ahl Ḩasanah	id=g:80184
Ahl Ḩasan	id=g:80185
Ahl Ḩanash	id=g:80186
Ahl Hādī	id=g:80187
Ahl Ḩabtūr	id=g:80188
Ahl Ghālib	id=g:80189
Wādī Ahl Gaul	id=g:80190
Ahl Fulays	id=g:80191
Ahl Faţḩān	id=g:80192
Ahl Fataj	id=g:80193
Ahl Fashshāshah	id=g:80194
Ahl Fashr	id=g:80195
Ahle Belluzein	id=g:80196
Ḩayd Ahl Dayyān	id=g:80197
Ahl Dayyān	id=g:80198
Ahl Dayyān	id=g:80199
Ahl Dāwūd	id=g:80200
Ahl Damān	id=g:80201
Ahl Daghgār	id=g:80202
Ahl Busaymah	id=g:80203
Ahl Baz‘al	id=g:80204
Ahl Bā Thawbān	id=g:80205
Ahl Bā Ra’s	id=g:80206
Ahl Bā Layl	id=g:80207
Ahl Bā Dās	id=g:80208
Ahl Bā al Jahl	id=g:80209
Ahl ‘Azzān	id=g:80210
Ahl ‘Ayyāsh	id=g:80211
Ahl aţ Ţawsalah	id=g:80212
Ahl ‘Atīq	id=g:80213
Ahl as Sa‘īdī	id=g:80214
Arḑ ash Shaqqī	id=g:80215
Ahl ‘Arūb	id=g:80216
Ahl ar Rayd	id=g:80217
Ahl ‘Arīf	id=g:80218
Ahl Umm Māram	id=g:80219
Ahl al Jabal	id=g:80220
Ahl ‘Alī Muḩammad	id=g:80221
Ahl ‘Alī Muḩammad	id=g:80222
Ahl al Fiḑḑah	id=g:80223
Ahl al Bān	id=g:80224
Ahl ‘Alawī	id=g:80225
Ahl al Ashram	id=g:80226
Ahl Aḩmad	id=g:80227
Ahl Aḩmad	id=g:80228
Ahl Aḩmad	id=g:80229
Ahl Aḩmad	id=g:80230
Ahl ‘Abūd	id=g:80231
Ahl ‘Abd Allāh	id=g:80232
Aḩjūm	id=g:80233
Wādī Ahjar	id=g:80234
‘Āhim	id=g:80235
Ahilet	id=g:80236
Shi‘b Aḩḩz	id=g:80237
Kawr Aḩḩz	id=g:80238
Jabal al Aḩbūsh	id=g:80239
Wādī Aḩāt	id=g:80240
Wādī Aghnām	id=g:80241
Aghbarī	id=g:80242
Aghbarī	id=g:80243
Wādī Afurūt	id=g:80244
Wādī Afqān	id=g:80245
Jabal Afqān	id=g:80246
Aflaḩ	id=g:80247
‘Affār	id=g:80248
‘Affār	id=g:80249
‘Afdayn	id=g:80250
Afāyir	id=g:80251
‘Afarah	id=g:80252
Wādī A‘fār	id=g:80253
Khashm ‘Afar	id=g:80254
Jabal A‘fār	id=g:80255
Afār	id=g:80256
Wādī ‘Afalūn	id=g:80257
Jabal an Nattātah	id=g:80258
Afā‘ī	id=g:80259
Adwan	id=g:80260
Shi‘b al Adwa	id=g:80261
Wādī al ‘Adūl	id=g:80262
Adud	id=g:80263
Aḑrū	id=g:80264
Shi‘b Adlhi	id=g:80265
Aḑla‘	id=g:80266
Wādī al ‘Adhīr	id=g:80267
Adir	id=g:80268
Wādī al ‘Adīnah	id=g:80269
Adinā	id=g:80270
Adinah	id=g:80271
Adin	id=g:80272
Wādī ‘Idim	id=g:80273
Wādī Adīm	id=g:80274
Adīm	id=g:80275
‘Adik	id=g:80276
‘Ādī	id=g:80277
Rhiy-di Adhoh	id=g:80278
Shi‘b Adhfeer	id=g:80279
Adh Dhurayfah	id=g:80280
Adh Dhunayb	id=g:80281
Adh Dhukār	id=g:80282
Adh Dhirā‘	id=g:80283
Adh Dhimrah	id=g:80284
Adh Dhime	id=g:80285
Adh Dhi’āb	id=g:80286
Adh Dhayrayn	id=g:80287
Adh Dhayfīr	id=g:80288
Adh Dhayābinah	id=g:80289
Adh Dhārī	id=g:80290
Adh Dhaqābīs	id=g:80291
Adh Dha‘nūb	id=g:80292
Adh Dhanīb	id=g:80293
Adh Dhā’ibīyah	id=g:80294
Adh Dhahabī	id=g:80295
Adh Dhābirah	id=g:80296
Adhān Āl Sa‘d	id=g:80297
Wādī Adhanah	id=g:80298
Wādī Adhanah	id=g:80299
Adhamawt	id=g:80300
Aden Peninsula	id=g:80302
Aḑ Ḑuyayqah	id=g:80304
Ad Duwayr	id=g:80305
Ad Durūb	id=g:80306
Ad Durū‘	id=g:80307
Ad Durayjah	id=g:80308
Ad Durayhimī	id=g:80309
Ad Durayb	id=g:80310
Ad Durayb	id=g:80311
Ad Durad	id=g:80312
Ad Dūr	id=g:80313
Ad Dunaybah	id=g:80314
Ad Dukhūl	id=g:80315
Ad Duff	id=g:80316
Ad Dūfah	id=g:80317
Aḑ Ḑubbah	id=g:80318
Aḑ Ḑubbah	id=g:80319
Ad Dubiyat	id=g:80320
Ad Dubaybah	id=g:80321
Ad Dokber	id=g:80322
Ad Dobi	id=g:80323
Al Jallah	id=g:80324
Ad Diyyū	id=g:80325
Ad Diyaymah	id=g:80326
Ad Dīwār	id=g:80327
Ad Dīwān	id=g:80328
Ad Dīwān	id=g:80329
Ad Diss	id=g:80330
Ad Dīs	id=g:80331
Ad Dirjāj	id=g:80332
Ad Dīrah	id=g:80333
Dhirā‘	id=g:80334
Ad Dimnah	id=g:80335
Ad Dimnah	id=g:80336
Ad Diman	id=g:80337
Aḑ Ḑila‘	id=g:80338
Ad Dikāk	id=g:80339
Ad Dijarah	id=g:80340
Aḑ Ḑījān	id=g:80341
Ad Dibīn	id=g:80342
Ad Dayyam	id=g:80343
Aḑ Ḑayq	id=g:80344
Ad Daymah	id=g:80345
Ad Daymah	id=g:80346
Ad Daymah	id=g:80347
Ad Daymah	id=g:80348
Ad Daymah	id=g:80349
Ad Daymah	id=g:80350
Aḑ Ḑay‘ah	id=g:80351
Aḑ Ḑay‘ah	id=g:80352
Az̧ Z̧il‘ah	id=g:80353
Ad Ḑawkah	id=g:80354
Aḑ Ḑawj	id=g:80355
Aḑ Ḑawj	id=g:80356
Ad Dawdi‘	id=g:80357
Aḑ Ḑarifah	id=g:80358
Ad Dāribah	id=g:80359
Ad Darb aţ Ţawīl	id=g:80360
Ad Darb	id=g:80361
Ad Darb	id=g:80362
Ad Darb	id=g:80363
Ad Darb	id=g:80364
Ad Darb	id=g:80365
Ad Darb	id=g:80366
Ad Darb	id=g:80367
Ad Darb	id=g:80368
Ad Darb	id=g:80369
Addar Ail Islands	id=g:80370
Addar Ail Island	id=g:80371
Ad Dār	id=g:80372
Ad Dār	id=g:80373
Ad Dār	id=g:80374
Ad Dār	id=g:80375
Ad Daqqah	id=g:80376
Ad Daqqah	id=g:80377
Ad Daqāwinah	id=g:80378
Ad Dann	id=g:80379
Adh Dhanabah	id=g:80380
Ad Danabah	id=g:80381
Ad Damāj	id=g:80382
Ad Dalī‘ah	id=g:80383
Aḑ Ḑāl‘a	id=g:80384
Ad Dakhlah	id=g:80385
Ad Dakhlah	id=g:80386
Ad Dahrah	id=g:80387
Al ‘Urr	id=g:80388
Ad Daḩqah	id=g:80389
Ad Dahmā’	id=g:80390
Aḑ Ḑāhirah	id=g:80391
Aḑ Ḑāhir	id=g:80392
Aḑ Ḑaḩī	id=g:80393
Ad Dahhān	id=g:80394
Ḩaz̧ārah	id=g:80395
Aḑ Ḑafīr	id=g:80396
Ad Daff	id=g:80397
Ad Daff	id=g:80398
Aḑ Ḑabyah	id=g:80399
Ad Dabrah	id=g:80400
Ḑubr Khīrah	id=g:80401
Aḑ Ḑabbāt	id=g:80402
Aḑ Ḑabbah	id=g:80403
Ad Dabah	id=g:80404
Adarw	id=g:80405
Shi‘b Adarū	id=g:80406
Adārib	id=g:80407
Adarhissar	id=g:80408
Jabal Adarān	id=g:80409
‘Adan Barakah	id=g:80410
‘Adan aş Şughrá	id=g:80411
Aden Municipality	id=g:80412
‘Adan	id=g:80415
‘Adan	id=g:80416
Wādī Adamīm	id=g:80417
Adamāt	id=g:80418
Wādī Adamali	id=g:80419
Wādī ‘Adaf	id=g:80420
Jabal ‘Adaf	id=g:80421
‘Adab	id=g:80422
Ramlat al ‘Adābah	id=g:80423
Al Abyāt	id=g:80424
Muḩāfaz̧at Abyan	id=g:80425
Abyan	id=g:80426
Abyaḑayn Bā ‘Amr	id=g:80427
Al ‘Irq al Abyaḑ	id=g:80428
Al ‘Alam al Abyaḑ	id=g:80429
Abyaḑ	id=g:80430
Abū ‘Ubaydah	id=g:80431
Jazīrat Abū Shammah	id=g:80432
Abū Shajar	id=g:80433
Abū Shadd	id=g:80434
Abū Shadd	id=g:80435
Wādī Abū Sayr	id=g:80436
‘Abūs	id=g:80437
Ra’s Abū Qiyāmah	id=g:80438
Shi‘b Abunek	id=g:80439
Jabal Abū an Nār	id=g:80440
Wādī ‘Abūl	id=g:80441
Abū Khashab	id=g:80442
Abū Janab Aswad	id=g:80443
Abū Janab Abyaḑ	id=g:80444
Abū Janab	id=g:80445
Abū Jalīs	id=g:80446
Abū Diyan	id=g:80447
Abū Da‘qī	id=g:80448
‘Irq Abū Dā‘ir	id=g:80449
Abubertan	id=g:80450
Abū ‘Āmir	id=g:80451
Abū ‘Alī Channel	id=g:80452
Islands Abū ‘Alī	id=g:80453
Abū al ‘Afa‘ī	id=g:80454
‘Irq al Abtar	id=g:80455
‘Irq Abtar	id=g:80456
‘Absī	id=g:80457
Wādī Abrād	id=g:80458
Wādī ‘Abr	id=g:80459
Wādī ‘Abār	id=g:80460
Wādī Ablaḩ	id=g:80461
‘Ablah	id=g:80462
Wādī ‘Abirayn	id=g:80463
Wādī al ‘Ābirah	id=g:80464
Wādī ‘Abīd Qarţūb	id=g:80465
Mikhlāf ‘Abīd Mamaa Suwad	id=g:80466
‘Abīdah	id=g:80467
Jazīrat al ‘Ummāl	id=g:80468
Jabal Labbūr	id=g:80469
Wādī ‘Abdī	id=g:80470
Qaryat Muq‘as	id=g:80471
‘Aqabat ‘Abd Allāh Gharīb	id=g:80472
‘Abd Allāh Gharīb	id=g:80473
Qabr ‘Abd Allāh Bin Aḩmad	id=g:80474
‘Abd Allāh ‘Abduh	id=g:80475
Banī ‘Abd Allāh	id=g:80476
‘Abd al Kūrī	id=g:80477
Jabal ‘Abdalī	id=g:80478
Bi’r ‘Abd ‘Alī	id=g:80479
‘Abdalī	id=g:80480
Wādī ‘Abd al Ḩaqq	id=g:80481
Ḩasy ‘Abdah	id=g:80482
Bi’r ‘Abdah	id=g:80483
Jabal Abb Maḩdī	id=g:80484
Jabal Abbelle	id=g:80485
Wādī ‘Abbās	id=g:80486
Qaryat ‘Abbās	id=g:80487
‘Abbān	id=g:80488
Abassir	id=g:80489
Wādī Aban	id=g:80490
Wādī ‘Abalīqah	id=g:80491
Abalān	id=g:80492
Jawl al ‘Abalah	id=g:80493
‘Abādilah	id=g:80494
Wādī ‘Abadān	id=g:80495
Ar Rawḑah	id=g:80496
Wādī Aar’daq	id=g:80497
Wādī Aanfar	id=g:80498
Wādī al A‘af	id=g:80499
Wādī Aadhamer	id=g:80500
Zunayfir	id=g:100276
‘Urūq az Zayzā	id=g:100326
Jabal Umm Khurq	id=g:100941
Shaqqat Umm Jawdān	id=g:100957
Shīrīn	id=g:102031
Shaḩm al Baqar	id=g:102241
Sayl Ruba	id=g:102313
Şay‘ar	id=g:102329
Sa‘rah	id=g:102385
Salata	id=g:102500
Gharr Qirrish	id=g:103207
Qafl	id=g:103406
Oreste Shoal	id=g:103441
Oreste Point	id=g:103442
Murayn	id=g:103849
Mukhaţţaţat as Sawdā’	id=g:103940
Mukhaţţaţat al Bayḑā’	id=g:103941
Makhradān	id=g:104526
Madhūs	id=g:104629
Shiqāq al Ma‘āţīf	id=g:104661
Laḩmād	id=g:104743
Khulayqā’ Umm Ghirbān	id=g:104924
Khulayqā’ ‘Āqir	id=g:104926
Idhairain	id=g:105627
Huwaymil	id=g:105666
Hurayrah Ridge	id=g:105700
Ḩāyirat al Kuthayyib	id=g:105927
Ḩashīsh Reef	id=g:106010
Ghuwayribān	id=g:106393
Gharr ‘Inān	id=g:106497
Ad Duwayyimah	id=g:106818
Jabal Ḑab‘	id=g:106944
Ramlat Dahm	id=g:107155
Dahm	id=g:107156
Buq‘ah	id=g:107319
Banī ‘Abbāsah	id=g:107679
Az Zunayfir	id=g:107769
Barq Athmād	id=g:108007
Wādī al ‘Aţfayn	id=g:108017
Z̧ahrat ‘Āshiq	id=g:108297
Qurūn al ‘Innāb	id=g:108650
‘Urūq al ‘Innāb	id=g:108651
Wādī al Ghumayr	id=g:108674
Al ‘Unşurāt	id=g:108831
Al Muḩtafir	id=g:109078
Al Khuşayyān	id=g:109304
Al Khāl	id=g:109379
Al Huḑaybah	id=g:109585
Al Ḩifāf	id=g:109601
Ajashir Knolls	id=g:110197
Abadīyah	id=g:110733
Wādī Faraḩ	id=g:400265
Shibām	id=g:400705
Al Maqfa‘	id=g:400706
Dayr al Ḩayy	id=g:400707
Wādī al Walajah	id=g:400708
Wādī Sharj al Ḩumar	id=g:400709
Maḩall al Qurūn	id=g:400710
Al Wilāj	id=g:400711
Ar Ruqqah	id=g:400712
Jabal Jaw‘ān	id=g:400713
Maḩall ‘Inabah	id=g:400714
Jabal aḑ Ḑāmir	id=g:400715
Bayt Sanāḩ	id=g:400716
Al Bayḑā’	id=g:400717
Jabal al ‘Urr	id=g:400718
Jabal al Ḩayjal	id=g:400719
Ray‘ān	id=g:400720
Jabal Na‘mān	id=g:400721
Bayt al Qābilī	id=g:400722
Wādī Ja’īrah	id=g:400723
Maḩall an Nūrah Nishāmah	id=g:400724
Wādī Nishāmah	id=g:400725
Rubū‘ Banī al Khawlī	id=g:400726
Wādī Ghaylamah	id=g:400727
Banā’ ‘Asar	id=g:400728
Maḩall al Maghārib	id=g:400729
Zahb al Bi’r	id=g:400730
‘Aţţār	id=g:400731
Jabal Zafār	id=g:400732
Jabal Jimām	id=g:400733
Markaz Bilād at Ta‘ām	id=g:400734
Al Mishmāţ	id=g:400735
Al Maghrabah	id=g:400736
Maḩall Maktūb	id=g:400737
Jabal ash Sharqī	id=g:400738
Jabal Şabūḩ	id=g:400739
Jibāl al Majzūb	id=g:400897
Ḑā‘inah	id=g:400898
Muslim	id=g:400899
Ḩafr aḑ Ḑabr	id=g:400900
Al Ḩawar	id=g:400901
Jabal Quhayl	id=g:400902
Aḑ Ḑahrah	id=g:400903
Jabal Dumus	id=g:400904
Aţ Ţaliqāt	id=g:400905
Bayt Qar‘ad	id=g:400906
Al Ḩamrā’	id=g:400907
Adh Dhirā‘	id=g:400908
Bayt al Bur‘awţ	id=g:400909
Jabal al Muţawwaq	id=g:400910
Al Wajirah	id=g:400911
Aş Şāfiyah	id=g:400912
At Tarāḩib	id=g:400913
Jabal Dufānah	id=g:400914
Jabal Maḩyan	id=g:400915
Ḩammām ‘Alī	id=g:400916
Al Ḩaddādīyah	id=g:400917
Banī ‘Ifrāş	id=g:400918
Al Ḩaḑabah	id=g:400919
Ḑābī	id=g:400920
Mi‘dāl	id=g:400921
Shawḩāţ	id=g:400922
Jabal al Milbāḩ	id=g:400923
Shaţţat Dhifrah	id=g:400924
Ḩammām Malāḩah	id=g:400925
Al Ajwāf	id=g:400926
Jabal az Zawr	id=g:400927
Maḩall al Jabhānī	id=g:400928
Al Ḩarf	id=g:400929
Wabrah	id=g:400930
Sinyām	id=g:400931
Bayt ar Rakhamī	id=g:400932
Bayt Ḩumrān	id=g:400933
Jabal Nawfān	id=g:400934
Banī Nashwān	id=g:400935
Ḩamal	id=g:400936
Qarn ‘Arrah	id=g:400937
Quruf	id=g:400938
Al Ma‘ābirah	id=g:400939
Dhul Madar	id=g:400940
Athabah	id=g:400941
Mīqār	id=g:400942
‘Āmid	id=g:400943
Az̧ Z̧ahrah	id=g:400944
Jabal Rakaf	id=g:400945
Ad Dār	id=g:400946
Ash Sharaf	id=g:400947
Jabal ‘Aynāb	id=g:400948
Jabal Ḩişn al ‘Ajūm	id=g:400949
Madīnat Nazāḩ	id=g:400950
Jalb Zāri‘	id=g:400951
Jabal Şin‘ān	id=g:400952
Sūq al Ithnayn	id=g:400953
Al Mij‘ārah	id=g:400954
Jabal Ghunaym	id=g:400955
Al Minjalah Rakhamah	id=g:400956
Adh Dhirā‘	id=g:400957
Jabal Ḩalḩalah	id=g:400958
Sūq al Ithnayn	id=g:400959
Sūq al Khamīs	id=g:400960
Jabal Shihrān	id=g:400961
Jabal Madarah	id=g:400962
Jabal Yaf‘ān	id=g:400963
Al Jallah	id=g:400964
Ar Ribāţ	id=g:400965
As Sawdā’	id=g:400966
Naylah	id=g:400967
Al Maşwal	id=g:400968
Maḩallat Qablah	id=g:400969
Bal Jābirī	id=g:400970
Ash Shuwab	id=g:400971
An Nawbatayn	id=g:400972
Sūq as Sabt	id=g:400973
Al Jumayḩah	id=g:400974
Jabal al Aslāf	id=g:400975
Ar Ribāţ	id=g:400976
Al Maḩrūrah	id=g:400977
Maḑba‘ah	id=g:400978
Aş Şirm	id=g:400979
Az̧ Z̧ahr	id=g:400980
Jabal Su‘dūn	id=g:400981
Lakamat al ‘Azab	id=g:400982
Jabal ‘Amr	id=g:400983
Jabal Shu‘ayrah	id=g:400984
Maḑarah	id=g:400985
Bayt al Jamarah	id=g:400986
Jabal ash Shirq	id=g:400987
Jum‘at al ‘Āmirī	id=g:400988
Al Ma‘zibah	id=g:400989
Jabal ar Ranf	id=g:400990
Qanna‘	id=g:400991
