Pleasant Ridge Middle School	id=g:6327974
Pillager School	id=g:6331627
George Mason University Center for Social Science Research	id=g:6331628
The New School of Northern Virginia	id=g:6331629
George Mason University Commerce Building	id=g:6331630
Walker Elementary School	id=g:6331631
Cass Lake High School	id=g:6331632
Leech Lake Tribal College	id=g:6331633
Cass Lake - Bena Elementary School	id=g:6331634
Tate Teen-Age Parents School	id=g:6331635
Briar Woods High School	id=g:6331636
Freedom High School	id=g:6331637
Legacy Elementary School	id=g:6331638
Bug-O-Nay-Ge-Shig School	id=g:6331639
Southwest Middle School	id=g:6331640
Children's Charter School	id=g:6331641
Cornerstone Christian School	id=g:6331642
Emily Charter School	id=g:6331643
Pequot Lakes High School	id=g:6331644
Southside Technical Center	id=g:6331645
George Washington Elementary School	id=g:6331646
Cypress Bay High School	id=g:6331647
Penn Elementary School	id=g:6331648
Gary School	id=g:6331649
Calvin School	id=g:6331650
Tomahawk Intermediate School	id=g:6331651
Weatherford College - West Campus	id=g:6331652
Nance Ranch - West Texas State University	id=g:6331653
Evangel Baptist School	id=g:6331654
Immanuel Lutheran School	id=g:6331655
Owasso High School	id=g:6331656
Owasso Eighth Grade Center	id=g:6331657
Owasso Mid-High School	id=g:6331658
Ator Heights Elementary School	id=g:6331659
Barnes Elementary School	id=g:6331660
Mills Elementary School	id=g:6331661
Bailey Elementary School	id=g:6331662
Hayward Smith Elementary School	id=g:6331663
Eastern Illinois University	id=g:6331664
Glenville Elementary School	id=g:6331665
Tucker County High School	id=g:6331666
Laeger Elementary School	id=g:6331667
Elm Grove School (historical)	id=g:6331668
Hillcrest School (historical)	id=g:6331669
Harris School (historical)	id=g:6331670
Haven School (historical)	id=g:6331671
Groom School (historical)	id=g:6331672
Franklin School (historical)	id=g:6331673
Berger School (historical)	id=g:6331674
Allen T Allison Elementary School	id=g:6331675
Oyster Creek Nuclear Power Plant	id=g:6331676
Salem-Hope Creek Nuclear Power Plant	id=g:6331677
New Mexico State University Animal Science Ranch	id=g:6331678
Will F Rogers Ranch (historical)	id=g:6331679
Palo Duroso	id=g:6331680
Kermac Nuclear Fuels Processing Plant	id=g:6331681
Shaw High School (historical)	id=g:6331682
SHD	id=g:6331683
EPNG RR Camp (historical)	id=g:6331684
United States Forest Service Continental Divide Training Center	id=g:6331685
LA50028 Historic Site	id=g:6331686
LA50026 Historic Site	id=g:6331687
LA50024 Historic Site	id=g:6331688
LA50022 Historic Site	id=g:6331689
LA50020 Historic Site	id=g:6331690
LA50018 Historic Site	id=g:6331691
LA50016 Historic Site	id=g:6331692
LA50014 Historic Site	id=g:6331693
LA50001 Historic Site	id=g:6331694
LA45789 Historic Site	id=g:6331695
LA45785 Historic Site	id=g:6331696
LA45782 Historic Site	id=g:6331697
LA45780 Historic Site	id=g:6331698
LA15278 Historic Site	id=g:6331699
LA38011 Historic Site	id=g:6331700
LA45781 Historic Site	id=g:6331701
LA45784 Historic Site	id=g:6331702
LA45786 Historic Site	id=g:6331703
LA50000 Historic Site	id=g:6331704
LA50013 Historic Site	id=g:6331705
LA50015 Historic Site	id=g:6331706
LA50017 Historic Site	id=g:6331707
LA50019 Historic Site	id=g:6331708
LA50021 Historic Site	id=g:6331709
LA50023 Historic Site	id=g:6331710
LA50025 Historic Site	id=g:6331711
LA50027 Historic Site	id=g:6331712
LA50030 Historic Site	id=g:6331713
LA50031 Historic Site	id=g:6331714
LA50033 Historic Site	id=g:6331715
LA50035 Historic Site	id=g:6331716
LA50037 Historic Site	id=g:6331717
LA50044 Historic Site	id=g:6331718
LA50072 Historic Site	id=g:6331719
LA50077 Historic Site	id=g:6331720
LA54050 Historic Site	id=g:6331721
LA593 Historic Site	id=g:6331722
LA54049 Historic Site	id=g:6331723
LA50080 Historic Site	id=g:6331724
LA50074 Historic Site	id=g:6331725
LA50071 Historic Site	id=g:6331726
LA50038 Historic Site	id=g:6331727
LA50036 Historic Site	id=g:6331728
LA50034 Historic Site	id=g:6331729
Cañon de Juan Tafoya	id=g:6331730
Kiatsukwa Ruin	id=g:6331731
Tower of the Standing God	id=g:6331732
Clanton Draw Site-LA 4979	id=g:6331733
Cottonwood Divide Site	id=g:6331734
Crevice Ruin	id=g:6331735
Hadlocks Crow Canyon Number One	id=g:6331736
Hupobi'uinge Archaeological District	id=g:6331737
Acequie Madre	id=g:6331740
Hormigoso Irrigation Ditch and Dam	id=g:6331742
Twin Angels Pueblo	id=g:6331744
Wolye A'din	id=g:6331748
Hillsboro Peak lookout Tower and Cabin	id=g:6331749
Kettle Top Butte Site	id=g:6331752
Cabresto Mesa Tower Complex	id=g:6331753
Canjillon Pueblo	id=g:6331754
Canyon View Ruin	id=g:6331755
Carlsbad Reclamation Project	id=g:6331756
Andreas Kopp House	id=g:6331758
Antonio Vigil	id=g:6331759
William Kroenig Hay Barns Number 51 and Number 52	id=g:6331760
Jose Olguin Barn and Corral Complex	id=g:6331761
Jose Antonio House	id=g:6331762
Investment Block	id=g:6331763
LA 54021	id=g:6331764
LA 54042	id=g:6331765
LA 12153	id=g:6331766
LA 61200	id=g:6331767
LA 61202	id=g:6331768
LA 61208	id=g:6331769
LA 61211	id=g:6331770
LA 44000	id=g:6331771
LA 1082	id=g:6331772
LA 50751	id=g:6331773
LA 517	id=g:6331774
Overlook Site	id=g:6331775
NAN Ranch	id=g:6331776
LA 50548	id=g:6331777
LA 1119	id=g:6331778
LA 49030	id=g:6331779
LA 50749	id=g:6331780
LA 50743	id=g:6331781
Larrangoite Residence	id=g:6331782
LA 5918	id=g:6331783
LA 61210	id=g:6331784
LA 61204	id=g:6331785
LA 61201	id=g:6331786
LA 12155	id=g:6331787
LA 717	id=g:6331788
LA 54036	id=g:6331789
Hawthorne High School (historical)	id=g:6331790
Walter Craft AWARE Program School	id=g:6331791
Saint Francis Cathedral School	id=g:6331792
Roswell Ed Serv Center	id=g:6331793
E J Martinez Elementary	id=g:6331794
San Juan CCDC	id=g:6331795
The Montressori Childrens House Odyssey Montressori Elementary	id=g:6331796
Eastern New Mexico University - Ruidoso Campus	id=g:6331797
New Mexico State University - Carlsbad Branch	id=g:6331798
Campbell College (historical)	id=g:6331799
J A Fitzpatrick Nuclear Power Plant	id=g:6331800
Niagara Mohawk Nine Mile Point Nuclear Station	id=g:6331801
Western New York Nuclear Service Center	id=g:6331802
Hillside School (historical)	id=g:6331803
Blackhawk School (historical)	id=g:6331804
Gorton School (historical)	id=g:6331805
Pleasant Hill School (historical)	id=g:6331806
North Prairie School (historical)	id=g:6331808
Hillside School (historical)	id=g:6331809
Hershey School (historical)	id=g:6331810
Hayes School (historical)	id=g:6331811
Hardin School (historical)	id=g:6331812
Goodwill School (historical)	id=g:6331813
Frog Pond School (historical)	id=g:6331814
McGuire Nuclear Station	id=g:6331815
California Institute of Technology	id=g:6331816
Loyola School	id=g:6331817
Rison Elementary School	id=g:6331818
Van Buren Junior High School	id=g:6331819
Nolfi Cove	id=g:6331820
Piute Bay	id=g:6331821
Cha Bay	id=g:6331822
Palmer Inlet	id=g:6331823
Massapequa Cove	id=g:6331824
Resolute Cove	id=g:6331825
Gateway Lagoon	id=g:6331826
Fletchers Cove	id=g:6331827
Gulf of Minneapolis	id=g:6331828
Sixtyninth Precinct Police Station	id=g:6331829
Big Fork City Police Department	id=g:6331830
Raby Pit	id=g:6331831
Dog Bay	id=g:6331832
Sukoi Inlet	id=g:6331833
Sukon Strait	id=g:6331834
Oaring Cove	id=g:6331835
Golovnin Sound	id=g:6331836
Long Pond	id=g:6331837
Coogan's Bluff	id=g:6331838
White Mountain Ledge	id=g:6331839
Crocketts Ledge	id=g:6331840
Grindstone Rim	id=g:6331841
Pump Geyser	id=g:6331844
Aurora Chain of Lakes	id=g:6331845
Aurora Chain of Lakes Cherry Hills Diversion	id=g:6331846
Jericho Lake Diversion	id=g:6331847
Lake Run North Of I-88 Overflow	id=g:6331848
Lake Run North of I-88 Overflow East Branch	id=g:6331849
Lake Run South of I-88 Diversion	id=g:6331850
Church of Christ	id=g:6331851
Church of the Ascension	id=g:6331852
Sunnyside Free Lutheran Church	id=g:6331853
First Church of Brooklyn	id=g:6331854
Deer River Bible Church	id=g:6331855
Grace Filipino Christian Church	id=g:6331856
Saint John Evangelical Lutheran Church	id=g:6331857
Saint Augustine Church	id=g:6331858
Pentecostal Holiness Church	id=g:6331859
Little Hell Gate (historical)	id=g:6331860
The Narrows	id=g:6331861
Congregation Beth Israel	id=g:6331862
Lighthouse Assembly of God Church	id=g:6331863
Crosswinds Community Church	id=g:6331864
Congregation Beth Hamed Rosh Hagodol	id=g:6331865
Intracoastal Waterway	id=g:6331867
Mount Reach	id=g:6331868
Sanborn Canal	id=g:6331869
Perry Nuclear Power Plant	id=g:6331870
William H Zimmer Nuclear Power Station	id=g:6331873
Panther Slough	id=g:6331874
New Drum Inlet	id=g:6331875
Ophelia Inlet	id=g:6331876
Kuyungsik River	id=g:6331877
Talik River	id=g:6331878
Interchange 148	id=g:6331879
Stonegate	id=g:6331880
Landwehr Estates	id=g:6331881
Citation Lake	id=g:6331882
Summerhill	id=g:6331883
La Vingnes Acres	id=g:6331884
Cozy Corner	id=g:6331885
Whisperwoods of Northbrook	id=g:6331886
Ramsgate South	id=g:6331887
Woodmere Subdivision	id=g:6331888
Pine Grove	id=g:6331889
Meadow Green	id=g:6331890
Windham	id=g:6331891
Florian	id=g:6331892
Windham Manor	id=g:6331893
Stonebrook East	id=g:6331894
Stonebrook	id=g:6331895
Highland Woods	id=g:6331896
Donovan Glen Subdivision	id=g:6331897
Oliver Lane Subdivision	id=g:6331898
Floral Terrace Estates	id=g:6331899
Tall Oaks Subdivision	id=g:6331900
Rozenow's Subdivision	id=g:6331901
Bovine	id=g:6331902
Gem	id=g:6331903
West Brighton	id=g:6331904
Pine Grove Beach	id=g:6331905
Pittsburg Landing	id=g:6331906
Richmond Terrace Houses	id=g:6331907
Milton	id=g:6331908
Johns Creek	id=g:6331909
Grant-Valkaria	id=g:6331910
Helena-West Helena	id=g:6331911
Knife River Village (historical)	id=g:6331912
Windsor Place	id=g:6331913
Park Place Estates of Northbrook	id=g:6331914
Volte Court	id=g:6331915
Braeside Subdivision	id=g:6331916
Dorothy Stirling Subdivision	id=g:6331917
Driftwood	id=g:6331918
Loveland's Subdivision	id=g:6331919
Sunset Court	id=g:6331920
Willowbrook Acres	id=g:6331921
Homefinders	id=g:6331922
Kimberleigh	id=g:6331923
DorothyStirling Estates	id=g:6331924
Royal Ridge	id=g:6331925
Northbrook Greens	id=g:6331926
Northbrook Acres	id=g:6331927
Southbridge Commons	id=g:6331928
Stonehedge Glen	id=g:6331929
Mallard Creek	id=g:6331930
Wahl's Subdivision	id=g:6331931
Solar Grove	id=g:6331932
Covenant Village	id=g:6331933
Willow Creek	id=g:6331934
Highcrest	id=g:6331935
Stone Hedge Manor	id=g:6331936
Fox Hedge	id=g:6331937
Stone Hedge	id=g:6331938
The Courts	id=g:6331939
Villas West	id=g:6331940
Willow Cove	id=g:6331941
La Salceda Subdivision	id=g:6331942
Willow Woods	id=g:6331943
The Willows	id=g:6331944
Cobblewood	id=g:6331945
Fox Run	id=g:6331946
Westfield	id=g:6331947
Willows North	id=g:6331948
Kinswept Subdivision	id=g:6331949
Siemar Subdivision	id=g:6331950
Porters Glenview Subdivision	id=g:6331951
Porter Subdivision	id=g:6331952
Brockdale Manor	id=g:6331953
Indian Ridge	id=g:6331954
Sanders Prairie	id=g:6331955
Avanti Ridge	id=g:6331956
Lakeshire	id=g:6331957
Dana Court Subdivision	id=g:6331958
Sutton Point	id=g:6331959
Regency Place	id=g:6331960
Edgewood Grove	id=g:6331961
Huntington	id=g:6331962
Garden Court	id=g:6331963
Mission Hills Estates	id=g:6331964
Woodoaks Court	id=g:6331965
Wood Oaks Glen	id=g:6331966
Wildebrook On The Green	id=g:6331967
C H Taylor's Sanwaldrun Estates	id=g:6331968
Twin Pine Mobile Home Park	id=g:6331969
Forest Lake Post Office	id=g:6331970
Woodland Mobile Home Park	id=g:6331971
Pines	id=g:6331972
Skiersch's Subdivision	id=g:6331973
Northbrook West	id=g:6331974
Deercrest Estates	id=g:6331975
Arrowhead	id=g:6331976
Maryland Subdivision	id=g:6331977
Northway	id=g:6331978
Schultz's Subdivision	id=g:6331979
Jessical Lane Subdivision	id=g:6331980
Hansen Subdivision	id=g:6331981
Heathercrest	id=g:6331982
Michealsen Subdivision	id=g:6331983
Glenbrook Acres West	id=g:6331984
Levelview Acres	id=g:6331985
Royal Court	id=g:6331986
Birch Pond	id=g:6331987
Sunset Fields	id=g:6331988
Cedarbrook Court	id=g:6331989
Northbrook Park	id=g:6331990
Dehne's Subdivision	id=g:6331991
The Commons	id=g:6331992
Anetsberger's Subdivision	id=g:6331993
Orchard Subdivision	id=g:6331994
Meyer's Subdivision	id=g:6331995
Northbrook Highlands	id=g:6331996
Fair Meadows	id=g:6331997
Saint Stephens Green	id=g:6331998
Bachs Addition	id=g:6331999
Grace Manor	id=g:6332000
Marlen Subdivision	id=g:6332001
Woodlands	id=g:6332002
Briarwood Glen	id=g:6332003
Kinchester Lane Subdivision	id=g:6332004
Pheasant Creek	id=g:6332005
Innisfail	id=g:6332006
Markus Subdivision	id=g:6332007
Weller's Subdivision	id=g:6332008
Ville Du Parc	id=g:6332009
Kingsport Court	id=g:6332010
Coral Manor	id=g:6332011
Ancient Tree	id=g:6332012
Sportmans Cove	id=g:6332013
Estates of Charlemagne	id=g:6332014
Charlemagne East	id=g:6332015
Bradless Subdivision	id=g:6332016
Carlye Subdivision	id=g:6332017
Charlemagne	id=g:6332018
Normandy Hill	id=g:6332019
Evergreen Subdivision	id=g:6332020
Downing Street Subdivision	id=g:6332021
Picardy Circle	id=g:6332022
Jonathan Williams Houses	id=g:6332023
Bushwick Houses	id=g:6332024
Marcy Houses	id=g:6332025
Tompkins Houses	id=g:6332026
Sumner Houses	id=g:6332027
Eleanor Roosevelt Houses	id=g:6332028
Lafayette Houses	id=g:6332029
Medgar Evers Houses	id=g:6332030
Brevoort Houses	id=g:6332031
Little Orchard Subdivision	id=g:6332032
Sunridge	id=g:6332033
Skokie Highlands	id=g:6332034
Lee Woods	id=g:6332035
Bridlewood Lane	id=g:6332036
Dean-Horsch Subdivision	id=g:6332037
Buttonwood	id=g:6332038
Colonial Village	id=g:6332039
Oury Point	id=g:6332040
Linden Ridge	id=g:6332041
Northbrook Glen	id=g:6332042
Ridgecroft	id=g:6332043
Tiber Hill Estates	id=g:6332044
Shermer Ridge	id=g:6332045
Chapel Hill Estates	id=g:6332046
Ridgeland	id=g:6332047
Timber Ridge	id=g:6332048
Northbrook Colonial Estates	id=g:6332049
Northbrook Heights	id=g:6332050
Red Haw Ridge	id=g:6332051
Thorn Hill	id=g:6332052
Timber Lane	id=g:6332053
Shermer Square	id=g:6332054
Northbrook Estates	id=g:6332055
Northbrook Oaks	id=g:6332056
Northbrook Villa	id=g:6332057
Clarke's Subdivision	id=g:6332058
Heart O' Northbrook	id=g:6332059
Sycamore Lane	id=g:6332060
Northbrook Manor	id=g:6332061
Rugen Subdivision	id=g:6332062
Old Colony Court	id=g:6332063
Greenbriar Highlands	id=g:6332064
Maple Ridge	id=g:6332065
Star Subdivision	id=g:6332066
White Plains	id=g:6332067
Brookside Estates	id=g:6332068
Northbrook Gardens	id=g:6332069
Northfield Acres	id=g:6332070
Highlands	id=g:6332071
Stella (historical)	id=g:6332072
Sanfords Four Corners	id=g:6332073
Hueysville	id=g:6332074
Water Edge Subdivision	id=g:6332075
Olson's Subdivision	id=g:6332076
Winschester Lane North	id=g:6332077
Villas North	id=g:6332078
Forest View Estates	id=g:6332079
Fournins Subdivision	id=g:6332080
Ivy Club of Northbrook	id=g:6332081
Salceca North	id=g:6332082
Sanders Estates	id=g:6332083
Sanders Crossing	id=g:6332084
Sunny Acres	id=g:6332085
Sunset View Estates	id=g:6332086
Lone Tree Subdivision	id=g:6332087
