Victory Primitive Methodist Church	id=g:7184261
Youngnak Presbyterian Church	id=g:7188826
Lake Oswego United Methodist Church	id=g:7188827
Lake Oswego First Church	id=g:7188828
Church of Jesus Christ of Latter Day Saints Family History Center	id=g:7188829
Lake Grove Presbyterian Church	id=g:7188830
Whole Life Church	id=g:7188831
Mountain Park Church	id=g:7188832
Triumphant King Lutheran Church	id=g:7188833
Church of Jesus Christ of Latter Day Saints	id=g:7188834
Hope Community Church	id=g:7188835
Christ the King Catholic Church	id=g:7188836
Saint John the Baptist Catholic Church	id=g:7188837
Harmony Evangelical Church	id=g:7188838
Wichita Avenue Evangelical Church	id=g:7188839
Milwaukie Covenant Church	id=g:7188840
Clackamas Christian Center	id=g:7188841
Eastern Orthodox Church of the Annunciation	id=g:7188842
Life Christian Center	id=g:7188843
North Clackamas Church of Christ	id=g:7188844
Eagles Wings Prophetic Training Center	id=g:7188845
Open Bible Community Church	id=g:7188846
Milwaukie Lutheran Church	id=g:7188847
Ryder Ministries	id=g:7188848
Bridge City Community Church	id=g:7188849
Milwaukie Presbyterian Church	id=g:7188850
Faith Evangelical Church Milwaukie	id=g:7188851
King of Kings Evangelical Lutheran Church in American	id=g:7188852
Westwood Community Fellowship	id=g:7188853
Amazing Grace Lutheran Church	id=g:7188854
Milwaukie Foursquare Church	id=g:7188855
Gladstone Church of the Nazarene	id=g:7188856
Calvary Chapel Southeast Portland	id=g:7188857
Oak Grove Church	id=g:7188858
Saint John the Evangelist Episcopal Church	id=g:7188859
Day Spring Community School	id=g:7188860
Keystone Park	id=g:7188861
Washington Heights Park	id=g:7188862
Playtoggs Shopping Center	id=g:7188863
Campbell Plaza Shopping Center	id=g:7188864
Middletown Commons Shopping Center	id=g:7188865
Amchir Park	id=g:7188866
Deer Run	id=g:7188867
Maple Hill Park	id=g:7188868
Fancer Davidge Park	id=g:7188869
Summit Field	id=g:7188870
Clemson Park	id=g:7188871
Watts Memorial Park	id=g:7188872
Saint Joseph Cemetery	id=g:7188873
Wallkill Plaza Shopping Center	id=g:7188874
Wallkill Towne Center Shopping Center	id=g:7188875
The Shoppes At Orange Plaza Shopping Center	id=g:7188876
Dunning Farms Shopping Center	id=g:7188877
Canterbury Knolls	id=g:7188878
Church of Jesus Christ of Latter Day Saints	id=g:7188879
Orange County Fire Training Center	id=g:7188880
Mid-Hudson Forensic Psychiatric Center	id=g:7188881
Foothills Community Church	id=g:7188882
The Pines Museum	id=g:7188883
Slate Hill Commons Shopping Center	id=g:7188884
Molalla Christian Church	id=g:7188885
Shannen Park	id=g:7188886
The Country Christian Church	id=g:7188887
Breeze Hill Estates	id=g:7188888
Saint James Catholic Church	id=g:7188889
Warwick Town Park	id=g:7188890
The Evangelical Church at Liberal	id=g:7188891
Molalla Church of the Nazarene	id=g:7188892
Warwick Valley Middle School	id=g:7188893
Saint Stephen And Saint Edward School	id=g:7188894
Molalla United Methodist Church	id=g:7188895
Points of View	id=g:7188896
New Beginnings Foursquare Church	id=g:7188897
Assembly of God	id=g:7188898
Meadowbrook Community Church	id=g:7188899
Mulino Grace Community Church	id=g:7188900
Christ Light Community Church	id=g:7188901
Clarkes United Methodist Church	id=g:7188902
New Martyrs of Russia Orthodox Church	id=g:7188903
Church of Jesus Christ of Latter Day Saints	id=g:7188904
Church of Jesus Christ of Latter Day Saints	id=g:7188905
Saint John the Apostle Catholic Church	id=g:7188906
Oregon City Foursquare Church	id=g:7188907
Oregon City South Foursquare Church	id=g:7188908
River of Life Christian Center	id=g:7188909
Oregon City Baptist Church	id=g:7188910
Park Place Evangelical Church	id=g:7188911
Victorious Faith Family Church	id=g:7188912
First Baptist Church of Oregon City	id=g:7188913
Marantha Baptist Church	id=g:7188914
Saint Stanislaus Cemetery	id=g:7188915
Pine Island Elementary School	id=g:7188916
Atkinson Memorial Congregational Church	id=g:7188917
Pine Island Town Park	id=g:7188918
Christ Church Apostolic Incorporated	id=g:7188919
Unionville Cemetery	id=g:7188920
Oregon City Evangelical Church	id=g:7188921
Art Fords Lake	id=g:7188922
Willow Lake	id=g:7188923
Trinity Lutheran Church	id=g:7188924
Minisink Heritage Museum	id=g:7188925
Prince of Life Lutheran Church	id=g:7188926
Erie Depot Museum	id=g:7188927
Faith Fellowship Ministries	id=g:7188928
Evergreen Community Church	id=g:7188929
Viola Ridge Christian Center	id=g:7188930
Follower of Christ Church	id=g:7188931
Saint Pauls Episcopal Church	id=g:7188932
Oregon Trail Free Will Baptist Church	id=g:7188933
First Presbyterian Church	id=g:7188934
Followers of Christ Church	id=g:7188935
Reformation Covenant Church	id=g:7188936
Church of the Nazarene	id=g:7188937
Zion Lutheran Church	id=g:7188938
Oregon City Church of Christ	id=g:7188939
Oregon City United Methodist Church	id=g:7188940
United Pentecostal Church	id=g:7188941
Stone Creek Christian Church	id=g:7188942
Light On The Hill Fellowship	id=g:7188943
Saint Philip Benizi Catholic Church	id=g:7188944
Calvary Chapel Oregon City	id=g:7188945
Oregon City Bible Chapel	id=g:7188946
Immanuel Lutheran Church	id=g:7188947
Community Worship Church	id=g:7188948
Gospel of Our Savior Community Chapel	id=g:7188949
Sandy Foursquare Church	id=g:7188950
Saint Michael the Archangel	id=g:7188951
Church of Jesus Christ of Latter Day Saints	id=g:7188952
Beit Haverim	id=g:7188953
Willamette United Methodist Church	id=g:7188954
Willamette United Methodist Church	id=g:7188955
Willamette Christian Church	id=g:7188956
South Lake Foursquare Church	id=g:7188957
Soldier Creek	id=g:7188958
Tacklebuster Reef	id=g:7188959
Taowhywee Point	id=g:7188960
Barksdale Creek	id=g:7188961
Richies Run	id=g:7188962
Hayes Creek	id=g:7188963
Irene Creek	id=g:7188964
Wagner Creek	id=g:7188965
Minor Lake	id=g:7188966
South Park Unitarian Universalist Fellowship	id=g:7188967
Saint Francis Episcopal Church	id=g:7188968
Hope Fellowship Church	id=g:7188969
Creekside Bible Church	id=g:7188970
Grace Chapel	id=g:7188971
Celebration Church	id=g:7188972
Saint Cyril Catholic Church	id=g:7188973
Meridian United Church of Christ	id=g:7188974
Valley Christian Church	id=g:7188975
Canyon Creek Church	id=g:7188976
Church of Jesus Christ of Latter Day Saints	id=g:7188977
Community of Hope Wilsonville	id=g:7188978
Church of Jesus Christ of Latter Day Saints	id=g:7188979
Solid Rock Baptist Church	id=g:7188980
Beautiful Savior Lutheran Church	id=g:7188981
Romanian Baptist Church	id=g:7188982
Christ Church of Co-Creation	id=g:7188983
Milwaukee First Baptist Church	id=g:7188984
Kairos Milwaukie Church Christ	id=g:7188985
Saint Pauls United Methodist Church	id=g:7188986
Milwaukie Christian Church	id=g:7188987
Church of Jesus Christ of Latter Day Saints	id=g:7188988
Thompson Road Bible Fellowship	id=g:7188989
Lidgerwood Evangelical Church	id=g:7188990
Christs Church of Marylhurst Oregon	id=g:7188991
Marquam United Methodist Church	id=g:7188992
Madrone Trail Public Charter School	id=g:7188993
Sacred Heart Catholic School	id=g:7188994
Rogue River Elementary School	id=g:7188995
Talent Elementary School	id=g:7188996
Abraham Lincoln Elementary School	id=g:7188997
Ashland High School	id=g:7188998
Ashland Middle School	id=g:7188999
Bellview Elementary School	id=g:7189000
Central Point Elementary School	id=g:7189001
Butte Falls Secondary School	id=g:7189002
Butte Falls Elementary School	id=g:7189003
Crater High School	id=g:7189004
Cascade Christian High School	id=g:7189005
Christian Life School	id=g:7189006
Eagle Point High School	id=g:7189007
Eagle Point Middle School	id=g:7189008
Eagle Rock Elementary School	id=g:7189009
Grace Christian School	id=g:7189010
Hedrick Middle School	id=g:7189011
Helman Elementary School	id=g:7189012
Hoover Elementary School	id=g:7189013
Jacksonville Elementary School	id=g:7189014
Lyric Theater (historical)	id=g:7189015
Port Jervis Middle School	id=g:7189016
Church Street Park	id=g:7189017
Riverside Park	id=g:7189018
Village Park	id=g:7189019
Hempstead Acres	id=g:7189020
Cedarcrest	id=g:7189021
Saint Joseph School	id=g:7189022
Seward Institute	id=g:7189023
Walter R Sturr Memorial Park	id=g:7189024
Florida Cemetery	id=g:7189025
Golden Hill Elementary School	id=g:7189026
Shop Rite Plaza Shopping Center	id=g:7189027
Chester Commons Park	id=g:7189028
Chester Mall Shopping Center	id=g:7189029
Q Plaza Shopping Center	id=g:7189030
Chester Junior-Senior High School	id=g:7189031
Renee Gardens	id=g:7189032
Valley View At Chester	id=g:7189033
Chester Elementary School	id=g:7189034
Warwick Township Veterans Memorial Park	id=g:7189035
Homestead Village	id=g:7189036
Mitchell Corners Shopping Plaza Shopping Center	id=g:7189037
Lewis Park	id=g:7189038
Mount Alverno Center	id=g:7189039
Flowick Shopping Center	id=g:7189040
Kings Plaza Medical Center	id=g:7189041
Merchant Square Shopping Center	id=g:7189042
Calvary Christian Academy	id=g:7189043
Kings Elementary School	id=g:7189044
Bellvale School	id=g:7189045
Mid Orange State Correctional Facility	id=g:7189046
Saint Columbia School	id=g:7189047
Hanson Memorial Park	id=g:7189048
Jewett Elementary School	id=g:7189049
Richardson Elementary School	id=g:7189050
Sams Valley Elementary School	id=g:7189051
Scenic Middle School	id=g:7189052
Saint John Lutheran School	id=g:7189053
Kennedy Elementary School	id=g:7189054
McLoughlin Middle School	id=g:7189055
South Medford High School	id=g:7189056
North Medford High School	id=g:7189057
Orchard Hill Elementary School	id=g:7189058
Walker Elementary School	id=g:7189059
Saint Marys School	id=g:7189060
Wilson Elementary School	id=g:7189061
Phoenix Elementary School	id=g:7189062
Phoenix High School	id=g:7189063
Prospect School	id=g:7189064
Shady Cove School	id=g:7189065
Mountain View Elementary School	id=g:7189066
White City Elementary School	id=g:7189067
McIntire Spring House (historical)	id=g:7189068
Riverside School (historical)	id=g:7189069
Saint Peter's Lutheran Church	id=g:7189070
Orange Square	id=g:7189071
First Presbyterian Church of Port Jervis	id=g:7189072
First Church of Christ Scientist	id=g:7189073
Saint Mary's Roman Catholic Church	id=g:7189074
Saint Marys Convent (historical)	id=g:7189075
Drew United Methodist Church	id=g:7189076
Assembly of God Church	id=g:7189077
Reformed Dutch Church of Deer Park	id=g:7189078
First Baptist Church	id=g:7189079
Grace Episcopal Church	id=g:7189080
Church Street Public School (historical)	id=g:7189081
Wickham Chapel	id=g:7189082
Doctors Sunnyside Hospital (historical)	id=g:7189083
East Main Street Public School (historical)	id=g:7189084
Tri-States Hose Company Number 6	id=g:7189085
Excelsior Hose Company Number 5	id=g:7189086
West End Reformed Church	id=g:7189087
Church of Most Sacred Heart	id=g:7189088
Sparrow Bush Methodist Church	id=g:7189089
First Assembly of God Church	id=g:7189090
Calvary Bible Church	id=g:7189091
Grace Fellowship Church	id=g:7189092
Greenville United Methodist Church	id=g:7189093
Light of the World Christian Church	id=g:7189094
Port Jervis Bible Baptist Church	id=g:7189095
Foster Memorial African Methodist Episcopal Zion Church	id=g:7189096
Jensen Lateral	id=g:7189097
Culver High School	id=g:7189098
Culver Elementary School	id=g:7189099
Culver Middle School	id=g:7189100
Jefferson County Middle School	id=g:7189101
Metolius Elementary School	id=g:7189102
Allen Dale Elementary School	id=g:7189103
Applegate Elementary School	id=g:7189104
Brighton Academy	id=g:7189105
Evergreen Elementary School	id=g:7189106
Fleming Middle School	id=g:7189107
Manzanita Elementary School	id=g:7189108
Grants Pass High School	id=g:7189109
Highland Elementary School	id=g:7189110
Illinois Valley High School	id=g:7189111
Lincoln Elementary School	id=g:7189112
Lorna Byrne Middle School	id=g:7189113
Madrona Elementary School	id=g:7189114
Newbridge High School	id=g:7189115
North Valley High School	id=g:7189116
Parkside Elementary School	id=g:7189117
Vineyard Christian School	id=g:7189118
Worley Heights	id=g:7189119
Lebanon Lake	id=g:7189120
Earl Reservoir Park	id=g:7189121
Binos Desha School	id=g:7189122
United Talmudical Academy	id=g:7189123
Sheri Torah School	id=g:7189124
Kiryas Joel Health Center	id=g:7189125
Eitz Chaim Jewish Community Center	id=g:7189126
North Main Street Elementary School	id=g:7189127
Crane Park	id=g:7189128
Smith Clove Park	id=g:7189129
Goose Pond Plaza Shopping Center	id=g:7189130
Shop Rite Plaza Shopping Center	id=g:7189131
Community Cemetery of Monroe	id=g:7189132
Monroe Plaza Shopping Center	id=g:7189133
Liberty Plaza Shopping Center	id=g:7189134
Super Stop And Shop Plaza Shopping Center	id=g:7189135
Monroe Federal Plaza Shopping Center	id=g:7189136
Gateway Plaza Shopping Center	id=g:7189137
Pine Tree Elementary School	id=g:7189138
Sacred Heart School	id=g:7189139
Saint Paul Christian Education Center	id=g:7189140
Overlook Estates	id=g:7189141
Harriman Plaza Shopping Center	id=g:7189142
Monroe Village Hall	id=g:7189143
Mary H Harriman Memorial Park	id=g:7189144
Old Glory Mall Shopping Center	id=g:7189145
Woodbury Centre Shopping Center	id=g:7189146
Monroe Woodbury Middle School	id=g:7189147
Highland Lake Estates	id=g:7189148
Woodbury Meadows	id=g:7189149
Smith Clove Elementary School	id=g:7189151
Rock Terrace Mobile Home Park	id=g:7189152
Hudson View Terrace Mobile Home Park	id=g:7189153
Sapphire Elementary School	id=g:7189154
New York State Correctional Services Training Academy	id=g:7189155
Billings Cemetery	id=g:7189156
Johnny Richardson Cemetery	id=g:7189157
Mount Sinai Cemetery	id=g:7189158
Mount Tabor Cemetery	id=g:7189159
Newman Cemetery	id=g:7189160
Robinson Cemetery	id=g:7189161
Robinson Cemetery	id=g:7189162
Skyler King Cemetery	id=g:7189163
Vanderpool Cemetery	id=g:7189164
White Oak Church Cemetery	id=g:7189165
Cow Creek Baptist Church	id=g:7189166
Crooked Creek Church	id=g:7189167
Easter Valley Church (historical)	id=g:7189168
Gum Springs Church	id=g:7189169
Hargett Church	id=g:7189170
Kimbrell Chapel (historical)	id=g:7189171
Mount Tabor Christian Church	id=g:7189172
Bradley Rocks	id=g:7189173
Aldersgate Camp and Retreat Center	id=g:7189174
Camp Burnamwood	id=g:7189175
Cane Springs	id=g:7189176
Cedar Grove	id=g:7189177
Crooked Creek	id=g:7189178
Drowing Creek	id=g:7189179
Harris	id=g:7189180
Knob Lick	id=g:7189181
Macedonia	id=g:7189182
Maddie	id=g:7189183
Old Witt School Neighborhood	id=g:7189184
Sams	id=g:7189185
Sand Hill	id=g:7189186
Thomas	id=g:7189187
Wilder	id=g:7189188
Alger Post Office (historical)	id=g:7189189
Alumbaugh Post Office (historical)	id=g:7189190
Blue Bank Post Office (historical)	id=g:7189191
Cedar Grove Post Office (historical)	id=g:7189192
Cobb Hill Post Office (historical)	id=g:7189193
Cottage Furnace Post Office (historical)	id=g:7189194
Engle Post Office (historical)	id=g:7189195
Estilco Post Office (historical)	id=g:7189196
Fainville Post Office (historical)	id=g:7189197
Fitchburg Post Office (historical)	id=g:7189198
Fox Post Office (historical)	id=g:7189199
Happy Top Post Office (historical)	id=g:7189200
Hargett Post Office (historical)	id=g:7189201
Iron Mound Post Office (historical)	id=g:7189202
Jinks Post Office (historical)	id=g:7189203
Kimbrell Post Office (historical)	id=g:7189204
Leighton Post Office (historical)	id=g:7189205
Little Rock Railroad Station (historical)	id=g:7189206
Locust Branch Post Office (historical)	id=g:7189207
Mountain Spring Post Office (historical)	id=g:7189208
Mouth of Millers Creek Post Office (historical)	id=g:7189209
Noland Post Office (historical)	id=g:7189210
Palmer Post Office (historical)	id=g:7189211
Parvin Post Office (historical)	id=g:7189212
Patsey Post Office (historical)	id=g:7189213
Pilot Post Office (historical)	id=g:7189214
Pitts Post Office (historical)	id=g:7189215
Portwood Post Office (historical)	id=g:7189216
Powell Post Office (historical)	id=g:7189217
Pryse Post Office (historical)	id=g:7189218
Radical Post Office (historical)	id=g:7189219
Ravenna Post Office	id=g:7189220
Reges Post Office (historical)	id=g:7189221
Rice Station Post Office (historical)	id=g:7189222
Sproutsprings Post Office (historical)	id=g:7189223
Stump Post Office (historical)	id=g:7189224
Thomas Point on Postal Route	id=g:7189225
Vogel Post Office (historical)	id=g:7189226
Wagersville Post Office (historical)	id=g:7189227
Winston Post Office (historical)	id=g:7189228
Wisemantown Post Office (historical)	id=g:7189229
Witt Post Office (historical)	id=g:7189230
Marbleyard Ridge	id=g:7189231
Rose Ridge	id=g:7189232
Walters Ridge	id=g:7189233
Watson Ridge	id=g:7189234
Woodward Ridge	id=g:7189235
Beech Grove School (historical)	id=g:7189236
Big Springs School (historical)	id=g:7189237
Fitchburg School (historical)	id=g:7189238
Ivory Hill School (historical)	id=g:7189239
Sparks School (historical)	id=g:7189240
Dark Hollow	id=g:7189241
Scrivener Branch	id=g:7189242
