Buayan River	id=g:1723675
Bacolor	id=g:1729558
Bacolog Island	id=g:1729559
Bacolod River	id=g:1729560
Bacolod Hacienda	id=g:1729561
Bacolod	id=g:1729562
Bacolod Grande	id=g:1729563
Bacolod City	id=g:1729564
Bacolod Chico	id=g:1729565
Baculod	id=g:1729566
Bacolod	id=g:1729567
Bacolod	id=g:1729568
Bacolod	id=g:1729569
Bacolod	id=g:1729570
Bacolod	id=g:1729571
Bacolod	id=g:1729572
Bacolod	id=g:1729573
Bacolod	id=g:1729574
Bacolod	id=g:1729576
Bacolod	id=g:1729577
Bacolod	id=g:1729578
Bacolod	id=g:1729579
Bacolod	id=g:1729580
Bacolod	id=g:1729581
Bacolod	id=g:1729582
Bacol Island	id=g:1729584
Bacol	id=g:1729585
Baco Island	id=g:1729586
Bocog	id=g:1729587
Mount Bacod	id=g:1729588
Bacoco Mine	id=g:1729589
Baco Chico Island	id=g:1729590
Mount Baco	id=g:1729591
Baco	id=g:1729592
Baco	id=g:1729593
Bacnotan	id=g:1729594
Bacnotan	id=g:1729595
Bacnor	id=g:1729596
Bacnono	id=g:1729597
Bacnit	id=g:1729598
Bacnit	id=g:1729599
Bacnar	id=g:1729600
Baclungay	id=g:1729601
Baclion	id=g:1729602
Bacalayon	id=g:1729603
Baclayon	id=g:1729604
New Baclayon	id=g:1729605
Baclayon	id=g:1729606
Baclayon	id=g:1729607
Baclayan	id=g:1729608
Baclayan	id=g:1729609
Baclayan	id=g:1729610
Mount Baclasan	id=g:1729611
Baclas	id=g:1729612
Baclaran	id=g:1729613
Baclao Forest	id=g:1729614
Saplad River	id=g:1729615
Baquiling	id=g:1729616
Back Cap	id=g:1729617
Bakhawan	id=g:1729618
Bacjauan Sur	id=g:1729619
Bacjauan Norte	id=g:1729620
Basiao	id=g:1729621
Bachao	id=g:1729622
Bacjao	id=g:1729623
Bacjao	id=g:1729624
Baciad	id=g:1729625
Bache Reef	id=g:1729626
Bachawan	id=g:1729627
Bachao Point	id=g:1729628
Bachao Ibaba	id=g:1729629
Bachao	id=g:1729630
Bachao	id=g:1729631
Baccuit	id=g:1729632
Baccuit	id=g:1729633
Baccaradal River	id=g:1729634
Bacbac River	id=g:1729635
Bac Bac Island	id=g:1729636
Bacay River	id=g:1729637
Bacay Point	id=g:1729638
Bacayawan	id=g:1729639
Bacayawan	id=g:1729640
Bacayauan Hills	id=g:1729641
Bacayauan	id=g:1729642
Bacayawan	id=g:1729643
Bacayao	id=g:1729644
Bacayao	id=g:1729645
Bacayan	id=g:1729646
Bacay	id=g:1729647
Bacawan	id=g:1729648
Bacauan River	id=g:1729649
Mount Bacauan	id=g:1729650
Bacauan	id=g:1729651
Bacat	id=g:1729652
Bacasanon	id=g:1729653
Bacarra River	id=g:1729654
Bacarra	id=g:1729655
Bacarra	id=g:1729656
Bakari	id=g:1729657
Bacaran Bay	id=g:1729658
Bacaran	id=g:1729659
Bacao River	id=g:1729660
Bacao Point	id=g:1729661
Bacaon-Matampay	id=g:1729662
Bacao Mountains	id=g:1729663
Bocaliw	id=g:1729664
Bacao Island	id=g:1729665
Bacao Hill	id=g:1729666
Bacao Bay	id=g:1729667
Bacao	id=g:1729668
Bacao	id=g:1729669
Bacao	id=g:1729670
Bacao	id=g:1729671
Bacao	id=g:1729672
Bacao	id=g:1729673
Balantian River	id=g:1729674
Bacan River	id=g:1729675
Bacan Island	id=g:1729676
Bacani	id=g:1729677
Hacienda Bacan	id=g:1729678
Bacang Bank	id=g:1729679
Bacangan	id=g:1729680
Mount Bacan	id=g:1729681
Bacan	id=g:1729682
Badon	id=g:1729683
Bacaloa	id=g:1729684
Bacalan River	id=g:1729685
Bacalan Point	id=g:1729686
Bacalan Island	id=g:1729687
Bacalan	id=g:1729688
Bacalan	id=g:1729689
Bacal	id=g:1729690
Bacal	id=g:1729691
Bacak	id=g:1729692
Bacagan	id=g:1729693
Bacagan	id=g:1729694
Bakag	id=g:1729695
Bacag	id=g:1729696
Bacaco River	id=g:1729697
Bacaclio River	id=g:1729698
Bagacay Point	id=g:1729699
Mount Bagacay	id=g:1729700
Bacacay	id=g:1729701
Bacacay	id=g:1729702
Bacacao River	id=g:1729703
Mount Bacacao	id=g:1729704
Bucacao	id=g:1729705
Bacac	id=g:1729706
Bacabgan	id=g:1729707
Bacabac River	id=g:1729708
Bacabaca	id=g:1729709
Bacabac	id=g:1729710
Bacabac	id=g:1729711
Mount Boca	id=g:1729712
Babuy Peak	id=g:1729713
Babuyan River	id=g:1729714
Babuyan Point	id=g:1729715
Babuyan Islands	id=g:1729716
Babuyan Island	id=g:1729717
Babuyan Channel	id=g:1729718
Mount Babuyan	id=g:1729719
Babuyan	id=g:1729720
Babuyan	id=g:1729721
Babuyan	id=g:1729722
Babuyan	id=g:1729723
Mount Babuy	id=g:1729724
Babuy	id=g:1729725
Babuan Island	id=g:1729726
Babuang	id=g:1729727
Baboy Island	id=g:1729728
Baboy Daraga Peninsula	id=g:1729729
Boboyan	id=g:1729730
Mount Baboy	id=g:1729731
Baboy	id=g:1729732
Baboy	id=g:1729733
Babo-Pangulo	id=g:1729734
Babonga Lana Hill	id=g:1729735
Babog	id=g:1729736
Babinag	id=g:1729737
Babiera	id=g:1729738
Babiasan	id=g:1729739
Babbalag	id=g:1729740
Babba	id=g:1729741
Babayugan	id=g:1729742
Babayuan Creek	id=g:1729743
Babayuan	id=g:1729744
Babayuan	id=g:1729745
Babayon Reef	id=g:1729746
Babayon Point Hill	id=g:1729747
Babayon Point	id=g:1729748
Babayongan	id=g:1729749
Babayongan	id=g:1729750
Babayoan	id=g:1729751
Babawan	id=g:1729752
Babatuan	id=g:1729753
Baketbaket Point	id=g:1729754
Babato	id=g:1729755
Babatnon Point	id=g:1729756
Babatnin	id=g:1729757
Babatñgon River	id=g:1729758
Babatñgon Point	id=g:1729759
Babatngon	id=g:1729760
Babatñgon	id=g:1729761
Babatgun Point	id=g:1729762
Babatgun Bay	id=g:1729763
Babatgon	id=g:1729764
Babasit	id=g:1729765
Babas Cove	id=g:1729766
Babarogon Island	id=g:1729767
Babaon River	id=g:1729768
Babaon Bay	id=g:1729769
Babaon	id=g:1729770
Babantoon	id=g:1729771
Baban Lagoon	id=g:1729772
Babang-Talitay	id=g:1729773
Babou Range	id=g:1729774
Babangod River	id=g:1729775
Babangcal	id=g:1729776
Baban	id=g:1729777
Babal-losa	id=g:1729778
Baballasioan	id=g:1729779
Babalion River	id=g:1729780
Babalanga	id=g:1729781
Babalag	id=g:1729782
Babak Point	id=g:1729783
Babak	id=g:1729784
Babak	id=g:1729785
Babak	id=g:1729786
Babaguan Cove	id=g:1729787
Babaguan Bay	id=g:1729788
Babaguan	id=g:1729789
Babag Island	id=g:1729790
Babagiohan	id=g:1729791
Babag	id=g:1729792
Babag	id=g:1729793
Babag	id=g:1729794
Babag	id=g:1729795
Babaddi	id=g:1729796
Bababing	id=g:1729797
Baaz River	id=g:1729798
Baay River	id=g:1729799
Baayan	id=g:1729800
Baayad Point	id=g:1729801
Baayad	id=g:1729802
Baay	id=g:1729803
Ba-ay	id=g:1729804
Baay	id=g:1729805
Baay	id=g:1729806
Baay	id=g:1729807
Baay	id=g:1729808
Baay	id=g:1729809
Baas	id=g:1729810
Baas	id=g:1729811
Lake Baao	id=g:1729812
Baao	id=g:1729813
Baao	id=g:1729814
Baao	id=g:1729815
Baang	id=g:1729816
Baang	id=g:1729817
Baang	id=g:1729818
Baanan	id=g:1729819
Ba-an	id=g:1729820
Ba-an	id=g:1729821
Baoc	id=g:1729822
Baac	id=g:1729823
Ba-ac	id=g:1729824
Maabang Point	id=g:1729825
Baaba	id=g:1729826
Azupre	id=g:1729827
Azpitia	id=g:1729828
Azagra	id=g:1729829
Azagra	id=g:1729830
Azagra	id=g:1729831
Ayuyan	id=g:1729832
Ayuyan	id=g:1729833
Ayuti	id=g:1729834
Ayutay	id=g:1729835
Ayusan Sur	id=g:1729836
Ayusan Norte	id=g:1729837
Ayusan	id=g:1729838
Ayuquitan Viejo	id=g:1729839
Ayuquitan Daku River	id=g:1729840
Ayuquitan	id=g:1729841
Ayunyon River	id=g:1729842
Ayungon River	id=g:1729843
Ayuñgon	id=g:1729844
Ayuñgon	id=g:1729845
Ayungon	id=g:1729846
Ayungon	id=g:1729847
Ayunganan River	id=g:1729848
Ayung	id=g:1729849
Ayugan	id=g:1729850
Ayudante	id=g:1729851
Ayubo	id=g:1729852
Ayson	id=g:1729853
Ayoyo Creek	id=g:1729854
Ayos Lomboy	id=g:1729855
Ayong	id=g:1729856
Ayon-Dao	id=g:1729857
Ayon	id=g:1729858
Ayom	id=g:1729859
Ayninan Island	id=g:1729860
Ayat	id=g:1729861
Ayason	id=g:1729862
Ayaoyao River	id=g:1729863
Ayaoiyao	id=g:1729864
Ayaoan	id=g:1729865
Ayangan	id=g:1729866
Ayangan	id=g:1729867
Ayan	id=g:1729868
Ayaman	id=g:1729869
Ayam	id=g:1729870
Ayala Sugar Central	id=g:1729871
Ayala River	id=g:1729872
Ayala	id=g:1729873
Ayahag	id=g:1729874
Diagao Bay	id=g:1729875
Ayagao	id=g:1729876
Ayabang	id=g:1729877
Aya-aya	id=g:1729878
Mount Ayaas	id=g:1729879
Ayaas	id=g:1729880
Aya	id=g:1729881
Aya	id=g:1729882
Awitan	id=g:1729883
Awitan	id=g:1729884
Awis	id=g:1729885
Awingan	id=g:1729886
Awilan River	id=g:1729887
Awijao	id=g:1729888
Awihao	id=g:1729889
Awayon River	id=g:1729890
Awayon	id=g:1729891
Awayanan River	id=g:1729892
Awayan	id=g:1729893
Awayan	id=g:1729894
Awayan	id=g:1729895
Away	id=g:1729896
Awasan Point	id=g:1729897
Awasan Island	id=g:1729898
Awasan Bay	id=g:1729899
Awasan	id=g:1729900
Mount Awapanniki	id=g:1729901
Awao River	id=g:1729902
Awan River	id=g:1729903
Awang Point	id=g:1729904
Awang Cove	id=g:1729905
Awang	id=g:1729906
Awang	id=g:1729907
Awan	id=g:1729908
Awallan	id=g:1729909
Mount Awak	id=g:1729910
Aweg	id=g:1729911
Awa Creek	id=g:1729912
Awaan	id=g:1729913
Awa	id=g:1729914
Awa	id=g:1729915
Awa	id=g:1729916
Estero Aviles	id=g:1729917
Avila	id=g:1729918
Avenzada	id=g:1729919
Ave Maria Island	id=g:1729920
Avanceña	id=g:1729921
Ava	id=g:1729922
Auyaoyao	id=g:1729923
Auyan	id=g:1729924
Austria	id=g:1729925
Province of Aurora	id=g:1729926
Port Aurora	id=g:1729927
Aurora	id=g:1729928
Aurora	id=g:1729929
Aurora	id=g:1729930
Aurora	id=g:1729931
Aurora	id=g:1729932
Aurora	id=g:1729933
Aurora	id=g:1729934
Municipality of Aurora	id=g:1729935
Aureliana River	id=g:1729936
Aurelliana	id=g:1729937
Auqui Island	id=g:1729938
Aunugay River	id=g:1729939
Aundanao	id=g:1729940
Aumbay	id=g:1729941
Aulo	id=g:1729942
Auitan	id=g:1729943
Auile	id=g:1729944
Aubarede Reef	id=g:1729945
Aubarede Point	id=g:1729946
Auasan	id=g:1729947
Atuyan	id=g:1729948
Aturan	id=g:1729949
Atulut	id=g:1729950
Atulayan Island	id=g:1729951
Atulayan Bay	id=g:1729952
Atulayan	id=g:1729953
Atulayan	id=g:1729954
Atulayan	id=g:1729955
Atulayan	id=g:1729956
Atugan River	id=g:1729957
Atugan Canyon	id=g:1729958
Attalimauan	id=g:1729959
Atrojillo	id=g:1729960
Atotes	id=g:1729961
Atos	id=g:1729962
Ator River	id=g:1729963
Atop-atop	id=g:1729964
Atong-Atong	id=g:1729965
Atonaton River	id=g:1729966
Atolinao	id=g:1729967
Mount Atok	id=g:1729968
Atok	id=g:1729969
Atok	id=g:1729970
Atog Point	id=g:1729971
Atogan	id=g:1729972
Atlubola	id=g:1729973
Atlag River	id=g:1729974
Atlag	id=g:1729975
Atipuluan	id=g:1729976
Atipolo	id=g:1729977
Atipolo	id=g:1729978
Atipolo	id=g:1729979
Atiplo	id=g:1729980
Atipit River	id=g:1729981
Atiotis	id=g:1729982
Atindo	id=g:1729983
Atin	id=g:1729984
Atimonan River	id=g:1729985
Atimonan Mouth	id=g:1729986
Atimonan	id=g:1729987
Atimonan	id=g:1729988
Atimon	id=g:1729989
Mount Atimbia	id=g:1729990
Gabali Island	id=g:1729991
Atic	id=g:1729992
Atib River	id=g:1729993
Ati	id=g:1729994
Atga	id=g:1729995
Atencio	id=g:1729996
Atimonan	id=g:1729997
Atel River	id=g:1729998
Atelong	id=g:1729999
Atel	id=g:1730000
Atcela River	id=g:1730001
Atbo	id=g:1730002
Atay-Manok Mountains	id=g:1730003
Atayao	id=g:1730004
Atate Creek	id=g:1730005
Atate	id=g:1730006
Ataque River	id=g:1730007
Atalaya Point	id=g:1730008
Atainan	id=g:1730009
Atabayan	id=g:1730010
Atabay	id=g:1730011
Atabay	id=g:1730012
Atabay	id=g:1730013
Atabay	id=g:1730014
Atabay	id=g:1730015
Atabay	id=g:1730016
Ata-atahon	id=g:1730017
Atta Island	id=g:1730018
Asuyan	id=g:1730019
Asung	id=g:1730020
Asuncion Pass	id=g:1730021
Asuncion	id=g:1730022
Asuncion	id=g:1730023
Asuncion	id=g:1730024
Asuncion	id=g:1730025
Asuncion	id=g:1730026
Asue River	id=g:1730027
Asue-Pabriaga	id=g:1730028
Asuacan	id=g:1730029
Asturias Point	id=g:1730030
Asturias	id=g:1730031
Asturias	id=g:1730032
Asturias	id=g:1730033
Asturias	id=g:1730034
Astorga	id=g:1730035
Asturga	id=g:1730036
Astorga	id=g:1730037
Astorga	id=g:1730038
Astorga	id=g:1730039
Sapang Asta	id=g:1730040
Asta	id=g:1730041
Asset	id=g:1730042
Asassi	id=g:1730043
Assantu	id=g:1730044
Assace	id=g:1730045
Asong	id=g:1730046
Ason	id=g:1730047
Aslum Peak	id=g:1730048
Asluman	id=g:1730049
Asluman	id=g:1730050
Aslum	id=g:1730051
Aslum	id=g:1730052
Aslong	id=g:1730053
Aslom Point	id=g:1730054
Aslom Island	id=g:1730055
Aslom	id=g:1730056
Aslun	id=g:1730057
Aslom	id=g:1730058
Aslom	id=g:1730059
Aslatan River	id=g:1730060
Asked Point	id=g:1730061
Asis River	id=g:1730062
Asisig River	id=g:1730063
Asisig	id=g:1730064
Asis	id=g:1730065
Asis	id=g:1730066
Asin River	id=g:1730067
Asin River	id=g:1730068
Asinga River	id=g:1730069
Asingan	id=g:1730070
Asingan	id=g:1730071
Asinga-Via	id=g:1730072
Asin Boji	id=g:1730073
Asinan River	id=g:1730074
Asinan	id=g:1730075
Asin	id=g:1730076
Asin	id=g:1730077
Asin	id=g:1730078
Asin	id=g:1730079
Asili Creek	id=g:1730080
Asilap	id=g:1730081
Asilang	id=g:1730082
Asilang	id=g:1730083
Asiga River	id=g:1730084
Asiga	id=g:1730085
Asid River	id=g:1730086
Asido River	id=g:1730087
Asid Gulf	id=g:1730088
Asid	id=g:1730089
Asibanglan	id=g:1730090
Asiatic Lumber Mill	id=g:1730091
Asiatic Lumber Mill	id=g:1730092
Asia River	id=g:1730093
Asia Ridge	id=g:1730094
Asia Point	id=g:1730095
Asia Bay	id=g:1730096
Asia	id=g:1730097
Mount Asi	id=g:1730098
Asgad Point	id=g:1730099
Mount Asgad	id=g:1730100
Asgad	id=g:1730101
Asdam	id=g:1730102
Asayan River	id=g:1730103
Asan	id=g:1730104
Asan Sur	id=g:1730105
Asan Norte	id=g:1730106
Mount Asan	id=g:1730107
Asalogan River	id=g:1730108
Asabero	id=g:1730109
Asaan Point	id=g:1730110
Asa	id=g:1730111
Aryargo	id=g:1730112
Arwas Hill	id=g:1730113
Arusip	id=g:1730114
Arupay	id=g:1730115
Arumahan	id=g:1730116
Arubub	id=g:1730117
Arubub	id=g:1730118
Arua-ay	id=g:1730119
Artuz	id=g:1730120
Arton Point	id=g:1730121
Artillery Point	id=g:1730122
Arteche	id=g:1730123
Arteche	id=g:1730124
Arteche	id=g:1730125
Artadi	id=g:1730126
Artacho	id=g:1730127
Aroman Creek	id=g:1730128
Ariman River	id=g:1730129
Arrecife Island	id=g:1730130
Arrecife Island	id=g:1730131
Arrecife Island	id=g:1730132
Jagnoya	id=g:1730133
Arrado	id=g:1730134
Arrabal	id=g:1730135
Arraal	id=g:1730136
Arraal	id=g:1730137
Arpili	id=g:1730138
Aroyog River	id=g:1730139
Ararungua Island	id=g:1730140
Aroroy River	id=g:1730141
Aroroy	id=g:1730142
Aroroy	id=g:1730143
Aroroy	id=g:1730144
Arurogan	id=g:1730145
Aropong Camp Four	id=g:1730146
Aropong	id=g:1730147
Aro Point	id=g:1730148
Aropag	id=g:1730149
Aron	id=g:1730150
Aroman	id=g:1730151
Aroganga River	id=g:1730152
Aroganga	id=g:1730153
Aroganga	id=g:1730154
Arobang Point	id=g:1730155
Arnedo	id=g:1730156
Arnap	id=g:1730157
Armenia	id=g:1730158
Armenia	id=g:1730159
Armenia	id=g:1730160
Ariuan	id=g:1730161
Aritao	id=g:1730162
Aritao	id=g:1730163
Ariston Oeste	id=g:1730164
Aristog	id=g:1730165
Ariquen	id=g:1730166
Aripip	id=g:1730167
Aringin	id=g:1730168
Aringay River	id=g:1730169
Aringay Point	id=g:1730170
Aringay	id=g:1730171
Aringay	id=g:1730172
Aringay	id=g:1730173
Arimbay	id=g:1730174
Ariman	id=g:1730175
Arimal River	id=g:1730176
Arimal	id=g:1730177
Ari Island	id=g:1730178
Arigmis Creek	id=g:1730179
Aridiamo Creek	id=g:1730180
Aricomo Point	id=g:1730181
Aricomo	id=g:1730182
Mount Ariba	id=g:1730183
Arigara Island	id=g:1730184
Argyll Shoal	id=g:1730185
Argos Reef	id=g:1730186
Argos Point	id=g:1730187
Argosino	id=g:1730188
Argawanon	id=g:1730189
Argao River	id=g:1730190
Argao Point	id=g:1730191
Argao	id=g:1730192
Angao	id=g:1730193
Argao	id=g:1730194
Argao	id=g:1730195
Arevalo Bay	id=g:1730196
Arevalo	id=g:1730197
Arevalo	id=g:1730198
Areta Shoals	id=g:1730199
Areno Sur	id=g:1730200
Areno Norte	id=g:1730201
Arenas Point	id=g:1730202
Arenas Point	id=g:1730203
Arenas	id=g:1730204
Arena Point	id=g:1730205
Arena Point	id=g:1730206
Arena Point	id=g:1730207
Arena Point	id=g:1730208
Arena Point	id=g:1730209
Arena Island	id=g:1730210
Arena Island	id=g:1730211
Arena Island	id=g:1730212
Arellano	id=g:1730213
Arellano	id=g:1730214
Aregita Rocks	id=g:1730215
Arcolan Point	id=g:1730216
Arch Rock	id=g:1730217
Arcangel	id=g:1730218
Arboles Point	id=g:1730219
Arboles Island	id=g:1730220
Arboledan Point	id=g:1730221
Arbili	id=g:1730222
Arayat Shoal	id=g:1730223
Mount Arayat	id=g:1730224
Arayat	id=g:1730225
Arayat	id=g:1730226
Araya	id=g:1730227
Arasasan River	id=g:1730228
Aras-asan River	id=g:1730229
Aras-asun	id=g:1730230
Aras-Asan	id=g:1730231
Aras-asan	id=g:1730232
Aras Asan	id=g:1730233
Arasaas	id=g:1730234
Aras	id=g:1730235
Ar-Arumpang	id=g:1730236
Ar-aro-o	id=g:1730237
Ar-aro	id=g:1730238
Arapitan River	id=g:1730239
Arapison	id=g:1730240
Arap	id=g:1730241
Aranguel	id=g:1730242
Aranjuez	id=g:1730243
Araniw	id=g:1730244
Aranguren	id=g:1730245
Aranguel River	id=g:1730246
Dinaraton	id=g:1730247
Arangin-Dinaratan	id=g:1730248
Arangasa Islands	id=g:1730249
Araneta Research Farm	id=g:1730250
Aranda	id=g:1730251
Aranaya	id=g:1730252
Aranas Sur	id=g:1730253
Arana Reef	id=g:1730254
Aran	id=g:1730255
Aran	id=g:1730256
Aramawayan River	id=g:1730257
Aramawayan	id=g:1730258
Aramayuan	id=g:1730259
Aramayuan River	id=g:1730260
Araiat	id=g:1730261
Aragon	id=g:1730262
Mount Aragatan	id=g:1730263
Aragao	id=g:1730264
Arado	id=g:1730265
Arado	id=g:1730266
Arado	id=g:1730267
Arado	id=g:1730268
Araceli Reef	id=g:1730269
Araceli Point	id=g:1730270
Araceli Bay	id=g:1730271
Araceli	id=g:1730272
Araceli	id=g:1730273
Aracat	id=g:1730274
Arac	id=g:1730275
Arabo	id=g:1730276
Arbiat	id=g:1730277
Arab	id=g:1730278
Ara-al	id=g:1730279
Ara	id=g:1730280
Aquinuldo River	id=g:1730281
Aquino	id=g:1730282
Aquiliquilao	id=g:1730283
Aquib Sur	id=g:1730284
Aquib	id=g:1730285
Apwao	id=g:1730286
Aputan	id=g:1730287
Apurauan River	id=g:1730288
Apurauan Point	id=g:1730289
Apurawan	id=g:1730290
Apupong Creek	id=g:1730291
Apunit	id=g:1730292
Apunan Point	id=g:1730293
Apunan	id=g:1730294
Apunan	id=g:1730295
Apulit Island	id=g:1730296
Apulid	id=g:1730297
Apulagan River	id=g:1730298
Apulagan Island	id=g:1730299
Mount Apulagan	id=g:1730300
Apugan	id=g:1730301
Apugan	id=g:1730302
Apugan	id=g:1730303
Apud Reef	id=g:1730304
Apud Point	id=g:1730305
Apud	id=g:1730306
Apud	id=g:1730307
Apuao Island	id=g:1730308
Apuao Grande Island	id=g:1730309
Apuang	id=g:1730310
Apsayan	id=g:1730311
Appagonan River	id=g:1730312
Mount Apoy	id=g:1730313
Apo West Pass	id=g:1730314
Aposaga	id=g:1730315
Apas	id=g:1730316
Aporoo Island	id=g:1730317
Apo Reef	id=g:1730318
Aporawan	id=g:1730319
Apo Range	id=g:1730320
Apoya	id=g:1730321
Apolotonan Point	id=g:1730322
Apolonia	id=g:1730323
Apolong	id=g:1730324
Apo Lambu Reef	id=g:1730325
Apokon	id=g:1730326
Apo	id=g:1730327
Apo Island	id=g:1730328
Apo Island	id=g:1730329
Apo Island	id=g:1730330
Apo Island	id=g:1730331
Apo Island	id=g:1730332
Apo East Pass	id=g:1730333
Apo Cayo	id=g:1730334
Apoapurawan River	id=g:1730335
Apoapurawan Point	id=g:1730336
Apo-Apurawan	id=g:1730337
