Jabal Dilling	id=g:376449
Murukko	id=g:382217
Jabel Ndingo	id=g:382218
Dimo	id=g:382219
Ribbagu	id=g:382220
Khor Pairi	id=g:382221
Jabel Landayakuba	id=g:382222
Dukalalu	id=g:382223
Dukuyanzi	id=g:382224
Maramba	id=g:382225
Khor Magdawa	id=g:382226
Khor Tamu	id=g:382227
Ngama	id=g:382228
Bugumba	id=g:382229
Beshir	id=g:382230
Mbittima	id=g:382231
Baimbi	id=g:382232
Sinji	id=g:382233
Zumbu	id=g:382234
Pur	id=g:382236
Mabalindi	id=g:382237
Tigi	id=g:382238
Naguga	id=g:382239
Jabal Mudu	id=g:382240
Dorappi	id=g:382241
Yango	id=g:382242
Jabal Zario	id=g:382243
Yango	id=g:382244
Inn	id=g:382245
Basakumbo	id=g:382246
Ngutwa	id=g:382247
Amalakpa	id=g:382248
Murgak	id=g:382249
Sabun	id=g:382250
Araki	id=g:382251
Uoli	id=g:382253
Kukudu	id=g:382254
Bongwa	id=g:382255
Khawr Sibali	id=g:382256
Khawr Moladi	id=g:382257
Girualo	id=g:382259
Komandani	id=g:382260
Yangwera	id=g:382261
Jala	id=g:382262
Gore	id=g:382263
Waraga	id=g:382264
Songoma	id=g:382265
Mingasu	id=g:382266
Wandi	id=g:382267
Maniangar	id=g:382268
Jarado	id=g:382269
Loszek	id=g:382270
Bongoriok	id=g:382271
Gado	id=g:382272
Uaga	id=g:382273
Waga	id=g:382274
Lukuruba	id=g:382275
Jungu	id=g:382276
Niaporo	id=g:382277
Kodaka	id=g:382278
Mulisu	id=g:382279
Girim	id=g:382280
Samba	id=g:382281
Rogala	id=g:382282
Pitiko	id=g:382283
Tukala	id=g:382284
Lim	id=g:382285
Labizuzo	id=g:382286
Korkimo	id=g:382287
Kopera	id=g:382288
Ribi	id=g:382289
Jabal Rebur	id=g:382290
Ediri	id=g:382292
Edori	id=g:382293
Omiki	id=g:382294
Alego	id=g:382295
Kilyu	id=g:382296
Kulomi	id=g:382297
Miriaji	id=g:382298
Dilen	id=g:382299
Lobuli	id=g:382300
Lobeara	id=g:382301
Edo	id=g:382302
Egwi	id=g:382303
Ibelitu	id=g:382304
Logono	id=g:382305
Ileri	id=g:382306
Ipo	id=g:382307
Logonik	id=g:382308
Ikolong	id=g:382309
Kafay	id=g:382310
Obbo	id=g:382311
Logori	id=g:382312
Lobuli	id=g:382313
Ikaya	id=g:382314
Logorobok	id=g:382315
Aluz	id=g:382316
Iro	id=g:382317
Loferika	id=g:382318
Foga	id=g:382319
Magwe	id=g:382320
Inanuga	id=g:382321
Kimoro	id=g:382322
Oboru	id=g:382323
Achila	id=g:382324
Iweri	id=g:382325
Awajo	id=g:382326
Ayum	id=g:382327
Womer	id=g:382328
Abara	id=g:382329
Kit	id=g:382330
Ramili	id=g:382331
Omit	id=g:382332
Nyakol	id=g:382333
Lifa	id=g:382334
Ifiria	id=g:382335
Yala	id=g:382336
Lomilong	id=g:382337
Lomodik	id=g:382338
Idigo	id=g:382339
Logopi	id=g:382340
Ulau	id=g:382341
Imurok	id=g:382342
Lowudo	id=g:382343
Irenge	id=g:382344
Ramirok	id=g:382345
Garingoru	id=g:382346
Kidepo	id=g:382347
Kilay	id=g:382348
Iak	id=g:382349
Bertimani	id=g:382350
Minigini	id=g:382351
Murukiwma	id=g:382352
Ukuk	id=g:382353
Lolinga	id=g:382354
Karimoja	id=g:382355
Lokika	id=g:382356
Khawr Lore	id=g:382357
Marakeng	id=g:382358
Mario	id=g:382359
Letir	id=g:382360
Leperi	id=g:382361
Nagichot	id=g:382362
Lodi	id=g:382363
Lolimo	id=g:382364
Meyang	id=g:382365
Karogor	id=g:382366
Sadit	id=g:382367
Ilogok	id=g:382368
Aripewi	id=g:382369
Isuluk	id=g:382370
Isuluk	id=g:382371
Opirika	id=g:382372
Ibunyak	id=g:382373
Guma	id=g:382374
Goru	id=g:382375
Towelo	id=g:382376
Dangur	id=g:382377
Logote	id=g:382378
Logira	id=g:382379
Napuajore	id=g:382380
Terebio	id=g:382381
Loriaju	id=g:382382
Lobalong	id=g:382383
Logoro	id=g:382384
Igoriya	id=g:382385
Labok	id=g:382386
Ikodi	id=g:382387
Lokuti	id=g:382388
Siga	id=g:382389
Sebow	id=g:382390
Lotoga	id=g:382391
Firiabit	id=g:382392
Patet	id=g:382393
Korr	id=g:382394
Burung	id=g:382395
Echuagi	id=g:382396
Gugum	id=g:382397
Loalilo	id=g:382398
Khawr Lil	id=g:382399
Watit	id=g:382400
Naguri	id=g:382401
Nilum	id=g:382402
Dongotona	id=g:382404
Moymoy	id=g:382407
Lomingushe	id=g:382408
Juri	id=g:382409
Lonyan	id=g:382410
Lebeli	id=g:382411
Longumu	id=g:382412
Tigora	id=g:382413
Itigin	id=g:382414
Lotegr	id=g:382415
Lochar	id=g:382416
Mategi	id=g:382417
Legading	id=g:382418
Moru Eta	id=g:382419
Digidok	id=g:382420
Nagitinga	id=g:382421
Cherokaj	id=g:382422
Kitamo	id=g:382423
Uri	id=g:382424
Khawr Tutobi	id=g:382425
Logidomok	id=g:382426
Lotimidik	id=g:382427
Terling	id=g:382428
Lomeyo	id=g:382429
Khawr Imadas	id=g:382430
Khawr Kiori	id=g:382431
Buru	id=g:382434
Lumo	id=g:382435
Kinyeti	id=g:382436
Payra	id=g:382437
Dumak	id=g:382438
Momoi	id=g:382439
Sauwo	id=g:382440
Muraloli	id=g:382441
Idumeli	id=g:382442
Khamugi	id=g:382443
Goding	id=g:382444
Igurren	id=g:382445
Lofi	id=g:382446
Logowonok	id=g:382447
Madok	id=g:382448
Ingawi	id=g:382449
Lomo	id=g:382450
Konoro	id=g:382451
Itibol	id=g:382452
Isugak	id=g:382453
Lowele	id=g:382454
Telanga	id=g:382455
Belibeli	id=g:382456
Kerifi	id=g:382457
Bayli	id=g:382458
Logolla	id=g:382459
Lomolong	id=g:382460
Kakeyri	id=g:382461
Mogo	id=g:382462
Pongaliro	id=g:382463
Labuge	id=g:382464
Gariya	id=g:382465
Lopulong	id=g:382466
Loboyo	id=g:382467
Itogom	id=g:382468
Lorkumo	id=g:382469
Lokelaro	id=g:382470
Lomode	id=g:382471
Tolok	id=g:382472
Lipo	id=g:382473
Leylir	id=g:382474
Lotese	id=g:382475
Ingelire	id=g:382476
Kaliya	id=g:382477
Isewianga	id=g:382478
Imatong	id=g:382479
Lowilok	id=g:382480
Lobeke	id=g:382481
Kotokeynyang	id=g:382482
Ingama	id=g:382483
Keburik	id=g:382484
Logok	id=g:382485
Kiliu	id=g:382486
Kieyli	id=g:382487
Imodongi	id=g:382488
Galiya	id=g:382489
Kidol	id=g:382490
Lumudo	id=g:382491
Iyedo	id=g:382492
Nye	id=g:382493
Khawr Ramadan	id=g:382494
Khor Lokonjo	id=g:382495
Moggi	id=g:382496
Gillut	id=g:382497
Tur	id=g:382498
Tanashuk	id=g:382499
Toe	id=g:382500
Potwan	id=g:382501
Loduk	id=g:382502
Kumaring	id=g:382503
Borgan	id=g:382504
Rejar	id=g:382505
Pom	id=g:382506
Khor Nakwanago	id=g:382507
Khor Jukimadong	id=g:382508
Khor Nyale	id=g:382509
Gikimodong	id=g:382510
Nyale	id=g:382511
Parilli	id=g:382512
Kulwo	id=g:382513
Dijeyr	id=g:382515
Pariak	id=g:382516
Maktiweng	id=g:382517
Shogle	id=g:382518
Pereprawa	id=g:382519
Mogutt	id=g:382520
Khawr Makwich	id=g:382521
Bori	id=g:382522
Gali	id=g:382523
Wit	id=g:382535
Khawr Lofitago	id=g:382536
Khawr Yonga	id=g:382537
Khawr Kamu	id=g:382538
Khawr Agarra	id=g:382539
Nitingayo	id=g:382540
Khawr Chol	id=g:382541
Akocheng	id=g:382542
Alangoo	id=g:382543
Akocheng	id=g:382544
Gajawuru	id=g:382545
Losito	id=g:382546
Rapado	id=g:382547
Igariwa	id=g:382548
Odoleng	id=g:382549
Adogoteshe	id=g:382550
Kobogi	id=g:382551
Jabal Lingeri	id=g:382552
Jabal Kajabo	id=g:382553
Jabal Ogoro	id=g:382554
Nyake	id=g:382555
Itchire	id=g:382556
Gamichi	id=g:382557
Ilyeito	id=g:382558
Buripiong	id=g:382559
Son	id=g:382560
Wari	id=g:382561
Niarakuj	id=g:382562
Lokorupo	id=g:382563
Loka	id=g:382564
Luga	id=g:382565
Keki	id=g:382566
Lamba	id=g:382567
Moyji	id=g:382568
Mngali	id=g:382569
Naiga	id=g:382570
Kamoja	id=g:382571
Keni	id=g:382572
Sadim	id=g:382573
Luziri	id=g:382574
Mundu	id=g:382575
Kanchu	id=g:382576
Lummuri	id=g:382577
Perser	id=g:382578
Nyanjya	id=g:382579
Niangya	id=g:382580
Lakwatli	id=g:382581
Keni	id=g:382582
Luzri	id=g:382583
Jome	id=g:382584
Metameru	id=g:382585
Mura	id=g:382586
Kaluli	id=g:382587
Libogo Moki	id=g:382588
Barida	id=g:382589
Limbe	id=g:382590
Moyta	id=g:382591
Keribala	id=g:382592
Yangibe	id=g:382593
Yumusu	id=g:382594
Bari	id=g:382595
Mejiri	id=g:382596
Megiri	id=g:382597
Yambari	id=g:382598
Kemiru	id=g:382599
Perusha	id=g:382600
Yei	id=g:382601
Paer	id=g:382602
Abegi	id=g:382603
Kajelu	id=g:382604
Somba	id=g:382605
Khawr Kadogi	id=g:382606
Khawr Liju	id=g:382607
Kagelu	id=g:382608
Yimbi	id=g:382609
Minga	id=g:382610
Kobwa	id=g:382611
Khawr Olonga	id=g:382612
Kinda	id=g:382613
Kili	id=g:382614
Morsak	id=g:382615
Enduru	id=g:382616
Ligi	id=g:382617
Uroni	id=g:382618
Pisakuk	id=g:382619
Latulele	id=g:382620
Borobat	id=g:382621
Mongolobakr	id=g:382622
Malewo	id=g:382623
Nyarachu	id=g:382624
Baranga	id=g:382625
Buri	id=g:382626
Kembe	id=g:382627
Ngoromba	id=g:382628
Itukwara	id=g:382629
Telgay	id=g:382630
Jianchu	id=g:382631
Terubi	id=g:382632
Nyakangasu	id=g:382633
Abegi	id=g:382634
Minori	id=g:382635
Korobi	id=g:382636
Midala	id=g:382637
Logo	id=g:382638
Pisa	id=g:382639
Lomudung	id=g:382640
Kemiru	id=g:382641
Kemiru	id=g:382642
Audo Kabo	id=g:382643
Remagi	id=g:382644
Sajo	id=g:382645
Minori	id=g:382646
Iindi	id=g:382647
Mitika	id=g:382648
Buri	id=g:382649
Lokobo	id=g:382650
Ameda	id=g:382651
Ndete Maba	id=g:382652
Marakan	id=g:382653
Tang	id=g:382654
Dula	id=g:382655
Loboret	id=g:382656
Napetawi	id=g:382657
Kachaching	id=g:382658
Naberigalong	id=g:382659
Lonwamur	id=g:382660
Morongole	id=g:382661
Lomulimoru	id=g:382662
Nauwi	id=g:382663
Apetotou	id=g:382664
Kapedo	id=g:382665
Moru Eta	id=g:382666
Alona	id=g:382667
Lopotir	id=g:382668
Lokwamur	id=g:382669
Chayrong	id=g:382670
Chulokbilet	id=g:382671
Moru Kerit	id=g:382672
Naturua	id=g:382673
Naterowolo	id=g:382674
Iwowa	id=g:382675
Moru Put	id=g:382676
Moru Kwarus	id=g:382677
Akileng	id=g:382678
Lorola	id=g:382679
Komoriya	id=g:382680
Lokhajok	id=g:382681
Naligedi	id=g:382682
Dole	id=g:382683
Korao	id=g:382684
Malala	id=g:382685
Koroma	id=g:382686
Durok	id=g:382687
Adimakuj	id=g:382688
Betiguli	id=g:382689
Nadongolomo	id=g:382690
Oreg	id=g:382691
Telecha	id=g:382692
Dologa	id=g:382693
Loylolo	id=g:382694
Loyro	id=g:382695
Loyriya	id=g:382696
Owerak	id=g:382697
Kakelay	id=g:382698
Lalutin	id=g:382709
Loeka	id=g:382710
Longolemur	id=g:382711
Lotiati	id=g:382712
Napatanipeti	id=g:382713
Kotili	id=g:382714
Iloro	id=g:382715
Naterada	id=g:382716
Lorangi	id=g:382717
Tok	id=g:382718
Logak	id=g:382719
Lotiki	id=g:382720
Nyala	id=g:382721
Khawr Lelibabu	id=g:382722
Bogora	id=g:382723
Jibāl Sirdā	id=g:384090
Jibāl Enāday	id=g:384095
Jibāl Tilīshyā	id=g:384097
Khor Yahandib	id=g:384100
Khor Handūb	id=g:384103
Khor Adrūkwān	id=g:384128
Khor Yadūd	id=g:384132
Khawr Hidātrī	id=g:384134
Khor Singanēb	id=g:384135
Jibāl Humērāt	id=g:384136
Jabal Tūbkīk	id=g:384140
Khor Bilīlīg	id=g:384142
Jabal Tūhadrāy	id=g:384146
Jibāl Sālamāwī	id=g:384147
Jibāl Tu’aray	id=g:384149
Jibāl Tumosit	id=g:384150
Jibāl Sharar	id=g:384152
Khor Mishābāy	id=g:384153
Khor Sihaday	id=g:384155
Khor Li’īb	id=g:384165
Khor Kamawēb	id=g:384169
Khor Gilāynū	id=g:384171
Khor Rakāk Emām	id=g:384180
Khor Karōrāb	id=g:384186
Jibāl Dirūrbā	id=g:384189
Khor Taratrī	id=g:384369
Mahattat Ej Jayli	id=g:385050
Wawissi Hillat el Wadi	id=g:385056
Wawissi Hillat esh Shekh ’Ali	id=g:385057
Wadi Wawissi	id=g:385065
Hillat el Wadi el Labyad	id=g:385072
Wadi Um Mikhayt	id=g:385073
Wadi Boshara	id=g:385146
El Qarn al Asfar	id=g:385148
Hillat Um Jirki	id=g:385155
Gazerat Um Jirki	id=g:385157
Hillat ez Zaraqna	id=g:385163
Hillat Wadi el Abed	id=g:385226
Hajar at Ter	id=g:385231
Wadi el Hasar	id=g:385237
Jabal Abū Quţayţīyah	id=g:385404
Wadi Ad Doma	id=g:385445
Hillat Mitātēb al Ābār	id=g:386364
Hillat Tamantāshar Īsa al Hāq	id=g:386365
Hadālyā	id=g:386370
Khor Hāyditīyāy	id=g:386379
Khor Awādēb	id=g:386380
Tur‘at Mitātēb	id=g:386381
Bir Igir	id=g:386382
Bir Sarar Nawar	id=g:386383
Al Bālāk	id=g:386384
Al Qash	id=g:386385
Tur‘at Hadālyā	id=g:386387
Kabāry Shinshilayēb	id=g:386388
Ghābat al Qash	id=g:386389
Ghābat al Srāya	id=g:386390
Ghābat Timintāy	id=g:386391
Al Hagālīg	id=g:386392
Khor Balallambay	id=g:386393
Khor Tindirāy	id=g:386394
Khor Tiyākiyāy	id=g:386395
Khor Bāryāy	id=g:386396
Masqa Sabōn	id=g:386397
Masqa Salālāt	id=g:386398
Masqa Ilabīlli	id=g:386399
Khor Shābāsh	id=g:386400
Salām Alekum	id=g:386401
Etamah	id=g:386402
Khor Hamyāymāt	id=g:386403
Khor Ilabīlli	id=g:386404
Bir Qirbandēb	id=g:386405
Masqa Etamah	id=g:386406
Hafir Etamah	id=g:386407
Sab’bot	id=g:386408
Khor Matateb	id=g:386409
Makēt	id=g:386410
Khor Amadām	id=g:386412
Bir Amadām	id=g:386414
Khor Kuwiriyēb	id=g:386416
Masqa Tishqa	id=g:386418
Matāmīr	id=g:386420
Hafir Hadālyā	id=g:386425
Bir Almatāy	id=g:386426
Bir Tuwāyay	id=g:386427
Khor Hībīt	id=g:386457
Khor Bēntiyāy	id=g:386460
Ammal	id=g:386461
Khor Faqadā	id=g:386463
Bir Sanqānay	id=g:386464
Khor Biliqāsh	id=g:386465
Khor Hōbharrīd	id=g:386467
Bitkisarōb	id=g:386468
Masud Urēb	id=g:386469
Adal Amāy	id=g:386471
Bir Aqwitiyay	id=g:386476
Khor Tadalmāy	id=g:386477
Khor Aqwitiyay	id=g:386479
Khor Qabatyāy	id=g:386480
Khor Kuwākwil	id=g:386481
Ḩafīr Hawshōnāt	id=g:386484
Hawshōnāt	id=g:386485
Khor Shāytēb	id=g:386487
Jabal Burāy Akōn	id=g:386491
Khor Harrābāt	id=g:386492
Khor Hataykumbīs	id=g:386493
Ḩafīr Kassārah	id=g:386494
Khawr Fahlātēb	id=g:386495
Khor Maytēb	id=g:386496
Khawr Nabāsalāy	id=g:386497
Karkōyēb	id=g:386498
Khor Karkōyēb	id=g:386499
Khor Sanad	id=g:386500
Khawr Ir‘rassāy	id=g:386501
Khor Matātēb	id=g:386502
Khor Saqōtēb	id=g:386503
Khor Laqāqakāy	id=g:386504
Jibāl Līlanāt	id=g:386505
Khor Qadēt	id=g:386546
Khor Dimyaqa	id=g:386549
Jibāl Hatqōn	id=g:386550
Khawr Qadamay	id=g:386555
Khor Sabal Hadād	id=g:386556
Khor Anquwātīrī	id=g:386557
Khor Tikriyay	id=g:386558
Jabal Sifra Aswad	id=g:386559
Jabal Salabrōb	id=g:386560
Jabal Salamti	id=g:386561
Jabal Sifrah el Abyad	id=g:386562
Jabal Tawilkinēt	id=g:386571
Jabal Tuqwalal	id=g:386572
Jibāl Mahammad Dīnāb	id=g:386573
Jabal Kadabōt	id=g:386574
Khor Telkōk	id=g:386575
Bir Tamhilāy	id=g:386576
Bir Tadulābyāy	id=g:386577
Jabal Arbaqaddor Tōywēt	id=g:386578
Jabal Hakalawēb	id=g:386579
Khor Abū Balal	id=g:386580
Jabal Lēkamāt	id=g:386581
Khor Tanqwtitibilli	id=g:386582
Bir Qaylawat	id=g:386583
Balrūb	id=g:386584
Khor Balrūb	id=g:386585
Jibāl Agalētmōy	id=g:386586
Khor Hībyāy	id=g:386587
Khor Abū Balal ‘Sararab’	id=g:386588
Bir Abyay	id=g:386589
Jabal Tibrēbirrisat	id=g:386590
Khor Unquwāteb	id=g:386591
Khor Dabarāyet Sarārāt	id=g:386592
Khor Dabarāyet Bīryāy	id=g:386593
Khor Qalamniw	id=g:386594
Bir Billimaqwalāb	id=g:386595
Blēmōk	id=g:386596
Qulimityat	id=g:386597
Jabal Tahaqqaq	id=g:386598
Masgid Māmān	id=g:386599
Ābār Māmān	id=g:386600
Masgid Qaryat Māmān	id=g:386601
Bir Māmān	id=g:386602
Jabal al Ābāb	id=g:386603
Jabal Hawdat	id=g:386604
Abyār Qadamāyēb	id=g:386605
Jabal Sanqadāyēt	id=g:386606
Jabal Hadrbāb	id=g:386607
Bir Mīkyay	id=g:386608
Jabal Hashāyēb	id=g:386609
Jibāl Kōtīnēb	id=g:386610
Khor Ōrōb	id=g:386611
Khor Kaktūt	id=g:386612
Jabal Mīkyay	id=g:386613
Jabal Adarōt	id=g:386614
Khor Kil‘ināyēb	id=g:386615
Bir Qaylaw	id=g:386616
Khor Indātēnāb	id=g:386617
Makēqāb	id=g:386618
Jabal Qabāyēt	id=g:386619
Jabal Yōyēb	id=g:386620
Khor Ba‘shōtēb	id=g:386622
Khor Qabātēt	id=g:386623
Jibāl Kōrēb	id=g:386624
Khor Iktēb	id=g:386625
Khor Tahaqil	id=g:386626
Jibāl Askinēb	id=g:386628
Jibāl Kinyāb	id=g:386629
Khawr Tukburī	id=g:386630
Khor Mikiēb	id=g:386631
Khor Aridēb	id=g:386632
Jazīrat al Lihēw	id=g:386643
Khor al Habo	id=g:386644
Khor Ali Ōker	id=g:386645
Khor Kishrāyrōy	id=g:386646
Jabal Erērama	id=g:386647
Khor Tērawāy	id=g:386648
Jazīrat al Taīf	id=g:386649
Mushra Umm Aōd	id=g:386650
Khor Umm Barakāt	id=g:386651
Iqayēb	id=g:386652
Takrīb	id=g:386653
Umm Qordān	id=g:386654
Qoz Rajāb	id=g:386655
Sānayēb	id=g:386656
Ab Gūgāy	id=g:386657
Tīmīyay	id=g:386658
Shīmāk	id=g:386659
Jibāl Tuwēsāt	id=g:386660
Jabal Tuwēsāt	id=g:386661
Jabal Tuwēsāt	id=g:386662
Dahingar	id=g:386663
Qawz Dibabtēb	id=g:386665
Qoz Nawaīeb	id=g:386666
Qoz Aldukān	id=g:386667
Khor Kalakoy	id=g:386668
Qāsh Balad Awēb	id=g:386669
Kalakōy	id=g:386670
Khor Fahlātēb	id=g:386671
Khor Baram’anūt	id=g:386672
Khor Yūsalmān	id=g:386673
Khor Hamtēta	id=g:386674
Jibāl Itētah	id=g:386675
Jibāl Diqēnā	id=g:386676
Khor Hambūkēb	id=g:386677
Jibāl Shaqlalamāy Tōlōy	id=g:386678
Khor Ahmad Adarōb	id=g:386679
Qēzān al Sayālah	id=g:386680
Qēzān T’ hamōyna	id=g:386681
Jabal T’ hamōyna	id=g:386682
Qawz Siēbirus	id=g:386683
Ghabab Kubudibyāb	id=g:386684
Bi’r Tiloief	id=g:387453
Wilāyat al Baḩr al Aḩmar	id=g:408646
Wilāyat al Buḩayrāt	id=g:408647
Gezira State	id=g:408648
Wilāyat al Qaḑārif	id=g:408649
Wilāyat al Waḩdah	id=g:408650
Wilāyat an Nīl al Abyaḑ	id=g:408653
Wilāyat an Nīl al Azraq	id=g:408654
Wilāyat Baḩr al Jabal	id=g:408655
Wilāyat Gharb al Istiwā'īyah	id=g:408656
Wilāyat Gharb Baḩr al Ghazāl	id=g:408657
Wilāyat Gharb Dārfūr	id=g:408658
Wilāyat Janūb Dārfūr	id=g:408660
Wilāyat Janūb Kurdufān	id=g:408661
Wilāyat Junqalī	id=g:408662
Wilāyat Kassalā	id=g:408663
Wilāyat Nahr an Nīl	id=g:408664
Wilāyat Shamāl Baḩr al Ghazāl	id=g:408665
Wilāyat Shamāl Dārfūr	id=g:408666
Northern Kordofan State	id=g:408667
Wilāyat Sharq al Istiwā'īyah	id=g:408668
Wilāyat Sinnār	id=g:408669
Wilāyat Warab	id=g:408670
Khor Tuksār	id=g:409319
Khor Lakachū	id=g:409331
Hamashaweb	id=g:409332
Sallom	id=g:409400
Bi’r Darōr	id=g:409407
Towertit Reefs	id=g:409408
Khor Garār al Aswad	id=g:409409
Khor Kamadēb	id=g:409413
Khor Kamoeb	id=g:409424
Khor Dulalanib Owi	id=g:409425
Khor Tihilla	id=g:409426
Khor Dagent	id=g:409428
Khor Lashōb	id=g:409430
Khor Ambōrēb	id=g:409453
Khor Kibrīt	id=g:409465
Khor Oshgir	id=g:409468
Khor Hadawēb	id=g:409475
Jabal Tenaset	id=g:409479
Jibāl Adarīt	id=g:409505
Gemilab	id=g:409506
Hadendowa	id=g:409513
Jibāl Mand‘aweb	id=g:409517
Khor Hērtāk	id=g:409532
Jibāl Hamāshāwēb	id=g:409533
Jabal Adardeb	id=g:409600
Khor Adardeb	id=g:409602
Wādī Abū Sineigit	id=g:411152
Wādī al Ḩayy	id=g:411154
Khor el Kanger	id=g:411155
Khor Essileit	id=g:411156
Karan	id=g:411157
Khor Ab Kheran	id=g:411168
Khor Trkuwān	id=g:413179
Jibāl Gulbāy Īrbāt	id=g:413180
Mahattat Siyāmtīt Tisimīt	id=g:413181
Khawr Kul Oyel	id=g:413182
Marsa Agwētāy	id=g:413185
Khor Mārīt	id=g:413186
Khor Mirāfahīb	id=g:413187
Marsa Falamingū	id=g:413188
Khor Haf	id=g:413189
Deim Kūryā	id=g:413190
Deim Mūsā	id=g:413191
Deim Jābir	id=g:413192
Deim ‘Arab	id=g:413193
Deim Madīna	id=g:413194
Ḩai al ‘Az̧ama	id=g:413196
Ḩai Tarab Hadal	id=g:413198
Deim Salālāb	id=g:413199
Salābōnā	id=g:413201
Abū Hashīsh	id=g:413202
Khor Gālhūsh	id=g:413203
Jibāl Matālyā	id=g:413204
Khor Sagudẽb	id=g:413205
Khor Darōddaw	id=g:413206
Jabal ‘Alī Ēsāy	id=g:413207
Jibāl Bālyāy	id=g:413208
Khor Sarmākmōy	id=g:413209
Khor Hamāshdaw	id=g:413210
Jabal Adār Guwāb	id=g:413211
Jabal Tuhāshyāy	id=g:413212
Iryātīt. Jabal	id=g:413213
Mitbāy	id=g:413214
Jabal Tūbratriba	id=g:413215
Khor Hambarukwān	id=g:413216
Jabal Lagāgāt	id=g:413217
Falamingū	id=g:413219
Al Junaynah	id=g:414154
Ash Shawaia	id=g:434444
Al Kiwēk	id=g:434445
Karkarāy	id=g:434446
El Kuik	id=g:434447
Angolo	id=g:434448
El Dellbai	id=g:434449
Umm Dorein	id=g:434450
El Ahmier	id=g:434451
Fangolo	id=g:434452
Al Hadra	id=g:434453
Karkar	id=g:434454
Mandi	id=g:434455
Tosi	id=g:434456
Kologi	id=g:434457
Rahmanya	id=g:434458
Nimaya	id=g:434459
Habila	id=g:434460
Fayu	id=g:434461
Umm Garku	id=g:434462
Duleba	id=g:434463
Kujurya	id=g:434464
El Funda	id=g:434465
El Karko	id=g:434466
Nimir Shago	id=g:434467
Fogara	id=g:434468
El Widai	id=g:434469
Al Abyad	id=g:434470
Kēgā Timēro	id=g:434471
Jibal Tāsē	id=g:434472
Alghulfan	id=g:434473
Karkarava	id=g:434474
Abu Seba	id=g:434475
Zan Gamat	id=g:434476
Mayda	id=g:434477
Waral	id=g:434478
Hillat Yatu	id=g:434479
Al Fayḑ	id=g:434480
Khor al Kadī	id=g:434481
Khor Shamangi	id=g:434482
Mayawaral al Hijlij	id=g:434483
Khor ash Shawaia	id=g:434484
Khor al Hadra	id=g:434485
Khor Andona	id=g:434486
Fayu	id=g:434487
Khor al Hadra	id=g:434488
Jibal Julud	id=g:434489
Ras al Fil	id=g:434490
Ras al Fil	id=g:434518
Khor Tumatia	id=g:443825
Khor Tekkeit	id=g:443826
Gazerat Umm Soqd	id=g:443827
Al Basabir	id=g:443828
Wādī al ‘Arūs	id=g:443829
Es Salama Island	id=g:443830
Sun Temple	id=g:443831
Jabal Adalaweb	id=g:443832
Jabal Gwalid	id=g:443833
Khor Hilla	id=g:443839
Khor Darunga Sarara	id=g:443842
Khor Uwenaweb	id=g:443846
Khor Erat Karkeb	id=g:443848
Khor Umm May‘a	id=g:443849
Khor Sarōbyēb	id=g:443852
Wadi Mahaneit	id=g:443853
Khor Salamteb	id=g:443854
Wadi Al Fidār	id=g:443855
El Hilela	id=g:443856
Khor Masheidi	id=g:443857
El Hadahed	id=g:443858
Hillat Umm ‘Ali	id=g:443859
Hillat el Malaha	id=g:443860
Hillat el Malaha	id=g:443861
Gazerat Wad esh Sheikh Bannaqa	id=g:443862
El Jabrab	id=g:443863
El Bawaled	id=g:443865
Bannaqa	id=g:443866
El ‘Amaren	id=g:443867
El Ghadoora	id=g:443868
Ar Kaweit Salawa	id=g:443869
Gazerat Wad Basher	id=g:443870
Gazerat Abd Alla	id=g:443871
Ed Deim	id=g:443873
Tabaqat	id=g:443874
Ej Jikeka	id=g:443875
Hillat Qad el Habob	id=g:443876
Gazerat Ahmad	id=g:443877
Aj Jazera Umm Far	id=g:443878
Al Mirekh	id=g:443879
El Bqedab	id=g:443880
Hillat Umm Makharoqa	id=g:443881
Hillat Wadi Ab Dabi	id=g:443882
Gazerat esh Shayqyya	id=g:443883
Gazerat el Marha	id=g:443884
Qoz el Motraq	id=g:443885
Es Salama	id=g:443886
Es Salama	id=g:443887
Umm Shql	id=g:443889
El Madanab	id=g:443890
Jibāl Karyēt	id=g:443891
Birerab	id=g:443892
Qandato	id=g:443893
Ed Dowyab	id=g:443894
El Qirenab	id=g:443895
Qandato	id=g:443896
Sanq at	id=g:443897
Ed Dwemat	id=g:443898
Mahattat el Qoz	id=g:443899
El Ushara	id=g:443900
Hilat et Tondob	id=g:443901
Banat	id=g:443902
Hilat Wad el Hag	id=g:443903
Mwes	id=g:443904
Hillat el Qileia	id=g:443906
Hillat Mostafa	id=g:443907
Qresh	id=g:443908
Salūm	id=g:443909
El Ushara	id=g:443910
Mahattat Adār Awēb	id=g:443911
Esh Sharef	id=g:443912
Banat	id=g:443913
El Kmer	id=g:443914
Ettleh	id=g:443915
Es Salama	id=g:443916
El ‘Iwedab	id=g:443917
Essamra	id=g:443918
El Kjera	id=g:443919
Ed Danaqla	id=g:443920
Er Rahamab	id=g:443921
Bishandi	id=g:443922
El Karada	id=g:443923
Qoz Gaba	id=g:443924
Ed Diheshab	id=g:443925
El Himerab	id=g:443926
El Mirenab	id=g:443927
Sayal Karem ed Den	id=g:443928
Hilat el Qobba	id=g:443929
El Korumab	id=g:443930
Esh Shokaba	id=g:443931
Wadi Khalel	id=g:443932
