Pooles Grove Baptist Church	id=g:7231028
Overackers Corners Cemetery	id=g:7235194
Pine Corners Cemetery	id=g:7235195
Voak Cemetery	id=g:7235196
Yatesville Cemetery	id=g:7235197
Friend's Burial Ground	id=g:7235198
Benton Rural Cemetery	id=g:7235199
Merrifield Cemetery	id=g:7235200
Ludington Woods Living Center	id=g:7235201
Tendercare of Ludington Nursing Home	id=g:7235202
Family Care Clinic	id=g:7235203
Tamarac Village Mobile Home Park	id=g:7235204
Hidden Forest Mobile Home Park	id=g:7235205
Hamlin Town Hall	id=g:7235206
Covenant Christian School	id=g:7235207
Heritage Hills Mobile Home Park	id=g:7235208
Foot and Ankle Clinic	id=g:7235209
James Street Clinic	id=g:7235210
Ludington Fire Department	id=g:7235211
Oakview Medical Care Facility	id=g:7235212
Mason County Sheriff's Office	id=g:7235213
Mason County District Library	id=g:7235214
Ludington Post Office	id=g:7235215
Lakeside Women's Health Center	id=g:7235216
Memorial Medical Center	id=g:7235217
Copeyon Park	id=g:7235218
Mason County Courthouse	id=g:7235219
Ludington High School	id=g:7235220
Waterfront Park	id=g:7235221
Father Marquette Park and Shrine	id=g:7235222
Sutton Park	id=g:7235223
Ludington City Park	id=g:7235224
Memorial Tree Park	id=g:7235225
Hamlin Dam	id=g:7235226
Lee Cemetery	id=g:7235227
Evergreen Cemetery	id=g:7235228
South Bayou Park	id=g:7235229
Italy-Naples Cemetery	id=g:7235230
Riverside Park	id=g:7235231
Scottville Police Department	id=g:7235232
Redeemer Lutheran Church	id=g:7235233
East Italy Hill Cemetery	id=g:7235234
Our Saviour's Lutheran Church	id=g:7235235
Branchport Cemetery	id=g:7235236
United Methodist Church	id=g:7235237
Saint Jerome's Catholic Church	id=g:7235238
Scottville Church of Christ	id=g:7235239
Keuka Park Cemetery	id=g:7235240
Third Coast Family Practice Clinic	id=g:7235241
Scottville Post Office	id=g:7235242
Second Milo Cemetery	id=g:7235243
Mason County Library	id=g:7235244
Crossroads Church	id=g:7235245
Raplee Cemetery	id=g:7235246
Scottville Elementary School	id=g:7235247
Mason County Senior High School	id=g:7235248
Mason County Middle School	id=g:7235249
Old Baptist Cemetery	id=g:7235250
Victory Baptist Church	id=g:7235251
Holiday Village Mobile Home Park	id=g:7235252
Old Presbyterian Cemetery	id=g:7235253
Oakwood Estates Mobile Home Park	id=g:7235254
Walhalla Post Office	id=g:7235255
Branch Township Hall	id=g:7235256
Saint John Cantius Catholic Church	id=g:7235257
Free Soil Post Office	id=g:7235258
Freesoil United Methodist Church	id=g:7235259
Greenidge Power Plant	id=g:7235260
Cayuga Power Plant	id=g:7235261
Chaffee Gravel Pit	id=g:7235262
Freesoil Community School	id=g:7235263
Sherman Township Hall	id=g:7235264
Fountain Post Office	id=g:7235265
Fountain United Methodist Church	id=g:7235266
Bachelor Evangelical Church	id=g:7235267
Custer Post Office	id=g:7235268
Saint Mary's Church	id=g:7235269
Mason County Eastern High School	id=g:7235270
Saint Peter's Cemetery	id=g:7235271
Saint Joseph's Catholic Cemetery (historical)	id=g:7235272
Saint John Cantius' Cemetery	id=g:7235273
Sacred Heart Catholic Cemetery	id=g:7235274
Fountain Cemetery	id=g:7235275
Emmanuel Lutheran Cemetery	id=g:7235276
Sugar Grove Cemetery	id=g:7235277
Batchelor Christ Cemetery	id=g:7235278
Tallman Cemetery	id=g:7235279
Marquette's Death Historical Marker	id=g:7235280
Mason County Historical Marker	id=g:7235281
Mason County Courthouse Historical Marker	id=g:7235282
Swedish Lutheran Church Historical Marker	id=g:7235283
Ludington Car Ferries Historical Marker	id=g:7235284
SS Badger Historical Marker	id=g:7235285
SS Pere Marquette 18 Historical Marker	id=g:7235286
Armistice Day Storm Historical Marker	id=g:7235287
Scottville Historical Marker	id=g:7235288
Big Sable Point Lighthouse Historical Marker	id=g:7235289
A Bygone Lumbering Town Historical Marker	id=g:7235290
Notipekago Historical Marker	id=g:7235291
Westerburg Memorial Park	id=g:7235292
Linear Park	id=g:7235293
Rambadt Memorial Park	id=g:7235294
Reed City Public Library	id=g:7235295
Reed City Post Office	id=g:7235296
Osceola County Courthouse	id=g:7235297
Osceola County Sheriff Office	id=g:7235298
Reed City Police Department	id=g:7235299
Liberty Baptist Church	id=g:7235300
Church of the Nazarene	id=g:7235301
Saint Paul Lutheran Church	id=g:7235302
Trinity Lutheran Church	id=g:7235303
Saint Philip Neri Catholic Church	id=g:7235304
Church of Antioch	id=g:7235305
Seventh-Day Adventist Church	id=g:7235306
United Methodist Church	id=g:7235307
Congregational United Church	id=g:7235308
Harvest Assembly of God Church	id=g:7235309
Calvary Baptist Church	id=g:7235310
Spectrum Health Reed City Hospital	id=g:7235311
Lincoln Township Hall	id=g:7235312
Reed City Church of God	id=g:7235313
Old Rugged Cross Museum	id=g:7235314
White Birch Estates Mobile Home Park	id=g:7235315
Youngs Trailer Park	id=g:7235316
Heritage Christian Academy	id=g:7235317
GT Norman Elementary School	id=g:7235318
Upper Elementary School	id=g:7235319
Reed City High School	id=g:7235320
Trinity Lutheran School	id=g:7235321
Chippewa	id=g:7235322
Riverbank Post Office (historical)	id=g:7235323
Parklake Post Office (historical)	id=g:7235324
Orono Post Office (historical)	id=g:7235325
Orient Post Office (historical)	id=g:7235326
Ina Post Office (historical)	id=g:7235327
Gormer Post Office (historical)	id=g:7235328
Dewing's (historical)	id=g:7235329
Dewings Post Office (historical)	id=g:7235330
Dighton Post Office (historical)	id=g:7235331
Chippewa Station Post Office (historical)	id=g:7235332
Avondale Post Office (historical)	id=g:7235333
Tustin Community Library	id=g:7235334
Tustin Post Office	id=g:7235335
Tustin Elementary School	id=g:7235336
Covenant Presbyterian Church	id=g:7235337
First Baptist Church	id=g:7235338
Augustana Lutheran Church	id=g:7235339
United Methodist Church	id=g:7235340
Ashton Post Office (historical)	id=g:7235341
Sears Post Office	id=g:7235342
Orient Township Hall	id=g:7235343
Marion Area Historical Museum	id=g:7235344
Marion Public Libary	id=g:7235345
Marion Post Office	id=g:7235346
Redding Township Hall	id=g:7235347
Marion Medical Center	id=g:7235348
Countryside Health Clinic	id=g:7235349
Saint Agnes Church	id=g:7235350
Marion United Methodist Church	id=g:7235351
Marion Seventh Day Adventist Church	id=g:7235352
Bible Missionary Church	id=g:7235353
Marion High School	id=g:7235354
Marion Elementary School	id=g:7235355
Community of Christ Church	id=g:7235356
Pisgah Heights Wesleyan Church	id=g:7235357
LeRoy Museum	id=g:7235358
Le Roy Elementary School	id=g:7235359
Le Roy Community Library	id=g:7235360
Le Roy Post Office	id=g:7235361
United Methodist Church	id=g:7235362
Evangelical Covenant Church	id=g:7235363
Zion Emanuel Lutheran Church	id=g:7235364
Rose Lake Park	id=g:7235365
Hersey Fire Department	id=g:7235366
Hersey Post Office	id=g:7235367
Hersey United Methodist Church	id=g:7235368
Hersey Congregational Church	id=g:7235369
Church of the Nazarene	id=g:7235370
Sylvan Township Hall	id=g:7235371
Daystar Christian Academy	id=g:7235372
Evart Post Office	id=g:7235373
Evart Police Department	id=g:7235374
Evart Public Library	id=g:7235375
Free Methodist Church	id=g:7235376
Evart United Methodist Church	id=g:7235377
Calvary Baptist Church	id=g:7235378
First Baptist Church of Evart	id=g:7235379
Crossroads Community Church	id=g:7235380
Saint Paul's Lutheran Church	id=g:7235381
Mid-Michigan Medical Center	id=g:7235382
Spectrum Health Evart Clinic	id=g:7235383
Evart Middle School	id=g:7235384
Evart High School	id=g:7235385
Evart Elementary School	id=g:7235386
Park Lake Cemetery	id=g:7235387
Proctor Family Cemetery	id=g:7235388
Trinity Lutheran Cemetery	id=g:7235389
Saint Paul's Evangelical Lutheran Cemetery	id=g:7235390
Methodist Episcopal Church Cemetery	id=g:7235391
Mennonite Cemetery	id=g:7235392
LeRoy Township Cemetery	id=g:7235393
Holy Cross Catholic Cemetery	id=g:7235394
Tustin Cemetery	id=g:7235395
John E Larson Farm Historical Marker	id=g:7235396
Swedish Evangelical Lutheran Church Historical Marker	id=g:7235397
Joseph W Guyton Historical Marker	id=g:7235398
North Evart United Methodist Church Historical Marker	id=g:7235399
Founding of Marion Historical Marker	id=g:7235400
Marion Millpond and Dam Historical Marker	id=g:7235401
Congregational Church Historical Marker	id=g:7235402
Unto a New Land Historical Marker	id=g:7235403
North Bench	id=g:7235404
Narrows of Hans Creek	id=g:7235405
Scott Hollow	id=g:7235406
Melander Hill	id=g:7235407
Rock Dam Creek	id=g:7235408
Orr Hollow Creek	id=g:7235409
Foggy Hollow	id=g:7235410
Jacobs Hollow	id=g:7235411
Wilson Township Wilson Hill Park	id=g:7235412
Barrington Community Church	id=g:7235413
Crystal Valley Mennonite Church	id=g:7235414
Dundee Baptist Church	id=g:7235415
Dundee Presbyterian Church	id=g:7235416
Dundee United Methodist Church	id=g:7235417
Faith Baptist Church	id=g:7235418
Starkey United Methodist Church	id=g:7235419
Weston Presbyterian Church	id=g:7235420
Starkey Methodist Cemetery	id=g:7235421
Benton Methodist Church	id=g:7235422
Church of Jesus Christ of Latter Day Saints	id=g:7235423
Dresden United Methodist Church	id=g:7235424
Friend United Methodist Church	id=g:7235425
Kingdom Hall of Jehovah's Witnesses	id=g:7235426
Milo Center Methodist Church	id=g:7235427
Penn Yan Bible Church	id=g:7235428
School Number 9 (historical)	id=g:7235429
School Number 7 (historical)	id=g:7235430
School Number 6 (historical)	id=g:7235431
School Number 14 (historical)	id=g:7235432
School Number 1 (historical)	id=g:7235433
German Cemetery	id=g:7235434
School Number 11 (historical)	id=g:7235435
School Number 15 (historical)	id=g:7235436
School Number 13 (historical)	id=g:7235437
School Number 10 (historical)	id=g:7235438
School Number 22 (historical)	id=g:7235439
School Number 7 (historical)	id=g:7235440
School Number 3 (historical)	id=g:7235441
School Number 19 (historical)	id=g:7235442
School Number 21 (historical)	id=g:7235443
School Number 17 (historical)	id=g:7235444
School Number 14 (historical)	id=g:7235445
School Number 2 (historical)	id=g:7235446
School Number 21 (historical)	id=g:7235447
School Number 22 (historical)	id=g:7235448
School Number 2 (historical)	id=g:7235449
School Number 18 (historical)	id=g:7235450
School Number 21 (historical)	id=g:7235451
School Number 8 (historical)	id=g:7235452
School Number 5 (historical)	id=g:7235453
Bush Landing Strip	id=g:7235454
Pierce Aero Landing Strip	id=g:7235455
Rustic Hills Mobile Home Park	id=g:7235456
Willard Mobile Home Park	id=g:7235457
Key Estates	id=g:7235458
Pine Grove Mobile Estates	id=g:7235459
Westwood Mobile Estates	id=g:7235460
Woodlyn Acres	id=g:7235461
Coble Village	id=g:7235462
Eastowne Mobile Home Estates	id=g:7235463
Huron Valley Mobile Home Park	id=g:7235464
Branchwood Estates	id=g:7235465
Sheefel Mobile Home Park	id=g:7235466
Mansard Du Lac	id=g:7235467
Colfax Mobile Home Park	id=g:7235468
Gentle Manor Estates	id=g:7235469
Sheffield Estates	id=g:7235470
Bremerton Mobile Home Park	id=g:7235471
Cedar Lake Mobile Home Park	id=g:7235472
Gerry Park	id=g:7235473
IXL Mobile Home Park	id=g:7235474
Melody Lane Mobile Home Park	id=g:7235475
Oakwood Mobile Home Park	id=g:7235476
Circle Mobile Home Park	id=g:7235477
Duneland Village of Gary	id=g:7235478
Hillcrest Manufactured Housing Community	id=g:7235479
Ridge Road Mobile Home Community	id=g:7235480
Colonial Mobile Home Park	id=g:7235481
Fortyone Ranch Mobile Home Park	id=g:7235482
Anderson Mobile Home Park	id=g:7235483
Avenue Mobile Home Park	id=g:7235484
Bonfiglio's Mobile Home Park	id=g:7235485
Char-el Mobile Home Park	id=g:7235486
Glenview Mobile Home Park	id=g:7235487
Honeysuckle Mobile Home Park	id=g:7235488
Ideal Mobile Home Court	id=g:7235489
Kings Mobile Home Court	id=g:7235490
Mount Street Mobile Home Park	id=g:7235491
Noble Mobile Home Park	id=g:7235492
Paragon Mobile Home Park	id=g:7235493
Riverside Mobile Home Park	id=g:7235494
Ross Mobile Home Park	id=g:7235495
Sunshine Seven Mobile Home Park	id=g:7235496
Village Mobile Home Park	id=g:7235497
Balle Mobile Home Park	id=g:7235498
All Saints Church	id=g:7235499
Grace Baptist Church	id=g:7235500
Lansing United Methodist Church	id=g:7235501
Lake Ridge Cemetery	id=g:7235502
Lansingville Cemetery	id=g:7235503
East Lansing Church	id=g:7235504
East Lansing Cemetery	id=g:7235505
Kelley Cemetery	id=g:7235506
Asbury Cemetery	id=g:7235507
Lanterman Cemetery	id=g:7235508
McLean Cemetery	id=g:7235509
Peruville Cemetery	id=g:7235510
School Number 27 (historical)	id=g:7235511
School Number 10 (historical)	id=g:7235512
School Number 11 (historical)	id=g:7235513
School Number 19 (historical)	id=g:7235514
School Number 13 (historical)	id=g:7235515
School Number 17 (historical)	id=g:7235516
School Number 5 (historical)	id=g:7235517
School Number 16 (historical)	id=g:7235518
School Number 4 (historical)	id=g:7235519
School Number 3 (historical)	id=g:7235520
Scofield Cemetery	id=g:7235521
Caroline Centre Cemetery	id=g:7235522
Caroline Centre Church	id=g:7235523
Goodrich Hill Cemetery	id=g:7235524
Speedsville Cemetery	id=g:7235525
Central Chapel Cemetery	id=g:7235526
Blair Family Plot	id=g:7235527
Turnbulls Corners Cemetery	id=g:7235528
Rumsey Hill Cemetery	id=g:7235529
Christian Cemetery	id=g:7235530
Presbyterian Cemetery	id=g:7235531
Etna Community Cemetery	id=g:7235532
Caroline Grove Cemetery	id=g:7235533
Chaffee Creek Cemetery	id=g:7235534
Hine Family Cemetery	id=g:7235535
Old Newfield Village Cemetery	id=g:7235536
Estabrook Cemetery	id=g:7235537
Connecticut Hill Cemetery	id=g:7235538
Valley View Cemetery	id=g:7235539
West Danby Methodist Cemetery	id=g:7235540
Morris Chapel Cemetery	id=g:7235541
South Danby Cemetery	id=g:7235542
Adams Settlement Cemetery	id=g:7235543
Danby Presbyterian Cemetery	id=g:7235544
Fisher Settlement Cemetery	id=g:7235545
Green And Mettler Cemetery	id=g:7235546
Michael Handy Farm Cemetery	id=g:7235547
First Presbyterian Church of Dryden	id=g:7235548
Dryden Baptist Church	id=g:7235549
Holy Cross Catholic Church	id=g:7235550
Reach Out For Christ Church	id=g:7235551
Covenant Love Community Church	id=g:7235552
McLean Community Church	id=g:7235553
Groton Assembly of God Church	id=g:7235554
Groton Community Church	id=g:7235555
Heritage Baptist Church	id=g:7235556
Kingdom Hall of Jehovah's Witnesses	id=g:7235557
Saint Anthony's Catholic Church	id=g:7235558
West Groton Bible Church	id=g:7235559
Jesus Covenant Church	id=g:7235560
Joo Shin Church	id=g:7235561
Joong Ang Presbyterian Church	id=g:7235562
Joyful Church of New York	id=g:7235563
Arenac County Courthouse	id=g:7235564
Standish County Sheriff's Office	id=g:7235565
Grace Episcopal Church	id=g:7235566
Standish Post Office	id=g:7235567
Wigwam Bay Wildlife Area	id=g:7235568
Light of Christ Lutheran Church	id=g:7235569
Standish City Hall	id=g:7235570
Au Gres Sims High School	id=g:7235571
Standish Library	id=g:7235572
Resurrection of the Lord Catholic Church	id=g:7235573
Saint Mary's Standish Hospital	id=g:7235574
Standish Free Methodist Church	id=g:7235575
Standish Sold Rock Assembly Church	id=g:7235576
Holy Cross Lutheran Church	id=g:7235577
Community United Methodist Church	id=g:7235578
Faith Baptist Church	id=g:7235579
Abundant Life Church	id=g:7235580
Standish Elementary School	id=g:7235581
Sterling United Methodist Church	id=g:7235582
Sterling Post Office	id=g:7235583
Sterling Wesleyan Church	id=g:7235584
Sterling Elementary School	id=g:7235585
Deep River Township Hall	id=g:7235586
Sterling Area Health Center	id=g:7235587
Kingdom Hall of Jehovah's Witnesses	id=g:7235588
Twining Post Office	id=g:7235589
Twining Baptist Church	id=g:7235590
Turner Township Hall	id=g:7235591
Trinity United Methodist Church	id=g:7235592
Arenac Eastern High School	id=g:7235593
Reorganized Church of Jesus Christ of Latter Day Saints	id=g:7235594
County Line Wesleyan Church	id=g:7235595
First Presbyterian Church	id=g:7235596
Omer Post Office	id=g:7235597
Omer Library	id=g:7235598
Omer Fire Department	id=g:7235599
Renaissance Fellowship Church	id=g:7235600
Au Gres Library	id=g:7235601
Au Gres Fire Hall	id=g:7235602
Au Gres Medical Clinic	id=g:7235603
Au Gres Saint Joseph Family Clinic	id=g:7235604
Au Gres Care Clinic	id=g:7235605
Arenac County Historical Society Museum	id=g:7235606
Au Gres Post Office	id=g:7235607
Standish Nature Preserve	id=g:7235608
Au Gres City Park	id=g:7235609
Au Gres Sims Elementary School	id=g:7235610
Saint Mark Catholic Church	id=g:7235611
Full Gospel Lighthouse Church	id=g:7235612
Saint Johns Lutheran Church	id=g:7235613
Saint Paul Lutheran Church	id=g:7235614
United Methodist Church	id=g:7235615
Allegheny Wesleyan Methodist Church	id=g:7235616
Olive Branch United Methodist Church	id=g:7235617
Saint Joseph Church	id=g:7235618
Alger United Methodist Church	id=g:7235619
Alger Bible Baptist Church	id=g:7235620
Alger Post Office	id=g:7235621
Turner Post Office	id=g:7235622
Worth Post Office (historical)	id=g:7235623
Santiago Post Office (historical)	id=g:7235624
Saganing Post Office (historical)	id=g:7235625
Pine River Post Office (historical)	id=g:7235626
Moores Junction Post Office (historical)	id=g:7235627
Melita Post Office (historical)	id=g:7235628
Maple Ridge Post Office (historical)	id=g:7235629
Deepriver Post Office (historical)	id=g:7235630
Rowena Post Office (historical)	id=g:7235631
Culver Post Office (historical)	id=g:7235632
Arenac Post Office (historical)	id=g:7235633
Indian Burial Ground	id=g:7235634
Saint Joseph's Polish National Cemetery	id=g:7235635
Resurrection of the Lord Cemetery	id=g:7235636
Indian Cemetery	id=g:7235637
Saganing Indian Methodist Mission Cemetery	id=g:7235638
Saint Edwards Catholic Cemetery	id=g:7235639
Arenac Township Cemetery	id=g:7235640
Omer Masonic Hall Historical Marker	id=g:7235641
Orangeville Center Cemetery	id=g:7235642
Quaker Meeting House Cemetery	id=g:7235643
Gainesville Pioneer Cemetery	id=g:7235644
North Gainesville Cemetery	id=g:7235645
Sharp District Cemetery	id=g:7235646
Sheppard Cemetery	id=g:7235647
Hermitage Cemetery	id=g:7235648
Lot Two Cemetery	id=g:7235649
Silver Springs Pioneer Cemetery	id=g:7235650
Bush Cemetery	id=g:7235651
West Perry Cemetery	id=g:7235652
Curriers Cemetery	id=g:7235653
Arcade Rural Cemetery	id=g:7235654
Saints Peter And Paul's Cemetery	id=g:7235655
