Pampa Cayulafquén	id=g:3896063
Cerro Agua de la Falda	id=g:3900536
Cerro Agua de la Falda	id=g:3900537
Vega Agua de La Encantada	id=g:3900538
Cerro Agua de la Brea	id=g:3900539
Quebrada Agua de Guerra	id=g:3900540
Agua de Doro	id=g:3900541
Quebrada Agua de Cascabeles	id=g:3900542
Cerros de las Aguadas	id=g:3900543
Aguada II	id=g:3900544
Aguada El Canelo	id=g:3900545
Aguada del Pueblo	id=g:3900546
Aguada de Cachinal	id=g:3900547
Quebrada Aguada	id=g:3900548
Punta Aguada	id=g:3900549
Punta Aguada	id=g:3900550
Punta Aguada	id=g:3900551
Estero Aguada	id=g:3900552
Estación Aguada	id=g:3900553
Cerro Aguada	id=g:3900554
Cerro Aguada	id=g:3900555
Caleta Aguada	id=g:3900556
Caleta Aguada	id=g:3900557
Aguada	id=g:3900558
Aguada	id=g:3900559
Aguada	id=g:3900560
Quebrada del Agua Colorada	id=g:3900561
Aguada Agua Colorada	id=g:3900562
Agua Colorada	id=g:3900563
Canal de Agua Clara	id=g:3900564
Quebrada Agua Chica	id=g:3900565
Quebrada Agua Chica	id=g:3900566
Quebrada Agua Chica	id=g:3900567
Cerro Agua Chica	id=g:3900568
Estero Agua Cascada	id=g:3900569
Quebrada Agua Buena	id=g:3900570
Portezuelo de Agua Buena	id=g:3900571
Estero del Agua Buena	id=g:3900572
Estero Agua Buena	id=g:3900573
Estero Agua Buena	id=g:3900574
Estación Agua Buena	id=g:3900575
Agua Buena	id=g:3900576
Agua Buena	id=g:3900577
Agua Buena	id=g:3900578
Agua Buena	id=g:3900579
Agua Buena	id=g:3900580
Quebrada Agua Blanca	id=g:3900581
Quebrada Agua Blanca	id=g:3900582
Laguna Agua Blanca	id=g:3900583
Estero Agua Blanca	id=g:3900584
Estero Agua Blanca	id=g:3900585
Cerro Agua Blanca	id=g:3900586
Aguada Agua Blanca	id=g:3900587
Agua Blanca	id=g:3900588
Agua Blanca	id=g:3900589
Agua Blanca	id=g:3900590
Agua Blanca	id=g:3900591
Quebrada Agua Amarilla	id=g:3900592
Agua Amarilla	id=g:3900593
Agua Amarilla	id=g:3900594
Agua Amarilla	id=g:3900595
Sierra Agua Amarga	id=g:3900596
Salar de Agua Amarga	id=g:3900597
Quebrada Agua Amarga	id=g:3900598
Quebrada Agua Amarga	id=g:3900599
Quebrada Agua Amarga	id=g:3900600
Quebrada Agua Amarga	id=g:3900601
Quebrada Agua Amarga	id=g:3900602
Quebrada Agua Amarga	id=g:3900603
Estación Agua Amarga	id=g:3900604
Cerro Agua Amarga	id=g:3900605
Cerro Agua Amarga	id=g:3900606
Agua Amarga	id=g:3900607
Agua Amarga	id=g:3900608
Agua Amarga	id=g:3900609
Quebrada del Agua	id=g:3900610
Quebrada del Agua	id=g:3900611
Quebrada del Agua	id=g:3900612
Quebrada del Agua	id=g:3900613
Quebrada del Agua	id=g:3900614
Quebrada del Agua	id=g:3900615
Quebrada del Agua	id=g:3900616
Quebrada del Agua	id=g:3900617
Quebrada del Agua	id=g:3900618
Quebrada de el Agua	id=g:3900619
Morros del Agua	id=g:3900620
Mogote del Agua	id=g:3900621
Estero del Agua	id=g:3900622
Cerro Agua	id=g:3900623
Río Agrio	id=g:3900624
Río Agrio	id=g:3900625
Seno Agostini	id=g:3900626
Islas Agnes	id=g:3900627
Isla Agnes	id=g:3900628
Roca de Afuera	id=g:3900629
Loma Afuera	id=g:3900630
Islote de Afuera	id=g:3900631
Caleta de Afuera	id=g:3900632
Bajo de Afuera	id=g:3900633
Africana	id=g:3900634
Portezuelo Afquintúe	id=g:3900635
Afquintúe	id=g:3900636
Islas Afortunadas	id=g:3900637
Pampa Aerolitos	id=g:3900638
Paso Adventure	id=g:3900639
Caleta Adventure	id=g:3900640
Bahía Adventure	id=g:3900641
Aduana	id=g:3900642
Aduana	id=g:3900643
Bahía Adriana	id=g:3900644
Punta Adoquines	id=g:3900645
Estación Adolfo Zaldívar	id=g:3900646
Isla Adolfo	id=g:3900647
Montes Admiral	id=g:3900648
Roca Adeona	id=g:3900649
Agua Adentro	id=g:3900650
Cerro Adencul	id=g:3900651
Adencul	id=g:3900652
Punta Adelaida	id=g:3900653
Punta Adelaida	id=g:3900654
Paso Adelaida	id=g:3900655
Laguna Adelaida	id=g:3900656
Lago Adelaida	id=g:3900657
Islote Adelaida	id=g:3900658
Islote Adelaida	id=g:3900659
Islas Adelaida	id=g:3900660
Isla Adelaida	id=g:3900661
Estero Adelaida	id=g:3900662
Bajo Adelaida	id=g:3900663
Bahía Adelaida	id=g:3900664
Adelaida	id=g:3900665
Islote Adela	id=g:3900666
Adela	id=g:3900667
Isla Adán	id=g:3900668
Isla Adán	id=g:3900669
Islote Adams	id=g:3900670
Pico Adam	id=g:3900671
Canal Adalberto	id=g:3900672
Canal Acwalisnan	id=g:3900673
Isla Acuy	id=g:3900674
Laguna de Aculeo	id=g:3900675
Cerros de Aculeo	id=g:3900676
Cajón de Aculeo	id=g:3900677
Aculeo	id=g:3900678
Aculeo	id=g:3900679
Isla Acuao	id=g:3900680
Punta Acosta	id=g:3900681
Bahía Acosta	id=g:3900682
Río Aconcagua	id=g:3900683
Planta Aconcagua	id=g:3900684
Portezuelo Achuta	id=g:3900685
Punta Achurra	id=g:3900686
Achupallas	id=g:3900687
Cerro Achupalla	id=g:3900688
Achuelo	id=g:3900689
Río Achibueno	id=g:3900690
Laguna Achibueno	id=g:3900691
Paso de Achechamayo	id=g:3900692
Cerro Achechamayo	id=g:3900693
Quebrada Achecaque	id=g:3900694
Cerros de Achecalane	id=g:3900695
Quebrada Achecahue	id=g:3900696
Quebrada Achecagua	id=g:3900697
Rada de Achao	id=g:3900698
Piedra Achao	id=g:3900699
Achao	id=g:3900700
Achacollo	id=g:3900701
Achacala	id=g:3900702
Quebrada Achacahua	id=g:3900703
Quebrada de Acha	id=g:3900704
Punta Acevedo	id=g:3900705
Punta Acevedo	id=g:3900706
Canal Acevedo	id=g:3900707
Cabo Acevedo	id=g:3900708
Cerro Acerrillo	id=g:3900709
Quebrada Acerillos Chicos	id=g:3900710
Quebrada Acerillos	id=g:3900711
Quebrada Acerillo	id=g:3900712
Quebrada Acerillo	id=g:3900713
Aguada de Acerillo	id=g:3900714
Acerillo	id=g:3900715
Cerro Acantilado Las Margaritas	id=g:3900716
Ensenada Acantilada	id=g:3900717
Cerro Acamarachi	id=g:3900718
Canal de las Acacias	id=g:3900719
Quebrada Acacha	id=g:3900720
Cerro Acacha	id=g:3900721
Arroyo Abutarda	id=g:3900722
Piques Abundancia	id=g:3900723
Abundancia	id=g:3900724
Abundancia	id=g:3900725
Abundancia	id=g:3900726
Roca Abtao	id=g:3900727
Río Abtao	id=g:3900728
Punta Abtao	id=g:3900729
Isla Abtao	id=g:3900730
Canal Abtao	id=g:3900731
Caleta Abtao	id=g:3900732
Bajo Abtao	id=g:3900733
Abtao	id=g:3900734
Pico Abril	id=g:3900735
Punta Abrigo	id=g:3900736
Puerto Abrigado	id=g:3900737
Bahía Abrigada	id=g:3900738
Bajo Abreojo	id=g:3900739
Quebrada de Abrantes	id=g:3900740
Estero de Abranquil	id=g:3900741
Abranquil	id=g:3900742
Fiordo Abraham	id=g:3900743
Cerro Abra de Justo	id=g:3900744
Caleta Abra Chica	id=g:3900745
Quebrada del Abra	id=g:3900746
Isla Abra	id=g:3900747
Cerro del Abra	id=g:3900748
Cerro Abra	id=g:3900749
Canal Abra	id=g:3900750
Estero Ablemos	id=g:3900751
Ablemos	id=g:3900752
Paso del Abismo	id=g:3900753
Punta Abelardo	id=g:3900754
Isla Abel	id=g:3900755
Islotes Abejorros	id=g:3900756
Grupo Abd el Krim	id=g:3900757
Canal Abbé	id=g:3900758
Laguna Abascal	id=g:3900759
Isla Abarca	id=g:3900760
Abarca	id=g:3900761
Salto del Abanico	id=g:3900762
Canal Abandonados	id=g:3900763
Aguada de Aballay	id=g:3900764
Punta Aarón	id=g:3900765
Paso de Tocorpuri	id=g:3902813
Cerro Irruputuncu	id=g:3914073
Portezuelo de Chutinza	id=g:3920079
Cerro Chunchuñure	id=g:3920214
Paso Chinchillani	id=g:3920707
Chinchillani	id=g:3920712
Quebrada Chicalini	id=g:3920943
Paso Apacheta de Santaile	id=g:3923826
Paso Apacheta de Rinconada	id=g:3923827
Paso Apacheta de Oje	id=g:3923828
Paso Apacheta de Guailla	id=g:3923829
Viluyo	id=g:3948974
Pampa Ancocholpa	id=g:3948976
Pampa Tacora	id=g:3948977
Quebrada Cequipitaña	id=g:3948978
Quebrada Puchine	id=g:3948979
Quebrada Pairomane	id=g:3948980
Quebrada Chivane	id=g:3948981
Cerro Ancocalane	id=g:3948982
Ancocalane	id=g:3948983
Cerro Cicuinasa	id=g:3948984
Bofadal Liche	id=g:3948985
Bofadal Chojñoco	id=g:3948986
Bofadal Viluyo	id=g:3948987
Bofadal Calanasa	id=g:3948988
Quebrada Queñuavichinca	id=g:3948989
Quebrada Calanasa	id=g:3948990
Cerro Jaillave	id=g:3948991
Quebrada Pusuma	id=g:3948992
Pusuma	id=g:3948993
Quebrada Sarayuma	id=g:3948994
Quebrada Pumuta	id=g:3948995
Pampa Pumuta	id=g:3948996
Cerro Cobani	id=g:3949005
Cerro Chantacollo	id=g:3949006
Cerro Otaviata	id=g:3949007
Cerro Huaylillas Chico	id=g:3949008
Cerro Vilacollo	id=g:3949009
Cerro Jamachavinto	id=g:3949010
Cerro Jantacollo	id=g:3949011
Pampa Caracarane	id=g:3949012
Pampa Titire	id=g:3949013
Paradero Caracarane	id=g:3949014
Pampa Sojimucu	id=g:3949015
Quebrada Jamachavinto	id=g:3949016
Quebrada Jantacollo	id=g:3949017
Quebrada Quichune	id=g:3949018
Quebrada Chantacollo	id=g:3949019
Rinconada Vichupurnco	id=g:3949020
Pampa Alcérreca	id=g:3949021
Loma Anta	id=g:3949024
Quebrada Lguilla Lquilla	id=g:3949025
Pampa Guata	id=g:3949026
Pampa Cascachane	id=g:3949027
Pampa Allane	id=g:3949028
Pampa Colpita	id=g:3949029
Quebrada Lincocagua	id=g:3949030
Quebrada Agua Milagro	id=g:3949031
Quebrada Churicagua	id=g:3949032
Pampa Calapampa	id=g:3949033
Quebrada Jalsure	id=g:3949034
Quebrada Jaroma	id=g:3949035
Huancarcollo	id=g:3949036
Apacheta Soropacsa	id=g:3949037
Bofadal Queñuaculco	id=g:3949038
Villa Industrial	id=g:3949040
Cascavillane	id=g:3949041
Quebrada Caroma	id=g:3949042
Bocatoma	id=g:3949043
Tampo Hospicio	id=g:3949044
Teleshuño	id=g:3949045
Quebrada Teleschuño	id=g:3949046
Pampa Hospicio	id=g:3949047
Pampa Mucu	id=g:3949048
Pampa Molelinto	id=g:3949049
Pampa Jajnuma	id=g:3949050
Qquecalane	id=g:3949051
Cerro Vilachuyumani	id=g:3949052
Saraya	id=g:3949053
Quebrada Saraya	id=g:3949054
Quebrada Choco	id=g:3949055
Quebrada Chapi Chadi	id=g:3949056
Pampa Pahuta	id=g:3949057
Pampa Cotacotani	id=g:3949058
Pampa Calachata	id=g:3949059
Cerro Jacnone	id=g:3949060
Cerro Llallahua	id=g:3949061
Cerro Picutane	id=g:3949062
Cerro Vaillane	id=g:3949063
Cerro Talavique	id=g:3949064
Cerro Villane	id=g:3949065
Cerro Challavilca	id=g:3949080
Cerro Ancocalane	id=g:3949081
Cerro Pantatire	id=g:3949082
Cerro Chontacollo	id=g:3949083
Quebrada Quilla	id=g:3949084
Cerro Sarane	id=g:3949085
Cerro Pelado	id=g:3949086
Cerro Chiñal	id=g:3949087
Cerro Yareta	id=g:3949088
Cerro Ancopujo	id=g:3949089
Cerro Azanguno	id=g:3949090
Cerro Guañacahua	id=g:3949091
Cerro Vilavilani	id=g:3949092
Cerro Palcota	id=g:3949093
Cerro Guanacanua	id=g:3949094
Cerro Cucane	id=g:3949095
Cerro Cobani	id=g:3949096
Quebrada Chaslavira	id=g:3949097
Quebrada Vidiapita	id=g:3949098
Charipujo	id=g:3949099
Cerro Vicoña	id=g:3949100
Cerro Hichocollo	id=g:3949101
Sierra de Huaylillas	id=g:3949102
Cerro Amarillo	id=g:3949103
Paso Huaylillas Norte	id=g:3949104
Paso Huaylillas Sur	id=g:3949105
Cerro Titinepena	id=g:3949106
Cerro Checocollo	id=g:3949107
Cerro Tavajñune	id=g:3949108
Cerro Huallpacayo	id=g:3949109
Cerro Ullirhuaylla	id=g:3949110
Canal Uchusuma	id=g:3949111
Santa Elena	id=g:3949112
Anglo Chilena	id=g:3949113
Cerro Quilla	id=g:3949114
Paso El Viento	id=g:3949115
Cerro Queñuta	id=g:3949116
Quebrada Chureavira	id=g:3949117
Pampa Venada	id=g:3949118
Huaylluta	id=g:3949119
Tulapiña	id=g:3949120
Cerro Chañaconcorane	id=g:3949121
Cerro Ancochaullane	id=g:3949122
Laguna Blanca	id=g:3949123
Quebrada Quelane	id=g:3949124
Cerro Pucara	id=g:3949125
Pintacura	id=g:3949784
Pachingo	id=g:3949785
Quebraditas	id=g:3949786
Piuquenes	id=g:3949787
Matancilla	id=g:3949788
Loncomilla	id=g:3949795
El Toro	id=g:3949796
Port de Contarito	id=g:3949797
Los Caserones	id=g:3949798
Iglesia Colorada	id=g:3949799
Algarrobal	id=g:3949800
Punta Hobbs	id=g:3949852
Cabo Middleton	id=g:3949853
Puerto San Juan de la Posesión	id=g:3949854
Punta Arbolada	id=g:3949855
Punta Cadete	id=g:3949858
Monte Sylvia	id=g:3949859
Bajo Sur	id=g:3949860
Punta King	id=g:3949861
Cabo Surrell	id=g:3949862
Punta Divide	id=g:3949863
Islote Barcaza	id=g:3949864
Islote Jumbo	id=g:3949865
Islote Mía	id=g:3949866
Punta Sanchez	id=g:3949867
Islote Sanchez	id=g:3949868
Islotes Llallos	id=g:3949869
Monte Hart Dyke	id=g:3949870
Pico Pawley	id=g:3949871
Bahía Hope	id=g:3949872
Islotes Torres	id=g:3949873
Punta León	id=g:3949874
Islas Leadline	id=g:3949875
Punta Carabantes	id=g:3949876
Estero Mena	id=g:3949877
Caleta Sorpresa	id=g:3949878
Río Negro	id=g:3949879
Río Cisnes	id=g:3949880
Paso Oeste	id=g:3949881
Paso Sureste	id=g:3949882
Paso Norte	id=g:3949883
Isla Acosta	id=g:3949884
Pico Shag	id=g:3949885
Cerro Carncross	id=g:3949886
Monte Cayetano	id=g:3949887
Isla Hernan	id=g:3949888
Isla Guillermo	id=g:3949889
Punta Lolcura	id=g:3949890
Cerro Porvenir	id=g:3949891
Bajo McKinley	id=g:3949892
Caleta Hollis	id=g:3949893
Cerro Limones	id=g:3949894
Punta Chope	id=g:3949895
Punta Chechil	id=g:3949896
Punta Caicaén	id=g:3949897
Paso Lagreze	id=g:3949898
Islotes Dirreción	id=g:3949899
Estero Machildad	id=g:3949900
Punta Quiecho	id=g:3949901
Pico Pan de Azúcar	id=g:3949902
Pico Sharp	id=g:3949903
Punta San Ramón	id=g:3949904
Punta Okey	id=g:3949905
Islotes Rees	id=g:3949906
Bajo Norte	id=g:3949907
San Agustín	id=g:3949908
Seno Faundez	id=g:3949909
Punta Elena	id=g:3949910
Islotes Lira Mella	id=g:3949911
Puerto Niemann	id=g:3949912
Grupo Enderby	id=g:3949913
Bahía Rottemburg	id=g:3949914
Monte Esfinge	id=g:3949915
Punta Davies	id=g:3949916
Punta Hewett	id=g:3949917
Isla Larga	id=g:3949918
Islote Dubos	id=g:3949919
Península Edwards	id=g:3949920
Ventisquero Contramaestre	id=g:3949921
Ventisquero Emma	id=g:3949922
Punta Sonia	id=g:3949923
Seno Aragay	id=g:3949924
Punta Chasco	id=g:3949925
Roca León	id=g:3949926
Isla Andres	id=g:3949927
Punta Jacinto	id=g:3949928
Punta Mono	id=g:3949929
Canal Unión	id=g:3949930
Isla Clementina	id=g:3949931
Punta Coscorron	id=g:3949932
Islotes Víctor	id=g:3949933
Islotes Lautaro	id=g:3949934
Rocas Veronica	id=g:3949935
Rocas Piti	id=g:3949936
Punta Lelel	id=g:3949937
Punta Vera	id=g:3949938
Punta Ruby	id=g:3949939
Punta Liliana	id=g:3949940
Punta Berta	id=g:3949941
Paso Aguirre	id=g:3949942
Rocas Bellatrix	id=g:3949943
Caleta Ancha	id=g:3949944
Islotes Meridion	id=g:3949945
Brazo Sureste	id=g:3949946
Rocas Viejo	id=g:3949947
Punta Grumete	id=g:3949948
Punta Cordera	id=g:3949949
Punta Rafael	id=g:3949950
Punta Bitón	id=g:3949951
Roca Peligrosa	id=g:3949952
Bahía Parker King	id=g:3949953
Isla Mensajero	id=g:3949954
Bajo Enrico	id=g:3949955
Punta Timonel	id=g:3949956
Isla Señal	id=g:3949957
Bajo Fierro	id=g:3949958
Bajo Arequipa	id=g:3949959
Punta Julepe	id=g:3949960
Raya de Tique	id=g:3949961
Bajo Cola	id=g:3949962
Bajo Chalin	id=g:3949963
Punta Chuyegua	id=g:3949964
Bahía Islas	id=g:3949965
Banco Ded	id=g:3949966
Punta Rumen	id=g:3949967
Bajo Culenhue	id=g:3949968
Estero Puluqui	id=g:3949969
Punta Espolón	id=g:3949970
Punta Elvira	id=g:3949971
Punta San Gallan	id=g:3949972
Punta Remolinos	id=g:3949973
Punta Soledad	id=g:3949974
Punta Tique	id=g:3949975
Punta Concura	id=g:3949976
Punie	id=g:3949977
Punta Arenas	id=g:3949978
Estero Cuimio	id=g:3949979
Estero del Dique	id=g:3949980
Punta Piti	id=g:3949981
Punta del Río	id=g:3949982
Islotes de los Amigos	id=g:3949983
Lago Gil de Lemos	id=g:3949984
Río Gil de Lemos	id=g:3949985
Isla Surgidero	id=g:3949986
Isla Dolores	id=g:3949987
Isla Leguas	id=g:3949988
Isla Alfa	id=g:3949989
Islote Beta	id=g:3949990
Islote Omega	id=g:3949991
Isla del Vigia	id=g:3949992
Estero Costa	id=g:3949993
Estero Plaza	id=g:3949994
Islote Jupiter	id=g:3949995
Isla Marte	id=g:3949996
Islote Murta	id=g:3949997
Islote María	id=g:3949998
Paso Lautaro	id=g:3949999
Canal Skorpios	id=g:3950000
Isla Pen-Davis	id=g:3950001
Isla El Gorro	id=g:3950002
Islote Copihue	id=g:3950003
Puerto Robalo	id=g:3950004
Península Melimoyu	id=g:3950005
Isla Falsa	id=g:3950006
Ventisquero Serka	id=g:3950009
Caleta José	id=g:3950010
Caleta Yekadahby	id=g:3950011
Punta Tasbani	id=g:3950012
Surgidero Ibáñez	id=g:3950013
Bahía Lagrese	id=g:3950014
Isla Quezada	id=g:3950015
Isla Unica	id=g:3950016
Caleta Davanzo	id=g:3950017
Morro Norte	id=g:3950018
Morro Sur	id=g:3950019
Rocas Catedral	id=g:3950020
Roca Robinson	id=g:3950021
Roca Bascuñan	id=g:3950022
Islotes Deceit	id=g:3950023
Caleta Wilfredo	id=g:3950024
Islote Hasse	id=g:3950025
Islote Adriana	id=g:3950026
Caleta Martial	id=g:3950027
Caleta Loberos	id=g:3950028
Caleta Antuca	id=g:3950029
Isla Vautours	id=g:3950030
Bahía Alsina	id=g:3950031
Islotes Mariotti	id=g:3950032
Islote Teran	id=g:3950033
Rocas Yañez	id=g:3950034
Punta Del Campo	id=g:3950035
Fondeadero Sutlej	id=g:3950050
Punta Frutillar	id=g:3950051
Caleta Zapallar	id=g:3950052
Cerro Pulhué	id=g:3950053
Roca Bogota	id=g:3950054
Morro Las Tupas	id=g:3950055
Estero Conchali	id=g:3950056
Puerto Los Vilos	id=g:3950059
Estero Compiche	id=g:3950060
Península Los Molles	id=g:3950061
Loncura	id=g:3950062
Playa Ritoque	id=g:3950063
Punta Gruesa	id=g:3950064
Punta Rincón	id=g:3950065
Península Pajaros Niños	id=g:3950066
Bahía Cartagena	id=g:3950067
Punta Maintencillo	id=g:3950068
Ambillo	id=g:3950069
Puerto Tongoy	id=g:3950070
Cerro Lubilla	id=g:3950071
Cerro Los Loros	id=g:3950072
Socos	id=g:3950073
Islote Entrada	id=g:3950074
San Marcos	id=g:3950075
Cerro Botija	id=g:3950076
Cerro Blanco	id=g:3950077
Cerro Huerta	id=g:3950078
Cerro Grande	id=g:3950079
Cerro Ortiga	id=g:3950080
Cerro Guamane	id=g:3950081
Estero Chigualoco	id=g:3950082
Bahía Murray	id=g:3950083
Islote Tucho	id=g:3950084
Islas Mendigos	id=g:3950085
Islote Exterior	id=g:3950086
Islotes Central	id=g:3950087
Caleta Lagunas	id=g:3950088
Ventisquero Picos Azules	id=g:3950089
Ventisquero España	id=g:3950090
Punta Anna	id=g:3950091
Punta de la Fuente	id=g:3950092
Islote Montenares	id=g:3950093
Punta Gutiérrez	id=g:3950094
Canal Thomson	id=g:3950095
Bajo Ana Maria	id=g:3950096
Islote Verde	id=g:3950097
Islote Redondo	id=g:3950098
Puerto Hondo	id=g:3950099
Cerro El Gorro	id=g:3950100
Ventisquero Izaza	id=g:3950101
Islote Animita	id=g:3950102
Ensenada Ignota	id=g:3950103
Isla Sidney	id=g:3950104
Islote Niño	id=g:3950105
Isla Thomas	id=g:3950106
Islotes Ripita	id=g:3950107
Laguna Catapilco	id=g:3950108
Cerro del Roble	id=g:3950109
Puerto Util	id=g:3950110
Rocas Doble	id=g:3950111
Canal Unión	id=g:3950112
Isla Tower	id=g:3950113
Alto del Dihueno	id=g:3950114
Arrecife Dormido de Afuera	id=g:3950115
Cañete	id=g:3950116
Roca Cockatrice	id=g:3950117
Roca Hector	id=g:3950118
Roca Blanca	id=g:3950119
Banco Maule	id=g:3950120
Banco Hassler	id=g:3950121
Cerro Lanalhue	id=g:3950122
Banco Desconocido	id=g:3950123
Morro Cautén	id=g:3950124
Lago Queule	id=g:3950125
Caleta Curin	id=g:3950126
Cerro El Café	id=g:3950127
Rada de Antofagasta	id=g:3950128
Islote Armando	id=g:3950129
Laguna Stehr	id=g:3950130
Puerto Bonito	id=g:3950131
Bahía Eugenia	id=g:3950132
Canal Barbarossa	id=g:3950133
Canal Fallos	id=g:3950134
Rada Jungfern	id=g:3950135
Isla Jungfrauen	id=g:3950136
Isla Ursula	id=g:3950137
Punta Angela	id=g:3950138
Isla Rómulo	id=g:3950139
Puerto Álvarez	id=g:3950140
Puerto Millabú	id=g:3950141
Canal Antonio	id=g:3950142
Puerto Lampazo	id=g:3950143
Valle del Marta	id=g:3950144
Canal Tránsito	id=g:3950145
Islote Marta	id=g:3950146
Isla Ayautau	id=g:3950147
Isla Sierra	id=g:3950148
Monte Philip	id=g:3950149
Brazo del South West	id=g:3950150
Brazo del Sur	id=g:3950151
Seno Pulpo	id=g:3950152
Arrecife Los Destecados	id=g:3950153
Lago Elena	id=g:3950154
Río Frutilla	id=g:3950155
Pico del Calvario	id=g:3950156
Grupo Varposten	id=g:3950157
Isla Moraleda	id=g:3950158
Islote Leucoton	id=g:3950159
Monte Nadelkissen	id=g:3950160
Roca Engaño	id=g:3950161
Islotes Gemelos	id=g:3950162
Puerto Atracadero	id=g:3950163
Manchon Blanco	id=g:3950164
Punta Daniel	id=g:3950165
Puerto Chacabuco	id=g:3950166
Punta Stripe	id=g:3950167
Islas Oelckers	id=g:3950168
Estuario Cisnes	id=g:3950169
Estero Odger	id=g:3950170
Puerto Porvenir	id=g:3950171
Cerro Centinela Sur	id=g:3950172
Cerro Palo Blanco	id=g:3950173
Caleta Sarco del Sur	id=g:3950174
Cerro Huasco	id=g:3950175
Punta Mariposa	id=g:3950176
Puerto Huasco	id=g:3950177
Islotes Los Puentes	id=g:3950178
Península Guacolda	id=g:3950179
Islote Cayo	id=g:3950180
Puerto Carrizal Bajo	id=g:3950181
Cerro Chucampe	id=g:3950182
Isla Ruky	id=g:3950183
Cerro Doble Pico	id=g:3950184
Punta Totoral	id=g:3950185
Cerro Agudo	id=g:3950186
Roca Chango	id=g:3950187
Bajo Nef	id=g:3950188
Roca Alta	id=g:3950189
Roca Carrizal	id=g:3950191
Puerto Palena	id=g:3950384
Río Correntoso	id=g:3950408
Caleta Morro	id=g:3964807
Tetas de Huasco	id=g:3964808
Cerro Redondo	id=g:3964809
Playa Brava	id=g:3964810
Islote Erizal	id=g:3964811
Islote Alcatraz	id=g:3964812
Islote Blanco	id=g:3964813
Cordón el Espinazo	id=g:3964814
Terminal Marítimo Guacolda	id=g:3964815
Islote Angamos	id=g:3964816
Islote Ballena	id=g:3964817
Cerro San Luciano	id=g:3964818
Islote Piqueros	id=g:3964819
Islote Panulcillo	id=g:3964820
Cerro Chacaya	id=g:3964821
Terminal Marítmo Santa Barbara	id=g:3964822
Punta Loros	id=g:3964823
Punta El Quince	id=g:3964839
Punta de los Ciervos	id=g:3964840
Parque María Behety	id=g:3964841
Islote Hormiguita	id=g:3965269
Punta Blanca	id=g:3965270
Caleta Necoché	id=g:3965271
Morro Necoché	id=g:3965272
Punta Lingueral	id=g:3965273
Ensenada Rere	id=g:3965274
Los Morros	id=g:3965275
Punta Banderola	id=g:3965276
Punta Coliumo	id=g:3965277
Punta Falucho	id=g:3965278
Estero Coliumo	id=g:3965279
Roca Lobos	id=g:3965280
Roca Concepción	id=g:3965281
Caleta Cocholgue	id=g:3965282
Morro Huique	id=g:3965283
Punta Montecristo	id=g:3965284
Punta Morro Tomé	id=g:3965285
Punta Tomé	id=g:3965286
Estero Collén	id=g:3965287
Cerro Caracol	id=g:3965288
Rocas Pajaros Niños	id=g:3965289
Punta del Faro	id=g:3965290
Roca Tablas	id=g:3965291
Boca Chica	id=g:3965292
Punta Piedras	id=g:3965293
Boca Grande	id=g:3965294
Roca Bluff	id=g:3965295
Punta Cerro Armarillo	id=g:3965296
Punta Blanca Norte	id=g:3965297
Punta Los Viejos	id=g:3965298
Ensenada Punta Arenas	id=g:3965299
Caleta Las Casas	id=g:3965300
Punta Fronton	id=g:3965301
Rocas Buey	id=g:3965302
Punta Blanca Sur	id=g:3965303
Herradura	id=g:3965304
Roca Norte	id=g:3965305
Roca Sur	id=g:3965306
Roca Este	id=g:3965307
Caleta Tumbes	id=g:3965308
Punta Garzo	id=g:3965309
Punta Plata	id=g:3965310
Punta Totoralillo	id=g:3965311
Rocas Megal	id=g:3965312
Punta Arco	id=g:3965313
Punta Larga	id=g:3965314
Caleta Playa Blanca	id=g:3965315
Caleta El Soldado	id=g:3965316
Islote Longan Grande	id=g:3965317
Punta Pardo	id=g:3965318
Cerro Centinela	id=g:3965319
Punta Lilies	id=g:3965320
Roca Villa do Burdeos	id=g:3965321
Rocas Manzano	id=g:3965322
Caleta Manzano	id=g:3965323
Punta Marinao	id=g:3965324
Puerto Talcahuano	id=g:3965325
Molo Quinientos	id=g:3965326
Molo Marinao	id=g:3965327
Banco Belen	id=g:3965328
Punta Galvez	id=g:3965329
Punto Pesquero de Talcahuano	id=g:3965330
Cerro Fuentes	id=g:3965331
Punto San Vicente	id=g:3965332
Canal El Morro	id=g:3965333
Punta Los Ñonques	id=g:3965334
