Kal Gāh	id=g:129197
Gara Choqā	id=g:134097
Garāveh	id=g:134098
Naşrābād	id=g:134099
Garāb	id=g:134100
Garāb	id=g:134101
Garāb	id=g:134102
Garāb	id=g:134103
Garāb	id=g:134104
Kūh-e Gar	id=g:134105
Kūh-e Gar	id=g:134106
Kūh-e Gar	id=g:134108
Kūh-e Kar	id=g:134109
Kūh-e Gar	id=g:134110
Kūh-e Gar	id=g:134111
Kūh-e Gar	id=g:134112
Rūdkhāneh-ye Darreh Gap	id=g:134113
Kanz Rūd	id=g:134114
Ganzer	id=g:134115
Kanzaq	id=g:134116
Kūh-e Ganū	id=g:134118
Ganklīk	id=g:134119
Kanakh	id=g:134120
Gankān	id=g:134121
Rūdkhāneh-ye Kangā Gūsh	id=g:134122
Ganj Tappeh	id=g:134123
Ganjnāmeh	id=g:134124
Ganj Nāmeh	id=g:134125
Ganjīneh	id=g:134126
Gonjī	id=g:134127
Ḩowz-e Ganjgāh	id=g:134128
Ganjgāh	id=g:134129
Ganj-e Now	id=g:134130
Ganjeh’ī	id=g:134131
Ganjeh’ī-ye Kohneh	id=g:134132
Kūh-e Ganjeh	id=g:134133
Ganjeh	id=g:134134
Ganjeh	id=g:134135
Ganjeh	id=g:134136
Ganjeh	id=g:134137
Ganjeh’ī	id=g:134138
Rūd-e Ganjegān	id=g:134139
Ganjekān	id=g:134140
Ganjeh Gūn	id=g:134141
Ganj-e Bālā	id=g:134142
Qal‘eh Kanjavān	id=g:134143
Ganjak Novālak	id=g:134144
Gojag-e ‘Alīābād	id=g:134145
Ganjak	id=g:134146
Ganjak	id=g:134147
Ganjābād	id=g:134148
Ganjābād	id=g:134149
Ganjābād	id=g:134150
Ganjābād	id=g:134151
Gonjān	id=g:134152
Ganjāb	id=g:134153
Ganj	id=g:134154
Ganj	id=g:134155
Gangolābād	id=g:134156
Gengerej Kolā	id=g:134157
Pāzard	id=g:134158
Gangachīn	id=g:134159
Gondehjīn	id=g:134160
Ganehdār	id=g:134161
Kūh-e Gandū	id=g:134162
Gandomzār	id=g:134163
Gandomrīz	id=g:134164
Kūh-e Gandom Kār	id=g:134165
Gandom Kār	id=g:134166
Gandomīneh	id=g:134167
Gandomī	id=g:134168
Kūh-e Gandom Kāl	id=g:134169
Jībvand-e Gandom Bān	id=g:134170
Kūh-e Gandomān	id=g:134171
Kandomān	id=g:134172
Gandomān	id=g:134173
Gandomakān	id=g:134174
Gandomābād	id=g:134175
Kūh-e Gandom	id=g:134176
Gondakān	id=g:134177
Gendīzār	id=g:134178
Tang-e Gandemār	id=g:134179
Gondeh Jīn	id=g:134180
Gandeh Chāh	id=g:134181
Kūh-e Gand Bū’ī	id=g:134182
Kūh-e Gand Chāh	id=g:134183
Gandaveh	id=g:134184
Tall-e Gandalzār	id=g:134185
Darreh-ye Gandal Zār	id=g:134186
Gandali	id=g:134187
Gondal Gīlān	id=g:134188
Gand Āb	id=g:134189
Gandāb-e Pā’īn	id=g:134190
Kūh-e Gandābeh	id=g:134192
Gandāb	id=g:134193
Gandābeh	id=g:134194
Gandāb-e Bālā	id=g:134195
Kūh-e Gandāb	id=g:134196
Kūh-e Gandāb	id=g:134197
Kūh-e Gand Āb	id=g:134198
Cheshmeh-ye Gandāb	id=g:134199
Cheshmeh-ye Gandāb	id=g:134200
Gandāb	id=g:134201
Gandāb	id=g:134202
Gandāb	id=g:134203
Gonbad Āb	id=g:134204
Gandāb	id=g:134205
Ganjāb	id=g:134206
Gandāb	id=g:134207
Gandāb	id=g:134208
Gandāb	id=g:134209
Gandāb	id=g:134210
Gandāb	id=g:134211
Kūh-e Gand	id=g:134212
Kanchūbeh	id=g:134213
Kambatak	id=g:134214
Ganāveh	id=g:134215
Gonāveh	id=g:134216
Bandar-e Ganāveh	id=g:134217
Ganalkūb	id=g:134218
Genā'ī	id=g:134219
Ganabī	id=g:134220
Kamīrdar	id=g:134221
Gamrūy	id=g:134222
Gāmīzaj-e Soflá	id=g:134223
Gāmīzaj-e ‘Olya	id=g:134224
Kūh-e Gāvmīshān	id=g:134225
Gamīchī	id=g:134226
Gameshk	id=g:134227
Gambū‘eh-ye Bozorg	id=g:134228
Tang-e Kambīl	id=g:134229
Kāl-e Kambīl	id=g:134230
Golmakān	id=g:134231
Sohran	id=g:134232
Rūdkhāneh-ye Gāmāsāb	id=g:134233
Kamāsā	id=g:134234
Lavān Chāy	id=g:134235
Gomān	id=g:134236
Galyan	id=g:134237
Galūzeh	id=g:134238
Kūh-e Galūzā	id=g:134239
Kūh-e Galūyak	id=g:134240
Galūyak	id=g:134241
Golū’ī	id=g:134242
Ḩowẕ-e Galūshūr	id=g:134243
Kolūshjerd	id=g:134244
Galū Sālār	id=g:134245
Galū Rūd	id=g:134246
Galū Mehrbānī	id=g:134247
Galūmonān	id=g:134248
Galū Gerd	id=g:134249
Galūgāh-e Hāmīūn	id=g:134250
Galūgāh-e Āsīyeh	id=g:134251
Kūh-e Galūgāh	id=g:134252
Īstgāh-e Galūgāh	id=g:134253
Galūgāh	id=g:134254
Galūgāh	id=g:134255
Galūgāh	id=g:134256
Galūgāh	id=g:134257
Galū Gāh	id=g:134258
Kūh-e Galū Dozdān	id=g:134259
Kolūchān	id=g:134260
Galū Chāhak	id=g:134261
Borj-e Galū Bīsheh	id=g:134262
Kūh-e Galū Bādām	id=g:134263
Kalū	id=g:134264
Gol Malek	id=g:134265
Kūh-e Galmandeh	id=g:134266
Rūdkhāneh-ye Garm Ābī	id=g:134267
Galleh Zanī	id=g:134268
Galleh Zan	id=g:134269
Kūh-e Galleh Nar	id=g:134270
Golkūshgak	id=g:134271
Galleh Khar	id=g:134272
Kūh-e Galleh Har	id=g:134273
Tangeh-ye Tangal-e Gāv	id=g:134274
Kūh-e Galeh Gap	id=g:134275
Galeh Gāh	id=g:134276
Galehband	id=g:134277
Galehbān	id=g:134278
Galeh	id=g:134279
Galīn Qeshlāq	id=g:134280
Galīn Qayah	id=g:134281
Gālīkash	id=g:134282
Galīcheh Rūd	id=g:134283
Chāh-e Galīcheh	id=g:134284
Kalīāneh-ye ‘Alī Bāqer	id=g:134285
Galgūn	id=g:134286
Gālesh Zamīn	id=g:134287
Gālesh Kheyl	id=g:134288
Kālīnj	id=g:134289
Kūh-e Khargūshī	id=g:134290
Kalvarz	id=g:134291
Kūh-e Galleh Sagā	id=g:134292
Gāleh Kajān	id=g:134293
Rūdkhāneh-ye Gallehdār	id=g:134294
Galleh Dār	id=g:134295
Galleh Dār	id=g:134296
Galdīān	id=g:134297
Kūh-e Kalarz	id=g:134298
Gallovīj	id=g:134299
Galand Rūd	id=g:134300
Galand	id=g:134301
Galālī	id=g:134302
Rūdkhāneh-ye Pīr Moḩammad	id=g:134303
Kūh-e Galālak	id=g:134304
Kalāl Rūd	id=g:134305
Darreh-ye Galāl	id=g:134306
Darreh Galāl	id=g:134307
Kūh-e Galekī	id=g:134308
Gākīyeh	id=g:134309
Gākīyeh	id=g:134310
Gākas	id=g:134311
Gāv Kadeh	id=g:134312
Gajīn	id=g:134313
Govājag-e Pāpar	id=g:134314
Gājereh	id=g:134315
Ma‘dan-e Z̄oghāl Sang-e Gājereh	id=g:134316
Bālāgojag	id=g:134317
Gāhīdar	id=g:134318
Gahvāreh	id=g:134319
Gahū’īyeh	id=g:134320
Gāhū	id=g:134321
Gahū	id=g:134322
Kūh-e Gahrūz	id=g:134323
Gah Yelleh	id=g:134324
Gahmūjī	id=g:134325
Gah Mū’ī	id=g:134326
Gahkom	id=g:134327
Gāhī	id=g:134328
Gahha Shoal	id=g:134329
Nahr-e Gāhen	id=g:134330
Gāhen	id=g:134331
Gehdīj	id=g:134332
Kūh-e Gohar	id=g:134333
Kahaq	id=g:134334
Rūdkhāneh-ye Gahān	id=g:134335
Gāh	id=g:134336
Gāgal	id=g:134337
Kūh-e Gadā’ūn	id=g:134338
Kūh-e Gadūr	id=g:134339
Gardaneh-ye Gadūk	id=g:134340
Gadūk	id=g:134341
Gadūgānlū	id=g:134342
Gajū’ī	id=g:134343
Gādmeh Gater	id=g:134344
Kadbak	id=g:134345
Gādīj	id=g:134346
Qadīr Rapak	id=g:134347
Gazestān	id=g:134348
Rūdkhāneh-ye Gadār	id=g:134349
Gadmeh	id=g:134350
Gadam	id=g:134351
Gach Vār	id=g:134352
Gachūz	id=g:134353
Kūh-e Gach Sardasht	id=g:134354
Gachsārān	id=g:134355
Gach Sārān	id=g:134356
Gach Sar	id=g:134357
Gachsar	id=g:134358
Gachsar	id=g:134359
Gach Ninardūn	id=g:134360
Kūh-e Moch	id=g:134361
Kūh-e Gach Meydān	id=g:134362
Kūh-e Gach Mālī	id=g:134363
Kūh-e Gach Lengī	id=g:134364
Kūh-e Gachlar Darreh	id=g:134365
Gachkān	id=g:134366
Kūh-e Gach Qālāsī	id=g:134367
Gachīn-e Pā’īn	id=g:134368
Gachīneh	id=g:134369
Gachīn-e Bālā	id=g:134370
Kūh-e Gachīn	id=g:134371
Gachī Gerd	id=g:134372
Gachīābād-e Pā’īn	id=g:134373
Darreh-ye Gachī	id=g:134374
Kāchī	id=g:134375
Gochī	id=g:134376
Gachī	id=g:134377
Kachī	id=g:134378
Gachgarān	id=g:134379
Gachgarān	id=g:134380
Gach Torsh	id=g:134381
Gach-e Soflá	id=g:134382
Gach-e ‘Olyā	id=g:134383
Kūh-e Gach-e Jārū	id=g:134384
Kūh-e Gach	id=g:134385
Gach-e Dam Āb	id=g:134386
Kūh-e Gach-e Ashnīz	id=g:134387
Gachī	id=g:134388
Kūh-e Gach Chāl	id=g:134389
Gachlū	id=g:134390
Gachā Kūh	id=g:134391
Tangeh-ye Gach	id=g:134392
Kūh-e Gach	id=g:134393
Kūh-e Gach	id=g:134396
Kūh-e Gach	id=g:134397
Kūh-e Gach	id=g:134398
Kūh-e Gach	id=g:134399
Kūh-e Gach	id=g:134400
Kūh-e Gach	id=g:134401
Kūh-e Gach	id=g:134402
Kūh-e Gach	id=g:134404
Gāch	id=g:134405
Rūdkhāneh-ye Gābrīk	id=g:134406
Gābrīk	id=g:134407
Kūh-e Gabrī	id=g:134408
Gāvarī	id=g:134409
Gebrān	id=g:134410
Gabrābād	id=g:134411
Gabrābād	id=g:134412
Kūh-e Gabr	id=g:134413
Gabībeh	id=g:134414
Rūdkhāneh-ye Gabkān	id=g:134415
Kabkān	id=g:134416
Kabārū	id=g:134417
Kūh-e Gab	id=g:134418
Fūshāzdeh	id=g:134419
Fūr Khorj	id=g:134420
Fūr khāş	id=g:134421
Fūrk	id=g:134422
Qūrjān	id=g:134423
Forg	id=g:134424
Fūrān	id=g:134425
Fūmestān	id=g:134427
Fūlak	id=g:134428
Fūlād Maḩalleh	id=g:134429
Ebrāhīmābād-e Fūlādlū	id=g:134430
Fūlād Bāghī	id=g:134431
Fūlādābād-e Bālā	id=g:134432
Kūh-e Fūlād	id=g:134433
Fūjerd	id=g:134434
Fūdenjān	id=g:134436
Fūdāj	id=g:134437
Foẕeylī	id=g:134438
Īstgāh-e Somayyeh	id=g:134439
Jabal Fawqī	id=g:134440
Fūman	id=g:134441
Fūjerd	id=g:134442
Fotūḩābād	id=g:134443
Fotūḩābād	id=g:134444
Foshtom	id=g:134445
Foshtanq	id=g:134446
Forūzeh	id=g:134447
Forūzān	id=g:134448
Forūzān	id=g:134449
Forūr Shoal	id=g:134450
Jazīreh-ye Forūr	id=g:134451
Forūmad	id=g:134452
Forūdgāh	id=g:134453
Forsheh	id=g:134454
Qal‘eh-ye Torshāb	id=g:134455
Forāt	id=g:134456
The Flat	id=g:134457
Fīzak	id=g:134458
Fīshvar	id=g:134459
Fīsherābād	id=g:134460
Rūdkhāneh-ye Fīrūz Kūh	id=g:134461
Fīrūz Kūh	id=g:134462
Fīrūz Kūh	id=g:134463
Fīrūz Kūh	id=g:134464
Pā’īn Maḩalleh-ye Fīrūz Kandeh	id=g:134465
Bālā Maḩalleh-ye Fīrūz Kandeh	id=g:134466
Fīrūz Kolā-ye Bālā	id=g:134467
Fīrūzī	id=g:134468
Fīrūzī-ye Sar Tom	id=g:134469
Fīrūzī	id=g:134470
Fīrūzī	id=g:134471
Fīrūzeh	id=g:134472
Fīrūzeh	id=g:134473
Fīrūzeh	id=g:134474
Fīrūz	id=g:134475
Fīrūzābād-e Pā’īn	id=g:134476
Fīrūzābād	id=g:134477
Fīrūzābād-e Kūchak	id=g:134478
Fīrūzābād-e Bozorg	id=g:134479
Fīrūzābād-e Bālā	id=g:134480
Fīrūzābād	id=g:134481
Kūh-e Fīrūzābād	id=g:134483
Nīm Īstgāh-e Fīrūzābād	id=g:134484
Fīrūzābād	id=g:134485
Fīrūzābād	id=g:134486
Kalāteh-ye Fīrūzābād	id=g:134487
Fīrūzābād	id=g:134488
Fīrūzābād	id=g:134489
Fīrūzābād-e Bālā	id=g:134490
Fīrūzābād	id=g:134491
Fīrūzābād	id=g:134492
Fīrūzābād	id=g:134493
Fīrūzābād	id=g:134494
Fīrūzābād	id=g:134495
Fīrūzābād	id=g:134496
Pīrūzābād	id=g:134497
Fīrūzābād	id=g:134498
Fīrūzābād	id=g:134499
Fīrūzābād	id=g:134500
Fīrūzābād	id=g:134501
Fīrūzābād	id=g:134502
Fīrūzābād	id=g:134503
Fīrūzābād	id=g:134504
Fīrūzābād	id=g:134505
Fīrūzābād	id=g:134506
Fīrūzābād	id=g:134507
Fīrūzābād	id=g:134508
Fīrūzābād	id=g:134509
Fīrūzābād	id=g:134510
Fīrūzābād	id=g:134511
Fīrūzābād	id=g:134512
Fīrūzābād	id=g:134513
Fīrūzābād	id=g:134514
Fīrūzābād	id=g:134515
Fīrūzābād	id=g:134516
Fīrūzābād	id=g:134517
Fīrūzābād	id=g:134518
Fīrūz	id=g:134519
Fīrūraq	id=g:134520
Rūdkhāneh-ye Fīrīz	id=g:134521
Fīreh	id=g:134522
Kūh-e Fīnū	id=g:134523
Fīn-e Kūchek	id=g:134524
Fīn-e Bozorg	id=g:134525
Fīn	id=g:134526
Fīn	id=g:134527
Kūh-e Fīl Zamīn	id=g:134528
Fīl Zamīn	id=g:134529
Felīshūr	id=g:134530
Fīlīān-e Qā’em Maqām	id=g:134531
Feylī	id=g:134532
Fīlgāh	id=g:134533
Fīlestān	id=g:134534
Fīleh Varīn	id=g:134535
Fīleh Khāşşeh	id=g:134536
Felīdeh	id=g:134537
Fīl Band	id=g:134538
Fīlākhoş	id=g:134539
Fīlābād	id=g:134540
Fīlāb	id=g:134541
Fīlā	id=g:134542
Fījān	id=g:134543
Fīqān	id=g:134544
Fīdūyeh	id=g:134545
Feyāl	id=g:134546
Kūh-e Feyzū Kheykhūb	id=g:134547
Feyẕī Ḩasan	id=g:134548
Fezyāneh-ye Soflá	id=g:134549
Feyẕābād-e Ḩājj Kāz̧em	id=g:134550
Feyẕābād	id=g:134551
Feyẕābād	id=g:134552
Feyẕābād-e Soflá	id=g:134553
Feyẕābād	id=g:134554
Feyẕābād	id=g:134555
Feyẕābād	id=g:134556
Feyẕābād	id=g:134557
Feyzābād	id=g:134558
Feyẕābād	id=g:134559
Feyẕābād	id=g:134560
Feyẕābād	id=g:134561
Feyẕābād	id=g:134562
Feyẕābād	id=g:134563
Feyẕābād	id=g:134564
Feyẕābād	id=g:134565
Feyẕābād	id=g:134566
Feyẕābād	id=g:134567
Feyzābād	id=g:134568
Feyẕābād	id=g:134569
Feyzābād	id=g:134570
Feyẕābād	id=g:134571
Feyẕābād	id=g:134572
Feyẕābād	id=g:134573
Feyẕābād	id=g:134574
Fūz	id=g:134575
Feyẕābād-e Now	id=g:134576
Feyẕābād	id=g:134577
Feyẕābād	id=g:134578
Feyẕābād	id=g:134579
Feyẕābād	id=g:134580
Feyẕābād	id=g:134581
Feyẕābād	id=g:134582
Fīrūzābād	id=g:134583
Feyẕābād	id=g:134584
Feyẕābād	id=g:134585
Feyẕābād	id=g:134586
Feyzābād	id=g:134587
Qobāzmān	id=g:134588
Feţr	id=g:134589
Feshkūr	id=g:134590
Feshkecheh	id=g:134591
Feshār	id=g:134592
Feshān	id=g:134593
Foshāh-e Pāīn	id=g:134594
Feshāh-e `Olyā	id=g:134595
Fesaqandes	id=g:134596
Fesendūz	id=g:134597
Ferūnābād	id=g:134598
Ferīch	id=g:134599
Ferezq	id=g:134600
Fereydūnshahr	id=g:134601
Fereydūn Kenār	id=g:134602
Fereydūnī	id=g:134603
Fereydūn	id=g:134604
Fereydūn	id=g:134605
Fereydūn	id=g:134606
Fereydūn	id=g:134607
Fereshteh Jān	id=g:134608
Kūh-e Feregah	id=g:134609
Ferdowsīyeh	id=g:134610
Ferdowsī	id=g:134611
Ferdows	id=g:134612
Ferdows	id=g:134613
Ferdowsīyeh	id=g:134614
Ferdows	id=g:134615
Kūh-e Ferdān	id=g:134616
Farān	id=g:134617
Ferākeh	id=g:134618
Fenjān	id=g:134619
Fe‘līyeh	id=g:134620
Falīḩī	id=g:134621
Felārg	id=g:134622
Fekrābād	id=g:134623
Fāshkūyeh	id=g:134624
Fedeshk	id=g:134625
Faẕleh	id=g:134626
Fāẕelābād	id=g:134627
Faẕlābād	id=g:134628
Fazlābād	id=g:134629
Faẕlābād	id=g:134631
Fāzel Mand	id=g:134632
Fāẕelīyeh-e Pā’īn	id=g:134633
Kūh-e Fāẕelī	id=g:134634
Fāẕelābād	id=g:134636
Fāzelābād	id=g:134637
Fāẕelābād	id=g:134638
Fāzān Beyg	id=g:134639
Fāzan	id=g:134640
Fāz	id=g:134641
Fayyāẕī	id=g:134642
Olfāy-e ‘Alāvoneh	id=g:134643
Fāy-e Seyyed Moḩammad	id=g:134644
Fāvīān	id=g:134645
Fatūyeh	id=g:134646
Fatḩābād	id=g:134647
Fatīdeh	id=g:134648
Kalāteh-ye Fatḩollāhī	id=g:134649
Fathābād	id=g:134650
Fatḩābād	id=g:134651
Fatḩābād	id=g:134652
Fatḩābād	id=g:134653
Fatḩābād	id=g:134654
Kalāteh-ye Gorghā	id=g:134655
Rīg Sefīd	id=g:134656
Kūh-e Fatḩābād	id=g:134657
Kūh-e Fatḩābād	id=g:134658
Fatḩābād	id=g:134659
Fatḩābād	id=g:134660
Fatḩābād	id=g:134661
Fatḩābād	id=g:134662
Fatḩābād	id=g:134663
Fatḩābād	id=g:134664
Fatḩābād	id=g:134665
Fatḩābād	id=g:134666
Fatḩābād	id=g:134667
Fatḩābād	id=g:134668
Fatḩābād	id=g:134669
Fatḩābād	id=g:134670
Fatḩābād	id=g:134671
Fatḩābād	id=g:134672
Fatḩābād	id=g:134673
Fatḩābād	id=g:134674
Fatḩābād	id=g:134675
Fatḩābād	id=g:134676
Fatḩābād	id=g:134677
Fatḩābād	id=g:134678
Fatḩābād	id=g:134679
Fatḩābād	id=g:134680
Fatḩābād	id=g:134682
Fatḩābād	id=g:134683
Fatḩābād	id=g:134685
Fatḩābād	id=g:134686
Fatḩābād	id=g:134687
Fatḩābād	id=g:134688
Fatḩābād	id=g:134689
Fatḩābād	id=g:134690
Fatḩābād	id=g:134691
Fatḩābād	id=g:134692
Fatḩābād	id=g:134693
Fatḩābād	id=g:134694
Shahrak-e Fatḩābād	id=g:134695
Fatḩābād	id=g:134696
Āb-e Fatḩ	id=g:134697
Fatḩ	id=g:134698
Fāţemīyeh	id=g:134699
Fāţemeh Kūh	id=g:134700
Ḩowz-e Fāţemeh	id=g:134701
Fatalak	id=g:134702
Fesūn	id=g:134703
Chāh-e Faskolāh	id=g:134705
Faskhvod	id=g:134706
Fasīl	id=g:134707
Pīsījān	id=g:134708
Fashtaq	id=g:134709
Fashtāl	id=g:134710
Fashkhām	id=g:134711
Feshk	id=g:134712
Fashīān	id=g:134713
Fashand	id=g:134714
Fasham	id=g:134715
Fashālaj	id=g:134716
Fashālam	id=g:134717
Fash	id=g:134718
Fasanqar	id=g:134719
Fasā	id=g:134721
Fīzāneh-ye ‘Olyā	id=g:134722
Farzīān	id=g:134723
Farzeh	id=g:134724
Faryāzān	id=g:134725
Tappeh-ye Foryūn	id=g:134726
Rūdkhāneh-ye Foryūn	id=g:134727
Deh-e Foryūn	id=g:134728
Fāryāb	id=g:134729
Fāryāb-e Sangūyeh	id=g:134730
Pāryāb	id=g:134731
Fāreyāb Dasht	id=g:134732
Fārīāb	id=g:134733
Fāryāb	id=g:134734
Fāryāb	id=g:134735
Fāryāb	id=g:134736
Fāryāb	id=g:134737
Fāryāb	id=g:134738
Fāryāb-e Kūhej	id=g:134739
Fāryāb	id=g:134740
Farvardīnābād	id=g:134741
Faravān	id=g:134742
Fārūq	id=g:134743
Kūh-e Fārū	id=g:134744
Fārūj	id=g:134745
Fārteq	id=g:134746
Fārsūn	id=g:134747
Farsīyeh	id=g:134748
Fārsīnaj	id=g:134749
Fārsī Jān	id=g:134750
Fārsījān	id=g:134751
Fārsīāt-e Kūchek	id=g:134752
Fārsīāt	id=g:134753
Fārsīān	id=g:134754
Fārsīān	id=g:134755
Fārsīān	id=g:134756
Jazīreh-ye Fārsī	id=g:134757
Fārsī	id=g:134758
Farsesh	id=g:134759
Fārschīn	id=g:134760
Fārespān	id=g:134761
Fārsān	id=g:134762
Chāh Farsakh	id=g:134763
Fārsījīn	id=g:134764
Farsafaj	id=g:134765
Ostān-e Fārs	id=g:134766
Fārs	id=g:134767
Faraḩzād	id=g:134768
Deh Now-e Farrokhzād	id=g:134769
Farrokhvandān	id=g:134770
Farrokh Khānī	id=g:134771
Dabestān-e Farrokhī	id=g:134772
Farrokhī	id=g:134773
Farrokhī	id=g:134774
Farrokhābād	id=g:134775
Farrokhābād	id=g:134776
Farrokhābād	id=g:134777
Farrokhābād-e Raẕavī	id=g:134778
Farrokhābād	id=g:134779
Kūh-e Farrāshband	id=g:134780
Farrāshband	id=g:134781
Emāmzādeh-ye Farrāsh	id=g:134782
Farrāsh	id=g:134783
Farrāsh	id=g:134784
Farrāsh	id=g:134785
Farnaq	id=g:134786
Farmānābād	id=g:134787
Farmahīn	id=g:134788
Parmeh	id=g:134789
Farkhīn	id=g:134790
Farkhazān	id=g:134791
Farkhak	id=g:134792
Farrokhdeh	id=g:134793
Parkān	id=g:134794
Fark	id=g:134795
Farak	id=g:134796
Ferīznūk	id=g:134797
Fīrūz Nowk	id=g:134798
Ferīz Morgh	id=g:134799
Ferīzī	id=g:134801
Farīz	id=g:134802
Farīz Hend	id=g:134803
Farīzan	id=g:134804
Ferīz	id=g:134805
Farīsābād	id=g:134806
Farīmāneh	id=g:134807
Farīmān	id=g:134808
Farīmān	id=g:134809
Farīd	id=g:134810
Fāryāb-e Gohreh	id=g:134811
Fārīāb	id=g:134812
Farhūdīyeh	id=g:134813
Dabestān-e Farhangīān	id=g:134814
Farhādī-ye Pā’īn	id=g:134815
Farhādī	id=g:134816
Farhādān	id=g:134817
Farhādgerd	id=g:134818
Cham-e Doveyseh	id=g:134819
Farhādābād	id=g:134820
Farhādābād	id=g:134821
Farhādābād	id=g:134822
Farhādābād	id=g:134823
Farhādābād	id=g:134824
Farqas	id=g:134825
Farg	id=g:134826
Fārfār	id=g:134827
Farfahān	id=g:134828
Farsafaj	id=g:134829
Rūd-e Fārej	id=g:134830
Fāreghān	id=g:134831
Fāreghān	id=g:134832
Fordū	id=g:134833
Fārdaq	id=g:134834
Fardeqān	id=g:134835
Fardābād	id=g:134836
Farātān-e Now	id=g:134837
Farātān	id=g:134838
Farasmāneh	id=g:134839
Farāshīān	id=g:134840
Farāshāh	id=g:134841
Kūh-e Kalū Farangī	id=g:134842
Farang	id=g:134843
Kūh-e Pārand	id=g:134844
Farāmūsh Jān	id=g:134845
‘Abbāsābād-e Farāmūshān	id=g:134846
Kūh-e Farāmarzān	id=g:134847
Farāmarz	id=g:134848
Farāmān	id=g:134849
Rūdkhāneh-ye Farākh	id=g:134850
Chāh-e Faraj	id=g:134851
Seyyed Farajollāh	id=g:134852
Forjīneh	id=g:134853
Farajābād	id=g:134854
Farajābād	id=g:134855
Farajābād	id=g:134856
Farajābād	id=g:134857
Farajābād	id=g:134858
Farajābād	id=g:134859
Faraḩzād	id=g:134860
Faraḩzād	id=g:134861
Faraḩzād	id=g:134862
Faraḩ Kosh-e Soflá	id=g:134863
Faraḩ Kosh-e ‘Olyā	id=g:134864
Farāhak	id=g:134865
Faraḩābād	id=g:134866
Faraḩābād	id=g:134867
Faraḩābād	id=g:134868
Faraḩābād	id=g:134869
Faraḩābād	id=g:134870
Faraḩābād	id=g:134872
Faraḩābād	id=g:134873
Faraḩābād	id=g:134874
Faraḩābād	id=g:134875
Faraḩābād	id=g:134876
Farāgheh	id=g:134877
Fārāb	id=g:134878
Far	id=g:134879
Faqīreh	id=g:134880
Faqīrābād	id=g:134881
Faqīrābād	id=g:134882
Emāmzādeh Faqīreh	id=g:134883
Faqīh Soleymān	id=g:134884
Faqīh-e Şāleḩī	id=g:134885
Faqīh-e Ḩasanān	id=g:134886
Faqīh Aḩmadān	id=g:134887
Chāh-e Faqīd	id=g:134888
Fāqerlū	id=g:134889
Faqeh Yūsof	id=g:134890
Fanūd	id=g:134892
Rūdkhāneh-ye Fannūj	id=g:134893
Fanūj	id=g:134894
Fānīābād	id=g:134895
Fīnkhī-ye Kūchak	id=g:134896
Fandoqā	id=g:134897
Fandokht	id=g:134898
Kūh-e Fāmūr	id=g:134899
Daryācheh-ye Parīshān	id=g:134900
Fāmūr	id=g:134901
Famī	id=g:134902
Fāmarīn	id=g:134903
koh-e Famast	id=g:134904
pamas	id=g:134905
Fāmenīn	id=g:134906
Fam	id=g:134907
Fālūnak	id=g:134908
Fallāḩābād-e Pā’īn	id=g:134909
Fallāḩābād-e Bālā	id=g:134910
Kūh-e Fallāḩ	id=g:134911
Fāleḩ	id=g:134912
Fāleh	id=g:134913
Qal‘eh-ye Falak ol Aflāk	id=g:134914
Falak od Dīn	id=g:134915
Falak od Dīn	id=g:134916
Falak	id=g:134917
Falj	id=g:134918
Fāl	id=g:134919
Fāl	id=g:134920
Fakkeh	id=g:134921
Fakhrūd	id=g:134922
Fakhrān	id=g:134923
Fakhrūd	id=g:134924
Fakhr od Dīn	id=g:134925
Fakhreh	id=g:134926
Fakhr-e Dāvūd	id=g:134927
Fakhr Āvarī	id=g:134928
Fakhrābād-e Soflá	id=g:134929
Fatḩābād-e Soflá	id=g:134930
Fakhrābād	id=g:134931
Fakhrābād-e ‘Olyā	id=g:134932
Fakhrābād-e ‘Olyā	id=g:134933
Kūh-e Fakhrābād	id=g:134934
Fakhrābād	id=g:134935
Fakhrābād	id=g:134936
Fakhrābād	id=g:134937
Fakhrābād	id=g:134938
Fakhrābād	id=g:134939
Fakhrābād	id=g:134940
Fakhrābād	id=g:134941
Fakhrābād	id=g:134942
Fakhrābād	id=g:134943
Fakhrābād	id=g:134944
Fakhrābād	id=g:134945
Fakhrābād	id=g:134946
Fakhrābād	id=g:134947
Fakhrābād	id=g:134948
Fakhrābād	id=g:134949
Fakhrābād	id=g:134950
Fakhrābād	id=g:134951
Fakhrābād	id=g:134952
Fakhrābād	id=g:134953
Fakhrābād	id=g:134954
Fakhab	id=g:134955
Pāsgāh-e Marzī-ye Fakkeh	id=g:134956
Fa‘īl Zomod	id=g:134957
Fahrūmand	id=g:134958
Fahreh	id=g:134959
Rūd-e Fahraj	id=g:134960
Fahraj	id=g:134961
Fahraj	id=g:134962
Fahneh	id=g:134963
Fahneh	id=g:134964
Fahlīān-e Pā’īn	id=g:134965
Rūdkhāneh-ye Fahlīān	id=g:134966
Fahlīān	id=g:134967
Fahandar	id=g:134968
Fahālanj	id=g:134969
Fahālanj	id=g:134970
Kūh-e Fānak	id=g:134971
Fadīsheh	id=g:134972
Fadīhah	id=g:134973
Fadavī	id=g:134974
Fadāmī	id=g:134975
Emāmzādeh Fedāleh ‘Emrā	id=g:134976
Kūh-e Fadalak	id=g:134977
