Al Qusum	id=g:173315
Kourdofal	id=g:243042
Kourdofal	id=g:243043
Kourdjoukol	id=g:243044
Hadjer Kourdjougoul	id=g:243045
Kourditi	id=g:243046
Ouadi Kourdi	id=g:243047
Kourdi	id=g:243048
Hadjer Kourboutou	id=g:243049
Hadjer Kourboukou	id=g:243050
Kourbou Al Goz	id=g:243051
Hadjer Kourbou	id=g:243052
Kourbon	id=g:243053
Kourbolo	id=g:243054
Kourbié	id=g:243055
Kourasiri	id=g:243056
Kourao	id=g:243057
Ouadi Kouramra	id=g:243058
Kourak	id=g:243059
Koura	id=g:243060
Koura	id=g:243061
Hadjer Kounous	id=g:243062
Kounous	id=g:243063
Kounoungo	id=g:243064
Kouno	id=g:243065
Koungo	id=g:243066
Koundousa	id=g:243067
Hadjer Koundourgo	id=g:243068
Koundour	id=g:243069
Koundouno	id=g:243070
Koundou	id=g:243071
Koundjoubay	id=g:243072
Hadjer Koundia	id=g:243073
Koumourou	id=g:243074
Koumoudji	id=g:243075
Koumir	id=g:243076
Koumi	id=g:243077
Ouadi Koumali	id=g:243078
Koumalé	id=g:243079
Ouadi Koumalange	id=g:243080
Kouloungoulé	id=g:243081
Bir Kouloung	id=g:243082
Koulkoula	id=g:243083
Ouadi Koulkoul	id=g:243084
Hadjer Koulkoul	id=g:243085
Hadjer Koulki	id=g:243086
Koulioum	id=g:243087
Koulidina	id=g:243088
Ouadi Koulia	id=g:243089
Hadjer Koulia	id=g:243090
Koulia	id=g:243091
Ouadi Koulé Erinié	id=g:243092
Ouadi Koulé	id=g:243093
Koulé	id=g:243094
Koulé	id=g:243095
Kouldi	id=g:243096
Koulbous	id=g:243097
Koulbo	id=g:243098
Koulbarak	id=g:243099
Ouadi Koulamara	id=g:243100
Koulalangé	id=g:243101
Hadjer Koulabri	id=g:243102
Hadjer Koukouroy	id=g:243103
Koukourbé	id=g:243104
Koukoulayé	id=g:243105
Koukou Bornou	id=g:243106
Koukou Angarana	id=g:243107
Ouadi Koukou	id=g:243108
Ouadi Koukou	id=g:243109
Koukou	id=g:243110
Kouholona	id=g:243111
Hadjer Kougor	id=g:243112
Hadjer Kougnen	id=g:243113
Kouga	id=g:243114
Kouga	id=g:243115
Hadjer Koudri	id=g:243116
Ouadi Koudourou	id=g:243117
Hadjer Koudourmé	id=g:243118
Koudour	id=g:243119
Koudour	id=g:243120
Hadjer Koudoungour	id=g:243121
Hadjer Koudougous	id=g:243122
Koudougous	id=g:243123
Ouadi Koudougour	id=g:243124
Hadjer Koudoubour	id=g:243125
Hadjer Koudjioukat	id=g:243126
Ouadi Koudjinli	id=g:243127
Koudjan Kodolo	id=g:243128
Koudjan Itélé	id=g:243129
Hadjer Koudjangourtou	id=g:243130
Koudiouré	id=g:243131
Koudioméra	id=g:243132
Koudigi	id=g:243133
Koudi	id=g:243134
Kouchoulou	id=g:243135
Hadjer Kouchkouchné	id=g:243136
Kouchagin	id=g:243137
Ouadi Koubrakay	id=g:243138
Goz Koubou	id=g:243139
Koubo Tamasé	id=g:243140
Ouadi Koubo Arzak	id=g:243141
Koubo Agaya	id=g:243142
Koubo Abou Gara	id=g:243143
Koubo Abou Gara	id=g:243144
Koubo Abou Azrak	id=g:243145
Koubo Abou Azrak	id=g:243146
Koubo Abchigan	id=g:243147
Koubigou	id=g:243148
Hadjer Kouaré	id=g:243149
Kouandéfar	id=g:243150
Koua	id=g:243151
Kou	id=g:243152
Kotro	id=g:243153
Kotoko	id=g:243154
Bir Kotok	id=g:243155
Kossomia Doudou	id=g:243156
Kossanga	id=g:243157
Kosoméba	id=g:243158
Kosoboko	id=g:243159
Ouadi Koskoué	id=g:243160
Ouadi Kosekey	id=g:243161
Koschmolo	id=g:243162
Kos	id=g:243163
Kortoum	id=g:243164
Korouba	id=g:243165
Kororok	id=g:243166
Kororak	id=g:243167
Koronboué	id=g:243168
Korombaital	id=g:243169
Korokou	id=g:243170
Korokou	id=g:243171
Korok	id=g:243172
Korodom	id=g:243173
Koro	id=g:243174
Ouadi Kornoy	id=g:243175
Kornoy	id=g:243176
Kornoe	id=g:243177
Korno Djigdjig	id=g:243178
Korno Dele	id=g:243179
Ouadi Korno	id=g:243180
Korno	id=g:243181
Korné	id=g:243182
Ouadi Kornay	id=g:243183
Kornay	id=g:243184
Kormododo	id=g:243185
Ouadi Korkouri	id=g:243186
Hadjer Korkoto	id=g:243187
Korkoro	id=g:243188
Hadjer Korkome	id=g:243189
Ouadi Korko	id=g:243190
Erdi Korko	id=g:243191
Korko	id=g:243192
Bir Korio	id=g:243193
Korio	id=g:243194
Ouadi Korgokinia	id=g:243195
Korgo	id=g:243196
Hadjer Korfo	id=g:243197
Hadjer Korérat	id=g:243198
Koré	id=g:243199
Koré	id=g:243200
Koré	id=g:243201
Hadjer Kordofou	id=g:243202
Kordo	id=g:243203
Ouadi Kordi	id=g:243204
Ouadi Korbó	id=g:243205
Hadjer Korbo	id=g:243206
Koran	id=g:243207
Koraa	id=g:243208
Kora	id=g:243209
Kora	id=g:243210
Ouadi Kontor	id=g:243211
Konk	id=g:243212
Koniéréta	id=g:243213
Ouadi Konié	id=g:243214
Kongour	id=g:243215
Hadjer Kongou	id=g:243216
Kongo	id=g:243217
Koneilla Louli	id=g:243218
Koneilla Kourtème	id=g:243219
Kondoko	id=g:243220
Ouadi Kondogo	id=g:243221
Kondobor	id=g:243222
Hadjer Kondjoum	id=g:243223
Kondjigin	id=g:243224
Konala	id=g:243225
Konada	id=g:243226
Ouadi Komozoen	id=g:243227
Komoské	id=g:243228
Kolten	id=g:243229
Koloy	id=g:243230
Hadjer Kolombo	id=g:243231
Hadjer Kolma	id=g:243232
Kolka	id=g:243233
Kolingé	id=g:243234
Kolé	id=g:243235
Kokormélé	id=g:243236
Kokorko	id=g:243237
Hadjer Kokor	id=g:243238
Kokor	id=g:243239
Kokodjo	id=g:243240
Koko	id=g:243241
Koko	id=g:243242
Koïnamena	id=g:243243
Ouadi Koïna-Mara	id=g:243244
Koïma	id=g:243245
Koïbo	id=g:243246
Kohouro	id=g:243247
Kohourkité	id=g:243248
Hadjer Kogorok	id=g:243249
Kodrok	id=g:243250
Hadjer Kodoumou	id=g:243251
Ouadi Kodougouna	id=g:243252
Kodona	id=g:243253
Kodomoro	id=g:243254
Kodolok	id=g:243255
Kodok	id=g:243256
Hadjer Kodoboyot	id=g:243257
Hadjer Kodobo	id=g:243258
Kodjoko	id=g:243259
Kodjan	id=g:243260
Kodioumbrang	id=g:243261
Kodélé	id=g:243262
Ouadi Kode	id=g:243263
Hadjer Kochomolo	id=g:243264
Kochokor	id=g:243265
Ouadi Kochili	id=g:243266
Ouadi Kobré	id=g:243267
Hadjer Koborongol	id=g:243268
Kobolko	id=g:243269
Kobo	id=g:243270
Ouadi Koba	id=g:243271
Koba	id=g:243272
Koanié	id=g:243273
Ouadi Koalia	id=g:243274
Koalia	id=g:243275
Hadjer Kméra	id=g:243276
Ouadi Kitiray	id=g:243277
Kitir	id=g:243278
Hadjer Kitéhil	id=g:243279
Kitébil	id=g:243280
Kisikita	id=g:243281
Kisélé	id=g:243282
Kirzim	id=g:243283
Hadjer Kirzé	id=g:243284
Ouadi Kirkokourou	id=g:243285
Ouadi Kirki	id=g:243286
Kirio	id=g:243287
Kirey	id=g:243288
Kirana	id=g:243289
Hadjer Kiragoué	id=g:243290
Kipdelfi	id=g:243291
Kiougéré	id=g:243292
Kinin	id=g:243293
Ouadi Kini	id=g:243294
Kinéda	id=g:243295
Hadjer Kiminoga	id=g:243296
Kimbil	id=g:243297
Kilmakari	id=g:243298
Kilkila	id=g:243299
Kilinkap	id=g:243300
Kiligen	id=g:243301
Kiligen	id=g:243302
Kiledja	id=g:243303
Kilato	id=g:243304
Ouadi Kika	id=g:243305
Kika	id=g:243306
Hadjer Kik	id=g:243307
Kihi	id=g:243308
Ouadi Kigni Kign	id=g:243309
Hadjer Kigé	id=g:243310
Bir Kiékay	id=g:243311
Kidjiri	id=g:243312
Kideydé	id=g:243313
Kidégin	id=g:243314
Hadjer Kibinakibi	id=g:243315
Kibet	id=g:243316
Kibdé	id=g:243317
Kiadopto	id=g:243318
Khoumi	id=g:243319
Khibeche	id=g:243320
Kharoub	id=g:243321
Kharoub	id=g:243322
Bir Kharma	id=g:243323
Khara	id=g:243324
Khachim el Djarad	id=g:243325
Kezen Wonga	id=g:243326
Keyti Waron	id=g:243327
Ouadi Kéyréba	id=g:243328
Ouadi Keyramara	id=g:243329
Keyramara	id=g:243330
Plateau Keynar	id=g:243331
Keymena	id=g:243332
Ouadi Keydi	id=g:243333
Key	id=g:243334
Hadjer Kéwa	id=g:243335
Ouadi Keurtidjékidé	id=g:243336
Ouadi Keurtidié	id=g:243337
Ouadi Kettara	id=g:243338
Kéténa Séna	id=g:243339
Ouadi Kétéméchi	id=g:243340
Kételtek	id=g:243341
Ketehellé	id=g:243342
Kété Egéné	id=g:243343
Kété	id=g:243344
Kété	id=g:243345
Hadjer Kétat	id=g:243346
Kétara	id=g:243347
Kernek	id=g:243348
Hadjer Kerlé	id=g:243349
Kerkéré	id=g:243350
Kérkébé	id=g:243351
Kerké	id=g:243352
Ouadi Kériko	id=g:243353
Kéri	id=g:243354
Kéréta	id=g:243355
Kérendé	id=g:243356
Kérékir	id=g:243357
Hadjer Kérdago	id=g:243358
Hadjer Kerdagan	id=g:243359
Ouadi Kerbougui	id=g:243360
Ouadi Kéra	id=g:243361
Ouadi Ker	id=g:243362
Ker	id=g:243363
Kéouéka Mousa	id=g:243364
Kéouéka Adam	id=g:243365
Ouadi el Kentel	id=g:243366
Kénoual	id=g:243367
Kengala	id=g:243368
Goz Kénébili	id=g:243369
Kénébé	id=g:243370
Kénébé	id=g:243371
Kénébé	id=g:243372
Kendem	id=g:243373
Kénam	id=g:243374
Kembila	id=g:243375
Hadjer Kéma	id=g:243376
Kelki	id=g:243377
Kéligé	id=g:243378
Hadjer Kéliba	id=g:243379
Kelgouli Adia	id=g:243380
Kéléo	id=g:243381
Kelang	id=g:243383
Kékerké	id=g:243384
Keïna	id=g:243385
Kei-Kosenga	id=g:243386
Keï Douringa	id=g:243387
Ouadi Keidi	id=g:243388
Kei Ayé	id=g:243389
Keï	id=g:243390
Ouadi Kéechi	id=g:243391
Kedjem	id=g:243392
Kedjabijin	id=g:243393
Ouadi Kédimèba	id=g:243394
Ouadi Kédiba	id=g:243395
Kédet	id=g:243396
Kédénié	id=g:243397
Kéchéli	id=g:243398
Ouadi Kéché	id=g:243399
Kébèta Daiba	id=g:243400
Ouadi Kébéla	id=g:243401
Hadjer Kébdé	id=g:243402
Kaywa	id=g:243403
Ouadi Kayradjioura	id=g:243404
Kaykomala	id=g:243405
Ouadi Kayawé	id=g:243406
Kaya	id=g:243407
Ouadi Kawalia	id=g:243408
Kawalia	id=g:243409
Kawa	id=g:243410
Ouadi Katkou	id=g:243411
Kati	id=g:243412
Katelké	id=g:243413
Katékan	id=g:243414
Hadjer Katchmiré	id=g:243415
Katchalong	id=g:243416
Katawa	id=g:243417
Katarfa	id=g:243418
Katam	id=g:243419
Ouadi Katal	id=g:243420
Katakar	id=g:243421
Katagané	id=g:243422
Kataférita	id=g:243423
Katafa	id=g:243424
Kassine	id=g:243425
Kassera Manga	id=g:243426
Ouadi Kasmadjiéni	id=g:243427
Kasmadjiéni	id=g:243428
Kaséy	id=g:243429
Ouadi Kasèni	id=g:243430
Hadjer Kasara	id=g:243431
Kasara	id=g:243432
Karoup	id=g:243433
Karoub	id=g:243434
Karoub	id=g:243435
Karouadji	id=g:243436
Ouadi Karou	id=g:243437
Karo	id=g:243438
Karnoy	id=g:243439
Ouadi Karnak	id=g:243440
Karnak	id=g:243441
Karna	id=g:243442
Ouadi Karma	id=g:243443
Karma	id=g:243444
Goz Karkaya	id=g:243445
Hadjer Karkarna	id=g:243446
Ouadi Karka	id=g:243447
Karka	id=g:243448
Karka	id=g:243449
Ouadi Karihari	id=g:243450
Hadjer Karianoun	id=g:243451
Hadjer Karga	id=g:243452
Karfi	id=g:243453
Karfan	id=g:243454
Hadjer Karéséri	id=g:243455
Hadjer Kardala	id=g:243456
Hadjer Kardala	id=g:243457
Ouadi Karba	id=g:243458
Ouadi Karay Saker	id=g:243459
Rahad el Karay	id=g:243460
Ouadi Karay	id=g:243461
Hadjer Karat	id=g:243462
Kararo	id=g:243463
Karangala	id=g:243464
Karandéti	id=g:243465
Karaka	id=g:243466
Ouadi Kara	id=g:243467
Ouadi Kara	id=g:243468
Ouadi Kara	id=g:243469
Kapterko	id=g:243470
Kapka Géni	id=g:243471
Kapka Djémé	id=g:243472
Massif du Kapka	id=g:243473
Hadjer Kapka	id=g:243474
Kapba	id=g:243475
Hadjer Kaouré	id=g:243476
Ouadi Kaoun	id=g:243477
Ouadi Kaoua	id=g:243478
Kaoré Oulad Tao	id=g:243479
Kaoré Oulad Mousa	id=g:243480
Kaoré Oulad Farka	id=g:243481
Kaoré Oulad Djaman	id=g:243482
Kaoré Adjous	id=g:243483
Kaoré	id=g:243484
Kaolinga	id=g:243485
Kaokawa	id=g:243486
Hadjer Kao	id=g:243487
Hadjer Kanou Séri	id=g:243488
Ouadi Kanoua	id=g:243489
Kanoua	id=g:243490
Kanoka	id=g:243491
Ouadi Kankoulé	id=g:243492
Ouadi Kandor	id=g:243493
Kandjia	id=g:243494
Kandénia	id=g:243495
Kandarang	id=g:243496
Kandabor	id=g:243497
Ouadi Kan	id=g:243498
Hadjer Kamourou	id=g:243499
Kamourou	id=g:243500
Kamnagan	id=g:243501
Hadjer Kamnaga	id=g:243502
Kamina	id=g:243503
Kaméré	id=g:243504
Ouadi Kamén	id=g:243505
Hadjer Kamdiri	id=g:243506
Kambol	id=g:243507
Kamato	id=g:243508
Hadjer Kamaran	id=g:243509
Kamanay	id=g:243510
Kamaday	id=g:243511
Kamadaloua	id=g:243512
Hadjer Kaltiké	id=g:243513
Hadjer Kalti	id=g:243514
Kalifé	id=g:243515
Kalatek	id=g:243516
Kalankara	id=g:243517
Kalaka	id=g:243518
Bir Kalaït	id=g:243519
Kalagi	id=g:243520
Kalaga Sérir	id=g:243521
Kalaga Boudo	id=g:243522
Kalaga	id=g:243523
Kal	id=g:243524
Kakia	id=g:243525
Ouadi Kakara	id=g:243526
Hadjer Kakalanba	id=g:243527
Kakalanba	id=g:243528
Rahad el Kaïra	id=g:243529
Ouadi el Kaïra	id=g:243530
Kaio	id=g:243531
Kaingam	id=g:243532
Kaïgnan	id=g:243533
Ehi Kahellé	id=g:243534
Kaférek	id=g:243535
Kafala	id=g:243536
Hadjer Kadras	id=g:243537
Kadour	id=g:243538
Kadouma	id=g:243539
Hadjer Kadouga	id=g:243540
Kado	id=g:243541
Kadkarir	id=g:243542
Kadkali	id=g:243543
Ouadi Kadjougoun	id=g:243544
Wādī Baringala	id=g:243545
Ouadi Kadjia Tidjin	id=g:243546
Kadji	id=g:243547
Kadjeské	id=g:243548
Ouadi Kadjer	id=g:243549
Ouadi Kadjer	id=g:243550
Ouadi Kadjémeur	id=g:243551
Kadjangaré	id=g:243552
Kadjala	id=g:243553
Hadjer Kadjaki	id=g:243554
Wādī Kaja	id=g:243555
Kadinkan	id=g:243556
Kadili	id=g:243557
Kadigé	id=g:243558
Kadara	id=g:243559
Ouadi Kadangéré	id=g:243560
Kadana	id=g:243561
Hadjer Kadama	id=g:243562
Bir Kachkach	id=g:243563
Kacha	id=g:243564
Hadjer Kabokèti	id=g:243565
Kabga	id=g:243566
Bir Kaba Toual	id=g:243567
Kabas	id=g:243568
Hadjer Kabarsina	id=g:243569
Hadjer Kabaïsa	id=g:243570
Kabaisa	id=g:243571
Kaba	id=g:243572
Ka	id=g:243573
Jef-Jef el Kebir	id=g:243574
Jakobé	id=g:243575
Ito	id=g:243576
Itiké	id=g:243577
Bir Itété	id=g:243578
Itété	id=g:243579
Itès	id=g:243580
Itehim	id=g:243581
Isikta	id=g:243582
Iséré	id=g:243583
Ouadi Isa	id=g:243584
Irkey	id=g:243585
Irkey	id=g:243586
Iringé	id=g:243587
Ouadi Iringa	id=g:243588
Ouadi Iriba	id=g:243589
Iriba	id=g:243590
Iriba	id=g:243591
Hadjer Irgé	id=g:243592
Irgé	id=g:243593
Irégat	id=g:243594
Irédibé	id=g:243595
Irédibé	id=g:243596
Ouadi Iraga	id=g:243597
Hadjer Iniriké	id=g:243598
Iningwa	id=g:243599
Iningé	id=g:243600
Inginé	id=g:243601
Inédé	id=g:243602
Ouadi Indjiokaya	id=g:243603
Ouadi Indjinga	id=g:243604
Indiné	id=g:243605
Hadjer Indakiti	id=g:243606
Imédé	id=g:243607
Imédé	id=g:243608
Imar Djédid	id=g:243609
Iltab	id=g:243610
Ilili	id=g:243611
Hadjer Ilié	id=g:243612
Ouadi Ili	id=g:243613
Ouadi Ili	id=g:243614
Hadjer Ili	id=g:243615
Ilédjid	id=g:243616
Ouadi Ihou	id=g:243617
Ihou	id=g:243618
Ihim Tchouka	id=g:243619
Hadjer Igidin	id=g:243620
Iger Leben	id=g:243621
Igémé	id=g:243622
Hadjer Igélizé	id=g:243623
Igélé	id=g:243624
Hadjer Iféné	id=g:243625
Hadjer Iéri	id=g:243626
Idrisinga	id=g:243627
Idjeyné	id=g:243628
Idjerlében	id=g:243629
Idjélidjé	id=g:243630
Ouadi Idélman	id=g:243631
Bir Id el Koulkoul	id=g:243632
Ouadi Id el Korno	id=g:243633
Id el Har	id=g:243634
Ouadi Id el Habil	id=g:243635
Id el Gara	id=g:243636
Idel Bagar	id=g:243637
Idel Asat Saba	id=g:243638
Bir Id el Araz	id=g:243639
Ouadi Id el Aban	id=g:243640
Idéba	id=g:243641
Idater	id=g:243642
Ibn del Ralam	id=g:243643
Ibéydé	id=g:243644
Ibéydé	id=g:243645
Hadjer Ibéré	id=g:243646
Hadjer Ibéït	id=g:243647
Wādī Howar	id=g:243648
Houwa	id=g:243649
Hadjer Houskous	id=g:243650
Hadjer Hounogo	id=g:243651
Ouadi Houk	id=g:243652
Hotroum	id=g:243653
Ouadi Horta	id=g:243654
Ouadi Horoungourou	id=g:243655
Hadjer Homégouléma	id=g:243656
Homba	id=g:243657
Hokoli	id=g:243658
Hobili	id=g:243659
Hisam	id=g:243660
Himédé	id=g:243661
Himédé	id=g:243662
Himédé	id=g:243663
Hillé Talbornou	id=g:243664
Hille Ouaddaï	id=g:243665
Hilléket	id=g:243666
Hili Tarko	id=g:243667
Hilit	id=g:243668
Ouadi Hilikayna	id=g:243669
Hiliba	id=g:243670
Ouadi Hilia	id=g:243671
Ouadi Hilia	id=g:243672
Hili	id=g:243673
Hidjer Lében	id=g:243674
Hidjérat	id=g:243675
Hidjélidjé	id=g:243676
Hidjélidjé	id=g:243677
Bir Hidjélidj	id=g:243678
Hadjer Hidjé	id=g:243679
Herté Saouni	id=g:243680
Herté Kokoli	id=g:243681
Herte Fourou	id=g:243682
Hadjer Hérisa Djerbo	id=g:243683
Hérel	id=g:243684
Hadjer Herdogou	id=g:243685
Hadjer Hérari	id=g:243686
Ouadi Héméra	id=g:243687
Ouadi Hélikédé	id=g:243688
Hélikédé	id=g:243689
Hadjer Hélia	id=g:243690
Hé Foni	id=g:243691
Hé Foni	id=g:243692
Házélé	id=g:243693
Hadjer Haya	id=g:243694
Ouadi Hatér	id=g:243695
Hadjer Hater	id=g:243696
Hadjer Hatater	id=g:243697
Hatab Djimèze	id=g:243698
Hadjer Hasiéli	id=g:243699
Harouba	id=g:243700
Harazé Mangueigne	id=g:243701
Harazé	id=g:243702
Harazé	id=g:243703
Haraze	id=g:243704
Ouadi Harazay	id=g:243705
Haraz	id=g:243706
Haouich	id=g:243707
Ouadi Haouach	id=g:243708
Ouadi Hamra	id=g:243709
Ouadi Hamra	id=g:243710
Hamin	id=g:243711
Rahat Hamidé	id=g:243712
Hamena	id=g:243713
Hadjer Hamé	id=g:243714
Hadjer Hamé	id=g:243715
Hadjer Hamé	id=g:243716
Hamé	id=g:243717
Ouadi Hamat Gimié	id=g:243718
Hadjer Hamad Koul	id=g:243719
Hallouf	id=g:243720
Wādī Gebelud	id=g:243721
Halénia	id=g:243722
Ouadi Hala	id=g:243723
Hadjer Hakoubé	id=g:243724
Hadjer Hagrou	id=g:243725
Hagoto	id=g:243726
Ouadi Hadjwa	id=g:243727
Hadjilidjé	id=g:243728
Hadjernoga	id=g:243729
Hadjernam	id=g:243730
Hadjer Méram	id=g:243731
Hadjer Kélé	id=g:243732
Hadjer Hadid	id=g:243733
Hadjer Fana	id=g:243734
Hadjer Béïda	id=g:243735
Hadjer Béïd	id=g:243736
Hadjer Bandala	id=g:243737
Hadjérat	id=g:243738
Hadjéra	id=g:243739
Hadjéra	id=g:243740
Hadjélidjé	id=g:243741
Hadjelidjé	id=g:243742
Djebel Hadid	id=g:243743
Hadjer Haddid	id=g:243744
Hadjer Habli	id=g:243745
Hadjer Habili Manga	id=g:243746
Hadjer Habili Djinga	id=g:243747
Ouadi Habilé	id=g:243748
Habilé	id=g:243749
Habilé	id=g:243750
Habil	id=g:243751
Habachi	id=g:243752
Hadjer Haba	id=g:243753
Hadjer Gyéri	id=g:243754
Ouadi Gwéni	id=g:243755
Ouadi Guva	id=g:243756
Guimié	id=g:243757
Riguil Guimi	id=g:243758
Guérigui	id=g:243759
Guéréda	id=g:243760
Guéréda	id=g:243761
Guéhuchi	id=g:243762
Ouadi Grindi	id=g:243763
Gribi	id=g:243764
Gribi	id=g:243765
Ouadi Greygi	id=g:243766
Ouadi Gret	id=g:243767
Bahr Grénik	id=g:243768
Bahr Grénik	id=g:243769
Ouadi Grad	id=g:243770
Goz Togoula I	id=g:243771
Goz Togoula II	id=g:243772
Goz Oulmet	id=g:243773
Goz Morfaïn	id=g:243774
Goz Mérem	id=g:243775
Goz Mara	id=g:243776
Goz Malik	id=g:243777
Goz Louban	id=g:243778
Goz Lében	id=g:243779
Goz Kosadoumba	id=g:243780
Goz Foum	id=g:243781
Goz Djerat	id=g:243782
Goz Béïda	id=g:243783
Goz Béïda	id=g:243784
Goz Béïda	id=g:243785
Goz Béïda	id=g:243786
Goz Beïda	id=g:243787
Goz Banat	id=g:243788
Goz Bagar	id=g:243789
Goz Bagar	id=g:243790
Goz Ardeb	id=g:243791
Ouadi Goz Angoungé	id=g:243792
Gozamra	id=g:243793
Goz Amer	id=g:243794
Goz al Himet	id=g:243795
Goz Achié	id=g:243796
Hadjer Goz	id=g:243797
Goz	id=g:243798
Goz	id=g:243799
Goz	id=g:243800
Rigil Gousay	id=g:243801
Gousay	id=g:243802
Gourtoukey	id=g:243803
Ouadi Gourout	id=g:243804
Gourouro	id=g:243805
Hadjer Gourougn	id=g:243806
Gourouf	id=g:243807
Gourouf	id=g:243808
Gouronha	id=g:243809
Gouronga	id=g:243810
Gouro	id=g:243811
Gourmoga	id=g:243812
Gourmeur	id=g:243813
Ouadi Gourianga	id=g:243814
Gourgouro	id=g:243815
Gourgoumo	id=g:243816
Gourgoudji	id=g:243817
Gourgo	id=g:243818
Gourgo	id=g:243819
Gourgal	id=g:243820
Gourfounogo	id=g:243821
Hadjer Gourfoumara	id=g:243822
Gourfoumara	id=g:243823
Hadjer Gourdi	id=g:243824
Gourdat	id=g:243825
Gourbou Sourando	id=g:243826
Gourasa	id=g:243827
Hadjer Goura	id=g:243828
Hadjer Gounioumari	id=g:243829
Ouadi Gounié	id=g:243830
Goungour	id=g:243831
Goundogin	id=g:243832
Goundo	id=g:243833
Goundo	id=g:243834
Goundo	id=g:243835
Goundiginé	id=g:243836
Goundiang	id=g:243837
Goundang	id=g:243838
Ouadi Gounda	id=g:243839
Gounda	id=g:243840
Gounboutou	id=g:243841
Goumoulké	id=g:243842
Goumbatou	id=g:243843
Gouligouli	id=g:243844
Gilki	id=g:243845
Goukouré	id=g:243846
Ouadi Gougré	id=g:243847
Hadjer Goufra	id=g:243848
Goufo	id=g:243849
Hadjer Gouéré	id=g:243850
Goudoumi	id=g:243851
Goudam	id=g:243852
Ouadi Goudaf	id=g:243853
Goubourté	id=g:243854
Ouadi Goubo	id=g:243855
Hadjer Gouba Oroumna	id=g:243856
Hadjer Gouba	id=g:243857
Gouatéfénet	id=g:243858
Hadjer Gou	id=g:243859
Goroumba	id=g:243860
Goroné	id=g:243861
Goron	id=g:243862
Gorno	id=g:243863
Gorgotanga	id=g:243864
Ouadi Gorgorom	id=g:243865
Gorang	id=g:243866
Garet el Gorane	id=g:243867
Hadjer Gora	id=g:243868
Gôour	id=g:243869
Djebel Gonou	id=g:243870
Gono	id=g:243871
Gono	id=g:243872
Gongoron	id=g:243873
Gongo	id=g:243874
Gongo	id=g:243875
Gondonian	id=g:243876
Gona	id=g:243877
Bir Gomé	id=g:243878
Ouadi Golti	id=g:243879
Golodji	id=g:243880
Gododigé	id=g:243881
Gobouto	id=g:243882
Gobé	id=g:243883
Gnoro	id=g:243884
Hadjer Giso	id=g:243885
Hadjer Giso	id=g:243886
Gisese	id=g:243887
Ehi Girti Bisaoda	id=g:243888
Ouadi Giron	id=g:243889
Girnit	id=g:243890
Hadjer Girmiti	id=g:243891
Girlie	id=g:243892
Girindik	id=g:243893
Ouadi Girdi	id=g:243894
Ouadi Girchi	id=g:243895
Bir Girbéway	id=g:243896
Giolos	id=g:243897
Ginedilé	id=g:243898
Gindita	id=g:243899
Gindikaïn	id=g:243900
Bir Gindi	id=g:243901
Gindi	id=g:243902
Gindésa	id=g:243903
Gindakaïn	id=g:243904
Hadjer Ginda	id=g:243905
Ginda	id=g:243906
Gimri	id=g:243907
Hadjer Gimna	id=g:243908
Hadjer Gimna	id=g:243909
Rigil Gimi	id=g:243910
Ouadi Gimbir	id=g:243911
Bir Gima	id=g:243912
Gilté	id=g:243913
Hadjer Gilingon	id=g:243914
Gilin	id=g:243915
Gilim	id=g:243916
Gilikorou	id=g:243917
Gihese	id=g:243918
Hadjer Gigilgan	id=g:243919
Gifélé	id=g:243920
Ouadi Giétodouno	id=g:243921
Hadjer Giétodouno	id=g:243922
Hadjer Gié	id=g:243923
Ouadi Gidjé	id=g:243924
Rahat al Gidil	id=g:243925
Hadjer Getget	id=g:243926
Getgéré	id=g:243927
Gététat	id=g:243928
Guèskési	id=g:243929
Hadjer Gérté	id=g:243930
Gernyé	id=g:243931
Gernyé	id=g:243932
Gerli	id=g:243933
Ouadi Gerké	id=g:243934
Geringa	id=g:243935
Géri Gaybang	id=g:243936
Ouadi Géri	id=g:243937
Hadjer Géri	id=g:243938
Géri	id=g:243939
Géri	id=g:243940
Hadjer Gergéri	id=g:243941
Ouadi Gerfait	id=g:243942
Ouadi Géret	id=g:243943
Gérésang	id=g:243944
Ouadi Géréré	id=g:243945
Géréré	id=g:243946
Gérédi	id=g:243947
Gerdout	id=g:243948
Hadjer Gerdésigéra	id=g:243949
Ouadi Géradou	id=g:243950
Rahat Géra	id=g:243951
Hadjer Géouanro	id=g:243952
Gényangé	id=g:243953
Gèngèn	id=g:243954
Gendour	id=g:243955
Gendaker	id=g:243956
Gelgel	id=g:243957
Gélember	id=g:243958
Plateau de Gélafara	id=g:243959
Hadjer Gékoli	id=g:243960
Hadjer Guékir	id=g:243961
Gégéranga	id=g:243962
Gédi	id=g:243963
Géderné	id=g:243964
Ouadi Gededou	id=g:243965
Ouadi Gébésa	id=g:243966
Géba	id=g:243967
Gay Dakoro	id=g:243968
Ouadi Gay	id=g:243969
Bir Gauoye	id=g:243970
Hadjer Gateltiran	id=g:243971
Gataka Digeda	id=g:243972
Ouadi Gata	id=g:243973
Yi Guèski	id=g:243974
Gasiré	id=g:243975
Hadjer Gasiéri	id=g:243976
Jabal Gunguri	id=g:243977
Garniengo	id=g:243978
Ouadi Garna	id=g:243979
Hadjer Garlou	id=g:243980
Hadjer Garidé	id=g:243981
Gargounyou	id=g:243982
