Jabal Maydān	id=g:395175
Jabal al Maḩraq	id=g:399688
Jabal Umm Raqabah	id=g:399689
Al Ḩissū	id=g:399690
Jabal Duhaysān	id=g:399691
Wādī Ḩumayān	id=g:399692
Ath Thamamiyah	id=g:399693
Nafūd Rumḩāt	id=g:399694
Bi’r ‘Ayn Qaţţān	id=g:399695
Jabal ‘Irmiz	id=g:399696
Jabal al Khashm	id=g:399697
Wādī al Maradah	id=g:399698
Wādī al Jallah	id=g:399699
Wādī al Bayāḑīyah	id=g:399700
Jabal Shu’m	id=g:399701
Bi’r al Marriyah	id=g:399702
Bi’r al Bayāḑīyah	id=g:399703
Khamis Muţayr	id=g:399704
Al Hammād	id=g:399705
Jabal Rubbāḩ	id=g:399706
Wādī Umm al Ḩadaj	id=g:399707
Wādī al Habţah	id=g:399708
Bi’r al Ḩaşir	id=g:399709
Nafūd al Hasraj	id=g:399710
Wādī Mudawarah	id=g:399711
Wādī Ishārah	id=g:399712
Nuţqat ash Shuhayb	id=g:399713
Jabal al ‘Amshīyah	id=g:399714
Bi’r Dāsiyah	id=g:399715
Makīnah	id=g:399716
Jabal an Nīr	id=g:399717
Maḩattat as Sir al Gharbīyah	id=g:399718
Al Maḩabbah	id=g:399719
Jabal Iktifā’	id=g:399720
Wādī at Tasrīr al Junūbī	id=g:399721
Jabal as Sawdā’	id=g:399722
Jabal Athlath	id=g:399723
Al Musaybīr	id=g:399724
Bi’r Ithawas	id=g:399725
Bi’r Farḩah	id=g:399726
Wādī al ‘Ajam	id=g:399727
Bi’r Murayr	id=g:399728
Wādī Abā al Umm	id=g:399729
Jabal Maghān	id=g:399730
Wādī Ghāb	id=g:399731
Bi’r	id=g:399732
Jabal al Jannah	id=g:399733
Jabal Gharānīm	id=g:399734
Wādī Daghman	id=g:399735
Wādī Yakhlah	id=g:399736
Wādī Kharbakah	id=g:399737
Wādī aḑ Ḑumayrīyah	id=g:399738
Wādī Abā Hirjān	id=g:399739
Jabal al Qafā	id=g:399740
Wādī Subayhah	id=g:399741
Jabal Qubaybah	id=g:399742
As Subayḩiyah	id=g:399743
Ath Thanādī	id=g:399744
Wādī Arkamah	id=g:399745
Ath Thundūwah	id=g:399746
Şafrā’ Maghīb	id=g:399747
Jabal al Muḑayba‘āt	id=g:399748
Wādī ‘Usayl	id=g:399749
Mazari‘ Sājir	id=g:399750
Aţ Ţayr	id=g:399751
Jabal al ‘Uwayqir	id=g:399752
Jabal Ḩanūs al Manīyah	id=g:399753
Bi’r Ḩalyān	id=g:399754
Jabal Ta‘ār	id=g:399755
Ar Rabwah	id=g:399756
Bi’r Maniyah	id=g:399757
Bi’r Ḩazrah	id=g:399758
Bi’r an Nāghiyah	id=g:399759
Jabal al ‘Abdalīyah	id=g:399760
Sha‘ib ar Rukhāmah	id=g:399761
Jabal aş Şakhrah	id=g:399762
Jabal Shaq‘ān al ‘Alīyah	id=g:399763
Wādī Antāq	id=g:399764
Wādī Sa‘dān	id=g:399765
Wādī ad Dawnak	id=g:399766
Wādī Naşlah	id=g:399767
Wādī Buraykah	id=g:399768
Jabal al Qulayb	id=g:399769
Bi’r Sa‘dān	id=g:399770
Jabal Antāq	id=g:399771
Bi’r al ‘Alīyah	id=g:399772
Jabal Abū Ḩasāk	id=g:399773
Wādī ar Rishā	id=g:399774
Bi’r Shūbayshī	id=g:399775
Jabal Afkhādh	id=g:399776
Bi’r Umm al Makhāyil	id=g:399777
Bi’r Umm Ishkā‘ah	id=g:399778
Jabal Ḩajlān	id=g:399779
Nukhaylān	id=g:399780
Bi’r Fujayj	id=g:399781
Wādī al Kulwah	id=g:399782
Murayţbah	id=g:399783
Wādī Walghah	id=g:399784
‘Arjah	id=g:399785
An Nuwaybāt	id=g:399786
Al Muqtasim	id=g:399787
Wādī Qaţţān	id=g:399790
Wādī al Mansalah	id=g:399791
Haḑb Sahl Bayn	id=g:399792
Qubbat Malāḩah	id=g:399793
‘Asharah Fault Zone	id=g:399794
Wādī Murayghān	id=g:399795
Jabal Umm an Nabţah	id=g:399796
Thurb	id=g:399797
Wādī Fardah	id=g:399798
Wādī Uthālah	id=g:399799
Wādī ‘Urwīnān	id=g:399800
Wādī Muwayşil	id=g:399801
Khunayfsah	id=g:399802
Jabal ‘Arwā’	id=g:399803
Umm Līdam	id=g:399804
Bi’r Shiramiyah	id=g:399805
Bi’r Umm Ḩusalān	id=g:399806
Jabal aş Şafrā’	id=g:399807
Jabal Abraq Mazyūm	id=g:399808
Jabal al Jayāsir	id=g:399809
Badāyi’ al ‘Uşmah	id=g:399810
Umm Sarāhah	id=g:399811
Jabal Umm al Bida‘	id=g:399812
Jabal al Jurdhāwī	id=g:399813
Jabal al Mushrifāt	id=g:399814
Bi’r Marrarah	id=g:399815
Bi’r Minwir	id=g:399816
Jabal al Manāşī	id=g:399817
Jabal al Māwī	id=g:399866
Jabal Şaq‘ah	id=g:399867
Jabal al Ghīmār	id=g:399868
Wādī Ţafshah	id=g:399869
Jabal ‘Aj	id=g:399870
Jabal Murbiḑ	id=g:399871
Jabal Z̧arābīn	id=g:399872
Jabal al Ḩumayyah	id=g:399873
Jabal al Janāḩīyah	id=g:399874
Ar Radah	id=g:399875
Al Fayḑah	id=g:399876
Al Duwayḩ	id=g:399877
Bi’r Lij‘ah	id=g:399878
Jabal al Manāşī	id=g:399879
Wādī as Sahāfa	id=g:399880
Jabal Jufat Haja	id=g:399881
Bi’r Ţalāl	id=g:399882
Wādī ar Ruwayḑah	id=g:399883
Wādī Sanām	id=g:399884
Jabal Asmar Ţalāl	id=g:399885
Jabal al Hamra	id=g:399886
Jabalayn al ‘Aqūl	id=g:399887
Wādī al Wudayy	id=g:399888
Jabal Ḩumaykh	id=g:399889
Jabal Arzan	id=g:399890
Bayāḑ ad Dathīr	id=g:399891
Jabal Sharah	id=g:399892
Wādī ‘Unayzah	id=g:399893
Al ‘Ubayd	id=g:399894
Jabal Satāh	id=g:399895
Wādī al Ḩissū	id=g:399896
Wādī ad Dumaythah	id=g:399897
Jabal Z̧arbūn	id=g:399898
Ḩaylat Raḑī al Baham	id=g:399899
Al Mugharah	id=g:399900
Al Khulafīyah	id=g:399901
Khuraysah	id=g:399902
Bi’r al ‘Abd	id=g:399903
Jabal Umm adh Dhībān	id=g:399904
Wādī al Khurs	id=g:399905
Jabal an Naz̧īm	id=g:399906
Bi’r Khashrama	id=g:399907
Jabal al Katif al Abyad	id=g:399908
Jabal al ‘Abd	id=g:399909
Jabal al Fara‘	id=g:399910
Wādī Sidrīyah	id=g:399911
Umm ‘Athākil	id=g:399912
Sināf Ḩashāshah	id=g:399913
Jibāl Umm Ḩasak	id=g:399914
Jabal al Khūwaybīyah	id=g:399915
Jabal as Simnah Umm Dakhl	id=g:399916
Jabal Malḩijah	id=g:399917
Jabal az Zūwaykī	id=g:399918
Jabal al ‘Uthmāniyāt	id=g:399919
Jabal Shuqrān	id=g:399920
Jabal Abt	id=g:399921
Jabal az Za‘farānah	id=g:399922
Jabal az̧ Z̧āyin	id=g:399923
Aftarā	id=g:399924
Jabal Aftarā	id=g:399925
Al Mulaynīyah	id=g:399926
Haḑbat ar Rashāwiyah	id=g:399927
Maḩām	id=g:399928
Wādī ‘Arjah	id=g:399929
Jabal an Nushaylīsh	id=g:399930
Wādī Ra‘n	id=g:399931
Bi’r Ţāwān	id=g:399932
Jabal Şayyad ‘Uḑaylah	id=g:399933
Jabal Shuwaykah	id=g:399934
Jabal Abū ‘Abl	id=g:399935
Jabal Jumrān	id=g:399936
Wādī Abū Furs	id=g:399937
Wādī Tasrīr Muurayţbah	id=g:399938
Jabal az Zānah	id=g:399939
Quşār Jumrān	id=g:399940
Jabal Furayḩ	id=g:399941
Jabal Ghuwayţ	id=g:399942
Jabal ‘Ubayd al Qillah	id=g:399943
Jabal Ḩirāshah	id=g:399944
Jabal ‘Ubayd ar Rashā’	id=g:399945
‘Ubayd ar Rashā	id=g:399946
‘Ablat Jablah	id=g:399947
Wādī Mūwājid	id=g:399948
Wādī al Jad‘ah	id=g:399949
Ḑila‘ al ‘Ajmān	id=g:399950
Jabal ash Shuqrān	id=g:399952
Jabal ar Rashāwī	id=g:399953
Ar Rashāwīyah	id=g:399954
Ar Radifah	id=g:399955
Al Wūday	id=g:399956
Rifā‘	id=g:399957
Faqārah	id=g:399958
Jabal Mazba‘ah	id=g:399959
Ar Rafī‘ah	id=g:399960
Nabwān	id=g:399961
Al Ḩinnah	id=g:399962
Maghrabah	id=g:399963
Al Mustajidah	id=g:399964
Wādī Jahām	id=g:399965
Jabal ‘Ushayrah	id=g:399966
Jabal ar Rūmiyāt	id=g:399967
Jabal al Mustajid	id=g:399968
Jabal ‘Uḑayḑīyah	id=g:399969
Wādī Abū Salīm	id=g:399970
Jabal aḑ Ḑaḩīyah	id=g:399971
Al Mudarra‘ah	id=g:399972
Al Muḩāwal	id=g:399973
Jabal al Mudarra‘	id=g:399974
Jabal Jalwal	id=g:399975
Jabal Suyyal	id=g:399976
Al ‘Az̧amīyah	id=g:399977
Jabal ad Dāyah	id=g:399978
Jibāl Umm al Ghīrān	id=g:399979
Jibāl Rūm	id=g:399980
Abū ‘Ashīrah	id=g:399981
Jaham	id=g:399982
Munīfat Jalwah	id=g:399983
Sukhaybarah	id=g:399984
Wādī ‘Urufah	id=g:399985
Surūrah	id=g:399986
Rafia Uwadah	id=g:399987
Al Amiriyah	id=g:399988
Al Fayḑah	id=g:399989
Jabal al Ḩandūrī	id=g:399990
Rafī‘ah	id=g:399991
Hazmīyah	id=g:399992
Z̧almāwi	id=g:399993
Şinnārīyah	id=g:399994
Khalah	id=g:399995
Wādī al Jurdhāwī	id=g:399996
Jibāl ash Shufay‘īyah	id=g:399997
Jibāl Shābah	id=g:399999
Wādī al Qurayn	id=g:400000
Jabal ad Daqqāqāt	id=g:400001
Murabba’	id=g:400002
Jabal Khathlān	id=g:400003
‘Uqlat al Gharāwī	id=g:400004
Umm Dharb	id=g:400005
Al ‘Işām	id=g:400006
Umm Ţulayḩah	id=g:400007
Umm Zumū‘	id=g:400008
‘Ayn al Barḩah	id=g:400009
Jabal ‘Arţāwī al Ḩamāmīd	id=g:400010
Jabal al Ghurābī	id=g:400011
Jabal Rithmah	id=g:400012
Badāyī Bin Najm	id=g:400013
Jabal Samrat Mānīyah	id=g:400014
Wādī ar Rukū‘	id=g:400015
Jabal Nafī	id=g:400016
Wādī al Jidhwah	id=g:400017
Mushrifah	id=g:400018
Naq‘a	id=g:400019
Masawi	id=g:400020
Jibāl al Wūkhāţir	id=g:400021
Jabal Suwayqah	id=g:400022
Jabal Rayyan	id=g:400023
Summār an Nayīr	id=g:400024
Baydā’ al Maşlūm	id=g:400025
Jibāl ash Sharthah	id=g:400026
Jabal al Furayd	id=g:400027
Wādī Hidwa	id=g:400028
Wādī Dhara‘ah	id=g:400029
Jibāl as Surāt	id=g:400031
Ghanam	id=g:400032
Wādī ad Ḑil‘ah	id=g:400033
Wādī Ţalāl	id=g:400034
Wādī al Marābī	id=g:400035
Wādī as Saḩq	id=g:400036
Wādī al Fardūkhīyah	id=g:400037
Wādī ad Dūbān	id=g:400038
Wādī al Mandīsa	id=g:400039
Sirr	id=g:400040
Wādī al Arţāwī	id=g:400041
Wādī aş Şulaylah	id=g:400042
Al Qahab	id=g:400043
Wādī al Ḩanākīyah	id=g:400044
Dalham	id=g:400045
Wādī as Sulayyil	id=g:400046
Wādī Rughūd	id=g:400047
Jabal al Ḩaylah	id=g:400048
Jabal Hashām	id=g:400051
Wādī Badr al Janūb	id=g:400052
Wādī an Nakhīl	id=g:400053
Kidwat al Ghawānimah	id=g:400054
Rad-hah	id=g:400055
Jibāl Hidārah	id=g:400056
Wādī Khunayqah	id=g:400057
Al Qarn	id=g:400058
Farah Garan East	id=g:400059
Farah Garan	id=g:400060
Kutām	id=g:400063
Milḩā’	id=g:400064
Al ‘Uthl	id=g:400065
Wādī al Jūm	id=g:400067
Wādī as Sūd	id=g:400074
Jabal Z̧ulm	id=g:400075
Wādī Rabrab	id=g:400077
Qushayya	id=g:400078
Jibāl Hasriyah Umm Jarḑa	id=g:400133
Jibāl ad Dārah	id=g:400134
Wādī Majithā’	id=g:400135
Wādī Wuyark	id=g:400136
Wādī Urayk	id=g:400137
Wādī Khay	id=g:400138
Jabal Ishara	id=g:400139
Abū Sidayr	id=g:400143
Shajwa	id=g:400146
Jabal Abū an Na‘am	id=g:400148
Bi’r Abū an Na‘am	id=g:400150
Wādī al Baḩr	id=g:400153
Wādī Z̧allah	id=g:400154
Jabal Ḩuth	id=g:400155
Ḩarrat Khaybar	id=g:400161
Wādī al Ḩāyil	id=g:400162
Wādī al Firs	id=g:400163
Wādī Sā’if	id=g:400164
Wādī at Turaybah	id=g:400166
Shaban	id=g:400167
Jabal al Jarrah	id=g:400168
Jabal al Ghurābah	id=g:400169
Wādī Umm Natash	id=g:400171
Jabal Turham	id=g:400172
Wādī Tithan	id=g:400173
Wādī ar Radhah	id=g:400205
Wādī Jaydar	id=g:400207
Wādī Mawārid	id=g:400209
Işţabl Antar	id=g:400211
Wādī Ḩawsh	id=g:400213
Wādī Iqwāq	id=g:400214
Abū an Na‘am	id=g:400216
Al Ḩaddādah	id=g:400219
Jadā‘ah	id=g:400221
Wādī as Sirḩān	id=g:400222
Marsa’ Tayyib Tūsūn	id=g:400223
Hadīyah	id=g:400224
Jabal Daḩw	id=g:400226
Shi‘b al Abyaḑ	id=g:400228
Al Mudarraj	id=g:400230
Wādī Gharaf	id=g:400231
Waybān	id=g:400235
Jabal al Qā’id	id=g:400236
Wādī al Mujayfil	id=g:400240
Ţuwayrah	id=g:400242
Al Majma‘	id=g:400244
Kitnah	id=g:400245
Ţayyib Ţūsūn	id=g:400247
Al Halāhilah	id=g:400249
Al Mussayab	id=g:400251
Umm Qabr	id=g:400252
Jabal Murar	id=g:400254
Wādī ar Rihāb	id=g:400255
Ash Shara‘	id=g:400257
Wādī Ghaf	id=g:400258
Jabal Tanāz̧im	id=g:400259
Jabal Asmar	id=g:400260
Mafraq	id=g:400262
Wādī al Muwādā	id=g:400264
Wādī ‘Ar‘ar	id=g:400266
Alqunnah	id=g:400267
Bi’r Dahra	id=g:400268
Wādī al Jiz‘	id=g:400269
Wādī al Muhriyah	id=g:400270
Wādī Ţuwalah	id=g:400271
Muḩayfir	id=g:400272
Wādī ar Riyāshi	id=g:400273
Wādī al ‘Umayrī	id=g:400274
Wādī Ḩayrān	id=g:400275
Wādī Rathyah	id=g:400276
Mishāsh Samnān	id=g:400277
Wādī adh Dhaḩī	id=g:400279
Jabal al Ḩamādāt	id=g:400280
Jabal al Qawwāmah	id=g:400281
Jibāl Rabdah	id=g:400282
Wādī ‘Asman	id=g:400283
Jabal Ghunaym	id=g:400284
Wādī A’ashiba	id=g:400285
Wādī Matḩar	id=g:400286
Wādī Thighir	id=g:400287
Wādī as Safrah	id=g:400288
Wādī Umm al Ḩamal	id=g:400289
Wādī Riḩāb	id=g:400290
Bi’r al Madaggah	id=g:400291
Wādī Gharb	id=g:400292
Wādī al Qidīr	id=g:400293
Wādī Samr	id=g:400294
Wādī Rākah	id=g:400295
Jabal Şāyif	id=g:400296
Jabal Suwayqah	id=g:400297
Wādī Naghar	id=g:400298
Jabal Khayshūm	id=g:400299
Wādī Jār	id=g:400300
Khurayyim Sa’id	id=g:400301
Jabal Ḩammat al ‘Ambajah	id=g:400302
Jabal Milḩ	id=g:400303
Jazā’ir Farasān	id=g:400304
Haḑīb al ‘Amāyir	id=g:400305
Wādī Maţhar	id=g:400306
Jabal Umm Jābūh	id=g:400308
Jabal ash Shaḩr	id=g:400309
Jabal al Khirsāt	id=g:400312
Khurma	id=g:400313
Musaykah	id=g:400314
Jabal Ḩashāḩish	id=g:400315
Jabal Hūwah	id=g:400316
Jabal Juwam	id=g:400317
Khawr Wasm al Janūbi	id=g:400318
Wādī al Ḩāmiḑah	id=g:400319
Al ‘Ays	id=g:400320
Wādī Ḩuzmah	id=g:400322
Wādī Samalah	id=g:400327
Wādī al ‘Adhbah	id=g:400328
Wādī Bulghah	id=g:400428
Wādī al ‘Umayrah	id=g:400429
Al Wusayyi‘ah	id=g:400452
Mazra‘at al Marbūbah	id=g:400453
Sha‘īb al Ḩufaynah	id=g:400454
Wādī al Ghāţ	id=g:400455
Sha‘īb al Bā‘ij	id=g:400456
Sha‘īb Ḩulayfah	id=g:400457
Ḩusayw al ‘Alī	id=g:400458
Mazāri‘ al Bāţin	id=g:400459
Dawmat al Jandal	id=g:400461
Jabal al Khaḑrā’	id=g:400471
Ad Dār al Bayḑā’	id=g:400668
Ash Shifā	id=g:400669
Sulţānah	id=g:400670
Al ‘Urayjā’	id=g:400671
Munayşif	id=g:400672
Al Halal	id=g:400673
Al Halal North	id=g:400674
King Khalid International	id=g:400675
Banban	id=g:400676
Al Murūj	id=g:400677
Al Wurūd	id=g:400678
Riyadh Mil	id=g:400679
Riyahd Civil Defense Heliport	id=g:400680
An Naz̧īm	id=g:400681
An Nasīm	id=g:400682
As Sulayy	id=g:400683
Al Fā’izīyah	id=g:400684
Al Fayşalīyah	id=g:400685
Badr	id=g:400686
Riyadh South	id=g:400687
Al Fākhirīyah	id=g:400688
Al Janādirīyah	id=g:400689
Sha‘īb Şufayyān	id=g:400690
Wādī Marakh	id=g:400691
Sha‘īb ash Shamalī	id=g:400692
Sha‘īb al Janūbī	id=g:400693
Sha‘īb al Ḩisikī	id=g:400694
Sha‘īb Abū Quwayrah	id=g:400695
Qirī as Summar	id=g:400696
Sha‘īb al Qirī	id=g:400697
Farīdat Umm al ‘Ishāsh	id=g:400698
Qārat Umm Shidād	id=g:400699
Sha‘īb al ‘Ishsh	id=g:400700
Burqān Umm Khuyaymah	id=g:400701
Sha‘īb as Sāyilah	id=g:400702
Sha‘īb Rīmīyah al Janūbī	id=g:400703
Ḑil‘ Kaz̧rayn	id=g:400704
Ḑulay‘ al ‘Ijmān	id=g:401249
Sha‘īb Sadḩah	id=g:401250
Qārat Ḑab‘ah ash Shamālīyah	id=g:401287
Samrā‘ Ḑab‘ah	id=g:401288
Sha‘īb al Mishāsh	id=g:401289
Sha‘īb an Nukhayl	id=g:401290
Ābār al ‘Uqlah	id=g:401319
Mishāsh al Butayrā’	id=g:401320
Quwayrāt Mishāsh al Butayrā’	id=g:401321
Darb al Mubayḩīş	id=g:401359
Z̧ahrat Umm Shubrum	id=g:401360
Huḑaybāt Umm Ḩaşānīyah	id=g:401361
Sha‘īb an Nughayq	id=g:401362
Sha‘īb al Qirī	id=g:401363
Sha‘īb Abū Birmīl	id=g:401364
Fayḑat ‘Amyā’	id=g:401365
Sha‘īb Khunayfisān	id=g:401366
Sha‘īb ‘Ushayrān	id=g:401367
Ābār an Nukhayl	id=g:401368
Sha‘īb Abū Ţulayḩ al Janūbī	id=g:401370
Khawr Abū ‘Uwayzir	id=g:401496
Khawr Abū Qayşūm	id=g:401498
Sha‘īb Umm Hashīm	id=g:401501
Maḩīr Umm al Hashīm	id=g:401502
Al Amghar	id=g:401503
Abraq al Amghar	id=g:401505
Naqā Umm Ţulayḩah	id=g:401506
‘Irq al Ḩamrāwī	id=g:401509
Jabal Damkh	id=g:401511
Qārat Ţawqah	id=g:401513
Sha‘īb Abū Ţulayḩ al Gharbī	id=g:401516
Sha‘īb Abū Arāţī al Gharbī	id=g:401517
Sha‘īb Abū ‘Arş	id=g:401519
Ḩifnat Jirāb	id=g:401523
Jabal as Sāddah	id=g:401524
Sha‘īb Abū Sudayr al Gharbī	id=g:401525
Jirāb	id=g:401527
Sha‘īb Abū Sudayr al Janūbī	id=g:401529
Fayḑat Umm Sudayrah	id=g:401530
Burqān Mishlaḩ	id=g:401532
Sha‘īb Mishlaḩ	id=g:401535
‘Irq al Ḩumrāwī	id=g:401542
Khabb an Nawm	id=g:401543
Khabb ar Ruḑam	id=g:401544
Al Jandalīyah	id=g:401545
‘Irq az̧ Z̧afir	id=g:401546
Khabbat Mindassah	id=g:401547
Nuqayy Umm al Jamājim	id=g:401548
Nafūd ad Daḩy	id=g:401753
Ma‘zilah	id=g:401754
Wādī al Kharj	id=g:401755
Ḩalqat al ‘Afraj	id=g:401757
Wādī Ḩanīfah	id=g:401758
Al Jubayl	id=g:401759
Bi’r Umm ash Shaţun	id=g:401814
Aḑ Ḑubay‘ah	id=g:402990
Sha‘īb ath Thumayyilah ash Shamālīyah	id=g:403249
Sha‘īb ath Thumayyilah al Janūbīyah	id=g:403250
Sha‘īb an Naz̧īm	id=g:403251
Sha‘īb al Madhalah	id=g:403252
Rawḑat Abā ar Rathī	id=g:403253
Sha‘īb Abā ar Rathī	id=g:403254
Biḩār Ḩammād	id=g:403255
Daḩlat Umm Rukbah	id=g:403288
Daḩlat Umm Sidrah	id=g:403289
Daḩlat al Baqar	id=g:403290
Sha‘īb Buwaybīyah	id=g:403291
Qurayy al ‘Amyā’	id=g:403292
Sha‘īb ‘Ushayrān	id=g:403293
Qurayy Umm ash Shīḩ	id=g:403320
Rī‘ ath Thumāmah	id=g:403406
Wādī aţ Ţawqī	id=g:403407
Sha‘īb Abū Farā’id	id=g:403410
Qirī Abū Khashabah	id=g:403413
Sha‘īb Muşiddah	id=g:403415
Qurayy Umm Rumaythah	id=g:403507
Ābār ‘Ushayrāh	id=g:403508
Wādī Qulayyil al Ḩaţab	id=g:403509
Qurayy Umm Furayyid	id=g:403510
Qurayy Umm Ḩulayyah	id=g:403511
Qurayy Umm Ghīrān	id=g:403512
Fayḑat Umm Athlah	id=g:403513
Qurayy Jirwān	id=g:403514
Qurnat Shabīb	id=g:403515
Qurayy Umm Khuḑayb	id=g:403516
Qurayy Liḩyān	id=g:403517
Qurayy al Khuţūm ash Shamālī	id=g:403518
Qurayy al Khuţūm al Janūbī	id=g:403519
Qurayy Abū Karsh	id=g:403520
Qaşr Ţawqah	id=g:404158
Qaşr al Wasī‘ah	id=g:404159
Qaşr Ladhdhah	id=g:404160
Quşūr al Hayḑal	id=g:404161
Al Bāţin	id=g:404171
Sha‘īb at Tuḩayḑāt ash Shamālī	id=g:404172
Sha‘īb ath Tharmānī	id=g:404175
Mazāri‘ al ‘Ulayyāt	id=g:404190
Qārat Umm Nuqayb	id=g:404191
Sha‘īb al Muqaywid	id=g:404192
Sha‘īb Ma‘ashbah	id=g:404193
Jabal al Muqaywid	id=g:404194
Sha‘īb al Uşba‘	id=g:404195
Sha‘īb al Ţurfīyah	id=g:404196
Qarāt Abā as Sidr	id=g:404199
Sha‘īb ash Shurayq ash Shamālī	id=g:404200
Sha‘īb ash Shurayq ash Janūbī	id=g:404201
Sha‘īb ash Shi‘bah	id=g:404202
Al Makharr	id=g:404203
Mafīḑ al Mā’	id=g:404204
Al Buwayzim	id=g:404205
Sha‘īb al ‘Arāqīb	id=g:404206
Rawḑat al Muzayri‘ah	id=g:404207
Wudayy aţ Ţarīq	id=g:404208
Sha‘īb Ḩamām	id=g:404209
Sha‘īb al ‘Arjah	id=g:404210
Sha‘īb ath Thulām	id=g:404211
Sha‘īb Baţn al Ghizī	id=g:404212
Wudayy adh Dhi’b	id=g:404213
Sha‘īb al Akhayr	id=g:404214
Sha‘īb al Buwayţin ash Shamālī	id=g:404215
Sha‘īb al Buwayţin al Janūbī	id=g:404216
Sha‘īb al ‘Utayk	id=g:404217
Sha‘īb al Mishāsh	id=g:404218
Sha‘īb Abā al Khirfān	id=g:404219
Sha‘īb Umm al Qilāt	id=g:404220
Sha‘īb al Muşaydīr	id=g:404221
Wādī al ‘Atk	id=g:404222
Sha‘īb Abū Fuḩayḩīl	id=g:404223
Jabal ad Duraybah	id=g:404224
Sha‘īb al Mismá	id=g:404225
Sha‘īb al Maqriḩīyah	id=g:404226
Sha‘īb aḑ Ḑā‘inīyah	id=g:404227
Rujūm Aḑ Ḑīrayn	id=g:405012
Al Ḩuwaydhīyah al Gharbīyah	id=g:405084
Tal‘at al Mak	id=g:405176
Huḑaybāt Ḩuwaymidāt	id=g:405182
Habīyat Ibn Buşayyiş	id=g:406528
Sha‘īb al Adīrāb ash Shamālī	id=g:406529
Sha‘īb al Adīrāb al Janūbī	id=g:406530
‘Urayq al Bildān	id=g:406531
Şafrā’ al Ghurābah	id=g:406532
Qā‘ Umayghir	id=g:406533
Sha‘īb Sakran	id=g:406534
Qūr Umm ash Shamārīkh	id=g:406535
Qārat al Kalbah	id=g:406536
Wādī as Salam	id=g:406537
Sha‘īb al Jizar	id=g:406538
Rawḑat al Muzayri‘ah	id=g:406539
Sha‘īb al ‘Aybah	id=g:406540
Sha‘īb as Sayḩ	id=g:406541
Sha‘īb ad Dāhinah	id=g:406542
Mukhaykirān	id=g:406543
Sha‘īb al Ḩadhyānah	id=g:406544
Mazra‘at al ‘Uyaynah	id=g:406545
Wādī al Maqriḩ	id=g:406546
Sha‘īb Abā al Khirrān	id=g:406547
Sha‘īb A‘awaj	id=g:406548
Sha‘īb al Ajra‘	id=g:406549
Wādī as Sudayr	id=g:406550
Sha‘īb al Ḩuwayyir	id=g:406551
Jibāl Ţuwayq	id=g:406552
Sha‘īb al Majma‘ah	id=g:406553
Sha‘īb al ‘Ishsh	id=g:406554
Sha‘īb al Mughaydir	id=g:406555
Sha‘īb an Naqāh	id=g:406556
Al Ghat	id=g:406557
Wādī al Ghat	id=g:406558
Mazāri‘ al Wasī‘ah	id=g:406559
Sha‘īb al Wasī‘ah	id=g:406560
Wādī Marakh	id=g:406561
Ghabāyā Ḩirābah	id=g:406562
Radīfat al ‘Awshizīyāt al Janūbīyah	id=g:406563
Radīfat al ‘Awshizīyāt ash Shamālīyah	id=g:406564
Al Bijādī	id=g:406565
Aş Şufayy	id=g:406566
Sha‘īb Qāsimat aş Şufayy	id=g:406567
Sha‘īb as Sulū‘	id=g:406568
Wādī al Awsaţ	id=g:406569
Wādī Nisāḩ	id=g:406572
‘Urayq Mijḩarah	id=g:406573
Al Biyāḑ	id=g:406577
Sha‘īb Zarrāq ash Shamālī	id=g:407135
Mishāsh al Qawrā’	id=g:407147
Sha‘īb al ‘Amyā’	id=g:407179
Wādī aţ Ţawqī	id=g:407180
‘Irq Abā ath Thimām	id=g:407181
‘Irq al Ḩumrānī	id=g:407182
Z̧ahrat al Ḩimār	id=g:407183
Abraqīyah	id=g:407184
Jabal Fihrayn	id=g:407185
Quşūr al Muqbil	id=g:407186
Fayḑat al Khafs al Janūbīyah	id=g:407188
Sha‘īb Nufaykh	id=g:407189
Khabrā’ al Khābīyah	id=g:407190
Sha‘īb Abā al Ḩasak	id=g:407191
Sha‘īb al Makhayyam	id=g:407192
Fayḑat al Makhayyam	id=g:407193
Sha‘īb Sulayḩān	id=g:407194
Sha‘īb Maḩraqah ash Shamālīyah	id=g:407195
Fayḑat Abū Rukbah	id=g:407196
Sha‘īb al Wu‘ūlī	id=g:407197
Sha‘īb as Silḩ	id=g:407198
Sha‘īb Mulayḩ	id=g:407199
Sha‘īb at Tirbā‘ah	id=g:407200
Ghadīr ar Rashāydah	id=g:407201
Ghadīr Abū Ţalḩah	id=g:407202
Ghadīr ash Shiz̧ū	id=g:407203
Ghadīr Luwayḩiq	id=g:407204
Ghadīr ‘Aftān	id=g:407205
Ghadīr al Hāshāt	id=g:407206
Sha‘īb al Khayl Duraybāt	id=g:407207
Sha‘īb al ‘Uwayjā’	id=g:407208
Qurayy aş Şayd	id=g:407209
Sha‘īb Abū Ḩarmalah	id=g:407210
Sha‘īb Abū Ţulayḩah	id=g:407211
Sha‘īb Ruwayghib	id=g:407212
Sha‘īb Abā adh Dhiyābah	id=g:407213
Sha‘īb aţ Ţurqī	id=g:407214
Ḑulū‘ al ‘Atk	id=g:407215
Ḑulay‘āt al Ḩafar	id=g:407216
Fayḑat Qurayy al Ḩamīr	id=g:407217
