Sisagolo	id=g:175173
Salinoka	id=g:899404
Salingoi	id=g:899405
Salimu	id=g:899406
Salimbunda	id=g:899407
Salimbunda	id=g:899408
Salima	id=g:899409
Salili Kapika	id=g:899410
Salikuto	id=g:899411
Salikumbi	id=g:899412
Salikula	id=g:899413
Salikishi	id=g:899414
Salikishi	id=g:899415
Salikaya	id=g:899416
Salijila	id=g:899417
Salihongo	id=g:899418
Salihongo	id=g:899419
Salidunda	id=g:899420
Saleni	id=g:899421
Salati Chikombe	id=g:899422
Sala School	id=g:899423
Salansu	id=g:899424
Salanje	id=g:899425
Salanga	id=g:899426
Sala Native Reserve Number IX	id=g:899427
Salamu Katikulula	id=g:899428
Salamuka	id=g:899429
Salalo	id=g:899430
Salakunde Hill	id=g:899431
Sala Kunda	id=g:899432
Salakulu	id=g:899433
Salakata	id=g:899434
Sala Dambo	id=g:899435
Sala	id=g:899436
Sala	id=g:899437
Sala	id=g:899438
Sakwe	id=g:899439
Sakuyema	id=g:899440
Sakuya	id=g:899441
Sakutunga	id=g:899442
Sakutoha	id=g:899443
Sakutalika	id=g:899444
Sakutalika	id=g:899445
Sakutalika	id=g:899446
Sakutafuna	id=g:899447
Sakundula	id=g:899448
Sakumbe	id=g:899449
Sakulanda	id=g:899450
Sakuhuka	id=g:899451
Sakubita	id=g:899452
Sakubita	id=g:899453
Sakubita	id=g:899454
Sakubita	id=g:899455
Sakubita	id=g:899456
Sako	id=g:899457
Sakeyo Katandula	id=g:899458
Sakeni Chisaka	id=g:899459
Sakeni Chipe	id=g:899460
Sakeji School	id=g:899461
Sakeji	id=g:899462
Sakeji	id=g:899463
Sakazungula	id=g:899464
Sakazau	id=g:899465
Sakayunga	id=g:899466
Sakayombo	id=g:899467
Sakayelu	id=g:899468
Sakawewe	id=g:899469
Sakavui	id=g:899470
Sakavui	id=g:899471
Sakaumbu	id=g:899472
Sakatwiti	id=g:899473
Sakatwanda	id=g:899474
Sakatwalu	id=g:899475
Sakatwala	id=g:899476
Sakatwa	id=g:899477
Sakatolo	id=g:899478
Sakati	id=g:899479
Sakatengo	id=g:899480
Sakatengo	id=g:899481
Sakatengo	id=g:899482
Sakatenga	id=g:899483
Sakataka	id=g:899484
Sakata	id=g:899485
Sakasumbi	id=g:899486
Sakasoma	id=g:899487
Sakasiba	id=g:899488
Sakapuchi	id=g:899489
Sakapicha	id=g:899490
Sakapeka	id=g:899491
Sakapasu	id=g:899492
Sakapanga	id=g:899493
Sakapalu	id=g:899494
Sakapalo	id=g:899495
Sakanyawa	id=g:899496
Sakanoto	id=g:899497
Sakanga	id=g:899498
Sakanga	id=g:899499
Sakamwamba	id=g:899500
Sakamuseke	id=g:899501
Sakamizhi	id=g:899502
Sakamiji	id=g:899503
Sakambanja	id=g:899504
Sakambanja	id=g:899505
Sakambanja	id=g:899506
Sakamba	id=g:899507
Sakamata	id=g:899508
Sakalungu	id=g:899509
Sakalundwe	id=g:899510
Sakalunde	id=g:899511
Sakalunda	id=g:899512
Sakalunda	id=g:899513
Sakaluma	id=g:899514
Sakaleshi	id=g:899515
Sakalala	id=g:899516
Sakala	id=g:899517
Sakakuwa	id=g:899518
Sakakunu	id=g:899519
Sakakonga	id=g:899520
Sakakoma	id=g:899521
Sakaika	id=g:899522
Sakahia	id=g:899523
Sakahande	id=g:899524
Sakafwapu	id=g:899525
Sakabemba	id=g:899526
Saka	id=g:899527
Saka	id=g:899528
Saka	id=g:899529
Sajinga	id=g:899530
Saisi	id=g:899531
Saioni Mabuluchi	id=g:899532
Saioni Chaia	id=g:899533
Saint Stanislaus Minor	id=g:899534
Saint Paul’s	id=g:899535
Saint Monica’s	id=g:899536
Saint Mary’s Mission	id=g:899537
Saint Mary’s Mission	id=g:899538
Saint Mary’s	id=g:899539
Saint Mary’s	id=g:899540
Saint Mark’s College	id=g:899541
Saint Lawrence’s Seminary	id=g:899542
Saint Lawrence	id=g:899543
Saint Joseph’s Mission	id=g:899544
Saint Joseph’s	id=g:899545
Saint Joseph’s	id=g:899546
Saint John’s	id=g:899547
Saint Francis Mission	id=g:899548
Saint Francis Mission	id=g:899549
Saint Francis College	id=g:899550
Saint Francis	id=g:899551
Saint Francis	id=g:899552
Saint Francis	id=g:899553
Saint Clement’s	id=g:899554
Saint Anthony’s Mission	id=g:899555
Saint Anthony’s	id=g:899556
Saingwe	id=g:899557
Saingwe	id=g:899558
Saingwe	id=g:899559
Saingwe	id=g:899560
Sailunga	id=g:899561
Saili	id=g:899562
Saidi Chene	id=g:899563
Saidi	id=g:899564
Saidi	id=g:899565
Saidi	id=g:899566
Saidi	id=g:899567
Saidi	id=g:899568
Saidi	id=g:899569
Safwa Rapids	id=g:899570
Safwa	id=g:899571
Safundula	id=g:899572
Safukuma	id=g:899573
Safufu	id=g:899574
Safa	id=g:899575
Sadzu	id=g:899576
Saduki	id=g:899577
Sacred Heart Centre	id=g:899578
Sacitundu	id=g:899579
Sacitumbu	id=g:899580
Sacinkubu	id=g:899581
Sachunkachunka	id=g:899582
Sachumpa	id=g:899583
Sachumpa	id=g:899584
Sachivundu	id=g:899585
Sachishika	id=g:899586
Sachishika	id=g:899587
Sachisengo	id=g:899588
Sachinyemba	id=g:899589
Sachingongo	id=g:899590
Sachimalya	id=g:899591
Sachilunga	id=g:899592
Sachilombo	id=g:899593
Sachilambo	id=g:899594
Sachikinda	id=g:899595
Sachikasa	id=g:899596
Sachieso	id=g:899597
Sachibutu	id=g:899598
Sachibondo School	id=g:899599
Sachibi	id=g:899600
Sachibenga Rapids	id=g:899601
Sachiambe	id=g:899602
Sachia Bwale	id=g:899603
Sachenge	id=g:899604
Sachenga Mine	id=g:899605
Sachelo	id=g:899606
Sacheka	id=g:899607
Sacheka	id=g:899608
Sachala	id=g:899609
Sabwiya	id=g:899610
Sabwilo	id=g:899611
Sabwiene	id=g:899612
Sabwa	id=g:899613
Sabutali	id=g:899614
Sabunika Kaunga	id=g:899615
Sabuni	id=g:899616
Sabumi	id=g:899617
Sabukube	id=g:899618
Sabola	id=g:899619
Sable Antelope	id=g:899620
Sabindonga	id=g:899621
Sabimbu	id=g:899622
Sabetwe	id=g:899623
Sabe	id=g:899624
Sabazibi	id=g:899625
Sabau	id=g:899626
Sabasiye	id=g:899627
Sabao Chapita	id=g:899628
Saamu	id=g:899629
Saala	id=g:899630
Saa	id=g:899631
Ruzunde	id=g:899632
Ruyala Estate	id=g:899633
Ruyala	id=g:899634
Rushoff	id=g:899635
Rushmore	id=g:899636
Rusangu Mission	id=g:899637
Rusangu	id=g:899638
Rusangu	id=g:899639
Runde	id=g:899640
Rumbuka	id=g:899641
Rumanini	id=g:899642
Rufunsa	id=g:899643
Rufunsa	id=g:899644
Rufunsa	id=g:899645
Rufu	id=g:899646
Rufu	id=g:899647
Rubinstein	id=g:899648
Rubeni	id=g:899649
Rubeni	id=g:899650
Rubeni	id=g:899651
Ruben Chishiki	id=g:899652
Rst-Luanshya Division	id=g:899653
Royalty	id=g:899654
Roseland	id=g:899655
Pooiwal	id=g:899656
Rooiwaal	id=g:899657
Rooipoort	id=g:899658
Roma	id=g:899659
Roma	id=g:899660
Rokumvura	id=g:899661
Roki	id=g:899662
Roffeen	id=g:899663
Roewida	id=g:899664
Rocklands Farm	id=g:899665
Robert Siyame	id=g:899666
Robert Ngambe	id=g:899667
Robert Mutambo	id=g:899668
Robert Mumba	id=g:899669
Robert Mugala	id=g:899670
Robert Chimpape	id=g:899671
Robert	id=g:899672
Roan Antelope Copper Mine	id=g:899673
Roan Antelope	id=g:899674
Roan Antelope	id=g:899675
Roan	id=g:899676
Riverside Drive	id=g:899677
Riverside	id=g:899678
Riverside	id=g:899679
Riverside	id=g:899680
Riverbank	id=g:899681
Rietfontein	id=g:899682
Ridgeway	id=g:899683
Rhokana Copper Mine	id=g:899684
Rhodas Luck	id=g:899685
Reuben School	id=g:899686
Retreat	id=g:899687
Red Hill	id=g:899688
Razandoki	id=g:899689
Rapia	id=g:899690
Rangleys Farm	id=g:899691
Rampainya	id=g:899692
Rainbow Falls	id=g:899693
Railton	id=g:899694
Pyana Walya	id=g:899695
Pyamulilo	id=g:899696
Pweli	id=g:899697
Pwazi	id=g:899698
Pwazi	id=g:899699
Pwazi	id=g:899700
Pwaka	id=g:899701
Putu	id=g:899702
Pururu	id=g:899703
Purura	id=g:899704
Pupi	id=g:899705
Punkukila	id=g:899706
Pungwe	id=g:899707
Pungwa	id=g:899708
Pungula	id=g:899709
Pungu	id=g:899710
Pungamwela	id=g:899711
Pundwe	id=g:899712
Pundi	id=g:899713
Punde	id=g:899714
Punawi	id=g:899715
Puna	id=g:899716
Pumpola	id=g:899717
Pumpola	id=g:899718
Pumpi	id=g:899719
Pumbu Hill	id=g:899720
Pumbila Chilaka	id=g:899721
Pumbe	id=g:899722
Puma	id=g:899723
Pulu	id=g:899724
Pule	id=g:899725
Pulazi	id=g:899726
Pulamu	id=g:899727
Pulakamanga	id=g:899728
Pukuma	id=g:899729
Puku Flats	id=g:899730
Pukota	id=g:899731
Puka	id=g:899732
Proberts Point	id=g:899733
Prinsloo	id=g:899734
Princess Margaret Island	id=g:899735
Prince Philip	id=g:899736
Poto	id=g:899737
Poto	id=g:899738
Potkom	id=g:899739
Pote Pote	id=g:899740
Pososwe	id=g:899741
Posa	id=g:899742
Posa	id=g:899743
Pora	id=g:899744
Popila	id=g:899745
Pook Lagoon	id=g:899746
Pontino Bwalia	id=g:899747
Pongwe Forest	id=g:899748
Pongwe	id=g:899749
Pondo	id=g:899750
Pondela	id=g:899751
Ponde	id=g:899752
Ponde	id=g:899753
Pondani	id=g:899754
Pondamele	id=g:899755
Pondamali	id=g:899756
Pondamali	id=g:899757
Pondamali	id=g:899758
Pomwa	id=g:899759
Pomwa	id=g:899760
Pompono	id=g:899761
Pompi	id=g:899762
Pombwe Rapids	id=g:899763
Pombwe Island	id=g:899764
Pombwe	id=g:899765
Pomboloka	id=g:899766
Pombo	id=g:899767
Pombalola	id=g:899768
Pomashi	id=g:899769
Polyoni	id=g:899770
Polota	id=g:899771
Polota	id=g:899772
Polombwe	id=g:899773
Poliya	id=g:899774
Polande	id=g:899775
Pokuma	id=g:899776
Pokole	id=g:899777
Pokola	id=g:899778
Pokola	id=g:899779
Pokola	id=g:899780
Pokola	id=g:899781
Poko	id=g:899782
Pokela	id=g:899783
Pogoloni	id=g:899784
Pleasant Farm	id=g:899785
Pivasi	id=g:899786
Pitila	id=g:899787
Piti	id=g:899788
Pita Mulongoti	id=g:899789
Pitala Mpande	id=g:899790
Pitala	id=g:899791
Pirala	id=g:899792
Pipa	id=g:899793
Pintwa	id=g:899794
Pindu	id=g:899795
Pindoma	id=g:899796
Pimbi	id=g:899797
Piluka	id=g:899798
Pilola	id=g:899799
Pilewombe	id=g:899800
Pikani	id=g:899801
Pikamalazo	id=g:899802
Pikamalaza	id=g:899803
Pida	id=g:899804
Phota	id=g:899806
Phillip	id=g:899807
Philipo Katola	id=g:899808
Philipo	id=g:899809
Philipo	id=g:899810
Philipo	id=g:899811
Philip	id=g:899812
Pezo	id=g:899813
Petros	id=g:899814
Petro	id=g:899815
Petersdale	id=g:899816
Peter Kampati	id=g:899817
Peter Kaila	id=g:899818
Peter	id=g:899819
Petembe	id=g:899820
Petauke District	id=g:899821
Petauke	id=g:899822
Petauke	id=g:899823
Petauke	id=g:899824
Petauke	id=g:899825
Petauke	id=g:899826
Petapeta	id=g:899827
Petapeta	id=g:899828
Peta Peta	id=g:899829
Petamwika Hill	id=g:899830
Peta Hill	id=g:899831
Peswe	id=g:899832
Pepo	id=g:899833
Pepela	id=g:899834
Pepe	id=g:899835
Pepe	id=g:899836
Pepamo	id=g:899837
Penyani	id=g:899838
Pensulo	id=g:899839
Penso	id=g:899840
Pensewele	id=g:899841
Penjala-Chanda	id=g:899842
Peni Lumwanshya	id=g:899843
Pengaula	id=g:899844
Pendwe	id=g:899845
Penda	id=g:899846
Pencil Kalungwa	id=g:899847
Pempela	id=g:899848
Pempe	id=g:899849
Pembya	id=g:899850
Pembi	id=g:899851
Pembeni Hills	id=g:899852
Pembele	id=g:899853
Pembela	id=g:899854
Pembe	id=g:899855
Pembe	id=g:899856
Pembe	id=g:899857
Pembamoyo	id=g:899858
Pemba	id=g:899859
Pemba	id=g:899860
Pemba	id=g:899861
Pemba	id=g:899862
Pemba	id=g:899863
Pelesenje	id=g:899864
Pelembe	id=g:899865
Pelele	id=g:899866
Pelekwa	id=g:899867
Peleka	id=g:899868
Pelama	id=g:899869
Pekete	id=g:899870
Pekankopwa	id=g:899871
Peacock	id=g:899872
Payani	id=g:899873
Pawa	id=g:899874
Paundi	id=g:899875
Paulo Kamwendo	id=g:899876
Paul Mwelwa Chileka	id=g:899877
Paul Mwanza	id=g:899878
Paul Chisabula	id=g:899879
Paul Chibuye	id=g:899880
Patisoni Farm	id=g:899881
Patapota	id=g:899882
Patamato	id=g:899883
Patama	id=g:899884
Patama	id=g:899885
Patakunya	id=g:899886
Pasinge Kasemba	id=g:899887
Pasara	id=g:899888
Parthenon	id=g:899889
Park View	id=g:899890
Parijs	id=g:899891
Paraza	id=g:899892
Papia	id=g:899893
Papelo	id=g:899894
Pape	id=g:899895
Papatika Hills	id=g:899896
Papaloka	id=g:899897
Panza	id=g:899898
Panyo Island	id=g:899899
Panswa	id=g:899900
Panshi	id=g:899901
Pansa	id=g:899902
Panku	id=g:899903
Pango	id=g:899904
Pangamumba	id=g:899905
Pangala	id=g:899906
Panga	id=g:899907
Panga	id=g:899908
Pandwe	id=g:899909
Pandwa	id=g:899910
Pandula	id=g:899911
Pandula	id=g:899912
Pandika	id=g:899913
Pandi	id=g:899914
Pandebiri Hill	id=g:899915
Pandebiri	id=g:899916
Pande	id=g:899917
Pande	id=g:899918
Pandala	id=g:899919
Panala	id=g:899920
Paminembe	id=g:899921
Pamelele	id=g:899922
Pambazana	id=g:899923
Pamba	id=g:899924
Pamadzi	id=g:899925
Palm Island	id=g:899926
Palmington	id=g:899927
Palm Grove Siding	id=g:899928
Palmgrove	id=g:899929
Palipali Hills	id=g:899930
Palipali Farm	id=g:899931
Palipali	id=g:899932
Palaza	id=g:899933
Palatema Island	id=g:899934
Palata	id=g:899935
Palasa	id=g:899936
Palapala	id=g:899937
Palanyana	id=g:899938
Palani	id=g:899939
Palabana	id=g:899940
Pala	id=g:899941
Pala	id=g:899942
Pakolongo	id=g:899943
Pakeni Mwape	id=g:899944
Pakarepi	id=g:899945
Pai Mutakasha	id=g:899946
Paela	id=g:899947
Padooko	id=g:899948
Pachemba	id=g:899949
Owani Hill	id=g:899950
Owani	id=g:899951
Our Ladys	id=g:899952
Otto Beit Bridge	id=g:899953
Otokoto	id=g:899954
Oswi	id=g:899955
Orwell Park	id=g:899956
Oove Msaope	id=g:899957
Onole	id=g:899958
Ongolwe	id=g:899959
Ongo	id=g:899960
One Tree	id=g:899961
Omeo Farm	id=g:899962
Omboya	id=g:899963
Omboya	id=g:899964
Ombo	id=g:899965
Ombe Forest	id=g:899966
Omba	id=g:899967
Olympia Park	id=g:899968
Olsen	id=g:899969
Olomani	id=g:899970
Ololo	id=g:899971
Oligonkezya	id=g:899972
Old Songwe	id=g:899973
Old Sizuka	id=g:899974
Old Petauke	id=g:899975
Old Mkushi	id=g:899976
Old Manyinga	id=g:899977
Old Magodi	id=g:899978
Old Government House	id=g:899979
Old Game Park	id=g:899980
Old Drift Cemetery	id=g:899981
Old Chibuluma	id=g:899982
Oka Mataka	id=g:899983
Oka Kamwendo	id=g:899984
Oka Chabala	id=g:899985
Ofelo	id=g:899986
Oayo	id=g:899987
Nzunguni	id=g:899988
Nzunge	id=g:899989
Nzuba	id=g:899990
Nzowe Forest	id=g:899991
Nzovwa	id=g:899992
Nzovu	id=g:899993
Nzovu	id=g:899994
Nzoole	id=g:899995
Nzizi	id=g:899996
Nzinzi	id=g:899997
Nzimba	id=g:899998
Nzele	id=g:899999
Nze	id=g:900000
Nzavu	id=g:900001
Nzambale	id=g:900002
Nzamane	id=g:900003
Nzamane	id=g:900004
Nzakulole	id=g:900005
Nyuvelu	id=g:900006
Nyunyi	id=g:900007
Nyunye	id=g:900008
Nyuni	id=g:900009
Nyungwe	id=g:900010
Nyungu	id=g:900011
Nyungu	id=g:900012
Nyungu	id=g:900013
Nyungu	id=g:900014
Nyungano	id=g:900015
Nyundwe	id=g:900016
Nyundu	id=g:900017
Nyundu	id=g:900018
Nyundu	id=g:900019
Nyundu	id=g:900020
Nyundu	id=g:900021
Nyundu	id=g:900022
Nyundu	id=g:900023
Nyundu	id=g:900024
Nyundo	id=g:900025
Nyumbwe	id=g:900026
Nyumbu	id=g:900027
Nyumbu	id=g:900028
Nyumbe	id=g:900029
Nyumba Wa Likunga	id=g:900030
Nyumba Wa Kangombe	id=g:900031
Nyumba	id=g:900032
Nyumba	id=g:900033
Nyulugwe	id=g:900034
Nyukato	id=g:900035
Nyremu	id=g:900036
Nyotambo	id=g:900037
Nyonyo	id=g:900038
Nyonyo	id=g:900039
Nyontu	id=g:900040
Nyongola	id=g:900041
Nyongo	id=g:900042
Nyonge	id=g:900043
Nyondwe	id=g:900044
Nyola	id=g:900045
Nyoko	id=g:900046
Nyoka	id=g:900047
Nyoka	id=g:900048
Nykingwe	id=g:900049
Nyitenda	id=g:900050
Nyinda	id=g:900051
Nyimba	id=g:900052
Nyimba	id=g:900053
Nyimba	id=g:900054
Nyimba	id=g:900055
Nyimba	id=g:900056
Nyimba	id=g:900057
Nyimba	id=g:900058
Nyika National Park	id=g:900059
Nyika	id=g:900060
Nyika	id=g:900061
Nyika	id=g:900062
Nyeyengo	id=g:900063
Nyerere	id=g:900064
Nyenyeshi	id=g:900065
Nyenyeshi	id=g:900066
Nyengo Swamp	id=g:900067
Nyengo	id=g:900068
Nyengo	id=g:900069
Nyenge Hills	id=g:900070
Nyenge	id=g:900071
Nyenge	id=g:900072
Nyende	id=g:900073
Nyenda	id=g:900074
Nyembe	id=g:900075
Nyembachanga	id=g:900076
Nyemba	id=g:900077
Nyemba	id=g:900078
Nyemba	id=g:900079
Nyemba	id=g:900080
Nyemba	id=g:900081
Nyela	id=g:900082
Nyazombe	id=g:900083
Nyazoma	id=g:900084
Nyaziomyu	id=g:900085
Nyazi	id=g:900086
Nyawukundwe	id=g:900087
Nyawanda	id=g:900088
Nyawa	id=g:900089
Nyavuta Chikwena	id=g:900090
Nyavndi	id=g:900091
Nyavisongo	id=g:900092
Nyavisonga	id=g:900093
Nyavisako	id=g:900094
Nyaviombo Hill	id=g:900095
Nyavimbwe	id=g:900096
Nyavilambi	id=g:900097
Nyaviandi	id=g:900098
Nyavateka	id=g:900099
Nyatuwondo	id=g:900100
Nyatuwe	id=g:900101
Nyatuwe	id=g:900102
Nyatupundu	id=g:900103
Nyatuondo	id=g:900104
Nyatunguzike	id=g:900105
Nyatuma	id=g:900106
Nyatipiri Hills	id=g:900107
Nyatipiri	id=g:900108
Nyati	id=g:900109
Nyatande	id=g:900110
Nyatanda	id=g:900111
Nyasongu	id=g:900112
Nyasomba	id=g:900113
Nyashawa Hills	id=g:900114
Nyasala	id=g:900115
Nyarvanga	id=g:900116
Nyapasa	id=g:900117
Nyapaluanza	id=g:900118
Nyanzingwe	id=g:900119
Nyanzima	id=g:900120
Nyanzara Plateau	id=g:900121
Nyanyi	id=g:900122
Nyanyeshi Agricultural Camp	id=g:900123
Nyantotu	id=g:900124
Nyantoni	id=g:900125
Nyansowe	id=g:900126
Nyansonso	id=g:900127
Nyansongi	id=g:900128
Nyanshishi	id=g:900129
Nyanshanshi	id=g:900130
Nyansenga	id=g:900131
Nyankwaya	id=g:900132
Nyankundi	id=g:900133
Nyankuba	id=g:900134
Nyankongolo Hills	id=g:900135
Nyankombu	id=g:900136
Nyankombo	id=g:900137
Nyankanga Hill	id=g:900138
Nyanjo	id=g:900139
Nyanji Mission	id=g:900140
Nyanjimba	id=g:900141
Nyanjili	id=g:900142
Nyanjeta	id=g:900143
Nyanje	id=g:900144
Nyanje	id=g:900145
Nyanja	id=g:900146
Nyanja	id=g:900147
Nyani Falls	id=g:900148
Nyangwena	id=g:900149
Nyangwe Hill	id=g:900150
Nyangwali	id=g:900151
Nyangwa	id=g:900152
Nyanguwa	id=g:900153
Nyangumulomo	id=g:900154
Nyangoza	id=g:900155
Nyangombi	id=g:900156
Nyangombe Hill	id=g:900157
Nyangombe	id=g:900158
Nyangombe	id=g:900159
Nyangombe	id=g:900160
Nyango	id=g:900161
Nyangashi	id=g:900162
Nyanga	id=g:900163
Nyanga	id=g:900164
Nyanga	id=g:900165
Nyanga	id=g:900166
Nyanda	id=g:900167
Nyanda	id=g:900168
Nyanchinko	id=g:900169
Nyamzimu	id=g:900170
Nyamwila	id=g:900171
Nyamwena	id=g:900172
Nyamwana	id=g:900173
Nyamwa	id=g:900174
Nyamuzino	id=g:900175
Nyamuzimu	id=g:900176
Nyamuyengi	id=g:900177
Nyamuwama	id=g:900178
Nyamutolo	id=g:900179
Nyamutinta	id=g:900180
Nyamutelo	id=g:900181
Nyamushibe Hills	id=g:900182
Nyamuomba Island	id=g:900183
Nyamuni	id=g:900184
Nyamundengo	id=g:900185
Nyamulopa	id=g:900186
Nyamulima	id=g:900187
Nyamukatwa	id=g:900188
Nyamtowo	id=g:900189
Nyamtitima	id=g:900190
Nyamsumba	id=g:900191
Nyamseta	id=g:900192
Nyampumpi	id=g:900193
Nyampumpe	id=g:900194
Nyampondolo	id=g:900195
Nyampinga	id=g:900196
Nyamphasi	id=g:900197
Nyamphanza	id=g:900198
Nyamphande	id=g:900199
Nyampende	id=g:900200
Nyampasa	id=g:900201
Nyampasa	id=g:900202
Nyampangwa	id=g:900203
Nyampangwa	id=g:900204
Nyampandu	id=g:900205
Nyampande	id=g:900206
Nyamonga	id=g:900207
Nyamkwisa	id=g:900208
Nyamkuya	id=g:900209
Nyamkusilo	id=g:900210
Nyamkumbila	id=g:900211
Nyamkopa	id=g:900212
Nyamkola	id=g:900213
Nyamisonga	id=g:900214
Nyamikunga	id=g:900215
Nyamibenge	id=g:900216
Nyamiana	id=g:900217
Nyamfwaila	id=g:900218
Nyamfuta	id=g:900219
Nyamfundi	id=g:900220
Nyamfundi	id=g:900221
Nyamfinzi Hills	id=g:900222
Nyamfinzi	id=g:900223
Nyamfi	id=g:900224
Nyamesha Hill	id=g:900225
Nyamea	id=g:900226
Nyamdera	id=g:900227
Nyambwezu Falls	id=g:900228
Nyambwezu	id=g:900229
Nyambulwa	id=g:900230
Nyambuli Farm	id=g:900231
Nyambomba	id=g:900232
Nyamboma Rapids	id=g:900233
Nyamboma	id=g:900234
Nyambo	id=g:900235
Nyambo	id=g:900236
Nyambo	id=g:900237
Nyambisi	id=g:900238
Nyambingila	id=g:900239
Nyambi	id=g:900240
Nyambi	id=g:900241
Nyambi	id=g:900242
Nyambe Ya Kafuta	id=g:900243
Nyambe Wisik	id=g:900244
Nyambe Wa Mungenda	id=g:900245
Nyambe Wa Lukesha	id=g:900246
Nyamberengi	id=g:900247
Nyambe	id=g:900248
Nyambe Mayongo	id=g:900249
Nyambe Kangoti	id=g:900250
Nyambe	id=g:900251
Nyambe	id=g:900252
Nyambe	id=g:900253
Nyambe	id=g:900254
Nyambe	id=g:900255
Nyambe	id=g:900256
Nyambe	id=g:900257
Nyambe	id=g:900258
Nyambe	id=g:900259
Nyambe	id=g:900260
Nyambe	id=g:900261
Nyambe	id=g:900262
Nyambe	id=g:900263
Nyambe	id=g:900264
Nyambe	id=g:900265
Nyambe	id=g:900266
Nyambe	id=g:900267
Nyambe	id=g:900268
Nyambe	id=g:900269
Nyambe	id=g:900270
Nyambe	id=g:900271
Nyambe	id=g:900272
Nyambe	id=g:900273
Nyambau Protected Forest Area	id=g:900274
Nyambau	id=g:900275
Nyambanza	id=g:900276
Nyambala	id=g:900277
Nyamba	id=g:900278
Nyamawi	id=g:900279
Nyamawende	id=g:900280
Nyamaulo	id=g:900281
Nyamatusi Islands	id=g:900282
Nyamatusi Island	id=g:900283
Nyamatisinyanga	id=g:900284
Nyamaswa	id=g:900285
Nyamasumbwa	id=g:900286
Nyamashimbi	id=g:900287
Nyamashi	id=g:900288
Nyamasefu	id=g:900289
Nyamasawa Island	id=g:900290
Nyamapanda	id=g:900291
Nyamanzi	id=g:900292
Nyamankahila	id=g:900293
Nyamanjiwa	id=g:900294
Nyamandela	id=g:900295
Niamanda	id=g:900296
Nyamamwandi	id=g:900297
Nyamama-Jovwe	id=g:900298
Nyamalopa	id=g:900299
Nyamalolo Pan	id=g:900300
Nyamalele	id=g:900301
Nyamalani	id=g:900302
Nyamalaka	id=g:900303
Nyamakozo	id=g:900304
Nyamafusi	id=g:900305
Nyamadzi	id=g:900306
Nyamadzi	id=g:900307
Nyama	id=g:900308
Nyama	id=g:900309
Nyama	id=g:900310
Nyaluwilo	id=g:900311
Nyaluwayo	id=g:900312
Nyaluwanga	id=g:900313
Nyaluwanga	id=g:900314
Nyalunga	id=g:900315
Nyalukuba	id=g:900316
Nyalukonde	id=g:900317
Nyalugwe	id=g:900318
Nyalubanga School	id=g:900319
Nyalonga	id=g:900320
Nyalela	id=g:900321
Nyalati	id=g:900322
Nyalanga	id=g:900323
Nyalambwe	id=g:900324
Nyalambwa	id=g:900325
Nyakwenda	id=g:900326
Nyakwalala	id=g:900327
Nyakwalala	id=g:900328
Nyakuyuwa	id=g:900329
Nyakutwa	id=g:900330
Nyakutwa	id=g:900331
Nyakutemba	id=g:900332
Nyakulenga	id=g:900333
Nyakulemba	id=g:900334
Nyakovula	id=g:900335
Nyakolwe Hills	id=g:900336
Nyakocha	id=g:900337
Nyakawendi	id=g:900338
Nyakawawe	id=g:900339
Nyakawanda	id=g:900340
Nyakauta	id=g:900341
Nyakauta	id=g:900342
Nyakatumba	id=g:900343
Nyakatali	id=g:900344
Nyakaswanga	id=g:900345
Nyakasumbi	id=g:900346
Nyakaseya	id=g:900347
Nyakapunda	id=g:900348
Nyakanyo	id=g:900349
Nyakanyaka	id=g:900350
Nyakangombe	id=g:900351
Nyakambumba	id=g:900352
Nyakaluwo	id=g:900353
Nyakaluwando	id=g:900354
Nyakalozi	id=g:900355
Nyakalamu	id=g:900356
Nyakakuyu	id=g:900357
Nyakachonko	id=g:900358
Nyakabombola	id=g:900359
Nyaka	id=g:900360
Nyafunda	id=g:900361
Nyafumu	id=g:900362
Nyafula	id=g:900363
Nyafluka	id=g:900364
Nyafikani	id=g:900365
Nyafi	id=g:900366
Nyaenge	id=g:900367
Nyachuu	id=g:900368
Nyachiyanzu	id=g:900369
Nyachiwinda	id=g:900370
Nyachiu	id=g:900371
Nyachingo	id=g:900372
Nyachimwe	id=g:900373
Nyachimbwe	id=g:900374
Nyabusanga	id=g:900375
Nyabusanga	id=g:900376
Nyabula	id=g:900377
Nyabombwi	id=g:900378
Nyabitoto	id=g:900379
Nwila	id=g:900380
Nwanashamba	id=g:900381
Nvaviteka	id=g:900382
Nuwanga	id=g:900383
Nutungwe	id=g:900384
Nuswenyani	id=g:900385
Nusala	id=g:900386
Nurowe	id=g:900387
Nunsa	id=g:900388
Nungana	id=g:900389
Nunga	id=g:900390
Nundwe Falls	id=g:900391
Nunda	id=g:900392
Nunda	id=g:900393
Nunamila	id=g:900394
Numbwe	id=g:900395
Numbu	id=g:900396
Number 1 Kopje	id=g:900397
Nulelua	id=g:900398
Nulalshi	id=g:900399
Nukumba	id=g:900400
Nukombo	id=g:900401
Nukanulitanya	id=g:900402
Nuala	id=g:900403
Ntwinga	id=g:900404
Ntuta	id=g:900405
Ntuntika	id=g:900406
Ntunga Hill	id=g:900407
Ntundi	id=g:900408
Ntunda	id=g:900409
Ntumpe Hills	id=g:900410
Ntumpa	id=g:900411
Ntumbati	id=g:900412
